"","ttdA","ttdB","ttdR","ttdT","pval","z","inv_cof_var"
"T6177",0.06636739,0.062035498,0.066120093,0.064593279,0.159695231576211,0.995711248446663,32.548857533909
"T6189",0.079909423,0.072271749,0.079553389,0.077253333,0.336070977803276,0.423210131316035,21.9481481854422
"T6202",0.071815811,0.068576953,0.071655249,0.069682858,0.048702261686014,1.65756884010238,44.8041348587524
"T6213",0.072024548,0.065361785,0.071640998,0.068982263,0.32315093319109,0.458905726428354,22.6091051992953
"T6173",0.077360166,0.070752936,0.077014199,0.07427279,0.288216582027398,0.558602308687768,24.4551356435057
"T6186",0.072195863,0.068258734,0.071730611,0.069849777,0.0899843923613776,1.34085115157928,38.9396359764114
"T6198",0.07224261,0.068450332,0.07201835,0.069993979,0.0863882098156475,1.36333670337819,39.3559893983134
"T6209",0.075573943,0.070758038,0.07534613,0.073121916,0.157322510664127,1.00552312225013,32.7305389651622
"T6179",0.071756009,0.065739007,0.071336009,0.069035963,0.274839026614393,0.598242625794467,25.1891350498916
"T6191",0.07976633,0.072883175,0.079542839,0.077039474,0.293478090994244,0.543252183222048,24.1709052487421
"T6204",0.073689884,0.070486801,0.073429324,0.071575275,0.0367065410799576,1.79025403375352,47.260998488627
"T6215",0.075397502,0.070821749,0.075180139,0.072917889,0.139339963119684,1.08328954092746,34.1704998260272
"T6181",0.072898211,0.066773621,0.07257672,0.069847713,0.28294509765469,0.574114686985883,24.74237039069
"T6193",0.074692811,0.068766118,0.074521365,0.072305967,0.255302318813226,0.657896503420011,26.2937152844016
"T6206",0.072369438,0.06932786,0.072082738,0.070130678,0.0341721244491022,1.82273029930326,47.8623448292977
"T6217",0.078809467,0.073689129,0.078605941,0.076190895,0.167690232180653,0.963332946783474,31.9493251402454
"T6175",0.068841887,0.06367014,0.068745795,0.06658212,0.233672209463601,0.726806633417503,27.5696887932914
"T6188",0.072603166,0.068969424,0.072370579,0.070671679,0.0655922491821702,1.50944735821359,42.0614454022899
"T6200",0.071730264,0.068273912,0.071314941,0.069527295,0.0550692637564555,1.59757080794051,43.6931820913314
"T6211",0.075108243,0.069969602,0.074787748,0.072534331,0.185057738348803,0.896257079340794,30.7073157296438
"T6183",0.071068503,0.065072516,0.070923622,0.068085918,0.291266106966281,0.549689712768966,24.2901056792864
"T6195",0.074648803,0.068713874,0.074280662,0.071696086,0.254854894172375,0.659289648506109,26.3195114369262
"T6208",0.070242811,0.06729067,0.07008877,0.068517339,0.0286529821819071,1.90096983080748,49.311066077552
"T6219",0.076664932,0.071649918,0.076437139,0.074070186,0.17000264764876,0.954154790397638,31.7793779291575
"T7301",0.073468001,0.078830609,0.070262887,0.076922213,0.380259457771773,0.304799430175373,19.7555980069699
"T7306",0.069233925,0.077164259,0.065652164,0.073622357,0.498114794064263,0.0047255280892873,14.1992835756234
"T7307",0.075310763,0.080798569,0.073634289,0.078365958,0.293527993128616,0.543107213573372,24.1682209201636
"T7309",0.07079317,0.075689479,0.070157615,0.070627298,0.232058159361438,0.732085606088633,27.6674368207985
"T7313",0.072433196,0.076316298,0.072006746,0.074143369,0.101950535815392,1.27051548192025,37.6372664812701
"T7314",0.074418611,0.078644111,0.072662636,0.07678485,0.21386281140242,0.793089598037824,28.7970164292904
"T7315",0.070385623,0.073735055,0.070462033,0.071350435,0.0439445131685177,1.70663978105662,45.7127562866351
"T7316",0.076318451,0.081410393,0.074606511,0.079690061,0.275306278013958,0.596842475899909,25.163209192924
"T7317",0.073250673,0.078973681,0.072407594,0.076580883,0.282242487785847,0.576192645712663,24.780846885917
"T7318",0.08090065,0.084799098,0.079413166,0.083345085,0.141316058795223,1.0744252790898,34.006364839181
"T7319",0.070933459,0.075309165,0.070623841,0.073088844,0.149973686623316,1.03654625213745,33.3049783385971
"T7320",0.074673534,0.081014518,0.073128919,0.0781092,0.340662825866684,0.41065483143353,21.7156681415528
"T7321",0.070741346,0.073970389,0.069678169,0.072693993,0.105597327802867,1.25028719157787,37.2627096112142
"T7322",0.06755122,0.074769929,0.065429594,0.072075847,0.448724680185252,0.128884097118509,16.4982640736825
"T7323",0.075426652,0.078467225,0.075304739,0.077483213,0.0292402383526369,1.89207884339813,49.1464362270116
"T7324",0.079621828,0.084777708,0.076949833,0.082803927,0.306987989944565,0.504406174657255,23.4516136459461
"T7326",0.083583495,0.085756578,0.082619357,0.085377192,0.0105828691154275,2.30501491277007,56.792561483238
"T7328",0.079437565,0.08273237,0.077733267,0.081463287,0.114088486680799,1.20506820366245,36.425412820728
"T7330",0.07333196,0.075506358,0.071117885,0.076328699,0.171686430605955,0.947521980375526,31.6565615902822
"T7332",0.069090179,0.071070085,0.06806823,0.071066145,0.0393738200721094,1.75799923112592,46.6637528632191
"T7334",0.088000311,0.089805714,0.087201311,0.089544214,0.0010329372992491,3.08059497061906,71.1535793462796
"T7336",0.081676148,0.086175722,0.079833588,0.084579019,0.208156781761409,0.812833434190576,29.1626029097642
"T7338",0.064487934,0.068137492,0.063405856,0.066442947,0.176864716960589,0.9273796861176,31.2835970655844
"T7340",0.082331302,0.086598017,0.080713925,0.084532516,0.159910489939892,0.994825832734772,32.5324627456135
"T7342",0.075033285,0.079639068,0.072630566,0.078326397,0.295718721434847,0.536754155107778,24.0505845972772
"T7344",0.077533514,0.082891523,0.076276612,0.079740047,0.238322575435637,0.71170874567205,27.2901289549325
"T7346",0.072143995,0.076503686,0.069946125,0.075437457,0.289373065482494,0.555217162859858,24.3924546356437
"T7348",0.084668596,0.086801161,0.083744794,0.086075064,0.00480183634252247,2.58978200328741,62.0654475410204
"T7350",0.084426108,0.08956461,0.082559767,0.086761422,0.220829529926516,0.769394656372722,28.358269355958
"T7352",0.080953665,0.083488208,0.080329447,0.082202868,0.00838714970727894,2.39161781334881,58.3961429441277
"T7354",0.086264767,0.090115311,0.084854202,0.088792406,0.111034390204124,1.22104553294486,36.7212568266515
"T7356",0.066790378,0.073320069,0.065168374,0.070065292,0.395273052511718,0.265601532749427,19.0297906587396
"T7358",0.076396893,0.081035045,0.072987426,0.079286165,0.335557831882173,0.424617321581787,21.9742044053497
"T7360",0.072361872,0.073793078,0.07198151,0.073549153,0.000113385274957708,3.6871602620901,82.3850375274966
"T7362",0.076506292,0.077790575,0.074147654,0.079029055,0.109701881950546,1.22811509856948,36.8521603448527
"T7364",0.07739713,0.078278313,0.077595654,0.078002554,4.29080773931789e-23,9.82738738238755,196.080471629148
"T7366",0.073233486,0.075145187,0.069723733,0.07634301,0.269916492556126,0.613065569390353,25.4636038885486
"T7368",0.081104378,0.085883822,0.077830883,0.08389897,0.306421629146036,0.506019075884225,23.4814789101408
"T7372",0.06686555,0.073694522,0.0629763,0.071370294,0.493479701630209,0.0163446919681524,14.4144296696073
"T7376",0.065317736,0.070889053,0.060606236,0.068697989,0.484710301518767,0.03833497777981,14.8216125054198
"T7378",0.070289227,0.068931091,0.066944706,0.073500551,0.27161518604283,0.607935321209603,25.3686097160967
"T7380",0.062794415,0.069148106,0.060267992,0.066374285,0.447920450101849,0.130917083644231,16.5359078417445
"T7382",0.073085841,0.078621065,0.070231129,0.076042941,0.364893464635227,0.345408977084811,20.5075441441539
"T7384",0.064497223,0.068803909,0.062732382,0.066691902,0.280029786765975,0.58275302262397,24.902322018056
"T7404",0.070418709,0.070896299,0.068147113,0.073895475,0.195975505672696,0.856084554550086,29.9634617067298
"T7406",0.069754498,0.071769348,0.067236481,0.072344357,0.189337607782628,0.880339878209823,30.4125850858397
"T7408",0.08813137,0.090054599,0.086063718,0.089850178,0.0346104054035297,1.81697585299464,47.755792700483
"T7410",0.071904405,0.073116836,0.069895846,0.074067555,0.0798751018320884,1.4059121813501,40.1443376719628
"T7386",0.073181068,0.078910082,0.069341398,0.07630029,0.415813458353974,0.212615453723288,18.0486746286327
"T7388",0.071607737,0.079059758,0.067638143,0.075199557,0.480628462545699,0.0485763406945298,15.0112465661099
"T7392",0.076680668,0.08432942,0.071805002,0.081334209,0.495350972169376,0.011653648379931,14.3275680231725
"T7394",0.071258904,0.077320594,0.068136147,0.074039156,0.405216302568239,0.23986797920042,18.5532956554749
"T7396",0.069698959,0.075430773,0.066414209,0.07278898,0.411637872896958,0.223333770604836,18.2471402011289
"T7398",0.073935486,0.078388935,0.071256828,0.076178611,0.286873862673957,0.562540635987713,24.5280596287637
"T7400",0.082709418,0.087102987,0.080519104,0.085121112,0.206180470608349,0.819745964053905,29.2905986773725
"T7402",0.085759995,0.089682548,0.082423393,0.088179387,0.238072190598734,0.712517495939847,27.3051041685485
"T7412",0.067646174,0.067157298,0.065687668,0.070159523,0.114801614475417,1.20138155179452,36.3571489802718
"T7414",0.085612633,0.089398958,0.082749538,0.088354033,0.2105407900515,0.804546232388732,29.0091530474237
"T7416",0.08674519,0.088665993,0.085971794,0.088325507,0.00173349886325431,2.92297911295749,68.2350874066414
"T7418",0.078592527,0.080551066,0.078093666,0.080248588,0.00274115754076314,2.77723721889826,65.53645955669
"T7420",0.071448786,0.073435695,0.070750512,0.072788922,0.00784351822902046,2.41611661332616,58.8497746492462
"T7422",0.067946838,0.070302198,0.065596767,0.071569461,0.258949909591753,0.646586157653335,26.0842874168996
"T7424",0.078177997,0.08221401,0.077030232,0.080835856,0.148251044381537,1.04396390706268,33.4423272477201
"T7426",0.082405615,0.085992193,0.081975044,0.08433319,0.0468403402488655,1.67629368890452,45.1508532734523
"T7428",0.073237724,0.073093639,0.074171463,0.073143439,1.19109375561677e-12,7.01005835218655,143.913435977155
"T7430",0.07220241,0.073560383,0.070698592,0.074700321,0.0652277099779347,1.51230842030552,42.1144222205998
"T7432",0.069451945,0.068107087,0.067854166,0.073164192,0.219574172382221,0.773632165962224,28.4367331461158
"T7434",0.088230517,0.09148873,0.086915591,0.090291854,0.0558333388672083,1.59074632127397,43.5668165744095
"T7223",0.083797487,0.085141429,0.083080169,0.08443079,5.46372959682819e-06,4.39795705822134,95.5464969834602
"T7224",0.074654447,0.079474019,0.073358479,0.076847255,0.22032777356583,0.771086693690013,28.3895999425204
"T7225",0.082526836,0.085852834,0.080087436,0.085232664,0.17453045902757,0.936412357130762,31.4508503986972
"T7226",0.084173907,0.08743989,0.081562034,0.086955576,0.177954575421971,0.923188173607174,31.2059849797318
"T7227",0.07865357,0.080567848,0.078143611,0.079855607,0.000936727981948668,3.10959252676711,71.6905122104144
"T7228",0.076090827,0.080808942,0.072986226,0.079113042,0.327099332759435,0.447936998528697,22.4060028945008
"T7229",0.082118365,0.08386211,0.081171822,0.083177305,0.00131170941538695,3.00873030421074,69.8228982030928
"T7230",0.076312062,0.082441094,0.071687723,0.080106942,0.448450069439399,0.129578216193917,16.5111167203437
"T7231",0.067447368,0.068613465,0.067779545,0.067669173,6.43640192727886e-11,6.42866669230282,133.14810501162
"T7232",0.07843464,0.082640758,0.075973102,0.081131063,0.243657558569816,0.694585475573846,26.9730661510796
"T7233",0.07285666,0.076999665,0.071155916,0.074887217,0.206692023088942,0.817952963144428,29.2573985997933
"T7234",0.069505926,0.074784547,0.066385925,0.073095271,0.397758103402962,0.259154278339489,18.9104101578981
"T7436",0.081944222,0.085778232,0.078224129,0.084466359,0.281079423152578,0.579637874567062,24.8446404203427
"T7438",0.089140233,0.090087209,0.086348263,0.090383906,0.0320894403519733,1.85093516733602,48.3845998944505
"T7440",0.087736729,0.089441702,0.081306026,0.088446556,0.305349237227821,0.509076683663411,23.5380950640642
"T7235",0.07072818,0.075889529,0.069611439,0.073456979,0.266099524383302,0.624652661422795,25.6781561246132
"T7236",0.070717849,0.076212343,0.068240063,0.072419642,0.345647134292638,0.397099255960687,21.4646665079506
"T7237",0.067347637,0.071394574,0.067563788,0.068531083,0.109346877971794,1.23000894308953,36.8872276918106
"T7238",0.076001995,0.081546502,0.071204826,0.078867968,0.429836691507819,0.176789950551799,17.3853121739234
"T7239",0.067310377,0.073994674,0.065975793,0.069819293,0.382594666582163,0.298673297385652,19.6421635503536
"T7240",0.071420877,0.076805295,0.069217857,0.074720711,0.342506973018068,0.405630730111632,21.6226394360061
"T7442",0.079537494,0.081230104,0.084547947,0.08098215,0.0937992626626718,1.31771663033098,38.5112659202998
"T7444",0.081181477,0.083980191,0.092923633,0.083001195,0.452970064943908,0.118160950806094,16.2997090770936
"T7241",0.064538754,0.071215995,0.062613508,0.068363861,0.431482687120507,0.172600607637623,17.307740261371
"T7242",0.081626358,0.084888521,0.078978919,0.083697362,0.170190344925796,0.953413330565684,31.7656486980051
"T7243",0.073225398,0.076334775,0.072065594,0.075102568,0.089803466578888,1.3419662679656,38.9602840142009
"T7244",0.076817765,0.081466359,0.07313512,0.079508204,0.344142054219557,0.401184748886948,21.5403154835781
"T7245",0.070437958,0.077336509,0.066296028,0.074421341,0.480636904393572,0.0485551551502377,15.0108542842598
"T7246",0.063424705,0.07033106,0.061386923,0.066727991,0.444273479301534,0.140143060902857,16.7067405273896
"T7247",0.070578604,0.074885841,0.069667345,0.072716381,0.182648630148968,0.905317401173501,30.8750810587902
"T7248",0.065203879,0.07075152,0.062372581,0.069309806,0.42808115286335,0.181261523231301,17.4681099901854
"T7249",0.075836955,0.079180057,0.07538243,0.077398972,0.049003458703068,1.65459382268958,44.7490479882538
"T7250",0.069538437,0.076814844,0.06648371,0.073749379,0.465164035027323,0.0874320810055749,15.7307183666565
"T7251",0.071359261,0.076160472,0.070443441,0.073552896,0.216783143919692,0.783103582073334,28.6121104970203
"T7252",0.063080282,0.070082962,0.060843177,0.066745789,0.459073525625106,0.102768065276101,16.0146869161666
"T7253",0.077139619,0.08555614,0.075200339,0.080798874,0.427756940783881,0.18208772520444,17.4834083480721
"T7254",0.076280163,0.081838272,0.07287575,0.079433544,0.376209802668798,0.315450531260169,19.9528189790563
"T7255",0.075130039,0.078827353,0.074302124,0.077200052,0.104742254314747,1.25498416438789,37.3496810460058
"T7256",0.068439364,0.075064762,0.065819857,0.072333767,0.433920783893861,0.166400770307868,17.1929410556159
"T7257",0.066424133,0.072507059,0.065185285,0.069648616,0.360116851748154,0.358146471176386,20.7433977847011
"T7258",0.070279852,0.07576936,0.067227737,0.073991111,0.400031583219979,0.253265354712519,18.8013679816003
"T7450",0.077478155,0.080096852,0.083540897,0.07969384,0.166910975487087,0.966444209850743,32.0069348015995
"T7259",0.081040642,0.082153621,0.080343466,0.081919987,3.1393196340822e-06,4.51678231020863,97.7467231871903
"T7260",0.08133589,0.084445599,0.078913504,0.083974093,0.166500522095246,0.968086754903915,32.0373489653092
"T7261",0.081872915,0.085980026,0.080957593,0.083999303,0.10804913409928,1.23696987118979,37.0161196247317
"T7262",0.075736438,0.082659992,0.071952358,0.079745537,0.446883941547387,0.133538038721021,16.5844387216906
"T7263",0.078023235,0.082234576,0.076800959,0.080233624,0.15412451995206,1.01890295665978,32.9782864916967
"T7264",0.071852124,0.079726015,0.068828196,0.076444463,0.472916771207677,0.0679398172050602,15.3697901223091
"T7265",0.075164528,0.080507776,0.073810487,0.077319814,0.255858940737944,0.656165131154058,26.2616563527836
"T7266",0.076199369,0.083083549,0.071932522,0.080446054,0.461090342057548,0.0976871946419764,15.9206070424024
"T7267",0.076413982,0.079476255,0.075925158,0.078200479,0.0365516026411059,1.79218582019772,47.2967683867206
"T7268",0.076761117,0.080694622,0.073275699,0.079772592,0.312510688212474,0.488746220719246,23.1616463163813
"T7269",0.077055835,0.079442298,0.076563156,0.078516444,0.00785955164670793,2.41537299711735,58.8360054895703
"T7270",0.080111155,0.08383301,0.0775562,0.082865615,0.217020980512546,0.782293746689951,28.597115190876
"T7454",0.082831177,0.083157572,0.076673174,0.084275969,0.299918472036788,0.524635010001051,23.8261806075135
"T7462",0.070635803,0.074568012,0.068335179,0.073944521,0.285501102080465,0.566576118273623,24.6027825830319
"T7271",0.078676981,0.082970659,0.077059207,0.081159445,0.18742510374505,0.887424853652273,30.5437739397285
"T7272",0.075622087,0.081053008,0.072918224,0.079111593,0.348586437559561,0.389139607957401,21.3172817911804
"T7273",0.071986137,0.079884225,0.070008555,0.075617435,0.435629861462138,0.16205858051263,17.1125389558158
"T7274",0.071071173,0.077656134,0.068788952,0.074633481,0.402280378409141,0.2474489994977,18.6936695173445
"T7275",0.076371516,0.080926307,0.075125633,0.078749269,0.192027389814225,0.87044954735621,30.2294509056571
"T7276",0.072576967,0.079644547,0.069135942,0.076380299,0.452674397599291,0.118907303831261,16.3135289129933
"T7466",0.074783726,0.077689609,0.067021537,0.076961455,0.4772998493109,0.0569315790928162,15.1659562271868
"T7468",0.08383599,0.086712714,0.075674991,0.086347034,0.455628854108743,0.111452275699261,16.1754879833824
"T7470",0.077685978,0.080763429,0.073945204,0.080167339,0.274248116943849,0.600015007381495,25.2219533300599
"T7277",0.080874649,0.082729558,0.080429004,0.081837282,0.000211631190726966,3.52513790720681,79.3849527404479
"T7278",0.073952034,0.078172814,0.071058222,0.077047769,0.308087701610805,0.501278117880382,23.3936930240906
"T7279",0.075658674,0.077030028,0.07532029,0.076241795,1.15851042550763e-06,4.72360338433448,101.576322865414
"T7280",0.075780285,0.079219085,0.073241194,0.078870643,0.23925273281601,0.708708376500509,27.2345726589291
"T7281",0.064504076,0.068195351,0.064748373,0.067427913,0.124644219989888,1.15207941790402,35.4442466714485
"T7282",0.073863625,0.076507603,0.073869223,0.076527525,0.0293213542765573,1.89086244667018,49.1239128331184
"T7472",0.073066803,0.07461302,0.070886021,0.076499996,0.180716676698582,0.91263725570062,31.0106190481376
"T7283",0.065251731,0.070815067,0.064111463,0.068512413,0.336245370596637,0.422732088161913,21.939296505714
"T7284",0.078022694,0.083329078,0.07641482,0.08132044,0.269439980165964,0.614507588102847,25.4903050089287
"T7285",0.059669738,0.065060786,0.058032484,0.063407396,0.397197088966312,0.260608832139267,18.9373433840557
"T7286",0.068956118,0.074379944,0.065673695,0.072443689,0.410882668062763,0.225275013915449,18.2830852071642
"T7287",0.064729003,0.067776782,0.064099825,0.066216674,0.0808076972738292,1.39965920837261,40.0285545806907
"T7288",0.072376516,0.074315385,0.071970107,0.073360669,0.00138725252749531,2.99167605542426,69.5071134314437
"T7478",0.07763022,0.078941376,0.07075146,0.07896645,0.385904872153541,0.290008487654658,19.4817217157972
"T7480",0.080555051,0.08310829,0.071862361,0.082556781,0.475966929050162,0.0602784588380572,15.2279286816361
"T7482",0.079218358,0.081739971,0.077153973,0.080649689,0.0792679159752172,1.41001304196281,40.2202712031528
"T7486",0.080289517,0.082263969,0.084036153,0.081763479,0.017589601327233,2.10628961720467,53.1128671814428
"T7490",0.069030913,0.072668624,0.064190924,0.071499295,0.407233241058352,0.234667928372243,18.4570089832269
"T7289",0.066615808,0.073203626,0.065898002,0.069858726,0.36373390756901,0.348495869726106,20.5647025508384
"T7290",0.070833651,0.077057556,0.06897916,0.074266529,0.370054727632946,0.331708402566983,20.2538576376569
"T7291",0.077508784,0.082960251,0.075855103,0.080565134,0.27768425908963,0.589734713974332,25.0315984134224
"T7292",0.075525017,0.079205233,0.074440968,0.077096849,0.108207467627867,1.23611738045995,37.00033449143
"T7293",0.083811393,0.085090572,0.083449471,0.08458726,3.99896827686924e-08,5.3671751841696,113.493011568337
"T7294",0.077091085,0.082497489,0.074091161,0.08059402,0.353813849480936,0.375044060124406,21.0562817665274
"T7295",0.071925159,0.075670593,0.071635533,0.073270153,0.0831902782497256,1.38392782262182,39.7372645849111
"T7296",0.068312967,0.073561364,0.066149264,0.071292719,0.346731920915706,0.394158745192249,21.410218579275
"T7297",0.083234392,0.08534927,0.081603161,0.084783805,0.0271427638885512,1.92455121388968,49.747710444889
"T7298",0.08333441,0.08631744,0.081994766,0.085287953,0.05654787064511,1.58443069555503,43.4498733744806
"T7299",0.087169362,0.090001456,0.086630939,0.088349176,0.00770411110574748,2.4226391799389,58.9705496674928
"T7300",0.07501013,0.080522014,0.072834202,0.077657483,0.315476630819791,0.480385557923543,23.0068362145216
"T5545",0.064540213,0.064799497,0.063799891,0.061782555,0.0394113717694786,1.75755800833869,46.6555829673265
"T5547",0.078757413,0.070163354,0.078319573,0.075117768,0.394519412273884,0.267558960095272,19.0660353362488
"T5549",0.068116124,0.06656108,0.068020848,0.067291166,9.89968788829794e-06,4.26714130481782,93.1242488191565
"T5551",0.065201096,0.064128313,0.064602822,0.064185359,1.75100973872185e-10,6.27474758897652,130.29806397464
"T5559",0.076327044,0.079399382,0.076036165,0.076958151,0.0247358770570111,1.96450329866588,50.4874826931957
"T5561",0.093317658,0.085294781,0.09239121,0.091593935,0.279827295769913,0.583354632896512,24.9134617266948
"T5563",0.085440433,0.077591146,0.083302572,0.07894531,0.332190598984478,0.433872269330075,22.1455735226827
"T5565",0.135665576,0.11710833,0.129351967,0.128295555,0.447951826292169,0.13083775872507,16.5344390229301
"T5776",0.11740017,0.105760371,0.116145883,0.11075671,0.354069025212083,0.374357913451086,21.0435767407438
"T5778",0.094120544,0.093520512,0.094098537,0.094311373,2.09907708659312e-45,14.0929235411215,275.063215384732
"T5779",0.085159985,0.081131136,0.084880961,0.08247949,0.0593194652843335,1.56051202482994,43.0069836249738
"T5780",0.062027038,0.058673146,0.060285757,0.055866432,0.322971875303926,0.459404453694392,22.6183398761077
"T5784",0.090020036,0.087710375,0.089685861,0.087654711,0.00118078753164869,3.04053593802934,70.4118268002012
"T5786",0.114475725,0.109385073,0.114886555,0.113536566,0.0484819149983461,1.65975460190096,44.8446074881298
"T5788",0.106790461,0.098237805,0.10653708,0.09997654,0.310442415237989,0.494596702273603,23.269976680551
"T5790",0.101121626,0.097375786,0.101454257,0.100900066,0.0188210222296295,2.07873140820273,52.6025859696644
"T5794",0.104775658,0.092071552,0.104236365,0.100468765,0.435610859653574,0.162106840755758,17.1134325659681
"T5798",0.110667151,0.096841735,0.109737475,0.100441874,0.475375031416653,0.0617648912164202,15.2554521870716
"T5802",0.100191573,0.089964149,0.099209456,0.092687575,0.391963350457317,0.274205500978149,19.1891059224255
"T5804",0.083215111,0.085004092,0.081971193,0.082269125,0.00582555029858937,2.52253907199379,60.8203446948367
"T5808",0.091238791,0.082509593,0.09001942,0.082409963,0.411640375620172,0.223327338793328,18.2470211065763
"T5812",0.102315209,0.09653008,0.101309677,0.099291282,0.088349059798509,1.35099161222269,39.1274016815318
"T5814",0.102491499,0.095568822,0.101215875,0.09768459,0.178191938865094,0.922277441365491,31.1891214182478
"T5816",0.076286458,0.071027146,0.075455419,0.072450832,0.198791070302677,0.845947306241002,29.7757554827552
"T5818",0.089014653,0.096248717,0.089326457,0.091540636,0.23628431665931,0.718305996971218,27.4122868711856
"T5820",0.092193792,0.093434714,0.092054315,0.090164629,0.00175736845274874,2.91871829404734,68.1561920097568
"T5822",0.062492044,0.062295234,0.061392264,0.060016132,0.0145023406799471,2.18342289595905,54.5411045153149
"T5791",0.085548559,0.074948816,0.084198783,0.0782067,0.456370880225789,0.109580898187332,16.1408366464826
"T5803",0.094673095,0.082260093,0.093499547,0.084928167,0.493990413113378,0.0150643701622289,14.3907226078549
"T5805",0.085516731,0.076746904,0.084548336,0.07925835,0.387871670923638,0.284870520491213,19.3865846149045
"T5807",0.084261931,0.07895008,0.083430212,0.080902407,0.143930429287707,1.06282601721698,33.7915872604283
"T1088",0.041237113,0.041902146,0.042446575,0.044998261,0.26155505894953,0.638558604641674,25.9356453379417
