"","bacA","cpxR","dsbA","dsbC","ftnB","kbp","ldtC","ldtD","lysS","mzrA","ppiD","prfB","recJ","sbmA","slt","srkA","xerD","yaiW","yccA","yebE","yidQ","yqaE","yqjA","pval","z","inv_cof_var"
"T5997",0.058088627,0.210558669,0.116627159,0.255220888,0.111798635,0.17447213,0.052941873,0.053630404,0.291000981,0.053023136,0.144043,0.054061376,0.056020108,0.062030029,0.147427886,0.055126809,0.144147451,0.1052153,0.054258772,0.060776806,0.272000074,0.136435957,0.054484412,0.34508336895329,0.398628799466206,1.54289259090486
"T5999",0.075811584,0.222059572,0.103987906,0.26035327,0.097592606,0.169560449,0.047516529,0.049681144,0.297141793,0.047716536,0.135038671,0.091619877,0.056370548,0.119059708,0.140298464,0.053352776,0.136151657,0.088425627,0.065726019,0.051564943,0.279207278,0.126562513,0.062003291,0.320204230057306,0.467127779691015,1.57269597019325
"T6001",0.082722097,0.117060638,0.103436827,0.251003738,0.116460797,0.169961078,0.04855904,0.053830516,0.296936908,0.050211253,0.142883741,0.368792227,0.063208122,0.133969378,0.137201914,0.059284628,0.147747701,0.081355828,0.088502565,0.052753717,0.289963463,0.128022481,0.142266539,0.335433912671011,0.424957268842702,1.55434790536845
"T6003",0.054627156,0.208586113,0.105658631,0.226330902,0.080129935,0.167080555,0.050762305,0.054672451,0.289958644,0.051896732,0.140549729,0.377071086,0.059663805,0.130322863,0.127912124,0.058791226,0.13995826,0.085391759,0.053646054,0.063645306,0.281572131,0.126078462,0.116059194,0.396331875762311,0.262853170954588,1.4838176595501
"T6005",0.100396799,0.099515962,0.098605851,0.242094478,0.071628598,0.160926629,0.059375731,0.066455936,0.303084224,0.062172794,0.132261652,0.372956262,0.094237375,0.094160843,0.123087411,0.070061754,0.13137157,0.068074394,0.090040614,0.053607417,0.288086011,0.119825935,0.098251219,0.380194554326198,0.304969858797472,1.50214230639934
"T6007",0.048337562,0.202107938,0.10825697,0.251267949,0.066883724,0.171823407,0.048040427,0.056336887,0.293775486,0.05030184,0.136007457,0.377839396,0.078518841,0.09213017,0.133201371,0.061762687,0.14587613,0.076011666,0.072438233,0.051032889,0.278374973,0.130425382,0.159171659,0.407573738731651,0.233790690192154,1.47117279776703
"T6009",0.069726652,0.07761407,0.107458038,0.240429694,0.058448463,0.170903626,0.060537388,0.063633246,0.286810032,0.061270831,0.141612465,0.378366487,0.057122224,0.141653506,0.130642028,0.066827644,0.14547615,0.085197299,0.097785017,0.061422899,0.281462571,0.127646228,0.137801898,0.361059388412298,0.355628527296462,1.524183503313
"T6011",0.102962809,0.163343798,0.101405313,0.175447617,0.117283475,0.164241737,0.061661097,0.065690521,0.287370039,0.062908645,0.135912049,0.385816932,0.073079911,0.113703689,0.114296094,0.068437892,0.136749557,0.090096032,0.063051292,0.065686134,0.276655298,0.124293121,0.123289273,0.278186981384995,0.588235901542119,1.62538918224673
"T6013",0.10290063,0.213525958,0.100253093,0.173857217,0.091648218,0.171517349,0.051797857,0.056832132,0.304111395,0.053775005,0.146489884,0.377159699,0.05622804,0.105869183,0.115091772,0.060746972,0.132954803,0.077858358,0.050852272,0.054559291,0.295594329,0.122422031,0.099719879,0.415050583357399,0.214571819807328,1.46281081512592
"T6015",0.113607771,0.196571617,0.096459924,0.142596676,0.145631338,0.161323051,0.06311292,0.070860702,0.287043401,0.065207123,0.136839672,0.38722229,0.061790167,0.12023188,0.11059818,0.075295259,0.141726688,0.090083224,0.07033424,0.061624688,0.271828359,0.125116718,0.098373829,0.271375440008868,0.608658409445708,1.63427485831189
"T6017",0.073841706,0.206320075,0.110111813,0.212778696,0.109159695,0.169141514,0.051878988,0.055041538,0.288239738,0.052788968,0.152640327,0.37842181,0.063053699,0.111438534,0.13750423,0.059348887,0.146836849,0.095397341,0.053834547,0.064309518,0.272520991,0.131599872,0.12444549,0.322063279449232,0.461936917325054,1.57043746591452
"T6019",0.121407806,0.22717499,0.102495749,0.205898591,0.095975285,0.165919898,0.053868434,0.060593325,0.279358348,0.055250989,0.13708854,0.386253045,0.052875059,0.081787707,0.090924917,0.068484217,0.143222679,0.091297355,0.082818768,0.066010406,0.280903094,0.12800897,0.145410265,0.330137139529663,0.439534514294028,1.56069035271205
"T6021",0.120368638,0.225162558,0.107004258,0.196276915,0.136920319,0.170642474,0.052399906,0.058752341,0.283488124,0.053398177,0.134203227,0.385358216,0.075029193,0.124081719,0.114316597,0.067593907,0.143643001,0.098100537,0.090548694,0.069231331,0.279895249,0.128491383,0.150130328,0.228850323327008,0.742638378164325,1.69256851190589
"T6023",0.128843626,0.203687184,0.106130229,0.153511553,0.138085154,0.156914987,0.059094346,0.061410818,0.282772747,0.0595542,0.146856053,0.397146902,0.060909527,0.089616419,0.114191186,0.064644936,0.147054585,0.10196058,0.100158914,0.072426529,0.270129439,0.132113676,0.1337941,0.246513664005461,0.685501795502494,1.6677088243788
"T6025",0.116640049,0.212777872,0.100942758,0.195816016,0.126186022,0.162673175,0.055428815,0.068429994,0.288042453,0.05907488,0.102681544,0.380546059,0.050443534,0.104575735,0.116517934,0.078927396,0.136126252,0.092329087,0.069254057,0.059747056,0.277607285,0.124719625,0.149501336,0.291351671688094,0.549440271761246,1.60850950220921
"T6027",0.121185828,0.219662302,0.106265591,0.208558468,0.14360072,0.170886534,0.059179946,0.064046799,0.283284313,0.060145613,0.14474727,0.393751145,0.08430938,0.067891159,0.116257832,0.06810917,0.144366342,0.098351977,0.076429981,0.070385203,0.264626328,0.128660925,0.141000427,0.249971723362487,0.674578735629773,1.66295628506642
"T1770",0.079106316,0.354995215,0.178873361,0.087396922,0.087328288,0.155417773,0.087524549,0.096996957,0.232926496,0.081549513,0.350547252,0.123824462,0.126364396,0.090139748,0.086970358,0.266345482,0.312529108,0.078884392,0.276840517,0.088356904,0.253983404,0.089604634,0.143672028,0.220234589875283,0.771401173491435,1.70508298286174
"T1771",0.076650814,0.332672573,0.223073023,0.083732801,0.086487014,0.149758848,0.092692456,0.098231371,0.244737173,0.078928117,0.334558732,0.124235709,0.123342141,0.093935854,0.086338239,0.273106964,0.335247582,0.078090954,0.288605201,0.087276179,0.253983404,0.088667933,0.138466458,0.218774296722231,0.7763394370884,1.70723158335949
"T1772",0.085594326,0.334120195,0.304763191,0.101055174,0.099003273,0.138420719,0.101010553,0.109023392,0.255592627,0.087971911,0.345041724,0.129693972,0.120591463,0.100969959,0.098472673,0.254736214,0.304519801,0.085945908,0.30472292,0.100453688,0.253983404,0.098006315,0.1302167,0.160119701407632,0.993966036247429,1.80191924230992
"T1773",0.075440781,0.332325639,0.184759418,0.128943752,0.098050166,0.188607265,0.07452303,0.117434455,0.199912968,0.080691875,0.316814307,0.133876795,0.15998659,0.073234442,0.097691368,0.312092805,0.368736348,0.071342517,0.3092998,0.099534592,0.253983404,0.100528116,0.177183657,0.17610127492651,0.930325555854328,1.77422975891869
"T1774",0.066567782,0.32999384,0.196302505,0.22501137,0.085486259,0.185393128,0.065726113,0.112993572,0.203591717,0.070005983,0.289908622,0.131551932,0.153188015,0.070573111,0.084788948,0.357592299,0.466672547,0.064126933,0.325785733,0.088198857,0.253983404,0.089750803,0.172155682,0.325301887480455,0.452923574259096,1.56651582969206
"T1775",0.069207289,0.295750667,0.201246601,0.174801525,0.088654367,0.188222911,0.071148121,0.112363751,0.195002409,0.074880084,0.339987507,0.147227315,0.160022516,0.068356449,0.087865334,0.306778181,0.355427943,0.064451855,0.263001327,0.090005348,0.253983404,0.090890277,0.177028777,0.169105699303823,0.957705269968445,1.78614246187971
"T1776",0.053928647,0.087875256,0.221631431,0.223577013,0.055192365,0.150520798,0.097885155,0.080281461,0.221430907,0.049808622,0.325372083,0.109371245,0.121060298,0.096593784,0.054888487,0.259341551,0.276047426,0.062780033,0.3214612,0.056835249,0.253983404,0.058258963,0.138503768,0.325010205375482,0.45373383535785,1.56686836806226
"T1777",0.057066322,0.068102876,0.07140717,0.215856664,0.065492497,0.149241095,0.089932731,0.093084509,0.288584079,0.061328825,0.38053271,0.142853329,0.126795889,0.085462398,0.065041504,0.21586828,0.194646974,0.064165945,0.367824137,0.067641562,0.253983404,0.069266456,0.139166095,0.417685214509909,0.207818830458285,1.45987264141531
"T1778",0.064917357,0.101345478,0.065960932,0.216702501,0.076103569,0.146506939,0.087905676,0.095418493,0.251628152,0.064890268,0.365336966,0.123989747,0.123072332,0.083585468,0.075787221,0.232224411,0.245767668,0.066198464,0.352057701,0.076039209,0.253983404,0.078845446,0.13667167,0.324072298913154,0.456341260731534,1.56800283878172
"T1779",0.070733282,0.228699153,0.140005078,0.208322394,0.091191627,0.165341975,0.081070383,0.109917334,0.239433663,0.067531186,0.34961856,0.156254638,0.139316783,0.07935052,0.090770534,0.245256225,0.239802978,0.066943975,0.314096675,0.093400382,0.253983404,0.094757019,0.154400421,0.108833546127627,1.23275524852576,1.90581459141075
"T1780",0.06678631,0.164856837,0.118622006,0.181844791,0.081705109,0.155486451,0.084472824,0.102681956,0.238079474,0.066995247,0.341889264,0.140649872,0.131244522,0.084490361,0.081277788,0.244934167,0.263241529,0.067215937,0.314580264,0.079457647,0.253983404,0.084994906,0.145371443,0.161974231213933,0.986376357460617,1.79861703146214
"T1781",0.065929153,0.21266236,0.127623505,0.133156578,0.08459447,0.142065505,0.074723961,0.103833257,0.197654432,0.070308256,0.360572002,0.133743295,0.147751646,0.071656455,0.084104845,0.252104689,0.24171324,0.063113957,0.294590208,0.081310252,0.253983404,0.088019484,0.16413189,0.16708677902649,0.96574147943246,1.78963895478969
"T1782",0.05891567,0.284728751,0.206202111,0.085329512,0.078606255,0.200257999,0.078550935,0.11595156,0.163043718,0.057984312,0.291617517,0.120622736,0.164832442,0.070937654,0.085084174,0.384775917,0.496698349,0.057851601,0.276844026,0.079820434,0.253983404,0.091007663,0.185813204,0.428063917548872,0.181305441519897,1.44833686987305
"T1783",0.054830325,0.296422122,0.280089073,0.106162294,0.088205455,0.191003132,0.078875831,0.118554877,0.16827239,0.051905957,0.307965974,0.126943843,0.159290988,0.070353049,0.089134357,0.332414833,0.406594446,0.051977387,0.289914848,0.082143405,0.253983404,0.095123438,0.177695601,0.302547030313714,0.517088959018184,1.5944336949345
"T1785",0.064722791,0.356526422,0.242691483,0.105992664,0.099816012,0.199122441,0.060719376,0.127337696,0.200329857,0.057542505,0.356525431,0.149717152,0.165733921,0.056916245,0.099142433,0.331712971,0.387027998,0.056250551,0.339565477,0.102925557,0.253983404,0.10496146,0.185376568,0.291096599715009,0.550183966746897,1.60883307817574
"T1786",0.056273727,0.280397012,0.180616551,0.135711914,0.08783019,0.198905771,0.07191912,0.117434081,0.182786848,0.054140971,0.315495396,0.136085344,0.164346486,0.066031897,0.087149422,0.362390963,0.451518549,0.053910454,0.308948738,0.081153151,0.253983404,0.093593845,0.184833823,0.347109281829863,0.393136639804709,1.54050299449092
"T1787",0.066035646,0.30857584,0.207917694,0.079534913,0.095363247,0.206639504,0.074648534,0.122030493,0.179629499,0.061171288,0.30941234,0.150225515,0.171600799,0.070106191,0.094665826,0.383491705,0.481804919,0.060469425,0.275084054,0.094564111,0.253983404,0.1003067,0.192466994,0.353001258575055,0.377230229334706,1.53358223767383
"T1789",0.041911598,0.072575047,0.110281342,0.159285679,0.052372846,0.155825414,0.078917868,0.082659268,0.226110902,0.045182905,0.365560947,0.114090486,0.140793637,0.072888494,0.051941631,0.191855757,0.116987313,0.047358306,0.318685472,0.050764638,0.253983404,0.056230718,0.158378645,0.448429628896726,0.129629885166239,1.4258532328774
"T1790",0.063680742,0.086559661,0.18033212,0.112892727,0.072043463,0.103536623,0.071459373,0.091333546,0.288686096,0.063758037,0.364225505,0.089440688,0.124147064,0.076626869,0.071749271,0.233268967,0.219164569,0.065651669,0.328543347,0.073498542,0.253983404,0.074607794,0.140518927,0.369265332499233,0.33379975939252,1.51468597434098
"T1791",0.036866444,0.040176279,0.187533146,0.204825476,0.058967269,0.155762281,0.056992533,0.093880352,0.275272575,0.037288486,0.368913098,0.131462436,0.128695616,0.070949183,0.058337245,0.229751388,0.200787033,0.040756179,0.33594295,0.061722863,0.253983404,0.064217668,0.144697542,0.466831593260914,0.0832368824555423,1.40566799432967
"T1792",0.037355969,0.079577258,0.281961729,0.187452644,0.052748223,0.154113321,0.083510365,0.083066468,0.257654001,0.03950031,0.377354474,0.113661791,0.124313851,0.076599909,0.052241269,0.239372643,0.230500179,0.043702209,0.344870303,0.04912337,0.253983404,0.056982511,0.142356792,0.473417267546078,0.066682413560095,1.39846527227761
"T1793",0.062336445,0.116404952,0.17461024,0.137261447,0.06286003,0.148287888,0.087368674,0.081601054,0.272829237,0.06607675,0.325895483,0.095357414,0.117972545,0.097774664,0.062587094,0.242911155,0.24376486,0.071474664,0.316592149,0.061803034,0.253983404,0.065318984,0.136083947,0.270924841980065,0.610018301836063,1.63486653702839
"T1794",0.056888341,0.176652933,0.308817043,0.257858328,0.091952168,0.202083104,0.071418853,0.122717437,0.186104416,0.051897791,0.28095059,0.179636511,0.170321031,0.063206744,0.091193362,0.322114304,0.358032214,0.051653645,0.293596679,0.083364569,0.253983404,0.094368337,0.189289256,0.18756487374363,0.886905560900829,1.75533805317282
"T1795",0.063316931,0.119921311,0.319731782,0.198544699,0.075679106,0.174892205,0.09171439,0.097126835,0.201899081,0.064319282,0.311686936,0.155085064,0.147437675,0.088908122,0.075382573,0.264414616,0.262449316,0.06708403,0.3148354,0.073317832,0.253983404,0.078077847,0.164369108,0.175835183006719,0.931354215375255,1.7746773207621
"T1796",0.072907932,0.149122187,0.18712296,0.228292652,0.095526378,0.170011883,0.083401191,0.119706878,0.236988705,0.070708553,0.347260455,0.160781195,0.148001322,0.081851711,0.094736867,0.234062502,0.234418835,0.070869359,0.28160187,0.092134706,0.253983404,0.099740204,0.161124005,0.0621369307155785,1.53707942221332,2.03822369801744
"T1797",0.05603765,0.161377896,0.303634182,0.260606739,0.082918648,0.198976134,0.077398832,0.116407343,0.190065717,0.05615848,0.306618001,0.161714391,0.166841191,0.072267693,0.082177197,0.297710197,0.293747463,0.05720119,0.28110242,0.076163029,0.253983404,0.088566059,0.185927882,0.159738643348253,0.995532621291526,1.80260085140984
"T1798",0.055341174,0.211120517,0.280076249,0.269540154,0.08028541,0.196866813,0.071597017,0.114419508,0.17901742,0.053414433,0.325882742,0.156591666,0.16334484,0.083429715,0.07954357,0.309412625,0.324130976,0.05317573,0.29160127,0.07403736,0.253983404,0.085879362,0.183704276,0.194228599530455,0.8624186177085,1.7446839725839
"T1799",0.045068221,0.257803415,0.336809094,0.265735126,0.077262643,0.207159104,0.065099344,0.115133159,0.171946352,0.042741863,0.327137382,0.137088256,0.172173545,0.081847622,0.076418834,0.335865042,0.360552024,0.042923008,0.280569451,0.070122713,0.253983404,0.083828019,0.19323534,0.297247932888959,0.532332298924221,1.60106595485064
"T1800",0.072225923,0.315349853,0.186012519,0.101171698,0.091480704,0.185254171,0.08154023,0.114280028,0.191397706,0.069969251,0.312719158,0.134980299,0.151780522,0.078851331,0.09100345,0.326845987,0.398560232,0.069632943,0.282377831,0.093819757,0.253983404,0.0952159,0.171223965,0.230173070242528,0.738276999317819,1.69067090952472
"T1801",0.060175477,0.305800701,0.181129288,0.144191996,0.085849238,0.192336015,0.066421784,0.111804116,0.174646419,0.058109885,0.303129951,0.127694894,0.157964692,0.071812515,0.085187087,0.351244878,0.43997712,0.057760379,0.256252551,0.088841917,0.253983404,0.090595755,0.178314525,0.318285846042477,0.472497547191156,1.57503231471943
"T1802",0.061510232,0.277248904,0.119994032,0.317840319,0.072035253,0.2012949,0.083047914,0.110569063,0.166646875,0.064629529,0.281982771,0.145347651,0.167506657,0.077645152,0.077274756,0.387169284,0.487717576,0.061617458,0.222261376,0.080207254,0.253983404,0.082016131,0.18763492,0.387296526282885,0.28637221580905,1.4940506150189
"T1803",0.091971406,0.305711078,0.173628675,0.11733773,0.098071818,0.161330701,0.103561954,0.105816059,0.216324994,0.091946581,0.30315721,0.109477509,0.131085815,0.101657089,0.097761248,0.339360443,0.484148591,0.092495934,0.300605447,0.096841219,0.253983404,0.099533729,0.14861185,0.265488430066924,0.626515520378948,1.64204434989251
"T1804",0.068763701,0.288747357,0.212199932,0.064854994,0.083712287,0.146757219,0.07952477,0.130786542,0.173958392,0.075322086,0.290151698,0.115567921,0.166991598,0.072058242,0.096935533,0.252738591,0.247986492,0.063944186,0.308100755,0.1006297,0.253983404,0.102918827,0.17838335,0.122136741734731,1.16437152149308,1.87606135789954
"T1805",0.071101101,0.328930271,0.110838132,0.069041977,0.089383086,0.18223137,0.082053976,0.1110512,0.206868189,0.074455934,0.31611816,0.171833521,0.153324177,0.07870103,0.088855853,0.355530213,0.482352452,0.06812275,0.278933159,0.09137347,0.253983404,0.092472671,0.170356824,0.386483615660533,0.288495817910983,1.49497457795519
"T1806",0.045403111,0.31505416,0.123828331,0.221141336,0.082724253,0.210235987,0.055915268,0.119053597,0.177290259,0.037623096,0.281878376,0.145241958,0.173737511,0.047987004,0.081958067,0.404771497,0.513901109,0.037680295,0.278944133,0.086067799,0.253983404,0.088468921,0.195196384,0.48641901057704,0.0340490700111956,1.38426675556912
