"","bacA","cpxR","dsbA","dsbC","ftnB","kbp","ldtC","ldtD","lysS","mzrA","ppiD","prfB","recJ","sbmA","slt","srkA","xerD","yaiW","yccA","yebE","yidQ","yqaE","yqjA","pval","z","inv_cof_var"
"T4072",0.076591976,0.08147579,0.077953341,0.072449521,0.130605893,0.131564824,0.083930659,0.072555918,0.108669128,0.073613823,0.281274541,0.332078961,0.296308459,0.136769974,0.124469925,0.159399927,0.0768472,0.084024821,0.24824694,0.075088196,0.173034379,0.104445151,0.084570987,0.230825732612933,0.736130200378003,1.68973685382273
"T4074",0.076591976,0.08147579,0.077953341,0.072449521,0.130605893,0.131564824,0.083930659,0.072555918,0.108669128,0.073613823,0.281274541,0.332078961,0.296308459,0.136769974,0.124469925,0.159399927,0.0768472,0.084024821,0.24824694,0.075088196,0.173034379,0.104445151,0.084570987,0.230825732612933,0.736130200378003,1.68973685382273
"T4075",0.10614891,0.132222608,0.063261764,0.093942731,0.114352317,0.115403843,0.071028206,0.068931656,0.118392764,0.283683706,0.397597331,0.404446635,0.170002716,0.11265115,0.109136943,0.157407048,0.067365752,0.07116608,0.243604502,0.078112743,0.139157023,0.092612398,0.434690512,0.481976788938888,0.0451928693520383,1.38911533692579
"T5142",0.13652463,0.142343487,0.230703069,0.173682956,0.153149541,0.171768048,0.141420372,0.140590107,0.173427594,0.139011414,0.144819317,0.070158868,0.059293308,0.090146401,0.14887009,0.234791713,0.05617404,0.142165991,0.171476929,0.132713062,0.253983404,0.146638013,0.166640263,0.000105238175222466,3.70609864405645,2.98194727375893
"T5144",0.138543598,0.157361289,0.268020936,0.173682956,0.14273553,0.148639063,0.139340441,0.138592096,0.181090333,0.13875927,0.140549479,0.070163044,0.053189174,0.091543257,0.158815405,0.256143866,0.055028007,0.139584299,0.157454046,0.141063904,0.253983404,0.141387267,0.154451366,0.00100168394657628,3.08973257295898,2.71377113833144
"T5146",0.125076054,0.160568222,0.242734593,0.173682956,0.138094074,0.149803356,0.130645379,0.129542946,0.182401256,0.128521809,0.134442853,0.071764177,0.055320177,0.097472768,0.158350517,0.253819185,0.053917982,0.131388658,0.164161705,0.125420669,0.253983404,0.135854154,0.159239056,0.000812839049397392,3.15125981189992,2.74054116662538
"T5148",0.130384752,0.166031887,0.267854984,0.173682956,0.138907972,0.148631466,0.133170401,0.132514575,0.189753318,0.131756856,0.135829929,0.070814353,0.055863603,0.090118075,0.164865489,0.262593384,0.051627682,0.133668625,0.160360321,0.131614592,0.253983404,0.137090868,0.156898221,0.00206018154489045,2.8687968812958,2.61764371869146
"T5150",0.134447196,0.140928636,0.236542257,0.173682956,0.143290579,0.136989671,0.136626041,0.135155664,0.175797686,0.135261403,0.138595229,0.073896907,0.058361305,0.095902457,0.150663624,0.238240493,0.058081369,0.137117726,0.162860942,0.135956036,0.253983404,0.140337645,0.157758715,0.000168876108144717,3.58447862973631,2.92903134123049
"T5152",0.13652463,0.142343487,0.230703069,0.173682956,0.153149541,0.171768048,0.141420372,0.140590107,0.173427594,0.139011414,0.144819317,0.070158868,0.059293308,0.090146401,0.14887009,0.234791713,0.05617404,0.142165991,0.171476929,0.132713062,0.253983404,0.146638013,0.166640263,0.000105238175222466,3.70609864405645,2.98194727375893
"T5528",0.070312377,0.273382121,0.048805224,0.209754391,0.096945353,0.126270172,0.107892832,0.102698383,0.252668559,0.074415305,0.125013831,0.360287771,0.083816191,0.198617376,0.102525633,0.283459124,0.122386459,0.101592199,0.101616093,0.046803905,0.17679718,0.045983888,0.187530748,0.231423888602819,0.734165664266441,1.68888209927505
"T5530",0.057294124,0.258471639,0.091483582,0.166658203,0.154759918,0.157236005,0.066419472,0.103012827,0.230349518,0.062762136,0.124428073,0.29144606,0.152608962,0.201757979,0.152736891,0.276715782,0.178810038,0.113769171,0.227014155,0.053155001,0.224429431,0.061875513,0.200331125,0.0397433599769809,1.7536720351746,2.13246147752837
"T5532",0.097776987,0.276844749,0.072665393,0.063181208,0.154088884,0.17369179,0.047131195,0.081668641,0.058094014,0.075481221,0.133372763,0.330014335,0.049617108,0.215999117,0.090623922,0.280830102,0.121770796,0.121593317,0.215731182,0.04762703,0.249721215,0.046102229,0.214828211,0.300593032583535,0.522695651024242,1.59687312349039
"T5534",0.057965738,0.248867196,0.058660031,0.04482493,0.122462999,0.166887114,0.044400032,0.076439979,0.269315634,0.062390648,0.153695571,0.362687457,0.087227112,0.188533156,0.167911241,0.205674585,0.15371974,0.095302579,0.228158223,0.044577691,0.07194438,0.046733202,0.174974047,0.317974449912068,0.473370461747139,1.57541211312684
"T5716",0.148382183,0.169443049,0.185563593,0.131451434,0.1859988,0.108289069,0.110704841,0.110888272,0.220414425,0.149507818,0.221179478,0.201469327,0.198950454,0.11309343,0.128333653,0.210267805,0.218409811,0.115155647,0.104628547,0.177824554,0.149175267,0.106213784,0.117384848,5.99380829286828e-08,5.29368452034661,3.67269367419705
"T5718",0.098292823,0.346258448,0.129929134,0.085537324,0.085299013,0.089456968,0.08781092,0.091307548,0.366718321,0.100970464,0.24782202,0.147798258,0.427166375,0.095278506,0.085843326,0.246558883,0.278004254,0.087164974,0.274867551,0.144225292,0.129959209,0.085170227,0.099665122,0.32830744010804,0.444591653648988,1.56289067513751
"T5719",0.185672875,0.14976557,0.161104462,0.222255555,0.197702146,0.132528467,0.111287042,0.107941706,0.073443053,0.123140824,0.107878731,0.151181517,0.049991419,0.13900007,0.227331166,0.22419552,0.248872346,0.111807533,0.162419029,0.136443781,0.187463992,0.116278329,0.248953508,0.000342063233167828,3.39586278294085,2.84696603743477
"T5720",0.22046086,0.150545929,0.190662157,0.235483029,0.151092495,0.118727509,0.102085426,0.101030695,0.103213868,0.172300348,0.101147274,0.13663496,0.049721776,0.12905639,0.235294333,0.243842334,0.240881125,0.101304543,0.15117068,0.139299166,0.174936822,0.105719366,0.101414995,0.000950535561153937,3.10526734326909,2.72053019737423
"T5721",0.11118098,0.191160806,0.16014226,0.140835726,0.167759682,0.127192914,0.115511537,0.111030372,0.043597861,0.111055948,0.116261929,0.177309248,0.346429583,0.129051339,0.183921268,0.210883405,0.116433792,0.115740207,0.138665394,0.128810901,0.143064069,0.121995858,0.180000794,0.00214833191460213,2.85551836189268,2.61186633705949
"T5722",0.090572719,0.303646236,0.13921683,0.126647117,0.176158047,0.11178768,0.078268942,0.081388534,0.189198324,0.092951213,0.087306837,0.107161699,0.215731324,0.119972536,0.188334195,0.248867574,0.082863875,0.078284894,0.23703481,0.143188413,0.140823155,0.094543199,0.099394519,0.0245428304086033,1.96784685830677,2.22564729528628
"T5723",0.091627068,0.218097281,0.095617807,0.114508544,0.103174828,0.128304277,0.092961153,0.090946638,0.497712054,0.090025729,0.218129615,0.098887105,0.371284352,0.133474227,0.130779547,0.216301345,0.219151834,0.094161608,0.156434725,0.101486146,0.159302219,0.10109122,0.218582215,0.280361011700375,0.581769392121063,1.62257565374872
"T5724",0.131022051,0.405613345,0.121044511,0.365643718,0.114923384,0.106237922,0.100802718,0.10119544,0.21440374,0.108491047,0.200238573,0.193316515,0.198499457,0.115189479,0.101172002,0.194514021,0.208649801,0.100856846,0.12360602,0.152876425,0.129658095,0.101186643,0.11582928,0.0832485593961435,1.38354728616357,1.97142304684526
"T5726",0.077156071,0.347804208,0.218840115,0.1187874,0.322917877,0.093179071,0.064432286,0.06444648,0.31790218,0.319746557,0.235099147,0.128685127,0.210306338,0.100232717,0.344343892,0.263637189,0.06468282,0.065934003,0.06735854,0.130002081,0.141462554,0.069667585,0.082695104,0.309697999769085,0.496706554620874,1.58556546759639
"T5728",0.096791509,0.095834728,0.231906009,0.128090948,0.371063636,0.082100237,0.064594515,0.063579109,0.114349243,0.402488692,0.192585637,0.128236402,0.081443223,0.107511458,0.122310383,0.172709139,0.066920392,0.064668998,0.280372025,0.090871522,0.17150226,0.06148798,0.076276986,0.401405489865805,0.249710833389638,1.47809952958819
"T5730",0.073653038,0.220721836,0.131687621,0.077177447,0.088245657,0.089109256,0.074164763,0.073261191,0.358012669,0.075153369,0.222995761,0.122718782,0.210410187,0.103175841,0.169171238,0.223864568,0.217190571,0.074565737,0.310668455,0.192870706,0.114089743,0.080632987,0.075745687,0.178292574815076,0.921891545331927,1.77056018582875
"T5732",0.11809666,0.167606331,0.137639414,0.159065674,0.101961733,0.105061124,0.101382554,0.106567019,0.190184023,0.118015151,0.103693394,0.101815656,0.086797793,0.114400185,0.233835858,0.230978463,0.24138537,0.101747653,0.246228619,0.163918013,0.20972445,0.102563905,0.14038374,0.000632562257882258,3.22377569835539,2.77209227091005
"T5734",0.071992994,0.080039687,0.097370299,0.135081982,0.092896601,0.103649696,0.071117519,0.071095818,0.298093264,0.198909917,0.081548813,0.282778732,0.1802774,0.106731169,0.098084238,0.346674731,0.076303367,0.070692202,0.291853815,0.108721176,0.18862241,0.079922829,0.078179462,0.289661903960012,0.55437269650823,1.61065556226826
"T5736",0.099172061,0.153288927,0.153571126,0.122624997,0.13908257,0.114963062,0.103508963,0.104057266,0.253003229,0.101009087,0.209549812,0.181445779,0.22442814,0.128495049,0.172646285,0.18327557,0.209102323,0.103291426,0.15381726,0.142541869,0.190933454,0.104028671,0.212007321,2.69342604036979e-06,4.54912858541701,3.3487431152646
"T5738",0.082514332,0.425324647,0.073274025,0.088040616,0.11224182,0.172191975,0.073173161,0.078371206,0.305483217,0.089905419,0.281732099,0.168264692,0.178360317,0.096837065,0.232582829,0.281242001,0.220241405,0.073350771,0.08566759,0.161083284,0.105857585,0.074258133,0.171303128,0.24893219716672,0.67785380164137,1.66438124109084
"T5740",0.085746965,0.329752682,0.165630115,0.096524243,0.080020718,0.079038633,0.082299406,0.084235095,0.268894203,0.313639295,0.150066243,0.112957952,0.177403783,0.090284053,0.085672311,0.415930988,0.334058102,0.081371552,0.343547447,0.144556352,0.128616115,0.079298043,0.084961655,0.359432052357593,0.35997730596351,1.52607562345304
"T5742",0.070749708,0.349648299,0.14185655,0.096828181,0.097864469,0.093078192,0.072943438,0.071056641,0.349488978,0.086539268,0.280843632,0.199296787,0.349095171,0.105966371,0.551549973,0.175621293,0.213970517,0.073737963,0.310703054,0.192461537,0.091535965,0.083720579,0.092594643,0.464323981749744,0.0895460430048222,1.40841306154416
"T5744",0.130619108,0.160502937,0.140582738,0.119593933,0.220741055,0.122528338,0.105710061,0.107623366,0.207842608,0.123213522,0.175688214,0.10599979,0.221771842,0.135993659,0.16288359,0.224668431,0.213305983,0.106332544,0.162369065,0.142540022,0.163286101,0.107026154,0.234784226,3.46943577162831e-07,4.96306676641689,3.52884443312069
"T5746",0.102042667,0.171009621,0.089314672,0.122342317,0.11694734,0.092261447,0.090607508,0.09606352,0.194516852,0.102127205,0.093862963,0.089096062,0.241337519,0.10398736,0.094321989,0.428899185,0.241465517,0.089810532,0.089871359,0.19562447,0.10847934,0.08778835,0.240119076,0.207545246044661,0.814968236324316,1.72403867671043
"T5748",0.099457545,0.092420748,0.151439185,0.119489114,0.119974793,0.128747876,0.11116508,0.109433121,0.201422259,0.09704626,0.192545486,0.189980293,0.297643311,0.13396284,0.113288133,0.206609254,0.205814034,0.112380322,0.103799175,0.121938996,0.171587793,0.122401704,0.13622849,0.000216724056568527,3.51883382560269,2.90046979200033
"T5750",0.099497241,0.23136239,0.090632599,0.091340328,0.114206402,0.091185962,0.090665235,0.093859014,0.37676012,0.092474155,0.374355859,0.099185136,0.122468026,0.106328163,0.142110683,0.303347543,0.272910639,0.090909768,0.116539612,0.112285662,0.164266347,0.092128271,0.361642047,0.302120685351052,0.51831089772056,1.59496535106273
"T5752",0.092907996,0.147000905,0.196561324,0.143358827,0.348510146,0.103506738,0.089363876,0.089821262,0.14385858,0.241911591,0.333276678,0.253039711,0.354390312,0.117851063,0.354511593,0.357326019,0.352464488,0.089640513,0.352811153,0.144428544,0.154752165,0.095154376,0.119332548,0.123433218572122,1.15799411714122,1.87328659833158
"T5754",0.072608619,0.254800919,0.298133148,0.096359688,0.073907451,0.075810308,0.070474203,0.070281465,0.306443437,0.091369773,0.308852517,0.340264385,0.345733087,0.084350348,0.071036736,0.275414437,0.344565136,0.070703558,0.347993536,0.187118608,0.113925138,0.072876145,0.076184619,0.378704412300142,0.308885240440955,1.50384585882883
"T5756",0.142005649,0.117066803,0.180878,0.124327458,0.310340919,0.125047363,0.115746417,0.116902862,0.070697426,0.140615428,0.11532083,0.305952831,0.195807967,0.133626949,0.262520444,0.046133152,0.141265582,0.11522987,0.114964643,0.148079968,0.171504428,0.115124952,0.291036752,0.0293414772901077,1.89056111903575,2.19202086473917
"T5758",0.101610922,0.175328904,0.269719801,0.261345997,0.184926907,0.104379739,0.071310588,0.073474392,0.090970584,0.13588865,0.082535807,0.258675835,0.25643673,0.115955876,0.247208593,0.068275847,0.10732153,0.070402689,0.159437141,0.201335173,0.194549661,0.075411453,0.258703601,0.0537449346453004,1.60957866341766,2.06976756008141
"T5760",0.190629246,0.29422788,0.288198105,0.126436207,0.247854773,0.09379427,0.088160761,0.088644995,0.283833335,0.104284916,0.294626124,0.134061867,0.146540899,0.096013809,0.231024381,0.270495224,0.170894893,0.087519981,0.119828807,0.155027168,0.087507141,0.085773491,0.206164114,0.0354698808263737,1.80586287293825,2.15516930950111
"T5767",0.066315691,0.147698454,0.062157099,0.054020386,0.138373819,0.142092839,0.055667642,0.071264999,0.250519617,0.137624604,0.070863321,0.408321906,0.082981611,0.15296986,0.134641247,0.291972272,0.070012285,0.08715561,0.053501711,0.052916073,0.222623761,0.116989579,0.154703148,0.404327785928033,0.242160795309059,1.4748145661067
"T5769",0.069636935,0.130379175,0.063401919,0.060859157,0.132103995,0.132323255,0.080509923,0.073263705,0.256490684,0.146900034,0.068251733,0.357336258,0.092876723,0.125641072,0.077891166,0.292622565,0.069629486,0.081218786,0.102423271,0.063162357,0.245891749,0.106450471,0.084872265,0.343057759722017,0.404132183883953,1.54528707112389
"T5771",0.077156109,0.121752591,0.068967099,0.062807797,0.135595177,0.138283391,0.087875632,0.08111331,0.260836568,0.12821857,0.087300631,0.364324423,0.068686862,0.14590784,0.096753062,0.296518671,0.072842178,0.090240049,0.12321258,0.068659003,0.240848295,0.110963718,0.089196137,0.285226030932759,0.567385849240508,1.61631748490338
"T8378",0.283144812,0.274698412,0.197330002,0.127807674,0.105204039,0.300384004,0.161729102,0.029166983,0.255129126,0.102088406,0.141991886,0.284098799,0.056044388,0.155816484,0.03045106,0.028936077,0.148497208,0.205897178,0.302714333,0.147195638,0.101774995,0.103016695,0.111570312,0.172393345963619,0.944749670878192,1.78050558039143
"T8379",0.240317865,0.243297464,0.211634359,0.198925113,0.137720403,0.248779156,0.247606472,0.041410883,0.220767726,0.1425271,0.245985436,0.243249077,0.241670546,0.062479021,0.036591639,0.03665315,0.238386178,0.131365041,0.251080981,0.185787779,0.136643555,0.140101643,0.182813312,0.0114800287711536,2.27409862195702,2.35889508145554
"T2421",0.059540133,0.417490042,0.20851838,0.195655149,0.066115646,0.433642515,0.096013141,0.508584016,0.469597684,0.044699475,0.19402674,0.292639663,0.093895119,0.048591102,0.120009669,0.123487764,0.152757059,0.04779336,0.27724311,0.111909647,0.245340196,0.208548263,0.157615373,0.467207478167307,0.0822914461497897,1.40525664226689
"T2422",0.061889558,0.378084752,0.106015954,0.24307468,0.07371665,0.504619603,0.094876788,0.467831226,0.453678347,0.048234553,0.217166128,0.278971573,0.098703475,0.05007576,0.128830925,0.150953769,0.15174406,0.050118076,0.271995831,0.144177623,0.252987905,0.171448867,0.209595873,0.432413716663167,0.170232322098335,1.44351904080547
"T2822",0.059102002,0.268582104,0.262673972,0.214931061,0.06743493,0.110202697,0.044936124,0.088562399,0.286526117,0.049528314,0.216500863,0.102210216,0.108836287,0.04333866,0.061375566,0.126665465,0.254099774,0.050910956,0.221223189,0.079603464,0.339391669,0.076342174,0.110589339,0.370404190528237,0.330783028717045,1.51337341803376
"T2819",0.08226783,0.248402538,0.58778766,0.233173791,0.096846591,0.160830178,0.026319132,0.127480426,0.252531181,0.073373832,0.139956865,0.155694256,0.142055568,0.022783956,0.100850152,0.200300873,0.245604142,0.074224222,0.236933536,0.109556371,0.368691988,0.109632272,0.107426347,0.496219859825271,0.00947554803741117,1.37357500521849
"T2823",0.07159493,0.286621365,0.239416488,0.228598204,0.055420084,0.435784947,0.032559971,0.090091257,0.42161294,0.066722241,0.217643151,0.313492932,0.127359027,0.053951837,0.066476068,0.181268213,0.274642873,0.06970909,0.069517986,0.08904696,0.288895982,0.083445224,0.118078998,0.483373318062532,0.0416889836202143,1.38759082320156
"T2414",0.066954346,0.146121477,0.308383092,0.205426112,0.0766271,0.209126348,0.046445063,0.0475878,0.423821907,0.070788676,0.221496627,0.413470037,0.122929597,0.045444889,0.087131942,0.141063374,0.135475767,0.061550579,0.287709222,0.202614705,0.196045748,0.074987884,0.117494985,0.427123127239273,0.183703255981291,1.44938014049725
"T2419",0.052316423,0.272960983,0.048024778,0.162132284,0.053033282,0.392457799,0.035904689,0.309569225,0.3588819,0.043994167,0.248980479,0.210338784,0.101267322,0.037971065,0.19626355,0.131945513,0.122358147,0.0430582,0.339411334,0.060896677,0.058181445,0.195389225,0.210827768,0.487397633103744,0.0315947048417979,1.38319888016695
"T2420",0.060556933,0.262600746,0.085637965,0.116105373,0.062214182,0.413436261,0.043227151,0.351737782,0.355019341,0.052626369,0.243722635,0.203026464,0.101610762,0.04312396,0.172687349,0.09708655,0.149253989,0.050667499,0.370074981,0.065342807,0.056985148,0.190334944,0.188304143,0.499224910101978,0.00194286347605644,1.37029759211971
"T0320",0.067149386,0.328916134,0.280872334,0.177547893,0.058546185,0.169539347,0.049097756,0.083775991,0.266557935,0.059158791,0.261810446,0.309647137,0.185828722,0.039699093,0.047247463,0.236635615,0.120402332,0.05237402,0.206754023,0.065047742,0.234538139,0.068135176,0.166810361,0.307281240514912,0.503571561463199,1.5885523792565
"T5662",0.092022244,0.097935002,0.373613053,0.331185588,0.108938854,0.095109088,0.226320113,0.180551392,0.218373907,0.094263637,0.228382566,0.094519667,0.105933877,0.10420357,0.10896952,0.098279632,0.267688396,0.101826537,0.147901286,0.10709207,0.088575533,0.114834258,0.171499596,0.119683469260694,1.1765705989102,1.88136908262825
"T5666",0.29982114,0.107956375,0.174551425,0.293825475,0.06549615,0.362894243,0.271378354,0.213346128,0.418392584,0.166364013,0.269643342,0.389806161,0.12812351,0.050371156,0.103147346,0.263230844,0.308480355,0.065438085,0.038771708,0.075808283,0.154587204,0.072495897,0.066173246,0.307578159109699,0.502726866028007,1.58818485877144
"T5668",0.384981187,0.13774347,0.423387273,0.293495973,0.080951615,0.138508158,0.077265149,0.126479869,0.35415703,0.077642305,0.271802883,0.079731091,0.118346994,0.074095026,0.081455498,0.076039855,0.174886047,0.077754909,0.103813962,0.087128257,0.166309696,0.112338964,0.094764847,0.432475550255114,0.170075068237105,1.44345062086031
"T5670",0.361968228,0.140758874,0.109750452,0.267396833,0.066708337,0.36253573,0.0912981,0.333148935,0.464352108,0.067188173,0.283398815,0.370233703,0.11073982,0.064174138,0.098948196,0.157659477,0.339617769,0.06647749,0.058826946,0.074701684,0.068565412,0.07551228,0.131522752,0.492537360615225,0.0187071539464538,1.37759160592474
"T2670",0.048012385,0.321810292,0.196975137,0.169439197,0.069454069,0.162932823,0.04785982,0.099411815,0.359717826,0.255844964,0.179711775,0.369217719,0.047850421,0.048881975,0.07055203,0.235694311,0.295540399,0.052689916,0.053294373,0.362354015,0.290223721,0.223712486,0.048356318,0.404582910256796,0.2415023175199,1.47452806748674
"T2671",0.044275928,0.340784374,0.142448253,0.130026516,0.067795676,0.17340213,0.042141063,0.09986164,0.325533501,0.266597391,0.046475059,0.356061169,0.115193519,0.042372927,0.067713981,0.252333546,0.2826076,0.049889931,0.22110726,0.36986239,0.308093466,0.331256039,0.081622227,0.380827560675515,0.303308037677645,1.50141926081558
"T2673",0.05084495,0.350366925,0.29809293,0.226778099,0.048033489,0.154400983,0.058072117,0.075532119,0.345894234,0.347616615,0.085401565,0.311844703,0.211287672,0.065870566,0.050322001,0.280184746,0.27883702,0.047413648,0.17242439,0.248899188,0.316832689,0.046639803,0.282897933,0.29334611621651,0.543635635435005,1.60598394960253
"T2679",0.065944522,0.274127221,0.229013846,0.298121739,0.072493384,0.151090586,0.065680923,0.098955631,0.323029146,0.143919364,0.143518444,0.275409163,0.099333038,0.066904421,0.076414601,0.151350783,0.319619939,0.066209409,0.181222631,0.137605222,0.271197031,0.068808292,0.270049359,0.167622546879924,0.963602817426972,1.78870843940523
"T2680",0.058233029,0.248305777,0.278356173,0.338926101,0.080345286,0.197591648,0.044520522,0.134346743,0.318490017,0.132440646,0.251664655,0.216228836,0.053820256,0.038809326,0.089697807,0.129393969,0.311749881,0.058299471,0.094006907,0.129198708,0.307261931,0.034739051,0.271126985,0.314233534830215,0.483885587132195,1.57998716328215
"T2681",0.05513726,0.295861641,0.203381871,0.339284309,0.056602988,0.139588366,0.061538799,0.083053069,0.335878966,0.146674017,0.092447627,0.276947242,0.066985433,0.068766459,0.057624491,0.205403216,0.313668951,0.055826486,0.210463583,0.143314374,0.265739231,0.180856863,0.247510878,0.235216277544605,0.721775434394508,1.68349120558391
"T2682",0.073808434,0.293140029,0.182895631,0.326025695,0.086839771,0.151215085,0.072070187,0.120480972,0.328168058,0.111989866,0.111024946,0.224787269,0.06957419,0.070212459,0.094706583,0.075987172,0.305897768,0.079501034,0.180490264,0.107851685,0.242873593,0.125482685,0.170559177,0.175467269636924,0.932778122285939,1.77529685170389
"T2683",0.055898828,0.270875513,0.184998454,0.315364012,0.054893889,0.116875269,0.059402984,0.080828032,0.3165997,0.140949224,0.068112751,0.24584517,0.140840542,0.067780776,0.058210619,0.08565464,0.30377341,0.055164644,0.207334644,0.134623971,0.252409783,0.24116327,0.224307617,0.227825131818317,0.746028392919885,1.69404348124444
"T2684",0.068513058,0.080994511,0.086703976,0.33515225,0.073438583,0.146806539,0.067857586,0.107619787,0.318667776,0.112402476,0.084358599,0.244221261,0.104271612,0.067898754,0.080521817,0.18193998,0.290544978,0.070788934,0.214555994,0.102938864,0.261495909,0.234269312,0.199539051,0.210844304190152,0.803495133587255,1.71904681797962
"T2685",0.062776722,0.184283526,0.322272934,0.346552243,0.072682669,0.129058241,0.066539507,0.10182755,0.345141257,0.134549225,0.144274905,0.257633792,0.075994031,0.06172041,0.074258683,0.345073981,0.294974232,0.067555216,0.30445199,0.122117804,0.230144293,0.339876671,0.165564936,0.240193373008601,0.705680667613597,1.67648849638509
"T2686",0.071492255,0.166019476,0.311402357,0.297874299,0.072405911,0.128140492,0.075311033,0.089224662,0.290707126,0.137508505,0.084712679,0.229235124,0.090303333,0.076651918,0.073220639,0.307353375,0.245909473,0.071100907,0.287028327,0.114554083,0.228059812,0.290213769,0.178099185,0.150598039257225,1.03387184574178,1.81928195299944
"T2687",0.076420665,0.27478232,0.141058692,0.294768447,0.079367401,0.134893534,0.075506855,0.108289829,0.292693634,0.121757862,0.083713396,0.210083478,0.213726659,0.075579485,0.08369863,0.280152772,0.234630467,0.077796446,0.221085714,0.113502285,0.233264981,0.296139719,0.144137221,0.0709192478500499,1.46897896141395,2.00859371146499
"T2649",0.055662671,0.248316572,0.336194041,0.326463544,0.054928095,0.148587754,0.05877255,0.055393767,0.331457325,0.058158695,0.21468107,0.196514631,0.074574627,0.062998365,0.069671064,0.337558232,0.319125065,0.054803952,0.091743588,0.06143562,0.296970632,0.054819335,0.338199346,0.486834405403787,0.0330072441331609,1.38381346514503
"T2651",0.073652288,0.234620875,0.312322484,0.306483433,0.058488205,0.17658435,0.069987186,0.057107424,0.374583287,0.213679542,0.21557492,0.243655341,0.055053776,0.063864173,0.113117333,0.3124691,0.308005891,0.058348587,0.059844753,0.056954838,0.309968186,0.084509759,0.235002974,0.334276671400984,0.428134304212898,1.55573020901502
"T2652",0.060389791,0.314044532,0.271377582,0.288173495,0.050109937,0.194976243,0.045787098,0.044625115,0.261105408,0.120942985,0.17707052,0.272146351,0.049376492,0.046522401,0.065165053,0.257653817,0.290589133,0.045087187,0.044563339,0.052631167,0.293605371,0.044413116,0.130865018,0.487985287776651,0.0301209714077616,1.3825576700882
"T2653",0.056915179,0.21072246,0.388223085,0.404310962,0.052547359,0.202326888,0.061822239,0.056325806,0.285015794,0.246714379,0.231662823,0.195435687,0.080450162,0.066726842,0.155063966,0.40819928,0.401528588,0.053387493,0.108412636,0.057649211,0.203552871,0.15148336,0.229786448,0.371127837555107,0.328867718657406,1.51254008136254
"T2654",0.047627936,0.305174583,0.327545735,0.386520961,0.049516048,0.294935751,0.051350498,0.068099099,0.266991762,0.276147764,0.220656492,0.285250505,0.150927994,0.055518453,0.130812481,0.380084069,0.378211893,0.047662299,0.166003226,0.057458296,0.222724524,0.153739812,0.299858097,0.254947947442106,0.658999803435178,1.65617801152746
"T5731",0.095810527,0.200203208,0.094919887,0.134583894,0.102233019,0.138656235,0.110447562,0.095291728,0.155000283,0.101763785,0.106805685,0.095170353,0.013138349,0.153615095,0.207267111,0.097016718,0.203430877,0.105046161,0.119999765,0.092084769,0.242397746,0.120164344,0.146697446,0.00315697158264356,2.73101586733983,2.5576962595586
"T5733",0.087466252,0.311693381,0.153842348,0.103637231,0.087382588,0.115873838,0.089044727,0.087045824,0.264533047,0.133377415,0.087291475,0.115768856,0.286216791,0.120379285,0.22286132,0.306824788,0.087262635,0.088212669,0.230167311,0.12978275,0.158275818,0.100633764,0.216882645,0.0736740979618771,1.44896199656361,1.9998844840622
"T5735",0.09043967,0.233773901,0.126295632,0.237928225,0.190933047,0.136985158,0.092786709,0.086857078,0.248452668,0.088098257,0.228987725,0.089814387,0.330669076,0.146872614,0.215508852,0.306854716,0.232277909,0.094147692,0.167737308,0.119288285,0.17806859,0.109467249,0.248584318,0.013926409192754,2.19935318925905,2.32637391875412
"T5762",0.05607357,0.246032865,0.053245205,0.08242074,0.129971311,0.132960304,0.067415446,0.059033031,0.264512414,0.074494042,0.104284148,0.386472295,0.074743189,0.136543188,0.080155028,0.304734624,0.104470596,0.073467161,0.060196931,0.053957977,0.255430881,0.10494405,0.096028737,0.474074704438331,0.0650308859323042,1.39774670531304
"T5764",0.067862135,0.237565816,0.110431478,0.047621128,0.135264736,0.138197001,0.078300459,0.073779632,0.257561603,0.050905315,0.111607577,0.362141952,0.112168279,0.080290866,0.077170108,0.293017959,0.066000005,0.084633731,0.104444864,0.065027335,0.249447425,0.110889216,0.052766038,0.407116008113554,0.234970002198899,1.47168590734794
"T5768",0.072106311,0.231204795,0.074536345,0.05663541,0.144490041,0.147713783,0.064886414,0.080698254,0.236229038,0.063034625,0.118006237,0.202605742,0.106825989,0.158386952,0.133301354,0.292462579,0.075908858,0.091885911,0.082042623,0.064515637,0.238044443,0.117707485,0.062908143,0.143238176301998,1.0658834027565,1.83320993517071
"T5770",0.064646677,0.236288143,0.074423609,0.043390642,0.134002722,0.137219246,0.080109748,0.075463322,0.256781852,0.0939136,0.1111488,0.395229425,0.081498741,0.142904428,0.098937208,0.298666331,0.044373787,0.084399846,0.056188854,0.056024613,0.246089885,0.110518211,0.096017944,0.450720163900092,0.123842061596367,1.42333499537166
"T5772",0.067289735,0.2364784,0.052010129,0.126893121,0.141553098,0.148350685,0.07728387,0.072869934,0.257143937,0.073704816,0.123025575,0.388533082,0.067375295,0.154406277,0.109042969,0.302736255,0.13054626,0.085235641,0.081159506,0.048430771,0.265243664,0.114835139,0.081922459,0.342039176629129,0.406904197072466,1.5464931527353
