"","bcsA","bcsB","bcsC","bcsZ","cheB","cheR","cheY","cheZ","fnr","iraD","pdeF","pepT","pitA","ravA","tap","tar","upp","uraA","viaA","xdhA","xdhB","xdhC","ydeJ","pval","z","inv_cof_var"
"T6006",0.123290263,0.080400214,0.083056181,0.115318844,0.076522035,0.081680197,0.338485562,0.134720024,0.2889523,0.074455249,0.189692852,0.112019443,0.209876291,0.110417391,0.138915236,0.102339874,0.097545434,0.091224531,0.122741229,0.123857219,0.2206601,0.127785752,0.085298459,0.199680164477199,0.842764208481272,2.07827380914776
"T6008",0.130345938,0.076550096,0.099239313,0.098413045,0.086784983,0.093259212,0.342562608,0.122013262,0.2913348,0.076739436,0.184310119,0.107859348,0.199875667,0.108219582,0.129680324,0.096445223,0.118523613,0.093782354,0.117910794,0.115321145,0.215380014,0.148166023,0.082419409,0.180227864735817,0.914497045794905,2.12506407384935
"T6010",0.132645372,0.078268365,0.086248451,0.086877314,0.092240756,0.100314564,0.344396347,0.160280968,0.293860998,0.077786709,0.184000179,0.107386431,0.202165292,0.106339628,0.151122389,0.090892708,0.109598764,0.100025769,0.129845857,0.116941015,0.192200799,0.09051068,0.081734057,0.192607972105191,0.868325905737972,2.09494732473217
"T6012",0.132389841,0.071044165,0.076760362,0.107252516,0.078047942,0.085231741,0.341950064,0.147640943,0.283887476,0.069143521,0.194137257,0.108819688,0.208080297,0.107859745,0.141946535,0.09971933,0.090420137,0.103251875,0.128169696,0.121687011,0.222591089,0.11610502,0.07766047,0.232925089098031,0.729247666735495,2.00422865444306
"T6014",0.114333394,0.056784794,0.059992572,0.12761083,0.070801258,0.107487779,0.357111179,0.161398835,0.316465359,0.052964707,0.210478197,0.10284296,0.23123904,0.101554749,0.149690655,0.088013491,0.066752526,0.107209415,0.12549468,0.119986231,0.246313749,0.135861893,0.06153193,0.370689670371088,0.330027291466984,1.74382313121785
"T6016",0.130340321,0.081132611,0.083669924,0.121024284,0.087699504,0.092633056,0.342862002,0.13700208,0.287855588,0.078860433,0.177604129,0.105922035,0.197598191,0.105402032,0.128678653,0.09944297,0.098750192,0.094472854,0.116249801,0.113807723,0.214540399,0.110345433,0.086034598,0.187020871103642,0.888928063232116,2.10838580616795
"T6018",0.129513296,0.077565545,0.083989338,0.107635089,0.09130792,0.105036188,0.344287762,0.120214807,0.257077589,0.080462284,0.186039317,0.104038204,0.200530144,0.10129509,0.132443013,0.097841907,0.09452551,0.105046087,0.123535212,0.11453353,0.215532913,0.149674438,0.079250441,0.187435514650029,0.887386165376026,2.10738004909028
"T6020",0.105443986,0.070490384,0.089093759,0.120687035,0.081183512,0.075428048,0.343748051,0.157555998,0.29291861,0.064492897,0.197742985,0.11159975,0.214538798,0.106566214,0.149477818,0.083013803,0.087389519,0.085938479,0.107594569,0.124667226,0.224197535,0.112820197,0.075350377,0.284191732428431,0.570433866900142,1.90063677085322
"T6022",0.112221126,0.07703658,0.099346846,0.08925369,0.094365048,0.090295565,0.339149199,0.132994157,0.292003388,0.076293753,0.186691524,0.111443451,0.187185862,0.104535754,0.134191226,0.102360795,0.120014719,0.094081872,0.122178639,0.122072405,0.222611086,0.145739885,0.083042614,0.16988397456906,0.954623855001374,2.15123819569807
"T6024",0.145251196,0.075397161,0.077722733,0.106435459,0.092849881,0.094071703,0.340581078,0.148352036,0.289112113,0.073530969,0.19373698,0.110385704,0.206922898,0.110843772,0.144559337,0.096316168,0.108165515,0.093626786,0.12884528,0.125176772,0.212177558,0.124225864,0.080799635,0.179517102241812,0.917206952138013,2.12683170552069
"T6026",0.129426641,0.068386413,0.07563639,0.107016885,0.092442299,0.095666452,0.342863938,0.167983126,0.293264781,0.069212315,0.197456156,0.110158771,0.2114251,0.105513272,0.149534013,0.092144232,0.094804297,0.100118078,0.123609921,0.121845722,0.221748144,0.113411218,0.0750874,0.23060351146197,0.736860769905577,2.00919456860272
"T6028",0.130189574,0.078620186,0.097722452,0.097802701,0.083117562,0.091008307,0.339528541,0.116223964,0.287374665,0.076157611,0.188997048,0.107813938,0.201567791,0.10820633,0.123784944,0.098809315,0.102880371,0.087607743,0.125881875,0.116366376,0.215981055,0.123663062,0.083158666,0.197975062865728,0.848876303720841,2.08226063812108
"T5993",0.088484519,0.101868636,0.053791456,0.10586667,0.0752939,0.09125713,0.352475307,0.265024192,0.27566816,0.060186907,0.212377686,0.106276805,0.231066581,0.105382972,0.113710827,0.06619211,0.054049188,0.086869513,0.099656509,0.124096552,0.2467903,0.192513085,0.064824962,0.444132129391535,0.140500878057036,1.62019786580945
"T5997",0.076320262,0.07159821,0.111001902,0.064226551,0.116172879,0.05388547,0.345338983,0.249379659,0.19546657,0.052843546,0.219304856,0.113374987,0.235361347,0.111726356,0.057383701,0.065471956,0.06402923,0.066021887,0.09531066,0.134122965,0.246190202,0.207305112,0.063589812,0.49511884968632,0.0122355346756729,1.53653228678578
"T6001",0.130867988,0.101279641,0.091351391,0.066764435,0.064050516,0.055579896,0.353684051,0.271863383,0.278814153,0.048402557,0.216939522,0.102106655,0.240442667,0.095317121,0.117174421,0.066711133,0.077273773,0.06027781,0.112470275,0.121440122,0.257975562,0.192814069,0.055422635,0.489555313897522,0.0261839371414024,1.54563062261045
"T6003",0.077072619,0.114341722,0.075389837,0.118127428,0.061076901,0.05513855,0.353631258,0.241658925,0.276998231,0.050778135,0.206611772,0.108106661,0.222300497,0.104544077,0.114403849,0.090396751,0.07667236,0.061893346,0.090938195,0.133076899,0.245760201,0.16191348,0.067790314,0.434185386591623,0.165728300837133,1.63665333911603
"T6009",0.097262463,0.114911716,0.058071505,0.089154393,0.057213147,0.071351306,0.356489268,0.260858759,0.256452606,0.060316399,0.20991115,0.107205233,0.229494207,0.10345687,0.117090123,0.07228841,0.058196644,0.078086937,0.070969083,0.130523733,0.239846251,0.17858159,0.064933614,0.476388817855142,0.0592190510709766,1.56717893692645
"T6011",0.07359676,0.128436869,0.060845143,0.075206203,0.072217317,0.078939298,0.358694436,0.270226363,0.279098502,0.061680494,0.206428551,0.103021225,0.223612996,0.102359618,0.141285153,0.086496923,0.071591799,0.087062462,0.127115058,0.124640826,0.241943798,0.084895746,0.06855679,0.448294586456529,0.129971249977275,1.61332954575531
"T6015",0.095200746,0.125443318,0.09180154,0.07399678,0.058141425,0.113181053,0.352583769,0.264374113,0.28902053,0.06287887,0.203195444,0.104795148,0.228853268,0.109422346,0.14747953,0.084072062,0.073437273,0.066248913,0.108004727,0.125919261,0.242047424,0.089393498,0.063729208,0.409891425588965,0.227824278864972,1.6771576235921
"T6017",0.053946919,0.117959053,0.05365818,0.104770795,0.055257046,0.087553821,0.350701908,0.248980186,0.268904051,0.051897455,0.208464274,0.111821258,0.223768637,0.106142526,0.134639139,0.089756706,0.072912803,0.056512443,0.083643482,0.130598478,0.241559353,0.149210026,0.067959711,0.458267383876071,0.104799675240306,1.59691050129804
"T6019",0.144912626,0.111224057,0.065077815,0.078451255,0.14476792,0.061020436,0.349431187,0.232824335,0.267498983,0.053629046,0.209939498,0.107521085,0.228385392,0.11944151,0.141165606,0.088994824,0.099580181,0.110214535,0.101260875,0.11539815,0.238042962,0.145300346,0.070564701,0.296764647741145,0.533728633857379,1.87669449233305
"T6021",0.156631264,0.113424399,0.074195377,0.065953736,0.140713542,0.079871635,0.343433492,0.246456173,0.287846615,0.052349604,0.203635437,0.111151426,0.211116271,0.113505798,0.147453703,0.094427688,0.116266474,0.055452086,0.13842377,0.129207681,0.243471342,0.171392411,0.071244159,0.275084438577149,0.597507086474674,1.9182962300027
"T6023",0.133789938,0.124068722,0.070779687,0.086632948,0.13308439,0.082002567,0.351811669,0.244621565,0.275268061,0.059123366,0.204351518,0.113071542,0.218886694,0.131149444,0.177849772,0.096512183,0.112736614,0.064838611,0.11946152,0.128997621,0.252512238,0.141624906,0.076906415,0.260210389977511,0.642696919989266,1.94777288743261
"T6025",0.149806139,0.117397174,0.059434843,0.071599672,0.148909001,0.060066199,0.350856103,0.250555355,0.270530644,0.054935979,0.207748849,0.105024994,0.223206024,0.112591162,0.152312423,0.086004897,0.09579252,0.049772758,0.095199195,0.134523814,0.255658053,0.159097214,0.064014162,0.375788022551893,0.316561905600441,1.73503985994908
"T6027",0.138813411,0.108553151,0.08264024,0.068827897,0.125466593,0.065828277,0.351928956,0.23998862,0.271437295,0.059018688,0.209084495,0.108392877,0.23257443,0.114539823,0.143218101,0.094248475,0.12221506,0.061583628,0.128555533,0.12617016,0.238106812,0.131018657,0.073863243,0.303999895138725,0.51293071041776,1.86312831567774
"T1770",0.079406916,0.078541483,0.079527306,0.096555513,0.048911463,0.046332383,0.078224847,0.050547,0.107182275,0.089052154,0.129890668,0.094252715,0.140147787,0.09239628,0.047365109,0.095111823,0.211103101,0.134419147,0.083092497,0.087513911,0.125545956,0.089874937,0.112511035,0.061976916927708,1.53838775734772,2.53201872156237
"T1771",0.077101559,0.076798258,0.077171197,0.102362492,0.041658011,0.038115998,0.085186684,0.046265748,0.115304484,0.092613268,0.138512011,0.096002998,0.106572432,0.092746372,0.039139655,0.097450431,0.204895644,0.097182645,0.081928755,0.090163486,0.134750286,0.093706776,0.120345342,0.0722551132753753,1.45919942676685,2.48036534930057
"T1772",0.086058384,0.085412081,0.086166641,0.108262161,0.038897696,0.036113056,0.081343488,0.06027049,0.114973436,0.099877399,0.137487092,0.10697368,0.120420461,0.104174939,0.043841971,0.09012497,0.207637622,0.072070574,0.091233996,0.098219514,0.134174439,0.10230344,0.122723966,0.0551313110483407,1.59701384051049,2.57025964513842
"T1773",0.076558952,0.072649844,0.07668106,0.076574393,0.02721228,0.03622415,0.067244879,0.038937913,0.083831837,0.072312086,0.104475362,0.112156969,0.226681207,0.106580479,0.04594813,0.090731829,0.174610603,0.098422932,0.085245358,0.071548772,0.099878472,0.072786317,0.088000127,0.240744092163488,0.703911026277132,1.98770194006659
"T1775",0.070415418,0.066104507,0.070488568,0.073428669,0.057404836,0.059536359,0.088569379,0.06157347,0.092656874,0.068034548,0.10700096,0.106276938,0.108323805,0.101119049,0.065844883,0.097919898,0.18889982,0.109039048,0.078958591,0.067193632,0.10196274,0.068188771,0.086874232,0.0130423277501353,2.22494909742283,2.97985248973667
"T1776",0.052259166,0.058200434,0.051948606,0.109422913,0.061179624,0.049886399,0.108194094,0.065827812,0.123584686,0.093985647,0.156217093,0.074129225,0.149520475,0.067190571,0.059014747,0.113657364,0.19875317,0.072373219,0.050393981,0.090911555,0.150805554,0.09492645,0.13406304,0.138852479698181,1.08548939220958,2.23659984254771
"T1777",0.056127413,0.060297584,0.055883882,0.095520171,0.054362734,0.030865156,0.128135559,0.057516076,0.15844261,0.083455834,0.140447952,0.087302603,0.086173912,0.07914868,0.05268362,0.136692573,0.329230235,0.191167357,0.055446507,0.081405219,0.135191597,0.085359336,0.11675333,0.480242011000944,0.0495461976259223,1.56086947824527
"T1778",0.06506587,0.065094426,0.065107528,0.094817797,0.069245165,0.047238953,0.119522472,0.068334956,0.146050032,0.081762074,0.139644801,0.090739746,0.115482429,0.085492838,0.069312852,0.126615069,0.238711382,0.100743185,0.065872554,0.079595708,0.135046362,0.08308988,0.117283402,0.102305620673309,1.26852300309602,2.35598994927416
"T1779",0.072084793,0.067954978,0.072349171,0.087832888,0.064064176,0.030330347,0.1093475,0.057562698,0.131484871,0.077450216,0.127146697,0.106400332,0.096670345,0.101684017,0.0518718,0.108535983,0.274318071,0.152919082,0.074751446,0.075496566,0.122342075,0.078805342,0.106413315,0.244139467693889,0.69304878677952,1.98061666252315
"T1780",0.067125614,0.066331503,0.06723733,0.093176541,0.071914668,0.037217786,0.119699612,0.060959536,0.132460844,0.082542161,0.135567094,0.098564257,0.099961281,0.092976716,0.07027908,0.126345485,0.258098913,0.138586732,0.068288687,0.080301081,0.130888935,0.083486387,0.113108913,0.156007004597082,1.01100505748319,2.18801481693758
"T1781",0.066815489,0.063754406,0.066941673,0.078467765,0.072275961,0.059168932,0.093697896,0.070602673,0.111437466,0.070435869,0.116314071,0.098576524,0.109527909,0.093699267,0.072556719,0.10726987,0.222679613,0.124173047,0.06846662,0.06891095,0.111820403,0.070918729,0.096134994,0.0540513722547035,1.60677951033619,2.57662964656657
"T1782",0.059542841,0.05830625,0.059814781,0.081361224,0.064792727,0.057597103,0.104462489,0.068072135,0.105329867,0.069965075,0.131108613,0.109635365,0.279970212,0.103138635,0.068759762,0.102374689,0.173499847,0.065903762,0.061655663,0.068159937,0.125026251,0.0710295,0.105041518,0.305664131171324,0.508178364490018,1.86002843099117
"T1783",0.056466914,0.052435064,0.056816957,0.081064834,0.067251529,0.056724291,0.106464675,0.07246665,0.112243664,0.069430456,0.133036044,0.112411073,0.165117518,0.106356861,0.072623559,0.106858802,0.190521632,0.083437687,0.059423683,0.066137235,0.126911902,0.070487153,0.106986074,0.0726735082772956,1.4561649849377,2.47838602795034
"T1784",0.04391639,0.04058724,0.044147296,0.07832387,0.062858796,0.062850667,0.086884838,0.066216754,0.095442335,0.064332992,0.134319643,0.104746409,0.118558148,0.094624205,0.065184095,0.09551333,0.171124921,0.129235817,0.046350024,0.060809547,0.127528303,0.066477601,0.106351217,0.083740845782698,1.38034095202288,2.42892713710352
"T1785",0.066256909,0.060095419,0.066528308,0.063651778,0.054285244,0.047853383,0.092740253,0.051154119,0.100612217,0.056287712,0.104999396,0.121654206,0.077021029,0.116161002,0.059933008,0.096313926,0.211254131,0.097724945,0.068198593,0.054987489,0.099567157,0.057139865,0.082617392,0.131483112242496,1.1194077540173,2.25872428634029
"T1786",0.058271478,0.053382415,0.058572533,0.075137625,0.055929172,0.047761229,0.095571228,0.05511034,0.100371535,0.065064377,0.1229544,0.112595908,0.05465922,0.105614211,0.062593299,0.10190315,0.184973715,0.077513711,0.059139199,0.06301945,0.117251175,0.065716793,0.097269539,0.0764271208897303,1.42952205061654,2.46100723748281
"T1787",0.067026973,0.061660116,0.067279472,0.078509135,0.058284436,0.056392571,0.08339429,0.059890047,0.092294366,0.068825892,0.12160366,0.115999542,0.066544461,0.109882016,0.063061479,0.091047432,0.150999678,0.06236492,0.06908475,0.067564504,0.115990167,0.069992094,0.097941596,0.00582415015680957,2.52262361161778,3.17402115552084
"T1788",0.049870869,0.051778555,0.049868616,0.078791728,0.073060428,0.04422968,0.136121764,0.080904665,0.126293447,0.06833599,0.11829615,0.088354513,0.109653148,0.079595702,0.063971745,0.130031237,0.294496259,0.151188333,0.050977418,0.06622437,0.113937917,0.068899771,0.097471373,0.378332579217107,0.309862976534659,1.73067024798413
"T1789",0.042093683,0.044207179,0.042088094,0.087051254,0.079230857,0.053162442,0.123602969,0.086063267,0.121115366,0.070027924,0.146607348,0.074418776,0.054106741,0.066028077,0.072649333,0.123704289,0.206486551,0.095091894,0.042421003,0.067136354,0.140388442,0.07128095,0.116576541,0.196553914192294,0.853994876186923,2.08559940694093
"T1790",0.063595327,0.064163152,0.063627553,0.082877386,0.055609169,0.020644208,0.124607754,0.082025511,0.133456742,0.07553239,0.117949822,0.086732141,0.09798025,0.08143395,0.05631638,0.140021397,0.326508074,0.19961793,0.063696618,0.074145668,0.113131862,0.075891231,0.097971516,0.473830251457791,0.0656449480256971,1.57137045409929
"T1792",0.03734924,0.039777345,0.037410583,0.0907346,0.054404804,0.040561959,0.125333398,0.080500698,0.143968778,0.073688179,0.145803319,0.077054143,0.102414175,0.068762816,0.069548334,0.127396722,0.254160604,0.123458952,0.038096139,0.069861311,0.139604902,0.074939587,0.117938369,0.345699699746728,0.396956688787851,1.78748018333291
"T1793",0.061276151,0.06660067,0.061021785,0.107591649,0.0570704,0.044156686,0.126143259,0.086900877,0.15559753,0.095769654,0.142361464,0.077579473,0.129041668,0.072199184,0.075730946,0.135501021,0.26482066,0.105541746,0.059384284,0.093119886,0.13821331,0.096367714,0.124981891,0.174355064027371,0.937094154459058,2.1398038323126
"T1794",0.058615046,0.052479047,0.058871569,0.071487432,0.0598843,0.057288333,0.083893345,0.063314152,0.097484965,0.062365245,0.114965502,0.117262463,0.097731245,0.110099447,0.072349337,0.095626329,0.212679472,0.168704149,0.063652183,0.060607795,0.109635657,0.063608851,0.091642348,0.14270973254672,1.06822403578743,2.22533790690688
"T1795",0.063358017,0.064096257,0.063442267,0.098718493,0.073557132,0.064771317,0.113311452,0.060327311,0.103858864,0.08731259,0.144288689,0.090801874,0.098308678,0.084925843,0.082572262,0.110754415,0.171680593,0.103550741,0.064281884,0.08469005,0.138938263,0.089106784,0.12059512,0.00581184790890724,2.52336718934814,3.17450618023383
"T1796",0.073849755,0.071038145,0.074119096,0.087654373,0.060565634,0.047419217,0.098506352,0.061830401,0.110536024,0.080440488,0.117060216,0.112976427,0.072941944,0.108290571,0.079127808,0.110448158,0.242104895,0.160934814,0.074998984,0.079235475,0.113256984,0.08183502,0.100789706,0.108145068123673,1.23645324117831,2.33507131974211
"T1797",0.056592871,0.055377793,0.056707501,0.079874265,0.07212102,0.047734242,0.09774766,0.067690789,0.119980366,0.071067783,0.11749115,0.110081392,0.148106884,0.100959731,0.060611592,0.108746163,0.225813828,0.122395942,0.058730882,0.069346343,0.112817957,0.072063762,0.097495347,0.129680714866664,1.127901714495,2.26426477064288
"T1798",0.056719198,0.054391149,0.057050988,0.078126771,0.075356408,0.055610501,0.101307808,0.072844917,0.125535589,0.06733329,0.120602272,0.107909307,0.204604646,0.097637148,0.075084621,0.114235681,0.199288658,0.092333962,0.057443385,0.065091125,0.115423281,0.068377537,0.09856906,0.138235555532781,1.08828091981353,2.23842071455559
"T1799",0.046383678,0.042395285,0.046708082,0.068153399,0.076602149,0.05963106,0.104141611,0.074538346,0.124956223,0.055333068,0.116033113,0.107287094,0.261064122,0.097731928,0.077037027,0.116985675,0.196131077,0.094135565,0.051194986,0.053175826,0.110796597,0.056923885,0.091737587,0.359960501783758,0.358564372233846,1.76243744528791
"T1800",0.073044328,0.07011329,0.073261059,0.086440088,0.046156922,0.036474215,0.084813814,0.047085067,0.098747478,0.077429911,0.125000527,0.110104048,0.164299886,0.104541805,0.059318386,0.08822376,0.189816903,0.065131655,0.074194644,0.075444828,0.119963024,0.078546826,0.10353806,0.0864957112137511,1.36265450473711,2.41739053014465
"T1801",0.061265624,0.058687347,0.061534054,0.081626774,0.053949056,0.049230711,0.078673904,0.054930151,0.089678554,0.070640403,0.131770435,0.106848726,0.161233019,0.099633382,0.06554086,0.086831121,0.161857023,0.071762526,0.062667983,0.067641276,0.125772455,0.071563937,0.105837504,0.0549246679219136,1.59887069896771,2.57147084633972
"T1802",0.062252232,0.059087476,0.062345869,0.086710246,0.058093944,0.051692088,0.085169916,0.05994297,0.086995322,0.076712952,0.135633698,0.102175763,0.103654488,0.093098615,0.072126265,0.094061522,0.152726113,0.076741135,0.06726699,0.075030442,0.12940593,0.077130891,0.110153553,0.00599862813640068,2.51222502034356,3.16723830882935
"T1803",0.091931679,0.091953905,0.091992006,0.106255591,0.04631968,0.038144488,0.085379967,0.04525605,0.108218822,0.100937755,0.127473755,0.104953455,0.095583825,0.102114568,0.060518931,0.094056575,0.194381371,0.063251095,0.09180155,0.099562282,0.124797684,0.101502189,0.116006914,0.0216227155346712,2.02133178392508,2.8470359394205
"T1804",0.070387458,0.065029481,0.070491359,0.081079315,0.050352344,0.048388828,0.076067588,0.050851801,0.079933547,0.07128264,0.115787167,0.123811587,0.10407625,0.11395383,0.066318507,0.09678938,0.192653282,0.193957585,0.070720789,0.068926661,0.111765741,0.071714453,0.098989245,0.116220373459057,1.19409515840386,2.3074417712746
"T1805",0.071772422,0.069126672,0.071816576,0.086398129,0.049867197,0.040329058,0.081142463,0.047713561,0.091371328,0.078033491,0.124600737,0.106533155,0.069832494,0.100291336,0.070853516,0.095047071,0.164478402,0.046384731,0.073534627,0.076318555,0.119798385,0.078363486,0.103150021,0.0201076264744657,2.05153111273075,2.86673451320547
"T1808",0.052724029,0.046901245,0.053156101,0.060391448,0.067172737,0.05944922,0.078571239,0.063737954,0.091980305,0.049182077,0.114638292,0.123308338,0.25995508,0.109985448,0.069871087,0.091990568,0.178031534,0.088758177,0.05931878,0.047041827,0.107572801,0.04973614,0.08663697,0.376815871002852,0.313854246099907,1.73327369385979
"T1809",0.064297237,0.057186361,0.064856012,0.070686444,0.03611052,0.042066561,0.074925911,0.041121594,0.094537701,0.060510861,0.119950363,0.121488267,0.276536212,0.111061248,0.050808549,0.084649046,0.196432791,0.091616483,0.064236906,0.058755214,0.11312332,0.062759035,0.093347297,0.452446132022584,0.119483559875711,1.60648858122166
"T1810",0.063664729,0.057685558,0.063813294,0.072381615,0.038386283,0.039845027,0.086848282,0.048585009,0.097377318,0.063049628,0.10867088,0.124389973,0.18324886,0.115218232,0.052559541,0.095541824,0.225087014,0.139836843,0.076798956,0.06135379,0.104509375,0.063518729,0.090912582,0.267213892262296,0.621261190215622,1.93379067917566
"T1811",0.076996099,0.070729554,0.077559442,0.07636421,0.035595593,0.03898216,0.075791006,0.04065112,0.094271103,0.068638692,0.108499386,0.135649114,0.189202549,0.12873327,0.05613386,0.089414365,0.189426129,0.044523715,0.091091973,0.067084027,0.103596963,0.069671817,0.091172944,0.201501947901918,0.836268453963418,2.07403672492372
"T1812",0.062030325,0.058493937,0.062217368,0.079480018,0.061450645,0.046209351,0.098884739,0.0648727,0.115387096,0.068688016,0.12337491,0.114404266,0.16620868,0.108082902,0.072458921,0.103162891,0.203030242,0.088230311,0.063584581,0.066922702,0.118038587,0.070027533,0.100314754,0.0910370580746864,1.33439598204696,2.39895791537205
"T1813",0.071821081,0.067972426,0.07193931,0.082373237,0.054332105,0.045696586,0.103484989,0.058745353,0.123028353,0.075312437,0.119212358,0.114521462,0.075403394,0.107995187,0.06905315,0.106109339,0.227737059,0.100572877,0.072603601,0.074279763,0.11454608,0.076167962,0.099038793,0.0828745980526644,1.3859924919383,2.43261355267716
"T1814",0.063259502,0.057659581,0.063676425,0.064791858,0.057603848,0.052529699,0.076617701,0.053050087,0.097906546,0.057262237,0.112489194,0.118434318,0.113056123,0.11163099,0.068615768,0.088764637,0.203105487,0.135561128,0.065638757,0.056052136,0.105985135,0.057842959,0.085736087,0.114040719672807,1.20531573014151,2.31476078361776
"T1815",0.068974325,0.062090427,0.069494282,0.065669782,0.068455803,0.048889001,0.101151023,0.066155676,0.105652542,0.059676433,0.106617145,0.121753353,0.267765765,0.113277799,0.069924605,0.100622426,0.223579316,0.201636483,0.071491753,0.05841716,0.099440516,0.060229378,0.081051025,0.388872379025426,0.282259212707322,1.71266472269598
"T1816",0.069205192,0.064614137,0.069464863,0.077314318,0.065333476,0.034607895,0.111321201,0.050985436,0.11723467,0.072904243,0.107763451,0.111789094,0.063035046,0.106127153,0.073814431,0.11506833,0.223412593,0.114643382,0.071577777,0.071752159,0.103608586,0.073086152,0.09078166,0.105293142891445,1.25195493409099,2.34518284386231
"T1817",0.072560742,0.066771733,0.072863725,0.073721926,0.065468017,0.040068126,0.097484446,0.058602677,0.105203689,0.067208515,0.103138042,0.115027412,0.066841773,0.111595618,0.079449454,0.108362807,0.216698355,0.089932099,0.074723568,0.066008464,0.098810799,0.067594277,0.085247685,0.0728464595150442,1.45491455069989,2.47757038826327
"T1818",0.059492004,0.053165384,0.060021341,0.064687063,0.043503397,0.037748372,0.076970027,0.048349237,0.094357448,0.054302125,0.116277678,0.117427543,0.231967316,0.110917691,0.055069867,0.084456001,0.190645085,0.090239863,0.062053155,0.052708552,0.109553207,0.0554958,0.088276005,0.359378053001193,0.360121726363259,1.76345328426318
"T1819",0.051539879,0.045708867,0.052039173,0.06477646,0.051099104,0.049202156,0.08518233,0.055212729,0.097195258,0.052543392,0.116848669,0.114352635,0.207472423,0.106139488,0.067729872,0.096932984,0.187176538,0.080597139,0.053341345,0.050766928,0.109995111,0.054332938,0.088684943,0.28092262337001,0.580102872558216,1.90694371968008
"T1820",0.054597432,0.04853096,0.055116204,0.061749913,0.053327535,0.050532319,0.095253261,0.067930746,0.103286682,0.05154016,0.113942961,0.121198197,0.181757576,0.113629012,0.077438676,0.106579983,0.184932222,0.083144564,0.05658098,0.049636553,0.107064428,0.052329378,0.085618718,0.18231891290358,0.906563207083981,2.11988894865863
"T1821",0.057174543,0.052473622,0.057548542,0.070983989,0.044332201,0.035521141,0.101384066,0.063120152,0.122473857,0.059918765,0.122872005,0.114098987,0.04970233,0.104918043,0.057438675,0.105113005,0.258857226,0.113826225,0.058735783,0.058159066,0.116361725,0.060872269,0.095843865,0.351596756141897,0.38101312121965,1.7770804309358
"T1822",0.052040256,0.049387474,0.052308806,0.070220064,0.060598495,0.056386666,0.09828675,0.067987684,0.118899411,0.061187554,0.110361166,0.095422676,0.053896713,0.088241755,0.065585635,0.100993374,0.230423555,0.104969627,0.052829851,0.059150982,0.105263645,0.062050609,0.089437457,0.203364654749398,0.829663065219233,2.06972812792168
"T1823",0.043790342,0.039738075,0.043960334,0.062767986,0.056287481,0.054498631,0.090162215,0.066950974,0.109049523,0.051735645,0.113318727,0.102273354,0.111181663,0.093449156,0.063899648,0.092544184,0.183987214,0.07804139,0.044760142,0.049197849,0.107070674,0.052744313,0.086410152,0.131919249991786,1.11736451742167,2.25739151344662
"T1824",0.059596077,0.059532531,0.059500943,0.090256585,0.027410115,0.026734247,0.069177908,0.050894476,0.094749989,0.077719194,0.132059386,0.10446667,0.257704823,0.095039335,0.052199217,0.083495088,0.175878018,0.124222558,0.065118397,0.074841972,0.127277757,0.07847872,0.112138576,0.357389504917476,0.36544532903933,1.76692579124475
"T1825",0.069613044,0.069564635,0.069515392,0.0960293,0.030660362,0.027058239,0.07356648,0.053031583,0.092769618,0.084165396,0.138827557,0.097070706,0.06994488,0.091204468,0.053146374,0.085282434,0.186584673,0.06436506,0.071438392,0.081784154,0.133707471,0.084884535,0.117726714,0.105417936584652,1.25127031163961,2.34473627480244
"T1826",0.088018836,0.086320156,0.0880825,0.0962642,0.034269587,0.032648735,0.069470456,0.049155177,0.082251423,0.090464499,0.122656876,0.111370644,0.109798581,0.107520078,0.05809598,0.086158676,0.176075805,0.0774146,0.093277968,0.089841433,0.119268142,0.090906933,0.1093308,0.0189735821186346,2.07542498864454,2.88232013369145
"T1827",0.076213374,0.076951916,0.076211641,0.094876882,0.124019807,0.114486697,0.129597436,0.127199332,0.126458418,0.089031549,0.122770651,0.097023402,0.088553807,0.090487952,0.119941172,0.12549972,0.126895689,0.102965463,0.076161484,0.08771487,0.11846884,0.089162902,0.108621252,2.74571395984374e-09,5.83155173711691,5.3323858413304
"T1828",0.079712069,0.079664308,0.079695139,0.091459058,0.137745761,0.13502589,0.137348643,0.132186397,0.130154317,0.08677154,0.113662261,0.10923788,0.092719673,0.100514691,0.134185962,0.132457748,0.405298051,0.116176152,0.079421697,0.085170615,0.11062092,0.08662886,0.103059844,0.352814031654877,0.377734194077287,1.77494163544584
"T1829",0.074010139,0.075216273,0.073933538,0.095815474,0.139919608,0.13830883,0.140223149,0.139269292,0.135650477,0.089182362,0.119346151,0.101603993,0.114211222,0.094838457,0.134328707,0.137786145,0.255079599,0.108331076,0.07622928,0.087496732,0.116255983,0.089453898,0.107617504,0.0178208409420726,2.10099184771597,2.89899701625097
"T1714",0.044989602,0.042428763,0.04388095,0.051468429,0.12078152,0.11354233,0.182100907,0.122484888,0.140097866,0.046004033,0.086382238,0.079676839,0.250655426,0.085081888,0.138638811,0.179265304,0.202871738,0.092400513,0.045573334,0.045303334,0.08176102,0.048694513,0.065178089,0.423872894667487,0.191995424677064,1.65378699398662
