"","bcsA","bcsB","bcsC","bcsZ","cheB","cheR","cheY","cheZ","fnr","iraD","pdeF","pepT","pitA","ravA","tap","tar","upp","uraA","viaA","xdhA","xdhB","xdhC","ydeJ","pval","z","inv_cof_var"
"T5131",0.074440686,0.095759063,0.0681461,0.168178343,0.080487167,0.207712792,0.332428715,0.287590558,0.073013322,0.165544451,0.18068031,0.090271013,0.216995441,0.076053431,0.156993675,0.086810111,0.068368264,0.0658512,0.124864632,0.123195533,0.204900318,0.102414276,0.065816614,0.318897782235976,0.470783197726092,1.83563611894872
"T5133",0.060445192,0.063837335,0.06918548,0.130706761,0.113665568,0.109038045,0.118668075,0.278432164,0.117691958,0.166786994,0.185848508,0.090497645,0.205186775,0.083801769,0.089472001,0.079623166,0.063983744,0.07498342,0.157412254,0.13287408,0.222894338,0.074505486,0.063412175,0.237687879444853,0.713759739603692,1.99412610953733
"T5135",0.105220709,0.069582532,0.093392976,0.128894104,0.06344055,0.133492071,0.073675533,0.269175938,0.108285948,0.183622284,0.192862057,0.11425971,0.214505895,0.086488882,0.124168268,0.110886483,0.1264324,0.091430549,0.193455154,0.141873359,0.120654245,0.09287054,0.073901313,0.0907820163306428,1.33595484565862,2.39997473896016
"T5137",0.091114255,0.098593096,0.077975756,0.136641078,0.096816812,0.089689398,0.075450963,0.227608255,0.093347553,0.191121134,0.186218548,0.108993263,0.2073536,0.093798026,0.070638037,0.101460999,0.093606741,0.113338185,0.15398598,0.088709983,0.153526105,0.108303834,0.086100972,0.0465801056327603,1.67895809352771,2.62371066468594
"T2492",0.061887599,0.064594454,0.069426488,0.041646729,0.140495809,0.127060368,0.196267487,0.147253442,0.441570699,0.047465745,0.042574787,0.102960461,0.264448734,0.094839509,0.15349158,0.197618847,0.082504767,0.106960948,0.066574633,0.046754053,0.04129082,0.045356021,0.041412477,0.455450445322986,0.111902277648795,1.60154342339075
"T2493",0.058735944,0.059726287,0.06635437,0.039689652,0.145579899,0.135127101,0.19436461,0.14990742,0.500818019,0.043350332,0.040457708,0.109420647,0.256896524,0.096514294,0.157058662,0.198018997,0.191255885,0.115776198,0.057320584,0.044632891,0.039371977,0.042210132,0.039607149,0.471229088663833,0.0721806082015429,1.57563356819152
"T0033",0.039119092,0.042874067,0.040225285,0.043939246,0.093892223,0.083900157,0.150412941,0.089459769,0.407454921,0.054102518,0.095440207,0.065981585,0.055608987,0.060562492,0.090799767,0.141972138,0.199381919,0.223147999,0.041187288,0.041589294,0.051644001,0.042295236,0.051741125,0.482282476534578,0.0444258545126774,1.55752955445857
"T0034",0.049999336,0.050130163,0.051935554,0.051768032,0.107889439,0.098970555,0.160151909,0.103782198,0.375793443,0.06091713,0.111658004,0.079965081,0.073536168,0.072322081,0.108109064,0.157324042,0.19152535,0.176054664,0.053720907,0.049641353,0.056318839,0.049880869,0.057851127,0.24225637797871,0.699062846732766,1.98453954453482
"T0045",0.041679831,0.039177682,0.045182544,0.03587923,0.102796416,0.092645803,0.154242562,0.099955317,0.26595266,0.076844663,0.171816648,0.066718531,0.169322593,0.059239885,0.100219794,0.165014759,0.251396252,0.115962096,0.047333001,0.034496306,0.050797009,0.034504042,0.045658799,0.490244860289288,0.0244549463271493,1.54450282757411
"T0038",0.03285163,0.035763084,0.031883381,0.038663886,0.083176314,0.071865518,0.138335796,0.077044294,0.413430943,0.070245669,0.15244543,0.053879986,0.12267851,0.048856328,0.075821733,0.139816403,0.186811982,0.041068925,0.031927964,0.035984459,0.047092702,0.036606797,0.053357105,0.458088392099369,0.105250822388672,1.59720477788435
"T0016",0.04421842,0.046927406,0.046465672,0.046791592,0.106599202,0.091156726,0.167062807,0.101424886,0.388888516,0.050837567,0.134390099,0.069855729,0.129533452,0.066266266,0.108774961,0.160916082,0.265682527,0.141798135,0.047794964,0.044933476,0.052500503,0.045062972,0.056399237,0.44045008316328,0.149828192112434,1.62628193427726
"T0056",0.054686392,0.062659386,0.054951168,0.077527572,0.08183245,0.073610038,0.130078757,0.079464537,0.261563213,0.07773203,0.108688148,0.06259313,0.207006966,0.058950659,0.092634314,0.132502998,0.1958953,0.058360155,0.053258674,0.075789737,0.105946299,0.077648875,0.09815014,0.159678662227174,0.995779435006189,2.17808336946352
"T0018",0.040776738,0.045181561,0.03898379,0.051731912,0.093094662,0.080548755,0.146325521,0.088706275,0.356608077,0.063278063,0.162786913,0.056415072,0.094494471,0.055996599,0.096481799,0.143674507,0.247315164,0.161269621,0.040278871,0.045046633,0.061101756,0.046150615,0.066872621,0.437263872242561,0.157909966482414,1.63155355570187
"T0054",0.065073491,0.064910666,0.065762278,0.093205486,0.109716928,0.100526048,0.161338526,0.108042538,0.278442369,0.068882176,0.088604048,0.072354482,0.17753589,0.074495498,0.120965858,0.160214928,0.175395907,0.092467306,0.065156832,0.068429996,0.087527616,0.069369789,0.080774946,0.0456443448664015,1.68863869911885,2.63002517997691
"T0055",0.062499949,0.062507563,0.062877245,0.088053688,0.104504839,0.095612306,0.155915373,0.102499152,0.281585121,0.069619999,0.088421056,0.073943661,0.176798725,0.078341165,0.115778374,0.154869803,0.185447355,0.087353307,0.062452845,0.068767517,0.087033516,0.069705127,0.081141372,0.0554633562717346,1.59404162323543,2.56832091194092
"T1864",0.089420312,0.091473284,0.089660197,0.110537433,0.10887496,0.103188998,0.148193859,0.107416579,0.688785286,0.10258885,0.136968266,0.095597642,0.08937334,0.130264628,0.117087703,0.147806843,0.08997203,0.093930031,0.0885103,0.103297719,0.137487632,0.104518046,0.126581123,3.80131575015818e-10,6.15300936322933,5.54206787789037
"T1868",0.088725756,0.094256312,0.089729935,0.12265494,0.090209235,0.086547146,0.12033198,0.089252308,0.624108004,0.111974259,0.153102635,0.082495816,0.13663568,0.095085344,0.096045507,0.120171353,0.089346631,0.081711447,0.084372537,0.112695365,0.153205701,0.114108023,0.128303588,3.20411024615833e-07,4.97849014745768,4.77594643252235
"T1866",0.097392215,0.100200682,0.097800973,0.116878305,0.104822799,0.101538816,0.12861634,0.103976949,0.465755134,0.110956344,0.135948048,0.097380095,0.155250363,0.096190786,0.109719993,0.128655342,0.153233035,0.088798602,0.095520336,0.110079047,0.134541845,0.11185901,0.120889291,1.33844751282868e-12,6.99372107621366,6.09045164551243
"T1870",0.096875723,0.099099208,0.097427555,0.113127224,0.107935008,0.104296143,0.132992265,0.107015844,0.457099902,0.108026945,0.128390672,0.099440247,0.261793368,0.097908544,0.113202477,0.132818779,0.131957888,0.09909201,0.095695047,0.107280505,0.12718101,0.108721405,0.116069582,0.00205005781664273,2.87035471648051,3.40084099216509
"T0025",0.040729671,0.043436084,0.043533976,0.046261539,0.102603029,0.088634218,0.161950953,0.098213706,0.359037573,0.065282277,0.141193631,0.069152394,0.186393021,0.064728823,0.106955336,0.150991138,0.225752849,0.078816285,0.044236833,0.043359566,0.0552277,0.04369423,0.053465886,0.411818598375544,0.222869343375656,1.67392559274254
"T0005",0.043294782,0.043257341,0.048015347,0.042473875,0.120511313,0.10864446,0.17651467,0.111399437,0.34048505,0.066580666,0.138429617,0.083933722,0.023974375,0.075548358,0.117213287,0.177222939,0.222127335,0.212194202,0.051894329,0.041689622,0.050063826,0.042137043,0.051952299,0.480069629632367,0.0499788289744756,1.56115167725029
"T0009",0.064334836,0.065407837,0.064373568,0.066447523,0.119765679,0.106323946,0.171726298,0.115220513,0.117637906,0.072037818,0.119143598,0.079982974,0.250095887,0.068433451,0.127836788,0.178225106,0.073356449,0.081675172,0.064151145,0.066595301,0.07283753,0.065340688,0.073278474,0.214127171236188,0.792182377444782,2.04528003179387
"T2674",0.04472715,0.044921881,0.047630621,0.066420986,0.104169646,0.098483807,0.17073482,0.118740652,0.392544944,0.052505696,0.068240932,0.073326786,0.053125819,0.064172018,0.129747795,0.175944071,0.278167535,0.088563111,0.046084595,0.046686396,0.058356291,0.05102435,0.065682334,0.493621506455525,0.0159891935263794,1.53898074272035
"T2675",0.055094388,0.054958759,0.057461906,0.068180594,0.10826099,0.103532788,0.1672374,0.120274443,0.389584544,0.05860275,0.068389982,0.081084017,0.154845366,0.074573525,0.126751858,0.170836925,0.267717374,0.094247126,0.056792443,0.055672955,0.061821237,0.057929557,0.068528351,0.333905568446473,0.4291540269148,1.80848202893201
"T2676",0.038965803,0.03884119,0.039755764,0.065620773,0.088855552,0.080538144,0.153884446,0.091799359,0.563377976,0.050620381,0.07830931,0.059853647,0.039601935,0.05579081,0.105619234,0.155460609,0.217679301,0.069448561,0.039845744,0.044328928,0.059736696,0.049308229,0.0710822,0.405349437555097,0.239524533425815,1.68478952591857
"T1863",0.072027494,0.073929854,0.072145151,0.095248513,0.103477505,0.095213881,0.158952537,0.101535616,0.912046875,0.086923132,0.131504779,0.083889282,0.176631285,0.183302063,0.115116635,0.158123979,0.078499488,0.082089829,0.071733835,0.089401052,0.132358557,0.090806424,0.113149291,0.00817072629251623,2.40119887429224,3.09481760225913
"T1867",0.085651353,0.088953807,0.08605901,0.110740456,0.099219963,0.094103592,0.136119978,0.097833928,0.684518131,0.102691907,0.13920047,0.087522762,0.089615723,0.3359315,0.106700819,0.135615435,0.083378334,0.085919981,0.083475865,0.10570322,0.139938705,0.105448398,0.12854388,0.163976646953809,0.978244739148878,2.16664574770825
"T0007",0.04721686,0.056961303,0.048509977,0.054187418,0.103339481,0.094070025,0.157141385,0.099352293,0.339542991,0.067581436,0.140547024,0.073994224,0.088336266,0.06598934,0.106740358,0.158128257,0.258652744,0.19260329,0.048495654,0.049367217,0.064048407,0.050122576,0.065449801,0.385109156404356,0.292089345383429,1.71907677228431
"T0046",0.056589837,0.061596364,0.052030833,0.095311618,0.071255666,0.064860888,0.116401266,0.069373298,0.2485915,0.078515138,0.118420226,0.055159614,0.234512555,0.052193261,0.08097005,0.116608451,0.171893028,0.050224406,0.050312454,0.076410901,0.114299789,0.078534733,0.102578922,0.231134405046137,0.735116066831539,2.00805652469261
"T1865",0.084169756,0.089581024,0.086312622,0.116094527,0.079378016,0.077212891,0.097668265,0.078502391,0.408586179,0.105895888,0.143508452,0.075025685,0.091666027,0.074779292,0.082882686,0.097947926,0.093321278,0.062749143,0.078778277,0.105804712,0.144090505,0.108043588,0.129476547,7.57863401601497e-06,4.3263904043827,4.35059145239077
"T1869",0.077021418,0.084258506,0.078911957,0.116048701,0.068843545,0.066901739,0.086247132,0.068144317,0.404119316,0.103272397,0.148043024,0.06523383,0.09603505,0.065313129,0.072133785,0.086808312,0.082178009,0.175911905,0.071600937,0.102930533,0.148713585,0.10525226,0.131071892,0.00889454540968493,2.36997909977573,3.0744534068884
"T0172",0.047810061,0.045683646,0.048393204,0.081283934,0.097268657,0.091011271,0.150970686,0.122030331,0.08568221,0.047608407,0.066365738,0.061060844,0.217968646,0.045956994,0.123651282,0.17307809,0.082791884,0.087321643,0.04606797,0.05668452,0.05911098,0.048444288,0.057455008,0.336723523098974,0.421421878034452,1.80343846302311
"T0485",0.030449709,0.031025581,0.032279255,0.04776541,0.092901396,0.075877045,0.143111772,0.090677854,0.061387525,0.040013203,0.070703235,0.040777674,0.124294196,0.044334268,0.092242665,0.093396196,0.208757616,0.054896199,0.031273236,0.03797809,0.066589413,0.040227138,0.058794273,0.457928845399324,0.105652976453498,1.59746709700972
"T0486",0.05514082,0.055165784,0.056040407,0.062619256,0.092031961,0.071612786,0.134446867,0.090368848,0.061346992,0.057399764,0.073175144,0.064836023,0.058918591,0.059905011,0.090141705,0.115003407,0.139836206,0.062494637,0.055226235,0.056801505,0.07041908,0.057473364,0.066194249,0.0152632898274138,2.16318986249001,2.93956785778157
"T0487",0.054244427,0.056144706,0.059277451,0.051549923,0.116033937,0.091778424,0.159934275,0.114150897,0.051643364,0.051598649,0.056894396,0.073391319,0.051463446,0.071551116,0.112773879,0.14101713,0.117115827,0.077925802,0.053397888,0.051769771,0.055415405,0.051588124,0.053306368,0.106353357544876,1.24615712778016,2.34140102089068
"T0698",0.041995269,0.042666653,0.042390004,0.058207817,0.090911657,0.081742482,0.149970171,0.090436128,0.316887328,0.058531787,0.090746785,0.066311559,0.04636874,0.060354146,0.104034044,0.145590059,0.041274863,0.07140646,0.041903609,0.054776218,0.085320831,0.055014419,0.078109355,0.105182435445522,1.25256277047509,2.3455793265106
"T0707",0.057233238,0.062639307,0.058875822,0.091987967,0.084804018,0.076846162,0.138452923,0.083004974,0.218525719,0.081942911,0.116331846,0.059177829,0.186047651,0.061584121,0.095943029,0.136421211,0.237784968,0.242580795,0.05466792,0.079972238,0.113521273,0.082131665,0.102954165,0.268302466570179,0.617955104892211,1.93163416880744
"T0709",0.071553246,0.072641778,0.072172863,0.097115817,0.111086934,0.102824964,0.153285134,0.109018568,0.170455634,0.083682073,0.113393074,0.087166034,0.117541613,0.08602781,0.120951232,0.151977068,0.227119393,0.142848171,0.072670426,0.08262871,0.111577826,0.084447187,0.102316991,0.0134758892070675,2.21221549932908,2.97154655276662
"T0711",0.087865234,0.087564118,0.087774436,0.097224295,0.124649041,0.117763612,0.167568043,0.123176832,0.210488455,0.09263523,0.116157939,0.107074549,0.201123077,0.103053614,0.134017729,0.165998203,0.206250603,0.135633198,0.090905722,0.091674332,0.113988377,0.092730569,0.106040246,0.00204505006725877,2.87112788942606,3.40134532139752
"T1075",0.071306117,0.069735332,0.071065623,0.083863953,0.12918401,0.118120323,0.196081369,0.126671316,0.079417671,0.075105854,0.10989327,0.101599273,0.295253749,0.09528186,0.143943357,0.194037226,0.325897554,0.071414691,0.075980132,0.074096883,0.107386819,0.075603799,0.094668342,0.376615280728952,0.31438247943357,1.73361825262021
"T1077",0.077108365,0.077144924,0.076980835,0.100996212,0.133536812,0.121711951,0.206374527,0.130538826,0.096649328,0.087120402,0.123286637,0.10420292,0.164486416,0.097805334,0.149449716,0.204459499,0.331435288,0.102521973,0.080052587,0.085961598,0.121664619,0.087948473,0.108610349,0.178338567475526,0.92171522875639,2.12977238742067
"T1079",0.071760396,0.070513019,0.071640392,0.084396033,0.128521627,0.117419256,0.19557402,0.126131817,0.081225578,0.076617664,0.105732856,0.101016035,0.326522059,0.094738089,0.143269327,0.193326426,0.320259032,0.106607112,0.075929198,0.075500253,0.104463763,0.076848152,0.093676725,0.386583339116566,0.288235236119743,1.71656279403683
"T1705",0.086998739,0.080458561,0.087878795,0.071866097,0.12151585,0.121283089,0.156412538,0.06101018,0.10642814,0.073027171,0.063596913,0.111701342,0.156472918,0.1075783,0.133471257,0.112835171,0.333058741,0.114890606,0.092458586,0.073397567,0.063040394,0.073270027,0.035531908,0.350774466263467,0.383230409455805,1.77852673513029
"T1706",0.080389648,0.076308993,0.079772069,0.062763137,0.111691253,0.104695253,0.137959553,0.090152386,0.070942158,0.067656144,0.059812997,0.096506755,0.166353836,0.091717761,0.117377024,0.130196439,0.33088638,0.102660746,0.067243293,0.06812074,0.060273802,0.064788567,0.012147253,0.445415088531375,0.137253812573444,1.61807985320643
"T1707",0.157717244,0.076646986,0.078231446,0.069239012,0.114306052,0.109483517,0.137366654,0.068910378,0.148160254,0.070858997,0.064620441,0.098847933,0.066663725,0.090665995,0.119603851,0.095025034,0.203282593,0.099328239,0.083304588,0.065317162,0.065347732,0.071080187,0.011696909,0.105525004131196,1.25068340252063,2.34435344269847
"T1918",0.08068178,0.078219015,0.082091075,0.066695162,0.100742969,0.094075429,0.131648034,0.10086012,0.074569221,0.067424999,0.052368183,0.054659437,0.265944411,0.104248406,0.110489335,0.131779642,0.210382008,0.060762755,0.081563631,0.0451326,0.044340282,0.042501084,0.046060434,0.392507799719185,0.272788761021575,1.70648728767717
"T1919",0.073515562,0.073462215,0.07465317,0.071293989,0.08710913,0.078121257,0.128807682,0.087146275,0.074256072,0.073565058,0.069104079,0.045711528,0.244882874,0.082020681,0.100766234,0.129006779,0.213543084,0.04917372,0.07480176,0.052396406,0.061255884,0.054484007,0.063181271,0.334876693697301,0.426486494020477,1.80674203683216
"T2000",0.065041631,0.064404434,0.06439414,0.065618409,0.096620238,0.077253932,0.123602526,0.078669367,0.247313452,0.104282445,0.221829524,0.079018977,0.278042512,0.071096139,0.10356848,0.142633061,0.256254005,0.081777126,0.285364202,0.069786679,0.073141792,0.074492483,0.100821621,0.449573294140161,0.126739491344044,1.61122151758351
"T2335",0.065352982,0.069119609,0.065410673,0.096339665,0.210900505,0.234730078,0.17331896,0.213356703,0.226109649,0.089654443,0.129113141,0.070139364,0.095182452,0.333993755,0.203949121,0.205024372,0.30539041,0.073129345,0.061888402,0.086765511,0.125921295,0.089166782,0.112376266,0.371760792484372,0.327193436340134,1.74197464959525
"T2336",0.061165892,0.066032014,0.06128058,0.099227362,0.204655689,0.224942623,0.169082914,0.204934603,0.219300743,0.091197243,0.136849943,0.063096505,0.0965559,0.351547462,0.198781159,0.200464215,0.316682828,0.066075117,0.057000292,0.087872838,0.133205266,0.090655281,0.117644237,0.407109205578835,0.234987530930478,1.68183010655557
"T2337",0.049715478,0.056438664,0.050446988,0.0996333,0.192005191,0.208252917,0.156953859,0.202861333,0.213312047,0.089102771,0.144462204,0.040216148,0.104649835,0.10466767,0.188710259,0.196188987,0.358218054,0.042578309,0.042630799,0.08566779,0.142564724,0.089280336,0.121108085,0.438261580640158,0.155378210194654,1.62990212866649
"T2647",0.050962936,0.050743509,0.094648105,0.051343732,0.105386028,0.100449787,0.128651759,0.105984186,0.2586708,0.049714605,0.059541507,0.085283632,0.144693377,0.05669002,0.114680514,0.135956427,0.115696718,0.09338367,0.26312475,0.05130234,0.052578298,0.050324321,0.052535033,0.322028068207465,0.462035118627054,1.82992987684255
"T2648",0.049052425,0.048595663,0.05124972,0.061417439,0.120907295,0.115345661,0.147586305,0.121261053,0.242029408,0.052358253,0.076153042,0.093572734,0.160661293,0.056086218,0.130678244,0.150679462,0.081977732,0.100082217,0.121196289,0.06571516,0.06807779,0.067935604,0.068556983,0.06638055376451,1.50330229911376,2.50913299809982
"T2666",0.047179579,0.044968179,0.050880034,0.049134114,0.127011952,0.1144406,0.188272683,0.130397266,0.347700967,0.040353291,0.05900173,0.084021541,0.086657571,0.0763654,0.147760185,0.189505159,0.131570537,0.097850642,0.047838908,0.039574454,0.045244997,0.039991985,0.051592773,0.350303527192854,0.384501135596167,1.7793556109241
"T4072",0.096935064,0.091546494,0.095296521,0.141368873,0.114904989,0.158931117,0.185642549,0.177785201,0.348342495,0.148370667,0.152411606,0.088627894,0.28924096,0.088934192,0.134038853,0.086326261,0.073327256,0.111103013,0.125301953,0.105379733,0.164811112,0.14860357,0.073526101,0.0447940964265349,1.69757400330108,2.63585354622496
"T4074",0.096935064,0.091546494,0.095296521,0.141368873,0.114904989,0.158931117,0.185642549,0.177785201,0.348342495,0.148370667,0.152411606,0.088627894,0.28924096,0.088934192,0.134038853,0.086326261,0.073327256,0.111103013,0.125301953,0.105379733,0.164811112,0.14860357,0.073526101,0.0447940964265349,1.69757400330108,2.63585354622496
"T4075",0.084081236,0.103259186,0.073047898,0.109109179,0.09850892,0.138360612,0.170161714,0.158160208,0.307299454,0.129102095,0.134297035,0.076050622,0.122766872,0.06561106,0.116214293,0.073681187,0.113402674,0.08013334,0.10747007,0.091464846,0.144999836,0.130075461,0.073347221,0.000601741797748213,3.23805321385762,3.6406852624737
"T4077",0.091370943,0.110681903,0.092638769,0.121189045,0.103985286,0.14016317,0.167931307,0.158842213,0.293115795,0.132207079,0.137544291,0.084925689,0.126036539,0.079576308,0.119872239,0.082120417,0.095790075,0.088527475,0.112237701,0.098057012,0.147154866,0.133436507,0.066314886,3.45110434314958e-05,3.97963179654272,4.12440596111498
"T4083",0.083283155,0.103123476,0.087389433,0.11587359,0.093761363,0.130289676,0.166137774,0.1522674,0.360542694,0.12262196,0.12963437,0.077441663,0.150594435,0.065710851,0.110347874,0.074888522,0.114939431,0.075493398,0.101804723,0.088932285,0.139340102,0.12442729,0.065036449,0.000496842467020157,3.29230864568119,3.67607527507595
"T4085",0.080844116,0.101147616,0.085933206,0.113763563,0.092275157,0.129333338,0.167112275,0.151824169,0.25360404,0.121641308,0.128203849,0.074819061,0.134931959,0.062614265,0.108968793,0.072613515,0.133756726,0.081992255,0.099145498,0.087192787,0.138287825,0.123376495,0.068148014,0.000464904503173228,3.31094674944075,3.68823263342263
"T5142",0.143927296,0.148683977,0.146204136,0.113353666,0.135904517,0.224831548,0.223647346,0.065574594,0.122516241,0.159875093,0.161232816,0.136508519,0.167520577,0.052120278,0.049072492,0.141834727,0.15378469,0.150118564,0.048177427,0.146649361,0.171309496,0.160318015,0.133401154,0.0194663976113689,2.06489649067317,2.87545255079024
"T5144",0.140168369,0.142422358,0.140745673,0.12297553,0.141345586,0.141222263,0.20219858,0.054420093,0.123070233,0.149070466,0.149794949,0.140249595,0.153809692,0.14388637,0.04922012,0.139322245,0.145217737,0.142970746,0.04740905,0.141153688,0.157442585,0.149260273,0.139761975,0.000595451541528047,3.24104996502049,3.64263999876195
"T5146",0.132981389,0.138089087,0.135339698,0.1157968,0.135282592,0.125639481,0.227350781,0.055822597,0.131115667,0.149496493,0.151663531,0.129538891,0.159245098,0.12502019,0.050027903,0.129465661,0.143614071,0.13916516,0.052119134,0.135715028,0.163588289,0.150798546,0.124923177,0.00233092138032142,2.82951628379765,3.3742026888888
"T5148",0.135107786,0.138632974,0.136974045,0.123208722,0.133025221,0.130360998,0.219143388,0.051151004,0.127847139,0.149274671,0.150386898,0.134973697,0.156347322,0.130884863,0.0508175,0.132262459,0.143576346,0.13960092,0.051632255,0.137039735,0.160991551,0.149768101,0.13061146,0.00142951255894676,2.9825022875932,3.47399318765209
"T5150",0.138261646,0.141863062,0.139943433,0.11459375,0.134567243,0.137532519,0.212902737,0.066421648,0.123898188,0.151169055,0.15274188,0.135537987,0.158118011,0.14491501,0.049573564,0.136947334,0.146109659,0.142923764,0.055777009,0.140161152,0.162217309,0.151840859,0.134769132,0.000392595346059834,3.35796318800302,3.71890075820398
"T5152",0.143927296,0.148683977,0.146204136,0.113353666,0.135904517,0.224831548,0.223647346,0.065574594,0.122516241,0.159875093,0.161232816,0.136508519,0.167520577,0.052120278,0.049072492,0.141834727,0.15378469,0.150118564,0.048177427,0.146649361,0.171309496,0.160318015,0.133401154,0.0194663976113689,2.06489649067317,2.87545255079024
"T5528",0.064044598,0.119721999,0.108910364,0.15118038,0.103884879,0.047086652,0.09200078,0.289833912,0.302933988,0.10103214,0.147024722,0.098788266,0.146736811,0.044889005,0.075372298,0.090087708,0.063187218,0.124922596,0.097633671,0.073203943,0.246496831,0.146833528,0.045024366,0.30761784638363,0.502613987993732,1.85639887082165
"T5530",0.078377373,0.096542181,0.150982533,0.157760091,0.095500941,0.078471767,0.079236399,0.27051618,0.286122908,0.075533378,0.173414423,0.146761266,0.153530292,0.054955955,0.077439864,0.096776986,0.082027412,0.134615934,0.071657862,0.098183193,0.239695685,0.213311895,0.053641048,0.226128155752282,0.751658735772628,2.01884706201989
"T5532",0.069978015,0.094901002,0.092970701,0.10887107,0.136387361,0.141196305,0.047684691,0.285422589,0.306882913,0.066237764,0.158029877,0.123232852,0.175924758,0.046607144,0.08929015,0.104981452,0.091177364,0.112304245,0.087967303,0.143224513,0.247713569,0.221560701,0.04814354,0.274395843537513,0.599571737938504,1.91964297149693
"T5534",0.072623562,0.137913574,0.093831591,0.138489339,0.114737925,0.063256616,0.191054207,0.263217174,0.291148874,0.04610947,0.062451538,0.144927951,0.151601543,0.045509708,0.063338966,0.087658094,0.108008188,0.107996919,0.080836327,0.046449825,0.232583417,0.044534323,0.044455456,0.381058594908128,0.302701716150928,1.72599906416511
"T5716",0.105654549,0.106412749,0.110719766,0.215095665,0.10456991,0.1244776,0.184856124,0.186050634,0.163149466,0.105658794,0.123138789,0.107939293,0.180152962,0.109553711,0.107716635,0.112539846,0.222781054,0.219457031,0.107181035,0.105149555,0.247137676,0.248579636,0.221965219,0.027438271613824,1.91985242088579,2.78084245765987
