"","aroH","trpA","trpB","trpC","trpD","trpE","trpL","trpR","pval","z","inv_cof_var"
"T1770",0.233848068,0.114207818,0.221607844,0.198320243,0.293701251,0.187536483,0.155184649,0.173242677,0.215777607921742,0.786533133177835,3.63765648353458
"T1771",0.323807556,0.157443658,0.268310849,0.243714658,0.33119352,0.218184381,0.197390977,0.1440472,0.270342482922356,0.61177751854551,3.36405712904302
"T1773",0.321040127,0.124411044,0.220690331,0.208248768,0.326185824,0.284046867,0.180547796,0.320284356,0.288797687487547,0.556900555642803,3.27814113911488
"T1774",0.282162613,0.149245266,0.229958368,0.213512233,0.308907573,0.269192995,0.162983941,0.253352926,0.132867954559405,1.11293601905887,4.14867651038248
"T1775",0.155510466,0.102365299,0.180422922,0.157082372,0.222442842,0.147207279,0.140549134,0.284039942,0.330700986176963,0.437978357398501,3.09195520887845
"T1776",0.146868961,0.210432928,0.302204869,0.250109326,0.325871491,0.243704843,0.2766232,0.050103377,0.473934033398048,0.0653842463921606,2.5086176807929
"T1778",0.370379639,0.232295733,0.342157248,0.291442869,0.366034315,0.28649622,0.313266531,0.066159703,0.385069626080427,0.29219275312214,2.86371162821814
"T1779",0.186082328,0.244252081,0.347287903,0.302912002,0.336877772,0.273363071,0.343648019,0.075843921,0.400328296685951,0.252497439006969,2.80156419827089
"T1780",0.320773946,0.244316275,0.329843362,0.28161553,0.351529534,0.275430201,0.315176032,0.068956507,0.338720327317951,0.41595811240848,3.05748006581829
"T1781",0.150928941,0.17229977,0.279503113,0.217403419,0.311710349,0.18193575,0.201499373,0.0700176,0.44095692096561,0.148543521224413,2.63881277616629
"T1782",0.20273748,0.159034177,0.251925549,0.186599034,0.265413078,0.166247792,0.195070326,0.064478735,0.350453808795201,0.384095566184927,3.00759570532113
"T1785",0.061976847,0.18195918,0.273029085,0.238455058,0.356183636,0.264565487,0.278279792,0.207533958,0.427774629594433,0.182042644934978,2.69125938077196
"T1786",0.05431862,0.17043437,0.249191518,0.217753495,0.28263722,0.208562292,0.179998978,0.210885736,0.375753800171073,0.316652097387484,2.90200545251881
"T1787",0.063659448,0.163080527,0.254352518,0.225695782,0.309412022,0.233596223,0.165624971,0.279661207,0.425224081615621,0.188546632865889,2.70144209738031
"T1789",0.231678056,0.214257283,0.328655333,0.246647471,0.363297951,0.296718475,0.235784056,0.042704633,0.469355682337992,0.0768896080149531,2.52663060426784
"T1795",0.299178977,0.17962702,0.273497211,0.237489197,0.306241933,0.224919024,0.214535684,0.064990705,0.3780860138902,0.310511484044626,2.89239163924979
"T1800",0.070859068,0.166367109,0.239001173,0.247385252,0.320673184,0.264099541,0.204857038,0.264763492,0.370968469117776,0.329289422650683,2.92179059099224
"T1801",0.224213763,0.141894247,0.210972401,0.204550499,0.288737929,0.218949415,0.169671314,0.187475925,0.0672356198670965,1.49670037086315,4.74950229301288
"T1802",0.164330183,0.124026244,0.170373326,0.17362805,0.232297597,0.176782935,0.142188774,0.208921355,0.0442606320758171,1.703250155549,5.07287895750127
"T1803",0.18148629,0.169353381,0.259958122,0.225645167,0.304224082,0.213511271,0.215857951,0.103493895,0.248818845231125,0.678211360532738,3.46806669876324
"T1804",0.13429555,0.137076618,0.22261325,0.177729146,0.284701896,0.216632487,0.160522699,0.314089904,0.330318440648251,0.439034026523322,3.09360797632581
"T1805",0.205087408,0.165858306,0.280195533,0.191261217,0.324884005,0.192174092,0.158051451,0.312919877,0.257508292364337,0.651046322952786,3.42553681059769
"T1809",0.059480491,0.162831951,0.253001341,0.219102342,0.351531274,0.315133795,0.204392357,0.207088637,0.486741116535714,0.0332412129699135,2.45829418638484
"T1810",0.297668955,0.145794258,0.242406095,0.191664865,0.325447092,0.268360512,0.21133185,0.068832561,0.447981831420346,0.130761900879374,2.61097367149172
"T1811",0.072791939,0.199871632,0.291016515,0.234552748,0.199419328,0.338606326,0.241500464,0.191659515,0.395907215793199,0.263955210903365,2.81950261473529
"T1812",0.062916445,0.184677812,0.283489861,0.233328668,0.334325422,0.23144366,0.228402184,0.316247842,0.414327964446711,0.216425708146091,2.74508989099502
"T1813",0.069214735,0.19251952,0.279730204,0.238288071,0.298656575,0.2467116,0.237195327,0.32095044,0.350424761816892,0.384173951198121,3.00771842577882
"T1814",0.059385988,0.175813172,0.292208502,0.228990225,0.357146645,0.328742039,0.198569423,0.293268178,0.477342376332168,0.0568248070878332,2.49521692641141
"T1816",0.066196423,0.218786479,0.297211918,0.239410666,0.281968846,0.24696114,0.233068741,0.278829643,0.304464834513155,0.511601880615828,3.20722102434329
"T1817",0.068591666,0.228929303,0.32767523,0.262841803,0.143049826,0.340166643,0.243832598,0.365483638,0.493045770541054,0.0174325510906265,2.43354396765997
"T1818",0.054863966,0.15715108,0.262218472,0.208478033,0.32613179,0.257647337,0.188066639,0.278788141,0.461276817450729,0.0972175453096279,2.55845625137892
"T1822",0.286684647,0.145936221,0.242516746,0.206878713,0.232611422,0.169524144,0.174263431,0.056009535,0.429043626817076,0.178809540690327,2.686197596427
"T1825",0.055240074,0.082741049,0.151912541,0.119792232,0.141021362,0.095377745,0.097610666,0.068630933,0.354177325379453,0.374066756442087,2.99189448806563
"T1085",0.064896821,0.079493231,0.08187277,0.056849854,0.11104895,0.104323141,0.115615554,0.064999925,0.198940491559571,0.845411755834337,3.72983751695124
"T4796",0.102112693,0.153053755,0.117330174,0.089229487,0.088681927,0.102639282,0.089192698,0.088681857,0.0761194073186399,1.43166815355945,4.64768712265122
"T4798",0.095817977,0.224937233,0.09502086,0.150273895,0.094860569,0.118332749,0.09519511,0.094967905,0.44634246023397,0.134907612760444,2.61746424460982
"T4800",0.106809564,0.090105553,0.165699223,0.091828227,0.110563507,0.111389868,0.085750691,0.087034325,0.148677060922522,1.04212415311188,4.03781265714263
"T4811",0.094306992,0.169060339,0.160878069,0.086812114,0.090776291,0.153870301,0.088648748,0.238268992,0.482547244369313,0.0437615344701213,2.47476491997217
"T5743",0.131937015,0.144742608,0.216123739,0.122836362,0.121032089,0.123956444,0.121309151,0.288308573,0.453394322785105,0.117090111680584,2.58956896465353
"T5745",0.094607484,0.112596601,0.162464819,0.089478106,0.093279505,0.204503873,0.091185182,0.223045981,0.493083398272706,0.0173382180994511,2.4333962788687
"T5747",0.110430731,0.118999625,0.195383481,0.10593899,0.105894971,0.112264087,0.105822551,0.151873576,0.165281710473993,0.972979640535472,3.92955923108052
"T5755",0.133729575,0.1409527,0.207597225,0.117032349,0.11334079,0.115674599,0.113568455,0.062163074,0.330165119686983,0.439457266956912,3.09427060630579
"T6894",0.107530215,0.087752049,0.177696522,0.12406159,0.118859382,0.116607564,0.130023304,0.134697343,0.0621723701855138,1.53679001091357,4.81226708407651
"T0865",0.052111336,0.111612932,0.150383081,0.122634378,0.05256823,0.064195563,0.093137588,0.085367645,0.451675948427781,0.121428180952766,2.59636069466521
"T0866",0.063602293,0.085925845,0.093215316,0.104809033,0.065668191,0.070323094,0.084458841,0.067065603,0.0328198240491539,1.8408765737153,5.28834842467982
"T0868",0.059350898,0.068163469,0.09297816,0.096516184,0.054300531,0.070192876,0.05798402,0.072143828,0.0854738247270464,1.36916517405488,4.54983175541608
"T2458",0.046053606,0.134263534,0.121131951,0.110412,0.091769284,0.063277256,0.073849431,0.048570764,0.45770976995685,0.106205206764132,2.57252743517186
"T2460",0.063272394,0.174515356,0.167236074,0.155996322,0.105300909,0.095150652,0.11253319,0.068635061,0.422404200718234,0.195746736624477,2.71271466075269
"T2217",0.042927447,0.093377815,0.113704396,0.122774684,0.056610849,0.060654027,0.073138923,0.047985041,0.46979287995426,0.0757905180740874,2.52490985670284
"T2218",0.045666133,0.116626094,0.106254117,0.112392982,0.05234095,0.063804731,0.065393095,0.049311359,0.465783159812279,0.0858743277115309,2.54069718241151
"T2220",0.059455673,0.084999544,0.076562484,0.104787494,0.068436642,0.073639423,0.055364462,0.059058842,0.0963932026768851,1.30238032398252,4.44527264349251
"T2213",0.031734518,0.072648015,0.037189539,0.031178351,0.038689767,0.058310431,0.067662786,0.065337947,0.37600776161151,0.315982852951379,2.90095767590745
"T2143",0.065882073,0.119169287,0.110305956,0.106364083,0.080388369,0.077744673,0.082682006,0.067776236,0.104973342360065,1.25371205482944,4.36907705428343
"T2144",0.070324394,0.088581131,0.081266767,0.080550416,0.070824852,0.070357717,0.071435415,0.069903426,7.68988917399612e-08,5.24795388228015,10.6225069539346
"T2145",0.049111531,0.139531853,0.123808301,0.117531137,0.073638634,0.068983798,0.077238532,0.053041267,0.460195094716796,0.0999422300530766,2.56272204843825
"T2146",0.065349318,0.115842846,0.093166167,0.095368563,0.062436879,0.061373921,0.064363471,0.063418749,0.199491949739128,0.843437333804828,3.72674633962968
"T2147",0.064474373,0.143516551,0.131217788,0.126644217,0.088582544,0.084549707,0.092651059,0.068172002,0.27570287764667,0.595654956198108,3.33881546421709
"T2148",0.079969066,0.118880089,0.103927022,0.105891348,0.086859568,0.08545605,0.088253099,0.080925442,0.00322909522140468,2.72356296166034,6.67029215489046
"T2149",0.05375692,0.095123757,0.054190756,0.076276526,0.053787581,0.052769433,0.054608021,0.052491883,0.166169780255019,0.969412214378899,3.92397402859253
"T2150",0.061157335,0.141448364,0.129485974,0.123740707,0.084266971,0.080175557,0.087936724,0.064797843,0.317770174681616,0.473943287866904,3.14826230825944
"T2151",0.064415425,0.13161549,0.116068589,0.11071519,0.073543404,0.071162969,0.076010804,0.065234002,0.274636604606782,0.598849560927657,3.34381697328848
"T2153",0.05788393,0.148875327,0.133976142,0.128805052,0.085998585,0.081473185,0.09069035,0.062032354,0.380106156975991,0.305201993830352,2.88407904169256
"T2154",0.056050646,0.097868235,0.083902938,0.078974205,0.05755412,0.056503535,0.058778798,0.055992781,0.130843239953895,1.1224139405077,4.16351525073299
"T2107",0.050675588,0.149015951,0.132468068,0.12550651,0.079382964,0.074220675,0.083687354,0.055770803,0.465758936300973,0.0859352715070032,2.5407925967027
"T2109",0.070449901,0.154584651,0.141200237,0.134694312,0.094599398,0.090344061,0.098445879,0.074189481,0.270026646053886,0.61273240502841,3.36555211005341
"T2125",0.04393666,0.135007408,0.119021235,0.112679801,0.069686198,0.065364236,0.073905459,0.048009638,0.491957679803578,0.0201604728008275,2.43781483255083
"T2126",0.058702811,0.159464583,0.123774196,0.135111371,0.086413542,0.081527936,0.090970834,0.062877415,0.405410248244824,0.239367670656322,2.78100808536477
"T2127",0.065346556,0.133303568,0.077546625,0.11522394,0.080817901,0.077815418,0.083740511,0.067393918,0.21150757139863,0.801201258455869,3.66062106533709
"T2113",0.042762974,0.131076253,0.116891498,0.111654031,0.070027888,0.065623827,0.074325055,0.04695258,0.481696290944573,0.0458967031825739,2.47810776410732
"T2114",0.06570924,0.166953334,0.151421297,0.144860621,0.096958496,0.091558966,0.101890864,0.07087699,0.373598914353217,0.322336441640214,2.91090492577194
"T2115",0.061569805,0.156795528,0.140805735,0.133954761,0.088149586,0.083690774,0.092405197,0.065986085,0.386307603382359,0.288955793578645,2.85864380797398
"T2132",0.051378362,0.153500788,0.114440725,0.129749773,0.080893745,0.075973447,0.085190405,0.056185202,0.451423184850691,0.122066478359824,2.59736002026006
"T2133",0.056877554,0.145383653,0.132718188,0.126892714,0.083726125,0.079029105,0.087826495,0.061653946,0.383324251892187,0.296761626744699,2.87086470811498
"T2116",0.05210518,0.132259174,0.116525426,0.110538105,0.071199386,0.067318999,0.074597437,0.055253901,0.401282427012192,0.250029087854138,2.79769971996218
"T2117",0.059195654,0.139576798,0.125462946,0.119399211,0.078879799,0.075014976,0.082357815,0.061958187,0.35086271276543,0.382992364449041,3.00586852028362
"T2118",0.074528794,0.126787111,0.089772472,0.110596377,0.084218897,0.08200096,0.086421232,0.075612333,0.0481500954295998,1.66306117352851,5.00995863553272
"T2134",0.055934305,0.136764425,0.122007554,0.116050103,0.077462135,0.073435916,0.081052508,0.059043435,0.362713965101716,0.351213836887127,2.95611570034748
"T2135",0.060119525,0.148869457,0.069288007,0.127986224,0.086546326,0.081732329,0.090873184,0.064139538,0.378601879684052,0.30915482070703,2.89026763187978
"T2136",0.059809979,0.157158876,0.054927512,0.134365234,0.086367659,0.081143253,0.090655136,0.064102666,0.479033299112752,0.0525799427523681,2.48857111909626
"T2110",0.054622909,0.133798871,0.119644512,0.113893342,0.075193405,0.07148089,0.078516555,0.058217659,0.36664500992363,0.340752356807516,2.9397370895496
"T2111",0.05802306,0.140432651,0.128214421,0.123148002,0.084446681,0.079803778,0.08840041,0.062033351,0.336557657541715,0.421876292672113,3.06674563535836
"T2128",0.051917181,0.134717923,0.118873092,0.112752643,0.07212446,0.06860757,0.07613185,0.054889208,0.41336327874613,0.218901783034421,2.74896646167085
"T2129",0.058169617,0.150108921,0.136195955,0.130024233,0.083394094,0.07829985,0.088510105,0.061413859,0.408396918957378,0.23167063870359,2.76895752562625
"T2130",0.067627396,0.145856185,0.11982731,0.125156233,0.089485284,0.085728323,0.093021134,0.071535422,0.221101864716077,0.768477202840228,3.60938791605246
"T2120",0.056275703,0.133683769,0.05638157,0.111689941,0.068059379,0.06421409,0.072126851,0.056299675,0.438321801624373,0.155225427177211,2.64927404322946
"T2121",0.061746604,0.113813952,0.09780438,0.09148981,0.064017836,0.062264021,0.065502514,0.061296749,0.198121953849506,0.848348512520941,3.73443533622843
"T2122",0.05893611,0.153589317,0.139039942,0.132965835,0.08882081,0.083928709,0.093514603,0.064539718,0.383337092693491,0.296727990810114,2.87081204731773
"T2124",0.077054556,0.153863239,0.138093988,0.136157981,0.099749645,0.096078045,0.103211709,0.080932625,0.17200121861679,0.946286578220507,3.88776827269476
"T2137",0.052385199,0.154798596,0.13835852,0.131064159,0.082015028,0.076799792,0.086446794,0.057648903,0.471873854168337,0.070560299114252,2.51672136711255
"T2138",0.057837029,0.129618687,0.053356954,0.108583079,0.072531151,0.069004001,0.075214723,0.059769697,0.374093911633115,0.321029779896874,2.90885920145991
"T2139",0.056304695,0.148105346,0.134957774,0.129187481,0.085332814,0.080358045,0.089599429,0.0608341,0.397525787878045,0.259756540944396,2.81292912985519
"T2142",0.063911398,0.123791258,0.064439026,0.107701854,0.078073019,0.07519893,0.080699609,0.065677541,0.194207337994783,0.862495922381598,3.75658468012074
"T2112",0.073644713,0.117386902,0.094763476,0.100652468,0.076083149,0.074197984,0.078539155,0.072135844,0.0374173569437055,1.7814760511059,5.19535029883083
"T2141",0.060294873,0.135197068,0.0626024,0.117043478,0.082325883,0.077757944,0.08778234,0.063605664,0.31609952498352,0.478633966461801,3.15560608739004
"T2087",0.039570469,0.06772046,0.101562162,0.079858588,0.040262898,0.056693211,0.073781857,0.039944579,0.407105282927888,0.234997638827259,2.77416631441478
"T2088",0.039883419,0.083569654,0.086231951,0.084883605,0.034701706,0.051273184,0.066945221,0.046801044,0.376582809086981,0.314467998324885,2.8985860024775
"T2084",0.041994308,0.091764687,0.041555324,0.041577582,0.052233815,0.058881156,0.068852131,0.041639421,0.342638004604324,0.405274145059146,3.04075312645021
"T2085",0.033452256,0.076715886,0.089583318,0.070781747,0.033049821,0.049232265,0.065951832,0.034443542,0.459817199646704,0.10089426052949,2.56421255805278
"T6031",0.052167996,0.136617335,0.142193766,0.154349988,0.092865052,0.11751266,0.118321946,0.052098377,0.411670087074008,0.223250983284553,2.75577561846673
"T6033",0.049444914,0.146666239,0.12745486,0.154349988,0.10034281,0.11751266,0.118321946,0.046473425,0.436859990943155,0.15893513106731,2.65508199733624
"T6035",0.14611359,0.078564892,0.120992101,0.154349988,0.071862807,0.11751266,0.118321946,0.053981481,0.353539802932446,0.375781145583489,2.99457855497485
"T6037",0.090846303,0.069771884,0.104351854,0.154349988,0.073426815,0.11751266,0.118321946,0.066233606,0.290238884779505,0.552686981178464,3.27154431957365
"T6039",0.079770855,0.072207857,0.081721746,0.154349988,0.070755427,0.11751266,0.118321946,0.072415351,0.323234508860872,0.458672983433711,3.12435494800323
"T6044",0.049939423,0.180630705,0.147793194,0.154349988,0.120299838,0.11751266,0.118321946,0.050600966,0.473320575173878,0.0669253268219332,2.51103041363523
"T6046",0.046622578,0.066533849,0.102240238,0.154349988,0.106944298,0.11751266,0.118321946,0.050830234,0.465623349878445,0.0862763985223912,2.5413266689922
"T6048",0.108793613,0.064125862,0.094952498,0.154349988,0.068431603,0.11751266,0.118321946,0.053961391,0.382075556656637,0.300034141680907,2.87598819428161
"T6050",0.075789365,0.086646215,0.101698593,0.154349988,0.076246805,0.11751266,0.118321946,0.066426521,0.265386830818443,0.626825446088201,3.38761633353999
"T6052",0.069323952,0.072100532,0.076048579,0.154349988,0.070123344,0.11751266,0.118321946,0.071503905,0.374837952490815,0.319066738915269,2.90578584243486
"T6061",0.093047445,0.060834799,0.060619419,0.154349988,0.066276236,0.11751266,0.118321946,0.060356691,0.458058384447398,0.10532645849735,2.57115165700841
"T6063",0.110435962,0.06222982,0.069129448,0.154349988,0.061529559,0.11751266,0.118321946,0.06049493,0.438375019733927,0.155090413745498,2.64906266468325
"T6068",0.042091724,0.091868109,0.145823036,0.154349988,0.115841176,0.11751266,0.118321946,0.042145498,0.491951367628084,0.0201762982966866,2.43783960912503
"T6072",0.133075176,0.060824894,0.06583816,0.154349988,0.081691581,0.11751266,0.118321946,0.059496396,0.424425834137497,0.190583819144764,2.70463153911614
"T6074",0.129204801,0.067242398,0.092720586,0.154349988,0.081078105,0.11751266,0.118321946,0.066471945,0.289187456207069,0.555760030822018,3.27635552063615
"T6105",0.041094099,0.134957716,0.128022796,0.154349988,0.12739116,0.11751266,0.118321946,0.041682844,0.468178710530568,0.0798489136008636,2.53126372635523
"T6078",0.048415542,0.077913501,0.078063866,0.085911295,0.07777864,0.093635382,0.123658562,0.060146547,0.223976220757471,0.758833034820061,3.59428889820129
