"","amn","mipA","phnC","phnD","phnE_1","phnF","phnG","phnH","phnI","phnJ","phnK","phnL","phnM","phnN","phnO","phnP","phoA","phoB","phoE","phoH","psiF","ydfH","yegH","yhjC","ytfK","pval","z","inv_cof_var"
"T5302",0.136067283,0.308359352,0.065414988,0.072329251,0.10908649,0.080216071,0.069627161,0.178944603,0.365749607,0.098785683,0.163510898,0.145332268,0.126420788,0.07300854,0.119758404,0.174555498,0.155705689,0.067737217,0.158183426,0.091357563,0.078655347,0.314440657,0.10290745,0.06620586,0.07588099,0.321664424019586,0.463049553698852,1.65501105755169
"T5304",0.149766238,0.256127274,0.063693101,0.081321323,0.109601805,0.067619315,0.088601807,0.171943975,0.368112758,0.053302212,0.167068247,0.062100467,0.102120859,0.071848618,0.124790026,0.181579913,0.091953394,0.088196262,0.097076235,0.095397296,0.083600437,0.326799099,0.055992973,0.067709258,0.083534383,0.4072341655664,0.23466554627987,1.50782570465025
"T5306",0.137204513,0.230885642,0.065833317,0.074330751,0.105264727,0.071965893,0.07448262,0.17986343,0.366607313,0.102006405,0.161901104,0.072574602,0.129538759,0.063631205,0.118252754,0.174991609,0.07462101,0.071339974,0.181777456,0.089317641,0.078776916,0.324164233,0.089090942,0.065036276,0.077152624,0.360545164254204,0.357001973251272,1.58666717161626
"T5308",0.135984763,0.206067461,0.089041753,0.074375426,0.103469177,0.086504097,0.074656591,0.172836336,0.39149612,0.059845903,0.160515821,0.068058875,0.127004115,0.084620523,0.116056109,0.172975919,0.131816221,0.071873072,0.167316722,0.088273318,0.078974763,0.333696733,0.060637292,0.068092276,0.077583355,0.377334214483178,0.312489648249156,1.55798056462507
"T5310",0.130413774,0.232850654,0.086766173,0.077625646,0.097799803,0.090531581,0.080066098,0.151479777,0.380076679,0.112326833,0.153382643,0.075238167,0.118267262,0.149122741,0.088178792,0.168766536,0.094957436,0.078346612,0.089419846,0.085198757,0.080230163,0.328864394,0.053657884,0.075236971,0.079490093,0.358602515924799,0.362196718145417,1.59001499955359
"T5312",0.151121204,0.232442484,0.058306731,0.086137069,0.11071748,0.059899947,0.094406165,0.180246364,0.366205883,0.092591574,0.166526897,0.059572819,0.100463702,0.058828939,0.091267888,0.180675458,0.059985121,0.095089607,0.065032136,0.096903463,0.087351211,0.310445767,0.071582856,0.07016991,0.087604845,0.400977301735678,0.250818285667875,1.5182355694828
"T5314",0.139076829,0.225505146,0.075750428,0.075942852,0.108386837,0.082491703,0.075645435,0.148852507,0.367810974,0.068017728,0.163608014,0.077751878,0.131784912,0.077826426,0.120132887,0.176312152,0.082037944,0.073511064,0.158019845,0.092012155,0.080859865,0.323374981,0.067958164,0.071924662,0.079383549,0.349455566253923,0.386790740810328,1.60586497060064
"T5316",0.133877663,0.207884624,0.078195576,0.070196994,0.102977933,0.077709619,0.069858254,0.146378684,0.393716892,0.049467308,0.159622482,0.063637548,0.154228771,0.085311073,0.11574409,0.172315172,0.111142081,0.067407156,0.117476545,0.087741983,0.075168685,0.329103537,0.048408562,0.065537755,0.072768382,0.433064462076491,0.16857757054535,1.46523435974411
"T5318",0.126366676,0.223035901,0.087288996,0.075292512,0.09308722,0.091578246,0.075390982,0.162629056,0.396234879,0.103089863,0.149614516,0.075906598,0.114106874,0.104976704,0.105272674,0.16492846,0.093146502,0.07512815,0.085584377,0.081254994,0.075647143,0.327233213,0.068572286,0.075933507,0.075360612,0.391363554424431,0.27576689918374,1.53431406169525
"T5545",0.113245441,0.329274023,0.074430944,0.086667729,0.116773894,0.06308357,0.0995297,0.123850772,0.328622293,0.093720922,0.069599261,0.214912163,0.096341652,0.129277458,0.152076698,0.217068152,0.211692404,0.074705998,0.118633017,0.072040546,0.094853098,0.161032154,0.105673092,0.079757013,0.10615089,0.240920985303483,0.703343078271157,1.80987166978897
"T5553",0.098168507,0.334120325,0.10286416,0.092717098,0.105614536,0.089754319,0.087062935,0.138810776,0.379762403,0.090208151,0.110801902,0.207043617,0.105858705,0.075333046,0.089764802,0.21945037,0.199979522,0.160543017,0.116231848,0.0744494,0.095178509,0.289364154,0.084889693,0.078418114,0.079924053,0.322553231605843,0.460570942056432,1.65341368068885
"T5547",0.086916653,0.361811411,0.0760804,0.076116355,0.094309511,0.084976984,0.081957499,0.074551157,0.357420528,0.087901069,0.110428829,0.199825428,0.087768201,0.080533848,0.105157995,0.189866042,0.185101547,0.067865637,0.083809734,0.083353032,0.074931099,0.363424749,0.103898395,0.068502708,0.068032249,0.486952273324596,0.0327116335204836,1.37767360575662
"T5549",0.110087625,0.361650831,0.073645129,0.066644874,0.108517181,0.069920996,0.107166213,0.150196155,0.371732151,0.06664951,0.068991779,0.216143964,0.074823044,0.066310388,0.118710704,0.207372058,0.208574921,0.131067972,0.117354101,0.090968847,0.097331152,0.353142405,0.068016481,0.070788766,0.072672764,0.449730313893103,0.126342737329146,1.43801551503641
"T5551",0.10859099,0.35682787,0.062770523,0.121196635,0.116752099,0.084580588,0.08459743,0.178070622,0.352810674,0.093891813,0.063245521,0.229679918,0.081745839,0.063052785,0.116287633,0.237719487,0.216778169,0.13273057,0.140357863,0.084158783,0.106630753,0.084655184,0.1073576,0.081105134,0.062741749,0.342110582447336,0.406709768696417,1.61870207413517
"T5555",0.063932895,0.065362222,0.070009494,0.088933793,0.109104873,0.164925382,0.092304425,0.134931356,0.122004491,0.070619062,0.129746607,0.20095783,0.113751899,0.169365862,0.09579047,0.202674758,0.067837753,0.145003534,0.090213969,0.183277107,0.075454378,0.302115667,0.143945583,0.066049696,0.156025161,0.102146132744607,1.269417310331,2.17468633678662
"T5557",0.127246812,0.191881798,0.084779172,0.115838809,0.10817798,0.192727074,0.126538012,0.12892403,0.229985125,0.18346097,0.11908116,0.191415002,0.085521169,0.179951646,0.099174734,0.19341019,0.125763474,0.142821656,0.099923985,0.136436675,0.08502545,0.255888471,0.139153768,0.090174999,0.136273825,0.0047234921761526,2.59544018891099,3.02926082098478
"T5559",0.200166432,0.326348385,0.077895241,0.092188379,0.130150338,0.060673406,0.075621008,0.156755785,0.374241256,0.117987032,0.075430457,0.220740741,0.086492955,0.077234908,0.113120248,0.227117033,0.211844939,0.129231839,0.096372592,0.104903854,0.110399888,0.304111832,0.07898292,0.085830354,0.076129208,0.322257177772051,0.461396230371124,1.6539455495934
"T5561",0.068912346,0.346832406,0.100991324,0.091963022,0.111861356,0.093722542,0.09692903,0.137272941,0.363708427,0.098975966,0.105536445,0.216318597,0.100299058,0.108247465,0.084445603,0.232223879,0.205022999,0.194214893,0.137550453,0.087654656,0.094783725,0.334727936,0.089145545,0.086257281,0.087997255,0.313817810284165,0.485057412301471,1.66919433803459
"T5563",0.106081031,0.153570357,0.067389424,0.111706918,0.115633134,0.178461997,0.115442522,0.138331171,0.259808353,0.069407303,0.067829993,0.194033686,0.133021773,0.204893761,0.081919075,0.200281366,0.0910351,0.18901668,0.067562853,0.166869241,0.076956265,0.291420888,0.145312619,0.079802489,0.072027005,0.107117820066813,1.24200249870524,2.1570184677906
"T5569",0.093858017,0.188383562,0.069653994,0.090321537,0.102255678,0.147170464,0.248838054,0.116398523,0.075951057,0.06440727,0.136127984,0.17844696,0.249533394,0.105735191,0.102100288,0.187272523,0.133695917,0.13342189,0.1006462,0.219207277,0.064441538,0.272903982,0.147882391,0.06605535,0.100025581,0.0967403456721887,1.30035101319437,2.19462200576777
"T5565",0.123240585,0.089943499,0.115295569,0.081551457,0.123082321,0.159586199,0.061298803,0.128217461,0.266028328,0.106837453,0.107106315,0.181325802,0.138997833,0.148969817,0.106977027,0.179322721,0.109851789,0.147864767,0.110144842,0.119901817,0.107083831,0.238651203,0.135255145,0.12599051,0.127834876,0.00628280290920403,2.49584905781743,2.96507788654241
"T5567",0.090236738,0.15185226,0.080055956,0.07598116,0.116248078,0.18270357,0.070288712,0.133926296,0.247471391,0.139059391,0.104422735,0.178127866,0.118054869,0.182295571,0.146239878,0.180210507,0.153281758,0.149874729,0.098703633,0.18069899,0.089601993,0.274155803,0.142124265,0.107599783,0.112651989,0.0144667524637542,2.18439132779547,2.76435448027051
"T5571",0.121370769,0.14662229,0.094436492,0.144654175,0.102913771,0.160323469,0.145417241,0.115054048,0.268027117,0.085317679,0.091443826,0.172197058,0.1156826,0.160418071,0.094242339,0.175848823,0.116170503,0.137518944,0.113349134,0.136845898,0.120755637,0.160395641,0.117892005,0.140136714,0.112937592,0.000362949805915767,3.37960542563547,3.53462736746366
"T5577",0.100174761,0.070535114,0.089772815,0.104440326,0.100887292,0.272674346,0.080782945,0.127432691,0.268050014,0.14234831,0.098526002,0.155369733,0.114777096,0.174217102,0.096216324,0.151511726,0.098385573,0.106728217,0.092103668,0.235169209,0.090412974,0.269461608,0.117513056,0.090696187,0.126289974,0.0977920420603743,1.29423551130224,2.19068078276211
"T5573",0.111031095,0.122478783,0.112157846,0.129581645,0.094277592,0.146976478,0.107186052,0.106084486,0.290298634,0.103885699,0.12589771,0.166586941,0.103922359,0.128165358,0.092324094,0.164913236,0.141251867,0.118106493,0.09466228,0.163552052,0.093495068,0.291220242,0.116868134,0.118869412,0.109409076,0.028507617666022,1.9031940034822,2.58313282696068
"T5575",0.076864994,0.155909384,0.076088819,0.197381635,0.121336182,0.194766518,0.115663158,0.148447662,0.07796515,0.113485228,0.126244997,0.197606942,0.08310631,0.180677296,0.189595365,0.192454108,0.080589352,0.159675109,0.080746301,0.101816721,0.081950592,0.286262905,0.151514376,0.071459399,0.074052586,0.0564413185107372,1.58536848572445,2.37830560844866
"T1710",0.109776371,0.259130799,0.051601007,0.023173615,0.052876194,0.055345548,0.037979993,0.01933759,0.065673567,0.024559724,0.062746586,0.057395147,0.052994894,0.06072721,0.041081098,0.042239595,0.061188778,0.065203985,0.051434757,0.048946,0.089248872,0.079840901,0.090310157,0.061011394,0.050450356,0.461951275758097,0.0955190603401451,1.41815075380983
"T1711",0.037702348,0.0614506,0.049540952,0.077859258,0.050470742,0.058473986,0.046188897,0.014505808,0.070006224,0.042298521,0.067798102,0.058349874,0.051359145,0.063828968,0.084290914,0.091147691,0.063192983,0.071905674,0.044787787,0.086918204,0.078560458,0.09920234,0.115497156,0.064565651,0.110101417,0.0100442277070041,2.32469162529847,2.85477302154022
"T1712",0.058220907,0.03740731,0.053738665,0.052389589,0.051504708,0.055979175,0.086151193,0.082650259,0.064601635,0.070936375,0.063293097,0.056855264,0.051773953,0.05156333,0.084290914,0.091147691,0.061170957,0.0663727,0.039256909,0.086918204,0.045506147,0.087950776,0.100757214,0.057777664,0.098563862,0.000243935087658532,3.48732934066658,3.60405159129161
"T1713",0.043543323,0.187717946,0.036491573,0.059771446,0.037053465,0.038337311,0.068806628,0.09206039,0.044779876,0.049493523,0.043503209,0.038805649,0.036870699,0.03749247,0.084290914,0.091147691,0.041675444,0.046156603,0.148854317,0.086918204,0.045907513,0.064335022,0.076044538,0.03910348,0.072539929,0.271447872718033,0.608439914571084,1.74870996324692
"T5774",0.177916805,0.402492865,0.096646596,0.101885821,0.079575738,0.070054779,0.100623349,0.098618165,0.405092669,0.116918843,0.086735248,0.225876435,0.140625743,0.104621907,0.134230533,0.102370352,0.087503572,0.118248772,0.089099862,0.079642118,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.406545792791922,0.236439580897812,1.50896900673279
"T5778",0.192649187,0.389869642,0.115036635,0.107797272,0.079575738,0.081514782,0.093536243,0.133308529,0.409865243,0.126841728,0.086735248,0.222849865,0.148915126,0.119652289,0.134647606,0.09566835,0.087503572,0.07671694,0.094138134,0.093702767,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.373269338450721,0.323206739913183,1.56488734823253
"T5779",0.174690382,0.392556267,0.082550173,0.105218105,0.079575738,0.085810047,0.09224118,0.12598347,0.422371645,0.12550688,0.086735248,0.222457587,0.149651182,0.114155916,0.129645744,0.08571208,0.087503572,0.088680897,0.098966063,0.093177411,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.406863686501168,0.235620231426962,1.50844096520143
"T5780",0.187462213,0.396536268,0.092249053,0.113257671,0.079575738,0.093211359,0.085231603,0.119393323,0.401305239,0.126535244,0.086735248,0.241696828,0.157915826,0.11793369,0.139140827,0.09766929,0.087503572,0.064853492,0.143764971,0.089045628,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.373744571650512,0.321951887896833,1.56407864083242
"T5781",0.164758225,0.408474017,0.080877602,0.089010708,0.079575738,0.10419908,0.088874585,0.111178579,0.411567509,0.106315019,0.086735248,0.21612817,0.133010694,0.093598419,0.109691195,0.108252274,0.087503572,0.14247443,0.148954485,0.076877976,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.406666014261437,0.236129699581466,1.50876929926895
"T5782",0.151306548,0.412887529,0.10015812,0.086653539,0.079575738,0.086700226,0.081894683,0.108670705,0.411026994,0.10133207,0.086735248,0.226804257,0.127875374,0.091864936,0.116166886,0.100061301,0.087503572,0.151318343,0.129877816,0.072965975,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.428773479040851,0.17949765549191,1.47227196528724
"T5783",0.179554619,0.400806971,0.07791803,0.100828345,0.079575738,0.074525802,0.090056437,0.100078634,0.399641764,0.124238209,0.086735248,0.239253991,0.154858193,0.109676656,0.142340244,0.117940816,0.087503572,0.122369696,0.06369066,0.085692817,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.407324191036861,0.234433592547813,1.50767621873705
"T5786",0.175176883,0.402921318,0.09694786,0.105715636,0.079575738,0.069388502,0.055905298,0.125032017,0.421939011,0.118330469,0.086735248,0.223954463,0.139943298,0.117019331,0.14347773,0.109604677,0.087503572,0.10572948,0.106607011,0.111395006,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.409599966480971,0.228574130756134,1.50390000445056
"T5788",0.203245146,0.387234088,0.089587112,0.101150128,0.079575738,0.092074414,0.111606929,0.130045951,0.388477964,0.123335189,0.086735248,0.229761562,0.144743292,0.105706816,0.143554619,0.101825556,0.087503572,0.088255954,0.111222284,0.096204892,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.337323241034993,0.419779582019559,1.62712510299811
"T5790",0.163514556,0.405988129,0.09049246,0.096956572,0.079575738,0.078354064,0.098388662,0.128292146,0.431835739,0.117748891,0.086735248,0.227816918,0.139662468,0.112619282,0.140555939,0.140731042,0.087503572,0.098710577,0.097310373,0.097362726,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.408355185562142,0.23177809543608,1.50596484549364
"T5792",0.199102591,0.391306731,0.04617768,0.117481434,0.079575738,0.09052124,0.121460761,0.146508994,0.40382652,0.127878143,0.086735248,0.238321645,0.155458341,0.119235489,0.150803299,0.190525599,0.087503572,0.063244707,0.086574075,0.071020131,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.38152787449801,0.301470490607812,1.55087911026123
"T5794",0.149794624,0.403124883,0.070965885,0.091569778,0.079575738,0.10057947,0.095791734,0.116508528,0.438718464,0.10878069,0.086735248,0.20476464,0.130390069,0.105278107,0.129721418,0.091315483,0.087503572,0.093691346,0.104688676,0.08988231,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.450897991079544,0.123392896122412,1.43611444751455
"T5798",0.170243571,0.393624935,0.172452298,0.097599619,0.079575738,0.105950812,0.12218946,0.121171657,0.447655206,0.113829664,0.086735248,0.216524862,0.137372241,0.107698626,0.135817005,0.113113064,0.087503572,0.096512662,0.09703466,0.13214446,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.369216309481252,0.33392968490466,1.57179790410091
"T5800",0.187374923,0.395636292,0.080129987,0.088960999,0.079575738,0.111444678,0.099147199,0.10442559,0.408172335,0.107325541,0.086735248,0.22047288,0.134802428,0.096853148,0.128239777,0.095091955,0.087503572,0.081278766,0.132538083,0.081945954,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.405511981635036,0.239105259873604,1.51068694182469
"T5802",0.176499825,0.397506803,0.105564782,0.097331757,0.079575738,0.090975677,0.102036268,0.122616545,0.411289779,0.111650092,0.086735248,0.227450656,0.140086523,0.108539484,0.139296871,0.105172016,0.087503572,0.09781723,0.098500678,0.089701134,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.381929495256248,0.300417141049479,1.55020026401352
"T5804",0.20518093,0.395584197,0.075091923,0.114497885,0.079575738,0.115871776,0.090359447,0.139109933,0.422923762,0.130219238,0.086735248,0.231539897,0.161790441,0.124646427,0.145451858,0.082853899,0.087503572,0.083792855,0.08079786,0.089169863,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.399231388803149,0.255337061272761,1.52114775930557
"T5806",0.182104083,0.408306136,0.087355888,0.103983388,0.079575738,0.06970974,0.105659126,0.123655279,0.425661831,0.122958404,0.086735248,0.231055688,0.147205236,0.112039794,0.13653865,0.123766403,0.087503572,0.113424916,0.081706716,0.089970734,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.411782954341492,0.222960937387672,1.50028250138553
"T5808",0.182462519,0.407964838,0.078166404,0.112499046,0.079575738,0.100343763,0.117138032,0.123074689,0.44520131,0.124627963,0.086735248,0.227993284,0.148348654,0.118482424,0.142106746,0.130973922,0.087503572,0.082336417,0.081820759,0.084259419,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.42302924921706,0.194149915227867,1.48171482446294
"T5810",0.189004416,0.390236954,0.081389679,0.085118433,0.079575738,0.111102527,0.070759849,0.112157258,0.397470305,0.107806499,0.086735248,0.220410773,0.132945739,0.095171726,0.131339624,0.175802359,0.087503572,0.071503936,0.14519652,0.105600365,0.101127282,0.117318969,0.106812703,0.067866431,0.11338749,0.371277447026879,0.328471891028144,1.56828055046982
