"","amn","mipA","phnC","phnD","phnE_1","phnF","phnG","phnH","phnI","phnJ","phnK","phnL","phnM","phnN","phnO","phnP","phoA","phoB","phoE","phoH","psiF","ydfH","yegH","yhjC","ytfK","pval","z","inv_cof_var"
"T4108",0.044224484,0.327482821,0.049114311,0.077304785,0.131580701,0.046685979,0.151289758,0.05866726,0.280627591,0.113142813,0.097841136,0.162890463,0.048417399,0.101245298,0.081734734,0.081406561,0.059599034,0.070921938,0.119832285,0.0885051,0.04482111,0.331802361,0.146220356,0.057598952,0.06771644,0.494925377905432,0.0127205342728178,1.36479005479827
"T4110",0.073648866,0.232116972,0.078144911,0.056863183,0.081289045,0.059651091,0.056578031,0.058388358,0.248431856,0.124456433,0.114962907,0.121115752,0.062470589,0.105265768,0.070349208,0.082524122,0.084456222,0.093483478,0.057524614,0.105079075,0.076410851,0.321340605,0.145774682,0.05880856,0.104003489,0.348896412176953,0.38830163918581,1.60683869075341
"T4112",0.129431749,0.197314376,0.057813657,0.042638799,0.068328051,0.067313944,0.058459577,0.039016407,0.039961998,0.118681459,0.128637082,0.12086673,0.088320204,0.113791393,0.116272383,0.049422694,0.154601017,0.098051212,0.036316779,0.089722434,0.097840229,0.331088672,0.120923893,0.07913774,0.124618542,0.324794446765197,0.454333380961801,1.64939379487752
"T4114",0.110626055,0.326284321,0.038279988,0.04664018,0.078483088,0.044005296,0.075310124,0.081545748,0.05863307,0.11110027,0.130018448,0.125057755,0.118756821,0.089440725,0.093842882,0.040021648,0.044092146,0.08170608,0.091430839,0.049308047,0.064175887,0.311988022,0.16327195,0.104090929,0.064287064,0.476195355016965,0.0597048485600917,1.39506977077907
"T4116",0.135421518,0.322382288,0.061891544,0.122892931,0.067326176,0.051909124,0.051885646,0.071622296,0.118444371,0.148860201,0.127215561,0.075370624,0.059960151,0.062583569,0.091096758,0.060448193,0.096157026,0.095537485,0.06110541,0.08840907,0.067420347,0.349490786,0.136774316,0.067984911,0.083628796,0.45416935569359,0.115134251822492,1.43079204561124
"T4118",0.104896128,0.312416148,0.063693987,0.08746705,0.057836155,0.076736418,0.113811125,0.073698019,0.096996683,0.14756347,0.129184036,0.115364384,0.055440511,0.115264625,0.096229807,0.056235692,0.115496333,0.086559148,0.076810059,0.106702956,0.092874102,0.327011478,0.13515963,0.116370963,0.093616431,0.289760515803278,0.554084479248998,1.71367982247477
"T4833",0.080029891,0.334594859,0.104868052,0.090900888,0.134293707,0.08165854,0.106040941,0.092180701,0.405873722,0.121480553,0.122305011,0.101138926,0.106804306,0.099412195,0.12405292,0.178511292,0.089915155,0.098601732,0.080615621,0.083912745,0.12136396,0.347275671,0.135401484,0.08756595,0.076676164,0.393249193561438,0.270860420717399,1.53115201119648
"T4835",0.122482832,0.321186835,0.073550929,0.106795382,0.089148275,0.076054921,0.117989185,0.110236537,0.324378782,0.117637801,0.133507964,0.112359646,0.126220453,0.111871238,0.128527634,0.17962707,0.107048189,0.116622945,0.11621669,0.106040489,0.076953925,0.331180919,0.133149078,0.071832608,0.103168536,0.233507309194072,0.727345031941141,1.82534007347085
"T4837",0.120720454,0.322007101,0.064572418,0.116282674,0.05709987,0.070343607,0.070910888,0.118956152,0.154729473,0.129397394,0.125592605,0.125663056,0.116962537,0.115200982,0.153244668,0.185942006,0.051187542,0.08882411,0.123188872,0.115546168,0.061268535,0.291475105,0.151454436,0.063249826,0.12190525,0.193865812171199,0.863738381000415,1.91324072571691
"T4839",0.096486189,0.256694194,0.078324598,0.097753672,0.10179673,0.078636552,0.09682586,0.11752629,0.382924968,0.078257327,0.106421229,0.099953015,0.113600487,0.107610316,0.129378425,0.148007905,0.090907257,0.089115568,0.112087518,0.105148153,0.086357732,0.337720665,0.130085014,0.07862774,0.097241768,0.329545323874955,0.441169008452269,1.64090982598916
"T4841",0.08534648,0.343451875,0.054738315,0.103375388,0.065387194,0.063951046,0.102089969,0.136948301,0.337602242,0.097001645,0.151326143,0.072038593,0.080855012,0.115169121,0.135406108,0.186164475,0.165217737,0.076553783,0.126504111,0.113028387,0.08384111,0.341475339,0.1437411,0.049255679,0.113328025,0.372410275497192,0.325476387059993,1.5663500549257
"T4843",0.126841737,0.328626188,0.081278842,0.095057461,0.12220361,0.080902061,0.105373546,0.094994401,0.395483652,0.120768534,0.139591826,0.126971644,0.113439983,0.101881611,0.117966607,0.149765162,0.084137372,0.079934357,0.10804992,0.102227646,0.080708168,0.338871553,0.125008808,0.09273223,0.093905064,0.350697049999602,0.383439257769789,1.60370505923189
"T4846",0.115262994,0.314336436,0.072942218,0.060743843,0.094402935,0.061546493,0.099824276,0.077816898,0.064192076,0.153387827,0.166161645,0.138264387,0.103231304,0.10438339,0.140162242,0.156820893,0.115085411,0.061177684,0.060745482,0.096526826,0.163415613,0.31403607,0.124685287,0.084943644,0.126903243,0.226456034160454,0.750569025191181,1.84030710938951
"T4848",0.089223493,0.295284218,0.096504008,0.103618894,0.153366507,0.065962242,0.096113778,0.090785819,0.171624987,0.127823317,0.120459679,0.085287996,0.115243572,0.090528229,0.089045195,0.098092378,0.08980322,0.115182762,0.127931182,0.089042824,0.154259515,0.343440123,0.129908607,0.136505389,0.083910383,0.167418122633663,0.964418311531123,1.97812535259041
"T4850",0.072755233,0.308576459,0.073215885,0.108294242,0.071107665,0.076357806,0.087470675,0.124426937,0.109956433,0.112397947,0.140354304,0.154054277,0.086130602,0.12210037,0.128566625,0.16870571,0.07149049,0.086793978,0.118085021,0.119180895,0.070197478,0.335152136,0.144796046,0.074040656,0.112734242,0.21942086843141,0.774150601155904,1.85550459462311
"T4852",0.186191146,0.312134658,0.08205673,0.140374346,0.086484856,0.082939045,0.193331229,0.080213561,0.384105139,0.08907386,0.177818513,0.118531735,0.1396993,0.106154182,0.145132136,0.204421806,0.081356005,0.119758159,0.11985984,0.108855442,0.080792829,0.30513344,0.132248055,0.087597983,0.119353128,0.229485234998816,0.740543180984032,1.83384581013112
"T4854",0.073711809,0.06531801,0.075131756,0.118639072,0.136847408,0.082851779,0.131904279,0.117934505,0.065754851,0.144367044,0.119542746,0.116075198,0.077659745,0.130618445,0.120416758,0.153458029,0.14497063,0.10328663,0.136385497,0.117915022,0.142716053,0.305409342,0.154832083,0.065448422,0.118276054,0.0373414046569707,1.78240746337637,2.50529020683971
"T4856",0.10432351,0.266711108,0.086786159,0.104010207,0.141225907,0.086782844,0.119882057,0.099515752,0.30324076,0.106702462,0.104571629,0.086835121,0.125247435,0.113174725,0.116468003,0.176018277,0.1497121,0.086848488,0.109075522,0.122631514,0.134648657,0.333256419,0.139681438,0.1043543,0.095378028,0.137004977779053,1.09387465599179,2.06155535261585
"T7010",0.10565278,0.29656708,0.138086141,0.111374912,0.100284273,0.16185297,0.106240754,0.104526799,0.249529814,0.103490447,0.230536911,0.316823021,0.095456497,0.302419097,0.139881443,0.100838834,0.110384957,0.107960479,0.102777341,0.108875072,0.183641913,0.104238061,0.095660754,0.131890143,0.12491441,0.123718983816205,1.15659475141786,2.10197621869849
"T2768",0.10444189,0.271666793,0.060695429,0.034916169,0.065966526,0.052397607,0.039497106,0.038692966,0.034961121,0.034706126,0.036946509,0.046869595,0.064275453,0.040972213,0.084290914,0.091147691,0.038191571,0.034575669,0.075769914,0.086918204,0.092345793,0.063145346,0.0968374,0.036600035,0.08753038,0.463086377881965,0.0926611578272162,1.41630893749933
"T2774",0.209188174,0.211933903,0.043476235,0.056370937,0.043892419,0.043358622,0.045937342,0.046864573,0.051566544,0.05519691,0.049384241,0.043871778,0.043845639,0.044821401,0.084290914,0.091147691,0.046975392,0.053649779,0.045136949,0.086918204,0.122189304,0.094315851,0.128910209,0.047879447,0.119304812,0.370830832953111,0.329653668118797,1.56904216368479
"T2770",0.1462709,0.258205433,0.053619141,0.044982506,0.055061102,0.051143799,0.045905587,0.045862989,0.044478287,0.04478632,0.044895019,0.049211443,0.054313852,0.047950755,0.084290914,0.091147691,0.045396465,0.044694277,0.059929832,0.086918204,0.096630764,0.053922727,0.101930658,0.044822381,0.087517631,0.393250471776822,0.270857096994066,1.53114986917525
"T2765",0.070528782,0.287732565,0.088891417,0.049432321,0.094118538,0.081472746,0.064400971,0.064800563,0.053913087,0.049761634,0.061218453,0.075859286,0.093439291,0.069098551,0.084290914,0.091147691,0.062560138,0.05144241,0.101926107,0.086918204,0.061076149,0.044281727,0.063065861,0.059731823,0.058083623,0.299160642800465,0.526816122705746,1.6961063385596
"T2771",0.185660183,0.246853951,0.050977566,0.064322658,0.051019985,0.051377818,0.054928861,0.054741586,0.060067855,0.063682252,0.054745911,0.052144041,0.051016982,0.052860952,0.084290914,0.091147691,0.05549295,0.057668393,0.051792079,0.086918204,0.117380973,0.071046319,0.122697391,0.056719741,0.109161855,0.300236299898144,0.523721010732254,1.69411164920619
"T2766",0.046580082,0.270387984,0.061270597,0.039364407,0.065439278,0.051885675,0.042043424,0.04180218,0.038719262,0.039091373,0.040330404,0.048705256,0.065068363,0.044503458,0.084290914,0.091147691,0.041113694,0.038847896,0.073828342,0.086918204,0.091859229,0.067146433,0.096945276,0.039913876,0.088563588,0.443790323191158,0.141366210367073,1.44769760795474
"T2767",0.061597343,0.258112695,0.094292217,0.046018872,0.101367046,0.083983303,0.064299415,0.062680344,0.050702936,0.045955058,0.058706446,0.075919216,0.100574251,0.06854701,0.084290914,0.091147691,0.060991663,0.047780667,0.115639354,0.086918204,0.064411444,0.049234136,0.067268622,0.057086657,0.061768789,0.216129842280213,0.785330727211015,1.86270978739252
"T2769",0.149162135,0.263110423,0.068102977,0.07382301,0.068432138,0.067935284,0.069428893,0.069354025,0.072100079,0.073674268,0.070463533,0.068081179,0.068383807,0.068775355,0.084290914,0.091147691,0.069717945,0.072976272,0.069248797,0.086918204,0.107022535,0.074136254,0.096422257,0.07036331,0.100642222,0.118338987580603,1.18333104127106,2.11920680459542
"T0413",0.065923995,0.227393068,0.089518311,0.063743632,0.093101411,0.083231054,0.070749648,0.070857249,0.064632619,0.064031589,0.0681385,0.078762187,0.091988918,0.074338971,0.084290914,0.091147691,0.069725507,0.063954027,0.103155431,0.086918204,0.105778639,0.085620035,0.10844264,0.067953486,0.091588832,0.0206775935517204,2.03995119356696,2.67126796177994
"T0415",0.127752644,0.348283186,0.125950746,0.051289241,0.134239601,0.111415041,0.076864268,0.079310719,0.059080112,0.052371757,0.071066392,0.099875168,0.128581184,0.089471288,0.084290914,0.091147691,0.075463578,0.054604138,0.153316421,0.086918204,0.083546626,0.062975369,0.083789504,0.070044133,0.114755828,0.28780490447728,0.559808875692095,1.71736899195799
"T0409",0.119241312,0.36972641,0.08966942,0.03690675,0.085302816,0.067987868,0.051141551,0.061810121,0.075078496,0.076731739,0.050952029,0.101736229,0.085602371,0.059853607,0.084290914,0.091147691,0.062030186,0.042707461,0.103202172,0.086918204,0.064445382,0.041205733,0.065790937,0.092404457,0.070730001,0.496391504211001,0.00904528091519716,1.36242148499972
"T0411",0.135057711,0.357831704,0.073075967,0.043869952,0.07673491,0.065318583,0.053113034,0.059770818,0.088735174,0.067271533,0.05721758,0.089943783,0.077373519,0.05885216,0.084290914,0.091147691,0.06149606,0.044432528,0.091393869,0.086918204,0.07740191,0.045879626,0.080308793,0.082186423,0.098900733,0.455357134221847,0.112137646027431,1.42886083997895
"T0408",0.071394876,0.253499978,0.095412059,0.040847599,0.099478058,0.080600743,0.061943622,0.060007362,0.051105034,0.046260099,0.05886755,0.073209784,0.091149475,0.073190458,0.084290914,0.091147691,0.063769154,0.053020142,0.103961281,0.086918204,0.040113005,0.028636276,0.037829356,0.059477591,0.176715885,0.305521728716383,0.508584554734014,1.68435674279678
"T5994",0.077883589,0.07460483,0.083420423,0.103563341,0.121144912,0.07772426,0.074353565,0.113042429,0.355336234,0.087570691,0.074554969,0.129161764,0.122748148,0.113216078,0.129763355,0.112764366,0.133407364,0.096472561,0.093318188,0.078924022,0.104182022,0.074445817,0.07457405,0.079426603,0.100311601,0.1834863207289,0.902158566144534,1.9380011657008
"T5996",0.057837436,0.051858947,0.072176457,0.094660019,0.119709947,0.064981912,0.060590156,0.105664602,0.359084905,0.065921535,0.051929022,0.112347027,0.135800684,0.106240304,0.117812645,0.136039518,0.113484261,0.071792896,0.086977686,0.07247384,0.097641055,0.053444339,0.05193757,0.075803323,0.096463063,0.351895198791969,0.380208840225856,1.60162317026079
"T5998",0.076489022,0.071345168,0.079931009,0.100925551,0.116912989,0.075454253,0.073628618,0.109273259,0.346271525,0.084632903,0.073557891,0.111836265,0.122333586,0.108122896,0.107665848,0.102146307,0.140202107,0.084723471,0.10529866,0.094475252,0.100112066,0.080387623,0.10121488,0.104834617,0.091152132,0.153858771232837,1.02002302179841,2.01396060653908
"T6000",0.095119122,0.094524446,0.085642832,0.105439552,0.117694907,0.079099622,0.074127055,0.12819668,0.355943704,0.089897568,0.074044552,0.128037677,0.120043306,0.110711907,0.122525625,0.134773733,0.147560027,0.101259214,0.089441519,0.093970847,0.104161927,0.087331241,0.093948764,0.090055774,0.098716471,0.129280571004227,1.12979849624041,2.08470698728731
"T6002",0.080799424,0.091460172,0.079546665,0.094059171,0.110245194,0.075473854,0.07327354,0.1067641,0.35404802,0.081215515,0.085574861,0.124548113,0.124632423,0.102764491,0.126749132,0.112777877,0.107583707,0.090472637,0.099196208,0.090965112,0.097523913,0.081165617,0.08859933,0.098881832,0.096807506,0.16104702624385,0.990163821989992,1.99471741648027
"T6004",0.08287544,0.074219353,0.08783676,0.103486482,0.116927184,0.082155111,0.078868508,0.109326429,0.354505665,0.082499405,0.074301681,0.122494884,0.121625841,0.109087986,0.133129539,0.109120787,0.130780238,0.090271863,0.089544851,0.075977858,0.101197315,0.074777337,0.074744762,0.089807349,0.09782836,0.180636829198812,0.912940836869634,1.94494995489006
"T6006",0.081723162,0.080449117,0.08778025,0.104390964,0.121253325,0.082845027,0.07666113,0.090537872,0.348428766,0.085269144,0.071498416,0.124327073,0.123549714,0.112949678,0.125480468,0.12319116,0.142011645,0.097452511,0.107030997,0.086084978,0.105573667,0.071323012,0.073082954,0.094201819,0.099375447,0.150692707479874,1.03346698095702,2.02262475905796
"T6008",0.079931979,0.078708113,0.084894727,0.103781538,0.114626637,0.078318433,0.076596303,0.135580186,0.352074034,0.085081257,0.078672931,0.138901316,0.12948483,0.106512471,0.135630547,0.105777161,0.116733491,0.090962613,0.092507057,0.079705127,0.104420652,0.078043696,0.078947682,0.088657941,0.096470024,0.165028524788371,0.973998972143303,1.98429974688872
"T6010",0.086127786,0.084026789,0.08449221,0.105800627,0.115894077,0.078520072,0.077932186,0.077476102,0.368785252,0.085829709,0.081462769,0.111549379,0.127527282,0.10911075,0.13884584,0.125251412,0.134771035,0.09685841,0.099350826,0.089451876,0.103330063,0.078527614,0.082535644,0.100363984,0.099607281,0.189333526496517,0.88035495047754,1.92394951251045
"T6012",0.073176064,0.072291173,0.08123788,0.103241937,0.119774889,0.075275928,0.070954501,0.09588985,0.357270384,0.077215838,0.073489599,0.123594068,0.126823769,0.109858768,0.131556019,0.118900977,0.127026994,0.088227745,0.104014308,0.083920832,0.098487992,0.07091104,0.077495966,0.101915048,0.095351239,0.200822526669563,0.838686860935053,1.89709591390103
"T6014",0.054419264,0.054179112,0.066098431,0.095023491,0.117667325,0.057808088,0.053680789,0.096912678,0.351047932,0.062620009,0.061017564,0.10478916,0.122449501,0.105215289,0.120702411,0.189920439,0.164336152,0.076282056,0.104292269,0.074303024,0.082115916,0.053722722,0.063193223,0.095626047,0.080649712,0.352047853883346,0.379797541069701,1.60135810261384
"T6016",0.082113674,0.084132253,0.088022134,0.100909238,0.11294107,0.084139531,0.081174535,0.120776353,0.366222107,0.085980143,0.080541215,0.119213004,0.113493382,0.105807335,0.11105743,0.1202053,0.128621188,0.096872547,0.097879208,0.090016418,0.098325259,0.08040952,0.085524495,0.09444379,0.097890786,0.172854473570426,0.942945173564739,1.96428668049949
"T6018",0.077516551,0.087584817,0.081675157,0.098476719,0.113854859,0.078074447,0.078303283,0.109657612,0.352635533,0.077917635,0.085849034,0.116394103,0.118392351,0.105467102,0.13100667,0.102693266,0.134023005,0.084697346,0.104196417,0.103842324,0.098093159,0.082032222,0.082445385,0.102450917,0.093877631,0.152571791440622,1.02546552786776,2.01746810772333
"T6020",0.071045681,0.063582592,0.079231036,0.101025569,0.124823693,0.071519158,0.068575342,0.100262854,0.277134144,0.079263202,0.066334924,0.117258039,0.128927104,0.110175929,0.125465469,0.147872828,0.142995126,0.091994521,0.095877403,0.078955072,0.100652043,0.062524417,0.069557976,0.087558935,0.098749002,0.0676442350697502,1.49356837632198,2.31914370980483
"T6022",0.079523207,0.073815456,0.086579902,0.105099201,0.119963822,0.081000698,0.077321311,0.115980657,0.35428747,0.08429603,0.071432517,0.125982256,0.127668835,0.113754648,0.115193997,0.101323584,0.127349955,0.0853496,0.092789642,0.085447259,0.106377879,0.072864958,0.074098616,0.092675882,0.101035868,0.178180526333655,0.922321212236823,1.95099527248637
"T6024",0.078673299,0.075356676,0.083738883,0.101152027,0.121553106,0.078442476,0.075437234,0.115949593,0.35947638,0.081196413,0.073666009,0.12593319,0.126918701,0.109654519,0.132819828,0.115900282,0.129168687,0.091894515,0.092554133,0.081831303,0.105818265,0.072997815,0.073729311,0.078953374,0.098478906,0.198061625079324,0.848565250072303,1.90346218362234
"T6026",0.072364031,0.073984393,0.078596005,0.100122082,0.121779464,0.070897328,0.068332468,0.138774664,0.356606966,0.074043003,0.076368791,0.127156883,0.134448803,0.109007075,0.141226013,0.11297514,0.131517609,0.091897572,0.099892958,0.094350933,0.104152849,0.07134875,0.075592807,0.094101648,0.09568624,0.194205264498618,0.86250346166806,1.91244486422122
"T6028",0.082381265,0.07082514,0.086165793,0.100812041,0.116806275,0.080201411,0.078074044,0.112152706,0.352325635,0.083991129,0.071625633,0.132691746,0.129143451,0.111286683,0.119076546,0.104790991,0.119351097,0.092009598,0.096081204,0.074625436,0.102566968,0.075363775,0.075063655,0.085745405,0.102346067,0.179583840764062,0.91695221342999,1.94753514411293
"T5993",0.044277098,0.180544881,0.067404469,0.10090686,0.122388919,0.060094675,0.047467131,0.083345541,0.320761036,0.084873627,0.05403065,0.084570416,0.123265824,0.113607799,0.084099291,0.167384624,0.214688226,0.116015078,0.091372564,0.046680104,0.100793015,0.07001137,0.054601844,0.079099848,0.089494661,0.30761874829542,0.502611422862238,1.68050727219501
"T5995",0.03576091,0.221042618,0.055157469,0.098084249,0.118814425,0.049950946,0.001771179,0.069984158,0.333598313,0.079157993,0.043564997,0.117437286,0.116195815,0.107587556,0.092169519,0.182171809,0.20525531,0.12985688,0.086590207,0.045372893,0.095057725,0.058621965,0.063531551,0.073863167,0.077678015,0.440660941505754,0.149293704086007,1.45280659511121
"T5997",0.062771599,0.088747833,0.057113981,0.107597439,0.129528622,0.06016779,0.095611596,0.068158118,0.273118814,0.055805823,0.148963052,0.164351338,0.119555301,0.115503022,0.061369431,0.067227421,0.19227528,0.07277247,0.078451887,0.083850747,0.107323414,0.054896541,0.072418653,0.102289971,0.06647492,0.17280303446616,0.943146314299813,1.96441630853434
"T5999",0.128955092,0.104297218,0.053765326,0.093952477,0.118142882,0.051301197,0.128871492,0.128427118,0.357447668,0.118465033,0.147031468,0.157734001,0.109399667,0.103690786,0.103900073,0.11504878,0.20233642,0.066708651,0.123648135,0.128417356,0.093452619,0.053017416,0.078020389,0.121942961,0.061025118,0.186115653665572,0.892301580536815,1.93164868979142
"T6001",0.048847332,0.055539755,0.058930356,0.098543175,0.119912121,0.052438605,0.041668422,0.062362342,0.318480481,0.047718548,0.084030667,0.139593931,0.103365397,0.104803721,0.101235817,0.161593835,0.215480013,0.130545301,0.104277904,0.051162167,0.094940037,0.05847995,0.046399673,0.046459645,0.070013062,0.388402103839304,0.283486136202486,1.53928883483096
"T6003",0.135013316,0.299762562,0.070417693,0.099094881,0.119901407,0.063089272,0.063181771,0.044033197,0.377795163,0.052488993,0.067526302,0.146954437,0.102718487,0.109929241,0.135548666,0.164715562,0.201695154,0.117317865,0.137472585,0.084192724,0.097365988,0.058524305,0.078803705,0.054879841,0.091109032,0.391009057036722,0.27669004816181,1.53490899830948
"T6005",0.053121548,0.24867721,0.056460251,0.091513746,0.112500235,0.053083695,0.071997287,0.081471452,0.360092427,0.080129815,0.052628318,0.094986851,0.087018477,0.100553569,0.101025779,0.183417518,0.207736417,0.092058957,0.102441258,0.068974488,0.088476648,0.069718388,0.051344569,0.052549199,0.061092293,0.445004552178796,0.138292687695486,1.44571683213694
"T6007",0.061873188,0.224635938,0.059515157,0.098913571,0.122430793,0.049545663,0.047491477,0.0753439,0.376051681,0.043155291,0.070235407,0.149781151,0.126283379,0.110732453,0.156576765,0.17746324,0.217866941,0.109679812,0.098099138,0.054600732,0.097350482,0.061126295,0.08721528,0.04334625,0.083099446,0.416605778434229,0.210584437767221,1.49230628849345
"T6009",0.035452587,0.075331257,0.067757349,0.100508142,0.122943234,0.06105919,0.041588793,0.046693623,0.333858455,0.0575089,0.072434603,0.106715409,0.117829334,0.114561586,0.141959681,0.180498106,0.212558227,0.10506437,0.127439703,0.040850156,0.101494789,0.066618067,0.059831346,0.070726602,0.081191506,0.371607002207441,0.3276001554122,1.56771874793504
"T6011",0.065602668,0.231883395,0.072431383,0.098581984,0.11885188,0.065153306,0.087520443,0.102102246,0.377489435,0.061199334,0.081144038,0.084336883,0.100925366,0.10541424,0.109859081,0.192232444,0.201684354,0.110648093,0.127007275,0.049019917,0.096169935,0.067745552,0.062004818,0.06088987,0.087025495,0.367100352901601,0.339543005068383,1.57541548888096
"T6013",0.101382075,0.276350222,0.060264965,0.091361226,0.114862182,0.052789253,0.085438983,0.091898369,0.377787317,0.063777188,0.075182749,0.11726878,0.099589904,0.105422356,0.097753231,0.182091281,0.207559451,0.11278156,0.106489793,0.101769323,0.08351543,0.060238751,0.076138662,0.048969263,0.078843853,0.388365970660399,0.283580423419174,1.53934959958161
"T6015",0.12066998,0.257119564,0.066500468,0.096776851,0.118522087,0.059303676,0.109887427,0.1124344,0.359732094,0.057397022,0.08400491,0.105248813,0.082117054,0.108093262,0.112198544,0.178091837,0.198289306,0.130258455,0.115126521,0.079405662,0.08983877,0.074989956,0.057425838,0.058778694,0.093802467,0.293762876026491,0.54242501337765,1.70616571227805
"T6017",0.108881985,0.260995491,0.071246127,0.108246542,0.128193037,0.063316635,0.034537694,0.085391833,0.368779921,0.070289149,0.090007981,0.128697378,0.109791248,0.114674673,0.121324291,0.181455277,0.203912523,0.136892093,0.112993195,0.087743048,0.104378139,0.058999688,0.084858984,0.056479389,0.088548433,0.312807691858043,0.487907469180673,1.67103109811379
"T6019",0.053696848,0.264338955,0.073431736,0.101501445,0.120509763,0.064934257,0.141937008,0.143215754,0.363224085,0.073268361,0.120711268,0.145732726,0.119894047,0.114257692,0.12170804,0.195964111,0.199671837,0.106442945,0.138446078,0.102453176,0.100049126,0.067658009,0.113983166,0.056270209,0.093085251,0.216608629120878,0.783698133095275,1.86165763867254
"T6021",0.087311974,0.213439323,0.07809363,0.106760812,0.125233859,0.068019495,0.108583018,0.107420979,0.351115806,0.087084992,0.124399054,0.143740091,0.123054278,0.110305592,0.065943821,0.157310968,0.196445887,0.110596824,0.145098808,0.073586252,0.099319507,0.066646113,0.060554952,0.062695995,0.0977379,0.198047813263078,0.848614876105373,1.90349416583192
"T6023",0.073642697,0.178002553,0.08085798,0.10212534,0.130020054,0.070642107,0.133981055,0.127026985,0.37505114,0.084994284,0.091596329,0.104273433,0.125464122,0.114699209,0.115630791,0.165762994,0.19929835,0.112526901,0.122284704,0.068736427,0.105429553,0.064332395,0.063403191,0.06418907,0.098980313,0.219803351709472,0.772857526953935,1.85467125438666
"T6025",0.105700466,0.238549744,0.069548566,0.096430808,0.118584322,0.05707466,0.138907705,0.143667764,0.370693822,0.066745064,0.138221652,0.146784079,0.120689232,0.10382384,0.034174912,0.187710721,0.202494933,0.107665136,0.143993828,0.050306529,0.097552391,0.077928135,0.056477991,0.052356009,0.088760328,0.314392087819323,0.483438840345382,1.66815122609674
"T6027",0.11988734,0.129464497,0.077326569,0.10434782,0.124614041,0.069063796,0.132224851,0.13064703,0.378922353,0.076212944,0.128317336,0.129040813,0.130768148,0.11119122,0.063992699,0.18616952,0.1698245,0.108907893,0.135105513,0.056725071,0.102915715,0.067619594,0.073104544,0.062176592,0.095118359,0.218850427240264,0.776081519760882,1.85674900284376
"T1770",0.272968792,0.315812836,0.116090953,0.078846788,0.121425271,0.105884497,0.089655042,0.08935202,0.081093104,0.079056701,0.086316826,0.099758694,0.12014968,0.096646737,0.084290914,0.091147691,0.092951123,0.081554136,0.136872916,0.086918204,0.096481844,0.088376391,0.096654049,0.085579662,0.094187937,0.179293661817441,0.918060250334486,1.94824923440611
"T1771",0.307874883,0.310555526,0.124923505,0.077837627,0.130584885,0.113807867,0.093351986,0.093025688,0.081619024,0.078319097,0.088220652,0.106899242,0.129364297,0.102135472,0.084290914,0.091147691,0.097612313,0.082863839,0.144892093,0.086918204,0.097982508,0.087297281,0.098055579,0.087483951,0.095891129,0.198129138438787,0.848322703772024,1.90330587117645
"T1772",0.339020618,0.326008914,0.126085903,0.085881504,0.130605644,0.117341776,0.100488916,0.100219718,0.089043008,0.086152965,0.096317337,0.111974694,0.129560922,0.107502573,0.084290914,0.091147691,0.103541937,0.090795986,0.142892397,0.086918204,0.106736246,0.100525102,0.108513724,0.09537353,0.106910881,0.206882005800303,0.817287739604796,1.88330494289404
"T1773",0.281456932,0.300209143,0.091021305,0.071370804,0.095450766,0.081672705,0.072822029,0.072569255,0.070763471,0.071227306,0.071178618,0.078768614,0.094351726,0.076289271,0.084290914,0.091147691,0.074518904,0.070841091,0.111520625,0.086918204,0.116734163,0.099578022,0.116936694,0.070872861,0.111924496,0.272839073770398,0.604248940346082,1.74600902973025
"T1774",0.292743941,0.28599199,0.097958375,0.064214162,0.105075601,0.086497967,0.070038782,0.069923253,0.064525792,0.063977663,0.067854028,0.079591545,0.103459248,0.076029655,0.084290914,0.091147691,0.072630569,0.065131945,0.125938466,0.086918204,0.112343951,0.088264977,0.112534277,0.067026525,0.105565847,0.289373455922454,0.555216021077868,1.71440906085397
"T1775",0.17907054,0.305491045,0.090661842,0.064664028,0.096898957,0.080989989,0.068206491,0.068116358,0.063791492,0.0643022,0.066632739,0.076420706,0.095491497,0.072995637,0.084290914,0.091147691,0.070984372,0.063738891,0.115895306,0.086918204,0.11110565,0.09004247,0.111386381,0.066475775,0.105960183,0.201722600736952,0.835484089573079,1.89503184190885
"T1776",0.323423932,0.310523122,0.1393842,0.062379853,0.146569857,0.124951613,0.095564434,0.094990589,0.072233353,0.063323999,0.087658713,0.115449341,0.14526526,0.107402968,0.084290914,0.091147691,0.100788659,0.076170087,0.163100937,0.086918204,0.077571084,0.056885533,0.079389503,0.107765008,0.073768319,0.282480597090878,0.575488162525864,1.72747373349376
"T1777",0.237698055,0.374903095,0.122810436,0.063705504,0.129989411,0.109195564,0.084785711,0.084294813,0.070672809,0.064529298,0.079517178,0.100627571,0.128299267,0.093570584,0.084290914,0.091147691,0.089554543,0.07395189,0.148294685,0.086918204,0.092244456,0.067713732,0.092492948,0.094227265,0.086878598,0.310479481301424,0.494491705739908,1.67527440390613
"T1778",0.310126416,0.35077302,0.12291003,0.065997917,0.129970641,0.10919917,0.082931459,0.082425773,0.069614893,0.066519859,0.077639078,0.100331957,0.128434778,0.092872714,0.084290914,0.091147691,0.087771243,0.071671548,0.147286855,0.086918204,0.092168507,0.077722206,0.09492939,0.092139394,0.090419501,0.337975084796478,0.417995825185236,1.62597553529362
