"","apaG","apaH","fis","flxA","lptD","pdxA","queA","rsmA","surA","tpr","trmA","tufB","pval","z","inv_cof_var"
"T7254",0.083621185,0.084144158,0.083541826,0.047507436,0.198045625,0.154217525,0.083139658,0.07327254,0.049374297,0.049778576,0.079151095,0.085938796,0.377778424196512,0.311320678856793,1.94163225359837
"T7255",0.087979405,0.077433264,0.082466483,0.076851255,0.206485873,0.172396924,0.079270924,0.074507553,0.069533163,0.076313896,0.082688802,0.091169994,0.2465759815172,0.685304230105681,2.18646690622626
"T7256",0.088300078,0.070241537,0.07788654,0.05540984,0.213396548,0.164138687,0.062891268,0.065905767,0.064327976,0.056050584,0.070544959,0.08767841,0.469940119792198,0.0754203861702668,1.78719613997293
"T7257",0.084638192,0.092021421,0.075841665,0.071661407,0.213773738,0.186293568,0.094608204,0.098496895,0.07947225,0.068675708,0.076780692,0.093413647,0.244976716965655,0.69038288960732,2.18979173650488
"T7258",0.087490904,0.072944402,0.078717601,0.053685918,0.218204111,0.171886678,0.074222431,0.076762678,0.081941531,0.05389629,0.072474878,0.087061954,0.429483089714562,0.177690330646686,1.85414888761795
"T7448",0.096366945,0.081214572,0.078975934,0.087461064,0.079960681,0.14832962,0.063357584,0.055833575,0.099649302,0.085295077,0.080964749,0.078606873,0.00188851273154957,2.89620751536574,3.63387210902955
"T7450",0.077350194,0.082584444,0.083417728,0.07707602,0.086515423,0.150747391,0.084535112,0.063954035,0.075139842,0.076312692,0.085571346,0.086479057,0.000717335865454344,3.18758320672583,3.8246261300022
"T7452",0.081171673,0.069715622,0.077646491,0.061192962,0.176954426,0.153571927,0.071081914,0.069650216,0.068738234,0.061430944,0.081045862,0.080640932,0.203480591371615,0.829253136787527,2.28070549090711
"T7259",0.084077641,0.08677912,0.083557757,0.075717236,0.155279499,0.166632508,0.082483128,0.087062589,0.086456349,0.075513178,0.083088581,0.081656446,0.025183657207123,1.95683122674603,3.01889354501774
"T7260",0.087653226,0.060719572,0.087394485,0.063648057,0.185576535,0.163454955,0.073677832,0.06913346,0.069058309,0.064795028,0.088171966,0.087002703,0.249311044339782,0.676659389155501,2.1808074149893
"T7261",0.089195634,0.055609453,0.087744273,0.060540734,0.197312525,0.169928823,0.056087354,0.058053287,0.066487551,0.062294613,0.088665208,0.090573924,0.42144560934523,0.198196636862123,1.86757368756483
"T7263",0.088282783,0.076206156,0.085659661,0.062205444,0.205190252,0.168286165,0.059235592,0.078118789,0.059642196,0.063324417,0.08833589,0.08916739,0.359799665530921,0.3589943298495,1.97284261496674
"T7265",0.089332292,0.087421163,0.083232801,0.05649917,0.201882199,0.171978101,0.07640898,0.086070386,0.051775009,0.05794968,0.086709316,0.087677917,0.338573601958328,0.416359166007869,2.01039747449729
"T7266",0.09066916,0.092018595,0.085870759,0.040684407,0.198815997,0.15666148,0.080974455,0.08100825,0.038023144,0.042612853,0.083825746,0.092146055,0.428360606068444,0.180549481295014,1.8560206789132
"T7267",0.090131756,0.078879923,0.082903414,0.075055303,0.189786243,0.1818843,0.074559546,0.074980081,0.073454005,0.075074832,0.084273032,0.089415472,0.205747241025536,0.821266505259948,2.27547690759324
"T7268",0.088488565,0.081175834,0.084245952,0.053972844,0.189443823,0.167140203,0.053760693,0.057309794,0.062795305,0.055402796,0.076943983,0.089175193,0.399563727764123,0.254476501814532,1.90441825235799
"T7269",0.086712066,0.082156257,0.081910267,0.07579476,0.194645269,0.175418437,0.075610652,0.07745956,0.077236345,0.075802282,0.08680448,0.086790628,0.184017192401381,0.900161362056498,2.3271267590196
"T7270",0.086628559,0.087875575,0.08539697,0.05638475,0.194324598,0.155546931,0.078732458,0.076505498,0.060470562,0.058500313,0.088167834,0.088453544,0.245166667977085,0.68977874685594,2.1893962242419
"T7454",0.085222084,0.06890273,0.084635645,0.07627152,0.082651621,0.155824754,0.079462861,0.076581756,0.079814208,0.076535354,0.07849486,0.079017565,0.00227210385244213,2.83768448890388,3.59555902064191
"T7456",0.080093606,0.055338967,0.076910444,0.065208653,0.07444464,0.141625909,0.05551656,0.055560708,0.074354927,0.066390016,0.059511103,0.075263996,0.0281776791734986,1.9082775088536,2.98710703297921
"T7458",0.07645449,0.051214362,0.072913283,0.056371622,0.124156086,0.148624646,0.054776311,0.052239056,0.075053423,0.057659039,0.065232559,0.076462703,0.155002249996005,1.01521259091254,2.40244699050389
"T7460",0.080337231,0.058515125,0.075163064,0.056154458,0.104070769,0.123119688,0.06379683,0.057112052,0.067774109,0.056774319,0.061093645,0.080295288,0.00714393873647749,2.44994314147849,3.34171759422264
"T7462",0.079050682,0.070867279,0.072796834,0.060041746,0.081382259,0.157355459,0.078637978,0.073287931,0.063241775,0.059852338,0.067010982,0.081638438,0.035282277673788,1.80826957101161,2.92163514620824
"T7464",0.079679608,0.053875297,0.071942255,0.055500129,0.108733875,0.156381068,0.060143668,0.05553413,0.071098782,0.056613031,0.065841906,0.079639295,0.13213286410443,1.11636546884307,2.46866843165478
"T7271",0.084030351,0.081390195,0.084756408,0.068186979,0.197936973,0.178011146,0.070694476,0.075179283,0.075187704,0.068553556,0.085753347,0.084867734,0.271226529078244,0.609107693879474,2.13658355596635
"T7272",0.088139324,0.080047132,0.082971073,0.052711393,0.198840323,0.158648347,0.072295238,0.047564786,0.059000579,0.054370654,0.084702386,0.088636605,0.407561201194881,0.233822987970251,1.8908970804489
"T7273",0.09091068,0.088206991,0.083382163,0.054099244,0.173188249,0.181642767,0.075320525,0.076959234,0.060049232,0.055337775,0.088341092,0.094384168,0.253970225509149,0.662048013934547,2.17124183124987
"T7274",0.088366902,0.08515311,0.07948603,0.044374542,0.193391192,0.169615871,0.073679281,0.067253074,0.050991869,0.046362768,0.080101464,0.088128235,0.429682033191156,0.177183741029853,1.85381724016328
"T7275",0.086394016,0.07467067,0.083367554,0.061100836,0.089337199,0.157842931,0.074621485,0.09188076,0.057822601,0.060203938,0.081990582,0.085931193,0.0218351318909089,2.01724201205591,3.05844248664079
"T7276",0.088518957,0.070282899,0.081356056,0.048036202,0.188007482,0.16636654,0.085228234,0.080776725,0.078600673,0.048666281,0.077198715,0.088484667,0.293289687288212,0.543799613866151,2.09382851759512
"T7466",0.079582758,0.067870553,0.076484017,0.065729406,0.078124878,0.152164829,0.069001991,0.067853085,0.072806019,0.065894122,0.067588868,0.078301659,0.0153029286813857,2.16215984667846,3.15331539637415
"T7468",0.089369068,0.074340966,0.08764054,0.078028376,0.088200353,0.150218121,0.071155023,0.069863443,0.073185785,0.078482067,0.08121097,0.086487816,0.000814263389787533,3.15074845857549,3.80051163957098
"T7470",0.081649467,0.067418892,0.082276832,0.065093101,0.085848307,0.164853359,0.059681942,0.063012286,0.06765264,0.065441808,0.08581076,0.085395749,0.062241172677133,1.53622851256632,2.74353886945341
"T7277",0.080469172,0.087963189,0.083472492,0.087430655,0.110999039,0.165244972,0.068655622,0.081738151,0.087711113,0.086943264,0.081995058,0.079176781,0.00299800792456231,2.74799918301558,3.53684501934517
"T7278",0.083399914,0.095712317,0.081278274,0.071846937,0.162063829,0.170280456,0.059443075,0.088618083,0.097619821,0.070155453,0.083087079,0.08325824,0.0738053448558873,1.44802274457363,2.68579347264612
"T7279",0.081485071,0.098090855,0.079258203,0.083010514,0.167801105,0.165364181,0.087988126,0.091669239,0.093764723,0.081812036,0.081893305,0.08180259,0.0191574204744807,2.07147058093188,3.09394413578797
"T7280",0.08339683,0.086895285,0.081873261,0.070995811,0.185638427,0.163901191,0.084877538,0.096140432,0.104688011,0.070269391,0.083439491,0.082151074,0.0790774763580398,1.41130414535236,2.66175502107439
"T7281",0.074086919,0.114944751,0.071485005,0.080836309,0.153220707,0.170801243,0.082500135,0.076737594,0.099752579,0.07705505,0.073851983,0.079738676,0.038148117223068,1.7725926263776,2.89827863141735
"T7282",0.083173165,0.090755473,0.079659275,0.061901513,0.178567873,0.164732993,0.067713974,0.088847937,0.10375544,0.060970544,0.082346786,0.082864558,0.131767684376527,1.11807404925393,2.46978698269796
"T7472",0.083838791,0.076593717,0.080849532,0.062310116,0.231658352,0.164488278,0.071657241,0.078222274,0.067424414,0.062914203,0.083461652,0.083434319,0.440769229051677,0.149019231190845,1.83537886778075
"T7474",0.087834073,0.070055984,0.084859888,0.059187443,0.08755225,0.148767393,0.071361647,0.089354902,0.074298274,0.058788355,0.087045891,0.087367295,0.00489624191154961,2.5830721628265,3.42887275809972
"T7476",0.087360599,0.065548617,0.087440258,0.075370955,0.085441197,0.156945535,0.064653913,0.066392719,0.069294178,0.076030021,0.079112502,0.085181446,0.0130142406185017,2.22578656364468,3.1949697020094
"T7283",0.076448113,0.128030613,0.073560166,0.083539874,0.128083733,0.166653934,0.133739891,0.116980421,0.114207297,0.079064604,0.073292126,0.080076218,0.00367916530267749,2.68017670071234,3.49244388501821
"T7284",0.084619124,0.085146711,0.084410791,0.072799575,0.162932363,0.161883244,0.105615734,0.097008912,0.103933856,0.07133422,0.082793333,0.081276994,0.0179215603416881,2.09870265283399,3.11177207191571
"T7285",0.064713091,0.135990921,0.069069394,0.072251136,0.065546961,0.170771574,0.091136016,0.131705459,0.134988744,0.068297913,0.068876536,0.080849924,0.0879490352239192,1.35349335822559,2.62390821220523
"T7286",0.075355049,0.089346131,0.076772425,0.060602998,0.08096472,0.1682085,0.109386073,0.124321555,0.109693761,0.059223217,0.077078125,0.0820536,0.0321151372465942,1.85057808773812,2.94933313175157
"T7287",0.074208051,0.13191237,0.07050187,0.086902445,0.119235573,0.174275731,0.102579619,0.101394051,0.113887893,0.082146515,0.067688653,0.079372029,0.00779539876988285,2.41835640995191,3.32103880657239
"T7288",0.079143851,0.105295252,0.076439463,0.0744163,0.16161482,0.16744037,0.097946916,0.093070819,0.106467017,0.073463233,0.073574947,0.081847333,0.0253093788971505,1.95469773335958,3.01749681751352
"T7478",0.082490052,0.075097526,0.080313111,0.072986709,0.082638965,0.159366429,0.07681125,0.073506717,0.070326832,0.07354955,0.082449615,0.082771514,0.00647637767522145,2.48506562712038,3.36471112306326
"T7480",0.080542052,0.060123084,0.083945034,0.072368335,0.089995357,0.15975714,0.059548525,0.062495987,0.064496201,0.072301746,0.085454274,0.085996946,0.0415409037020305,1.73307799234094,2.87240970839714
"T7482",0.08264675,0.07531908,0.081868876,0.078521184,0.082368295,0.159816067,0.069122409,0.077236685,0.076523976,0.078668045,0.08189113,0.080334514,0.00462090746916276,2.60297701519813,3.4419038061224
"T7484",0.091045729,0.061674313,0.091396985,0.065029442,0.121145837,0.158925779,0.062488307,0.053523572,0.051458248,0.066771364,0.091787899,0.089535397,0.111700868848888,1.21753234503903,2.53489903700673
"T7486",0.079105319,0.065536618,0.082971175,0.078815502,0.082825515,0.149961474,0.069987822,0.068491962,0.089338976,0.078118772,0.078140679,0.077801873,0.00201132210748005,2.87638054472728,3.62089204759979
"T7488",0.085648104,0.068818551,0.085811475,0.072294379,0.086250163,0.150206299,0.073149228,0.071087458,0.064186922,0.073820397,0.081184924,0.083856873,0.00324658850247174,2.72177787604868,3.51967879756548
"T7490",0.122162621,0.123510132,0.073951892,0.046547297,0.064711494,0.149316567,0.090127598,0.088760435,0.120610219,0.047979651,0.072721377,0.077916873,0.0683348595042403,1.4883078753838,2.7121668144015
"T7492",0.074476829,0.065394181,0.084015275,0.062476814,0.084788113,0.144467602,0.097040384,0.097080909,0.093921261,0.062518633,0.079027491,0.080511489,0.00164900012811195,2.93850435404949,3.66156244934481
"T7494",0.06073404,0.093144534,0.082856246,0.056448595,0.080681526,0.157339212,0.086969402,0.086028341,0.087364171,0.057912356,0.078759052,0.085406719,0.0195119456618016,2.06393487747583,3.08901076015739
"T7289",0.074588469,0.126160966,0.075520385,0.078009577,0.101861639,0.165851359,0.115813495,0.097055851,0.09865342,0.074002329,0.073462753,0.085737478,0.00340572847469416,2.70592430754046,3.50929999099589
"T7290",0.080363952,0.104790563,0.079542578,0.074039987,0.146362631,0.160231043,0.107518844,0.102331231,0.109081757,0.071383273,0.075217345,0.086850296,0.0040681354869236,2.64636193955439,3.47030648011322
"T7291",0.08626868,0.074167027,0.084909601,0.074871164,0.162556529,0.165384855,0.102443761,0.102494654,0.101516736,0.072890918,0.085499634,0.085963971,0.0201949559289353,2.04973895085712,3.07971715686704
"T7292",0.085058483,0.071446549,0.080446373,0.072283207,0.186394163,0.164467704,0.088254803,0.094161509,0.089078902,0.072880722,0.079628872,0.085770927,0.106814249134784,1.24364974812044,2.55199723635167
"T7293",0.081691416,0.083233385,0.085769284,0.082671875,0.161305798,0.161599097,0.085037716,0.08935275,0.086902301,0.082621267,0.085572619,0.08288365,0.0153841742855049,2.16005582030904,3.15193795995065
"T7294",0.083148588,0.074736677,0.084532466,0.065027695,0.194007216,0.164828656,0.077992586,0.084013408,0.08217303,0.065056456,0.079966719,0.083566427,0.211273838529314,0.802009129838307,2.26286974129906
"T7295",0.080244031,0.07118155,0.078227585,0.090754932,0.156212456,0.168202981,0.057014603,0.107641979,0.068718084,0.087423097,0.077916571,0.080571445,0.0790713944116994,1.41134541726218,2.6617820404277
"T7296",0.079139246,0.084650183,0.075861702,0.06502636,0.183654463,0.176799073,0.060393491,0.112643987,0.093724298,0.06155313,0.075030345,0.081740035,0.219429135069144,0.774122640170737,2.24461337952066
"T7297",0.083838814,0.086479174,0.087464248,0.070579119,0.195181455,0.160909536,0.07120888,0.072248201,0.073393304,0.070943126,0.085036202,0.08352378,0.200667648780835,0.839238837096607,2.28724279838562
"T7298",0.08309439,0.088157762,0.088185803,0.062015984,0.203481007,0.153265901,0.058211244,0.057983705,0.059091372,0.063860816,0.083593444,0.082256341,0.372132911975971,0.326209540028547,1.95137949820536
"T7299",0.087138765,0.086634096,0.090921608,0.076361258,0.167788374,0.151733488,0.072402809,0.073938963,0.071193246,0.077382263,0.089275951,0.084570804,0.0445496108555114,1.7001685734197,2.85086500108886
"T7300",0.087476522,0.077103389,0.084061665,0.064838612,0.191603335,0.134009038,0.072453184,0.067042476,0.073044253,0.06564841,0.078930496,0.087011738,0.173788344579336,0.939300096356806,2.35274959292423
"T5290",0.08917059,0.145323268,0.078605117,0.126659646,0.098932031,0.147952532,0.215410545,0.254196568,0.300019545,0.071523686,0.127169596,0.109206496,0.284942258995897,0.568221582888339,2.10981677237817
"T5294",0.07461478,0.106125397,0.066410534,0.094902122,0.1042952,0.15699242,0.229225806,0.264127457,0.304910031,0.071523686,0.142680349,0.115610374,0.402074334335183,0.247981567222521,1.90016623365459
"T5296",0.097432104,0.139003088,0.088100366,0.097479226,0.10509895,0.149286021,0.211552559,0.24831798,0.293290828,0.071523686,0.12990056,0.114575103,0.268224353319653,0.618192115697492,2.14253082624793
"T5298",0.0944755,0.114701097,0.084669606,0.148772844,0.113206714,0.14714945,0.21424883,0.252648202,0.299196672,0.071523686,0.128334421,0.112468037,0.253823410673746,0.662506264542029,2.17154183275509
"T5300",0.085171902,0.113559157,0.089120284,0.10410997,0.085913287,0.144548742,0.215103539,0.257005802,0.304994829,0.071523686,0.118113574,0.108691849,0.411220767189823,0.224405830386426,1.88473197907458
"T5302",0.090948295,0.151014345,0.067791077,0.096904236,0.075418781,0.153931121,0.215110415,0.252670181,0.297178676,0.071523686,0.130162201,0.12013901,0.336172680385743,0.422931333832172,2.01470005524156
"T5304",0.099088266,0.164843932,0.10000194,0.097715948,0.061223797,0.156907508,0.226317186,0.262666753,0.306996318,0.071523686,0.140770015,0.117588285,0.376697300492502,0.31416647844246,1.9434953043948
"T5306",0.092439218,0.101662089,0.078503617,0.10176429,0.091190836,0.151898519,0.219739723,0.259225191,0.305222374,0.071523686,0.130010839,0.115541507,0.388057106102323,0.284386488687402,1.92399933078154
"T5308",0.090524682,0.139008627,0.087575584,0.10899609,0.102737527,0.150698562,0.215630211,0.255526256,0.308416652,0.071523686,0.128321399,0.113145986,0.318600479962464,0.471615921884897,2.0465722436424
"T5310",0.087080474,0.141969908,0.088044236,0.14111652,0.075494897,0.141760948,0.217048242,0.256884535,0.305939878,0.071523686,0.121933312,0.10429472,0.360797901702431,0.356326850520996,1.97109630454051
"T5312",0.102835135,0.132621031,0.078815721,0.111622809,0.081149948,0.156491384,0.225286725,0.260940623,0.304768388,0.071523686,0.142165096,0.117092044,0.321148781483605,0.464488826545597,2.04190637022145
"T5314",0.094895867,0.132977688,0.086730288,0.132484493,0.073823935,0.154456794,0.218077528,0.25651104,0.30320035,0.071523686,0.131987932,0.117786465,0.319521654864178,0.469036831319657,2.04488379841392
"T5316",0.090361678,0.159716909,0.073713768,0.13116392,0.139836286,0.150026116,0.213991727,0.253369847,0.305114352,0.071523686,0.126841263,0.113863137,0.213045692774555,0.79589789381742,2.25886891735024
"T5318",0.082951554,0.141916429,0.092907722,0.129219346,0.078582789,0.138365889,0.213190897,0.254213367,0.304601405,0.071523686,0.118263171,0.100939805,0.377951926950844,0.310864209637632,1.94133341830913
"T5545",0.105334183,0.155873485,0.072098102,0.13296249,0.096926373,0.106958331,0.279064861,0.105486149,0.32727265,0.073724232,0.176473276,0.104987251,0.420468961360609,0.200693909014173,1.86920856898628
"T5555",0.102455081,0.092348811,0.078275353,0.078457365,0.147843423,0.065356551,0.110858223,0.157056829,0.148951456,0.064001091,0.161273019,0.108752708,0.0189981560652066,2.07489451552217,3.0961856724364
"T5557",0.0996071,0.107586427,0.08410621,0.099638867,0.151335263,0.137730629,0.101247019,0.189886637,0.193774608,0.106074022,0.150094092,0.107962077,0.0015526679603722,2.95711369439018,3.67374536852062
"T5559",0.131219644,0.105651882,0.089551656,0.195472986,0.210007302,0.061359675,0.262207371,0.077821295,0.300814899,0.077367645,0.123769892,0.12835201,0.389890571695541,0.279604253509155,1.92086855969618
"T5561",0.106932994,0.09367091,0.084554883,0.165535029,0.10915081,0.093397798,0.267976269,0.096617402,0.300833278,0.088880521,0.091310597,0.102229228,0.451210458207472,0.122603710052529,1.81808550041128
"T5563",0.088680408,0.093869681,0.074199626,0.102572803,0.16937831,0.203913374,0.209229073,0.164475713,0.106373254,0.074817591,0.144392161,0.114010131,0.0457470740802029,1.68756819858573,2.84261595274127
"T5569",0.098293877,0.094922301,0.066477301,0.225285197,0.128035434,0.238284589,0.188383072,0.196576158,0.27014321,0.084734733,0.141239245,0.103462268,0.136719544599763,1.09517702458502,2.4547970585093
"T5565",0.115034074,0.114242898,0.106965185,0.110908348,0.171572483,0.130399446,0.162741516,0.15229173,0.189880721,0.107048319,0.147058652,0.125013731,3.30568241497422e-07,4.97244524301598,4.99311622852252
"T5567",0.085711678,0.112473466,0.080390881,0.094988275,0.15406174,0.158208481,0.183007843,0.163250441,0.23505728,0.083225281,0.15064835,0.116775393,0.0260020857394873,1.94309921819335,3.00990365353013
"T5571",0.096382162,0.095018299,0.085124565,0.093953391,0.135870855,0.15520938,0.100380017,0.097808726,0.213218799,0.090826466,0.118276738,0.101739667,0.0156173240235422,2.15407044300767,3.14801953153975
"T5577",0.096538521,0.098362128,0.090335827,0.096517036,0.132415385,0.269656919,0.209870359,0.090473366,0.26534908,0.090143787,0.128688575,0.102864714,0.318114151133123,0.472978802708766,2.04746447660819
"T5573",0.091152262,0.090899549,0.099138982,0.09108833,0.141760214,0.162013225,0.050095534,0.139919274,0.163661334,0.099099945,0.134791161,0.094329571,0.0135837743636054,2.2091019759405,3.18404685467788
"T5575",0.071847954,0.120291791,0.080653547,0.116317004,0.14788149,0.135671108,0.075287617,0.164213618,0.097850354,0.075498062,0.1553079,0.121211887,0.00310201024644906,2.73679890441105,3.52951256765761
"T1708",0.225345796,0.0642484,0.2894494,0.092827846,0.271012635,0.173132245,0.125354511,0.240726988,0.338002654,0.055733488,0.351237689,0.266739278,0.399601042341721,0.254379891118722,1.90435500453313
"T1709",0.214698646,0.088556253,0.289589255,0.112821847,0.275670577,0.1817654,0.130095298,0.270649215,0.38339627,0.070138635,0.343010971,0.266739278,0.329089875804881,0.442427681337122,2.02746366864901
"T5774",0.084552523,0.097980374,0.079334972,0.230122097,0.219267684,0.175967732,0.171266466,0.235389954,0.080254479,0.071523686,0.152407826,0.122347239,0.153286834844688,1.0224379435095,2.40717718969923
"T5776",0.103354006,0.113291621,0.102752153,0.219191122,0.219267684,0.183477058,0.105355596,0.235389954,0.114461324,0.071523686,0.160818701,0.125680484,0.0773571725260114,1.42307524030229,2.66946116732999
"T5778",0.098356466,0.110092149,0.097976576,0.230116125,0.219267684,0.188154781,0.199820713,0.235389954,0.077895622,0.071523686,0.145947079,0.131740786,0.117326171974361,1.18845971036864,2.51586614535486
"T5779",0.092635397,0.110972554,0.085201118,0.227667434,0.219267684,0.190364352,0.141061714,0.235389954,0.086686924,0.071523686,0.157702089,0.124264105,0.113706697101421,1.2070486877127,2.52803573355077
"T5780",0.084010084,0.112855902,0.076461627,0.227034367,0.219267684,0.196320652,0.083766079,0.235389954,0.081483197,0.071523686,0.124710903,0.130938622,0.234867574968912,0.722910047978077,2.21108619048309
"T5781",0.07377048,0.08684135,0.073581848,0.222942645,0.219267684,0.165159186,0.186075858,0.235389954,0.068845709,0.071523686,0.143943509,0.105009558,0.246532425737232,0.685442312312423,2.18655730407667
"T5782",0.069724664,0.082376302,0.069318704,0.219619121,0.219267684,0.160478968,0.141163468,0.235389954,0.075295304,0.071523686,0.132397806,0.100116687,0.267203521986879,0.62129271817152,2.14456068806172
"T5783",0.084471325,0.088892919,0.073972577,0.243501882,0.219267684,0.199005515,0.183212007,0.235389954,0.075443793,0.071523686,0.158406898,0.12374218,0.200722574655802,0.839043055086735,2.28711462638389
"T5784",0.087465266,0.088102976,0.090498425,0.211129013,0.219267684,0.185842376,0.116994322,0.235389954,0.075535496,0.071523686,0.100340057,0.13101493,0.232304087142019,0.73127995052742,2.21656568864913
"T5786",0.10775361,0.105816727,0.106005136,0.20680002,0.219267684,0.149711234,0.120046364,0.235389954,0.114801098,0.071523686,0.137858617,0.122361574,0.0635532764095864,1.52561187561125,2.73658850863596
"T5788",0.092772613,0.088688458,0.088390598,0.204307363,0.219267684,0.159568745,0.088652695,0.235389954,0.099842992,0.071523686,0.167166531,0.122032739,0.159967482409946,0.99459153788303,2.38894706961581
"T5790",0.100619335,0.098108043,0.095624535,0.206331915,0.219267684,0.153075991,0.14302081,0.235389954,0.10929861,0.071523686,0.112076406,0.120734624,0.0923644253648361,1.32633472155654,2.60612835169396
"T5792",0.075036584,0.08794817,0.081199384,0.231119086,0.219267684,0.164453338,0.207592941,0.235389954,0.141837106,0.071523686,0.162634559,0.128604701,0.108845219077996,1.23269269535298,2.54482401656917
"T5794",0.091250239,0.094843756,0.090084222,0.194153228,0.219267684,0.152348018,0.09127366,0.235389954,0.114418353,0.071523686,0.125064155,0.107185729,0.150295634180228,1.03516626937178,2.41551000335004
"T5796",0.082730009,0.095104355,0.078548995,0.199991396,0.219267684,0.160626739,0.082073782,0.235389954,0.119868939,0.037610557,0.137364968,0.119001072,0.257920483576547,0.64976974126846,2.16320365253043
"T5798",0.096843154,0.097627022,0.096226944,0.204225838,0.219267684,0.163477299,0.126199257,0.235389954,0.103599567,0.071523686,0.128887557,0.118957493,0.098900257269867,1.28784330440447,2.58092929490092
"T5800",0.080956015,0.091940948,0.081030283,0.23036757,0.219267684,0.154535661,0.168414076,0.235389954,0.128737499,0.071523686,0.145294242,0.113842433,0.115693818495252,1.19679200057119,2.52132101996238
"T5802",0.090218358,0.104972602,0.090257841,0.213660762,0.219267684,0.156451693,0.092772349,0.235389954,0.098615675,0.071523686,0.135183546,0.117263743,0.157623737687083,1.00427210493798,2.39528461645236
"T5804",0.091689582,0.115605458,0.091236808,0.236139247,0.219267684,0.179677576,0.122301521,0.235389954,0.083604718,0.071523686,0.162587922,0.13888412,0.1253047883986,1.148870031232,2.48994809279159
"T5806",0.082984593,0.104121353,0.083815275,0.220219752,0.219267684,0.173200229,0.084095518,0.235389954,0.088410929,0.071523686,0.146844773,0.127912187,0.200163214588708,0.841038387985448,2.28842090478972
"T5808",0.097687184,0.116503868,0.088574504,0.212976934,0.219267684,0.17329206,0.08173659,0.235389954,0.128908917,0.071523686,0.133722489,0.130638995,0.102369727549033,1.26816381806686,2.56804578656139
"T5810",0.088339684,0.070620529,0.070585478,0.224653889,0.219267684,0.167989183,0.092822518,0.235389954,0.063742088,0.071523686,0.113354363,0.109607589,0.353025614147242,0.377164677699658,1.98473814028908
"T5812",0.097467508,0.096804915,0.097187686,0.215656667,0.219267684,0.170386315,0.101718749,0.235389954,0.082516468,0.071523686,0.120013677,0.122532247,0.183845421586736,0.900807191608896,2.32754956225143
"T5814",0.094545824,0.09465694,0.094580715,0.1969636,0.219267684,0.168943472,0.096095882,0.235389954,0.064830472,0.071523686,0.118180999,0.112904437,0.234397727657508,0.724440317622965,2.21208800736964
"T5816",0.076900212,0.088372445,0.075789352,0.216457678,0.219267684,0.197972087,0.077745487,0.235389954,0.098180131,0.071523686,0.122210563,0.133187936,0.260198534386856,0.642733455309888,2.15859722900537
"T5818",0.096490428,0.100623436,0.099549368,0.178596245,0.219267684,0.16642537,0.085510964,0.235389954,0.09458337,0.071523686,0.116270148,0.127929228,0.145977909614695,1.05384078064683,2.4277355877795
"T5820",0.093921036,0.103977514,0.097465066,0.213696174,0.219267684,0.172646728,0.097624582,0.235389954,0.09744356,0.071523686,0.105394262,0.125591665,0.170568754095863,0.951920093537516,2.36101148737275
"T5822",0.067991112,0.093310321,0.067585779,0.214251009,0.219267684,0.194297264,0.103988925,0.235389954,0.099180617,0.071523686,0.188119438,0.117350919,0.208269168158012,0.812441508887238,2.26969947456406
"T5791",0.082288486,0.083957688,0.077628212,0.245442796,0.219267684,0.171376103,0.248839513,0.235389954,0.099948793,0.071523686,0.179980828,0.120031456,0.210144284632095,0.80592070961865,2.26543052311299
"T5793",0.086311408,0.085178946,0.08361637,0.209118163,0.219267684,0.156073045,0.11842665,0.235389954,0.12493074,0.071523686,0.12974908,0.102415411,0.146234178217233,1.05272214441718,2.42700325366537
"T5795",0.072089917,0.071471838,0.070898375,0.212206194,0.219267684,0.155434736,0.109829335,0.235389954,0.139768355,0.071523686,0.118969842,0.100166395,0.22565084760568,0.753246676646897,2.23094657716916
"T5803",0.084825661,0.102274172,0.083659237,0.230163304,0.219267684,0.184354455,0.169875556,0.235389954,0.09126713,0.071523686,0.164512107,0.122892312,0.121624666011958,1.16690352549961,2.50175402460312
"T5805",0.076812544,0.093335571,0.077481799,0.230702513,0.219267684,0.188968446,0.09049092,0.235389954,0.086123372,0.071523686,0.155877775,0.122681161,0.246685535379671,0.684956975991134,2.18623957045113
"T5807",0.085531193,0.098686749,0.081106096,0.228376937,0.219267684,0.182451538,0.142796434,0.235389954,0.107734517,0.071523686,0.152389669,0.12317274,0.110588420354227,1.22340480157385,2.53874353992932
"T0152",0.289151685,0.087625101,0.388593534,0.390492801,0.362436649,0.171307969,0.107286201,0.384488224,0.375124341,0.071523686,0.217685609,0.266739278,0.345882380944637,0.396461286518457,1.99737099138981
"T1088",0.234603982,0.087833632,0.385698457,0.082901424,0.18584515,0.288032039,0.14620966,0.383585634,0.426062878,0.071523686,0.164622702,0.266739278,0.478268899629573,0.0544987565366534,1.77349944153085
"T1092",0.243169324,0.085342915,0.064852615,0.120024406,0.209946794,0.22049682,0.147739326,0.227797485,0.303415373,0.084512908,0.34568909,0.266739278,0.167449490895703,0.964293134857004,2.36911170799286
