"","apaG","apaH","fis","flxA","lptD","pdxA","queA","rsmA","surA","tpr","trmA","tufB","pval","z","inv_cof_var"
"T5760",0.089257615,0.085750347,0.09480413,0.117689392,0.115065967,0.097870712,0.161653109,0.192586756,0.085803943,0.096638944,0.090748579,0.051576346,0.059263699945116,1.56098453469807,2.75974581775056
"T5767",0.091779259,0.111334016,0.055810668,0.17796009,0.109158477,0.155435352,0.225921533,0.267246194,0.318584955,0.061828971,0.132213543,0.106559644,0.347532222972888,0.391991565402094,1.99444481291695
"T5769",0.063608765,0.094679157,0.063646653,0.183153519,0.089630606,0.152363492,0.238990728,0.280693617,0.317693253,0.06700691,0.131778048,0.09990356,0.478240988967581,0.0545688222992425,1.77354531126653
"T5771",0.078443358,0.095607782,0.072191425,0.182895513,0.074622517,0.154605097,0.240084729,0.278194734,0.320227385,0.074412826,0.13012034,0.108397628,0.451513777671171,0.12183770091892,1.81758401958543
"T8378",0.100799145,0.256892693,0.102002947,0.100751294,0.093224798,0.175903812,0.10450475,0.181496438,0.239906873,0.104919061,0.248264033,0.298422934,0.21585536173908,0.786267610844726,2.252564289838
"T8379",0.136661183,0.254590986,0.138833458,0.153921825,0.069186199,0.242489208,0.106118014,0.221108128,0.253894074,0.138589474,0.157025319,0.251529716,0.0683217772507774,1.48840714099343,2.71223180031056
"T4082",0.399624658,0.270121446,0.225542516,0.145228601,0.325368975,0.217222984,0.336234209,0.401050197,0.154192804,0.049740431,0.049192079,0.140375495,0.489640947702877,0.0259692120304107,1.75482209303386
"T5662",0.133060185,0.097646941,0.100098236,0.213787633,0.087210165,0.088444721,0.092767522,0.194632062,0.15397482,0.092992364,0.103117471,0.276930496,0.243332964144269,0.695621451774854,2.19322124976629
"T5670",0.125050499,0.066028139,0.470112554,0.272086179,0.350096608,0.269030071,0.145736444,0.243099841,0.329911337,0.06569751,0.318297067,0.058808523,0.466818468813657,0.0832698947743977,1.79233495344741
"T2670",0.364157224,0.092209577,0.173466632,0.134680079,0.325586346,0.262294849,0.291993304,0.292568173,0.294528325,0.051454387,0.33943321,0.343043566,0.182467254485486,0.906002538226998,2.33095078372301
"T2671",0.264400187,0.091111427,0.185589482,0.13527442,0.340787298,0.278602573,0.266734758,0.284729178,0.281785535,0.05297355,0.322571551,0.299300938,0.141506054944411,1.07357744768799,2.44065653043304
"T2672",0.320659599,0.074076248,0.079197553,0.118671423,0.329215939,0.244466388,0.25855874,0.329966924,0.215705032,0.051290523,0.363508107,0.313740025,0.261487049352165,0.638767646113292,2.15600094498754
"T2685",0.347174482,0.093955828,0.321094353,0.124731603,0.370989632,0.214934004,0.087526772,0.262628534,0.529878452,0.22918887,0.198984913,0.344499255,0.407994135799708,0.232707851971132,1.89016703781984
"T2664",0.121649839,0.085453918,0.099803561,0.139272068,0.354013319,0.223995629,0.260417433,0.347921241,0.429103731,0.044686428,0.177096312,0.17517798,0.485721440290228,0.0357986862967377,1.76125712449306
"T5731",0.152228402,0.122826011,0.095317859,0.18448746,0.151754145,0.143197231,0.208835607,0.228034779,0.258641084,0.102218659,0.133245054,0.203451836,0.0029926406154929,2.74858665120367,3.53722961532347
"T5733",0.158132309,0.099502376,0.110146094,0.121166388,0.107004587,0.119979168,0.215429255,0.164825103,0.089593618,0.09067946,0.122143029,0.25239261,0.082877863210418,1.38597110630437,2.64517031890069
"T5735",0.231669391,0.099608884,0.089042062,0.157428197,0.155727988,0.142777457,0.106079012,0.099099722,0.228815346,0.086906893,0.113827127,0.15295453,0.0417137954907175,1.7311355506727,2.87113805612926
"T5764",0.065435665,0.101362859,0.063719743,0.188110722,0.094510157,0.159989055,0.244421912,0.281948012,0.319176038,0.0664245,0.123355817,0.099390032,0.468806469001738,0.0782704309063278,1.78906196992881
"T5766",0.089349755,0.099492073,0.057789287,0.181789663,0.148077832,0.158703454,0.244937775,0.285880914,0.329812381,0.059603534,0.121295137,0.103753208,0.398433893587316,0.257402870517554,1.90633404908882
"T5768",0.098843494,0.116017749,0.067805411,0.186636834,0.061967734,0.161585129,0.238023536,0.273488163,0.321045506,0.068929915,0.137748391,0.094140329,0.427190068212906,0.183532607197686,1.85797363270405
"T5772",0.077721235,0.101812066,0.054840339,0.19266687,0.103288953,0.16696226,0.254682437,0.288932587,0.329763748,0.061050784,0.135093677,0.107497922,0.444317920928966,0.140030563821683,1.82949428476749
"T2429",0.142167247,0.079688895,0.471552426,0.212268653,0.239572461,0.228592914,0.138483989,0.257127702,0.181523487,0.059687845,0.167562857,0.274170321,0.105560504300605,1.25048889732799,2.55647460097081
"T2430",0.255245679,0.071727255,0.447906546,0.262827055,0.285216226,0.168526507,0.133135765,0.058437583,0.143243577,0.053078988,0.155312795,0.235746876,0.366272890680628,0.341741043582852,1.96154745950956
"T2338",0.08339461,0.071314924,0.323272539,0.279711856,0.257624713,0.302851736,0.237263949,0.293760304,0.388204747,0.045257564,0.385304892,0.266739278,0.35414202789362,0.374161647643796,1.98277215590795
"T2339",0.194056337,0.065193588,0.379119596,0.332051008,0.369461587,0.386566972,0.044676673,0.384898092,0.303065448,0.044789293,0.384746136,0.266739278,0.473101874747887,0.0674747666937364,1.78199440589143
"T2340",0.085260361,0.075906287,0.377061067,0.305058554,0.377348005,0.380147086,0.119132035,0.379555955,0.266648117,0.049699991,0.379612743,0.266739278,0.464343302064484,0.0894974197105051,1.79641190790001
"T0066",0.401309529,0.279178814,0.386164697,0.047057306,0.379870401,0.398089493,0.053869929,0.34847716,0.38891918,0.371873744,0.305572963,0.266739278,0.205292401631467,0.822864938126248,2.27652334868473
"T0067",0.414159006,0.155423607,0.409313127,0.04300017,0.390735246,0.399806435,0.048562025,0.333380236,0.370809414,0.397161984,0.31834305,0.266739278,0.323510760184517,0.457903850566684,2.0375954044023
"T0068",0.274374229,0.38650533,0.428426261,0.035168952,0.222076555,0.213934984,0.078703239,0.207129217,0.427209144,0.180591768,0.217861918,0.266739278,0.347648225979581,0.391677587748991,1.99423926213972
"T0064",0.106618112,0.131121036,0.210527125,0.077192502,0.129197088,0.100255752,0.146341305,0.202210066,0.165552671,0.065073979,0.354008048,0.266739278,0.443959945062984,0.140936774638009,1.83008755099453
"T0587",0.144767078,0.09769388,0.416473027,0.112964302,0.071540837,0.187732388,0.110546262,0.067780243,0.299558402,0.081606169,0.142170541,0.094305498,0.395665446567908,0.264582772140363,1.91103449303576
"T0588",0.150219749,0.092678415,0.417776893,0.100465093,0.080295342,0.169112538,0.101876323,0.08160174,0.288332494,0.083038004,0.129037978,0.082929934,0.353995122784985,0.374556612890047,1.98303072658182
"T0592",0.289550455,0.064929976,0.416170921,0.088644509,0.320110516,0.210023071,0.089483442,0.190506503,0.200368592,0.050661098,0.147982967,0.148253617,0.434727975849901,0.164349581763493,1.84541514088576
"T0589",0.291123954,0.089591651,0.384306731,0.11930215,0.052272196,0.189299999,0.129076926,0.22608803,0.184762364,0.062143144,0.112381242,0.122523791,0.355000331589431,0.371855198714714,1.98126220013457
"T0590",0.291693488,0.082121415,0.384877913,0.115750034,0.043415117,0.178660871,0.12780483,0.237301773,0.17380214,0.061967734,0.106003276,0.146705613,0.398920141441526,0.256143177580001,1.90550936981682
"T0591",0.327759679,0.088701965,0.381723284,0.110774305,0.067591068,0.167569369,0.1184027,0.24041247,0.143205471,0.068545327,0.107004947,0.111650591,0.469893243658456,0.0755382223988348,1.78727328345154
"T0595",0.185854201,0.079192072,0.454607663,0.099141308,0.060813744,0.261998089,0.102225944,0.219795708,0.164191399,0.05046388,0.149187572,0.105542981,0.354137757309201,0.374173128601769,1.98277967211113
"T0596",0.19369632,0.083334083,0.479895389,0.099431161,0.105784002,0.244957733,0.097887177,0.257808463,0.234750838,0.054644981,0.148909432,0.083990727,0.359389680845924,0.360090627247329,1.97356032458706
"T0572",0.239955709,0.087075714,0.349080746,0.120164606,0.247507435,0.091926272,0.137489226,0.151812365,0.325769709,0.060714256,0.166992001,0.14514454,0.332960168500469,0.431753832943258,2.02047585339621
"T1096",0.308416388,0.22257561,0.281554762,0.124589677,0.187240851,0.046124041,0.315586013,0.130013327,0.271686393,0.095654262,0.179609321,0.266739278,0.252656983002228,0.666151974922063,2.17392855867257
"T1094",0.206368274,0.275571711,0.099105146,0.144575175,0.175530275,0.082170784,0.123896912,0.189733841,0.230553615,0.089392331,0.109016855,0.266739278,0.115305948857403,1.19878412296718,2.52262519655834
"T0112",0.234860721,0.237744397,0.733020837,0.163691424,0.399469629,0.158000792,0.114752049,0.221430245,0.084786529,0.040825732,0.183657316,0.266739278,0.369243610002828,0.333857329744127,1.95638625300014
"T0113",0.239031612,0.049122903,0.884113302,0.185018808,0.158969018,0.250727634,0.253355627,0.276048089,0.202686955,0.045422451,0.247217054,0.266739278,0.156476608307879,1.00904465945373,2.3984090499284
"T0115",0.284081309,0.080309606,1.10848237,0.212390457,0.316694347,0.204814133,0.272510222,0.286362898,0.135265961,0.062919681,0.080627359,0.266739278,0.281950025327405,0.577058332653192,2.11560189996416
"T0116",0.251343931,0.086890443,0.958339773,0.153916563,0.121347883,0.214662658,0.254691337,0.230424916,0.202445969,0.044123527,0.061144988,0.266739278,0.292219452547645,0.546912416275082,2.09586636630249
"T0117",0.195454281,0.068912909,0.957504248,0.242743602,0.197855192,0.256356465,0.073241468,0.105922868,0.279199405,0.058979046,0.05654815,0.266739278,0.469316550100052,0.0769879887447973,1.78822239749284
"T0118",0.110820141,0.092986557,0.836473696,0.171826754,0.132861446,0.290474426,0.116431495,0.196391096,0.21166212,0.060944342,0.110778655,0.266739278,0.253065097745813,0.664875393305962,2.17309282294172
"T0094",0.040450243,0.058239601,0.155547149,0.32172782,0.21583189,0.196994603,0.154626617,0.191228193,0.206386797,0.071523686,0.305551187,0.266739278,0.390012230510755,0.279287157683099,1.92066096755433
"T0095",0.132368397,0.05433178,0.307069783,0.264832064,0.353638276,0.315759396,0.051415375,0.355587859,0.328149034,0.079408567,0.190674819,0.298087267,0.46026386239877,0.0997689935030261,1.80313636728608
"T0110",0.249734058,0.056522091,0.637104988,0.15561338,0.066753606,0.139397702,0.219720866,0.202391152,0.247799433,0.038787231,0.149436285,0.266739278,0.349925814546827,0.38552075937685,1.99020859038758
"T0111",0.251198402,0.037842658,0.664953882,0.140227101,0.052134804,0.122343206,0.210325584,0.168889369,0.225412605,0.048291518,0.148441059,0.266739278,0.426836225304545,0.184434699288634,1.8585642025379
"T4023",0.113334634,0.107278526,0.116742129,0.188898238,0.116348421,0.1468171,0.236304634,0.290584032,0.322618034,0.064081382,0.143802744,0.266739278,0.276933020904709,0.591976922766872,2.12536860712543
"T4024",0.09744667,0.111838299,0.187679147,0.181215586,0.066983812,0.145144343,0.232431424,0.278105415,0.323949537,0.061926919,0.141379666,0.266739278,0.386773589311864,0.287738158229415,1.92619355789475
"T4025",0.09111049,0.118104431,0.122244937,0.186283797,0.10427655,0.06372396,0.217045302,0.273927356,0.28440923,0.063926288,0.13295943,0.266739278,0.387520318215524,0.285787821359103,1.9249167368994
"T4026",0.067746474,0.11167659,0.142108798,0.182219476,0.105881299,0.132445962,0.223254085,0.2764081,0.262747632,0.072382557,0.138412261,0.266739278,0.278305318036822,0.587883285726425,2.12268863844918
"T4027",0.109644081,0.133035241,0.095949972,0.171653599,0.109492992,0.096756403,0.229014533,0.276947393,0.283238462,0.083376489,0.147797065,0.266739278,0.213568838630386,0.794099210402742,2.25769137885276
"T4028",0.09840883,0.116373961,0.082023427,0.181214259,0.088358565,0.072091336,0.206886208,0.293674018,0.230046187,0.077619487,0.139135086,0.266739278,0.325161229932875,0.453314268441725,2.03459075689436
"T4029",0.117693515,0.131145577,0.065380828,0.18977788,0.136331001,0.072458758,0.218853607,0.280405631,0.174715633,0.075490026,0.136640947,0.266739278,0.178148251419416,0.922445006882958,2.34171512372749
"T4030",0.09298789,0.119428829,0.112867693,0.1879819,0.110759983,0.079416029,0.2179706,0.274950243,0.205129174,0.076464319,0.144612782,0.266739278,0.231812346890099,0.732891359027356,2.21762062445849
"T4031",0.122285106,0.136119383,0.074882167,0.180158473,0.090465319,0.120664739,0.224360994,0.266290636,0.277462379,0.092278109,0.154922765,0.266739278,0.138040605162958,1.08916481835366,2.45086106608593
"T4032",0.117208312,0.129102729,0.080149309,0.177867982,0.086290011,0.129206104,0.221007082,0.262993552,0.213717436,0.097747739,0.138971831,0.266739278,0.0970645693984378,1.29846050702629,2.58788002604167
"T4033",0.119266762,0.133791866,0.054179829,0.155485267,0.115110667,0.056530446,0.2417373,0.277437236,0.254166067,0.074799442,0.152053615,0.266739278,0.277203891435987,0.591168117211383,2.12483910889868
"T4034",0.117403051,0.132532325,0.080265536,0.184090508,0.082038143,0.07339352,0.242725883,0.27727891,0.265573608,0.080879434,0.156313063,0.266739278,0.279111034730323,0.585484375519334,2.12111815133744
"T4087",0.10157084,0.125451518,0.083926977,0.172018803,0.09815401,0.084049723,0.200683797,0.26781217,0.09903943,0.091817239,0.077927634,0.266739278,0.338086510282486,0.417691044886489,2.01126941151565
"T4088",0.091432799,0.146492957,0.070093158,0.230303502,0.074342744,0.140931719,0.228524686,0.304307372,0.225061737,0.089894843,0.139716961,0.266739278,0.215603639366823,0.787127421174884,2.25312717920254
"T4089",0.099575043,0.108762513,0.043464842,0.181980211,0.176799014,0.115203082,0.234032685,0.276925861,0.127948821,0.064969509,0.075495377,0.266739278,0.297055078914889,0.532889378997012,2.08668594794104
"T4090",0.089000617,0.065220134,0.066852209,0.198356756,0.17275495,0.142356117,0.07014624,0.27645331,0.144972701,0.087156286,0.143346975,0.266739278,0.31539838878534,0.480605680285582,2.05245754091788
"T4091",0.087856494,0.092002809,0.079560098,0.173525047,0.160655288,0.102161331,0.218513221,0.27142169,0.10395475,0.07521976,0.099247294,0.266739278,0.315802882857266,0.479467946873757,2.05171270451067
"T4092",0.086667231,0.06085859,0.071682757,0.195377782,0.179061935,0.131341043,0.225102637,0.271407391,0.093174655,0.08485169,0.067423899,0.266739278,0.404468992172393,0.241796327986219,1.89611696225005
"T4093",0.115015876,0.129545202,0.098249407,0.179395367,0.169706448,0.144862222,0.208994624,0.257355108,0.075168643,0.093078255,0.134906846,0.266739278,0.100025319466887,1.28140730704195,2.57671586045092
"T4094",0.099315056,0.110169221,0.053949359,0.147189661,0.168418615,0.0542346,0.207938155,0.287475885,0.058997639,0.089714902,0.089664689,0.266739278,0.470660170319438,0.0736104690565512,1.78601124714451
"T4095",0.065292063,0.12488512,0.080383013,0.178855338,0.174562098,0.123334994,0.246823828,0.285989767,0.207466648,0.066251613,0.103807573,0.266739278,0.26167348522037,0.638194663745993,2.15562583239665
"T4097",0.100635439,0.119145507,0.064056026,0.1810357,0.193761922,0.077032997,0.243473738,0.2934887,0.087323135,0.076056854,0.107593426,0.266739278,0.361052486897568,0.355646956168153,1.97065120021133
"T4099",0.135945384,0.130936129,0.113616863,0.109286707,0.161453193,0.084955208,0.205021109,0.261815042,0.087539283,0.114125379,0.119166554,0.266739278,0.171853871098464,0.94686467142459,2.35770186984339
"T4101",0.111265701,0.112188485,0.090363072,0.145149792,0.152115913,0.099026185,0.179841256,0.284374348,0.182372316,0.093183156,0.120880977,0.266739278,0.14197459210617,1.07148995658166,2.43928991909901
"T5038",0.09553581,0.11880375,0.066633542,0.191288353,0.133075732,0.157168766,0.25001881,0.285080479,0.223564567,0.06254708,0.138136178,0.266739278,0.166997745893835,0.966097307354277,2.37029284001104
"T5042",0.104323297,0.127426475,0.076548979,0.201256323,0.136339621,0.177045467,0.251448091,0.276115893,0.186810216,0.070025029,0.140744601,0.266739278,0.0962360945523001,1.30330050401715,2.59104861187391
"T5043",0.115846772,0.148109535,0.085812512,0.188267514,0.111100402,0.086529542,0.230746248,0.284323159,0.257151181,0.086489639,0.117825774,0.266739278,0.208676049096999,0.811023634590004,2.26877123919148
"T6958",0.103357996,0.133274229,0.071010372,0.223690166,0.074925282,0.138686309,0.24536365,0.264437657,0.236360121,0.070882824,0.085288521,0.266739278,0.292913835870836,0.54489218462856,2.09454378751058
"T6959",0.112263494,0.134166348,0.073173297,0.147062581,0.094224247,0.1080265,0.253478496,0.279548313,0.23219011,0.068214802,0.062982445,0.266739278,0.376048834093916,0.315874631198645,1.94461357546662
"T6962",0.112842975,0.136036986,0.063726364,0.211322372,0.075742553,0.095948823,0.254899507,0.277957514,0.252762079,0.058345685,0.153155039,0.266739278,0.297414531781661,0.531851192531508,2.08600628162472
"T6963",0.10910662,0.130376269,0.067561211,0.183826019,0.082359803,0.098924308,0.240569728,0.272952382,0.218298779,0.064447794,0.122321827,0.266739278,0.274036283226459,0.600650842937056,2.13104713556525
"T6966",0.118543456,0.130392553,0.068358458,0.190354042,0.072460069,0.069958564,0.22656741,0.275463239,0.107972453,0.085697835,0.11963248,0.266739278,0.347008800298085,0.393408760089294,1.99537260337133
"T6967",0.123664736,0.133315528,0.070422157,0.193049225,0.071611436,0.070082199,0.227285712,0.282376892,0.083925206,0.090736428,0.124119457,0.266739278,0.378623608419664,0.309097689319458,1.94017693592638
"T6970",0.116255723,0.129470241,0.076961482,0.159852445,0.099598315,0.087155636,0.202339144,0.245667471,0.119444628,0.104881071,0.114953099,0.266739278,0.144375565037905,1.0608652798371,2.43233429489748
"T6971",0.119759133,0.141011422,0.076118223,0.181760812,0.080144779,0.092127081,0.239430136,0.282420311,0.071411466,0.086273642,0.123740706,0.266739278,0.359198332534922,0.360602439948418,1.97389539142212
"T6981",0.123221938,0.138470716,0.093674566,0.135576265,0.123579224,0.077639048,0.231539927,0.283113442,0.202207572,0.108349719,0.152910405,0.266739278,0.131953609391012,1.1172037472144,2.46921722475856
"T6984",0.135417264,0.152655902,0.063043376,0.17739643,0.043896545,0.083826078,0.247850065,0.285471809,0.191992626,0.090221602,0.17454549,0.266739278,0.258085858520801,0.649257862450033,2.16286854241053
"T6985",0.105604709,0.136718606,0.056038273,0.169576232,0.123513522,0.083433786,0.222848568,0.2970801,0.268717493,0.067148,0.115280722,0.266739278,0.306140189830529,0.506821057788252,2.06961988087359
"T6988",0.096763555,0.12291948,0.058271922,0.205013768,0.064189781,0.054653921,0.239137414,0.290712487,0.30780753,0.061157772,0.146216707,0.266739278,0.495490883602077,0.0113029193212896,1.74522055663263
"T6989",0.097303642,0.122282955,0.068794914,0.198562912,0.135441812,0.064349928,0.252907533,0.288025638,0.053051087,0.065438542,0.125147789,0.266739278,0.482955109833407,0.0427382106785703,1.76580020141651
"T6992",0.094773427,0.119340236,0.070256133,0.159364081,0.125518537,0.058156539,0.252696194,0.287896478,0.183189995,0.066075512,0.136841471,0.266739278,0.347793847570307,0.391283498084148,1.99398126468001
"T6993",0.112495544,0.131707936,0.056972742,0.194305396,0.147546307,0.123297437,0.170747737,0.269036887,0.276042626,0.074062981,0.046407209,0.266739278,0.299648775634471,0.525410938211448,2.08179006028551
"T6996",0.085943577,0.110474767,0.062598078,0.146906198,0.139941403,0.054840756,0.267770633,0.305380197,0.130708402,0.058557897,0.127650423,0.266739278,0.47855254937414,0.0537867091558441,1.77303328767848
"T4096",0.079334082,0.127248987,0.079096623,0.17876183,0.17722273,0.075103446,0.180904539,0.296143987,0.150914244,0.077906661,0.10301597,0.266739278,0.296636934537067,0.534097803899558,2.08747706372743
"T4098",0.08489438,0.109382694,0.084224003,0.214059606,0.202004698,0.053101664,0.211753604,0.283038447,0.081884744,0.071092826,0.172839201,0.266739278,0.381905350522105,0.300480457145746,1.93453551924156
"T4100",0.118433627,0.100553946,0.063715335,0.065100823,0.162768447,0.100866834,0.232806216,0.296107092,0.117265573,0.082868039,0.075448446,0.266739278,0.45600250436178,0.110509887606715,1.81016807514598
"T4102",0.111890819,0.125452499,0.119041319,0.17538552,0.146788897,0.074191168,0.08245633,0.261865815,0.197526073,0.123701203,0.119176478,0.266739278,0.179777330536961,0.916214005529457,2.33763589337949
"T4834",0.110377695,0.117659965,0.078077466,0.171714461,0.145445908,0.164564193,0.208446087,0.284348145,0.307923965,0.072990759,0.12288497,0.266739278,0.192918761342985,0.86719071521256,2.3055419678169
"T4836",0.107540843,0.101600137,0.082483646,0.159712707,0.152451401,0.14623763,0.185257448,0.298283653,0.202660523,0.070020319,0.1347975,0.266739278,0.155185305814031,1.0144446842158,2.40194426740626
"T4838",0.120442847,0.125358161,0.088323855,0.160023653,0.090748752,0.158737721,0.211601506,0.28699703,0.228784964,0.084921149,0.124072615,0.266739278,0.146818948630523,1.05017448688995,2.42533538660649
"T4840",0.132471037,0.12130611,0.077304759,0.165553864,0.080946725,0.081698751,0.21317249,0.279545996,0.076976166,0.080750704,0.080673401,0.266739278,0.426636582527149,0.184943737585865,1.85889745306259
"T4842",0.117231903,0.134118335,0.079718933,0.162783126,0.078771464,0.127886688,0.145601134,0.278784115,0.266075197,0.085238224,0.099291795,0.266739278,0.272501975001219,0.60526346916414,2.13406686928412
"T4844",0.119032266,0.138350949,0.06474995,0.179009639,0.105136598,0.117740391,0.235429107,0.291517905,0.101039304,0.080302956,0.100441243,0.266739278,0.276380056227007,0.593629250768134,2.12645033157793
"T4845",0.094020483,0.114159914,0.07683724,0.148508342,0.154303473,0.068286401,0.242318712,0.292275954,0.069390316,0.073704756,0.092118563,0.266739278,0.481943663568894,0.0452759873336884,1.76746159979547
"T4847",0.114058163,0.134037887,0.101407522,0.120018171,0.143121577,0.083258171,0.223179271,0.283309021,0.190496817,0.080676617,0.090384404,0.266739278,0.261110351858178,0.639926009264943,2.1567592870026
"T4849",0.114984638,0.138247585,0.073980377,0.165944619,0.09392515,0.070386914,0.212026377,0.292671026,0.084599595,0.083053235,0.087733981,0.266739278,0.421267299590922,0.19865247916596,1.86787211243335
"T4851",0.120119761,0.130093894,0.095972395,0.164368673,0.102508066,0.086422236,0.193302785,0.273383782,0.090646194,0.089667101,0.099013736,0.266739278,0.28130361925246,0.578973226870439,2.11685551782766
"T4853",0.122626344,0.130433462,0.081485247,0.158230463,0.082570219,0.08637985,0.189882891,0.288468019,0.081840412,0.093275164,0.114161706,0.266739278,0.337658061317699,0.418863186838413,2.01203677405518
"T4855",0.125162154,0.134528067,0.087338447,0.160126181,0.118707446,0.118131487,0.210213379,0.278708352,0.104066929,0.091847263,0.110539166,0.266739278,0.166335055740062,0.968749654358243,2.37202924380526
"T5037",0.086896003,0.108983697,0.056820338,0.189290431,0.137681136,0.130527118,0.258943597,0.295858619,0.26547321,0.053623853,0.133169924,0.266739278,0.296571296533398,0.534287566591014,2.08760129508063
"T5041",0.107902658,0.125536254,0.086021187,0.182248569,0.106339874,0.160156602,0.2325857,0.264573587,0.223327009,0.08261859,0.133911762,0.266739278,0.0987634892739223,1.2886293391183,2.58144388581132
"T5044",0.150064211,0.161420123,0.085751159,0.211478745,0.095744257,0.084890092,0.24274066,0.261192601,0.285318023,0.097247855,0.157888825,0.266739278,0.129962178311578,1.12656993486248,2.47534895780299
"T6957",0.100286189,0.132897292,0.064048948,0.213755873,0.090378775,0.114390519,0.267803595,0.291913228,0.32332543,0.063560795,0.084200695,0.266739278,0.439466280807613,0.152322522741259,1.8375414234241
"T6960",0.078723926,0.095805812,0.067570302,0.178492343,0.086022554,0.118630813,0.250419816,0.289700146,0.249329421,0.065818789,0.081694453,0.266739278,0.451606037141223,0.121604721179134,1.81743149546112
"T6961",0.104881798,0.118133803,0.060957093,0.192125821,0.102349371,0.067173963,0.253307878,0.294730017,0.318462568,0.059457945,0.136950792,0.266739278,0.438885324307166,0.153795922938763,1.83850600976575
"T6964",0.090547303,0.107934541,0.069423812,0.189970686,0.088478072,0.100174765,0.252454128,0.283607366,0.266218987,0.067745595,0.11044802,0.266739278,0.387425415877056,0.286035630694052,1.92507896946882
"T6965",0.123209439,0.144824941,0.059543096,0.170866445,0.064220224,0.064108751,0.245268277,0.293539575,0.145382345,0.082466921,0.089807548,0.266739278,0.41788225691926,0.207314163133133,1.87354263023606
"T6968",0.118123228,0.118425793,0.057981987,0.209998564,0.056345637,0.062764182,0.250889179,0.307303957,0.194808232,0.076668656,0.128119779,0.266739278,0.426453960337809,0.185409419681999,1.85920231971745
"T6969",0.102196896,0.128267864,0.043660829,0.187774207,0.081107363,0.079839126,0.254272128,0.290796165,0.065546378,0.059129842,0.13870855,0.266739278,0.491372329881719,0.0216280479118853,1.75198007657241
"T6972",0.139429612,0.099580388,0.055167698,0.179330645,0.054949108,0.081372797,0.253452363,0.291653587,0.27958241,0.088536323,0.129355962,0.266739278,0.394681791330488,0.267137127101686,1.91270674468307
"T4103",0.091250491,0.111919194,0.056738711,0.199661862,0.188979257,0.160254333,0.087508314,0.301608561,0.333651372,0.052201208,0.140311519,0.266739278,0.401673903267952,0.249016773646085,1.90084394903609
"T4107",0.082978309,0.104798126,0.040843719,0.173418046,0.194956298,0.163772252,0.163139999,0.309283628,0.118160432,0.050819393,0.056439884,0.266739278,0.427428564628607,0.182924665371743,1.8575756333127
"T5049",0.093555386,0.111318509,0.073794383,0.074984031,0.115345656,0.152246702,0.235267361,0.274462236,0.260411365,0.070674835,0.124121476,0.266739278,0.345635489737255,0.397130839227069,1.9978093253868
"T5050",0.085350398,0.105488805,0.06168807,0.17834537,0.107443398,0.13819566,0.252565964,0.288823904,0.218193355,0.058526065,0.125126294,0.266739278,0.296980966845837,0.533103503906109,2.08682612843177
"T5052",0.08601911,0.11879289,0.063806296,0.101944155,0.125651711,0.068704692,0.251931702,0.282906145,0.243839696,0.067933386,0.108419574,0.266739278,0.44246408857108,0.144724775417515,1.83256742972691
"T5053",0.093195216,0.115634626,0.072281718,0.183620723,0.142748747,0.138674279,0.241612571,0.275981353,0.306699769,0.064261614,0.125161117,0.266739278,0.259969513213893,0.643439397308284,2.15905938586595
"T5054",0.093334193,0.120175135,0.05739533,0.169980215,0.131741758,0.129727303,0.271576315,0.299706989,0.313028327,0.05359241,0.129874945,0.266739278,0.354852954244095,0.372251092748208,1.98152137885471
"T5055",0.103772634,0.121830941,0.08666259,0.167267113,0.11111251,0.152025905,0.227961486,0.26203669,0.24121926,0.084950237,0.129009956,0.266739278,0.118335393586793,1.18334918544495,2.51252045383912
"T5056",0.11289824,0.13022361,0.095025649,0.131365157,0.110474925,0.157268482,0.227884807,0.256135943,0.220800191,0.09379838,0.132587201,0.266739278,0.0819435413958098,1.39211663121674,2.64919359065185
"T6973",0.144430057,0.136892139,0.059041063,0.181540526,0.203096684,0.067814999,0.162259316,0.302028719,0.181006552,0.074138393,0.113379613,0.266739278,0.19667589948995,0.853554642922928,2.29661488262534
"T6976",0.150108666,0.141754834,0.040707311,0.216344398,0.21714966,0.058044608,0.191405933,0.301024627,0.142929434,0.072647276,0.145597965,0.266739278,0.188089818794098,0.884957344770076,2.31717319213561
"T6977",0.100608212,0.123598751,0.047570735,0.208727687,0.203877795,0.051913127,0.250953809,0.303484712,0.234948864,0.056685278,0.116744678,0.266739278,0.351348912369897,0.381681229314571,1.98769497713932
"T6979",0.107717253,0.134108592,0.055109941,0.222709935,0.063575249,0.053583347,0.267462415,0.300575715,0.311632987,0.05666316,0.150483817,0.266739278,0.495537118177298,0.0111870191001895,1.74514468059402
"T4104",0.084040898,0.082950516,0.086134683,0.163257215,0.104842543,0.150960116,0.096535553,0.286587277,0.31080934,0.083379938,0.144967219,0.266739278,0.424762957645127,0.189723359160771,1.86202651310835
"T4833",0.09888172,0.116052983,0.113687929,0.076559258,0.106679152,0.163884474,0.212098301,0.2848775,0.206581041,0.069867509,0.096045691,0.266739278,0.340972342402312,0.409810879473704,2.00611052804324
"T4835",0.109504341,0.118681064,0.0769925,0.117713361,0.115140308,0.120658117,0.213640932,0.284936398,0.114262811,0.086771989,0.130312212,0.266739278,0.230466722264739,0.737310670767242,2.22051380158105
