"","ykgM","znuA","znuB","znuC","zur","pval","z","inv_cof_var"
"T0119",0.057371803,0.05794332,0.062473093,0.059121911,0.163510254,0.360829269603654,0.356243070619813,25.941619966063
"T0120",0.063074977,0.065612089,0.073775386,0.067390344,0.163510254,0.460969496885421,0.0979915618720546,14.7766506492935
"T0121",0.047543269,0.047891819,0.047710732,0.048733858,0.163510254,0.0318374395961077,1.8544494960426,90.7134729985678
"T0122",0.044788361,0.044725456,0.046930319,0.047962676,0.163510254,0.337661091102385,0.418854895996367,28.6485126095401
"T0123",0.022925286,0.023667348,0.021278758,0.025939637,0.139256181,0.485434651143871,0.0365180301864289,12.1189697769085
"T0095",0.065226916,0.070399517,0.062327983,0.061501846,0.139639651,0.448555654420665,0.129311327245358,16.1306958631896
"T0111",0.061968784,0.066029104,0.071117676,0.068448219,0.163510254,0.438592608561083,0.154538424001927,17.2213371632308
"T4029",0.07291409,0.074817173,0.077117353,0.080740171,0.148730791,0.389338772600355,0.281042835644847,22.6904934956677
"T5055",0.092588123,0.087331756,0.089385889,0.100467821,0.100531174,0.449564070708927,0.126762797524454,16.020515456985
"T5056",0.104855491,0.090636402,0.087866141,0.100339483,0.100365934,0.486663813354633,0.0334350910208731,11.9856852847644
"T2765",0.04167294,0.041655516,0.045976227,0.043856812,0.163510254,0.404962973701613,0.240521565006616,20.9386402517269
"T2767",0.044680134,0.044161572,0.05082393,0.048515492,0.163510254,0.460836449915165,0.0983266717157284,14.7911384295992
"T2769",0.082784338,0.076903832,0.091916889,0.088966693,0.163510254,0.479692430762634,0.0509255304729393,12.7418482236221
"T0413",0.074817671,0.089445326,0.088602279,0.084101972,0.163510254,0.481354154685561,0.0467552323781131,12.5615540193547
"T0414",0.028694721,0.02862633,0.028892128,0.028679065,0.163510254,2.35867746769958e-08,5.46164771367496,246.663219873844
"T0412",0.035835561,0.03685711,0.039554245,0.038574623,0.163510254,0.390610923706717,0.277727111020269,22.5471450061438
"T0409",0.038772645,0.039959752,0.03798442,0.043136896,0.163510254,0.434819108059291,0.164118045568598,17.6354922687586
"T0408",0.028618245,0.0280876,0.028620252,0.028004402,0.163510254,0.0421769245868757,1.72596422414987,85.15867827425
"T0410",0.063720106,0.064206689,0.065389683,0.066432375,0.163510254,0.161393526481497,0.98874677141376,53.2866079831714
"T1715",0.049838922,0.053329847,0.060177758,0.060468642,0.163510254,0.498803895557935,0.00299819370576285,10.6698090435425
"T1716",0.060978421,0.064267509,0.070589086,0.069385154,0.163510254,0.460925689321236,0.0981019002288144,14.781420899712
"T1067",0.049984371,0.051318835,0.051132254,0.059342721,0.163510254,0.483808368290268,0.040597550983909,12.2953394126634
"T1068",0.050655448,0.052140953,0.050681068,0.042347621,0.163510254,0.495974866737898,0.010089684032534,10.9763949461477
"T1069",0.052852136,0.05454321,0.054737505,0.047059823,0.163510254,0.463015426814059,0.0928397724096945,14.5539236977546
"T1070",0.050320379,0.052014985,0.050532769,0.042505919,0.163510254,0.492244280542815,0.019441930416911,11.380719956409
"T5759",0.093597634,0.098719694,0.089257449,0.096797858,0.128199986,0.387801263516725,0.285054318760625,22.8639216631142
"T0860",0.060277685,0.058026795,0.054638912,0.058388986,0.108683953,0.372150385535488,0.326163347124932,24.6411853954938
"T0861",0.062900217,0.061708877,0.060957694,0.059325142,0.120633898,0.241250124927981,0.702286918164535,40.9021092922546
"T0862",0.06800455,0.06180854,0.058059604,0.062199988,0.106768248,0.456853248169314,0.108364580463777,15.2251066326116
"T0864",0.082003536,0.082543579,0.088760087,0.075699561,0.165717136,0.455131020102785,0.112708023182106,15.4128863862108
"T0865",0.07147933,0.065242562,0.06114994,0.067829447,0.130546834,0.456409641526747,0.10948315343461,15.2734658191986
"T0866",0.072030153,0.070966039,0.072030058,0.071048111,0.114637411,0.00534814883276024,2.55246721186831,120.890823820427
"T0867",0.077751921,0.07820005,0.082021686,0.073601483,0.130969755,0.389971591901005,0.279393076463514,22.6191695729965
"T0868",0.076257041,0.070693952,0.066595282,0.070368996,0.118243446,0.433025373743486,0.168676953453056,17.8325872127331
"T0869",0.091205251,0.088886823,0.092957053,0.085487359,0.167001932,0.345154674462407,0.398435290079573,27.7657132228995
"T0870",0.075343928,0.071393095,0.076102314,0.071912686,0.167379,0.318308757994921,0.472433333975247,30.9648654509049
"T0896",0.093615348,0.084131324,0.084465993,0.085632048,0.139368434,0.418811495577383,0.204934895449094,19.4001242692944
"T0900",0.075324653,0.073285738,0.082249491,0.06667042,0.154778736,0.49026632350273,0.0244011299749711,11.5951206821587
"T1660",0.045806504,0.045168632,0.049643939,0.046540392,0.102055959,0.381392502572671,0.301825612221411,23.5889938139031
"T1652",0.059247984,0.052532734,0.063649509,0.055954485,0.135370217,0.484695553396546,0.0383719730397754,12.1991211579131
"T1653",0.066808932,0.064949116,0.071385769,0.064354663,0.140431064,0.404379894098947,0.242026295208855,21.0036941467438
"T1654",0.079363336,0.075578529,0.086372229,0.074233512,0.14556279,0.463556010833165,0.091478962455228,14.4950918966888
"T1655",0.070861374,0.069673207,0.074578991,0.068954358,0.142345311,0.339849495459834,0.412873918336496,28.3899374229689
"T1656",0.075814471,0.074959162,0.081787902,0.073274398,0.134717897,0.407723140626589,0.233405836758629,20.6310064727784
"T1657",0.07885489,0.076148115,0.083565561,0.076236855,0.144277668,0.389855414563599,0.279695893532582,22.6322612420487
"T1725",0.062880645,0.056416742,0.057679589,0.054601398,0.179649584,0.447183592835972,0.132780235566125,16.2806669326786
"T8307",0.061636719,0.063483246,0.070967307,0.064210369,0.129340136,0.450042017079512,0.12555519152039,15.9683071115333
"T8308",0.056040218,0.057738999,0.059872443,0.057937599,0.068283201,0.270853196982882,0.610234628373814,36.9224191210904
"T8309",0.056312521,0.05560376,0.057498026,0.059214821,0.108704382,0.276369346839914,0.593661267752885,36.2059041868479
"T8319",0.037567553,0.039609706,0.038923575,0.040338316,0.095859694,0.300389888521184,0.523279482244732,33.1630934034053
"T2213",0.080786736,0.067829519,0.078729289,0.071350887,0.115821308,0.484339173659417,0.0392659579196883,12.237770743359
"T2087",0.045486203,0.047009454,0.05424382,0.051015328,0.630296198,0.482129762005427,0.044809034283095,12.4774141739746
"T2089",0.048347343,0.048946524,0.055024968,0.053367931,0.696872895,0.452872081035802,0.118408284255372,15.659325372334
"T6045",0.068178339,0.06432918,0.068763765,0.06213416,0.071258818,0.406088877170521,0.237617528159171,20.8130902309208
"T6058",0.054638599,0.054856755,0.051614384,0.05172829,0.077578118,0.327061326867741,0.448042321031013,29.9103705035268
"T6054",0.054792611,0.055094294,0.049335967,0.050058668,0.307711385,0.43898296942249,0.153548255784449,17.1785292903158
"T6065",0.05652345,0.059472471,0.04896289,0.051299267,0.380731474,0.493209995887238,0.0170208381063294,11.2760490428032
"T6047",0.069104256,0.064610114,0.070373911,0.062798365,0.076822588,0.426626164764602,0.184970301544788,18.536996384992
"T6049",0.066671791,0.063386116,0.060929232,0.058131888,0.075960427,0.439203500482762,0.152988935244804,17.1543482247582
"T6062",0.054770866,0.05776182,0.051107542,0.053113726,0.077652258,0.420105352717724,0.201623969069329,19.256983221951
"T6073",0.055706,0.060456346,0.048966678,0.053175064,0.397887253,0.492466221345011,0.0188855051559825,11.3566640622325
"T6043",0.067282484,0.066715243,0.057912318,0.056065897,0.083137293,0.499183080519094,0.00204771489999297,10.6287170601728
"T6056",0.054599016,0.054119101,0.05275279,0.05116292,0.076393431,0.290147694431564,0.552953299594745,34.4459794621579
"T6067",0.055799459,0.060357768,0.049679255,0.053131567,0.394967552,0.48513097341056,0.0372797557765067,12.1519014057778
"T6064",0.054391526,0.056283923,0.050835368,0.053140261,0.394317852,0.382345026106814,0.299327659556816,23.4810000020172
"T6075",0.056611733,0.060688398,0.049116134,0.052547618,0.361958247,0.496450733314686,0.00889680959474376,10.9248234894647
"T2084",0.04790757,0.048669985,0.053498003,0.051744107,0.720833774,0.420117271140879,0.201593480649329,19.2556651182332
"T6085",0.035685643,0.035860844,0.040589485,0.041847063,0.078292354,0.485773201781765,0.0356688566149616,12.0822575156094
"T6094",0.031760427,0.0351179,0.039809869,0.035937263,0.032945128,0.497752703950238,0.00563316561211462,10.7837265986717
"T6100",0.039666204,0.040815458,0.047379727,0.04280289,0.04319627,0.48144001749292,0.0465397719446939,12.5522390335885
"T6101",0.048124786,0.048704823,0.048866822,0.048550171,0.153419473,0.000516714172085341,3.28126436115774,152.398859724734
"T6109",0.04143003,0.044104392,0.041145656,0.049435664,0.300541131,0.491541374680005,0.0212042182538988,11.4569088225368
"T6111",0.043967289,0.043273753,0.045241034,0.051765335,0.206269317,0.487958703874067,0.0301876376719696,11.8452883625007
"T6082",0.052213373,0.049343942,0.04380232,0.046086624,0.074439055,0.477460326786817,0.0565286738965286,12.9840885292264
"T6106",0.05709353,0.05351157,0.05056289,0.04930073,0.075482467,0.457291407229344,0.107259876892148,15.177347060785
"T6117",0.061965712,0.062800681,0.05485765,0.059263454,0.343192432,0.44338620169101,0.142389439590066,16.6961009745012
"T6078",0.052634982,0.049839547,0.045510967,0.046808395,0.072632536,0.456483917606015,0.109295853638974,15.2653683003053
"T6089",0.053736451,0.048182198,0.043874749,0.048013073,0.067812919,0.486796293917392,0.0331028276672992,11.971320566565
"T6102",0.058230514,0.054063637,0.051360182,0.055392109,0.072084312,0.420915694380586,0.199551465962843,19.1673828408922
"T6113",0.060298414,0.059953912,0.051081674,0.054234194,0.257923957,0.481680909681191,0.045935298956165,12.5261058953835
"T6084",0.052483416,0.048835316,0.044473451,0.046919497,0.071912883,0.465779345905788,0.0858839230761978,14.253201952673
"T6095",0.055201718,0.048981551,0.048079036,0.046939531,0.062874536,0.472963825475991,0.0678215975935062,13.4723147052699
"T6108",0.058006948,0.054375229,0.049861606,0.050575506,0.073447716,0.466891392578595,0.0830864685721321,14.1322597988231
"T6119",0.059789843,0.062063263,0.051990398,0.057012137,0.228293905,0.474535801546462,0.0638726837110164,13.3015915890861
"T6086",0.053121655,0.050095672,0.046487848,0.047285172,0.072579895,0.446486050446265,0.134544404067028,16.3569371054172
"T6097",0.054875355,0.050502868,0.044972458,0.046652592,0.070087525,0.494130922433572,0.0147121264885679,11.1762366757871
"T6121",0.060271792,0.059554826,0.050291031,0.053404874,0.208375661,0.490630881621158,0.0234870562651464,11.5556025977419
"T6080",0.05204847,0.049043467,0.044950956,0.047744793,0.070113556,0.445695530315172,0.13654423105622,16.4433954850078
"T6104",0.057887319,0.054684771,0.049389635,0.052967898,0.065431853,0.457315842382466,0.107198273904639,15.1746837831581
"T6115",0.060484355,0.062298216,0.051548645,0.055626908,0.214955627,0.488105596749691,0.0298192660664469,11.829362578784
"T6088",0.05236878,0.049719306,0.043827548,0.046465684,0.077257225,0.478332252992562,0.0543397178870159,12.8894535480002
"T6112",0.059699013,0.062894759,0.05217907,0.055225603,0.391739314,0.485344102515647,0.0367451542734442,12.1287890165905
"T6123",0.060343223,0.061356605,0.05066196,0.055524178,0.222499362,0.490323975757881,0.0242565744276046,11.5888711223449
"T6130",0.059661876,0.067458008,0.0554254,0.058482313,0.295878898,0.488704003905975,0.0283186477476294,11.7644864525339
"T6140",0.060802772,0.069975059,0.062616757,0.066920306,0.309847015,0.452727642632554,0.118772892525257,15.6750884560258
"T6167",0.056199889,0.065659099,0.059932786,0.064088611,0.260103563,0.464279462141677,0.089658085981895,14.416370072166
"T6126",0.058400772,0.065609375,0.056414113,0.061582767,0.341748577,0.458312884462133,0.104684994830042,15.0660273656664
"T6158",0.059845552,0.068697533,0.062213403,0.066082384,0.380662346,0.447207462733631,0.13271987307074,16.2780572851605
"T6165",0.057361188,0.067105198,0.06001068,0.065633375,0.282706269,0.47199777984221,0.0702488926797203,13.5772537830384
"T6153",0.059532896,0.069786299,0.058530272,0.063291131,0.243233363,0.483609829733253,0.0410956286837493,12.3168727708344
"T6160",0.056839053,0.065160826,0.061102017,0.06530746,0.264585408,0.454584497487769,0.114086788644832,15.4724944565024
"T6134",0.060330958,0.067570195,0.055525226,0.058325869,0.304987057,0.488908732359122,0.0278052675158522,11.7422915210757
"T6149",0.057247454,0.067472631,0.054729982,0.058527456,0.392889142,0.498304934146951,0.0042489127790348,10.7238812932835
"T6162",0.058567472,0.065019154,0.060724996,0.063517534,0.269430922,0.399573617266819,0.25445089679824,21.5408460735271
"T6169",0.05763309,0.066274494,0.060585273,0.064225473,0.246157924,0.447871182342596,0.131041643482272,16.2055025033797
"T6138",0.061366744,0.069107757,0.060079464,0.063245126,0.232252203,0.450635662528337,0.124055508467331,15.9034714195621
"T6155",0.060182951,0.069591337,0.059020982,0.062514929,0.269655464,0.47490150649511,0.062954152342415,13.2618807870209
"T6164",0.060348725,0.068688573,0.061272088,0.064737604,0.320550635,0.442186701961007,0.145427436257643,16.8274424707907
"T6171",0.058434959,0.065798332,0.060625679,0.063206955,0.222774649,0.418307574215779,0.206225015280989,19.4558999292621
"T6177",0.060442743,0.067354106,0.068362105,0.074487011,0.374906081,0.488731256880776,0.0282503073393168,11.7615318964672
"T6189",0.063802114,0.068862942,0.064606601,0.073232298,0.959394999,0.453823349078241,0.1160073733608,15.5555269604674
"T6202",0.058891798,0.067252589,0.05723637,0.068620971,1.158917771,0.496456439774837,0.00888250505517713,10.9242050623116
"T6191",0.063270239,0.075333071,0.066371366,0.074650001,0.812112209,0.489991403145665,0.025090464155024,11.6249226182891
"T6215",0.060309291,0.071546405,0.058256148,0.064541003,0.563859551,0.497196849476113,0.00702651417952135,10.8439651393025
"T6206",0.058656793,0.065416719,0.057299853,0.068376959,1.401180323,0.488921655100956,0.0277728624961005,11.7408905571356
"T6200",0.058192532,0.062556569,0.056230052,0.066647083,1.338513941,0.47645042410181,0.0590643568072157,13.0937135301883
"T6211",0.059495462,0.067244985,0.056725121,0.065057153,0.510034131,0.479324753421352,0.0518483785662959,12.7817456503451
"T6208",0.058414195,0.064711858,0.057066289,0.066313786,1.381715399,0.472797121060095,0.0682404317063428,13.4904221310166
"T3654",0.072407353,0.072050971,0.071526364,0.067238047,0.063306836,0.331069350890205,0.436962282621937,29.4313479821645
"T3656",0.040758195,0.040451922,0.04004573,0.036188912,0.060274559,0.427532476355,0.18265980923693,18.4371070335263
"T1708",0.056965912,0.05608201,0.054867614,0.058831309,0.163510254,0.293897318773287,0.542034647843844,33.9739341588394
"T1713",0.059460636,0.060651543,0.052454961,0.059620098,0.163510254,0.455092020240241,0.112806404777695,15.4171397108145
"T1091",0.072139394,0.072962147,0.075801445,0.07445481,0.024769388,0.209113498850101,0.80950105245103,45.537290420284
