"","folE","metA","metC","metF","metJ","yeiB","pval","z","inv_cof_var"
"T4029",0.207093495,0.153520163,0.064825865,0.093200655,0.232063847,0.135643522,0.340076401653154,0.412254624489625,2.37659827561852
"T4030",0.199264175,0.127926252,0.085462742,0.078322195,0.216489412,0.076606714,0.411977572277013,0.222460852956698,2.16977913862678
"T4031",0.199737859,0.091910299,0.076045867,0.078456383,0.222422439,0.114004139,0.40683997054133,0.235681352237954,2.18418557688798
"T4032",0.195372326,0.119188449,0.082447306,0.095695676,0.227045552,0.080049694,0.333018252638592,0.431594020269522,2.39767250325431
"T4087",0.098498879,0.15029717,0.088037207,0.099267096,0.191168058,0.083546977,0.0365378001901131,1.79235823517431,3.88050346394802
"T4088",0.064493262,0.130157404,0.047333384,0.10415795,0.252424155,0.169324969,0.440163344996713,0.150555090579066,2.09142310196888
"T4089",0.141095125,0.151599653,0.043810337,0.083802846,0.227741884,0.136983988,0.325474477842389,0.452444277068006,2.42039312302118
"T4090",0.165347163,0.165420647,0.074314626,0.124194049,0.230831817,0.144041477,0.0671671953996539,1.49722627481009,3.55889682297024
"T4091",0.108827134,0.133260642,0.082279134,0.078523811,0.220269949,0.117765522,0.0102926375878129,2.31550565982515,4.45057959453889
"T4092",0.161416804,0.151212656,0.062607226,0.095881438,0.226421837,0.155043212,0.195420367263967,0.85809368425547,2.86243112900056
"T4093",0.079634263,0.154559295,0.07641071,0.111279715,0.197912629,0.144206497,0.13024419128578,1.12523755603843,3.15353902241844
"T4094",0.180043817,0.196292613,0.053609656,0.111263034,0.228587632,0.081235044,0.469012829515206,0.0777515854288188,2.01208879092414
"T4095",0.127916652,0.192475518,0.073207835,0.073733615,0.228060862,0.121695199,0.331686819598175,0.435260105263543,2.40166745276439
"T4097",0.14945261,0.171205474,0.054059489,0.102250904,0.239726771,0.075493607,0.385020857555046,0.292320331462506,2.24590533043259
"T4099",0.093002855,0.176704456,0.110390491,0.120146274,0.185716687,0.157340051,0.0420738785179656,1.72711085189622,3.80940309331124
"T4101",0.123336619,0.089926116,0.111419856,0.0936182,0.192397517,0.128565721,2.66275719338926e-05,4.04086176689281,6.33070800015022
"T5043",0.20163175,0.160143643,0.096257696,0.1100239,0.224177883,0.107314307,0.156390047427042,1.00940572310696,3.02731654667771
"T6966",0.201695963,0.201252689,0.067229104,0.102757313,0.228565436,0.078240134,0.48638012104974,0.0341466082855256,1.96457224879274
"T6967",0.206213688,0.093215337,0.072556425,0.091310196,0.212151073,0.089886255,0.456539936305599,0.109154595475199,2.0463087939531
"T6970",0.18116846,0.172214203,0.078304875,0.110565429,0.197379396,0.084000037,0.275720112338957,0.595603370218158,2.57639423864629
"T6992",0.220205888,0.161294564,0.059294044,0.07273527,0.245458829,0.124659502,0.497027563063546,0.00745086340846574,1.93548177405149
"T6993",0.137505922,0.17495982,0.046442688,0.098277527,0.218945631,0.086816063,0.397224629329314,0.260537414821631,2.21127134145785
"T4096",0.072398468,0.195934251,0.076853699,0.106384716,0.184772435,0.132997969,0.360949046785051,0.355923183133527,2.31521364748942
"T4100",0.063109297,0.197965068,0.067235514,0.103590498,0.247363129,0.153290708,0.466258772652924,0.0846778003689063,2.01963631888018
"T4102",0.06105591,0.06405098,0.103219989,0.123041217,0.201272029,0.156655324,0.295992671489559,0.535961233669493,2.51140193089188
"T4834",0.187755658,0.132761646,0.072207231,0.100693564,0.196332638,0.179557863,0.2373121019193,0.714975465204653,2.7064745540676
"T4836",0.176037211,0.163385003,0.093575452,0.102998755,0.220308044,0.127270353,0.0561874842475197,1.58760817489995,3.65738639101709
"T4838",0.184085097,0.09505669,0.078262257,0.106959743,0.199288778,0.080461326,0.299442699125428,0.526004042488087,2.50055153432529
"T4840",0.193617264,0.138274893,0.080340107,0.098584875,0.214202501,0.067989981,0.376510868408,0.314657472979771,2.27024621524746
"T4842",0.190625808,0.079162826,0.079716818,0.096477097,0.152713788,0.157848583,0.337466434995824,0.419387620442077,2.38437113378524
"T4845",0.159761864,0.145907202,0.071696816,0.102791215,0.226037622,0.095561391,0.131865284253624,1.11761708547863,3.14523496095257
"T4847",0.191073987,0.096014729,0.06862399,0.083065885,0.22602573,0.167502143,0.39234916509969,0.273201495830275,2.22507144819395
"T4849",0.193358237,0.094221528,0.070050833,0.102518378,0.217143631,0.112814669,0.315807622745045,0.479454618520977,2.44982641508359
"T4851",0.184864624,0.126633542,0.085762819,0.100032094,0.207256868,0.111083906,0.126796358304903,1.14166638953131,3.17144159707795
"T4853",0.195718456,0.090392853,0.082727575,0.093836384,0.203582326,0.087110084,0.371315534947683,0.328371128547529,2.28519004815946
"T4855",0.18644387,0.138213768,0.081325942,0.102909389,0.177468918,0.102955297,0.169654325706541,0.95553215706519,2.9686102764696
"T5037",0.214989043,0.10730154,0.045862356,0.102056689,0.251065357,0.142815957,0.484297300352295,0.0393709998983923,1.97026529212053
"T5041",0.200539364,0.105994048,0.068733036,0.069873513,0.225323221,0.115537184,0.441324022913134,0.147613188989913,2.08821729841237
"T5044",0.219632918,0.182490262,0.064181467,0.070246689,0.233607705,0.124328675,0.497893263669653,0.00528082939729187,1.93311707810911
"T6960",0.205521201,0.143326686,0.067676219,0.070883459,0.239173169,0.162331547,0.410846408865279,0.225368238971194,2.17294733040443
"T6964",0.213191439,0.128816941,0.074435164,0.067538817,0.241404376,0.129201495,0.437035424537459,0.158489810696861,2.10006960260891
"T6968",0.21801158,0.097917139,0.060957648,0.097430939,0.23055357,0.133210736,0.460458384139149,0.0992789790005434,2.03554728971588
"T4105",0.191038249,0.141141175,0.067019257,0.088748118,0.22842378,0.128859114,0.281224798319601,0.579206868812999,2.55852689640998
"T4115",0.204484859,0.145427454,0.053691519,0.071868798,0.244205275,0.156166809,0.4652111233672,0.0873135966478368,2.02250855808641
"T5049",0.197331503,0.113743896,0.069670492,0.115191671,0.228403012,0.108202769,0.271821140733758,0.607314403396188,2.58915580482204
"T5050",0.211002453,0.121200713,0.050617559,0.104475301,0.244272024,0.098824379,0.47359231784958,0.0662426573274218,1.99954745957061
"T5051",0.208574952,0.210383141,0.046749779,0.156638408,0.237145676,0.211036472,0.348958749323304,0.388133153228772,2.35031299855781
"T5052",0.209904145,0.135340578,0.078367395,0.128593373,0.238304846,0.137295984,0.177245808014614,0.92591218952991,2.93633326298338
"T5053",0.210534702,0.12569577,0.051175881,0.149593567,0.23525961,0.111393984,0.388298247143331,0.283757150392148,2.2365739930311
"T5054",0.225807349,0.134777745,0.042138671,0.127449055,0.264025289,0.156709771,0.442585452229822,0.144417366015351,2.08473479556605
"T5055",0.19381294,0.090655232,0.086198976,0.127636168,0.214675264,0.103928045,0.229786410925368,0.739550442012452,2.73325401818768
"T5056",0.194588842,0.091517336,0.088086427,0.111702861,0.217723775,0.100266598,0.252868485764077,0.665490259570962,2.65255030017688
"T4104",0.168404266,0.151850719,0.083282948,0.09575958,0.235900587,0.093695893,0.147496428562533,1.0472314203095,3.06853538114395
"T4106",0.196847413,0.198836889,0.045895577,0.09830879,0.249678146,0.150049851,0.439197064718232,0.153005257234031,2.09409305972868
"T4110",0.199971689,0.154569523,0.056554146,0.10776876,0.235746003,0.146315073,0.309406135726176,0.497534370713423,2.46952800336684
"T4112",0.191610045,0.191567999,0.048609662,0.115240254,0.250165171,0.162263926,0.354247039713336,0.373879351375672,2.33478056577933
"T4116",0.196548208,0.173410826,0.054640273,0.09009948,0.25463523,0.170016204,0.386948971081858,0.287279990922732,2.24041284839717
"T4118",0.17960428,0.172224565,0.071769644,0.103621469,0.228901596,0.065821921,0.406995147563498,0.235281445714721,2.18374979692879
"T4833",0.191118943,0.146089687,0.094309188,0.081353564,0.224903041,0.172982825,0.196974557100154,0.852477513798984,2.85631116248308
"T4835",0.177245274,0.154491204,0.071622886,0.101848742,0.224158855,0.143599669,0.150398366593641,1.03472633606623,3.05490853390701
"T4837",0.205735424,0.14816699,0.06146581,0.107533383,0.214041089,0.100557329,0.37410406090932,0.321002994236417,2.2771609586527
"T4839",0.184947834,0.138137711,0.079867005,0.084022526,0.201547351,0.080408459,0.326141459773391,0.450592990458755,2.41837576757396
"T4843",0.17713955,0.108749526,0.079496494,0.086872895,0.138929343,0.132081838,0.171154504680082,0.949612844805152,2.96215997494855
"T4846",0.15808907,0.119471828,0.065297656,0.096203666,0.233672474,0.127431577,0.111200092519095,1.22017066454216,3.25698806299603
"T4848",0.173631897,0.061976734,0.078500434,0.083711642,0.194983911,0.158648381,0.40726852720134,0.234577010852221,2.18298217105176
"T4850",0.196926928,0.113299722,0.074710358,0.113591823,0.233007111,0.133551511,0.20608879628165,0.820067562740857,2.8209938912489
"T4852",0.192155328,0.128664162,0.081857799,0.113240384,0.216801313,0.10437293,0.167595159107706,0.963712036203607,2.97752392801064
"T4854",0.197235894,0.078808547,0.073508571,0.116819988,0.091706797,0.171698459,0.363028778961279,0.350374637438977,2.30916737198291
"T4856",0.184796129,0.089280708,0.088761178,0.105302385,0.209213,0.138876322,0.16917767903575,0.957419900088273,2.97066735863696
"T7010",0.283500374,0.100871883,0.218330887,0.142625063,0.131800627,0.099588412,0.434089682466894,0.165971517589288,2.10822245267464
"T0413",0.339156555,0.379465495,0.341218449,0.303914864,0.372266692,0.092092431,0.285736059300422,0.565884765335138,2.54400973959312
"T0415",0.451167749,0.465239773,0.462991958,0.328945778,0.431968469,0.092092431,0.384673548443254,0.293229028972796,2.24689554224696
"T5994",0.186082098,0.074552282,0.074539848,0.102670549,0.123909923,0.196011981,0.431033041631749,0.173744729217241,2.11669295677792
"T5998",0.203978213,0.102746831,0.093462951,0.106019496,0.191015444,0.188020783,0.257853848136187,0.649976043553419,2.6356443883446
"T6000",0.195850588,0.094520735,0.093708217,0.095529388,0.179571891,0.18017715,0.279691667558935,0.583757708779452,2.56348596744191
"T6002",0.174300348,0.08870249,0.084889006,0.099651279,0.137115528,0.172892564,0.231847737795303,0.732775321255487,2.72587113825093
"T6004",0.193460775,0.081725875,0.074292547,0.10224879,0.126732517,0.181175539,0.38766069361775,0.285421304764096,2.23838742962729
"T6006",0.199240068,0.078103467,0.073009032,0.109486621,0.121810863,0.180926348,0.405778514316757,0.23841784434099,2.18716754479221
"T6008",0.192486101,0.078526433,0.078674033,0.107170382,0.0974834,0.175512715,0.353617763209704,0.375571440054379,2.33662444251678
"T6010",0.161410966,0.082062691,0.080154636,0.096791638,0.151891108,0.17851339,0.278327782250863,0.587816355826948,2.56790869360904
"T6012",0.204600633,0.091733727,0.0756112,0.108427069,0.136731729,0.192186089,0.381438535798634,0.301704848840639,2.2561316817483
"T6016",0.188461567,0.083359494,0.084082759,0.107667913,0.157772978,0.167329974,0.272679611710676,0.604728778061374,2.58633823712205
"T6018",0.194426335,0.093955366,0.083088616,0.091908676,0.115639651,0.175165361,0.324727866185032,0.454518426682098,2.42265333329949
"T6022",0.193081033,0.086929331,0.07161015,0.092251043,0.106579296,0.187697325,0.42247426377607,0.195567720644975,2.14047356989925
"T6024",0.194889664,0.076011645,0.073856408,0.091718499,0.114297451,0.196232692,0.474727112812238,0.0633921656330935,1.99644126579269
"T6026",0.198971187,0.076321123,0.072894572,0.100009292,0.124179237,0.192638595,0.456872419768929,0.108316241528329,2.04539523584008
"T6028",0.197084628,0.076534057,0.072315572,0.096523788,0.101689987,0.191198479,0.460318772558814,0.0996306683689479,2.03593052722191
"T5995",0.221667823,0.088794245,0.071446422,0.124256386,0.147718364,0.21711244,0.458178820325897,0.105022896192864,2.04180646243305
"T6001",0.225783124,0.07173768,0.076213258,0.15650563,0.165791534,0.207582107,0.453661946418935,0.116414690980801,2.05422015308159
"T6003",0.219813397,0.071953425,0.090197479,0.13629065,0.214612227,0.215146518,0.425216231370613,0.188566663445383,2.13284448599226
"T6005",0.220481965,0.101985686,0.088424619,0.099973672,0.203862648,0.207954282,0.39312815867567,0.271175159387089,2.22286334014567
"T6007",0.228421646,0.044251948,0.116235152,0.133354839,0.181409349,0.209005511,0.486260199892104,0.0344473828972707,1.96490000425662
"T6009",0.216437059,0.077232454,0.075266309,0.132851149,0.178092144,0.203034554,0.436409591525311,0.160078568833692,2.10180087958441
"T6015",0.211863933,0.068672219,0.090907549,0.112184433,0.217954673,0.204515289,0.44553300076329,0.136955459400815,2.07660352195329
"T6019",0.196460063,0.060470527,0.114702155,0.083036972,0.103420497,0.198450789,0.4582540814359,0.104833203185169,2.04159975309887
"T6023",0.215219491,0.081808307,0.086013769,0.097288905,0.080081627,0.216924814,0.478122721305816,0.054865719484858,1.98714995860309
"T6025",0.214643426,0.072108323,0.112765001,0.090151134,0.081385596,0.209381868,0.44739460408395,0.132246644425862,2.07147230483533
"T6027",0.222185216,0.08433305,0.105148183,0.100540979,0.062531545,0.213347153,0.41161583080737,0.223390417525827,2.17079208937017
"T1770",0.134052547,0.191834793,0.232868707,0.355803062,0.296615637,0.092092431,0.481165248104014,0.0472292740787315,1.97882848927444
"T1771",0.149928261,0.280031249,0.292520239,0.3240851,0.324977894,0.092092431,0.380600064403388,0.30390518322742,2.25852939614795
"T1772",0.158935969,0.349668971,0.340204197,0.313858506,0.328877425,0.092092431,0.425184074561115,0.188648715117446,2.13293389807289
"T1773",0.130914326,0.207525158,0.26570317,0.332134388,0.308055883,0.092092431,0.434276711027792,0.16549622350487,2.10770452254678
"T1774",0.13486697,0.227968973,0.275830296,0.32853759,0.280245036,0.092092431,0.413017752023986,0.219788977986247,2.16686758430613
"T1775",0.134597675,0.205902147,0.290989737,0.342710252,0.340317908,0.092092431,0.458918186050142,0.103159513336057,2.0397759256498
"T1776",0.158706281,0.297347677,0.317360027,0.313419069,0.1918416,0.092092431,0.375717602607704,0.316747497496455,2.27252372447941
"T1777",0.280851661,0.341413409,0.300966222,0.284250507,0.080516919,0.092092431,0.243847325555494,0.693980160088777,2.68359587448885
"T1778",0.21712168,0.37549685,0.374140997,0.295339757,0.132267088,0.092092431,0.377424127468669,0.312253001425917,2.2676260516474
"T1779",0.207852381,0.328279543,0.332706317,0.303289717,0.090085676,0.092092431,0.314588267860959,0.482886207210473,2.45356583290294
"T1780",0.202778726,0.351175853,0.331418572,0.303992136,0.135204376,0.092092431,0.342045771003711,0.406886240838652,2.3707483235112
"T1781",0.158012857,0.281735163,0.286708031,0.3449165,0.209475532,0.092092431,0.387982826958511,0.284580367668379,2.23747105664521
"T1782",0.138448968,0.258285361,0.299645026,0.300491555,0.230256955,0.092092431,0.381433752637033,0.301717396762771,2.25614535527618
"T1783",0.158692899,0.271685098,0.324762345,0.322013631,0.225509441,0.092092431,0.38362987478925,0.295961151526966,2.2498727486339
"T1784",0.134538059,0.272996425,0.294453468,0.322111412,0.31204649,0.092092431,0.412423839456142,0.221314347951529,2.16852978690248
"T1785",0.172817765,0.35598338,0.352611049,0.326616518,0.309277178,0.092092431,0.415834554859918,0.212561364071902,2.15899162051554
"T1786",0.153067218,0.303026379,0.277018599,0.308917863,0.315403805,0.092092431,0.363682592359607,0.348632554072513,2.30726901580658
"T1787",0.135028752,0.294439567,0.259491244,0.297865783,0.305743201,0.092092431,0.382138806644031,0.299868302450033,2.25413038878446
"T1788",0.217642688,0.380354202,0.382397066,0.330434038,0.366541496,0.092092431,0.384163440725472,0.294564111133791,2.24835038735657
"T1789",0.180936602,0.385261608,0.361578374,0.352739829,0.385544668,0.092092431,0.43507177034487,0.163476161921039,2.10550325224131
"T1790",0.262181428,0.36737494,0.314520649,0.308886944,0.374619057,0.092092431,0.28535585608347,0.567003634719004,2.54522897665506
"T1791",0.252306558,0.353440233,0.292547184,0.327354766,0.30977772,0.092092431,0.281913114011196,0.577167620631794,2.556304718382
"T1792",0.231539241,0.376756572,0.377208377,0.341450245,0.358220347,0.092092431,0.36137704798235,0.354780422724782,2.31396837626889
"T1793",0.249364348,0.326697972,0.231432664,0.269027077,0.330921963,0.092092431,0.242049694415929,0.699724474577792,2.68985548014204
"T1794",0.164661913,0.305184592,0.242398883,0.313712616,0.278800158,0.092092431,0.345535098742502,0.397403143904396,2.36041454960434
"T1795",0.149039204,0.157506888,0.316808141,0.292243879,0.322654558,0.092092431,0.450600744463191,0.124143711664494,2.0626425021117
"T1796",0.201825664,0.33223767,0.351350607,0.306296111,0.342375555,0.092092431,0.344698293582037,0.399674077919721,2.36288919674066
"T1797",0.185381397,0.318479419,0.320332581,0.291457208,0.324913286,0.092092431,0.328176594279084,0.444953735272019,2.41223064552081
"T1798",0.174520457,0.299861549,0.324655525,0.315456578,0.328948124,0.092092431,0.353014130526413,0.377195585008974,2.33839428066872
"T1799",0.172751128,0.285953144,0.304490007,0.327503051,0.315355804,0.092092431,0.346448422584703,0.39492688887859,2.35771616322805
"T1801",0.139459586,0.252418029,0.314749376,0.319649624,0.314245844,0.092092431,0.414077438716415,0.217068608567062,2.1639031853639
"T1802",0.12968701,0.152981801,0.214888659,0.313073885,0.25752764,0.092092431,0.441488611977712,0.147196118830356,2.08776281516054
"T1803",0.166925377,0.302879254,0.270487424,0.288567126,0.305523233,0.092092431,0.312339060485965,0.489231061832972,2.46047984987391
"T1805",0.137369507,0.282324864,0.253688968,0.330622463,0.301714631,0.092092431,0.408263161305977,0.232015052448428,2.18019039331426
"T1806",0.147002294,0.203768764,0.28370474,0.332854218,0.240331134,0.092092431,0.41474246758446,0.215362204330061,2.16204370889739
"T1807",0.152785457,0.223600354,0.328338389,0.331367813,0.297428451,0.092092431,0.426112993282358,0.186278985005323,2.13035159238007
"T1808",0.147725348,0.251887821,0.275181167,0.350377596,0.347213988,0.092092431,0.413449297954723,0.218680941812089,2.16566015224214
"T1810",0.165051537,0.265627853,0.308755884,0.319539638,0.204536997,0.092092431,0.352567899155641,0.378396862883022,2.33970331863762
"T1811",0.177791467,0.313309534,0.142923064,0.324358708,0.28515767,0.092092431,0.465439204359934,0.0867397132917228,2.0218831947803
"T1812",0.159218959,0.243106673,0.31703751,0.336250205,0.285872881,0.092092431,0.396878191729559,0.261435889295363,2.21225041318273
"T1813",0.176224687,0.324494472,0.294262271,0.300660256,0.213086889,0.092092431,0.33721844671097,0.420066474014617,2.38511088361413
"T1814",0.135077343,0.276742606,0.354750931,0.358062711,0.365199955,0.092092431,0.485876909544165,0.035408735589343,1.96594759466232
"T1816",0.183156597,0.330637037,0.338066596,0.332242486,0.307840185,0.092092431,0.37437135898727,0.320297632130769,2.27639232235458
"T1817",0.177620536,0.33329579,0.304260108,0.346522222,0.364567914,0.092092431,0.381091555095394,0.302615225182689,2.25712372299328
"T1818",0.155527688,0.335558995,0.344017948,0.344087174,0.352575484,0.092092431,0.437997793720535,0.156047490826614,2.09740819552615
"T1819",0.160204302,0.328919411,0.36166884,0.356748563,0.351219481,0.092092431,0.445109398519692,0.138027356592791,2.07777157320386
"T1820",0.160557581,0.297942337,0.335655428,0.350289262,0.342316542,0.092092431,0.416621955606608,0.210542978633725,2.15679217671362
"T1821",0.180501503,0.343309429,0.302415091,0.342079682,0.11862966,0.092092431,0.379383082560971,0.307101435469504,2.26201236676904
"T1822",0.152767277,0.280506383,0.279883442,0.333631679,0.115689106,0.092092431,0.3811166888356,0.302549273148909,2.25705185476178
"T1823",0.134953535,0.316207616,0.285564183,0.337550027,0.125986667,0.092092431,0.442600503188781,0.144379243476588,2.08469325326199
"T1824",0.120329533,0.1649583,0.136144232,0.254584688,0.217445777,0.092092431,0.310511704023328,0.49440043330318,2.46611293750172
"T1825",0.122843996,0.157181604,0.142768648,0.275424877,0.235568416,0.092092431,0.380793708064248,0.30339688914156,2.25797550576827
"T1826",0.116482753,0.123332853,0.129672044,0.278913933,0.22238004,0.092092431,0.477860142704565,0.0555249097977102,1.98786828128837
"T1827",0.14958278,0.161158039,0.14073453,0.223391497,0.240622159,0.092092431,0.111850883896691,1.21674364459949,3.25325362376091
"T1828",0.144590921,0.167101584,0.141880923,0.155691457,0.210983972,0.092092431,0.0033355045909227,2.71283610453496,4.88355238922921
"T1829",0.14890857,0.170793926,0.142906382,0.197340431,0.252187045,0.092092431,0.0381685324013002,1.77234645170963,3.85869653239066
"T1085",0.111641961,0.10153838,0.113083667,0.061866979,0.262770163,0.056700266,0.115462313891977,1.19798045049517,3.2328072857145
"T1086",0.049573561,0.095958549,0.063964492,0.054837091,0.183679752,0.049406967,0.117685527082042,1.18663644423291,3.22044567043998
"T4796",0.260384475,0.316099355,0.305288769,0.088984066,0.130936396,0.105660742,0.488124386498435,0.029772146239494,1.95980537758377
"T4798",0.279411099,0.233447632,0.238444904,0.094742373,0.241869458,0.099142651,0.401484443752433,0.249506663024838,2.19925108100064
"T4811",0.1145143,0.272223291,0.230529496,0.104105561,0.088864744,0.111289187,0.433511962711288,0.167439909168866,2.10982256566466
"T4812",0.114691606,0.21244092,0.269634556,0.103125306,0.13321711,0.107553639,0.422959678291727,0.194327624626628,2.13912223162176
"T5743",0.147569358,0.125816261,0.149911381,0.121015311,0.165076997,0.147331326,4.34651429462019e-14,7.45938041531571,10.0558833362352
"T5745",0.130409931,0.114151755,0.252968254,0.095534281,0.244634738,0.120474658,0.377464542785873,0.312146635875647,2.26751014462298
"T5747",0.1338975,0.204599934,0.312733876,0.105899226,0.189079411,0.123684388,0.447508877133148,0.131957694102708,2.07115743435256
"T5755",0.147830792,0.173540188,0.272450444,0.11180995,0.161282711,0.145842673,0.21596594472714,0.785890075281496,2.7837505275505
"T5757",0.16104504,0.218991975,0.244233118,0.095780003,0.166564116,0.148166212,0.175282324897816,0.933494614478015,2.94459586597296
"T6894",0.191183707,0.158562034,0.109206675,0.129613095,0.213021721,0.188144407,0.0139111692824311,2.19978238169677,4.32447541146135
"T6896",0.145575792,0.164511997,0.104233027,0.12203225,0.204698865,0.061967413,0.156682937141886,1.00818454848011,3.02598582712668
"T6898",0.171982364,0.148317268,0.128878156,0.126813356,0.202073812,0.174292943,8.56475657493129e-06,4.29935599880803,6.61239034162145
"T6900",0.227707264,0.079581436,0.072494575,0.107197722,0.284091237,0.190086646,0.493376079772317,0.0166044686985857,1.94545649941353
"T6902",0.171982364,0.148317268,0.128878156,0.126813356,0.202073812,0.174292943,8.56475657493129e-06,4.29935599880803,6.61239034162145
"T6893",0.190173026,0.137655661,0.067170512,0.090321212,0.246115905,0.18041195,0.311652964546541,0.491170404771208,2.46259316070375
"T6895",0.230909414,0.180123863,0.060582053,0.109456115,0.230007603,0.191818297,0.380599778059561,0.303905934907727,2.2585302152574
"T6897",0.191363567,0.165619371,0.083471539,0.084708171,0.245430364,0.167232984,0.230145847911044,0.738366615483647,2.73196399702915
"T6901",0.157384925,0.100650855,0.095807083,0.097144298,0.218737156,0.098033447,0.0221463053640259,2.01131106263021,4.11909735694348
"T2112",0.205381802,0.11255731,0.076147636,0.106462868,0.044089584,0.114809619,0.288698257696087,0.557191618861202,2.53453677829961
"T6047",0.096044105,0.05727796,0.091247537,0.067987325,0.291668383,0.116847773,0.058250900130915,1.56962748557461,3.63779275199117
"T6029",0.224945816,0.345553275,0.192461829,0.362846272,0.370351489,0.092092431,0.412916414021979,0.220049212245947,2.1671511627638
"T6035",0.266309878,0.276104188,0.163596986,0.104978791,0.282174558,0.092092431,0.446137076995459,0.135427156678067,2.07493812351778
"T6037",0.151036078,0.147312841,0.114349606,0.06778797,0.24592127,0.092092431,0.119874340962835,1.1756151920763,3.20843576178394
"T6039",0.134945102,0.073268718,0.100017119,0.071992361,0.25352379,0.092092431,0.0534396582060536,1.61237980629548,3.6843801505368
"T6042",0.312475353,0.435500121,0.191083279,0.384622062,0.488586604,0.092092431,0.469616378024445,0.0762342227921138,2.0104353139502
"T6048",0.238273354,0.29143887,0.149893417,0.114708406,0.356894772,0.092092431,0.439287191220749,0.152776687664233,2.09384398642777
"T6050",0.180929092,0.129683121,0.099033909,0.068545684,0.269984678,0.092092431,0.258096383643146,0.649225290195138,2.63482628899182
"T6059",0.227153541,0.26588459,0.163298691,0.146017233,0.516671779,0.092092431,0.264760557394337,0.628737207647045,2.61250033215462
"T6061",0.141645458,0.121143989,0.129017894,0.063929479,0.346863757,0.092092431,0.0750419484061863,1.43923519502567,3.49570367928928
"T6063",0.16159727,0.065414892,0.118661983,0.061419953,0.316805047,0.092092431,0.330364513511914,0.438906858377401,2.40564133623664
"T6072",0.19783203,0.319696657,0.13926574,0.233716489,0.391220994,0.092092431,0.386493152578731,0.288470896676012,2.24171058381884
"T6074",0.13975866,0.129613492,0.115856504,0.079073332,0.367728246,0.092092431,0.0119959430929244,2.25725915193102,4.38710810968379
"T6076",0.145936759,0.060890172,0.109640587,0.060160586,0.299535722,0.092092431,0.26752695476255,0.620309700676144,2.60331683943705
"T6079",0.4237892,0.489252845,0.298703774,0.548835197,0.216621021,0.092092431,0.457273516950397,0.107304979983239,2.04429325953001
"T6092",0.472798972,0.42743166,0.323626569,0.455889535,0.160013536,0.092092431,0.38431287933699,0.294172937852551,2.24792412405095
"T6094",0.363408431,0.401904276,0.277255421,0.494223674,0.52353072,0.092092431,0.422022007056977,0.196723378585477,2.14173289561885
"T6105",0.406266516,0.446980867,0.249066512,0.496558803,0.602649693,0.092092431,0.459256336720552,0.102307410506224,2.03884738531641
"T6111",0.111737504,0.042573168,0.098355872,0.043112548,0.259133192,0.092092431,0.336378572624332,0.422367021642529,2.38761780083892
"T6106",0.080032816,0.049633101,0.075973509,0.056456705,0.395072176,0.103757356,0.0844302072039198,1.37587474805944,3.42665951174296
"T6117",0.078801699,0.054034993,0.077783448,0.05988169,0.076530242,0.104320885,0.0421732181004404,1.7260054281243,3.80819850799386
"T6102",0.078012866,0.051885152,0.075983208,0.057693194,0.356945841,0.103738658,0.0614620700799206,1.54261531397153,3.60835746560584
"T6113",0.082677626,0.051154753,0.079745868,0.057804676,0.081338281,0.110294264,0.10930229693273,1.23024708211201,3.26796838110096
"T6095",0.082239441,0.076932365,0.078784996,0.066518512,0.473224845,0.107284996,0.000620058934680898,3.22948868862712,5.44655106249155
"T6108",0.078141962,0.04915251,0.075605413,0.056272307,0.32845966,0.103698943,0.0883872588405069,1.35075315806797,3.39928440074784
"T6119",0.075672208,0.052361466,0.079089959,0.057512985,0.076604819,0.109018338,0.0960960532812041,1.30412165498519,3.34846983952007
"T6110",0.086609323,0.052394,0.081333213,0.060043204,0.080305006,0.108778611,0.0782225650810334,1.41712929096663,3.47161477498548
"T6121",0.080538634,0.050367416,0.080151388,0.057316482,0.082138578,0.109600327,0.113472998800942,1.20826330701871,3.24401256128721
"T6104",0.081262222,0.051027651,0.076904341,0.057276501,0.387081242,0.103874598,0.0706783006014794,1.47075790149707,3.53005411605757
"T6115",0.082488616,0.051963077,0.079878331,0.057830089,0.08218323,0.109072177,0.0941474663767134,1.31563990634111,3.36102133046651
"T6112",0.081056815,0.051518315,0.078368455,0.057873324,0.077486923,0.107527482,0.0870193510902445,1.35934054362645,3.40864211389025
"T6123",0.08066141,0.051402197,0.080364548,0.057459314,0.077568076,0.109690031,0.104894570744843,1.25414545431779,3.29401054610557
"T6149",0.185948142,0.070473687,0.070998851,0.06397111,0.231292172,0.10519063,0.493308964149181,0.0167727260463916,1.94563985021153
"T6143",0.17230162,0.069752198,0.069699798,0.062098615,0.204577647,0.105062685,0.442139679420704,0.14554655833586,2.08596528157905
"T6151",0.069668752,0.070697257,0.071510113,0.06447436,0.215945549,0.106801064,0.00946963035004912,2.34672434438096,4.48459873724153
"T6131",0.103052593,0.14310998,0.11886037,0.053187128,0.171835755,0.092092431,0.149788617994353,1.03734041693588,3.05775710973287
"T6148",0.171641465,0.198563668,0.106674465,0.113100344,0.085891563,0.092092431,0.171669194471043,0.947589666256099,2.95995530807188
"T6154",0.309742334,0.317313482,0.117999792,0.195288944,0.340872045,0.092092431,0.484723342035341,0.0383022660454661,1.96910068797493
"T6172",0.265102806,0.295127713,0.114754616,0.163976164,0.294958934,0.092092431,0.449969962391755,0.125737237156415,2.06437897409575
