"","cysB","cysC","cysD","cysK","cysN","tcyP","yciW","ygeH","yoaC","pval","z","inv_cof_var"
"T4087",0.085635167,0.125099697,0.251385062,0.201942437,0.180524459,0.080609093,0.14884814,0.087578517,0.093434427,0.223165263113129,0.761546817737616,2.38369813964127
"T4088",0.052731823,0.140029617,0.280239784,0.241297834,0.231092748,0.054911922,0.162502511,0.056574692,0.153155472,0.39320943777124,0.27096379856663,1.98988088841723
"T4089",0.052092107,0.13788664,0.259084839,0.085596265,0.196678544,0.08709695,0.151404377,0.053022603,0.135774403,0.349098791840176,0.387754683970873,2.08363518414406
"T4090",0.084409062,0.138907676,0.244884088,0.19706626,0.179667097,0.153194132,0.153818234,0.083802721,0.127204121,0.0281842914581312,1.90817514520898,3.3041580790486
"T4091",0.075557358,0.100264638,0.254188121,0.210946544,0.184667881,0.059664575,0.133438443,0.076712234,0.113137562,0.356587872518387,0.367594327627345,2.06745138688927
"T4092",0.065052429,0.11071867,0.261352007,0.217690821,0.190990108,0.068385039,0.15954915,0.064544444,0.117532234,0.343442734245698,0.403085307914398,2.09594189665766
"T4093",0.088225769,0.134429868,0.239209068,0.140988613,0.185143941,0.122570537,0.149573376,0.080469648,0.076508589,0.13757803072995,1.09126552809932,2.64838099884664
"T4094",0.056010827,0.15990178,0.261388493,0.059516095,0.197567975,0.104644792,0.159931652,0.094799283,0.068072667,0.392979128716193,0.27156273325115,1.99036168535047
"T4095",0.064801899,0.075470093,0.265898153,0.207087638,0.204196488,0.114654138,0.156706599,0.103990443,0.070386674,0.332251931027614,0.433703365938763,2.12052065087004
"T4097",0.05305706,0.148118717,0.268356898,0.181985984,0.203556571,0.10586661,0.157317923,0.104256865,0.048179596,0.280195147474588,0.582261884594567,2.23977652638283
"T4099",0.113414364,0.11668093,0.233385709,0.105834684,0.181285567,0.084365551,0.150008308,0.077975224,0.127501783,0.158071701089844,1.00241458222615,2.57705558825343
"T4101",0.090259883,0.112480214,0.23904385,0.148186396,0.187651338,0.049604169,0.144628562,0.119053174,0.100835798,0.21693854874003,0.782574369376193,2.40057808098182
"T5038",0.055691155,0.131995202,0.271237137,0.237413735,0.217061401,0.087974745,0.162695431,0.053830865,0.154627485,0.291601830098243,0.548711197942061,2.21284359418209
"T5042",0.062573374,0.139032941,0.268368104,0.244848548,0.224686333,0.110493582,0.171952349,0.061867286,0.161305887,0.194981117614665,0.859685852921627,2.46247959673136
"T5043",0.087024776,0.143396471,0.248856195,0.21237363,0.205463557,0.090928296,0.152127214,0.09005112,0.146722206,0.0957557287542669,1.30612086786693,2.82085688164641
"T6958",0.080936311,0.12048796,0.266924472,0.232931717,0.218457621,0.077995851,0.073361448,0.069587117,0.13329745,0.445159330550112,0.137900998702466,1.88306425589042
"T6959",0.062779911,0.15361823,0.269813812,0.243644151,0.226950712,0.049922066,0.173530361,0.054329246,0.170270591,0.362582576161835,0.35156415357988,2.05458310805915
"T6962",0.051464293,0.146029073,0.271086024,0.237591199,0.225457973,0.055084264,0.158334934,0.051218843,0.15043585,0.387049453299856,0.287017518369882,2.00276806868596
"T6963",0.056892809,0.143519965,0.262627575,0.233682862,0.21818082,0.090890589,0.172168208,0.052412803,0.155537865,0.24684719787718,0.684444703356788,2.3218041450217
"T6966",0.076120123,0.146844043,0.256511973,0.183478877,0.206261678,0.085304043,0.088126873,0.075769417,0.14348234,0.257248307274373,0.651852058719565,2.29564028443223
"T6967",0.082842114,0.149964366,0.262837069,0.20711436,0.211921072,0.088735918,0.168324164,0.080031037,0.134281163,0.154726059642329,1.0163723249798,2.58826021554327
"T6970",0.087607329,0.128901937,0.250744912,0.175456664,0.20991178,0.099603479,0.155811694,0.080310592,0.144646202,0.105893156432466,1.24866859247001,2.7747368646682
"T6971",0.074253192,0.149207284,0.262045338,0.194040244,0.214102122,0.073256046,0.162688788,0.070404458,0.134863369,0.225622126478616,0.753342288596561,2.37711192489747
"T6981",0.093751463,0.168558944,0.251621274,0.221353543,0.204943423,0.095262416,0.154307036,0.061772215,0.126698183,0.18742648480346,0.887419721383281,2.48474305758623
"T6984",0.070298665,0.171713885,0.269422314,0.233286791,0.225224594,0.060784586,0.17266431,0.062143792,0.136623934,0.313915583344643,0.484781754259106,2.16152400748696
"T6988",0.052419858,0.137563486,0.274461446,0.239897454,0.224044246,0.067026969,0.168168428,0.051195783,0.085638364,0.463922125013525,0.0905574410755737,1.84505904780291
"T6989",0.057634072,0.13738352,0.277564957,0.246974344,0.22529307,0.091368474,0.168509344,0.056256103,0.157119874,0.286580546436394,0.563402121532795,2.22463678497826
"T6992",0.05949245,0.132022483,0.27589835,0.245822972,0.225609767,0.094878719,0.168715023,0.060603655,0.152109491,0.272642348028968,0.604840928375785,2.25790193352027
"T6993",0.063850415,0.14269864,0.079396541,0.225079833,0.209217021,0.116648004,0.138331129,0.061338404,0.15799734,0.189368265864934,0.880226663718104,2.4789688051419
"T6996",0.053554786,0.123989796,0.294365941,0.259856222,0.232993483,0.083059652,0.163467007,0.053847125,0.146292999,0.396466711010528,0.262503325283127,1.98308921360917
"T4096",0.089843539,0.131317887,0.233333457,0.070792815,0.191041098,0.068832462,0.149411784,0.07852259,0.121605639,0.298571382155882,0.528513810332561,2.19663006994776
"T4098",0.102135698,0.187965823,0.236513842,0.055104182,0.22431245,0.095196371,0.1835921,0.053310034,0.102705266,0.429840069041828,0.176781350992338,1.91427559600426
"T4100",0.086560703,0.15561591,0.269899859,0.103141433,0.214885547,0.112149672,0.1769921,0.064102569,0.149183123,0.226216799797524,0.751364037486048,2.37552387683195
"T4102",0.110136076,0.135381467,0.232732844,0.14826055,0.186814181,0.087301919,0.146779897,0.112080385,0.140799216,0.0252511791166854,1.95568427539299,3.34229620109108
"T4834",0.12729919,0.128985382,0.219387817,0.164698324,0.194289524,0.092611958,0.144380252,0.078096264,0.086705167,0.132286089012047,1.11564953932119,2.66795534997164
"T4836",0.104953968,0.117632623,0.255528737,0.201429994,0.198691949,0.113249074,0.154103484,0.069556177,0.115684915,0.179752323160998,0.916309386310432,2.50793433813569
"T4838",0.081299458,0.1333298,0.242477082,0.19024729,0.192490845,0.092126665,0.149492625,0.082146488,0.133600864,0.0975899240116531,1.29540704789571,2.81225632482667
"T4840",0.080940868,0.13234457,0.2571433,0.193143993,0.19724099,0.067661047,0.157233674,0.081040235,0.171809232,0.180191776778417,0.914634475564263,2.50658979761894
"T4842",0.079152794,0.142989517,0.245108796,0.089821675,0.191491485,0.082427834,0.156122316,0.080741261,0.137122822,0.203363448570822,0.829667330755303,2.43838212204639
"T4844",0.075059317,0.142764078,0.257977376,0.183405691,0.206766525,0.065628519,0.170954211,0.072340096,0.14307652,0.218974275036583,0.775662054624949,2.39502919590314
"T4845",0.068080642,0.141817173,0.249035325,0.177537198,0.197576841,0.096241905,0.150813452,0.068810304,0.108078377,0.171471191751646,0.948367529719457,2.53366912597654
"T4847",0.075433424,0.148361376,0.249665418,0.143265384,0.185512883,0.111193712,0.156099741,0.059355614,0.098189403,0.185620384724925,0.894151627632028,2.49014711910238
"T4849",0.080785841,0.135189061,0.25825041,0.135914496,0.199280761,0.088425585,0.168501865,0.079006002,0.138458254,0.158642981491436,1.00005071998392,2.57515798949007
"T4851",0.090356224,0.128153341,0.241697855,0.148914585,0.188416813,0.090373288,0.154045834,0.086523998,0.126103914,0.0916732199041198,1.33052170516623,2.84044473996448
"T4853",0.084119328,0.149391318,0.239090517,0.185329774,0.191482465,0.120401337,0.15702586,0.081477588,0.138290474,0.0299450221621975,1.88160222194576,3.28282657105186
"T4855",0.086131741,0.134987497,0.242844473,0.177761342,0.188146979,0.090023212,0.151029639,0.086198759,0.119658922,0.0982747126227337,1.2914449707143,2.80907575337649
"T5037",0.048358229,0.123070644,0.280710846,0.244519454,0.219230135,0.079912473,0.157777902,0.046974117,0.148269128,0.384446798049293,0.29382242798883,2.00823073391537
"T5040",0.041356821,0.121163963,0.282732533,0.247886939,0.208974881,0.060037225,0.155935559,0.039609863,0.146093109,0.46522632852323,0.0872753374775324,1.84242432754823
"T5041",0.077074865,0.133220038,0.253711201,0.22436959,0.202213093,0.110008004,0.158185786,0.074697508,0.150555589,0.118226271233029,1.18390027208688,2.72274386673936
"T5044",0.08298721,0.140517421,0.248446465,0.227398251,0.219936666,0.105168283,0.166289393,0.067694972,0.17843031,0.124676399587089,1.15192279759953,2.69707383616029
"T6957",0.057741702,0.143971428,0.282619983,0.248764402,0.228106688,0.056522921,0.165755327,0.049768871,0.168727604,0.396527402454166,0.262345864789159,1.98296281164154
"T6960",0.064534948,0.109373118,0.280679043,0.24214104,0.212427016,0.076996555,0.141336837,0.064554503,0.131792302,0.392198549140568,0.273593410800231,1.99199181892471
"T6961",0.056469843,0.137253208,0.279016396,0.240727352,0.222673363,0.05187339,0.155242383,0.051973569,0.121809579,0.453640594641646,0.116468576018298,1.86585930288814
"T6964",0.066640256,0.110443363,0.272653086,0.239076683,0.218057237,0.079579947,0.140360297,0.066472942,0.138385011,0.35494916182633,0.371992647452201,2.07098215366216
"T6965",0.076054458,0.160112536,0.266929747,0.218056629,0.21980572,0.06372894,0.100763276,0.071533627,0.151438383,0.342362877871398,0.406022925465667,2.09830007952168
"T6968",0.064972786,0.16811326,0.280040709,0.218036251,0.230775535,0.062093113,0.146380456,0.07392433,0.159029641,0.286814330361748,0.562715451800178,2.2240855584253
"T6969",0.050650605,0.138916406,0.279408895,0.244255811,0.22618895,0.059540239,0.174592294,0.05077237,0.16446175,0.379046362137554,0.307986343010933,2.01960086672184
"T6972",0.098101737,0.151400026,0.27777708,0.224443105,0.221461549,0.064802756,0.163194638,0.067810582,0.158485369,0.28764672148534,0.560272703751593,2.22212463380228
"T4105",0.069571406,0.116827245,0.269367129,0.226257516,0.199957804,0.16923947,0.145208913,0.075853446,0.077647318,0.256643191865242,0.65372905033621,2.29714704608143
"T4109",0.0567897,0.120019352,0.282469901,0.2432181,0.217075261,0.121414292,0.154922707,0.055659735,0.121358549,0.313452448790221,0.486087826576597,2.16257246165246
"T4113",0.043141078,0.107311049,0.294355157,0.248289414,0.213286294,0.165283494,0.145595306,0.042468939,0.06747124,0.473230347670264,0.0671520024230286,1.82627024926395
"T4115",0.054792184,0.107272528,0.280476234,0.237280905,0.141767336,0.085316525,0.146431665,0.05465032,0.128761696,0.413024969286205,0.219770444748021,1.94878524284055
"T4117",0.04726226,0.118089698,0.290064697,0.238885032,0.220422534,0.107092816,0.155032343,0.046188583,0.113546884,0.398904386318134,0.256183987044634,1.97801634252031
"T5049",0.067676818,0.120248478,0.259484614,0.225224136,0.199885469,0.099545444,0.148739863,0.067177128,0.139619346,0.216306914337851,0.784726693305069,2.40230586661705
"T5050",0.055154541,0.117084195,0.274609309,0.240240076,0.216088481,0.09077184,0.152289622,0.054383181,0.143186138,0.337553488077255,0.419149363511093,2.10883737402108
"T5051",0.049386346,0.123299979,0.271094264,0.230878156,0.206409656,0.080109063,0.139029496,0.04562333,0.138986934,0.379463324231896,0.306890594367438,2.01872125062844
"T5052",0.063501101,0.127561667,0.263462815,0.231709917,0.207353985,0.077565691,0.115571632,0.066973999,0.148925613,0.32096920561457,0.464990288508029,2.14563633845807
"T5053",0.057512449,0.12454807,0.268232807,0.238990688,0.216508103,0.102398849,0.157776967,0.057940211,0.147791035,0.261114934818113,0.639911911281987,2.28605528890788
"T5054",0.044192324,0.127302497,0.29089692,0.256326,0.231627387,0.087994792,0.154147391,0.045635145,0.148896419,0.400154368362796,0.252947559878645,1.97541828918277
"T5055",0.084120589,0.130351748,0.249158715,0.217379147,0.196446919,0.086116514,0.153324882,0.084237883,0.118389802,0.174115657833801,0.93802548048714,2.52536700943044
"T5056",0.089385671,0.13661481,0.240565165,0.217141365,0.195273771,0.092964585,0.152565144,0.088759674,0.129127016,0.102069870550225,1.26984529941163,2.79173654095504
"T6973",0.072447996,0.152758438,0.274344286,0.186747401,0.214813122,0.065153419,0.168560671,0.063781737,0.140682874,0.287337114097039,0.561180891231477,2.22285368450919
"T6976",0.053982434,0.159254024,0.284321873,0.183848116,0.23615047,0.086474272,0.176694816,0.054480494,0.16226043,0.265624258010769,0.626101274955663,2.27496875182211
"T6977",0.050423344,0.131825976,0.285504092,0.241158177,0.227271758,0.047561143,0.163023764,0.047199788,0.133135757,0.475782113536642,0.060742571536205,1.82112505598347
"T6979",0.047862092,0.148106316,0.29039876,0.265276863,0.249058346,0.059150875,0.187316487,0.043088023,0.159291147,0.431849052944634,0.171668557993666,1.9101712833678
"T4104",0.082897016,0.070532557,0.234984797,0.190061869,0.188098744,0.210328462,0.087260481,0.081459326,0.084369696,0.344378255303809,0.400543147002194,2.09390116800727
"T4108",0.04596945,0.13807567,0.277780339,0.219060164,0.219751678,0.147458343,0.169484467,0.053024833,0.074770898,0.323410620378976,0.458182626291521,2.14017146357125
"T4110",0.061425457,0.139576283,0.264755448,0.22276141,0.203573818,0.090582075,0.161969233,0.064980429,0.05719058,0.402824437949017,0.246043090838687,1.96987570227654
"T4112",0.072697591,0.133183055,0.261726026,0.209273296,0.169611875,0.152208984,0.163623094,0.059563655,0.039233491,0.371553626739264,0.327741326682214,2.03545924963234
"T4114",0.054373238,0.108199003,0.285293999,0.235078616,0.209142858,0.080852502,0.169083493,0.03773945,0.109380934,0.473555069314875,0.0663362309268231,1.82561538581433
"T4118",0.079836981,0.141804835,0.249139634,0.207154785,0.153278719,0.06406831,0.14350882,0.0796484,0.130946672,0.214143725802694,0.792125587772401,2.40824535528126
"T4833",0.081071057,0.127696154,0.252293054,0.204753002,0.194342187,0.123458012,0.15030271,0.074318525,0.133487136,0.100237628446133,1.2801987174464,2.80004778384746
"T4835",0.076974177,0.125349256,0.253521063,0.191994059,0.194789535,0.145560491,0.150794803,0.081600761,0.134819842,0.0561616871927327,1.58783623969184,3.04700489130871
"T4837",0.083366131,0.158610805,0.259748138,0.216802738,0.212016727,0.101207659,0.171664509,0.077525362,0.153151857,0.103237008119795,1.26332051559167,2.78649874770009
"T4839",0.078981685,0.124826586,0.248142629,0.201390867,0.189447701,0.088113895,0.149153246,0.078609248,0.152692536,0.131206178578914,1.12070757404875,2.67201570521257
"T4841",0.073953176,0.158352238,0.268437123,0.210239547,0.222142453,0.05325344,0.173659608,0.06920341,0.157550329,0.283510947834815,0.572442993810033,2.23189437712832
"T4843",0.084988318,0.120602544,0.241896356,0.133698875,0.180115205,0.080658253,0.137200639,0.0835164,0.131475728,0.137602710397152,1.09115332762111,2.6482909295165
"T4846",0.074303381,0.116596015,0.237109246,0.069797274,0.195911274,0.1166606,0.140059598,0.065299098,0.10573053,0.294980929489029,0.538891302406754,2.20496063836035
"T4848",0.063032993,0.127224038,0.228449491,0.111051105,0.182859793,0.124057506,0.151050605,0.061847264,0.11054969,0.121819931605151,1.1659371356139,2.70832389549555
"T4850",0.081209033,0.14069273,0.253972195,0.113572619,0.201143458,0.074184147,0.162875732,0.085825492,0.141418947,0.195178485213534,0.858970176005212,2.46190508455916
"T4852",0.092884902,0.150915161,0.240593253,0.086370758,0.200174013,0.089202076,0.158859257,0.086095928,0.140829647,0.167732747913474,0.963163466554198,2.54554661652521
"T4854",0.08376501,0.130926246,0.232711596,0.184157188,0.195994178,0.088836761,0.16269355,0.085381261,0.150201912,0.0635074259934595,1.52597997368302,2.9973495553133
"T4856",0.087235528,0.135330886,0.237880253,0.147013544,0.196422023,0.084831877,0.148032482,0.088505927,0.141284735,0.0810881067083896,1.39778974952938,2.89444440014652
"T7010",0.147837696,0.113183577,0.146555482,0.310468068,0.107546038,0.10288316,0.096319738,0.141737747,0.066314721,0.482861438624211,0.0429732252969376,1.80686065053417
"T7012",0.098352246,0.069986951,0.363352079,0.319354998,0.357011627,0.315469489,0.08119706,0.110032924,0.346209458,0.461000563236805,0.0979133156022558,1.85096400205784
"T2773",0.186253052,0.118337536,0.313360876,0.17788892,0.292027385,0.210991966,0.105525376,0.035936361,0.163590813,0.442297088757967,0.145147801779134,1.88888165265364
"T5994",0.08406219,0.127547349,0.095331984,0.226469101,0.093503655,0.094462023,0.141017097,0.083128968,0.149476059,0.132221968641082,1.11594906635829,2.6681957963585
"T5996",0.073356823,0.117588159,0.140126343,0.252221858,0.081900981,0.086407164,0.157638538,0.071903764,0.166247063,0.272048090609306,0.606630459772716,2.25933848616922
"T5998",0.071958543,0.106447525,0.086237429,0.224155051,0.113139245,0.105604595,0.15812452,0.080637403,0.154343186,0.127014461124912,1.14061800273391,2.68799887215694
"T6000",0.075685104,0.131134279,0.114843564,0.219375151,0.092188498,0.090239178,0.152203397,0.085675351,0.151672117,0.0831727628388634,1.38404222557811,2.88340852674272
"T6002",0.077568855,0.135159627,0.101591254,0.219138326,0.099103345,0.097466157,0.140258416,0.079313259,0.145323793,0.0836062954004271,1.38121588890215,2.88113967499436
"T6004",0.088616347,0.144281017,0.117786655,0.221442862,0.095625823,0.094599116,0.14462177,0.087653479,0.146403569,0.0621784247153873,1.53674058034394,3.00598767031342
"T6006",0.088630789,0.125299471,0.137730307,0.228077296,0.087908293,0.109611235,0.149376029,0.087740509,0.149636063,0.066841132617634,1.49973806891898,2.97628377358584
"T6008",0.084215038,0.132928569,0.099653625,0.222533309,0.091960388,0.092727294,0.146276609,0.084840155,0.150796102,0.110033950644573,1.22634758564845,2.75681859761144
"T6010",0.082930783,0.137921388,0.098070986,0.21536514,0.10034942,0.100294495,0.147711568,0.084328378,0.148738054,0.0615440223767845,1.54194053415697,3.01016195160144
"T6012",0.082413547,0.133315646,0.132665147,0.228469899,0.104311751,0.108786245,0.151687097,0.0807912,0.154622263,0.0536421465138859,1.61052041179574,3.06521469057846
"T6014",0.067000654,0.113621543,0.157609496,0.252141578,0.102681286,0.106796221,0.166315802,0.066351072,0.162262572,0.190186129177321,0.877210602398133,2.47654765126551
"T6016",0.088653897,0.130862377,0.113878865,0.217910143,0.095352891,0.106159178,0.133958171,0.087960613,0.137654621,0.0432815561312958,1.71381279768664,3.14813301814852
"T6018",0.082161435,0.131679625,0.128741001,0.224488761,0.099909719,0.101009455,0.142579552,0.081958546,0.144133766,0.0597827280698621,1.5566001164951,3.02192998309639
"T6020",0.081228682,0.118329666,0.131858713,0.231931422,0.096319882,0.09685922,0.154537602,0.079814773,0.158068248,0.113355938019134,1.208872387218,2.74279032035451
"T6022",0.085066505,0.120271013,0.094337808,0.225914723,0.094130377,0.094325555,0.146090615,0.085989389,0.150987449,0.130604622547259,1.12353759013732,2.67428751062239
"T6024",0.084838667,0.144474652,0.102729323,0.227724256,0.093536208,0.094051449,0.150487682,0.083797113,0.15630428,0.117972150065146,1.18518502326098,2.7237752052817
"T6026",0.079437756,0.131233816,0.114069599,0.232068755,0.096656374,0.100066022,0.128457341,0.079190828,0.159467149,0.121136581247892,1.16932388738516,2.71104262244086
"T6028",0.088011278,0.130724225,0.104840728,0.222136821,0.084252133,0.092723975,0.145557146,0.085471424,0.151819808,0.117509254493025,1.18753030818858,2.72565789104015
"T5993",0.066065075,0.116249205,0.081232785,0.215364946,0.177280867,0.117936865,0.165175786,0.07077998,0.172937822,0.112351777291848,1.21411567629211,2.74699938917639
"T5995",0.050969772,0.128445613,0.063449032,0.2243183,0.13823984,0.123436246,0.164129347,0.058232614,0.172517262,0.208568395985845,0.811398618982596,2.42371684915152
"T5997",0.11149714,0.05593353,0.10883031,0.242758069,0.164066112,0.06990216,0.178542026,0.069793373,0.173732715,0.393202464969984,0.27098193039243,1.98989544380442
"T5999",0.084131966,0.073056996,0.11580979,0.238910211,0.154718216,0.120137858,0.174606902,0.059664885,0.168481142,0.23023659872819,0.73806788601789,2.36485034428307
"T6001",0.052715344,0.125555617,0.118773547,0.229821948,0.166430541,0.151951289,0.173029372,0.061035337,0.171565241,0.0589200533180308,1.56390403565662,3.02779322999844
"T6003",0.066272741,0.146922092,0.052063418,0.210728166,0.156211957,0.146990436,0.165880816,0.073509209,0.163087737,0.124857561508228,1.15104159693306,2.69636644921315
"T6005",0.050977511,0.094209343,0.053352295,0.166504735,0.172121096,0.101104213,0.164234415,0.059621981,0.167820089,0.216885042438802,0.782756553997029,2.40072433032961
"T6007",0.05157846,0.081713262,0.081743325,0.236561516,0.149795399,0.102210998,0.173900631,0.062457031,0.174059678,0.297841152029291,0.530619753867671,2.1983206235581
"T6009",0.058117904,0.122787151,0.133197205,0.225558197,0.15159418,0.135907578,0.17526024,0.069437859,0.169849479,0.0319730562014679,1.85255538359435,3.25950911898099
"T6011",0.072982209,0.117761784,0.073055853,0.232823773,0.074128243,0.127017317,0.159042155,0.073378325,0.163045958,0.269636240134469,0.613913512854046,2.2651849827517
"T6013",0.057358403,0.107910432,0.04841212,0.237873105,0.087224982,0.107713001,0.164037938,0.062492712,0.162931112,0.410555416808863,0.226116471898859,1.95387953854806
"T6015",0.069434498,0.1206944,0.057980156,0.231454739,0.064374961,0.116153536,0.149970427,0.068623173,0.158816273,0.365194901297529,0.344607053164529,2.04899827113044
"T6017",0.060225785,0.113710555,0.072283894,0.22009156,0.112809779,0.113082941,0.171973849,0.071283678,0.162084121,0.175832427705814,0.931364871986686,2.52002018243353
"T6019",0.076105138,0.036830262,0.102272751,0.239103024,0.0825865,0.114664002,0.153888838,0.075994575,0.159435285,0.424757986630173,0.189736045950188,1.92467502313357
"T6021",0.073859398,0.038392062,0.152659892,0.235812633,0.155315159,0.127245816,0.1549322,0.076271222,0.165610918,0.249581194558957,0.675808260912334,2.31487121034822
"T6023",0.084863305,0.018801882,0.089994481,0.23927266,0.107349247,0.09355019,0.155019638,0.080817775,0.173762886,0.498419833369583,0.00396090071132606,1.77554336919384
"T6025",0.062987956,0.025237507,0.118889737,0.238183017,0.14957286,0.113076002,0.147487944,0.070122227,0.164626576,0.383211472843802,0.297057061109464,2.01082734707666
"T6027",0.080465083,0.038168866,0.083799557,0.239672627,0.130436082,0.103989472,0.165167106,0.078210599,0.164453784,0.399612535675071,0.254350134354598,1.97654421079679
"T1770",0.204298892,0.096325767,0.09747323,0.2811191,0.259306557,0.137992192,0.092199739,0.102453329,0.109196347,0.439201019418968,0.152995227561009,1.89518120141467
"T1771",0.159457637,0.320160026,0.257362123,0.269567803,0.224103369,0.147484539,0.092114722,0.110404369,0.10961042,0.298815872335538,0.527809238006509,2.19606447202469
"T1772",0.103395019,0.327694944,0.349020514,0.272990477,0.21365177,0.144255701,0.103786953,0.114701869,0.114275781,0.370037235434144,0.331754729173367,2.03868102265618
"T1773",0.098820157,0.275797269,0.309125255,0.246924641,0.18165512,0.121911888,0.094140108,0.080091478,0.140218439,0.346120928104338,0.395814531102805,2.09010525489406
"T1774",0.097555751,0.279859045,0.311649829,0.23635666,0.178775105,0.167202626,0.097409184,0.082527764,0.13333103,0.286508102059878,0.563614958938111,2.22480764095705
"T1775",0.112893222,0.11235293,0.230942556,0.304682786,0.328831431,0.124066983,0.100379874,0.078146488,0.138809646,0.475887340689151,0.0604783212468101,1.82091292813041
"T1776",0.270682132,0.285521076,0.107476629,0.267112943,0.17329078,0.112516787,0.065966574,0.120179395,0.103377336,0.432378406267007,0.170322124626597,1.90909042922721
"T1779",0.250772734,0.328975081,0.07562749,0.277272461,0.226468906,0.16224371,0.1008363,0.095611096,0.124747862,0.456041039572082,0.110412703055655,1.86099792947995
"T1781",0.313196008,0.064795178,0.13125679,0.311230099,0.231316205,0.137732488,0.092952058,0.085317501,0.127637605,0.496380289104004,0.00907339417312746,1.77964744137601
"T1782",0.127935582,0.25456264,0.090579599,0.250987468,0.180788777,0.097596752,0.101715692,0.090232409,0.142102491,0.315592956472737,0.480058335967063,2.1577322667714
"T1783",0.078291391,0.271502411,0.083059141,0.252005649,0.170557531,0.1208791,0.105250141,0.091442869,0.137285863,0.325276433311118,0.452994271318571,2.13600649329308
"T1784",0.180893472,0.23083416,0.226308584,0.236688137,0.156519825,0.149085024,0.093047771,0.089309974,0.146769256,0.102271852396933,1.26871226952108,2.7908269972089
"T1785",0.148142167,0.316574581,0.053720343,0.263727572,0.207863161,0.143127642,0.115067578,0.07077076,0.145911141,0.491004322697088,0.0225507302387163,1.79046642050037
"T1786",0.101076142,0.235178568,0.092149605,0.253208258,0.170042082,0.12406218,0.103568317,0.083529845,0.141783109,0.240304743374394,0.705322619957023,2.33856396630676
"T1787",0.061153278,0.132422055,0.309256451,0.230140605,0.135657494,0.100360387,0.10877826,0.086018111,0.14823627,0.358963003976685,0.361232019254824,2.06234402137357
"T1791",0.11869533,0.254658272,0.157821458,0.319717337,0.295340091,0.228926347,0.075835341,0.09705877,0.1129512,0.36698019347865,0.339862089847583,2.04518923507005
"T1793",0.082755437,0.297716926,0.089761297,0.298577334,0.210382469,0.210286502,0.071381551,0.115536276,0.10029344,0.445226418311058,0.137731230022868,1.8829279734833
"T1794",0.13256543,0.313585346,0.155849798,0.250606838,0.157278672,0.127533963,0.108802519,0.078994908,0.147174226,0.311102610577623,0.49272739067729,2.16790239518314
"T1795",0.070233105,0.322048705,0.129863438,0.276361975,0.174806374,0.143709123,0.084043222,0.107705881,0.125617025,0.379928769819957,0.305667869342075,2.01773970379605
"T1796",0.139329172,0.140044983,0.081813237,0.286769414,0.203550197,0.162250052,0.107383372,0.092973496,0.135272238,0.277546292353379,0.590146278595896,2.24610575151259
"T1797",0.118862938,0.245927776,0.067730798,0.263586758,0.203294726,0.167691915,0.099383907,0.086847516,0.143703473,0.308985674598837,0.49872752749367,2.17271902620308
"T1798",0.103332074,0.333049561,0.076115737,0.256031503,0.189720029,0.144311803,0.096319874,0.086377109,0.140462061,0.470219681145352,0.0747176524727506,1.83234360156086
"T1799",0.153278559,0.3295433,0.082411173,0.257991139,0.17841831,0.139428948,0.0959624,0.077553514,0.146919501,0.473024754012339,0.0676685215410398,1.82668488681012
"T1800",0.079584249,0.237824241,0.148142245,0.253410069,0.193171472,0.131668852,0.103708631,0.0928647,0.131393925,0.127362777279533,1.13894629541523,2.68665690320292
"T1801",0.062178627,0.1908552,0.278717287,0.237893842,0.163018948,0.117072772,0.098515532,0.090699102,0.13475599,0.209036158998333,0.809770103944958,2.42240955295365
"T1802",0.301544856,0.301764382,0.067881619,0.230305639,0.172608922,0.10456284,0.091673914,0.095572563,0.143627604,0.44707256221866,0.133061017540939,1.87917894391971
"T1803",0.099576638,0.218207471,0.244086181,0.262644044,0.188546383,0.139778961,0.102008558,0.109676917,0.115447703,0.126939446001846,1.14097844743894,2.68828822041687
"T1804",0.310439694,0.283926272,0.212399728,0.256643233,0.190441833,0.113110141,0.112626206,0.087625504,0.152650623,0.1971106987305,0.851986837755834,2.45629918511652
"T1805",0.257965071,0.237212776,0.099806418,0.247444152,0.176578722,0.097110374,0.09880337,0.093036289,0.133726168,0.259487572806006,0.644925994065735,2.29008036157069
"T1806",0.157938743,0.240350528,0.181056241,0.251305648,0.172430839,0.122495156,0.100648999,0.068980574,0.149677546,0.178388978504941,0.921522006916068,2.51211878773619
"T1807",0.166157711,0.261550212,0.288108256,0.258290581,0.179306291,0.137009941,0.101525458,0.072908321,0.15747128,0.261526680547369,0.638645828098701,2.28503893616109
"T1808",0.175430186,0.225592107,0.335588247,0.26270539,0.163355603,0.115317823,0.109312794,0.070071183,0.167930678,0.365526251826709,0.343725803791605,2.04829084508403
"T1809",0.151883497,0.249966988,0.337081162,0.274043393,0.192300757,0.164151626,0.112117295,0.079176998,0.145562895,0.28429490079541,0.570129598122563,2.23003729057002
"T1810",0.15894907,0.13095031,0.115181137,0.310529128,0.310738837,0.110714706,0.113805496,0.079438123,0.153774781,0.484706541209803,0.038344410406694,1.80314485303351
"T1811",0.168866901,0.203055862,0.326096745,0.276780616,0.178441379,0.121261744,0.126680428,0.082082907,0.164219894,0.27545663615856,0.596392166576686,2.25111966014768
