"","exbB","exbD","fepC","fepD","fepG","fhuA","fhuB","fhuC","fhuD","fhuE","fur","gpmA","metJ","nohA","tfaQ","ydfN","ygaC","yhhY","pval","z","inv_cof_var"
"T1770",0.188628359,0.157118965,0.078679361,0.079789758,0.123719008,0.249932213,0.151597595,0.079221687,0.111438753,0.079650821,0.235334072,0.351717772,0.296615637,0.082553847,0.070501975,0.106873115,0.080176017,0.080643187,0.315320224608567,0.480825606861498,1.63402190628646
"T1771",0.176272099,0.182578813,0.076490976,0.079777837,0.127189656,0.261582868,0.157120027,0.076892919,0.119495208,0.077345263,0.249641288,0.323636882,0.324977894,0.082553847,0.070501975,0.114821285,0.079779138,0.081117093,0.304388148089591,0.51182099360254,1.65158135263764
"T1772",0.146256502,0.195266421,0.085371721,0.087154099,0.135211701,0.283133687,0.15350195,0.085861912,0.131474021,0.086272005,0.275695373,0.328016464,0.328877425,0.082553847,0.070501975,0.118082789,0.087019196,0.088356952,0.278348500460064,0.587754630309931,1.69459912915882
"T1773",0.332061049,0.142188918,0.074319625,0.070710325,0.108589537,0.213424707,0.127867083,0.076136526,0.087052729,0.077169824,0.227707587,0.323320772,0.308055883,0.082553847,0.070501975,0.082683906,0.070751428,0.070935549,0.453530291307946,0.116746951643486,1.42776477301293
"T1774",0.327485634,0.147763363,0.065862895,0.064431325,0.12097339,0.199293131,0.144451463,0.067036901,0.092127842,0.067740687,0.219100016,0.324709062,0.280245036,0.082553847,0.070501975,0.087325381,0.064423778,0.064372162,0.448049172670858,0.130591653980768,1.43560804691594
"T1775",0.294393445,0.136818432,0.067977779,0.06375862,0.113821921,0.178281655,0.137882413,0.069993179,0.085448442,0.066878747,0.24567473,0.337763545,0.340317908,0.082553847,0.070501975,0.08158126,0.06363014,0.063922129,0.499367949195437,0.00158431708050863,1.36252306074896
"T1776",0.055650783,0.196441965,0.055805169,0.067222144,0.155691289,0.246177832,0.175745158,0.052639892,0.133126249,0.051732056,0.266868426,0.291144293,0.1918416,0.082553847,0.070501975,0.126561695,0.069405225,0.070374646,0.309478450873114,0.497329230986599,1.64337150740117
"T1778",0.146465877,0.254707376,0.064872823,0.067861977,0.142965824,0.328902876,0.160142965,0.064987543,0.11646713,0.065146817,0.315580068,0.335561496,0.132267088,0.082553847,0.070501975,0.110577082,0.068324171,0.069154274,0.406468233104398,0.236639509800055,1.49568607241291
"T1779",0.219411836,0.283495469,0.069369603,0.06716639,0.125297302,0.317460915,0.14784856,0.071644744,0.140303493,0.072584565,0.273791587,0.295596783,0.090085676,0.082553847,0.070501975,0.100494578,0.067430335,0.067495486,0.386118523976272,0.289449985903555,1.52560416085837
"T1780",0.172390299,0.252471956,0.066453154,0.068978965,0.137753057,0.304918955,0.158817026,0.066997941,0.131318258,0.067334889,0.276883014,0.288559994,0.135204376,0.082553847,0.070501975,0.106261911,0.069774992,0.070124939,0.303359246201787,0.514763216244912,1.65324817489973
"T1781",0.09744742,0.192008569,0.064933731,0.063271232,0.120681181,0.257142136,0.141106242,0.066474981,0.094954965,0.067242058,0.269955943,0.288369282,0.209475532,0.082553847,0.070501975,0.08963555,0.063651468,0.063629504,0.3107912833517,0.493608683941119,1.64126375030854
"T1782",0.05788556,0.157880814,0.058416681,0.057636439,0.13644862,0.189099236,0.157149774,0.059389868,0.156533317,0.06016511,0.249294567,0.290745586,0.230256955,0.082553847,0.070501975,0.09666482,0.057614896,0.067502778,0.304934348476715,0.510260892435744,1.65069752715195
"T1783",0.177837885,0.172294032,0.053781288,0.053898254,0.133759316,0.208028383,0.16111479,0.055855173,0.164803843,0.057618234,0.24984955,0.304971038,0.225509441,0.082553847,0.070501975,0.098339134,0.052779393,0.065484247,0.294331732289375,0.540773856637125,1.66798367242208
"T1785",0.06722778,0.226570061,0.062850502,0.054083528,0.110425669,0.205344352,0.132474469,0.065677059,0.107933534,0.067258585,0.264268444,0.325876212,0.309277178,0.082553847,0.070501975,0.075918352,0.054052902,0.053436269,0.499090247722376,0.00228041275846548,1.36291741152169
"T1786",0.137128684,0.174790299,0.054469749,0.053678028,0.123435407,0.185157271,0.152982101,0.057517365,0.095583137,0.05885311,0.258819151,0.302926357,0.315403805,0.082553847,0.070501975,0.089153338,0.053603603,0.053930037,0.432768937054509,0.169328990486597,1.45755344762491
"T1787",0.147560114,0.178163708,0.064074769,0.060295369,0.128105756,0.179893035,0.148762869,0.066748615,0.09659163,0.067887682,0.241787546,0.300611367,0.305743201,0.082553847,0.070501975,0.091191432,0.060402548,0.061115994,0.356145273592889,0.368781564304373,1.57054693271414
"T1793",0.211727237,0.328008789,0.07049709,0.07589659,0.138302469,0.273264918,0.157641863,0.061449223,0.155329923,0.060893979,0.311549032,0.274367191,0.330921963,0.082553847,0.070501975,0.120661911,0.075521399,0.086855337,0.353298455197762,0.376430452239368,1.5748801658647
"T1794",0.232436961,0.217661579,0.054555701,0.052909127,0.112861295,0.190895897,0.139566588,0.057878622,0.144709904,0.059848147,0.259454961,0.297353516,0.278800158,0.082553847,0.070501975,0.084345415,0.053112845,0.060462545,0.380955732197488,0.302971653193854,1.5332644295734
"T1795",0.129337371,0.191925795,0.063339506,0.069399596,0.14906636,0.201664492,0.167905777,0.063338711,0.119217751,0.063482606,0.267066135,0.320228509,0.322654558,0.082553847,0.070501975,0.113241885,0.07010923,0.071158536,0.349497141744055,0.38667843437461,1.58068583281814
"T1796",0.212514088,0.302786395,0.070951884,0.074649489,0.113378432,0.262796996,0.133945589,0.073542583,0.133894537,0.071052536,0.287030453,0.32895447,0.342375555,0.082553847,0.070501975,0.096504388,0.07156705,0.07234279,0.42017998321407,0.201433060498311,1.47574098307124
"T1797",0.234690449,0.242172849,0.055359597,0.059400832,0.118271371,0.228157558,0.137640806,0.056341333,0.138805217,0.057168035,0.255250618,0.262895064,0.324913286,0.082553847,0.070501975,0.091647923,0.058940724,0.060412547,0.400938088934097,0.250919719777994,1.50377606925941
"T1798",0.203563735,0.210803614,0.054383709,0.053923236,0.122821578,0.211529981,0.142616233,0.056257837,0.142111544,0.057204912,0.247118866,0.284283706,0.328948124,0.082553847,0.070501975,0.092021225,0.053932951,0.055843355,0.40959158679023,0.228595691517806,1.49112910408837
"T1800",0.276514877,0.17978115,0.071277533,0.069865234,0.130234728,0.191991293,0.150586945,0.072810109,0.12255741,0.073597962,0.261529917,0.304885448,0.306969905,0.082553847,0.070501975,0.097258972,0.069853654,0.07088439,0.328214901806301,0.444847723168367,1.61363978543032
"T1801",0.309925229,0.150458968,0.05914071,0.058161633,0.132722894,0.170054486,0.163070753,0.060880276,0.124657139,0.06201018,0.248169994,0.31807147,0.314245844,0.082553847,0.070501975,0.097421626,0.058328661,0.060323084,0.446933939648714,0.133411590699306,1.43720559199375
"T1802",0.289680524,0.122110166,0.060481643,0.064124055,0.116844283,0.159037122,0.17362357,0.061964001,0.107813081,0.062286076,0.227912892,0.318625035,0.25752764,0.082553847,0.070501975,0.101886329,0.064165412,0.065183894,0.3923687623693,0.273150505227939,1.51637021069454
"T1803",0.305498747,0.199061521,0.091740586,0.093612357,0.129682178,0.236976095,0.139471155,0.092016554,0.116617954,0.091936189,0.253378126,0.251316247,0.305523233,0.082553847,0.070501975,0.11239157,0.093609156,0.095289678,0.195066320675946,0.859376843129203,1.84847801809277
"T1804",0.298726624,0.123672996,0.066853859,0.062716554,0.123587151,0.195615431,0.136021093,0.069850882,0.096861681,0.071353586,0.226235675,0.314339817,0.218943621,0.082553847,0.070501975,0.092445688,0.063973649,0.064042445,0.371885290385821,0.326864224536017,1.54680000272755
"T1805",0.289187611,0.137849567,0.070501575,0.068739051,0.109038445,0.18843459,0.148690566,0.071591617,0.101746621,0.072148795,0.232882078,0.332980348,0.301714631,0.082553847,0.070501975,0.097088263,0.068716029,0.069302176,0.408146012873197,0.232316721579202,1.49323713481824
"T1809",0.124408482,0.230518613,0.055399268,0.054743643,0.118288733,0.289595836,0.147346526,0.063840573,0.132006442,0.061890173,0.271638186,0.291919563,0.336674599,0.082553847,0.070501975,0.086072778,0.054040382,0.058794267,0.471472438178006,0.0715690437896188,1.40217067232155
"T1810",0.086667512,0.216965555,0.060282601,0.055870615,0.112839707,0.315181172,0.130467797,0.06296356,0.127340256,0.064202042,0.310197753,0.282624734,0.204536997,0.082553847,0.070501975,0.084178317,0.056266888,0.05596264,0.424105842494025,0.191400683016474,1.47005746004767
"T1811",0.07027852,0.225393835,0.073420209,0.065895581,0.112569471,0.30719358,0.131208337,0.076564175,0.124138477,0.078338304,0.285982438,0.260948232,0.28515767,0.082553847,0.070501975,0.086319521,0.065913023,0.066406109,0.39033267245203,0.278452080795347,1.51937364899748
"T1812",0.12681698,0.206749618,0.060141283,0.057777744,0.126397484,0.240722446,0.147523298,0.061559739,0.141657061,0.062680263,0.25231406,0.296922789,0.285872881,0.082553847,0.070501975,0.093233384,0.057777205,0.065815077,0.353246189567599,0.376571085278197,1.57495983702096
"T1813",0.125562523,0.209181132,0.069612389,0.068014191,0.124260621,0.237465506,0.141288621,0.071437416,0.13926132,0.072111669,0.257272338,0.283602609,0.213086889,0.082553847,0.070501975,0.093160585,0.068004013,0.072227199,0.210820593393941,0.803577214393618,1.81686652069852
"T1821",0.259442899,0.225750917,0.049758539,0.053075769,0.118488546,0.223060418,0.149799299,0.056793723,0.143059327,0.058258823,0.263190766,0.340404905,0.11862966,0.082553847,0.070501975,0.087636002,0.049767159,0.056386041,0.44113673035317,0.148087821249767,1.44551994164653
"T1822",0.049637167,0.195196618,0.049386919,0.049628934,0.11162583,0.192807103,0.134913009,0.051567608,0.130051554,0.052828915,0.279705755,0.33579516,0.115689106,0.082553847,0.070501975,0.082602692,0.049619635,0.050785235,0.482083945291135,0.0449239954050488,1.38707577121441
"T1824",0.208721225,0.13250757,0.059414501,0.061882949,0.140089757,0.147828053,0.150917991,0.059569013,0.156239942,0.059872586,0.210295776,0.258438256,0.217445777,0.082553847,0.070501975,0.104530558,0.061998628,0.063279704,0.181459801246568,0.909815910162311,1.87705266047331
"T1825",0.254415203,0.125746793,0.070316233,0.071571594,0.137517802,0.164127182,0.164293097,0.069816557,0.145007168,0.069099101,0.214022964,0.271039164,0.235568416,0.082553847,0.070501975,0.110302469,0.071608162,0.072129562,0.189053912224829,0.881388048023621,1.86094776317766
"T1826",0.279249681,0.09501488,0.087177012,0.085296109,0.112888763,0.145319836,0.140588704,0.087975746,0.107833344,0.155796197,0.194225008,0.246241118,0.22238004,0.082553847,0.070501975,0.104757677,0.085286665,0.085701868,0.111453642938424,1.21883378426039,2.05211686687009
"T1827",0.236516103,0.142071528,0.076243433,0.079759204,0.126875369,0.141553395,0.137356073,0.076203355,0.130653253,0.076252993,0.206473091,0.227342932,0.240622159,0.082553847,0.070501975,0.102987225,0.08069514,0.081057759,0.0933902628477092,1.32016322968812,2.10952182766793
"T1828",0.222941431,0.143036324,0.079504613,0.082808775,0.117298904,0.148770014,0.125517978,0.079612066,0.114104955,0.07997248,0.182038917,0.188248403,0.210983972,0.082553847,0.070501975,0.098357773,0.081265247,0.081451793,0.0323956281198261,1.8466956932502,2.40781197720919
"T1829",0.251970686,0.144229473,0.074260607,0.078571005,0.120753589,0.144089968,0.131643484,0.074136594,0.129616744,0.07389323,0.191957326,0.214673519,0.252187045,0.082553847,0.070501975,0.103092829,0.079858604,0.079917682,0.123863963320906,1.1558856655563,2.01645562081024
"T1716",0.099451554,0.326308813,0.049501875,0.049276098,0.088937131,0.231438631,0.098625809,0.050477723,0.087941551,0.150385568,0.325670734,0.19065253,0.280352557,0.082553847,0.070501975,0.070099914,0.049871663,0.053206799,0.488080801814916,0.0298814454471347,1.37855389500174
"T4797",0.304949615,0.370201717,0.113931779,0.129237508,0.092102521,0.123597696,0.126349675,0.123185462,0.087509956,0.10728444,0.223820146,0.390714914,0.385756976,0.067954652,0.112851074,0.176001912,0.110067089,0.061601166,0.418090057861397,0.206781998122899,1.47877125283492
"T4798",0.375843592,0.330595876,0.102699127,0.135223602,0.094866725,0.149378323,0.144890024,0.117531775,0.094679648,0.153637121,0.251520649,0.491415041,0.241869458,0.096881954,0.101062046,0.243365241,0.119482667,0.094891839,0.368204927269687,0.336611408956372,1.55232195873133
"T4804",0.167073385,0.090518995,0.094163658,0.116186319,0.083897239,0.082762257,0.125915988,0.125808632,0.337956349,0.099598798,0.085026442,0.272313054,0.11884266,0.102675214,0.093809102,0.091515175,0.128843163,0.093115846,0.18394398080937,0.900436579481437,1.87173910025621
"T4806",0.283227854,0.111020576,0.114331257,0.125525486,0.103902159,0.120719464,0.112153908,0.237853481,0.123785352,0.110557578,0.280946574,0.105503536,0.10245798,0.095522713,0.1133134,0.100525338,0.122726765,0.091427745,0.023704171271199,1.98263385817328,2.48482340261865
"T4809",0.047567975,0.105940064,0.097084154,0.112347834,0.07900134,0.068444281,0.07083733,0.096242782,0.078273091,0.090562306,0.081226262,0.351827612,0.068309727,0.092241956,0.093955508,0.082901849,0.140459344,0.071242262,0.388475748663837,0.283293972550051,1.52211666811885
"T4811",0.035575337,0.150014047,0.121618972,0.154166825,0.101105698,0.086706261,0.117305941,0.105779498,0.094256987,0.107582109,0.167458347,0.305556096,0.088864744,0.104753324,0.117797724,0.098284386,0.159208606,0.093679664,0.0824566119904998,1.38873540471995,2.1483692032053
"T4812",0.045696205,0.141567139,0.11681183,0.137758094,0.105302825,0.097909271,0.15431861,0.116030748,0.101221929,0.112191184,0.097139028,0.30276928,0.13321711,0.102383099,0.116445356,0.099800609,0.144870359,0.097485062,0.0341052658777682,1.82361344996655,2.39473546953434
"T4801",0.166596895,0.431432034,0.099492524,0.113226537,0.09333705,0.086764339,0.139740461,0.102693978,0.089281953,0.093885877,0.151804089,0.444762106,0.130370691,0.093232498,0.097544077,0.278008953,0.140891997,0.086330988,0.492653882938751,0.0184150254777943,1.37205796101085
"T4803",0.225640814,0.096088909,0.112025402,0.146191486,0.106157745,0.0956846,0.11277095,0.109586782,0.101830813,0.104762844,0.098190019,0.458366428,0.105999013,0.088626565,0.108224528,0.087645315,0.112513914,0.088285221,0.416874022933335,0.209897022888522,1.48053597062055
"T4805",0.334915245,0.12741797,0.101315804,0.150351711,0.082551988,0.073374382,0.151435181,0.141107451,0.096173563,0.084750178,0.191911879,0.090670171,0.122571357,0.089421584,0.094915832,0.068330718,0.130836306,0.075701532,0.165240852002717,0.973144069293584,1.91292920629851
"T5743",0.152100063,0.248997752,0.122837842,0.12391502,0.121014029,0.122033882,0.134015779,0.124248839,0.121407413,0.122171885,0.193952909,0.285863169,0.165076997,0.13595878,0.122913862,0.137763874,0.131868419,0.130180475,0.000979676480156779,3.09632527629729,3.11574970373904
"T5745",0.147422612,0.107287031,0.114880495,0.210396006,0.103186486,0.089176291,0.115823453,0.153762382,0.098935239,0.107644055,0.145152675,0.116600275,0.244634738,0.104021788,0.113885231,0.099031681,0.147613849,0.094670392,0.00183811032505188,2.90468569044672,3.00718241743219
"T5747",0.277112118,0.110700083,0.110451966,0.114009592,0.10682517,0.113765716,0.170771611,0.1109463,0.106267226,0.108316035,0.106669646,0.140813135,0.189079411,0.114759278,0.110178316,0.111968938,0.164359646,0.10977996,0.00232137424436079,2.83082934741209,2.9653414652916
"T5755",0.10925362,0.192899611,0.110512029,0.112757326,0.111940299,0.116241783,0.140471348,0.10998611,0.112518279,0.109589749,0.185457265,0.152315307,0.161282711,0.118275087,0.111163738,0.131612195,0.113300857,0.122282679,8.70608662321298e-13,7.05377989685311,5.35771921608834
"T5757",0.115232987,0.132485691,0.088484295,0.108693445,0.088374355,0.10364594,0.287294824,0.176561983,0.089800782,0.085997826,0.209067495,0.151461352,0.166564116,0.28216434,0.088020343,0.127556577,0.190632522,0.111197435,0.0635371881071553,1.5257410127963,2.22598535443862
"T5759",0.30893521,0.325181982,0.08911396,0.096679253,0.091151626,0.100783777,0.143979768,0.09226053,0.09290505,0.090842917,0.215916927,0.33321032,0.160580666,0.091094958,0.089624525,0.117922432,0.183306011,0.109012851,0.282289235135399,0.576054313901787,1.68797068861129
"T6892",0.078814653,0.288705808,0.061815336,0.066951758,0.083155472,0.065860515,0.219003663,0.045022466,0.07164832,0.077976643,0.328078793,0.309064374,0.271593285,0.062176322,0.062609199,0.062373396,0.268121271,0.178018164,0.489596445369271,0.0260808006213041,1.37640076107001
"T6894",0.094359074,0.177591756,0.077684545,0.115596869,0.12097736,0.086759173,0.325446414,0.091403986,0.105542615,0.121929107,0.276771543,0.276227735,0.213021721,0.141757464,0.106653673,0.159485385,0.078399363,0.15303755,0.110945950016113,1.22151285864609,2.05363461089243
"T6896",0.061934321,0.237230736,0.085575452,0.075091356,0.103942673,0.100967537,0.317439392,0.090543068,0.139050542,0.079601623,0.297912756,0.113910632,0.204698865,0.099300783,0.10609186,0.1541555,0.105008065,0.13774068,0.145664720771639,1.05520967218087,1.95942085240107
"T6898",0.075855747,0.221201194,0.093345146,0.126998973,0.127067346,0.096637231,0.324311297,0.092716502,0.127564144,0.126625793,0.276639677,0.253889379,0.202073812,0.132060596,0.125586833,0.134376257,0.117565654,0.130360568,0.0570702335162779,1.57985329583099,2.25664094002064
"T6902",0.075855747,0.221201194,0.093345146,0.126998973,0.127067346,0.096637231,0.324311297,0.092716502,0.127564144,0.126625793,0.276639677,0.253889379,0.202073812,0.132060596,0.125586833,0.134376257,0.117565654,0.130360568,0.0570702335162779,1.57985329583099,2.25664094002064
"T6891",0.080075856,0.320557008,0.061488633,0.062448875,0.074645932,0.076100482,0.086852099,0.07848609,0.069963597,0.070956291,0.335648166,0.326196227,0.284549645,0.119959809,0.071844541,0.103996882,0.191648558,0.141186515,0.461378443608225,0.0969616028412602,1.4165560156022
"T6893",0.111274052,0.233813569,0.10519672,0.066419049,0.094889061,0.100030996,0.349874534,0.101417726,0.067855437,0.075980121,0.321580264,0.31564538,0.246115905,0.094295628,0.092676792,0.135590723,0.129961545,0.116006351,0.309124936081607,0.498332261909875,1.64393974253348
"T6895",0.085376411,0.284623627,0.064183916,0.087761036,0.059190823,0.093544144,0.299207612,0.08701618,0.037951188,0.079123137,0.304376543,0.117828251,0.230007603,0.059266812,0.060225555,0.171315796,0.247333468,0.131287042,0.389484658712252,0.280662443035031,1.52062585912438
"T6897",0.081830639,0.240042825,0.099606241,0.106062848,0.124443101,0.088825601,0.351910391,0.099431765,0.08328638,0.095009168,0.300584812,0.297459101,0.245430364,0.155943492,0.084424381,0.109599405,0.23445728,0.138116616,0.209038870696365,0.80976066944157,1.82036955965353
"T6899",0.071793623,0.116151004,0.085939479,0.029877629,0.085105619,0.079936447,0.323735048,0.044554793,0.104753937,0.070147064,0.304759085,0.067007272,0.248117296,0.111465726,0.065630514,0.154259488,0.280096212,0.06503737,0.485623454895359,0.036044457774254,1.38204535278621
"T6901",0.112145953,0.258859852,0.099531874,0.101960791,0.124380343,0.103182775,0.355028,0.110011141,0.098695038,0.103621871,0.295765236,0.285137333,0.218737156,0.146020592,0.095672003,0.100740001,0.192755685,0.130738827,0.142700499072303,1.06826498559474,1.96681692322297
"T0865",0.125371676,0.191239755,0.052911906,0.051726659,0.072736909,0.144239987,0.09561515,0.053050004,0.086503607,0.057512951,0.279499515,0.054986907,0.099925047,0.055472362,0.059729158,0.077168324,0.051509241,0.051378905,0.114696919311765,1.20192177090089,2.04253590587877
"T0866",0.099952936,0.188729582,0.067822934,0.065140228,0.081500588,0.13233026,0.096860967,0.063709835,0.098145326,0.069189005,0.251335043,0.065146168,0.114589693,0.068932816,0.065965523,0.089896863,0.064919906,0.063825616,0.0110498535547957,2.28864981413242,2.65818696817647
"T0869",0.122084871,0.199204402,0.048896266,0.044212036,0.090675481,0.175328444,0.120097127,0.056263444,0.124320264,0.057647126,0.300593737,0.12060571,0.111790589,0.054983777,0.062923984,0.100419696,0.044167911,0.04534832,0.143165028460594,1.06620704779713,1.96565106429522
"T0870",0.158405785,0.093177188,0.050863917,0.048568219,0.091593989,0.177877754,0.12042417,0.063457446,0.120437281,0.056513693,0.392236956,0.087265909,0.16867525,0.054879127,0.065281929,0.103246737,0.04871907,0.049081813,0.100367686576089,1.27945927152546,2.08646230027408
"T1658",0.200781284,0.220514542,0.043394006,0.057931485,0.122403697,0.123663568,0.132958412,0.04361044,0.104679667,0.041351284,0.047592064,0.193942692,0.186513802,0.044575868,0.091675436,0.081439042,0.071665305,0.066625369,0.236829903905405,0.716537035095437,1.76755668722062
"T1659",0.185673492,0.233319644,0.036867551,0.047239386,0.113852746,0.129631221,0.126903786,0.036127013,0.094538885,0.035454552,0.098229994,0.229162316,0.186955241,0.037442892,0.080513352,0.070034561,0.059136843,0.056711095,0.393591602018493,0.269970168224071,1.51456849234643
"T1660",0.185338928,0.215060548,0.049547604,0.066247614,0.125240983,0.12556977,0.135125746,0.049437858,0.108032031,0.045889252,0.075118013,0.134022088,0.185139064,0.051703727,0.096788076,0.08691096,0.07742966,0.076985761,0.112930871437166,1.21108783582545,2.04772864719344
"T2119",0.207397996,0.203030515,0.143957327,0.051129354,0.058292923,0.205942183,0.063298632,0.050345564,0.05749852,0.151312854,0.499195223,0.118411061,0.158625069,0.131102238,0.045324091,0.057714458,0.050559462,0.218009054,0.239052946937776,0.70935227862162,1.76348639292482
"T2108",0.168877492,0.16089099,0.145545644,0.028801895,0.084233592,0.120320729,0.106975601,0.031766892,0.076617243,0.198354711,0.414608042,0.408988436,0.19331071,0.14260251,0.131060247,0.040210014,0.190260054,0.108075532,0.370666813184585,0.330087793265954,1.54862621262922
"T6034",0.045696926,0.0463149,0.07408933,0.071150611,0.058295052,0.056458912,0.129210018,0.067486314,0.061690701,0.071220907,0.096761904,0.092221016,0.093026379,0.125826214,0.107776117,0.109695565,0.055196516,0.04763219,0.00515607434098389,2.56518271222348,2.81484784900159
"T6045",0.058144948,0.066879399,0.077300167,0.071899987,0.063015648,0.06144349,0.125430977,0.068634201,0.065480331,0.071852098,0.351663089,0.056889493,0.294973713,0.120930444,0.10124983,0.103077888,0.075169804,0.056906502,0.343545832316847,0.402805024405774,1.58982183730957
"T6030",0.051005237,0.051217579,0.074410099,0.072496011,0.059802808,0.058830684,0.127282898,0.067860951,0.063297943,0.071373289,0.094242626,0.081022267,0.086745526,0.122690082,0.102143083,0.104076338,0.061463357,0.05198953,0.000593298208702911,3.24208256052813,3.19832383756511
"T6041",0.051652988,0.056643056,0.075316811,0.072153509,0.060757466,0.05970198,0.133495289,0.068752303,0.063731889,0.072333721,0.334103043,0.074383183,0.095763848,0.128326549,0.106560411,0.108838461,0.064682976,0.051193758,0.00140980891318951,2.98674827770834,3.05367235512837
"T6036",0.047068253,0.045191147,0.086427942,0.084059038,0.06611683,0.064093158,0.146938692,0.077858768,0.070735613,0.082671026,0.11056955,0.100126616,0.102285584,0.143287931,0.124484004,0.126510259,0.05382789,0.05101527,0.0119207132224653,2.25967504117363,2.64177223602428
"T6047",0.05695873,0.064268055,0.079952646,0.072847448,0.06401105,0.062196278,0.130485466,0.069862699,0.065840655,0.07339238,0.329406311,0.0558866,0.291668383,0.12559626,0.104547868,0.106643729,0.072928355,0.05588472,0.330587320916035,0.438291975989737,1.60992583625986
"T6038",0.047416238,0.047815931,0.072450069,0.071359824,0.05743651,0.056512802,0.126930818,0.066367637,0.061175402,0.070238883,0.093185682,0.086690276,0.088999773,0.121381657,0.103494463,0.105641782,0.059130996,0.04864279,0.00200413066844307,2.87751084398435,2.99178737614608
"T6049",0.056020998,0.062528208,0.075719187,0.070424435,0.060944545,0.060162532,0.134130784,0.067128611,0.063285286,0.071000344,0.337342029,0.056814827,0.301477952,0.129576026,0.105133318,0.107426786,0.070232638,0.054734702,0.389807846075772,0.279819888539022,1.52014853678625
"T6032",0.045546007,0.046822189,0.073793911,0.072822764,0.057056727,0.056214531,0.129644983,0.066684484,0.060961144,0.07110906,0.095285086,0.091002591,0.091829373,0.125093036,0.105410115,0.106920235,0.056299065,0.046624031,0.00464584007617517,2.60113160383151,2.83521354531794
"T6043",0.053489399,0.058111618,0.074590921,0.072198155,0.060880086,0.060088386,0.129404299,0.068302382,0.063781742,0.071640989,0.338238947,0.069661428,0.091653877,0.124585656,0.104441733,0.106076534,0.065230638,0.053026623,0.000480556181902117,3.30166952359104,3.23208092825331
"T6040",0.046686514,0.046827395,0.073716162,0.071454334,0.057794904,0.056776979,0.128509195,0.067163692,0.061790259,0.070899756,0.0964065,0.089501785,0.09155437,0.124819323,0.10622695,0.10857184,0.055500228,0.048245662,0.00386898254503612,2.6632945364021,2.87042996925306
"T6051",0.052111866,0.058107131,0.073631713,0.068246544,0.058375613,0.057795714,0.131325872,0.065555026,0.061232257,0.068985789,0.335024926,0.064112316,0.284499575,0.124418372,0.1014299,0.103376845,0.065728973,0.052298556,0.364456522517766,0.346571786175855,1.55796469230599
"T6035",0.052181627,0.11904317,0.075286317,0.066075735,0.052871007,0.05279375,0.133175424,0.058370532,0.054081505,0.064245382,0.284245462,0.089238917,0.282174558,0.082553847,0.070501975,0.089209612,0.080113191,0.0519148,0.362666998548264,0.351339056841324,1.56066543723268
"T6037",0.066087966,0.235194018,0.074158175,0.070275173,0.066166849,0.066124963,0.133175424,0.067851521,0.066339617,0.069321755,0.238537656,0.114688381,0.24592127,0.082553847,0.070501975,0.089209612,0.099709334,0.066063308,0.248289472421376,0.679882371090586,1.74679115809555
"T6039",0.074769229,0.238333703,0.069787701,0.070186085,0.073037391,0.072901001,0.133175424,0.071091533,0.072375996,0.070403452,0.282685003,0.112863867,0.25352379,0.082553847,0.070501975,0.089209612,0.096780171,0.073396977,0.233134223618115,0.7285639333484,1.77437014228116
"T6050",0.067260531,0.266413599,0.071551634,0.069204401,0.066318065,0.066326024,0.133175424,0.067292606,0.066428914,0.068537706,0.241987366,0.104552866,0.269984678,0.082553847,0.070501975,0.089209612,0.093097578,0.066387878,0.372501469621613,0.325235372528236,1.54587722864883
"T6052",0.073205126,0.253277638,0.069312843,0.069886786,0.07269405,0.072182133,0.133175424,0.070669789,0.071868217,0.070020532,0.254509234,0.104513144,0.26128704,0.082553847,0.070501975,0.089209612,0.090049432,0.072358572,0.294694677450982,0.539721145658677,1.66738729264132
"T6079",0.046276545,0.060917744,0.04730959,0.061903164,0.038400399,0.038307977,0.133175424,0.041321505,0.038734219,0.047001278,0.609786909,0.050941925,0.216621021,0.082553847,0.070501975,0.089209612,0.079632313,0.041121291,0.378630548088358,0.309079443053778,1.53672460283291
"T6092",0.046493734,0.058056813,0.045324122,0.075336783,0.03866108,0.038614414,0.133175424,0.041226465,0.038943202,0.045408522,0.577440686,0.054849049,0.160013536,0.082553847,0.070501975,0.089209612,0.075991104,0.040892517,0.159972792163436,0.994569712377734,1.9250672200429
"T6098",0.051942556,0.062845268,0.035620036,0.071796434,0.033859684,0.03406914,0.133175424,0.03288122,0.033162784,0.035830394,0.543248799,0.097271096,0.218254941,0.082553847,0.070501975,0.089209612,0.070825351,0.04354525,0.413920768944043,0.217470700929906,1.48482659600813
"T6109",0.044921526,0.050339265,0.048189173,0.054461018,0.03984086,0.038995928,0.133175424,0.042039291,0.039831345,0.044988165,0.229696908,0.182101152,0.210249877,0.082553847,0.070501975,0.089209612,0.067409654,0.04061866,0.437682320491038,0.156848001875851,1.45048274217603
"T6111",0.049077254,0.053895867,0.051232416,0.048993404,0.042593803,0.042675856,0.133175424,0.044396611,0.042706878,0.047533184,0.237978868,0.104956578,0.259133192,0.082553847,0.070501975,0.089209612,0.067627331,0.045545796,0.479342758157437,0.0518031867358424,1.39097295733832
"T6120",0.049777617,0.052189887,0.041915722,0.042464707,0.035781053,0.037255742,0.133175424,0.035289191,0.035497823,0.038665093,0.146096755,0.13500679,0.122742885,0.082553847,0.070501975,0.089209612,0.068219207,0.043625948,0.187758745395352,0.886185657924619,1.8636656958292
