"","exbB","exbD","fepC","fepD","fepG","fhuA","fhuB","fhuC","fhuD","fhuE","fur","gpmA","metJ","nohA","tfaQ","ydfN","ygaC","yhhY","pval","z","inv_cof_var"
"T2408",0.164464621,0.161840074,0.051965062,0.051706288,0.070269356,0.122576674,0.08156179,0.052940646,0.067405473,0.052781546,0.060573579,0.059876334,0.270503238,0.052580323,0.05755531,0.196814833,0.053086458,0.053759046,0.428377565265667,0.180506272503313,1.46388557974394
"T2419",0.186306034,0.184620831,0.040747902,0.040145997,0.078085966,0.138935974,0.095378912,0.04363678,0.083193113,0.0580356,0.215937473,0.052618432,0.067210069,0.050853366,0.039566042,0.036382579,0.046279421,0.045182751,0.370583826959387,0.330307463701836,1.5487506598983
"T2420",0.182418427,0.180039163,0.05093066,0.047988299,0.077030425,0.137530372,0.087999709,0.054034064,0.071783916,0.065136389,0.21478591,0.077005106,0.068319146,0.059355131,0.048221296,0.043360476,0.055812322,0.053696224,0.20876401697911,0.810717303728286,1.82091151025332
"T4080",0.087223302,0.335803274,0.056173112,0.064260144,0.059079323,0.327133257,0.156063701,0.070339838,0.060864886,0.056472348,0.320539712,0.168339085,0.163446654,0.122644648,0.116496643,0.111113651,0.174525388,0.102519313,0.384408821338487,0.293921822018167,1.5281375367766
"T5662",0.386571532,0.257607418,0.103254203,0.094701422,0.091696427,0.088276221,0.092970887,0.091760126,0.097740045,0.095542227,0.351128487,0.093946084,0.113188011,0.089294818,0.108838695,0.089606183,0.112418406,0.109821476,0.341879002777011,0.407340384757406,1.59239120085529
"T5668",0.078208628,0.073207233,0.078154386,0.270644881,0.077248919,0.075709431,0.073099442,0.078454057,0.131623793,0.079708497,0.21722662,0.080861595,0.135722206,0.092448044,0.083945361,0.093656127,0.077742764,0.077285154,0.123704978575893,1.15666328099543,2.01689615399988
"T2677",0.057360248,0.182144563,0.040026789,0.04034148,0.068975491,0.155727795,0.082349888,0.039968669,0.0879001,0.041402973,0.145593043,0.053508066,0.223778299,0.041315261,0.049722491,0.080542227,0.040503793,0.042202102,0.473492885168023,0.066492447613395,1.39929468890673
"T2678",0.102103679,0.208392671,0.046554753,0.045356553,0.077400239,0.145326429,0.093113747,0.046036776,0.100042601,0.049713007,0.14335913,0.075711775,0.203570592,0.049939509,0.055079604,0.096445013,0.045452686,0.047051689,0.301236458398549,0.520847634493876,1.65669510771955
"T2685",0.190950504,0.189645321,0.062564378,0.06605405,0.068612498,0.152332444,0.098765789,0.061711677,0.099758542,0.069984249,0.161141406,0.257844856,0.324508112,0.06463772,0.068647245,0.062564129,0.062632143,0.065062015,0.440724233924646,0.149133277500875,1.44611221149324
"T2649",0.155647908,0.151378217,0.055397287,0.054813442,0.073389388,0.116680637,0.095893021,0.060649441,0.082538721,0.056872772,0.081314122,0.071054142,0.316605407,0.099074779,0.124659625,0.084146356,0.054900099,0.05539201,0.368272835326324,0.336431272163492,1.55221990798498
"T2650",0.169758992,0.166545736,0.058758879,0.057826156,0.069291438,0.139612576,0.141182738,0.062487558,0.080900862,0.060910956,0.068701997,0.058949837,0.28551736,0.059282973,0.068893717,0.073946052,0.057791397,0.057955096,0.361202298215906,0.355246947414358,1.56287932781701
"T2651",0.114505216,0.12509364,0.057030783,0.061344719,0.082578601,0.096568757,0.106407625,0.066829358,0.0944198,0.055365278,0.126849225,0.0729724,0.286117076,0.071572713,0.104056008,0.089539824,0.060466808,0.066918114,0.238178518860698,0.712173995673774,1.76508494659377
"T2652",0.123534125,0.125481753,0.046450761,0.044761033,0.051250884,0.097801658,0.144594436,0.108245801,0.074942859,0.048174216,0.194975446,0.049656281,0.322666476,0.139173989,0.079961184,0.06147025,0.045008477,0.044394973,0.4927951733683,0.0180608039843503,1.37185728813774
"T2653",0.088946876,0.138224131,0.052232693,0.052659479,0.076623471,0.106876013,0.112231051,0.088542745,0.094364591,0.052953673,0.14251143,0.189592339,0.195168186,0.052072889,0.066827199,0.064358428,0.053404855,0.061780782,0.131164723797914,1.12090230981805,1.99663691800126
"T2661",0.139858677,0.13760594,0.054829027,0.05537138,0.090762176,0.105306947,0.128516539,0.060679746,0.145950543,0.055231376,0.301201196,0.15089603,0.301296751,0.054785484,0.077552945,0.0823161,0.058204561,0.05627302,0.308683591862198,0.499585196314502,1.64464955250112
"T5731",0.060544899,0.188426982,0.102644792,0.110125632,0.169244516,0.10284488,0.286643678,0.100947661,0.112308901,0.102696028,0.200342953,0.207873799,0.141834972,0.11099377,0.100264775,0.136621942,0.183171716,0.134731781,0.0183074329718989,2.09003266029748,2.54566676359482
"T5733",0.260205703,0.12991048,0.090306881,0.124615493,0.086987159,0.091941395,0.167185956,0.095222581,0.0877035,0.088793049,0.283929394,0.265574333,0.295930413,0.109058052,0.091119658,0.11603181,0.14354071,0.107591462,0.124807623601199,1.15128441368195,2.01384892852694
"T5735",0.32623452,0.088579015,0.088083142,0.092679585,0.087270005,0.097568597,0.095099707,0.113623687,0.090165169,0.086869891,0.179099278,0.237903691,0.089828152,0.117079441,0.087680139,0.116856003,0.17332457,0.118635821,0.170005632730657,0.954142994335363,1.90216475418403
"T5762",0.162042905,0.236987246,0.083094233,0.115589057,0.057428684,0.059398053,0.349372151,0.041241496,0.06312042,0.100556831,0.315485129,0.279088756,0.233034348,0.151583178,0.05089885,0.104200638,0.269434303,0.127746506,0.36767470813543,0.338018274710204,1.55311897358823
"T5764",0.16485249,0.227761977,0.049182578,0.084780179,0.070887389,0.047219253,0.254010516,0.048970516,0.073939333,0.117349826,0.30572798,0.213854522,0.23432943,0.150203141,0.065892093,0.092702848,0.262874953,0.13365249,0.251772730652571,0.66892164612385,1.74058170945626
"T5766",0.16361226,0.236557299,0.04496238,0.149001969,0.068543545,0.052159989,0.33611436,0.039881674,0.073401164,0.110655324,0.311356151,0.297584846,0.210347514,0.14885039,0.059454707,0.076791249,0.262444973,0.133492,0.372220347808695,0.325978402624062,1.54629816861689
"T5768",0.165797814,0.107154613,0.122402346,0.127643112,0.071608575,0.047032614,0.267553896,0.061811341,0.081221521,0.062129084,0.302836506,0.272580183,0.126565707,0.070155667,0.065993136,0.066472557,0.256479317,0.137051876,0.30378418401134,0.51354753574455,1.65255946994165
"T5770",0.159860057,0.064655962,0.086845137,0.104376904,0.065996112,0.041983886,0.272330398,0.07871572,0.074571278,0.108943294,0.311312698,0.290770532,0.186298882,0.134118625,0.055959978,0.065734514,0.264701232,0.125339704,0.335959175517039,0.423516653100326,1.60155534900749
"T5772",0.173096366,0.088984584,0.080305626,0.106977251,0.063492439,0.124281203,0.320101309,0.124058866,0.078799753,0.085414137,0.315746294,0.268571227,0.199180468,0.133744354,0.052930799,0.070738999,0.272155211,0.138283926,0.252613027748005,0.666289531560291,1.73909056902123
"T2432",0.174932744,0.170468827,0.05571115,0.051215711,0.065381863,0.114807183,0.073879934,0.044565425,0.054247889,0.065920947,0.299640782,0.129674391,0.206615933,0.063711969,0.044534912,0.04817205,0.062584534,0.058642311,0.28482525869879,0.568566274741921,1.6837285791967
"T2429",0.202895899,0.192839611,0.047511872,0.043659738,0.072375916,0.149462241,0.07023308,0.045356604,0.04383376,0.059321872,0.332011387,0.15318104,0.167766964,0.054783107,0.038920893,0.040019216,0.052393075,0.047951497,0.421465017959061,0.198147021944366,1.47387938288609
"T2433",0.192524813,0.183794586,0.047322829,0.047678524,0.071279394,0.11840808,0.072612807,0.048427844,0.051299804,0.05689373,0.321452989,0.172316666,0.225359662,0.054128346,0.045032537,0.045437981,0.053154686,0.050686879,0.436735706402475,0.159250633827201,1.4518438765669
"T5527",0.188451184,0.266203588,0.060108749,0.05670548,0.069489699,0.118246225,0.35764531,0.091816251,0.058491862,0.065455034,0.068373319,0.269867455,0.195293524,0.112612787,0.110920968,0.108884117,0.243244479,0.059610174,0.377118864328857,0.313056511091065,1.53897768370005
"T5533",0.160587956,0.286739295,0.05882753,0.077017626,0.034765317,0.100741546,0.355124568,0.080549445,0.086200932,0.100202767,0.136233,0.249878248,0.062486419,0.104955883,0.113854293,0.095334252,0.306321595,0.120397933,0.433069719927627,0.168564202475465,1.45712018140489
"T5529",0.17444611,0.262903589,0.143551649,0.060182269,0.138815607,0.136230599,0.286508962,0.111910132,0.092510635,0.06623723,0.075684743,0.182468726,0.083586543,0.140368119,0.107149859,0.053475663,0.242978069,0.124136271,0.115112133386565,1.19978135610791,2.04132332224365
"T5531",0.079723306,0.218662174,0.109739371,0.085232992,0.137612349,0.116900801,0.336904801,0.089676721,0.104752852,0.13833269,0.119413663,0.095476073,0.067524798,0.144019982,0.14126737,0.084659992,0.273293789,0.083644252,0.202909299367371,0.831274460833168,1.83255751100601
"T0071",0.151531628,0.14691903,0.070164684,0.068917036,0.076493504,0.128594635,0.083533077,0.069422872,0.076261617,0.072360622,0.189097342,0.133927755,0.202226632,0.082553847,0.070501975,0.079056216,0.253347392,0.068772902,0.135310965382649,1.10163144774309,1.98571962661292
"T0064",0.125718753,0.07775848,0.06426961,0.072872235,0.118838068,0.100061468,0.131608982,0.065307241,0.114762804,0.061696871,0.206073839,0.256887142,0.237854501,0.082553847,0.070501975,0.101603386,0.066509903,0.073948164,0.189101781472782,0.881211117646791,1.86084752892391
"T0256",0.076492486,0.051226599,0.06003836,0.046695897,0.052766256,0.095203942,0.051536707,0.087122635,0.051868401,0.060935839,0.052540256,0.143062888,0.066313635,0.106435698,0.04177604,0.054151421,0.058429366,0.056501361,0.0142242694040137,2.19104496374233,2.60289205773192
"T0247",0.183839965,0.078416799,0.08694118,0.042533387,0.06874587,0.08584007,0.074238173,0.060803709,0.072205325,0.09314297,0.325100713,0.073487304,0.246860395,0.093091317,0.054932158,0.053973658,0.043028353,0.042114098,0.324915450821515,0.453997117272413,1.6188230824241
"T0248",0.092185106,0.093926888,0.059538645,0.093795525,0.065435665,0.09106963,0.072662334,0.063433964,0.06595239,0.091619411,0.295114986,0.090578046,0.089891843,0.088160154,0.055677879,0.056187847,0.057536281,0.054662144,2.59700595224271e-09,5.84083406628727,4.67056349783076
"T0249",0.102792326,0.11260566,0.045410761,0.045182633,0.080105735,0.140319696,0.088886031,0.04662071,0.084292373,0.046920119,0.516318746,0.234766508,0.111464801,0.112632997,0.078831288,0.061418189,0.044730071,0.045117105,0.223764012542645,0.759542626397341,1.79192013135428
"T0601",0.140591087,0.135706279,0.097013603,0.06022053,0.083886477,0.085182274,0.074329754,0.038270353,0.072751543,0.038907651,0.433579059,0.039058731,0.119474286,0.039032507,0.058736954,0.128284622,0.163112821,0.083576168,0.0775145196251848,1.42199039521439,2.16720875589019
"T0602",0.120784881,0.118904518,0.081415816,0.076695263,0.093756701,0.081793065,0.083836272,0.062908703,0.08576643,0.062907051,0.479338668,0.165205119,0.130307041,0.063812035,0.073977894,0.117938636,0.188322895,0.075459685,0.0080316581852397,2.4074737631386,2.72550288119416
"T0603",0.136435106,0.132898894,0.078641233,0.070232663,0.092358619,0.082185983,0.080525298,0.053417384,0.072709212,0.053194969,0.476713278,0.12637918,0.154351973,0.053767957,0.065841503,0.111034917,0.204844996,0.065282423,0.0539657058336193,1.60756076201174,2.27233771999608
"T0586",0.053279511,0.129909845,0.052939613,0.146131356,0.099572717,0.073275437,0.128103023,0.061022263,0.105577386,0.052514231,0.240265206,0.167920333,0.200780528,0.181755922,0.294729197,0.078428421,0.054515286,0.055295813,0.286126407239586,0.564736778397953,1.6815591003589
"T0587",0.104749446,0.158914305,0.079452819,0.067180418,0.065252218,0.125436093,0.061543509,0.076739231,0.063602154,0.077591158,0.236953255,0.171085052,0.214665827,0.141959333,0.225514539,0.066554694,0.076425699,0.074881195,0.129234589549609,1.13001672029078,2.00180039613611
"T0588",0.089523228,0.13996704,0.081749942,0.078697441,0.076105482,0.108829013,0.07671455,0.080511838,0.0764156,0.081019305,0.212590185,0.223517253,0.199228286,0.13569116,0.243551275,0.076363801,0.080664644,0.079544697,0.12126522319792,1.16868530074371,2.02370684529942
"T0592",0.045392266,0.150520704,0.047711998,0.208442943,0.068149891,0.077033208,0.076152297,0.045384225,0.196182876,0.04781404,0.236358745,0.161586292,0.131604081,0.201337079,0.293193149,0.04716734,0.047085509,0.046350913,0.446652607993469,0.134123122169901,1.43760868742177
"T0593",0.233202193,0.158749453,0.038678329,0.232251723,0.074494092,0.083876878,0.09184684,0.034051215,0.169013191,0.03599829,0.241152159,0.231213107,0.125651632,0.220189418,0.283874689,0.038639561,0.037188919,0.035292968,0.459690934720283,0.101212379907341,1.41896415757721
"T0594",0.222824269,0.159386201,0.040604211,0.176600577,0.063137722,0.080832978,0.078313204,0.038120822,0.14893676,0.041253188,0.243249261,0.228218346,0.131426799,0.22580681,0.285911988,0.042058495,0.039836563,0.038312663,0.44648439695992,0.134548586427979,1.43784972060766
"T0589",0.154074271,0.17218176,0.049374385,0.081957954,0.110460973,0.133156297,0.092577878,0.05917473,0.0639248,0.066384092,0.191703116,0.102932938,0.157855915,0.055956741,0.137098532,0.043849006,0.057694803,0.053735119,0.0735477837224048,1.44986715732952,2.18300144506986
"T0590",0.160233279,0.170512504,0.042580121,0.089325115,0.120160256,0.126433431,0.099077712,0.05534477,0.062645171,0.065056916,0.214434874,0.045405882,0.145870759,0.04871106,0.241512703,0.038782368,0.055685074,0.050751758,0.305060501465944,0.509900740809214,1.65049349475134
"T0591",0.154213678,0.159896084,0.043861609,0.069985377,0.113259668,0.122152219,0.08812273,0.065786259,0.055414302,0.072411953,0.208845237,0.060414522,0.147934312,0.061384668,0.179201189,0.044078542,0.065453508,0.061496469,0.105777260011185,1.24930231913295,2.06937784212307
"T0572",0.235325337,0.251880889,0.051052524,0.115622078,0.190594991,0.242390573,0.092414598,0.075836585,0.163938315,0.063780751,0.174705744,0.07388251,0.258564828,0.059735023,0.052724795,0.22937884,0.054839594,0.070150232,0.315192782785398,0.481184233332293,1.63422507465879
"T1096",0.228406586,0.276101892,0.095317051,0.100614255,0.12291531,0.148326994,0.135438102,0.095303524,0.125481168,0.095431401,0.312717936,0.297780279,0.09532422,0.082553847,0.070501975,0.113966972,0.09784025,0.098831815,0.13557568803595,1.10041493061945,1.98503044769264
"T1094",0.077671177,0.072971566,0.086742849,0.079838093,0.082777723,0.118319978,0.106553872,0.203786826,0.080294835,0.238194868,0.278419189,0.224703173,0.206094065,0.082553847,0.070501975,0.078494183,0.082374933,0.076673349,0.159318133560628,0.997264238762619,1.92659371790185
"T0113",0.251769208,0.182966259,0.046584864,0.051260416,0.080797376,0.149305557,0.095281957,0.045959772,0.079781768,0.045473639,0.262618025,0.265709601,0.071624302,0.082553847,0.070501975,0.068428549,0.049317679,0.052058393,0.466540982660227,0.0839678853824384,1.40919484000124
"T0117",0.27079468,0.257257659,0.059968266,0.064782063,0.094147821,0.169683499,0.10482319,0.059467095,0.095113212,0.058910851,0.072780151,0.298004086,0.259384984,0.082553847,0.070501975,0.082404108,0.063494071,0.064516228,0.434279215704188,0.165489858646059,1.4553785101043
"T0101",0.239113613,0.223903876,0.057236305,0.054488349,0.06273292,0.169888158,0.072371636,0.056507097,0.062801342,0.05913918,0.157182319,0.183795133,0.154847539,0.056928014,0.070501975,0.057015561,0.054254028,0.221577552,0.377078378475131,0.313163092599519,1.5390380640494
"T0118",0.220538091,0.205373314,0.061757177,0.063313767,0.080044526,0.162886373,0.087647793,0.061100386,0.079756519,0.060762757,0.074378802,0.279010847,0.155803331,0.082553847,0.070501975,0.072196017,0.064799015,0.084114914,0.305566723817376,0.508456201174714,1.64967513696068
"T0119",0.256888662,0.249483875,0.053733698,0.056446221,0.096590621,0.154845247,0.114510768,0.054307981,0.096002368,0.053950334,0.183141102,0.216119279,0.174289856,0.082553847,0.070501975,0.082562209,0.055039815,0.055848684,0.336521520665943,0.421975306850638,1.60068214852104
"T0120",0.220268192,0.205093148,0.053861404,0.052362976,0.072896986,0.140891377,0.084264557,0.055127456,0.074029788,0.05503313,0.312477026,0.301265294,0.150294788,0.082553847,0.070501975,0.06043766,0.052303078,0.069446205,0.439698913272507,0.151732621849335,1.44758478700961
"T0121",0.166183593,0.151963393,0.049020159,0.051309524,0.078201408,0.118322055,0.088546251,0.047938297,0.075227134,0.046889825,0.047392098,0.277193114,0.159987848,0.082553847,0.070501975,0.066491979,0.057918012,0.150623179,0.298585134605804,0.528474171531362,1.66101567868303
"T0122",0.192904177,0.168108295,0.043321267,0.048405703,0.080252186,0.128875045,0.088426413,0.045078127,0.075815837,0.041873316,0.088524137,0.333648227,0.134375361,0.082553847,0.070501975,0.068629181,0.052880915,0.226297691,0.480755868804412,0.0482566060284635,1.38896375531798
"T4023",0.157000025,0.123242571,0.062932459,0.073159811,0.089780273,0.083068511,0.279598417,0.061598056,0.064292103,0.094681347,0.292371058,0.131949006,0.233653692,0.143373618,0.070501975,0.137053078,0.278068901,0.09280142,0.229599424276126,0.740166703344576,1.78094332102466
"T4024",0.164799497,0.106503214,0.060032965,0.072145054,0.083660062,0.078167384,0.350293051,0.057243853,0.061693619,0.16680484,0.107113408,0.146776922,0.218991634,0.062172256,0.070501975,0.129954005,0.261562789,0.150342721,0.337037897482174,0.420560838862365,1.59988082686105
"T4025",0.161485259,0.1342274,0.063954323,0.078058515,0.066110673,0.101508002,0.348034716,0.065872803,0.063989033,0.119949442,0.287183065,0.210403731,0.228653582,0.150066683,0.070501975,0.134883801,0.26387801,0.107112166,0.269168419914357,0.615329953759654,1.71022104789071
"T4026",0.160150742,0.217973589,0.072778962,0.100914192,0.071404442,0.09863669,0.366453707,0.06940825,0.082842277,0.128573366,0.261283353,0.178605486,0.23152641,0.152705123,0.070501975,0.137939778,0.260089272,0.078172692,0.246840686415837,0.684465333262918,1.74938748893236
"T4027",0.17474321,0.080790655,0.082746528,0.082972242,0.092834438,0.114360585,0.08011337,0.086018743,0.090746699,0.080947348,0.302300229,0.242489781,0.205939231,0.096761669,0.070501975,0.148460786,0.255567974,0.136278967,0.102319419142801,1.2684456776974,2.08022290047006
"T4028",0.171150281,0.101423503,0.076818719,0.071892228,0.08791123,0.100061915,0.332007123,0.078496347,0.07628039,0.072521947,0.31280392,0.229012335,0.239775727,0.073184494,0.070501975,0.144816057,0.266656057,0.118683061,0.302774354462859,0.51643774542016,1.65419682591873
"T4029",0.177930446,0.107754295,0.079881139,0.065316887,0.094408793,0.107301197,0.350448544,0.076995492,0.079568936,0.065003296,0.305521942,0.198056403,0.232063847,0.103848752,0.070501975,0.15533477,0.271180154,0.14335944,0.272259649915625,0.605993153136975,1.70493158171965
"T4030",0.16645182,0.108562751,0.076463102,0.098418894,0.091857506,0.090906961,0.364810375,0.076347219,0.076413475,0.078786772,0.296385311,0.172697275,0.216489412,0.153873844,0.070501975,0.142757253,0.275029758,0.13212853,0.252699797083197,0.666018001668129,1.73893674243362
"T4031",0.170486782,0.075899916,0.092984033,0.079283452,0.100785522,0.118441363,0.242439337,0.091952678,0.091280418,0.085974903,0.277815596,0.243599903,0.222422439,0.07825783,0.070501975,0.150274694,0.233609849,0.089919,0.119551891414868,1.17722983666293,2.02854747920803
"T4032",0.157638739,0.080807548,0.098513117,0.084764693,0.102846851,0.113753892,0.293115482,0.098363275,0.095694618,0.083265682,0.281978936,0.261588915,0.227045552,0.097539671,0.070501975,0.137374265,0.234397573,0.099739003,0.154158574973819,1.01875951554792,1.9387711803955
"T4033",0.184234652,0.220950748,0.074436508,0.059310627,0.093836968,0.110177344,0.055185141,0.0790184,0.079313005,0.073789526,0.296310537,0.281778887,0.242853053,0.069871184,0.070501975,0.152215815,0.248952455,0.11563158,0.269598297462219,0.614028347712259,1.70948366455845
"T4034",0.18406543,0.079359367,0.081315398,0.0742433,0.106110518,0.103676285,0.142166347,0.084744247,0.079308796,0.078363043,0.287754553,0.285709916,0.245038438,0.120025878,0.070501975,0.155474469,0.244821395,0.127012391,0.149347291844304,1.03923687708895,1.95037197552019
"T4087",0.168023473,0.142181001,0.094808863,0.087448376,0.092562713,0.105418253,0.339961511,0.0987151,0.081627875,0.076897785,0.283345048,0.103774257,0.191168058,0.15657337,0.070501975,0.099343135,0.22119442,0.083680781,0.181075270834367,0.911274912137789,1.87787921144132
"T4088",0.160829001,0.123584894,0.070635054,0.066100752,0.154920601,0.112680107,0.340228173,0.079443841,0.059178807,0.063070884,0.321149746,0.04514912,0.252424155,0.184730151,0.070501975,0.070458628,0.265946134,0.064273436,0.41817010412179,0.206577020366656,1.4786551292342
"T4089",0.161865672,0.11144959,0.060385585,0.047278994,0.076071336,0.091388273,0.349462848,0.06177539,0.074808477,0.058436155,0.306664028,0.293475752,0.227741884,0.160323353,0.070501975,0.143630957,0.258070428,0.099065733,0.404420588570009,0.241921258864695,1.49867827864398
"T4090",0.148931114,0.155088024,0.070827447,0.076792498,0.086735685,0.13214631,0.297420212,0.097698386,0.100278599,0.120388928,0.278398213,0.276484078,0.230831817,0.164238953,0.070501975,0.161389962,0.252352442,0.134543424,0.0973771939433297,1.29664201839607,2.09619663668876
"T4091",0.141279201,0.160728506,0.075210566,0.07882689,0.07531226,0.082342653,0.337932283,0.07531642,0.076928052,0.075348392,0.301239977,0.09868641,0.220269949,0.136870969,0.070501975,0.099955345,0.244892962,0.083747287,0.305277998244909,0.509279968879813,1.65014181624248
"T4092",0.168480672,0.122806707,0.074293757,0.075273965,0.10368441,0.104787283,0.268142135,0.099263603,0.099372449,0.110095418,0.310422812,0.086294415,0.226421837,0.161345858,0.070501975,0.118814273,0.271348514,0.096353286,0.112323378972445,1.21426444566179,2.04952825403384
"T4093",0.161994237,0.077930827,0.091539371,0.080218404,0.076352038,0.098609326,0.239667045,0.102458079,0.100958701,0.09054187,0.28840792,0.080739264,0.197912629,0.158587596,0.070501975,0.089301524,0.24729324,0.077113446,0.110695506065138,1.22283767593794,2.05438514381386
"T4094",0.175694527,0.112007045,0.059030199,0.056962739,0.101668777,0.122350125,0.33489266,0.066816207,0.06264121,0.102578004,0.299179222,0.068502394,0.228587632,0.155875378,0.070501975,0.13760904,0.27231011,0.125399804,0.303264411616743,0.515034626938734,1.65340193395933
"T4095",0.158511871,0.099240203,0.068691704,0.064231479,0.066840802,0.064032657,0.363634521,0.064175511,0.06772477,0.098629349,0.3140927,0.127639289,0.228060862,0.157255628,0.070501975,0.068327204,0.25058394,0.099799664,0.422847497007298,0.19461418928004,1.47187796938042
"T4097",0.203959835,0.119493773,0.054826892,0.069389478,0.04992646,0.105738522,0.349950798,0.072718501,0.078718174,0.089487533,0.317412339,0.150682741,0.239726771,0.159029193,0.070501975,0.086640427,0.177175408,0.087289892,0.332402345706405,0.433289188675084,1.60709166689808
"T4099",0.15901473,0.148210532,0.115097147,0.110231254,0.118183044,0.113336618,0.293243337,0.113877329,0.115913555,0.113866402,0.282211009,0.105915472,0.185716687,0.151987001,0.070501975,0.099040748,0.209438398,0.123526132,0.0115635972009818,2.27132692594227,2.64837323917338
"T4101",0.144162531,0.081015812,0.090056078,0.099305583,0.099256441,0.098764715,0.315945708,0.091306442,0.11447316,0.054272206,0.293336269,0.122383858,0.192397517,0.142551082,0.070501975,0.106584466,0.217923721,0.105134522,0.139736726719955,1.08150294037715,1.97431646367856
"T5038",0.175086337,0.089102691,0.060237063,0.048831788,0.065961274,0.096567006,0.048951264,0.069116299,0.066224567,0.066176796,0.305998821,0.306376863,0.242244389,0.174728454,0.070501975,0.147030164,0.260858864,0.048393539,0.443286199282351,0.142642667071497,1.44243516346757
"T5042",0.181752319,0.105730245,0.067806206,0.054882523,0.065495968,0.10657757,0.131438451,0.073446843,0.055661748,0.077345344,0.292879064,0.294219989,0.246141843,0.183841753,0.070501975,0.161901964,0.259832279,0.14815445,0.243354204556957,0.695553638011371,1.75566921382203
"T5043",0.183957487,0.098361486,0.085484991,0.086183574,0.089770017,0.104515834,0.189981639,0.086431681,0.117317366,0.085650171,0.288337989,0.256116154,0.224177883,0.162575246,0.070501975,0.108935603,0.226904335,0.114320077,0.0558860792872305,1.59027798568035,2.26254671508539
"T6958",0.173566277,0.203553654,0.070997035,0.083049948,0.159591593,0.08359029,0.115979292,0.06907513,0.073548791,0.072494956,0.302917011,0.295737966,0.235504173,0.123416078,0.070501975,0.192645086,0.253472808,0.108048244,0.167290734011417,0.964926817800354,1.90827398492782
"T6959",0.190232164,0.130644355,0.068890394,0.054667483,0.085542159,0.106296355,0.05172391,0.073912732,0.079314978,0.067983335,0.295766065,0.29228029,0.248916146,0.086269336,0.070501975,0.17411505,0.264393754,0.118283972,0.315928350280679,0.479115166784603,1.63305291109314
"T6962",0.187885303,0.051020564,0.063738832,0.053172037,0.095948001,0.096600433,0.139664214,0.069372613,0.072272724,0.059464789,0.30660718,0.301818782,0.215916645,0.137126202,0.070501975,0.194202437,0.277745976,0.113228625,0.318502863434713,0.471889410678088,1.62895938976498
"T6963",0.188950105,0.226063829,0.061732284,0.04927227,0.075840752,0.106200521,0.159749367,0.072843094,0.084659676,0.051949203,0.292643641,0.287681514,0.228260592,0.113187489,0.070501975,0.169133221,0.260895032,0.111738793,0.242158371929553,0.699376541937405,1.75783495793601
"T6966",0.184660605,0.208577673,0.082576092,0.067648175,0.136608793,0.103921472,0.317106804,0.085576064,0.094077435,0.07066197,0.06827089,0.263516506,0.228565436,0.07890826,0.070501975,0.105460115,0.254446067,0.079392947,0.247923635463914,0.681038276768096,1.74744599953698
"T6967",0.185545305,0.189428284,0.08394463,0.076727306,0.121724759,0.102158418,0.280922104,0.091282439,0.093270872,0.074368845,0.290502152,0.256488274,0.212151073,0.168615387,0.070501975,0.074838479,0.276218643,0.08710304,0.17201625275949,0.946227612069186,1.89768054718209
"T6970",0.185909678,0.107564149,0.085195289,0.076589068,0.117834208,0.082032483,0.291716658,0.079859655,0.103873952,0.086653636,0.17962769,0.272678668,0.197379396,0.157328937,0.070501975,0.097235229,0.251567575,0.077408046,0.195736170482886,0.856950320528394,1.84710334921754
"T6971",0.181457463,0.236340278,0.076464739,0.075800744,0.124423433,0.095595475,0.316906948,0.084336368,0.088531253,0.07105424,0.286999506,0.279939836,0.223812804,0.164317876,0.070501975,0.084865717,0.270022386,0.072740915,0.263473802200833,0.632672388687978,1.72004585047398
"T6981",0.195264972,0.066506901,0.091249774,0.085252713,0.128886251,0.122655381,0.337183248,0.064230609,0.110375163,0.098454722,0.299231288,0.269062804,0.241088097,0.076382729,0.070501975,0.082427704,0.258312128,0.069029517,0.330197248639875,0.439368568900909,1.61053574558681
"T6984",0.198176858,0.09873437,0.089474183,0.062536885,0.161956831,0.11950907,0.336977841,0.095606393,0.097578801,0.093784644,0.221312928,0.29326852,0.243360542,0.044186806,0.070501975,0.108785658,0.287345014,0.06188897,0.354527618133423,0.373125237191901,1.57300770184965
"T6985",0.196667922,0.131838742,0.061332571,0.044007635,0.149711262,0.122033226,0.053200236,0.071283787,0.062473504,0.063336252,0.313980312,0.269762891,0.250511557,0.125099838,0.070501975,0.118726338,0.29622333,0.064454847,0.360925293087016,0.355986618954674,1.56329836510272
"T6989",0.175498959,0.23949043,0.0633637,0.051537595,0.06803951,0.098867814,0.334906734,0.069678,0.075482126,0.069951393,0.296620726,0.310243797,0.251549887,0.115442357,0.070501975,0.053890086,0.265139927,0.052387691,0.482838745459142,0.0430301612432471,1.38600287995998
"T6992",0.179368624,0.08549585,0.06429705,0.058842133,0.066494497,0.097883872,0.323809891,0.071277525,0.072690005,0.07187214,0.31110318,0.310221095,0.245458829,0.111677114,0.070501975,0.058213924,0.265204781,0.097606714,0.464271556201678,0.0896779830638789,1.4124297134595
"T6993",0.172677622,0.241285728,0.062957765,0.054073843,0.085714941,0.11272748,0.129713094,0.083001799,0.090869391,0.079770172,0.232949303,0.287501924,0.218945631,0.137846637,0.070501975,0.162529655,0.250162303,0.097339091,0.176618821811311,0.928327634420986,1.88753988657904
