"","aaeA","aaeB","aaeX","agp","cpdB","crp","cstA","dksA","glgS","glpR","gluQ","gpsA","grpE","grxC","hofB","hofC","hofM","hofN","hofO","hofP","ilvB","ilvN","ivbL","lacI","mhpR","nadC","ompA","patZ","ppdD","preA","preT","priB","raiA","rmf","rplI","rpsF","rpsR","secB","sfsA","sxy","ubiG","uhpA","uhpB","uhpC","ychH","yeiP","yfiP","yibN","pval","z","inv_cof_var"
"T6021",0.058142653,0.241795499,0.260900843,0.208017042,0.012550029,0.310133158,0.214800763,0.198790999,0.11794927,0.062646747,0.052605279,0.313748476,0.221612003,0.192519495,0.131983198,0.155696956,0.089894436,0.058513885,0.085298846,0.115709591,0.170938477,0.167509373,0.066377196,0.073824474,0.082155291,0.067287538,0.071155045,0.060792288,0.118962024,0.065975712,0.054240606,0.376774428,0.103720322,0.075840152,0.156557381,0.33436322,0.228991287,0.373320036,0.154237589,0.057885267,0.108183843,0.099807543,0.072690819,0.076721072,0.169447164,0.11373542,0.08052639,0.232785043,0.201510213281748,0.836239063378144,1.57512819219401
"T6023",0.064767029,0.24979708,0.257499064,0.198211143,0.099551118,0.312617378,0.217679046,0.22639765,0.13788204,0.06589693,0.059449165,0.321223069,0.223944014,0.183482453,0.061068172,0.10481545,0.086896167,0.063100382,0.086122088,0.113963698,0.174483406,0.157140929,0.064225169,0.076281594,0.096090803,0.069971233,0.062818768,0.062312736,0.073970375,0.06409566,0.059799361,0.383117784,0.108303578,0.079131058,0.117365435,0.334814417,0.232881894,0.376139502,0.132923968,0.060801822,0.082975023,0.078731436,0.068201953,0.079839472,0.167389381,0.118760022,0.085475219,0.234326802,0.22257252082879,0.763533919026247,1.54352370156394
"T6025",0.055832173,0.244445711,0.247608389,0.196496965,0.049388317,0.312126841,0.222331146,0.266617621,0.122608397,0.050872273,0.056521109,0.325513946,0.232801108,0.194248318,0.116006005,0.131052519,0.077404159,0.050362731,0.070717946,0.098844,0.174282355,0.165712093,0.077668264,0.065239593,0.097390808,0.057166199,0.059586922,0.071022563,0.109010977,0.077272347,0.061069773,0.376354468,0.097339692,0.068376139,0.141561422,0.343671496,0.240538284,0.372177886,0.137130526,0.049687339,0.072256944,0.085189103,0.050771351,0.067510423,0.169934267,0.110348205,0.071305944,0.232446825,0.262240279920291,0.636453991067705,1.4882828182917
"T6027",0.065033431,0.237355222,0.250857446,0.199178431,0.082739152,0.306856767,0.223500071,0.27575022,0.116833278,0.063960273,0.05945365,0.318454787,0.225788627,0.1973498,0.092391373,0.113158503,0.087215522,0.061220408,0.075018083,0.112456166,0.175508898,0.151386924,0.067510422,0.073669241,0.096742771,0.068753984,0.059016713,0.064815367,0.080755775,0.067357122,0.061084685,0.381377008,0.107320234,0.076498164,0.114260637,0.341110042,0.241093016,0.374155399,0.141077585,0.068661673,0.067508222,0.044513827,0.058351744,0.075771413,0.155209005,0.114479363,0.081046266,0.233871965,0.251778439545822,0.668903748180496,1.50238853328286
"T1770",0.113919902,0.088992889,0.089933187,0.130585599,0.097119681,0.33692606,0.13487915,0.268604984,0.078425055,0.09277047,0.085753973,0.126209,0.106486042,0.193103262,0.120421799,0.085593611,0.078593742,0.080402556,0.085613955,0.083209311,0.164992509,0.272141322,0.261792014,0.08303975,0.089228578,0.084973476,0.127550481,0.095816129,0.086013738,0.084528585,0.080057494,0.097688038,0.140803765,0.319978716,0.292750807,0.115468549,0.353217382,0.288591929,0.230987314,0.078720401,0.268667625,0.128788663,0.097358163,0.081128621,0.133608369,0.100685671,0.107973127,0.083820451,0.0905818772097597,1.33718041125266,1.7928843946779
"T1771",0.122145652,0.0925897,0.092395151,0.130585599,0.098681276,0.312507974,0.1952092,0.333801845,0.077646502,0.09435871,0.089615566,0.313030667,0.12601377,0.186341475,0.129475388,0.087477557,0.076871528,0.08080359,0.087500675,0.084413567,0.164992509,0.168628565,0.242624019,0.08303975,0.091852704,0.084796644,0.12673521,0.099545016,0.087981969,0.083726607,0.077799717,0.101193638,0.129430851,0.296980413,0.292253904,0.120949549,0.331799212,0.256072705,0.232743799,0.077115107,0.244494154,0.104038828,0.103145906,0.078331892,0.101147381,0.100685671,0.114973947,0.085907631,0.0815423913904769,1.39477141053739,1.81791885700509
"T1772",0.123988699,0.099906463,0.099436948,0.130585599,0.109420811,0.321657166,0.112106776,0.332133015,0.087752765,0.105545161,0.099088867,0.339898422,0.125762664,0.18667158,0.129541169,0.095356184,0.085422177,0.087877583,0.095363921,0.091690685,0.164992509,0.116640211,0.248792565,0.08303975,0.103674096,0.095885028,0.118494631,0.109967344,0.096090439,0.094887207,0.086570399,0.131242025,0.112579353,0.301909989,0.307951699,0.128582219,0.330465396,0.233503449,0.219762093,0.085456229,0.221165384,0.121800987,0.109294802,0.087594539,0.085437768,0.100685671,0.1172459,0.141360686,0.0535290491098106,1.61155826721758,1.91215480470514
"T1773",0.089274591,0.072217451,0.072464551,0.130585599,0.11784075,0.296485154,0.255873342,0.329061745,0.075444287,0.108295414,0.071564631,0.246079295,0.076216955,0.080262359,0.094513766,0.070867601,0.07249172,0.070878632,0.07086853,0.070954045,0.164992509,0.197538496,0.227205252,0.08303975,0.105547023,0.091898139,0.224673172,0.11866315,0.070954321,0.089909602,0.078107166,0.074218835,0.168522082,0.300557845,0.256963078,0.084549662,0.205396788,0.244830776,0.27163584,0.072008123,0.126905303,0.162443588,0.077026528,0.079299234,0.098452667,0.100685671,0.086003919,0.12923516,0.0939930289150703,1.3165602871205,1.78392095026506
"T1774",0.095361631,0.069538513,0.069620681,0.130585599,0.11336073,0.324060178,0.183800328,0.265813538,0.077981141,0.100620023,0.06868473,0.305656223,0.072237786,0.077664692,0.103526416,0.067141964,0.064892098,0.064410989,0.067116841,0.065169086,0.164992509,0.152221969,0.211755846,0.08303975,0.096577212,0.078977038,0.233271095,0.114687916,0.067634648,0.077276269,0.068299491,0.068698912,0.153468839,0.313946644,0.249500092,0.073026271,0.235955531,0.234004208,0.295969366,0.064606569,0.085503173,0.155820001,0.076946262,0.068994443,0.107302413,0.100685671,0.087957692,0.143559153,0.129912592690861,1.12680441043449,1.70143520760982
"T1775",0.088481818,0.067974402,0.069846935,0.130585599,0.112967454,0.321311624,0.101846528,0.219277876,0.086742799,0.102962927,0.06657593,0.246629209,0.06956036,0.073971861,0.095788434,0.066493427,0.065841335,0.063738964,0.066491018,0.064412721,0.164992509,0.081335309,0.329904054,0.08303975,0.090510571,0.084902182,0.212456711,0.107624658,0.066573186,0.083785651,0.072043194,0.067549036,0.160953446,0.3198033,0.239740216,0.064414311,0.256730247,0.259348668,0.268554987,0.065467485,0.114905368,0.16250572,0.074302553,0.074012403,0.167311148,0.100685671,0.088143526,0.066675162,0.163581815507988,0.979842983352815,1.63755195579062
"T1776",0.1360006,0.094146621,0.095194648,0.130585599,0.080959456,0.149075019,0.205325641,0.306536762,0.113768265,0.06982988,0.083081479,0.319409056,0.049790038,0.093275836,0.145186443,0.086052298,0.058560875,0.069463784,0.086061214,0.078998613,0.164992509,0.129143813,0.26665303,0.08303975,0.065203622,0.05254544,0.054843141,0.08245706,0.08744643,0.051373439,0.051670592,0.230994434,0.116523578,0.319044064,0.246119642,0.271535823,0.32335318,0.279738443,0.232844488,0.060121864,0.108372113,0.321081863,0.110166439,0.050652453,0.156301382,0.100685671,0.121794437,0.289775601,0.199646990031306,0.8428828248094,1.57801619548146
"T1777",0.118954849,0.083662706,0.083170655,0.130585599,0.074251183,0.248415606,0.111750473,0.303594134,0.170034607,0.08224965,0.071045991,0.380298182,0.131529493,0.094429943,0.128143309,0.078648656,0.060690599,0.069142975,0.078674684,0.074414108,0.164992509,0.075351932,0.316265029,0.08303975,0.135516177,0.061114438,0.055420501,0.375906076,0.07951185,0.05942326,0.056458352,0.248921877,0.140030445,0.3756171,0.316308422,0.253070414,0.377131408,0.291279364,0.209073637,0.061561638,0.056115341,0.225745351,0.095941763,0.055385921,0.38024412,0.100685671,0.10470377,0.311384404,0.308295785672875,0.500686788969106,1.42926562900139
"T1778",0.119365496,0.08194065,0.081326529,0.130585599,0.095814235,0.223568873,0.155569778,0.296922145,0.074077017,0.087318569,0.073049351,0.36222653,0.16646492,0.076992681,0.128333959,0.076812582,0.065171633,0.068685172,0.076810808,0.072644168,0.164992509,0.120866641,0.281858853,0.08303975,0.084046105,0.072438622,0.070747721,0.09654844,0.077539788,0.071386401,0.065132848,0.24015536,0.07196604,0.34448183,0.273996211,0.268223173,0.372047364,0.279835019,0.211052534,0.06543664,0.066502134,0.20380851,0.095279302,0.065894683,0.155027159,0.100685671,0.105468986,0.294917371,0.226671177464913,0.749854476089772,1.53757732968113
"T1779",0.108247664,0.077552084,0.076907929,0.130585599,0.11037007,0.31609421,0.108105638,0.286196281,0.067216411,0.103622053,0.075030026,0.350052153,0.066885008,0.118696989,0.116206444,0.073216235,0.067784837,0.067419438,0.073212342,0.070743208,0.164992509,0.060706262,0.267199966,0.08303975,0.10015232,0.086716879,0.120862494,0.115434913,0.07395382,0.085120871,0.072208175,0.147830026,0.069382507,0.346295291,0.301147692,0.205158463,0.353138543,0.239088571,0.230021361,0.067411751,0.097278191,0.325985402,0.088378668,0.074849548,0.278634589,0.100685671,0.09602085,0.189443511,0.218241118450841,0.778147204725161,1.54987600930039
"T1780",0.115108728,0.082607406,0.082043299,0.130585599,0.103014732,0.31052403,0.148398863,0.294031213,0.069290879,0.095102098,0.072637238,0.322662823,0.066903933,0.12527028,0.123866239,0.077539934,0.066394749,0.069715655,0.077552452,0.074169413,0.164992509,0.092068942,0.254026564,0.08303975,0.091157089,0.07705058,0.112028765,0.103879265,0.078360175,0.075656738,0.067526187,0.214303802,0.071189166,0.342969767,0.269037688,0.24272497,0.346771873,0.253364286,0.222114922,0.066445656,0.094708707,0.305384729,0.093957751,0.068338292,0.26706663,0.100685671,0.1019254,0.188242562,0.174482847456501,0.936597390289233,1.61875335559591
"T1781",0.097728408,0.070389147,0.070550708,0.130585599,0.104304041,0.308511056,0.228814507,0.318346418,0.102174927,0.09528137,0.069608771,0.184692337,0.068116994,0.104897535,0.105563115,0.067035119,0.063606721,0.06342565,0.067071785,0.065194583,0.164992509,0.10883415,0.282096429,0.08303975,0.092483146,0.079730364,0.125060874,0.105247968,0.067457348,0.078528469,0.068017797,0.200175973,0.180547406,0.341962836,0.241816201,0.223355028,0.367195134,0.264983014,0.234251258,0.063329503,0.092410829,0.157366647,0.079160964,0.068801624,0.154870682,0.100685671,0.087895273,0.098636197,0.161828295864837,0.986971538116292,1.64065069583489
"T1782",0.107033732,0.069706916,0.069443636,0.130585599,0.116960303,0.199750001,0.128923745,0.231784675,0.186916027,0.105550006,0.070176755,0.274419668,0.091505406,0.057797844,0.117334831,0.065082898,0.058393437,0.057734174,0.064997738,0.060842399,0.164992509,0.091614841,0.230097941,0.08303975,0.100425655,0.078221881,0.311606947,0.118465371,0.065904449,0.075748181,0.060729754,0.086485895,0.190923233,0.266482552,0.22389746,0.098522697,0.251830536,0.228661051,0.319454249,0.057614001,0.103288273,0.289080456,0.082915834,0.06167959,0.065027337,0.100685671,0.094277604,0.233976166,0.150515807884473,1.03422365980383,1.66119091001694
"T1783",0.109024395,0.06913272,0.068711412,0.130585599,0.118906697,0.22519985,0.123718218,0.209372123,0.054566691,0.103366693,0.072540409,0.274741937,0.098163915,0.058162505,0.119376736,0.062948244,0.052631813,0.053124378,0.062843474,0.058194713,0.164992509,0.090001483,0.225102611,0.08303975,0.104508391,0.080264941,0.276297012,0.119595708,0.064005949,0.07695634,0.057109793,0.0883773,0.129680517,0.305591745,0.232667753,0.092225239,0.286724479,0.22976873,0.287807596,0.055457911,0.069789598,0.325649851,0.081813258,0.060937156,0.120354646,0.100685671,0.094594118,0.244847676,0.193653340777446,0.864512017466479,1.58741827593615
"T1784",0.108854568,0.063674121,0.063141061,0.130585599,0.310079822,0.308892026,0.10903054,0.205605185,0.076832936,0.097780933,0.071086801,0.263450101,0.213798022,0.065425889,0.120491821,0.057273668,0.040424756,0.045804222,0.057092754,0.052394891,0.164992509,0.091155531,0.193246138,0.08303975,0.092027744,0.065756507,0.409523684,0.095985862,0.058013069,0.062393001,0.043840731,0.043690062,0.111818402,0.303423796,0.278675246,0.056596569,0.117739554,0.215641184,0.370344283,0.047095419,0.172559639,0.04538186,0.078619969,0.047749589,0.203101897,0.100685671,0.091984168,0.323959041,0.375031978858933,0.318555031605359,1.35009404533491
"T1785",0.084444933,0.056189515,0.055814126,0.130585599,0.054698634,0.213252247,0.100690879,0.239753802,0.106242596,0.118251087,0.053615825,0.269272413,0.102651223,0.07776442,0.092761622,0.054475159,0.059728618,0.053847366,0.054475393,0.053868173,0.164992509,0.077046641,0.252663427,0.08303975,0.113820536,0.090909354,0.262127686,0.067686103,0.054517265,0.087987314,0.067741745,0.054760126,0.072980363,0.347724227,0.232754484,0.070090669,0.238883679,0.233613374,0.293422299,0.058763371,0.063572139,0.347523352,0.064242011,0.070616229,0.3239555,0.100685671,0.073043838,0.230798329,0.328254291193291,0.44473872234311,1.40494533965717
"T1786",0.099305665,0.064969419,0.064814452,0.130585599,0.117875756,0.149567023,0.133722789,0.249930134,0.077166202,0.107904492,0.054516841,0.25147451,0.072635213,0.065616646,0.110047979,0.05979926,0.053039041,0.053514488,0.059806471,0.057006505,0.164992509,0.103234609,0.238771672,0.08303975,0.10218215,0.079822191,0.276741682,0.118749794,0.060308555,0.076981297,0.05903156,0.057985715,0.213471568,0.305918657,0.218552103,0.084204666,0.263746424,0.253319362,0.307613936,0.053194837,0.080304046,0.237931471,0.0760862,0.060471826,0.118563534,0.100685671,0.086782481,0.135288986,0.186162889265484,0.892125294341137,1.59942160194602
"T1787",0.099801974,0.068703645,0.068450398,0.130585599,0.061651994,0.210251079,0.102123651,0.249775652,0.090868499,0.112254707,0.061194825,0.242576312,0.119562418,0.060376862,0.108821203,0.066075413,0.061651703,0.061095292,0.066071526,0.062945864,0.164992509,0.124180118,0.23283622,0.08303975,0.108054799,0.08776027,0.302137031,0.123765576,0.066594756,0.085221792,0.068398792,0.062739705,0.182683346,0.262096456,0.239648407,0.076422592,0.187211297,0.217675216,0.321480485,0.06128338,0.091064868,0.119754274,0.079156554,0.071205581,0.092367238,0.100685671,0.088000424,0.294192201,0.148276293388371,1.0438547706373,1.66537749619054
"T1788",0.099494103,0.068420561,0.069246002,0.130585599,0.097403766,0.185234459,0.229045634,0.353825011,0.139328312,0.082715187,0.057536865,0.319771117,0.154985775,0.066154918,0.107414559,0.06328671,0.051944842,0.056782035,0.063236874,0.060106145,0.164992509,0.177938437,0.321424301,0.08303975,0.077182194,0.059081978,0.052456926,0.098850704,0.064120266,0.05760646,0.050043565,0.205507154,0.068463548,0.351019795,0.294709649,0.227184464,0.381422803,0.349547399,0.187612656,0.052637861,0.086637842,0.142033226,0.078874922,0.050889088,0.050163062,0.100685671,0.088707615,0.270701094,0.364692773200092,0.345943007646765,1.36199943442247
"T1789",0.120365004,0.070086768,0.072684715,0.130585599,0.083417917,0.227384354,0.259922251,0.362441106,0.05079624,0.068931946,0.068329406,0.298417747,0.216784437,0.063695149,0.131560023,0.063238734,0.044401887,0.051818671,0.063272314,0.057444969,0.164992509,0.301742801,0.32752575,0.08303975,0.063762238,0.048234483,0.045171243,0.084919145,0.064116817,0.047101369,0.042058431,0.233598918,0.144212896,0.375459323,0.254789423,0.273308202,0.361384837,0.343562894,0.202298384,0.045260811,0.099332381,0.056167698,0.087349372,0.042370944,0.149370504,0.100685671,0.103141457,0.24023807,0.384279002329481,0.294261610988165,1.33953384094892
"T1790",0.099809871,0.075596787,0.075551172,0.130585599,0.331968014,0.256345354,0.126522771,0.287465454,0.27381168,0.083289598,0.06837344,0.333160768,0.213223812,0.063644706,0.107086818,0.072441249,0.064265658,0.067478429,0.072433766,0.070303031,0.164992509,0.159844949,0.310956844,0.08303975,0.192907145,0.068486413,0.065651145,0.339995095,0.072900562,0.067276106,0.063595175,0.103153913,0.093377218,0.371935843,0.313440817,0.151978985,0.372173608,0.328661678,0.2210966,0.064754626,0.08822467,0.22425605,0.082757215,0.063705442,0.156168084,0.100685671,0.089398569,0.326764904,0.259499826306403,0.644888179182885,1.49194910933114
"T1791",0.115806582,0.068081943,0.067000411,0.130585599,0.071263374,0.311376544,0.130740421,0.304896386,0.208414269,0.080703281,0.048817961,0.37239548,0.125276577,0.093775408,0.128143968,0.059402309,0.037463388,0.046626222,0.059343257,0.053992407,0.164992509,0.110513319,0.315231153,0.08303975,0.079340243,0.050988153,0.040550518,0.296749975,0.061134464,0.048215183,0.037146947,0.207510631,0.038850239,0.382489358,0.308803263,0.271176237,0.389073815,0.31201964,0.22330925,0.038620471,0.050360994,0.37785021,0.083954035,0.03763539,0.088914319,0.100685671,0.095630119,0.31199132,0.451220789519295,0.122577617966911,1.26490383784336
"T1792",0.120694858,0.074090792,0.074128292,0.130585599,0.083541431,0.286127088,0.166118661,0.307119801,0.147474888,0.071673656,0.052407944,0.380737911,0.225734511,0.112045913,0.131387914,0.065556201,0.04001788,0.050266362,0.065555386,0.058627747,0.164992509,0.180546567,0.303087957,0.08303975,0.065533794,0.04678588,0.037343884,0.084460937,0.067089487,0.044994885,0.037430241,0.192467931,0.067445142,0.357970347,0.285155078,0.25834465,0.378382048,0.301408723,0.22450079,0.041494155,0.086565792,0.201259461,0.090420531,0.037956684,0.070976964,0.100685671,0.103038526,0.30009604,0.362821514362103,0.350927114987679,1.36416599602082
"T1793",0.126581439,0.096070207,0.096601413,0.130585599,0.090110549,0.18706089,0.145445859,0.292227469,0.211309684,0.074201717,0.080366611,0.330978901,0.228449847,0.085260047,0.13325142,0.089501342,0.066795714,0.078169017,0.089436471,0.0844974,0.164992509,0.201795361,0.303869585,0.08303975,0.070811193,0.059988963,0.066163096,0.062258164,0.09047671,0.059232044,0.061204306,0.143334892,0.060767972,0.319695276,0.288071159,0.214291918,0.330411833,0.305626343,0.224052782,0.068116891,0.132608167,0.131664645,0.10707496,0.059395797,0.224266677,0.100685671,0.115207037,0.274629094,0.151592136538256,1.02962883686071,1.65919356801388
"T1794",0.093432034,0.062152628,0.061999165,0.130585599,0.321355906,0.206625139,0.112095341,0.208041172,0.096603136,0.100700582,0.054092594,0.319256009,0.259601524,0.053284788,0.103128979,0.058701803,0.052232625,0.053005949,0.058694028,0.056762191,0.164992509,0.065455932,0.244228806,0.08303975,0.107938114,0.083456302,0.23342698,0.124218487,0.059258862,0.080552359,0.057704121,0.066367064,0.123805787,0.292493939,0.215745081,0.05974742,0.308319278,0.208863398,0.288775063,0.05535735,0.181117364,0.324499969,0.072010686,0.063578657,0.070609631,0.100685671,0.081445109,0.325958113,0.280809058366707,0.580439733873507,1.46393375630407
"T1795",0.122879528,0.087219659,0.093325105,0.130585599,0.097696551,0.119642079,0.214616742,0.303801109,0.152437772,0.086805844,0.072599485,0.320547682,0.323674314,0.067702414,0.132391465,0.081404743,0.064306805,0.070842446,0.08144172,0.077190366,0.164992509,0.180896514,0.307487641,0.08303975,0.083334079,0.072332565,0.100564975,0.098841221,0.082263446,0.071237788,0.06380801,0.10060725,0.195634874,0.321216274,0.218756067,0.135782149,0.319766578,0.27471535,0.241649658,0.068110038,0.115504601,0.317105326,0.099450327,0.064653172,0.154842435,0.100685671,0.110369921,0.165453636,0.13808454450512,1.08896552455676,1.68498687063401
"T1796",0.102272565,0.080605067,0.080139913,0.130585599,0.34250992,0.244707996,0.102028978,0.259516562,0.070976956,0.105346416,0.072358355,0.349933181,0.264562892,0.072359629,0.108149106,0.077370664,0.071057734,0.072087459,0.077382546,0.074339796,0.164992509,0.088606007,0.266157365,0.08303975,0.15390835,0.088399029,0.137149421,0.080102196,0.078054427,0.08641322,0.073164197,0.100498574,0.071212193,0.349620604,0.248190225,0.122622549,0.347717128,0.238116629,0.220983229,0.070999507,0.093003266,0.274939454,0.088033708,0.076786662,0.267240471,0.100685671,0.093549725,0.336053628,0.21528731360813,0.788208723675323,1.55424969130349
