"","aaeR","amiB","ampD","ampE","arfB","comR","crp","cyaA","hflC","hflK","hflX","hfq","miaA","mutL","narQ","nlpE","rof","sohB","speC","spf","trxA","tsaE","yaeP","yaeQ","yjeF","pval","z","inv_cof_var"
"T6996",0.142084574,0.06500752,0.138391664,0.057136821,0.059508335,0.05376166,0.320052772,0.105587352,0.332206504,0.304492943,0.298704346,0.07825378,0.302459018,0.065945863,0.0546941,0.127767857,0.053666674,0.096810571,0.254007161,0.231537327,0.171472835,0.063845861,0.186317491,0.286653048,0.094899832,0.329661267658786,0.440848698735499,1.54395166482237
"T4096",0.08137045,0.08270928,0.285381358,0.090031714,0.094421579,0.126411005,0.071908715,0.121615291,0.418906095,0.248904731,0.281029222,0.394529733,0.254500393,0.131114955,0.078342544,0.179900978,0.083399248,0.169899584,0.040061652,0.231537327,0.371923533,0.132600385,0.186317491,0.223514306,0.099283649,0.219817129076968,0.772810973456597,1.70388900356264
"T4098",0.127019244,0.072175702,0.287460266,0.104328881,0.101312191,0.119159843,0.054116498,0.130520642,0.210954215,0.285100468,0.285847641,0.355893465,0.25193161,0.083759064,0.11572478,0.153639463,0.069711984,0.184117149,0.095119696,0.231537327,0.225411661,0.11729257,0.186317491,0.271297968,0.127496203,0.0504928609557669,1.64009352791049,2.12174029046491
"T4100",0.078123362,0.06367026,0.301629387,0.103489008,0.101610267,0.139753253,0.115954894,0.119418904,0.362603209,0.253239394,0.262787118,0.355436331,0.273704224,0.13686518,0.094363182,0.206147758,0.114953597,0.096700479,0.090789162,0.231537327,0.116322369,0.085852333,0.186317491,0.258568464,0.093653717,0.138905417249867,1.08525024834733,1.85442028361832
"T4102",0.144110222,0.114255612,0.280651552,0.125492021,0.121218495,0.091290412,0.11454778,0.134327941,0.464179631,0.258336061,0.24422617,0.417075514,0.239780091,0.17744335,0.106271128,0.143450744,0.120890624,0.057938569,0.05946839,0.231537327,0.303844741,0.127943524,0.186317491,0.232348198,0.111324193,0.166744677739718,0.96710938278734,1.79750075669312
"T4834",0.155970962,0.079956858,0.270696309,0.096601783,0.079651499,0.106643782,0.294723796,0.071098464,0.348022648,0.260285286,0.267759819,0.348216087,0.109171294,0.14739436,0.074104551,0.12452391,0.128248038,0.112488877,0.118277471,0.231537327,0.342296184,0.103074256,0.186317491,0.195035951,0.099265498,0.145388815608692,1.05641724386495,1.84052872317317
"T4836",0.176144512,0.069566969,0.16132711,0.093064126,0.072730823,0.108556434,0.273093128,0.105858288,0.42030077,0.27580084,0.258326039,0.406790337,0.172645078,0.100284361,0.073957659,0.148838151,0.12181389,0.06962693,0.118861291,0.231537327,0.072475495,0.073604011,0.186317491,0.083512353,0.079937378,0.343575025492237,0.402725665279173,1.52558422677287
"T4838",0.117693796,0.082516412,0.204471204,0.100487545,0.096489767,0.110682762,0.285992359,0.123621156,0.452646137,0.266677637,0.253869102,0.402896974,0.251210426,0.080485618,0.078170779,0.142754755,0.080401353,0.090616143,0.120844355,0.231537327,0.37335211,0.115423982,0.186317491,0.240281016,0.115361369,0.252081920662043,0.667952613132336,1.65336890422599
"T4840",0.131570135,0.081469488,0.211362925,0.09990687,0.092235037,0.144939803,0.281623809,0.103253344,0.387829659,0.242467249,0.260841015,0.367458009,0.257585824,0.082931235,0.082847403,0.169155265,0.07432402,0.089545265,0.144371981,0.231537327,0.318087966,0.124137712,0.186317491,0.237502632,0.115548591,0.123254380460005,1.15887102553116,1.88989031161672
"T4842",0.082245153,0.082204445,0.252234908,0.099520528,0.098688244,0.148042922,0.287252587,0.088274176,0.455647086,0.234831599,0.250496413,0.415436094,0.238376389,0.095811381,0.078670215,0.159788053,0.080625722,0.165616985,0.1451108,0.231537327,0.099577515,0.107024314,0.186317491,0.217587955,0.117930286,0.224756206623129,0.756228157772559,1.69589950713099
"T4844",0.064919968,0.074583631,0.263969379,0.097432039,0.094359841,0.099485113,0.293858076,0.087748143,0.394498329,0.275239194,0.267819362,0.38100421,0.263435682,0.089705602,0.066265125,0.164296968,0.066689086,0.146627354,0.097730157,0.231537327,0.204692087,0.118668658,0.186317491,0.24796863,0.109668914,0.21228267428646,0.798525935704873,1.71627831084537
"T4845",0.071816366,0.068072535,0.228877674,0.078898659,0.099183867,0.112578584,0.218674453,0.117728037,0.438198108,0.264507848,0.261185365,0.406760903,0.262663402,0.088780091,0.071013787,0.080393994,0.085471596,0.15770978,0.090713537,0.231537327,0.289786999,0.069069863,0.186317491,0.262820819,0.088731082,0.319529106851155,0.469015980106678,1.55752248405429
"T4847",0.063449737,0.056846269,0.251252635,0.09166933,0.092133545,0.108106307,0.204109393,0.057768748,0.460564474,0.289141555,0.256269923,0.413280234,0.239033157,0.060321359,0.057016547,0.149772992,0.127946781,0.137925771,0.086752423,0.231537327,0.346532159,0.131659673,0.186317491,0.208050831,0.109086219,0.34549882167585,0.397501550564588,1.52306728111865
"T4849",0.112356287,0.075897793,0.180346051,0.089309028,0.104632063,0.151586144,0.286519103,0.124626694,0.410174101,0.272745552,0.264012121,0.38506407,0.251105879,0.087070787,0.070155513,0.153484961,0.072015985,0.088382245,0.11645068,0.231537327,0.168366619,0.109036208,0.186317491,0.246463517,0.11484077,0.175815760053853,0.93142933932096,1.78031033587514
"T4851",0.112007225,0.086545541,0.086325004,0.088447956,0.098036833,0.140806453,0.253218823,0.101858077,0.393523207,0.262223326,0.245824148,0.363089914,0.234328574,0.090147072,0.085600602,0.144313881,0.093919218,0.165361354,0.118629018,0.231537327,0.154591165,0.099228377,0.186317491,0.226058441,0.10863514,0.138475511162208,1.0871941348768,1.8553568359377
"T4853",0.088161491,0.08149288,0.230470116,0.085570647,0.101972427,0.105792727,0.200419769,0.094421955,0.453972402,0.258591311,0.254212109,0.401707368,0.246027433,0.089908383,0.082709049,0.170634005,0.090601762,0.145105651,0.095291876,0.231537327,0.20409562,0.096424004,0.186317491,0.244298434,0.112383929,0.227651118826796,0.746604655068723,1.6912629639783
"T4855",0.085839212,0.085769445,0.174778484,0.081114927,0.102973562,0.153752651,0.218385021,0.084038601,0.401193739,0.264979403,0.258563228,0.370762653,0.238877655,0.082782841,0.128266372,0.150674733,0.082541356,0.087804641,0.156995628,0.231537327,0.329017279,0.099745428,0.186317491,0.247360539,0.118174528,0.162075188377441,0.98596481958799,1.80658518770329
"T5037",0.12715787,0.146167872,0.101678572,0.088285783,0.078010229,0.045367264,0.311631445,0.101903067,0.323007174,0.295174113,0.291393798,0.08910086,0.289637481,0.095176354,0.045469108,0.13103456,0.044551771,0.050176807,0.133843604,0.231537327,0.341716435,0.045461207,0.186317491,0.272889253,0.093616992,0.344585679004774,0.399979850157855,1.52426131029525
"T5040",0.165034123,0.166745036,0.040939415,0.034003045,0.075788124,0.107720723,0.326062256,0.095410001,0.354534227,0.287794839,0.295686308,0.178915485,0.298025577,0.051206431,0.033871394,0.129908668,0.037539217,0.158673476,0.244447427,0.231537327,0.349350941,0.180297199,0.186317491,0.279153104,0.090848746,0.259426946405156,0.645113103582958,1.64236497199143
"T5041",0.079804005,0.124282446,0.177838266,0.106118543,0.101242135,0.093549802,0.277605979,0.080047827,0.356621494,0.26520253,0.26072281,0.114304504,0.260449009,0.083381486,0.068935018,0.137521671,0.067694139,0.179439416,0.088014018,0.231537327,0.304305304,0.093947137,0.186317491,0.246537262,0.113701172,0.131482065098699,1.11941266534546,1.87087952153686
"T5044",0.080599815,0.076828208,0.260054921,0.092864402,0.121730568,0.092574322,0.256398883,0.139710559,0.358658879,0.271719675,0.251924719,0.141417287,0.239664275,0.073479124,0.066105122,0.158087104,0.067992382,0.204117853,0.096997355,0.231537327,0.080093001,0.063049729,0.186317491,0.249789702,0.120425185,0.142711016126251,1.06821834334462,1.84621441877389
"T6957",0.074227115,0.126538347,0.057973342,0.135115044,0.091276592,0.057012502,0.307227536,0.143723614,0.35336348,0.296751103,0.268179735,0.170188033,0.286503625,0.058931017,0.049479009,0.15786491,0.050552568,0.0789955,0.155669497,0.231537327,0.067138835,0.076514664,0.186317491,0.277587444,0.112326344,0.277812612510325,0.58935191623435,1.61549958219066
"T6960",0.066114894,0.164939572,0.156816196,0.168471524,0.075289123,0.091526473,0.304842559,0.085533347,0.320496141,0.290582916,0.281617449,0.137570617,0.28830542,0.168104142,0.068353175,0.105025071,0.064976641,0.07331748,0.070983153,0.231537327,0.073137127,0.070341399,0.186317491,0.270121496,0.086222582,0.206572548808985,0.818371487199143,1.72583977289552
"T6961",0.084315094,0.132873728,0.069395922,0.126256396,0.071812678,0.052499077,0.307693495,0.085056075,0.362254381,0.289557943,0.283034489,0.051182761,0.279465248,0.141438674,0.051145999,0.155595869,0.051729843,0.098488832,0.074095136,0.231537327,0.36543375,0.075170549,0.186317491,0.268288663,0.098005479,0.371969922851357,0.326640449772411,1.48892684787084
"T6964",0.096952607,0.127390323,0.068372845,0.129309246,0.080257286,0.082544998,0.300052736,0.089708142,0.331808374,0.282741727,0.263490385,0.104530132,0.272931557,0.105582421,0.072810184,0.127954653,0.066423449,0.084172512,0.07855806,0.231537327,0.067833492,0.072416611,0.186317491,0.263910332,0.093844008,0.241882343301113,0.700260417325143,1.66893460134468
"T6965",0.062436443,0.071603013,0.158297285,0.083866616,0.099026216,0.09449959,0.261876198,0.140611239,0.33350806,0.290806777,0.26359996,0.344715391,0.276084466,0.169800067,0.060424268,0.168734821,0.060774085,0.064566909,0.064348026,0.231537327,0.116847837,0.126649801,0.186317491,0.262932194,0.137338974,0.192295969420111,0.869466655160259,1.75045710386499
"T6968",0.057398582,0.070348758,0.184569753,0.090088053,0.107281015,0.118561471,0.288427689,0.13947874,0.337416179,0.276758927,0.268552514,0.346172068,0.275221273,0.171361948,0.059554469,0.207055902,0.057843785,0.056222633,0.056699268,0.231537327,0.059770185,0.168116355,0.186317491,0.278009879,0.14287057,0.203881292511604,0.827837410356446,1.73040039521253
"T6969",0.080059767,0.049413857,0.167658642,0.043788084,0.095416032,0.128980123,0.29921938,0.130095811,0.3473849,0.292255371,0.289016814,0.352686037,0.288606798,0.1975439,0.043654634,0.142365734,0.078695355,0.078310808,0.082267884,0.231537327,0.051209054,0.084405708,0.186317491,0.268978741,0.113356826,0.301115519804714,0.521194852566106,1.58266193704376
"T6972",0.068058233,0.06727881,0.265390087,0.108454663,0.104869304,0.127995548,0.284998083,0.141468714,0.353127958,0.268053666,0.258107489,0.34826177,0.271758512,0.187584967,0.055544389,0.201609282,0.056554386,0.086163148,0.122057525,0.231537327,0.055089665,0.143508106,0.186317491,0.27388774,0.135812655,0.145874500775118,1.05429254343802,1.83950505585377
"T4103",0.043797615,0.046416895,0.192206744,0.060163369,0.068677303,0.085311143,0.316094089,0.086520093,0.288801271,0.304857159,0.290550153,0.342439658,0.295476011,0.091143305,0.063630387,0.131077435,0.072869424,0.110998541,0.239767106,0.231537327,0.339662181,0.073865064,0.186317491,0.268551431,0.097249473,0.295787865674555,0.536553992097696,1.59006187399167
"T4105",0.072843859,0.069072955,0.299464905,0.082485427,0.089985185,0.068107973,0.302830591,0.109436181,0.289212082,0.071802665,0.281788878,0.286623069,0.280109063,0.131217152,0.066974958,0.118875251,0.071058326,0.092528045,0.141404326,0.231537327,0.32843684,0.084156621,0.186317491,0.257462096,0.100412191,0.230628467301315,0.736778706020262,1.68652888344843
"T4107",0.181740843,0.042526199,0.318304696,0.032747182,0.077843607,0.10479405,0.329792114,0.093279208,0.307995034,0.308915527,0.303085982,0.345263589,0.300491625,0.036830299,0.033231646,0.125579575,0.04656135,0.080754339,0.125070484,0.231537327,0.354036469,0.066411716,0.186317491,0.282587582,0.092471732,0.393083544635212,0.271291180347491,1.46225991753824
"T4109",0.096665094,0.056110135,0.30902083,0.056405745,0.081816583,0.103589127,0.312597811,0.111492281,0.28394509,0.293524261,0.29235731,0.324585192,0.292470382,0.07337019,0.055226141,0.123061623,0.056605231,0.114885387,0.17475562,0.231537327,0.331408447,0.076786414,0.186317491,0.271547973,0.096460737,0.248980442387372,0.677701642550638,1.65806592536122
"T4111",0.157218357,0.039371416,0.32573381,0.052608337,0.070010073,0.083005964,0.331134043,0.092640661,0.320261962,0.305979254,0.304859724,0.34705426,0.303120369,0.071193369,0.03476921,0.10431993,0.042549406,0.095627175,0.184214417,0.231537327,0.363797255,0.062389189,0.186317491,0.275756532,0.083062517,0.381268814086119,0.30215011791185,1.47712755981639
"T4113",0.169455181,0.042058521,0.325068209,0.065419107,0.042044534,0.085534496,0.055340013,0.097266779,0.319544014,0.304596246,0.305407113,0.342365152,0.30642097,0.069702188,0.040884605,0.109688637,0.045371096,0.039490725,0.161254739,0.231537327,0.357741264,0.063534596,0.186317491,0.282397483,0.085141175,0.411835783128364,0.22282518460728,1.43890930522966
"T4115",0.052984588,0.054522224,0.310429241,0.067219273,0.069173903,0.078605604,0.269826881,0.101288068,0.331296881,0.295857258,0.293854489,0.349763311,0.29145385,0.083400726,0.053671921,0.115827351,0.055782846,0.079876544,0.140289934,0.231537327,0.356809587,0.070162755,0.186317491,0.267249665,0.087334784,0.380228069775107,0.304881850164128,1.47844369125617
"T4117",0.050645304,0.046267557,0.320181028,0.066234557,0.071086323,0.045848326,0.326176435,0.104271974,0.310767356,0.307305464,0.299254336,0.339630224,0.298282616,0.042449939,0.042239264,0.124595749,0.044897146,0.104313453,0.185785902,0.231537327,0.352417778,0.07190556,0.186317491,0.279464583,0.087632079,0.416987792365345,0.209605502424214,1.43254014539327
"T5049",0.107569312,0.107119605,0.224761241,0.089653636,0.087786636,0.068280458,0.298734052,0.095211709,0.403778003,0.26967505,0.271225629,0.108483199,0.269751646,0.088072448,0.069588664,0.123854388,0.088648038,0.171445846,0.221676212,0.231537327,0.231171317,0.109850406,0.186317491,0.250465824,0.100463146,0.128467226689801,1.13366653211343,1.87774694501004
"T5050",0.119215581,0.126448448,0.191669749,0.062603891,0.079250877,0.090729336,0.309656177,0.068057122,0.364753051,0.289770253,0.255831323,0.131903689,0.284659005,0.180203772,0.050599762,0.123353753,0.058572274,0.184971367,0.236873981,0.231537327,0.282239524,0.096311456,0.186317491,0.267129158,0.09243947,0.129629568535388,1.12814393464998,1.87508619224233
"T5051",0.075473186,0.092221396,0.23244425,0.149201091,0.074272302,0.047568351,0.294143037,0.07151315,0.330866377,0.277929047,0.279800703,0.21173594,0.273890613,0.059712401,0.04670608,0.133426009,0.071498669,0.1858436,0.198372216,0.231537327,0.20224843,0.047223999,0.186317491,0.259997835,0.09326427,0.179077298096933,0.918887160774661,1.77426759303521
"T5052",0.121407906,0.1245659,0.111725767,0.128876401,0.077086974,0.06290669,0.291003029,0.06357878,0.334566002,0.271277051,0.268480129,0.135503939,0.268917555,0.122470242,0.077247455,0.130776566,0.099979075,0.191085443,0.064117939,0.231537327,0.205514181,0.109691672,0.186317491,0.259576867,0.098180576,0.0950285722404392,1.31041008284494,1.96290087753822
"T5053",0.109553126,0.151190349,0.086039705,0.126175347,0.090765251,0.096214639,0.29748398,0.056907174,0.391790257,0.275462622,0.276846745,0.054901378,0.277175212,0.156967308,0.05083627,0.123125685,0.052525399,0.182721681,0.079453998,0.231537327,0.117622302,0.073137003,0.186317491,0.259423894,0.104350845,0.256479330757513,0.654237723064259,1.64676115634124
"T5054",0.103275465,0.155944937,0.149569415,0.125677294,0.080156669,0.06789694,0.316534236,0.058752936,0.324930887,0.301318273,0.297918536,0.119384772,0.297104253,0.171788846,0.042284548,0.129758987,0.042269822,0.189954578,0.071063388,0.231537327,0.158034431,0.063275273,0.186317491,0.284006095,0.098661557,0.204445569041059,0.82584656057643,1.72944121629404
"T5055",0.116777231,0.124442793,0.0946159,0.120117067,0.097464782,0.102625015,0.279334852,0.125353137,0.374926166,0.26255008,0.256874162,0.104339933,0.256383312,0.142104519,0.086761066,0.137578476,0.085592212,0.17316808,0.127020891,0.231537327,0.122755713,0.104495864,0.186317491,0.240764113,0.110382103,0.0521901302755945,1.62397914035993,2.11397647976554
"T5056",0.095012717,0.097551925,0.088279316,0.114891535,0.10662386,0.103775416,0.269310656,0.094974884,0.364010786,0.255833772,0.247694248,0.100318121,0.246919183,0.155206851,0.088239233,0.140953474,0.088465904,0.176623612,0.093044515,0.231537327,0.09103441,0.092389903,0.186317491,0.237178651,0.117751345,0.0848456191668865,1.37319659378564,1.99315102411611
"T6973",0.05216158,0.052873488,0.063653005,0.08204413,0.097526331,0.104185661,0.264389519,0.123178379,0.406449739,0.300335028,0.274697066,0.384892094,0.272658695,0.092859745,0.063723254,0.192058316,0.055660098,0.068838484,0.054026239,0.231537327,0.373791384,0.095361653,0.186317491,0.256295067,0.116784393,0.422632468477734,0.195163519686133,1.42558208882734
"T6976",0.055985315,0.048727393,0.124811775,0.040749775,0.098758984,0.113043608,0.046958417,0.141435793,0.344402863,0.300736186,0.279244445,0.354783126,0.283973722,0.152187953,0.037342243,0.203159508,0.04788957,0.117550883,0.059852336,0.231537327,0.091885714,0.11398602,0.186317491,0.28553826,0.121946703,0.308121139967363,0.501183081646178,1.57302039151843
"T6977",0.065648313,0.096487371,0.057787372,0.105926152,0.043762181,0.08668852,0.316013485,0.070655334,0.311690972,0.303997702,0.286043306,0.333278157,0.292333866,0.043457172,0.043313994,0.154085294,0.058929156,0.084100207,0.078450433,0.231537327,0.104510672,0.085359995,0.186317491,0.27817989,0.103317548,0.412202444170313,0.22188309812231,1.43845541387892
"T6979",0.117671063,0.038259001,0.037650077,0.040174689,0.038219373,0.095012411,0.31021189,0.11494602,0.299705323,0.299976875,0.293548751,0.234967689,0.295598895,0.063700593,0.037568463,0.170997054,0.037490649,0.126364958,0.086676482,0.231537327,0.244964356,0.060724825,0.186317491,0.285382089,0.114510509,0.381786690339983,0.300791643937971,1.47647305558903
"T4104",0.108893889,0.08291878,0.273971166,0.083961119,0.087124394,0.081851036,0.267472395,0.100396706,0.313341476,0.264943112,0.082332291,0.331375074,0.258555323,0.079222413,0.08343031,0.083493529,0.08258137,0.085971514,0.169557034,0.231537327,0.331247664,0.110370528,0.186317491,0.21166549,0.109685599,0.199832020257268,0.842221394409464,1.73733050837631
"T4106",0.041861993,0.065233866,0.291902569,0.079610668,0.098394284,0.040056416,0.311465247,0.066946408,0.37882681,0.277501241,0.270593385,0.372679815,0.273237953,0.041874361,0.044117978,0.106449996,0.06291432,0.060658582,0.126407248,0.231537327,0.359060671,0.132172121,0.186317491,0.239188285,0.117297511,0.424646395850495,0.190020850705434,1.42310438321611
"T4108",0.148504638,0.054742474,0.30040178,0.045523483,0.092758629,0.120283589,0.182965835,0.104047343,0.297826427,0.247102922,0.264232889,0.338803365,0.29075839,0.131452445,0.062345808,0.17046942,0.0559605,0.081604795,0.117170862,0.231537327,0.342572786,0.12158712,0.186317491,0.281212143,0.123746339,0.168419219845321,0.960430806586433,1.79428306063099
"T4110",0.151885432,0.066818503,0.290236721,0.085111079,0.079508076,0.07099787,0.28818073,0.127543405,0.311520087,0.205467499,0.272203444,0.309284635,0.27221104,0.056847121,0.056765016,0.137484184,0.090337962,0.142362114,0.117626781,0.231537327,0.32936937,0.144247723,0.186317491,0.255939579,0.122029693,0.125614038191537,1.14737159318156,1.88434995734435
"T4112",0.153763924,0.07725265,0.294889314,0.101080584,0.050128818,0.063706034,0.304590144,0.13237665,0.316707533,0.219593284,0.279052091,0.339978961,0.264781164,0.048076617,0.057059606,0.140148551,0.079197476,0.075141962,0.13783768,0.231537327,0.341665759,0.113126107,0.186317491,0.246252943,0.126533068,0.203238775431528,0.830108306934487,1.7314944989192
"T4114",0.061425436,0.037569999,0.168085209,0.086689107,0.052281493,0.052967671,0.250345242,0.130059,0.358490331,0.22983849,0.288884035,0.359378696,0.281417418,0.043691838,0.038878357,0.07326902,0.066480644,0.038251653,0.120932012,0.231537327,0.358663495,0.120643457,0.186317491,0.278558615,0.121502582,0.444593598232263,0.13933276905583,1.39868318387441
"T4116",0.16219639,0.063068827,0.227111624,0.076053972,0.059973157,0.056183645,0.29907149,0.112052063,0.349020477,0.171066305,0.288057078,0.360133824,0.290498956,0.052785283,0.05147157,0.110951532,0.056004182,0.150697161,0.163926646,0.231537327,0.358793871,0.120780683,0.186317491,0.062698247,0.11131053,0.323631291224585,0.457568355577603,1.55200709046441
"T4118",0.121048882,0.071391152,0.277669115,0.092567661,0.097442657,0.120070807,0.303144497,0.107243235,0.336330085,0.119014574,0.260129684,0.303969375,0.250820914,0.062378556,0.072504664,0.119498013,0.072210994,0.117148835,0.161575042,0.231537327,0.341677623,0.105193829,0.186317491,0.248716804,0.11889941,0.141714454484498,1.07264838028193,1.84834878274302
"T4833",0.161797991,0.070133912,0.198162777,0.075093988,0.07290342,0.118471432,0.300018322,0.074866645,0.432597061,0.275948294,0.26325233,0.414053835,0.211103503,0.070260064,0.083946057,0.133597058,0.121783237,0.117331023,0.117117737,0.231537327,0.104240111,0.076125203,0.186317491,0.07435003,0.086724724,0.350515719808126,0.383928503477704,1.51652787229126
"T4835",0.167713155,0.084539821,0.265168528,0.097643275,0.08913382,0.119778681,0.290224453,0.104619575,0.382507941,0.279975642,0.26444841,0.373360681,0.21403358,0.097275852,0.073957908,0.144114998,0.112808129,0.075827444,0.143954158,0.231537327,0.249092269,0.109313579,0.186317491,0.187263958,0.107271431,0.116543116795063,1.19244645659093,1.90606674339732
"T4837",0.097011982,0.077801845,0.271556513,0.103098319,0.100002942,0.100740802,0.295625719,0.143291936,0.373255714,0.28075048,0.26732657,0.353202466,0.263705314,0.053856675,0.066237366,0.167169623,0.055973272,0.056993676,0.094078301,0.231537327,0.354178574,0.10384069,0.186317491,0.251902729,0.125861363,0.242680802527563,0.697705152766056,1.667703490931
"T4839",0.080549283,0.078484584,0.080550825,0.091574339,0.09279731,0.13488095,0.282005177,0.098753005,0.420356357,0.258064895,0.255760653,0.392163934,0.254765915,0.082006111,0.078249527,0.140978882,0.078284984,0.091408543,0.115063597,0.231537327,0.365814921,0.099388253,0.186317491,0.231923419,0.106500332,0.314065592142308,0.484358896150378,1.56491460462764
"T4841",0.054167477,0.075433851,0.209468275,0.095035527,0.10281968,0.074023305,0.310862073,0.13744827,0.371543635,0.287206937,0.276314078,0.369671867,0.273837732,0.087587481,0.061107496,0.155057091,0.060723416,0.134836326,0.132354046,0.231537327,0.311198658,0.133661608,0.186317491,0.257487787,0.119551548,0.190831566069035,0.874836025742694,1.75304403288392
"T4843",0.11014079,0.08376843,0.252134692,0.094738412,0.098591987,0.144784451,0.282745159,0.086183177,0.444581944,0.21062545,0.250480308,0.411530506,0.244819359,0.09509462,0.07967615,0.122166066,0.094937353,0.1001639,0.144374954,0.231537327,0.19045095,0.101356447,0.186317491,0.230187281,0.105438109,0.208578120418088,0.811364741513827,1.7224639668372
"T4846",0.086913915,0.079225922,0.281807567,0.103724044,0.10986575,0.086083215,0.201202995,0.1362191,0.480005438,0.226031167,0.258878347,0.434928947,0.235782733,0.088971888,0.06433563,0.145620975,0.068354196,0.160054491,0.082782966,0.231537327,0.333107983,0.072595494,0.186317491,0.246600126,0.077403176,0.345351477441043,0.3979012821677,1.52325986929412
"T4848",0.069410297,0.0618401,0.243954427,0.082195045,0.07328691,0.089120394,0.279589831,0.144327456,0.483890999,0.292810315,0.272741671,0.438731661,0.238777688,0.089826782,0.06996277,0.150318138,0.154330587,0.161862325,0.077775786,0.231537327,0.333250402,0.1302147,0.186317491,0.221773184,0.088167205,0.318336390141185,0.47235589449867,1.55913163382868
"T4850",0.095535166,0.085811374,0.143079384,0.090725532,0.095569381,0.08092571,0.292562551,0.121022466,0.399226097,0.279135491,0.266529448,0.380716742,0.253427384,0.07266216,0.073686473,0.161561237,0.074136416,0.068908503,0.099822898,0.231537327,0.08549396,0.136381158,0.186317491,0.244520488,0.121680326,0.265807208275668,0.62554348654026,1.63293645342677
"T4852",0.109097078,0.085525988,0.208417349,0.089208674,0.111957525,0.107670607,0.27059825,0.13176137,0.4171487,0.266612103,0.250706942,0.384308104,0.215889781,0.083181452,0.080738895,0.170968494,0.081956267,0.172682739,0.104008638,0.231537327,0.081068345,0.138453962,0.186317491,0.244642553,0.112980713,0.161099122578901,0.9899506413682,1.80850553160006
"T4854",0.111387577,0.085907322,0.261752817,0.09897581,0.124449408,0.087990695,0.195181091,0.079132366,0.45454039,0.252071054,0.251330987,0.402817442,0.231385182,0.082351447,0.07963995,0.155142848,0.07160654,0.131101669,0.08165558,0.231537327,0.191882316,0.140782908,0.186317491,0.236888228,0.125320283,0.225185929792058,0.754795224680545,1.69520912896823
"T4856",0.090301906,0.088821803,0.240192424,0.089031287,0.100997393,0.120772218,0.138059023,0.089350256,0.409643018,0.252790696,0.252172283,0.386134306,0.200324792,0.088439025,0.152927943,0.152747494,0.100211792,0.085176725,0.145600251,0.231537327,0.321179032,0.134804628,0.186317491,0.229640975,0.112639039,0.137709940985577,1.09066598762688,1.85702955278425
"T7008",0.208814666,0.101992519,0.136325561,0.0673785,0.193484624,0.063896738,0.413100288,0.061960484,0.411813695,0.063417834,0.125910264,0.432392418,0.128725273,0.06497975,0.159531596,0.071208682,0.092485226,0.087276988,0.191966145,0.231537327,0.292961946,0.061887185,0.186317491,0.117273613,0.060894433,0.417348762504263,0.208680677710767,1.43209457065561
"T7010",0.183120102,0.145734451,0.16758068,0.110124117,0.107990143,0.103986401,0.16683504,0.097375224,0.222276217,0.150017259,0.209535744,0.233981691,0.09569744,0.169840756,0.163369676,0.095562488,0.134472582,0.107146814,0.10523854,0.231537327,0.136969055,0.105925601,0.186317491,0.323904817,0.175968244,0.00185934289354732,2.90108871778969,2.72927985200997
"T7012",0.072016355,0.100560929,0.086542637,0.071673532,0.352881416,0.071220781,0.363575829,0.072454329,0.29193901,0.130257812,0.126773494,0.341845959,0.122493964,0.072535428,0.170788964,0.154035959,0.096027893,0.083895078,0.147805733,0.231537327,0.337027587,0.069615246,0.186317491,0.119032868,0.069778863,0.29273331820011,0.545417166653186,1.59433209581849
"T2254",0.037583555,0.087204778,0.392093426,0.05894824,0.123920628,0.127316084,0.402667114,0.128286132,0.193075108,0.122934812,0.128249111,0.185448123,0.082171845,0.058045761,0.070073324,0.070710238,0.055473012,0.123603347,0.037933621,0.130143491,0.094727392,0.11067577,0.130017581,0.104111774,0.129260725,0.273161394384521,0.603279469006956,1.6222097896306
"T2768",0.034968588,0.071656947,0.075524538,0.05544209,0.127786505,0.219681336,0.106236301,0.29035342,0.290520692,0.274773255,0.144145904,0.192770636,0.089301296,0.063810367,0.055998981,0.059824916,0.052113637,0.192008243,0.034787412,0.335086274,0.267026523,0.04994867,0.319647793,0.146118543,0.162351031,0.375768831478039,0.316612482630738,1.48409543629264
"T2774",0.051433754,0.137646419,0.107180941,0.086309081,0.184142747,0.2448629,0.19055067,0.185883198,0.046792998,0.206328354,0.130762672,0.315845916,0.063234432,0.087705518,0.043319467,0.063574612,0.080587878,0.069659057,0.051970672,0.344749261,0.252608878,0.099957157,0.245468297,0.146118543,0.198117074,0.277633922416502,0.589884860285396,1.61575635128676
"T2770",0.044451022,0.110923422,0.079976124,0.061343829,0.160551379,0.236006387,0.204782183,0.189815909,0.048535913,0.199441355,0.169084154,0.338953762,0.064338646,0.062340128,0.05503629,0.04490013,0.05577028,0.065515011,0.044534535,0.354685116,0.28642317,0.047325116,0.118540274,0.146118543,0.227207199,0.462567281552565,0.093968016898328,1.37682673124353
"T2771",0.059649267,0.110799063,0.104692616,0.087847453,0.157836076,0.195640494,0.20447757,0.051131233,0.057080841,0.231492378,0.0771483,0.343289654,0.051796216,0.089419729,0.050978259,0.075751683,0.081663982,0.051986434,0.060195105,0.335132403,0.281472614,0.078518439,0.218115185,0.146118543,0.159608802,0.404051303327397,0.242874517538197,1.44856894789593
