"","aaeR","amiB","ampD","ampE","arfB","comR","crp","cyaA","hflC","hflK","hflX","hfq","miaA","mutL","narQ","nlpE","rof","sohB","speC","spf","trxA","tsaE","yaeP","yaeQ","yjeF","pval","z","inv_cof_var"
"T2065",0.058611005,0.103053685,0.089066712,0.059301911,0.120944358,0.109647107,0.430138583,0.153068692,0.309149619,0.240999261,0.331393015,0.319723795,0.167861755,0.082959555,0.053082793,0.077854431,0.079250053,0.226963504,0.053786052,0.231537327,0.185135159,0.066305792,0.179870723,0.053421893,0.154344006,0.26715994121097,0.621425220226097,1.63095229858549
"T0729",0.038402099,0.073707699,0.040260091,0.057023511,0.039419761,0.182071271,1.331605168,0.194069827,0.119749698,0.184794929,0.244889431,0.204171614,0.283660198,0.109497824,0.044547193,0.051434519,0.048964818,0.180042399,0.037740893,0.259153142,0.112139878,0.097410439,0.228708716,0.054564517,0.251246881,0.330110649569408,0.439607649927091,1.54335373530213
"T0737",0.045685571,0.085277559,0.054873555,0.070227877,0.115661485,0.201311815,1.376928627,0.147191099,0.116121941,0.188370632,0.15849243,0.141791092,0.277784987,0.124236113,0.044341494,0.0642694,0.061274611,0.171526353,0.038883251,0.244766145,0.047161658,0.104142583,0.215019037,0.100044581,0.237021216,0.172708916680714,0.943514438973544,1.78613286097523
"T0745",0.032860946,0.081897374,0.02905259,0.063042096,0.124870144,0.141980206,1.849418695,0.033778854,0.113641425,0.163484553,0.241625497,0.17653584,0.33899905,0.184044573,0.031540702,0.056115299,0.053422475,0.197598703,0.025783944,0.272813224,0.113281887,0.109140394,0.243908442,0.114119028,0.264295164,0.377061206338133,0.313208300384306,1.48245532266967
"T0730",0.040648666,0.073390014,0.03878862,0.057994873,0.041519253,0.16484124,1.419932572,0.201947023,0.106936096,0.178156579,0.061257275,0.044774299,0.119392688,0.182608722,0.04444943,0.053472846,0.050425816,0.16478889,0.038956418,0.248417438,0.04163746,0.094929603,0.21506273,0.052053078,0.239766995,0.387264476512438,0.286455916318418,1.46956619207177
"T0738",0.036781924,0.078048283,0.039064595,0.061052579,0.10924356,0.179817887,1.814482975,0.034840127,0.111581143,0.171384574,0.03537718,0.051842247,0.287443039,0.111067293,0.039194546,0.051908912,0.049548032,0.199187874,0.033494879,0.263856953,0.166212168,0.107541828,0.236759132,0.119878848,0.254716048,0.420766867683017,0.199932035703719,1.42787952989119
"T0746",0.046928285,0.086707507,0.063528785,0.070708571,0.127786704,0.185224014,1.843592358,0.046264777,0.104436656,0.160436474,0.056292773,0.048531272,0.271451688,0.182204898,0.047261247,0.063500857,0.06122538,0.184322664,0.043358975,0.248408522,0.107259069,0.110790307,0.222699804,0.078848205,0.239971591,0.277730125597415,0.589597913032868,1.61561810190296
"T0731",0.040377876,0.074208584,0.040840062,0.057471499,0.056301167,0.151347308,1.223717903,0.198791298,0.082141208,0.173093858,0.038943618,0.047506394,0.059112057,0.200781918,0.045114998,0.051959014,0.050336568,0.165575239,0.039726308,0.249483375,0.039172814,0.096917042,0.214788912,0.057027269,0.23942288,0.441207864888308,0.147907549913937,1.40281445942938
"T0739",0.043241706,0.082090292,0.037577425,0.06765187,0.039686414,0.181273939,1.701370221,0.059626106,0.090735605,0.164800791,0.0388374,0.041532861,0.225202314,0.185849532,0.040313812,0.061356847,0.059214038,0.186543044,0.037733934,0.258590877,0.084568952,0.105320569,0.231294048,0.070169569,0.250574873,0.419857342622552,0.202258444222344,1.42900037890214
"T0747",0.049897276,0.08208978,0.066565939,0.068385563,0.120378122,0.177211791,1.786143163,0.061557659,0.081154815,0.156289228,0.047019827,0.051531034,0.239771211,0.192221159,0.050875771,0.063161572,0.061449471,0.176947904,0.046900976,0.24687677,0.069308551,0.104417898,0.221570869,0.066771375,0.239919443,0.285492955011058,0.566600095580957,1.60453789791537
"T0732",0.050484508,0.07657223,0.07807347,0.063159301,0.051241931,0.156201068,1.353786346,0.2050319,0.069323206,0.145096681,0.05043363,0.072103153,0.063312588,0.207400689,0.05492479,0.059109754,0.057362542,0.13659344,0.050376042,0.231630958,0.054620546,0.09563354,0.197847346,0.062440804,0.222766796,0.267493280919543,0.62041201848021,1.63046414434874
"T0740",0.04678844,0.082214216,0.068880108,0.066924823,0.046237265,0.169196286,1.831768944,0.055842139,0.072791052,0.157714311,0.053728148,0.066207062,0.204808609,0.19257162,0.050107376,0.061174668,0.059540915,0.183682526,0.044672947,0.244811087,0.089831387,0.108447208,0.2221119,0.048660628,0.238577257,0.312916357066447,0.487600679563147,1.56647647551266
"T0748",0.057598856,0.083452643,0.085002757,0.072243948,0.087039695,0.170404765,1.881067305,0.060991016,0.07017719,0.140048496,0.056429053,0.065870715,0.214878432,0.186164807,0.059115274,0.067365482,0.066639823,0.164581254,0.056474347,0.230732562,0.064640248,0.105539897,0.209420429,0.060633982,0.224612242,0.182609691138505,0.905464455411935,1.76780061790614
"T0733",0.049026985,0.082249027,0.141221947,0.049241535,0.191096965,0.136826461,0.52368369,0.191345492,0.10965237,0.149389831,0.11095262,0.052360239,0.140483349,0.061306232,0.052366194,0.055991843,0.054730798,0.126674922,0.048915974,0.23962618,0.070003237,0.097370667,0.162201416,0.189812296,0.230669047,0.116599649372142,1.19215799905371,1.90592776636783
"T0741",0.056239045,0.079538106,0.136692524,0.05893317,0.18737086,0.15832252,0.952213427,0.150312696,0.153385062,0.129668317,0.068871584,0.067101421,0.259848356,0.138513135,0.060287762,0.061538289,0.062008267,0.056195392,0.056284918,0.227464895,0.056191493,0.096696894,0.193551058,0.167660081,0.222505427,0.130084456376945,1.12599198298732,1.87404939544874
"T0749",0.050233903,0.080472885,0.134975872,0.053974664,0.070419186,0.141174871,1.083732368,0.088945431,0.127286649,0.138842748,0.081347135,0.066085283,0.277069828,0.122162036,0.058333553,0.057361972,0.058263548,0.069562788,0.050910074,0.237386784,0.050254198,0.096179126,0.207996524,0.180587587,0.230200762,0.232804111612832,0.729643339834565,1.68309110884095
"T0776",0.052079666,0.080089282,0.052809549,0.056900146,0.128718072,0.121872855,0.621645644,0.235075874,0.12440877,0.052305912,0.287617251,0.047820337,0.279067538,0.056239226,0.050953417,0.056111241,0.0520001,0.071545737,0.053279195,0.24454337,0.052893084,0.085050384,0.166857692,0.054097265,0.206201447,0.458436479303388,0.10437349134526,1.38184002347009
"T0792",0.04565843,0.085094188,0.045780248,0.063003271,0.124866061,0.131949272,0.556533959,0.250296862,0.128383094,0.048450878,0.250058449,0.079861363,0.301590792,0.056190123,0.046402475,0.057815322,0.050005358,0.1229387,0.046941449,0.252609131,0.202061461,0.088431605,0.121565923,0.106874421,0.221469965,0.349526266508025,0.386599763560423,1.5178148686196
"T0777",0.048176097,0.077295828,0.047391208,0.060405335,0.124017849,0.120325262,0.640608652,0.236231361,0.128035926,0.05095923,0.303112456,0.048582273,0.240384187,0.055088639,0.047874586,0.052119341,0.056236318,0.09746246,0.048117903,0.242552217,0.064221449,0.087415299,0.166278077,0.081547019,0.193708493,0.408983293306775,0.230161101945852,1.44244370412283
"T0834",0.05034385,0.080372005,0.067638118,0.066172481,0.142545,0.199714534,0.512421893,0.128254967,0.228982326,0.0592759,0.175027578,0.251688173,0.376567327,0.05904168,0.067170997,0.060477132,0.058459485,0.171615781,0.052480449,0.224277168,0.252545322,0.104387114,0.196281799,0.163192219,0.215484594,0.250840907720684,0.671845882725079,1.65524465706021
"T0840",0.038650256,0.08640497,0.032869413,0.072297452,0.033789532,0.08556392,1.494096816,0.225019206,0.142712878,0.0563865,0.223993035,0.252429641,0.262833745,0.083029316,0.035185397,0.072376472,0.088637814,0.164767859,0.036435407,0.238762538,0.19187411,0.115763804,0.218809604,0.173254179,0.232975541,0.27561185009571,0.595927441406084,1.61866762891425
"T0846",0.050030616,0.097117876,0.075226641,0.080473507,0.15639993,0.149664205,1.41412645,0.219655408,0.14905041,0.041957074,0.424855345,0.22909056,0.511422018,0.069394996,0.043293419,0.071659024,0.068383912,0.19117301,0.041662005,0.220202575,0.23148503,0.121863926,0.210956425,0.188618029,0.216423509,0.465495848298316,0.086597193735776,1.37327551494362
"T0836",0.04089226,0.054531291,0.043338468,0.046748301,0.041551409,0.043190192,0.484616034,0.194584981,0.237131588,0.112744422,0.069293133,0.067690778,0.267516132,0.043716775,0.06303762,0.044491009,0.043333161,0.118999447,0.046417964,0.192031577,0.174947466,0.067942003,0.136837112,0.113369121,0.166450154,0.398104182506606,0.258257265411112,1.4559802591944
"T0841",0.039780743,0.08114671,0.049046808,0.063736499,0.099743449,0.145962924,1.530784246,0.222510699,0.172910844,0.038646754,0.483316508,0.245630137,0.247704262,0.056359528,0.047779081,0.062491487,0.059315767,0.159649506,0.040406524,0.227162547,0.150587185,0.111144359,0.211079303,0.178632123,0.221721114,0.467450335647487,0.0816806433394724,1.37090675184598
"T0835",0.075151372,0.102049227,0.156381227,0.08477186,0.131923389,0.181656792,0.366705811,0.210596204,0.067444695,0.325484117,0.232693539,0.072130914,0.172284067,0.088294759,0.070509658,0.088656843,0.181829289,0.152624966,0.066344083,0.208094774,0.181560983,0.112192041,0.179640086,0.094700444,0.199369889,0.0429789385795337,1.71711655930979,2.15884950317307
"T0837",0.064266863,0.101848949,0.086413176,0.089080705,0.139674922,0.206812795,0.361411715,0.20514637,0.28080988,0.182006016,0.297063937,0.17296936,0.293502711,0.083095211,0.062611818,0.084263044,0.183493597,0.163528365,0.047377105,0.203112185,0.253143032,0.116771255,0.238247966,0.143651726,0.196264019,0.0492725361442398,1.65194838997828,2.12745188854288
"T0832",0.049539791,0.07663542,0.062874969,0.061153467,0.122416974,0.142872607,0.972801019,0.149592179,0.188505575,0.072397813,0.455246786,0.281403458,0.41997987,0.054564458,0.079632973,0.055573914,0.053749308,0.157770109,0.058924398,0.205099018,0.240444491,0.099880355,0.184718064,0.126491486,0.198511606,0.479594952161006,0.0511701916643305,1.35620700788024
"T0844",0.046287977,0.049842392,0.047078858,0.04725146,0.115148979,0.216810561,0.7371836,0.192701205,0.079196248,0.125924887,0.312409488,0.133005956,0.3017699,0.047224522,0.050984607,0.047830176,0.056999709,0.067937715,0.047364659,0.224149015,0.148991063,0.091325598,0.195751694,0.104217689,0.220273285,0.386779041423052,0.287723914225855,1.47017710549865
"T0771",0.036554652,0.068614796,0.048114922,0.052899744,0.039730976,0.210326418,1.704806802,0.138859302,0.233753703,0.137151726,0.367134665,0.304583354,0.373071586,0.038459159,0.040434708,0.048833833,0.046691801,0.173627921,0.03684286,0.269882875,0.276345257,0.091530765,0.236606903,0.136386614,0.259521681,0.48610674549554,0.0348322668741839,1.34833549834299
"T0809",0.045626877,0.070457739,0.061105959,0.06077208,0.113342372,0.263297618,1.10472029,0.119844366,0.227161887,0.237791338,0.454041197,0.318644881,0.42145094,0.054386851,0.059467343,0.0555874,0.05426554,0.14615647,0.045494474,0.230416098,0.108654073,0.084351782,0.193502738,0.143295962,0.217901832,0.4954444894796,0.0114192196459581,1.33705523925744
"T0812",0.044068244,0.059324059,0.044775643,0.05556776,0.121861319,0.163957712,0.55602075,0.080284993,0.219177675,0.109410854,0.328338111,0.154025337,0.292737294,0.063071905,0.055496919,0.05390333,0.066023273,0.116419689,0.055951013,0.244281904,0.219445202,0.103738039,0.101730362,0.112525882,0.249276116,0.342855089384335,0.404683491036788,1.52652749492481
"T0802",0.04523142,0.068856462,0.045651006,0.057485537,0.12565259,0.132599265,1.045677775,0.237996656,0.106961867,0.073724722,0.208380665,0.054986263,0.195221458,0.051250873,0.051909237,0.053627703,0.050402979,0.16173749,0.046169707,0.251163554,0.131494179,0.088433579,0.188716447,0.078664819,0.241239837,0.281691769726383,0.577823127209471,1.60994508405654
"T0807",0.042951866,0.093945225,0.048954962,0.063333201,0.042776517,0.094425189,0.900254119,0.267254181,0.119665712,0.27368868,0.405029451,0.146408633,0.325568758,0.054398152,0.041450307,0.063180452,0.054876306,0.192964576,0.04499309,0.278496289,0.280913717,0.057280337,0.226078895,0.139271032,0.262743511,0.478377484346117,0.0542261725318718,1.35767936026608
"T0818",0.04204592,0.05243679,0.045645184,0.055530341,0.081788137,0.083129583,0.839987751,0.093168017,0.227968758,0.211298414,0.331170517,0.269089588,0.373398766,0.04077063,0.041943115,0.05256634,0.062029355,0.153463153,0.040729882,0.241421883,0.145021052,0.091008415,0.198172347,0.118541508,0.245060684,0.472959253344133,0.0678330846214444,1.36423508503905
"T0830",0.033856408,0.098259224,0.043263728,0.067555336,0.189913625,0.063788186,1.257286976,0.180462289,0.259240762,0.074595264,0.443732849,0.262597108,0.290941065,0.029136807,0.028282137,0.063470228,0.066571531,0.196265282,0.028001765,0.26195742,0.260054213,0.143310069,0.210769274,0.15658355,0.261281966,0.445379404222355,0.137344106942892,1.39772505896017
"T0819",0.061342091,0.106462096,0.046691271,0.076483979,0.163127956,0.035473931,0.379985324,0.226278445,0.202107549,0.090962496,0.04641396,0.047095823,0.260265155,0.074585895,0.050216385,0.064643646,0.046102986,0.186506287,0.062915693,0.228201774,0.075923429,0.041910488,0.037478429,0.156386095,0.171478818,0.374957575037355,0.318751247538429,1.48512587979052
"T0831",0.087035375,0.077051962,0.073950463,0.086652197,0.104686121,0.124507759,0.824620858,0.072202086,0.062151454,0.083251342,0.070688676,0.055884999,0.215415658,0.056044903,0.061886431,0.075236359,0.090624974,0.164092817,0.070110053,0.206584079,0.071040851,0.112946717,0.131486512,0.137357076,0.205169442,0.0506586416818116,1.63850072293692,2.12097288703385
"T0820",0.052405041,0.08852663,0.059262809,0.069580406,0.122681699,0.131793698,0.513109762,0.206143155,0.113720261,0.215294737,0.401866197,0.092991676,0.265051768,0.05417626,0.05272429,0.059693555,0.058461292,0.148692556,0.051473963,0.235694564,0.153914823,0.055122796,0.16467546,0.133339795,0.132337118,0.354666028392714,0.372753308347676,1.51114373347458
"T0826",0.052159698,0.096537068,0.055244506,0.05613854,0.145533303,0.180011364,0.513966118,0.053667858,0.156296302,0.156402986,0.280792028,0.13300192,0.334794266,0.063414662,0.054039906,0.068009332,0.056038923,0.154105124,0.051992503,0.095698867,0.133126861,0.098233735,0.056156095,0.07942042,0.246400631,0.343025800277163,0.404219112324824,1.52630376017838
"T0798",0.047236033,0.076769173,0.062300232,0.062154982,0.059365952,0.214616221,1.044865263,0.047809044,0.217717076,0.112616371,0.317715804,0.300665036,0.441934891,0.053916041,0.05969163,0.056978545,0.054568702,0.176575012,0.050668653,0.237290272,0.288484559,0.098358952,0.208801373,0.162479602,0.227823004,0.467505261659198,0.0815425049787939,1.37084019765152
"T0800",0.048439265,0.09344633,0.079992181,0.079354914,0.040365569,0.213619316,1.19229061,0.070477034,0.220235454,0.053381374,0.323224455,0.326631848,0.424916337,0.067545631,0.047271795,0.070588624,0.067751473,0.193314294,0.04017481,0.247897767,0.259006882,0.11431778,0.224965563,0.179097436,0.240407783,0.433302220732584,0.167973099995075,1.41248191541676
"T5127",0.173502853,0.055196511,0.28494262,0.075247357,0.058763005,0.105115395,0.268449942,0.136910838,0.068956556,0.306267216,0.273699603,0.441556901,0.261241453,0.176501367,0.077018329,0.060497459,0.05906803,0.163457775,0.232471555,0.231537327,0.385761986,0.135202355,0.186317491,0.24847614,0.109597895,0.252196971884188,0.667592190988646,1.65319525510115
"T5129",0.17107025,0.059834415,0.261319056,0.075293126,0.10081644,0.092509836,0.310436534,0.114808289,0.247744698,0.271943604,0.288366609,0.40929415,0.260318827,0.164692236,0.10883331,0.078236931,0.062284602,0.14403948,0.232060911,0.231537327,0.360067188,0.061713135,0.186317491,0.213276204,0.110959156,0.153167076181574,1.02294436317666,1.82440169951738
"T5131",0.174582245,0.067403097,0.256975514,0.075069809,0.0710964,0.06830827,0.284920468,0.112430725,0.245720883,0.294610541,0.286960821,0.418273309,0.250345678,0.100102909,0.077409639,0.067861375,0.071039665,0.163781241,0.235321895,0.231537327,0.195150303,0.135860123,0.186317491,0.195676515,0.103400709,0.158356823029512,1.00123409624208,1.8139418292813
"T5133",0.166740488,0.069644384,0.289310044,0.075322711,0.068051876,0.109919205,0.062227803,0.092842727,0.086042059,0.288838641,0.277675474,0.358809871,0.260755074,0.178234871,0,0.109134355,0.063804581,0.14885378,0.228580102,0.231537327,0.341571396,0.074273986,0.186317491,0.163452473,0.10365739,0.2371203904003,0.715596102691463,1.67632323822309
"T5135",0.184104987,0.06200519,0.280144461,0.097396919,0.110745317,0.098683558,0.058664204,0.097593751,0.363255321,0.291915624,0.27490967,0.376800633,0.227024334,0.167494461,0.031410359,0.065819332,0.067862113,0.075113059,0.224460126,0.231537327,0.30787091,0.117294899,0.186317491,0.162341088,0.115644879,0.19453248330127,0.861314291419858,1.74652934622392
"T5137",0.176070985,0.087477802,0.262891425,0.109523234,0.102646072,0.14353088,0.095598835,0.137562383,0.365917634,0.27324559,0.271878421,0.085054614,0.211685586,0.170302214,0.076811142,0.097210732,0.111842846,0.127675734,0.230002902,0.231537327,0.340675551,0.085839105,0.186317491,0.238974931,0.116655631,0.0560475864596346,1.58884596528132,2.09704953670164
"T2492",0.050915787,0.084495255,0.090524167,0.082454905,0.141012604,0.129413655,0.166377185,0.275364233,0.172691752,0.157982738,0.295042402,0.094326877,0.126590607,0.071380837,0.042901347,0.072203524,0.07296151,0.080598577,0.042641583,0.071603444,0.166673043,0.084065305,0.186317491,0.044492475,0.13494533,0.214240713551125,0.791792927111747,1.71303438959859
"T0034",0.049543916,0.355042665,0.070973431,0.058105793,0.063891235,0.12825653,0.085401948,0.281066773,0.344610505,0.36183399,0.321512699,0.372527526,0.37159249,0.059211001,0.053766046,0.057284672,0.051095893,0.1016924,0.050957107,0.052475945,0.281084649,0.130354589,0.186317491,0.082128295,0.306796473,0.49706309747094,0.00736178941515633,1.33510039485898
"T0016",0.044378699,0.310145306,0.062802629,0.051654092,0.10543827,0.14039683,0.269515205,0.291388605,0.341064821,0.375925054,0.344620077,0.279926045,0.380822776,0.086811353,0.052126992,0.046524893,0.044456797,0.119310092,0.047835051,0.171797528,0.272799715,0.152791456,0.186317491,0.102354956,0.228695876,0.377211259444459,0.31281328856316,1.48226500845551
"T0020",0.044809386,0.071098249,0.070583227,0.049728351,0.251003314,0.159738508,0.178058523,0.317692043,0.286691686,0.262137236,0.220939637,0.275618436,0.233268867,0.056056802,0.074513648,0.048190406,0.043728354,0.099160037,0.045918388,0.278395239,0.357255132,0.046186196,0.186317491,0.051207022,0.168219179,0.407624073684045,0.233661025459888,1.44412994528713
"T0056",0.067804464,0.061988829,0.058204012,0.0537735,0.07034779,0.118817047,0.261006272,0.261225109,0.225079652,0.22991275,0.262085664,0.068803162,0.194724385,0.053245819,0.110158213,0.055557239,0.053240918,0.266101985,0.067021211,0.244265661,0.268924361,0.061606505,0.054871665,0.146118543,0.216935476,0.314353865740562,0.483546527945938,1.56452321072963
