"","allA","allB","allR","allS","gcl","glxK","glxR","hyi","ybbW","ybbY","pval","z","inv_cof_var"
"T1866",0.105608366,0.119056377,0.237423799,0.118454473,0.123129654,0.110226968,0.139565348,0.142628594,0.071775316,0.147284085,0.472512501556783,0.0689555475929029,5.17712600663283
"T1870",0.103437079,0.114788703,0.249905945,0.114304219,0.117916088,0.107169864,0.131448646,0.133910303,0.071775316,0.137872632,0.426516315943645,0.185250409903533,5.71619459997172
"T0692",0.052172782,0.054805321,0.053107253,0.052159603,0.053799414,0.051095488,0.062307703,0.063421243,0.071775316,0.065210414,0.250559554314135,0.672729952178443,7.9758379403087
"T0693",0.050161468,0.054934494,0.049945167,0.052445075,0.05367514,0.049943603,0.063949771,0.064614386,0.071775316,0.065831337,0.297530931526128,0.53151512491907,7.32125632959256
"T0694",0.045883199,0.047044587,0.049741301,0.044401639,0.045528214,0.044350431,0.056256293,0.056934364,0.071775316,0.058450579,0.435315747349519,0.162856406979338,5.61239032680161
"T2675",0.055905333,0.070613426,0.233219364,0.064417491,0.06215078,0.057672893,0.080990434,0.079300093,0.055482681,0.07456461,0.343774390126968,0.402183777501238,6.72175893012075
"T0486",0.055533352,0.062041609,0.156565693,0.061187271,0.063662313,0.056761988,0.076629814,0.07883983,0.071775316,0.0814965,0.330548134179848,0.438400107750089,6.88963467127772
"T0487",0.052855413,0.051713763,0.139407192,0.051576292,0.052245285,0.051785443,0.059015168,0.060469257,0.071775316,0.062292419,0.234753350424399,0.723281915860084,8.21016450823216
"T0491",0.051890415,0.051170206,0.061850008,0.051158997,0.051263875,0.051820221,0.054610007,0.055226315,0.071775316,0.056149088,0.224742455648496,0.756274036708432,8.36309487698294
"T0492",0.052068348,0.052990569,0.052420727,0.052739924,0.053326669,0.051929075,0.057757526,0.058735629,0.071775316,0.060250974,0.194512571735157,0.861386618716953,8.85032957161805
"T0493",0.052392451,0.048678022,0.050270491,0.048705298,0.048472846,0.051486913,0.049612102,0.050337043,0.071775316,0.051380425,0.31052842292804,0.494353077810273,7.1489968500033
"T0497",0.055768296,0.049173039,0.061608727,0.049356001,0.048884722,0.053016072,0.051944363,0.052960057,0.071775316,0.054160701,0.270671488206422,0.610783412114607,7.68869340484997
"T0499",0.05143573,0.047186466,0.084120541,0.047141798,0.047953379,0.048805948,0.05382764,0.054901045,0.071775316,0.057477593,0.335379795902084,0.425105742644513,6.82801049842601
"T0689",0.04783436,0.058511932,0.33185097,0.053578302,0.062522026,0.047768995,0.074625779,0.076595186,0.071775316,0.0764433,0.463374759532143,0.0919352066167914,5.28364500686456
"T0709",0.079674644,0.09369618,0.252865537,0.092314039,0.098550222,0.082767818,0.11686175,0.119929464,0.071775316,0.125571445,0.47577828247995,0.0607521923063594,5.13910049882351
"T0711",0.089161578,0.098844647,0.254804349,0.098773875,0.103117851,0.091275847,0.120280293,0.123375632,0.071775316,0.127497439,0.433023785637605,0.168680991280828,5.63938937391172
"T1079",0.072147125,0.085188763,0.310084214,0.084486949,0.089990443,0.075085939,0.110135769,0.113542316,0.071775316,0.118866471,0.491049673030311,0.0224370250488056,4.96149589182115
"T1916",0.037850998,0.031612116,0.204981035,0.032357964,0.031900704,0.035718736,0.031756698,0.031991064,0.036877494,0.032059577,0.0323094106462678,1.84788610327902,13.4231101648997
"T1917",0.032056553,0.031833123,0.200837551,0.031067786,0.031589923,0.031136304,0.037340176,0.038133156,0.031536183,0.038498877,0.11802420511952,1.18492169111227,10.3500312171309
"T1998",0.03479493,0.033485864,0.25373315,0.032868843,0.03321076,0.033147819,0.038987634,0.039920894,0.050046597,0.039978781,0.350457671214855,0.384085143391602,6.63786523923029
"T2647",0.050562169,0.051962924,0.180401234,0.07586988,0.054538086,0.049816962,0.059658758,0.060726663,0.050341542,0.061265365,0.336521623222553,0.421975025842115,6.81349849790183
"T2936",0.050328842,0.04786394,0.045314288,0.045387834,0.045747978,0.049611326,0.04325595,0.040994807,0.052191039,0.039959556,0.0954724905133805,1.30778872053789,10.9195641733098
"T2938",0.051647498,0.049279282,0.046387409,0.047715634,0.047589703,0.051085843,0.045377406,0.042540693,0.053380222,0.042369977,0.0549804887146812,1.59836855980049,12.2665064379262
"T5142",0.155137976,0.139192472,0.21335567,0.140457431,0.14945464,0.157726534,0.183124091,0.142445335,0.144315287,0.165841077,0.10492924071748,1.25395467196135,10.6700239592084
"T5144",0.14597929,0.138782173,0.191170914,0.139101143,0.142710748,0.147738393,0.193881852,0.143881455,0.14037591,0.155894135,0.207666958633389,0.814543055582939,8.63319277654464
"T5146",0.145030489,0.128579068,0.214184082,0.129663831,0.137726893,0.148154163,0.199274765,0.128743988,0.133511124,0.159807952,0.368678655349628,0.335354998067756,6.41198345588238
"T5148",0.144689279,0.131777432,0.205252512,0.132670602,0.138636094,0.147316515,0.194456949,0.140225826,0.135288223,0.154820195,0.279693393759548,0.583752578057489,7.56339574850961
"T5150",0.14729631,0.135298198,0.205228949,0.136028459,0.146215654,0.149928671,0.194467565,0.146012849,0.138577389,0.157967289,0.228846972760447,0.742649443618037,8.29993997842486
"T5152",0.155137976,0.139192472,0.21335567,0.140457431,0.14945464,0.157726534,0.183124091,0.142445335,0.144315287,0.165841077,0.10492924071748,1.25395467196135,10.6700239592084
"T5714",0.100228979,0.080061673,0.148403318,0.079824309,0.098315049,0.099315945,0.08650095,0.104283567,0.080423039,0.116142578,0.297834406909066,0.530639217382382,7.31719618252917
"T5716",0.107957323,0.119271338,0.17131715,0.129002207,0.111784212,0.115924344,0.185094784,0.11904963,0.107359557,0.134203654,0.469373527276948,0.0768447450441463,5.21369527966963
"T5718",0.092380884,0.094157268,0.147462354,0.097289162,0.092270274,0.09514371,0.112696307,0.097869824,0.087880842,0.111716598,0.0802671216739027,1.4032770357536,11.3621869232826
"T5721",0.127269092,0.111024901,0.21215951,0.136681817,0.126790948,0.124842325,0.116040568,0.129013383,0.117059279,0.132055714,0.0139070515459663,2.19989841659963,15.0548140837956
"T5722",0.110173104,0.082411366,0.205463973,0.09461273,0.115015294,0.113781086,0.110114838,0.120875838,0.08276494,0.133725519,0.385738096983171,0.290444513217233,6.20380717523231
"T5723",0.126830933,0.089888937,0.164162655,0.090145076,0.12643296,0.128226625,0.095293995,0.135571591,0.099426843,0.14848642,0.46557428671141,0.0863998408742282,5.25798659199418
"T5724",0.106156575,0.10678834,0.146258836,0.102459558,0.116484196,0.114016449,0.126175763,0.119856189,0.101184323,0.121898732,0.0490561410906604,1.65407496437189,12.5247256967621
"T5730",0.08551212,0.073733032,0.145446182,0.075955599,0.104108527,0.097808542,0.107860616,0.107741986,0.082597551,0.124474788,0.437939957600697,0.156194242063581,5.58150879172454
"T5744",0.117677584,0.108982077,0.220374645,0.106008752,0.131687322,0.114561537,0.124778873,0.132250063,0.11276872,0.151665999,0.218460184856289,0.77740414164063,8.46104052751803
"T5746",0.110089831,0.097760206,0.182443127,0.107660359,0.100101076,0.100039596,0.132983263,0.110671096,0.090015113,0.123889978,0.245240593044487,0.689543694845263,8.05377569635467
"T5748",0.131009254,0.100647622,0.19049706,0.103004223,0.132535139,0.129566872,0.09615709,0.136324518,0.176172077,0.145599544,0.482913965875986,0.0428414377451541,5.0560776973419
"T5750",0.092636912,0.091754083,0.156628905,0.091942689,0.105012542,0.10167054,0.097579436,0.106453622,0.136415138,0.120042613,0.319795321078316,0.468271226589183,7.02809807107125
"T5756",0.124852221,0.119265234,0.202596722,0.11887725,0.133729302,0.118101916,0.138581474,0.13241347,0.15648836,0.152829746,0.172316868835753,0.945049240765936,9.23813597240749
"T5662",0.107579942,0.091325982,0.088226439,0.107404525,0.087786331,0.095659196,0.095228042,0.126135204,0.088329716,0.112520902,0.260387371070028,0.64215162009023,7.8340963522632
"T2670",0.048971488,0.056887458,0.247624328,0.050783293,0.051256166,0.047823948,0.074186755,0.075308469,0.049265208,0.068808782,0.478841368151409,0.0530617139433462,5.10345236036853
"T2679",0.06523215,0.075394724,0.200769119,0.068999798,0.068224589,0.065452863,0.081088726,0.080634907,0.065043546,0.077533817,0.102505556225906,1.26740332235603,10.7323632999713
"T2680",0.049187405,0.035281534,0.25195058,0.036368163,0.036421579,0.041706516,0.040996862,0.03679954,0.04911772,0.035801595,0.304497427172366,0.511508762379652,7.22851962998544
"T2682",0.069542189,0.075707668,0.194584522,0.069857539,0.069291605,0.069298706,0.081543276,0.081680769,0.073245092,0.072612285,0.0170887838265303,2.11797048200345,14.6750485844397
"T2684",0.068357729,0.088349761,0.198108396,0.070929064,0.070791303,0.068034008,0.085593718,0.087597542,0.06848683,0.077852804,0.203197949511294,0.830252745687939,8.7060128511243
"T2685",0.065114022,0.090654758,0.190813679,0.079315079,0.071902627,0.066170698,0.089163216,0.094718548,0.063058959,0.079921654,0.359267710246503,0.360416859625604,6.52815421517489
"T2686",0.075352389,0.099719924,0.182690231,0.087067916,0.084071805,0.076553359,0.104326453,0.099929639,0.072082693,0.091747886,0.289897881102716,0.553683072217813,7.42401275348018
"T2687",0.075459777,0.087236615,0.197593189,0.076420819,0.076918547,0.078563857,0.126112412,0.089108136,0.075647264,0.080023727,0.465821762949605,0.0857772069551084,5.25510045941466
"T2649",0.055560864,0.071570744,0.163294173,0.071741815,0.070664299,0.057832073,0.089864359,0.088561915,0.055191556,0.089043277,0.483778335138863,0.0406728951096586,5.04602572079809
"T2650",0.058276332,0.066762767,0.16664735,0.067177571,0.067752132,0.059489853,0.083119264,0.083250003,0.057961885,0.08205113,0.359148048439198,0.360736954002882,6.52963796795868
"T2651",0.066071813,0.080885669,0.124438252,0.081034003,0.085230664,0.067789901,0.108299554,0.092072264,0.062652483,0.091675716,0.439690555768127,0.151753813587545,5.5609258056421
"T2653",0.059537274,0.069341453,0.145797979,0.070697561,0.07185694,0.057827886,0.089502091,0.084611495,0.053452537,0.084068828,0.440145850515245,0.150599442710917,5.55557488065461
"T2427",0.047154389,0.040961758,0.044575969,0.042141795,0.039117985,0.044485046,0.037452057,0.034309053,0.044243932,0.035100315,0.174946005148896,0.934798776399466,9.19062137634266
"T2436",0.041648139,0.041684874,0.120133631,0.042284858,0.041610325,0.041523832,0.046020025,0.043194897,0.04260068,0.044249265,2.67521143784106e-07,5.01330053417947,28.0959467003806
"T5733",0.109717963,0.086770603,0.189039374,0.109871544,0.120255979,0.112164856,0.103457312,0.125311476,0.091780169,0.13892161,0.332389279678294,0.433325163942122,6.86611047798596
"T0071",0.06876687,0.079320173,0.15405917,0.073082493,0.072359772,0.069227901,0.086947915,0.082605015,0.071775316,0.088890479,0.131280978535501,1.12035630524593,10.0507473876838
"T0246",0.063947346,0.065257474,0.11449428,0.09291397,0.064551484,0.067453411,0.063445119,0.063120036,0.06799973,0.062510866,0.314106058437478,0.484244841001536,7.10214152991988
"T0256",0.057574448,0.054059112,0.086521434,0.082601214,0.052985167,0.055185381,0.052079688,0.051866293,0.056472856,0.051511611,0.415588120878173,0.213193238735186,5.84571968072683
"T0257",0.111769036,0.076795231,0.119362821,0.099028277,0.074993173,0.078826326,0.074317547,0.074088249,0.079068417,0.073289915,0.395110516192884,0.266023601483549,6.09060744933929
"T0248",0.08339265,0.054608939,0.08988637,0.058010495,0.057852833,0.053088256,0.069793693,0.071240444,0.052974586,0.072765989,0.412843838421285,0.22023559430729,5.87836353649671
"T0600",0.048493797,0.038544269,0.158123095,0.042285783,0.040530048,0.045016249,0.028386753,0.034939129,0.044776039,0.034848137,0.374251951568024,0.320612711833798,6.34364764684628
"T0587",0.077239988,0.069936245,0.145248036,0.070098237,0.06404464,0.073617322,0.061928411,0.062461885,0.074794994,0.064270984,0.0625857303537652,1.53342383103509,11.9654642174468
"T0588",0.093857699,0.07722789,0.124652628,0.077365712,0.076610307,0.079343235,0.076640837,0.076544686,0.079494244,0.076973311,0.0211477728331031,2.03060041436537,14.2700568373771
"T0571",0.033843211,0.045759548,0.029270893,0.059843191,0.04450928,0.051625121,0.035508503,0.035393724,0.050199968,0.037029141,0.499822525334231,0.000444863029920271,4.8595542960494
"T1096",0.098509541,0.109965458,0.267646194,0.109261898,0.113917529,0.101532065,0.129839864,0.132509793,0.071775316,0.136927804,0.444232243285271,0.14024744506327,5.5075896412443
"T1094",0.077157208,0.075917315,0.218000579,0.07542417,0.078698048,0.075338415,0.094491175,0.097821173,0.071775316,0.102800332,0.311195549406033,0.492464377165755,7.14024204192796
"T0114",0.050000019,0.045909046,0.05376372,0.045432062,0.047086089,0.045931452,0.057104499,0.059683356,0.071775316,0.062950225,0.423858047056085,0.192033334577311,5.74763590004266
"T0115",0.062537281,0.064583252,0.122168159,0.065082121,0.065860612,0.0629274,0.073813386,0.073439283,0.071775316,0.075798868,0.0371139718038444,1.78520578725816,13.1325643134661
"T0117",0.066265629,0.079905628,0.058813886,0.080009961,0.083524954,0.070262362,0.10068352,0.101968854,0.071775316,0.105539006,0.426988525689701,0.184046404188243,5.71061359962125
"T0100",0.054368757,0.065673694,0.237734012,0.065224782,0.067742119,0.058567829,0.07698623,0.078683128,0.058161815,0.082963798,0.34146289644622,0.408473893888357,6.75091588620094
"T0101",0.05369799,0.055323904,0.289719306,0.055182114,0.056983591,0.053335473,0.067826442,0.070108492,0.0529937,0.073878177,0.301285814745019,0.520705949091146,7.27115190457378
"T0118",0.064428478,0.071160551,0.062024287,0.070913947,0.076169473,0.066481044,0.084278891,0.085153048,0.071775316,0.088283381,0.199442243661001,0.843615164869045,8.76795247913919
"T0120",0.052416602,0.057523838,0.053593654,0.058011525,0.063134887,0.054373508,0.076765492,0.083014551,0.071775316,0.086707127,0.468742625563338,0.0784309546329639,5.2210479327
"T0121",0.053365834,0.06356202,0.174529259,0.064118213,0.069387727,0.05723351,0.08236297,0.085766386,0.071775316,0.090483696,0.445551807465675,0.136907873953295,5.49210952574443
"T0122",0.052742808,0.070870742,0.125644136,0.067089552,0.073827818,0.054956182,0.081866514,0.084775994,0.071775316,0.089674319,0.425648549058198,0.187463679856639,5.72645390375001
"T0095",0.04507795,0.044420751,0.112095483,0.046613485,0.045905116,0.043290638,0.057362927,0.057945319,0.043805037,0.061531823,0.331644033478251,0.435378013141522,6.87562617376366
"T4093",0.122550764,0.097458519,0.074765806,0.099446214,0.118698189,0.139995066,0.089086117,0.155403496,0.121992265,0.128774474,0.436042851535958,0.161009773329491,5.60383051440528
"T4099",0.129080157,0.11256149,0.075496429,0.122279179,0.133608653,0.14036903,0.113309995,0.185832845,0.117692337,0.172112377,0.46847167082304,0.0791122478841676,5.22420597242145
"T4096",0.075541031,0.090364626,0.069765623,0.094982268,0.103270085,0.114038456,0.084169129,0.109421765,0.108126902,0.126316586,0.374523435987127,0.319896393412092,6.34032725283832
"T4102",0.105913978,0.121628875,0.071498265,0.120144135,0.089335966,0.148121448,0.108074858,0.143097907,0.120701173,0.155230891,0.426174528975004,0.186122040664669,5.7202349226393
"T7008",0.074981324,0.073493307,0.147993233,0.076495055,0.080641658,0.082078278,0.101775153,0.09132967,0.060977997,0.110099275,0.44440455040001,0.139811279855897,5.50556785833721
"T7012",0.072110595,0.075546029,0.142695368,0.076659809,0.080876494,0.082668455,0.111609002,0.088385984,0.069683277,0.109459134,0.442256769339473,0.145249938579112,5.53077800132481
"T2774",0.051441701,0.044174995,0.165724008,0.043969308,0.043357881,0.047358508,0.046134659,0.04709573,0.071775316,0.048790778,0.435395867647228,0.162652897558087,5.61144698730006
"T2770",0.044434659,0.048666694,0.124992667,0.048743913,0.051435127,0.046496674,0.058286061,0.059686654,0.071775316,0.062869687,0.397339620262883,0.260239236153774,6.06379483165587
"T2771",0.058633242,0.052300002,0.061742908,0.052494921,0.051425479,0.055127391,0.051983534,0.052428539,0.071775316,0.053462311,0.212365270299054,0.798241186703438,8.55762773995518
"T2769",0.071621195,0.068291399,0.075986212,0.068305562,0.067965171,0.06993074,0.069613777,0.07040162,0.071775316,0.071267362,3.34232221079333e-20,9.13264390603827,47.1905876228354
"T0410",0.058838793,0.064619672,0.389259874,0.062461506,0.066558007,0.059214706,0.074671617,0.076823047,0.071775316,0.082427936,0.229023126208247,0.742067809153676,8.29724389309219
"T1803",0.095584703,0.108445539,0.29882557,0.10792141,0.112481909,0.099128275,0.131828438,0.135102233,0.071775316,0.140194353,0.47828170355772,0.0544666141786237,5.10996457921092
"T1828",0.082325671,0.093973994,0.159055383,0.093202141,0.098278317,0.084700704,0.118120412,0.121659923,0.071775316,0.127139922,0.47458334650885,0.0637532632655357,5.15301154414684
"T1085",0.056997781,0.056658925,0.248832831,0.056539206,0.057386401,0.056303472,0.064197693,0.064778038,0.056329547,0.067052783,0.0304168064233635,1.87470286276592,13.5474155084659
"T1086",0.051740632,0.049462318,0.249742788,0.049432754,0.050311843,0.049302221,0.056257498,0.059659151,0.050046597,0.060555502,0.0746013979441446,1.44235307002462,11.5433184230687
"T4795",0.081090065,0.080633953,0.119972692,0.082665649,0.079321721,0.075135717,0.116763659,0.087821364,0.071114844,0.099845029,0.393993889581699,0.268924504951861,6.10405418224738
"T4799",0.08323552,0.0676346,0.150937044,0.066802966,0.093907119,0.097229827,0.090736066,0.106061577,0.068967197,0.114129148,0.481189044385473,0.0471695591678293,5.07614009976248
"T4796",0.101730485,0.089888025,0.11562647,0.090223917,0.10373143,0.104250922,0.103877558,0.105282155,0.088688511,0.110122403,0.0485529447657748,1.65904914559575,12.547782819167
"T4798",0.094763894,0.094831598,0.132870245,0.094808954,0.096915366,0.097572371,0.110970065,0.09934836,0.095510547,0.107817925,0.0063648164216949,2.49124494044435,16.4053102077228
"T4800",0.095914843,0.088205972,0.148911977,0.086996947,0.116150998,0.119604587,0.099643094,0.124706882,0.086029908,0.141517384,0.453579452829299,0.116622880213274,5.39808127011854
"T4802",0.097923793,0.081625978,0.140806305,0.080639941,0.099657134,0.099365838,0.095012453,0.101453214,0.081099004,0.11675594,0.253271390994882,0.66423052084974,7.9364400133538
"T4806",0.091383323,0.107311037,0.13026819,0.103156333,0.093973637,0.096372167,0.119720213,0.097908086,0.095322009,0.1079032,0.0825741929766766,1.38796275760096,11.2911997255877
"T4807",0.070554206,0.087220797,0.119178915,0.085701875,0.074792872,0.068092213,0.112063037,0.081298885,0.072351661,0.094994007,0.409597628077847,0.228580147405725,5.91704354704438
"T4809",0.069692514,0.081121435,0.153089583,0.081106624,0.087867643,0.092653642,0.107211916,0.102318949,0.068940021,0.122183603,0.47893882424854,0.0528170851783554,5.1023184178915
"T4812",0.098972039,0.11070399,0.165227461,0.101915126,0.100446801,0.099413646,0.132728361,0.097106451,0.097586325,0.120841882,0.212622455888072,0.797354955926799,8.55351974095468
"T4801",0.094201254,0.091625707,0.153485294,0.090102729,0.089070125,0.08454961,0.108853429,0.096113752,0.085424585,0.109839707,0.123524571498665,1.15754652388634,10.2231374524736
"T4803",0.087603549,0.102464953,0.117974304,0.102165398,0.087763297,0.089422058,0.115904293,0.087907556,0.094860429,0.090340913,0.141622365073845,1.07305881049541,9.83150645599486
"T4805",0.08342474,0.08014174,0.134626705,0.080031616,0.080177649,0.087124116,0.115031639,0.089908604,0.068481708,0.106888888,0.397138559227232,0.260760615126037,6.06621161106977
"T5743",0.137741445,0.121216533,0.194260307,0.121010743,0.141880009,0.125369834,0.142013242,0.145012881,0.121133618,0.156066277,0.112184925742786,1.21499014139773,10.4894093192861
"T5745",0.102477114,0.102239412,0.163837302,0.112466273,0.106832959,0.106780957,0.126464894,0.11765922,0.089485721,0.130533142,0.207874729418795,0.813817586238605,8.62982996471279
"T5747",0.115678418,0.107820955,0.178694166,0.111586071,0.11390717,0.10739101,0.117089804,0.121011343,0.152606885,0.135840356,0.240750648432072,0.70388997211814,8.12027586115543
"T5755",0.134187764,0.11020406,0.194749247,0.109842665,0.138509732,0.116497098,0.138125903,0.143105168,0.109615623,0.155684902,0.286125001472092,0.56474091132931,7.47526982242344
"T5759",0.120621002,0.092420806,0.219496017,0.089102212,0.113143594,0.102792311,0.093151411,0.11856675,0.1282235,0.131097211,0.333057285612664,0.431486631153334,6.85758821599977
"T6901",0.134548604,0.107153517,0.105175119,0.10010151,0.152910128,0.109201684,0.099822634,0.145109227,0.112616341,0.160187084,0.465182117900231,0.087386580475724,5.26256048561597
"T0862",0.05421712,0.064530983,0.102833993,0.058633593,0.0612848,0.055950695,0.078343264,0.083330625,0.052724453,0.080878484,0.451113050940612,0.122849719582582,5.42694491441948
"T1653",0.055475117,0.056102095,0.176380589,0.056170971,0.057703576,0.055422175,0.068327775,0.069761346,0.055204475,0.066419899,0.146988897881827,1.04943534967159,9.72200320242827
"T1654",0.053012938,0.049277227,0.186764866,0.049049465,0.049223344,0.050037154,0.052917022,0.055097759,0.051286554,0.056262017,0.000897912071914154,3.12207298186602,19.3294254968366
"T1655",0.059648686,0.057970751,0.173399586,0.05803622,0.058864079,0.058038768,0.06519738,0.066594739,0.058658225,0.069262632,0.0247972607998116,1.96344472214324,13.9587660045612
"T1656",0.054965755,0.055744069,0.154441105,0.056186808,0.057978031,0.054835878,0.063202046,0.06409241,0.054561121,0.067493018,0.058573636931818,1.56686062135717,12.1204557894437
"T1657",0.053719216,0.049505169,0.183339139,0.049362534,0.049186947,0.050222943,0.052716385,0.053503592,0.051858646,0.05723873,0.00086159832093109,3.13420629287364,19.3856677655617
"T1724",0.039726734,0.036198064,0.250257307,0.036212885,0.038454117,0.035936861,0.047913812,0.049518703,0.03806978,0.05400269,0.392243749490092,0.273475791405578,6.12515103500373
"T1725",0.030000505,0.031417982,0.272110155,0.030255107,0.031967837,0.029321046,0.040924205,0.04382946,0.029293019,0.045965626,0.476312570354326,0.0594105117191869,5.13288132583111
"T8308",0.043680543,0.04208364,0.045281891,0.041881677,0.042021512,0.042467204,0.04397981,0.044994595,0.042817738,0.044927631,3.26546175468705e-11,6.53105218791686,35.1312725330266
"T8318",0.040102586,0.04017419,0.040289118,0.039550384,0.040175681,0.03926195,0.046502772,0.04821936,0.039525999,0.048711476,0.11342705178898,1.20850232095555,10.4593359336686
"T2220",0.051172088,0.047037536,0.083452313,0.069432309,0.071360867,0.046854335,0.051321007,0.04504368,0.054234305,0.044935942,0.461843641069785,0.0957900976302657,5.30151381581123
"T2154",0.050754654,0.057333385,0.137366811,0.057332998,0.05773871,0.062310601,0.058926516,0.062623984,0.060758028,0.059737898,0.00617995384214717,2.50169866038898,16.4537669666349
"T2135",0.036910536,0.052115318,0.181254419,0.051630167,0.050139551,0.036869505,0.047816696,0.047449197,0.042610784,0.046715901,0.25611745435989,0.655361693359857,7.89532980208096
"T2128",0.045204202,0.043841709,0.173419136,0.043156242,0.041350266,0.037810959,0.038258801,0.037668114,0.038125037,0.036550593,0.0480323231402732,1.66423915469207,12.5718403815337
"T2130",0.055116885,0.059310064,0.182202848,0.058501175,0.056370606,0.082480732,0.052763567,0.051979448,0.044201384,0.050199369,0.460904157701113,0.0981561324784571,5.31248123992665
"T2119",0.051458507,0.054056115,0.222307706,0.054581615,0.057268418,0.088393268,0.060053637,0.059605291,0.047355338,0.06134471,0.484311503503919,0.0393353702983154,5.03982581132418
"T6045",0.057073672,0.070413325,0.34345065,0.065965037,0.095822632,0.060733537,0.076729571,0.062670675,0.062261071,0.06886192,0.409646761567943,0.228453729970248,5.91645755667677
"T6058",0.050056023,0.057236254,0.388247802,0.053011088,0.083084005,0.052044806,0.06211381,0.054321106,0.05048333,0.059669045,0.432092401492806,0.171049551797992,5.65036850541294
"T6069",0.049904997,0.059729752,0.367059511,0.054712141,0.088141183,0.051982304,0.065434709,0.054636042,0.051522017,0.060325015,0.483582449165764,0.0411643196652418,5.04830365069668
"T6054",0.047463973,0.058557853,0.404742276,0.05299659,0.085479236,0.049788254,0.063464043,0.053120293,0.049694775,0.05989598,0.490666941289937,0.0233966432412956,4.96594406793907
"T6065",0.048704415,0.060045644,0.380137515,0.054509645,0.088221374,0.051184353,0.06534518,0.053228434,0.051174801,0.059938918,0.498485815412366,0.00379550701328554,4.8750857383075
"T6047",0.055997204,0.072091406,0.327951308,0.066529737,0.099259444,0.059343486,0.078792799,0.061252736,0.062412635,0.067303246,0.467010470969848,0.0827869549761116,5.24123956396306
"T6071",0.048374011,0.05998467,0.380524986,0.054164994,0.086246355,0.051043789,0.064588338,0.053302598,0.050981893,0.059237849,0.481523294137547,0.0463308031806994,5.07225216351875
"T6049",0.054987736,0.069571685,0.32411498,0.064021571,0.098676234,0.058124769,0.076240423,0.059960556,0.060636645,0.065022563,0.482094936322616,0.0448964171771583,5.06560326751534
"T6062",0.049896532,0.05738036,0.38558988,0.053649485,0.082093945,0.050877558,0.061987593,0.053075536,0.051017248,0.057285839,0.424833986482257,0.189542086054115,5.73608806542319
"T6073",0.048992592,0.058411788,0.363093047,0.053970207,0.086969705,0.051578657,0.064427988,0.054021954,0.050968121,0.059674286,0.483059877251239,0.0424753592321357,5.05438079151869
"T6056",0.0507885,0.057177826,0.384487213,0.053088857,0.082355549,0.053374902,0.061722123,0.055900367,0.050728315,0.062148407,0.407153846504485,0.234872501772509,5.94621087696676
"T6067",0.049548003,0.059032983,0.388469223,0.053980132,0.086838503,0.051835047,0.064400289,0.053995348,0.050735199,0.05972496,0.478481199273081,0.053965817092236,5.10764320425468
"T6064",0.049044735,0.0574236,0.38312266,0.053333205,0.082881384,0.05052039,0.06237468,0.052800538,0.050316729,0.057230739,0.447545038662165,0.13186625851749,5.46873982146742
"T6075",0.04918074,0.059653851,0.364022948,0.054749926,0.087710392,0.052133439,0.06539497,0.054328878,0.051519452,0.0604818,0.4826861598964,0.0434129939503009,5.05872706631144
"T6029",0.056929687,0.054333865,0.212269749,0.052260217,0.082526655,0.064780055,0.065913679,0.06784085,0.05159729,0.080919016,0.444028719327252,0.140762664606337,5.50997786948434
"T6031",0.056430158,0.051204519,0.213754476,0.051367044,0.082526655,0.060485334,0.055188866,0.062866096,0.052163791,0.071784449,0.428556672028016,0.18004996327715,5.692088655892
"T6035",0.053010937,0.062842269,0.131726744,0.05445233,0.082526655,0.056051326,0.076205082,0.058711378,0.052603249,0.07420263,0.436817200179298,0.159043755855843,5.59471731496602
"T6037",0.069041393,0.068097203,0.159025542,0.066532224,0.082526655,0.072836061,0.075280135,0.076354676,0.066066876,0.091113876,0.189566888615868,0.879493460647145,8.93426130871445
"T6039",0.078774269,0.07098853,0.193712975,0.072213045,0.082526655,0.081611818,0.069768958,0.084090928,0.073568127,0.096021384,0.162178381816167,0.985544338353744,9.42584534202239
"T6044",0.048509769,0.058197102,0.303112707,0.053058642,0.082526655,0.050269981,0.065147829,0.053389113,0.049275149,0.062411088,0.457843272018545,0.105868680103325,5.34823167736293
"T6048",0.05254847,0.060608737,0.188856643,0.054445586,0.082526655,0.054590624,0.071679417,0.058667994,0.052476455,0.074558552,0.431722887701629,0.171989510657017,5.65472555343608
"T6050",0.06928424,0.067931918,0.124865911,0.066551414,0.082526655,0.071405276,0.073448635,0.075848547,0.066327803,0.089795732,0.170443154742645,0.952415484556409,9.27228116678172
"T6052",0.077727394,0.070544983,0.214747573,0.071754728,0.082526655,0.080222514,0.069278465,0.08385543,0.072806612,0.094040286,0.146320316702379,1.05234643762056,9.73549714407414
"T6059",0.053190773,0.059229428,0.128157739,0.052480525,0.082526655,0.056771869,0.07729815,0.061310518,0.050523977,0.077793606,0.47600702487103,0.0601777710665284,5.1364378493858
"T6061",0.06580382,0.061612772,0.168599599,0.06043138,0.082526655,0.067844856,0.069931615,0.073157978,0.060620527,0.088475576,0.314873248636947,0.482083687720421,7.09212380569636
"T6063",0.06443298,0.061601268,0.195090952,0.060674923,0.082526655,0.067223554,0.072255757,0.069785779,0.060557807,0.082435889,0.247958269409949,0.680928807689051,8.01384259003508
"T6070",0.058029555,0.048167823,0.258697,0.048481422,0.082526655,0.060576847,0.054265434,0.065040388,0.051104105,0.073892414,0.4788344366508,0.0530791131236376,5.10353301183892
