"","argA","argB","argC","argE","argF","argH","argI","argR","artI","artJ","artM","artP","artQ","lysO","pval","z","inv_cof_var"
"T5719",0.241714814,0.154271474,0.145689663,0.13785327,0.205238964,0.125700352,0.11513261,0.108814183,0.195298302,0.126525685,0.145034923,0.131469921,0.163362492,0.110211191,0.0010712160132219,3.06974277387511,3.84736343797571
"T5720",0.184386741,0.125411797,0.13683648,0.129898201,0.196627126,0.124184465,0.103769701,0.109418333,0.179179856,0.118256874,0.135437418,0.121803314,0.16170343,0.101507103,3.5998155364426e-05,3.96959032602248,4.48887719025446
"T5721",0.339380445,0.118637728,0.131407844,0.128827015,0.208127523,0.127880258,0.11105322,0.116161182,0.169896363,0.130197022,0.13218911,0.126380498,0.151169371,0.111912492,0.121594794606588,1.16705145834847,2.49090851142858
"T5722",0.111014286,0.12312932,0.128800649,0.119290398,0.203341455,0.116872025,0.081281712,0.083556475,0.176474819,0.123544977,0.130713419,0.111243604,0.14926209,0.086637087,0.00241075257669616,2.8187233660993,3.66840823407171
"T5723",0.118146744,0.125223989,0.143244173,0.133988326,0.16434956,0.109116175,0.089956623,0.104865004,0.16276055,0.112396087,0.143926924,0.126196364,0.158181944,0.091566401,5.06704676306083e-07,4.88901663025233,5.14434890539413
"T5724",0.111848558,0.113455028,0.117262979,0.116442203,0.145164151,0.116108924,0.102224088,0.178610957,0.117434074,0.106474999,0.112853704,0.103344229,0.107414857,0.100772444,5.93988500852087e-09,5.70144265568241,5.72353864345456
"T5726",0.327783764,0.173582994,0.11625413,0.096113089,0.13881837,0.107678167,0.06676972,0.065172384,0.140975184,0.105753116,0.116115084,0.100975915,0.136230044,0.064375932,0.369742603777375,0.332535143245199,1.89597030065923
"T5728",0.063514561,0.061466045,0.122293301,0.112774275,0.205209011,0.104501311,0.062030817,0.061522704,0.11891548,0.082487002,0.112186247,0.077138475,0.153622272,0.062604533,0.15829301924312,1.00149814086665,2.37288326410028
"T5730",0.083196365,0.09255763,0.101126771,0.10068582,0.140604118,0.075484843,0.073337573,0.085471702,0.076556357,0.094894267,0.105755502,0.085942554,0.136457985,0.073222047,5.39999030357716e-05,3.87187845725162,4.41921704901411
"T5732",0.101413301,0.120310814,0.119528783,0.108822939,0.203767934,0.108931467,0.101396833,0.210235371,0.103626688,0.103308983,0.120409101,0.10293503,0.153105325,0.144445669,0.00485842658661719,2.5857459103058,3.5023153870047
"T5734",0.078142812,0.070784625,0.106957696,0.084000663,0.200472856,0.108332258,0.07041933,0.070735139,0.201070064,0.117265274,0.12409852,0.098385363,0.185868794,0.093819323,0.136473034394458,1.09630329300491,2.44047116689386
"T5736",0.101435768,0.103244793,0.142711219,0.132050225,0.127262584,0.114860832,0.103374003,0.112822851,0.195959753,0.104389789,0.128090537,0.11333112,0.195046084,0.104011706,0.000473050912279782,3.30608263142643,4.01585338771105
"T5738",0.073280742,0.108313002,0.092919863,0.100010019,0.136647408,0.073023337,0.07364922,0.084121269,0.074461173,0.088572723,0.089877786,0.081763799,0.117225381,0.07304238,1.01830637007324e-05,4.26083860129047,4.69651210959831
"T5740",0.081668007,0.081683162,0.085564606,0.086953973,0.17657416,0.08230112,0.084788307,0.159608402,0.336200457,0.092377981,0.098647919,0.08586149,0.099387031,0.113326537,0.46645107055817,0.0841940596708172,1.71892451108233
"T5742",0.082909317,0.075564607,0.10639627,0.104020939,0.130882776,0.069948906,0.070080929,0.083408865,0.150205993,0.099650802,0.108434783,0.093087982,0.121118572,0.070343156,0.00059638395935552,3.24060390932556,3.96917270206701
"T5744",0.236794562,0.111986867,0.143081857,0.146115533,0.11387762,0.115812823,0.107633553,0.148738529,0.193312942,0.12390544,0.126042903,0.11425909,0.141251183,0.106276214,0.0017344510509272,2.92280812400514,3.74261169602464
"T5746",0.137478346,0.089929316,0.11024393,0.103199601,0.098619205,0.087595991,0.09630582,0.148489324,0.162665969,0.097915281,0.110127069,0.090866185,0.145693923,0.092454655,4.72431985964597e-05,3.90433098341743,4.44235290328395
"T5748",0.124663436,0.143845975,0.140244737,0.134390649,0.178733421,0.129881918,0.103209775,0.14524206,0.092730678,0.135089866,0.140786167,0.123929854,0.141046959,0.10807263,7.50982639683892e-11,6.40517548276102,6.22523949869787
"T5750",0.093027544,0.101938224,0.107086909,0.109028737,0.146668291,0.125945257,0.090697408,0.091122488,0.113381992,0.09685477,0.094461485,0.098097648,0.136268659,0.090627877,8.30255008921901e-10,6.02795136232281,5.95631121148424
"T5752",0.186019326,0.133437264,0.127697661,0.120669645,0.173323654,0.098276446,0.087809799,0.088813457,0.355729408,0.110539377,0.093807999,0.089831226,0.208969427,0.088459917,0.364234901790209,0.347161751823035,1.90639781199656
"T5754",0.074161225,0.069936212,0.086846197,0.084405722,0.131416996,0.070936277,0.070215063,0.15199934,0.087695083,0.081811776,0.089661472,0.073377543,0.119950141,0.069994193,0.00500879081649695,2.57522182794685,3.49481262328958
"T5756",0.2914355,0.153451356,0.141483982,0.137684167,0.19189623,0.127462929,0.118909639,0.118681677,0.170863874,0.131928067,0.13736341,0.124285321,0.246968772,0.118099413,0.0282968150669539,1.90643624389691,3.01802614043482
"T5758",0.274983263,0.089414218,0.137138131,0.116425598,0.238721877,0.072745829,0.079264268,0.096449849,0.077716776,0.072563526,0.125701616,0.095788387,0.178993698,0.0754386,0.355276352578115,0.371113890972839,1.92347362292078
"T5760",0.09456482,0.09310532,0.111646366,0.096591406,0.192811222,0.08592571,0.093784556,0.09263799,0.187498936,0.108248019,0.106527955,0.09245522,0.12502757,0.088648911,0.0137526657213204,2.20427042684136,3.23035624435256
"T5767",0.133054587,0.193757426,0.165974469,0.151590295,0.301201248,0.154760725,0.070209789,0.091155168,0.24846777,0.164466563,0.174205928,0.138191087,0.243795281,0.078282592,0.119265864071006,1.17866467258474,2.49918773230655
"T5769",0.159465997,0.195754307,0.155676018,0.153906878,0.302552324,0.158363849,0.073974409,0.082674024,0.211386073,0.153003102,0.163492783,0.132354474,0.255790494,0.078490526,0.114054494942496,1.20524433973859,2.51813674424696
"T5771",0.142987617,0.199804831,0.130514531,0.153360825,0.305487584,0.156050325,0.080212215,0.092919481,0.250270265,0.15737979,0.163126674,0.135993681,0.255086232,0.085661675,0.12669193249236,1.14216879289684,2.47316931544757
"T8378",0.045617856,0.138868757,0.183369128,0.101586861,0.304112886,0.133044161,0.257108588,0.162092503,0.28081068,0.197921423,0.101043062,0.119797933,0.13523435,0.300361526,0.242553947939233,0.698110813739492,2.15659424697209
"T8379",0.133795838,0.209757351,0.234254138,0.147182272,0.251999099,0.056742414,0.24703939,0.189895222,0.246546421,0.195732485,0.141135142,0.166883058,0.208094496,0.247770115,0.00837984355892768,2.39193769630305,3.36414683357512
"T2822",0.083172292,0.154142479,0.113372422,0.168793048,0.104218316,0.116437558,0.065679821,0.073548743,0.275793888,0.119478597,0.319103682,0.098271808,0.156415992,0.040258705,0.4616467989762,0.0962857882782183,1.72754487146667
"T2819",0.118679358,0.170163335,0.141396229,0.19308852,0.137068185,0.145249861,0.093306917,0.081867348,0.109956383,0.14494463,0.075687917,0.228289501,0.175962599,0.044523881,0.0792645597257226,1.41003577563265,2.66413538830776
"T0320",0.041203779,0.174168487,0.126235036,0.201845001,0.157284137,0.076605504,0.048983729,0.289734206,0.233423489,0.137019456,0.094650841,0.072708241,0.194200456,0.041356253,0.450931467755779,0.12330834171637,1.7468096231581
"T5662",0.092150653,0.095259976,0.09445301,0.15298393,0.088969912,0.120488716,0.09108838,0.097579332,0.16412069,0.095828545,0.098087945,0.101836275,0.18569222,0.104398084,0.00292629365568507,2.75592802993342,3.62364057133457
"T5664",0.064555892,0.160962106,0.088349078,0.108880554,0.216662131,0.098693489,0.050031996,0.122417402,0.098400799,0.067453224,0.089867494,0.28755846,0.253458249,0.059462367,0.49057313456913,0.0236318468359263,1.67574887282083
"T5668",0.091336535,0.165675761,0.119542903,0.207444375,0.075218732,0.124206785,0.080016543,0.092703998,0.193167851,0.079659092,0.103099822,0.287276674,0,0.075869559,0.480925186792546,0.0478316986574777,1.69300128153116
"T2668",0.061937393,0.157639342,0.083330588,0.198174033,0.078347117,0.09273631,0.051783464,0.076269009,0.173409127,0.093617553,0.042033281,0.122498388,0.184807678,0.044807223,0.342997625605191,0.404295748864773,1.94712942785467
"T2670",0.088307892,0.183680107,0.11487523,0.07367484,0.108514141,0.127408333,0.070401095,0.076753364,0.2138546,0.129242615,0.050310356,0.047994365,0.196154091,0.047799275,0.332713906665302,0.432431520214605,1.96718780797563
"T2671",0.086840712,0.186815714,0.116327399,0.077355374,0.108731827,0.130158051,0.068181648,0.090820099,0.198693228,0.127715692,0.046913145,0.102781168,0.203702906,0.042136344,0.237027937600368,0.715895503390144,2.16927319793848
"T2672",0.071581238,0.171915214,0.099222214,0.050953455,0.091281218,0.110687186,0.056393513,0.074238602,0.144031696,0.112648105,0.05103599,0.136248697,0.20091764,0.058670981,0.236452351858792,0.717760935790368,2.17060309046954
"T2678",0.076681429,0.153604321,0.097675886,0.190579851,0.093061355,0.103681274,0.062738204,0.050813104,0.238856736,0.10379858,0.070027597,0.254274977,0.174302176,0.0533603,0.412593582523406,0.220878337479329,1.81636862117098
"T2679",0.087861945,0.156402267,0.10928934,0.148757602,0.104420407,0.111419316,0.073741844,0.286480335,0.248352144,0.116527426,0.078912366,0.240537179,0.173067475,0.065796892,0.301819953657254,0.519173284369599,2.02902721007163
"T2680",0.113404084,0.20287655,0.148357366,0.163643012,0.139817417,0.160560816,0.085279193,0.323643986,0.258698241,0.157766689,0.090209863,0.168030518,0.222436893,0.041650966,0.213550291489659,0.794162935358256,2.22507113153653
"T2681",0.068301924,0.154832862,0.094519984,0.146061689,0.087051097,0.107162576,0.056748997,0.237650288,0.220848961,0.103425583,0.060804986,0.21523477,0.17192556,0.065956448,0.305844009932546,0.50766539624905,2.02082307763676
"T2682",0.102492404,0.163718914,0.126174321,0.153587681,0.122416911,0.139238146,0.085290855,0.285214554,0.203853534,0.136500288,0.09062469,0.235714163,0.177191419,0.069316262,0.1277884979845,1.13690740556067,2.46941839972394
"T2684",0.092665185,0.160857364,0.114869176,0.132853397,0.111044428,0.127619544,0.075451538,0.334550878,0.264129779,0.12297972,0.075062123,0.21430354,0.176168638,0.068312654,0.358471177965027,0.362548274244418,1.91736707641197
"T2685",0.091252787,0.150833969,0.113751597,0.106991706,0.11280684,0.128089096,0.071682828,0.328889156,0.225628813,0.125594668,0.067267623,0.123763408,0.166465803,0.062388247,0.36905072258621,0.334368580896532,1.89727738369176
"T2686",0.08160247,0.14216008,0.101089544,0.094042679,0.09850908,0.110176686,0.072612742,0.276531546,0.251165705,0.111630387,0.071640919,0.163571526,0.158756061,0.076163105,0.313723974215446,0.485322005189254,2.00489416545247
"T2687",0.097350982,0.152784384,0.11856216,0.10690954,0.113015688,0.129885023,0.08344913,0.29612963,0.271121685,0.126631303,0.086920669,0.240449163,0.169925865,0.075553135,0.283447524834378,0.572630284933164,2.06713744433883
"T2650",0.083746749,0.130438689,0.103767911,0.340803585,0.100247241,0.099407186,0.059163671,0.092323135,0.184070672,0.108590039,0.073232413,0.149205792,0.151207573,0.061117488,0.462539580544845,0.0940377604939375,1.72594222140035
"T2664",0.08145713,0.185162677,0.116567323,0.047134931,0.107362007,0.131173625,0.058716227,0.065437393,0.279661227,0.131948358,0.077052895,0.203481676,0.211341956,0.03898138,0.46357249145625,0.0914374785233461,1.72408844445785
"T2428",0.067055826,0.12863612,0.093685528,0.166895176,0.06246552,0.097258595,0.032967077,0.108393291,0.116361383,0.098409921,0.060063349,0.0895433,0.164863086,0.070972649,0.114381390807206,1.20355199947976,2.51693025149495
"T2436",0.063906575,0.123699591,0.080817563,0.165186463,0.05548572,0.086440138,0.051260512,0.107788937,0.142313285,0.084300229,0.059561665,0.178400172,0.143268962,0.041509636,0.222697992369354,0.763113038559097,2.20293523112099
"T5731",0.094849434,0.143112857,0.159076631,0.14276144,0.256824502,0.14427625,0.106859256,0.106008131,0.217563122,0.131982949,0.160713291,0.127245514,0.180365474,0.099770041,0.0140495107612585,2.19590112052808,3.22438965025093
"T5733",0.097889898,0.093895131,0.124328173,0.118310191,0.186448778,0.101344593,0.08687605,0.087980425,0.161952029,0.12065215,0.125636339,0.113018305,0.153148275,0.087448132,0.00086382984838233,3.1334472488764,3.89277923834935
"T5735",0.231958378,0.101004753,0.157052175,0.150217406,0.180263823,0.12092912,0.086911418,0.094370187,0.18010746,0.133688633,0.149420441,0.134189575,0.177796749,0.089214571,0.0080180278158426,2.40809390626521,3.3756648188724
"T5762",0.148166237,0.208962132,0.144946337,0.156821632,0.313925505,0.159216542,0.05791094,0.075570589,0.27449537,0.153118945,0.179583429,0.135582558,0.266609377,0.064765225,0.241427492631999,0.701718096309012,2.15916592855435
"T5764",0.156746995,0.205725517,0.120828093,0.158189582,0.305099497,0.16378585,0.071902257,0.078805895,0.264176899,0.118568645,0.105369168,0.141703412,0.257683036,0.078303024,0.24544541372745,0.68889264626409,2.15002248802007
"T5766",0.151663464,0.202519144,0.147571107,0.161519146,0.309394858,0.163572604,0.06794546,0.082963608,0.261214765,0.123614217,0.175240057,0.142006096,0.258445761,0.077328391,0.178758424941401,0.92010699393257,2.31485839094554
"T5768",0.152093739,0.201025031,0.174281566,0.162562363,0.302905469,0.163058082,0.066436344,0.092596631,0.265184531,0.169877095,0.179234156,0.145256931,0.25130168,0.078412428,0.114268614274997,1.20413545408756,2.51734620434589
"T5770",0.152676048,0.202111633,0.076475117,0.155224276,0.309030725,0.159004949,0.063390167,0.084901813,0.265704678,0.155894555,0.172307437,0.138071021,0.260442167,0.075973038,0.251190368997653,0.670748535105458,2.13708730049485
"T5772",0.179472989,0.21156155,0.077788466,0.172694499,0.312418475,0.173212525,0.059653659,0.086155672,0.27196718,0.154660887,0.176857475,0.15110468,0.264982838,0.077744322,0.232285412476157,0.731341111783492,2.18028458555964
"T2431",0.097843567,0.149162796,0.118971272,0.175794834,0.05697607,0.111471848,0.074868839,0.027271352,0.070269591,0.120965056,0.097521228,0.207876473,0.170777182,0.030533093,0.323245907547244,0.458641242097114,1.98587308082091
"T2432",0.079878347,0.121227817,0.094621615,0.149943543,0.066241274,0.086418032,0.070304308,0.099554296,0.114065018,0.097033239,0.078971154,0.220977005,0.133185239,0.048848525,0.144999466648262,1.05812395774414,2.41325259129825
"T2429",0.085741248,0.139635286,0.107150927,0.174272072,0.056086532,0.105449606,0.055698546,0.124986756,0.202005036,0.108596756,0.071740806,0.216501752,0.122991891,0.040379152,0.250319980354162,0.673483156807088,2.13903685008765
"T2430",0.079773568,0.134826638,0.100203009,0.167167518,0.078983471,0.097933778,0.050253524,0.116155739,0.256870783,0.103354835,0.066434427,0.249986967,0.113762074,0.027857567,0.450902080418904,0.123382567341821,1.74686253963199
"T2433",0.072225826,0.127274953,0.090213813,0.156537995,0.060319959,0.077123521,0.061027497,0.095121993,0.065313428,0.092936754,0.068934135,0.224441388,0.143452889,0.045747694,0.305778946020585,0.507850926464858,2.0209553446909
"T2434",0.076965014,0.130584827,0.095363485,0.163225305,0.067000167,0.089225081,0.061756367,0.107328013,0.030335678,0.097792143,0.072841339,0.241033606,0.147114775,0.028712897,0.425552926183262,0.187707625345282,1.79272076220188
"T2435",0.080414421,0.13945115,0.099321215,0.17993511,0.066217596,0.097434078,0.061509762,0.068603034,0.026967318,0.102889315,0.068365933,0.203887711,0.159206812,0.02614401,0.408797465848319,0.230639431186869,1.823327439735
"T5527",0.17979579,0.207437607,0.064145918,0.166423359,0.328387888,0.118572282,0.056173199,0.095789432,0.139982743,0.099435981,0.186931823,0.055733918,0.075905773,0.057861433,0.483620061684888,0.0410699593312995,1.68818074414489
"T5533",0.19393331,0.15079326,0.130369927,0.141838317,0.324451589,0.113635608,0.062270913,0.073569972,0.164427292,0.130665808,0.207280354,0.09364378,0.102546169,0.071672457,0.299931486410474,0.524597575076683,2.03289426185907
"T5529",0.17396342,0.216943817,0.106016274,0.164264992,0.297924888,0.142807478,0.078941242,0.115723933,0.069441127,0.081640999,0.200519819,0.089309667,0.111230529,0.05376663,0.322040446955829,0.46200059479244,1.98826800977044
"T5531",0.136293304,0.182049068,0.137667308,0.14511316,0.320598106,0.145830309,0.07341384,0.095649421,0.121601653,0.072414441,0.169699396,0.088019076,0.217489819,0.073612644,0.274680818894527,0.598716971516026,2.08573500361913
"T0071",0.070046292,0.133397748,0.10192996,0.134437829,0.081502174,0.110037401,0.078138195,0.11134974,0.218163156,0.105914209,0.072854493,0.097879925,0.214263171,0.076359241,0.147390550640376,1.04769077040662,2.40581462789973
"T0249",0.07172589,0.105383407,0.106608858,0.111119177,0.112456882,0.080344865,0.054119878,0.112441543,0.112698851,0.093682666,0.112595477,0.112784542,0.11102766,0.098374982,8.22990711287842e-08,5.23543343086684,5.39131422866949
"T0604",0.076414152,0.165482307,0.080342922,0.161978498,0.157865764,0.116013573,0.046873082,0.118317967,0.227434514,0.092190258,0.078676279,0.27491364,0.167190668,0.03587541,0.375206931585452,0.318093698872834,1.88567479544223
"T0605",0.072501111,0.16757945,0.076331324,0.155465768,0.163886449,0.106080193,0.047723689,0.110904917,0.230936372,0.085977499,0.072065538,0.290424143,0.158374094,0.037738083,0.44334033244038,0.142505589206003,1.76049560612389
"T0606",0.083381219,0.152912876,0.085169566,0.160871687,0.152359902,0.10855806,0.056446741,0.116425599,0.235740669,0.096284597,0.086060504,0.294142564,0.167852513,0.047274468,0.361169336131732,0.355334954057317,1.91222460079088
"T0601",0.037150239,0.066482406,0.056479394,0.12618367,0.191164833,0.193592686,0.036569375,0.09207727,0.179228613,0.06073063,0.044869695,0.185326095,0.119147982,0.150747433,0.42117200695894,0.198896108181276,1.80069718619648
"T0602",0.059667329,0.061009128,0.062934653,0.096675552,0.121389129,0.181689214,0.061060935,0.079277825,0.138759581,0.064994272,0.05948359,0.075928615,0.098764591,0.09391446,0.126921846992706,1.14106303145376,2.47238100283753
"T0603",0.053528405,0.054365591,0.061265589,0.108542301,0.148451704,0.173302491,0.053017851,0.087788035,0.1443347,0.065433343,0.056241847,0.073102843,0.110577037,0.079331897,0.201447791704949,0.836461044032964,2.25522603760418
"T0586",0.078784134,0.126389368,0.224140974,0.166095725,0.259921546,0.164569508,0.167647186,0.053252917,0.272213961,0.219397511,0.292794817,0.218396981,0.167318068,0.064562678,0.177922385776313,0.92331174000083,2.31714309869459
"T0587",0.064057544,0.156642523,0.223467084,0.10613173,0.287216603,0.169049495,0.066647348,0.076338682,0.234853359,0.233068757,0.195714239,0.203219053,0.147651912,0.07164898,0.235141146315361,0.722019818926089,2.173639307098
"T0588",0.076643125,0.151233406,0.214135601,0.135651163,0.26574586,0.171785755,0.154295236,0.082210286,0.250849579,0.256357218,0.217522883,0.220559002,0.138933759,0.078483949,0.0944113177844544,1.31407003907136,2.59572008884429
"T0592",0.054964141,0.2778324,0.194897423,0.234672078,0.190850706,0.190321759,0.193510591,0.073815958,0.289354282,0.288481416,0.119154303,0.288945133,0.086346277,0.045920431,0.316534948563712,0.477410417996232,1.99925388563556
"T0593",0.049475421,0.285946228,0.181691551,0.19055725,0.176240332,0.174577634,0.198821184,0.067762429,0.287680466,0.270367426,0.104531508,0.281479723,0.078233506,0.035130426,0.381033489021308,0.302767598135111,1.87474860647989
"T0594",0.049146675,0.273219888,0.192674736,0.236133698,0.199553495,0.194781884,0.211966981,0.059690052,0.27890781,0.275732996,0.141660261,0.278421463,0.077046738,0.037597085,0.32572863554168,0.451738650022942,1.98095212756456
"T0572",0.088589934,0.081906593,0.096505582,0.132699729,0.072283186,0.08005516,0.07333119,0.150103459,0.220620877,0.107465186,0.269914383,0.324124306,0.085646081,0.215625786,0.455056563325,0.1128958498327,1.73938641383456
"T0578",0.074382633,0.04399994,0.098716839,0.120296533,0.069816896,0.074215497,0.079290607,0.060148298,0.218252891,0.097162824,0.093359859,0.14418968,0.145886836,0.053302014,0.262354295760301,0.636104072163459,2.11238878421332
"T0579",0.06426377,0.030840595,0.104912819,0.13669062,0.042364564,0.061165946,0.076487968,0.101580677,0.197476166,0.08878028,0.092446424,0.189604777,0.153047674,0.044592424,0.384280622878144,0.294257369146075,1.86868154665573
"T0580",0.073227224,0.027578742,0.093741274,0.102433239,0.069776823,0.071332754,0.067537313,0.067284665,0.164285522,0.095210565,0.083144378,0.051218469,0.148297141,0.03520455,0.239863243705983,0.706742541427845,2.16274792489763
"T0581",0.072849618,0.060408239,0.08438197,0.095426726,0.066765426,0.121437699,0.066383394,0.178526835,0.147225437,0.085389319,0.078339086,0.057298909,0.142073334,0.046918591,0.159806430759373,0.995253758789618,2.36843155784477
"T0582",0.066255478,0.101921616,0.081377636,0.099400127,0.065171502,0.102530269,0.06208745,0.108440743,0.152510412,0.08703346,0.07358135,0.062288088,0.139916864,0.034711623,0.0594593148589637,1.55932858391277,2.7705682939699
"T1133",0.065867534,0.133770444,0.093762467,0.177163205,0.06220717,0.11032393,0.042782006,0.028721993,0.058788846,0.066917479,0.056627062,0.13692756,0.180092833,0.028419691,0.457220285385738,0.107439183101065,1.73549628073191
"T1094",0.118402132,0.077664586,0.137479218,0.107711098,0.130097333,0.148014053,0.100365601,0.17068704,0.226549837,0.144081824,0.119878559,0.195334188,0.130315408,0.074228118,0.0157372747424993,2.15102090754572,3.19239392634784
"T0112",0.075199897,0.205980196,0.114885047,0.133980499,0.089961127,0.13780105,0.050763999,0.190626352,0.035874024,0.123302732,0.126432558,0.247847757,0.099669854,0.040273137,0.362331293624264,0.352234257649968,1.91001407148265
"T0113",0.05576343,0.148058497,0.0754918,0.045522815,0.066947169,0.090264302,0.04705801,0.135306819,0.238285416,0.082872168,0.060508093,0.111241701,0.186332496,0.06177448,0.452634042825093,0.119009176508629,1.74374468888395
"T0114",0.105514423,0.201632419,0.14674209,0.092725318,0.135398712,0.160573389,0.079660859,0.076608828,0.21648879,0.157030032,0.124839311,0.122897425,0.201906539,0.045505132,0.0931045513159901,1.32187702934285,2.60128580007073
"T0116",0.072244509,0.095215472,0.105960845,0.249006757,0.094141785,0.124654194,0.054369151,0.165657504,0.166477797,0.113233527,0.083996176,0.069408205,0.20831808,0.051093578,0.31646423343847,0.477609080177426,1.99939551464926
"T0117",0.062318397,0.084435694,0.082694432,0.06230772,0.073751455,0.099740168,0.056564372,0.158217141,0.056614023,0.087261825,0.067257531,0.109005368,0.213402271,0.078011799,0.267263992643869,0.621108882551253,2.10169850636426
"T0100",0.047636031,0.183874474,0.07009044,0.22604474,0.057680891,0.071523889,0.044037634,0.16534382,0.070038336,0.092543883,0.058962027,0.131490215,0.196084579,0.063184635,0.478593354359025,0.0536842784491426,1.69717366652426
"T0101",0.079548476,0.163624187,0.109362331,0.107126304,0.092496214,0.125788159,0.068907256,0.163801623,0.253181675,0.119547532,0.090411901,0.233276204,0.196806247,0.054365727,0.23557162351657,0.720620159527347,2.17264147057485
"T0118",0.0793199,0.081588417,0.111736224,0.261935388,0.085658064,0.118372136,0.064899299,0.144775939,0.111704089,0.111723998,0.066864663,0.13338261,0.175294549,0.069271141,0.234821870083481,0.723058832184678,2.17438003400512
"T0094",0.079200554,0.209293487,0.119087864,0.307423493,0.105267349,0.139997488,0.053088248,0.190908665,0.153802108,0.132193367,0.095527981,0.341482137,0.251132645,0.037011945,0.463233566652406,0.092290629332741,1.72469666745706
"T4023",0.166678472,0.207350793,0.125747974,0.162391883,0.282159437,0.144005088,0.068959664,0.127577535,0.275923844,0.162075814,0.137115786,0.139418763,0.131663448,0.058482401,0.135856640975473,1.09912560701644,2.44248323354595
"T4024",0.165267518,0.197882816,0.116446131,0.156441973,0.303533876,0.057009678,0.069887574,0.099309384,0.255597211,0.163342637,0.151749293,0.135371241,0.086202462,0.13652739,0.228328745261546,0.744362018518768,2.18956736986892
"T4025",0.16276598,0.201263341,0.137827317,0.171351167,0.301052936,0.081335235,0.070319347,0.101359332,0.241656583,0.174809934,0.122827133,0.129439536,0.104734318,0.109511946,0.166298628492955,0.968895648170583,2.34964049661907
"T4026",0.158589858,0.195665568,0.067234178,0.158368853,0.221197873,0.08470719,0.078558652,0.082530101,0.162674905,0.177158013,0.130326006,0.122422258,0.133872735,0.138934463,0.035695142176658,1.8029868216399,2.94427561804379
"T4027",0.162262308,0.208936247,0.171562644,0.169359726,0.297058322,0.100387712,0.084458501,0.09669221,0.267275235,0.170498905,0.084706959,0.140219373,0.095899509,0.083104922,0.218238808220054,0.778155043209931,2.2136588840579
"T4028",0.168077454,0.20767635,0.170573221,0.169653023,0.314692704,0.07204886,0.082656383,0.043189045,0.281290705,0.180913196,0.089056669,0.131188402,0.072335866,0.117913569,0.378658070586855,0.309007079975593,1.87919681928906
"T4029",0.166620187,0.207998191,0.178054393,0.165119058,0.303834895,0.0732449,0.086525723,0.159729528,0.215322517,0.172164958,0.072522612,0.141832633,0.069134067,0.074620008,0.237011445644096,0.715948917962674,2.16931127792522
"T4030",0.182489389,0.199036268,0.164163819,0.162041495,0.309723329,0.081604426,0.076457149,0.11600467,0.102287353,0.165689097,0.108721303,0.123793683,0.079332902,0.099283907,0.211966142765668,0.799617775343768,2.22895996232663
"T4031",0.176278699,0.200314868,0.169499442,0.173905482,0.27098393,0.096447524,0.082841677,0.109048565,0.177933743,0.162504172,0.082291576,0.141311538,0.092424077,0.073233414,0.112938481997745,1.21104811728121,2.52227433744246
"T4032",0.167350507,0.194994798,0.168858567,0.162636584,0.284292657,0.080068345,0.098350228,0.098424456,0.218654135,0.162988715,0.080008179,0.141078766,0.107206825,0.08002794,0.143696380899374,1.06385859622166,2.41734089429901
"T4033",0.1675261,0.213572457,0.183250085,0.17748201,0.291716105,0.121286615,0.060738116,0.133547455,0.234378221,0.181943611,0.065670043,0.150417853,0.161394978,0.069441969,0.149029077725165,1.0406066245099,2.40076424241493
"T4034",0.186739218,0.215667245,0.185218123,0.185413222,0.294984457,0.082013083,0.080130033,0.112195468,0.214436047,0.174756331,0.080310381,0.147473652,0.106601177,0.072437415,0.185752816211619,0.893656638273284,2.29600156695619
"T4087",0.12547076,0.184929047,0.165910039,0.088461936,0.289016181,0.148198572,0.096990818,0.113063809,0.244992623,0.15274791,0.115032872,0.12570585,0.079970407,0.109293346,0.13789700895871,1.08981642342516,2.43584658794744
"T4088",0.149537013,0.23483625,0.188289272,0.091573417,0.243808196,0.163932408,0.077530323,0.131858848,0.310282025,0.179110454,0.057878378,0.17711135,0.070402826,0.028339355,0.380843715459372,0.303265637769062,1.87510366581588
"T4089",0.13739898,0.19600844,0.177078416,0.145806521,0.308160837,0.147183853,0.077678243,0.159627153,0.185805585,0.115583396,0.104475916,0.111821791,0.247339586,0.039549074,0.204091756427654,0.827094479705523,2.24854848448608
"T4090",0.157208124,0.193149944,0.172412827,0.160532329,0.237729024,0.144159579,0.110084409,0.120866996,0.251741892,0.151665899,0.061468965,0.133779781,0.217683997,0.06104167,0.0738049774045902,1.44802537241011,2.69121869671717
"T4091",0.122586009,0.185785751,0.146808073,0.139148232,0.302427732,0.090643425,0.07541412,0.14574219,0.255675005,0.087381695,0.060984216,0.116813298,0.076900167,0.0656085,0.390298226306629,0.27854183868346,1.85747772786213
"T4092",0.167903977,0.20184165,0.165255825,0.123007406,0.30565218,0.127467609,0.118920722,0.113857275,0.297284833,0.160279323,0.085122733,0.157525556,0.160611079,0.094626549,0.136887596097085,1.09441001797484,2.4391214249673
"T4093",0.141255003,0.183369631,0.165814478,0.076344255,0.290997166,0.15681822,0.103846637,0.110339348,0.251293886,0.130185768,0.099707365,0.140771429,0.074387266,0.09961625,0.186033374223959,0.892608718767606,2.29525449066246
