"","crp","lsrA","lsrB","lsrC","lsrD","lsrF","lsrG","lsrR","oxyR","rbsR","tam","pval","z","inv_cof_var"
"T8404",0.309379273,0.045087806,0.045639171,0.046991407,0.046057733,0.046346101,0.048058374,0.047534389,0.101576891,0.049024831,0.048052183,0.435894160690564,0.161387360068783,3.02942275553909
"T8405",0.193747091,0.162970601,0.16127601,0.195879643,0.178649203,0.189734647,0.173924667,0.193070822,0.076367286,0.162998429,0.178419112,0.182208540727549,0.906980552505914,4.87048196827885
"T8399",0.304812619,0.041778489,0.046436812,0.050585901,0.04780513,0.048213135,0.056046405,0.053204778,0.069995145,0.043927758,0.05680794,0.0674284304071983,1.49522066973093,6.32299642000052
"T8401",0.411057665,0.041396605,0.03784115,0.046141884,0.039749271,0.042612907,0.064867159,0.050805213,0.010648175,0.049544756,0.061018258,0.441158520944808,0.148032598348429,2.99644645244433
"T1995",0.083838462,0.058368853,0.060579087,0.054768644,0.058703611,0.058680344,0.079797305,0.061315434,0.063058828,0.055087741,0.053411207,0.0137097076849183,2.20549447075577,8.07684307285166
"T1996",0.173723924,0.053978085,0.056952539,0.047633793,0.054721559,0.054644935,0.072393521,0.058399531,0.052459247,0.048003414,0.046073894,0.0301361011971939,1.87879710578741,7.27014419247861
"T1997",0.111213524,0.043136969,0.04508856,0.049481928,0.043452344,0.043491956,0.060729971,0.044119509,0.049106749,0.050080528,0.058014279,0.0188406951999091,2.07830375961236,7.76277685966634
"T0853",0.962300652,0.025243246,0.026764096,0.025257581,0.027815913,0.02841149,0.02557012,0.03298542,0.04677765,0.052775557,0.05482939,0.458094964961501,0.105234255171007,2.89076645858704
"T8142",0.42287399,0.044756451,0.052565754,0.034589873,0.041531752,0.051865176,0.058310208,0.040874646,0.072323397,0.038799715,0.042914355,0.252584459777917,0.666378940918426,4.27637539903127
"T8143",0.192749268,0.047240827,0.05150617,0.039940107,0.045548348,0.051725441,0.054724016,0.04468301,0.069291475,0.041545998,0.046366095,0.0954489209383499,1.30792767437234,5.860522381766
"T8144",0.186084698,0.053379076,0.058737433,0.048743149,0.051806011,0.059519357,0.061867436,0.051575761,0.089893589,0.055830925,0.052725861,0.17371114503577,0.939600947535606,4.95103001968516
"T8222",0.547193159,0.061619799,0.073987491,0.027796179,0.071518698,0.04914559,0.075506935,0.057960944,0.051266588,0.027791941,0.037249135,0.446714473406597,0.133966649115402,2.96171404651027
"T0717",0.292703696,0.113140644,0.120860855,0.058548299,0.11503005,0.103145381,0.127770869,0.083918228,0.069463991,0.064973368,0.054301714,0.400155426070218,0.25294482241127,3.25550141512251
"T0718",0.32132625,0.087309243,0.092837734,0.049557334,0.089057303,0.079864106,0.097808805,0.061034267,0.074828052,0.052653571,0.058598941,0.262279385563811,0.636333965597314,4.20218671387084
"T0719",0.283606566,0.086626027,0.093821275,0.045388107,0.088994738,0.077092732,0.101035904,0.056903316,0.067182803,0.047564631,0.053802522,0.358425551422337,0.362670414610593,3.52644180787419
"T0928",0.357964419,0.060893358,0.067104998,0.027032721,0.060387742,0.054142233,0.070948133,0.044386267,0.042250855,0.02368693,0.028438919,0.478712059608862,0.0533863018136763,2.76274067568229
"T0929",0.369848302,0.047998931,0.054147288,0.021849709,0.046885468,0.041247398,0.058464449,0.032506782,0.033626196,0.021705267,0.034864769,0.422647675850951,0.195124667687039,3.11272874818181
"T0930",0.349377367,0.06733212,0.073706317,0.041994112,0.066473408,0.060886293,0.078179027,0.052089336,0.05592248,0.04139279,0.049763967,0.209812767390362,0.807071076485079,4.62378006282433
"T1992",0.047276943,0.065661572,0.070440947,0.047963497,0.066307018,0.061110246,0.07424954,0.052554393,0.047849724,0.047384644,0.054177811,0.0967654949435886,1.30020420478651,5.84145117111182
"T1993",0.312496804,0.054770703,0.06024849,0.044583264,0.055613755,0.048637499,0.066921354,0.041623286,0.043469755,0.043316878,0.05459786,0.0794440670286221,1.40882089818719,6.10965341071247
"T1994",0.056692861,0.054768765,0.059627385,0.044362114,0.055381562,0.048593266,0.065423123,0.040700969,0.049657475,0.043648749,0.062607154,0.073018299401398,1.45367440044747,6.22040811501712
"T4826",0.375251679,0.112821428,0.080460826,0.077763613,0.079775683,0.069257868,0.077661394,0.14533346,0.082428133,0.07880639,0.080988608,0.310395058296078,0.494730857572879,3.85253262739935
"T4827",0.454523201,0.110458062,0.079897929,0.089440889,0.075908479,0.130928502,0.081385656,0.138289327,0.102537937,0.083703527,0.078885357,0.250580053362119,0.672665522259736,4.29189856717772
"T4828",0.374090711,0.110170433,0.075846358,0.086357488,0.068007792,0.117995442,0.071409781,0.142611127,0.076774388,0.070907844,0.074717742,0.357368392739275,0.365501904427659,3.53343347634214
"T4831",0.348201037,0.106732413,0.11566139,0.105394826,0.094507403,0,0.089965547,0.124660591,0.115689857,0.085585419,0.115916219,0.494859112041136,0.0128866517775239,2.66273673979861
"T4832",0.351077623,0.10717601,0.113713065,0.103829978,0.096867805,0,0.091855946,0.12441557,0.112370469,0.08893082,0.114064878,0.48812517315075,0.0297701735205192,2.70442644882992
"T5077",0.497426135,0.089515557,0.043543009,0.046693096,0.045720513,0.046738312,0.057415659,0.104706644,0.045855036,0.061460258,0.045374285,0.480904497342151,0.0478836188426381,2.74915315197449
"T5558",0.196158974,0.180030035,0.144834789,0.223369976,0.125575467,0.09666618,0.104970049,0.180850012,0.228218905,0.09956262,0.159008535,0.41316771392106,0.219403905697346,3.17268036156909
"T5570",0.224920522,0.155192981,0.176467492,0.22219616,0.121855105,0.257249112,0.110030212,0.168284264,0.227599652,0.105351039,0.119207083,0.429763698032894,0.176975802868705,3.06791458529314
"T8388",0.311745698,0.046784017,0.046772001,0.046703213,0.046595113,0.046801209,0.046662425,0.046516185,0.061905864,0.045176169,0.046141277,0.00189575239649523,2.89500666739269,9.77942404434016
"T8389",0.295179205,0.044620506,0.046365594,0.047161009,0.046679556,0.046628496,0.04795888,0.04773372,0.058769704,0.044913078,0.048408089,7.69751366102763e-05,3.78460924354488,11.9760790502
"T8394",0.287706122,0.043036541,0.047418007,0.048695406,0.047969243,0.047803162,0.049691392,0.04961105,0.054834304,0.041384975,0.050488401,1.98945737771819e-05,4.10870061853983,12.7763430785686
"T8398",0.454399352,0.035165209,0.035341437,0.036112246,0.035287915,0.035286498,0.059267839,0.038107533,0.055153666,0.036228175,0.051627858,0.242573174800083,0.698049321884448,4.35457762410508
"T8212",0.300910995,0.091921199,0.102374864,0.049778169,0.101320712,0.077383292,0.106340193,0.059313388,0.09571059,0.049822647,0.077099448,0.330518915236202,0.438480737750153,3.71363677592458
"T8214",0.231423652,0.105484436,0.122458268,0.057356139,0.115041277,0.090219618,0.121946612,0.080887508,0.073829217,0.057283084,0.063109548,0.37752958451788,0.311975465625043,3.40126308599753
"T8215",0.516405644,0.070553917,0.07601347,0.052534329,0.0736564,0.064876316,0.076417761,0.067283407,0.06063557,0.05251848,0.054553306,0.0427984603959181,1.7190958475448,6.87580117036407
"T8217",0.44380404,0.071468187,0.078520056,0.044016913,0.074690212,0.064545947,0.078990653,0.071311539,0.055478209,0.043961514,0.04462838,0.245980408579981,0.687193472573066,4.327771771276
"T8219",0.496118223,0.063916744,0.070872426,0.033682954,0.067583995,0.056392076,0.071915489,0.060351352,0.057121236,0.033466182,0.041529074,0.314138703184728,0.484152835649174,3.82641280104801
"T0931",0.328034516,0.041326683,0.043983385,0.03511085,0.041238509,0.039542441,0.045334429,0.035559039,0.048301454,0.035129944,0.050150662,0.0201162439823775,2.05135397231646,7.69623098091399
"T0932",0.323842825,0.0444194,0.046758203,0.035904558,0.044140912,0.042358179,0.048286993,0.038183335,0.046910806,0.035771718,0.050869114,0.0112154811047107,2.28298991858267,8.26819904231908
"T0933",0.314944095,0.043060869,0.045933666,0.039110676,0.043150943,0.041209346,0.047499727,0.03810918,0.05170671,0.038966989,0.059091835,0.0456546189913331,1.68853154941209,6.80033014510669
"T8139",0.213313077,0.054752211,0.059789572,0.057495618,0.053262115,0.059707755,0.063000118,0.052829864,0.08547079,0.064855918,0.06579246,0.0597232338308813,1.55710116853306,6.47579510910362
"T8141",0.438149629,0.039642654,0.044256534,0.047157498,0.039286721,0.04206974,0.049498565,0.039378608,0.07753413,0.052202254,0.062914866,0.288175806356379,0.558721779940378,4.0105424890121
"T8216",0.489170995,0.037828836,0.056139827,0.037639422,0.047593601,0.02928493,0.061953411,0.032824222,0.056591817,0.037768916,0.048482412,0.288862931377675,0.556709591269567,4.0055738834404
"T8218",0.434015784,0.034496122,0.047324941,0.035740954,0.039207474,0.030000291,0.045731707,0.031384672,0.060198035,0.035866377,0.050399234,0.253771111972804,0.662669537180011,4.26721593781883
"T8220",0.485530273,0.031562148,0.0460928,0.036083137,0.037682586,0.027831262,0.043877549,0.027867434,0.057862543,0.03623922,0.049207811,0.283071547262609,0.573740977399859,4.04762870724909
"T8406",0.308199717,0.044245522,0.046256726,0.047233909,0.046823083,0.046850187,0.048019562,0.048170929,0.057102643,0.042188988,0.048320016,4.70052942469001e-05,3.90555187276794,12.2747171601004
"T8407",0.309699433,0.044352158,0.045874874,0.053299878,0.047333017,0.048894388,0.070240392,0.059383726,0.101593491,0.047964431,0.06949821,0.390349999979939,0.278406930515699,3.31837383560185
"T8256",0.434392717,0.081025063,0.079402493,0.058309754,0.085648281,0.073969546,0.088760501,0.076612181,0.072654854,0.058322972,0.058749899,0.0605921885624711,1.54982145009908,6.45781963289894
"T8304",0.486906646,0.072608666,0.079058246,0.048769638,0.076436524,0.065399251,0.080747998,0.065983865,0.05769763,0.048741867,0.052395527,0.145210098094918,1.05720027098309,5.24141265735016
"T8305",0.49651886,0.07174533,0.086384189,0.041127158,0.076489634,0.063752044,0.081799205,0.048237065,0.059133233,0.044315954,0.049531645,0.315675431329859,0.479826366826038,3.81572964920829
"T8306",0.509832462,0.063161268,0.080932225,0.052124334,0.067852943,0.058157498,0.068246102,0.059658208,0.080917676,0.059165118,0.068192394,0.0401100275811837,1.74941068528779,6.95065621447601
"T0509",0.771853156,0.052684228,0.056016031,0.037022441,0.048854947,0.045891303,0.059305869,0.038830235,0.071023502,0.03681173,0.054661667,0.215341123722669,0.788024718484384,4.57674976101631
"T0510",0.759704287,0.055049039,0.058774487,0.038805255,0.050805204,0.047534896,0.062075086,0.039988502,0.069010391,0.038170963,0.051913791,0.175812880182541,0.931440478512261,4.93087974628125
"T0511",0.772626288,0.051251948,0.054016799,0.038080627,0.047845063,0.04517959,0.056907086,0.038745269,0.075688281,0.037460085,0.049838597,0.245802882111766,0.687757086440404,4.32916347725376
"T1634",0.15240413,0.055575534,0.056367279,0.060134002,0.059948085,0.068444812,0.060648195,0.066383879,0.076620406,0.056647735,0.056447493,0.00449662634936018,2.61231052674287,9.08137537728074
"T1635",0.231372254,0.046044752,0.044914113,0.1002693,0.049117323,0.051527028,0.051593961,0.048434264,0.074844622,0.046189424,0.043975662,0.426031254129626,0.186487464564911,3.09140129704412
"T1637",0.288615701,0.051511965,0.051935357,0.056615185,0.051996703,0.057092237,0.053464984,0.059272781,0.065734622,0.052151441,0.0508244,0.000117775808279195,3.67747774858008,11.7115441432559
"T1638",0.121475489,0.043804855,0.05011367,0.053687608,0.043711672,0.072286028,0.049415811,0.07207587,0.067579785,0.037832196,0.046170967,0.251731090458055,0.669052198722441,4.28297635241715
"T1589",0.854208612,0.038640069,0.038156438,0.051677797,0.038634068,0.04111807,0.037314693,0.045721574,0.068656504,0.052956142,0.030173511,0.284780791357753,0.568697296656751,4.03517457677632
"T1590",1.215377595,0.031158461,0.038374412,0.027020011,0.033304195,0.034252803,0.034632703,0.031503354,0.036859343,0.026341011,0.027567915,0.0194882065564208,2.0644358207058,7.72853339158667
"T1593",1.243856871,0.041669796,0.049085984,0.044117916,0.045816724,0.045102163,0.04524084,0.053867212,0.044378243,0.034928121,0.032840528,0.0350939597356219,1.8106960188276,7.10198528918294
"T0881",1.075971159,0.021481211,0.060730592,0.070913672,0.062342739,0.062575567,0.059955321,0.064782202,0.077167711,0.054176067,0.081122919,0.321482767718993,0.463556487197901,3.77555517862114
"T0882",0.931146564,0.0678532,0.049965402,0.060876509,0.051018887,0.052761356,0.048980299,0.054837339,0.036628692,0.039263901,0.072857515,0.200464160553844,0.839964446710875,4.70500215941337
"T0883",0.384795897,0.061895256,0.068802373,0.031227271,0.057589463,0.054629008,0.074344364,0.0375042,0.080142765,0.031462861,0.060489537,0.405396812412547,0.239402328231126,3.22206155284007
"T2299",0.121188412,0.054941235,0.058316982,0.03170373,0.059504665,0.048725923,0.062548143,0.038274989,0.064391646,0.045303825,0.054785186,0.185549543573354,0.894416500666565,4.83945812897505
"T2300",0.254998092,0.05265669,0.053623408,0.053032565,0.054326877,0.050789738,0.054788016,0.050910405,0.076275171,0.065502721,0.078035552,0.110515869162883,1.22378925620013,5.65276322906376
"T0878",0.947819748,0.079449585,0.079187972,0.082057946,0.035480517,0.079978797,0.079198097,0.079987959,0.089148001,0.079555295,0.086334815,0.155072808975373,1.01491652991353,5.13700334697172
"T0879",1.002232798,0.056973064,0.055499078,0.067372611,0.025712381,0.109058805,0.054730765,0.05983622,0.084674298,0.046655489,0.078814503,0.472126974523585,0.0699242532802954,2.80357708381518
"T0880",1.232250967,0.077784998,0.077361897,0.073587832,0.079332351,0.077048642,0.078004729,0.07532172,0.076906322,0.074073037,0.075385755,6.11210323870479e-57,15.8587817982995,41.7902818133439
"T0326",0.873280307,0.053562275,0.059864286,0.054726643,0.05482448,0.047486231,0.062491632,0.031485214,0.03270576,0.026580229,0.026607671,0.412562088239248,0.22095923208657,3.17652085797751
"T0327",0.894493555,0.050954865,0.057047654,0.054655721,0.053230451,0.0455217,0.059319969,0.032071659,0.041746212,0.030090244,0.029374056,0.296716197442741,0.53386867657939,3.94917385612751
"T0328",0.857272379,0.05140809,0.055768716,0.053220217,0.053435636,0.045177323,0.058620843,0.03245901,0.039467152,0.031613388,0.031142121,0.261532021210667,0.638629412740099,4.20785475664866
"T0344",0.342446721,0.118536885,0.12609132,0.072146942,0.119635754,0.109607326,0.132542402,0.085886524,0.055557491,0.075325259,0.053052065,0.413665293896884,0.218126452099492,3.16952600375167
"T0345",0.312918842,0.128530293,0.137611841,0.072364289,0.12982966,0.118545678,0.145513048,0.08939985,0.053389062,0.071966566,0.048411135,0.485076989785288,0.0374151670632197,2.72330388217547
"T0346",0.342754431,0.119713823,0.127985092,0.068394552,0.12088868,0.110053061,0.135225466,0.084018734,0.048534007,0.072417159,0.046753911,0.472687394419358,0.0685161193556012,2.80010004303593
"T0875",0.490930146,0.050806712,0.051087683,0.053109313,0.049767791,0.050237381,0.05222149,0.049176468,0.093871948,0.050352048,0.071183498,0.294987055883851,0.538873546075842,3.96153215176174
"T0876",0.596239409,0.066623085,0.066370945,0.061938368,0.063933732,0.065222746,0.068605947,0.062268099,0.077206559,0.060599322,0.06923882,3.1115326985108e-06,4.51866538403116,13.7886503475491
"T0877",0.985488373,0.047813219,0.046000877,0.04918844,0.048050048,0.10815549,0.04511619,0.054151634,0.045482555,0.076826848,0.074267495,0.461728543678619,0.0960799347038861,2.86816211321034
"T1961",1.055770393,0.05952378,0.058956414,0.037564126,0.07143935,0.049432029,0.061397927,0.044273416,0.036518586,0.03837435,0.041364464,0.277450269563497,0.59043278043566,4.08884501403409
"T1962",0.891393797,0.056852019,0.056347991,0.035381417,0.068090028,0.046903454,0.058816205,0.041269998,0.039505386,0.035923781,0.046152462,0.236463671961061,0.717724224077866,4.40315996137743
"T2296",0.293903475,0.052585351,0.056001673,0.030491949,0.061827457,0.043681967,0.061002454,0.032760026,0.067059489,0.080547608,0.058287362,0.355263088037293,0.371149510794609,3.54737885277163
"T2297",0.29329711,0.063714676,0.066459687,0.043036225,0.070806056,0.055130733,0.070196318,0.046174576,0.072767365,0.08648218,0.063894316,0.175646551918303,0.932084023742798,4.93246882312303
"T2298",0.254689344,0.08850224,0.091217833,0.053653511,0.096045076,0.079188357,0.095577277,0.065971886,0.058777589,0.116095237,0.053810512,0.321468810658702,0.463595440960358,3.77565136536744
"T2380",0.595346894,0.053874505,0.058790528,0.045151297,0.0655682,0.047270756,0.059538567,0.044622156,0.068080342,0.044378215,0.056470963,0.0747565923579013,1.44125312533174,6.18973682775517
"T2381",0.405929902,0.058371797,0.062987855,0.045351412,0.071795674,0.051597616,0.064253963,0.047198383,0.07925159,0.045061693,0.055625778,0.164305756848267,0.9769144372557,5.04316651543843
"T2382",0.21875591,0.057021756,0.063059537,0.052896048,0.058086476,0.054306972,0.060634531,0.053417539,0.084755241,0.052821304,0.058863589,0.0701902763064732,1.47437536848502,6.27152406980955
"T2389",0.061001163,0.058638894,0.060373802,0.057369449,0.065442574,0.054268723,0.061938167,0.052744239,0.113651693,0.055382847,0.082159652,0.35531355193858,0.371014000498535,3.5470442433874
"T2391",0.147208216,0.048519407,0.049289075,0.050898121,0.053332995,0.046043228,0.050550406,0.046713441,0.114099424,0.048258521,0.083576997,0.495316457380269,0.0117401700448701,2.65990578482537
"T2861",0.328755412,0.061325845,0.062848382,0.046348487,0.05918014,0.058021603,0.074209507,0.048254379,0.058767745,0.046475682,0.046553184,0.079429310937232,1.40892068668864,6.10989981390096
"T2862",0.595032339,0.04347598,0.046047527,0.034156003,0.043993412,0.039253758,0.065374201,0.034479163,0.061416202,0.034870017,0.034353442,0.308066630860855,0.501338006065384,3.86884735736933
"T2863",0.374191861,0.048268898,0.050004325,0.02977166,0.044356851,0.047676808,0.06287941,0.031508343,0.054890397,0.029934261,0.051475751,0.289788366283408,0.554003087736663,3.99889083789477
"T1957",0.246835796,0.03187681,0.031901541,0.043958004,0.030391799,0.034853067,0.031464269,0.037537951,0.034285212,0.042682932,0.064170384,0.325530094579798,0.452289847101566,3.74773497887095
"T1958",0.197651604,0.034124584,0.034130393,0.048597053,0.032816201,0.03703879,0.033790789,0.040453026,0.033262473,0.046906991,0.072250967,0.382969007005429,0.297692308953268,3.36599433965661
"T2063",0.327981794,0.058415715,0.058622001,0.050205353,0.064305294,0.053881175,0.06020694,0.051673656,0.050771147,0.049997409,0.061880983,0.000682049821287866,3.20214152082343,10.5378181085534
"T2064",0.259109061,0.056185373,0.056626045,0.039550797,0.065083084,0.049397817,0.0591161,0.045004912,0.048324509,0.040203325,0.048786892,0.0787900106631156,1.4132575136174,6.12060854253775
"T2065",0.430138583,0.050215879,0.050228276,0.06277916,0.051129841,0.051750436,0.050400912,0.054355492,0.070563698,0.061353766,0.085022107,0.158419400173567,1.00097519572349,5.10257864727113
"T0732",1.353786346,0.050317623,0.050286167,0.051669075,0.052523942,0.049686102,0.050735879,0.049814747,0.110758965,0.050655727,0.061908478,0.432144220898159,0.17091774714328,3.05295570501135
"T0748",1.881067305,0.056439653,0.056443596,0.05963045,0.057486711,0.056349069,0.056524505,0.057194318,0.116812963,0.058126279,0.070207575,0.374052283530431,0.321139645926886,3.42389177781373
"T0733",0.52368369,0.048899599,0.04902451,0.0538333,0.049318221,0.048942465,0.04954971,0.049762893,0.087372025,0.050207259,0.063643015,0.224305390750221,0.757733096404858,4.50195204228172
"T0749",1.083732368,0.051342376,0.051909638,0.052213561,0.053631508,0.052366251,0.053177701,0.050046277,0.1127623,0.050423748,0.061664413,0.428991474770041,0.178942374696061,3.07277055127699
"T0033",0.042457958,0.046855869,0.049115612,0.043524706,0.045839297,0.045055019,0.060733626,0.040996417,0.052946276,0.039762178,0.04636081,0.0194521745456847,2.06519716048969,7.73041333313842
"T0034",0.085401948,0.052665604,0.054231033,0.050947174,0.051564098,0.052243374,0.066447892,0.049719563,0.06747645,0.049861236,0.056723882,0.00939847957801292,2.34953336955496,8.43251174622076
"T0039",0.552793022,0.035056669,0.037764657,0.031517916,0.035720479,0.032994543,0.064836868,0.037469242,0.054153893,0.036171554,0.045097732,0.309898375388073,0.496138424835745,3.85600826894643
"T0040",0.339795695,0.047842631,0.048316561,0.040012148,0.047477472,0.045051529,0.064124622,0.040334674,0.05619516,0.039787771,0.044822233,0.0764396208426025,1.42943501061144,6.16055489690639
"T0041",0.457513503,0.032634372,0.040060518,0.025557203,0.030955845,0.02757223,0.059846057,0.026546819,0.049532943,0.046357934,0.039056005,0.388065691791298,0.284364079524599,3.33308355153776
"T0042",0.35789122,0.031533371,0.032971071,0.033030434,0.031853951,0.031215074,0.044130094,0.031033827,0.071246668,0.037912022,0.053327815,0.437944509214608,0.156182692844441,3.01657110850179
"T0043",0.366144005,0.039122783,0.044427204,0.029921116,0.039689261,0.035764569,0.079207066,0.036195087,0.054787707,0.030037589,0.042339404,0.447406514650673,0.132216526904862,2.9573925496782
"T0045",0.405684748,0.041151022,0.044492307,0.03463319,0.072858874,0.04065673,0.0624571,0.038750811,0.063304677,0.035396966,0.051801873,0.342691762116424,0.405127866041359,3.63128005331277
"T0063",0.363614976,0.052735013,0.054572149,0.048924291,0.052805318,0.051569683,0.056038719,0.050020613,0.072745945,0.048625995,0.060490565,0.0223207553696205,2.00801675968029,7.58922038131681
"T0036",0.054529048,0.046728982,0.051595226,0.036783101,0.043025846,0.040536049,0.065278197,0.035764943,0.043074786,0.0407166,0.037691422,0.16913754601504,0.957579001305641,4.99542240665461
"T0037",0.022113472,0.039444726,0.041047808,0.023913174,0.033004554,0.029454198,0.066702972,0.02433391,0.046773557,0.028887883,0.029950563,0.472570415187302,0.0688100348409223,2.80082579511831
"T0038",0.048415599,0.044169481,0.046351353,0.03709383,0.040412377,0.039381584,0.057949776,0.035955297,0.04521985,0.036152873,0.036301739,0.0801707971210956,1.40392362336586,6.09756079369481
"T0044",0.540440049,0.028090586,0.029342668,0.029177919,0.0286262,0.028163933,0.051288069,0.028195782,0.060694775,0.029336679,0.048647852,0.45304075766056,0.117982510959372,2.92224514428804
"T0015",0.034665418,0.046336324,0.052740979,0.039971955,0.045505789,0.043991748,0.077966021,0.037545664,0.043441599,0.034710328,0.033908317,0.349846836414785,0.38573400907675,3.58339168818629
"T0016",0.269515205,0.050223992,0.052708208,0.045098498,0.047788555,0.047092846,0.066728241,0.044839086,0.060015486,0.044207986,0.047485349,0.0427455407441144,1.71967749151463,6.87723739725033
"T0057",0.33074125,0.050104651,0.054149364,0.027532429,0.051300882,0.044767315,0.057310833,0.03330439,0.046567368,0.026406357,0.033779705,0.324834588157809,0.454221824523,3.75250552246847
"T0058",0.363178824,0.042666827,0.04509114,0.028787534,0.043169783,0.039149506,0.047360563,0.032614051,0.041081549,0.028010084,0.034955209,0.113874317233532,1.20617859735922,5.60927803361088
"T0059",0.311865132,0.042237007,0.045819224,0.025463228,0.043340489,0.036303325,0.049700318,0.028366408,0.046224315,0.025598524,0.037672212,0.254705682606768,0.659754532748985,4.26001805052942
"T0019",0.457201358,0.043491823,0.048434934,0.027514155,0.051800815,0.034708388,0.064413337,0.045711708,0.054466755,0.038046427,0.040307909,0.257438236222925,0.651263396625349,4.23905127595903
"T0020",0.178058523,0.059206944,0.05860799,0.044679879,0.062495441,0.061063925,0.070310825,0.063363501,0.059992505,0.056505761,0.050034258,0.0114813447480722,2.27405483962684,8.24613605999166
"T0056",0.261006272,0.091405506,0.095941305,0.061235782,0.091792316,0.085567016,0.09900597,0.077830497,0.053709086,0.057787357,0.054306254,0.262981356229478,0.634180989713256,4.19687046886437
"T0021",0.116410476,0.052004677,0.052823303,0.049720225,0.051959948,0.050577995,0.073339881,0.049244357,0.074457181,0.04960677,0.063888938,0.107657544137093,1.23908211883424,5.69052519621593
"T0023",0.079989134,0.037520253,0.041319601,0.033347296,0.038193929,0.035530863,0.077655959,0.034020961,0.071253028,0.031226295,0.050589919,0.482718356617233,0.0433322127931544,2.73791457291648
"T0017",0.184564653,0.04938719,0.052289457,0.043240472,0.046510955,0.044023461,0.077370594,0.042247811,0.0607001,0.041302005,0.047911167,0.216526035338159,0.783979616821047,4.56676137625194
"T0018",0.185290325,0.056251113,0.058642607,0.050686315,0.052090144,0.049646485,0.081996487,0.044927179,0.053380617,0.043363684,0.041603513,0.20844197826285,0.811839111215387,4.63555355318869
"T0054",0.277164249,0.076962243,0.079615717,0.064892125,0.077758009,0.074149755,0.082071302,0.069817082,0.071778226,0.065200937,0.073514993,2.17363480307364e-05,4.08820337348685,12.7257301676362
"T0055",0.280522693,0.077195066,0.079683041,0.062586955,0.077435018,0.074906678,0.082268302,0.07009265,0.062383717,0.062346471,0.069084484,0.00274555384191651,2.77671634809855,9.48733516219446
"T1864",0.337797061,0.125721339,0.125778802,0.091769486,0.118139344,0.108038108,0.130217393,0.097709231,0.088553404,0.096629728,0.09009119,0.0565505651548667,1.58440699860488,6.54322014801916
"T1868",0.342997079,0.13723387,0.139840809,0.094178767,0.131785287,0.119473124,0.145592664,0.104684987,0.08224977,0.101598759,0.081549711,0.199412604165045,0.843721217377733,4.71427858161857
"T1866",0.242830369,0.124291071,0.125045062,0.100168744,0.121850582,0.118060441,0.127660397,0.112891369,0.095831287,0.098498645,0.095079261,0.00899812303208918,2.36569535486551,8.47241979829791
"T1870",0.273559428,0.118262473,0.119182139,0.098996142,0.116882867,0.113618188,0.121392813,0.109634384,0.098552564,0.097690591,0.096179009,0.000514805741700202,3.2823078021209,10.7357690451109
"T0024",0.074694652,0.057459728,0.065847956,0.047815727,0.053428826,0.052156313,0.074671959,0.044187674,0.048761881,0.046054189,0.038129291,0.179101286184615,0.918795450853359,4.89965595708506
"T0025",0.044918371,0.051389294,0.058368503,0.047621183,0.048151099,0.048649092,0.06435022,0.043002973,0.064372641,0.041334849,0.043984172,0.08318903371115,1.38393595080239,6.04820614683447
"T0028",0.460739858,0.038612171,0.044220686,0.026944726,0.039300716,0.031995242,0.076090321,0.050743248,0.058577393,0.046394511,0.049014833,0.392284842181264,0.273368864155905,3.30593356846934
"T0029",0.047044671,0.04657361,0.045382655,0.034986663,0.045313342,0.040666411,0.062083848,0.040199757,0.069473394,0.04158598,0.051207862,0.223754549470728,0.759574278358537,4.50649838877808
"T0030",0.278159759,0.035924048,0.038572961,0.026465216,0.047546164,0.032543022,0.068149047,0.028118305,0.060221566,0.02676977,0.039865804,0.467176237808647,0.0823700199657727,2.83430884699157
"T0031",0.295047295,0.031435249,0.032947786,0.031501424,0.036199982,0.030383665,0.049067452,0.029991445,0.062819123,0.03316894,0.046319321,0.358313117797538,0.362971417869267,3.52718506147155
"T0032",0.255333891,0.061632796,0.064189509,0.051204542,0.078570671,0.056430879,0.1004437,0.0621984,0.068799932,0.04969115,0.05472295,0.254212415453199,0.66129237430614,4.26381537244069
"T0026",0.037932372,0.051263748,0.055980034,0.037788771,0.047995398,0.046396849,0.073611692,0.038464314,0.044881527,0.035676507,0.035755954,0.288209960169518,0.558621709951385,4.0102953907593
"T0060",0.323985033,0.04538595,0.047624886,0.038247588,0.046301351,0.043060378,0.049522008,0.039425661,0.065868196,0.038503486,0.047977579,0.103678883483681,1.26086423182148,5.7443107728479
"T0061",0.271195017,0.046143744,0.047901008,0.039538327,0.046811198,0.043770596,0.04943661,0.040369041,0.064950548,0.040027161,0.052980478,0.0749764986132248,1.43969751329339,6.18589562600643
"T0062",0.26163783,0.055663067,0.058722595,0.039027647,0.056932415,0.0523849,0.061437488,0.044034125,0.055266863,0.037635029,0.043141829,0.0979531624584568,1.2933028801622,5.82441004545699
"T0004",0.164818297,0.039075021,0.0419914,0.029306595,0.034372389,0.033101344,0.065681772,0.027763704,0.049931143,0.026917473,0.038155994,0.399128289981051,0.255604064062361,3.26206775906221
"T0005",0.137898751,0.046942613,0.050129286,0.042168331,0.043918993,0.043966692,0.069417595,0.041811697,0.067395955,0.043694653,0.053585499,0.177413936623819,0.925265397334942,4.91563190039661
"T0047",0.312237011,0.064673934,0.068565336,0.039980674,0.065180723,0.059248195,0.071882187,0.04710035,0.050326436,0.0382663,0.041605286,0.248980765315697,0.67770062412997,4.30433151423157
