"","cirA","crp","entA","entB","entC","entD","entE","entH","fepA","fiu","fur","pval","z","inv_cof_var"
"T2147",0.100077051,0.927084543,0.076304805,0.090208021,0.084643479,0.028888375,0.080706289,0.110212271,0.076228005,0.058060146,0.454009341,0.423229103944733,0.193639447786113,3.28982593690659
"T2148",0.057698748,0.934919031,0.083009151,0.087382783,0.085479786,0.016864236,0.084274798,0.089917866,0.086726503,0.078355201,0.453039612,0.44749489216475,0.131993055839358,3.15130644466838
"T2151",0.057593412,0.91510587,0.067231127,0.074378882,0.071065513,0.01243643,0.069243392,0.063211761,0.073250923,0.064137562,0.442652441,0.436617046014443,0.159551874176183,3.21323113161517
"T2153",0.09684708,0.922107433,0.07147143,0.0879022,0.08140305,0.031647306,0.07677015,0.097035005,0.054149961,0.050068676,0.465275863,0.438601077338707,0.154516940954862,3.20191763262122
"T2154",0.106310806,0.973776447,0.056174636,0.057775318,0.05636563,0.080180369,0.056318823,0.058959834,0.057514387,0.056638875,0.481602191,0.340727700884272,0.410477913933911,3.77706214457381
"T2109",0.077830094,0.922846406,0.081992918,0.096043915,0.090433715,0.027947567,0.08632524,0.087598178,0.094174066,0.063888051,0.456550521,0.355362927259172,0.370881419952956,3.6880887907822
"T2127",0.068925337,0.979026764,0.072354457,0.081907963,0.077789291,0.034295364,0.075285218,0.066037566,0.080475147,0.062268724,0.477608007,0.200432681819161,0.840076734829769,4.74237104031623
"T2113",0.098030264,0.975322347,0.056372825,0.071758365,0.065713411,0.028814111,0.061467711,0.084459036,0.06972774,0.035949318,0.487915762,0.486122066193953,0.0347938402998878,2.93289972925009
"T2114",0.108955497,0.929501438,0.080831237,0.098759331,0.091667584,0.081010054,0.086581048,0.029534428,0.096370163,0.057403055,0.424122789,0.411470773361161,0.223763224832068,3.35751408813378
"T2115",0.110774718,0.921852072,0.074283871,0.089671747,0.083779338,0.076700508,0.079691955,0.038882093,0.087655629,0.054553217,0.435894545,0.347782586191054,0.391313972118548,3.73400075191616
"T2132",0.079106642,0.897460617,0.066178671,0.082536416,0.076071492,0.019374614,0.071509217,0.064450809,0.080358355,0.043238422,0.476479014,0.454386428062567,0.114586530952515,3.11219396926123
"T2133",0.076452545,0.936001353,0.070316389,0.085281404,0.079127859,0.041740922,0.074784434,0.127315585,0.083223188,0.049402586,0.477425019,0.44703765609553,0.133149292747903,3.15390450993094
"T2135",0.061335702,0.935583569,0.072566591,0.088163393,0.081828826,0.031328376,0.077392061,0.095269751,0.086017495,0.054751718,0.471718643,0.368564352977027,0.335658099705397,3.60894196188344
"T2136",0.072792474,0.835031001,0.07223415,0.088002581,0.081519432,0.039054468,0.076937984,0.058932116,0.085838892,0.054288747,0.473483315,0.256828795845303,0.653153085609658,4.32235345032254
"T2128",0.056672823,0.936140321,0.061131079,0.073986724,0.068677166,0.039647341,0.06517528,0.034253215,0.07189039,0.04673354,0.488039247,0.304041339089848,0.512812223916154,4.00700742133114
"T2129",0.121112058,0.859155702,0.069100969,0.08516484,0.07839959,0.113298621,0.07384097,0.0543555,0.082822428,0.053293304,0.451733679,0.389502194154506,0.280616722756751,3.48526394365322
"T2130",0.061742461,0.891352179,0.078601894,0.09074469,0.085796732,0.040019828,0.082549031,0.054131363,0.089096651,0.06228236,0.468622863,0.30045084665625,0.523104271286725,4.03013366004264
"T2138",0.098384111,0.897017374,0.063655701,0.073515319,0.06906913,0.117192025,0.066079636,0.054123403,0.072216804,0.055173442,0.464129594,0.369257013108684,0.3338218078436,3.6048158125945
"T2139",0.096240006,0.885102427,0.070248183,0.086953556,0.080394874,0.04055171,0.075750827,0.032138651,0.084803372,0.048901476,0.475568445,0.46748939308206,0.0815824141289111,3.03803369223927
"T2140",0.100436116,0.910207058,0.059222464,0.078792219,0.07116805,0.086015711,0.065649333,0.037212278,0.076152579,0.035877089,0.468458551,0.441776804662383,0.146465897611435,3.1838269317594
"T2142",0.08885218,1.040331924,0.070073709,0.079049844,0.075210962,0.046179174,0.072685056,0.136670214,0.077749718,0.061331363,0.505859843,0.445489204868123,0.137066274674936,3.16270597146834
"T2112",0.066428073,1.028230611,0.07177044,0.076699011,0.074287593,0.027868538,0.07304272,0.113849481,0.075975332,0.079189985,0.418958882,0.411935408341729,0.222569191419635,3.35483109409662
"T2123",0.105297971,0.9513829,0.048543819,0.061561035,0.056140235,0.045263361,0.052717771,0.048251262,0.0599986,0.047956985,0.424096268,0.445698980605807,0.136535501464769,3.16151332363861
"T2141",0.097003742,1.065964656,0.069845664,0.083763453,0.077829281,0.08523072,0.074633963,0.097665407,0.081978783,0.057085785,0.431399646,0.0622583566324247,1.53608834956909,6.30630969789177
"T2087",0.071738615,0.652810667,0.050319792,0.069812293,0.062013773,0.041085142,0.056250705,0.078299024,0.067147784,0.043056938,0.041559974,0.222423224322665,0.76403489400135,4.57150496287395
"T2088",0.055921802,0.651355478,0.043622841,0.064795094,0.056044906,0.04290042,0.05037661,0.070205996,0.059706513,0.047210602,0.443368005,0.0949669833170169,1.31077448082918,5.80002925378995
"T2089",0.058434345,0.699988894,0.052619265,0.06616607,0.060957478,0.049486888,0.057366388,0.06996764,0.062074718,0.054287446,0.304775719,0.00296043160394895,2.7521320988839,9.03876097971246
"T2084",0.064634935,0.687492227,0.051250939,0.064951821,0.060408599,0.041585077,0.056074923,0.069831603,0.062537959,0.042013289,0.388366085,0.109429058244522,1.22957014254427,5.61756304041479
"T2085",0.056021619,0.748226152,0.0432781,0.063568907,0.056041548,0.038141352,0.049842678,0.069449188,0.059926792,0.04205514,0.30030226,0.166615880749954,0.967624850951998,5.0289717597298
"T2086",0.068210337,0.639470392,0.04210471,0.064713737,0.057226076,0.032586859,0.049847527,0.075233813,0.063121211,0.036668841,0.090643928,0.361595567562345,0.354197155572901,3.65059923531415
"T6037",0.066766922,0.097617143,0.103239559,0.07082694,0.067719959,0.066633166,0.106053148,0.149726511,0.067081135,0.075332728,0.238537656,0.473320536929511,0.0669254229012745,3.00509942117364
"T6039",0.071621307,0.106281595,0.104914738,0.082067904,0.077534095,0.071965866,0.106859241,0.149726511,0.076875998,0.084609274,0.282685003,0.365713479669239,0.343227976599096,3.6259514813461
"T6050",0.066722136,0.179436275,0.100205854,0.077609002,0.069069932,0.066636337,0.102370803,0.149726511,0.069187302,0.079009768,0.241987366,0.442964297998607,0.143457852147868,3.17706785118575
"T6052",0.071283352,0.199895986,0.100676476,0.084746618,0.077682107,0.07150753,0.102572209,0.149726511,0.077595851,0.085648005,0.254509234,0.353464047265917,0.375984936757402,3.69955639714255
"T6074",0.067115856,0.211833814,0.094613751,0.076838152,0.066971645,0.067256896,0.094249055,0.149726511,0.066010004,0.07669873,0.203059899,0.451481120754864,0.121920169916516,3.12867266190603
"T6218",0.058089409,0.089752974,0.099140155,0.081811065,0.065874644,0.057848183,0.094870481,0.149726511,0.091082747,0.082412019,0.062488143,0.459721693679985,0.101134883009358,3.08196810552435
"T7317",0.090710166,0.469018102,0.059111971,0.055924607,0.09149986,0.087950924,0.088873354,0.082242035,0.08707243,0.149084352,0.080482835,0.419091636040719,0.204217838380625,3.31359558907236
"T7318",0.087056483,0.409042653,0.037464234,0.038311625,0.083423977,0.088280131,0.071742276,0.089179006,0.088840561,0.088671637,0.360949563,0.393901129742994,0.269165588833043,3.45953323652548
"T7142",0.04920573,0.431680915,0.106389406,0.085271311,0.063987663,0.049258134,0.120973544,0.110028052,0.068541706,0.088145535,0.474581579,0.453808267080368,0.116045433649039,3.11547212479257
"T7150",0.036678223,0.587776371,0.076081359,0.063131326,0.051051914,0.035494932,0.049806734,0.046090087,0.054969745,0.065808548,0.463623476,0.309595885689864,0.496996142781901,3.97146867431401
"T7156",0.050183805,0.465381649,0.101679241,0.080978621,0.057566327,0.051093664,0.086898285,0.105044522,0.055033896,0.082927573,0.497469937,0.395735895066804,0.264399897974442,3.4488247253369
"T7158",0.035300302,0.373168347,0.082841153,0.06335477,0.044721134,0.037562612,0.037260311,0.035875255,0.041394759,0.066033992,0.407441433,0.494845167021175,0.0129216096692647,2.8837528094484
"T7160",0.053180853,0.300023358,0.089268316,0.07424217,0.057139858,0.054653979,0.075574245,0.075063693,0.053402853,0.075870474,0.431985235,0.155370307759141,1.01366922094219,5.13243349609513
"T7164",0.054114068,0.310995546,0.088960696,0.069785616,0.054378098,0.056286154,0.072589055,0.051748079,0.051678643,0.071799756,0.487104806,0.180853196126903,0.912118401913626,4.90424872414027
"T7157",0.03665081,0.42190271,0.082778757,0.05927161,0.04482719,0.038748019,0.036963301,0.036984873,0.047156048,0.066735677,0.357588668,0.461370455821519,0.0969817196153361,3.07263594404085
"T7159",0.051667896,0.33286917,0.089758368,0.073325661,0.056677248,0.053286245,0.061095316,0.090835215,0.052601227,0.075738596,0.507012428,0.263023468830506,0.634051921973473,4.27943312028395
"T7161",0.039233311,0.435063969,0.080889111,0.066505441,0.049602627,0.040249481,0.046531186,0.077834581,0.045914636,0.067386282,0.560157361,0.380607845917228,0.303884756064933,3.53754723319294
"T7163",0.050857332,0.280173203,0.089360982,0.070534864,0.05280053,0.053499276,0.063813908,0.055338206,0.053281944,0.07306392,0.515348429,0.191096093234951,0.873864248526908,4.8182916107425
"T5304",0.081561272,0.062554874,0.253625474,0.209782083,0.161953429,0.154290203,0.246124771,0.316075965,0.158545398,0.200564475,0.145225579,0.495425757657928,0.0114661764338525,2.88048244979897
"T5565",0.111338871,0.225465407,0.223388572,0.200047006,0.153941296,0.111712848,0.227789141,0.133292184,0.142710673,0.110402348,0.244700918,0.424674886445151,0.189948134838863,3.28153155374809
"T5571",0.090434541,0.238746205,0.230899758,0.186327549,0.111383584,0.092662059,0.238111773,0.166833709,0.14170148,0.155430434,0.276911872,0.496413410947666,0.00899036663686147,2.87491930319578
"T5575",0.10268055,0.255928988,0.235275105,0.216912813,0.102806417,0.102993379,0.257883705,0.214244887,0.162463695,0.16972615,0.276415077,0.499298331133662,0.00175882392660042,2.85867002091516
"T1710",0.092904524,0.958376699,0.079744046,0.057840839,0.08607415,0.064051183,0.082775784,0.058965026,0.056279052,0.062907964,0.523541188,0.16008449806902,0.994110660002435,5.08848539394789
"T1711",0.118386975,0.898642156,0.096105783,0.055594084,0.109767446,0.069129153,0.102806554,0.128608911,0.049750167,0.068097798,0.032152981,0.458348976593552,0.104594028619702,3.08974080849027
"T1712",0.106642586,1.02923637,0.087162867,0.073986064,0.096159538,0.065376212,0.092987083,0.112177861,0.048271751,0.063491824,0.563608894,0.326241086132282,0.450316598479255,3.86657970075821
"T1713",0.078929976,1.176253995,0.062626426,0.083822498,0.070682995,0.045515989,0.06791868,0.087244061,0.075410076,0.043912793,0.626476659,0.242431108710364,0.698503743740808,4.4242564155832
"T1091",0.059492183,1.103622418,0.073639814,0.081356601,0.060783605,0.063894287,0.088285852,0.118371287,0.068180475,0.063369124,0.55191711,0.306738330401329,0.505117001487395,3.98971625035049
