"","fpr","marA","pqiA","pqiB","pqiC","soxS","waaB","waaG","waaJ","waaO","waaP","waaQ","waaS","waaU","waaY","waaZ","pval","z","inv_cof_var"
"T0257",0.071799709,0.090256025,0.080033201,0.077362778,0.079196571,0.112202647,0.091604526,0.119850381,0.08460238,0.102401532,0.091632218,0.052726443,0.085720719,0.088658927,0.092793467,0.079340926,0.000260125367231596,3.47010717162794,5.5944902447219
"T0248",0.065789581,0.089774362,0.055053574,0.053609644,0.054168596,0.076813951,0.095970565,0.175162159,0.068716198,0.129262162,0.095813449,0.080923366,0.071702419,0.083717765,0.100545473,0.053646924,0.404625881791065,0.241391417981571,2.47265370337582
"T0249",0.074242597,0.068927005,0.044673423,0.058299105,0.046198766,0.106475934,0.075421418,0.161676248,0.050140416,0.114060894,0.075544192,0.094354192,0.052056864,0.063666278,0.080965896,0.04576181,0.478756098221862,0.0532757562861083,2.29076517818832
"T0598",0.086413168,0.068291379,0.050165985,0.066574304,0.02479649,0.107415688,0.068883095,0.05471899,0.057226733,0.086760144,0.066762807,0.064060867,0.059274757,0.064496194,0.069903215,0.048269956,0.0365189531021454,1.79259375192504,3.97250705022341
"T0599",0.087339493,0.070548487,0.0545038,0.039996471,0.025082239,0.107262596,0.071629748,0.064163979,0.060686682,0.088349309,0.070224778,0.082278071,0.062545762,0.067218632,0.072740065,0.05274263,0.0688990192449538,1.48404102038471,3.67416824750692
"T0600",0.08099728,0.065610415,0.047371564,0.076992699,0.026354402,0.105805966,0.065389063,0.052496341,0.053978552,0.088350108,0.063372923,0.047118657,0.056469642,0.061731688,0.06653347,0.045430574,0.0677481519102977,1.49277419665582,3.68261233205489
"T0602",0.061064673,0.156084505,0.065833902,0.06933148,0.178233872,0.084924686,0.153759718,0.07393559,0.204001278,0.061206553,0.087029848,0.109727728,0.115912185,0.129962549,0.193085766,0.106163624,0.477199536309352,0.0571834361337361,2.29454350327824
"T0586",0.074740098,0.053909701,0.054660311,0.069107425,0.098844201,0.078915646,0.051124668,0.122361856,0.055518189,0.072290755,0.053089918,0.128412068,0.054701731,0.059174593,0.055704624,0.076010948,0.261120469708054,0.639894885166088,2.85796562942715
"T0587",0.107791644,0.094248501,0.075435143,0.06817472,0.069177331,0.084196312,0.091243104,0.153779372,0.07747733,0.116660452,0.096731344,0.153560899,0.07973422,0.078168308,0.100394659,0.071386731,0.128669537130009,1.13270281709585,3.33446028772156
"T0588",0.078729061,0.090508732,0.079979336,0.077169137,0.077401054,0.095649665,0.087996617,0.135559288,0.080973694,0.103630488,0.09079519,0.137533159,0.082093825,0.080746603,0.092892297,0.077795758,0.0100335973764845,2.32508913026304,4.48737539325302
"T0591",0.083862681,0.090859082,0.052771603,0.045689324,0.186039779,0.247637955,0.095947081,0.123980436,0.077289919,0.117792287,0.095778595,0.153010539,0.079481162,0.086564147,0.099355249,0.057164138,0.391379180655611,0.275726212225578,2.50585192319108
"T0568",0.089970796,0.081574719,0.062435562,0.044888525,0.032622498,0.087505552,0.076226425,0.063049193,0.064791958,0.090914812,0.075253297,0.084018761,0.066801072,0.071655773,0.078111797,0.055294536,0.023844749083519,1.98012487954763,4.15383039099469
"T0569",0.09141433,0.077361605,0.0595492,0.053750102,0.021535824,0.090797012,0.078486373,0.06735703,0.066926128,0.094505979,0.077916897,0.061492167,0.068663103,0.07383145,0.080252193,0.057217972,0.056682211047915,1.58325031671324,3.77009344815979
"T0570",0.098348534,0.087539588,0.066755841,0.060785201,0.030741504,0.095475853,0.086626274,0.066552052,0.074535851,0.103070176,0.086426562,0.087274902,0.076318441,0.081697945,0.088257212,0.064359764,0.0221370134264385,2.01148714445564,4.18415448022387
"T0571",0.092808931,0.06613336,0.078265533,0.047372606,0.021268729,0.020535826,0.074878183,0.051764362,0.061162689,0.091108837,0.071423,0.054076173,0.063457499,0.069348177,0.077156611,0.050963041,0.112567711772537,1.21298534509836,3.41208524720176
"T0573",0.086030263,0.071320879,0.041268383,0.026326715,0.024164111,0.078125693,0.068484658,0.058272237,0.056361834,0.089912809,0.063945977,0.053445402,0.0584266,0.063821804,0.070839267,0.046832261,0.207241615730011,0.816029556292077,3.02826976719403
"T1948",0.088265465,0.026411785,0.041853771,0.036224057,0.040195549,0.027999988,0.067985569,0.074264638,0.042479118,0.065105396,0.067999957,0.143337504,0.051009753,0.060623245,0.070302757,0.075238331,0.421378987798763,0.198366947561898,2.43105345913738
"T1096",0.128234771,0.106745897,0.09667274,0.104446344,0.098279369,0.148137612,0.110065643,0.132180206,0.09674667,0.107517081,0.110079152,0.16920829,0.098560277,0.103292269,0.112317119,0.104384786,0.000154859174025699,3.60703294566247,5.72688340579541
"T1094",0.13557987,0.117767598,0.079778884,0.074278505,0.077380977,0.196059602,0.122975959,0.193118832,0.094286294,0.088127552,0.122996757,0.200509949,0.098981064,0.111260256,0.126415562,0.075452905,0.274224246290447,0.600086644893229,2.81947514943053
"T4025",0.21727216,0.09691463,0.063404637,0.186423431,0.212600025,0.097062121,0.152282004,0.183478772,0.110538111,0.239209554,0.119922153,0.123444197,0.121823252,0.065515948,0.168926894,0.069269146,0.394938852347418,0.266469423729687,2.49690155939726
"T4026",0.199099378,0.084434186,0.069520734,0.181840243,0.200480741,0.071631306,0.06789189,0.18101785,0.110871171,0.253434541,0.098298273,0.213072184,0.106077395,0.078668955,0.146821967,0.074409384,0.489476426630813,0.0263817465053144,2.26476143277277
"T4027",0.207077241,0.080501224,0.082785744,0.186784323,0.212873991,0.13776624,0.080130392,0.177854798,0.108377839,0.23303519,0.094769641,0.101759059,0.090131412,0.087307546,0.167593562,0.084873989,0.435487724916467,0.162419583951123,2.39629605035699
"T4028",0.211046999,0.085027959,0.076685213,0.176129708,0.214690926,0.170277614,0.169400392,0.187219079,0.106958242,0.24380971,0.082953452,0.218538709,0.134741365,0.078927654,0.121379746,0.080015689,0.390149901471634,0.278928361100554,2.5089480722892
"T4029",0.213074058,0.125482285,0.074777,0.172852759,0.124523239,0.10637857,0.068831048,0.186443945,0.120901851,0.245629125,0.104781303,0.161692475,0.170393934,0.08016249,0.167702146,0.084046824,0.373115492664784,0.323613078282592,2.5521536046378
"T4030",0.204908564,0.108097307,0.076389154,0.161716932,0.186796777,0.076708369,0.086914913,0.185421666,0.112589328,0.246152807,0.103028613,0.210672542,0.121121128,0.077729667,0.105709437,0.077412596,0.427595278837413,0.182499740901108,2.41571149987485
"T4031",0.207555423,0.143814562,0.086725575,0.176433425,0.210618934,0.144812575,0.18957347,0.166752673,0.124387155,0.23355405,0.079777429,0.087705872,0.133391878,0.087291745,0.1702312,0.09093757,0.314596687307112,0.482862493191271,2.70613143377573
"T4032",0.197057992,0.132219799,0.09348718,0.157607633,0.202527218,0.159434969,0.181594839,0.175117901,0.122801099,0.231134087,0.105319694,0.184860525,0.121382715,0.095713297,0.161026676,0.098851909,0.126107141748194,1.14498762540072,3.34633843568992
"T4034",0.222537714,0.151317967,0.079463623,0.184511681,0.1982339,0.217722157,0.174929059,0.170570098,0.119971897,0.248397901,0.075610013,0.207608986,0.107369161,0.080865279,0.184149436,0.08510018,0.367684229985324,0.33799300385949,2.56605751583751
"T4087",0.155088055,0.152094113,0.084705548,0.091847475,0.157963338,0.088681806,0.130332216,0.08522021,0.085981775,0.213864219,0.095410244,0.175316459,0.136327406,0.085279036,0.135772729,0.090879764,0.219564447868748,0.773665045630315,2.98730763626294
"T4090",0.124228984,0.14503095,0.096343974,0.17750549,0.072691611,0.199085777,0.077987566,0.127886211,0.117430936,0.224217007,0.128902354,0.157412654,0.171652229,0.093882663,0.148601159,0.096000655,0.205819345191446,0.821013303731273,3.03308853913174
"T4091",0.126254383,0.113618402,0.075357753,0.103958964,0.107835022,0.192619563,0.144636807,0.114137312,0.079217892,0.220124983,0.147220519,0.06035928,0.059303722,0.075847399,0.121068286,0.075278446,0.402517947107255,0.246835036308858,2.47791712323311
"T4092",0.081964936,0.121308902,0.083608853,0.08513034,0.143633167,0.232720651,0.16260528,0.173174534,0.064350772,0.247548145,0.089032956,0.129357258,0.118725803,0.09089662,0.162214518,0.083886739,0.427132714199918,0.183678816164434,2.41685154456224
"T4093",0.168152903,0.098294416,0.09510642,0.123454388,0.193259796,0.078429189,0.085976304,0.078676192,0.118263891,0.211569203,0.088912448,0.113715766,0.119520856,0.086153857,0.153384944,0.100525979,0.231140827546237,0.73509497394059,2.95001433812502
"T4094",0.111145791,0.090331585,0.090011039,0.169852768,0.218771384,0.217409898,0.207037833,0.178146312,0.11654434,0.260877691,0.053452267,0.080050626,0.161172105,0.090804236,0.166715625,0.072607244,0.491076672274645,0.02236933099378,2.26088183905232
"T4095",0.188795226,0.065732274,0.064835199,0.099134476,0.137937663,0.100254153,0.159586731,0.129079461,0.087504623,0.226369198,0.125227517,0.104072632,0.122484592,0.06565058,0.158907419,0.07201018,0.347421619211767,0.392290965265988,2.61855806806109
"T4099",0.152274984,0.114725944,0.11336132,0.140274235,0.112319673,0.081537893,0.119657904,0.140738994,0.117962795,0.204120215,0.140116012,0.076501409,0.0657204,0.113370991,0.155743462,0.113575687,0.0660981346635146,1.50549730455165,3.69491427071389
"T4101",0.090829436,0.12388884,0.09065977,0.125221294,0.060453172,0.165243828,0.218502663,0.092722674,0.105729711,0.224844283,0.128407329,0.222895471,0.111189509,0.091019753,0.148701447,0.092786513,0.452989223926152,0.118112590065785,2.35345573764373
"T5042",0.2192879,0.157171609,0.065552668,0.18444855,0.229964804,0.131219756,0.231108954,0.196231496,0.10769439,0.246169951,0.195957071,0.113410019,0.139890875,0.063139362,0.155623977,0.070281444,0.42577237739935,0.187147795395365,2.42020569121081
"T5043",0.20747356,0.140076804,0.085459475,0.085554005,0.215971898,0.135262955,0.188285696,0.161488806,0.097865289,0.24869629,0.155660295,0.11234743,0.151377604,0.085908218,0.129872553,0.093462595,0.338223452563679,0.417316522051937,2.64275521132267
"T6958",0.179611007,0.147014435,0.090120999,0.143348023,0.25818634,0.089254498,0.224631177,0.19842688,0.152354972,0.269967154,0.188929477,0.073242133,0.192817225,0.073624747,0.128360807,0.073982861,0.434962532359768,0.163753670627821,2.39758597516128
"T6962",0.215024808,0.161072572,0.08117279,0.195506918,0.251437973,0.130518956,0.22524339,0.166919071,0.166366569,0.264098226,0.193944468,0.084728122,0.206244239,0.062960676,0.16013112,0.067171838,0.411715263100605,0.22313488784146,2.45500151369477
"T6963",0.215221735,0.144482538,0.062195499,0.171990725,0.237943397,0.162937623,0.21876075,0.20358195,0.12112175,0.242500645,0.187933464,0.085235778,0.156380317,0.057029474,0.16610485,0.067185402,0.456197316202561,0.110018589140179,2.34562967001089
"T6966",0.195993724,0.101349085,0.080048296,0.069805066,0.201086755,0.076392513,0.170807283,0.18103284,0.140108323,0.250818288,0.196763922,0.078905542,0.081040276,0.099752422,0.16669659,0.090827736,0.424536105047866,0.190302352772756,2.42325582421846
"T6967",0.210462459,0.07907555,0.08559754,0.179717416,0.215699253,0.069793916,0.135939321,0.176276762,0.125884521,0.249097084,0.176381022,0.069139435,0.06991087,0.089843092,0.170260454,0.088316876,0.407697960660124,0.233470696942929,2.46499517959766
"T6970",0.170900085,0.133609387,0.082503837,0.096093912,0.187499247,0.087198684,0.161904389,0.183981781,0.141602511,0.236516921,0.217131039,0.088399781,0.08113366,0.104364495,0.17420402,0.108947483,0.283938097269285,0.57118212373849,2.79152744599796
"T6971",0.195060191,0.089532379,0.074171071,0.079136956,0.197247138,0.090449715,0.125582622,0.179521142,0.127193894,0.259493232,0.193164739,0.078138591,0.081403711,0.076771615,0.19094918,0.087667259,0.499049029359538,0.00238373215318847,2.24155781751503
"T6981",0.232476655,0.161480459,0.097266836,0.159461339,0.227949837,0.080067411,0.160848562,0.161208931,0.151090814,0.258596443,0.179964303,0.068335499,0.119143569,0.07828461,0.171384788,0.101564867,0.330400983859848,0.438806199675525,2.66353352257267
"T6984",0.23500411,0.174545634,0.086772113,0.201321182,0.232444717,0.049884369,0.169183294,0.191879491,0.166351945,0.262167425,0.197408341,0.210928352,0.099043805,0.088474736,0.169027458,0.095803791,0.236118497615753,0.718844078815922,2.93430139152312
"T6989",0.217284158,0.159065197,0.0618964,0.164170008,0.230879649,0.052870167,0.222513596,0.184528135,0.106000597,0.251350379,0.203290726,0.141060559,0.131812592,0.060572311,0.162111602,0.064691895,0.432000182171826,0.1712841225466,2.40486714878158
"T6992",0.218362086,0.152482416,0.064457506,0.178767036,0.231913608,0.232508873,0.227839102,0.190697494,0.103590093,0.246931994,0.160157688,0.100649754,0.111170123,0.061756498,0.149990199,0.066477408,0.48841193389053,0.0290510599829161,2.26734238476437
"T4096",0.176557169,0.156786762,0.094495912,0.105368313,0.146872665,0.070322739,0.142215591,0.146606087,0.11534651,0.255883253,0.133267018,0.070471019,0.047407895,0.097597696,0.16021425,0.085233748,0.415228641072301,0.214115123861881,2.44628032826555
"T4102",0.139180739,0.153429623,0.121820837,0.110083145,0.057877892,0.186876125,0.212269451,0.104471001,0.116331479,0.226331754,0.058788712,0.221917502,0.087835005,0.120252515,0.150426734,0.123343421,0.421042317178925,0.199227697313599,2.43188571574739
"T4838",0.140444303,0.148096683,0.091623224,0.207715242,0.202685417,0.156575691,0.117740229,0.16958203,0.123637201,0.232648053,0.142086946,0.184602547,0.079299641,0.092783144,0.162347136,0.097564529,0.215102861110936,0.788839666788641,3.00197993647383
"T4842",0.080592006,0.103746703,0.091435363,0.160260397,0.215865843,0.081379789,0.132038518,0.153772731,0.116334064,0.228477969,0.167250007,0.109169224,0.128236712,0.089780451,0.152540889,0.093976894,0.216516925788035,0.784010666424951,2.99731078906545
"T4845",0.221897236,0.086549241,0.068063628,0.122340537,0.213297848,0.09786902,0.183953053,0.180825336,0.10664875,0.254774553,0.102592948,0.176441839,0.151098546,0.076514903,0.121160859,0.06806537,0.424036706459146,0.191577187914059,2.42448845887322
"T4847",0.130885673,0.066049031,0.059028309,0.161914821,0.249818936,0.089444703,0.084774236,0.18137131,0.127616083,0.234577781,0.090649598,0.208323834,0.143302415,0.080034277,0.177042587,0.084317755,0.447594190034544,0.131741979464417,2.36663395743989
"T4849",0.202409291,0.078135989,0.095161998,0.109519854,0.181775494,0.07000997,0.084741567,0.152249587,0.122767247,0.254850212,0.183973749,0.071678092,0.092462505,0.088973466,0.186794033,0.09190668,0.418755279584281,0.205078800502259,2.43754313161651
"T4851",0.189374745,0.082027209,0.08873524,0.126041334,0.177053462,0.090260176,0.087913584,0.150344072,0.112635307,0.231544061,0.104664876,0.089896627,0.135978966,0.093576423,0.167405711,0.093704063,0.239539533858201,0.707784541193358,2.92360795446799
"T4853",0.178571522,0.1302473,0.083002284,0.15087814,0.232490024,0.087468938,0.144071875,0.167692468,0.117371724,0.222249148,0.122554587,0.081650529,0.10513395,0.093254564,0.169176096,0.091515547,0.270295030579868,0.611920948123245,2.83091770525883
"T4855",0.18410909,0.10433903,0.091062069,0.177756438,0.181195888,0.093559782,0.083845067,0.184737154,0.118804225,0.241195474,0.132129906,0.081391369,0.103971258,0.09802635,0.18804336,0.098096144,0.299899816388576,0.524688672934489,2.74657305399572
"T5041",0.203240643,0.147244677,0.079488049,0.166214063,0.208609589,0.085673939,0.207503943,0.173328437,0.108913319,0.228095607,0.171825062,0.10637565,0.105560846,0.07606625,0.148615156,0.082472917,0.298629593193428,0.528346033853686,2.75010934638986
"T5044",0.229457089,0.161028784,0.0898428,0.126400054,0.226030921,0.14638703,0.217145551,0.167792798,0.125764235,0.245600706,0.198868,0.064597486,0.167273483,0.074579009,0.116070983,0.10428317,0.396737261982525,0.261801446296278,2.49238810462524
"T6964",0.208742499,0.137811838,0.067424408,0.168156728,0.233461081,0.135615209,0.224070692,0.170845165,0.106071144,0.255104882,0.202633665,0.088057078,0.140819461,0.066720856,0.127150373,0.068550884,0.478464154197969,0.0540086050693677,2.29147376769741
"T6972",0.19536836,0.156016328,0.085166283,0.211637598,0.155506208,0.060705655,0.214852072,0.219168852,0.152387234,0.263091211,0.236389585,0.111112895,0.056627636,0.083816405,0.159990168,0.083378985,0.435035744758541,0.163567680102793,2.397406141425
"T4105",0.091388212,0.131994696,0.071347148,0.077356227,0.193569338,0.099067177,0.201985945,0.17115109,0.095210571,0.226879861,0.182926665,0.073200394,0.138585524,0.070181549,0.131551746,0.073833824,0.491274228679176,0.0218740093367572,2.26040291388002
"T5049",0.196315934,0.137065823,0.068535125,0.166700978,0.213674943,0.108216484,0.211167728,0.170025562,0.096600966,0.227585765,0.184088334,0.100836324,0.139706088,0.067913898,0.136497313,0.070998943,0.372886949374055,0.324216806810827,2.55273734812106
"T5055",0.195763423,0.139520547,0.084385435,0.154915764,0.204691252,0.104439125,0.202179423,0.168238319,0.102681665,0.219757572,0.117349656,0.104704021,0.149744456,0.084174573,0.143334354,0.085310211,0.227429468896178,0.747339031141767,2.96185308396129
"T5056",0.203569115,0.147195853,0.091748937,0.157311874,0.194940914,0.088503401,0.204674988,0.15516319,0.11375028,0.223422898,0.10005832,0.092851797,0.16138681,0.090037577,0.133412572,0.094402361,0.222345776662171,0.764294850647146,2.97824762004288
"T4104",0.071343033,0.106490739,0.087177373,0.092028932,0.146582082,0.104444969,0.143539909,0.153258302,0.092275851,0.237255696,0.134735782,0.186281295,0.175792954,0.087068669,0.169057051,0.084070089,0.313657709244306,0.485508875346229,2.7086902135334
"T4106",0.105256583,0.134550646,0.089213735,0.192738907,0.185084913,0.194297284,0.19009402,0.178687518,0.107210187,0.257285169,0.169194948,0.20701876,0.184357952,0.079982752,0.166085949,0.072167641,0.276968664239735,0.591870471473777,2.81153095354338
"T4112",0.139423059,0.146991333,0.09789351,0.0674213,0.126140403,0.04460903,0.229472245,0.186378618,0.115376666,0.242675504,0.166655159,0.219566999,0.187559045,0.09025394,0.17672945,0.073428632,0.357219098792978,0.365902008484725,2.59304265702662
"T4118",0.113238922,0.151229464,0.094139279,0.143984423,0.189082386,0.164982838,0.174330859,0.159330389,0.107454526,0.226728446,0.139433014,0.195403801,0.17590964,0.094496275,0.149507822,0.069157491,0.157107713917861,1.00641615048845,3.2123540508828
"T4833",0.189823783,0.121816577,0.070055206,0.171759876,0.217255726,0.097037405,0.20276185,0.152434825,0.099549423,0.237676636,0.076924684,0.132298168,0.106274223,0.06967923,0.159270826,0.069921266,0.444714571065097,0.139026583892902,2.37367742178586
"T4835",0.187019166,0.071977329,0.088671878,0.071746543,0.176163224,0.075428701,0.076604663,0.114298132,0.116623622,0.233280827,0.111394756,0.08709843,0.115938538,0.092031383,0.159077843,0.091983135,0.367523722484378,0.338419017288403,2.56646942707125
"T4839",0.185877363,0.080460725,0.082733597,0.175827415,0.198366504,0.108216184,0.100049796,0.07887339,0.116500876,0.221870003,0.117539129,0.078256827,0.097381946,0.080311968,0.161905532,0.082347266,0.397377470782694,0.260141092456088,2.49078271298182
"T4843",0.16712566,0.128465753,0.085845862,0.146057945,0.194440549,0.083531002,0.083195031,0.153165497,0.108529925,0.196022451,0.167827163,0.086258495,0.143141577,0.087232633,0.139445191,0.089814149,0.16305173016429,0.981992668033658,3.1887390516658
"T4850",0.120633471,0.073505688,0.107555088,0.152711651,0.197091478,0.08281718,0.095852239,0.163772254,0.14588858,0.25883718,0.193052757,0.0734383,0.071512658,0.103478039,0.199075459,0.100873558,0.369311942203474,0.333676235101622,2.56188364378524
"T4852",0.179265523,0.082099398,0.093253474,0.111942373,0.195809226,0.087768173,0.111420204,0.163359189,0.141683038,0.252204432,0.134290169,0.110804351,0.09430835,0.108878934,0.150099346,0.109963621,0.188112943383306,0.884871600276906,3.09483295357861
"T4854",0.153149573,0.133534769,0.101146505,0.173331213,0.210540115,0.128169287,0.140362201,0.165184947,0.122275582,0.223021734,0.124450714,0.188317131,0.065926201,0.102644056,0.161728187,0.110463704,0.143926928331406,1.06284145445229,3.26691152487907
"T4856",0.145413174,0.119769195,0.092097611,0.145475725,0.190590176,0.179470915,0.16792198,0.181756398,0.121538286,0.233034366,0.143627267,0.117170341,0.087753547,0.104909709,0.188087809,0.096210379,0.13923249625871,1.08377405265615,3.28715119754283
"T7010",0.107777787,0.190312369,0.130688442,0.098149238,0.116478663,0.139337609,0.124203755,0.103695663,0.101816302,0.134911048,0.113619994,0.115000348,0.115856288,0.14359067,0.098619659,0.127554793,2.13225405242581e-10,6.24402535775755,8.2765842464574
"T2255",0.087295506,0.056589239,0.04598652,0.067254133,0.095224237,0.109508802,0.048135345,0.105955022,0.042069144,0.097116051,0.060723243,0.109944552,0.042159914,0.047089139,0.065846936,0.055404821,0.283879492307833,0.571355061504531,2.79169465905683
"T2256",0.092029745,0.054819344,0.040230493,0.065435651,0.099589756,0.118919262,0.044030548,0.117089106,0.035637294,0.10332481,0.062240244,0.121792081,0.034506132,0.046285291,0.069877108,0.048635762,0.49079652345313,0.0230717412420057,2.2615609976241
"T2257",0.104729402,0.078300626,0.032999431,0.044150431,0.040521675,0.109189581,0.047204849,0.11122644,0.033846945,0.082308738,0.072513752,0.114892165,0.043174827,0.055749836,0.077362373,0.051411059,0.491513502644816,0.0212740988452435,2.25982286204615
"T2259",0.105175576,0.076974325,0.054407332,0.054014356,0.053874333,0.086192594,0.063485054,0.067880143,0.060058811,0.068943663,0.078907941,0.117337145,0.06335772,0.071206268,0.083923435,0.061912977,0.0574732377576337,1.57634430848435,3.76341604745661
"T2767",0.117974976,0.270862812,0.161378434,0.174180846,0.177607743,0.054218361,0.047439571,0.323845857,0.295312544,0.320450873,0.043928248,0.207050059,0.21433622,0.226782376,0.23652958,0.221255391,0.487371200043941,0.031660995844747,2.26986592469966
"T0415",0.056541545,0.171577556,0.05464211,0.084041374,0.061786992,0,0.078284095,0.048231073,0.049889545,0.086188296,0.078305004,0.068605332,0.054154406,0.065252771,0.081835602,0.068556836,0.00157703894678631,2.95230835448899,5.09383196701983
"T0412",0.055645865,0.039933956,0.040865174,0.058079506,0.045195203,0.06758228,0.044186889,0.075207882,0.035151849,0.057657296,0.044193635,0.079373535,0.036004264,0.039505109,0.045320794,0.048375201,0.0625183247315415,1.53397156037377,3.72244595175851
"T1770",0.114611149,0.092301864,0.084658925,0.092062189,0.08214898,0.186988698,0.094080251,0.188116724,0.082545066,0.123007306,0.094084364,0.197944551,0.08419596,0.089946019,0.095294699,0.081996491,0.277197518782808,0.591187141184415,2.81087024333229
"T1771",0.113720889,0.092489204,0.085987198,0.096782535,0.083113207,0.076847602,0.095695122,0.184550557,0.080322084,0.120569373,0.095702837,0.195565715,0.083228743,0.08938939,0.097498177,0.082860783,0.243269213992588,0.695825004589482,2.91204431082876
"T1772",0.115765521,0.103879964,0.094232489,0.103171436,0.090560364,0.103924231,0.106805524,0.173456379,0.089786701,0.119079348,0.106809562,0.184763558,0.093701276,0.101842353,0.107704609,0.090338371,0.0535622098062234,1.61125378321541,3.79716992428257
"T1777",0.11840406,0.078438987,0.07690573,0.08846648,0.072678265,0.276712431,0.085925289,0.179551825,0.056968017,0.124847923,0.085949368,0.188588842,0.058793739,0.070235792,0.085463688,0.072420404,0.451764226313556,0.121205266731154,2.35644603835806
"T1778",0.114638473,0.085061187,0.076424143,0.086824618,0.071172679,0.339238124,0.089899583,0.175658237,0.06776456,0.12066375,0.089920903,0.184424328,0.070563343,0.07952228,0.091053055,0.070967117,0.342611757099703,0.405345570026863,2.63118053014351
"T1779",0.129298423,0.101299883,0.072634556,0.081777688,0.069467762,0.27828189,0.105785073,0.196573394,0.079035391,0.136474902,0.105800409,0.205466566,0.084088534,0.095457911,0.108190164,0.069233082,0.392028482345818,0.274035988948832,2.50421765087014
"T1780",0.121936452,0.092432569,0.07839426,0.08703811,0.072669164,0.325489465,0.097780475,0.185112398,0.070769668,0.128484982,0.097800015,0.194160095,0.074706228,0.08583123,0.10082361,0.07236757,0.34939669338339,0.386949780408413,2.61339369084899
"T1790",0.112759719,0.080962281,0.071524527,0.07850391,0.069332556,0.086676007,0.085897078,0.187800222,0.064947994,0.120864129,0.085914664,0.197294923,0.06699405,0.075326587,0.089217135,0.069177534,0.486916979587926,0.0328001492724485,2.27096736907202
"T1793",0.10530585,0.071805131,0.086243808,0.100858248,0.08260221,0.14739313,0.076864863,0.184615309,0.058415833,0.113825163,0.076894731,0.1952906,0.059039614,0.06598082,0.077731329,0.082283983,0.473296744345144,0.0669851958975093,2.30402079831899
"T1796",0.139218799,0.107883917,0.076873005,0.083082145,0.073171611,0.100185399,0.112391966,0.194584823,0.080337163,0.145399409,0.104969185,0.201547575,0.085637664,0.100518276,0.116039451,0.073138175,0.332715443206692,0.43242729119511,2.65736577319258
"T1803",0.120195737,0.102066364,0.098209324,0.102591713,0.095398094,0.109840256,0.104268237,0.201003332,0.09254739,0.127898672,0.104288652,0.21487761,0.094347346,0.099793593,0.105603142,0.095336413,0.213006812086249,0.796031676429652,3.0089338711699
"T1804",0.157669163,0.088290375,0.067773771,0.074621021,0.065288068,0.112217128,0.121948623,0.208437074,0.078841792,0.164611929,0.121993858,0.205515518,0.086011992,0.104301453,0.127831027,0.065025844,0.450743639589213,0.123782764006016,2.35893821351123
"T1811",0.168746958,0.127862327,0.066955913,0.071267105,0.064528152,0.13658007,0.13463914,0.205641157,0.088624786,0.17460774,0.134664132,0.208576609,0.096763569,0.116823816,0.13983032,0.064494295,0.424109849238877,0.191390453944914,2.42430790630283
"T1817",0.137817285,0.111321002,0.065700348,0.069471212,0.063836663,0.097081554,0.114650237,0.206160271,0.081020606,0.145508015,0.114659578,0.216128834,0.087297843,0.104147032,0.117470924,0.063915356,0.476758081165289,0.0582918461146651,2.29561522189495
"T1826",0.144641145,0.10709926,0.089594937,0.092345364,0.086398778,0.108570412,0.110458158,0.220719682,0.092026672,0.153859465,0.110472347,0.121843738,0.095472038,0.089573925,0.113619869,0.086410524,0.190800718979698,0.874949400589831,3.08523920550132
"T1827",0.142064358,0.089910391,0.088273002,0.091182458,0.08297054,0.213163648,0.096006707,0.163804234,0.07637805,0.162318116,0.096036224,0.085271186,0.07805657,0.083253561,0.100137725,0.082746181,0.124648772120301,1.15205726065731,3.35317404692422
"T1828",0.143153253,0.100938826,0.085686386,0.087830013,0.082145042,0.164211957,0.107955207,0.11164747,0.082162657,0.174751547,0.107986343,0.202004974,0.084529342,0.093613075,0.113343227,0.082108055,0.220065273336696,0.771972784615965,2.98567139365901
"T1829",0.146262465,0.094256001,0.088740924,0.091433856,0.082001872,0.218267888,0.100493524,0.178279018,0.075426707,0.143567284,0.100522773,0.174667763,0.07813527,0.087130288,0.105450325,0.081809076,0.19603208971577,0.855879962424057,3.06680101724594
"T4795",0.077420527,0.121299351,0.099343527,0.096811914,0.088946123,0.097243643,0.09243004,0.093678086,0.068227971,0.110275374,0.092202341,0.107557436,0.078765735,0.098307567,0.078681127,0.117035297,1.4739679064256e-06,4.67441438322014,6.7589316347418
"T4799",0.291534882,0.080960437,0.078437536,0.119166245,0.135194534,0.110024457,0.11004244,0.118386701,0.074983226,0.111518179,0.121905629,0.135967915,0.099872608,0.086882627,0.090822512,0.107541301,0.486329897337622,0.0342725741495817,2.27239105270866
"T4811",0.105676671,0.230327606,0.123395428,0.11812719,0.118446842,0.143987675,0.130348948,0.192723144,0.086702165,0.142194314,0.086076402,0.176017086,0.239249681,0.131946773,0.239275157,0.174365138,0.231225408023224,0.734817223715258,2.94974578218236
"T5743",0.189409197,0.076623183,0.122899087,0.148362577,0.1490636,0.145031161,0.151929994,0.150433855,0.139958533,0.150975639,0.152292371,0.145300058,0.145621843,0.124580417,0.214840175,0.136606964,1.12411094969287e-05,4.23869566146879,6.33763637956928
"T5745",0.111052001,0.34766879,0.115012226,0.131087539,0.138880296,0.126860902,0.136836158,0.116953734,0.091172886,0.134147522,0.117411442,0.170884488,0.106754388,0.120840231,0.178286353,0.204055119,0.0156920090241855,2.15216935827094,4.32017973277515
