"","fpr","marA","pqiA","pqiB","pqiC","soxS","waaB","waaG","waaJ","waaO","waaP","waaQ","waaS","waaU","waaY","waaZ","pval","z","inv_cof_var"
"T8405",0.191116874,0.165457247,0.112616804,0.076590926,0.17719738,0.19178354,0.196262673,0.191761072,0.182703521,0.190383557,0.191307085,0.17622996,0.194701753,0.186003784,0.175303254,0.186576337,0.00226188008007579,2.83912380393426,4.9843941308032
"T1010",0.152884696,0.034040472,0.208192741,0.066248685,0.090388007,0.070855499,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.031526826,0.118045882,0.073032129,0.394199474820332,0.268390242249007,2.4987587936354
"T1011",0.155964636,0.048992693,0.224188472,0.063685232,0.090388007,0.106722343,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.054181602,0.118045882,0.073032129,0.378393934042859,0.309701623472237,2.53870265655691
"T8401",0.106267357,0.069572435,0.03389864,0.069859812,0.061898244,0.044013478,0.075262796,0.081254365,0.05896862,0.074413045,0.05205898,0.067902976,0.064087627,0.052787691,0.063330989,0.055410059,0.0402006595785327,1.74836225673524,3.92973973699494
"T0849",0.140654263,0.061819359,0.037540727,0.03682413,0.037097797,0.163954404,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.090109176,0.118045882,0.073032129,0.447665101183125,0.131562684487061,2.36646059761057
"T0850",0.140654263,0.079332853,0.042158535,0.04049015,0.039569242,0.163954404,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.090109176,0.118045882,0.073032129,0.411363837416739,0.224038077250097,2.45587480509444
"T0852",0.140654263,0.055448154,0.042109681,0.034410443,0.034923336,0.163954404,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.090109176,0.118045882,0.073032129,0.448512008462381,0.129421650756761,2.36439043787973
"T0853",0.049018377,0.067058935,0.03603457,0.029988857,0.029354258,0.070916379,0.060252891,0.030704322,0.058842118,0.10824685,0.071856638,0.078255069,0.061412159,0.069542469,0.079958259,0.045308658,0.385892368481359,0.290041175983908,2.51969302298388
"T0855",0.140654263,0.08954925,0.032349651,0.032484165,0.0326233,0.163954404,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.090109176,0.118045882,0.073032129,0.493190615316242,0.0170694250511991,2.25575737431163
"T0856",0.140654263,0.053536219,0.035150501,0.035805548,0.025411955,0.163954404,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.090109176,0.118045882,0.073032129,0.497900707410889,0.00526217044578882,2.2443409717254
"T0858",0.140654263,0.076554812,0.040766828,0.03990731,0.040430447,0.163954404,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.090109176,0.118045882,0.073032129,0.415104748946585,0.214432887059879,2.44658757264341
"T8144",0.10984813,0.087247289,0.05214422,0.063202065,0.082490713,0.130997812,0.098743716,0.134303315,0.065427101,0.119205011,0.093869348,0.136364988,0.07333205,0.087120406,0.089006073,0.048899274,0.162224723587858,0.985355566702822,3.19199062930573
"T0848",0.140654263,0.061744457,0.040900389,0.033617855,0.03262119,0.163954404,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.090109176,0.118045882,0.073032129,0.462799547995464,0.0933832511814823,2.32954500667115
"T0851",0.140654263,0.059301064,0.062726262,0.032382808,0.032741222,0.163954404,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.090109176,0.118045882,0.073032129,0.406162923882667,0.237426610345485,2.46882014158155
"T0854",0.140654263,0.066130431,0.037294842,0.037300742,0.037562562,0.163954404,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.090109176,0.118045882,0.073032129,0.445341378351305,0.137440327554196,2.37214367481649
"T0857",0.140654263,0.071444001,0.032104818,0.032046107,0.033093578,0.163954404,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.090109176,0.118045882,0.073032129,0.493875533776091,0.01535236326191,2.2540971519054
"T1007",0.048104135,0.06637767,0.164538609,0.032974406,0.090388007,0.133240497,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.052251885,0.118045882,0.073032129,0.417230221985594,0.208984365109803,2.4413194114865
"T1008",0.082011358,0.062547046,0.160823753,0.061690794,0.090388007,0.115916505,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.049653614,0.118045882,0.073032129,0.226949798826944,0.748929667743975,2.96339106619561
"T1009",0.115371898,0.0551725,0.243597503,0.066562859,0.090388007,0.109575867,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.052706329,0.118045882,0.073032129,0.439586195717252,0.152018440294948,2.38623921264962
"T1992",0.067423375,0.070674211,0.054321793,0.075812236,0.080220364,0.107788912,0.070340814,0.114385241,0.052722226,0.095037974,0.061368904,0.116134966,0.058867851,0.067166937,0.074884817,0.050606499,0.0920258131346524,1.32838295862206,3.52366288802554
"T1993",0.043194477,0.067426679,0.043755691,0.067979327,0.093550797,0.101914075,0.066846908,0.106860089,0.049637338,0.093829461,0.054790474,0.108334147,0.052591116,0.062802256,0.074365826,0.040489275,0.245733551804982,0.687977256730996,2.90445634462138
"T5075",0.056240526,0.057277284,0.069148787,0.061522286,0.06747339,0.485906264,0.066902412,0.057030319,0.054672606,0.06821938,0.063399291,0.067952111,0.058742219,0.083751882,0.056034213,0.064477117,1.36594589392378e-10,6.31327626235983,8.34354275906865
"T5076",0.093875693,0.044040769,0.071044857,0.052130005,0.057824646,0.30092075,0.057194044,0.049827026,0.041534681,0.059250343,0.05420924,0.059072039,0.047085081,0.074241391,0.044595014,0.059262728,0.0160383464919075,2.14345360129222,4.31175249089394
"T5077",0.057278966,0.041833908,0.068644337,0.044322566,0.045692302,0.074115444,0.045649132,0.044538424,0.045190811,0.045876498,0.045132343,0.04589409,0.043046324,0.077525121,0.042032455,0.062664022,0.00737246389328381,2.43858408765485,4.59711336100199
"T5078",0.083081381,0.047254393,0.060265951,0.052944062,0.056872943,0.337520373,0.056431932,0.052020349,0.045813312,0.057787278,0.054197884,0.057496372,0.049424895,0.062871383,0.04762387,0.055789829,1.25811481617822e-05,4.21333900279923,6.31311909479075
"T5079",0.033724502,0.037361986,0.078141061,0.042842834,0.045118046,0.043909686,0.045080074,0.043210224,0.035272006,0.045429082,0.044024049,0.045465673,0.039861662,0.08793027,0.037604089,0.067154823,0.210829173872324,0.803547510312853,3.01620091065108
"T5080",0.091539153,0.049339147,0.06397287,0.054596371,0.058220329,0.322743318,0.057755659,0.053413348,0.048490108,0.059075269,0.05604467,0.058990477,0.051215242,0.065951622,0.049646452,0.059267347,0.000256545347082029,3.47382754479099,5.59808746348441
"T5081",0.040988507,0.039861451,0.063437029,0.045302817,0.047700958,0.038712585,0.047542268,0.045609565,0.037813295,0.048015113,0.04649808,0.048080659,0.042015252,0.081905368,0.039262193,0.05723283,0.0171840058842543,2.11572724773029,4.2849439545246
"T5082",0.067565996,0.060225857,0.072945308,0.066224823,0.068189676,0.489572789,0.068100435,0.065268236,0.052231915,0.068274394,0.067161068,0.068282283,0.06295862,0.07596413,0.060738358,0.064908153,2.98893443252458e-24,10.0922574548033,11.9974294669047
"T5083",0.041463208,0.040781442,0.074587692,0.046501218,0.050771826,0.048985046,0.050642219,0.046949228,0.037454186,0.051565364,0.048748509,0.051739133,0.04348658,0.085714987,0.040992718,0.064566622,0.0453352605830763,1.69187126884709,3.87511875338968
"T5084",0.099150486,0.045081805,0.070023838,0.053067167,0.058643535,0.328653989,0.057850357,0.050856785,0.043665555,0.060065745,0.055147768,0.060061977,0.047912924,0.072491697,0.045647368,0.060441833,0.0190935982449755,2.07283974181465,4.24347614089515
"T5085",0.0427198,0.034679307,0.057295885,0.039732457,0.05022567,0.051837722,0.050040078,0.041262484,0.031234804,0.052750815,0.044983151,0.05351218,0.035873549,0.080230483,0.034116634,0.048019892,0.046934450067925,1.67533307160839,3.85912801514973
"T5086",0.117911766,0.045391814,0.072491002,0.053739852,0.058800051,0.340744213,0.05830487,0.052154558,0.039873928,0.060168732,0.055606235,0.060002129,0.048698213,0.076150294,0.046037496,0.06011064,0.143694666326685,1.06386616479059,3.26790231453739
"T5087",0.0427198,0.034679307,0.057295885,0.039732457,0.05022567,0.051837722,0.050040078,0.041262484,0.031234804,0.052750815,0.044983151,0.05351218,0.035873549,0.080230483,0.034116634,0.048019892,0.046934450067925,1.67533307160839,3.85912801514973
"T5536",0.094220952,0.151245685,0.062613428,0.207634852,0.157742972,0.2265141,0.16065435,0.16454567,0.069873228,0.077751076,0.186231895,0.163424109,0.183883603,0.066419143,0.071946609,0.083993797,0.462764792353535,0.0934707517028917,2.32962961068896
"T5544",0.115569425,0.111173892,0.044009045,0.240925643,0.19807995,0.204043169,0.130834396,0.153625473,0.116890187,0.130437261,0.168302093,0.234086297,0.203100881,0.047389834,0.136294381,0.082216504,0.469866113929268,0.0756064210144622,2.3123566375984
"T5548",0.115662746,0.138596267,0.134531264,0.183151929,0.082635711,0.234899308,0.104391213,0.185705373,0.112120155,0.119989025,0.196741726,0.185876124,0.151071895,0.065677831,0.100703197,0.061561289,0.276320205981136,0.593808187990818,2.81340452640988
"T5550",0.10071876,0.173853959,0.123293251,0.090682089,0.109322077,0.227190439,0.115013575,0.196036752,0.109949463,0.119433907,0.054886089,0.203699082,0.165071779,0.06574003,0.115499806,0.06603777,0.355184225255714,0.371361294018331,2.59832122546337
"T5556",0.103266718,0.1234488,0.102076179,0.167592221,0.193719116,0.237621912,0.097545897,0.127248329,0.110173957,0.146834085,0.180230221,0.211075441,0.183957321,0.079246059,0.177119419,0.076410732,0.196933991465037,0.852623758479009,3.06365260244657
"T5558",0.139287581,0.131003877,0.097611166,0.166821019,0.111866619,0.219046301,0.124146226,0.098095938,0.11286344,0.086759827,0.133781736,0.172395748,0.15883868,0.135536437,0.162737967,0.126574733,0.00461510168966477,2.60340801085148,4.75648116714663
"T5564",0.160375252,0.115926421,0.08625904,0.074003435,0.199735727,0.241789524,0.172149614,0.161527169,0.071286398,0.068819722,0.189176881,0.21035949,0.187150799,0.154342355,0.178166812,0.067927362,0.359882967064702,0.358771634655323,2.58614831783031
"T5566",0.115914409,0.155302326,0.103925823,0.167626668,0.195465825,0.219426981,0.136278922,0.130966277,0.101594446,0.083377718,0.181926683,0.221787424,0.149900992,0.119211237,0.155614155,0.096855773,0.107730391736193,1.23868875826508,3.436937807967
"T5568",0.146554996,0.105186488,0.095349986,0.119465703,0.125270441,0.221702804,0.105244367,0.138349109,0.094411879,0.162899771,0.13580615,0.145409961,0.165088821,0.123564117,0.154663996,0.137419151,0.000123735117795811,3.66486380799456,5.78279991038148
"T5570",0.131396154,0.121721708,0.090215902,0.15889437,0.152638576,0.209558275,0.141207233,0.150547699,0.112763523,0.155739703,0.169614005,0.15446913,0.164537553,0.140357703,0.154397722,0.136321122,1.45539398904099e-06,4.67701653293602,6.7614476462736
"T5572",0.142652919,0.094512176,0.105742406,0.162145223,0.190724606,0.221684591,0.08167461,0.157624523,0.122658077,0.156126005,0.182867639,0.200694213,0.178612273,0.174856409,0.165716777,0.09779194,0.0244534367424545,1.96940263436101,4.14346308108485
"T5574",0.140705284,0.105738198,0.090102465,0.15264276,0.179300218,0.225913811,0.151082619,0.135837797,0.089999694,0.147934611,0.14545405,0.195658625,0.146187714,0.160505039,0.142087104,0.099794597,0.00665817059308937,2.47519509394431,4.63251244409589
"T5576",0.109510075,0.082228358,0.096748307,0.110600494,0.202960658,0.239347829,0.1793379,0.17844288,0.112351729,0.157918689,0.193570732,0.216243858,0.188550996,0.074792583,0.170540472,0.073384939,0.218458005851007,0.777411530611646,2.99093010247202
"T5578",0.228367072,0.103581912,0.100063415,0.125395104,0.194509228,0.196723002,0.180712524,0.216047066,0.105121546,0.177745791,0.155340702,0.208307942,0.136236993,0.113912998,0.133174758,0.159999351,0.0567306806882123,1.58282498037123,3.76968219159955
"T8388",0.067600753,0.046387753,0.046057811,0.065998074,0.046300491,0.047041269,0.054247775,0.056023482,0.046507542,0.050028571,0.046485505,0.057137577,0.048167457,0.048352968,0.046363109,0.04634671,4.01305570307538e-07,4.93473145692993,7.01063151018786
"T8389",0.070800743,0.048605998,0.044498328,0.103535889,0.048419726,0.046320391,0.050229379,0.051358788,0.047881347,0.045860137,0.047872091,0.053473948,0.044199602,0.044440198,0.048339282,0.048247604,0.12022182023937,1.17387863685967,3.37427307663412
"T8394",0.072542721,0.050648273,0.042786932,0.100471269,0.050493347,0.047184462,0.046672699,0.047973223,0.049668575,0.04261347,0.049782945,0.049973585,0.040742373,0.041063508,0.050331513,0.050346868,0.131701434611796,1.11838436450677,3.32061581458773
"T8395",0.123569582,0.194417782,0.045710482,0.043773367,0.121016179,0.05358312,0.091292957,0.140450343,0.095854035,0.118735345,0.064936656,0.058149266,0.072518207,0.055217695,0.130669546,0.077737524,0.335945738416688,0.423553495490051,2.64878572409373
"T8499",0.115555386,0.303648921,0.052490661,0.052634903,0.186257313,0.072151605,0.111518413,0.165880337,0.143946222,0.147233756,0.098042123,0.073878496,0.102187697,0.072752108,0.204057022,0.1176393,0.401448823745288,0.249598773096366,2.48058937286801
"T8500",0.051657967,0.055053205,0.040030841,0.063414599,0.050789267,0.035956073,0.063684408,0.063780242,0.049221137,0.063613712,0.060434658,0.062404053,0.054724767,0.052092746,0.051594175,0.062513641,1.46628243645894e-08,5.54541576753528,7.60110052063619
"T8212",0.108301074,0.095840683,0.065005448,0.064498076,0.063624882,0.108417503,0.088153495,0.109974952,0.049355919,0.108829088,0.068670907,0.108490012,0.049366587,0.05606391,0.08215431,0.056827023,0.138891228656723,1.08531433881892,3.28864049607324
"T8214",0.089948284,0.073851989,0.075649138,0.077796087,0.076307892,0.101661098,0.063456634,0.109723417,0.059518209,0.09255133,0.06119011,0.104536863,0.058362058,0.055903417,0.0674877,0.069327906,0.0135318908994112,2.21059663780357,4.37667291154148
"T8215",0.080618527,0.056619717,0.059666703,0.06054335,0.059587983,0.09705246,0.059761902,0.107655629,0.052868703,0.084441782,0.05598835,0.100781678,0.052557378,0.05184683,0.054852212,0.057092718,0.0788111637472351,1.41311359169434,3.60558870828323
"T8217",0.081147421,0.049361427,0.065641176,0.058566773,0.05620883,0.096181993,0.054664791,0.106313123,0.042804418,0.08515742,0.051518131,0.099873556,0.042827387,0.040894281,0.046905474,0.052718282,0.233075648670844,0.728755400846853,2.94388462202406
"T8138",0.103585636,0.085964436,0.028452789,0.029706309,0.079642258,0.142088766,0.093582696,0.14503772,0.065509896,0.118410669,0.08932198,0.14860968,0.071554288,0.081393838,0.085799222,0.046435977,0.471780454800086,0.0707950020900516,2.30770448963616
"T8139",0.092876761,0.086648176,0.054364256,0.062638533,0.082307489,0.129275282,0.091799828,0.133089153,0.072128614,0.108256279,0.090181652,0.13706354,0.076387523,0.084254934,0.088294584,0.057093787,0.0907262776118316,1.33629596388248,3.53131395143858
"T8141",0.091745461,0.07854955,0.039555827,0.044219131,0.063141758,0.121693019,0.081406753,0.128397232,0.064568201,0.100028349,0.080709521,0.132833415,0.068331232,0.075990464,0.079986893,0.045794448,0.291532423447713,0.548913450804735,2.76999592628664
"T8403",0.101720226,0.068447874,0.032905778,0.068710705,0.061423625,0.043308467,0.074656978,0.079768718,0.058757786,0.073302326,0.051950421,0.066666044,0.063475652,0.052987275,0.062877595,0.05515751,0.0278120851471467,1.91396858194157,4.08986404552947
"T8406",0.066090141,0.048318905,0.04374012,0.077923629,0.048363668,0.04603021,0.046936666,0.047969882,0.047848704,0.042458106,0.047775729,0.050575497,0.042463912,0.042203298,0.048142512,0.048348622,0.00191005738477269,2.89264609198297,5.03614468655225
"T5535",0.071430942,0.100265829,0.07682162,0.199153999,0.182123698,0.250791048,0.139033349,0.086168532,0.136270745,0.105070896,0.143838079,0.173587208,0.184308098,0.064717384,0.131185589,0.088545021,0.289447450060524,0.554999649593871,2.77588065545686
"T5537",0.121047279,0.095291348,0.086827424,0.17898756,0.131823138,0.149142232,0.124747546,0.101664292,0.10399703,0.093755468,0.111334742,0.234745481,0.136127418,0.144177869,0.13096736,0.082380021,0.166326228503714,0.968785030428009,3.17596862253911
"T5539",0.09182948,0.09382761,0.079116425,0.191834218,0.076243703,0.10025582,0.139023949,0.08033455,0.098343252,0.091109061,0.076435087,0.083722074,0.171055059,0.087013735,0.139889193,0.081872154,0.28543463876189,0.56677173326515,2.78726305136188
"T5541",0.091471435,0.156862609,0.09919446,0.227848787,0.156106149,0.106056285,0.093543124,0.16374681,0.08568471,0.090491028,0.099880862,0.098334574,0.161432616,0.109928994,0.089960389,0.091058296,0.280308715992829,0.581924655952397,2.80191437137969
"T8252",0.074156647,0.082892571,0.066192397,0.066558346,0.065889671,0.122275315,0.087549671,0.104748464,0.071450822,0.112006355,0.084611814,0.126419725,0.066932425,0.070791063,0.087452117,0.065737257,0.0217075579088548,2.01969421232772,4.19208987198185
"T8254",0.050508774,0.048356401,0.055424666,0.098003305,0.073654249,0.115165414,0.052333422,0.046741999,0.046344896,0.092699553,0.049254025,0.126505584,0.052380322,0.045351354,0.05071672,0.064954149,0.343171022053908,0.40382413934998,2.62970946293146
"T8256",0.098626052,0.067634251,0.072817891,0.158495342,0.066812725,0.125229563,0.071837795,0.135420416,0.059481149,0.104193979,0.066312749,0.129742232,0.058300244,0.059536577,0.067319165,0.062914903,0.350073415162569,0.385122268359344,2.61162667438491
"T8304",0.053709629,0.055122752,0.076300869,0.059747041,0.058095293,0.098825579,0.051799216,0.111740791,0.049877374,0.08216381,0.057435644,0.104919262,0.048199221,0.055563528,0.058241539,0.05471387,0.150196588949097,1.03559060274823,3.24056274997174
"T8306",0.068616317,0.073667362,0.053291538,0.063961041,0.05486418,0.129180446,0.072893973,0.119609235,0.051510368,0.057769339,0.063044172,0.13470471,0.052102489,0.054762124,0.076670513,0.052847893,0.31425150524655,0.48383494794225,2.70707169764782
"T0509",0.090376883,0.069039495,0.038497554,0.04403644,0.041560837,0.096535581,0.073664843,0.100510963,0.04621368,0.091927705,0.073679188,0.102136058,0.051280073,0.063221963,0.076519394,0.04035386,0.261848281328256,0.637657644665074,2.85580244762957
"T0510",0.083560648,0.067406039,0.03984457,0.045322346,0.042770037,0.0903509,0.070614455,0.094982833,0.048076877,0.08516737,0.071037502,0.097000128,0.052397778,0.040366411,0.073274176,0.041529592,0.223686558908578,0.759801714695972,2.97390321902778
"T0511",0.092006371,0.073689734,0.038332218,0.043185426,0.040323062,0.09543638,0.077120556,0.098014298,0.0488249,0.092954856,0.078138404,0.098932481,0.05476162,0.067873963,0.080811555,0.039870054,0.238390518065158,0.711489369308662,2.92719014276583
"T1638",0.08630911,0.072629829,0.052426318,0.043397989,0.075312157,0.160443564,0.077014312,0.113979074,0.036342502,0.128988236,0.073926604,0.136576829,0.118311095,0.053371194,0.071488894,0.097010508,0.353117961917345,0.376916143656373,2.60369219457459
"T8190",0.082157871,0.053195239,0.037749593,0.044421234,0.044181963,0.092687362,0.059618755,0.102402368,0.030885537,0.084520303,0.056028906,0.096412048,0.030436849,0.035533369,0.049590945,0.037659057,0.48231727513461,0.0443385414064413,2.28212380926085
"T8192",0.038930497,0.041141458,0.043551614,0.050066908,0.046096806,0.087553362,0.04339114,0.081995688,0.035778187,0.071449093,0.042590132,0.096318011,0.033492402,0.032422017,0.037916839,0.04231744,0.36880587524841,0.335017678567313,2.56318068184894
"T1589",0.051329173,0.06728532,0.048990499,0.053921799,0.026454193,0.10301888,0.068316143,0.06164744,0.055645179,0.085298063,0.068437948,0.034960311,0.059175666,0.064385935,0.012554852,0.046639008,0.268769331344377,0.616539269126536,2.8353831473627
"T1591",0.077561536,0.063881012,0.046759279,0.060705718,0.059906625,0.125211766,0.062155272,0.113393321,0.045245387,0.092098537,0.066926438,0.081124379,0.049488918,0.058427609,0.059453917,0.045364355,0.12394666626278,1.15548143074028,3.35648486772866
"T8189",0.059343941,0.057463491,0.031467694,0.038990628,0.030882201,0.102748383,0.062149682,0.085949319,0.036647422,0.088302683,0.057052696,0.108830616,0.037888623,0.043800014,0.056760946,0.032590837,0.490134599844515,0.0247314118703908,2.26316572867186
"T8191",0.075886365,0.055569381,0.040194143,0.043206937,0.04041216,0.10058515,0.047629208,0.056149884,0.039299005,0.064577972,0.050010799,0.12225965,0.039474915,0.042338316,0.053756171,0.03954195,0.43516305837503,0.163244263023686,2.39709343032477
"T0881",0.104769456,0.051558575,0.06839787,0.063090569,0.064204004,0.099033161,0.087326247,0.040573073,0.075333171,0.108980956,0.085986269,0.156507312,0.077440394,0.082776582,0.089367235,0.066406853,0.199192208703807,0.844510107974352,3.05580753568882
"T0878",0.099418398,0.088603178,0.113221268,0.079799175,0.079993155,0.125942439,0.089942001,0.070058538,0.083857784,0.102041364,0.10418001,0.13484411,0.084769687,0.087111015,0.124571568,0.08064303,0.00156257938114816,2.9551511747005,5.09658068220379
"T0150",0.103224182,0.078047073,0.066275848,0.068837794,0.068596209,0.084736891,0.080774302,0.174868497,0.066690255,0.066839154,0.076562489,0.072438458,0.068183788,0.07441853,0.082418482,0.06637531,0.27279315937279,0.604387087217641,2.82363323549838
"T0326",0.048055526,0.051584362,0.065345888,0.043297845,0.071228461,0.087907162,0.046896373,0.099033056,0.031080386,0.079250307,0.055131838,0.092274322,0.039053563,0.041451999,0.058742487,0.030569915,0.337287392517709,0.419877719444219,2.6452316261634
"T0327",0.048948414,0.059178319,0.058560944,0.04299089,0.071619908,0.08832314,0.055028695,0.099998675,0.036694388,0.081763467,0.062187633,0.094136017,0.046443734,0.048146146,0.065144249,0.030673112,0.245036878395182,0.690191517796888,2.90659730766521
"T0328",0.042516124,0.056319441,0.048462771,0.042561846,0.059487134,0.091938714,0.052084671,0.101519741,0.039140728,0.084406932,0.061247269,0.097526287,0.043863007,0.044766805,0.064663315,0.031729575,0.333693127886716,0.429737975365267,2.65476548098062
"T0344",0.053327084,0.051245185,0.093907881,0.101083495,0.08301398,0.059140381,0.050668367,0.082573703,0.059154225,0.055196703,0.050666712,0.090682571,0.056363813,0.052438518,0.050466137,0.0826775,0.0756750098138484,1.43477922550615,3.62653715109637
"T0345",0.048314964,0.046034846,0.097955029,0.108324615,0.085877449,0.052380494,0.045248263,0.085764879,0.056625962,0.044853786,0.045245939,0.096341943,0.052635947,0.047612037,0.044954148,0.085441842,0.279387529609345,0.584661926788046,2.80456103115723
"T0346",0.047049823,0.044714804,0.093395021,0.100644171,0.080749502,0.054507629,0.044061056,0.080487339,0.05407441,0.049171485,0.044059174,0.089806956,0.050481751,0.046062334,0.043830235,0.080367401,0.213796799480114,0.793316237239932,3.00630832035184
"T0875",0.126609435,0.091484689,0.049447688,0.049534307,0.049607954,0.14632652,0.088072504,0.094928206,0.058800385,0.113972569,0.097239651,0.169577722,0.050028905,0.083659892,0.075376084,0.049290013,0.48039369976327,0.0491655068839583,2.28679098914328
"T0877",0.096357791,0.079203405,0.060508355,0.050222645,0.055130334,0.103111528,0.024406426,0.095221619,0.067098267,0.101954,0.022133244,0.108311882,0.066323553,0.075140721,0.081360545,0.108175217,0.373890373951809,0.321566999000439,2.5501752561064
"T2381",0.099427965,0.07532769,0.054490392,0.064581794,0.065368708,0.136407298,0.070737434,0.129671305,0.049431361,0.114487461,0.068042117,0.159944459,0.053457822,0.063329848,0.078607526,0.046734585,0.446670385353627,0.134078158457623,2.36889280259833
"T2382",0.099596769,0.076645019,0.055708794,0.061403926,0.059639542,0.118774305,0.078077184,0.098270086,0.058403713,0.102788053,0.073968507,0.121452808,0.061958721,0.070384513,0.084949281,0.052722848,0.0759333648477204,1.43296888445779,3.62478673722649
"T2389",0.134118973,0.113211161,0.058253043,0.057851216,0.062596417,0.148806646,0.108184231,0.155693392,0.073218985,0.138640227,0.102443919,0.161886294,0.078582293,0.093775623,0.116052841,0.05323082,0.331947399603908,0.434542142301996,2.65941061701555
"T2861",0.075245292,0.061985627,0.051660284,0.056714567,0.05985633,0.099041547,0.066189548,0.098493379,0.05166999,0.085040682,0.065744549,0.095596141,0.047835748,0.056904785,0.065719818,0.053023936,0.0304913403768095,1.87362100536268,4.05085208271531
"T2063",0.094387943,0.08085512,0.053861081,0.05404283,0.055858616,0.128730203,0.074388072,0.07924261,0.054627713,0.111195994,0.070324259,0.110725821,0.055760466,0.065481351,0.082870219,0.051897416,0.099634522239349,1.28363686512572,3.48039801108442
"T2064",0.091645623,0.069224125,0.048816107,0.04929716,0.052016376,0.124916802,0.062890684,0.09420536,0.041117955,0.101526351,0.059061873,0.131728166,0.042299432,0.052565472,0.071539884,0.045317639,0.403929690565572,0.243188492300081,2.47439128968044
"T2065",0.108201135,0.10296732,0.051963157,0.051704194,0.050950084,0.150963439,0.09850845,0.098952209,0.074968732,0.125400907,0.093217602,0.126383045,0.077102891,0.08916139,0.104761302,0.053982831,0.151409193707875,1.03040828125387,3.23555197731645
"T0748",0.126141671,0.152087551,0.160610528,0.056419059,0.056403949,0.174973968,0.187101068,0.138192996,0.064049505,0.186688427,0.07460311,0.153034848,0.102352106,0.07058518,0.147887309,0.05669124,0.487448616120766,0.0314668458274508,2.26967820157234
"T0776",0.10349819,0.131583507,0.04925996,0.047783664,0.049202734,0.176555356,0.097325194,0.113517044,0.058790678,0.102865677,0.057389329,0.133930257,0.049101071,0.055504227,0.057918354,0.048155663,0.41833733726617,0.206148807561814,2.43857771855227
"T0835",0.121090329,0.17761489,0.066333477,0.068763375,0.065442661,0.15176827,0.197663052,0.156193861,0.084168846,0.174009168,0.096700888,0.164485859,0.100127651,0.181878818,0.177389635,0.066986973,0.413984039359772,0.217308313424599,2.44936781462885
"T0824",0.059130312,0.055035267,0.052435829,0.052442712,0.05394968,0.152369815,0.11114527,0.059716757,0.06402266,0.094740903,0.082790371,0.091125647,0.055954714,0.076004755,0.088956722,0.054758969,0.0672194412370602,1.49682468090714,3.68652873433702
"T0829",0.083436715,0.213114433,0.055994373,0.055455328,0.055446155,0.165800173,0.078813133,0.133507767,0.065063556,0.092362825,0.077680401,0.110606109,0.056200235,0.077675805,0.075270667,0.055169844,0.137299294570026,1.09253369350347,3.29562087061805
"T0831",0.06051165,0.102394629,0.06950888,0.069019169,0.0708084,0.162359357,0.087756688,0.085249717,0.088653584,0.14040134,0.108073547,0.137392974,0.087456646,0.099820846,0.112968873,0.074829973,0.0634106614193407,1.5267575021207,3.71547069831899
"T0827",0.070389663,0.085957022,0.052216226,0.054130422,0.060623006,0.191885852,0.056592902,0.151496745,0.079871748,0.141423144,0.104219234,0.132997901,0.067213738,0.099051454,0.103854918,0.059906159,0.36669812501252,0.340611262060504,2.56858910262008
"T0816",0.089203966,0.217365882,0.059716114,0.053142137,0.055897717,0.159909101,0.067998138,0.147424236,0.066824369,0.071947911,0.071235821,0.140880625,0.059273733,0.071747722,0.069707587,0.054413709,0.364028328262857,0.347711769880458,2.57545456445251
"T5127",0.194447876,0.152764661,0.068132475,0.148336745,0.131565102,0.098873722,0.086486263,0.18804253,0.11270175,0.142502482,0.191739059,0.080597477,0.138129486,0.1140377,0.167993956,0.058534131,0.264092476770755,0.63077912632395,2.84915162682461
"T5129",0.207250193,0.168181221,0.07539001,0.204684337,0.132883605,0.057109238,0.113032263,0.126994278,0.10678142,0.120173881,0.133972779,0.1296568,0.104936139,0.085081714,0.111163287,0.058696061,0.239686480867103,0.707311433684906,2.92315050809595
