"","cvpA","glnB","glrR","hflD","ispE","lolB","prs","purB","purC","purE","purF","purK","purL","purR","speA","speB","ubiX","pval","z","inv_cof_var"
"T0486",0.109857163,0.237836522,0.327490175,0.208205832,0.333500572,0.18383869,0.330356506,0.322191244,0.129123607,0.164334961,0.138598443,0.097387348,0.096503224,0.234661363,0.332028025,0.084102603,0.064206923,0.321120338386504,0.464568245527962,1.93394235797611
"T0487",0.080537159,0.251917667,0.317702943,0.230508516,0.352340921,0.233604426,0.325506584,0.322766809,0.111861308,0.189871927,0.163912377,0.122464674,0.119383932,0.246235236,0.327201974,0.107140269,0.052422187,0.251829255194001,0.668744445552768,2.03830711698663
"T0493",0.332091553,0.319360132,0.084641028,0.222511859,0.295191797,0.211292043,0.374201067,0.28069688,0.099573077,0.115168928,0.088606403,0.126893555,0.080538407,0.379884965,0.290142059,0.105989993,0.048666623,0.453713313821415,0.116285057517016,1.75591724545191
"T0697",0.155849455,0.16836981,0.040324019,0.316627789,0.319805767,0.252873256,0.329281841,0.310289834,0.264206185,0.187277284,0.130118273,0.103429251,0.191346548,0.086417203,0.388073887,0.065833143,0.042414997,0.389270693794288,0.281220362513352,1.84022400283195
"T0698",0.20653324,0.06936706,0.058249663,0.284940163,0.2975696,0.247353957,0.341811694,0.374447398,0.255794338,0.19503038,0.143997315,0.119105773,0.198486253,0.111916422,0.397127576,0.083852506,0.049582751,0.398160127014507,0.258112280671672,1.82841229611829
"T0707",0.340746086,0.344419344,0.060451374,0.203774064,0.094798809,0.323065966,0.216673811,0.171656441,0.068259119,0.217692229,0.244718665,0.070199937,0.281779657,0.125497443,0.208427131,0.078712031,0.070521339,0.408111175793561,0.232406434680152,1.81527274105878
"T0709",0.270441766,0.204933257,0.084502401,0.134074385,0.143356736,0.2779408,0.168327038,0.153931941,0.241925394,0.309611629,0.179573529,0.113124682,0.252676635,0.102741252,0.15616359,0.078605444,0.076483265,0.090098360590088,1.34014957585255,2.38149615965494
"T0711",0.250001133,0.189069527,0.101766981,0.157623096,0.383313789,0.108811299,0.206472689,0.161775257,0.092990021,0.234169788,0.164396165,0.114746462,0.25163722,0.091766447,0.22539208,0.117353018,0.088720542,0.137034526903057,1.09373993581912,2.25554375826421
"T1077",0.118557729,0.135565433,0.095792838,0.320709802,0.315496838,0.312789882,0.316457797,0.085026449,0.076957457,0.095471441,0.077322311,0.167281182,0.299473473,0.148028299,0.23621884,0.122816051,0.079985512,0.455509561632929,0.11175316558756,1.75360076679758
"T1079",0.26906182,0.171097648,0.09273424,0.325748946,0.336702272,0.390568614,0.2644503,0.025074813,0.155169416,0.324053473,0.32084368,0.1598175,0.260707629,0.13171409,0.17728168,0.118790951,0.071511652,0.289409436471781,0.555110804566833,1.98022322887653
"T1702",0.089586613,0.13606282,0.015019928,0.250825548,0.053593593,0.090281324,0.100462466,0.086674358,0.194721404,0.151354724,0.124201354,0.033412582,0.055880513,0.112824039,0.108515263,0.102845115,0.065822159,0.467688214586068,0.0810823914371838,1.73792338641494
"T1703",0.134394768,0.086732259,0.05383808,0.171927793,0.153788285,0.118611583,0.153158816,0.135932588,0.140673143,0.11240567,0.083949131,0.069390223,0.053758352,0.053486177,0.306392258,0.27534968,0.054708986,0.423896674301117,0.191934709523647,1.79458560003948
"T1705",0.113616722,0.156249282,0.109401011,0.244608662,0.238992232,0.023542296,0.171301821,0.11374763,0.190015026,0.173870965,0.150778608,0.141257868,0.109198267,0.139429583,0.331716554,0.122424208,0.070766867,0.221450584932364,0.767303362226274,2.08868555279707
"T1706",0.114446539,0.14151969,0.011877533,0.234772705,0.103120906,0.182637498,0.061150877,0.108744091,0.164400744,0.154179304,0.133107347,0.0451247,0.049922215,0.123618371,0.058200366,0.109864393,0.064700146,0.384467600314223,0.293767984774661,1.84663772575018
"T1707",0.067194275,0.143228926,0.010416811,0.235117593,0.155886088,0.115502899,0.06443968,0.09140037,0.188009177,0.155880525,0.131627032,0.153341139,0.072533002,0.122437317,0.214039058,0.108562383,0.07262926,0.239500254301811,0.707911031663158,2.05832713557929
"T1917",0.27375073,0.158677571,0.031967018,0.330580629,0.251343068,0.115335427,0.131851946,0.330984532,0.232112437,0.201827693,0.073335364,0.061501381,0.151593417,0.035227906,0.323460751,0.302154291,0.031063759,0.466228750506345,0.0847533252554741,1.73979978593282
"T1918",0.272622771,0.134965391,0.066958679,0.256437202,0.080396639,0.098838683,0.145174812,0.231712014,0.142227399,0.15495441,0.124996003,0.112452244,0.131382522,0.100624,0.215873597,0.084599809,0.041185971,0.214189114357674,0.791969897542522,2.10129386372455
"T1919",0.212616793,0.133759663,0.04928771,0.260293211,0.104563782,0.1194528,0.13737866,0.234117434,0.165668583,0.156918216,0.121087638,0.103007517,0.137985127,0.084232357,0.201709394,0.080481576,0.056335373,0.105047679733454,1.25330326829878,2.33710462940949
"T2000",0.225747615,0.256750903,0.072267484,0.295494988,0.097109607,0.176814124,0.283963433,0.076683041,0.243214653,0.16095922,0.139289094,0.117576265,0.190772712,0.109831032,0.206136317,0.084969406,0.073462012,0.17467010883957,0.935869819987595,2.17484837559121
"T2326",0.283666693,0.357436103,0.0599879,0.111542532,0.31385748,0.088948664,0.304218153,0.345450782,0.20306797,0.243819293,0.153031524,0.119435958,0.061302425,0.20980378,0.320709591,0.080217973,0.055431209,0.498962301241773,0.00260112798106593,1.69780765232623
"T2329",0.135352136,0.0692187,0.084452144,0.172854686,0.274031171,0.084613458,0.112742043,0.269088014,0.225853119,0.181639765,0.130021213,0.105752588,0.18550385,0.102056483,0.275423914,0.093827452,0.056433151,0.247909747112638,0.681082176600418,2.04461355391399
"T2330",0.213078735,0.096999888,0.089640298,0.129500622,0.264667241,0.117285974,0.227779846,0.261372793,0.23268656,0.197827722,0.151005899,0.128984708,0.200850466,0.129288948,0.274690671,0.111807898,0.046094781,0.0818215238238282,1.39292309529762,2.40847136851059
"T2331",0.144123074,0.062400839,0.076397915,0.090983453,0.273888603,0.07284364,0.123067085,0.268800266,0.223304976,0.178420623,0.120533884,0.095212678,0.182506772,0.098714117,0.270589003,0.084868679,0.059822024,0.364502996334395,0.34644808581799,1.8735651837466
"T2335",0.080509988,0.123175731,0.061504803,0.258840053,0.263567236,0.099170023,0.214350594,0.178302151,0.069047531,0.156583978,0.292099508,0.095297605,0.256112865,0.102253639,0.176205411,0.077209585,0.094045581,0.304533346666889,0.511406144409212,1.95788357163719
"T2336",0.063183772,0.110580589,0.056601101,0.258540116,0.271827754,0.079220616,0.20988461,0.175959659,0.068133629,0.150161434,0.300596228,0.086510504,0.132839706,0.094068541,0.171291889,0.073894261,0.099082066,0.415215072593187,0.214149923754204,1.80594091706104
"T2647",0.202405109,0.140860611,0.15787552,0.148169295,0.343434569,0.341821285,0.213923222,0.186745421,0.049720517,0.154572593,0.131894458,0.108343182,0.163293757,0.109612604,0.269042887,0.367307341,0.049690192,0.310876347131778,0.493367850591492,1.94866328941517
"T2665",0.218271977,0.151006959,0.264351024,0.344972065,0.462826125,0.28807733,0.206342767,0.084531343,0.188316398,0.150099062,0.140140053,0.093032988,0.173550717,0.104182916,0.277513639,0.341405799,0.04220629,0.321831474046871,0.462583485749331,1.93292784709793
"T2666",0.285488015,0.190377401,0.148616787,0.31408444,0.401267487,0.304196949,0.260967691,0.280952322,0.275985567,0.217135331,0.177678863,0.145062926,0.226097073,0.130270876,0.269637853,0.296163567,0.04301596,0.0138810141295765,2.2006328192418,2.82133256721862
"T4072",0.123374171,0.139296893,0.080316097,0.268624996,0.351448475,0.147890433,0.333776028,0.105482378,0.181532208,0.168228221,0.171977115,0.183507596,0.124141425,0.162654426,0.1668804,0.08158204,0.104305763,0.218851620468052,0.776077477717754,2.09317044598583
"T4074",0.123374171,0.139296893,0.080316097,0.268624996,0.351448475,0.147890433,0.333776028,0.105482378,0.181532208,0.168228221,0.171977115,0.183507596,0.124141425,0.162654426,0.1668804,0.08158204,0.104305763,0.218851620468052,0.776077477717754,2.09317044598583
"T4075",0.090370019,0.119363213,0.06275751,0.197176353,0.249943138,0.06484758,0.376436174,0.14958381,0.16464786,0.148160977,0.152868575,0.16858864,0.110379538,0.123441588,0.084437752,0.077428234,0.087788699,0.432434772986789,0.170178771636457,1.7834650423331
"T4077",0.10065645,0.134899338,0.06577949,0.07767399,0.136544542,0.066408741,0.364422546,0.149041131,0.164599547,0.150658443,0.154021818,0.16424706,0.115639188,0.136173085,0.110099008,0.076824938,0.096471022,0.358529348211551,0.362392562745035,1.88171521049721
"T4083",0.093323242,0.079529841,0.08414439,0.085982108,0.084885718,0.122687562,0.283194849,0.124444451,0.158018575,0.143089063,0.147404757,0.166390182,0.10791227,0.144830646,0.063103543,0.083944157,0.088832137,0.147433969621227,1.04750237094344,2.23190940560754
"T4085",0.086058931,0.082428324,0.121686301,0.059938149,0.095807806,0.104396307,0.259165267,0.13873129,0.157832492,0.142192392,0.144193886,0.168462012,0.106083342,0.145951695,0.116380955,0.095004375,0.082020005,0.041423345518626,1.73440250438229,2.583018726292
"T5142",0.221609459,0.23623672,0.15242963,0.205446849,0.052701401,0.069200896,0.189025024,0.237994881,0.19985472,0.174442995,0.192751039,0.224694323,0.231343737,0.184230047,0.208679229,0.161645348,0.141641453,0.00103605434819481,3.07969759411379,3.27066693318787
"T5144",0.256260752,0.253559255,0.144424664,0.184001332,0.05393381,0.056099718,0.171523842,0.252161951,0.179656398,0.160274257,0.174400269,0.272848275,0.260045399,0.167028802,0.170347834,0.171785634,0.140392128,0.0215561394307434,2.0226205981786,2.730341538147
"T5146",0.250339762,0.250910667,0.14230365,0.202874726,0.05254947,0.056213043,0.185344308,0.24930427,0.203534889,0.168590191,0.189496199,0.24311616,0.252816805,0.173733292,0.178247828,0.177626863,0.133134999,0.0096444058618905,2.33990178305646,2.89251996244096
"T5148",0.275691198,0.260532316,0.140891182,0.195655114,0.049889358,0.054794096,0.17858983,0.25829393,0.188727327,0.165127033,0.182465118,0.268241977,0.265064407,0.174486828,0.174937937,0.175842996,0.134999183,0.0297400274236964,1.88462818082655,2.65980665023903
"T5150",0.230325494,0.241056046,0.144343591,0.197486477,0.050644938,0.071165341,0.181636827,0.241309744,0.192922509,0.166286609,0.183623061,0.236605356,0.236090288,0.173947053,0.200841469,0.174819742,0.137305878,0.00222012825810221,2.84506353677576,3.15073362633442
"T5152",0.221609459,0.23623672,0.15242963,0.205446849,0.052701401,0.069200896,0.189025024,0.237994881,0.19985472,0.174442995,0.192751039,0.224694323,0.231343737,0.184230047,0.208679229,0.161645348,0.141641453,0.00103605434819481,3.07969759411379,3.27066693318787
"T5528",0.12734132,0.24465609,0.073291175,0.258570366,0.102666943,0.315706752,0.196750039,0.125326879,0.050451008,0.186391098,0.089372998,0.10942477,0.142757953,0.109780291,0.319858239,0.181371135,0.112353323,0.290430735588584,0.55212681512334,1.97869796129333
"T5530",0.176716894,0.238567844,0.05343394,0.250235471,0.096609429,0.29210528,0.251561769,0.078387441,0.078223739,0.053102267,0.088780003,0.078952684,0.16400518,0.069155168,0.29396938,0.182262871,0.117089819,0.418299944133609,0.206244552152771,1.8019000827132
"T5532",0.171439791,0.251547164,0.062744696,0.249478225,0.089447462,0.30897804,0.263988269,0.146572702,0.051184884,0.046173464,0.148837983,0.090757554,0.17038287,0.091003642,0.316103057,0.205871655,0.12863884,0.354727867575092,0.372587153982424,1.88692618052002
"T5534",0.175378382,0.242953615,0.044959698,0.231627833,0.108046451,0.296634231,0.261336079,0.119611736,0.085813209,0.050810959,0.081615695,0.107911266,0.154131758,0.101656623,0.300795579,0.183206591,0.106484941,0.362195568020898,0.352596267717377,1.87670782976609
"T5716",0.111906594,0.141320365,0.10895386,0.241607709,0.12264052,0.164422977,0.175774923,0.104804044,0.152046301,0.139688006,0.142162284,0.173820116,0.219823349,0.148237811,0.152629473,0.10700083,0.104673164,7.20555509202419e-05,3.80100378261127,3.63936292481761
"T5719",0.130853041,0.166404508,0.127852124,0.248968971,0.153665086,0.199917425,0.160539974,0.120561123,0.196261934,0.153735086,0.109477525,0.181812983,0.186745456,0.181196117,0.110948442,0.180906142,0.116415781,1.63312042478712e-06,4.65332546343905,4.07502754590582
"T5720",0.126026095,0.156835759,0.119862021,0.233888621,0.140516941,0.189748273,0.112677889,0.110985475,0.134054894,0.151784686,0.166523349,0.103857242,0.230941337,0.170952594,0.214586546,0.160279366,0.106872018,0.000154884646862055,3.60699025149862,3.54019281871861
"T5721",0.129211174,0.147991471,0.124815141,0.240147699,0.130523578,0.162200696,0.180107229,0.119651587,0.115670722,0.132853104,0.164881368,0.125672287,0.161445492,0.147402124,0.163300687,0.12980445,0.119839259,7.05199644011476e-09,5.67212144767779,4.595785584125
"T5722",0.119816827,0.155962087,0.107033497,0.114290447,0.121040995,0.144973055,0.158025945,0.089544879,0.170950609,0.142541715,0.174905429,0.22850618,0.155974031,0.156189806,0.296556592,0.122389987,0.092899469,0.0121662121547362,2.25183937665838,2.84750682270918
"T5723",0.12867797,0.1575934,0.122803857,0.154778645,0.141409221,0.164433344,0.172924827,0.105317918,0.220544172,0.105541602,0.162241176,0.163515413,0.19784654,0.15920578,0.185687666,0.143703154,0.105799232,1.38380377199137e-08,5.55553625890584,4.53619301099992
"T5724",0.10277737,0.127066702,0.11171412,0.124327996,0.114383886,0.144159584,0.183227501,0.102820003,0.172401929,0.121750517,0.133356267,0.15051662,0.183507009,0.133884863,0.198856478,0.180929005,0.103271518,2.6783882138626e-07,5.01307227450044,4.2589122946506
"T5732",0.208448426,0.161880584,0.103597305,0.102574459,0.143474827,0.166751253,0.116786379,0.102522334,0.150389845,0.145237661,0.120139487,0.249390006,0.19350619,0.165757495,0.219224316,0.106059304,0.102525495,0.00192644100148049,2.88996216054297,3.17368357862465
"T5734",0.099941539,0.160262403,0.09854899,0.296796277,0.13072032,0.150349425,0.079176018,0.077668321,0.240018686,0.297478013,0.292632613,0.157878503,0.080059738,0.090243927,0.138339692,0.111687378,0.072865211,0.341850329914454,0.40741847527637,1.90473022649805
"T5736",0.106105841,0.180551704,0.114271532,0.109471279,0.143853013,0.210369314,0.105329452,0.104005251,0.211301842,0.10933122,0.103968909,0.134380258,0.20127442,0.189242191,0.231340156,0.103960439,0.103957868,0.00563133029905383,2.53444188793107,2.99195922696178
"T5740",0.087362173,0.129483747,0.083836646,0.189004555,0.097385858,0.157337747,0.117789815,0.079111008,0.330254999,0.079795963,0.099398347,0.223067012,0.094782121,0.081862702,0.177802687,0.088603308,0.078910683,0.340020198054863,0.412408005926776,1.90728062739611
"T5744",0.109100304,0.166206694,0.112646513,0.119134661,0.137833818,0.198827709,0.164893569,0.107908344,0.231499577,0.116665989,0.146574418,0.245309068,0.162558332,0.187100732,0.209862056,0.153586323,0.107979603,0.000317299895768938,3.41637848307667,3.4427615251912
"T5746",0.096521099,0.136418903,0.090926862,0.108106469,0.093957608,0.173152228,0.23711566,0.089732723,0.188731778,0.217241498,0.165135445,0.187776234,0.090290589,0.131077892,0.247043424,0.095786162,0.087762346,0.0594915284102505,1.55905629429493,2.49339042996288
"T5748",0.092450049,0.165500038,0.128852634,0.127785678,0.139031856,0.186371272,0.092670958,0.121424979,0.188526096,0.129007916,0.123841002,0.19322868,0.092429912,0.169252365,0.159821972,0.12656709,0.121439353,1.0229809257151e-06,4.74883063687002,4.12384505944643
"T5750",0.098550174,0.118077945,0.095481542,0.14682194,0.100969626,0.151731541,0.259928121,0.093447131,0.252505287,0.365006583,0.134328448,0.177997227,0.157519093,0.135296441,0.374570993,0.105782017,0.094040597,0.401799325585119,0.24869249945309,1.8235973705947
"T5752",0.356395827,0.150582532,0.112452376,0.294960339,0.126204655,0.170885677,0.352283851,0.096350725,0.256553209,0.129910438,0.094110171,0.175247617,0.354152099,0.157587431,0.348156292,0.283795288,0.09899884,0.255828296631705,0.656260398440386,2.03192589053516
"T5756",0.114865521,0.162921524,0.123266999,0.136317959,0.140949636,0.19290329,0.206473483,0.11610845,0.313714075,0.1213814,0.171552687,0.214558014,0.284819338,0.149664308,0.31363271,0.135896266,0.116346898,0.0459733033611599,1.68521754762719,2.55787781291392
"T5758",0.071948684,0.181359124,0.104071689,0.278928121,0.136111131,0.180149107,0.190985429,0.07491766,0.23704885,0.121303238,0.070131698,0.112665831,0.28005513,0.196103199,0.071689357,0.143244273,0.074126064,0.272145808202114,0.606336062206191,2.00640704299461
"T5760",0.294740702,0.157558617,0.089084975,0.168758969,0.113004565,0.203937292,0.295044287,0.085801762,0.312925742,0.331038487,0.302759116,0.186258242,0.331771782,0.167015136,0.296493872,0.216399126,0.085783136,0.106670472965252,1.24443109133945,2.33256961205611
"T5767",0.153861879,0.220034457,0.131504424,0.280055993,0.163267978,0.276345731,0.249897063,0.069878636,0.2963148,0.209626345,0.255919469,0.249481481,0.138467591,0.223744303,0.264272511,0.155637364,0.119859058,0.00791147593009984,2.41297391693754,2.92987081744736
"T5769",0.14844911,0.225098184,0.140276493,0.287476699,0.164901989,0.275847639,0.253312764,0.070642281,0.29915422,0.226672251,0.265864878,0.223783086,0.128406492,0.239803011,0.270820403,0.138696986,0.155646435,0.00694798716858557,2.45994129563625,2.95387821477698
"T5771",0.151559886,0.229755715,0.133622285,0.288896291,0.169399493,0.281638265,0.257730046,0.070432988,0.301641407,0.224604354,0.266785815,0.256957509,0.133836183,0.238006377,0.282984126,0.148823643,0.130207181,0.0116675772677197,2.26790242473608,2.85571745715825
"T8378",0.112576965,0.134655227,0.127059976,0.111317202,0.104633273,0.104676131,0.277539702,0.293710842,0.301560902,0.10018572,0.112701282,0.28523281,0.041609187,0.297043527,0.063639827,0.121431154,0.13165196,0.444273520679458,0.140142956160242,1.76811222137023
"T8379",0.163575629,0.204958126,0.068239008,0.148951429,0.162132976,0.167965182,0.252104975,0.244765639,0.252231274,0.144288649,0.093329254,0.143933193,0.037037017,0.2511077,0.039300459,0.148383224,0.153650934,0.142573167038038,1.06882987696947,2.24281097017007
"T2411",0.159746254,0.107620927,0.047016407,0.094646848,0.365255144,0.049712916,0.210245893,0.217472162,0.186094215,0.130948274,0.100880161,0.093189628,0.15299132,0.05816542,0.244888487,0.182562889,0.059638108,0.427994296799537,0.181482849685481,1.78924312705247
"T2412",0.121330337,0.120672854,0.053764776,0.221779484,0.319890458,0.042969757,0.210483767,0.217007007,0.185706,0.112898264,0.100912581,0.090020026,0.151557283,0.053396589,0.287223245,0.293835357,0.041565859,0.437114689058082,0.158288616070924,1.77738738382029
"T2819",0.229866409,0.140729559,0.038655548,0.181321508,0.440842841,0.133561034,0.054904436,0.231435176,0.223446646,0.174297788,0.16202167,0.133455118,0.195611321,0.418747205,0.20342948,0.270491131,0.028982046,0.431106877282079,0.173556839061553,1.78519174305874
"T2823",0.212377063,0.13921186,0.06978679,0.245096423,0.278603341,0.107002839,0.225162884,0.22433737,0.203480961,0.178178033,0.15569914,0.123327845,0.183892971,0.120941705,0.333570726,0.078253885,0.06400346,0.126527015646256,1.14296281255222,2.28070405445657
"T2827",0.215214549,0.124881124,0.059515988,0.243954443,0.274387739,0.268937042,0.233599105,0.22986022,0.207774775,0.15754986,0.124407949,0.110030987,0.162329735,0.103552707,0.269801448,0.094614285,0.022111672,0.160441257202019,0.992645968927595,2.20386953036316
"T2413",0.19721157,0.128580987,0.069226452,0.230509066,0.054162138,0.084805673,0.218213734,0.216400622,0.187153357,0.095741592,0.115728824,0.066382846,0.104393607,0.102065385,0.219292303,0.181884711,0.229671383,0.127086194156616,1.14027346689956,2.27932939418323
"T2414",0.20039984,0.138674134,0.089524363,0.245305755,0.045280746,0.154214153,0.225477121,0.223436735,0.197464467,0.121684069,0.137073159,0.099569003,0.136743418,0.124193977,0.096494242,0.136122876,0.32633044,0.13316897507363,1.11153542594167,2.26463993126522
"T2418",0.223760989,0.16619185,0.144632236,0.240174428,0.502229098,0.128265533,0.204097431,0.230918544,0.18387414,0.169179056,0.153114983,0.127576612,0.187170269,0.117870291,0.383648161,0.122883495,0.059309505,0.357582109398305,0.364929250900818,1.88301183982047
"T0320",0.075156226,0.322771203,0.089606506,0.254226093,0.039360994,0.206479492,0.330713742,0.249911233,0.204164454,0.181372131,0.16818268,0.132783728,0.205545187,0.155684648,0.30937484,0.105888678,0.044082739,0.340273216682921,0.411717586320101,1.90692771909505
"T4080",0.116111549,0.125048413,0.059049608,0.124655005,0.221682565,0.177796728,0.286256001,0.108692265,0.176741993,0.164558707,0.174644526,0.169704108,0.103548628,0.169393981,0.177005847,0.081840955,0.082822126,0.0521098485969023,1.62473189953519,2.52696054593594
"T4082",0.119255917,0.121705721,0.052918794,0.216421402,0.258708574,0.068781553,0.308906469,0.107282863,0.175771786,0.163845904,0.174285833,0.162291069,0.106667521,0.168326663,0.175991797,0.084926815,0.085083833,0.200733446382807,0.839004306880328,2.12533552379632
"T5662",0.090900933,0.241149826,0.097191339,0.179196848,0.2185877,0.197143489,0.14615239,0.089041186,0.12485843,0.087161635,0.158147072,0.23781374,0.153099328,0.087139002,0.090825157,0.130735374,0.088480689,0.0331287510643812,1.83667761253612,2.63529669509518
"T5666",0.104356732,0.154460809,0.07763265,0.184320814,0.152623389,0.112125366,0.282392746,0.284194528,0.259662072,0.091648592,0.163437794,0.244341991,0.194306206,0.128247655,0.070910902,0.094014051,0.051286762,0.25534776987133,0.657755054026197,2.03268988442866
"T5670",0.070181655,0.121202463,0.069424883,0.201821859,0.27076708,0.064248778,0.286548934,0.075758563,0.266302899,0.09819367,0.110337603,0.260605297,0.213301351,0.109219379,0.243098043,0.079687122,0.068770373,0.437900623951506,0.15629404773565,1.77636785929385
"T2667",0.351454571,0.137253958,0.037695993,0.382767215,0.296670171,0.243699463,0.056690816,0.116033051,0.339180915,0.214473003,0.148335619,0.106266548,0.230812307,0.061810288,0.210329539,0.279198036,0.048258384,0.426302131529727,0.185796610020284,1.79144810764138
"T2668",0.291536415,0.14615401,0.041848472,0.368503855,0.315676597,0.058419959,0.060269525,0.201944202,0.284329103,0.197818363,0.137942246,0.101206754,0.208073115,0.066759982,0.260103648,0.330829994,0.04932022,0.466179822763738,0.0848764108352345,1.73986270118381
"T2669",0.291846231,0.139097674,0.038431855,0.298306359,0.296406556,0.22058664,0.0352434,0.184804428,0.283970354,0.203619984,0.14254697,0.108860622,0.211611168,0.079650574,0.244968478,0.321328779,0.04624397,0.300994709699956,0.521541764489303,1.96306439852569
"T2670",0.178656312,0.177896185,0.053002318,0.270685702,0.324274701,0.331695237,0.364396712,0.368325977,0.236830184,0.346063828,0.152939047,0.104132548,0.220657198,0.12049849,0.35853344,0.35883655,0.052802704,0.184173104061417,0.89957548516141,2.15629650956999
"T2671",0.225640152,0.178497611,0.060496783,0.213736431,0.283234992,0.342489772,0.357026778,0.341243681,0.195006211,0.042161341,0.122711621,0.089237557,0.226548236,0.121910173,0.359715143,0.318365127,0.045660912,0.379068929525631,0.307927027961881,1.85387512721947
"T2672",0.246684762,0.167220285,0.051435825,0.243370829,0.215476381,0.32928509,0.365393805,0.362850785,0.07222157,0.320584029,0.091839659,0.069861357,0.218606366,0.105922966,0.360274105,0.320734496,0.067940273,0.380794396532621,0.303395082124959,1.85155862101032
"T2673",0.081280898,0.150118829,0.045674414,0.121183453,0.191701152,0.234810586,0.209132441,0.215267263,0.142506908,0.215762988,0.141237214,0.054882708,0.19587791,0.095116763,0.213548833,0.33900229,0.069083179,0.219591436411422,0.773573796408152,2.09189068812726
"T2677",0.327015118,0.132254583,0.045166549,0.326413455,0.335113968,0.050835591,0.041801636,0.301823446,0.309860462,0.207811469,0.149074671,0.113483422,0.217012453,0.096489508,0.265377078,0.234516183,0.058336153,0.452463140857377,0.119440619736625,1.75753021253892
"T2678",0.280671668,0.127523775,0.045857142,0.236038239,0.427930262,0.341109513,0.097340123,0.292312879,0.271729045,0.188924632,0.136183957,0.109936867,0.199162108,0.099127633,0.246453004,0.208960979,0.065213773,0.309701185823739,0.496697519869949,1.95036525140579
"T2679",0.117504938,0.139823007,0.065204304,0.120598958,0.15535871,0.164515519,0.164928086,0.195267384,0.187604878,0.166536016,0.145766836,0.085792583,0.182348184,0.098744112,0.144374822,0.309352576,0.067626792,0.0400470726142226,1.75014008004683,2.59106299536665
"T2680",0.256147743,0.181809726,0.038867116,0.116784862,0.145305221,0.138024555,0.160935905,0.181951517,0.189230289,0.035403441,0.193814032,0.038375919,0.231586611,0.12763705,0.14741266,0.326947153,0.038884572,0.421963497654329,0.196872907646044,1.79710976229212
"T2681",0.092852217,0.083761997,0.074168163,0.124355059,0.146677573,0.142337725,0.156912991,0.185403575,0.169790097,0.079582046,0.135475376,0.070503548,0.182974556,0.089678301,0.145772408,0.298111767,0.070783857,0.130824207976815,1.12250351010055,2.27024627255235
"T2682",0.167675273,0.145180221,0.071860406,0.123191175,0.1374682,0.136104598,0.197309934,0.227482758,0.173068444,0.09144533,0.15541336,0.098591791,0.184131764,0.095155202,0.136199217,0.314882955,0.074050541,0.06361078759252,1.52515045418356,2.47605944411908
"T2683",0.140411977,0.113586102,0.059936642,0.135407236,0.173824133,0.17608738,0.226383145,0.28242632,0.180352577,0.15163465,0.134503313,0.081853077,0.179310557,0.067514424,0.153226443,0.310066634,0.068919914,0.109383633862053,1.22981265619985,2.32509739217803
"T2684",0.175177716,0.120582507,0.067775555,0.115092725,0.152024489,0.169364953,0.195915609,0.231399422,0.205528764,0.194099634,0.149128675,0.080904368,0.18327182,0.099537809,0.146039524,0.318590609,0.069741845,0.059497241300934,1.55900801734067,2.4933657531754
"T2685",0.174370558,0.133223387,0.132148082,0.156582494,0.168039217,0.173977348,0.27067271,0.291543688,0.202436368,0.122164119,0.146978132,0.106964005,0.177755098,0.085839528,0.186091884,0.320969076,0.064520375,0.0383031118145287,1.7707263190081,2.60158566092642
"T2686",0.133692284,0.113951843,0.120733591,0.165572881,0.173724496,0.17662313,0.235771039,0.254274552,0.207164015,0.157074799,0.13529735,0.078343496,0.172848552,0.07557497,0.190722689,0.281224098,0.079372497,0.0100637370411705,2.32396305781308,2.88437287566612
"T2687",0.102768882,0.143230086,0.078161877,0.141881497,0.155464755,0.156140489,0.241801278,0.261334039,0.199329582,0.131391134,0.154217375,0.091570093,0.184146698,0.076012922,0.177649661,0.289554032,0.076159328,0.0439611046366922,1.7064613888422,2.56873661216963
"T2649",0.183563968,0.125106065,0.338174058,0.083861132,0.338232452,0.326359823,0.196368009,0.168891943,0.071026224,0.125153766,0.11613408,0.08575471,0.142488808,0.094436953,0.314963276,0.297140605,0.058586308,0.418999257072097,0.20445428311249,1.80098498586582
"T2650",0.191928472,0.144322453,0.323819883,0.057746762,0.372899919,0.370177049,0.202389971,0.167983846,0.060225415,0.145415663,0.135719225,0.102828888,0.159848027,0.116054203,0.287825914,0.345966123,0.059706403,0.448818973052635,0.128645772356683,1.76223543055518
"T2653",0.195409232,0.124252052,0.169435624,0.154076524,0.074670776,0.113545999,0.212166511,0.206554012,0.171418609,0.139650718,0.117631955,0.093327078,0.149077289,0.09473034,0.178092136,0.205087573,0.058216862,0.00313322707993329,2.73350305722063,3.09370943564787
"T2654",0.1972228,0.133447321,0.311477473,0.173204644,0.064272003,0.122286328,0.210409965,0.206596316,0.176211212,0.142594145,0.126118799,0.102494105,0.157013952,0.104487636,0.235637152,0.287762265,0.051132279,0.105935745647388,1.24843583874977,2.33461664054584
"T2663",0.259947651,0.17494955,0.304999846,0.376806731,0.430197613,0.033306522,0.235467539,0.198531908,0.236270104,0.183020601,0.161398097,0.115729225,0.205306214,0.111903074,0.311497976,0.367890161,0.033517759,0.285499588659759,0.566580572335675,1.98608600597277
