"","cvpA","glnB","glrR","hflD","ispE","lolB","prs","purB","purC","purE","purF","purK","purL","purR","speA","speB","ubiX","pval","z","inv_cof_var"
"T6966",0.166264993,0.101831173,0.07248776,0.265742287,0.144073065,0.129168308,0.252704571,0.071984415,0.158733219,0.212280666,0.132806117,0.329727545,0.160247077,0.113545858,0.261641617,0.129955331,0.078640123,0.180971375039033,0.911669451034177,2.16247834581554
"T6970",0.175471182,0.085016373,0.087049403,0.258451337,0.095226221,0.165266655,0.258400787,0.076645558,0.148964015,0.232286805,0.251165916,0.319157992,0.165213452,0.076716813,0.26578169,0.14198402,0.122747211,0.111677916817669,1.21765308159873,2.31888202000066
"T6971",0.167282488,0.084014565,0.082279629,0.186608925,0.096066996,0.199930254,0.256810606,0.069875755,0.2418057,0.216049977,0.140539717,0.334795643,0.151230039,0.077190838,0.229219835,0.074691993,0.082692257,0.239273753859753,0.708640643579951,2.05870007704778
"T6981",0.179528259,0.094235529,0.089442529,0.290658703,0.196288982,0.254083265,0.261017432,0.119759922,0.099271757,0.066272486,0.116396809,0.353791079,0.160035506,0.12054139,0.284804773,0.169205305,0.080044453,0.290968351845395,0.550558004793442,1.97789606316812
"T6984",0.190254091,0.112378795,0.050129604,0.307227097,0.18646813,0.272454096,0.274047449,0.134990154,0.132247281,0.067726159,0.047462227,0.34316565,0.1690812,0.047893103,0.302784417,0.169814127,0.069887169,0.413475498770699,0.218613677325398,1.80822256676205
"T6985",0.191895474,0.122978437,0.047011868,0.301034683,0.12593063,0.057988534,0.283380679,0.093002489,0.130343603,0.127136507,0.106601911,0.331288327,0.159782867,0.125876645,0.304771584,0.182363234,0.130963219,0.365883670371125,0.342775523900042,1.87168795202483
"T6988",0.175090493,0.100615349,0.138988618,0.302839253,0.185765276,0.247473573,0.273444735,0.110673248,0.09670613,0.206822005,0.120016449,0.371533522,0.154375957,0.247358279,0.311784178,0.175347436,0.130175549,0.119119211218736,1.17940128816364,2.29932959810678
"T6989",0.176485963,0.101979211,0.11406948,0.29406618,0.177025414,0.291526078,0.27247922,0.11914993,0.052920671,0.057898875,0.053919412,0.34230827,0.158902887,0.101178717,0.303984936,0.179763674,0.063661525,0.477286706819642,0.0569645758953397,1.72559555385376
"T6992",0.17512222,0.086809553,0.098930234,0.295571987,0.180308522,0.291251931,0.273959666,0.117152684,0.125713209,0.124765878,0.077477549,0.345364626,0.15557266,0.104966924,0.304675189,0.178233806,0.121609222,0.220357932767278,0.770984927623911,2.09056738665165
"T6993",0.156196708,0.110681266,0.150882476,0.27632348,0.100009005,0.236224791,0.255243082,0.081017045,0.098063993,0.224490756,0.150808106,0.322718672,0.1551792,0.162189852,0.048306774,0.172647735,0.066141067,0.258336973116469,0.648480922018104,2.02794940756633
"T6996",0.171343968,0.094151365,0.077721656,0.31300325,0.177002566,0.3081901,0.292319529,0.108331206,0.08382987,0.141254742,0.106281854,0.352277968,0.14968582,0.105996922,0.319942157,0.173247938,0.094892656,0.347491213274914,0.392102572879221,1.89690149590892
"T4096",0.122166884,0.078442365,0.136171855,0.321236844,0.110507131,0.082988445,0.246146804,0.118617745,0.092346669,0.217687843,0.252549979,0.271222748,0.143906709,0.183516375,0.286974576,0.067440065,0.101657509,0.313876276677506,0.484892569711006,1.94433114567593
"T4098",0.171983194,0.053569895,0.154439638,0.303177429,0.113818448,0.140955602,0.294588754,0.145105162,0.074262916,0.261070293,0.289149024,0.132415167,0.176935715,0.057708945,0.268808411,0.060951136,0.053120718,0.358192533998012,0.363294277036184,1.88217612217389
"T4100",0.172950652,0.112389192,0.096629442,0.295791451,0.069794532,0.318203431,0.277609365,0.132886296,0.114478052,0.199900326,0.276150075,0.065122741,0.165447514,0.194232232,0.292057616,0.108432145,0.114056014,0.283259412703234,0.573185907158447,1.98946232592034
"T4102",0.143622506,0.13519479,0.138293117,0.315718333,0.089305822,0.102124425,0.175173412,0.122155344,0.071455114,0.087267973,0.233711549,0.341502549,0.14702263,0.068510046,0.269103463,0.067102528,0.095800244,0.393921972293261,0.26911141744445,1.83403450996337
"T4834",0.159706132,0.069680513,0.124796687,0.29463211,0.126003504,0.13054266,0.241967541,0.112575711,0.118372002,0.170508188,0.247878153,0.305856992,0.141095533,0.079522252,0.284364205,0.079517464,0.12593559,0.165119567242919,0.973632316568433,2.19415069317189
"T4836",0.173017307,0.12954069,0.114216434,0.281035993,0.153147571,0.086753194,0.240819879,0.109588463,0.135969055,0.10434166,0.238633284,0.284497519,0.148390591,0.114219837,0.291883145,0.069595948,0.103003549,0.16235585437315,0.984821600002397,2.19987010057071
"T4838",0.153882189,0.125675181,0.120261797,0.300800272,0.136088595,0.117739851,0.233027223,0.118364556,0.110971754,0.094541467,0.220818532,0.223663443,0.136884405,0.199641568,0.310239428,0.148271402,0.109836033,0.0822071584990128,1.3903773621943,2.40717011585822
"T4840",0.166097457,0.067376457,0.069611261,0.214907564,0.067372642,0.119859093,0.243027157,0.077984887,0.15155194,0.17340656,0.261171133,0.28343764,0.150082363,0.199883231,0.269093538,0.168895406,0.072512954,0.23041562359827,0.73747877301671,2.07344070023803
"T4842",0.158970853,0.089421339,0.133770462,0.309759506,0.085993861,0.079216924,0.25185189,0.115858823,0.099411913,0.119469119,0.231193659,0.342332078,0.109137743,0.20318706,0.264188525,0.106605394,0.080531737,0.399601485183749,0.254378744576346,1.82650389741757
"T4844",0.175998582,0.071268795,0.125515799,0.290579657,0.065685936,0.071901329,0.248941339,0.099489253,0.086100767,0.210237301,0.273468347,0.347552714,0.137713993,0.23539823,0.252214215,0.065159319,0.088223122,0.475139945701088,0.06235529959829,1.72835102476605
"T4845",0.151294665,0.100628435,0.151279759,0.244471656,0.108601165,0.071053303,0.26276837,0.113740138,0.148574423,0.168081747,0.265996187,0.300996114,0.123315418,0.261808093,0.297007859,0.125628261,0.069004752,0.194299379177781,0.862161307597263,2.13717223541568
"T4847",0.161744062,0.124400507,0.160495758,0.291284002,0.061149177,0.127297091,0.252320196,0.108595314,0.156115555,0.134406452,0.239827566,0.078120403,0.129688769,0.190107871,0.277532065,0.133086461,0.07222973,0.169864376214651,0.954701339234676,2.18447411535806
"T4849",0.165671518,0.151074972,0,0.272285355,0.138080834,0.201872094,0.250706134,0.10566908,0.13480655,0.079250232,0.244673825,0.275854416,0.104021968,0.207701568,0.273258678,0.084975154,0.07230734,0.363445831378511,0.349263280355724,1.87500417173571
"T4851",0.153731551,0.1231945,0.092667119,0.255667939,0.123888013,0.091704702,0.227130952,0.100742963,0.26925004,0.08630357,0.206455492,0.281669308,0.111510711,0.207004388,0.256997785,0.111633136,0.098891291,0.161427248996093,0.988608965510061,2.20180601420043
"T4853",0.163000442,0.132095893,0.150000328,0.273203495,0.161776066,0.170302301,0.229519983,0.094809449,0.143454763,0.115855842,0.101782143,0.293446771,0.140615684,0.196847126,0.279921226,0.128965807,0.135895504,0.0299885799607103,1.88096147285768,2.65793241076603
"T4855",0.159161962,0.094451776,0.089607837,0.260047651,0.143197726,0.173965462,0.26061346,0.094493015,0.088697946,0.125488299,0.092986244,0.271715656,0.142180845,0.229069191,0.282471916,0.154758309,0.085318485,0.171903894380056,0.946668378022679,2.18036806352181
"T5037",0.162357387,0.068636454,0.121949409,0.303052056,0.127049107,0.064163192,0.280487959,0.102619585,0.105483456,0.123155959,0.144426322,0.344417653,0.142000241,0.122236349,0.310190339,0.167749209,0.107237401,0.378129948007812,0.310395920509183,1.85513710278612
"T5040",0.161244246,0.075928233,0.034252593,0.315251589,0.177922961,0.310907654,0.288097478,0.101417562,0.074215132,0.183544721,0.181001056,0.365826411,0.140679886,0.075485757,0.323975653,0.166950788,0.069479386,0.445083356677735,0.138093258897135,1.76706451766685
"T5041",0.161099859,0.104577027,0.07214737,0.271073924,0.102837991,0.070705182,0.252939409,0.121800708,0.068548778,0.078782865,0.10654333,0.327770015,0.146595152,0.104343687,0.27365327,0.164886957,0.106674793,0.410049904218061,0.227416606500007,1.81272218807826
"T5044",0.175120548,0.13089656,0.062806337,0.288142348,0.085561254,0.119722642,0.261057376,0.141010764,0.165243416,0.068690702,0.199498034,0.313393247,0.149902946,0.233271182,0.24717391,0.145754247,0.088481461,0.201713759048049,0.835515509628651,2.12355222346865
"T6957",0.181352471,0.071498779,0.059478044,0.30225071,0.169311146,0.300144434,0.279763195,0.118966725,0.213021025,0.256256427,0.107342865,0.350458295,0.169684881,0.080914043,0.316415411,0.178746573,0.135587377,0.161529764789554,0.988190153461751,2.20159193822837
"T6960",0.148174375,0.077033513,0.093965936,0.255443293,0.148909084,0.291816099,0.275420596,0.095749048,0.159968456,0.203063363,0.167645385,0.339720372,0.130371554,0.140708796,0.304332841,0.152539564,0.128618716,0.136907660379924,1.09431848526875,2.25583948408279
"T6961",0.17025988,0.101677688,0.098934551,0.320266114,0.134343339,0.206667884,0.276416009,0.10566017,0.118065648,0.229087985,0.101830709,0.349315382,0.150521312,0.06467299,0.310564069,0.167885921,0.108807559,0.206060492178294,0.820166872261859,2.11570676038465
"T6964",0.154381228,0.078496541,0.067230346,0.302566879,0.143812284,0.272364358,0.269009849,0.10568268,0.125493047,0.238170783,0.119958166,0.33523036,0.14331083,0.076234927,0.304951904,0.167208998,0.119596269,0.220654492729032,0.769984671476904,2.0900561052598
"T6972",0.178971943,0.105139201,0.096462166,0.306897066,0.119885009,0.094811364,0.282467015,0.071137004,0.080666501,0.235889485,0.187032208,0.333725684,0.178958272,0.213544766,0.314498562,0.187130198,0.086889966,0.306086028857354,0.506975430833657,1.95561881034522
"T4105",0.149453622,0.233769633,0.124850456,0.279468871,0.146527616,0.084563027,0.263847877,0.107638956,0.174984807,0.200081787,0.264019646,0.098879407,0.134069287,0.209259845,0.299412809,0.150832193,0.069093452,0.101273991610034,1.27432578144469,2.34785029672038
"T4107",0.162735904,0.256085333,0.133323501,0.314475066,0.164094175,0.30746284,0.289259629,0.10497168,0.13600324,0.211594157,0.290631593,0.298442978,0.143817917,0.233321446,0.326184923,0.158456854,0.044834578,0.0976072315367887,1.29530665869814,2.3585746818256
"T4109",0.160867347,0.249296847,0.1300872,0.289499231,0.137382179,0.057096612,0.27845691,0.105401385,0.106364961,0.222185405,0.283810913,0.067472801,0.140257943,0.074458765,0.299864008,0.161898919,0.071752496,0.263779332853019,0.631737123521146,2.01939080722582
"T4111",0.145637161,0.246832321,0.1035602,0.30615382,0.128908182,0.258420943,0.285834113,0.090138172,0.195545928,0.196796314,0.267054427,0.269391978,0.124646872,0.051032221,0.326908389,0.035168427,0.059908604,0.249626483784079,0.675665621780263,2.0418448794142
"T4113",0.150230147,0.255452703,0.118306156,0.046013461,0.143613754,0.302263151,0.289424482,0.094756984,0.132846376,0.131006266,0.293104543,0.069247313,0.130580856,0.065949211,0.326798001,0.154811364,0.069070289,0.398813242594133,0.256420079041589,1.82754732647296
"T4115",0.152149759,0.245082265,0.122421593,0.276474465,0.143575317,0.055424292,0.27686557,0.096232224,0.164722415,0.215207126,0.277535944,0.061551027,0.130752181,0.227613072,0.315836419,0.1558194,0.081452202,0.240250654949314,0.705496499028478,2.05709294610711
"T4117",0.163103491,0.255189099,0.13120785,0.052567384,0.139934131,0.266326854,0.286783448,0.045065363,0.171030165,0.211989941,0.291032374,0.050469272,0.138729693,0.097276555,0.322376263,0.163719755,0.089923222,0.332982152087878,0.431693346013159,1.91713833789472
"T5049",0.152741874,0.101691962,0.127449839,0.283020094,0.160848631,0.27848979,0.257052628,0.109290697,0.106040376,0.066632159,0.107779802,0.358376762,0.136703754,0.109907785,0.294615688,0.156936269,0.107769381,0.286129992438478,0.564726238020826,1.98513816213068
"T5050",0.158769723,0.134089219,0.097618135,0.297378493,0.171750016,0.294374069,0.273866,0.102268642,0.114623732,0.125289611,0.108015934,0.353698444,0.138118282,0.100754317,0.306523743,0.163060435,0.105986534,0.223976780529252,0.758831163534802,2.08435498452017
"T5051",0.151678867,0.100484028,0.070025208,0.28920118,0.101080105,0.174794071,0.275486242,0.09699323,0.049190557,0.052550276,0.145874749,0.341032526,0.142378347,0.077447635,0.293523516,0.158717718,0.204638662,0.414702719393556,0.21546417694367,1.80661269818627
"T5052",0.159186329,0.090495381,0.064718936,0.299813003,0.077796425,0.241030772,0.280552232,0.106707431,0.129609022,0.064501211,0.136220659,0.332841703,0.152231912,0.08978541,0.293628817,0.167865785,0.13621045,0.345439176283056,0.397663355473872,1.8997438925023
"T5053",0.162814224,0.056916436,0.125890063,0.281016365,0.153777226,0.276776971,0.262608111,0.116281019,0.134452386,0.195254257,0.134007772,0.354116123,0.147001126,0.121913834,0.292194999,0.165814499,0.125722242,0.126746970531696,1.14190396328442,2.28016282316394
"T5054",0.168259945,0.039725383,0.110407576,0.310955998,0.165079627,0.30612862,0.289452959,0.109861738,0.129091402,0.044319532,0.154514818,0.34728587,0.153438136,0.124590558,0.316916486,0.173295207,0.130110323,0.369289158550408,0.333736615337482,1.8670677097354
"T5055",0.148372079,0.045872504,0.121242837,0.27321631,0.167230117,0.269251106,0.248601995,0.115788489,0.104577677,0.104543893,0.104521962,0.336402429,0.144095418,0.104457952,0.280416131,0.158650163,0.118221153,0.240477149775978,0.704768524122293,2.05672084139735
"T5056",0.149945486,0.059725734,0.102728555,0.270667526,0.175399817,0.268363204,0.248956731,0.124385216,0.099296601,0.09758459,0.086026049,0.321564736,0.149834039,0.092986616,0.275725043,0.161620029,0.112047763,0.235756048424965,0.720020949736954,2.06451712579978
"T6973",0.15157422,0.084770385,0.056051771,0.246164913,0.080652706,0.310650632,0.262285703,0.052120837,0.307907101,0.189047055,0.129659121,0.359566711,0.1536245,0.201141203,0.294385334,0.098717093,0.111827667,0.442074733726033,0.145711088490701,1.77095837478447
"T4104",0.138533713,0.209591018,0.124819287,0.11694837,0.083407839,0.090873869,0.229236816,0.107985732,0.228448917,0.148050185,0.084899371,0.082662478,0.134092743,0.15099952,0.301668772,0.121021599,0.082375158,0.170385449108897,0.952643166438056,2.18342207938181
"T4106",0.167823074,0.247010696,0.132352896,0.292525483,0.126349632,0.088116582,0.264074725,0.115597351,0.125851028,0.202197895,0.212019449,0.163397556,0.143565086,0.112299843,0.315584089,0.152783274,0.065854771,0.0818298271850228,1.3928681862541,2.40844330172762
"T4108",0.182137361,0.242536927,0.174851498,0.312277138,0.052233514,0.195366424,0.273365027,0.116510688,0.153936198,0.22265555,0.228161953,0.338306449,0.15225576,0.226600544,0.315014409,0.1490611,0.103458477,0.066514125441442,1.50226667728547,2.464362390981
"T4110",0.166949464,0.236095309,0.125299107,0.294600137,0.124629558,0.057530269,0.242245853,0.122523316,0.147202891,0.156667915,0.259398601,0.05698729,0.152343026,0.059845567,0.307290124,0.161339842,0.062799864,0.222151637278076,0.764946715583308,2.0874809517763
"T4112",0.160272116,0.231237891,0.156166339,0.274858286,0.12245026,0.044413606,0.244666317,0.1270755,0.130882246,0.190460072,0.163641004,0.168618544,0.146122124,0.124099272,0.311129466,0.154571055,0.059648679,0.0939761479131415,1.31666095825822,2.36948994191544
"T4114",0.158313551,0.247207545,0.176420903,0.27860618,0.045592903,0.191150959,0.271251122,0.128968906,0.163775479,0.045047295,0.275207124,0.037895882,0.146180181,0.083073911,0.325291082,0.172452069,0.039844189,0.416768140561516,0.210168349737495,1.80390573366216
"T4116",0.175179872,0.253762792,0.150638375,0.2998674,0.060466394,0.051662243,0.275781398,0.111295033,0.165414841,0.241551853,0.280449194,0.052662503,0.146696562,0.09613934,0.322298926,0.171800216,0.090700619,0.308966485644087,0.498781997572029,1.95143073314663
"T4118",0.15684652,0.222452299,0.153964122,0.265965116,0.148604842,0.076852755,0.237371685,0.116165937,0.139640822,0.191494125,0.250920679,0.320639677,0.117285087,0.067486433,0.309950542,0.150539443,0.080130563,0.0825316275763293,1.38824236727713,2.40607881221954
"T4833",0.156864567,0.134699174,0.13205896,0.24090338,0.173000984,0.080405329,0.22002567,0.099372991,0.114553035,0.12106395,0.242228901,0.280562949,0.135486217,0.210367498,0.260671497,0.121064063,0.12830869,0.0351718502112335,1.80969111964708,2.62150253678211
"T4835",0.161707855,0.080065798,0.114560564,0.267200861,0.123578091,0.085577107,0.239136792,0.085933093,0.144253941,0.071174725,0.252882391,0.324969239,0.141282781,0.179501737,0.276278353,0.088772705,0.075551059,0.37396532794698,0.321369153994792,1.86074607615399
"T4837",0.173146534,0.058044741,0.094280294,0.25569744,0.05581442,0.101650423,0.259240513,0.076412743,0.109318283,0.113272798,0.17673607,0.278745835,0.156588074,0.166660464,0.291613976,0.127356065,0.087794072,0.358644751305979,0.362083674998043,1.88155732238257
"T4839",0.150768256,0.148998478,0.148759245,0.287470475,0.158097969,0.110826481,0.246893734,0.11260189,0.10705655,0.089287007,0.249598205,0.255932058,0.113476184,0.20287753,0.301482344,0.153081978,0.121291834,0.0748360355814542,1.44069074342176,2.43288782392689
"T4841",0.170324425,0.054516606,0.139484824,0.286137111,0.065113251,0.070908212,0.261154666,0.09551137,0.073159015,0.202220787,0.251165565,0.340188634,0.152562199,0.260760211,0.220573639,0.064171293,0.078474777,0.492860683255785,0.0178965685068956,1.70562592382038
"T4843",0.140790601,0.115362322,0.117922044,0.276143953,0.119177834,0.090603485,0.234605793,0.108080382,0.123074525,0.190142312,0.241335286,0.354339801,0.118213288,0.207849533,0.26941094,0.093857161,0.082930058,0.259510700220849,0.644854622539913,2.02609582291201
"T4846",0.167638042,0.118407291,0.161426409,0.290720147,0.156898351,0.254553217,0.27689822,0.122666349,0.128601971,0.142373036,0.228633932,0.284271493,0.132437069,0.160034709,0.296227641,0.061769339,0.07145748,0.125175071321253,1.14949933054196,2.28404519864813
"T4848",0.155309516,0.113600283,0.129712007,0.309504,0.082687485,0.152270512,0.261959661,0.101221024,0.125883534,0.173348825,0.231888695,0.296709753,0.125650172,0.238026695,0.269008028,0.101677446,0.08475148,0.173634139531171,0.939901127281257,2.17690898017759
"T4850",0.173988933,0.115904986,0.097533653,0.268407547,0.092976561,0.216904827,0.247265633,0.112639004,0.136302923,0.08319844,0.257831552,0.238882416,0.132026612,0.215989652,0.297484528,0.143427027,0.088100098,0.122025277222646,1.16492203189364,2.29192851957223
"T4852",0.172977341,0.137439389,0.082653766,0.262408088,0.134039866,0.138236279,0.247274945,0.115811245,0.272516442,0.081961345,0.23470915,0.299450089,0.133163986,0.20583966,0.284472206,0.083097421,0.082559451,0.19006991424916,0.877638685287458,2.14508350417549
"T4854",0.174055601,0.120158741,0.069185249,0.254978255,0.137504051,0.221138571,0.244146979,0.132042766,0.141993199,0.187234759,0.212019538,0.293350663,0.143874764,0.203548266,0.286859355,0.157870741,0.071501797,0.042994697002186,1.71694405709697,2.57409483289302
"T4856",0.163982392,0.092268419,0.098107359,0.258212761,0.14674813,0.177902728,0.240645044,0.116366333,0.142589306,0.17936483,0.227108934,0.323244827,0.146776777,0.219617642,0.288713635,0.134205288,0.103878076,0.0537277980921374,1.60973556995777,2.51929516514131
"T7010",0.182515925,0.13346216,0.095839051,0.286284832,0.123322672,0.162799788,0.307709417,0.099543682,0.10955781,0.116340094,0.143713902,0.128652475,0.312821467,0.116587075,0.296128927,0.296239239,0.099312114,0.213044777598688,0.795901042636499,2.10330327035627
"T2258",0.432028189,0.252300911,0.05113374,0.084446296,0.12198269,0.452886684,0.470256116,0.470056621,0.451822675,0.453409982,0.457495481,0.42470623,0.454155466,0.292903068,0.40824391,0.08318648,0.081387494,0.376894313472238,0.313647699954188,1.85679925135237
"T2774",0.052750072,0.153424907,0.106134471,0.190104854,0.393298163,0.315462328,0.242193467,0.252839832,0.304647552,0.306285532,0.077235064,0.205950912,0.154495311,0.228299418,0.252653918,0.151974802,0.051498169,0.29163377969343,0.548618103499108,1.97690448172492
"T2771",0.077383961,0.138521406,0.103846579,0.076805487,0.359986127,0.184522284,0.273199126,0.286331157,0.236931316,0.219237302,0.055675675,0.191234525,0.054671311,0.249232504,0.24998405,0.142106004,0.05974158,0.436801945970406,0.159082479273671,1.77779316736329
"T2769",0.179870774,0.122735513,0.096353607,0.068775437,0.357261398,0.10679704,0.288526622,0.273757375,0.199644606,0.151283976,0.068144398,0.166868402,0.0679552,0.228398983,0.189408498,0.12462148,0.072049647,0.405633659365189,0.238791426343646,1.81853643249865
"T0413",0.216901837,0.108890764,0.095726785,0.225815736,0.265283817,0.230020955,0.184058483,0.34866977,0.262868889,0.327380182,0.293952477,0.083827283,0.09770834,0.183252261,0.287083099,0.129224869,0.072692067,0.175116625152158,0.934136957129133,2.1739626219402
"T5994",0.130353461,0.232118778,0.074625245,0.312169563,0.1707562,0.094928306,0.253373944,0.077356184,0.108243099,0.085253198,0.272099741,0.35885515,0.074360738,0.24882601,0.074413331,0.164701174,0.121292235,0.473898698493942,0.0654730076479795,1.72994464267662
"T5998",0.065561845,0.234478812,0.079323587,0.290947746,0.188646351,0.106857679,0.271439747,0.071316264,0.116706352,0.072227391,0.281118553,0.349839929,0.095554784,0.256266732,0.089375163,0.163839372,0.120297399,0.47836366233135,0.0542608701938691,1.72421355343483
"T6004",0.096009912,0.229230107,0.074828417,0.310992631,0.171529617,0.096351156,0.266613552,0.081977105,0.136225584,0.08467427,0.277822833,0.356380435,0.074191418,0.256439443,0.074644726,0.157350827,0.118597373,0.485819781877296,0.0355520235756921,1.71465051783894
"T6018",0.094271403,0.230633794,0.081755709,0.309811709,0.171192807,0.095039741,0.270271991,0.077525502,0.125037838,0.079168729,0.283565916,0.355071932,0.083555524,0.248422746,0.081570073,0.155665477,0.114991945,0.488160287629306,0.0296821156784102,1.71165011170424
"T6015",0.115507526,0.246948269,0.074079534,0.297558564,0.197787048,0.089128038,0.247177061,0.094805536,0.076207111,0.094088464,0.290032431,0.383480041,0.057507239,0.27383871,0.242261287,0.171158859,0.12458975,0.445001160942769,0.138301269944698,1.76717084260995
"T1770",0.190599724,0.355191262,0.091558996,0.282685454,0.264337199,0.204616698,0.355567677,0.168220649,0.289920609,0.153954891,0.081072642,0.19844172,0.137862401,0.148547771,0.315753978,0.10178065,0.081294052,0.193239265380181,0.866021209620867,2.13914522611905
"T1771",0.193186743,0.151135147,0.09174251,0.286667532,0.270748707,0.218560284,0.328298333,0.176740369,0.292480482,0.165614235,0.077994014,0.211758246,0.135204935,0.161062398,0.27138873,0.104266237,0.081879526,0.103505728658279,1.26182585273005,2.34146095238057
"T1772",0.17049473,0.089518031,0.103612472,0.31051735,0.252723749,0.234649985,0.333292186,0.17775289,0.321912043,0.182886393,0.076111398,0.222790385,0.123538763,0.164212253,0.263434153,0.112133097,0.089313317,0.175590380967921,0.932301443512145,2.17302439830652
"T1773",0.16006295,0.326698817,0.105372033,0.249160648,0.291766427,0.165270941,0.313965415,0.128726728,0.258068972,0.1204698,0.059105609,0.134059441,0.118939742,0.092092426,0.252760652,0.128327376,0.070870912,0.242324979239571,0.698843310530006,2.05369216573109
"T1774",0.182108245,0.326404986,0.096313973,0.243490009,0.33424672,0.171497093,0.310431717,0.138457062,0.25378718,0.121460323,0.063662348,0.140117535,0.138947272,0.099262539,0.246793717,0.122524138,0.064572921,0.243367990533081,0.695509625563009,2.05198815111942
"T1775",0.165497804,0.319142499,0.099459318,0.255737856,0.296064398,0.142338423,0.293761857,0.135358052,0.251731709,0.140010488,0.079029223,0.135632357,0.119708508,0.101756172,0.255518737,0.125817172,0.063963446,0.194036379973813,0.863117694941671,2.13766109324881
"T1776",0.202982565,0.05199348,0.064868409,0.238879767,0.258096051,0.316564719,0.305191721,0.143952435,0.280706554,0.128530273,0.072521775,0.159368062,0.14117781,0.139902377,0.25130326,0.092993518,0.073080025,0.342427474996017,0.405847098554731,1.90392701656051
"T1777",0.276605318,0.105904164,0.076369668,0.376562608,0.215809945,0.135704103,0.363072816,0.272777588,0.368500467,0.281172286,0.162545474,0.342689938,0.223037467,0.191295311,0.31312665,0.103861635,0.071205039,0.206998640728397,0.816879522093077,2.11402642982651
"T1778",0.222463314,0.105536985,0.083800157,0.336198481,0.231200848,0.362532529,0.339743236,0.210565932,0.327890415,0.201324438,0.113135718,0.23677353,0.160573588,0.171119998,0.246620391,0.103704822,0.069894435,0.186796694138662,0.88976257083012,2.15128063387414
"T1779",0.208949967,0.077844034,0.099860898,0.279704738,0.244672553,0.351665727,0.315924521,0.195853709,0.309990573,0.222479081,0.130009304,0.220415086,0.160116722,0.107336631,0.289531046,0.117222389,0.068251097,0.122464680263799,1.16275391352705,2.29082028486707
"T1780",0.218832206,0.066453365,0.090848345,0.277978252,0.243804697,0.338937481,0.316739829,0.194208039,0.307681679,0.210855047,0.123386515,0.204894806,0.158319954,0.117139047,0.260201708,0.111142063,0.071172697,0.140856363735095,1.07647980612707,2.24672123499469
"T1781",0.182407815,0.071455442,0.092280082,0.24938359,0.251442487,0.24977053,0.324917463,0.154738092,0.305409346,0.147751796,0.102644133,0.152715463,0.132120642,0.094671113,0.252738598,0.11559973,0.06398592,0.196415550612346,0.854494417524334,2.13325330101136
"T1782",0.144467382,0.239119804,0.099905385,0.181571709,0.380949342,0.13847724,0.25001784,0.138757671,0.243727017,0.118293162,0.073190271,0.091521001,0.096248634,0.071346237,0.176648739,0.129321379,0.058611208,0.33562523924444,0.424432423740642,1.91342691411921
"T1783",0.160252847,0.110731488,0.104175616,0.188076326,0.329834586,0.169201695,0.261397993,0.156360597,0.254924574,0.128148646,0.08524951,0.123115981,0.115006953,0.082561278,0.181646875,0.128490775,0.054622988,0.151087100192253,1.0317821131317,2.22387398856136
"T1785",0.157375268,0.352496146,0.113204559,0.262535611,0.329577225,0.153589157,0.274309844,0.146559709,0.278366097,0.148951235,0.083446049,0.144475566,0.106379918,0.065311069,0.207069292,0.136377433,0.053781329,0.235907863251991,0.719527886379708,2.06426509623683
"T1786",0.160609766,0.30323756,0.101862685,0.201201052,0.337726488,0.171572216,0.255969832,0.132317905,0.255471846,0.119009208,0.079105574,0.132791287,0.123233262,0.076061016,0.169468184,0.129830691,0.054519422,0.204100028122116,0.827065290222267,2.11923288991348
"T1787",0.125178749,0.28068116,0.107733881,0.228798923,0.358306994,0.152483696,0.250408064,0.131808547,0.250059871,0.118539081,0.07680107,0.125816105,0.097172527,0.069974361,0.189215849,0.13528274,0.061183776,0.261980040742302,0.637252967021068,2.02221023318016
"T1788",0.261783697,0.072752794,0.076779544,0.29196352,0.170548255,0.093969102,0.378983433,0.186212657,0.359417679,0.188559194,0.098435263,0.227370449,0.222444851,0.223344465,0.250795585,0.11309671,0.05759445,0.359012329716551,0.361100045241181,1.88105453957773
"T1789",0.230656626,0.08941694,0.063377121,0.242356078,0.193093245,0.203998205,0.352241248,0.162352083,0.294576395,0.147473169,0.088774187,0.168477359,0.177836686,0.225105052,0.251380593,0.101091082,0.053388739,0.232352816232863,0.73112037113269,2.07019060017623
"T1790",0.265400611,0.157459924,0.079709983,0.315935302,0.232907908,0.074476027,0.367590992,0.224448439,0.343949154,0.218737555,0.119545807,0.278512254,0.268873496,0.251752365,0.303180769,0.097600868,0.068462215,0.208577894930838,0.811365527043977,2.11120794870865
"T1791",0.27391261,0.109574176,0.074159909,0.300228071,0.22980465,0.058737769,0.378013565,0.225631052,0.35684611,0.211500301,0.125587297,0.292949189,0.232968955,0.235293662,0.270710799,0.104907698,0.048989906,0.316953301480175,0.476235511293476,1.93990608626462
"T1792",0.251743844,0.228678163,0.065141637,0.265397849,0.238857347,0.041295979,0.353288537,0.200557024,0.327811314,0.187036441,0.116974187,0.25586944,0.203098383,0.228064532,0.260952465,0.096710357,0.052571251,0.247463017757819,0.682494949066774,2.04533569321314
"T1793",0.258834872,0.264073563,0.06599717,0.267746358,0.24211617,0.062243938,0.323337213,0.20745404,0.31428122,0.192344407,0.113673866,0.255895775,0.241472223,0.255630242,0.263443649,0.091344726,0.080536673,0.138081952347979,1.08897728049262,2.25310932479283
