"","bioA","bioB","bioC","bioD","bioF","birA","pval","z","inv_cof_var"
"T4094",0.132289124,0.12716803,0.157135562,0.226477393,0.174468394,0.134580319,0.281701726357923,0.577793635517028,4.08097263805571
"T4095",0.142414774,0.182470559,0.071313093,0.177719716,0.148946732,0.071460493,0.409881863296068,0.227848878234844,3.24786106728344
"T4097",0.209888213,0.191663506,0.195232151,0.179374695,0.15373908,0.06439599,0.0050186288112046,2.57454311370002,8.83462320601186
"T4099",0.148203865,0.113873358,0.142181646,0.10956764,0.124844051,0.114423833,0.0218645794103238,2.01667769756922,7.50651605926731
"T4101",0.227779769,0.155031206,0.136529549,0.141557424,0.132960355,0.151013029,0.290124966977777,0.553019680482104,4.02199341872497
"T5043",0.112517417,0.107839909,0.160466791,0.108190015,0.166645641,0.116473229,0.237027501733702,0.715896915060045,4.40975436075518
"T6958",0.2087537,0.139214744,0.073802671,0.163999061,0.159050884,0.114339848,0.445225846150089,0.137732677885852,3.03332192171128
"T6966",0.073587866,0.105599319,0.081094505,0.139405003,0.072108421,0.133851897,0.400369826758813,0.252389968091467,3.3062859057571
"T6967",0.069642379,0.073357501,0.071025017,0.117869774,0.071413439,0.12211576,0.312346277977146,0.489210670407922,3.87008365723808
"T6970",0.084228335,0.095278857,0.095187955,0.094962141,0.080418976,0.126928144,1.65144717972356e-05,4.15150958032148,12.5888986529871
"T6971",0.081101768,0.094990703,0.090641526,0.069503102,0.092302845,0.130319814,0.0105907379027811,2.30473399398462,8.19229010955252
"T6981",0.233470714,0.073652808,0.154265773,0.195250592,0.189168738,0.11226624,0.483520869931268,0.0413188072412381,2.80378994689104
"T6985",0.254256951,0.164024319,0.133848087,0.145275081,0.208284807,0.155808524,0.347126750134618,0.393089335773142,3.64124812129737
"T6993",0.237455672,0.115827928,0.185312141,0.148084005,0.16651335,0.101083454,0.327901649057487,0.445714764476239,3.7665331917465
"T4096",0.067350435,0.192194483,0.159960881,0.170562775,0.182040661,0.120512405,0.437674880418857,0.156866882216669,3.0788746173691
"T4836",0.170435036,0.183604603,0.142606347,0.133620623,0.167409343,0.122794987,0.0180052536663213,2.09680876556188,7.69728365482011
"T4838",0.167186335,0.165462884,0.083365238,0.075408965,0.168949823,0.115545633,0.494134120228654,0.0147041099379404,2.74042848250397
"T4842",0.104312965,0.183796964,0.12293814,0.096175221,0.16232316,0.128149802,0.362599237174838,0.351519728647993,3.54228358484486
"T4845",0.16667685,0.193626488,0.128934477,0.097255998,0.158587535,0.124486345,0.289337328062388,0.555321674548612,4.02747376341581
"T4847",0.14566221,0.158691932,0.158036282,0.14276516,0.129710535,0.144957031,3.12579190506037e-05,4.00310765147405,12.2355989921837
"T4849",0.161978729,0.18561556,0.141155482,0.088299161,0.154489949,0.131694468,0.287713282967878,0.560077515852232,4.03879596881066
"T4851",0.177525255,0.17951548,0.152008861,0.099040004,0.183349497,0.114166317,0.228303066644389,0.744446934827994,4.47772323675487
"T4853",0.188244189,0.171677763,0.102937816,0.090962299,0.1462406,0.126203277,0.399433471567169,0.254813765092807,3.31205622602908
"T5044",0.171483557,0.14980163,0.158740124,0.067474972,0.20018181,0.131566611,0.448925564824847,0.128376370970626,3.01104741298222
"T6957",0.265621858,0.11054725,0.144412949,0.131508065,0.177469807,0.071996407,0.496082688286735,0.00981940209759925,2.72879948524956
"T6968",0.058279122,0.056569688,0.061335512,0.103880117,0.064090412,0.168129831,0.373150408884794,0.323520852677723,3.47562681387161
"T4109",0.07334533,0.09962319,0.08817069,0.091024091,0.079244354,0.071256387,0.00827460419714867,2.39657273910478,8.41093010804553
"T5051",0.203067921,0.09174955,0.149120916,0.121800589,0.130678937,0.078895111,0.388930887170906,0.282106597752589,3.37703212355247
"T5052",0.246593016,0.126497069,0.090060067,0.179911073,0.157714184,0.080928108,0.498315733689343,0.00422184209791761,2.71547340475604
"T5053",0.247382959,0.188121243,0.167076688,0.103674098,0.140821707,0.070742543,0.426010581432576,0.18654019253645,3.14951770504534
"T5055",0.225807061,0.108708221,0.156360265,0.126134337,0.132853364,0.090013561,0.404426602518509,0.241905736511532,3.28132615294429
"T5056",0.223100943,0.115811189,0.137655364,0.145002685,0.141191438,0.099344833,0.335337252153347,0.425222471494203,3.71774730186039
"T6976",0.213300772,0.193592462,0.131918546,0.211412384,0.173725036,0.072854234,0.120308552113945,1.17344573915405,5.49903834519442
"T6979",0.278179464,0.164224028,0.096107423,0.184852249,0.168549777,0.087187759,0.49574112935803,0.010675608346406,2.73083785078584
"T4104",0.08383408,0.151956029,0.137565032,0.136881254,0.068789265,0.091300069,0.42836182666373,0.180546371440363,3.13524824792567
"T4108",0.211101943,0.08187554,0.15413584,0.179497361,0.122835781,0.123156613,0.45111599745341,0.122842277829344,2.99787242769157
"T4110",0.10625202,0.117320842,0.146915308,0.125986062,0.141541404,0.131934749,0.0201570358409008,2.05051633228251,7.58707551195844
"T4118",0.061524437,0.16270553,0.116940817,0.104937626,0.161195895,0.13108589,0.472496579833396,0.0689955524859985,2.86967982300693
"T4833",0.17581779,0.175534094,0.119218598,0.106238724,0.15645217,0.10430689,0.219991898893078,0.772220574432015,4.54384378874219
"T4835",0.146442047,0.182127384,0.109482454,0.122648485,0.15291788,0.114588312,0.160999192060159,0.990359601325532,5.0631661776627
"T4839",0.176658607,0.178080595,0.157296538,0.093140696,0.158057506,0.105323903,0.238356961551045,0.711597713882324,4.39951927601193
"T4843",0.207917636,0.163366912,0.123065916,0.080780878,0.138490742,0.097963699,0.446980300862624,0.133294342477289,3.02275560086521
"T4848",0.102766155,0.177376307,0.124851058,0.119269302,0.151702579,0.073189137,0.213800473746809,0.793303621283086,4.5940360831351
"T4850",0.184479825,0.185624552,0.085222087,0.127447802,0.157770097,0.152209929,0.370916067733656,0.329428094470816,3.4896901521179
"T4852",0.14096109,0.184786732,0.110914021,0.082355163,0.19123063,0.132499336,0.445432115823005,0.13721072768463,3.03207931772035
"T4854",0.186183983,0.183338495,0.142941926,0.083400556,0.159161914,0.118405984,0.351423207561295,0.381480935206506,3.61361206552293
"T4856",0.133309497,0.187986351,0.098653211,0.12731254,0.130214175,0.160385108,0.268470138550775,0.617446472649281,4.1753739306637
"T2766",0.210635079,0.13771613,0.10470222,0.165203124,0.196656122,0.056841643,0.326178643798747,0.450489827325095,3.77790115776903
"T2767",0.163259282,0.13771613,0.10470222,0.247147994,0.148622754,0.045032371,0.447895198104548,0.130980926048158,3.01724806301812
"T2769",0.091844124,0.13771613,0.10470222,0.068100211,0.070986746,0.083729305,0.396152244973141,0.263319293837942,3.33230529181918
"T0413",0.097175745,0.13771613,0.10470222,0.087431221,0.066545359,0.075328472,0.325186017277647,0.453245413426043,3.78446136653681
"T0415",0.064945731,0.13771613,0.10470222,0.144129742,0.088157887,0.055524006,0.411637903121526,0.223333692929903,3.23711179030915
"T5994",0.103778849,0.193815582,0.137966597,0.164462989,0.07500313,0.101930876,0.474045061328581,0.065105347652882,2.8604184336256
"T6008",0.097416028,0.18783391,0.109857749,0.165250436,0.078683708,0.096410822,0.493172648585794,0.0171144675445024,2.74616680768227
"T6010",0.090114233,0.185289806,0.115987777,0.161750908,0.080542494,0.08678695,0.485581266359518,0.0361502776713731,2.7914852567966
"T6018",0.095806916,0.187783543,0.095177957,0.148084442,0.081734371,0.099015235,0.498249287092893,0.00438840055902219,2.71586992957394
"T6020",0.117952562,0.197085799,0.155023238,0.170760877,0.068547282,0.099936146,0.477994581886992,0.0551874040260098,2.83680683944718
"T6022",0.110499841,0.187861583,0.144199252,0.176183036,0.077814629,0.097233157,0.44268032734769,0.14417706055717,3.04866402831021
"T6024",0.112136894,0.190641998,0.152591777,0.160190875,0.076137716,0.109803401,0.434372376092748,0.165253125150636,3.0988397000806
"T6026",0.126474231,0.199135307,0.126903804,0.165217917,0.074002413,0.099604389,0.459979485230039,0.100485403552836,2.94464753931
"T1770",0.09220855,0.13771613,0.10470222,0.101260736,0.083728205,0.084477178,0.162472872416907,0.984345337594198,5.04884805287305
"T1771",0.092132009,0.13771613,0.10470222,0.108729546,0.085077631,0.083552132,0.14624882705837,1.05265824066476,5.21148020779698
"T1772",0.103794737,0.13771613,0.10470222,0.113352411,0.092567805,0.094813107,0.0547524079573147,1.6004228205124,6.51554034881601
"T1773",0.105975403,0.13771613,0.10470222,0.079323854,0.070972551,0.089777396,0.322266047848733,0.461371499321848,3.80380709480964
"T1774",0.097490392,0.13771613,0.10470222,0.081237522,0.065472336,0.07714353,0.356969172732993,0.366571935264998,3.57811829085867
"T1775",0.100411276,0.13771613,0.10470222,0.077283521,0.064613778,0.083672644,0.377919501829292,0.310949512119553,3.445698292123
"T1776",0.066018022,0.13771613,0.10470222,0.117747217,0.080629642,0.051210543,0.363024494666927,0.35038605642701,3.53958465758532
"T1777",0.077826815,0.13771613,0.10470222,0.102668188,0.075415522,0.05967785,0.300636665513956,0.522570274263416,3.94950268378455
"T1778",0.084647796,0.13771613,0.10470222,0.102530331,0.073468839,0.07125326,0.276588880438871,0.593005067530149,4.11718641109969
"T1779",0.10088227,0.13771613,0.10470222,0.093984322,0.071195147,0.085170881,0.259070688080707,0.646213070157626,4.24385841210608
"T1780",0.091913078,0.13771613,0.10470222,0.099222758,0.075045513,0.075550453,0.235708752483306,0.720174592997558,4.41993820523811
"T1781",0.092984073,0.13771613,0.10470222,0.083807895,0.065575438,0.078400426,0.35289973650939,0.377503487655933,3.60414297788105
"T1782",0.10177018,0.13771613,0.10470222,0.087838894,0.061517414,0.075641409,0.359176300141981,0.360661377592024,3.56404705851527
"T1783",0.105299434,0.13771613,0.10470222,0.088439349,0.058984695,0.076923913,0.376247984130593,0.31534994383083,3.45617437584413
"T1784",0.093116531,0.13771613,0.10470222,0.086132945,0.077371737,0.062492364,0.256940714063279,0.652805886628385,4.25955389423996
"T1785",0.115116384,0.13771613,0.10470222,0.068999907,0.054200983,0.087890243,0.481195213931748,0.0471540772004807,2.8176819421859
"T1786",0.103663167,0.13771613,0.10470222,0.08165783,0.057561141,0.076905995,0.408393554429616,0.231679301718414,3.25698013553268
"T1787",0.10882677,0.13771613,0.10470222,0.084083633,0.063631644,0.085094119,0.355794454534852,0.36972297808883,3.58561996128495
"T1788",0.078170516,0.13771613,0.10470222,0.08454934,0.060645617,0.057434886,0.424150798168601,0.191285913988356,3.16081581816454
"T1789",0.064660756,0.13771613,0.10470222,0.096518312,0.058536326,0.046968173,0.471838400308116,0.0706493905486051,2.87361710624226
"T1790",0.080556479,0.13771613,0.10470222,0.087480964,0.079498648,0.067419001,0.290750992625102,0.551192114252836,4.01764254179291
"T1791",0.075894199,0.13771613,0.10470222,0.093863183,0.05509254,0.048552336,0.449742616362622,0.126311652564093,3.00613194915807
"T1792",0.066863166,0.13771613,0.10470222,0.099828445,0.06017434,0.044866502,0.452343284985195,0.119743209994404,2.99049449383724
"T1793",0.071421827,0.13771613,0.10470222,0.113289106,0.085881461,0.059245596,0.290159500497115,0.552918818158304,4.02175329634204
"T1794",0.10886008,0.13771613,0.10470222,0.077048379,0.057059086,0.080640596,0.429452771097546,0.177767537966384,3.128632694264
"T1795",0.084080965,0.13771613,0.10470222,0.105658203,0.077914,0.071114127,0.244539496840555,0.691774435026869,4.35232610439997
"T1796",0.107460879,0.13771613,0.10470222,0.091924404,0.07514627,0.0865641,0.227392429853881,0.747461789121619,4.48490068389172
"T1797",0.099474595,0.13771613,0.10470222,0.085032293,0.064965931,0.071617228,0.343553292516817,0.402784744255024,3.66432992727256
"T1798",0.096377879,0.13771613,0.10470222,0.084202118,0.059965142,0.069914125,0.387225799572945,0.286556926876019,3.38762699776996
"T1799",0.096066753,0.13771613,0.10470222,0.075114489,0.047243765,0.064858896,0.495711605912419,0.0107496168964472,2.73101404253638
"T1800",0.103745943,0.13771613,0.10470222,0.090869721,0.071952196,0.083787404,0.260452411716669,0.64195127006347,4.23371236791804
"T1801",0.098602845,0.13771613,0.10470222,0.088664644,0.063872969,0.076487644,0.340528434107355,0.4110213655562,3.68393880658074
"T1802",0.091735473,0.13771613,0.10470222,0.093195141,0.069711116,0.070414756,0.293790023237195,0.542346182567953,3.99658308058488
"T1803",0.102013773,0.13771613,0.10470222,0.108820609,0.096685436,0.094755814,0.0417628812732866,1.73058525990258,6.82541735677032
"T1804",0.112684209,0.13771613,0.10470222,0.08918659,0.065894274,0.087516013,0.320928453579172,0.4651041040139,3.81269328639662
"T1805",0.098871005,0.13771613,0.10470222,0.090933497,0.072040406,0.082968062,0.265044232990462,0.62787097554749,4.20019148773041
"T1807",0.101592954,0.13771613,0.10470222,0.069576649,0.073962865,0.072502528,0.361549337875914,0.354320540672411,3.54895146272142
"T1809",0.112159135,0.13771613,0.10470222,0.076337524,0.054741652,0.08695398,0.448754129129879,0.128809664269292,3.01207895196986
"T1810",0.11386738,0.13771613,0.10470222,0.077651821,0.056926011,0.084466148,0.431830244618806,0.171716403505757,3.11422679153067
"T1811",0.126780796,0.13771613,0.10470222,0.080736721,0.065064052,0.098365729,0.388007149620814,0.284516880931631,3.38277027154158
"T1812",0.106952959,0.13771613,0.10470222,0.085773618,0.062210351,0.079337117,0.359735197714957,0.359166687910364,3.56048865896051
"T1813",0.107168638,0.13771613,0.10470222,0.086862864,0.071346116,0.086916488,0.281727821940599,0.577716342392921,4.08078862673765
"T1814",0.110544405,0.13771613,0.10470222,0.071411636,0.054150252,0.082261829,0.468902798889082,0.0780282292131757,2.89118386711635
"T1815",0.112459289,0.13771613,0.10470222,0.069322296,0.055807357,0.089210941,0.469108592061799,0.077510819914116,2.88995207362637
"T1816",0.105012183,0.13771613,0.10470222,0.080537826,0.066523821,0.086108692,0.348302219840946,0.389908187104512,3.63367477805096
"T1817",0.111048289,0.13771613,0.10470222,0.077593887,0.064315088,0.088510888,0.380470269188282,0.304245925859958,3.42973910095834
"T1818",0.109795077,0.13771613,0.10470222,0.071308161,0.049943148,0.081935224,0.491844037565823,0.0204453903648841,2.75409671743305
"T1821",0.103788758,0.13771613,0.10470222,0.077485729,0.052954892,0.077664442,0.452669559759245,0.118919516539669,2.98853353133208
"T1822",0.08726299,0.13771613,0.10470222,0.075475697,0.053870311,0.067094167,0.466934604800201,0.0829777775646126,2.90296722982109
"T1824",0.093474017,0.13771613,0.10470222,0.095848075,0.068384195,0.069324514,0.29361402760445,0.542857303411875,3.99779990318408
"T1825",0.09015964,0.13771613,0.10470222,0.101858119,0.077534393,0.074043767,0.218556186826432,0.777078642656932,4.55540936520978
"T1826",0.106813664,0.13771613,0.10470222,0.100538708,0.08680088,0.096066541,0.101201113082348,1.27473733860942,5.74018270233148
"T1827",0.089366475,0.13771613,0.10470222,0.098193723,0.084225834,0.078518185,0.179444281994119,0.917484972508236,4.88967394718912
"T1828",0.100352804,0.13771613,0.10470222,0.094140788,0.082730008,0.085057818,0.16328175853729,0.981059264323998,5.04102491620122
"T1829",0.09368659,0.13771613,0.10470222,0.09879129,0.083656247,0.078791568,0.161919471851153,0.986599646301947,5.05421487329095
"T1714",0.083619511,0.13771613,0.10470222,0.06839754,0.102899589,0.042597054,0.320530665785406,0.466215393985385,3.81533892835713
"T4797",0.091602792,0.078176846,0.074936542,0.062589238,0.066363469,0.078507816,0.0512538694140749,1.63281581993891,6.5926581854821
"T4806",0.093358601,0.100091962,0.100174904,0.093491117,0.095115453,0.097828167,8.42978341730406e-27,10.6531318145737,28.0672751665062
"T5743",0.193257048,0.149654402,0.148215312,0.132294035,0.139633881,0.121677424,0.059421225204424,1.55965069136835,6.41847436383387
"T5755",0.059299071,0.148065571,0.146258848,0.135202688,0.139377006,0.115105388,0.392467501582062,0.272893604119987,3.35509879997197
"T5757",0.090683002,0.148249539,0.149987626,0.130470804,0.137110212,0.099955314,0.124389780754167,1.15331878753957,5.451122221505
"T5759",0.08870657,0.137085484,0.127171568,0.093457774,0.114999686,0.095449009,0.132290009948947,1.11563122660127,5.36139965118924
"T6894",0.065437426,0.090638585,0.154676572,0.108562981,0.085554712,0.071147836,0.451724689199944,0.121305102822974,2.9942128835565
"T6896",0.107272703,0.068691132,0.180442009,0.157327858,0.101968523,0.081999788,0.495280758358417,0.0118296604366385,2.73358529628871
"T6898",0.078143294,0.067223188,0.122098857,0.126608171,0.067736416,0.092308135,0.430305841103111,0.175595570888514,3.12346190411426
"T6900",0.069909566,0.088126262,0.08682638,0.098003509,0.132456587,0.082037886,0.279699931540396,0.583733146193629,4.09511279865657
"T6902",0.078143294,0.067223188,0.122098857,0.126608171,0.067736416,0.092308135,0.430305841103111,0.175595570888514,3.12346190411426
"T6893",0.097352373,0.111837238,0.166905902,0.133167626,0.075520267,0.093584943,0.393829622577883,0.269351447450849,3.3466660069521
"T6897",0.107379916,0.083746687,0.141445999,0.124964985,0.138265739,0.093853193,0.169461674718986,0.956294734449084,4.9820681352974
"T6901",0.112852845,0.107029229,0.157716632,0.135405448,0.140542275,0.076065615,0.0661152769558243,1.50536386510395,6.28923401329218
"T0860",0.055226936,0.04527388,0.051200973,0.052610419,0.067150867,0.049418387,0.0452638517239851,1.69262062067014,6.73503514767428
"T0861",0.061641377,0.048704089,0.050158238,0.057692408,0.06345245,0.046030422,0.00775748453098034,2.42012977327254,8.46701221051982
"T0862",0.061189258,0.069848503,0.05783742,0.058261261,0.059265806,0.053940166,2.53778596739235e-05,4.05211953854637,12.352281323825
"T0863",0.059285253,0.040802053,0.044011293,0.049951624,0.057111241,0.040379474,0.0673241236945239,1.49602075225307,6.26699091559999
"T0864",0.082645771,0.080103001,0.065328256,0.049107224,0.05205873,0.054422322,0.256974106229721,0.652702310816663,4.25930731187117
"T0865",0.057781384,0.053665321,0.058471549,0.060940533,0.059701044,0.057585226,6.91037009301643e-15,7.69800459594322,21.0320199506098
"T0866",0.070141865,0.070411325,0.069947411,0.065763176,0.069619376,0.068262391,2.392929641749e-44,13.9200475010519,35.8448034834907
"T0871",0.049578306,0.058800538,0.065331947,0.056609012,0.058303252,0.057989786,0.00076948377490468,3.16723338508905,10.2456376953079
"T1653",0.069921746,0.055701874,0.0597713,0.057594907,0.088997315,0.058967008,0.18718068566816,0.888333524983353,4.82027325541605
"T1654",0.080980931,0.049467368,0.063996298,0.049250229,0.087491976,0.063043706,0.329493377783692,0.44131253093782,3.75605281842534
"T1655",0.075924164,0.058500394,0.064963032,0.059073736,0.099598144,0.064936926,0.268106501853762,0.618549765718959,4.17800053444379
"T1656",0.085908377,0.05524023,0.063697597,0.058480915,0.113104359,0.063168325,0.434438631279129,0.165084767149455,3.09843889110748
"T2458",0.062968127,0.085586346,0.046013055,0.043719732,0.053961727,0.044069286,0.377347029349072,0.312455919045194,3.44928458685646
"T8308",0.080096321,0.049414661,0.050492528,0.041874381,0.0419334,0.229356284,0.395212191075568,0.2657595700925,3.33811484415922
"T8309",0.071716376,0.075523765,0.048980116,0.062399738,0.057696274,0.301209273,0.0887822580725091,1.3482919005731,5.91529364592997
"T2220",0.080541901,0.104963641,0.072071046,0.049591045,0.054631853,0.073249495,0.406823797709311,0.235723033392347,3.26660702542472
"T2144",0.089392597,0.074178178,0.069953327,0.073347165,0.071515618,0.086105775,0.00176072522391142,2.91812332583306,9.65258273893784
"T2146",0.128389906,0.074134422,0.06380753,0.074107848,0.069020401,0.050352511,0.432721851363019,0.169448722256608,3.10882813517656
"T2148",0.084633835,0.094050042,0.080765936,0.076760775,0.078224601,0.086049176,4.88271788175686e-05,3.89634722815754,11.9814350359744
"T2154",0.0560561,0.061775565,0.056028256,0.057688067,0.056702098,0.055840543,1.90516570297847e-19,8.94233480620274,23.9943900803408
"T2109",0.099507778,0.112372772,0.073547554,0.057611984,0.063149504,0.078773325,0.380899694428887,0.303118719364978,3.42705556661734
"T2127",0.11798325,0.095354447,0.067099031,0.059204452,0.062154247,0.100730818,0.425131841546002,0.188781996165913,3.15485475469172
"T2116",0.065910118,0.08743914,0.054682529,0.047478832,0.049165548,0.118461841,0.338318506796811,0.417056593068984,3.6983068397303
"T2118",0.115260036,0.094659259,0.075379987,0.071686792,0.073066955,0.115359509,0.216588164201154,0.783767872773726,4.57133437878376
"T2134",0.089588468,0.094109869,0.058589245,0.048434828,0.051079939,0.074950675,0.428789914907719,0.179455787968404,3.1326519018154
"T2136",0.060210141,0.107273261,0.063306586,0.049191288,0.054081385,0.047520727,0.472197178896167,0.0697478473664783,2.87147080731664
"T2128",0.08250322,0.08965687,0.054377592,0.04154418,0.046061229,0.080595666,0.471877139648292,0.0705520431129532,2.87338535173433
"T2130",0.089064881,0.104270695,0.070787277,0.05653872,0.061936533,0.077079915,0.313910338917296,0.484796539284145,3.8595749594005
"T2119",0.065525126,0.103051409,0.05089412,0.0564203,0.052201606,0.054381134,0.446670934616625,0.134076769228487,3.02461831995484
"T2124",0.084169285,0.115500626,0.080148752,0.063463789,0.069777532,0.062410758,0.278574588019026,0.587081195767388,4.10308348197551
"T2138",0.053245457,0.086503445,0.059522353,0.053081844,0.055036238,0.061983743,0.248745561862158,0.678442572746813,4.32058701274528
"T2112",0.117184466,0.08508538,0.072316024,0.092102059,0.079793004,0.117847267,0.14787714560978,1.04558150670116,5.19463266593311
"T2141",0.109881147,0.098699924,0.063088244,0.065023017,0.056830284,0.109740054,0.402104185478491,0.247904405806733,3.29560715214509
"T2087",0.058113547,0.08698328,0.040731987,0.059432316,0.043629587,0.045887669,0.426082723640162,0.186356188209228,3.14907964694934
"T2088",0.051664223,0.056163979,0.034755675,0.068086771,0.051146594,0.038221326,0.241889721559169,0.700236784180525,4.37247237277267
"T2089",0.05347104,0.060690847,0.044030285,0.078747418,0.068599031,0.047714447,0.217627391784398,0.780231229274285,4.56291471093686
"T2084",0.055163983,0.069455548,0.044503609,0.052402411,0.044306484,0.046657334,0.150543037028086,1.03410714999895,5.16731572765398
"T2085",0.049997938,0.048258372,0.033673056,0.065628838,0.042674986,0.038073133,0.27855083889447,0.58715192345587,4.10325186299686
"T6029",0.112203851,0.0656584,0.057961316,0.052203478,0.060540297,0.675152315,0.471488948986199,0.0715275512633484,2.8757077386556
"T6031",0.112203851,0.061213424,0.055260778,0.053044698,0.058347658,0.584792063,0.49555016664124,0.0111543094107761,2.73197749179308
"T6035",0.112203851,0.053087052,0.075608698,0.06425607,0.052369718,0.332630016,0.467361239859399,0.0819047216560563,2.90041261148519
"T6037",0.112203851,0.071779452,0.066069052,0.066067445,0.069135854,0.414820239,0.309034503128195,0.498588928710394,3.89241042551476
"T6039",0.112203851,0.083489032,0.078317483,0.076145282,0.080370327,0.353269424,0.0966200501211932,1.30105362421108,5.80283373961166
"T6048",0.112203851,0.052117789,0.073056425,0.075386871,0.052185479,0.49288695,0.455352625443429,0.112149019149435,2.97241504520445
"T6050",0.112203851,0.070480723,0.068143226,0.067079712,0.069649891,0.336039,0.295094504942299,0.538562150560883,3.98757445627015
"T6052",0.112203851,0.081992104,0.076172666,0.073545628,0.079553879,0.408475817,0.129688002480553,1.12786720700537,5.39052978285221
"T6059",0.112203851,0.053058442,0.072390053,0.075751361,0.052394356,0.537777087,0.44952064931459,0.126872517579694,3.00746719743488
"T6061",0.112203851,0.068415989,0.065499063,0.06131901,0.064792599,0.34483722,0.368953335597496,0.334626739849943,3.50206653875483
"T6063",0.112203851,0.067328972,0.060628793,0.060890895,0.065080764,0.336350911,0.396106776205437,0.263437289547272,3.33258620355939
"T6074",0.112203851,0.066895437,0.106729179,0.077298811,0.066694241,0.110963039,0.305876321291396,0.507573266669275,3.91379938978274
"T6076",0.112203851,0.065688144,0.06481241,0.062304778,0.063321806,0.132661809,0.383122121803562,0.297291142210861,3.4131818855416
"T6131",0.112203851,0.079789194,0.050492145,0.05790106,0.074457774,0.559921213,0.429859002609713,0.176733144364391,3.12617011907
"T6135",0.112203851,0.061323501,0.058856688,0.061420734,0.059421404,0.600024646,0.444575289998905,0.139379108774183,3.03724157072731
"T6152",0.112203851,0.057040827,0.071544752,0.056105732,0.056317792,0.257758732,0.462894001508064,0.0931454593962419,2.92717337437845
"T6166",0.112203851,0.061026775,0.070933287,0.048142776,0.056091277,0.047496631,0.489373891416933,0.0266388545036458,2.76884146365311
"T6174",0.112203851,0.059842227,0.061150727,0.056081891,0.054986109,0.058746788,0.479879534496308,0.0504559280134254,2.8255426403675
"T6178",0.112203851,0.060235982,0.078539014,0.062269172,0.062850703,0.171884873,0.380481822255398,0.304215594939666,3.42966689230219
"T7253",0.275263915,0.221628781,0.244476402,0.138419984,0.106950751,0.105676222,0.491701210498128,0.0208034808849717,2.75494922157681
"T7142",0.09576789,0.053610869,0.074350444,0.075697776,0.071442603,0.053428162,0.173120773537605,0.941904478412829,4.94780933141279
"T7144",0.078053068,0.046735434,0.058271809,0.048596627,0.056079516,0.04468968,0.210437829629116,0.804902996229776,4.62165065166547
"T7146",0.084928274,0.059509827,0.064016397,0.062621668,0.061805202,0.045720082,0.0599112855428231,1.55551875625041,6.40863748848483
"T7148",0.097187192,0.053410392,0.075282869,0.07723469,0.071895019,0.052480557,0.188494122258977,0.883459149645223,4.80866885669318
"T7150",0.0703709,0.05904028,0.05862714,0.04939476,0.055045454,0.036719446,0.0196034530767362,2.06200871614484,7.6144353673991
"T7152",0.080104313,0.06163468,0.064321622,0.055439808,0.058075166,0.056506894,0.0502600116435696,1.64233777214205,6.61532704504264
"T7154",0.080826496,0.059294239,0.064727533,0.056706408,0.059747046,0.071257312,0.0499985087047353,1.64486808667649,6.62135095102343
"T7156",0.089803807,0.066422559,0.070886956,0.066308423,0.064292872,0.077314064,0.0419364202647828,1.72864393907211,6.820795664881
"T7158",0.072807528,0.055137229,0.055886305,0.046023214,0.051165169,0.050944295,0.113708177675562,1.20704099827926,5.57901839495335
"T7160",0.079977602,0.065722338,0.067594808,0.064154237,0.062489804,0.060111584,0.00151519294372539,2.96463871361328,9.76332166836093
"T7162",0.071479489,0.057798042,0.058755491,0.051269689,0.054715513,0.051147155,0.0185344745435158,2.08500387176196,7.66917980867926
"T7164",0.076619267,0.060330289,0.06303382,0.060727587,0.058950039,0.066566067,0.005065450581875,2.571329072184,8.82697155494347
"T7157",0.069901512,0.054650235,0.057454876,0.046306903,0.049289415,0.04377647,0.0789998696660338,1.41183096257491,6.06656074351657
"T7159",0.078303857,0.06491793,0.067166834,0.058640396,0.060959422,0.066329783,0.00635023743741391,2.49205953041186,8.63825499015456
"T7161",0.072986994,0.058623627,0.059355809,0.047457653,0.05493366,0.056422283,0.0646623605728139,1.51677016900697,6.31638893864428
"T7163",0.071322092,0.059979165,0.064445177,0.052268087,0.053625337,0.068118112,0.0186281750237033,2.08294376169602,7.66427531590639
"T5290",0.215226629,0.142134966,0.125672713,0.127340493,0.139705482,0.079476449,0.288183765212913,0.558698460150051,4.03551285843876
"T5292",0.217192218,0.1396787,0.155348034,0.092173556,0.121528916,0.078261782,0.431678992482576,0.172101180171192,3.11514282723478
"T5294",0.226028274,0.161845825,0.159503155,0.153056114,0.153729299,0.09112205,0.120539277844079,1.17229520594397,5.49629927707028
"T5296",0.21159506,0.153787055,0.154110542,0.129285951,0.141630389,0.086206386,0.167524055902891,0.963995639964146,5.00040163896195
"T5298",0.213825218,0.116641941,0.11433638,0.129001096,0.138964015,0.087550876,0.373758191270339,0.321915932807466,3.4718059899094
"T5300",0.217502339,0.138084064,0.160209082,0.109983128,0.131580011,0.078389538,0.339276668877244,0.414438036193152,3.69207285568972
"T5302",0.216852046,0.180065665,0.174919924,0.121506218,0.141964333,0.075657674,0.220408926040431,0.770812879398386,4.54049249687046
"T5304",0.22417149,0.164266977,0.167805525,0.147588862,0.152030123,0.089210078,0.115212780123815,1.19926335250259,5.56050219616746
"T5306",0.22070692,0.167927142,0.168466424,0.126076367,0.141972056,0.078340492,0.21420526933386,0.791914487941813,4.5907289809829
