"","cbpA","cbpM","fis","gltX","gyrB","msrA","pval","z","inv_cof_var"
"T2407",0.24637286,0.392540684,0.191248573,0.045081446,0.304133808,0.328051369,0.378615967873911,0.309117778499487,1.98324263904319
"T2419",0.479233359,0.449508198,0.239507927,0.196247424,0.282215434,0.220844339,0.18695804292597,0.889161881148388,2.48737385823883
"T2420",0.454111112,0.431238326,0.226935272,0.169954232,0.264139889,0.250275711,0.168479567939214,0.960190919971653,2.54910701917736
"T0320",0.124069233,0.117149322,0.296464438,0.267389471,0.300762537,0.291514529,0.215143107871011,0.78870197087336,2.40006157143865
"T5660",0.163191744,0.118186677,0.385070457,0.277758431,0.137330295,0.152799765,0.12588634460054,1.14605429019725,2.71064564530551
"T5662",0.108967557,0.113698056,0.100098236,0.114220958,0.153188762,0.087700185,0.000133896495346538,3.64461440846038,4.882208381486
"T5666",0.237892796,0.093624231,0.432644626,0.191319184,0.405659727,0.375529585,0.367630345825802,0.338136014478804,2.00846313282349
"T5668",0.133421024,0.123450468,0.082377072,0.191367366,0.082204785,0.141287476,0.0242312337896464,1.97329056212686,3.42961792418266
"T2670",0.158774538,0.100397909,0.173466632,0.278323147,0.175273859,0.160614338,0.127836562363096,1.13667750924377,2.70249604427928
"T2671",0.18786955,0.101087165,0.185589482,0.245627562,0.172603069,0.164277161,0.0288333197293294,1.89822355267567,3.36437525931774
"T2672",0.136038308,0.084651899,0.079197553,0.158667037,0.22744815,0.150760902,0.0770371637349497,1.42528675412474,2.9533337475307
"T2673",0.114487769,0.074898438,0.27187706,0.246136498,0.271623767,0.137027746,0.383693517514762,0.295794484927674,1.97166302259439
"T2679",0.11325122,0.097227025,0.32378985,0.278212638,0.240687068,0.139693942,0.306952596851824,0.504506929817805,2.15306036604338
"T2680",0.180848315,0.129751738,0.341251851,0.299782249,0.240637428,0.184155402,0.0454569946272221,1.69059599947317,3.18392082308336
"T2682",0.102559858,0.118932861,0.325809062,0.281634834,0.192633634,0.151904737,0.22517283108781,0.754838880047868,2.37063028994535
"T2683",0.112415089,0.082664852,0.313261937,0.25848503,0.247868773,0.123440801,0.365856148360138,0.342848686523877,2.01255903707095
"T2684",0.111937209,0.101170968,0.324828311,0.307045708,0.195114138,0.145726488,0.347639863823969,0.391700219749898,2.05501715860402
"T2685",0.104217247,0.107301802,0.321094353,0.329505014,0.192370815,0.135933901,0.437573233490526,0.157124832716931,1.8511416682436
"T2686",0.072263235,0.09013355,0.289234413,0.29253598,0.200612491,0.126894183,0.494130414731149,0.0147133992475641,1.72736823575036
"T2687",0.111080994,0.112620178,0.287917751,0.265136962,0.179896353,0.139701544,0.177464232248957,0.925071984840544,2.51858425116084
"T2649",0.306223332,0.076710814,0.071786393,0.187773215,0.303241599,0.107422036,0.445177342259083,0.137855418850398,1.83439412601128
"T2650",0.343647308,0.095456733,0.085344836,0.210010583,0.239870257,0.129920452,0.333647318485475,0.429863913689517,2.08818620465919
"T2653",0.203847962,0.069954829,0.128573966,0.26124024,0.204219099,0.098467218,0.333419477621619,0.430490390749424,2.08873069195346
"T2654",0.165913398,0.079264924,0.129144555,0.245039414,0.253235005,0.088700056,0.365856215463257,0.342848508139322,2.01255888203235
"T2663",0.236854829,0.087459195,0.342458764,0.19118427,0.339796452,0.15260089,0.316981610320767,0.476156032210153,2.1284198731723
"T2664",0.072877502,0.097946579,0.099803561,0.098548463,0.046000472,0.164547302,0.295550805064858,0.53724033933467,2.18150981251273
"T2436",0.137110174,0.047130282,0.08888479,0.094617954,0.186562362,0.109605187,0.27747669114455,0.590353941905866,2.22767220791992
"T5731",0.09249989,0.196208952,0.095317859,0.162033129,0.202130551,0.093274654,0.109936459741641,1.22686610625796,2.78088126906249
"T5735",0.087108768,0.167734023,0.089042062,0.096253648,0.313498085,0.237872907,0.425592536032423,0.187606574487683,1.87763413247506
"T5762",0.050932856,0.198380393,0.05006339,0.347631913,0.217632174,0.304311766,0.390832099493877,0.277150952658507,1.95545945012456
"T5764",0.066234815,0.190197659,0.063719743,0.335172148,0.214860127,0.295407378,0.323318375076881,0.45843945629385,2.11302194226347
"T5766",0.059564194,0.198592637,0.057789287,0.351345709,0.213250319,0.299718367,0.365668582708575,0.34334734706837,2.01299243575066
"T5768",0.088197322,0.196743826,0.067805411,0.344670486,0.208709424,0.290770702,0.248800331583571,0.678269768472224,2.30408210956548
"T5770",0.055986673,0.195422035,0.056188875,0.344829719,0.215184398,0.297870263,0.37073357526372,0.329911080859236,2.00131463188279
"T5772",0.051664394,0.178734271,0.054840339,0.348325363,0.234604934,0.300783014,0.401233515194745,0.25015558638005,1.93199708432782
"T2431",0.2772128,0.326922161,0.452269645,0.109690898,0.157324122,0.126672335,0.344174294263983,0.401097164315042,2.06318428434275
"T2432",0.278883769,0.32398567,0.451806934,0.08762504,0.212117037,0.099657762,0.414714766594089,0.215433270029404,1.90181902787451
"T2429",0.452566865,0.236783871,0.471552426,0.167321357,0.398357624,0.105289444,0.447887196140765,0.131001156820816,1.82843691093422
"T2433",0.211356174,0.251515851,0.44289048,0.101883508,0.110470012,0.105764328,0.278500952781052,0.587300499739586,2.22501838295213
"T2434",0.212982518,0.252335277,0.47321247,0.060438358,0.234521771,0.103803905,0.360530405946261,0.357041401279921,2.02489428978878
"T2338",0.178531678,0.073020642,0.323272539,0.19159959,0.191482817,0.147402994,0.051789542327797,1.62774444550449,3.12929492414589
"T2339",0.16368376,0.067752096,0.379119596,0.314737127,0.332383669,0.129875788,0.493187893903814,0.017076247614791,1.72942184792003
"T2340",0.173703691,0.079344491,0.377061067,0.283060269,0.30099015,0.143426609,0.336048188656527,0.423272607758469,2.08245753147738
"T5531",0.079012725,0.215389584,0.074477829,0.255826872,0.107480622,0.282477859,0.336381388280575,0.422359305386992,2.0816637569421
"T0070",0.141020009,0.081776984,0.151928513,0.223207918,0.18522446,0.112084953,0.145652219966684,1.05526435196958,2.63173777943739
"T0247",0.153968564,0.084868478,0.082673932,0.09246227,0.09321674,0.131901987,0.0112977142053195,2.28020676324868,3.69636667303788
"T0248",0.161298522,0.044871591,0.265264469,0.094067606,0.092430845,0.141436696,0.237764557806067,0.713511797296786,2.33471186147076
"T0249",0.147506374,0.048692431,0.065285512,0.110179266,0.108282525,0.125473274,0.0787168589156086,1.41375545124698,2.94331159619404
"T0604",0.125710897,0.059809215,0.457125474,0.227425271,0.159582546,0.134885837,0.237404739013969,0.71467566508609,2.33572340884263
"T0605",0.154313688,0.055804057,0.455734125,0.234081757,0.15872645,0.126403827,0.261194707244446,0.639666537774334,2.27053105083091
"T0606",0.055970567,0.072154588,0.448439319,0.14834894,0.144855961,0.137420333,0.172614158621394,0.943885197176575,2.53493529693243
"T0601",0.166977538,0.037269562,0.359279912,0.181891427,0.191162188,0.091329535,0.369919773270525,0.332065836210759,2.00318738507081
"T0602",0.068294682,0.059795664,0.382192262,0.082054258,0.176914175,0.076989033,0.396537166563634,0.262320532970737,1.94256995168085
"T0583",0.181397848,0.274709947,0.453725056,0.260671392,0.26319294,0.101361333,0.0835103361263955,1.38184052702946,2.91557351630867
"T0584",0.178189524,0.261263582,0.431481864,0.250694477,0.247124512,0.110543714,0.0380217557615665,1.77411874059586,3.25651258140045
"T0585",0.181349448,0.275497882,0.440880737,0.235276621,0.242825855,0.106850356,0.0488104905109437,1.65649814196438,3.15428549983921
"T0586",0.212238955,0.234303635,0.394752282,0.156941554,0.051039493,0.086815209,0.423163724631303,0.193806433576822,1.88302258915822
"T0587",0.221427066,0.186353298,0.416473027,0.141631186,0.080468529,0.127036213,0.109738740475173,1.22791872118816,2.78179612371868
"T0588",0.205991007,0.17741645,0.417776893,0.149055964,0.07734818,0.110294326,0.105326972595855,1.25176928521087,2.80252526114868
"T0590",0.336488879,0.228967341,0.384877913,0.073925372,0.196526462,0.12386614,0.415745924686131,0.212788608501769,1.89952048465306
"T0570",0.12319261,0.089357975,0.064159968,0.320802688,0.251498829,0.112839527,0.471951384182991,0.0703654771395508,1.77573688522087
"T0574",0.139043161,0.04755229,0.422281297,0.04551696,0.042005764,0.092354919,0.488441628943438,0.0289765941875238,1.73976474460524
"T0576",0.059805522,0.051334582,0.422342462,0.122380987,0.032056481,0.091910523,0.370687943957717,0.330031861152348,2.00141960513593
"T0572",0.136936712,0.274298109,0.349080746,0.140584368,0.226712889,0.147895776,0.071320307306687,1.4660281627263,2.98874315156783
"T0580",0.320958973,0.233017915,0.379440999,0.250052299,0.152407252,0.120574107,0.130428996441726,1.12436552079997,2.69179537907718
"T0581",0.284154623,0.220714953,0.368654469,0.239268788,0.161995867,0.113516532,0.0624152421330672,1.53481008729525,3.04852328782508
"T0582",0.301603681,0.193146293,0.380274264,0.232325425,0.159048266,0.11159148,0.114506722206875,1.20290407198144,2.76005524997348
"T1096",0.15308925,0.109261732,0.281554762,0.142532585,0.306783939,0.141888005,0.290798977315866,0.55105210782397,2.19351397505134
"T1094",0.159523712,0.128818446,0.099105146,0.206135797,0.17167166,0.209908034,3.29385026579099e-05,3.99070562675268,5.18300514337673
"T0112",0.218087374,0.093193075,0.733020837,0.183109432,0.215712009,0.260899124,0.0568677606909433,1.58162360776804,3.08921012015905
"T0113",0.164298985,0.064007026,0.884113302,0.262914206,0.219652671,0.160045149,0.239866146155487,0.706733202114051,2.32882041039264
"T0114",0.217220312,0.130728211,0.6910227,0.278764924,0.276430627,0.280656449,0.0132272059211509,2.21947521112085,3.6435833221202
"T0115",0.102257225,0.087694772,1.10848237,0.302731523,0.307084382,0.245433596,0.392070942159568,0.273925487423375,1.95265611549184
"T0116",0.161069642,0.088415598,0.958339773,0.201494203,0.174272657,0.212407018,0.023868788767461,1.9796970742365,3.43518598831067
"T0117",0.088132333,0.069273137,0.957504248,0.296291984,0.271112458,0.303312527,0.478046069509943,0.05505814746919,1.76243289206913
"T0118",0.100785621,0.090244193,0.836473696,0.170651327,0.2854047,0.138073306,0.371124175281962,0.328877408722538,2.00041624089469
"T0119",0.293037792,0.070289669,1.060812448,0.238635688,0.234581545,0.181390282,0.210501644396262,0.804681862289052,2.41395010526775
"T0120",0.054112613,0.085862269,0.916845993,0.282313562,0.273293718,0.22277948,0.497778607815501,0.00556823323262579,1.71941993721271
"T0121",0.161676181,0.059395414,0.973667752,0.215969366,0.280684171,0.17953543,0.283305047711222,0.573051099894446,2.21263386376828
"T0122",0.296971272,0.061423156,0.871270808,0.26322749,0.342665492,0.155466755,0.387593841522403,0.285595849095089,1.96279912639592
"T0123",0.267379998,0.039614268,0.887812039,0.256507482,0.262284125,0.1769321,0.345035428181204,0.398758909858655,2.06115204737231
"T0095",0.178295462,0.098763099,0.307069783,0.284475515,0.094970474,0.171738888,0.308953546287486,0.498818728275068,2.14811660406792
"T0110",0.215577103,0.100986696,0.637104988,0.166193954,0.127432014,0.183888023,0.0199530685247188,2.0547191722266,3.50038961947191
"T0111",0.208114306,0.101619733,0.664953882,0.160767866,0.121496715,0.151258148,0.0130232564832998,2.22551756997047,3.64883489130221
"T4027",0.100182534,0.112982857,0.095949972,0.325910392,0.202144957,0.284070521,0.353152033921242,0.376824452109629,2.04208824709072
"T4028",0.072306383,0.11983247,0.082023427,0.346154361,0.191060101,0.303445486,0.475940091113435,0.0603458540346064,1.7670285735792
"T4029",0.078435624,0.151313232,0.065380828,0.33274864,0.175883262,0.300134613,0.390393048729859,0.278294760992949,1.95645356330929
"T4030",0.076388597,0.118362307,0.112867693,0.356203983,0.18144384,0.296221508,0.487388570109164,0.0316174337498801,1.74205996605856
"T4031",0.078522977,0.119169466,0.074882167,0.314092781,0.195378309,0.259296499,0.374297519309275,0.320492468730683,1.9931286743085
"T4032",0.093841536,0.079465558,0.080149309,0.321996894,0.182786261,0.264291336,0.466344157850248,0.0844630046645862,1.7879894082728
"T4034",0.07927287,0.075557519,0.080265536,0.325076376,0.215231419,0.262397215,0.496573474297161,0.00858913181725358,1.7220454777183
"T4087",0.094679994,0.085326601,0.083926977,0.112416356,0.146773946,0.278998774,0.454860896688654,0.11338946270456,1.8131301354901
"T4090",0.104408254,0.066918372,0.066852209,0.058220735,0.196581709,0.116728807,0.382649322515746,0.298530049327959,1.97404057183592
"T4091",0.075741632,0.166705662,0.079560098,0.090471062,0.115693276,0.260999289,0.41915361018953,0.204059221435191,1.89193355027237
"T4092",0.07107456,0.079342589,0.071682757,0.077492363,0.0985121,0.198895338,0.386218331713294,0.289189112005308,1.96592212342933
"T4093",0.07844295,0.187139164,0.098249407,0.089249386,0.172252597,0.265309802,0.344575377130259,0.400007823778281,2.06223751051916
"T4094",0.115469941,0.055859106,0.053949359,0.075464782,0.165806683,0.210109716,0.391030699552027,0.276633681994486,1.95500987691226
"T4095",0.075976233,0.172261132,0.080383013,0.108340411,0.144257016,0.298855369,0.431157338326634,0.173428433972482,1.86531154660406
"T4097",0.105758943,0.204237918,0.064056026,0.115002889,0.205065091,0.297248701,0.226312389619886,0.751046320978512,2.36733407950415
"T4099",0.11375245,0.190266944,0.113616863,0.124830525,0.156251141,0.26588187,0.110218636144021,1.22536620985762,2.77957767059899
"T4101",0.090808816,0.137248914,0.090363072,0.166943665,0.135267721,0.262606075,0.192282539797377,0.869515782168118,2.47029892930475
"T5038",0.048660313,0.200773571,0.066633542,0.326776944,0.206520498,0.300821743,0.378866046427238,0.308460315183684,1.98267122079851
"T5039",0.042748357,0.220246411,0.049956721,0.35422888,0.215169871,0.319829893,0.41580337692491,0.212641301871736,1.89939245667957
"T5042",0.095029397,0.220670568,0.076548979,0.312940066,0.207074215,0.290203742,0.144849154563579,1.05878367706299,2.63479651521625
"T5043",0.086328985,0.111108923,0.085812512,0.118384629,0.122706048,0.271941819,0.405795598624325,0.238373785978654,1.92175721916317
"T6958",0.077663541,0.218411613,0.071010372,0.325759045,0.282263758,0.283941657,0.201232667582983,0.837226374260223,2.44223537603117
"T6970",0.109868035,0.08675398,0.076961482,0.232232507,0.101788369,0.27940794,0.438722135161499,0.154209857094129,1.84860818810314
"T6981",0.088257542,0.130624935,0.093674566,0.333912943,0.203291097,0.285299785,0.359053515799538,0.36098985419209,2.02832599157052
"T6989",0.070805523,0.21427854,0.068794914,0.331093609,0.208591749,0.307031901,0.286096794634133,0.564823840968607,2.2054833418442
"T6992",0.078407572,0.221594619,0.070256133,0.334308875,0.204318958,0.307351859,0.259234149534366,0.645708277210017,2.27578208166436
"T6993",0.151570022,0.210250032,0.056972742,0.313064454,0.209741292,0.276314797,0.0120699321069308,2.25489589241187,3.67436834547004
"T6996",0.079283203,0.227869081,0.062598078,0.346334039,0.206946378,0.285320162,0.251739403793079,0.669026133392121,2.29604822903562
"T4096",0.094029931,0.187418819,0.079096623,0.133218199,0.176657817,0.282048322,0.190690706627715,0.875353829656164,2.4753729262378
"T4102",0.124022913,0.136333273,0.119041319,0.087670699,0.073853602,0.191647853,0.140035421961539,1.0801602095338,2.65337540831674
"T4834",0.090605829,0.130801115,0.078077466,0.112092411,0.11624999,0.283643689,0.423287430516468,0.193490480012639,1.88274798580514
"T4836",0.072592797,0.142063297,0.082483646,0.106769304,0.143019949,0.285329613,0.438183239207677,0.155576970934473,1.84979638183525
"T4847",0.139644503,0.144657983,0.101407522,0.183910538,0.146260751,0.250532567,0.0112910966311434,2.28043008050649,3.69656076379914
"T4849",0.072625114,0.128075393,0.073980377,0.155117976,0.139522656,0.213344162,0.10657483191159,1.24495126813902,2.79659954749479
"T4851",0.098483163,0.141370545,0.095972395,0.085783642,0.085698715,0.258608537,0.448288152128829,0.12998751526441,1.82755592903762
"T4853",0.084010611,0.108386262,0.081485247,0.276294301,0.118331372,0.154633691,0.391415556864479,0.275631499070123,1.95413885400691
"T4855",0.090365525,0.082106924,0.087338447,0.163473468,0.089253881,0.224520862,0.33618248835215,0.422904448973359,2.0821375552267
"T5040",0.035691125,0.219841038,0.051220657,0.356818256,0.21559391,0.318069555,0.441517600696052,0.147122663813139,1.8424485264962
"T5041",0.097266585,0.186188558,0.086021187,0.313656752,0.188230823,0.280166675,0.187088028411827,0.888678187984801,2.48695346809408
"T5044",0.09332408,0.06288719,0.085751159,0.23962322,0.212783834,0.269950852,0.4110937795711,0.224732269600772,1.90990102710492
"T6957",0.066787759,0.228670546,0.064048948,0.339071274,0.251447059,0.309500351,0.266417058543328,0.623685546343104,2.25664156095007
"T6960",0.070185894,0.206140628,0.067570302,0.33161972,0.167191442,0.30868147,0.359174990628914,0.360664880637912,2.0280435487126
"T6964",0.071762449,0.204885759,0.069423812,0.327020414,0.139787502,0.296769196,0.390757493219499,0.277345290171609,1.95562835384579
"T6972",0.098380042,0.156918988,0.055167698,0.338877411,0.179805935,0.304530442,0.322141080523725,0.461719952221306,2.11587310548352
"T4105",0.082560629,0.175374328,0.073840132,0.081202505,0.178018456,0.303886692,0.461992152247064,0.0954161301883385,1.79750905082941
"T4109",0.071123233,0.198349345,0.061596841,0.084689401,0.19692049,0.313482394,0.484526897826597,0.0387950446567023,1.74829821194511
"T4113",0.0614385,0.069223791,0.042175055,0.068106127,0.187797903,0.147663304,0.433497735159842,0.167476075910254,1.86013819941667
"T4115",0.065366933,0.082788774,0.06034277,0.108306436,0.196351303,0.155547745,0.264839319065291,0.628496653639789,2.26082301780151
"T4117",0.061774984,0.068064714,0.044736115,0.182603696,0.210898207,0.262860048,0.476834254806068,0.0581005835026427,1.76507715132435
"T5049",0.10887067,0.199354746,0.073794383,0.339480165,0.185589861,0.268460818,0.177036746448291,0.926716991849706,2.52001396897942
"T5050",0.055369484,0.214339987,0.06168807,0.34175133,0.202819008,0.293501888,0.358307778938145,0.362985711689407,2.03006064255459
"T5051",0.080772941,0.201893876,0.056758095,0.324553102,0.136481343,0.296449349,0.365945193749877,0.342611981009557,2.01235331023228
"T5052",0.128931733,0.213880259,0.063806296,0.32668897,0.183171228,0.284679289,0.0902019455547704,1.33951249007257,2.87878513283957
"T5053",0.054864979,0.209662298,0.072281718,0.332441546,0.175983877,0.271015067,0.37465101839629,0.31955982074657,1.99231808600468
"T5054",0.042141512,0.233542585,0.05739533,0.338955554,0.217748538,0.313165621,0.385500870392569,0.291064825758391,1.96755235440123
"T5055",0.105649175,0.198345355,0.08666259,0.321002283,0.174411142,0.278471341,0.17541245503703,0.932990428926885,2.52546637418071
"T5056",0.112871445,0.20161602,0.095025649,0.30841702,0.196812235,0.261471244,0.0813662934376547,1.39593992389893,2.92782766405583
"T6976",0.075055442,0.249916375,0.040707311,0.332162275,0.192465817,0.308972737,0.269430039642211,0.614537683651605,2.2486909186616
"T6977",0.103875857,0.224651172,0.047570735,0.344306962,0.179164501,0.314021212,0.223968731533772,0.758858071124948,2.37412347208205
"T6979",0.04673728,0.251006958,0.055109941,0.325118871,0.21163336,0.287688075,0.337201660131405,0.420112433297031,2.07971094273208
"T4104",0.088683838,0.07344497,0.086134683,0.086751197,0.180620301,0.228182762,0.410949860708425,0.225102261870933,1.91022259688453
"T4106",0.08325732,0.096212884,0.047502106,0.143317944,0.244441341,0.23670087,0.32494139223108,0.453925034189768,2.10909834212876
"T4108",0.082059149,0.21967415,0.059185438,0.081822493,0.254143751,0.310878153,0.446886027224766,0.133532763882486,1.83063719561722
"T4114",0.080993082,0.076830412,0.055896412,0.151588601,0.236840139,0.198021422,0.325692133973181,0.451839976784506,2.10728616521496
"T4116",0.06233531,0.126302083,0.063319025,0.153236916,0.23603371,0.202755301,0.246198698668767,0.686500740795804,2.31123585889886
"T4118",0.094193612,0.12043211,0.061460425,0.161528639,0.219787465,0.175197948,0.0483236532043104,1.66132941017745,3.1584844790606
"T4833",0.085858345,0.115302787,0.113687929,0.132023174,0.123207396,0.287760431,0.428919363164081,0.179126051949673,1.87026349264443
"T4835",0.086613278,0.113786111,0.0769925,0.112693242,0.13276538,0.276586421,0.411041021594895,0.224867898305704,1.91001890549393
"T4839",0.084397871,0.140731387,0.085081468,0.324639226,0.149535173,0.262201981,0.389125021510396,0.281600257129316,1.95932645485265
"T4843",0.090438804,0.121746405,0.086214751,0.245745213,0.124044745,0.279873468,0.353955412453079,0.374663387083501,2.04021001000253
"T4846",0.107971058,0.137753008,0.10489797,0.310674967,0.099134849,0.279641378,0.431708811905948,0.172025319272221,1.86409206360047
"T4848",0.090912972,0.13161512,0.106585592,0.154526288,0.118627937,0.236547045,0.142168425128082,1.07062772910688,2.64509048488138
"T4850",0.070819054,0.143411852,0.070983466,0.083455606,0.139450194,0.276678852,0.484012587097093,0.0400852336327014,1.74941954830297
"T4852",0.085650989,0.118347502,0.08141651,0.122400771,0.080953529,0.183608232,0.0902087535842961,1.33947063721458,2.87874875744634
"T4854",0.071645808,0.116448558,0.081326622,0.264451718,0.12537125,0.244592179,0.399266128712323,0.25524709681283,1.93642224674272
"T4856",0.099951391,0.101477825,0.087432649,0.134612915,0.095965237,0.179413096,0.0232445255699109,1.99092574694778,3.4449451160012
"T7010",0.120575082,0.113861836,0.123977565,0.193524405,0.119872748,0.32390788,0.396968532776738,0.261201572460054,1.94159743437759
"T2254",0.061573416,0.077481779,0.089512928,0.128641798,0.129361055,0.043704914,0.26847860707898,0.617420787643088,2.25119669834914
"T2255",0.11229095,0.066101968,0.113441497,0.109119333,0.100458188,0.105213966,2.15255358569722e-05,4.09046417079464,5.26970785477987
"T2256",0.1220647,0.06845678,0.044442888,0.068992323,0.075127196,0.113563202,0.0232844708638684,1.99019969663789,3.44431408703935
"T2259",0.130185526,0.082020456,0.359630626,0.162736719,0.246871145,0.109650994,0.248643674872451,0.678764090908167,2.30451173788369
"T2768",0.242822833,0.093132078,0.246372374,0.247458722,0.253377015,0.20024554,0.05744288268557,1.5766079369103,3.08485087186561
"T2774",0.267144937,0.123944927,0.252845805,0.252891271,0.243117493,0.230787379,0.00587986985747592,2.51927312743656,3.90414538692587
"T2764",0.219091678,0.07870047,0.249008432,0.219457273,0.244738091,0.176022071,0.0946286218202065,1.31277954776019,2.8555508464481
"T2770",0.261221809,0.093090151,0.286890995,0.208661479,0.281037243,0.215142667,0.0863826420050114,1.36337205371878,2.89952209207337
"T2765",0.186221411,0.061248196,0.277343754,0.206067125,0.258805359,0.146925551,0.24006132600681,0.706105306413467,2.32827469012134
"T2771",0.254308141,0.119318896,0.28909008,0.256279749,0.241793338,0.216361566,0.00810527106534032,2.40414048910742,3.80408065552869
"T2766",0.235069513,0.090778682,0.2474497,0.236188732,0.261814939,0.193550757,0.0679368789965778,1.49133426155579,3.01073733166161
"T2772",0.286797441,0.099204924,0.277108846,0.23695039,0.226547749,0.209703051,0.0606555617847566,1.54929374146655,3.06111140345705
"T2767",0.185507056,0.064187994,0.238942303,0.220705534,0.26786063,0.147399659,0.252349406024742,0.667114792514607,2.29438703361534
"T2773",0.27662157,0.12778573,0.242960277,0.238684733,0.230278372,0.237234252,0.00452422091975403,2.61021846021025,3.98318831018287
"T2763",0.210473838,0.054699317,0.280616501,0.226370429,0.274855664,0.162840154,0.278401335018232,0.587597231067804,2.2252762797665
"T2769",0.227462094,0.105181909,0.290714078,0.245931122,0.256357077,0.190391343,0.0299936683232981,1.88088667177925,3.34930733109737
"T0413",0.197602543,0.115164593,0.280947856,0.397900701,0.206345446,0.374020667,0.323475533022165,0.45800191418137,2.11264166318192
"T0414",0.241332935,0.041064079,0.107405229,0.265826279,0.280954461,0.20344993,0.316908182273739,0.47636219289339,2.12859905271419
"T0415",0.147139437,0.084419743,0.272651838,0.406893372,0.290981758,0.451273012,0.490860867412173,0.0229104122220054,1.73449247014167
"T0408",0.51309989,0.530912443,0.033639007,0.565658717,0.549916381,0.43524859,6.8129231487682e-23,9.78070471946837,10.215241982649
"T0410",0.215511951,0.372433217,0.058776948,0.291706328,0.370020889,0.274591201,0.000532248612572188,3.27290108707504,4.55914279208429
"T5998",0.080391207,0.209853279,0.071130252,0.348737758,0.148357547,0.235142852,0.355478268293779,0.37057173642677,2.03665385138514
"T6000",0.085102178,0.203329846,0.020467384,0.353851806,0.137350553,0.244726447,0.378664759943419,0.308989492338902,1.98313114224795
"T6002",0.082497531,0.205316807,0.233403927,0.353946725,0.135081956,0.259084683,0.391584180709832,0.2751924834954,1.9537572943015
"T6004",0.088388152,0.203885519,0.659814976,0.353875757,0.100790747,0.247173962,0.455823381572784,0.11096164319025,1.81102005522871
"T6006",0.089232405,0.213148229,0.096677713,0.348392742,0.097485591,0.261166923,0.447293601358359,0.132502048660075,1.82974137455922
"T6012",0.084105767,0.211516895,0.055594258,0.354783935,0.087976891,0.264602592,0.496321981550842,0.00921955564829656,1.72259339525268
"T6016",0.089317289,0.195090793,0,0.359983896,0.105229974,0.253260557,0.461004515493998,0.0979033611649574,1.79967076711778
"T6022",0.087138353,0.206964684,0.098519004,0.352903154,0.085631336,0.263237037,0.494577171779502,0.0135934331700225,1.72639484448313
"T5999",0.046411015,0.237977167,0.113335861,0.358668543,0.150050505,0.278660048,0.468963551956003,0.0778754804737862,1.78226402189851
"T6007",0.049356775,0.236046236,0.089115685,0.369859137,0.159973043,0.3025154,0.464076556094435,0.0901687560927281,1.79294842330417
"T1770",0.131691689,0.097008186,0.321283406,0.211290824,0.264421335,0.318028483,0.273333232786182,0.602762847604672,2.23845710639618
"T1771",0.139470758,0.098244493,0.314723659,0.230632901,0.238097387,0.147197778,0.106654573783821,1.24451754117592,2.7962225842575
"T1772",0.154932554,0.10906097,0.333168994,0.269343224,0.166796828,0.127991954,0.137934920973638,1.08964434286067,2.6616183120464
"T1773",0.124381696,0.117472159,0.294966428,0.190660285,0.334929844,0.09010712,0.48809641461036,0.0298422925195745,1.74051714524788
"T1774",0.118308657,0.113027917,0.281915528,0.189780798,0.312912112,0.087869569,0.460379544141559,0.0994775798458172,1.8010389609831
"T1775",0.067314958,0.112452687,0.300208964,0.18924545,0.298136497,0.312169041,0.462165435604759,0.0949798005417996,1.79712982553314
"T1777",0.164039005,0.093128207,0.377207632,0.201351204,0.29333283,0.061652077,0.472332558157268,0.0694076794894619,1.77490443869676
"T1779",0.181304476,0.109959872,0.337275114,0.34147764,0.22813569,0.074646716,0.469534574775371,0.0764398714502971,1.78101629724448
"T1780",0.170358863,0.102713342,0.331435326,0.303651368,0.297099477,0.069390965,0.487597408291874,0.0310936966518856,1.7416047727025
"T1781",0.099706694,0.103877079,0.323754671,0.278803832,0.360743739,0.360498174,0.444749087075837,0.138939225426824,1.83533609012788
"T1782",0.22188903,0.116045757,0.267250025,0.202221117,0.29454788,0.060802125,0.392229352183466,0.273513255362036,1.95229783402544
"T1783",0.210705317,0.118587883,0.272193419,0.206154401,0.323079342,0.163130424,0.13250744562632,1.11461627918302,2.68332206292736
"T1784",0.229430601,0.113640848,0.26844227,0.212957764,0.322917189,0.098681059,0.317109923659831,0.475795821087004,2.12810680443864
"T1785",0.200032887,0.127370169,0.320414319,0.224470679,0.317198833,0.115568557,0.211559090714914,0.80102325806082,2.41077031841756
"T1786",0.125892754,0.117475372,0.27698913,0.199212217,0.316257488,0.177750842,0.23389888347753,0.726066887590002,2.34562381273054
"T1787",0.179062039,0.122076648,0.249083449,0.201371641,0.307057348,0.19040203,0.0733540986773054,1.45125740511206,2.97590550696373
"T1788",0.119210187,0.096736632,0.373755898,0.371862714,0.221610987,0.372352979,0.468642009894129,0.0786839401330571,1.78296667494134
"T1790",0.170150826,0.091366077,0.359657465,0.246796259,0.068624905,0.156425039,0.335572443713778,0.424577240215582,2.08359142103544
"T1794",0.193186118,0.122761345,0.290609805,0.276033586,0.312979148,0.11370054,0.257631162807114,0.650665674675598,2.28009068305682
"T1795",0.076896158,0.097179926,0.286048002,0.242413983,0.320012785,0.241622962,0.427008775930916,0.183994777589067,1.87449502707657
"T1796",0.182652685,0.119775214,0.31891549,0.329260027,0.251260611,0.163842904,0.167943722041634,0.962322870481764,2.55095995209232
