"","evgA","frc","oxc","yegR","yegZ","yfdE","yfdV","yfdX","pval","z","inv_cof_var"
"T7426",0.088945239,0.130763818,0.085253281,0.080062427,0.078330158,0.087905623,0.086436444,0.0881248,0.475839049734917,0.0605995907389227,5.06892782071015
"T7144",0.400995829,0.053387751,0.070908375,0.085613824,0.054448016,0.053848232,0.06475949,0.051212752,0.488088497633238,0.0298621462826974,4.90712147789556
"T7160",0.385401828,0.060545234,0.078829003,0.085612983,0.061843628,0.060544093,0.073907429,0.05547914,0.404710755579617,0.241172387188886,6.01948907660709
"T7164",0.384004965,0.057038194,0.082776291,0.084739434,0.05861746,0.065911248,0.077996255,0.05772593,0.433041536818839,0.168635858292506,5.63764632198566
"T7159",0.379671227,0.060300403,0.077384813,0.087948668,0.061757792,0.059193039,0.073104422,0.05329701,0.442706041226718,0.144111932317945,5.50854883702557
"T7163",0.405093389,0.057835035,0.083452391,0.084353916,0.059382602,0.069064604,0.07979829,0.051833698,0.466597450140213,0.0838258433846501,5.19119416602214
"T5571",0.106622733,0.159141754,0.166411366,0.242647182,0.1418362,0.160127836,0.166537862,0.153482757,0.471011390722323,0.0727277302284675,5.13277209698833
"T1713",0.124463198,0.034006045,0.03898547,0.036462755,0.03871771,0.037054549,0.040958834,0.026568374,0.293436238866607,0.543373775767733,7.61032079162073
"T5774",0.079693284,0.071174206,0.070534939,0.108023075,0.086071769,0.073011083,0.109889838,0.089436174,0.46768771179839,0.0810836558887086,5.17675889536514
"T5778",0.097026458,0.072491185,0.072113198,0.108023075,0.086071769,0.073011083,0.095201392,0.094927032,0.399071707565619,0.255750607551646,6.09623093213131
"T5779",0.083698416,0.10096911,0.100577937,0.108023075,0.086071769,0.073011083,0.082482112,0.081231993,0.333168153679769,0.431181633521236,7.01972516629824
"T5781",0.073559002,0.108021448,0.095425158,0.108023075,0.086071769,0.073011083,0.08961446,0.073475458,0.387079263325993,0.286939654528933,6.26041457577983
"T5782",0.0691863,0.086748004,0.082436734,0.108023075,0.086071769,0.073011083,0.096558554,0.069919947,0.366186330484901,0.341971073964398,6.55010790833483
"T5783",0.072758172,0.125228429,0.089248953,0.108023075,0.086071769,0.073011083,0.099229407,0.073024854,0.487122526754591,0.0322846460383395,4.91987386615894
"T5788",0.098823005,0.09233862,0.099678609,0.108023075,0.086071769,0.073011083,0.106633943,0.091324485,0.290383115485383,0.55226584014573,7.65712990156885
"T5794",0.090569596,0.092263888,0.085732269,0.108023075,0.086071769,0.073011083,0.10403259,0.090583146,0.284870666976066,0.568432490453492,7.74223348152283
"T5800",0.080914107,0.088134741,0.088442258,0.108023075,0.086071769,0.073011083,0.110608096,0.081271658,0.361745061527034,0.353798199332031,6.61236760284105
"T5802",0.089084028,0.098679249,0.090175439,0.108023075,0.086071769,0.073011083,0.110462457,0.089383127,0.323761553390682,0.457205832151348,7.15672030299595
"T5804",0.088618522,0.11690501,0.116234184,0.108023075,0.086071769,0.073011083,0.082294414,0.084574078,0.45766917572698,0.106307537459151,5.30954104758062
"T5806",0.081028595,0.097588819,0.076121276,0.108023075,0.086071769,0.073011083,0.097522265,0.08227058,0.339581707052765,0.413604995577396,6.92719920797665
"T5808",0.084398825,0.106675466,0.106668401,0.108023075,0.086071769,0.073011083,0.084883489,0.085303451,0.35907426397324,0.360934345280308,6.64993330480844
"T5812",0.09647967,0.070149965,0.067806502,0.108023075,0.086071769,0.073011083,0.102515462,0.096769411,0.462319697266632,0.0945913829776197,5.24786551983116
"T5816",0.070651527,0.072853757,0.089118812,0.108023075,0.086071769,0.073011083,0.07493028,0.07848306,0.364387880956757,0.346754500597927,6.57528855634855
"T5818",0.098004731,0.100772873,0.093781073,0.108023075,0.086071769,0.073011083,0.089295104,0.102450218,0.274435019063389,0.599454207347618,7.90553627546904
"T5820",0.094561159,0.072061078,0.063815797,0.108023075,0.086071769,0.073011083,0.093178513,0.096240812,0.452194541362885,0.120118746027541,5.38224524234487
"T5791",0.07604346,0.094893017,0.095146298,0.108023075,0.086071769,0.073011083,0.078498296,0.075014621,0.347316578499514,0.392575338743588,6.81649605997193
"T5793",0.083804175,0.102817679,0.093265371,0.108023075,0.086071769,0.073011083,0.104488565,0.084967328,0.310775440922311,0.493653540333925,7.34858629801694
"T5795",0.071946006,0.103165136,0.091214306,0.108023075,0.086071769,0.073011083,0.114200972,0.073843313,0.429173554373432,0.178478622088945,5.6894600508517
"T5803",0.083082961,0.097892382,0.091491829,0.108023075,0.086071769,0.073011083,0.085035709,0.082290197,0.277560350041244,0.590104338936742,7.85631721903395
"T5805",0.076725873,0.100581284,0.086653948,0.108023075,0.086071769,0.073011083,0.085141284,0.076512109,0.32970595233699,0.440725263601356,7.06996421211868
"T5807",0.079711406,0.096929436,0.097664025,0.108023075,0.086071769,0.073011083,0.08424895,0.079144703,0.309968643868177,0.495939228862777,7.36061849224159
"T0152",0.165599474,0.033353376,0.03393892,0.049963253,0.033952301,0.033943736,0.033324581,0.033346946,0.419075645211189,0.204258766223195,5.82517044946784
"T0153",0.158563648,0.048496232,0.05196272,0.065632762,0.050833139,0.050353013,0.045630745,0.045912556,0.296870296855619,0.533423297630107,7.55794003892027
"T1088",0.161445521,0.041173874,0.041615912,0.04553256,0.041938527,0.042025075,0.041223286,0.041213165,1.07124996213687e-05,4.24949813550706,27.1198941889637
