"","accA","accD","acpP","fabD","fabF","fabG","fabH","fabI","fadR","plsX","rpmF","yceD","pval","z","inv_cof_var"
"T0065",0.41405149,0.309917215,0.413132464,0.402302559,0.208604759,0.266655106,0.0225979,0.415162453,0.118668178,0.363300858,0.196394512,0.418247518,0.343850007639841,0.401978274421884,2.20754447215831
"T0604",0.392135611,0.548756526,1.171535577,0.847891692,0.226053807,0.86364218,0.54813535,0.743722943,0.02476268,0.514997223,0.486014261,0.829063163,0.47481692735092,0.0631665827739375,1.9227128659589
"T0605",0.389864022,0.551556065,1.197819998,0.85202703,0.21542881,0.877857887,0.5587623,0.746540673,0.156466041,0.519162445,0.486269389,0.834420219,0.411332163723657,0.224119489898703,2.05802246769025
"T0606",0.382701244,0.538176983,1.223487274,0.850132796,0.218843121,0.862346827,0.589351619,0.734740787,0.045555199,0.51831063,0.477858231,0.829148145,0.484462015142811,0.0389578043757293,1.90236107348754
"T0601",0.276811426,0.448731093,0.538100709,0.719235951,0.154851272,0.723311795,0.475320242,0.601913463,0.19150282,0.419987292,0.363041054,0.706928994,0.279726700884029,0.583653583537077,2.36027494568584
"T0602",0.276454101,0.471381255,0.631713867,0.836596287,0.147374479,0.759675037,0.456610046,0.668927401,0.08996461,0.468771799,0.381920471,0.831729175,0.441296851701206,0.147682043551054,1.99376317217691
"T0603",0.289771781,0.473743251,0.631964679,0.837413813,0.165849401,0.7390735,0.446692184,0.666656868,0.059629433,0.477789429,0.38961094,0.82423526,0.437861683068412,0.156392858331974,2.00108616434783
"T0587",0.352802601,0.538456217,0.164805371,0.455549381,0.198147881,0.131009524,0.186410788,0.475175069,0.095811462,0.160561041,0.406397479,0.321943328,0.484205461347045,0.0396013856802649,1.90290211826613
"T0592",0.279449344,0.509137114,0.18783188,0.499367902,0.200278201,0.207011021,0.200579158,0.193672496,0.072270321,0.330779612,0.321172129,0.449598517,0.400658106848407,0.251644041359325,2.08116175832192
"T0593",0.293013449,0.499621922,0.171546494,0.396791749,0.20475739,0.23357958,0.213711582,0.19368642,0.072325841,0.251538977,0.260778984,0.342481496,0.289303521901232,0.555420543983145,2.33654004455263
"T0594",0.289196166,0.524153405,0.182992287,0.468466164,0.204843525,0.231088351,0.236411841,0.226275459,0.068934649,0.280161919,0.314890408,0.325902673,0.312960236242075,0.487476810459055,2.27942122832548
"T0589",0.266396171,0.339052273,0.130172451,0.068554747,0.196604804,0.242364877,0.243458894,0.119659254,0.053903719,0.094827378,0.271376088,0.166089638,0.434827695515578,0.16409622819347,2.007562219528
"T0590",0.264483602,0.348888796,0.125617975,0.195200897,0.197539255,0.244069686,0.230825052,0.106246894,0.050945106,0.108593948,0.311950988,0.158827657,0.355150574143663,0.371451667964855,2.18188141930827
"T0591",0.258254427,0.310798408,0.106295998,0.181799981,0.183025319,0.260586679,0.210463281,0.180906726,0.058488378,0.047315215,0.278380119,0.13601626,0.363197432235608,0.349925159851076,2.16378455301629
"T0572",0.296202046,0.226139761,0.173215478,0.307820846,0.207868934,0.23282183,0.124700767,0.259484634,0.081356733,0.221675955,0.239548888,0.222208911,0.0404548679965835,1.74543179031086,3.33695656807416
"T0579",0.275214594,0.474368806,0.476497204,0.733158436,0.168527746,0.541259586,0.130511267,0.637367988,0.106309409,0.412062177,0.37041385,0.715280732,0.472382040733657,0.0692833464771034,1.92785509591513
"T1096",0.199470407,0.309229338,0.180303615,0.315275833,0.313395091,0.095835262,0.289615043,0.201323924,0.104728927,0.217078467,0.095546774,0.185593443,0.226860530989381,0.749225898448734,2.49946798288317
"T1094",0.197944374,0.152398329,0.200396722,0.228085326,0.103549031,0.086256739,0.132595711,0.206524223,0.235693725,0.298014215,0.223971405,0.171971951,0.0724889527842327,1.45750183367464,3.09490012774672
"T0112",0.235024128,0.563354736,0.258324291,0.198320833,0.046842793,0.256385098,0.248041512,0.253080294,0.118982589,0.23249166,0.175191197,0.256835736,0.46524319246183,0.0872329046326605,1.94294489832174
"T0117",0.277848802,0.394435446,0.301331235,0.275343191,0.078365947,0.268723609,0.240872648,0.225829941,0.085432235,0.255103053,0.097187714,0.261083936,0.264500018791382,0.629533204427384,2.39884494321587
"T0095",0.305776314,0.353414514,0.329245074,0.307480065,0.348271345,0.334864396,0.305235279,0.340553606,0.074023908,0.065450328,0.311968288,0.207288994,0.17037988776867,0.952665111729741,2.67049489639058
"T0110",0.229432895,0.247341414,0.225371595,0.155230192,0.24788367,0.254433486,0.209389325,0.253676143,0.126750125,0.222103263,0.051246175,0.16333665,0.0609894369551291,1.54652066222759,3.169736317122
"T0111",0.226424589,0.243515845,0.185246501,0.154124639,0.227235353,0.249066244,0.213281733,0.239988483,0.123404537,0.228811129,0.04944553,0.113648044,0.10132792392201,1.27402135562301,2.94065208803035
"T4023",0.188569558,0.176527323,0.304512274,0.39081647,0.198088557,0.13722348,0.155161164,0.114291279,0.273228986,0.152683306,0.301237272,0.350372679,0.226912112930106,0.749054718427263,2.49932407556926
"T4024",0.216228772,0.149750617,0.365919915,0.153338035,0.320406512,0.15310903,0.098181722,0.103372061,0.259978284,0.077100071,0.249760818,0.352044878,0.410154528383072,0.227147490732669,2.06056804200889
"T4025",0.228757048,0.181524761,0.365042688,0.323852354,0.316368857,0.076371896,0.104322135,0.108054496,0.265045587,0.099750685,0.32076683,0.350580733,0.399248830447031,0.255291893133814,2.08422842781922
"T4026",0.240688409,0.183050653,0.352690745,0.136425346,0.247891263,0.06856273,0.114612444,0.124800485,0.269492487,0.0993308,0.315898366,0.358508697,0.413369182820381,0.218886624881511,2.05362331209848
"T4027",0.229925413,0.099457036,0.334930882,0.358245828,0.285808387,0.107790734,0.096605822,0.093432024,0.261754083,0.106647162,0.286051789,0.322530795,0.426718632602368,0.184734524972966,2.02491238590606
"T4028",0.241081809,0.123609303,0.361008944,0.385885897,0.320258579,0.088878132,0.103565372,0.090473853,0.270823856,0.115642382,0.312874523,0.347715025,0.457848603766444,0.105855240295571,1.95860029011844
"T4029",0.234704465,0.087659771,0.350182827,0.366630814,0.323084893,0.154844893,0.068659621,0.166588468,0.269510842,0.072751369,0.321417918,0.338840367,0.436143859979306,0.160753284765209,2.00475187983318
"T4030",0.221057323,0.080098872,0.367420949,0.305985958,0.322528443,0.094084337,0.108017749,0.112053022,0.264412287,0.11548637,0.317615713,0.353283552,0.452215104588133,0.120066828628773,1.97054766274865
"T4032",0.212475121,0.148261697,0.330028575,0.347172088,0.304831668,0.080089276,0.080870053,0.080505588,0.254201319,0.079610291,0.295922414,0.318263839,0.481288851854066,0.046919101945587,1.90905396287168
"T4033",0.140634973,0.181143331,0.331402716,0.351397751,0.306010496,0.054968546,0.277380399,0.122781572,0.268691821,0.064583131,0.302631557,0.322093173,0.390338170663462,0.278437754063325,2.10368664873643
"T4087",0.216999549,0.087975249,0.336063106,0.329814574,0.291619928,0.332140695,0.361555483,0.196614007,0.115919658,0.081529102,0.206458279,0.084526803,0.4261279283945,0.186240893173322,2.02617875682717
"T4088",0.277577421,0.114377828,0.338552561,0.334321229,0.302291604,0.340496559,0.334415591,0.17965171,0.122243624,0.161891165,0.287155593,0.24902869,0.10390797763009,1.25959373909185,2.92852310520154
"T4089",0.068570083,0.142758605,0.237489688,0.372689063,0.319115713,0.354536522,0.370269486,0.099419848,0.259732151,0.12231452,0.308318353,0.331912375,0.340723685011951,0.410488865050569,2.21469914024749
"T4090",0.197492292,0.169478773,0.318824645,0.071470163,0.292485851,0.11882846,0.36997015,0.095138355,0.24512793,0.136558364,0.278972163,0.274004479,0.337351454186178,0.419702349701593,2.22244471602464
"T4091",0.225620453,0.156318691,0.338784499,0.345179331,0.308173703,0.338201033,0.347156501,0.0788192,0.254493233,0.100426091,0.312761991,0.314061836,0.174953729344355,0.934768806109064,2.65544986222963
"T4092",0.218058918,0.125080955,0.324593753,0.125067162,0.298692893,0.241207379,0.331053541,0.085994247,0.168691358,0.127931417,0.277938339,0.296606151,0.238582386131426,0.710870041439038,2.46722304969893
"T4093",0.080788667,0.117650639,0.34697612,0.401156282,0.287142338,0.357738599,0.386201577,0.195431891,0.234199683,0.137959539,0.308847243,0.332638403,0.258583274093494,0.647719254843557,2.41413355951263
"T4094",0.111477612,0.131397085,0.33257333,0.129997965,0.296302147,0.340097455,0.092414354,0.223069011,0.264643826,0.14401412,0.304150962,0.219602589,0.277708845452933,0.58966138158542,2.36532557059051
"T4095",0.252265876,0.098678407,0.35881258,0.069197091,0.309835018,0.370611137,0.109970876,0.242335519,0.257456873,0.065057739,0.317569339,0.244902951,0.429947514245443,0.176507790938717,2.01799634987037
"T4097",0.286283989,0.086518259,0.348360072,0.10583283,0.314321873,0.352018914,0.245209679,0.264593691,0.257490986,0.142824758,0.300205984,0.210543775,0.158538032340937,1.00048456274304,2.71069566683461
"T4099",0.149137557,0.119107067,0.326713694,0.373639301,0.309905936,0.156075303,0.359314303,0.112426137,0.223920606,0.129408758,0.279633582,0.146244222,0.332349442430949,0.433434853040655,2.23398933233991
"T4101",0.204189727,0.127452411,0.335505243,0.248232811,0.299816525,0.349380075,0.388029041,0.11646968,0.121508429,0.094166282,0.288545646,0.091209402,0.424997411235678,0.189125032433892,2.0286033898559
"T5038",0.240333047,0.206674289,0.318364261,0.33839452,0.308138185,0.088789053,0.3422487,0.09257526,0.274718779,0.135081708,0.300420296,0.330371529,0.191642076322573,0.871861108581685,2.60256473172578
"T5042",0.055211813,0.216663897,0.308542327,0.332948763,0.296231247,0.117011683,0.33151031,0.087360107,0.269715146,0.13974254,0.278075533,0.316713371,0.328644678755403,0.443658702368523,2.24258429968426
"T5043",0.174344415,0.118117191,0.105083874,0.366838818,0.227822384,0.113699156,0.338706143,0.161561642,0.191501573,0.122415708,0.301223144,0.288854096,0.331967755912252,0.434486065027421,2.23487306335046
"T6958",0.118028869,0.178604344,0.269592899,0.342637292,0.260090965,0.141868002,0.322344695,0.079187183,0.287713352,0.125027677,0.251593992,0.249890005,0.220210345373758,0.771483007248223,2.51817904925127
"T6959",0.170259998,0.21624114,0.274493505,0.317098437,0.298396096,0.17506227,0.233731017,0.061598119,0.267462028,0.112043722,0.217725761,0.181227922,0.137188693749093,1.09303738106488,2.78850280440022
"T6962",0.111078318,0.204285617,0.29375915,0.340410453,0.240265668,0.109731872,0.282568023,0.108175867,0.267159183,0.113209688,0.089168558,0.216926221,0.329859657646351,0.440300725574506,2.23976132176644
"T6963",0.204147454,0.189561762,0.303459671,0.33954459,0.294688453,0.164653529,0.238928003,0.044448754,0.267325691,0.116520357,0.214261204,0.253885595,0.182342751116419,0.906473089438891,2.63166226981058
"T6967",0.072423554,0.082968053,0.331068974,0.350823956,0.298467299,0.31494523,0.342904745,0.073400228,0.239425147,0.076997383,0.303401432,0.324069621,0.459665327588306,0.101276897289437,1.95475137691882
"T6970",0.208262999,0.105976682,0.225743707,0.341291278,0.145379177,0.165735851,0.322691691,0.085386317,0.208527379,0.07685269,0.272930767,0.29464286,0.327221000093512,0.447599865575702,2.24589754971154
"T6971",0.188166001,0.074151967,0.327708753,0.358493453,0.289476353,0.229647074,0.338039645,0.080638021,0.259816451,0.07046487,0.304272133,0.322769916,0.354189186036337,0.374034871868138,2.18405306253974
"T6984",0.238146945,0.116749276,0.338630508,0.280835656,0.30570314,0.132913469,0.045767543,0.100243964,0.272719619,0.098636689,0.276163804,0.332408798,0.429642723162073,0.17728383646885,2.01864875443692
"T6985",0.106780879,0.076629375,0.339658461,0.349435407,0.323547415,0.112905032,0.231222344,0.122468826,0.286980235,0.123646018,0.290389257,0.333749895,0.398185657827151,0.258046117298693,2.08654384405795
"T6988",0.209371506,0.090241231,0.371749703,0.413611658,0.321955279,0.074484002,0.226419682,0.124166549,0.279580256,0.136874092,0.334166758,0.358968264,0.40339262021692,0.244575365360543,2.07521927644166
"T6989",0.088388233,0.212131937,0.340694256,0.349467469,0.31706475,0.100252993,0.330280685,0.102296482,0.27767123,0.135673315,0.051576185,0.333487908,0.494043419945878,0.0149314867926275,1.88216267184749
"T6992",0.236864615,0.213954104,0.332617454,0.353202646,0.312354801,0.117569847,0.063064969,0.108940596,0.278696659,0.134826428,0.211947157,0.338023328,0.329539790175296,0.441184297145651,2.2405041211326
"T6993",0.147533974,0.200992854,0.32312558,0.350202931,0.162355668,0.084297365,0.341810878,0.131716562,0.058921232,0.144317065,0.299594959,0.314253973,0.43402874593292,0.166126383175822,2.00926892658301
"T6996",0.146498572,0.221740605,0.352790229,0.340415871,0.329099851,0.133277068,0.065767044,0.093128579,0.297325038,0.129418054,0.284446139,0.348059208,0.393806969138163,0.269410329322958,2.09609748947178
"T4096",0.222658019,0.115214443,0.328450485,0.438023608,0.080724436,0.379643246,0.403118989,0.192790928,0.256688141,0.149269327,0.314220898,0.341280573,0.308235899001852,0.500856955700285,2.29066962486606
"T4098",0.260596675,0.1416549,0.342402854,0.088979924,0.061499381,0.345926269,0.360760052,0.274362154,0.284628816,0.183181357,0.22409452,0.32609983,0.280747025644588,0.580623765773543,2.35772784391411
"T4100",0.236501228,0.112453247,0.336582887,0.114540661,0.322795167,0.305847152,0.345393558,0.1326947,0.2721597,0.063937289,0.063642329,0.160105594,0.491451983234913,0.0214283402910687,1.88762443501216
"T4102",0.2259877,0.098021726,0.350710065,0.250592571,0.307190657,0.368738805,0.420795044,0.106753268,0.245045593,0.136099048,0.295330015,0.119116891,0.338523475870087,0.416496194124566,2.21974937089564
"T4834",0.228648699,0.074062208,0.335260755,0.348109681,0.104807897,0.326964964,0.075842769,0.231467827,0.254442162,0.144888042,0.305031074,0.326880615,0.351696551367039,0.38074415302374,2.18969340900683
"T4836",0.246914306,0.084893939,0.356796637,0.25289138,0.273776952,0.331610271,0.107440657,0.092917118,0.26480785,0.109737586,0.289183747,0.349143397,0.335497556625262,0.424782668411059,2.22671562925961
"T4840",0.183514759,0.144281991,0.336490156,0.3161001,0.212942866,0.332173121,0.140959349,0.080777757,0.219856642,0.119315597,0.293084229,0.323360062,0.249865417007469,0.67491332522968,2.4369950219064
"T4842",0.208094515,0.167308225,0.357963955,0.166932292,0.241868801,0.336269586,0.100250511,0.222297112,0.25250938,0.126284802,0.303827481,0.344427276,0.155572456864908,1.01282257911594,2.72106796834438
"T4844",0.231666298,0.165010523,0.349902561,0.250780185,0.297505227,0.35682227,0.095756672,0.240165709,0.248333319,0.113509216,0.308913425,0.340387367,0.125008321593349,1.15030895648888,2.83664976986722
"T4845",0.24564575,0.126409199,0.362831576,0.319745185,0.307744903,0.301868463,0.149522786,0.234442446,0.28222125,0.069446249,0.302616791,0.355288168,0.155578092647722,1.01279898570604,2.72104813387879
"T4847",0.238403997,0.144789525,0.359161463,0.084111443,0.289349964,0.365596423,0.160883684,0.230343545,0.245874015,0.117664036,0.286046336,0.344949609,0.225676933728435,0.753159842530872,2.50277516394933
"T4849",0.223957019,0.085422589,0.343521265,0.134429554,0.268018733,0.311908706,0.089707979,0.232820651,0.252050021,0.070212802,0.307232073,0.327613885,0.350095635606941,0.385062283070483,2.19332356684173
"T4851",0.213666243,0.121125514,0.324856937,0.287716149,0.302550094,0.334302963,0.089004851,0.169592203,0.235616609,0.090204783,0.277261593,0.307745513,0.223253884739258,0.761249982208455,2.50957636808587
"T4853",0.083119266,0.161481098,0.338816612,0.255387688,0.286735548,0.085759426,0.125376517,0.094283986,0.251559493,0.094769423,0.308933698,0.331912608,0.463100500609874,0.0926256051543536,1.94747842413921
"T5037",0.237451405,0.208427827,0.336793884,0.333476114,0.320927079,0.081285421,0.343856929,0.144226398,0.28530347,0.12698437,0.294189444,0.339918476,0.15521794688881,1.01430781996269,2.7223165779597
"T5041",0.071411678,0.1909977,0.293242734,0.353805794,0.291054795,0.106898737,0.308610073,0.103665949,0.254844877,0.132886783,0.291299684,0.319436799,0.313200518230847,0.486798636850102,2.27885110255036
"T5044",0.199692168,0.067629067,0.062845387,0.340299795,0.253866954,0.110899706,0.245857063,0.15998998,0.16829101,0.140831491,0.292578276,0.096553739,0.445142938905428,0.137942479120897,1.98557533259312
"T6957",0.127845044,0.219174875,0.289286711,0.356955136,0.320259913,0.137254313,0.305107358,0.083364712,0.295079545,0.135828635,0.32868619,0.248703655,0.215442472178685,0.787678227033598,2.53179401761846
"T6960",0.163148397,0.198439648,0.281832846,0.327761995,0.313066413,0.111255359,0.340167718,0.077031181,0.28130317,0.108310196,0.187224734,0.329817167,0.288712550783585,0.557149775458006,2.33799377177226
"T6964",0.134427532,0.151601183,0.290510338,0.338649227,0.299102829,0.116490501,0.235755035,0.075630543,0.275437711,0.118890734,0.169657612,0.256019101,0.282440746092035,0.575606047958004,2.35350955788654
"T6968",0.097080964,0.068422795,0.326056995,0.345569602,0.283873832,0.303339113,0.337385935,0.066526814,0.251469229,0.057289289,0.311148318,0.332403817,0.476126530449868,0.0598776748167424,1.91994795270713
"T6969",0.252772843,0.059970168,0.335865314,0.350788844,0.149937079,0.162290809,0.353166211,0.081358339,0.280300662,0.056365182,0.327805419,0.339191628,0.478867105915156,0.0529971081612781,1.91416361025276
"T6972",0.237876371,0.171150943,0.168915019,0.252146585,0.164022353,0.186246231,0.343316859,0.108979729,0.239175308,0.059812159,0.298634594,0.330862242,0.237601715858535,0.714038405102483,2.46988662398969
"T4103",0.256032585,0.203114573,0.343110582,0.159518941,0.328627718,0.308116781,0.328639466,0.079604834,0.290865088,0.134068766,0.056340435,0.335928428,0.329261036135647,0.441954581819431,2.24115168267274
"T4105",0.234887884,0.190039742,0.329820028,0.301915665,0.067014692,0.125191718,0.321940681,0.070082649,0.272185507,0.101147461,0.318383562,0.327625524,0.394537406540371,0.267512211726768,2.09450178337011
"T4107",0.259438864,0.212999146,0.356633632,0.354355616,0.33349088,0.356330943,0.353922952,0.033139305,0.297803363,0.117392842,0.346557738,0.346278026,0.188422852163404,0.883723105532816,2.6125368540805
"T4109",0.058367889,0.206752931,0.334935708,0.299212655,0.31811026,0.057547854,0.323128,0.085561646,0.285860623,0.091589305,0.323587954,0.333246344,0.479985528701844,0.0501899033133396,1.91180365430826
"T4111",0.045208718,0.198160136,0.365086538,0.336789647,0.338534742,0.365157328,0.336920113,0.04754127,0.294389981,0.077009842,0.351463249,0.361186698,0.44551406463872,0.137003372630694,1.98478584623067
"T4113",0.258186504,0.203356152,0.359718534,0.330887675,0.335605781,0.35920923,0.352543012,0.041015475,0.297687385,0.068826068,0.347855029,0.356611665,0.253684644575727,0.662939520691122,2.4269289053493
"T4115",0.233833888,0.199622804,0.354938379,0.341355069,0.326739186,0.356389295,0.356423433,0.072819801,0.285315678,0.075652285,0.337973727,0.349971983,0.199419758822084,0.84369561656858,2.57888661633824
"T4117",0.211354034,0.208629565,0.354293199,0.327278224,0.329510652,0.354022469,0.343240545,0.049950485,0.295322801,0.119382163,0.339640684,0.351541681,0.174253258649966,0.93749009328631,2.65773758906059
"T5049",0.114981383,0.157618465,0.329542067,0.398405517,0.30960183,0.109384654,0.1479465,0.100942858,0.263567177,0.123435336,0.32234469,0.345744316,0.416730248210577,0.210265453815847,2.04637568144557
"T5050",0.120045732,0.201603991,0.334964826,0.366611929,0.319096917,0.132578459,0.301262639,0.133802262,0.279444906,0.121650163,0.317967145,0.344872747,0.216475680282398,0.784151259842933,2.52882897315661
"T5051",0.194347242,0.128336597,0.22994927,0.34169376,0.311225618,0.212267702,0.346779529,0.210808945,0.268879003,0.122973307,0.317913952,0.334540454,0.066571729147447,1.50182055506954,3.13215791108416
"T5052",0.135368984,0.084342449,0.244871237,0.341409715,0.306891647,0.136400171,0.326441543,0.135572039,0.261923095,0.130307491,0.303957091,0.189426248,0.27500377283715,0.597748819053638,2.37212450303852
"T5053",0.15077039,0.207819825,0.346684368,0.388853901,0.306414588,0.151138818,0.365664215,0.14822083,0.267735459,0.125461416,0.290252909,0.343039418,0.170114071045513,0.953714571740303,2.67137715455291
"T5054",0.156559759,0.2190233,0.330523877,0.333837179,0.325283433,0.135243999,0.348168303,0.140798106,0.292096261,0.134080046,0.300400593,0.264157366,0.113588082990087,1.20766494788424,2.88486770200186
"T5055",0.229707735,0.186286853,0.332584073,0.368645619,0.293688803,0.109458736,0.209596136,0.098408092,0.249682383,0.130986168,0.201632949,0.32456072,0.209025178849228,0.809808306669167,2.55039829333652
"T5056",0.237408673,0.181692309,0.309124931,0.354983865,0.278055624,0.09438561,0.212241643,0.095421803,0.246226921,0.138636005,0.190370023,0.130090096,0.238641080481816,0.710680637343891,2.4670638218034
"T6973",0.05201454,0.150356844,0.354533579,0.401772499,0.316589362,0.259146634,0.351680078,0.130948637,0.242827724,0.096644345,0.313686038,0.345592398,0.364728657048385,0.345847515158694,2.16035656597844
"T6976",0.114175261,0.174278057,0.344765298,0.354304663,0.341828821,0.051983147,0.354235721,0.119061917,0.269323389,0.104498892,0.320778703,0.341733155,0.420501538701851,0.200610589216442,2.03825904716382
"T6977",0.097499309,0.088937342,0.347515061,0.329091571,0.332523541,0.214594366,0.342409206,0.096068293,0.285750649,0.132034893,0.325638025,0.343510738,0.342029429486359,0.406930738415686,2.21170790071987
"T6979",0.110395294,0.18734872,0.329045437,0.312415092,0.318836743,0.259773296,0.321549296,0.123964608,0.291154582,0.129551664,0.319029653,0.327592093,0.121473109504237,1.16765434638775,2.85123166118573
"T4104",0.166069465,0.176381093,0.323014765,0.083027922,0.296338869,0.29197191,0.331910517,0.06816319,0.265992885,0.125202362,0.286158291,0.301210719,0.285597283609339,0.566293074958393,2.34568034442266
"T4106",0.22412372,0.201827372,0.352167522,0.380722134,0.291444878,0.306838224,0.371097882,0.177769747,0.285998654,0.061371439,0.327056033,0.342528023,0.102887231953411,1.26527025942838,2.93329523215268
"T4108",0.163786327,0.203898173,0.340859418,0.340478459,0.318099335,0.334220781,0.340943606,0.052378867,0.310029203,0.0789257,0.326411549,0.314974217,0.253793840890417,0.662598577026769,2.42664228144011
"T4110",0.140902596,0.187093429,0.222490198,0.27974079,0.296269239,0.056828768,0.331944441,0.072011153,0.253853152,0.057249023,0.307664838,0.320325983,0.439168990315009,0.153076458281456,1.99829813909228
"T4112",0.085474664,0.192328463,0.333117429,0.34210182,0.300211345,0.202876778,0.341744527,0.175088175,0.28612964,0.146830074,0.316384266,0.325813749,0.118211025672244,1.18397729341857,2.86495400706489
"T4114",0.295865164,0.209978509,0.350229449,0.326560283,0.297593885,0.355553479,0.354247083,0.161752595,0.306946702,0.071078431,0.323611838,0.333173599,0.0599855935133644,1.55489454391381,3.17677605698225
"T4116",0.051862445,0.211783392,0.355265143,0.353463214,0.314290582,0.053030781,0.360814449,0.199568983,0.295135448,0.119044959,0.330518495,0.348409278,0.393317142744277,0.270683737674638,2.09716801612448
"T4833",0.239845681,0.072062528,0.365091605,0.097704425,0.305034764,0.354647301,0.122985393,0.070808017,0.26493257,0.117409758,0.320532431,0.347396629,0.492241655650765,0.0194485112895911,1.88596003591262
"T4835",0.24023027,0.117067443,0.344801807,0.335509515,0.294888106,0.339723315,0.087158797,0.072213194,0.238949069,0.093025942,0.306899287,0.335711537,0.3851772639949,0.291911189435058,2.11501347225686
"T4841",0.243100048,0.182122931,0.350497278,0.355880519,0.314437914,0.355222411,0.06397678,0.226022979,0.273827864,0.126599033,0.323619939,0.341057927,0.159539962631689,0.996350396403694,2.7072201632798
"T4843",0.202078803,0.135915086,0.358870181,0.079938004,0.304365382,0.368970179,0.135293408,0.13012671,0.248113951,0.097841622,0.31005478,0.342622871,0.398181279443638,0.258057463845957,2.08655338285299
"T4846",0.251477439,0.151309478,0.370560557,0.101518448,0.073626897,0.06796825,0.128095741,0.2225455,0.209612972,0.13259948,0.224497075,0.352233292,0.484092615911822,0.0398844707180019,1.90314010168871
"T4848",0.201879269,0.064738325,0.377932791,0.124831829,0.153489112,0.383042406,0.128634217,0.226390324,0.253740042,0.072404636,0.305456723,0.355665222,0.47962635050743,0.0510913847339419,1.91256151009458
"T4850",0.235148461,0.110772199,0.337960774,0.146538104,0.219772486,0.297963865,0.052691199,0.243570236,0.251645925,0.07155377,0.301628078,0.330261707,0.352422642287396,0.378788019618336,2.18804893027857
"T4852",0.226172956,0.126173034,0.333825563,0.081292648,0.318824394,0.350255114,0.073117818,0.180743602,0.173676558,0.101277513,0.279413861,0.309259377,0.412788350997826,0.220378097225459,2.0548771603977
"T4854",0.190791892,0.179593555,0.326697735,0.105515244,0.256343263,0.065313784,0.144552088,0.079311906,0.253542445,0.146211491,0.292837332,0.326896199,0.380659049355063,0.303750345670988,2.12496639292003
"T4856",0.094277084,0.172913414,0.341406452,0.402995626,0.219246533,0.158303947,0.09605611,0.162173804,0.236204547,0.095995677,0.250574786,0.094147526,0.479834553529426,0.0505688225102165,1.91212220342013
"T7010",0.119304016,0.108298604,0.313010318,0.313160082,0.162114792,0.25171378,0.127490996,0.148230809,0.141279832,0.099473388,0.323202115,0.203098157,0.325903268516674,0.451253940650554,2.24896945100184
"T2255",0.343365045,0.089745595,0.398539903,0.096778575,0.388068486,0.582797803,0.185230072,0.402421011,0.488569072,0.247071405,0.64471002,0.644886746,0.468895497362338,0.0780465872402402,1.9352221614669
"T2257",0.364105891,0.242408399,0.458033255,0.600295026,0.482946047,0.563428183,0.620051092,0.431897153,0.099553691,0.604569579,0.46239242,0.519302767,0.10787090024965,1.23793058493833,2.91031136356157
"T2258",0.350362732,0.470108322,0.467077647,0.464054815,0.443494332,0.436455486,0.458584882,0.413011277,0.420166587,0.069519807,0.395517159,0.411803105,0.0174256128400306,2.11008278669096,3.64351071470344
"T2259",0.530261804,0.149229451,0.263308679,0.426768371,0.330491047,0.529555772,0.282461229,0.405596372,0.209572365,0.37765495,0.515622178,0.556025467,0.135897770781897,1.09893701113775,2.79346249484498
"T2768",0.229314529,0.290489312,0.038828861,0.230686043,0.290012707,0.289006154,0.243440488,0.258931058,0.122158742,0.275102601,0.283617211,0.265007083,0.0828953221390604,1.38585676722197,3.03466968158141
"T2774",0.244062153,0.219641955,0.224313272,0.243834273,0.227417593,0.16941249,0.252173131,0.227136513,0.086164927,0.250951241,0.311312765,0.25318726,0.00349872821832893,2.69696528683194,4.13689004394801
"T2764",0.200766196,0.271903971,0.038303048,0.235462881,0.281166144,0.329345402,0.240118736,0.243746758,0.10071825,0.337735996,0.23690835,0.277362577,0.166021207081563,0.970008181235254,2.68507483700496
"T2770",0.23300567,0.287298445,0.223304437,0.255008159,0.145778386,0.207208861,0.287493007,0.190843042,0.202469394,0.227391545,0.486101937,0.287354837,0.0958662745430073,1.30547090204475,2.96709103639715
"T2765",0.199263718,0.318234652,0.165760664,0.268348665,0.319972271,0.320353349,0.283176756,0.259000068,0.04679548,0.319944922,0.320968253,0.305013096,0.07452995280835,1.44286002650976,3.08259107951951
"T2771",0.26338428,0.285330848,0.215324614,0.270078312,0.218793961,0.193545768,0.292021316,0.265206015,0.092394756,0.291195036,0.313211429,0.292004743,0.00457379411083009,2.60648855030463,4.06082822310762
"T2766",0.226216688,0.315446203,0.078717601,0.243479455,0.324386119,0.326925676,0.256815213,0.258678362,0.084869189,0.328058148,0.325492438,0.27109918,0.114900973520048,1.20086919071495,2.87915465703445
"T2772",0.232477283,0.292840226,0.251270562,0.231386524,0.162293287,0.132738705,0.262097021,0.200217292,0.159390738,0.272312491,0.413801257,0.264424166,0.0544497052264324,1.60315965399047,3.21735148328958
"T2767",0.231269592,0.297603164,0.112009957,0.241040876,0.320194442,0.306002267,0.252744604,0.284023843,0.064820615,0.296441843,0.306411719,0.264731622,0.0727692338547895,1.45547260958466,3.09319420327263
"T2773",0.22480602,0.243298202,0.207593347,0.230628215,0.205130032,0.180980114,0.240225917,0.21955747,0.061445039,0.241856108,0.26411416,0.241394466,0.00468536620904756,2.59822406867523,4.05388045349124
