"","accA","accD","acpP","fabD","fabF","fabG","fabH","fabI","fadR","plsX","rpmF","yceD","pval","z","inv_cof_var"
"T2763",0.216965687,0.32559075,0.201828819,0.271586019,0.339376899,0.339364631,0.296499659,0.289194854,0.028639848,0.342881671,0.341601365,0.317289654,0.0854399875875937,1.36938175241873,3.02081949563965
"T2769",0.23564215,0.247019386,0.227120248,0.260896099,0.138235672,0.23154077,0.292476333,0.21308812,0.13204161,0.291492008,0.269697651,0.293478936,0.00160491811488648,2.94689360528389,4.34699933513905
"T0413",0.345400552,0.320751579,0.290402029,0.391960083,0.39906172,0.094130461,0.110893301,0.308321768,0.141370418,0.248443812,0.255072466,0.362642109,0.202801380201956,0.831656677833143,2.56876574288115
"T0414",0.266512833,0.073004466,0.291748187,0.352024177,0.105886899,0.083252258,0.181306155,0.389400145,0.188172963,0.156240881,0.235975479,0.173892363,0.417798357299589,0.207529041358907,2.04407523912156
"T0415",0.395358102,0.467655209,0.302438329,0.329971841,0.2741843,0.049108502,0.108609677,0.246212731,0.140633167,0.224217212,0.143959771,0.466025431,0.48027779502544,0.0494563904148773,1.91118700599834
"T0412",0.291850197,0.348320121,0.416167294,0.415062422,0.41033674,0.44513711,0.0900825,0.386741479,0.099214526,0.21826515,0.050522115,0.471634015,0.436527592611555,0.159778977006284,2.00393280053118
"T5994",0.255415267,0.124860155,0.358341429,0.336810555,0.332273999,0.327228645,0.074564453,0.12741915,0.283826397,0.079655602,0.336781587,0.354174586,0.349925671186425,0.38552114644992,2.19370932328583
"T5996",0.296943899,0.099388912,0.36057119,0.303619923,0.352566876,0.327675046,0.057427376,0.214499926,0.31340328,0.065349889,0.353370297,0.361631884,0.356273144985975,0.368438506062622,2.17934831975619
"T5998",0.250653158,0.108056737,0.349553006,0.320286375,0.330027084,0.338958968,0.102011843,0.108277322,0.282820985,0.088863527,0.334245288,0.348019097,0.334718963577547,0.426919547722448,2.22851205713244
"T6000",0.24893553,0.092900998,0.35647203,0.331036241,0.33112788,0.347596209,0.090870262,0.102183703,0.283665381,0.090033002,0.335832335,0.35215782,0.386364152126488,0.288808007191008,2.11240469456503
"T6002",0.262209372,0.119110373,0.353465701,0.321113799,0.337297925,0.332553396,0.085879315,0.11741028,0.289385686,0.076960962,0.33661164,0.35191693,0.350002438155791,0.385313883904186,2.19353508218005
"T6004",0.253475809,0.118740576,0.356279393,0.324356952,0.335003331,0.339699654,0.074281391,0.127340377,0.282598208,0.089300177,0.338511702,0.35283163,0.344490549219705,0.400238176651654,2.20608160988095
"T6006",0.256928929,0.113796497,0.350836976,0.318270046,0.335051099,0.326675643,0.071156027,0.20300965,0.285436078,0.084334163,0.334377101,0.348651713,0.281422321909132,0.57862142667349,2.35604452106521
"T6008",0.251706587,0.133946756,0.353141779,0.312917884,0.332368444,0.32397997,0.078742966,0.114755673,0.280905906,0.078827179,0.340455685,0.351167542,0.342968081235327,0.404376113603153,2.20956028330723
"T6010",0.246477128,0.109470033,0.364034001,0.34600444,0.335984619,0.344668512,0.087813143,0.118480965,0.286050936,0.089489023,0.340440841,0.359474422,0.361474776833235,0.354519552343966,2.16764695866969
"T6012",0.25551927,0.110742206,0.35769219,0.329363949,0.335661182,0.341724719,0.086917984,0.125833523,0.284895932,0.0850043,0.339411619,0.353969786,0.345942089548665,0.396299387410477,2.20277035559516
"T6014",0.282114381,0.107895977,0.359449193,0.303246661,0.350047414,0.346209909,0.331839755,0.279113933,0.310609532,0.061577425,0.355348281,0.361267659,0.112255672325358,1.21461924677542,2.89071402954011
"T6016",0.245664849,0.112130598,0.363851586,0.345957331,0.337620075,0.345289815,0.08748586,0.130754671,0.280088126,0.087834997,0.337074369,0.357033164,0.346393160000942,0.395076650944576,2.20174242769265
"T6018",0.265516881,0.109050857,0.355078035,0.314921653,0.336782708,0.337243644,0.092262044,0.120773094,0.284970985,0.081001108,0.340534727,0.352811081,0.345242013664419,0.398198288672302,2.20436672050745
"T6020",0.260100635,0.103168844,0.359543416,0.335686294,0.335608386,0.24863761,0.06914778,0.198727294,0.29147045,0.081615979,0.340641685,0.356170459,0.322416408886042,0.460952314045753,2.25712266218012
"T6022",0.274149564,0.128153709,0.354220242,0.321854982,0.3377373,0.31538699,0.071753892,0.103696497,0.278417025,0.079970385,0.338917118,0.352189932,0.369604629828584,0.332900675320329,2.14947243984798
"T6024",0.262589754,0.108647037,0.358957507,0.332487782,0.336183325,0.32649482,0.074501866,0.121482981,0.284152836,0.077841775,0.339595364,0.355450324,0.378263833652023,0.310043775605483,2.13025714232725
"T6026",0.26201225,0.12134633,0.356582541,0.321178382,0.339705261,0.323151933,0.074998217,0.147187816,0.287304147,0.070157046,0.340627378,0.353830962,0.342302956445349,0.406186036815772,2.21108184631245
"T6028",0.250772925,0.118073598,0.352539523,0.330308289,0.331832287,0.318994926,0.071539661,0.115001299,0.286716646,0.079708117,0.337979423,0.350670359,0.371448675189631,0.328018929127373,2.14536846220059
"T5993",0.271402485,0.096102178,0.354728232,0.384638422,0.35107249,0.376456436,0.097693342,0.230096654,0.294486068,0.064479392,0.347107965,0.366920614,0.325452419330442,0.452505529518648,2.25002163449016
"T5995",0.276300132,0.112617936,0.349395614,0.378625485,0.358174289,0.376356099,0.129046212,0.236297175,0.309176563,0.047879558,0.35191847,0.370758055,0.284333099504957,0.570016954163784,2.34881092852442
"T5997",0.267564601,0.101168665,0.356327838,0.334967196,0.337937536,0.357651925,0.074285431,0.14152721,0.297103604,0.074028198,0.343689931,0.355374882,0.378691262812342,0.308919812012957,2.12931225062705
"T5999",0.273848347,0.126786097,0.359020321,0.331766602,0.341965628,0.359115485,0.056400738,0.063710318,0.302731299,0.082076043,0.347055869,0.358157,0.456387643288656,0.109538626478896,1.96169683261893
"T6001",0.28069972,0.151127065,0.355636766,0.358177394,0.347094,0.366682438,0.120913642,0.199615848,0.303941037,0.04697108,0.345701726,0.363643227,0.257261895993283,0.651809934607326,2.41757250485095
"T6003",0.268485887,0.146968675,0.368214553,0.367506155,0.349239021,0.372237596,0.078249632,0.194670738,0.297995702,0.080251054,0.34543911,0.367511272,0.285606664271929,0.566265471942449,2.34565713916865
"T6005",0.279400647,0.094340448,0.363894292,0.355897472,0.360812757,0.37831358,0.162193381,0.267143944,0.310169317,0.050910266,0.355410456,0.375153883,0.25296828890757,0.665178112953275,2.42881084108344
"T6007",0.275683254,0.155783283,0.360966611,0.374432392,0.34410283,0.373203749,0.157989877,0.082798644,0.30101321,0.043262686,0.347389722,0.368083138,0.358030815916817,0.363727331356882,2.17538773784122
"T6009",0.273421907,0.142244349,0.358161471,0.380086429,0.34802864,0.377261132,0.07903596,0.219323918,0.296136874,0.060894047,0.34690416,0.370815638,0.306171265285129,0.506732490006965,2.29560905852524
"T6011",0.269554911,0.12097092,0.373557366,0.403941253,0.351657855,0.388838794,0.076549722,0.220077357,0.291092552,0.072691553,0.352304475,0.376507204,0.339085165917124,0.414961166030528,2.21845890622644
"T6013",0.283762036,0.109349412,0.376285572,0.355999386,0.356559332,0.378525418,0.345418,0.277525222,0.309931516,0.049300981,0.354151609,0.3760065,0.147953650625332,1.04525030020384,2.74832924683783
"T6015",0.269807859,0.112107008,0.371974112,0.401856645,0.344147318,0.384482181,0.099079713,0.209940442,0.288339167,0.075147542,0.346843161,0.373309829,0.31605892579704,0.478748087441625,2.27208318109035
"T6017",0.283961605,0.123631743,0.369546098,0.375414546,0.346396385,0.374603242,0.096529963,0.184970515,0.297818477,0.071438531,0.344960976,0.366426728,0.306461577096945,0.50590526766176,2.29491363072544
"T6019",0.265016449,0.140883876,0.366404071,0.383427432,0.34612884,0.372323081,0.142818374,0.15425675,0.293236034,0.066193593,0.344681088,0.369532556,0.272727873452135,0.604583538835985,2.3778703030257
"T6021",0.287613055,0.130403729,0.363260762,0.384653211,0.338026534,0.374459399,0.143137251,0.093255663,0.278989406,0.07173501,0.341384136,0.363550492,0.343181863079685,0.403794656546261,2.2090714650299
"T6023",0.27101223,0.107261614,0.367362162,0.405485279,0.357358213,0.381649162,0.123016897,0.145600817,0.27996073,0.067474279,0.345378416,0.370820648,0.360386376685295,0.357426216401695,2.17009052780456
"T6025",0.286493315,0.122523245,0.366351958,0.375750907,0.349744242,0.375245333,0.149907403,0.124807216,0.294165643,0.064202948,0.345266374,0.368414468,0.316032966032938,0.47882106147514,2.27214452877017
"T6027",0.266672712,0.107502895,0.36662808,0.401722679,0.348266356,0.379924549,0.135723348,0.124542754,0.291643036,0.062214528,0.345500905,0.370171055,0.37071796916765,0.329952387679238,2.14699387867359
"T1770",0.156899492,0.329248435,0.175526718,0.22482563,0.163936386,0.192628109,0.349459258,0.355200393,0.10286415,0.185196676,0.355938315,0.235009341,0.17974363589595,0.916342522410553,2.63995928704728
"T1771",0.167273133,0.321388316,0.192263038,0.210740265,0.1612369,0.15353099,0.33261966,0.317878256,0.104989044,0.176922235,0.316864317,0.171904037,0.153315814139219,1.02231543908154,2.72904840886069
"T1772",0.177410714,0.350217986,0.204031218,0.222711318,0.134782139,0.157857441,0.34447412,0.278902712,0.111428651,0.165817508,0.214092648,0.131659351,0.190298506132112,0.876796809677789,2.60671406808453
"T1773",0.162117056,0.321875721,0.273215061,0.25094906,0.224973674,0.071564184,0.331614708,0.312136332,0.08782259,0.330497102,0.252376483,0.080324745,0.327693631732369,0.446290713488236,2.24479697407904
"T1774",0.165247117,0.311250215,0.315294799,0.245925441,0.164574089,0.065560765,0.329763865,0.279191507,0.065140422,0.329543392,0.306475531,0.082802122,0.404231373027055,0.242409665047863,2.07339861938108
"T1775",0.146561865,0.309781446,0.270805259,0.301303917,0.323093842,0.079360868,0.339515264,0.289318276,0.128121946,0.334632932,0.2730942,0.07096789,0.287238200097646,0.561471138370229,2.34162664740672
"T1776",0.190571786,0.312733853,0.188405868,0.273519822,0.320040515,0.064323081,0.327356565,0.260562057,0.078569375,0.082900956,0.327479499,0.201474478,0.357798905417191,0.364348468477184,2.1759099142832
"T1777",0.243274073,0.378562875,0.159769535,0.273441216,0.378407692,0.080259328,0.344575616,0.351967209,0.106414502,0.093119395,0.352125386,0.139147764,0.427447834029439,0.182875549455275,2.02334958569685
"T1778",0.213971365,0.357355902,0.17181542,0.228782996,0.366244052,0.06708267,0.345606975,0.325489845,0.104805505,0.065491393,0.348560765,0.153867891,0.456430915151454,0.109429507971215,1.9616050990673
"T1779",0.202263085,0.33860638,0.198335046,0.203181806,0.341636609,0.084777108,0.35026569,0.308746752,0.118327134,0.073848315,0.284568048,0.076915296,0.445125033821023,0.137987789695487,1.98561342420583
"T1780",0.201553422,0.329335149,0.189154994,0.21053589,0.351718531,0.093170467,0.347347698,0.300142251,0.072817765,0.066441394,0.332913794,0.108940047,0.473214332047844,0.0671922383067472,1.92609714684318
"T1781",0.169566471,0.329661376,0.211804551,0.247770848,0.366805637,0.066922405,0.368605236,0.291420161,0.117684859,0.063197031,0.269642321,0.078746767,0.497224275806344,0.00695776488412386,1.87545933759258
"T1782",0.155140421,0.229529667,0.381093318,0.197690291,0.301829635,0.06215625,0.302582443,0.244544177,0.05949697,0.158589589,0.289613504,0.058066006,0.489290335400238,0.0268483732907031,1.89218093864824
"T1783",0.162889643,0.231451704,0.320157105,0.22010385,0.321857676,0.069448759,0.326720789,0.271236288,0.129909097,0.165020944,0.289419369,0.052087363,0.350156877859351,0.38489696347554,2.1931845862607
"T1785",0.155646302,0.271989344,0.295113086,0.24778865,0.352753165,0.068084938,0.351526813,0.271999516,0.310810502,0.137411638,0.27683363,0.067137273,0.302297530419016,0.517803951808417,2.304916595206
"T1786",0.14488775,0.233074382,0.323475007,0.261637797,0.317373107,0.076679551,0.312107801,0.248646741,0.119030027,0.190360673,0.309232591,0.055561673,0.335274219778278,0.425395426394681,2.22723076154397
"T1787",0.141214747,0.26365059,0.367529564,0.277806467,0.308331056,0.075184161,0.3093002,0.265392495,0.308543819,0.211464657,0.107940066,0.074032701,0.336406451805449,0.422290620353838,2.22462061876156
"T1788",0.218043578,0.374106347,0.182103293,0.35566198,0.322411466,0.079805677,0.291008999,0.326873026,0.052723795,0.053703184,0.365179916,0.222373549,0.464629318626629,0.0887776286166619,1.94424351411436
"T1789",0.194080013,0.353851779,0.184769294,0.380164804,0.361671888,0.105554223,0.332505282,0.291826134,0.103885407,0.05372677,0.38656693,0.232048898,0.397981502381425,0.258575219937573,2.0869886491169
"T1790",0.229856018,0.373662989,0.117210465,0.360531261,0.262773987,0.106166487,0.194844579,0.348674416,0.066666666,0.129082313,0.33627095,0.156748314,0.430539002824746,0.175002071797263,2.01673052459893
"T1791",0.244156742,0.378981302,0.167539244,0.343173844,0.339715357,0.087972175,0.36853087,0.337456052,0.041084712,0.078502765,0.377673305,0.258639785,0.446254089644292,0.135131153319635,1.98321191225297
"T1792",0.222717202,0.375604604,0.174880504,0.330378946,0.361363637,0.089959746,0.345201247,0.325312253,0.098278468,0.089262053,0.377540021,0.211251162,0.366427814381005,0.341329384955778,2.1565582723704
"T1793",0.236225918,0.328685278,0.117467142,0.317705287,0.317467531,0.084827022,0.285697669,0.319413822,0.075109217,0.130702216,0.317730975,0.155503284,0.358444755480634,0.362619005482169,2.17445599242962
"T1794",0.14016225,0.303007795,0.29680686,0.300947514,0.321878108,0.052154538,0.288187882,0.247947866,0.323428793,0.098550145,0.281135487,0.054501601,0.387420541456257,0.286048359273705,2.11008471869582
"T1795",0.151191367,0.298677736,0.210501433,0.318894317,0.307412208,0.092913198,0.307664225,0.220276726,0.113961839,0.082549587,0.323019442,0.112272795,0.356615341090736,0.367520662441061,2.17857670862407
"T1796",0.168008813,0.342851977,0.19108229,0.307748612,0.351232581,0.09211477,0.282985361,0.277503604,0.340772844,0.093375581,0.330639749,0.108859511,0.292022060311666,0.547487114530167,2.32987058328708
"T1797",0.180399655,0.286698277,0.276432447,0.255691279,0.312310539,0.073353842,0.320760548,0.267059206,0.207924834,0.062597119,0.24523948,0.072076535,0.32959758623095,0.441024621325132,2.24036988514974
"T1800",0.161277434,0.312942419,0.302053259,0.199509881,0.32181077,0.095339014,0.282965251,0.282561073,0.188675974,0.093711045,0.178077374,0.07059039,0.318352391739448,0.472311051090768,2.26667170489819
"T1801",0.148149705,0.303599034,0.328181764,0.206784043,0.320392917,0.075351963,0.309461096,0.292510197,0.076603847,0.167092851,0.178012254,0.060555467,0.438925824023163,0.153693198280271,1.99881661897005
"T1802",0.14606561,0.278461608,0.377024517,0.220260447,0.318455149,0.07878332,0.316197637,0.225821342,0.129952811,0.246035209,0.178972865,0.063211316,0.357240722102794,0.36584405492694,2.17716722122152
"T1803",0.147701341,0.28502286,0.251783074,0.220609934,0.300900077,0.120296778,0.254248189,0.276824162,0.125066652,0.123356003,0.232502363,0.096073357,0.159089022099207,0.998208956610074,2.70878261434584
"T1804",0.135690234,0.280671253,0.249706561,0.199324445,0.298166466,0.081611105,0.267718174,0.275691684,0.105746875,0.21621508,0.288939708,0.07859031,0.246277923472719,0.686249406643834,2.44652501852929
"T1805",0.137325632,0.277353758,0.312054217,0.264269578,0.331959942,0.104089454,0.301100843,0.269399068,0.170138715,0.153196926,0.272912105,0.069294251,0.23327126012846,0.72811609805527,2.48172143369127
"T1807",0.139643045,0.325447956,0.36167782,0.208983394,0.267861439,0.03946598,0.265673747,0.28282475,0.310099837,0.156741247,0.135893558,0.059554253,0.432481703086183,0.170059420719588,2.01257534554213
"T1808",0.141030628,0.358722495,0.289639251,0.300494542,0.22443581,0.089166045,0.359958468,0.27934816,0.19407276,0.147285879,0.099814696,0.050414565,0.448273114528321,0.130025528832319,1.97891972500199
"T1810",0.171253324,0.337841945,0.200539616,0.144335242,0.17133942,0.05604499,0.32661368,0.307598308,0.144497091,0.218935374,0.229881938,0.056305711,0.392308948635036,0.273306138231838,2.09937261112878
"T1811",0.154184725,0.343412184,0.209796935,0.114995123,0.228149367,0.065570739,0.344751547,0.318172188,0.344098579,0.207504779,0.203342624,0.067972486,0.397561978705435,0.259662712432148,2.08790288035979
"T1812",0.156100027,0.296114539,0.285932607,0.104399827,0.338701572,0.109855656,0.320769009,0.242722261,0.131810422,0.067059311,0.266237849,0.067257019,0.467183035911685,0.082352921754614,1.93884240305477
"T1813",0.157939992,0.286645985,0.275577013,0.115354019,0.316930927,0.101166909,0.308301716,0.259209207,0.130058854,0.071288795,0.258892286,0.071933309,0.421187707671714,0.198855966289033,2.03678397390334
"T1814",0.144178364,0.315509138,0.300139449,0.101507365,0.282146561,0.110312994,0.361412511,0.316078223,0.163595304,0.063821954,0.239082804,0.080241597,0.470675305191034,0.0735724286911821,1.93146083387009
"T1815",0.164697608,0.347383385,0.267989193,0.296409319,0.297381076,0.177950378,0.352506226,0.357663382,0.236926409,0.058710017,0.254550067,0.068726704,0.293810904479075,0.542285549342309,2.32549774077978
"T1816",0.161714165,0.310424767,0.255604255,0.288045868,0.337760041,0.137646439,0.338764436,0.242931505,0.105227094,0.08893712,0.336855095,0.076392236,0.363337391612325,0.349552207999896,2.16347102052191
"T1817",0.156280501,0.354412932,0.237040613,0.291948682,0.364755588,0.163990644,0.351523628,0.292622093,0.340953594,0.078336733,0.296478389,0.076430216,0.281732805131842,0.577701582953282,2.35527122849374
"T1818",0.14804922,0.337643912,0.303804132,0.225199406,0.338915066,0.108774763,0.338207463,0.335874299,0.309240274,0.217918945,0.181742457,0.057026635,0.257826217601374,0.650061595372306,2.41610271415374
"T1819",0.146485879,0.339027945,0.322183527,0.198027016,0.363302117,0.104342156,0.277231933,0.2997625,0.352025335,0.242027423,0.307735471,0.067612186,0.224293126912232,0.757774060203107,2.50665423619901
"T1820",0.149076517,0.326120559,0.310685492,0.196615344,0.354004937,0.091553753,0.291262113,0.305977192,0.06181949,0.264039512,0.276858079,0.059349485,0.402279168558417,0.247452126426806,2.07763770678322
"T1821",0.174246839,0.267065212,0.302104622,0.152574529,0.353606268,0.118066839,0.354517615,0.266050261,0.052390119,0.234925645,0.293816927,0.049603861,0.423118358726597,0.193922306147185,2.03263635333036
"T1822",0.177718979,0.302048394,0.324182245,0.170432293,0.340424228,0.096513263,0.336823293,0.261080077,0.120677114,0.230261049,0.2981259,0.050554059,0.328007019018917,0.445423077284399,2.24406757122894
"T1824",0.136870669,0.241856105,0.506998374,0.164166186,0.244422643,0.059980132,0.259433443,0.255759073,0.250050166,0.246391323,0.17709692,0.068770466,0.497246300229202,0.0069025565173171,1.87541292512164
"T1825",0.136582625,0.234045882,0.361050113,0.216530811,0.261190379,0.078626034,0.271948415,0.263396964,0.11957547,0.281564732,0.219970456,0.069543893,0.289750298498419,0.554114339686642,2.33544194706377
"T1826",0.128682037,0.234111245,0.318465053,0.183716434,0.267737075,0.089691593,0.276825783,0.269851825,0.092848415,0.265882275,0.196118912,0.086800264,0.261957302248548,0.637322797159831,2.40539348408478
"T1827",0.134444314,0.242994075,0.440275862,0.235132493,0.25480584,0.086585122,0.253025221,0.211025929,0.193021049,0.121814886,0.107565526,0.076233339,0.470805894502004,0.0732442066624798,1.93118490476277
"T1829",0.141144233,0.24162588,0.381905552,0.210167177,0.251729553,0.081985439,0.215211887,0.191674846,0.18804851,0.095890884,0.226955407,0.080679117,0.326716712880185,0.448997547586557,2.24707255052149
"T1085",0.120598005,0.279201644,0.304747302,0.384255422,0.164676065,0.384700241,0.291448371,0.199691595,0.331390124,0.317996386,0.377237507,0.058023635,0.235570006792611,0.72062541352365,2.47542417843335
"T1086",0.183271247,0.347251962,0.327756634,0.279098281,0.249213719,0.289176595,0.30934834,0.288306668,0.132057206,0.295263226,0.331662652,0.052904402,0.11670945350026,1.19159800663836,2.87136057460753
"T1067",0.136718562,0.04287192,0.096497929,0.220144059,0.216808981,0.266981863,0.314557888,0.151901185,0.10327957,0.253853642,0.128662296,0.317304681,0.400575030543492,0.251858987495927,2.08134245885512
"T4802",0.103785226,0.104248185,0.412358777,0.41057345,0.279707524,0.302415723,0.329951842,0.122918055,0.136031787,0.199463852,0.276754997,0.229594032,0.359513483874063,0.359759532894477,2.17205209613527
"T4810",0.278214991,0.099650148,0.322910155,0.254294274,0.324491884,0.366646668,0.356072195,0.136808737,0.134149467,0.336756792,0.108039009,0.307764882,0.244279987007254,0.692601013671085,2.45186467615067
"T4811",0.142967817,0.119191636,0.179816768,0.159865103,0.234402383,0.168606415,0.176663199,0.125826983,0.162848638,0.090402175,0.294666806,0.280857036,0.12330101537476,1.15864227168403,2.84365540636239
"T4812",0.124550521,0.106734559,0.213689165,0.195393613,0.308792481,0.108851908,0.180600136,0.097993727,0.149020469,0.096821686,0.120044914,0.301934156,0.3402692269674,0.411728471654221,2.21574125050719
"T5743",0.170853617,0.150712238,0.121021191,0.248845781,0.287304128,0.186894348,0.21622018,0.172785365,0.176568287,0.133530494,0.151352648,0.129094986,0.021827770792318,2.01738317611709,3.56558017209026
"T5745",0.146984461,0.124706742,0.257354672,0.146311287,0.257377736,0.204812333,0.145934909,0.148150568,0.146758814,0.09578342,0.091214265,0.089151349,0.167781799593234,0.962967966481405,2.67915628187312
"T5747",0.155820363,0.105826635,0.128192215,0.196107675,0.171451073,0.107598258,0.191548197,0.112990444,0.169870803,0.108960563,0.139713929,0.130173268,0.00163514608060456,2.94111867496845,4.34214447706306
"T5755",0.172162571,0.14942531,0.159770994,0.215734574,0.115180752,0.119079063,0.143838053,0.169407471,0.171022186,0.128038023,0.270413349,0.149694691,0.0117378375655508,2.26560342612605,3.77425352736141
"T5757",0.175537974,0.135931809,0.213919109,0.269283446,0.134685851,0.176603139,0.168280963,0.185393923,0.197653305,0.125280226,0.164556525,0.128381086,0.00311312821082771,2.73562166942184,4.16938762243884
"T5759",0.170974097,0.124004047,0.307727136,0.272429035,0.18333068,0.094170788,0.279043522,0.185426373,0.190313943,0.111938176,0.225698458,0.346684811,0.195916558373593,0.856297729668223,2.58948093821131
"T6894",0.166185473,0.089973875,0.317667365,0.339337937,0.256989687,0.326957453,0.123918528,0.23115545,0.248081665,0.142997859,0.232317956,0.293291534,0.143427421487202,1.06504659880644,2.76497156369637
"T6896",0.104827584,0.210203968,0.317389592,0.307026402,0.302910247,0.31714951,0.122797826,0.219500473,0.26416884,0.104902134,0.088947209,0.173497598,0.289141909769379,0.555893269565171,2.33693745464839
"T6898",0.128736428,0.093662257,0.317641607,0.338701502,0.242926436,0.316490971,0.256787013,0.218655105,0.2205101,0.126689101,0.211324219,0.297488589,0.123442267754285,1.15794976937108,2.84307323475807
"T6902",0.128736428,0.093662257,0.317641607,0.338701502,0.242926436,0.316490971,0.256787013,0.218655105,0.2205101,0.126689101,0.211324219,0.297488589,0.123442267754285,1.15794976937108,2.84307323475807
"T6893",0.100358945,0.069164119,0.348671181,0.322864142,0.298858552,0.350463774,0.179166344,0.259788484,0.269761376,0.128455393,0.253966324,0.343365549,0.254547828383514,0.660246499359308,2.42466494099867
"T6897",0.101877032,0.102586123,0.349039303,0.362951867,0.314050488,0.354399037,0.34989245,0.241475702,0.261446252,0.093018351,0.081377687,0.276294264,0.390820683005767,0.277180690121031,2.10262986247254
"T6901",0.102616066,0.061025123,0.352295116,0.095526529,0.262512406,0.366883038,0.359684383,0.233078284,0.233601089,0.12796225,0.139024762,0.317311586,0.457133443705241,0.107658125480626,1.96011593640725
"T0869",0.277333381,0.484549918,0.239860071,0.219941091,0.220332185,0.285436686,0.137435589,0.220823762,0.118439057,0.057075694,0.316102939,0.148571477,0.41604916388269,0.212011160055863,2.04784325864126
"T0870",0.111650124,0.391094843,0.438570902,0.201344971,0.216862462,0.44336,0.094549523,0.205261733,0.080898867,0.240608282,0.315127006,0.435863982,0.470891512124221,0.0730290203664251,1.93100400233275
"T0872",0.146881064,0.237900193,0.068849096,0.279217378,0.281154819,0.379044173,0.105219481,0.252687072,0.029701093,0.258781635,0.270245797,0.42791613,0.483845700068154,0.0405038971251437,1.90366083997142
"T1658",0.097462628,0.166709622,0.058376473,0.286753974,0.208517655,0.309474595,0.317817394,0.27479888,0.071264632,0.256319772,0.062558856,0.15720891,0.489539833227292,0.0262227547512103,1.8916549947748
"T1657",0.121434894,0.248724254,0.38938557,0.312646043,0.295807443,0.210760551,0.218804747,0.094524815,0.095770376,0.311197626,0.415125799,0.575769956,0.472630751733902,0.068658435862969,1.92732974717911
"T2457",0.186097259,0.076059512,0.377665342,0.420528454,0.137010276,0.208593076,0.417510004,0.396302277,0.061522158,0.424008101,0.410178862,0.364804308,0.433817535041729,0.166663190524884,2.00972020882392
"T8319",0.382887576,0.30831436,0.380690773,0.450818898,0.214269015,0.419541335,0.250244803,0.476790984,0.061436504,0.317358899,0.069677608,0.128842685,0.439949291631291,0.151097780553331,1.99663470784317
"T2088",0.20244031,0.720266871,0.637713973,0.554469413,0.439399067,0.711978127,0.412689688,0.511058356,0.1659898,0.584876334,0.716684273,0.559741408,0.13810080841542,1.08889176800029,2.78501767783294
"T2089",0.125022841,0.520548789,0.650892064,0.679606868,0.471910277,0.68491737,0.478728941,0.429645502,0.276742805,0.687970098,0.658149209,0.489483468,0.110941325439806,1.22153730265256,2.89652988836624
"T2084",0.058290318,0.424766897,0.716179958,0.514708552,0.322374385,0.718946347,0.352453347,0.40065045,0.242414144,0.388215201,0.567620032,0.396808323,0.316722300039439,0.476884176768285,2.27051623200333
"T2085",0.137806704,0.479984841,0.679640931,0.576230294,0.419620425,0.749368877,0.363045496,0.473916636,0.194502862,0.527265901,0.598579523,0.397863251,0.197720089895595,0.84979300417484,2.58401255723203
"T6178",0.099590355,0.349919182,0.414748639,0.332415594,0.077222683,0.309823014,0.333020836,0.411252782,0.133691553,0.053442395,0.388487208,0.413487299,0.465046938924748,0.0877267252271348,1.94336004253478
"T3655",0.393264172,0.419204396,0.473481497,0.516075653,0.080639687,0.551167944,0.201186872,0.428770373,0.083515383,0.07167393,0.398411163,0.479937646,0.488672819907319,0.0283968458760482,1.89348270580832
"T3656",0.376823033,0.371469507,0.400411401,0.428716818,0.044847281,0.379564161,0.452117879,0.367207955,0.113176671,0.04537253,0.365404072,0.365797873,0.403009838001175,0.245564108281628,2.07605049106995
"T7150",0.290717105,0.194283851,0.560937598,0.420718697,0.495771975,0.476129234,0.344978316,0.062384019,0.064830495,0.27064636,0.367046276,0.429280771,0.414452365545021,0.216106502657407,2.05128612392569
"T7158",0.405422253,0.152740346,0.48309684,0.421129246,0.357929678,0.480596643,0.335986892,0.062784562,0.069007165,0.381412233,0.244438628,0.454261467,0.391369879308801,0.275750430646826,2.10142747449904
"T7162",0.301901498,0.140376741,0.420568809,0.429708819,0.461076494,0.416156034,0.430378812,0.062889968,0.070329455,0.377238468,0.093067805,0.431964519,0.499202879266454,0.00199808669851006,1.87128984421716
"T5290",0.132839785,0.131128736,0.337695092,0.396857391,0.288824593,0.348011462,0.126669796,0.235708688,0.243732468,0.123868779,0.117012132,0.130479342,0.395323667958299,0.265470105959283,2.09278502955045
"T5292",0.107100109,0.142423711,0.344769337,0.391505431,0.292076062,0.354769455,0.069106787,0.24228641,0.245959431,0.139332508,0.308957131,0.090264464,0.43659537183561,0.159606899469621,2.00378813869581
"T5294",0.094303302,0.151192965,0.312477317,0.388903992,0.292312518,0.346635282,0.11212812,0.244259256,0.254276018,0.112856511,0.284772351,0.108274803,0.367079585816935,0.339598149837182,2.15510286073115
"T5296",0.101869952,0.108900496,0.332584133,0.398506168,0.281274178,0.343666222,0.106967491,0.231062537,0.238466413,0.108927346,0.293000773,0.109834243,0.432351048865639,0.1703917017886,2.01285468699618
"T5298",0.139466182,0.147257495,0.338973496,0.405100845,0.287058209,0.350122748,0.13991464,0.234074943,0.242233642,0.131178028,0.098637542,0.140189266,0.374647730067865,0.319568495167022,2.13826436651162
