"","cheA","cheW","cpxR","motA","motB","mscM","psd","tsr","ung","pval","z","inv_cof_var"
"T6962",0.139683755,0.095585293,0.24740706,0.310577534,0.121352869,0.184456063,0.281432929,0.206878044,0.33135865,0.213659543289496,0.793787610398277,2.32554057507272
"T6963",0.130252879,0.139002507,0.240026039,0.305861166,0.112504362,0.057865387,0.286828582,0.165524956,0.303664391,0.370942540825845,0.329358036906093,1.93422290617552
"T6966",0.126318283,0.091900479,0.239120646,0.067873507,0.129789451,0.06789327,0.314177896,0.17165203,0.273490995,0.491542426550918,0.021201581011791,1.67457736924416
"T6967",0.121708956,0.073114082,0.243748676,0.070848192,0.12493678,0.069998942,0.298909062,0.169271144,0.22676312,0.460265557434982,0.0997647234794409,1.7407728648077
"T6970",0.131288808,0.087060359,0.243256336,0.076856124,0.14884799,0.092340255,0.291688601,0.181481979,0.226254991,0.319898440256393,0.467982813042172,2.05102495183569
"T6971",0.091015846,0.080613065,0.235409202,0.070666315,0.123190221,0.070860122,0.303232387,0.177242345,0.192737543,0.479537790012925,0.0513136641578662,1.69994911741635
"T6981",0.149981476,0.069844457,0.24407638,0.323505988,0.136569934,0.115125722,0.286209268,0.140873502,0.329277783,0.388440240030122,0.283386624988019,1.89548845261257
"T6988",0.126928369,0.134262683,0.246502384,0.344995472,0.108211454,0.137466611,0.314636011,0.1054123,0.364582976,0.439930646310549,0.151145054181252,1.78406474884131
"T6992",0.125265722,0.100121468,0.25130463,0.331314728,0.106864807,0.124912264,0.30329236,0.164845047,0.299845164,0.358055663411518,0.363660789435303,1.96312561591374
"T6993",0.136487901,0.108581295,0.228902722,0.304982788,0.119826196,0.157890159,0.220530448,0.170607403,0.319109338,0.203242620555446,0.830094704094156,2.35613209654425
"T6996",0.114444056,0.085503466,0.266522081,0.342654402,0.094756164,0.12722884,0.318806825,0.158685545,0.314451399,0.45261045394636,0.119068725480464,1.75703797257555
"T4100",0.115334828,0.140003501,0.234342862,0.316980652,0.140764572,0.108784307,0.312805989,0.082666194,0.110335137,0.446548063279964,0.134387549281807,1.76994526091879
"T4102",0.087034877,0.088714032,0.201180586,0.247353263,0.134498495,0.16196095,0.274147889,0.057816962,0.05901009,0.496986980296435,0.00755259218241462,1.66307704541389
"T4834",0.111223,0.073153611,0.236307538,0.296357199,0.121286596,0.104922225,0.297429482,0.148043004,0.334510199,0.446470925133677,0.134582662418522,1.77010965875688
"T4836",0.115398647,0.123988716,0.244193802,0.300059626,0.130896901,0.108070705,0.302648218,0.155550506,0.358800135,0.367941255944227,0.337310942199007,1.94092384112413
"T4838",0.094840748,0.091785587,0.213012833,0.256065745,0.11878183,0.081294238,0.31184329,0.17531107,0.340748339,0.456942538704066,0.108139447028303,1.74782921410983
"T4840",0.143632503,0.063051385,0.224896136,0.2621473,0.124863529,0.068862984,0.295334759,0.175799937,0.313501924,0.417739603991114,0.207679522199182,1.83169939034523
"T4842",0.098408853,0.088489654,0.221961627,0.262646898,0.128837683,0.083110253,0.298692805,0.170279384,0.154689445,0.346944732153205,0.393582282225507,1.98833677703887
"T4845",0.074481386,0.098779952,0.252969379,0.305914627,0.125246576,0.106047127,0.317135293,0.140449979,0.345783617,0.4908314947286,0.0229840580086527,1.67607924333463
"T4847",0.062310066,0.118270111,0.19521556,0.183024949,0.080047821,0.141297324,0.313097313,0.142922085,0.33561042,0.480874009281978,0.0479601288787839,1.69712350577817
"T4849",0.125429657,0.082993915,0.22143013,0.306938071,0.116005273,0.089951184,0.309173857,0.139448771,0.331756207,0.46124519789203,0.0972971795301111,1.7386937690712
"T4851",0.113798232,0.117899698,0.223713075,0.280539976,0.112288364,0.103125039,0.278764336,0.133793238,0.309107684,0.341494255593228,0.40838845062751,2.00081211374235
"T4853",0.112248454,0.085411035,0.232298833,0.308702403,0.11771839,0.094218489,0.294970291,0.144938071,0.319924902,0.440508592166042,0.149679878014924,1.78283022512737
"T4855",0.125009396,0.080496525,0.215774353,0.301850812,0.125773715,0.090494202,0.299862388,0.150262876,0.321112131,0.421591011436486,0.197824952270036,1.82339615654454
"T5037",0.114862282,0.143950338,0.252881185,0.329345506,0.064848369,0.128880524,0.309937315,0.154992307,0.251556946,0.372832830619882,0.324359786239848,1.93001149520836
"T5041",0.12949506,0.114667861,0.228534369,0.307425655,0.112847463,0.1241468,0.279222203,0.1442982,0.261422637,0.252834689797816,0.665595975312466,2.21752925392298
"T5044",0.128878271,0.10991264,0.239918055,0.290166981,0.105300375,0.147854597,0.271778176,0.093607987,0.291894471,0.326431497246907,0.449788439321649,2.03569479131679
"T6960",0.101721456,0.154380444,0.248075579,0.328458363,0.085330366,0.108225796,0.300810375,0.134726899,0.338090422,0.441290645745983,0.147697770158795,1.78116014666976
"T6961",0.117171386,0.098540449,0.248006217,0.327886391,0.091987268,0.085636252,0.312726632,0.171996871,0.345900115,0.486489916161936,0.0338712335479164,1.68525252685502
"T6964",0.114774087,0.132784158,0.246634059,0.317980894,0.097921401,0.11959547,0.299335642,0.164221015,0.321240003,0.348844758544848,0.388441257900329,1.98400506827289
"T6965",0.136717057,0.063277007,0.24684288,0.293623494,0.142267094,0.061222245,0.321651206,0.190727379,0.313227057,0.446861178071972,0.13359560954306,1.76927799072291
"T6972",0.139360644,0.080562997,0.263084054,0.317886476,0.146330644,0.14102211,0.319466692,0.208309302,0.29005911,0.255474049387075,0.657362125387205,2.21059160149362
"T4103",0.098365946,0.096538717,0.251142161,0.078440406,0.098651701,0.140438371,0.317811496,0.159671785,0.150639024,0.405287433015823,0.239684481830212,1.8586660326755
"T4105",0.109031478,0.097716213,0.233576689,0.077544723,0.100465425,0.111088024,0.297401861,0.140322481,0.116132485,0.391389264979713,0.275699955306597,1.88901184166228
"T5049",0.115561008,0.115986305,0.23051897,0.286037486,0.066598867,0.114540987,0.292083293,0.143101141,0.074888092,0.476807021934153,0.0581689616389705,1.70572523328626
"T5050",0.111694781,0.118092295,0.247924228,0.321784191,0.084722551,0.124576998,0.303599393,0.149501488,0.174902189,0.372959564810248,0.324024970352646,1.92972938704822
"T5051",0.108171122,0.0596186,0.235310625,0.251864891,0.067643271,0.21346798,0.306350011,0.122537921,0.32337754,0.471645524672327,0.071134074469441,1.71664933894056
"T5052",0.092056404,0.12927721,0.243417259,0.269667623,0.076859191,0.126441655,0.303951404,0.126417162,0.240799504,0.359492414682532,0.359815876794669,1.95988598102069
"T5053",0.120559716,0.149607433,0.240977022,0.330407363,0.086962509,0.053475031,0.288993128,0.144618291,0.335354222,0.489160320309589,0.0271743917067323,1.67960992206016
"T5054",0.108037396,0.153565603,0.266170593,0.333858164,0.072382481,0.066580355,0.316809541,0.156242861,0.281126437,0.476348778795131,0.0593195905461051,1.7066947267195
"T5055",0.123044587,0.085093486,0.222084333,0.313068193,0.084660256,0.113623305,0.28177123,0.144325075,0.321296767,0.44562101626193,0.13673276184245,1.77192128304287
"T5056",0.088338722,0.099623869,0.220030401,0.301342548,0.091013484,0.106882223,0.276253299,0.153829264,0.240818242,0.384675950912459,0.293222742335686,1.90377613869282
"T6979",0.129331931,0.121480538,0.269091293,0.323618874,0.108561525,0.039384713,0.308936355,0.169743709,0.328840823,0.483054739050127,0.0424882504194648,1.69251302693401
"T4104",0.095352771,0.113944213,0.219370396,0.089022911,0.103850167,0.083552166,0.304121046,0.185207345,0.245045583,0.417714201661645,0.207744584908474,1.83175421068654
"T4110",0.060246692,0.133143325,0.259099445,0.066391405,0.115060066,0.13787136,0.299196605,0.18611837,0.312143428,0.479952696248757,0.0502723059607395,1.69907169296829
"T4112",0.129786652,0.150663547,0.247014788,0.092480603,0.116619195,0.088714249,0.315784921,0.180490154,0.33482759,0.423787343302905,0.192213863848286,1.81866838259022
"T4116",0.103660094,0.139381741,0.261386273,0.088005615,0.105592811,0.165417439,0.322003237,0.188271002,0.355146683,0.431370937313002,0.172884933527488,1.8023822707939
"T4118",0.114905708,0.072422935,0.230091006,0.121662809,0.114899235,0.125247018,0.306973887,0.184843733,0.34244891,0.457328110924038,0.107167344077408,1.7470101425382
"T4833",0.116306178,0.130089225,0.236014293,0.322440048,0.095275381,0.114865629,0.306491457,0.116116641,0.360763471,0.465069370101047,0.0876702819698672,1.73058236676824
"T4835",0.121029765,0.113854839,0.231076295,0.317001513,0.114179799,0.087253438,0.297787311,0.141384103,0.339565915,0.432944808897427,0.168881796523277,1.79900931969394
"T4837",0.122370444,0.102211144,0.236687329,0.314226793,0.122709288,0.082956105,0.293085827,0.181539891,0.308323393,0.372117250707487,0.326250942571681,1.93160494000501
"T4839",0.124915167,0.080574096,0.227961924,0.299403199,0.116114212,0.103832656,0.298362279,0.124278117,0.357258434,0.476584281483402,0.058728243663116,1.70619647144687
"T4843",0.115160192,0.122361793,0.213924002,0.324001744,0.088603036,0.079584485,0.285265049,0.127356894,0.316598162,0.472497505120369,0.068993227608619,1.71484551065128
"T4846",0.104143311,0.071483305,0.253200688,0.244853362,0.141068149,0.122367764,0.309781958,0.161215481,0.170908728,0.285584442904638,0.566330860001356,2.1338907525367
"T4850",0.130056397,0.069154858,0.234030387,0.256433024,0.126709394,0.074212546,0.31084341,0.153477909,0.33770592,0.463006350218756,0.092862622346721,1.73495731325822
"T4852",0.10480375,0.089624933,0.223347911,0.299326483,0.14356862,0.095621702,0.272545757,0.140200436,0.218267507,0.311070655426869,0.492817830468349,2.07195036589396
"T4854",0.144781247,0.11702891,0.221397195,0.278166957,0.143097282,0.077158389,0.284096504,0.170238876,0.199706873,0.189220002709671,0.880774276177432,2.39883353749517
"T4856",0.116109766,0.101003691,0.22157739,0.266595286,0.124856384,0.096604871,0.297698206,0.147336138,0.261088867,0.297741905135457,0.530906157986407,2.1040427139856
"T2258",0.436218781,0.324977537,0.420026626,0.467691353,0.404715318,0.031496923,0.450441413,0.469804512,0.082984941,0.39469565702583,0.267101108602473,1.88176665134815
"T2259",0.130473877,0.12754616,0.140129277,0.120441603,0.110345041,0.054878174,0.146752529,0.113692532,0.093092249,0.00265449675230671,2.78766180309702,4.00553307704521
"T2768",0.265508002,0.230214453,0.034685137,0.197627481,0.190422158,0.037047446,0.147746569,0.196600813,0.118382143,0.178793895842801,0.919971234125411,2.43185999206982
"T2774",0.285287972,0.256401857,0.061407523,0.228364841,0.222118642,0.061760849,0.245645243,0.223707559,0.151562852,0.0617629498231244,1.54014136127418,2.95440106681388
"T2764",0.244969073,0.205806589,0.305264684,0.174535338,0.166331481,0.034463058,0.284511428,0.17226966,0.097372367,0.265363031600303,0.62689805365113,2.18492327583719
"T2770",0.282412974,0.246148433,0.250006947,0.212233285,0.201311832,0.046839527,0.25372838,0.201053935,0.125207629,0.140275038244673,1.07908446365184,2.56592513697609
"T2765",0.207006206,0.173797814,0.2561036,0.14425194,0.137895342,0.045699793,0.289560113,0.143605097,0.0786384,0.327750786348797,0.44613245161499,2.03261434022465
"T2771",0.271769206,0.241509184,0.119988244,0.213513617,0.205543753,0.068711684,0.250498203,0.208315583,0.081448669,0.149766797778298,1.0374340947677,2.53083149481653
"T2766",0.254004849,0.220613054,0.038923969,0.191619039,0.183983054,0.04221584,0.203139692,0.188484394,0.116544586,0.120746206180651,1.17126465879287,2.64359404769993
"T2772",0.311311725,0.269702721,0.187275215,0.231767952,0.219702225,0.036816417,0.289138097,0.216162344,0.132172857,0.198154627382467,0.848231145998203,2.371413445048
"T2767",0.206277803,0.172999816,0.04447857,0.145300461,0.138307718,0.04431317,0.271396696,0.144184799,0.081569002,0.281070752618613,0.579663584216701,2.14512459908262
"T2773",0.29534385,0.263475128,0.122061252,0.234834971,0.224372487,0.057670599,0.243239194,0.227748654,0.156011187,0.0745867180252485,1.44245720473168,2.87209464489728
"T2763",0.234726766,0.195410384,0.204795403,0.160313696,0.150638583,0.029373279,0.336867703,0.152754517,0.078950407,0.438864266610188,0.153849334935535,1.78634331356072
"T2769",0.245105901,0.215510796,0.238887074,0.188938162,0.179270717,0.075690905,0.291988807,0.180648002,0.124341629,0.0888844142394046,1.34765668872684,2.79221791212524
"T0413",0.206466019,0.191791829,0.337457395,0.17713586,0.172763382,0.240461145,0.046280797,0.176554239,0.130189477,0.0731147038613065,1.4529796375115,2.88096060456381
"T0409",0.164515955,0.148324678,0.44999786,0.136462055,0.13168936,0.146471262,0.153182919,0.111846986,0.049996546,0.0101466093263716,2.32088190045423,3.61223507490299
"T0411",0.178005103,0.159795933,0.449058033,0.149267404,0.142938781,0.354329628,0.114910392,0.131198834,0.075039367,0.359181290146834,0.360648028994528,1.96058713331073
"T6001",0.140707654,0.145780597,0.117060638,0.243823943,0.100625635,0.046657784,0.155647506,0.154017745,0.315747645,0.358353445595139,0.362863449958172,1.96245379602259
"T6009",0.13836692,0.152219058,0.07761407,0.217445762,0.071300647,0.05771263,0.14127803,0.133350567,0.319119681,0.407732434188986,0.233381898048317,1.85335562064679
"T6025",0.134054419,0.147894998,0.212777872,0.116165673,0.129544617,0.050110208,0.151454035,0.100748241,0.346639466,0.482806467483722,0.0431111452101962,1.69303786374757
"T1773",0.082714607,0.053558612,0.332325639,0.07087574,0.108428726,0.073473956,0.183351003,0.057810727,0.127986504,0.271776673878343,0.607448443457458,2.16853548195766
"T1774",0.083344708,0.056842282,0.32999384,0.070493325,0.108346739,0.065678335,0.086932777,0.060921431,0.122334046,0.0142214275197234,2.19112352124901,3.50290365121983
"T1776",0.111051161,0.062173231,0.087875256,0.120407142,0.149510505,0.056417246,0.085371555,0.066414458,0.092808894,0.073982021409467,1.44676039460377,2.87572041363742
"T1777",0.131344442,0.040235681,0.068102876,0.146200734,0.186064736,0.058363584,0.056487522,0.070090473,0.103528248,0.377264374839427,0.31267347504023,1.92016487837417
"T1778",0.122530163,0.052624882,0.101345478,0.135830405,0.166367293,0.064880836,0.067854067,0.068437156,0.103499205,0.190915030460836,0.874529318551452,2.39357167993906
"T1780",0.128384609,0.061855235,0.164856837,0.136457215,0.168969375,0.066426465,0.196984515,0.066921111,0.111015127,0.213479697918082,0.794405512879531,2.32606120548122
"T1781",0.105461065,0.065401663,0.21266236,0.114790455,0.136183203,0.064714691,0.280471862,0.071835459,0.115362944,0.481442847587091,0.0465326702650164,1.69592076200588
"T1785",0.101244453,0.066932919,0.356526422,0.087207387,0.123493815,0.062346164,0.248001096,0.065607997,0.136204273,0.429148996570261,0.178541168013294,1.80714808378267
"T1788",0.116652712,0.056731205,0.070543887,0.149651782,0.173249197,0.050906778,0.188679456,0.06827187,0.112807145,0.275250942654552,0.597008230865592,2.15973879912904
"T1789",0.113369973,0.065148289,0.072575047,0.150385957,0.156596311,0.042686232,0.228754401,0.088878431,0.100726199,0.340761724301295,0.410385135467,2.00249447443062
"T1790",0.120933448,0.054092652,0.086559661,0.139693654,0.173351077,0.063663134,0.216599595,0.084221808,0.099550093,0.28559152055927,0.566310033202927,2.13387320435571
"T1791",0.114236723,0.063795733,0.040176279,0.146728522,0.18121491,0.036753283,0.193296957,0.06438614,0.104748544,0.351514846714506,0.381233904192058,1.97793231792922
"T1792",0.11969149,0.069231573,0.079577258,0.141680533,0.170472233,0.038252429,0.189402228,0.068650136,0.096530127,0.297604832569379,0.531301790078286,2.10437606447999
"T1793",0.127511423,0.061515917,0.116404952,0.152291376,0.188197193,0.067616757,0.094609534,0.075458476,0.091239486,0.191257828539304,0.873270497794077,2.39251102654304
"T1803",0.099432747,0.06122227,0.305711078,0.078151139,0.121657388,0.091682938,0.108661043,0.064499479,0.108822083,0.00142938952552796,2.98252863417405,4.16972338368107
"T1804",0.09024016,0.059672296,0.288747357,0.077235741,0.107593712,0.066457781,0.250119844,0.066608062,0.142910924,0.485281232963889,0.0369028517528776,1.68780689857608
"T1805",0.098646636,0.067411383,0.328930271,0.076140939,0.11853175,0.070267139,0.068795988,0.066196349,0.12292743,0.00988511142583333,2.33068031658211,3.62049099480321
"T1808",0.092532629,0.072293173,0.361257455,0.081156491,0.111774208,0.049058155,0.170297036,0.069649402,0.151959805,0.200265053670594,0.840674861409557,2.36504669357583
"T1810",0.092710504,0.061536933,0.320003415,0.070048026,0.132236709,0.05610105,0.218986442,0.058786792,0.143796402,0.42401106895565,0.191642642199901,1.81818708437704
"T1811",0.10066285,0.058110571,0.332103074,0.064993549,0.132472598,0.066450357,0.096944317,0.056802594,0.155088285,0.163042053830876,0.982031951183562,2.48415092381793
"T1815",0.099914262,0.065435626,0.314393701,0.093277773,0.128553393,0.061426665,0.076156249,0.062801957,0.132233704,0.0386965979163677,1.76601581387219,3.14471768164413
"T1816",0.116908961,0.068970157,0.194106461,0.106477544,0.146753902,0.066471256,0.159962888,0.061604747,0.125366893,0.0830103393672267,1.38510396814406,2.82377012784204
"T1817",0.116223113,0.062475121,0.338064677,0.098457067,0.141791737,0.068865742,0.118506738,0.069030251,0.124947248,0.0234562640587734,1.98708906222986,3.33098891229027
"T1824",0.078842535,0.065248407,0.250884387,0.05540074,0.092165518,0.059658374,0.219017472,0.061287845,0.131360388,0.475424748066653,0.0616400326013374,1.70864987778587
"T1827",0.129107855,0.120459,0.192364191,0.1081929,0.128446984,0.076452299,0.170077119,0.106181667,0.120968367,0.000311227732159387,3.42163617156207,4.53970528779158
"T1828",0.134928221,0.127522455,0.193476339,0.118435213,0.133620275,0.079472805,0.172093441,0.117659872,0.134217726,4.47248193332034e-05,3.91756039696831,4.95755962548242
"T1829",0.139801053,0.131749813,0.21373434,0.124057314,0.139726909,0.074328548,0.184989298,0.118791995,0.124857388,0.00101029473970886,3.08718919601859,4.25790796412999
"T1714",0.206236602,0.189825436,0.424508622,0.1694183,0.163031775,0.043500097,0.225114557,0.164038273,0.116274196,0.0885583619153262,1.34968600349901,2.79392776604374
"T1085",0.212280135,0.192723275,0.088431277,0.160307948,0.168736634,0.059074066,0.121317404,0.171388261,0.342093752,0.259887903653364,0.643691030652699,2.1990726517365
"T1086",0.229866963,0.209132059,0.123225127,0.184794204,0.183030546,0.053756133,0.067687229,0.182937,0.290983227,0.256051412921746,0.65556690414136,2.2090789893923
"T1068",0.101927956,0.05418791,0.050945418,0.107539709,0.14353014,0.039193888,0.079711696,0.143234957,0.063589968,0.211137085446094,0.802482044292862,2.33286630495341
"T1069",0.161631833,0.146016144,0.146059286,0.137593331,0.134111133,0.040742227,0.18759942,0.135506234,0.062860504,0.144234881978534,1.06148452061137,2.55109583006625
"T1070",0.160634114,0.146156335,0.13111017,0.134210677,0.13048067,0.03896796,0.169646204,0.131942142,0.061062234,0.130424642664443,1.1243860550207,2.60409521516147
"T4799",0.259316106,0.204293425,0.132195537,0.084363233,0.272529231,0.375718394,0.148459449,0.100803849,0.381629046,0.34565615692035,0.397074784362283,1.99127947895275
"T4798",0.094728652,0.162935568,0.259908189,0.103008856,0.095003027,0.096467883,0.129425266,0.097293719,0.24428473,0.181548351547944,0.909480203048366,2.42302049075528
"T4800",0.091052336,0.095650414,0.263564455,0.141976507,0.088705942,0.098930064,0.161827562,0.11976917,0.103726378,0.00104813412501929,3.0762431465191,4.2486850747658
"T4802",0.171952804,0.400693082,0.084970218,0.113401492,0.183062809,0.099870336,0.116834953,0.083945473,0.188501521,0.492267487835695,0.019383747398046,1.67304570448211
"T4804",0.308343609,0.327525584,0.413028359,0.081244448,0.402736954,0.10308801,0.127620852,0.359869855,0.281779275,0.35110309742729,0.382344036655905,1.97886768999145
"T4806",0.331612663,0.289792928,0.296942117,0.122437033,0.306296988,0.094638593,0.116781766,0.418174802,0.281153694,0.314025811028994,0.484471026241009,2.06491754076953
"T4811",0.08547106,0.113399083,0.146693482,0.166417106,0.08650251,0.091454911,0.171156365,0.10057128,0.223889387,0.148022796958581,1.04495104962646,2.53716510796355
"T4812",0.134785766,0.185310295,0.126766443,0.15577702,0.106320379,0.100650744,0.156790731,0.12544099,0.147006436,4.91836480697404e-05,3.89458425654505,4.93820045840122
"T4801",0.084549724,0.085431718,0.130318496,0.094543887,0.084738073,0.089626052,0.149441066,0.094431078,0.127829676,0.00122759992411346,3.02880883771707,4.20871801795978
"T5743",0.122433606,0.124638769,0.150691733,0.136003328,0.122748492,0.126248875,0.189298678,0.141504283,0.099420314,1.98629625669085e-05,4.10906791155278,5.11891944936269
"T5745",0.220160791,0.230644562,0.266696588,0.107467221,0.246021421,0.088135314,0.162686384,0.258708645,0.243784129,0.0665274557571336,1.50216341167935,2.92240172061981
"T5747",0.134502849,0.205361487,0.155480504,0.119598327,0.106010069,0.109911223,0.178200481,0.109114188,0.314862345,0.257028734292233,0.652532880604709,2.20652259099412
"T5755",0.121441847,0.109625218,0.138943021,0.117009562,0.113908524,0.065229256,0.183084879,0.114200429,0.07620189,0.0332173090466133,1.83547987643278,3.20324650191055
"T5757",0.214513311,0.089056097,0.176256827,0.269749697,0.091427485,0.209480247,0.21307544,0.129338537,0.067195805,0.285338976501714,0.567053324728318,2.13449948468674
"T5759",0.112233452,0.122262501,0.269309707,0.130923954,0.098718375,0.168207522,0.208155154,0.117724727,0.173794214,0.00635188916100115,2.49196715848351,3.75638757546682
"T6894",0.06436705,0.107535182,0.174586889,0.236108739,0.108210175,0.108263079,0.118636136,0.061013047,0.291541806,0.498155397398093,0.00462374951258052,1.66060926999316
"T6896",0.094805348,0.106969707,0.222002528,0.150016523,0.107406629,0.08494106,0.080584531,0.067175062,0.104918484,0.00269034284568607,2.78331307826842,4.00186894159877
"T6898",0.082689009,0.12958811,0.172123911,0.275047781,0.126740937,0.118685895,0.128942837,0.075338599,0.148823501,0.257166101339759,0.652106916243033,2.20616368322735
"T6902",0.082689009,0.12958811,0.172123911,0.275047781,0.126740937,0.118685895,0.128942837,0.075338599,0.148823501,0.257166101339759,0.652106916243033,2.20616368322735
"T6893",0.097958648,0.118931958,0.200650342,0.314057961,0.091556171,0.125767977,0.256038465,0.095997162,0.230848139,0.381951707552626,0.300358893557218,1.90978889546003
"T6897",0.107329929,0.085586229,0.231458244,0.310078686,0.106488177,0.192933844,0.267637432,0.081073834,0.25293358,0.383361452064667,0.296664183392564,1.90667581771606
"T6901",0.095315104,0.095685431,0.204839817,0.322145558,0.108931959,0.095439532,0.241436175,0.077039763,0.202773081,0.468523030214958,0.0789831061363705,1.72326275236276
"T0865",0.640239902,0.378823782,0.437616087,0.651003642,0.621485283,0.051474286,0.651798291,0.644899172,0.190401331,0.350707085525333,0.383412183669947,1.97976768608005
"T0867",0.700666494,0.241324256,0.302820771,0.663904585,0.651526334,0.041146594,0.461704328,0.682153713,0.183252032,0.469234082236823,0.0771953202066124,1.72175640508763
"T0869",0.551214912,0.388009601,0.220787759,0.560143886,0.503165218,0.045591213,0.220273708,0.535214722,0.09089495,0.482399600783556,0.0441319796097792,1.69389799531622
"T1724",0.220247936,0.296232452,0.066366925,0.296729416,0.294959708,0.046605646,0.188312924,0.287440297,0.144177222,0.18143375041189,0.909914692199215,2.42338658131319
"T1725",0.244753214,0.304976322,0.030357153,0.310914533,0.301557,0.034040145,0.255357458,0.316953038,0.172682888,0.15936584110349,0.997067633494797,2.49681964365864
"T2457",0.122148009,0.219692864,0.408967054,0.128374783,0.206684702,0.023738525,0.169851964,0.204986938,0.053773051,0.371248959991439,0.32854725632313,1.93353976111797
"T2458",0.128004738,0.109067769,0.397807018,0.093453794,0.145633788,0.043711099,0.074953595,0.090035128,0.043031804,0.166583696086485,0.967753699781054,2.47212039782721
"T2459",0.164152494,0.11177129,0.403537185,0.058905309,0.129340276,0.03813079,0.131829633,0.136472754,0.022842483,0.382951672788178,0.297737728296346,1.90758036194231
"T2460",0.169838954,0.113692011,0.393217441,0.089488666,0.113690051,0.057252131,0.111774473,0.080155658,0.094596466,0.0388502501558808,1.76418700235128,3.14317676715017
"T2461",0.158997313,0.11149343,0.404081284,0.038086906,0.074601734,0.03698697,0.11315974,0.084016825,0.067462163,0.308971721395093,0.498767135137453,2.07696311307362
"T8307",0.316791968,0.128951891,0.340101407,0.126543696,0.123475809,0.049379682,0.228388075,0.115036353,0.216003252,0.373046833038733,0.323794439721083,1.92953514724417
"T8308",0.130273156,0.122654944,0.476391798,0.111796011,0.109174588,0.046701278,0.216722015,0.102622989,0.224708505,0.2479850007045,0.680844322457018,2.23037716025735
"T8318",0.200745601,0.180844471,0.421907225,0.172051874,0.167582253,0.043770865,0.051204087,0.163784762,0.276278712,0.320687587630229,0.465776936597436,2.04916633111578
"T2217",0.107866848,0.061314877,0.365603392,0.06575063,0.088315897,0.065997999,0.091816454,0.106954114,0.075449119,0.000424570253688344,3.33625888362533,4.46776835009626
"T2218",0.091619353,0.072531358,0.372736805,0.035920964,0.088208269,0.057719832,0.085783054,0.081839523,0.080739959,0.00322943964460047,2.72352773144859,3.95149518444151
"T2221",0.074242813,0.018288827,0.373507983,0.028111636,0.042290578,0.069358897,0.080680572,0.130935367,0.092219082,0.421988048652089,0.196810163560217,1.82254111893494
"T2212",0.132919782,0.020705545,0.355443133,0.022214113,0.108796436,0.116834932,0.156043307,0.091387127,0.080803351,0.402498833599157,0.24688442906183,1.86473254249242
"T2213",0.136828994,0.06888721,0.303086024,0.046186959,0.126844832,0.076577708,0.070091814,0.096554625,0.073950332,0.0859991729840353,1.36581083095413,2.80751417451395
"T2215",0.13864707,0.047504792,0.369163602,0.086844328,0.102527731,0.085892457,0.086964177,0.012340539,0.071868088,0.29261100384829,0.54577296705712,2.11656914512078
"T2216",0.080240639,0.054698833,0.367600999,0.086430087,0.035204355,0.083346435,0.082883739,0.091190335,0.107085691,0.0161133283523041,2.14158791949583,3.4611660933384
"T2143",0.117877554,0.109659349,0.182510676,0.073883729,0.071692367,0.066024175,0.055065944,0.101542841,0.073913645,0.00826512732971038,2.39699266404448,3.67636425247058
"T2144",0.070783476,0.082174316,0.127594468,0.07835059,0.142033902,0.070235127,0.131374107,0.07826326,0.142080265,0.0511256391621631,1.63403606388624,3.03351458207018
"T2145",0.048819486,0.122932413,0.053552252,0.025618436,0.092111401,0.049288236,0.144127225,0.109578281,0.066149026,0.346851508902598,0.393834789207961,1.98854953361035
"T2146",0.071437472,0.101202203,0.294609451,0.06651394,0.126654439,0.065342192,0.167428092,0.087523693,0.165286077,0.152782639542254,1.02457179391771,2.51999401617058
"T2147",0.141823739,0.130525569,0.195137421,0.041209231,0.035313536,0.06488214,0.137381049,0.120511671,0.070116754,0.305585686129178,0.508402111567902,2.08508132244667
"T2148",0.073012714,0.108714202,0.082318523,0.071657227,0.084271084,0.079998836,0.072243655,0.101867798,0.077262313,2.23513960240149e-07,5.04775669879969,5.9098370157945
"T2149",0.072523928,0.080721935,0.052822968,0.135207022,0.164310753,0.053693356,0.10378985,0.070456259,0.055549765,0.215068696833867,0.788956564491743,2.32147004698755
"T2151",0.065330393,0.115096892,0.222657991,0.0686512,0.135746646,0.06446188,0.063830947,0.103273727,0.072246235,0.0463869620936594,1.68094332155601,3.07303755772324
"T2152",0.142871147,0.126703914,0.324954607,0.114014455,0.086421395,0.04128209,0.171443727,0.11203531,0.08093375,0.101918754243374,1.27069406312063,2.72737097523022
"T2153",0.146804681,0.132926459,0.312962668,0.103887433,0.082602296,0.058259117,0.142155362,0.12155804,0.094077276,0.0124207901156469,2.24385736265834,3.54733597222197
"T2107",0.040346862,0.131566078,0.163348519,0.123312896,0.121058329,0.050868903,0.053709174,0.117529978,0.047559013,0.294193017713464,0.541176352163035,2.11269614321083
"T2109",0.107793195,0.140378535,0.106516252,0.038437821,0.072419516,0.070563554,0.180705506,0.127444509,0.105436976,0.207857225491065,0.813878687849198,2.34246885449862
"T2126",0.073169221,0.141187459,0.076140243,0.040170107,0.036738246,0.058823533,0.047188804,0.126691919,0.095090251,0.367938590313142,0.337318015094173,1.9409298005828
"T2127",0.103390991,0.119499423,0.055030163,0.054141888,0.053231057,0.065402506,0.053281616,0.108839578,0.079971176,0.0683259102350489,1.48837577912317,2.91078457877648
