"","ddpA","ddpB","ddpC","ddpD","ddpF","ddpX","glnG","patA","potF","potG","potH","potI","yeaG","yeaH","yhdW","yhdX","yhdY","yhdZ","pval","z","inv_cof_var"
"T8405",0.124593708,0.150463373,0.160004471,0.157639039,0.121949737,0.195877162,0.076187047,0.183349846,0.178966688,0.182045618,0.194326715,0.193961396,0.191745813,0.075839414,0.166561037,0.122427488,0.118637327,0.195793219,0.00441094083002023,2.61888061115422,4.47753250873807
"T1995",0.053241242,0.060438815,0.052539939,0.057155284,0.063204313,0.056190219,0.052437835,0.068500757,0.104731606,0.058461521,0.052458815,0.052840937,0.156885971,0.060315163,0.054625851,0.053945965,0.052549198,0.065364613,0.308726718547715,0.499462729194306,2.49496683044604
"T8223",0.0405951,0.079021005,0.024899434,0.057607148,0.081463462,0.052645246,0.02182145,0.030542307,0.030181575,0.041145195,0.032489856,0.030268212,0.082150729,0.024437029,0.021857654,0.043560617,0.029732326,0.057309124,0.431341305405035,0.172960328560991,2.18954690411374
"T0930",0.053545993,0.060161669,0.047819307,0.06483717,0.079315786,0.062049378,0.041379926,0.107963167,0.078706709,0.047795002,0.048387597,0.049691768,0.115662121,0.081416398,0.04214721,0.056547249,0.049164272,0.065935295,0.129220496366986,1.13008361610537,3.08486811279617
"T1129",0.049745817,0.106812058,0.036249588,0.062846935,0.085627535,0.064053515,0.029693797,0.148111809,0.04751893,0.059589267,0.042298021,0.047981944,0.101298806,0.089180721,0.035610903,0.049963627,0.040627025,0.069419161,0.428378254362793,0.180504516822724,2.19660395918796
"T1130",0.051015096,0.106812058,0.040800052,0.065556699,0.090555007,0.067766933,0.034110533,0.148111809,0.039376041,0.055298066,0.045061009,0.046541864,0.093639424,0.089180721,0.041858034,0.054273924,0.04411391,0.072600717,0.388910594344645,0.282159529616692,2.29169504108696
"T1992",0.0530048,0.069696075,0.048014351,0.063052206,0.074556187,0.06093175,0.056705983,0.06143042,0.076546188,0.107751981,0.063193377,0.059750993,0.082669675,0.048126242,0.04775046,0.055636158,0.050408024,0.06567848,0.0106587533874096,2.30231336294612,4.18140621551818
"T1993",0.041768138,0.060127457,0.039959985,0.051449259,0.066368312,0.049011115,0.052431853,0.053581602,0.050241801,0.11192341,0.046753722,0.04781705,0.09534585,0.045113782,0.044140834,0.043664826,0.040175917,0.054472549,0.198678595394744,0.846350594953887,2.81945591904189
"T1994",0.041248241,0.059835341,0.039742167,0.051647747,0.066451667,0.049234002,0.046573249,0.059095624,0.063252597,0.092280998,0.061238683,0.058144321,0.134729166,0.050696251,0.044116701,0.043244349,0.039569215,0.053589791,0.290954539854796,0.550598292395524,2.54280053676974
"T4827",0.075903095,0.077065345,0.083166538,0.081386156,0.092208964,0.076027306,0.173684254,0.078314924,0.146139422,0.085172454,0.080900976,0.076699918,0.076092529,0.09986789,0.079313354,0.080226213,0.076050278,0.086505318,0.000653482052774173,3.21444618585327,5.03464202339344
"T4829",0.089752831,0.093412528,0.089810325,0.084999476,0.094897651,0.085692058,0.13749848,0.090819326,0.263231566,0.128541594,0.084492317,0.093180697,0.092309291,0.100291838,0.083509444,0.08374755,0.088690447,0.08883275,0.350779967972123,0.383215567957872,2.38622582470671
"T4831",0.101311949,0.112246489,0.113058146,0.084809145,0.092298944,0.093491924,0.092130042,0.115732069,0.201071848,0.110857787,0.084937215,0.109603681,0.109201063,0.084870899,0.084492837,0.084789977,0.101043004,0.086329746,0.0316502621467047,1.85707471983663,3.76491692381611
"T4832",0.101897361,0.109887175,0.111048827,0.088322344,0.097544612,0.091009226,0.095935034,0.112411525,0.192342626,0.108968538,0.088179623,0.108299383,0.107748531,0.088764791,0.087462157,0.087860879,0.100265418,0.089998394,0.00920494711446863,2.35726922474505,4.23281354125178
"T5088",0.033701809,0.039696301,0.056109697,0.038144587,0.051664841,0.032864994,0.039457088,0.031999732,0.035983225,0.058289925,0.033297516,0.039095865,0.059946828,0.035073709,0.033457054,0.033700775,0.03582121,0.03924663,0.00943126415693577,2.34823673554585,4.22436428580843
"T5536",0.088480774,0.11115978,0.240313564,0.104500695,0.06341361,0.107788022,0.075900947,0.143475693,0.076058976,0.173417509,0.081245936,0.169190213,0.069339501,0.068652202,0.063039861,0.076816322,0.138041385,0.098969083,0.399372031406646,0.254972857869909,2.2662638305782
"T5538",0.074120739,0.113165726,0.243552091,0.061260495,0.101304401,0.129241138,0.078472374,0.077158115,0.191627291,0.232191212,0.085048674,0.170971694,0.148431682,0.076344077,0.075716415,0.10540354,0.138092083,0.090675051,0.420501369425412,0.200611022154208,2.21541217427376
"T5542",0.130860332,0.060763622,0.252226084,0.140359003,0.08914787,0.130657184,0.076245097,0.173208066,0.200272041,0.100740313,0.083411538,0.163791076,0.155612402,0.080519296,0.06203696,0.060435081,0.138361891,0.063168732,0.41678328042412,0.210129552424284,2.22431608679704
"T5548",0.09351607,0.151702516,0.249006794,0.084356689,0.06396387,0.097651336,0.061823956,0.148771973,0.200707471,0.119446766,0.065078444,0.09936825,0.148704994,0.063876468,0.080392337,0.114799525,0.122788738,0.118373358,0.348790333391111,0.388588376174189,2.39125170717019
"T5556",0.175184547,0.136447375,0.07881275,0.103928308,0.100596929,0.098162174,0.096111219,0.10303815,0.199313841,0.236289411,0.081583293,0.107478642,0.143597013,0.113152952,0.09549323,0.095932698,0.145961648,0.094059169,0.195011966690467,0.859573961705555,2.83182544432356
"T5558",0.162903786,0.171765017,0.147313553,0.103811912,0.102225,0.130107744,0.099711179,0.085065516,0.176298628,0.213519626,0.095829673,0.095645335,0.123476757,0.073105461,0.114959471,0.10186876,0.13525243,0.101516816,0.0833845152874379,1.38266036410888,3.32113581440832
"T5564",0.15625672,0.100838455,0.169184187,0.096286785,0.078098542,0.103153322,0.077086267,0.112928301,0.198171433,0.230856792,0.08295494,0.087135005,0.149030582,0.095498117,0.068412304,0.075770567,0.135890739,0.07514278,0.305629274852132,0.508277781265491,2.50321268881944
"T5566",0.175181777,0.123924081,0.198408915,0.117570729,0.106009806,0.094358699,0.105838381,0.102803104,0.20134429,0.228890595,0.111265179,0.101428561,0.162747507,0.097157854,0.102356793,0.099571749,0.147921695,0.106361591,0.127130178572203,1.14006227540061,3.09420244351146
"T5568",0.150869312,0.130174637,0.108412564,0.094234749,0.095054213,0.13284957,0.097727493,0.122381733,0.176357931,0.201270594,0.094775526,0.121533513,0.104405004,0.113338141,0.156672093,0.097202119,0.114196169,0.096609541,0.0180994526172038,2.09468610492767,3.98718558582121
"T5570",0.152583213,0.095269507,0.175715925,0.129815332,0.089365491,0.083872472,0.089069837,0.092348263,0.175147173,0.199883355,0.089204349,0.13042585,0.131427044,0.093952534,0.168537214,0.092115498,0.13074099,0.089977352,0.0879286596642241,1.35362101346511,3.29397155369491
"T5572",0.161094907,0.145098554,0.148395177,0.102574909,0.105122499,0.132806159,0.100258497,0.146428653,0.183669441,0.220599963,0.10525226,0.111045336,0.148880071,0.134244462,0.083446753,0.095539322,0.137990919,0.103012891,0.0284730990408164,1.90372354691958,3.80855360551746
"T5574",0.138719557,0.124168771,0.158439225,0.092408777,0.089440456,0.099404164,0.096732196,0.133614709,0.16529187,0.21878939,0.091793862,0.098298393,0.137686851,0.098323428,0.115411456,0.092123996,0.112935157,0.09044631,0.0645203219283017,1.51789589946263,3.44763910248565
"T5576",0.162818573,0.207701024,0.207538447,0.094594715,0.092972627,0.106192514,0.09673869,0.133543541,0.19458791,0.222740169,0.080312534,0.082356285,0.121036169,0.117634421,0.115807356,0.092509038,0.140561328,0.096146218,0.208924891594293,0.810157286181881,2.78559963597191
"T5578",0.132478002,0.142009828,0.191599782,0.101866389,0.100080722,0.118128067,0.100038248,0.191460137,0.156413568,0.196016001,0.100394219,0.105254399,0.11816094,0.161356224,0.104398574,0.100695279,0.116481828,0.100133225,0.0332825346229333,1.83459938926797,3.74389284009342
"T8212",0.069243333,0.108738204,0.051623087,0.088551681,0.111077821,0.082953579,0.049646672,0.083735053,0.104670663,0.070139982,0.059125642,0.05837459,0.108642491,0.061224454,0.049470446,0.073108,0.057924121,0.088291813,0.0356166529582349,1.80398724890506,3.7152573457253
"T8213",0.095041484,0.152528387,0.058689568,0.124851351,0.157218982,0.1175388,0.038690901,0.045180672,0.072075303,0.096166697,0.076265202,0.075358319,0.094536941,0.032184404,0.039991983,0.101376734,0.074664285,0.125081735,0.321389161117682,0.46381775405244,2.46162347474382
"T8214",0.081175219,0.123550861,0.063769671,0.101268228,0.126960209,0.095836148,0.057449359,0.066761483,0.083396166,0.08190098,0.071345558,0.070819985,0.097143257,0.056307532,0.057730424,0.085008394,0.07034133,0.101247666,0.0161343989250537,2.14106498542789,4.03056975156786
"T8215",0.061700709,0.076657174,0.055238311,0.068922455,0.07813664,0.066898364,0.052508701,0.055894133,0.07028464,0.061931748,0.057813486,0.057650057,0.0913488,0.051807184,0.052765556,0.063044997,0.057577098,0.069060727,4.73838516549888e-06,4.42877983138808,6.17056534843694
"T8217",0.059342427,0.078386207,0.049607502,0.069283835,0.080967155,0.066846417,0.043773723,0.048319527,0.069037164,0.05955512,0.053586362,0.053419505,0.090838975,0.04086271,0.044160786,0.061231082,0.053521518,0.069745756,0.00385544043075398,2.66447407944291,4.52018197685516
"T8219",0.050984461,0.071541014,0.040088133,0.061631435,0.073968092,0.059034343,0.033362427,0.045365798,0.074078936,0.05126005,0.044809685,0.044449299,0.096759519,0.033167794,0.034242586,0.052991138,0.044552058,0.062021212,0.0825189635036505,1.38832557779768,3.32643522153101
"T8141",0.043037848,0.039804312,0.046901598,0.038999401,0.049168863,0.03937509,0.04162617,0.073502606,0.03953047,0.047773033,0.039048699,0.039325259,0.105849887,0.062813697,0.054158736,0.040800746,0.042585472,0.039781144,0.189805676010165,0.878612617777176,2.84963476187706
"T8216",0.029361209,0.062739533,0.033524534,0.034373401,0.07272602,0.030858993,0.037850895,0.051180737,0.066756769,0.02931102,0.031471121,0.031639129,0.082163277,0.042969474,0.037382803,0.029097192,0.03170071,0.034689589,0.312852972892535,0.487779623684101,2.48403811072656
"T8218",0.029566074,0.046340407,0.032159647,0.032839053,0.050699375,0.030910683,0.036008442,0.053639132,0.072119331,0.029599413,0.030745031,0.030861965,0.087148808,0.042492176,0.035458173,0.02975409,0.030930645,0.033005234,0.317728968737832,0.474058855919251,2.47120330194159
"T8220",0.027776519,0.045396043,0.031814317,0.029686367,0.050413702,0.02855187,0.036005713,0.052300335,0.068552174,0.027770997,0.029564609,0.029769782,0.084227565,0.042744352,0.035622738,0.02764703,0.029877617,0.029714031,0.337329928645974,0.419761274738608,2.42041175121471
"T5535",0.060968843,0.115264528,0.23552501,0.109697713,0.06412784,0.116064634,0.075686293,0.158222623,0.078598571,0.12812086,0.06151352,0.175496936,0.13984168,0.077690888,0.06608879,0.091079383,0.13911482,0.070807943,0.384004439623906,0.29498036486546,2.30368802658907
"T5543",0.130634913,0.070511881,0.255402938,0.076290314,0.070302633,0.107136618,0.076531448,0.071356965,0.178491349,0.086003946,0.077916485,0.17787343,0.157873374,0.090230377,0.068879022,0.073357028,0.125290439,0.070333076,0.479087149123295,0.0524447745552858,2.07681311852771
"T5537",0.131218255,0.086906494,0.228238225,0.139104173,0.131955562,0.090049597,0.086558939,0.081857567,0.145234428,0.121083395,0.081780694,0.14017913,0.105880429,0.133760786,0.13772679,0.123771507,0.096958683,0.098799452,0.0631881954357844,1.52854858284109,3.45760393510672
"T5539",0.090747967,0.07435642,0.25355185,0.075339839,0.084571557,0.105368773,0.076433056,0.087216603,0.110289954,0.105162728,0.081018254,0.14805283,0.139406845,0.090085414,0.073548646,0.093144525,0.113875387,0.074268139,0.340512714741002,0.411064241465108,2.41227629108777
"T5541",0.073728292,0.098948904,0.24150757,0.096076405,0.107961101,0.102415191,0.090587887,0.183958967,0.165673061,0.073592935,0.091599034,0.122966845,0.129994206,0.108801732,0.099950309,0.103164986,0.107925487,0.09133679,0.220492323368045,0.770531551009127,2.74853256052668
"T1589",0.043522618,0.040119789,0.047021662,0.040246616,0.035400884,0.041896864,0.026666527,0.068852326,0.012931589,0.036749161,0.047840808,0.029312725,0.095533854,0.055056178,0.052049385,0.043262034,0.044662229,0.038560235,0.263310687805269,0.633171927619732,2.62004233817227
"T1593",0.035585925,0.042204974,0.03419623,0.039606593,0.047509876,0.041335602,0.047756066,0.032791836,0.073938807,0.061766685,0.039779382,0.042846001,0.083039438,0.034092917,0.033406968,0.036751878,0.035944943,0.042141022,0.137900708327969,1.08979963076937,3.04718529083276
"T0882",0.056768454,0.032724223,0.035420803,0.052663392,0.04739621,0.052784301,0.078718007,0.06662414,0.030093314,0.029870637,0.050470733,0.071769617,0.115278786,0.059363837,0.028376192,0.051516061,0.056361336,0.051190463,0.3006018111022,0.522670425786552,2.5166759908375
"T2299",0.046238103,0.106812058,0.034421079,0.053197532,0.06656123,0.049545101,0.043316807,0.148111809,0.08397,0.108584148,0.057864706,0.040920767,0.080621093,0.089180721,0.031783483,0.043824301,0.03731317,0.05340139,0.478892223201345,0.0529340600874638,2.07727081057195
"T2300",0.050741668,0.076350188,0.051733042,0.053240309,0.056123489,0.051003345,0.052966672,0.103807174,0.119432534,0.054108158,0.053358582,0.050880761,0.051710872,0.077919949,0.05296349,0.051225259,0.050957993,0.052045096,0.142503654591924,1.06913840351785,3.02785817258538
"T0878",0.079799175,0.038506044,0.069353888,0.018614392,0.079197388,0.079748322,0.018260095,0.063392657,0.093838817,0.080429845,0.034361105,0.080778461,0.106611625,0.063055229,0.081974455,0.020991906,0.080501946,0.079240865,0.236273751907405,0.718340273326448,2.69971130789848
"T0879",0.061504033,0.106812058,0.103922914,0.107797467,0.054732692,0.05793041,0.023460921,0.148111809,0.093269543,0.023657278,0.048449108,0.06271734,0.112144999,0.089180721,0.020886572,0.036955039,0.061441452,0.056747556,0.467057495296377,0.0826686784253238,2.10508544508812
"T0880",0.077507964,0.106812058,0.074689551,0.078475234,0.077920893,0.075858917,0.112973556,0.148111809,0.074210591,0.080969934,0.076339223,0.074074824,0.209272749,0.089180721,0.073444064,0.076360872,0.07439574,0.076598078,0.290489650169589,0.551954831082873,2.54406948286372
"T0150",0.06836807,0.079367366,0.065521571,0.077580926,0.07866932,0.071416211,0.064661104,0.073402452,0.08873675,0.068126326,0.066312084,0.066359976,0.125359687,0.065064872,0.064559838,0.069851206,0.066743006,0.073503701,0.000490774143077664,3.29576286536953,5.11070803154306
"T0877",0.047064398,0.032724223,0.055881058,0.01931746,0.044628009,0.048181989,0.043062607,0.06662414,0.08724964,0.053943269,0.084958829,0.05517882,0.10982487,0.059363837,0.103552519,0.014505215,0.054129251,0.047320341,0.423329173436068,0.193383870008958,2.2086516840859
"T1082",0.075178872,0.086588189,0.07075972,0.077743335,0.088302595,0.079435847,0.066172167,0.068967304,0.092034163,0.074509583,0.072444046,0.072177027,0.134184343,0.065927635,0.068295351,0.076889551,0.073043111,0.082697057,0.000570803786146102,3.25308147972974,5.07078261098694
"T2297",0.064742357,0.106812058,0.043620424,0.062544964,0.074093809,0.058890553,0.043601565,0.148111809,0.103111222,0.06669939,0.049637345,0.048193327,0.044813004,0.089180721,0.042992229,0.055460412,0.046389421,0.060284471,0.340789094581017,0.410310502006219,2.41157122108044
"T2298",0.089000657,0.106812058,0.060235293,0.087727674,0.099183593,0.083467575,0.082623877,0.148111809,0.0816296,0.09120175,0.071874366,0.069936249,0.05103132,0.089180721,0.054334896,0.079476709,0.066466908,0.085669139,0.0385362382011339,1.76793077966112,3.68152906636525
"T2380",0.050606353,0.076811401,0.044282375,0.056325211,0.068051741,0.056251808,0.047401528,0.063586085,0.170369171,0.058178923,0.051789187,0.061602778,0.119127016,0.05248017,0.045596253,0.047901866,0.044065282,0.052128809,0.493709966419873,0.0157674293241982,2.0425040535505
"T2381",0.054046871,0.080384677,0.045056928,0.057898327,0.071902758,0.060184778,0.045072218,0.069386669,0.058768382,0.063127106,0.055105994,0.062122162,0.130765155,0.049258962,0.045374226,0.052353329,0.046335719,0.056384116,0.125964995642067,1.14567417976344,3.09945198352634
"T0732",0.050389624,0.053476841,0.050568328,0.050627314,0.051605587,0.050160444,0.050645774,0.070563896,0.094012772,0.051323363,0.049757486,0.049775194,0.147414289,0.055454868,0.051413929,0.050067716,0.049682582,0.049923023,0.342992543508117,0.404309572679922,2.40595777569931
"T0748",0.056462985,0.058202245,0.057947106,0.05649093,0.057144561,0.056376088,0.058129896,0.07962444,0.104655959,0.05717424,0.056349332,0.056347096,0.160736245,0.06350817,0.059284715,0.056342851,0.056751571,0.056324607,0.30548631793041,0.508685573854438,2.50359414997327
"T0733",0.048920586,0.050190511,0.049385481,0.049017737,0.049658356,0.048905962,0.051914965,0.072260512,0.093250455,0.050398001,0.04900561,0.048899841,0.147757247,0.059056105,0.052924772,0.048899242,0.057744564,0.04892261,0.353412871837109,0.376122613193407,2.37959086668668
"T0741",0.056410493,0.058286374,0.056477304,0.056885951,0.057822708,0.056355493,0.057240848,0.073782581,0.096908155,0.059196015,0.056166444,0.056237282,0.150838739,0.062426897,0.0581056,0.056272022,0.05621279,0.056752831,0.220953056673056,0.768978433773884,2.74707972909067
"T0749",0.051266323,0.055657966,0.05041401,0.052092633,0.053941694,0.050982391,0.051006789,0.07155166,0.095891861,0.0549324,0.050172446,0.050473291,0.153725012,0.056607782,0.051894197,0.050755865,0.050282489,0.051620024,0.363211154234909,0.34988859248236,2.35505079391103
"T0834",0.054030106,0.063179804,0.0500845,0.054233918,0.056812567,0.053006806,0.050016425,0.073328281,0.077190243,0.083790026,0.051404462,0.051160187,0.158869349,0.055617718,0.050743931,0.05272026,0.049904398,0.084840039,0.321424251881805,0.463719807960989,2.46153185309578
"T0832",0.061959834,0.075383189,0.049714003,0.062105794,0.066068087,0.060069504,0.049871281,0.068931236,0.066240708,0.094178176,0.056728592,0.056175111,0.144073358,0.050867642,0.049319881,0.059599944,0.051721252,0.121283275,0.242961240893562,0.696808762256515,2.67957010063003
"T0822",0.055318798,0.06138902,0.051777946,0.056696259,0.05913423,0.055132103,0.051824471,0.069869088,0.064701665,0.09373241,0.054168268,0.058164877,0.124361818,0.056366712,0.052272917,0.054429021,0.052103787,0.055360418,0.0729727481989779,1.45400292086012,3.38787173544614
"T0823",0.052083714,0.066413923,0.041714863,0.052911854,0.058023665,0.050163195,0.041727145,0.076165684,0.061027596,0.087015298,0.048057431,0.047738589,0.149488597,0.049942999,0.042561007,0.049976704,0.043461109,0.04944829,0.374694103497312,0.319446166959879,2.3265740557847
"T0801",0.046068257,0.051705851,0.044016376,0.048741821,0.052027567,0.045829588,0.044546874,0.060369939,0.069814544,0.092953076,0.045432772,0.045270894,0.139713552,0.048688649,0.044845022,0.045998569,0.050226929,0.130794432,0.47723578638754,0.0570924222154286,2.08116066452806
"T0824",0.051540784,0.053268961,0.052461878,0.051420348,0.051455507,0.052132642,0.051457853,0.068100855,0.066499788,0.051462427,0.055716135,0.051759886,0.138355173,0.06279873,0.058952169,0.051419506,0.052066553,0.058933256,0.173812338553099,0.9392066077414,2.90631615813987
"T0829",0.06213292,0.075358814,0.055282104,0.060392339,0.065917601,0.054992953,0.055804554,0.070796572,0.057621857,0.086498727,0.064748792,0.058942571,0.143881945,0.061619692,0.057922155,0.05599361,0.055525788,0.059493793,0.11324736606152,1.20943770026542,3.15909825165983
"T0813",0.046202207,0.044056894,0.047502453,0.044362835,0.043831813,0.046375349,0.049708689,0.060017243,0.074706662,0.043776269,0.045221032,0.044898025,0.145632496,0.058527157,0.053734902,0.04556227,0.044645894,0.043849448,0.422114824163956,0.19648618035184,2.21155367621382
"T0825",0.045505578,0.048267416,0.044723887,0.046594559,0.048805005,0.04551148,0.045821644,0.050786618,0.079941491,0.050290645,0.044959121,0.045451669,0.139797027,0.047223155,0.046154939,0.045347053,0.046506144,0.050952108,0.37552158958225,0.317264147671987,2.32453293091434
"T0807",0.04372037,0.041515398,0.04268007,0.041418371,0.041449097,0.041585963,0.053895868,0.046140102,0.056401409,0.119873856,0.042987635,0.041394058,0.041996939,0.119887027,0.041862345,0.041622023,0.057633383,0.044039601,0.474676372125169,0.0635196100028516,2.08717284458172
"T0808",0.120347964,0.074156825,0.059957496,0.070651903,0.074758376,0.067428584,0.045050688,0.136364583,0.13347848,0.19761829,0.059149306,0.066112368,0.134370474,0.153521697,0.140927441,0.064206367,0.133389105,0.100790289,0.296960974838816,0.533161269084768,2.52648943349854
"T0831",0.08309879,0.059679084,0.062146473,0.058160032,0.057921965,0.067210784,0.065632683,0.09407164,0.091754663,0.065702775,0.064003808,0.056262648,0.109594017,0.090395544,0.070284074,0.059439963,0.055953244,0.05674525,0.00824646675909563,2.3978207613325,4.27074663850673
"T0820",0.079512619,0.072374452,0.082287045,0.072739266,0.08624875,0.150495847,0.053603502,0.184030238,0.160009585,0,0.060482934,0.071941038,0.145872718,0.128537865,0.170039339,0.05933392,0.167322142,0.113440189,0.476237754800489,0.0595983788057707,2.08350480985664
"T0827",0.050638462,0.101283367,0.052570658,0.051028661,0.052674004,0.054954089,0.054162231,0.088692566,0.086447887,0.080857704,0.067119266,0.051631828,0.171739288,0.077083278,0.068084558,0.05675725,0.054557983,0.052116989,0.360149069257202,0.358060366163903,2.3626949108026
"T0816",0.055092107,0.060884337,0.053454346,0.055490275,0.061723878,0.053250258,0.054714817,0.074092665,0.053216329,0.14009197,0.055575255,0.055566816,0.133484605,0.065975184,0.060059427,0.05340594,0.054006377,0.054311889,0.308237664276293,0.500851939502211,2.49626633853259
"T5135",0.185114819,0.191594357,0.242116538,0.10031724,0.078448456,0.108732997,0.054714482,0.221144499,0.187924942,0.254696987,0.088678192,0.081635119,0.169553883,0.102899991,0.113310525,0.086550317,0.142952307,0.061764095,0.387413206994693,0.286067511847472,2.29535068234019
"T5137",0.175171604,0.182128519,0.258621216,0.095078578,0.088035317,0.084854655,0.085839549,0.203806733,0.088932474,0.193202395,0.090578854,0.086099427,0.156249594,0.101449756,0.103376348,0.102139236,0.138238152,0.086494494,0.323737086506024,0.457273919624069,2.45550217999938
"T0033",0.057023017,0.046812143,0.040977825,0.054007977,0.049159731,0.044335462,0.044005253,0.053272976,0.078803659,0.041833554,0.040578171,0.040544606,0.123029356,0.039405043,0.03900831,0.054855728,0.040985732,0.046569218,0.294876505864613,0.539193982956653,2.53213261107629
"T0034",0.057709167,0.05293884,0.04965837,0.054810468,0.053977731,0.051127088,0.054327921,0.066856636,0.092337783,0.049762964,0.049453614,0.04942505,0.136822225,0.050817523,0.049988976,0.063233976,0.049671,0.051721366,0.232220255294253,0.73155452900261,2.71207231041277
"T0040",0.079223896,0.046665368,0.040338637,0.053860364,0.050488858,0.043510627,0.051877688,0.054530714,0.076462019,0.040356421,0.039193909,0.039249252,0.143132659,0.039421623,0.038714532,0.073361404,0.039540314,0.045109798,0.468254771565945,0.0796576495492083,2.10226884032275
"T0063",0.04940746,0.106812058,0.048747286,0.051914575,0.05655365,0.051283282,0.048695531,0.148111809,0.087386817,0.049437746,0.049076817,0.048798738,0.136901675,0.089180721,0.048705519,0.050221786,0.049068682,0.053829208,0.464893029239288,0.088114013577671,2.11017917137576
"T0036",0.058636337,0.044601151,0.037341788,0.05188882,0.047058176,0.040352425,0.053222595,0.043373926,0.075585257,0.037847546,0.034619123,0.034886695,0.124769475,0.031127774,0.031682839,0.055026042,0.035071507,0.043444887,0.449441873045105,0.127071578575267,2.14662122083259
"T0038",0.053947405,0.041629983,0.035369099,0.044975965,0.044046286,0.038857165,0.047174512,0.04153853,0.068682327,0.036275906,0.034721087,0.034820668,0.116147036,0.031874616,0.032696764,0.051391005,0.035238047,0.040396701,0.399615872965424,0.25434149399989,2.26567323428765
"T0015",0.069033102,0.04784848,0.041474725,0.05925732,0.049812327,0.043179049,0.052052629,0.044698497,0.069773683,0.03876314,0.036353474,0.036295413,0.105346531,0.034068909,0.033899443,0.052908733,0.036966976,0.046615935,0.221124211296471,0.768401949406674,2.74654046869741
"T0016",0.050220869,0.048562874,0.044975168,0.050947745,0.05025799,0.04691959,0.050544327,0.060949694,0.08867185,0.045034716,0.044592575,0.04458374,0.137289806,0.045418937,0.04439745,0.054473446,0.044831543,0.04799401,0.355719211420465,0.369924933676483,2.37379337540387
"T0020",0.081526273,0.057493083,0.045363275,0.063706204,0.065238761,0.052342491,0.198346858,0.060819882,0.096711609,0.047291246,0.045683172,0.046699819,0.156142558,0.044699117,0.043809646,0.110307823,0.046153171,0.057525717,0.431736074986427,0.1719559626004,2.18860739072241
"T0056",0.077214538,0.106812058,0.069129821,0.088935657,0.099387114,0.086647682,0.057255942,0.148111809,0.070838338,0.077822506,0.071518996,0.071807578,0.113963671,0.089180721,0.061459345,0.080660912,0.073168688,0.090676166,0.0129184850171766,2.22865347575783,4.11250259559056
"T0021",0.06635476,0.051691668,0.049228306,0.055078744,0.053207801,0.049693408,0.061035621,0.072094197,0.092944181,0.049211068,0.049316996,0.04926794,0.137083551,0.051511418,0.050050728,0.072574914,0.04922733,0.053771909,0.232686581907067,0.730027845932825,2.7106442062708
"T0017",0.059613479,0.049140758,0.043250108,0.061212872,0.051713265,0.044143164,0.058941472,0.056796647,0.082840568,0.041807942,0.04043957,0.040469465,0.116845733,0.040601847,0.040586617,0.09714273,0.040756412,0.046396194,0.303960771855288,0.513042568836574,2.5076698109298
"T0018",0.057374166,0.053840671,0.044202523,0.061344331,0.056568091,0.049802,0.058845053,0.048990154,0.077633208,0.045619334,0.043232007,0.043267455,0.115407282,0.039651807,0.04082987,0.078489694,0.045560196,0.053875484,0.1619372819292,0.986527017859322,2.95058105831885
"T0054",0.06943017,0.106812058,0.066267342,0.075991177,0.083310517,0.073844121,0.068078655,0.148111809,0.098440165,0.068865526,0.067706894,0.067148983,0.142382215,0.089180721,0.064881992,0.071321293,0.067559371,0.07695697,0.088815593146083,1.34808456172791,3.28879259428011
"T0055",0.069613317,0.106812058,0.06594604,0.076004711,0.083100977,0.074865472,0.066473059,0.148111809,0.093159606,0.069558463,0.067900705,0.067119831,0.137134725,0.089180721,0.06274096,0.071113796,0.06767785,0.076844958,0.0758866076885507,1.43329617239712,3.36850203532178
"T1864",0.098549094,0.106812058,0.099863937,0.117124573,0.125233425,0.120973218,0.092704356,0.148111809,0.098506595,0.103951086,0.098874616,0.098866999,0.215953057,0.089180721,0.092002432,0.104988559,0.099520338,0.114688343,0.0299523967617071,1.88149368490769,3.78775914028572
"T1868",0.105999758,0.106812058,0.108182867,0.131191189,0.140266854,0.117727523,0.095785604,0.148111809,0.083814234,0.114393808,0.106380593,0.106628248,0.195946583,0.089180721,0.094692561,0.115317693,0.107470988,0.127831287,0.00442427527837395,2.61785071995671,4.47656911829112
"T1866",0.117393127,0.106812058,0.106370649,0.120199734,0.12874593,0.125037207,0.098140848,0.148111809,0.099320639,0.11369315,0.107504769,0.10779426,0.244870175,0.089180721,0.100471565,0.112936628,0.108117464,0.120680959,0.0577764225207773,1.57371719381262,3.49985597922248
"T1870",0.111139434,0.106812058,0.10391402,0.115304243,0.122193784,0.11657947,0.102796613,0.148111809,0.100837071,0.109350355,0.104911287,0.105244738,0.274499787,0.089180721,0.099266454,0.109648463,0.105527186,0.115943991,0.182778294455122,0.904827861445375,2.87415727005585
"T0692",0.051165463,0.106812058,0.051682938,0.052156442,0.061852675,0.051871852,0.054994896,0.148111809,0.104668467,0.051252979,0.054500891,0.053421664,0.135911095,0.089180721,0.05455499,0.05113651,0.053199162,0.052231468,0.417051876803176,0.209441301616321,2.22367227679546
"T0693",0.050769836,0.106812058,0.050027634,0.052582714,0.061653428,0.051883687,0.050499479,0.148111809,0.099588024,0.050562184,0.056222815,0.053025976,0.138864436,0.089180721,0.049914073,0.050862287,0.053181706,0.052484693,0.431884467019941,0.17157847105425,2.18825427405316
