"","ddpA","ddpB","ddpC","ddpD","ddpF","ddpX","glnG","patA","potF","potG","potH","potI","yeaG","yeaH","yhdW","yhdX","yhdY","yhdZ","pval","z","inv_cof_var"
"T4106",0.140209084,0.151346395,0.041503354,0.077566998,0.135476063,0.127150421,0.052078231,0.148444169,0.207340387,0.224529975,0.147642425,0.151938827,0.164821721,0.085465825,0.080214331,0.06337282,0.136423169,0.07212448,0.299953351226231,0.524534684137391,2.51841987280307
"T4108",0.078944335,0.13521585,0.151275113,0.081529585,0.153605283,0.147100909,0.048928738,0.050886066,0.238026101,0.105202929,0.123190826,0.081846432,0.172976014,0.079770114,0.059886566,0.045430936,0.136395903,0.049499624,0.461951817326892,0.0955176966215374,2.11710479374625
"T4110",0.076095266,0.132377523,0.137586441,0.142863043,0.067004163,0.125538853,0.056517584,0.065627468,0.215164696,0.231541622,0.11521147,0.070439664,0.171546531,0.088948855,0.085809821,0.085591406,0.141632668,0.079155271,0.35826156474312,0.363109444849029,2.36741796716319
"T4112",0.130203892,0.040734097,0.146372274,0.115587521,0.131510891,0.129995847,0.077920139,0.039580174,0.207818308,0.230895406,0.129565579,0.151522101,0.161970501,0.095017079,0.098845134,0.092814928,0.139358032,0.084719868,0.302027001396045,0.518579507095379,2.5128492254512
"T4114",0.161170605,0.172608196,0.245078741,0.109545218,0.095225273,0.142590595,0.056463667,0.043167678,0.231056973,0.181329509,0.141474527,0.138267165,0.175255132,0.078327013,0.078917739,0.086242601,0.143082662,0.076416276,0.339527617143307,0.413752690864226,2.41479114554469
"T4118",0.162020717,0.154899299,0.228252939,0.129415945,0.116702212,0.115187615,0.081003004,0.143601276,0.20032447,0.194404285,0.162845045,0.15393007,0.149529551,0.093949376,0.088411393,0.090514241,0.130426782,0.068090724,0.094930088374694,1.31099285740968,3.25409592565397
"T4833",0.13203534,0.153983907,0.231253843,0.069759435,0.131932793,0.125264772,0.06991478,0.134036031,0.190425422,0.25640906,0.101242201,0.118210467,0.155129809,0.070529768,0.114189223,0.069707622,0.127641787,0.069741491,0.325176755017315,0.453271142153862,2.45175786449755
"T4835",0.143017423,0.156412585,0.228045481,0.09001394,0.089177791,0.085335347,0.090391231,0.14600837,0.13352781,0.247005475,0.090151161,0.139974154,0.158148122,0.09292615,0.078406815,0.09546823,0.130646569,0.089359999,0.266076368250566,0.624723211001069,2.61213916073079
"T4837",0.187971276,0.156600586,0.246320989,0.08799907,0.098908855,0.084718215,0.092316111,0.102226076,0.198634641,0.234951208,0,0.09767916,0.172079098,0.078927884,0.102483351,0.103793013,0.149127704,0.090298629,0.498870683448732,0.00283078057907041,2.03040273270551
"T4839",0.140641992,0.148243389,0.227929027,0.083335986,0.090706665,0.081259591,0.084122376,0.088312858,0.163365638,0.245893994,0.009212236,0.095974697,0.152626368,0.07968066,0.095503773,0.091373272,0.130981663,0.080042286,0.498266296963226,0.00434576273051509,2.03181989146511
"T4841",0.168720813,0.192341308,0.25766329,0.108267651,0.050381437,0.070558516,0.082035197,0.089781169,0.209644771,0.273864155,0.120145027,0.087733643,0.182386734,0.091926653,0.104949153,0.098377716,0.149313685,0.084591262,0.47591877453898,0.0603993842288699,2.08425409383385
"T4843",0.110782007,0.150493308,0.221841689,0.091875802,0.089863171,0.122688153,0.087930215,0.120538542,0.169289902,0.239763362,0.124693886,0.136538122,0.144394313,0.08962241,0.095328008,0.093580955,0.125401614,0.089154678,0.173383762826579,0.940877721541857,2.90787936702543
"T4846",0.105781542,0.147004457,0.273215959,0.11504402,0.104107959,0.162865899,0.072887594,0.11521346,0.118326987,0.222506501,0.061468986,0.099673726,0.165715598,0.091606939,0.083569956,0.090028848,0.1362481,0.081640672,0.358327547355278,0.36293278573705,2.36725271504601
"T4850",0.189259132,0.180582156,0.244982105,0.104381497,0.070265329,0.072322445,0.091489403,0.07679968,0.170513377,0.248834192,0.093151349,0.123355517,0.174124925,0.097112647,0.080437203,0.102913786,0.141512485,0.09012702,0.395420196908531,0.265219474033884,2.27584881601134
"T4852",0.168845219,0.149298219,0.219598275,0.092196526,0.081849747,0.11825822,0.088526033,0.12457833,0.157769379,0.240512787,0.112603429,0.083317962,0.16732384,0.099070088,0.111117115,0.118352736,0.144411972,0.09859894,0.158322828603364,1.0013747695717,2.96447008095819
"T4854",0.182227621,0.187756851,0.23828114,0.097631723,0.097611316,0.071841253,0.099879045,0.086754742,0.179867306,0.23376728,0.062259446,0.109578631,0.16633771,0.107995537,0.098957309,0.114338751,0.147418309,0.095506597,0.32351572749781,0.457890023162345,2.45607850132782
"T4856",0.125823139,0.13907174,0.218197495,0.086744222,0.088773714,0.089811638,0.094850308,0.093393646,0.172886567,0.234935927,0,0.093750464,0.145244664,0.08679898,0.099987903,0.097660245,0.135122867,0.089917572,0.454498209105981,0.114304496450053,2.13467851757957
"T7010",0.095498422,0.098623602,0.144622321,0.115304356,0.132614693,0.10116657,0.141433589,0.147397707,0.11241321,0.178424727,0.147416466,0.098199963,0.117152732,0.115487028,0.059938682,0.137157989,0.196940522,0.219312542,0.0925488538610505,1.32522146581138,3.26740578347256
"T2257",0.032846399,0.062907029,0.033081942,0.038270038,0.051221606,0.037770779,0.037393689,0.104737413,0.063588863,0.034068106,0.032547105,0.063113215,0.107800548,0.073710486,0.032957654,0.034029743,0.032655752,0.039246328,0.477236309880269,0.0570911078734698,2.08115943505403
"T2258",0.039690037,0.060161669,0.034499667,0.05256002,0.070367845,0.048344674,0.031609173,0.107963167,0.081331701,0.042301196,0.042524708,0.057738176,0.104001574,0.081416398,0.031573842,0.041629841,0.03547079,0.059296614,0.314134273902842,0.484165318815061,2.48065718389508
"T2765",0.06460851,0.106812058,0.055015724,0.073795943,0.088679913,0.073730524,0.046889074,0.148111809,0.075214445,0.057884111,0.060896865,0.058044768,0.133707814,0.089180721,0.048910123,0.06777394,0.060272029,0.075623663,0.18934705505978,0.880304990001731,2.85121785651633
"T2767",0.063104665,0.106812058,0.052210398,0.077125771,0.0951847,0.074874019,0.044737689,0.148111809,0.078456275,0.05479042,0.056108986,0.054048932,0.134160394,0.089180721,0.045553483,0.067119111,0.057521332,0.079196837,0.232623264112056,0.730235038970347,2.7108380207179
"T2769",0.069372318,0.106812058,0.071700633,0.068193537,0.068096749,0.068209506,0.073195197,0.148111809,0.113387009,0.069043955,0.071045253,0.070901018,0.176938575,0.089180721,0.074482807,0.069106803,0.07050791,0.068064804,0.235807799325199,0.719852853789385,2.70112622004818
"T0413",0.071173079,0.106812058,0.06544963,0.078979019,0.089004484,0.077597252,0.064040381,0.148111809,0.123875198,0.071322987,0.06660819,0.066357738,0.16168677,0.089180721,0.063601738,0.072822004,0.068015526,0.079724357,0.157880083608863,1.00320871862575,2.96618561071815
"T0415",0.080266392,0.106812058,0.060534013,0.100848329,0.125205128,0.09699106,0.047386571,0.148111809,0.09152107,0.080202935,0.071343444,0.062813754,0.187049761,0.089180721,0.050499593,0.084604732,0.070641546,0.101139896,0.207135326993662,0.81640129888714,2.79144046867868
"T5994",0.077303305,0.175713762,0.260789944,0.087222143,0.088812617,0.117649654,0.075791376,0.074177105,0.180778742,0.108355469,0.099163908,0.129672806,0.074397072,0.098882201,0.09178724,0.102126775,0.136374397,0.075350994,0.361543102459908,0.354337183149743,2.35921213615929
"T5998",0.076849665,0.180098731,0.256548257,0.072696057,0.085708259,0.118805848,0.073202157,0.073603653,0.205306933,0.128654668,0.093980552,0.118265857,0.071221367,0.093577651,0.095821776,0.096414362,0.1358417,0.111971543,0.382277630050737,0.299504341291705,2.30791988688826
"T6000",0.074418495,0.174563667,0.25413883,0.078878105,0.090600535,0.118915629,0.075710725,0.080854514,0.195149352,0.08001684,0.099194821,0.126348743,0.094332358,0.098781775,0.095183155,0.10181827,0.134411715,0.089489923,0.344506269030827,0.400195487404674,2.40210933961047
"T6002",0.080972689,0.187307825,0.265640228,0.085648676,0.083490179,0.110575113,0.073388651,0.078658041,0.195277716,0.193390894,0.091225118,0.126284038,0.08060303,0.090174051,0.093184022,0.094242099,0.125145393,0.098385023,0.409986216771414,0.227580432320898,2.24064015192526
"T6004",0.085558386,0.168944719,0.255895835,0.088641266,0.091967914,0.112499719,0.0798112,0.075071921,0.193842289,0.086930516,0.100276649,0.129268297,0.074208657,0.098888984,0.098031512,0.100841406,0.129244834,0.096239471,0.330960283341614,0.437263080845588,2.43678345421447
"T6006",0.075927824,0.17395079,0.260645321,0.091571229,0.091851021,0.120405796,0.078064454,0.072235036,0.199429231,0.083426493,0.10196846,0.123868063,0.071265076,0.100618132,0.097244763,0.101900263,0.134033708,0.102833638,0.368554807502599,0.335683413338841,2.34176285250804
"T6008",0.081488396,0.171694489,0.258219602,0.085655808,0.091695421,0.114227456,0.077286381,0.076832609,0.194273024,0.180525705,0.096992215,0.102480739,0.082829756,0.095358788,0.097256937,0.098540448,0.129042062,0.091134911,0.353555859437858,0.375737953801649,2.37923104500431
"T6010",0.087323086,0.169769794,0.252143015,0.092907921,0.08834304,0.12039614,0.077180468,0.07824887,0.185127499,0.131240696,0.098662117,0.119330461,0.079191969,0.096615129,0.09836816,0.100623112,0.130384119,0.098625302,0.260182721846939,0.642782186078628,2.62903205593501
"T6012",0.081356337,0.179315484,0.262775204,0.082053427,0.086484858,0.121018048,0.071498243,0.069545752,0.188490936,0.070187255,0.098069168,0.123047447,0.072700119,0.098579875,0.083692935,0.09924925,0.135402988,0.089157434,0.42830499230581,0.180691176893735,2.19677856649568
"T6016",0.087424364,0.162674887,0.252361202,0.089799929,0.090634061,0.11008182,0.081452693,0.078879237,0.178318431,0.085213566,0.096972692,0.130203253,0.089688008,0.097039553,0.08905881,0.09975392,0.124996518,0.09464891,0.283469938468491,0.572564094115754,2.56334799225616
"T6018",0.07778882,0.172704845,0.25247008,0.083750904,0.085380393,0.109921974,0.077673565,0.081332315,0.195766989,0.090641207,0.095215624,0.12554137,0.081635756,0.094749013,0.092167787,0.096591977,0.128674504,0.104309885,0.341104225222206,0.409451366175853,2.41076756021452
"T6020",0.076749866,0.174601254,0.261518079,0.083574596,0.084694899,0.123158255,0.070036747,0.063390938,0.191749083,0.138501352,0.098911392,0.122022639,0.067621043,0.097456764,0.086680317,0.101969698,0.141840136,0.093031547,0.388390303675222,0.283516927697908,2.29296479108318
"T6022",0.07957404,0.178561704,0.255805501,0.082985655,0.09039265,0.111399654,0.078648627,0.074716128,0.187021009,0.164172648,0.100751712,0.130208797,0.077593303,0.10087166,0.098567724,0.103623571,0.134463198,0.094160808,0.31619695925091,0.478360112161576,2.47522682324532
"T6024",0.077853961,0.170347567,0.255571498,0.084808682,0.087633286,0.121412114,0.075751751,0.073819651,0.192438264,0.129692923,0.099590139,0.138761438,0.076135525,0.098390084,0.096926392,0.101315775,0.137342383,0.083038475,0.329868515422667,0.440276262586904,2.43960207283311
"T6026",0.070866255,0.180625908,0.263843681,0.083782654,0.087024419,0.115716248,0.068380783,0.069537378,0.17351842,0.088551604,0.09669051,0.131673584,0.07491177,0.096552725,0.091525818,0.09930335,0.137529065,0.094109251,0.392822741121424,0.271969485573796,2.28216297487591
"T6028",0.084612985,0.170311238,0.262055149,0.089098274,0.091093058,0.115463494,0.078768863,0.076258405,0.193293558,0.171274794,0.098837423,0.124978769,0.102504527,0.096821459,0.100163606,0.103434764,0.130261477,0.084523936,0.30659776945499,0.505517316764865,2.50063046932338
"T1770",0.093424724,0.106812058,0.082485665,0.100851951,0.115751822,0.102165821,0.07875367,0.148111809,0.258974615,0.08400386,0.088630858,0.090244664,0.22237048,0.089180721,0.079255513,0.091819139,0.08556943,0.103979721,0.402998982965009,0.245592150802958,2.25748884192336
"T1771",0.097591012,0.106812058,0.083445454,0.108000546,0.124270648,0.10954427,0.076496302,0.148111809,0.187333126,0.08554444,0.093056354,0.093582572,0.077719679,0.089180721,0.078019596,0.096414936,0.087469662,0.111371487,0.0318055294405624,1.85489614299256,3.76287901910872
"T1772",0.103127471,0.106812058,0.09074914,0.112639371,0.125608955,0.113306642,0.085422625,0.148111809,0.112390512,0.093008076,0.100836264,0.10009675,0.113513099,0.089180721,0.085848708,0.102997289,0.095370433,0.114925258,5.84667300553524e-08,5.29822556434392,6.9838703997757
"T1778",0.083788308,0.106812058,0.07164737,0.101181367,0.121892828,0.098898733,0.064889795,0.148111809,0.277793649,0.074005402,0.069747064,0.080764927,0.122218771,0.089180721,0.066035391,0.086561619,0.076879,0.104599187,0.467224767710474,0.082247960779649,2.10469189345695
"T1787",0.070771952,0.106812058,0.061831552,0.083363011,0.101972344,0.081787252,0.064962318,0.148111809,0.214937514,0.064011282,0.070751899,0.06987612,0.188190113,0.089180721,0.060441983,0.072356061,0.066034782,0.086089217,0.459304849928654,0.10218516861722,2.12334174269914
"T1796",0.083128915,0.106812058,0.073234468,0.091025735,0.103917621,0.091388438,0.072184735,0.148111809,0.207959629,0.075536887,0.081731201,0.082846136,0.158494825,0.089180721,0.070643642,0.082980921,0.07744234,0.092866464,0.221163112540547,0.768270957542218,2.74641793506361
"T1803",0.102559977,0.106812058,0.09550852,0.108599094,0.118250239,0.107953631,0.091863537,0.148111809,0.26256718,0.096835248,0.100918864,0.10188301,0.094918514,0.089180721,0.092631428,0.102548352,0.098246468,0.109878691,0.20105734253828,0.837850477307609,2.81150465957088
"T1808",0.050044267,0.106812058,0.043578186,0.06673475,0.091728142,0.063301694,0.047711575,0.148111809,0.085081111,0.043784063,0.054223116,0.046979637,0.075597982,0.089180721,0.044890104,0.053568773,0.045079668,0.069963459,0.321187494322711,0.46438073703651,2.46215010554711
"T1811",0.069823073,0.106812058,0.064611628,0.080400455,0.09397533,0.078922194,0.071772825,0.148111809,0.229747911,0.065211013,0.068809979,0.070968839,0.133619635,0.089180721,0.068115171,0.071283966,0.06603979,0.081936533,0.430836641720273,0.174244539481475,2.19074819269222
"T1814",0.057981624,0.106812058,0.05359171,0.070904039,0.09020876,0.067637282,0.060768135,0.148111809,0.162859562,0.054132147,0.057933677,0.057516985,0.146890583,0.089180721,0.055760521,0.059375692,0.054696838,0.073206979,0.403792808791448,0.243541916643201,2.25557099272893
"T1815",0.061320128,0.106812058,0.055649598,0.068916744,0.085758403,0.067461532,0.065902281,0.148111809,0.078074115,0.055766141,0.059631463,0.058057,0.167653696,0.089180721,0.059448681,0.061230786,0.057286007,0.072595089,0.334918289028828,0.426372305874842,2.42659590373148
"T1816",0.073263967,0.106812058,0.065541348,0.080104858,0.093487761,0.079235207,0.067311344,0.148111809,0.176573911,0.066926359,0.072927194,0.07308894,0.149839635,0.089180721,0.063457976,0.074029609,0.069214529,0.082359563,0.230205729989037,0.73816949095489,2.71826013993021
"T1817",0.068437113,0.106812058,0.063742231,0.077294597,0.087932403,0.076389498,0.070002348,0.148111809,0.147484584,0.064622364,0.06814741,0.067743057,0.152878707,0.089180721,0.064968692,0.069247707,0.065429864,0.0788334,0.202723518352053,0.831932516391566,2.8059688252753
"T1824",0.069819323,0.106812058,0.069310171,0.101735435,0.115600585,0.085022521,0.100139499,0.148111809,0.191221644,0.068906833,0.064276575,0.085012336,0.166529791,0.089180721,0.059653555,0.082451141,0.071740295,0.101963151,0.263995742803142,0.631075001488544,2.61808081193764
"T1825",0.078600936,0.106812058,0.077304764,0.104809827,0.121414519,0.091190706,0.203573312,0.148111809,0.212856328,0.078060476,0.072976636,0.091586296,0.205618728,0.089180721,0.069678199,0.088942347,0.079722616,0.108783214,0.310982950348641,0.493066074986761,2.48898321239897
"T1826",0.087404916,0.106812058,0.08678939,0.101517813,0.111812976,0.093747467,0.087284236,0.148111809,0.232246823,0.086823982,0.086132625,0.093022465,0.261602218,0.089180721,0.086493923,0.092369887,0.088886764,0.105702284,0.42261582002056,0.195206053723458,2.21035620820201
"T1827",0.089109503,0.106812058,0.083290825,0.098078666,0.109994296,0.095842817,0.079077966,0.148111809,0.259064308,0.084549804,0.092265276,0.088839246,0.187054506,0.089180721,0.07761196,0.091231746,0.086421215,0.099895365,0.355714043025995,0.369938806411723,2.37380635236749
"T1828",0.086583129,0.106812058,0.082219972,0.094013718,0.103942743,0.09226505,0.079829352,0.148111809,0.231409066,0.082811352,0.088609392,0.085953702,0.198124154,0.089180721,0.079596165,0.087859962,0.083961516,0.096188715,0.313268322186761,0.486607306987866,2.48294149128882
"T1829",0.089306699,0.106812058,0.082302811,0.098594369,0.109212768,0.096797805,0.07646648,0.148111809,0.250490009,0.083917666,0.091136148,0.090068308,0.184374659,0.089180721,0.076529054,0.091488634,0.085702013,0.100339976,0.323525503372514,0.457862810523594,2.45605304582702
"T1085",0.056278374,0.057398654,0.056992431,0.056718187,0.058850422,0.056349186,0.058241669,0.091545503,0.119631427,0.056173706,0.056479679,0.056759628,0.164167074,0.071734548,0.061492048,0.056077454,0.056298799,0.057505973,0.356962766389606,0.366589109629338,2.37067294770484
"T1069",0.042796592,0.106812058,0.03994287,0.05167005,0.085518689,0.050807064,0.040604824,0.148111809,0.081262578,0.043323136,0.040646363,0.040711992,0.127698034,0.089180721,0.070432205,0.044664591,0.041251927,0.054097465,0.497124273344654,0.00720844017093965,2.03449772394436
"T4811",0.089908136,0.285078125,0.153483014,0.099960288,0.126452782,0.235655578,0.107094016,0.136517561,0.126095999,0.086342439,0.11854874,0.102530365,0.102927802,0.097787524,0.080536185,0.228879329,0.234138061,0.239557968,0.410037385265183,0.227448809031839,2.24051702763836
"T4812",0.097105822,0.097802103,0.140378529,0.103387995,0.120743243,0.129821214,0.109244685,0.125296221,0.116427068,0.134099358,0.106064921,0.101459633,0.102035935,0.104208898,0.109893634,0.250764331,0.146237508,0.288943334,0.31207312559307,0.489982543998511,2.48609878703043
"T5743",0.121662401,0.291947779,0.169356885,0.120961348,0.12318054,0.149027463,0.135007596,0.163166943,0.153070081,0.132031658,0.12832733,0.129864026,0.141380268,0.121771398,0.290389128,0.227775754,0.148684815,0.122436096,0.178836498166747,0.919808202225817,2.88817032040011
"T5745",0.092822587,0.215292869,0.150658813,0.10056842,0.119283857,0.243620177,0.121292482,0.144106357,0.129796348,0.15523312,0.097902999,0.110978091,0.110861406,0.099894721,0.268266175,0.361839281,0.176915477,0.234816711,0.430230163278641,0.175788217509921,2.19219219441722
"T5747",0.106158692,0.301664137,0.160447462,0.107135618,0.111222901,0.165911753,0.152701223,0.149163419,0.135700711,0.153875851,0.107110822,0.110193483,0.116851772,0.107134951,0.205988929,0.314000728,0.109027224,0.313191166,0.439839585706952,0.151375935466668,2.16935622944792
"T5755",0.116579447,0.065426049,0.169993257,0.111284297,0.111161045,0.292057453,0.237656052,0.164125556,0.153226483,0.168731167,0.162087141,0.124454792,0.138281816,0.110364141,0.081505245,0.149186929,0.210624537,0.260092696,0.273852578978448,0.601202442345176,2.59013714354431
"T5757",0.09758837,0.063582429,0.190402069,0.087044863,0.090362148,0.09687701,0.286910148,0.175175016,0.157723623,0.127114567,0.091857319,0.087339144,0.137951344,0.086727324,0.259346443,0.224818404,0.198100893,0.238880278,0.39058871766789,0.27778496238316,2.28760294253084
"T5759",0.106578751,0.07218888,0.173294945,0.089567741,0.089222535,0.319531297,0.159732969,0.164769226,0.145121374,0.101719705,0.095681042,0.122413039,0.122240178,0.093325523,0.098493048,0.136358015,0.135961801,0.202634734,0.403560820289038,0.244140973003439,2.25613136762681
"T6894",0.164080852,0.177273771,0.224768625,0.129173976,0.1183251,0.111154679,0.093241982,0.178712287,0.061953179,0.081029134,0.122969455,0.105399921,0.15700519,0.104011469,0.131234322,0.127175577,0.148490821,0.119789093,0.0722728824069249,1.45907028141057,3.39261189320001
"T6896",0.105448464,0.176114245,0.175714698,0.121337143,0.109740771,0.106978387,0.197699916,0.216228496,0.067096116,0.123038134,0.114717023,0.075605548,0.158080773,0.11016222,0.104290224,0.119924898,0.136421376,0.104296083,0.0836412729583424,1.3809883396496,3.31957175366577
"T6898",0.146153131,0.158912282,0.215771136,0.127244269,0.126618342,0.067777429,0.09147487,0.172714989,0.070899944,0.081975459,0.126664139,0.128429878,0.147432421,0.126570175,0.127047853,0.128022033,0.134896159,0.126622729,0.041260012125422,1.73624782520795,3.65189190107547
"T6902",0.146153131,0.158912282,0.215771136,0.127244269,0.126618342,0.067777429,0.09147487,0.172714989,0.070899944,0.081975459,0.126664139,0.128429878,0.147432421,0.126570175,0.127047853,0.128022033,0.134896159,0.126622729,0.041260012125422,1.73624782520795,3.65189190107547
"T6893",0.149326707,0.145960206,0.249665329,0.072755032,0.070723515,0.131176957,0.090712113,0.204247923,0.118376891,0.131490866,0.075370842,0.089583275,0.158250427,0.082578253,0.09083758,0.099208736,0.134051608,0.075335755,0.321904183296834,0.462380659037265,2.46027917389698
"T6897",0.130270979,0.164171455,0.243277029,0.083636131,0.088685079,0.106267291,0.071996707,0.221106047,0.086575546,0.242880837,0.100758289,0.142129943,0.162712173,0.103998297,0.09738398,0.099456875,0.134697753,0.094856529,0.305493409493097,0.508665342782901,2.5035752252353
"T6901",0.146352568,0.154715565,0.21589808,0.101085612,0.096672326,0.101243887,0.093299356,0.204650009,0.100423151,0.206390043,0.104550707,0.100994083,0.154034325,0.108631584,0.102800606,0.103486546,0.134086017,0.098908195,0.11932732257173,1.17835616571918,3.13002367219887
"T0860",0.050606353,0.076811401,0.044282375,0.056325211,0.068051741,0.056251808,0.047401528,0.063586085,0.170369171,0.058178923,0.051789187,0.061602778,0.119127016,0.05248017,0.045596253,0.047901866,0.044065282,0.052128809,0.493709966419873,0.0157674293241982,2.0425040535505
"T0861",0.054046871,0.080384677,0.045056928,0.057898327,0.071902758,0.060184778,0.045072218,0.069386669,0.058768382,0.063127106,0.055105994,0.062122162,0.130765155,0.049258962,0.045374226,0.052353329,0.046335719,0.056384116,0.125964995642067,1.14567417976344,3.09945198352634
"T0863",0.051481868,0.078769157,0.039366236,0.055381522,0.067848778,0.054916791,0.038876772,0.063107383,0.051746867,0.058115188,0.050338814,0.056651785,0.115244007,0.043735128,0.038777745,0.050099328,0.041541417,0.052577499,0.115780760251655,1.19634611350213,3.1468519972462
"T1651",0.044626864,0.072133117,0.038383065,0.063344023,0.084712515,0.061255633,0.03722443,0.084097111,0.1387477,0.059234432,0.061690651,0.050715218,0.037806213,0.039904068,0.039323462,0.047007169,0.041508742,0.068558652,0.34470235048863,0.399663063263423,2.40161129444546
"T1652",0.046248167,0.072298232,0.041033466,0.06546112,0.088157884,0.061879,0.04163061,0.063178597,0.055805701,0.057815249,0.063032747,0.05263409,0.04490945,0.044027708,0.043249467,0.048275441,0.043728342,0.071233996,0.00667486545192679,2.47430062725114,4.34228814928726
"T1653",0.058034228,0.05842607,0.055381538,0.057194482,0.059423898,0.058168277,0.349501664,0.058301268,0.070397249,0.056875445,0.056206852,0.05588269,0.079320122,0.057935462,0.055424538,0.055461876,0.055227921,0.05693816,1.27467392615472e-15,7.91119258981899,9.42811642945682
"T1654",0.049322269,0.049427441,0.052085028,0.049226255,0.050460846,0.049423637,0.354996645,0.06253248,0.077811594,0.049223057,0.049091527,0.049309385,0.086691955,0.060725967,0.05298266,0.050035246,0.051174377,0.049116246,0.000735470216285669,3.18035635762568,5.00275339774856
"T1655",0.058833343,0.059274009,0.059309724,0.058572699,0.06054811,0.059786534,0.326496264,0.064364663,0.073206622,0.05827319,0.058210674,0.057975891,0.07931292,0.063529473,0.059632245,0.058042943,0.058673308,0.058422465,2.21550810265976e-19,8.92564696817824,10.3770668227923
"T1656",0.057466248,0.058902167,0.054764356,0.057443099,0.060533532,0.059908898,0.266191723,0.057163454,0.09545086,0.056215709,0.056649688,0.055698254,0.089015495,0.061017847,0.054989053,0.05486399,0.054498479,0.057448256,0.000398486340658144,3.35384404396216,5.16503887031375
"T1657",0.049687199,0.049650436,0.052710452,0.049067981,0.050692045,0.049236074,0.402586325,0.054964544,0.09115752,0.049221908,0.049367158,0.049743552,0.075451403,0.06324898,0.055904071,0.049820212,0.051496034,0.049110056,0.00141953959527143,2.98464466228397,4.81967893502579
"T2458",0.044616751,0.086946058,0.1357694,0.04378,0.049103372,0.043055838,0.044869115,0.059602249,0.063888505,0.052939569,0.044688391,0.045276466,0.046700996,0.046511038,0.045970414,0.081760327,0.04336644,0.043562038,0.354223560033986,0.373942467644097,2.37755149456638
"T2460",0.058088089,0.045919811,0.038931693,0.035582252,0.09463736,0.043365514,0.060000207,0.089474702,0.093808497,0.030219699,0.058530882,0.059824727,0.033337857,0.026398388,0.056183518,0.027487533,0.04798578,0.049938708,0.355748115591406,0.369847351918608,2.37372080315102
"T2217",0.046538759,0.037656574,0.077311774,0.030395351,0.057296197,0.037663348,0.041385758,0.089887398,0.094777292,0.042966498,0.049067605,0.047468945,0.066133522,0.051912306,0.052803406,0.043179223,0.049525202,0.044983978,0.150044171732132,1.03624395893805,2.99708774388158
"T2218",0.041930619,0.036096906,0.08456977,0.025419691,0.067901335,0.035998646,0.044283159,0.084583835,0.085643545,0.043599359,0.044208861,0.050957096,0.06320464,0.04910924,0.052771037,0.045449992,0.048356404,0.043546154,0.162472850706815,0.984345425933373,2.94854033321539
"T2219",0.038823793,0.041750115,0.074123045,0.06245107,0.059023083,0.035690477,0.05196758,0.073273639,0.070969925,0.050945667,0.069289827,0.049050427,0.038381237,0.068880112,0.063363996,0.050340343,0.05612078,0.052112601,0.00611436438499511,2.50547429212556,4.37144891016064
"T2220",0.045501708,0.050153304,0.046579161,0.066298881,0.049016728,0.046053038,0.045989822,0.081009303,0.077980891,0.053846318,0.066363415,0.051417447,0.080119962,0.063111086,0.058771272,0.052262144,0.055685629,0.05158554,0.0010817741997269,3.06681206323594,4.89654073296967
"T2213",0.033788523,0.032517117,0.075186702,0.06367955,0.03309293,0.08018952,0.057478114,0.077950122,0.068871662,0.05093349,0.053048587,0.051817281,0.054612724,0.055772447,0.052322093,0.046026925,0.044284189,0.044140405,0.0466685731160362,1.67805098483657,3.59745286888299
"T2214",0.026667924,0.002352141,0.068022392,0.053008058,0.028991688,0.039208017,0.051613772,0.076791349,0.084399642,0.014398622,0.042601712,0.05509013,0.048157318,0.065880732,0.056491048,0.050110345,0.049502423,0.042608492,0.413358081187044,0.218915127318015,2.23253437135368
"T2216",0.046232232,0.063696406,0.052034903,0.038890089,0.025837338,0.020951451,0.060562442,0.076753449,0.074492629,0.01479152,0.035952324,0.049327803,0.032271706,0.065418872,0.060405566,0.046910197,0.050970573,0.044249305,0.255364214646432,0.657703879065547,2.64299024541226
"T2146",0.069176377,0.073726999,0.068057937,0.072688331,0.075936334,0.072524586,0.065220319,0.077793726,0.117086734,0.069395386,0.105472105,0.095370198,0.085395527,0.063008829,0.063543784,0.164197357,0.162135628,0.025562928,0.323448861046723,0.458076165223988,2.45625262407438
"T2148",0.098896094,0.076833485,0.02230174,0.077109992,0.076100856,0.077175978,0.080133472,0.074198192,0.056593986,0.078132175,0.035930514,0.041704527,0.100485081,0.081103476,0.040521851,0.048305861,0.078914415,0.0171172,0.29476526934606,0.539516465594098,2.53243427079818
"T2136",0.085447483,0.049536661,0.023036563,0.050384385,0.047771414,0.050581589,0.060716456,0.069800131,0.048555193,0.053433843,0.054949778,0.045430847,0.122646459,0.064851939,0.038515321,0.075138088,0.103865428,0.016868968,0.423162186667622,0.193810361766339,2.20905063699059
"T2128",0.079292211,0.041841906,0.031353451,0.042634388,0.039913881,0.042821604,0.052401096,0.036849408,0.058166501,0.045796563,0.031142198,0.03661043,0.102371094,0.055486167,0.040764507,0.035717999,0.075648423,0.0204797,0.372872489519153,0.324255008478744,2.33107238725052
"T2130",0.08810247,0.056873022,0.024847469,0.057900236,0.054771719,0.058121947,0.068135359,0.067636245,0.054562645,0.061300174,0.065427073,0.037956579,0.115999793,0.072162675,0.039644869,0.074794861,0.079957573,0.020819145,0.260545392369167,0.641664898890289,2.62798691271373
