"","agaB","agaC","agaD","agaI","agaR","agaS","kbaY","pval","z","inv_cof_var"
"T8404",0.045381159,0.046692123,0.045765835,0.046268112,0.046914973,0.058499931,0.045368615,0.0117879083341188,2.26397233003239,10.0958307606834
"T8405",0.150524063,0.193817227,0.167029448,0.187240843,0.195790606,0.093542352,0.193865028,0.290563898218891,0.551738108676127,4.53285049408996
"T8399",0.045346213,0.049347031,0.046907297,0.048139358,0.049777454,0.046365915,0.042644392,2.79519770623216e-07,5.00485548929853,19.0008501428789
"T8400",0.035143569,0.035929077,0.035159021,0.035352996,0.036702397,0.035143054,0.037026738,7.58591471158854e-39,12.9835325235004,44.9232516117794
"T8401",0.037007584,0.044526985,0.03831976,0.041685208,0.047242234,0.039632505,0.049375866,0.024685842683325,1.96536778416219,9.12567657530846
"T1995",0.054800416,0.064041561,0.053562291,0.055717528,0.053914369,0.054479186,0.058396301,6.77546865098735e-05,3.81622422219143,15.1390348604258
"T1996",0.049350702,0.061671225,0.047451241,0.050723967,0.077446238,0.049136671,0.054187638,0.223934021084634,0.758974113580535,5.2061519568406
"T1997",0.041313811,0.048313242,0.041127642,0.041855635,0.043687875,0.04120512,0.043186139,8.43774699554546e-06,4.30266627256568,16.7194655592876
"T8142",0.034645574,0.048491807,0.033836923,0.036628078,0.073957639,0.03333847,0.04610144,0.467915419553245,0.0805110110589662,3.00185256610091
"T8144",0.04868682,0.055731103,0.04842633,0.049345567,0.106767791,0.048271171,0.057215791,0.495145809280044,0.0121679519650022,2.77980870997637
"T8221",0.057265253,0.112970669,0.047567814,0.06322708,0.059311246,0.06407318,0.075141332,0.441451412852006,0.147290379505048,3.21881605406746
"T8222",0.050828304,0.100454101,0.04428426,0.054921726,0.03803494,0.056295393,0.065740678,0.484359931850111,0.0392138847770186,2.86767986022454
"T8223",0.048692933,0.101324634,0.041234303,0.053541117,0.043869457,0.054388609,0.064615592,0.487592986190662,0.0311047865774021,2.84133372562352
"T0717",0.098226074,0.0861592,0.123227455,0.102727165,0.132954677,0.09701547,0.11356104,0.118461103524735,1.18271477379608,6.58286835552651
"T0718",0.077051273,0.0861592,0.123227455,0.080119848,0.132954677,0.076139283,0.087752146,0.342132658662941,0.406649661261641,4.06146395140181
"T0719",0.073664784,0.0861592,0.123227455,0.077124601,0.132954677,0.072720108,0.087205501,0.372787018281566,0.324480825656693,3.79450070227505
"T1129",0.053700625,0.0861592,0.123227455,0.061728908,0.132954677,0.097265555,0.075481791,0.465932133042403,0.0854995338057638,3.01806007629652
"T1130",0.05661409,0.0861592,0.123227455,0.070017169,0.132954677,0.132681115,0.083056791,0.454210866563032,0.115029508190929,3.11400177792164
"T1992",0.057649307,0.07610711,0.05431344,0.060178152,0.113227287,0.057101149,0.065718321,0.427291386719333,0.183274331906518,3.33572647124441
"T4825",0.063786574,0.064301935,0.081289593,0.07925617,0.069425808,0.084758024,0.065580095,0.0471719338696995,1.6729158263501,8.17551190160708
"T4826",0.082422031,0.081644058,0.076401283,0.081746192,0.098209744,0.087324692,0.080228783,0.00236613572600669,2.82471481796196,11.917660599198
"T4827",0.076331966,0.075962121,0.095682826,0.086614069,0.076171597,0.089862735,0.080653726,0.00767489128331838,2.42401946867138,10.6158174908097
"T4828",0.070084209,0.069131861,0.092329817,0.073986879,0.069874384,0.079167382,0.07660303,0.021975700594173,2.01455400222528,9.28548062376192
"T4829",0.091538736,0.089219902,0.080728818,0.089934016,0.091616866,0.093006516,0.091593328,2.62448465719183e-09,5.8390805370978,21.7112138424955
"T4830",0.091566541,0.087037602,0.080854924,0.081352595,0.092958721,0.087680003,0.093491818,7.2853332053881e-06,4.33508069202743,16.8247787072026
"T4831",0.104096734,0.099843667,0.09579837,0.086865054,0.087502467,0.089524511,0.115357873,0.0209516096451991,2.03448003773764,9.35021951343258
"T4832",0.10495362,0.100666667,0.094384376,0.090755529,0.091836545,0.09274788,0.113276233,0.00271795943338085,2.77999826628632,11.7723783174523
"T5075",0.057470935,0.055197594,0.077148809,0.0621414,0.054316366,0.065942272,0.055411947,0.0755826108274101,1.43542782511326,7.40392291690218
"T5076",0.043241225,0.041366647,0.064245405,0.058036871,0.04785609,0.068180183,0.041783425,0.280301732119636,0.581945391849977,4.63099274478649
"T5077",0.041382554,0.041507714,0.046727562,0.058934738,0.043878793,0.065464259,0.045411742,0.222001988987145,0.765449413984643,5.22718994797466
"T5078",0.046456106,0.045544679,0.060253469,0.054690374,0.064714672,0.059043634,0.045836519,0.105279304768842,1.25203088665198,6.80807362427115
"T5079",0.034847938,0.034188369,0.047356364,0.059192487,0.034066219,0.072756621,0.044062012,0.447425090338935,0.132169555938381,3.16968910515658
"T5080",0.048357142,0.047652898,0.062421182,0.058224994,0.061340429,0.062640728,0.04840084,0.0591199864398083,1.56220385448398,7.81581314831443
"T5081",0.037348099,0.036999331,0.047411248,0.052300275,0.037378685,0.060547106,0.047612254,0.236023752377605,0.719151620019773,5.07677027349264
"T5082",0.058416272,0.055522939,0.060812918,0.063254132,0.069421976,0.071212646,0.060708878,0.00550334264611457,2.54248650037304,11.0007121222675
"T5083",0.037719021,0.03609888,0.053014032,0.056576093,0.037320887,0.069369553,0.048923672,0.358358753461108,0.362849239747579,3.91915813978323
"T5084",0.044228088,0.042921224,0.066672784,0.059213602,0.050361409,0.067766613,0.04542979,0.238916093963461,0.709793520215073,5.04636618280397
"T5085",0.031932705,0.031743871,0.068394105,0.041277483,0.033841368,0.052438682,0.048109254,0.436174850203818,0.160674594076473,3.26230083004963
"T5086",0.043686387,0.041518639,0.064735677,0.057276045,0.057557563,0.069092912,0.048542147,0.222093881240963,0.76514070669782,5.22618697038939
"T5087",0.031932705,0.031743871,0.068394105,0.041277483,0.033841368,0.052438682,0.048109254,0.436174850203818,0.160674594076473,3.26230083004963
"T5088",0.033858247,0.033303163,0.071083611,0.039768858,0.033964071,0.048111858,0.048740476,0.438204727022947,0.155522453397315,3.24556173175841
"T5556",0.077361351,0.09272044,0.095548014,0.084543546,0.078611691,0.109530577,0.111125387,0.1081626804998,1.2363584297388,6.75715444075665
"T5558",0.099328631,0.179619395,0.083143301,0.096364348,0.16011166,0.114514441,0.13473821,0.410759068131313,0.225592806446423,3.47321749662022
"T5564",0.067888866,0.079848679,0.094157319,0.072064686,0.096891987,0.106181645,0.086444291,0.142033585832585,1.07122745046721,6.22065051644925
"T5566",0.101125135,0.092601463,0.106513223,0.100629337,0.143419955,0.08224554,0.109530785,0.199027843159905,0.845098785587479,5.48596755967441
"T5568",0.142596362,0.139648107,0.111101091,0.118466053,0.110237497,0.123291289,0.096809017,0.0794069236965432,1.40907210785577,7.31829424928963
"T5570",0.112459584,0.09691739,0.091013591,0.093469331,0.124054215,0.113533083,0.124319795,0.065618852814457,1.5092390445922,7.64373260665904
"T5572",0.126476361,0.1722814,0.13135973,0.098572065,0.133095732,0.105889688,0.136166559,0.20530044307901,0.822836659977944,5.41363880703438
"T5574",0.091120991,0.162561866,0.114717325,0.116838837,0.09530278,0.115804242,0.11360849,0.244087978827158,0.693212893888636,4.99249639331415
"T5576",0.108997355,0.086044749,0.109220072,0.080904521,0.130749355,0.132117641,0.205360176,0.477648668528679,0.0560558225601719,2.92239864014979
"T5578",0.100670648,0.142792162,0.132863181,0.100051816,0.102914941,0.079451152,0.182869655,0.415175876075061,0.214250454872434,3.43636665156884
"T8388",0.047153379,0.046770186,0.046930358,0.046822847,0.046637145,0.049912635,0.047335247,9.5698175790257e-33,11.8598155226099,41.272340175003
"T8389",0.046028221,0.046859349,0.046465604,0.046653616,0.046845586,0.045828883,0.044689259,2.05656124141517e-69,17.5709383989712,59.8275491908133
"T8394",0.046766506,0.048201872,0.047640522,0.047899576,0.048103254,0.042335141,0.043137064,5.24810475725042e-07,4.88209982303384,18.6020219098454
"T8395",0.044265734,0.054294188,0.045906767,0.05061361,0.0577679,0.043683605,0.056696014,0.0384288212020821,1.76921715505842,8.48839105363498
"T8396",0.031984146,0.027539425,0.029417181,0.026384217,0.031164825,0.035775291,0.030992591,0.0145042864138436,2.18337000736004,9.83395704920445
"T8398",0.035320697,0.035643105,0.035329308,0.035228761,0.036398629,0.035321405,0.03673378,3.09726051085402e-67,17.2841335288493,58.8957316783777
"T8498",0.045586521,0.040449004,0.0432842,0.040268904,0.042326705,0.05097966,0.041621322,0.00332399605682902,2.71398128832419,11.5578918055705
"T8499",0.058437931,0.073386529,0.06178432,0.069338275,0.074946968,0.052689313,0.073941241,0.0682178415449772,1.48919630667064,7.57861455554463
"T8500",0.02131002,0.036314728,0.026442894,0.032237137,0.039669422,0.035048324,0.04351276,0.305219328061294,0.509447403989132,4.39544969185174
"T8212",0.079128544,0.127995461,0.070204719,0.083875442,0.065665096,0.084877504,0.095345192,0.327053100878343,0.448065117671588,4.196021107115
"T8213",0.110511578,0.177503189,0.096079742,0.118358649,0.043846531,0.117784108,0.135712969,0.489191950078141,0.0270950784409785,2.8283063448134
"T8214",0.091357104,0.145400216,0.081796396,0.096583167,0.068926223,0.096709452,0.109677037,0.341948630618859,0.407150763722507,4.06309201318598
"T8215",0.065017147,0.084613278,0.062154807,0.067050409,0.058327677,0.066902973,0.071836236,0.0515504108335311,1.63000319524938,8.03609048541099
"T8217",0.064152866,0.087666727,0.059873545,0.066803643,0.042332627,0.065836563,0.07275428,0.261788808694226,0.63784033940952,4.81259318612665
"T8219",0.056162722,0.081287362,0.051614466,0.059060413,0.063892269,0.058220365,0.06539447,0.124179395843366,1.15434490884195,6.49069580288314
"T8139",0.052507378,0.056917364,0.053445189,0.052690025,0.083983665,0.054508812,0.055076591,0.229751974423682,0.739663915023447,5.14341389672171
"T8140",0.031504263,0.028287068,0.033699236,0.030648568,0.031932592,0.035468935,0.027446435,0.00518214596007903,2.5634322737141,11.0687640992175
"T8141",0.039432813,0.040995123,0.0409417,0.039399503,0.042911387,0.042299168,0.040670606,1.57997787848532e-18,8.70556536911613,31.024308018581
"T8402",0.033120422,0.050206265,0.037002202,0.043439908,0.054678918,0.048134084,0.035569847,0.21866957169544,0.776694312184732,5.26372417092542
"T8403",0.03590935,0.043880827,0.037235355,0.040789051,0.046831437,0.038576434,0.049126043,0.0422371580390256,1.7252950360489,8.34568985173787
"T8406",0.045800037,0.047248988,0.046438537,0.046805438,0.04710958,0.042769164,0.04456669,2.86573544332525e-15,7.80972101737606,28.1137456734822
"T8407",0.045179762,0.05098491,0.046254558,0.048399955,0.052973478,0.063791846,0.046114473,0.0603776750932603,1.55161091374385,7.78139710898549
"T8252",0.066857853,0.073736782,0.06623147,0.06742481,0.111661201,0.06760385,0.068514509,0.293144502047565,0.544221579026299,4.50842959092513
"T8253",0.0525703,0.062554668,0.051470337,0.053460032,0.115311761,0.053449674,0.05544979,0.49987594809727,0.000310952011915582,2.74128579299614
"T8256",0.074396344,0.099503547,0.070174023,0.076879392,0.109592466,0.077029965,0.082863602,0.174862676538842,0.935122149257115,5.77844985525069
"T8304",0.065286695,0.090842166,0.061170602,0.067987087,0.049886039,0.067355524,0.074172047,0.203519096029739,0.829117022932341,5.43404345421792
"T8305",0.063393114,0.094793262,0.058649838,0.066428194,0.105131965,0.065632966,0.073482893,0.318321721091207,0.472397004363744,4.27507443044494
"T1717",0.055635381,0.0861592,0.123227455,0.066711736,0.132954677,0.061694202,0.075126196,0.490910775779035,0.0227852778410922,2.81430397563336
"T1718",0.057870107,0.0861592,0.123227455,0.068819859,0.132954677,0.060994339,0.081669732,0.475729913392835,0.0608736600269729,2.93805160072095
"T8190",0.058755025,0.106404591,0.05057029,0.063525009,0.060829075,0.065287397,0.074940142,0.375748836346712,0.316665179572262,3.76910798181889
"T8192",0.053551548,0.075477848,0.049634652,0.055897619,0.058203524,0.055300928,0.061269732,0.0937706026832658,1.31788781477326,7.02204014064354
"T8193",0.039393736,0.062875025,0.037100748,0.040810986,0.031074948,0.041282622,0.045151604,0.319148811576611,0.470080335143451,4.26754766512511
"T1589",0.042829738,0.034340266,0.043879304,0.041673152,0.054375671,0.043879471,0.044275257,0.0745211915410015,1.44292221976136,7.42827190433476
"T8191",0.045298997,0.094134495,0.042196175,0.047813511,0.047413521,0.047776442,0.056175195,0.465965875053408,0.085414645726957,3.01778427833536
"T0881",0.063034949,0.0861592,0.123227455,0.061664624,0.132954677,0.064616497,0.06633392,0.491643468060653,0.0209482512536755,2.80833554997784
"T0882",0.050733147,0.029334883,0.057018859,0.054045223,0.078547982,0.055451206,0.052213663,0.377298639301353,0.312583285315221,3.7558460712
"T0880",0.075059506,0.0861592,0.123227455,0.076524373,0.132954677,0.074608015,0.078657562,0.380661197984052,0.3037447055824,3.72712988037451
"T0150",0.06998348,0.079542143,0.068352905,0.070969029,0.106112604,0.06952175,0.074846071,0.176628121209643,0.928291769213059,5.75625822461717
"T0151",0.063899819,0.082846983,0.059477718,0.065220419,0.141154598,0.068124701,0.086449021,0.485536015789023,0.0362637784033311,2.85809508301563
"T0328",0.048162767,0.080033935,0.039010207,0.042947463,0.086383755,0.038351628,0.052409285,0.492642254993871,0.018444177363507,2.80019991440687
"T0344",0.10501032,0.0861592,0.123227455,0.109131278,0.132954677,0.10378979,0.118803664,0.080909717736735,1.39897848328136,7.28550046814364
"T0345",0.112907228,0.0861592,0.123227455,0.11793492,0.132954677,0.111377726,0.128866889,0.0703409254012647,1.4732566282652,7.52682718012642
"T0346",0.10496588,0.0861592,0.123227455,0.109525117,0.132954677,0.10359659,0.120020789,0.082883696690832,1.38593290063884,7.24311589370788
"T1082",0.077329304,0.089684728,0.075133556,0.07880263,0.142327917,0.076829304,0.084570005,0.380945316157357,0.302998988674723,3.72470707606998
"T2297",0.058320867,0.0861592,0.123227455,0.063781963,0.132954677,0.064852133,0.067013499,0.495714995237075,0.0107411206289446,2.77517299222979
"T2298",0.084372977,0.0861592,0.123227455,0.088613584,0.132954677,0.090276319,0.092277635,0.239186269554246,0.70892255238247,5.04353644327116
"T2380",0.051422917,0.087499637,0.046045198,0.056392282,0.089067091,0.058342079,0.058390455,0.383109601152074,0.297323945009008,3.70626908696156
"T2381",0.056185077,0.091174874,0.049546744,0.063685292,0.116561585,0.064325432,0.068263244,0.452102310992025,0.12035161041656,3.13129307445613
"T2382",0.053988985,0.067891543,0.053156572,0.057570414,0.10516571,0.055342166,0.061035179,0.406086096713157,0.237624697300319,3.51230862711813
"T2861",0.075829637,0.064525832,0.055659538,0.066510943,0.070205136,0.058362709,0.056991187,0.0366141382458923,1.79140531591501,8.56047949776121
"T2863",0.056922178,0.052248592,0.037979091,0.049367534,0.030925505,0.041411994,0.046635875,0.237936846827549,0.712954854323872,5.05663723044688
"T0781",0.036657177,0.03314749,0.039731482,0.037371561,0.069521597,0.035140821,0.035186647,0.442466487161311,0.144718699749864,3.21046076975433
"T0808",0.056473878,0.064477664,0.053833188,0.055491189,0.123030294,0.062356031,0.059612326,0.497666361960103,0.005849596453421,2.75928062649933
"T0831",0.062075902,0.107269961,0.057834955,0.056485643,0.109733059,0.095719229,0.102667947,0.413937327674534,0.217428201351755,3.44669102234488
"T0056",0.082705427,0.0861592,0.123227455,0.086061596,0.132954677,0.082711119,0.090479535,0.279509128712854,0.584300348987583,4.63864390601302
"T0054",0.071565137,0.0861592,0.123227455,0.07327912,0.132954677,0.07129363,0.077880568,0.408920382020175,0.23032303286574,3.48858581241427
"T0055",0.072585835,0.0861592,0.123227455,0.074244857,0.132954677,0.071703502,0.077248759,0.404074665588705,0.242814204567644,3.52916912795464
"T1864",0.107033493,0.0861592,0.123227455,0.10942469,0.132954677,0.106890228,0.11564441,0.0683429928672748,1.48824616839005,7.57552759440374
"T1868",0.118110428,0.0861592,0.123227455,0.121279284,0.132954677,0.117399374,0.128969426,0.0612942918367667,1.54399896369144,7.75666618876227
"T1866",0.114653277,0.0861592,0.123227455,0.116613682,0.132954677,0.114072137,0.121145722,0.0537379100691204,1.60964297739038,7.96994095472152
"T1870",0.111083413,0.0861592,0.123227455,0.112657592,0.132954677,0.11058373,0.116288779,0.0571846210768782,1.57885533818399,7.8699131505672
"T0009",0.104537797,0.074022546,0.069830697,0.08353032,0.112707438,0.07042344,0.070813731,0.273365933588861,0.602664552909494,4.69830846752866
"T2676",0.0560644,0.088606355,0.048382455,0.058641495,0.087288831,0.066973117,0.062174697,0.31337624422977,0.486302808250612,4.32025382917958
"T1863",0.092401118,0.0861592,0.123227455,0.09535467,0.132954677,0.091958479,0.10289777,0.169255305369816,0.957112231122092,5.84989474868282
"T1867",0.107791596,0.0861592,0.123227455,0.110505881,0.132954677,0.107588784,0.117192718,0.066331526852299,1.50368282448107,7.62568067051063
"T0046",0.08310405,0.0861592,0.123227455,0.087300978,0.132954677,0.084775834,0.092552298,0.263638182189222,0.632169133537364,4.79416766585547
"T1865",0.111235582,0.0861592,0.123227455,0.114297,0.132954677,0.109747543,0.121241802,0.0611678465639715,1.54504370139547,7.76006049963329
"T1869",0.109593859,0.0861592,0.123227455,0.113222866,0.132954677,0.10779447,0.121100044,0.0661673524422546,1.504958662148,7.6298258158862
"T0697",0.061916833,0.0861592,0.123227455,0.064802628,0.132954677,0.061334888,0.069086495,0.489580664812008,0.026120370088199,2.82513955649404
"T0698",0.063046388,0.0861592,0.123227455,0.065641569,0.132954677,0.062198641,0.066804251,0.487770659505492,0.0306592131985705,2.83988607559828
"T0707",0.087909328,0.0861592,0.123227455,0.090251246,0.132954677,0.086779054,0.096032431,0.225279922053759,0.75448200941212,5.19155729068297
"T0709",0.087928081,0.0861592,0.123227455,0.09022245,0.132954677,0.086983079,0.097038088,0.223013155262821,0.762056454996251,5.21616636039396
"T0711",0.095805778,0.0861592,0.123227455,0.097219488,0.132954677,0.095187118,0.100970099,0.145984596369521,1.05381157558577,6.16406703792597
"T1075",0.079290977,0.0861592,0.123227455,0.081721814,0.132954677,0.078530956,0.087748672,0.322576192752435,0.460506948006951,4.23644411453574
"T1077",0.092055193,0.0861592,0.123227455,0.094834121,0.132954677,0.091021327,0.101446477,0.176335069934765,0.929422561664859,5.75993212390998
"T1079",0.080634856,0.0861592,0.123227455,0.082671554,0.132954677,0.079993509,0.087599582,0.311028419410869,0.492937373453573,4.3418092652532
"T1919",0.057386244,0.071422987,0.054502463,0.057933343,0.105586236,0.060288196,0.059560451,0.382827174830249,0.298063957530642,3.70867335794478
"T2000",0.078196278,0.0861592,0.123227455,0.06951073,0.132954677,0.088549122,0.067201857,0.39933638270988,0.255065169346329,3.5689720208419
"T2323",0.058421595,0.0861592,0.123227455,0.066920306,0.132954677,0.057871737,0.078151036,0.488839304687225,0.0279793645904526,2.83117935502321
"T2326",0.064391012,0.0861592,0.123227455,0.066183509,0.132954677,0.063555111,0.070710639,0.474147498172407,0.0648480339505929,2.95096418209176
"T2327",0.068101715,0.0861592,0.123227455,0.070181952,0.132954677,0.06696211,0.075509371,0.440665056544528,0.149283273626582,3.22529088708575
"T2328",0.063659132,0.0861592,0.123227455,0.065334716,0.132954677,0.062881028,0.069358056,0.48118707740137,0.0471744951545226,2.89354356385092
"T2331",0.064864115,0.0861592,0.123227455,0.066896542,0.132954677,0.063244971,0.069965522,0.473691829259032,0.065992673402849,2.95468306973333
"T2333",0.062622785,0.0861592,0.123227455,0.066858328,0.132954677,0.060892723,0.076394549,0.474216685171143,0.064674243806579,2.95039954488874
"T2334",0.066976831,0.0861592,0.123227455,0.071177576,0.132954677,0.065097629,0.080570694,0.438094322486115,0.155802569780948,3.24647181864668
"T2335",0.094593076,0.0861592,0.123227455,0.09747003,0.132954677,0.09260427,0.103970663,0.15399306747797,1.01945683648212,6.05244986936698
"T2336",0.096847635,0.0861592,0.123227455,0.100442811,0.132954677,0.094680414,0.107950291,0.13207608176185,1.11663092456422,6.36816458157308
"T2337",0.095059464,0.0861592,0.123227455,0.09986064,0.132954677,0.094176779,0.110309507,0.141012384333592,1.07578199014978,6.2354480330866
"T2525",0.048958621,0.074164925,0.043679282,0.05096829,0.042735227,0.056536408,0.053372198,0.243799843491931,0.694131593703815,4.99548121214269
"T2526",0.057505005,0.119178837,0.043389851,0.063702098,0.105435094,0.077348994,0.06974655,0.48611795956014,0.0348041403389482,2.85335277752538
"T4072",0.140367036,0.12790879,0.185762178,0.07325087,0.135223435,0.072680436,0.1703113,0.471728244536618,0.0709262027937611,2.97071190872275
"T4074",0.140367036,0.12790879,0.185762178,0.07325087,0.135223435,0.072680436,0.1703113,0.471728244536618,0.0709262027937611,2.97071190872275
"T4075",0.12012205,0.110023977,0.169703278,0.062751705,0.11796548,0.06289872,0.149740139,0.49013653155406,0.0247265683118811,2.82061115046145
"T4077",0.122695468,0.114175909,0.167814556,0.06599906,0.122075878,0.064646232,0.151183204,0.473155285627791,0.0673405809617379,2.95906236729541
"T4083",0.111583101,0.104132876,0.165264721,0.06119442,0.113255503,0.059574452,0.143155087,0.495092642220132,0.0123012319954102,2.78024173144612
"T4085",0.110547113,0.102656508,0.166048217,0.060371702,0.111787673,0.059633102,0.142360836,0.499096429207069,0.00226491803414041,2.74763415018212
"T5716",0.196602978,0.178070958,0.253806085,0.214896487,0.245981483,0.160794621,0.140666623,0.274235187783504,0.60005380831985,4.6898262631362
"T5719",0.13208337,0.120966014,0.242752303,0.243513591,0.237835816,0.18553355,0.249050553,0.393105827403457,0.271233232479364,3.62150140907412
"T5720",0.130152809,0.207554133,0.234489678,0.241083479,0.236121927,0.223239104,0.102370461,0.409769886154073,0.228136954047107,3.48148333006834
"T5736",0.113888126,0.27213718,0.213390378,0.242178647,0.181276878,0.099322469,0.228933686,0.473371592574028,0.0667971590017042,2.95729681115689
"T5744",0.138062729,0.222586141,0.166782057,0.201100952,0.221135161,0.118313007,0.184846866,0.29936945612865,0.526214886115192,4.44992656833529
"T8379",0.138948975,0.229008929,0.158141461,0.197743285,0.251327116,0.073035633,0.23773194,0.484523519240726,0.0388035198924169,2.866346601184
"T2409",0.041497606,0.055829061,0.042405105,0.040344917,0.089527529,0.043588968,0.060722591,0.467342925087839,0.0819507843110575,3.00653033161328
"T2822",0.046925072,0.034485282,0.048186338,0.033650099,0.073872879,0.035866226,0.039862758,0.447937522141181,0.130873922210963,3.165479643175
"T2688",0.052290438,0.07828887,0.051791558,0.05637678,0.058830524,0.055424887,0.062722635,0.123853997437955,1.1559343894765,6.49585996167276
"T2689",0.036299718,0.059530475,0.037913686,0.034660367,0.042451838,0.034722209,0.035506502,0.296090908304435,0.535676978978667,4.48066852829827
"T2690",0.025707985,0.038122391,0.026100748,0.024270532,0.024509198,0.024126777,0.027868537,0.199762757117782,0.842468947259396,5.47742332049206
"T5664",0.062078246,0.055333457,0.054376523,0.066655659,0.061046555,0.08318098,0.107449372,0.387932418988838,0.284711945630283,3.66529320714848
"T5668",0.07658992,0.107571417,0.076935259,0.073857551,0.140103881,0.07512441,0.076423518,0.4026566868504,0.246476525825456,3.54106786273813
"T5670",0.064514809,0.061436823,0.064951457,0.063125864,0.102961312,0.062684804,0.13021469,0.481477518751221,0.0464456685795593,2.8911756355595
"T2677",0.054717922,0.086933619,0.046615374,0.057956139,0.094290981,0.067091714,0.060815227,0.36828648276651,0.33639507150112,3.83320960885875
"T2678",0.061883561,0.103731475,0.052890456,0.064059521,0.104660668,0.075387319,0.06757083,0.385831784815441,0.290199564149775,3.68312225947892
"T2681",0.065853191,0.086396529,0.062977114,0.073496326,0.149481129,0.068861215,0.078170587,0.495454927658074,0.011393053310595,2.77729109534789
"T2683",0.062807877,0.068821421,0.059577042,0.072232979,0.081531707,0.059656444,0.072541955,0.0391934677507964,1.76012310822414,8.45884486044976
"T2684",0.067883384,0.06860837,0.068031602,0.069990565,0.144656723,0.068239186,0.071413655,0.493891834447799,0.015311498734616,2.79002196726813
"T2685",0.061830697,0.063863497,0.062016978,0.066563793,0.116523039,0.062433696,0.066740415,0.398890378942964,0.256220269789759,3.57272489582395
"T2686",0.073184885,0.076336194,0.072844808,0.07938596,0.115599924,0.072585984,0.081507699,0.214354914000481,0.791401340477577,5.31150671559885
"T2687",0.075681878,0.075595894,0.075799088,0.075981901,0.136711358,0.076001711,0.078521191,0.382405399358848,0.299169396346565,3.71226488429217
"T2662",0.058032477,0.082076449,0.057669341,0.088718199,0.133015927,0.063432536,0.086291986,0.457981762611971,0.105519591220205,3.08310443935357
"T2432",0.051541472,0.044698328,0.052717342,0.049730669,0.066997063,0.05407191,0.051957878,0.0606199419439921,1.54959029466365,7.77483219868919
"T2429",0.041985007,0.047980461,0.042893655,0.040952168,0.083604842,0.044164967,0.051285374,0.426445018983809,0.185432220946736,3.34273736613163
"T2339",0.062712486,0.0861592,0.123227455,0.064997158,0.132954677,0.061331318,0.070349177,0.48553494685714,0.0362664595807197,2.85810379405336
"T0066",0.063155334,0.0861592,0.123227455,0.064740516,0.132954677,0.063029641,0.071243167,0.480004482838147,0.0501423325177351,2.90318594833318
"T0067",0.066720537,0.0861592,0.123227455,0.068202429,0.132954677,0.066460326,0.073984226,0.452298022383103,0.119857483611881,3.12968767629895
"T0068",0.079779302,0.0861592,0.123227455,0.082160899,0.132954677,0.07981869,0.091018267,0.30968113003303,0.496754393102269,4.35421060890002
"T0070",0.063060765,0.0861592,0.123227455,0.063345679,0.132954677,0.070130653,0.069092013,0.472931977368527,0.0679016129915894,2.960885137844
"T0071",0.069719833,0.0861592,0.123227455,0.072852073,0.132954677,0.069960046,0.071807236,0.43090042212567,0.174082222517136,3.30586167675327
"T0064",0.08927383,0.0861592,0.123227455,0.091145644,0.132954677,0.088258962,0.097439239,0.21063915715183,0.804205480301502,5.35310685200704
"T0246",0.066626393,0.065288945,0.067433014,0.066744845,0.061696023,0.011879338,0.076002674,0.495553921162187,0.0111448976374229,2.7764848475252
"T0257",0.077616683,0.076361213,0.078459305,0.077755212,0.092910934,0.039332225,0.046517057,0.394521347144288,0.267553933353029,3.60954751387719
"T0598",0.045471771,0.043128126,0.044615166,0.041966274,0.024348811,0.044565048,0.044187185,0.199231791301649,0.844368386040196,5.48359452085904
"T0599",0.050106364,0.04768069,0.049596802,0.045925357,0.064736384,0.048529401,0.046553665,0.0602532322137413,1.55265129317412,7.78477725999998
"T0600",0.042657463,0.040464988,0.041848507,0.040663469,0.076081944,0.041391681,0.045175438,0.393646199455574,0.26982823619629,3.61693663253836
"T0601",0.081180053,0.058017558,0.047678383,0.054756786,0.104255556,0.086127919,0.082117383,0.395557248511752,0.264863655959063,3.60080691059545
"T0602",0.047977135,0.072795758,0.067983602,0.07435606,0.090218744,0.091723308,0.075319552,0.23724754206568,0.715184437348294,5.06388105621142
"T0603",0.05061542,0.064134016,0.057999384,0.067327073,0.101720908,0.087774263,0.067492454,0.348113513495261,0.390418612436231,4.00872992518292
"T0583",0.042936592,0.07019499,0.042991059,0.075926538,0.059903919,0.041812571,0.060850031,0.346367135399158,0.395147180902843,4.02409285435517
"T0587",0.071799047,0.066596521,0.071543971,0.067961964,0.096923017,0.065603838,0.06139752,0.148116467569854,1.04454581238879,6.13396294516994
"T0588",0.078506095,0.077805396,0.078535401,0.079185412,0.088178038,0.076090572,0.076780759,1.18729417521963e-07,5.16733232151549,19.528730849927
"T0592",0.045409607,0.090346533,0.045901041,0.06922643,0.075896421,0.047572679,0.049443197,0.422921995021436,0.194423883940657,3.37195091832861
"T0568",0.051649282,0.048854841,0.051812938,0.051852464,0.082689418,0.047420601,0.076824903,0.345327988509636,0.397965011391788,4.0332478725233
"T0569",0.053998954,0.051075492,0.054324114,0.048409501,0.091846419,0.051529301,0.043098547,0.408280581486677,0.231970195515065,3.49393737775491
"T0570",0.061135244,0.057905471,0.061731689,0.057431313,0.089339188,0.060587835,0.059212135,0.186027046060981,0.892632344446875,5.6404021847027
"T0571",0.047499957,0.044414924,0.047744392,0.043953859,0.047525974,0.04111489,0.045796748,5.69500674860192e-07,4.86596420107826,18.5495979216967
