"","alaE","kbl","lrp","tdh","yojI","pval","z","inv_cof_var"
"T6079",0.085186313,0.042720137,0.112267812,0.042302857,0.03986829,0.47377547987446,0.0657825367792222,2.40757587563622
"T6085",0.085186313,0.043561536,0.220214347,0.044447828,0.035001402,0.488998515352912,0.0275801286132265,2.31347836850539
"T6087",0.085186313,0.042223364,0.267263692,0.041957002,0.037836133,0.488272245847651,0.0294013555568684,2.31796428768021
"T6092",0.085186313,0.040363237,0.161824929,0.040278739,0.041505782,0.486257599723062,0.0344539044233889,2.3304093736269
"T6100",0.085186313,0.044355752,0.221771566,0.043856359,0.039271387,0.46263700303015,0.0937924792222235,2.47656801213485
"T6101",0.085186313,0.050395471,0.192881677,0.052057269,0.048179508,0.325855527744677,0.451386438879947,3.35736851095755
"T6103",0.085186313,0.0421,0.074168686,0.046392342,0.040889112,0.453248863448302,0.117457240088313,2.53485740045484
"T6105",0.085186313,0.047394999,0.075750065,0.04868211,0.038561041,0.432966567284519,0.1688264732492,2.66138651251131
"T6107",0.085186313,0.04648191,0.227685344,0.051714643,0.036665281,0.440864342611151,0.148778159228731,2.61200490380996
"T6109",0.085186313,0.04029979,0.287949918,0.045140914,0.040222009,0.471576643736984,0.071307171821064,2.42118377132139
"T6111",0.085186313,0.04321268,0.236487017,0.049740374,0.04341246,0.417874270035557,0.207334618205592,2.75623708917875
"T6114",0.085186313,0.061532154,0.391836255,0.050423241,0.042586476,0.344412262588967,0.400450785318456,3.23190736192762
"T6116",0.085186313,0.087378167,0.305493983,0.047278583,0.038472465,0.45094649974165,0.123270374654599,2.54917590804543
"T6118",0.085186313,0.049935939,0.32173169,0.051755393,0.042163876,0.379433128396983,0.306969934622125,3.00165185089351
"T6120",0.085186313,0.060216374,0.337775219,0.052186746,0.03518415,0.41135414546687,0.224062988848255,2.7974412449219
"T6122",0.085186313,0.04221802,0.299123052,0.050169313,0.040501185,0.440904484924735,0.14867641832558,2.61175430271387
"T6124",0.085186313,0.06394528,0.281785194,0.047542317,0.041585359,0.371832753053287,0.327003145527357,3.05099625865487
"T6125",0.085186313,0.075926787,0.088145821,0.068416734,0.046750686,0.211902889095454,0.799836075998932,4.21564535233026
"T6127",0.085186313,0.059143034,0.044365443,0.067094265,0.045062005,0.259947249313447,0.643508041347492,3.83058904144414
"T6129",0.085186313,0.049039979,0.056832851,0.077305309,0.04696214,0.331723053108009,0.435160259476947,3.31740131764749
"T6131",0.085186313,0.05050855,0.074800943,0.087307123,0.054684758,0.297336293329605,0.53207711518651,3.55612015656473
"T6133",0.085186313,0.058107787,0.050529609,0.058126456,0.044461995,0.291063370606086,0.550280872865265,3.60095838274518
"T6135",0.085186313,0.086453679,0.067705309,0.060688815,0.063121149,0.105091186784286,1.25306411704119,5.33200504982783
"T6137",0.085186313,0.108985546,0.048932644,0.06140685,0.043178385,0.441105080036929,0.148168032005331,2.61050208099039
"T6139",0.085186313,0.084515313,0.049318663,0.060412166,0.045200854,0.301502744872355,0.520083339821928,3.52657792566687
"T6142",0.085186313,0.076952362,0.105914349,0.057288468,0.045673044,0.281142194324786,0.579451758488349,3.67281007350782
"T6144",0.085186313,0.067933435,0.05649448,0.055109589,0.041822737,0.322591595185566,0.460464021587837,3.37972777951138
"T6146",0.085186313,0.081291546,0.051747591,0.061631618,0.047141392,0.253860993176035,0.662388945682183,3.87709516803571
"T6148",0.085186313,0.087709956,0.074235258,0.060408069,0.059738713,0.149911518200595,1.03681295576459,4.79935027314834
"T6150",0.085186313,0.087302227,0.043610744,0.04931555,0.04498725,0.388378374167362,0.283548056977843,2.94396071558408
"T6154",0.085186313,0.121747589,0.049952867,0.051076251,0.051340395,0.491588034074135,0.0210872343459567,2.29748552423338
"T6156",0.085186313,0.074723154,0.047885002,0.058902132,0.046079286,0.25842743845637,0.648201121093138,3.8421487081257
"T6157",0.085186313,0.089104825,0.062148577,0.059396648,0.048021079,0.300235650665312,0.523722877329277,3.53554258059288
"T6159",0.085186313,0.079438105,0.055127122,0.054755495,0.050073939,0.258193970195871,0.648923320408907,3.84392757910603
"T6168",0.085186313,0.11171851,0.053217505,0.058970841,0.044831746,0.451717648835172,0.121322880739787,2.54437897687449
"T6174",0.085186313,0.061640036,0.17609368,0.056079274,0.050434548,0.219950329088091,0.772360979153181,4.14797061020066
"T6176",0.085186313,0.046590089,0.1566395,0.057750832,0.045872833,0.34892773109821,0.388216988466267,3.20177392684326
"T6178",0.085186313,0.095399663,0.364828842,0.077713957,0.056703309,0.149359360617458,1.03918496562826,4.80519284239402
"T6180",0.085186313,0.067303378,0.390870561,0.061496086,0.055055637,0.115828184546559,1.19610299480923,5.19170238665243
"T6182",0.085186313,0.053133976,0.315116106,0.05917221,0.053085229,0.226353087130572,0.750911075705881,4.09513670418568
"T6184",0.085186313,0.086188931,0.102439063,0.048314786,0.050286658,0.347719631842239,0.391484337430473,3.2098218329104
"T6185",0.085186313,0.063474629,0.144292585,0.050873576,0.046513905,0.298677350022206,0.528208399712966,3.54659100645783
"T6187",0.085186313,0.046733732,0.114110403,0.056880523,0.045018323,0.357169710530831,0.366034380688632,3.1471352746288
"T6190",0.085186313,0.044420942,0.124992669,0.044403161,0.057273091,0.378507625333788,0.309402655455274,3.00764395916454
"T6192",0.085186313,0.046664037,0.117750714,0.04668642,0.059145044,0.338303445467824,0.4170977768983,3.27291107043952
"T6194",0.085186313,0.046823642,0.116196408,0.047066909,0.059669229,0.332681321509434,0.432521206088862,3.31090098541909
"T6196",0.085186313,0.044620243,0.11944971,0.044717487,0.056408325,0.376690008884643,0.3141856804708,3.01942517276107
"T6197",0.085186313,0.05016308,0.123691787,0.047710008,0.057155185,0.307246364633112,0.503670802460224,3.48615170843162
"T6199",0.085186313,0.052716614,0.075171486,0.053077161,0.055851986,0.24744531076718,0.682550975121369,3.92675687262465
"T6201",0.085186313,0.058974139,0.110466932,0.060524667,0.052402568,0.183305053243448,0.902841341147408,4.46936073670359
"T6203",0.085186313,0.066880034,0.080121002,0.068607268,0.05427372,0.099023799053782,1.28713396689937,5.41592352758575
"T6205",0.085186313,0.063115089,0.097697526,0.059820603,0.055428906,0.133957050078508,1.10787894419838,4.97439505892081
"T6207",0.085186313,0.05617913,0.064351029,0.056459003,0.06340575,0.151913363481352,1.02826173193639,4.77828749507282
"T6210",0.085186313,0.053166192,0.069884866,0.055640157,0.065153955,0.185056185692693,0.896262894956131,4.45315716689973
"T6212",0.085186313,0.050475448,0.04594289,0.050270215,0.063178033,0.265024196166685,0.62793214454517,3.79222357887809
"T6214",0.085186313,0.056703342,0.095461624,0.066199358,0.050177541,0.209419137313446,0.808438363783052,4.23683390758024
"T6216",0.085186313,0.065805357,0.06988703,0.07016222,0.053875976,0.106350963110976,1.24617017463754,5.31502437175989
"T6218",0.085186313,0.061599403,0.079909836,0.06614011,0.057456323,0.0920444847160239,1.32826987057195,5.51724661623358
"T6220",0.085186313,0.05050345,0.068730047,0.052265995,0.074473732,0.256497033959808,0.654182758999876,3.85688226139118
"T3654",0.072624937,0.050186478,0.415453198,0.059842022,0.053420663,0.0662898837128883,1.50400621134567,5.95010811300753
"T3655",0.077192684,0.02845366,0.47142028,0.047416213,0.061678518,0.444952412862109,0.138424638531242,2.58650283379835
"T3656",0.068526827,0.036668875,0.437293182,0.050571099,0.032261885,0.398614690932653,0.256934442162616,2.87840791590267
"T7301",0.119361643,0.074110132,0.381237903,0.084688224,0.084619792,0.170299658722677,0.952981750119882,4.59286309473112
"T7302",0.120737994,0.06684447,0.346598913,0.090760621,0.087376022,0.223812732278284,0.759379681294283,4.11599598277567
"T7303",0.116049292,0.071946784,0.377786157,0.091487903,0.086722368,0.132157384483925,1.11625086113295,4.99501618076282
"T7304",0.10216791,0.074373032,0.342698136,0.099223205,0.085187508,0.0270917781224979,1.92536623825071,6.9879727409144
"T7305",0.137739797,0.058214251,0.409256231,0.087886839,0.076873498,0.434297761430019,0.165442730640146,2.65305191373678
"T7306",0.1254089,0.06468217,0.387202022,0.096729832,0.08625613,0.278093057415502,0.588515825288988,3.69513605062166
"T7307",0.125289168,0.073986875,0.372799347,0.081295466,0.084710976,0.24369071890896,0.694479682945356,3.95613883369506
"T7308",0.118685866,0.059120374,0.353610954,0.082739707,0.09042657,0.294935927452222,0.539021738493531,3.57322566829881
"T7309",0.141783368,0.082361773,0.372516275,0.080381151,0.082575406,0.345665185276947,0.397050297463743,3.22353151743198
"T7310",0.100070089,0.059836191,0.37264032,0.082042089,0.087285931,0.140284833236138,1.07904051606825,4.90336225426551
"T7311",0.146916262,0.061687971,0.386417605,0.096867357,0.08354405,0.428297784518583,0.180709541529463,2.69065605744104
"T7312",0.135686389,0.066612852,0.363358036,0.112170559,0.090054257,0.31739697710645,0.474990205865099,3.41550766340441
"T7313",0.150916955,0.094073158,0.371653243,0.125753212,0.082620415,0.283254025112871,0.573201822959053,3.65741566825253
"T7314",0.140247042,0.093661512,0.371222445,0.104307007,0.080981966,0.224228428337298,0.757990188104085,4.11257348006838
"T7315",0.148707177,0.070429806,0.385706502,0.106847071,0.082516067,0.386539889069293,0.288348770603564,2.95578549853145
"T7316",0.142217452,0.077556788,0.362233589,0.091091906,0.085696364,0.32121100229282,0.464315103450546,3.38921349573804
"T7319",0.14454047,0.085100429,0.310931728,0.079670685,0.084610738,0.349649830818881,0.386266022480089,3.19696844350832
"T7320",0.138307807,0.08792909,0.334608185,0.084931542,0.087884581,0.253923311380441,0.662194431074697,3.87661605322217
"T7321",0.139096579,0.079949016,0.385623522,0.080578406,0.075675113,0.364234726312341,0.347162219001896,3.10065068231788
"T7322",0.145732918,0.069218272,0.370448075,0.086436682,0.081992647,0.408607953645685,0.23112729950185,2.81484156217972
"T7323",0.139889166,0.07668053,0.370689611,0.086456915,0.085807603,0.323266364314303,0.458584278347121,3.37509772707519
"T7324",0.131944545,0.082864315,0.329639594,0.088602262,0.088854193,0.200997574795145,0.838063306624036,4.30980400041098
"T7326",0.144651948,0.083545201,0.338211432,0.080816916,0.082656633,0.358142927741923,0.363427107151957,3.14071322031371
"T7328",0.139528128,0.086382027,0.351319291,0.15364815,0.085026366,0.34018875252789,0.411948044384454,3.26022660851142
"T7330",0.138864903,0.085019123,0.331852031,0.126244862,0.08509636,0.25094970564724,0.671504158354094,3.89954712409218
"T7332",0.137949751,0.067766838,0.350610192,0.154218869,0.079928381,0.445020528453978,0.138252256445834,2.58607823426943
"T7334",0.100296158,0.089836675,0.349942601,0.152735693,0.082607783,0.326942322395904,0.448372140179214,3.34994390064884
"T7336",0.134918277,0.085362437,0.368455639,0.155124765,0.091262351,0.312914755870212,0.487605199815596,3.44658003659237
"T7338",0.143105395,0.076748412,0.397672481,0.149507621,0.08038026,0.400508154075994,0.252032027698557,2.86633263054407
"T7340",0.139898372,0.083793744,0.352383601,0.097262375,0.083995404,0.261938594113342,0.637380252358091,3.81549549902606
"T7342",0.141409615,0.08946529,0.327938609,0.133176524,0.090613456,0.221574034687327,0.766888066572811,4.13449011367488
"T7344",0.145158481,0.08703774,0.372869481,0.098694071,0.086529246,0.269737666823198,0.613606581078849,3.75693785017303
"T7346",0.145828733,0.0823659,0.34843419,0.088626679,0.087817254,0.32222297373339,0.461491598791779,3.38225883600539
"T7348",0.133629902,0.087372062,0.325195066,0.104547417,0.081386356,0.197144052582756,0.851866656460128,4.34380344892708
"T7350",0.134886907,0.091752653,0.358565772,0.111620628,0.090199277,0.121714401912475,1.16645927784195,5.11868605070333
"T7352",0.144349373,0.084681114,0.372430632,0.079874927,0.081377197,0.36094987922299,0.355920960078948,3.12222460240621
"T7354",0.135505268,0.085861544,0.37777821,0.083187853,0.088315744,0.246116145648258,0.686762679584933,3.93713084928788
"T7358",0.13778954,0.081061543,0.375241849,0.1038822,0.089462633,0.223174321398656,0.761516474198251,4.12125918201286
"T7360",0.14208181,0.07237113,0.376330415,0.079504857,0.079296751,0.402237687769221,0.247559337387258,2.85531581174477
"T7362",0.141652821,0.079470092,0.333919276,0.084619425,0.085721568,0.328683019337179,0.443552659816754,3.33807289278455
"T7364",0.140842651,0.081949685,0.391210299,0.169376077,0.081473825,0.427716380271804,0.182191095836637,2.69430531867028
"T7366",0.137163818,0.085133237,0.339277028,0.173649722,0.085873275,0.410962597627161,0.225069516057317,2.79992045253679
"T7368",0.113561992,0.055553542,0.327652298,0.091031983,0.085789614,0.288239807067445,0.558534263717946,3.62128755940963
"T7380",0.119136566,0.062270811,0.342853014,0.077204761,0.080841815,0.304735493036464,0.510828735267888,3.50378262924909
"T7382",0.138248591,0.074770845,0.318770969,0.102058484,0.085197179,0.291715959311513,0.548378671106503,3.59627301205385
"T7384",0.123869249,0.065427748,0.358435811,0.088078596,0.082634201,0.282169238357132,0.576409422983413,3.6653164048986
"T7404",0.157811115,0.07051412,0.411301394,0.129585371,0.090876771,0.39945278182,0.254763764574062,2.8730612542739
"T7406",0.15186303,0.069092928,0.34419652,0.084318798,0.086188237,0.433323501280732,0.167918999956756,2.65915128759471
"T7408",0.138514107,0.08694187,0.384995034,0.166246279,0.078020982,0.412342568155613,0.221523120340399,2.79118521797222
"T7410",0.154171888,0.080811406,0.374806881,0.08045462,0.083167008,0.420425519415014,0.200805018288452,2.74015383411025
"T7386",0.140216937,0.049452867,0.347815243,0.151349818,0.091362829,0.491045946951051,0.0224463672966535,2.30083324571639
"T7390",0.128451185,0.066227395,0.346692281,0.145564152,0.087960242,0.388694943297068,0.282722083279887,2.94192623478393
"T7392",0.111952235,0.044043975,0.320194598,0.110671468,0.090972235,0.408160635726193,0.23227906509105,2.81767851084201
"T7394",0.117238711,0.067363489,0.361079698,0.092826566,0.092292914,0.175887430156698,0.931152160337007,4.53909397181793
"T7396",0.139167615,0.079786802,0.354417493,0.141470285,0.081808712,0.346929827684187,0.393622651182013,3.21508877819325
"T7398",0.145063884,0.084396481,0.354593377,0.110282736,0.083974036,0.281209779493782,0.579251391380463,3.67231654322352
"T7400",0.137282452,0.071431361,0.329511056,0.171764848,0.082516939,0.46614667202355,0.0849598075669848,2.45481199140308
"T7412",0.151100152,0.081466275,0.381286185,0.072374478,0.089437355,0.41689096261004,0.209853615877928,2.76244170854214
"T7414",0.138477713,0.086610107,0.363803164,0.090198003,0.08322749,0.260855625029888,0.640709793494494,3.82369659251377
"T7416",0.138989629,0.086321657,0.341301734,0.143067892,0.076358173,0.349130681235479,0.38766850965328,3.20042295208816
"T7418",0.144128854,0.080284498,0.351743946,0.159241484,0.077378104,0.425198640523579,0.188611548288615,2.71011972931576
"T7420",0.143808612,0.078220066,0.381005733,0.083122632,0.086162542,0.353198073175509,0.376700560395239,3.17340746450333
"T7422",0.157995763,0.077240925,0.348727242,0.085141567,0.089439956,0.420198211390351,0.201386433020471,2.74158593432379
"T7424",0.141090529,0.087131569,0.341533268,0.08529232,0.087345155,0.280780447455997,0.58052461115347,3.67545264935979
"T7426",0.144800532,0.082268573,0.381184758,0.085684154,0.081107239,0.352009124922201,0.379901882562603,3.18129273796994
"T7428",0.153431783,0.072962142,0.358296989,0.080505272,0.083400733,0.442433326019673,0.144802697928969,2.60221282482957
"T7430",0.156007538,0.077864786,0.382097053,0.086863671,0.087797322,0.407509550965288,0.233956045997436,2.8218091332392
"T7432",0.153917047,0.066405954,0.397534459,0.076006322,0.087835163,0.470586143785912,0.0737965307358134,2.42731538656444
"T7434",0.140133482,0.091823669,0.369004509,0.086940305,0.082642393,0.270553041170718,0.611141236356688,3.75086538501414
"T7223",0.127031963,0.084140766,0.292470264,0.166114405,0.081863676,0.400336012788224,0.252477471169743,2.86742981583208
"T7224",0.12508772,0.076110616,0.365782333,0.125661591,0.082887315,0.257862134094137,0.649950388850789,3.84645738245283
"T7226",0.132648424,0.056706634,0.339777908,0.155194763,0.089171067,0.465011435244216,0.0878160632165148,2.46184732109175
"T7227",0.144755381,0.088745769,0.318960643,0.18731262,0.08099335,0.458030420266396,0.10539694445578,2.50515132147283
"T7228",0.136210193,0.070818644,0.366363525,0.136407415,0.087142435,0.350959580905475,0.382731087550482,3.18826143835565
"T7229",0.119646211,0.080028351,0.371508747,0.183615951,0.081301933,0.476558768810359,0.0587923049497685,2.39035802417094
"T7230",0.128246885,0.076959831,0.39214503,0.143188505,0.087487689,0.315357555322716,0.480720568425752,3.42962229276417
"T7231",0.144092289,0.113087327,0.359645423,0.216909402,0.077980359,0.48561393717706,0.0360683306691515,2.3343859157473
"T7232",0.136993028,0.074486011,0.389081725,0.186556059,0.08564323,0.483662695461941,0.0409630023684489,2.3464421296678
"T7235",0.141650707,0.072031402,0.371316063,0.179642627,0.083556159,0.481388781167236,0.0466683419146527,2.36049512408376
"T7236",0.138068742,0.081450234,0.379245849,0.151230523,0.086370211,0.346782342979824,0.394022150097933,3.21607279605742
"T7238",0.122414412,0.083290143,0.381915733,0.167923193,0.086732771,0.392104772087852,0.273837447540569,2.92004221974481
"T7239",0.139439531,0.078565584,0.380631064,0.190610332,0.084050761,0.485190708907825,0.0371299174226872,2.33700074219166
"T7240",0.126356215,0.081388067,0.397027057,0.146263092,0.08114861,0.331835742124298,0.434849759082391,3.3166365147334
"T7241",0.14432834,0.085648302,0.374865194,0.13696725,0.080931551,0.325224413995372,0.453138758135857,3.36168470152234
"T7242",0.12532962,0.064432949,0.38908421,0.144842252,0.084300767,0.404378794655397,0.242029133015449,2.8416941980745
"T7245",0.147159113,0.075391132,0.344429821,0.1251469,0.077454282,0.382521993361541,0.29886377655018,2.98168532774491
"T7246",0.129933476,0.070990409,0.373346958,0.135747752,0.075254157,0.383400667532645,0.296561464159107,2.97601443245226
"T7247",0.132374784,0.076047454,0.399485125,0.08262611,0.084742501,0.287097231969754,0.561884868313201,3.62954053493998
"T7248",0.126709376,0.071888577,0.395054802,0.089139035,0.087097549,0.235575514560078,0.720607514575653,4.02049508611932
"T7249",0.149349972,0.075787941,0.37702599,0.138147226,0.082395449,0.386659310022704,0.288036733924213,2.9550169115478
"T7250",0.130092317,0.071681518,0.379670648,0.166042005,0.087972686,0.430482682293185,0.175145426656993,2.67695091779083
"T7251",0.148502503,0.070131165,0.392262512,0.104273952,0.085984261,0.376762824678471,0.313993929478111,3.01895286509074
"T7252",0.132111929,0.067025875,0.375640191,0.148182419,0.08505879,0.407453924674959,0.234099351531534,2.82216211343506
"T7253",0.140240596,0.087068115,0.379486821,0.123496793,0.093232487,0.189602000964121,0.879363894854468,4.41153272857477
"T7254",0.110393985,0.083058518,0.367658098,0.149005853,0.084661066,0.310186329275858,0.495322262564977,3.46558816728229
"T7255",0.128255102,0.082748634,0.389779311,0.108352155,0.086047782,0.152487441785804,1.02582329506185,4.77228130744733
"T7256",0.096141827,0.076868042,0.383336556,0.137903254,0.084514117,0.286611351338451,0.563311626238546,3.63305482554362
"T7257",0.148831562,0.065408391,0.348909472,0.163859811,0.081487606,0.481562922592016,0.0462313629357623,2.35941878794276
"T7258",0.131234751,0.073644498,0.401487212,0.164041601,0.085094823,0.42528491056058,0.188391425112219,2.70957753726151
"T7452",0.120196661,0.074077255,0.244248805,0.172162596,0.080646732,0.462544295557166,0.0940258893443212,2.47714293166697
"T7259",0.152309568,0.082052994,0.333691133,0.187518528,0.081697059,0.477694592635949,0.0559405272647399,2.38333372429208
"T7260",0.144321025,0.081259337,0.338621856,0.180712651,0.088856207,0.439398561566502,0.152494252667013,2.62115812596518
"T7261",0.150973447,0.082352093,0.367539855,0.183802236,0.088876124,0.446992944493064,0.133262366859797,2.57378748629187
"T7262",0.138609816,0.076320789,0.363176873,0.191878598,0.092299151,0.47470696980524,0.0634427582978987,2.40181269648337
"T7263",0.132980063,0.075445274,0.393744292,0.151483363,0.08744643,0.36634886698525,0.341539154384539,3.08680034176788
"T7264",0.129970984,0.070981102,0.376166667,0.179797667,0.086413348,0.476646744660321,0.0585714021776017,2.38981391187077
"T7266",0.120721525,0.068339737,0.384760241,0.166712246,0.087348849,0.447721176069347,0.13142090518589,2.56925172634086
"T7269",0.138932309,0.075648916,0.370402772,0.084375659,0.085698269,0.329543283652401,0.441174645236439,3.33221553313968
"T7270",0.123554036,0.075823867,0.37739707,0.087923804,0.088800693,0.172256115380767,0.945287279642278,4.5739106117492
"T7462",0.130099818,0.082396098,0.202647927,0.124524125,0.081567144,0.240268336288698,0.705439656149707,3.98313467522079
"T7271",0.133970897,0.075940334,0.336479912,0.111245951,0.085688579,0.25236737982748,0.667058511563693,3.88859691700724
"T7272",0.134174193,0.07412913,0.364906404,0.128218285,0.087060563,0.297485676816786,0.531645776508848,3.55505771322031
"T7273",0.146540318,0.068538552,0.33822603,0.127692358,0.090874346,0.367778153774007,0.337743743056689,3.0774517493196
"T7274",0.133208916,0.073011307,0.359929876,0.142206271,0.084139094,0.360954543048483,0.355908505202682,3.12219392442373
"T7275",0.139250736,0.086309202,0.359912371,0.085930929,0.085945574,0.27255315620717,0.605109394666568,3.73600817329121
"T7276",0.135336414,0.085882951,0.387098495,0.088456986,0.086434264,0.227373388304141,0.747524902647594,4.08679611889812
"T7468",0.13369125,0.088613458,0.231418762,0.197099812,0.086497089,0.468814044090828,0.0782513847363478,2.43828827220716
"T7277",0.136882768,0.082631795,0.353488318,0.094278149,0.078097649,0.283873428231244,0.571372957003503,3.65291093319641
"T7278",0.144900874,0.083163106,0.348638966,0.092922482,0.083370758,0.316782261183639,0.476715783117097,3.41975798493045
"T7279",0.143238265,0.081699163,0.352239638,0.157838721,0.081675046,0.397005574713225,0.261105501238474,2.88868177768196
"T7280",0.144747294,0.082471496,0.357541945,0.137180189,0.083078934,0.331951829161913,0.434529939701007,3.31584875794096
"T7281",0.151071841,0.071937494,0.36121303,0.166966078,0.080046374,0.471203726711553,0.0722443471596948,2.4234921562464
"T7282",0.141056447,0.079907515,0.362560241,0.135727998,0.083122293,0.328638875425372,0.44367475367926,3.33837362587048
"T7474",0.134647917,0.081898038,0.12594637,0.201338841,0.087364169,0.49402868479191,0.0149684264739974,2.28241410347734
"T7283",0.144123774,0.066291149,0.345661417,0.168125481,0.078976852,0.489154910346482,0.0271879574836035,2.3125123999333
"T7284",0.130454544,0.077218055,0.340922744,0.144042249,0.08328202,0.341750330586226,0.407690842816345,3.24974056655375
"T7285",0.146085812,0.058781945,0.354469966,0.146760264,0.07941936,0.479529448261502,0.051334601385764,2.37198872893582
"T7286",0.144358504,0.067889787,0.348544499,0.118626821,0.081097953,0.388090270992014,0.284299927127122,2.94581266969195
"T7288",0.142322716,0.071968772,0.336421733,0.183351986,0.079795594,0.499084258226757,0.00229542623682957,2.25119885325006
"T7480",0.138961805,0.076933798,0.239562464,0.181546481,0.085212344,0.465112933363043,0.087560665136735,2.46121824235596
"T7482",0.137707872,0.076938173,0.212932177,0.189315154,0.08049088,0.495794126566742,0.0105427565681333,2.27151310206098
"T7486",0.130759878,0.080383667,0.265788679,0.14741959,0.07629638,0.373583444456677,0.322377286928956,3.03960216641445
"T7490",0.141433843,0.11498243,0.328216505,0.159137342,0.077438953,0.309615644375654,0.496940105323172,3.46957312471781
"T7492",0.080516292,0.080234808,0.308837273,0.169244451,0.081849283,0.486367206662638,0.0341789987492809,2.32973224514543
"T7494",0.138855484,0.086452115,0.285993056,0.144220263,0.08556946,0.299539437887075,0.525725597751716,3.54047554184528
"T7289",0.144045786,0.070337058,0.337795204,0.116393987,0.085496256,0.353681844727578,0.375399079399184,3.1702017472937
"T7290",0.137653422,0.069926637,0.348092922,0.089157248,0.086392061,0.336824773327405,0.421144529970231,3.28287875034044
"T7292",0.136527795,0.071834146,0.325956662,0.146575838,0.085415572,0.383249803854905,0.296956646839609,2.97698781886641
"T7293",0.128512571,0.086893692,0.309330059,0.173332016,0.082621565,0.414149147934324,0.216884578848739,2.77975988611377
"T7294",0.13082302,0.067149307,0.346760614,0.110322168,0.084310762,0.3062196976954,0.506594461298496,3.49335306095335
"T7295",0.134951617,0.071740328,0.366919243,0.150204463,0.080589393,0.410410530056831,0.226489068906621,2.80341699609968
"T7296",0.146203244,0.065107623,0.38444163,0.150368997,0.081180597,0.455409229419264,0.112006240081117,2.52143087745088
"T7297",0.115284932,0.073004824,0.214619461,0.156543758,0.084215549,0.400329381065405,0.252494632828594,2.86747208723311
"T7298",0.113660657,0.058943516,0.281586091,0.082382139,0.085145693,0.264835539228982,0.628508197190337,3.7936424715733
"T7299",0.120571347,0.070658964,0.317824969,0.09040272,0.085647884,0.192374114400355,0.869180834016717,4.38645052339989
"T7300",0.127614564,0.062597977,0.331349513,0.087095452,0.087429457,0.321623431559191,0.463163937631428,3.38637802438758
"T7160",0.054910455,0.070843768,0.455969203,0.062550989,0.052597003,0.020226686803553,2.04908940211433,7.29271900830468
"T7164",0.059631538,0.114269863,0.497380782,0.065985854,0.052627083,0.440382348961345,0.149999895224961,2.61501419869833
"T5290",0.123261728,0.123100827,0.238464099,0.140819544,0.07554704,0.22227349734994,0.764537506096056,4.12870037706295
"T5292",0.077947963,0.069019503,0.242196648,0.130327437,0.079472366,0.348090913093671,0.390479750307011,3.20734740397904
"T5294",0.07287144,0.111637588,0.248366126,0.116798151,0.073887063,0.242971105739331,0.696777240553861,3.96179801733894
"T5296",0.126567984,0.10874863,0.233532894,0.119335337,0.083872725,0.0704057325362438,1.47277592858713,5.87318385886626
"T5298",0.122030433,0.10675744,0.236908903,0.123593925,0.084729431,0.060892254605866,1.5473266059876,6.05681188744023
"T5300",0.079589932,0.078069222,0.241587356,0.132576646,0.079185256,0.313390947089474,0.486261328072772,3.4432699054521
"T5302",0.122942604,0.10507771,0.239007404,0.129302793,0.065213356,0.282388527630755,0.575760530370568,3.66371809787567
"T5306",0.127782696,0.093025145,0.243942107,0.183010331,0.065276612,0.489351445313154,0.0266951385510836,2.31129852271343
"T5308",0.124296063,0.069041001,0.239509727,0.149986307,0.068073091,0.457137636920417,0.107647553566382,2.51069486485138
"T5310",0.118638232,0.092248721,0.240294298,0.149037357,0.075482502,0.321632741780567,0.463137958182418,3.38631403362088
"T5314",0.130186073,0.071410365,0.24161475,0.155425847,0.071925781,0.453632923357128,0.116487935962497,2.53246987814225
"T5316",0.12497059,0.074741236,0.237943649,0.158709747,0.065437342,0.472063607578544,0.0700834803283504,2.41816965979048
"T5318",0.10709377,0.093719124,0.2374071,0.164823376,0.075746875,0.400801755940509,0.251272400624046,2.86446157011903
"T5557",0.094367251,0.115654975,0.129205601,0.181851788,0.086589436,0.416593654112981,0.210615510421956,2.76431835403994
"T5561",0.109821452,0.19044007,0.08790271,0.22579407,0.084710524,0.491268801288814,0.021887617043989,2.29945697106753
"T5569",0.130828862,0.072206984,0.211237008,0.171016222,0.073556414,0.485753419564463,0.0357184748778947,2.33352417536513
"T5565",0.107114313,0.12555628,0.107020278,0.18645019,0.110525995,0.292892745402661,0.54495351224055,3.58783639964416
"T5567",0.106185733,0.142804767,0.155492446,0.177885999,0.095982685,0.30496798633105,0.51016485393395,3.50214740305385
"T5571",0.102508522,0.145081891,0.160298094,0.165355934,0.085086091,0.326093716825425,0.45072545523505,3.35574042214784
"T5577",0.093107144,0.093330587,0.169879279,0.153521005,0.089510326,0.307580510154248,0.502720179038851,3.48381019912721
"T5573",0.090826228,0.130879233,0.149828817,0.166454815,0.101115212,0.291141709468401,0.550052421347839,3.60039567690223
"T5575",0.157641089,0.159247474,0.099282939,0.195670079,0.082007601,0.362541570463415,0.351673494146453,3.11176254058711
"T5776",0.085186313,0.130782225,0.05804097,0.171125724,0.115308426,0.303671661719771,0.513869370448853,3.5112721097389
"T5784",0.085186313,0.168208925,0.071866578,0.099548436,0.120611638,0.339478332877625,0.413887271951656,3.26500317859151
"T5786",0.085186313,0.14688533,0.070211565,0.108691702,0.118845809,0.180529917669939,0.913347447606004,4.49523864531892
"T5790",0.085186313,0.122741537,0.062514487,0.182504138,0.107928234,0.380292258844413,0.304713301881653,2.99609347053001
