"","decR","marA","mlaB","mlaC","mlaD","mlaE","mlaF","yncE","pval","z","inv_cof_var"
"T6965",0.158772059,0.081642698,0.1337228,0.064231548,0.118547866,0.10411174,0.131487919,0.109001274,0.0367172946054316,1.79012020551909,3.95904361100307
"T6968",0.159802652,0.062992367,0.165084355,0.117444369,0.121694121,0.076393772,0.1329438,0.096711975,0.0415667160435291,1.73278757491941,3.89556176233705
"T6969",0.101592553,0.152221036,0.072456278,0.13589305,0.100938404,0.105277775,0.115413302,0.079528065,0.00577344039689912,2.52569765261841,4.77351550406768
"T6972",0.145469398,0.156016328,0.071999339,0.121834412,0.071271874,0.079513793,0.052577949,0.08449025,0.238617604803237,0.710756389269682,2.76391250116169
"T4105",0.090418298,0.131994696,0.128069029,0.092437915,0.067596069,0.095203277,0.11234331,0.082979513,0.00454011467768355,2.60901864943668,4.86577310424047
"T4107",0.117860612,0.118975464,0.150101907,0.132897735,0.039373719,0.118332104,0.132026452,0.066693571,0.255092749399099,0.65854888009407,2.70610546942339
"T4109",0.058359639,0.13387488,0.06644823,0.063132058,0.054477911,0.078908025,0.126593461,0.073624354,0.167097184818338,0.965699899846782,3.04620000807628
"T4117",0.081491857,0.141838659,0.147958551,0.041396246,0.173882978,0.106982369,0.183306008,0.066149734,0.46376323096366,0.0909573731106427,2.07763686832207
"T5051",0.080965989,0.13569203,0.086751517,0.053722741,0.047263724,0.067588815,0.113320111,0.079378837,0.0968154326542263,1.29991277735905,3.41625892723892
"T6973",0.106246429,0.125737173,0.147513441,0.060264217,0.129004672,0.061100554,0.136551212,0.110131515,0.160652773093119,0.99177858537799,3.07507576610421
"T6976",0.129370231,0.14139535,0.149757066,0.067251822,0.112074941,0.046906952,0.115001294,0.108257469,0.193699735840472,0.864343042755561,2.93397210930682
"T6979",0.101306413,0.152924754,0.144513411,0.037672272,0.093417481,0.045383602,0.103301375,0.080753069,0.36167374422757,0.353988517590675,2.36887944926906
"T4104",0.090639005,0.106490739,0.082341158,0.243285786,0.09839882,0.107257409,0.170746211,0.096847533,0.436243462025962,0.160500377788936,2.15463871618064
"T4106",0.116258861,0.134550646,0.141622155,0.144370492,0.066955762,0.137935418,0.156351231,0.099748159,0.0378005588227557,1.77680020807758,3.94429497566279
"T4108",0.080297174,0.159880558,0.115016405,0.094307813,0.043292219,0.15165833,0.150692319,0.078249133,0.300712149278224,0.52235339532522,2.55530232185005
"T4110",0.070808594,0.144590026,0.136884596,0.058750325,0.061840047,0.141366947,0.115352592,0.09491168,0.232089186873756,0.731983934256879,2.78741680899361
"T4112",0.055329736,0.146991333,0.14550938,0.092844416,0.165148595,0.157557832,0.136509389,0.104054776,0.160496338450556,0.992420020054797,3.07578599793304
"T4114",0.077862724,0.040493078,0.155407689,0.044563231,0.109630108,0.100325375,0.138613425,0.085614974,0.251672646786204,0.669235453732443,2.7179382327795
"T4116",0.059955593,0.140959625,0.142096912,0.205365654,0.172432311,0.059912404,0.167163197,0.088882502,0.423707628002707,0.19241740999141,2.1899790134416
"T4118",0.10121236,0.151229464,0.140006721,0.144087865,0.160512762,0.162089229,0.162721393,0.112035473,0.000481024723147067,3.30139614246678,5.63241162705995
"T4833",0.092959382,0.121816577,0.076883503,0.13355613,0.119940066,0.133648055,0.123156685,0.083959367,0.00995499523434534,2.32803979862987,4.55465783360488
"T4835",0.104538634,0.071977329,0.114031997,0.097536501,0.132716589,0.096605523,0.140350797,0.101776691,2.98077163152671e-05,4.0143278612414,6.42180892153379
"T4837",0.125550753,0.141827978,0.147227202,0.052695413,0.129419494,0.09941129,0.108345621,0.103035013,0.067775228435886,1.49256742010612,3.62957676644764
"T4839",0.082839146,0.080460725,0.100660674,0.103620922,0.145178916,0.105758686,0.148399118,0.094315456,0.0137546812352612,2.20421307794471,4.41755006336785
"T4841",0.130311493,0.075130063,0.151828587,0.053365146,0.160556388,0.076366634,0.154895873,0.105721541,0.217400293189317,0.781003244630247,2.84169369129058
"T4843",0.10868221,0.128465753,0.12753873,0.120433259,0.138582867,0.136004038,0.144317171,0.096143492,1.29066122885532e-06,4.70159885071501,7.18279324215473
"T4846",0.101195854,0.068282904,0.062362993,0.115244308,0.128275284,0.120266724,0.163794517,0.103660375,0.0601724526111609,1.55332753521253,3.69685371487597
"T4848",0.146006909,0.126506829,0.125097483,0.150185072,0.117435117,0.103637808,0.131950972,0.082254186,0.00221296929898506,2.84609214243649,5.12827394273194
"T4850",0.129804842,0.073505688,0.090590774,0.074318077,0.155061898,0.074345645,0.145349815,0.116473456,0.101659724761063,1.27215106782531,3.3855196322703
"T4852",0.124599114,0.082099398,0.15275707,0.210685256,0.134909381,0.128884727,0.127624334,0.122208116,0.0101975948966298,2.31899716967993,4.54464533641892
"T4854",0.087863243,0.133534769,0.124767985,0.095252842,0.125800282,0.125136374,0.134420124,0.129029185,2.39510858977841e-05,4.06563346203415,6.4786173105991
"T4856",0.140961091,0.119769195,0.089587405,0.10394258,0.118643929,0.145932327,0.147549937,0.108943128,0.00119322340260908,3.03737964834857,5.34007801268297
"T7008",0.061527151,0.270783037,0.111258571,0.084143013,0.084972245,0.15219361,0.060604488,0.084878563,0.209124463738449,0.80946291231097,2.87320580398968
"T7010",0.102647857,0.190312369,0.09595967,0.115571342,0.096960865,0.101307364,0.14399857,0.23457683,0.306670069553258,0.505311397153002,2.5364324821511
"T2256",0.080490296,0.054819344,0.128697882,0.056812646,0.130844276,0.131425804,0.131427368,0.185005855,0.196597495499373,0.853837576421947,2.92233987794083
"T2259",0.082605716,0.076974325,0.122022237,0.196466709,0.169690288,0.133648838,0.149153956,0.055996591,0.264252281230767,0.630290461635627,2.67481619095568
"T2768",0.082605716,0.078160675,0.246145055,0.205659654,0.258806494,0.245600771,0.289874343,0.212677872,0.117689294751207,1.18661734903699,3.29081198437123
"T2764",0.082605716,0.062933565,0.222855612,0.206506866,0.259060872,0.340907617,0.341314837,0.230045777,0.25274707172347,0.665870084377094,2.71421191033647
"T2765",0.082605716,0.097460348,0.266412845,0.240091258,0.319927057,0.100871444,0.316233677,0.184938988,0.407921608751084,0.232894644087607,2.23479763806142
"T2766",0.082605716,0.077915326,0.24908746,0.232539449,0.295228435,0.148827404,0.222760232,0.128652381,0.296558893102905,0.534323427678815,2.56855620143747
"T2767",0.082605716,0.270862812,0.262564908,0.217277382,0.275208844,0.151938067,0.277828377,0.177696808,0.224012425226828,0.758712010807326,2.81701160855124
"T2763",0.082605716,0.045430675,0.289760533,0.261984902,0.340426752,0.087444161,0.17676491,0.186017215,0.470859429023673,0.0731096557476627,2.05787489192539
"T2769",0.082605716,0.096376155,0.151396646,0.2068015,0.241759787,0.192471463,0.069056216,0.075286047,0.470220019025621,0.0747168031651207,2.05965441412893
"T0413",0.082605716,0.097198264,0.139220953,0.269863566,0.233997101,0.395494642,0.351608921,0.369037336,0.4182504938052,0.206371171928018,2.20542938776275
"T0415",0.082605716,0.171577556,0.220535922,0.247212602,0.454053466,0.402214882,0.467712471,0.401635452,0.400342036866627,0.252461882045496,2.25646356243751
"T0408",0.082605716,0.031572849,0.196123999,0.065994027,0.128065626,0.098177551,0.15747022,0.091151558,0.308016038382197,0.501481809510657,2.53219215163387
"T5994",0.108759684,0.123645504,0.074478737,0.074440616,0.074327278,0.073956528,0.074413779,0.118473486,0.0138412051522652,2.2017579576616,4.41483161886881
"T5996",0.095900443,0.057703307,0.052384596,0.052590076,0.053163835,0.056631021,0.053426771,0.110788468,0.242602800852577,0.697954576226177,2.74973762814823
"T5998",0.070741766,0.114074849,0.07839114,0.078557606,0.082130433,0.070370117,0.080849438,0.117041984,0.00180628890552598,2.91014788042435,5.19919998646311
"T6000",0.094862336,0.126893736,0.085477392,0.085615452,0.088532258,0.074305901,0.087680069,0.116910882,4.88081150149323e-06,4.42238738908839,6.87363492223458
"T6002",0.077749953,0.134728325,0.080205657,0.080284691,0.081793961,0.074000005,0.08127771,0.118376274,0.000468943521241837,3.3085253183156,5.64030544350644
"T6004",0.095945477,0.144057062,0.074045391,0.074180363,0.074442062,0.077350664,0.074603049,0.138897057,0.0713720279259527,1.4656485558803,3.59977071625998
"T6006",0.099160847,0.10926252,0.071458104,0.071454633,0.071428157,0.075802402,0.071293918,0.121876237,0.0226094910145746,2.00261170962213,4.19432591647536
"T6008",0.1110857,0.141031587,0.077357486,0.077337096,0.078273329,0.075924444,0.078065694,0.135025817,0.0432731830621715,1.71390395751309,3.87465278031554
"T6010",0.085267851,0.141467175,0.0783591,0.07832559,0.079190003,0.077371889,0.078997481,0.113942984,3.50606627798932e-05,3.9758737333099,6.3792303915693
"T6012",0.090345164,0.123588008,0.070415941,0.070543503,0.071379493,0.069691904,0.071055539,0.128625013,0.0575054943215739,1.57606428595072,3.72202909849995
"T6014",0.08313433,0.056211836,0.053398459,0.053361313,0.054008711,0.053357695,0.053671782,0.113990138,0.227906894284659,0.745757713532092,2.80266789659176
"T6016",0.09319164,0.129696561,0.079372208,0.07936755,0.080886982,0.080149687,0.080418109,0.128947482,0.00473947869834064,2.59427884614345,4.84945238160415
"T6018",0.099484622,0.130776356,0.081938718,0.081881481,0.081683053,0.079030269,0.081854461,0.122905901,0.000583474409863855,3.24683778105719,5.57200160215367
"T6020",0.104062521,0.118140014,0.062747968,0.062699511,0.062866244,0.066103445,0.062602688,0.121091484,0.142991551096887,1.06697505098612,3.15833743751236
"T6022",0.108702352,0.127202393,0.073645485,0.073565431,0.072620483,0.076766479,0.073103183,0.122960139,0.0269252597487549,1.9280370373207,4.11175272888847
"T6024",0.09685119,0.126717224,0.07299968,0.073047944,0.07269397,0.073893683,0.072823564,0.105560343,0.000264248107492592,3.46588146959783,5.81453884737927
"T6026",0.105455154,0.140444233,0.070590813,0.070824355,0.072061763,0.068675771,0.071588018,0.129144145,0.0790843513517446,1.41125749474077,3.53954593543398
"T6028",0.093107409,0.130748327,0.075463515,0.07556238,0.074722204,0.077144899,0.07522624,0.129535449,0.0216156205957827,2.02146897161281,4.21520571632802
"T5993",0.065299293,0.045082779,0.068458367,0.068528491,0.071240151,0.055753148,0.070179592,0.095788257,0.00027595872863197,3.45420510221933,5.80161012983853
"T5995",0.055531906,0.107497879,0.056020804,0.056216101,0.060839458,0.044277341,0.059396568,0.114789952,0.237633175965048,0.713936652142744,2.76743386350481
"T5997",0.113015319,0.104926151,0.054695947,0.054703674,0.055231066,0.052980288,0.055132017,0.092975307,0.226231567556501,0.751314948219499,2.80882117314191
"T5999",0.080642288,0.072166544,0.050930009,0.051017092,0.054967363,0.045717902,0.053402715,0.106774535,0.216041700732096,0.785631505331058,2.84681835663949
"T6001",0.064398237,0.019559238,0.056132359,0.056344529,0.061520069,0.046914358,0.059472255,0.134800833,0.384154243701781,0.294588186905388,2.30310812910055
"T6003",0.07585699,0.054087505,0.056534876,0.056754626,0.059881629,0.051430321,0.058829926,0.101292471,0.0517837008602129,1.6277995230116,3.77931320452207
"T6005",0.055222883,0.102773813,0.067896296,0.068029519,0.071048881,0.05432673,0.070108825,0.101893494,0.0134205491125509,2.21382095135142,4.42818843037155
"T6007",0.064944026,0.018731059,0.058434415,0.058613363,0.063242202,0.043831145,0.061832702,0.150573997,0.48511078017064,0.0373304079559311,2.01825813668599
"T6009",0.070931161,0.027095891,0.065058907,0.06512542,0.067739118,0.057726834,0.066859278,0.140937124,0.270531043248816,0.61120769990412,2.65368670536086
"T6011",0.065789069,0.002220501,0.067143759,0.067189835,0.069576873,0.06099112,0.068622022,0.082810789,4.72406906829048e-14,7.44839667674388,10.2241991934297
"T6013",0.057918202,0.071299859,0.058082785,0.058352445,0.062313686,0.048808771,0.060787452,0.113470367,0.165426028044049,0.972399066667311,3.05361769482537
"T6015",0.065252017,0.014024536,0.073009874,0.073299518,0.076096987,0.059303611,0.075337562,0.086555397,2.76241775056513e-09,5.83053981219099,8.43281889978934
"T6017",0.063533373,0.045956712,0.056865226,0.057045324,0.060713633,0.052206522,0.059403224,0.128696337,0.303553800133797,0.51420653361324,2.54628166752296
"T6019",0.100404867,0.027019271,0.063494794,0.063770778,0.071053725,0.052556609,0.068616836,0.103921669,0.0478301325249456,1.66626690645031,3.82190641171475
"T6021",0.101571544,0,0.062160497,0.062494041,0.070442747,0.05350344,0.067739386,0.119402066,0.140153917626477,1.07962807274059,3.1723475606095
"T6023",0.088611841,0,0.062846668,0.062954782,0.065556408,0.060127946,0.064689387,0.095068823,0.00287954534558298,2.76119144275453,5.03426720847825
"T6025",0.075961306,0,0.073056756,0.073431269,0.08177847,0.050195345,0.079061214,0.126723768,0.0880974110808599,1.35256443069632,3.4745577398734
"T6027",0.081123751,0.004719418,0.065807632,0.065929238,0.069357966,0.058557858,0.068196362,0.116795725,0.0465199047018233,1.67957615959805,3.83664315038077
"T1770",0.082605716,0.092301864,0.276523488,0.223078715,0.160535162,0.212694494,0.262786029,0.130638103,0.253092031412034,0.664791183007746,2.71301729127333
"T1771",0.082605716,0.092489204,0.302352609,0.255897198,0.182285001,0.212162758,0.268937165,0.141584837,0.263498747429259,0.632596007677892,2.67736901861101
"T1772",0.082605716,0.103879964,0.350845652,0.287122655,0.183961382,0.200927797,0.251176153,0.140962098,0.363211377749421,0.349887996848716,2.36433912669063
"T1773",0.082605716,0.106270382,0.260607688,0.22206489,0.117641939,0.250441757,0.299947384,0.124217047,0.386026955780625,0.289689340910051,2.29768385679939
"T1774",0.082605716,0.075553249,0.278610748,0.235151106,0.170844575,0.265597745,0.351087155,0.125495056,0.387351001375233,0.286229954401181,2.29385343338194
"T1775",0.082605716,0.100753819,0.25681354,0.183887691,0.11618386,0.248074843,0.264375791,0.125201724,0.345510713174404,0.397469292773408,2.41702376012939
"T1776",0.082605716,0.06658176,0.301446145,0.30916024,0.226522772,0.214862348,0.238910289,0.154437125,0.246249035219881,0.686341047219461,2.73687848871626
"T1777",0.082605716,0.078438987,0.266331153,0.370195592,0.212386954,0.199693953,0.215738396,0.251898825,0.271811750303993,0.607342708823988,2.64940717420594
"T1778",0.082605716,0.085061187,0.233164702,0.35657498,0.215234857,0.197036671,0.229473394,0.185801467,0.272199233667926,0.606175127460401,2.64811436376531
"T1779",0.082605716,0.101299883,0.348047697,0.298714901,0.200333834,0.217622821,0.244198946,0.201693034,0.254482831605744,0.660449113997919,2.70820951313903
"T1780",0.082605716,0.092432569,0.349423771,0.315417661,0.202464178,0.207322341,0.242921441,0.204136503,0.276118840614883,0.594410359592972,2.63508776433076
"T1781",0.082605716,0.093331762,0.332954181,0.275328925,0.200950385,0.221153312,0.246671071,0.150811971,0.278104578037086,0.58848148763698,2.62852299051288
"T1782",0.082605716,0.102534938,0.254499117,0.196461585,0.099786333,0.286500343,0.344727854,0.134902227,0.488768839509881,0.0281560641845542,2.00809979758986
"T1783",0.082605716,0.105823855,0.266093455,0.199762343,0.107315237,0.263823157,0.327855387,0.139392993,0.436841535773308,0.158981979473289,2.15295746187431
"T1785",0.082605716,0.115635019,0.355955939,0.220916256,0.133926991,0.271557535,0.308396491,0.157012967,0.419804073313447,0.202394731761072,2.20102645403606
"T1786",0.082605716,0.104533802,0.299834886,0.200647808,0.146110029,0.27896051,0.303594611,0.151900034,0.349538506252011,0.386566702697557,2.40495181146729
"T1787",0.082605716,0.107334576,0.292773237,0.224609018,0.108713227,0.289951465,0.322401761,0.13452846,0.451994652061918,0.120623437280318,2.11048476970803
"T1788",0.082605716,0.078859233,0.38246109,0.31113061,0.186143263,0.188664603,0.171826409,0.170660669,0.444700419621292,0.139062400865403,2.1309014065102
"T1789",0.082605716,0.06537032,0.369128042,0.288744853,0.197596578,0.199494885,0.193988954,0.138350764,0.411102562799756,0.224709690327781,2.22573480611939
"T1790",0.082605716,0.080962281,0.364648196,0.335299753,0.174668865,0.20954622,0.232601072,0.242362574,0.330591768476617,0.438279703728471,2.46221129653143
"T1791",0.082605716,0.076583369,0.272969739,0.336916101,0.214968255,0.213016128,0.229810517,0.214325152,0.200427431022375,0.840095466031875,2.90712385587783
"T1792",0.082605716,0.067786837,0.349409055,0.315645867,0.209386876,0.211509161,0.238431996,0.176795854,0.299427163660015,0.526048762268682,2.55939403581148
"T1793",0.082605716,0.071805131,0.312559936,0.32182906,0.21403275,0.20964613,0.241479146,0.235549851,0.19927046159788,0.844229946895478,2.91170178097477
"T1794",0.082605716,0.109473558,0.233784749,0.251217823,0.115261762,0.268414842,0.319030697,0.138943232,0.396439468573245,0.262574006351336,2.26766026383008
"T1795",0.082605716,0.084491284,0.286307268,0.294198413,0.172268162,0.226136991,0.25873799,0.139269128,0.282671191685613,0.574924464707267,2.61351190748767
"T1796",0.082605716,0.107883917,0.342864297,0.342368045,0.18424402,0.211102409,0.228226048,0.211208663,0.314859415264274,0.48212263598612,2.51075660766651
"T1797",0.082605716,0.100289012,0.24647469,0.276748643,0.211267838,0.261954303,0.286486345,0.163188429,0.182939409148811,0.904219884629794,2.97812594656599
"T1798",0.082605716,0.096998687,0.253640986,0.27758829,0.183585081,0.263338358,0.27573351,0.150269121,0.223844703571016,0.759272762984035,2.81763250426889
"T1799",0.082605716,0.096992077,0.248172698,0.279980695,0.194514659,0.279538975,0.274023341,0.179995391,0.175163349908883,0.933955787459586,3.01105117716581
"T1800",0.082605716,0.104141736,0.301606792,0.227001359,0.111114591,0.259049478,0.32228979,0.148407057,0.42094330087703,0.199480875644013,2.19780007193702
"T1801",0.082605716,0.099205912,0.279957022,0.215088867,0.105248637,0.270512851,0.345739533,0.121411588,0.491290895407274,0.0218322220681152,2.00109769104033
"T1803",0.082605716,0.102066364,0.290483717,0.24157487,0.121962836,0.237585317,0.2787605,0.175250779,0.297009608572949,0.533020749207512,2.56711380403288
"T1804",0.082605716,0.088290375,0.238256461,0.222593503,0.138568973,0.226658246,0.247316735,0.116196018,0.256621833247359,0.653795344133971,2.70084209240247
"T1805",0.082605716,0.099608464,0.275099381,0.244057761,0.126066763,0.257238841,0.249781494,0.132056586,0.323097164559193,0.45905547540105,2.48521537604851
"T1807",0.082605716,0.102321935,0.205164327,0.194441985,0.098999143,0.293598905,0.359435215,0.154397516,0.499203115204215,0.00199749528906851,1.97913558829799
"T1808",0.082605716,0.11033788,0.234397021,0.211358391,0.192017189,0.265950537,0.289887625,0.155936575,0.196249131811707,0.855095530723265,2.9237327542793
"T1809",0.082605716,0.112847204,0.309251739,0.222299761,0.092294167,0.279212756,0.181905132,0.195714834,0.396324202790199,0.262873080336695,2.26799141503106
"T1810",0.082605716,0.114531608,0.326886527,0.208071822,0.080242549,0.205607943,0.171520369,0.188984915,0.4405025333708,0.149695236263419,2.14267466792464
"T1811",0.082605716,0.127862327,0.331021055,0.243186616,0.124855743,0.211216079,0.180959923,0.186964759,0.346385900975599,0.395096323622566,2.41439627789201
"T1812",0.082605716,0.107511956,0.280392191,0.220420207,0.139952302,0.253172771,0.303186187,0.169655044,0.289560676853674,0.554668605421664,2.59108350362203
"T1813",0.082605716,0.107577585,0.269365232,0.224751942,0.123677032,0.251326307,0.298835461,0.164375216,0.312601195296806,0.488490588278241,2.51780755543383
"T1814",0.082605716,0.111121057,0.298503475,0.220697653,0.147569013,0.270316166,0.347100556,0.136024918,0.411125765259829,0.224650043714801,2.22566876210189
"T1815",0.082605716,0.112864894,0.30530359,0.26980839,0.227704056,0.244159602,0.303801173,0.1834468,0.189857678360617,0.878420881035969,2.94955986779468
"T1816",0.082605716,0.10533549,0.336236841,0.245859923,0.198228044,0.241464831,0.288410386,0.167653814,0.261184548974516,0.639697781647901,2.68523249418694
"T1817",0.082605716,0.111321002,0.345440815,0.268065256,0.194138347,0.231098927,0.26294122,0.171869768,0.267982177624139,0.618927144754985,2.66223410018092
"T1818",0.082605716,0.110351851,0.276927285,0.247749074,0.141002666,0.274311482,0.336730914,0.161854309,0.349907683967331,0.385569712397962,2.40384788885536
"T1819",0.082605716,0.105447475,0.262235832,0.241496569,0.124917516,0.285848767,0.350776724,0.159997031,0.403031528738788,0.24550807376604,2.24876392262975
"T1820",0.082605716,0.112928953,0.237910246,0.240379293,0.121901645,0.277249558,0.333458534,0.15990275,0.377266389492597,0.312668172069856,2.3231272852092
"T1821",0.082605716,0.104437381,0.314569445,0.216155428,0.174329331,0.266044672,0.311727732,0.192513349,0.260666824426659,0.641290979433283,2.68699657058896
"T1822",0.082605716,0.087740307,0.294445899,0.216985658,0.137828288,0.272832068,0.304889693,0.174718873,0.314769261933856,0.482376483245772,2.51103768134398
"T1823",0.082605716,0.092508166,0.29703327,0.223540051,0.143341592,0.281861598,0.307341326,0.15300623,0.343897638089874,0.401848839522057,2.42187303568182
"T1824",0.082605716,0.094238429,0.156403582,0.164936052,0.159496043,0.325354451,0.113984865,0.12131176,0.475326473493394,0.0618868407295166,2.04544837255699
"T1825",0.082605716,0.090682516,0.163937839,0.168696253,0.165358284,0.274767774,0.119663921,0.125761304,0.28824468153068,0.558519982791963,2.59534796092706
"T1826",0.082605716,0.10709926,0.152334241,0.157727783,0.154350932,0.251750586,0.109055306,0.113076316,0.265592992325167,0.626196618914741,2.67028326265025
"T1827",0.082605716,0.089910391,0.131873146,0.13188145,0.223163703,0.090969774,0.257801249,0.141642299,0.380738652484233,0.303541396223306,2.31302161594129
"T1828",0.082605716,0.100938826,0.129729875,0.13205501,0.19514727,0.171297339,0.205685598,0.144406692,0.0765441624226588,1.42870748753755,3.55886752926914
"T1829",0.082605716,0.094256001,0.136309299,0.139987121,0.241255182,0.137660317,0.252478057,0.144060346,0.278539403526374,0.58718598037577,2.62708853346737
"T1714",0.082605716,0.077518697,0.267075574,0.072864213,0.264125395,0.232981794,0.25290835,0.237051445,0.365762960693735,0.343096423846152,2.35681912272354
"T1715",0.082605716,0.072907479,0.295877258,0.263602325,0.343175169,0.239412277,0.281041894,0.287919298,0.157191220101663,1.00606887401488,3.09089876133664
"T1716",0.082605716,0.084715936,0.301621199,0.256344273,0.383053445,0.226312926,0.274579095,0.27490112,0.223274908797642,0.761179572587065,2.8197438289611
"T1067",0.082605716,0.072046922,0.249151708,0.09937279,0.328664345,0.197474485,0.234123141,0.17258887,0.399217785130348,0.255372290686587,2.25968612730114
"T4796",0.221659214,0.099884305,0.095060659,0.095607175,0.103509531,0.113368422,0.091545277,0.153465206,0.280602216856158,0.581053445218058,2.62029825252702
"T4798",0.095301746,0.096244547,0.094842013,0.10435985,0.097094183,0.150040732,0.094863017,0.015122257,0.370691494650427,0.330022462745308,2.3423429123807
"T4811",0.085336923,0.230327606,0.086701282,0.222098835,0.086851911,0.17786439,0.214849268,0.141136127,0.35781203761156,0.364313292132555,2.38031160872386
"T4801",0.085199024,0.105204093,0.164648,0.102199477,0.085491085,0.148367003,0.090818831,0.20964437,0.283045488871827,0.573817983897163,2.61228675094759
"T5743",0.129257791,0.076623183,0.204651694,0.276474501,0.14484305,0.123066794,0.133676686,0.121048133,0.233104913681969,0.728659737183142,2.78373607477012
"T5745",0.201851656,0.34766879,0.199223321,0.214551459,0.087969976,0.156943519,0.101106871,0.094888494,0.253636339887491,0.66309036700996,2.71113405405482
"T5747",0.117682431,0.306811811,0.150502239,0.199736079,0.116163474,0.195873421,0.107962543,0.106014058,0.0881076558525326,1.35250033495324,3.47448676953382
"T5755",0.112738853,0.064832789,0.290277273,0.155688383,0.200233711,0.247455089,0.109744658,0.11262687,0.34454937054741,0.400078443219658,2.41991275531491
"T6894",0.121853081,0.157921108,0.149772167,0.219554077,0.166535702,0.279255433,0.137006604,0.097033022,0.264659525324334,0.629045833218434,2.6734380697706
"T6896",0.105017825,0.156662072,0.107326976,0.254736755,0.157066484,0.070886609,0.127404276,0.107238651,0.411658228702141,0.223281457975701,2.2241533885377
"T6898",0.12663524,0.164338942,0.135062196,0.206903891,0.143825566,0.105275586,0.136589933,0.127683239,0.0138916812766785,2.200331801751,4.41325250043758
"T6902",0.12663524,0.164338942,0.135062196,0.206903891,0.143825566,0.105275586,0.136589933,0.127683239,0.0138916812766785,2.200331801751,4.41325250043758
"T6897",0.120034506,0.17066649,0.137758821,0.231256266,0.159051792,0.342878964,0.147538186,0.112060196,0.430446845317254,0.175236645792181,2.17095552434902
"T0861",0.048770981,0.07532769,0.146016747,0.287428296,0.122166597,0.208584695,0.249883986,0.155621967,0.437713804033758,0.156768108106234,2.15050614147231
"T0862",0.057574416,0.076645019,0.241240843,0.277757885,0.086477296,0.196282097,0.245758316,0.118896252,0.486267198528936,0.034429829510076,2.01504645635635
"T0864",0.062487742,0.108654978,0.17377869,0.150944004,0.153137213,0.17941196,0.16232566,0.183416311,0.0633745537078708,1.52704787355002,3.66775542499804
"T0866",0.069895887,0.080054955,0.171587669,0.23245523,0.214534834,0.195389236,0.221295993,0.155525012,0.129299494084624,1.12970870454485,3.22779959649279
"T0869",0.067255311,0.119057679,0.208371549,0.22328428,0.212595594,0.21223233,0.221860289,0.186426439,0.0957943529952054,1.3058937097935,3.42288134528802
"T0870",0.061350452,0.102408076,0.177698577,0.228213346,0.204334584,0.202873373,0.223051404,0.184180922,0.129608787749901,1.12824236775803,3.22617598758072
"T0871",0.069714263,0.122688015,0.222767944,0.134532671,0.18221827,0.226783188,0.219871992,0.210859645,0.160808090725863,0.991142134258275,3.07437105234448
"T0872",0.039055083,0.086731171,0.281210613,0.144921933,0.26367594,0.25748416,0.281320649,0.198865155,0.377886727835826,0.311035734696608,2.32131976057268
"T0873",0.062524203,0.110415184,0.206302353,0.194249647,0.195283258,0.205856872,0.207048394,0.192924641,0.0925115279052861,1.32544664188789,3.44453142942352
"T0874",0.054478022,0.097650905,0.226291423,0.171198269,0.226319128,0.22349825,0.226808896,0.202954565,0.175959383427995,0.93087395816399,3.00763880590513
"T1724",0.055704498,0.087745843,0.271419356,0.329682041,0.284205511,0.28386568,0.142327194,0.269571627,0.351678532782347,0.38079271469398,2.39855853369844
"T8315",0.069192337,0.093758114,0.09190454,0.06867052,0.113999343,0.160715538,0.164484922,0.14600065,0.224614205916177,0.756702007520494,2.81478602212448
"T2144",0.085594548,0.070151118,0.213087991,0.115996559,0.071858899,0.062769962,0.101579765,0.074506173,0.489045711188148,0.0274617813883263,2.00733104941032
"T2119",0.057194856,0.066006175,0.110894247,0.082180895,0.126333537,0.140541269,0.215987185,0.137380029,0.330502763360786,0.4385253102535,2.4624832456133
"T2138",0.130059856,0.067321198,0.229984604,0.131704206,0.141156077,0.050584997,0.130183192,0.122029922,0.30025244322183,0.52367459795475,2.55676523022366
"T2088",0.043177446,0.053545886,0.114677522,0.138361778,0.14764544,0.112833444,0.099486186,0.203871662,0.31800406743533,0.473287421544044,2.50097377125596
"T2089",0.052223961,0.05973048,0.13237195,0.142756339,0.146874618,0.132295008,0.111066373,0.200266116,0.187939903045908,0.88551338064602,2.95741307428808
"T6045",0.058286916,0.057021876,0.175987777,0.179290334,0.24096187,0.096451475,0.219447029,0.069153831,0.484461447567398,0.0389592281563796,2.02006165618941
"T6041",0.057661604,0.051118881,0.180726696,0.183772982,0.228607951,0.101766426,0.209577892,0.067555552,0.455314032684007,0.112246367654357,2.10120921648995
"T6036",0.063898356,0.050540649,0.196192839,0.199408831,0.239525464,0.119278996,0.227139273,0.074353435,0.422604453976569,0.195235092277087,2.19309890657362
"T6047",0.059508749,0.05596751,0.172756463,0.175721558,0.23833766,0.100027885,0.215279722,0.069825995,0.465352754835498,0.0869572288922923,2.07320768816314
"T6060",0.057170264,0.051217416,0.170640686,0.17316766,0.2420295,0.101113457,0.216740483,0.061926734,0.497482469916985,0.00631055397236334,1.98391124459976
"T6049",0.057621524,0.054766644,0.178229718,0.181348707,0.227517132,0.099533043,0.210577542,0.067759068,0.457816701556497,0.105935656905114,2.09422164971396
"T6043",0.058049655,0.05299227,0.181455345,0.184550167,0.22814326,0.099156696,0.212209981,0.067263671,0.461891055569923,0.0956707012624132,2.08285572504144
