"","alaA","avtA","leuE","livF","livG","livH","livJ","livK","livM","lrp","lysU","sdaA","yfbR","pval","z","inv_cof_var"
"T1706",0.125039103,0.057538019,0.127434048,0.08775264,0.096171768,0.039082821,0.204004116,0.100831986,0.058919819,0.05677545,0.160420241,0.126447291,0.01224934,0.486686323669295,0.0333786345352107,1.85900225738668
"T1707",0.124076335,0.080020949,0.12643496,0.087132691,0.094491568,0.045233354,0.204004116,0.130239375,0.074183257,0.083686318,0.110971345,0.080623759,0.010846692,0.401307039442113,0.249965435300419,2.01684388026026
"T1918",0.116296437,0.245890682,0.156803597,0.144675463,0.15589212,0.137221748,0.203303646,0.177799881,0.124127819,0.291424235,0.2537239,0.086986792,0.043708102,0.170530616762212,0.952070490729293,2.5285158795931
"T1919",0.109130255,0.22186176,0.134344234,0.127208246,0.127927536,0.095996315,0.183814393,0.146542773,0.09549362,0.2387149,0.216329014,0.072893489,0.054249953,0.181847808133609,0.908345678025498,2.49665061646244
"T2000",0.16569049,0.153160648,0.072116269,0.068796518,0.072773553,0.082301603,0.204004116,0.182487632,0.079102474,0.137015184,0.235329836,0.204519999,0.064452578,0.389928353909658,0.279505773605629,2.03837194624514
"T2335",0.110477349,0.145762541,0.103103456,0.061627142,0.065545228,0.079713673,0.204004116,0.140463379,0.070831558,0.125507233,0.195117517,0.21787477,0.077860027,0.33282530412951,0.432124941256265,2.14959597752721
"T2336",0.102119036,0.101556363,0.106928624,0.056105015,0.058752349,0.072602828,0.204004116,0.132863998,0.063741766,0.139079822,0.191077348,0.211383331,0.076537497,0.410567224216997,0.226086108843885,1.99944138099571
"T4072",0.098928066,0.092764363,0.072742064,0.148207128,0.119105318,0.076567714,0.183508983,0.148089529,0.0890356,0.151433796,0.110361308,0.107691324,0.074730238,0.0302596521098664,1.87699116904858,3.20256887072394
"T4074",0.098928066,0.092764363,0.072742064,0.148207128,0.119105318,0.076567714,0.183508983,0.148089529,0.0890356,0.151433796,0.110361308,0.107691324,0.074730238,0.0302596521098664,1.87699116904858,3.20256887072394
"T4075",0.142830657,0.112977885,0.097668301,0.129413057,0.114724701,0.064671335,0.165530057,0.129815383,0.075667192,0.11085882,0.070751707,0.098045616,0.063261467,0.0307875961399209,1.86934240312658,3.19699469158725
"T4077",0.116819535,0.077223582,0.076108005,0.132608596,0.119309184,0.07030314,0.165096332,0.13323251,0.083841262,0.096104685,0.091967645,0.076558365,0.0700441,0.0279723533329593,1.91146612014394,3.22769312672733
"T4083",0.122702226,0.112511825,0.084016302,0.123261392,0.111119664,0.065481474,0.160531549,0.124335975,0.075535366,0.115729029,0.16496751,0.12468774,0.061606846,0.0231125144161568,1.99333269209196,3.28735489988118
"T4085",0.127870053,0.096082582,0.088770797,0.122246796,0.109463356,0.063193929,0.160630514,0.12327415,0.073328305,0.111973078,0.13479446,0.082680632,0.059649769,0.0217191275161979,2.0194713225437,3.30640390857246
"T5142",0.238943162,0.143317013,0.045908474,0.158979492,0.149979342,0.139261485,0.202866037,0.160304928,0.073342085,0.190756143,0.068351849,0.053446078,0.137658323,0.315758115106904,0.479593835990525,2.18418980944309
"T5144",0.143057596,0.140854206,0.044322062,0.147828361,0.143436366,0.138795797,0.183165805,0.149196027,0.07898078,0.172492774,0.064777228,0.052836047,0.138823299,0.143497693543669,1.06473605979497,2.61062298953919
"T5146",0.141104154,0.133682073,0.046635756,0.149389964,0.140779736,0.128646149,0.201027708,0.150711124,0.07734721,0.186386759,0.06491141,0.052296532,0.129510908,0.178181187944474,0.922318674690017,2.50683369531186
"T5148",0.150842754,0.135402184,0.050880094,0.14874515,0.139547215,0.131805588,0.194661942,0.149577208,0.077477697,0.181617495,0.065803733,0.050657758,0.131719391,0.154428725453008,1.01762237276481,2.57628802178435
"T5150",0.15314126,0.138200942,0.062317135,0.149817606,0.143220247,0.135364627,0.19442269,0.151714853,0.075107946,0.18132882,0.067578669,0.05275877,0.134851477,0.12004220546149,1.17477583361201,2.69081650280297
"T5152",0.238943162,0.143317013,0.045908474,0.158979492,0.149979342,0.139261485,0.202866037,0.160304928,0.073342085,0.190756143,0.068351849,0.053446078,0.137658323,0.315758115106904,0.479593835990525,2.18418980944309
"T5528",0.051653422,0.109451073,0.095898751,0.044883424,0.111039556,0.071850271,0.220194866,0.102393323,0.054226789,0.11121931,0.108961017,0.190416558,0.059273421,0.485303779790485,0.0368462968030381,1.86152938017531
"T5530",0.184494028,0.087945776,0.076887513,0.184312162,0.156605572,0.087537551,0.180285239,0.079351568,0.071253353,0.154897285,0.075040832,0.205177652,0.064455327,0.312031669490863,0.490099716096551,2.19184616319961
"T5532",0.194757195,0.070654276,0.073093421,0.191730076,0.156032201,0.090389852,0.252377745,0.078613107,0.126725104,0.129799633,0.090172895,0.215158462,0.062279462,0.398199503123088,0.258010237539175,2.02270667816196
"T5534",0.180048578,0.073235542,0.066071476,0.190142254,0.085016138,0.068783509,0.237788161,0.107861574,0.099044199,0.138563049,0.102164918,0.215768529,0.058341069,0.446543885949515,0.134398115285454,1.93262206582897
"T5714",0.079681892,0.092274519,0.080733904,0.090819461,0.095918822,0.079503416,0.079092195,0.108730425,0.079198804,0.13454963,0.118621288,0.114294238,0.079665507,1.29236453163607e-09,5.9560084914677,6.17522792300863
"T5716",0.169655157,0.210023646,0.11430533,0.183151092,0.109620689,0.128886834,0.111087748,0.119677334,0.108126002,0.138634046,0.203168312,0.110097505,0.116911242,0.00869753408142163,2.37824914690647,3.5678698605529
"T5719",0.237928461,0.245964425,0.123070205,0.133110966,0.131417479,0.108335066,0.134503227,0.13486946,0.111923556,0.1724024,0.124250932,0.114900773,0.113705,0.0514033036588838,1.63139685863471,3.02358749056927
"T5720",0.243323302,0.244847826,0.109219279,0.133082754,0.123288071,0.100927357,0.178062115,0.127417797,0.10094465,0.136999433,0.130443192,0.118261694,0.103178715,0.102160458816566,1.2693369372935,2.75972964992491
"T5721",0.13073376,0.114058243,0.111053031,0.111059374,0.126963569,0.111167646,0.110745564,0.130834645,0.115373507,0.16922244,0.133466485,0.331406267,0.114151101,0.304331536859633,0.511982762324835,2.20779383645525
"T5722",0.125540093,0.081915866,0.084925991,0.148169583,0.112985872,0.08282349,0.089011145,0.127333749,0.078302966,0.17618795,0.267839552,0.269501635,0.078288761,0.484888520027776,0.0378879256724766,1.86228848641172
"T5723",0.207110461,0.220275,0.090028195,0.090520455,0.127268386,0.090145571,0.157926943,0.140544326,0.09308723,0.128571865,0.140347329,0.142388374,0.089970423,0.0711786851068287,1.4670686907443,2.90383030955904
"T5724",0.165778519,0.183166096,0.101071705,0.102779932,0.111257918,0.102149826,0.135806008,0.118949366,0.100807475,0.1418523,0.113354039,0.112457401,0.122542222,7.21091292591248e-05,3.80081962481362,4.60459431509767
"T5732",0.103511076,0.222410733,0.102793042,0.104129076,0.108647019,0.11085445,0.215792736,0.111858891,0.103613057,0.101895432,0.082413778,0.112957009,0.101373003,0.113448582533648,1.20839031056046,2.71531367241277
"T5734",0.117889166,0.215436287,0.070701565,0.071509358,0.098314637,0.119072197,0.203084268,0.084062568,0.08047322,0.193072887,0.190489969,0.234719783,0.070733715,0.37782641542071,0.311194412031542,2.06146562553737
"T5736",0.166668816,0.226646096,0.103376899,0.221699135,0.115066269,0.103249127,0.134737435,0.143112793,0.103991284,0.104082872,0.261446959,0.128078434,0.104165042,0.115903999799518,1.19571447782664,2.70607592568531
"T5744",0.115517938,0.233567358,0.110591361,0.227065135,0.120194783,0.106809879,0.137836383,0.144251313,0.123505678,0.161646353,0.112626715,0.105887291,0.10585998,0.0512228449284813,1.63311082717518,3.02483657673253
"T5746",0.095775774,0.222066342,0.094461015,0.177371888,0.092452235,0.098307578,0.105418221,0.109580418,0.09094794,0.100318488,0.240807319,0.106898727,0.092434779,0.239931433133178,0.706523142195898,2.34956872377435
"T5748",0.1309518,0.285700665,0.106453066,0.110881992,0.129942153,0.104333105,0.186990867,0.13972272,0.111350741,0.194134296,0.172220543,0.140704641,0.108468094,0.0975653736059369,1.29554947052115,2.77883251662621
"T5750",0.093202671,0.11718422,0.090817961,0.108707002,0.09974437,0.091145285,0.120650845,0.108887303,0.090790798,0.238185338,0.153219171,0.102675523,0.091685117,3.18234596636635e-08,5.40824050530473,5.77603190742186
"T5756",0.115924264,0.26320597,0.115059276,0.288465475,0.125423953,0.118807038,0.155698324,0.141529716,0.147431681,0.168899655,0.117268975,0.185228909,0.116299528,0.131176350984876,1.12084768627543,2.6515153715055
"T5758",0.085833212,0.279218166,0.070564365,0.267757427,0.102037176,0.135427337,0.184566515,0.131869236,0.07602236,0.276556068,0.268343868,0.194626306,0.073047146,0.450576688489032,0.124204477730468,1.92519326458633
"T8378",0.255244966,0.104369262,0.110275926,0.125257403,0.189398416,0.215896297,0.300648818,0.304049571,0.128266313,0.300304965,0.079034523,0.08541087,0.10042744,0.412179417511225,0.221942256238043,1.99642147203568
"T8379",0.205877701,0.227637227,0.173167539,0.165887452,0.239843784,0.211853878,0.254407474,0.253369089,0.145214394,0.251214853,0.053943434,0.044714376,0.146870571,0.180708940536779,0.912666665002275,2.49979961535998
"T2409",0.120460097,0.160330835,0.038514377,0.067521899,0.076557096,0.089034774,0.149053864,0.143796368,0.084593065,0.164929455,0.091384438,0.079274917,0.042668571,0.227778545813203,0.746182643038567,2.37847131596024
"T2421",0.113744265,0.185615895,0.043933711,0.068003537,0.076839055,0.088897442,0.123755947,0.131462531,0.084721616,0.266195977,0.222153553,0.108391497,0.050178986,0.387347875119118,0.286238118445344,2.04327826662797
"T2422",0.112226365,0.186107323,0.046516828,0.072675236,0.082351194,0.091795871,0.120197872,0.125692568,0.087639357,0.245422388,0.22714245,0.09305157,0.050500043,0.386322403302836,0.288917114359684,2.04523063427594
"T2822",0.125668844,0.208141189,0.036976325,0.072842769,0.088736845,0.106487083,0.169492106,0.167640095,0.086316202,0.041819413,0.084721903,0.095817535,0.039892702,0.387546965612418,0.28571824273471,2.04289939762224
"T2412",0.087948797,0.17233608,0.253176796,0.062590368,0.070198911,0.083754212,0.130547279,0.135964923,0.076475396,0.179419183,0.124031274,0.061118031,0.046314764,0.494998959906834,0.0125360768398311,1.84381285932617
"T2819",0.151921791,0.220456236,0.024436064,0.108148689,0.123954742,0.140505124,0.169338396,0.180677101,0.131016017,0.46704815,0.234714151,0.164544953,0.050698318,0.256634828683652,0.653755007997046,2.3111129734307
"T2823",0.135276138,0.206043263,0.048397038,0.083795023,0.099964075,0.115318503,0.170923934,0.173135782,0.107385326,0.086822458,0.178355605,0.089468571,0.043221165,0.259565244341789,0.644686311626483,2.3045039938095
"T2827",0.114453025,0.198427106,0.021580219,0.0729322,0.085284123,0.099349709,0.153894586,0.148724128,0.092096167,0.051202651,0.114538937,0.110441333,0.032340851,0.36319226373399,0.349938933366498,2.08970140954342
"T2414",0.079599752,0.194617191,0.23329532,0.069911098,0.091942031,0.112080519,0.151158718,0.129958504,0.102483831,0.349442408,0.217606412,0.046126585,0.045269103,0.455930054952671,0.110692605494277,1.91534623866284
"T2405",0.135491303,0.205017832,0.032797059,0.071519331,0.081556497,0.100387326,0.163117722,0.159105678,0.093113783,0.207188628,0.182852398,0.075361402,0.040009437,0.4195391945488,0.203072470069345,1.98266976758452
"T2406",0.136919929,0.207323251,0.033002327,0.074107899,0.084529707,0.103718483,0.164212144,0.159735696,0.096856458,0.194126915,0.172556039,0.07668005,0.041407168,0.386338567591699,0.288874869892194,2.04519984784167
"T2417",0.146483426,0.207214691,0.032464699,0.077726354,0.090539466,0.10695711,0.139857304,0.165333694,0.104905005,0.291484052,0.116994179,0.142480905,0.030807547,0.311063820288914,0.492837175868263,2.19384113746116
"T2418",0.148792895,0.203810032,0.038718583,0.08877485,0.10083746,0.114119274,0.129967811,0.16668915,0.113068997,0.290302681,0.166024054,0.138075544,0.032942128,0.2298259030812,0.739420321646485,2.37354314961239
"T2688",0.085372506,0.213366733,0.060604932,0.055777542,0.059150746,0.06709904,0.10116943,0.142208878,0.061655722,0.229684445,0.165582241,0.094702291,0.052281886,0.475433432445276,0.0616182227130292,1.87958237774267
"T2689",0.117479949,0.189758271,0.035516433,0.072647769,0.083445701,0.098672889,0.144854648,0.148037827,0.089880147,0.138294483,0.047214949,0.130631983,0.037512047,0.375658272332368,0.316903871017696,2.06562649900205
"T2690",0.10877037,0.181613939,0.029677316,0.06021576,0.073590832,0.089197927,0.133122704,0.145430793,0.082106806,0.171997945,0.068627135,0.121112812,0.024188628,0.417328210062718,0.208733329361122,1.98679522312621
"T2407",0.095715877,0.175696377,0.172118744,0.047061741,0.059677114,0.086414157,0.156558202,0.154417859,0.071355875,0.302712902,0.053203289,0.065455777,0.036773156,0.476204287839109,0.0596824173662428,1.87817162391823
"T2408",0.093096312,0.156284312,0.158409544,0.059193418,0.068728991,0.088616265,0.143652804,0.142505125,0.076967013,0.269611636,0.126720966,0.072218636,0.051831146,0.146860396017002,1.04999417250508,2.59987956747545
"T2419",0.128940263,0.152837136,0.035987304,0.067343056,0.079728343,0.09140761,0.141705179,0.14723014,0.09129601,0.20342673,0.058131535,0.114908404,0.036290443,0.26576571163913,0.625669986603071,2.29064549646718
"T2420",0.126102124,0.157135604,0.043078312,0.072792847,0.083478017,0.093903856,0.13292583,0.1446536,0.093334063,0.220659484,0.076718129,0.101394605,0.045236753,0.129560178307394,1.12847266058844,2.65707221206865
"T4080",0.174265142,0.093532474,0.05681519,0.129139552,0.104162982,0.060046992,0.1770025,0.132588475,0.069427255,0.15222269,0.180023942,0.147956348,0.06340837,0.206240568876405,0.819535181955328,2.43192833062417
"T4082",0.169589173,0.071226576,0.051428679,0.130408275,0.10773685,0.057657986,0.176228666,0.134658951,0.069186685,0.157775487,0.189157687,0.141114103,0.061688164,0.28114314269402,0.57944894673425,2.25696106178315
"T5662",0.089366871,0.087787523,0.110513007,0.091931897,0.087137414,0.091479912,0.099988787,0.103419338,0.144382095,0.149484189,0.21111611,0.089074715,0.090596455,0.0574575044561091,1.57648093574488,2.98356649963211
"T2678",0.115201441,0.254484181,0.065393204,0.072154875,0.083570585,0.097638463,0.185794773,0.178208935,0.089589535,0.070283063,0.220950048,0.142124286,0.050843941,0.432293395924409,0.170538331283045,1.95895991432162
"T2680",0.174136798,0.238361502,0.03644719,0.081453437,0.120557102,0.138495957,0.220628229,0.217115354,0.122191555,0.041000544,0.316225925,0.255831326,0.043194585,0.486157823769428,0.0347041552194353,1.85996825501539
"T2687",0.135932123,0.170331261,0.078059,0.077955294,0.10443538,0.102790151,0.162154298,0.160635404,0.100233928,0.289104885,0.294504565,0.295811842,0.075530624,0.465382141004559,0.0868832899075394,1.89799476111
"T5731",0.106145888,0.204104026,0.125604027,0.140335655,0.144876207,0.103360576,0.24010715,0.144266909,0.100143198,0.208601512,0.17058544,0.092424637,0.11115636,0.0410028478324881,1.7391652745381,3.10212570989107
"T5735",0.21913854,0.237676116,0.092920494,0.221779584,0.136519769,0.087684738,0.147056188,0.1572923,0.088261801,0.177128901,0.08831873,0.099031611,0.090515828,0.224847722663354,0.755922862967577,2.38556968075121
"T2431",0.138087128,0.221722927,0.025182871,0.084754097,0.094049916,0.108453416,0.150063019,0.147227861,0.104949345,0.291190134,0.21041062,0.113539187,0.042564654,0.384576361876765,0.293483350662296,2.04855836313976
"T2432",0.11020713,0.196467124,0.046685977,0.073495879,0.078468159,0.087964593,0.121934732,0.117272429,0.08573275,0.318535309,0.219389665,0.095757234,0.052370478,0.391359513694997,0.275777420348332,2.03565484009325
"T5527",0.118598671,0.118276382,0.102487577,0.128309376,0.108575465,0.078002305,0.176960115,0.089878372,0.105979183,0.129466563,0.129964764,0.209452742,0.061656288,0.0659708465732118,1.50648898318946,2.9325585742165
"T5533",0.133885993,0.054085628,0.07063923,0.154722451,0.135052222,0.069270017,0.260919287,0.137012234,0.095538423,0.115889381,0.126862604,0.214797468,0.057723525,0.418164318588616,0.206591835328677,1.98523456988113
"T5529",0.191549622,0.06968716,0.080712832,0.128547446,0.145307735,0.099558849,0.090725186,0.114134103,0.06035267,0.146031172,0.114280052,0.228626707,0.070230828,0.277126802066158,0.591398262738623,2.26566934605391
"T5531",0.159563099,0.111926837,0.068061743,0.131846065,0.1211134,0.083335389,0.065546777,0.120620873,0.106113278,0.143092495,0.147468193,0.191591914,0.065834144,0.0765502906338204,1.42866486370622,2.87584281280102
"T0070",0.061900516,0.157659216,0.068855496,0.067212599,0.078164849,0.080146436,0.204004116,0.128016492,0.087063461,0.197955973,0.15343696,0.105397591,0.096077231,0.212720250318921,0.797018132324118,2.4155186157036
"T0246",0.095648892,0.054210109,0.065470178,0.076103753,0.079509625,0.085813439,0.112334945,0.111791103,0.082279001,0.322244115,0.176928156,0.087242944,0.068895974,0.0805898006555344,1.40111528577961,2.85576555013287
"T0256",0.087322129,0.066696265,0.054113599,0.064764822,0.068186212,0.074962608,0.10350619,0.102736879,0.070990269,0.313612108,0.171296354,0.086068476,0.057415747,0.134576231274991,1.10501644701873,2.63997806411859
"T0257",0.10591177,0.047662976,0.076596433,0.087073977,0.090315491,0.09629739,0.12036117,0.119666332,0.093111394,0.330157481,0.183148857,0.07626658,0.079954045,0.0656673970951293,1.50885909846937,2.93428583940928
"T0247",0.129657306,0.075742172,0.053073124,0.059566606,0.093701458,0.098250432,0.161270106,0.076349275,0.091799046,0.363305521,0.229379671,0.093669536,0.042129283,0.449680118433873,0.126469567932035,1.92684399081761
"T0248",0.138633426,0.075930561,0.056050242,0.075576171,0.094363999,0.109901803,0.167806794,0.058507197,0.093984283,0.355010105,0.226312001,0.09448951,0.054683749,0.397236429366276,0.260506815523147,2.02452610538111
"T0249",0.123157978,0.09046418,0.06228327,0.05670833,0.112619075,0.095157688,0.15578023,0.061501781,0.112524484,0.370484601,0.220244232,0.101416598,0.045112297,0.352038130720502,0.37982373630551,2.11148051047887
"T0583",0.100512706,0.184330813,0.133180673,0.25558874,0.063843,0.072385103,0.116877156,0.115870971,0.075587429,0.391047935,0.148038831,0.091032704,0.04614743,0.408161962061749,0.232275649553677,2.00395212286467
"T0584",0.111699089,0.196959431,0.118216762,0.247279362,0.06590326,0.07288845,0.127184665,0.116988175,0.083344934,0.384498699,0.090231175,0.092424158,0.043917457,0.410985363344485,0.225010987437102,1.99865786645543
"T0585",0.108792395,0.195137623,0.120715768,0.217338645,0.068599586,0.080449261,0.124847215,0.119868679,0.08342118,0.39657617,0.089401802,0.092022171,0.050282313,0.268958981924785,0.61596447895426,2.28357242889017
"T0586",0.080004062,0.164586001,0.126225382,0.111752646,0.05195582,0.052987783,0.098446328,0.086312562,0.056648688,0.344019025,0.107158346,0.064194238,0.060939063,0.1634417204305,0.980410678267846,2.54916931358733
"T0587",0.120718636,0.190734011,0.062644601,0.063056862,0.091097327,0.093751972,0.136490934,0.124780964,0.101331133,0.351373851,0.107151452,0.106640641,0.074006635,0.0562496607624281,1.5870588282344,2.99127533374033
"T0588",0.104944964,0.172947633,0.076994691,0.07704096,0.088406816,0.090669539,0.116853842,0.107670278,0.093322805,0.334758836,0.101967321,0.095396247,0.079308091,0.00275814343719262,2.77522889498911,3.85717616852702
"T0592",0.104608689,0.178098864,0.097974361,0.046169092,0.058676895,0.063523181,0.106520379,0.10330799,0.072759946,0.346740523,0.190444368,0.064699385,0.04576082,0.417828301317952,0.207452349595794,1.98586168551305
"T0593",0.106099908,0.183489634,0.112707789,0.03931508,0.055695532,0.060009169,0.106722437,0.102710088,0.072089536,0.366029897,0.170746945,0.068994075,0.033089483,0.441620391311257,0.146862207281777,1.94170550259149
"T0589",0.135410437,0.187824333,0.043848042,0.072897084,0.091681094,0.091196433,0.150987767,0.154433422,0.105458603,0.278478703,0.15694056,0.100775424,0.043608399,0.21604569572405,0.785617871106082,2.40721046522776
"T0590",0.130641856,0.185734201,0.039217858,0.071504127,0.089183589,0.086749443,0.146874219,0.150843965,0.101625905,0.282808083,0.149053172,0.125299128,0.038871273,0.231390091276626,0.734276589960898,2.36979456034467
"T0591",0.125469954,0.176542342,0.042912246,0.076992717,0.089803898,0.089871924,0.138739675,0.142320998,0.099769013,0.267896573,0.147563858,0.055596418,0.044668946,0.24161286110008,0.701123858377059,2.34563389617955
"T0568",0.10067954,0.086954765,0.049170749,0.06667483,0.072234599,0.075072229,0.094193966,0.084875754,0.078843475,0.042685095,0.193512525,0.082723222,0.056491327,0.233245489735275,0.728200304545417,2.3653663553588
"T0569",0.102191652,0.091915267,0.051384643,0.078546317,0.076467019,0.086370765,0.079744076,0.087942144,0.080846811,0.058614906,0.193504332,0.090665344,0.058407842,0.170249490078393,0.953179798279222,2.52932430791527
"T0570",0.109715093,0.054753529,0.058388777,0.063244154,0.082642249,0.092961629,0.040049973,0.095207814,0.086449276,0.072118844,0.196934076,0.072560233,0.060123423,0.370631033758233,0.330182501996419,2.07530354606039
"T0571",0.104059756,0.081349869,0.044739287,0.050815369,0.070906527,0.053174429,0.127400751,0.082202139,0.078073641,0.021435769,0.088433989,0.075849345,0.025617575,0.122810738087031,1.16105022214229,2.68081371047371
"T0572",0.139599653,0.204396984,0.266531434,0.075167761,0.086760477,0.105774657,0.122913097,0.163396425,0.098274301,0.263016423,0.108902279,0.13566803,0.05023538,0.314300622965143,0.483696544485469,2.18717973387399
"T0578",0.113795036,0.172195095,0,0.107591524,0.074663973,0.09047568,0.067689588,0.124910998,0.095799622,0.257054633,0.188386264,0.105178432,0.056091229,0.415859667624738,0.212496977884223,1.98953805135357
"T0581",0.098857199,0.122274163,0.128930232,0.260741762,0.147226765,0.263655376,0.147341738,0.134109829,0.078926821,0.326958303,0.209511723,0.058398779,0.050597364,0.411133461858458,0.224630258229038,1.998380403028
"T1096",0.311361248,0.072111915,0.115766613,0.308528562,0.193336824,0.077363263,0.204004116,0.123444298,0.145807331,0.153913614,0.222856127,0.147634099,0.097660961,0.376998817663926,0.313372551711156,2.06305298497322
"T1094",0.275931699,0.046669245,0.079003744,0.134105441,0.256445345,0.14117943,0.204004116,0.231491824,0.19908547,0.166938377,0.245289305,0.175671442,0.078308261,0.281561715705793,0.578208395347626,2.25605698709609
"T4023",0.101353046,0.111335729,0.070095055,0.122900977,0.126957142,0.071151787,0.247819464,0.128783284,0.089334939,0.253522196,0.067328031,0.175395682,0.064082848,0.333176772471872,0.431157924937394,2.14889124656218
"T4024",0.078352266,0.103473652,0.062119608,0.069604817,0.077003257,0.069425618,0.126902775,0.071014296,0.085148614,0.24801506,0.188656382,0.075731606,0.066802991,0.187556190179944,0.886937816304385,2.48104924267431
"T4025",0.121923911,0.109043517,0.0634138,0.084655798,0.124183116,0.069504038,0.21051563,0.137768072,0.089692608,0.249423817,0.074252552,0.19031021,0.067967717,0.251253799296258,0.670549443467536,2.32335222781066
"T4026",0.105978692,0.087486232,0.07208668,0.082486304,0.114990428,0.079567876,0.202890669,0.14500697,0.093424936,0.095476823,0.270333216,0.202130368,0.073988748,0.420580383466289,0.200408941634467,1.98072867214729
"T4027",0.097165699,0.115304055,0.083394318,0.086009713,0.094349601,0.090230732,0.179399704,0.163208485,0.10379413,0.242447643,0.300189605,0.196179884,0.110287443,0.363668768176727,0.348669377590706,2.08877619737319
"T4028",0.125123394,0.110443469,0.079685971,0.112582928,0.128871066,0.08351807,0.100944465,0.160021016,0.093071215,0.235589838,0.324941643,0.194061004,0.072457879,0.470717572888347,0.0734661925656974,1.88821680413752
"T4029",0.165380983,0.120836183,0.080483649,0.145117222,0.163112348,0.089395005,0.080565509,0.148992822,0.103179304,0.260628261,0.312041183,0.183851336,0.148425788,0.26313484259815,0.633710631789941,2.2965052648407
"T4030",0.130040374,0.109155388,0.076540918,0.114145003,0.092336066,0.078367174,0.12628593,0.157626007,0.090295736,0.24051398,0.274489159,0.180194679,0.064138514,0.339596597053423,0.413564339246612,2.13606959673039
"T4031",0.073873948,0.129679967,0.094272572,0.07927311,0.116395213,0.098465958,0.248457668,0.16516349,0.114419839,0.235506381,0.297485006,0.191119583,0.095920948,0.404589673057597,0.241484864106597,2.01066350770109
"T4032",0.109225966,0.123883284,0.097981747,0.119189401,0.111421996,0.102503237,0.228304816,0.157585822,0.111337417,0.234193635,0.2883062,0.181007869,0.108560265,0.204473735525264,0.825747270902791,2.43645550493691
"T4033",0.13040061,0.127154583,0.078310176,0.095731031,0.140159226,0.087159102,0.279107607,0.179710721,0.10599323,0.217102941,0.314432026,0.205000003,0.071394165,0.457356380307977,0.107096075429177,1.91272520109184
"T4034",0.103388375,0.12025115,0.088679812,0.078924584,0.125076869,0.088195856,0.226415528,0.180986212,0.104262011,0.179562662,0.310132732,0.204327868,0.128526837,0.363026015559151,0.350382002767042,2.09002430453509
"T4087",0.102677031,0.112763932,0.096356897,0.095696142,0.081153354,0.089881577,0.104927183,0.136647257,0.107640548,0.24872376,0.297442758,0.127884398,0.094127073,0.365416048901354,0.344018866342352,2.08538705158943
"T4090",0.057231427,0.113537686,0.125598445,0.15600653,0.13939743,0.104344317,0.267464996,0.128823774,0.114524457,0.08390825,0.134116539,0.197467321,0.08813698,0.177251734478652,0.925889383786274,2.50943591537592
"T4091",0.069644439,0.090686421,0.07531833,0.1098935,0.107652359,0.075646672,0.102771654,0.116933373,0.079813947,0.251169207,0.30132655,0.148408482,0.150498489,0.475560726217309,0.061298541373832,1.87934940407483
"T4092",0.105030567,0.098489178,0.077027462,0.122459987,0.079355579,0.08561036,0.086848719,0.118202827,0.094018549,0.237235757,0.284184792,0.088843594,0.126315308,0.395245443309455,0.265673224040321,2.0282912208078
"T4094",0.131586732,0.084809884,0.11869897,0.109970491,0.094143445,0.09955341,0.116795943,0.137495292,0.081327973,0.267941007,0.158304019,0.07976352,0.081120476,0.000536974289438061,3.2704017064227,4.21804248117125
"T4095",0.119340717,0.102068539,0.07060888,0.127602674,0.120060518,0.07112027,0.110151733,0.134876467,0.080190048,0.264844657,0.325088514,0.150381098,0.120259698,0.461638811038911,0.0963059041177914,1.90486166487977
"T4097",0.145606036,0.094353568,0.0912205,0.155001085,0.088448635,0.077312042,0.13341441,0.15532607,0.073887228,0.286360954,0.321499123,0.137700982,0.114056291,0.418182188585272,0.206546075937511,1.98520122188145
"T4099",0.108389128,0.116029834,0.113484424,0.100937552,0.088994164,0.114507921,0.103468689,0.073225725,0.119949078,0.229971691,0.301291634,0.07716745,0.120996151,0.399292855458281,0.255177885105703,2.02064254912422
"T4101",0.127210267,0.105627658,0.092213888,0.176368455,0.085526907,0.090294323,0.049683742,0.153029916,0.095351882,0.237979734,0.300503718,0.113712203,0.133281752,0.420542043912325,0.200506995045032,1.98080013037741
"T5043",0.124467168,0.11154033,0.100872664,0.138355098,0.145066119,0.092365584,0.09965868,0.151596395,0.095106085,0.24562222,0.295202965,0.188724333,0.062413195,0.308069561833964,0.501329675420834,2.20003020303161
"T6966",0.157510103,0.126953123,0.096303578,0.07508975,0.105681205,0.095630931,0.067173244,0.068084586,0.119392403,0.248640945,0.316213921,0.119024578,0.128534434,0.49357528793685,0.0161050610897522,1.84641382237668
"T6970",0.166554808,0.136901877,0.143984905,0.082293771,0.097353998,0.099448351,0.080123873,0.085621541,0.105292745,0.185881522,0.31674046,0.14452015,0.13198346,0.382990271065691,0.297636593422772,2.05158511534804
"T6981",0.08368045,0.146753103,0.098129756,0.098324,0.111658414,0.105061624,0.120117989,0.13336461,0.119152295,0.244927174,0.310857936,0.107918091,0.12157664,0.317132975945333,0.475731113472088,2.18137477921564
"T6993",0.180747988,0.126379612,0.083104705,0.180313651,0.065940009,0.0848299,0.1154206,0.183475552,0.104104027,0.253717967,0.301026662,0.190963882,0.075083886,0.381220775374738,0.302276159522714,2.05496628465317
