"","alaA","avtA","leuE","livF","livG","livH","livJ","livK","livM","lrp","lysU","sdaA","yfbR","pval","z","inv_cof_var"
"T7238",0.146785828,0.084927814,0.084714587,0.104223206,0.124747477,0.074942728,0.084834081,0.215329474,0.085306192,0.381915733,0.061833464,0.131474913,0.086567386,0.168760464256206,0.95907506977415,2.53362059567035
"T7239",0.173300055,0.095574536,0.094238153,0.100545482,0.138039499,0.066985043,0.090877183,0.214572546,0.071304797,0.380631064,0.058531595,0.093883391,0.085173871,0.253506816771712,0.663494917466628,2.31821111196864
"T7240",0.1533795,0.082448002,0.081473394,0.119436093,0.130468336,0.070274355,0.142002721,0.218985023,0.078038249,0.397027057,0.057157463,0.101401003,0.081159246,0.222878387862956,0.762508158510566,2.39036883624884
"T7442",0.11362834,0.079861665,0.080318741,0.091483326,0.129571851,0.082949565,0.083486397,0.166603793,0.079632676,0.082034475,0.084792858,0.085568648,0.083295843,0.00761499434487646,2.42686340773801,3.60329839912191
"T7446",0.092745104,0.082015107,0.082773442,0.119705438,0.136774587,0.073445197,0.177174029,0.150292399,0.064438995,0.09033803,0.082001224,0.087148184,0.082224271,0.0686824872163455,1.48567549860182,2.91739036371909
"T7241",0.167284072,0.087661287,0.0878628,0.097939801,0.130130908,0.071324973,0.110630538,0.190739217,0.073917617,0.374865194,0.084041189,0.064031963,0.077745459,0.14699503863937,1.04940865323983,2.59945285951946
"T7242",0.146024218,0.084047642,0.083456088,0.100331142,0.121289783,0.083207273,0.091980821,0.192075824,0.084618262,0.38908421,0.076710225,0.084764058,0.084743163,0.0578977915713523,1.57266856123321,2.98078816144254
"T7243",0.162709841,0.085043041,0.085438293,0.102867262,0.142250998,0.077438163,0.079806232,0.153328081,0.073206495,0.374524518,0.08906673,0.080363485,0.07980983,0.0393289050839132,1.75852742057386,3.11623623066982
"T7244",0.146698712,0.08458156,0.084187737,0.107354338,0.130514616,0.079525197,0.084697437,0.170881834,0.078093103,0.392811941,0.061791387,0.111125858,0.085802315,0.0353433683835284,1.80748470881549,3.15191475678612
"T7245",0.148955788,0.092434397,0.092618562,0.12228555,0.134149237,0.06971443,0.254853516,0.214556681,0.08161423,0.344429821,0.072493425,0.095187626,0.08527874,0.366222304631462,0.341875471860683,2.08382501335695
"T7246",0.152356449,0.090202681,0.088516153,0.118099736,0.129774996,0.062499337,0.204440538,0.227546864,0.076386601,0.373346958,0.070031447,0.119529223,0.081585985,0.291310257746641,0.549560998735136,2.23517966882719
"T7247",0.150875284,0.087592748,0.084644383,0.086332918,0.108883589,0.074423347,0.186818281,0.202780188,0.075832643,0.399485125,0.092588194,0.121927628,0.083201341,0.158735821987311,0.999667089284202,2.56320277802193
"T7248",0.15315547,0.091226988,0.090359926,0.117517445,0.111650073,0.066134961,0.151312543,0.206385738,0.075406292,0.395054802,0.058991801,0.150127835,0.084872131,0.160551769018172,0.99219268937705,2.55775567133222
"T7249",0.142615438,0.086323411,0.085260479,0.081961631,0.139610227,0.080578556,0.116821093,0.214507663,0.079558431,0.37702599,0.093336855,0.086622969,0.082173781,0.133687805353515,1.10912650852398,2.64297334719127
"T7250",0.15053034,0.092760257,0.093321362,0.104124371,0.136654089,0.074623674,0.092084187,0.208317388,0.080547724,0.379670648,0.088563571,0.15362789,0.086990908,0.0880190475772834,1.35305489074099,2.82074065146849
"T7251",0.141774352,0.093960699,0.09066256,0.090045841,0.139711232,0.075030571,0.144906667,0.220638371,0.075461149,0.392262512,0.043175106,0.100599912,0.085884174,0.249576666256534,0.675822523628677,2.32719508216391
"T7252",0.161725632,0.09345122,0.092626554,0.108222435,0.137683464,0.062536436,0.112048477,0.225126813,0.075191547,0.375640191,0.069872915,0.161247471,0.08443506,0.216689706554835,0.783421877543873,2.40561009444591
"T7253",0.14372849,0.103793814,0.101669433,0.115561001,0.139466625,0.076498876,0.108812425,0.214816125,0.085580585,0.379486821,0.043752292,0.121245814,0.09782056,0.122329540909324,1.16342014072099,2.68254083231686
"T7254",0.150687214,0.083846584,0.083781862,0.093888406,0.117095353,0.074216869,0.083613416,0.211804908,0.083162284,0.367658098,0.070374298,0.114956967,0.085924644,0.157281261566841,1.0056945552176,2.56759540491047
"T7255",0.135962361,0.093910643,0.091979452,0.089108216,0.141187758,0.080840974,0.100240079,0.196279439,0.082658665,0.389779311,0.076115279,0.122558367,0.085861119,0.0453127020920964,1.69210789096591,3.06783177431892
"T7256",0.155993343,0.089062023,0.088543595,0.098846044,0.135406464,0.072070643,0.088220505,0.20361287,0.080721437,0.383336556,0.073493214,0.160909765,0.084657251,0.143519049039572,1.06464170813468,2.6105542290278
"T7257",0.145756398,0.098873284,0.105272165,0.090031593,0.150146489,0.075229563,0.118567908,0.204594099,0.075204749,0.348909472,0.054704065,0.084368384,0.081942512,0.16061867802013,0.9919183518695,2.5575557428174
"T7258",0.162325587,0.088754701,0.089088735,0.103295796,0.133573737,0.073713939,0.087817332,0.206783357,0.083103413,0.401487212,0.072808433,0.129811315,0.086237688,0.123243779350302,1.15892303461439,2.6792634833575
"T7448",0.0931802,0.078791621,0.078533048,0.089685169,0.132654974,0.078679065,0.248986437,0.186875684,0.098476975,0.138417223,0.141017812,0.080755028,0.080740211,0.331672505034108,0.435299551959181,2.15190953358681
"T7450",0.106693193,0.08583622,0.086283678,0.118948464,0.137412876,0.081695118,0.235705958,0.168631117,0.078523222,0.187679837,0.085665426,0.081659742,0.085590513,0.232096299059096,0.731960629912386,2.36810676177488
"T7452",0.136893772,0.078002311,0.078457959,0.08383991,0.135845903,0.075479853,0.129528253,0.19230841,0.06342012,0.244248805,0.061363374,0.080163701,0.080879021,0.179340278936551,0.917882168722287,2.50360050982059
"T7259",0.09931464,0.084904746,0.081658922,0.080730624,0.131708096,0.083393486,0.082982241,0.13565006,0.083655322,0.333691133,0.081359723,0.151758968,0.08409698,0.00319078680079191,2.7275026965309,3.82239482178006
"T7260",0.114426661,0.083452334,0.083374597,0.083421627,0.125712081,0.085062998,0.087999936,0.13726068,0.088647122,0.338621856,0.068861544,0.202876574,0.088765681,0.0891152071446424,1.3462236060256,2.81576222682776
"T7261",0.12601241,0.093469835,0.089798305,0.088894107,0.145348368,0.08642232,0.088871281,0.208617923,0.085552099,0.367539855,0.060872732,0.08916664,0.08862697,0.127802144513161,1.13684212685854,2.66317161486693
"T7262",0.142396686,0.092737126,0.093128892,0.099281974,0.137369328,0.081371299,0.093691642,0.199280309,0.084028035,0.363176873,0.065966709,0.097570641,0.090579264,0.0669076245585721,1.49922508639832,2.92726487555227
"T7263",0.135681693,0.090816951,0.08966675,0.089323038,0.13853242,0.08080384,0.146023899,0.208991218,0.081675548,0.393744292,0.058974672,0.088348283,0.08759155,0.146175785912786,1.05297691633569,2.60205329701565
"T7264",0.158441719,0.092140124,0.09265107,0.098786906,0.135731989,0.076221865,0.138493116,0.208616275,0.081340318,0.376166667,0.072356752,0.0948702,0.088800051,0.108842419110996,1.23270769941631,2.73303541772456
"T7265",0.157094932,0.090901246,0.089028814,0.133120271,0.143948871,0.076422805,0.202292669,0.221055412,0.075253439,0.393340805,0.058896228,0.085711052,0.087060819,0.289809802014549,0.55394044547846,2.23837127135704
"T7266",0.155405645,0.091009869,0.091487057,0.118284825,0.129402011,0.075230088,0.126254792,0.211775756,0.079972672,0.384760241,0.068907886,0.092540034,0.092608123,0.109935837414287,1.22686941726291,2.72878066200246
"T7267",0.140309305,0.094292148,0.090854978,0.113035681,0.144997361,0.07671688,0.08957529,0.199194441,0.080719104,0.354118213,0.056188156,0.112351307,0.088041869,0.0980746525831189,1.2926003885475,2.77668331878469
"T7268",0.156437067,0.088033916,0.087715212,0.10401921,0.135658921,0.075214048,0.088968588,0.18505922,0.084782524,0.366487149,0.064870733,0.141779895,0.088596639,0.0692485015049292,1.48141130886825,2.91428275685935
"T7269",0.155109833,0.088133731,0.086862806,0.093520341,0.134553808,0.078234305,0.082974614,0.198991689,0.082513327,0.370402772,0.052670049,0.135582817,0.085486028,0.154635550084956,1.01675267564981,2.57565421398279
"T7270",0.142784569,0.084496689,0.0844686,0.086280322,0.117489065,0.081783068,0.088801277,0.197103025,0.088142211,0.37739707,0.040900916,0.151957945,0.088383163,0.174838987677146,0.935214096338502,2.51623147150803
"T7454",0.114715312,0.078506118,0.078487564,0.106983262,0.131597453,0.083648987,0.17537031,0.184278509,0.078258047,0.109231742,0.054330106,0.082280411,0.081926929,0.1598774848215,0.994961541059234,2.5597735230271
"T7462",0.141671745,0.082006124,0.081273217,0.118240508,0.132150233,0.071648373,0.243011924,0.195991908,0.080578089,0.202647927,0.068310749,0.080283891,0.081413596,0.37310773882401,0.323633559185034,2.07053088328592
"T7271",0.157003377,0.084806769,0.084576258,0.112011303,0.129564526,0.080103582,0.085004879,0.200967821,0.084398235,0.336479912,0.058461852,0.086586944,0.085791059,0.148309615054309,1.04371075994083,2.59530041476245
"T7272",0.152396098,0.087549596,0.087388505,0.103601388,0.119686856,0.076572829,0.088670057,0.189167549,0.084101085,0.364906404,0.06264847,0.10502504,0.088022331,0.0654612184931341,1.5104743209329,2.93546296254904
"T7273",0.159268054,0.098942068,0.100827144,0.114210127,0.140788716,0.074374125,0.117792774,0.205158468,0.081411181,0.33822603,0.046446685,0.113351538,0.090712625,0.122803303963879,1.16108678596155,2.68084035703088
"T7274",0.154671621,0.088478335,0.088415294,0.10028267,0.128547915,0.072101592,0.088133101,0.196550462,0.081381144,0.359929876,0.056723698,0.133907321,0.085861818,0.125660243239824,1.14714793250274,2.67068216067191
"T7275",0.143298496,0.086705643,0.086190748,0.085933834,0.120847428,0.083828872,0.08415857,0.143924459,0.083591795,0.359912371,0.085192279,0.179539934,0.085382665,0.0298467432574107,1.88305078050406,3.20698492425415
"T7276",0.153657905,0.088374886,0.088565541,0.096297474,0.126241805,0.081591947,0.086542619,0.178690699,0.085014429,0.387098495,0.074517818,0.203390914,0.085985971,0.14508039252921,1.05776896491991,2.60554559074154
"T7466",0.130419009,0.076349254,0.076963067,0.099404061,0.128059031,0.077196855,0.185333104,0.194381658,0.0674644,0.289974414,0.066567212,0.066258264,0.078722578,0.276011279478039,0.594732103339787,2.26809894383656
"T7468",0.125393474,0.080824449,0.08198259,0.107332392,0.137408209,0.087472188,0.136087627,0.17817104,0.074869102,0.231418762,0.087188002,0.082654408,0.087944828,0.0217373454290621,2.01912055564534,3.30614828073045
"T7470",0.138605682,0.085187719,0.084715988,0.114124796,0.151417628,0.080558734,0.245391318,0.197762309,0.065976664,0.209285092,0.058491085,0.067634409,0.085807998,0.428732113246734,0.179603029078872,1.96556597990779
"T7277",0.135983403,0.07831427,0.077310466,0.077365623,0.131833867,0.083188846,0.082485705,0.180800109,0.083408283,0.353488318,0.087516207,0.115649961,0.082298572,0.0434383272009913,1.71210861301894,3.08240766913957
"T7278",0.126244342,0.083706195,0.08318337,0.083326931,0.133005146,0.079100289,0.081227606,0.166588574,0.08242714,0.348638966,0.098467987,0.16233082,0.083124061,0.0316082998953671,1.85766501361653,3.18848457876098
"T7279",0.139327411,0.082891107,0.083054081,0.081436713,0.137074808,0.079174466,0.079695874,0.142331254,0.078848421,0.352239638,0.075220614,0.097586203,0.081432282,0.00672236413173711,2.47176654545157,3.63602238832063
"T7280",0.136899203,0.080715187,0.082276853,0.086081508,0.12967324,0.081833081,0.083546401,0.128875918,0.081694047,0.357541945,0.103637988,0.125219675,0.083753624,0.000253018210974604,3.47754059241786,4.3689987620258
"T7281",0.143095453,0.085074561,0.083659489,0.076070869,0.145855691,0.072329571,0.074954376,0.16870192,0.071015396,0.36121303,0.09960582,0.097232729,0.075085707,0.0652393959135469,1.51221651181166,2.93673261626148
"T7282",0.134528017,0.083193234,0.082816899,0.082779921,0.133333036,0.080663856,0.082718093,0.14886633,0.080454969,0.362560241,0.105742785,0.115780313,0.082799138,0.00178579408767109,2.91371236649317,3.95809855071348
"T7472",0.104502609,0.084566945,0.083705216,0.084278278,0.134544262,0.077463266,0.071051571,0.173891972,0.079797847,0.144500801,0.070461645,0.210661547,0.083642936,0.248144507512485,0.680340296338442,2.33048749229123
"T7474",0.105078775,0.08343645,0.085618966,0.08352429,0.132748622,0.086065273,0.093513859,0.175415326,0.087720177,0.12594637,0.074550376,0.082576338,0.087244649,0.0142460474733252,2.19044340632571,3.43100296573978
"T7476",0.121122976,0.078109974,0.079031865,0.089830997,0.123415566,0.086256125,0.086277953,0.154548062,0.083793705,0.208400851,0.066476517,0.086270843,0.086451727,0.00330370513580937,2.71600909581319,3.81401864842353
"T7283",0.150587636,0.082163519,0.081570133,0.100618002,0.139260468,0.073541445,0.170233068,0.195253756,0.073372088,0.345661417,0.095205611,0.09486382,0.076904725,0.130106547355787,1.12588760925127,2.65518830826275
"T7284",0.142703565,0.081360607,0.081008709,0.099700404,0.130690552,0.083933157,0.164131671,0.187092693,0.084566728,0.340922744,0.091721197,0.112361601,0.084009834,0.0424642712871955,1.72277875226596,3.09018372977247
"T7285",0.127979218,0.082595464,0.080678268,0.109300932,0.140178317,0.070606859,0.111746683,0.163093169,0.071339979,0.354469966,0.091779262,0.09251714,0.071942443,0.017067571831119,2.11847164709899,3.37855221972352
"T7286",0.129238185,0.083160308,0.082627606,0.115443528,0.13905142,0.076601173,0.161789072,0.169326898,0.07843834,0.348544499,0.094452252,0.092709923,0.080426479,0.0275700000196866,1.91777142900962,3.23228823677356
"T7287",0.145138973,0.082534773,0.082562845,0.100135704,0.141217228,0.07156412,0.094752829,0.203787284,0.067353098,0.334184753,0.106495079,0.107160675,0.073186413,0.123864111986916,1.15588493873823,2.67704941499394
"T7288",0.143831062,0.084168773,0.083882214,0.098528618,0.13570785,0.076104349,0.130702416,0.196034228,0.072797584,0.336421733,0.098791008,0.11685595,0.079284465,0.0556897743111839,1.59202294704244,2.99489302681318
"T7478",0.132584913,0.082565394,0.081886876,0.145563535,0.13305793,0.081683627,0.17757642,0.156307434,0.07102808,0.266941986,0.070499199,0.078605921,0.083624965,0.0874481035572179,1.35663817057025,2.82335203268592
"T7480",0.130591294,0.082332806,0.083141233,0.110787244,0.133082472,0.082390537,0.086325321,0.188935341,0.068936752,0.239562464,0.058902164,0.086011675,0.087218745,0.0963914583003893,1.30239053471754,2.78381806824397
"T7482",0.13539038,0.078644816,0.078823533,0.089415026,0.130695662,0.081554863,0.251410469,0.190593019,0.076468939,0.212932177,0.076608711,0.081832479,0.082014227,0.402468422569349,0.246963017890566,2.01465581323659
"T7484",0.108650588,0.081953271,0.082625063,0.138089585,0.125899629,0.089599622,0.141074184,0.145737672,0.052815539,0.267265702,0.063027839,0.088142093,0.090894212,0.0255504917088021,1.95063077623847,3.25623509168274
"T7486",0.089840965,0.073084456,0.07470168,0.131480331,0.121435459,0.082475265,0.283327332,0.166610131,0.088089734,0.265788679,0.089466615,0.082537058,0.081966626,0.470250368369051,0.0746405162166243,1.88907261414158
"T7488",0.100222579,0.078301268,0.080280795,0.108099657,0.124975392,0.08659225,0.131259643,0.133029258,0.070700542,0.257971718,0.064988551,0.082273479,0.086014835,0.00123884936363035,3.02605177438336,4.0399679646916
"T7289",0.145881124,0.088264212,0.088181927,0.109719534,0.141809784,0.07784414,0.108623254,0.193620303,0.074641972,0.337795204,0.124653,0.111500439,0.079585987,0.0320665358955372,1.8512536427462,3.18381217407407
"T7290",0.140860839,0.08778669,0.088680063,0.107852377,0.133648517,0.080232691,0.119937792,0.184791444,0.079801121,0.348092922,0.083583481,0.113156736,0.083885002,0.01655989678474,2.13062808941118,3.38741145110856
"T7291",0.147381217,0.084782869,0.084560161,0.08817089,0.130558782,0.084397516,0.086324365,0.197231902,0.083585961,0.313743688,0.061632936,0.12887396,0.086333768,0.103743934268761,1.2605032713105,2.75329195303039
"T7292",0.140871996,0.085804701,0.08568459,0.101121146,0.129675086,0.077556199,0.115515973,0.194361515,0.082443727,0.325956662,0.053433806,0.162278876,0.085146142,0.11780149474931,1.18604889830626,2.69903195646779
"T7293",0.158955492,0.080734421,0.080519482,0.10560462,0.128780233,0.085446868,0.085121466,0.193629767,0.085229613,0.309330059,0.049711056,0.124128952,0.084152531,0.136585690654354,1.0957884108647,2.63325296269347
"T7294",0.158819055,0.081801566,0.081700667,0.116100848,0.126149782,0.078882068,0.087529088,0.196165092,0.085137473,0.346760614,0.027140863,0.1520704,0.084946262,0.247753088930174,0.6815774500067,2.33138909082841
"T7295",0.154528444,0.081962917,0.0810142,0.0819456,0.123397015,0.078808672,0.080586332,0.186809585,0.079212489,0.366919243,0.103008517,0.084722186,0.080592316,0.0818443979594451,1.39277184177438,2.84968511153971
"T7296",0.158550187,0.084232348,0.082857688,0.090309262,0.126245648,0.075989637,0.089960909,0.185404652,0.0772575,0.38444163,0.093328555,0.104603555,0.079165382,0.0607911721704863,1.54816596132973,2.96293144016625
"T7297",0.147885962,0.08245811,0.082708497,0.12405248,0.143492125,0.082585382,0.082313312,0.209792239,0.086704505,0.214619461,0.059994148,0.083739203,0.085957809,0.18258540366238,0.905556187646197,2.49461772393666
"T7298",0.137240271,0.081039911,0.081282265,0.118575757,0.134430051,0.082051318,0.200229776,0.209018271,0.08817253,0.281586091,0.057625732,0.082294317,0.087322127,0.251815154341702,0.668788648794241,2.32206901624007
"T7299",0.154585149,0.079545482,0.080710208,0.112713338,0.121436948,0.089629679,0.080909875,0.199124466,0.091000171,0.317824969,0.061205041,0.155154645,0.089923548,0.120619200766403,1.17189702525998,2.68871851815838
"T7300",0.155343792,0.086179375,0.085732934,0.098428144,0.126250476,0.075391735,0.113679631,0.202134152,0.08536247,0.331349513,0.074219538,0.180383842,0.085950218,0.134307358821492,1.10625834070357,2.6408831170302
"T7142",0.06795083,0.0518694,0.049162837,0.076574759,0.064580362,0.05074292,0.10866717,0.076751668,0.049537875,0.472287412,0.08321567,0.053606226,0.049294432,0.0102263008922317,2.31793963869901,3.52391819490873
"T7144",0.047701218,0.045131282,0.04238101,0.059645855,0.048156852,0.07335922,0.087283819,0.061573632,0.041746217,0.420455598,0.062269323,0.048930173,0.044934882,0.0019554574466786,2.8852592245529,3.93736279911717
"T7146",0.048547963,0.058464841,0.044541807,0.065758272,0.054212219,0.046573275,0.09560087,0.067173828,0.044523131,0.492404115,0.071900693,0.058438035,0.04534609,0.00261117294352012,2.79298905529854,3.87011921268221
"T7148",0.053600041,0.050575042,0.050192521,0.075553689,0.064698473,0.051058995,0.104896939,0.077791994,0.050210248,0.484207149,0.145247732,0.051419608,0.050185552,0.244226812204506,0.692770441990691,2.33954619002985
"T7150",0.034755259,0.034543757,0.037051769,0.055044083,0.050028306,0.034598454,0.071227319,0.058268965,0.038872906,0.486427385,0.044752891,0.061171217,0.034500309,0.00641700810490171,2.48834224244341,3.6481022330028
"T7158",0.057263597,0.036990937,0.037246814,0.055158471,0.044762747,0.040105368,0.080284388,0.055630568,0.035203107,0.470364076,0.083818139,0.052402222,0.038249638,0.0376329726272857,1.77884031688028,3.13103962823117
"T7163",0.083397961,0.08519163,0.051070754,0.063062407,0.055282168,0.062050007,0.067077125,0.06412106,0.050289774,0.515045184,0.063209168,0.056160841,0.052015699,3.48505909549992e-07,4.96219439656694,5.45096758479983
"T5290",0.107913219,0.101586712,0.127123059,0.153885458,0.126679084,0.128204572,0.266668597,0.089981914,0.083195135,0.238464099,0.099114834,0.084737424,0.09940847,0.201901589403773,0.834848208040571,2.44308798061143
"T5292",0.14880161,0.098304687,0.101835331,0.133510989,0.124988915,0.067062065,0.274472338,0.140304338,0.078399821,0.242196648,0.155200403,0.0687871,0.141501179,0.266130359428294,0.624558721398815,2.28983564146834
"T5294",0.099830643,0.109968548,0.097061909,0.168139434,0.095381656,0.076700095,0.273494061,0.073976774,0.089368913,0.248366126,0.089639593,0.098027001,0.150260319,0.353631000089612,0.375535835781087,2.10835562394329
"T5296",0.141349764,0.10830788,0.100683373,0.153657062,0.098254548,0.018762218,0.260471535,0.085063814,0.091314141,0.233532894,0.128078109,0.096728975,0.124177298,0.371003499502107,0.329196723914154,2.0745851421145
"T5298",0.108925132,0.106448975,0.142665451,0.15338703,0.140521075,0.139939946,0.26503226,0.091067744,0.089756281,0.236908903,0.089135473,0.09397837,0.101827575,0.158293195993557,1.00149740930887,2.56453665747373
"T5300",0.140359452,0.101247651,0.103682892,0.145286476,0.12809223,0.066157836,0.271861124,0.104365264,0.082103827,0.241587356,0.125491503,0.080773324,0.15105865,0.247202115912557,0.683320676184869,2.33265949903438
"T5302",0.163995808,0.11150992,0.101066166,0.15491186,0.098917889,0.064226405,0.2668579,0.156207634,0.085869148,0.239007404,0.168983028,0.086657179,0.113582031,0.225774496208295,0.752835131992318,2.38331943989438
"T5304",0.121461256,0.111643157,0.059468284,0.165981112,0.158031613,0.056077942,0.273336997,0.092879464,0.090778757,0.246736269,0.166754101,0.056016883,0.066327422,0.499199018794317,0.00200776348653356,1.83614015692725
"T5306",0.08753862,0.108381114,0.103870291,0.155337168,0.173180201,0.117831421,0.272494621,0.081860321,0.084086758,0.243942107,0.191628356,0.089867902,0.07523739,0.325177056805844,0.453270303840272,2.16500605023117
"T5308",0.111157793,0.106121622,0.09425496,0.154739426,0.153596984,0.102597378,0.269722005,0.147778979,0.083607011,0.239509727,0.180919378,0.100984951,0.089292144,0.180920521271904,0.911862617316983,2.49921365079027
"T5310",0.114662394,0.099699446,0.116923497,0.148984914,0.151523322,0.106823152,0.269626143,0.085869243,0.083497119,0.240294298,0.13821021,0.099693666,0.096471227,0.184955556294567,0.896639876232193,2.48811979766109
"T5312",0.092714897,0.112468856,0.099036165,0.166499608,0.172667817,0.072371878,0.271042659,0.09839686,0.093202783,0.244887959,0.167959619,0.07130565,0.061563341,0.39223244989578,0.273505194616448,2.03399891371275
"T5314",0.091562695,0.110828361,0.118935796,0.157257218,0.158081865,0.10829383,0.269879797,0.162169834,0.08654383,0.24161475,0.192848201,0.06706422,0.085137055,0.245249628890086,0.689514967099891,2.33717370270295
"T5316",0.104458895,0.105973765,0.1001903,0.15271312,0.172927732,0.110224246,0.267771198,0.154417018,0.083309654,0.237943649,0.227853988,0.10352167,0.069359536,0.267012666223735,0.621873072695903,2.28787842547808
"T5318",0.104957416,0.095750974,0.107030836,0.144805468,0.163701471,0.098577787,0.267565319,0.116492462,0.079209132,0.2374071,0.157192677,0.09545541,0.094670541,0.19647363298978,0.854284693689398,2.45725267775332
"T5545",0.178117735,0.089906955,0.085612116,0.081463562,0.120536077,0.080347469,0.091965459,0.071621595,0.09165674,0.134816248,0.134890358,0.22145922,0.073601754,0.235606196701963,0.720507809060473,2.35976030749715
"T5553",0.078140777,0.073958776,0.083854855,0.092508172,0.083426978,0.075040014,0.131675017,0.081947062,0.098210996,0.092742903,0.095474699,0.092237073,0.075889702,1.56559529131628e-07,5.11537451312889,5.56260041793961
"T5547",0.17109948,0.07878117,0.068415812,0.088834118,0.081749573,0.07242126,0.110654112,0.079640669,0.079653801,0.08761259,0.089580367,0.192698152,0.071451108,0.206886899727468,0.817270608321241,2.43027798085097
"T5549",0.160714663,0.06887791,0.06976314,0.1122085,0.063699667,0.079908164,0.084239858,0.075101231,0.094593581,0.108271023,0.112005935,0.243319194,0.083775365,0.398229648491425,0.257932117673354,2.02264974686995
"T5551",0.154574903,0.062839851,0.101032022,0.063303552,0.102500988,0.077672673,0.126825278,0.087656902,0.108333732,0.09866598,0.10234442,0.236697679,0.078400119,0.281401538553961,0.578683017329106,2.25640287661264
"T5555",0.123540579,0.109204872,0.081682254,0.117723422,0.181799906,0.081274792,0.240219628,0.103669116,0.069980529,0.185811595,0.284586755,0.114186036,0.084666405,0.43324077666393,0.168129307681643,1.95720429397245
"T5557",0.141224117,0.102049124,0.136813943,0.113692724,0.177658119,0.089681523,0.122062824,0.121972332,0.135691749,0.129205601,0.237641939,0.167424992,0.135061948,0.00908898618447722,2.36197287149799,3.5560082248681
"T5559",0.132326608,0.085381829,0.086973689,0.161977213,0.060297651,0.091777278,0.086275773,0.120915907,0.111725946,0.266372122,0.109859657,0.068652928,0.075492504,0.015543989353137,2.15594476144633,3.4058614424546
"T5561",0.094470479,0.100268127,0.092730398,0.096905097,0.096685866,0.089049941,0.267552335,0.09775496,0.09545522,0.08790271,0.097397428,0.132125858,0.088493901,0.288037471470818,0.559127155631969,2.24215118197538
"T5563",0.132003019,0.10800661,0.076839644,0.154706874,0.089185409,0.076636441,0.080885543,0.15489527,0.09367439,0.16932056,0.287234428,0.157716254,0.07830148,0.386290972498961,0.288999258488869,2.04529049832404
"T5569",0.146467553,0.100924882,0.121475861,0.167619769,0.089814192,0.06983124,0.213685231,0.116297302,0.075167129,0.211237008,0.230613626,0.184358516,0.078469849,0.218133349274954,0.778512910477355,2.40203259422118
"T5565",0.142523735,0.119872475,0.109821009,0.161926851,0.158506607,0.107826386,0.107308716,0.139631738,0.118985157,0.107020278,0.246271809,0.165630943,0.111062374,0.00991432713547439,2.32957444211327,3.53239727233281
"T5567",0.138110187,0.112195649,0.179499843,0.130525338,0.172673824,0.120176466,0.169952397,0.114718722,0.081350397,0.155492446,0.25517812,0.142908196,0.092059554,0.0509546274111998,1.63566721387818,3.02669959065798
"T5571",0.115624676,0.102620173,0.165946818,0.131987136,0.16692829,0.084808214,0.108863239,0.166644627,0.164512538,0.160298094,0.259232285,0.088398784,0.085712618,0.12084112875041,1.17079234012238,2.68791345850439
"T5577",0.116729346,0.101309574,0.089903375,0.089418477,0.274446687,0.091996506,0.089692514,0.180865522,0.100483036,0.169879279,0.267388849,0.117490686,0.099128966,0.423861817150584,0.192023708497358,1.97461777895408
"T5573",0.111189495,0.093723825,0.123895981,0.121183663,0.09242371,0.095363911,0.137673883,0.112416471,0.157172393,0.149828817,0.283259236,0.090529969,0.094370635,0.239163454585525,0.708996080437382,2.35137092309547
"T5575",0.174946271,0.11460206,0.089367951,0.189366286,0.094691883,0.077719826,0.117757697,0.143964177,0.084332523,0.099282939,0.278971647,0.216247856,0.080334861,0.325597395364669,0.452102988678654,2.16415534779286
"T5774",0.134962647,0.157678586,0.09377602,0.125947916,0.131903259,0.086076652,0.204004116,0.204826288,0.106517455,0.071104983,0.385228264,0.26230581,0.079208392,0.491003031301607,0.022553968110442,1.85111358222497
"T5776",0.134962647,0.157678586,0.111533819,0.125947916,0.14832472,0.106017296,0.204004116,0.199226994,0.113570393,0.05804097,0.376907908,0.218726669,0.105694047,0.327974155277968,0.445514047268282,2.15935353530218
"T5778",0.134962647,0.157678586,0.087152612,0.125947916,0.16524015,0.104166902,0.204004116,0.200297395,0.119055927,0.072237191,0.38157223,0.23628066,0.094215691,0.387882658312692,0.284841838821861,2.04226070211814
"T5779",0.134962647,0.157678586,0.097986361,0.125947916,0.148450592,0.093746356,0.204004116,0.193546842,0.111971261,0.088011684,0.387171255,0.17910279,0.081029572,0.437260887980104,0.15791754077185,1.94976228062836
"T5780",0.134962647,0.157678586,0.117832132,0.125947916,0.144095272,0.092414057,0.204004116,0.17284934,0.117446568,0.121516925,0.393722254,0.135668581,0.068385698,0.478516582211826,0.0538769961871271,1.87394081623679
"T5783",0.134962647,0.157678586,0.119376855,0.125947916,0.173077924,0.084809305,0.204004116,0.200328083,0.105329424,0.07442901,0.397763109,0.236169354,0.073211854,0.459739910513789,0.101088986161259,1.90834742407383
"T5784",0.134962647,0.157678586,0.100385523,0.125947916,0.173200586,0.096937236,0.204004116,0.097011726,0.119386257,0.071866578,0.390973163,0.182776238,0.087905392,0.476854417490121,0.0580499578471321,1.87698193895653
"T5786",0.134962647,0.157678586,0.106678665,0.125947916,0.12987103,0.10684825,0.204004116,0.181383517,0.11535009,0.070211565,0.364934719,0.259070312,0.109376349,0.339129957524064,0.414838798347445,2.13699838228912
