"","erpA","iscR","rnlA","rnlB","pval","z","inv_cof_var"
"T6019",0.120078277,0.137508328,0.120940011,0.067004713,0.398488933299764,0.257260261995137,3.63361009759731
"T6021",0.117582829,0.155871285,0.129538322,0.066109434,0.441867744942549,0.146235489801088,3.11287219679026
"T6023",0.131300391,0.088342457,0.114076409,0.064139329,0.419530647672724,0.20309434028757,3.37955644985842
"T6025",0.120209348,0.116864965,0.126726221,0.077403977,0.29576180608837,0.536629428470557,4.94393130272763
"T6027",0.131357159,0.058493497,0.125426841,0.067408024,0.492481667853776,0.0188467796091607,2.51538275167867
"T1824",0.231336603,0.24011111,0.252636492,0.077589115,0.499428949036562,0.00143141298002306,2.43369970670569
"T1826",0.275787752,0.279926382,0.277310187,0.100378005,0.482582334140466,0.0436734933647523,2.63182713205919
"T1828",0.187625139,0.165920092,0.117316075,0.089701348,0.439778272783926,0.151531396992313,3.13771151453105
"T1067",0.423437636,0.42291941,0.251262157,0.206914771,0.462108789532156,0.0951224340626132,2.8731373626348
"T1068",0.404860903,0.425012657,0.24201957,0.236427367,0.433476114561353,0.167531036355436,3.2127543941603
"T4795",0.070028398,0.071074408,0.068152659,0.081058388,0.015415016884949,2.15925958403785,12.5545303095826
"T4799",0.084906301,0.115612564,0.070177331,0.067972337,0.380305205591305,0.304679307236947,3.85601896716325
"T4802",0.089073722,0.102816225,0.08266212,0.083147657,0.0651747882854706,1.51272480313263,9.52209747541396
"T4804",0.092002989,0.120442976,0.080518715,0.085439609,0.270285941929785,0.611948420937792,5.2971988956549
"T4807",0.079899107,0.06876658,0.068681241,0.093566838,0.187552014182837,0.886953328521515,6.58705047973643
"T4811",0.089772754,0.104751105,0.085720303,0.102273,0.0471281557750052,1.67336069003315,10.2755256778394
"T4812",0.096556257,0.099060957,0.097192948,0.10468437,9.23778942335973e-08,5.21405586398872,26.8823976024287
"T4801",0.08601009,0.098345321,0.085408727,0.093500016,0.00475301564758719,2.59329818139278,14.5902953338135
"T4803",0.091461639,0.090815992,0.095560122,0.104489614,0.00328694001097727,2.71769301369865,15.1737426363037
"T4805",0.1324401,0.11775208,0.068496212,0.083721549,0.417666275567298,0.20786733988601,3.40194318159699
"T5743",0.133953702,0.132151036,0.124880889,0.12246809,5.1264383064017e-06,4.41177048414026,23.1194499620564
"T5745",0.090855625,0.133094302,0.087965166,0.10004349,0.293802629320818,0.542309577824932,4.97057282598964
"T5747",0.10672867,0.11893328,0.106404575,0.107528778,0.000388394288101897,3.36093587552581,18.1907354295116
"T5757",0.124274713,0.142231217,0.156250936,0.08467918,0.361450017352941,0.354585641241179,4.09009393163079
"T5759",0.110818016,0.153193387,0.097596547,0.091020093,0.364561843961923,0.346291457427141,4.05119183993651
"T6892",0.110956708,0.085141508,0.135663978,0.078056631,0.376719672903096,0.314107562713686,3.90024017895415
"T6894",0.127223752,0.1945018,0.135623894,0.126292995,0.33180870288628,0.434924258474041,4.46690499879031
"T6896",0.104597913,0.208522733,0.104434389,0.117346313,0.479998576043284,0.0501571572871584,2.66223736820533
"T6898",0.127510561,0.16446452,0.13449332,0.129111665,0.116295825857941,1.19370942678036,8.02582421923915
"T6902",0.127510561,0.16446452,0.13449332,0.129111665,0.116295825857941,1.19370942678036,8.02582421923915
"T6891",0.122030497,0.110319798,0.12501017,0.06272675,0.398467514480188,0.257315757778827,3.63387038867768
"T6895",0.133979562,0.20747249,0.134716935,0.085463186,0.469034425821218,0.077697287756474,2.79140844818267
"T6897",0.123132774,0.185990628,0.135645839,0.095407429,0.40428351974013,0.242275057351499,3.56332520662132
"T6901",0.112875054,0.189297028,0.120844921,0.099164299,0.430425005358279,0.175292237753937,3.24915664605533
"T0896",0.166448321,0.062454837,0.138666324,0.091205746,0.497393122810446,0.00653451857544637,2.45763472987973
"T1653",0.184703548,0.176684876,0.184678592,0.066735098,0.480864864345118,0.0479830782272808,2.65204031629109
"T1654",0.19068837,0.184311465,0.19163381,0.078836279,0.457488428930832,0.106763180896815,2.92773579098982
"T1655",0.181117783,0.172847354,0.181704538,0.071128416,0.466929656394241,0.0829902241609854,2.81623383208504
"T1656",0.176267398,0.182375291,0.17931112,0.07795975,0.44845967390781,0.129553938434837,3.03463095504752
"T1657",0.183628723,0.188750291,0.189010976,0.080647667,0.450411191693507,0.124622539724745,3.01150128622147
"T8307",0.114325355,0.123147827,0.141625709,0.051619202,0.472010428645919,0.0702171085368773,2.75632427059332
"T2087",0.116893433,0.152533377,0.138377881,0.048864289,0.495030038032037,0.0124581694489808,2.48541834483376
"T7458",0.074431216,0.077548538,0.055557788,0.053589119,0.274267241546199,0.599957615324864,5.24095859161763
"T7460",0.077575214,0.080330821,0.056074442,0.056539333,0.280552672660063,0.58120047834699,5.15298226037206
"T7462",0.081730947,0.075385994,0.060607037,0.062410915,0.172154669342958,0.945684876076116,6.86251821707417
"T7464",0.08142343,0.071969905,0.054837453,0.053689648,0.303294167262243,0.514949464045325,4.8422460757169
"T5290",0.11830342,0.194315378,0.140875974,0.075632845,0.478763586751277,0.0532569586781752,2.67677632232681
"T5292",0.103769638,0.187832723,0.146947432,0.077414328,0.480609924735337,0.0486228630027257,2.65504108967121
"T5294",0.132723975,0.207232756,0.159695022,0.071640864,0.491706724086077,0.0207896573805342,2.52449540349679
"T5296",0.122178949,0.191102877,0.112522442,0.083193286,0.469536450274941,0.0764351565161874,2.7854886920812
"T5298",0.120739619,0.193171319,0.123495108,0.084452265,0.462239406875295,0.0947935454758141,2.87159478120091
"T5300",0.110867772,0.190748845,0.135586751,0.079031318,0.473852491212179,0.0655890810877477,2.73461749965282
"T5304",0.131472595,0.204733187,0.145814361,0.071662823,0.490959865660192,0.0226621959832296,2.53327814451825
"T5310",0.11334631,0.194549226,0.112905724,0.0755524,0.496192502303066,0.0095441262770425,2.47175064982994
"T5312",0.133062262,0.2037999,0.140200928,0.075390566,0.482810368999124,0.0431013564711316,2.62914364657149
"T5314",0.123551517,0.19778245,0.1327929,0.072298516,0.489158538422153,0.0271788598858855,2.55446258860979
"T5316",0.118984601,0.193634209,0.135251861,0.066479337,0.497551548236244,0.00613739695009562,2.45577211600119
"T5545",0.135145178,0.093561643,0.084632641,0.066781621,0.427800410768652,0.181976941785607,3.28050981775006
"T5549",0.149511721,0.112312389,0.104588568,0.071453631,0.416487195974456,0.21088835397551,3.41611260076522
"T5557",0.137150672,0.161961821,0.100622102,0.090646122,0.391720254971241,0.274838250087397,3.71605588369247
"T5559",0.167263076,0.093859197,0.1087483,0.080692873,0.45555633691221,0.111635183693683,2.95058687601374
"T5561",0.132382238,0.086953005,0.100884928,0.093256812,0.282451359721247,0.57557465041605,5.12659552010531
"T5569",0.07542307,0.063241883,0.097303459,0.086003336,0.254314312544246,0.660974565278395,5.52714551913428
"T5565",0.113789496,0.154394326,0.120539454,0.107153142,0.229418437259981,0.740763459215238,5.9013782269823
"T5567",0.11729743,0.134403458,0.086651564,0.102251927,0.263923743709492,0.631295257244657,5.38794108522757
"T5571",0.149213409,0.101776448,0.124422765,0.085836446,0.354384940289758,0.373508687701424,4.17884842574819
"T5573",0.097500731,0.122240548,0.106713221,0.090312812,0.136792813744929,1.09484253647842,7.56211025795158
"T5575",0.091548604,0.116556296,0.078069831,0.100689938,0.224145118982219,0.75826853814147,5.98348204825901
"T1709",0.169684511,0.180348605,0.121535929,0.275618569,0.460186080874559,0.0999649375541769,2.89585008748904
"T1711",0.077663843,0.070184956,0.06460381,0.078332227,0.0319261523294566,1.85320972261577,11.1190690226126
"T1712",0.086784292,0.063842051,0.069276587,0.08845045,0.208843956083854,0.810438997469525,6.22817640734446
"T1713",0.102243245,0.130359067,0.108942485,0.063690671,0.39759598144325,0.259574558854245,3.64446481104945
