"","adeD","adiY","chiA","gspA","gspB","hchA","hns","mdtI","mdtJ","rcsB","yjjP","pval","z","inv_cof_var"
"T4837",0.068982204,0.053658039,0.051666382,0.124922282,0.055239442,0.271839759,0.084453881,0.288355587,0.243970824,0.219729235,0.125737298,0.442358069885,0.14499332779542,1.5625719204738
"T4839",0.079188885,0.078275198,0.09089233,0.112408171,0.111073435,0.270782635,0.090052974,0.283312578,0.176119332,0.207374908,0.085096765,0.327316696730728,0.447334731621391,1.87590582978823
"T4843",0.079904693,0.090474318,0.118612687,0.104456478,0.119812552,0.262564045,0.119365753,0.277781936,0.212263316,0.156830121,0.09929487,0.257560186584699,0.650885544993159,2.08685732796484
"T4846",0.088264295,0.115264776,0.0705867,0.118084727,0.14915875,0.162162794,0.165789091,0.25805418,0.251095919,0.22837298,0.147466111,0.172700527379919,0.943547258410943,2.39015961343228
"T4848",0.136676356,0.128191495,0.152377353,0.09750496,0.128135991,0.261210151,0.122266314,0.284935448,0.24464843,0.20612583,0.113739077,0.129214244701512,1.13011329237415,2.58350880089794
"T4850",0.073246384,0.069021467,0.091680746,0.124458455,0.069010333,0.203692641,0.137644592,0.289429655,0.252560822,0.21816592,0.071378371,0.390515067525892,0.277976843021534,1.70039044011049
"T4852",0.081343661,0.088831416,0.080506056,0.130381835,0.109074246,0.222207297,0.134696265,0.294506691,0.241590211,0.196435263,0.08917079,0.301175528699275,0.521022557506613,1.95227279197508
"T4854",0.138971078,0.081493864,0.066461584,0.125994485,0.119892879,0.242178555,0.145019774,0.30414091,0.229742263,0.213638208,0.067206561,0.313652605362403,0.485523269222669,1.91548282330016
"T4856",0.095102922,0.091050939,0.104315062,0.123438847,0.085996263,0.210514425,0.146829268,0.289166992,0.227733348,0.19621388,0.103080596,0.247671099482823,0.681836725547326,2.11893382915922
"T7008",0.118452296,0.094478264,0.066848683,0.062695444,0.064856164,0.061509498,0.321360732,0.12505542,0.128157512,0.109893499,0.062418994,0.0496518975785498,1.64823822763795,3.12047168267691
"T7010",0.193668673,0.166407126,0.095686534,0.25660785,0.109198382,0.144606304,0.323213129,0.16235428,0.152346186,0.180768324,0.102189977,0.040174922490849,1.74865978730489,3.22454436168056
"T7012",0.128438179,0.083279659,0.073800223,0.070062506,0.069911949,0.071013353,0.322352433,0.072463371,0.125346467,0.09398997,0.069921876,0.01245960640736,2.24265279617888,3.73649793034752
"T2764",0.033586006,0.03340133,0.034163273,0.03328978,0.037675271,0.133740408,0.437313796,0.032585954,0.036236923,0.051215826,0.038262995,0.470414942634228,0.074226845347685,1.48923251570428
"T2769",0.07452603,0.074183546,0.068046114,0.073912393,0.07626136,0.154375804,0.072940849,0.068454885,0.07747623,0.281705332,0.069091548,0.469884299479031,0.0755607062060582,1.49061487297307
"T5994",0.075277669,0.093869222,0.141336906,0.095655889,0.116538977,0.298955178,0.280824622,0.075410854,0.272846515,0.109782492,0.125293417,0.366929343799104,0.33999713219646,1.76466565818541
"T5996",0.062443047,0.08512192,0.155878683,0.097352852,0.108454595,0.323613811,0.308209008,0.052723065,0.301366584,0.117708723,0.099117547,0.476267955173003,0.0595225433060611,1.47399359578084
"T5998",0.087795243,0.089932313,0.150059629,0.110458311,0.106405298,0.29797299,0.280400256,0.08066542,0.270721915,0.190209414,0.123415732,0.306410991576686,0.506049382495029,1.93675522341894
"T6000",0.094242064,0.094669612,0.146468214,0.110262773,0.109103269,0.297733641,0.279746236,0.087213109,0.268443382,0.169124373,0.123155473,0.283150343303885,0.573508143840457,2.00666664521692
"T6002",0.074669203,0.087030095,0.100566238,0.09858854,0.128976799,0.302289541,0.284382661,0.082071033,0.275169209,0.10850066,0.104938303,0.404805851309277,0.240926990736258,1.66199353214763
"T6004",0.074113513,0.095896627,0.138779938,0.105347658,0.141580921,0.302827515,0.282075687,0.078897707,0.270881022,0.107064745,0.118228375,0.349731385884592,0.3860457698584,1.812388528671
"T6006",0.071283862,0.097086108,0.145567922,0.10866701,0.116473273,0.297337275,0.281840876,0.075897371,0.272800887,0.127463371,0.120683849,0.342535085268026,0.405554222014152,1.83260626762862
"T6008",0.07984804,0.093270816,0.14090182,0.103816211,0.135350622,0.238148408,0.280642421,0.078534499,0.272961341,0.103848419,0.117186201,0.269859161427452,0.613238996974397,2.04784202965094
"T6010",0.078154939,0.092877636,0.128961332,0.10419879,0.130635379,0.300038873,0.280066722,0.079294209,0.268174016,0.126925331,0.113297753,0.341726985776174,0.407754431282208,1.83488647193589
"T6012",0.072697067,0.0911806,0.148283075,0.106775979,0.093224353,0.302356523,0.284552008,0.071621859,0.273581985,0.118250507,0.12276406,0.384507197799456,0.293664353543896,1.71664831593292
"T6014",0.053709151,0.080874042,0.152868586,0.096802062,0.107364975,0.324999051,0.305767215,0.060946931,0.300259879,0.136716825,0.118740153,0.460516026902045,0.0991337772453468,1.51504501191474
"T6016",0.0838339,0.093764014,0.14108788,0.104432839,0.107290341,0.296194134,0.27981629,0.081189761,0.268718225,0.133124726,0.112767626,0.33384871262704,0.429310295657988,1.85722606276945
"T6018",0.081921759,0.090234609,0.137876671,0.105579491,0.117705315,0.29965474,0.284073103,0.080349715,0.273383299,0.12725938,0.114580717,0.344982925173261,0.398901409822249,1.82571157300313
"T6020",0.068963255,0.092780705,0.155706071,0.076914631,0.092365849,0.304335542,0.285914434,0.067576145,0.277365842,0.131590164,0.123935685,0.415032492216049,0.214618223843191,1.63472823313291
"T6022",0.079697189,0.096579335,0.145147357,0.101672877,0.110029716,0.303242051,0.282112464,0.072222012,0.272379648,0.109484705,0.120355281,0.369493251538986,0.333195780407043,1.75761702337114
"T6024",0.07650046,0.094302726,0.145780565,0.102342312,0.13051996,0.302016044,0.282914084,0.073813743,0.272780243,0.118636237,0.121692849,0.349036912042699,0.387921909196325,1.81433288053856
"T6026",0.069201569,0.090947291,0.150175567,0.09269293,0.111612823,0.305880065,0.284597524,0.073393246,0.277544754,0.102897086,0.117337396,0.405863933696563,0.238197562720525,1.65916486779819
"T6028",0.079945737,0.093240842,0.13559442,0.098050516,0.119394181,0.296444857,0.282794061,0.072572511,0.27051588,0.120096444,0.099447883,0.370420764197993,0.330739148865201,1.7550710738088
"T5993",0.054680523,0.083304413,0.159924459,0.102036349,0.051843485,0.308899953,0.29276865,0.094535048,0.284653472,0.246421385,0.12963948,0.431563186488021,0.172395801128072,1.59097069082266
"T5997",0.054995208,0.086961632,0.167217451,0.121879601,0.099826644,0.30757021,0.294528401,0.275425419,0.285578233,0.240002488,0.136156629,0.308979364484998,0.498745439321919,1.92918572404214
"T5999",0.047065435,0.073581284,0.161284603,0.108350616,0.098565077,0.314563887,0.300685079,0.276601487,0.291094296,0.246911469,0.126863389,0.366553360372802,0.340995830325903,1.76570066690457
"T6001",0.04939324,0.076273736,0.155210833,0.099877435,0.029606459,0.316136438,0.302801566,0.151574532,0.293582214,0.25858327,0.127626632,0.453088099267538,0.117863015189547,1.53445520605048
"T6003",0.052686061,0.086235054,0.162353723,0.088465364,0.022448686,0.313058071,0.296379384,0.146787362,0.284804435,0.243938827,0.125080559,0.449428252747125,0.127105996431004,1.54403424289246
"T6005",0.052857838,0.071339738,0.156367735,0.089618051,0.053843875,0.324491644,0.307368875,0.101616677,0.296863231,0.252911667,0.114219437,0.475660702888364,0.0610474676859202,1.47557396324393
"T6007",0.047318201,0.078937711,0.175350289,0.10069235,0.012889472,0.277214719,0.29538415,0.097259141,0.288823109,0.244446141,0.130915661,0.467057638507439,0.0826683182196916,1.49798090299721
"T6009",0.058724772,0.08326113,0.159821934,0.10410813,0.032288477,0.312347778,0.295106128,0.129829038,0.280574355,0.242993532,0.123821113,0.427607354491523,0.182468963515976,1.60141009247331
"T6011",0.070728592,0.08526364,0.157110812,0.105362811,0.080738519,0.307076598,0.290365304,0.09414997,0.281209247,0.236628443,0.12143841,0.375985772436169,0.316040793680243,1.73983831695739
"T6013",0.048721909,0.077152917,0.164994033,0.089226521,0.090260513,0.325342897,0.30672145,0.10050446,0.298022022,0.253152131,0.122603204,0.436387091209981,0.160135696298968,1.57826483404586
"T6015",0.083556193,0.082956943,0.160343826,0.101837053,0.088245121,0.308523602,0.293294631,0.096277001,0.281018204,0.236476975,0.124373048,0.354875348021661,0.372190933456406,1.79802995919354
"T6017",0.065033776,0.088848661,0.168288092,0.108428533,0.06703005,0.310787713,0.292475391,0.12033259,0.280530329,0.241944932,0.124661269,0.368809520604217,0.335008013584711,1.75949514558319
"T6019",0.06373446,0.088405643,0.164597457,0.074604499,0.021547404,0.313150274,0.288534759,0.11828305,0.278284063,0.23493561,0.122259329,0.459823101681385,0.100879390841739,1.5168540923959
"T6021",0.064712582,0.089608043,0.161026413,0.103565999,0.004718808,0.309628055,0.276731383,0.144331109,0.280569929,0.23261077,0.132286914,0.436881924822139,0.158879452419871,1.57696291574851
"T6023",0.06799911,0.094024794,0.160630223,0.106974552,0.05540991,0.309362881,0.285384946,0.126898502,0.278290158,0.215867795,0.127926199,0.361999604136935,0.353119028089604,1.77826463895941
"T6025",0.055476748,0.084175098,0.143017392,0.095741093,0.008566763,0.311642388,0.290943938,0.13589326,0.278894883,0.231362949,0.126637746,0.465241126022723,0.0872381041741034,1.5027168368776
"T6027",0.067075848,0.089471594,0.152811482,0.103889228,0.059970897,0.305612283,0.28948618,0.135082873,0.277840863,0.227586409,0.115038491,0.369933102507844,0.332030531145389,1.75640940806653
"T1770",0.080679321,0.078714693,0.100014979,0.079081712,0.079744503,0.120166635,0.193977385,0.088398808,0.078806875,0.324664973,0.127591486,0.454021515465399,0.115507304684674,1.5320138468044
"T1771",0.082020099,0.077468775,0.107024961,0.078351192,0.077650901,0.118150218,0.183677754,0.091410857,0.076648974,0.223257029,0.135897717,0.186533396321107,0.890743499310799,2.33543601932319
"T1772",0.089965447,0.085616408,0.111984794,0.086186147,0.086596852,0.117872654,0.186452833,0.098954737,0.085577859,0.158186258,0.135119779,0.00344126753588411,2.70247504491618,4.21303836101093
"T1779",0.068927759,0.067110398,0.092048444,0.066969297,0.073472484,0.133952245,0.319352011,0.076870055,0.070690877,0.301042846,0.123701181,0.470387414965799,0.0742960375060512,1.48930422354581
"T1780",0.071296948,0.066753605,0.097543975,0.067552973,0.06773538,0.126135419,0.327245547,0.082324737,0.066825433,0.283072052,0.132389057,0.433329318120305,0.167904212300848,1.58631579715458
"T1782",0.059291731,0.058109969,0.086300222,0.057759242,0.060636731,0.156863657,0.064384277,0.06967525,0.058441722,0.253982013,0.12833783,0.452288091749901,0.119882555499082,1.53654817265114
"T1783",0.057134554,0.052272516,0.086481175,0.052030255,0.058255556,0.146576021,0.054581567,0.068453713,0.054272151,0.178207316,0.130044656,0.31548912294206,0.480350415344912,1.91012189519928
"T1788",0.058002689,0.053288835,0.082835208,0.054727785,0.050369002,0.07428352,0.298632387,0.067201639,0.05017632,0.232830207,0.115070786,0.467324431526427,0.0819972968087775,1.49728548464148
"T1793",0.082870498,0.069836332,0.111570385,0.07267724,0.059947505,0.110747777,0.319650467,0.094627896,0.062373535,0.314459573,0.139077169,0.473940791871893,0.065367269169026,1.48005082373685
"T1795",0.07491013,0.065934004,0.104006771,0.067442002,0.063509023,0.140339511,0.109454769,0.086161254,0.063377408,0.310316729,0.141257741,0.477416811047831,0.056637926433681,1.47100410023025
"T1800",0.070535357,0.070045323,0.089618384,0.069565771,0.073774496,0.145038995,0.073151577,0.076417369,0.072143281,0.180559875,0.121815271,0.150758899033707,1.03318400209908,2.48305536294791
"T1801",0.060309844,0.058128999,0.086861978,0.057581797,0.06209868,0.149381021,0.07494381,0.069497234,0.059862033,0.198307191,0.128323888,0.320774822372438,0.465533231583359,1.89476598941104
"T1802",0.064655666,0.060045049,0.091698219,0.062469909,0.062455826,0.15955122,0.068218514,0.076521726,0.061073292,0.241558917,0.133074083,0.395514345789454,0.264975037871079,1.68691591632915
"T1803",0.094090789,0.092515821,0.10817897,0.092744209,0.091891704,0.125137876,0.091712609,0.100566448,0.091973024,0.217715861,0.125840586,0.069830858354037,1.47705193337975,2.94306141030864
"T1808",0.04304689,0.045213638,0.06563125,0.044354576,0.054158741,0.181619642,0.043582965,0.048695581,0.050930205,0.162706341,0.110138351,0.450170063610042,0.125231693170599,1.54209179385839
"T1809",0.053466106,0.055483692,0.075040357,0.054754832,0.065015596,0.150642534,0.062002155,0.059344339,0.062120072,0.249629839,0.116108886,0.470586290584098,0.0737961617640049,1.48878617336001
"T1811",0.064941448,0.0684993,0.079431739,0.067154094,0.078114729,0.15755692,0.06452759,0.068018642,0.075512406,0.23718935,0.10532287,0.355461190200566,0.370617587805955,1.79639940996303
"T1812",0.058685661,0.057893673,0.084201356,0.057366244,0.063180177,0.152403206,0.063502808,0.068251334,0.060946598,0.211135316,0.120045761,0.357650218822884,0.364746776933243,1.7903151486005
"T1813",0.068732529,0.067546606,0.085601045,0.067732039,0.072473585,0.150372477,0.073678489,0.074981503,0.070644787,0.233998898,0.116264815,0.330706430854594,0.437963335841324,1.86619370952173
"T1818",0.048904093,0.051023153,0.069400157,0.049959796,0.061463663,0.157965336,0.049162802,0.053335759,0.057182988,0.166413134,0.111692317,0.351751384810953,0.380596377593579,1.80674100782166
"T1821",0.05159345,0.050830531,0.075531681,0.049774047,0.059239396,0.121158667,0.070643364,0.059203954,0.055391429,0.175593998,0.119107482,0.313684838820932,0.485432366687801,1.91538861573793
"T1822",0.050406504,0.049620368,0.074181377,0.04940726,0.052608882,0.049653348,0.064700992,0.060590646,0.050629327,0.193188462,0.107973886,0.42384513968067,0.192066290763369,1.61135635860604
"T1824",0.062854005,0.059328309,0.094863632,0.06048245,0.059455831,0.167617482,0.063214564,0.078526322,0.059878363,0.241203982,0.12945194,0.406814413620936,0.235747218561178,1.65662543421451
"T1825",0.071757005,0.069743925,0.100426171,0.070570659,0.06962291,0.145016383,0.071219096,0.086292841,0.069918874,0.284091196,0.137489486,0.412766537599945,0.220434119665326,1.64075558284768
"T1826",0.085257966,0.085726664,0.09955545,0.085303919,0.087964668,0.148460432,0.087735624,0.093631557,0.085974201,0.277368053,0.121566286,0.301230155254351,0.520865729445125,1.952110261971
"T1827",0.080784621,0.077540951,0.097672255,0.078558789,0.076202885,0.157672585,0.076192963,0.089228712,0.076706544,0.238589819,0.120364162,0.256738424917984,0.653433496841955,2.08949791805083
"T1828",0.081532817,0.079465313,0.093657509,0.079821664,0.0794281,0.170314573,0.084268202,0.086751074,0.0794479,0.222415475,0.111953093,0.219282942355533,0.774617210139667,2.21508761946886
"T1829",0.079127204,0.076438629,0.098189256,0.077263706,0.074228244,0.157781832,0.094877458,0.089461633,0.074798546,0.242829892,0.117592169,0.280128095217982,0.582461019642916,2.01594502898869
"T1715",0.041580455,0.041646062,0.065384635,0.041665512,0.041532144,0.128656207,0.426099003,0.051434124,0.041526775,0.070228942,0.09277607,0.249605838013111,0.675730644257872,2.11260574343624
"T1716",0.048625743,0.048678077,0.067425043,0.048751114,0.050249464,0.121824587,0.391069813,0.056477628,0.049874878,0.109060416,0.085776867,0.14693114184535,1.04968647583588,2.5001578323546
"T1069",0.039740257,0.039664472,0.052120428,0.039594924,0.039904018,0.040409214,0.11460283,0.043499201,0.042786682,0.164271427,0.070783522,0.47592170675316,0.0603920208406408,1.4748946857127
"T4795",0.220878133,0.15658902,0.076924763,0.070354964,0.068110121,0.116964641,0.314176919,0.118550655,0.114536153,0.07885032,0.068940289,0.217163691087198,0.781808062318502,2.22253991609772
"T4797",0.142534913,0.107324179,0.062665593,0.071575159,0.067187613,0.063171126,0.381954626,0.115939964,0.110516106,0.096066057,0.315302693,0.454022992697847,0.115503577028531,1.53200998361842
"T4799",0.34939177,0.129589769,0.089970903,0.069515812,0.070259653,0.148216412,0.268748844,0.148026113,0.145646558,0.13631714,0.07464497,0.405752717538453,0.238484371988351,1.6594621048553
"T4796",0.182621332,0.105034166,0.102809302,0.089208945,0.093284475,0.116822531,0.318119998,0.116759015,0.115859814,0.098519939,0.096686911,0.0039025629446031,2.66038550606444,4.16941853394534
"T4798",0.133966535,0.09763897,0.095656176,0.095430362,0.095001899,0.124229097,0.443861984,0.12241428,0.119054665,0.109030332,0.118137008,5.93750030316123e-10,6.0819224491299,7.71535545382393
"T4800",0.236466857,0.092475304,0.107587893,0.086053993,0.091353724,0.158607352,0.267495864,0.153246948,0.151845517,0.14251497,0.091649897,0.0943626521128248,1.31435934726891,2.77445365967477
"T4802",0.11057389,0.115566408,0.095524068,0.080876876,0.081320113,0.113457326,0.080614774,0.13682309,0.133164894,0.370069706,0.085908345,0.450786271308254,0.1236750810291,1.54047858653246
"T4804",0.119432285,0.127680635,0.097175908,0.081778604,0.084410356,0.128193086,0.427899194,0.127910666,0.128907847,0.116233463,0.082829673,7.94664858812463e-05,3.77667959294,5.32629875530804
"T4806",0.127493181,0.109477582,0.092620224,0.099024973,0.093326534,0.12638118,0.348762736,0.12581027,0.122350524,0.113780055,0.092341536,3.99221702699948e-09,5.76878658521593,7.3908346202725
"T4807",0.185115972,0.153697176,0.071819228,0.079341885,0.06809005,0.11188778,0.377976458,0.115463417,0.11208319,0.101329653,0.067608864,0.0978592446871896,1.29384637804503,2.75319488149477
"T4808",0.164770567,0.12187501,0.067070582,0.061300272,0.057843091,0.11016127,0.352253201,0.111874376,0.109981996,0.103302248,0.057309195,0.0983428242239773,1.29105199516048,2.7502989006524
"T4809",0.139928008,0.15571282,0.078254921,0.069162672,0.074602725,0.147632888,0.376403352,0.146651733,0.141362308,0.113524642,0.069958998,0.0521647624335837,1.62421690185026,3.0955769913752
"T4810",0.151511307,0.167760438,0.066104073,0.05308372,0.07042879,0.146973351,0.252770291,0.146426823,0.139550039,0.12105258,0.056151089,0.151754610156337,1.02893712747882,2.4786540807871
"T4811",0.23916171,0.246026187,0.094633461,0.086108806,0.087758965,0.164995741,0.28263798,0.166793298,0.159920642,0.139323688,0.085720942,0.16305809819356,0.98196681648043,2.42997602683683
"T4812",0.189600403,0.160547486,0.098325682,0.097331104,0.096545597,0.149598272,0.306930458,0.153941398,0.144962861,0.129794833,0.096848108,0.00684109225468865,2.46550086431138,3.9674482913881
"T4801",0.116317761,0.111702909,0.087801311,0.088285048,0.084478344,0.105699529,0.085932593,0.135325993,0.141528515,0.390859488,0.084506082,0.482439942796308,0.044030758883282,1.45793856225246
"T4803",0.149829374,0.17179839,0.088409431,0.096500586,0.089674485,0.115441309,0.463905885,0.114892394,0.113711937,0.088185027,0.092961002,0.0071732536359198,2.44846825212272,3.94979640879652
"T4805",0.142615013,0.084145722,0.078830409,0.171440801,0.069313252,0.133888685,0.360320672,0.13303955,0.131511489,0.120196136,0.068575009,0.0436563259749483,1.70974708400499,3.18421687330927
"T5743",0.151460187,0.160112658,0.135342802,0.14778535,0.128276325,0.179298864,0.17693994,0.179217812,0.173961665,0.121866851,0.122109535,2.84703484862049e-07,5.00131463745815,6.59545898651205
"T5745",0.242840271,0.242874504,0.097535911,0.203214994,0.090391836,0.160743424,0.256843182,0.158931022,0.155730302,0.135264587,0.088047661,0.102696182925574,1.26633725079842,2.72468557951716
"T5747",0.119558381,0.147927029,0.107547849,0.107467305,0.107957784,0.158074409,0.125685254,0.152342359,0.165954618,0.112831032,0.106942921,9.01649556703905e-05,3.74508889688788,5.29355948716045
"T5755",0.282675818,0.239329103,0.129535161,0.16072362,0.122242434,0.183540821,0.110852938,0.181372709,0.175096386,0.168006693,0.12039883,0.0263542831657861,1.93730094903192,3.42004412424556
"T5757",0.274779138,0.217618078,0.12693308,0.276476296,0.117090598,0.206541596,0.155444611,0.127870288,0.197255285,0.1321332,0.087358505,0.122842238955363,1.16089530622138,2.61540998483528
"T5759",0.168666646,0.304218337,0.114329105,0.284209883,0.109759437,0.199967883,0.110627896,0.193155634,0.187263261,0.139664283,0.105162774,0.126307463141517,1.14402100426246,2.59792216830458
"T6892",0.086455754,0.078413997,0.160168921,0.07486621,0.129522158,0.304390931,0.30627972,0.062662229,0.284500648,0.241037302,0.155256885,0.370044473580724,0.331735559469101,1.75610371183274
"T6894",0.085845195,0.103016814,0.155671421,0.095279174,0.146394053,0.223968539,0.242576108,0.243115613,0.231994446,0.204084923,0.145761869,0.0949714979960898,1.3107477632967,2.77071076601049
"T6896",0.069359397,0.104868683,0.114563735,0.069354965,0.139807302,0.277328201,0.268521551,0.289797032,0.253532892,0.09937217,0.107010963,0.366992613232324,0.339829107440785,1.7644915243986
"T6898",0.065985581,0.115348527,0.131260385,0.068765285,0.138356035,0.212785581,0.226237901,0.222556165,0.216442365,0.193564592,0.126623602,0.141426001545205,1.07393458074587,2.52528754799648
"T6900",0.082068554,0.06758492,0.138556819,0.087296376,0.145771989,0.290146292,0.287327021,0.068591181,0.221866308,0.215591471,0.101154154,0.336541041396611,0.421921820000042,1.84956895748224
"T6902",0.065985581,0.115348527,0.131260385,0.068765285,0.138356035,0.212785581,0.226237901,0.222556165,0.216442365,0.193564592,0.126623602,0.141426001545205,1.07393458074587,2.52528754799648
"T6891",0.077459311,0.067544297,0.159730554,0.075156004,0.123785725,0.334176847,0.308729803,0.060206832,0.255804657,0.286835295,0.115919321,0.44850742604565,0.129433233783263,1.54644609376124
"T6893",0.08385979,0.109261166,0.142484411,0.095604033,0.130221121,0.280793162,0.273936727,0.29225487,0.2509092,0.223119516,0.119428736,0.237845723756402,0.713249391985146,2.15148859490548
"T6895",0.087900335,0.081219285,0.164685017,0.09284797,0.149468814,0.282065464,0.287404347,0.281077885,0.269118988,0.070181393,0.125660257,0.331944136895646,0.434551130492309,1.86265744347328
"T6897",0.100692181,0.084321693,0.099085779,0.100142535,0.13941327,0.281836695,0.246538737,0.290555273,0.216138266,0.218327423,0.110468324,0.269289189570899,0.614964175771833,2.0496299323663
"T6899",0.067126612,0.068739322,0.178407977,0.10461406,0.153823332,0.31199639,0.301492676,0.197465101,0.26455596,0.25525094,0.090398065,0.307269668286388,0.503604490245527,1.93422143996522
"T6901",0.103732151,0.09715701,0.136894483,0.088245607,0.136680089,0.269327334,0.241008222,0.282340328,0.176295081,0.206584354,0.128611767,0.186506315616162,0.890844438369991,2.33554062831693
"T0860",0.044079392,0.046609683,0.052365253,0.046443965,0.049716247,0.103603625,0.804450718,0.050603203,0.048709099,0.196569805,0.087057681,0.461174570971759,0.0974750564662664,1.51332598349324
"T0863",0.039559583,0.038878165,0.053513557,0.03885171,0.04180556,0.104871537,0.631224258,0.053994185,0.040190386,0.063017704,0.096107831,0.185284113706604,0.895409493878543,2.34027165976228
"T0864",0.050213737,0.054034033,0.050068392,0.055618308,0.061331173,0.164561879,0.709951672,0.050710678,0.057941644,0.189962183,0.071518697,0.443744561511531,0.141482070762549,1.558933001428
"T0865",0.051513407,0.053730522,0.059958394,0.05268918,0.055096985,0.121786903,0.543704958,0.056300426,0.054965078,0.070542331,0.085484973,0.0642950254107866,1.51968544737478,2.98724499032391
"T0866",0.06465206,0.066871419,0.066797722,0.066782926,0.069085341,0.110727358,0.630377533,0.066195465,0.06838185,0.07160955,0.090490833,0.000274668077987561,3.45546909892404,4.99340971487488
"T0867",0.035359396,0.041085037,0.044977137,0.042345444,0.054285642,0.128962991,0.601231606,0.044347641,0.047786231,0.125667907,0.087192411,0.344634655142034,0.399846865061374,1.82669140303106
"T0868",0.054688209,0.057082443,0.058640243,0.052179298,0.056752802,0.112196756,0.623914268,0.059704157,0.056778927,0.084973729,0.084598704,0.0246431182162152,1.96610713466657,3.44989764296024
"T0869",0.043927552,0.047565306,0.064119837,0.047091839,0.058230819,0.162187318,0.503861284,0.058949233,0.052349158,0.047465815,0.110234892,0.344964274915746,0.398952030986323,1.82576403464759
"T0870",0.048551202,0.051079486,0.064983048,0.050452796,0.057532494,0.157610332,0.57830661,0.063306955,0.054479086,0.048516908,0.108171183,0.287826209746381,0.559746413062175,1.99240456649028
"T0872",0.029782019,0.031817053,0.053659928,0.029804334,0.034455661,0.029657827,0.649580174,0.045001975,0.03293053,0.035134311,0.090970246,0.233858883297611,0.7261973984485,2.1649073639912
"T0873",0.041363569,0.047253494,0.062410453,0.042414721,0.052553672,0.055006569,0.582782404,0.05237298,0.053128862,0.189473348,0.112236658,0.455517915967183,0.111732093227809,1.52810137649997
"T0874",0.045613012,0.047002592,0.061313449,0.044600021,0.045151152,0.059616252,0.5881597,0.045209646,0.049606009,0.068286215,0.0919687,0.0145670956072092,2.18166601033538,3.6732937916386
"T0896",0.055417187,0.060839854,0.057604191,0.060485275,0.066386393,0.13898085,0.417708082,0.05715489,0.063987321,0.13898988,0.078302439,0.178605336980379,0.920693110874023,2.36647453655835
"T1651",0.037261498,0.040376797,0.064600192,0.037994593,0.047737569,0.045214124,0.069456035,0.044377881,0.049304926,0.110143874,0.104349546,0.238339380941918,0.711654480073615,2.14983569530944
"T1652",0.040687287,0.043761992,0.066928479,0.042163386,0.048352226,0.042448026,0.050874031,0.047838232,0.049046808,0.086995469,0.108570147,0.144511804286225,1.06026598674451,2.51112199230652
"T1653",0.055857269,0.056097335,0.056512978,0.056373208,0.06050501,0.130922116,0.140464472,0.055677299,0.059318165,0.060651717,0.061487373,0.0868592329311913,1.36035229857846,2.82211881916786
"T1654",0.054601012,0.059029578,0.049076288,0.057059079,0.066331797,0.13836537,0.16854485,0.049278035,0.062724638,0.049218289,0.051738946,0.17752694176024,0.924830883042612,2.37076274952895
"T1655",0.060545587,0.062556733,0.058229214,0.061839456,0.065455342,0.132749016,0.163828569,0.057984149,0.064301026,0.058726569,0.062803663,0.0607531593567768,1.54848188964021,3.0170884114207
"T1656",0.056029331,0.057965566,0.056925653,0.05739268,0.064947101,0.127139017,0.132861136,0.055999401,0.060339131,0.063777192,0.062472817,0.0552687994964543,1.59578143770133,3.06610767280948
"T1657",0.055620089,0.061558426,0.049267438,0.058710253,0.067718513,0.134693799,0.175110991,0.049356179,0.062357026,0.05309261,0.052248924,0.138638804700331,1.08645529447103,2.53826348886751
"T8308",0.044731032,0.046180325,0.041846542,0.04502341,0.124970771,0.1248144,0.124048135,0.042187577,0.048174402,0.076666137,0.0431652,0.323313238103006,0.45845375958048,1.88742912251
"T8309",0.04350508,0.043696156,0.056688561,0.046807746,0.046276428,0.196431463,0.176004989,0.050733117,0.046190394,0.084754485,0.075087491,0.47765506840502,0.0560397552324024,1.47038418076648
"T2143",0.008623647,0.065538059,0.059339301,0.045870507,0.035921779,0.093012682,0.948926665,0.061955485,0.067300541,0.08779892,0.057110931,0.172839152771999,0.943005078018564,2.38959772048693
"T2144",0.023883045,0.070336647,0.072838427,0.024251151,0.022140724,0.074536396,1.083609483,0.071495458,0.070055264,0.141494272,0.075072377,0.348314005190401,0.389876312687772,1.81635834208172
"T2145",0.043307136,0.048398087,0.037818535,0.028510039,0.026544796,0.094547143,0.961265711,0.04261617,0.051954562,0.143732294,0.033473216,0.464152327721429,0.0899780527478773,1.50555640429072
"T2146",0.031374687,0.065536181,0.072902534,0.02781847,0.035723408,0.076008274,0.944540749,0.06907027,0.064123427,0.072421119,0.077131469,0.0593572622479716,1.56019196227165,3.02922423797153
"T2147",0.014468889,0.06409629,0.053136444,0.05188699,0.040210949,0.107875609,0.965095168,0.05759794,0.06727509,0.104589708,0.048180103,0.230933058380255,0.735777499144809,2.17483577725122
"T2148",0.043716145,0.079792982,0.077045296,0.041183968,0.053074091,0.095123671,0.972185465,0.078289883,0.080586163,0.070789585,0.07560962,0.00726611010043188,2.44383129639829,3.94499086299277
"T2149",0.046027133,0.053835499,0.059302462,0.025773949,0.085872698,0.061760925,1.014711225,0.056370517,0.053065609,0.170814175,0.06245597,0.382943329819001,0.297759588872404,1.72089244551229
"T2150",0.045633364,0.060602928,0.051865671,0.037000117,0.013614409,0.103365628,0.943721882,0.056015678,0.063581946,0.114083715,0.048187146,0.284764220934848,0.568746123492689,2.0017314876999
