"","aaeA","aaeB","aaeX","agp","cpdB","cstA","dksA","glgS","glpR","gluQ","gpsA","grpE","grxC","hofB","hofC","hofM","hofN","hofO","hofP","ilvB","ilvN","ivbL","lacI","mhpR","nadC","ompA","patZ","ppdD","preA","preT","priB","raiA","rmf","rplI","rpsF","rpsR","secB","sfsA","sxy","ubiG","uhpA","uhpB","uhpC","ychH","yeiP","yfiP","yibN","crp"
"raiA",0.0475755445890418,-0.363625101742268,-0.278858266663485,0.0525309778502677,0.0371014691748054,0.0524783688073749,-0.0566334813647961,0.0658471510855292,0.0368205066588899,-0.118362242129421,-0.0484754084146299,0.0918171014881552,0.275314161148442,-0.211737386483096,-0.212045553064142,-0.252195067412208,0.00799964474516054,-0.217816370496631,-0.145935843313456,0.243631198622018,-0.0656705628819885,0.100606414384985,0.0932161095742409,0.0937568759976189,0.123595444068083,0.0153573234742972,0.121627611663083,-0.0987196311181104,-0.0767005263295066,0.0122858248150139,0.0555845989952973,1,0.355414064081885,0.0815210618586106,0.0578704106181522,0.147150430730734,-0.0786731878201529,-0.0322298164471541,-0.287185088942307,0.111697137955923,0.0748303915224243,-0.111574591854339,0.0648219515110794,0.0351838459005962,0.068213605983488,-0.00883532391312218,0.179094642827366,0.126774901309745
"rmf",0.279876764801571,-0.571172232233561,-0.455579508797778,-0.02836037646822,0.191620607182956,-0.0625040405232254,0.0304148655167495,-0.174366324375656,0.0779517757387021,-0.206418608919182,0.0904367260979047,-0.11984871566676,-0.0926760539028013,-0.297735511595408,-0.206184069105351,-0.365756046560245,0.0173680955582432,-0.308482578956961,-0.328557103104547,0.261905185961239,-0.0140641313467383,0.021405206338901,0.246704020997961,0.247168709525651,0.138794396030344,-0.220962847505219,0.152657013448196,-0.111836467552014,-0.325835034513774,-0.256767477624237,-0.365708946497861,0.355414064081885,1,0.088830350527832,-0.34015686303065,0.261701515658535,-0.167454170019259,0.016167792813937,-0.419128271088619,-0.109205438107898,0.561185399183823,-0.160587010015002,-0.0593462285096132,0.135645982475077,0.124366287456068,0.0942379252457923,0.189959749763728,0.0417974758062907
"rplI",-0.0370153016149869,-0.142914048801888,-0.162618963580101,-0.26793162361408,0.0394148625808185,-0.0626687682246191,-0.0615550739782693,0.0375602541782367,-0.0900170775136325,-0.0271304328474389,0.0260459292884789,0.137731326085309,0.192814270725893,-0.162289471520588,-0.166812798019279,-0.06162076132272,-0.183570831305668,-0.0423471090237602,-0.12816861658088,-0.014943318453729,0.115361608795855,-0.0464775685057738,-0.0203090854180242,0.0493536557419143,-0.157286389186025,0.0997089672432971,0.139067763463431,-0.0950821934767083,0.162069132958579,0.00821610801606954,0.0517997010252566,0.0815210618586106,0.088830350527832,1,0.131355275283322,0.0395616965185342,-0.131181414428065,0.0528905525604712,-0.0591118564051882,0.238078555195623,0.0355171732896995,-0.0584693673057116,-0.100825164446116,0.0132766629328182,0.00749669567018805,-0.0574784327736819,0.188701265643793,-0.00368372100763716
"rpsF",-0.217151902839763,0.229777890680546,0.17659535159376,0.0660504114812763,-0.0996061590220134,0.0810358663811245,0.0491825619075295,0.211258161471498,-0.125278262619993,-0.0452856088067417,0.107273421664412,0.321789452456561,0.252073841184735,-0.153524291790982,0.0809597489163291,-0.0113373286466028,0.060819282182331,-0.0378432486552771,-0.0661686665815786,-0.00311371209932404,0.0990475115046057,-0.111463636253447,0.0180723798486579,-0.110319616018284,-0.0277043138791728,0.150456611834266,-0.0672886664703424,0.00667591553596689,-0.024472190693001,0.0229312908508543,0.580077040107099,0.0578704106181522,-0.34015686303065,0.131355275283322,1,0.170262563795152,0.28091597923155,-0.0236700699223497,0.147933939783823,0.113138576267692,-0.285094798826075,-0.0533829474981972,-0.0227622915450478,-0.129388254091499,0.0731058258399018,-0.147991651394881,0.041657803816,0.09008377646311
"rpsR",0.0622702494270024,-0.132427473532565,-0.220057278058489,0.291922312952781,0.0863552689772351,0.0756746321228143,-0.0507443112004708,0.0634609985759572,0.0184815237957765,-0.144844888849202,0.116616194084,0.00389839494802176,0.072500684542375,-0.130448561235899,0.0170282384942932,-0.231141874813865,0.14345758539113,-0.0823091856672111,-0.270649183314469,0.223601358594783,-0.0509382579488079,0.104424022721028,0.132203458498537,0.0398656087721629,0.121204817330474,-0.094651815001277,-0.048692491970825,-0.0171383145571209,-0.197768209767764,-0.180146266298503,-0.0276037952252368,0.147150430730734,0.261701515658535,0.0395616965185342,0.170262563795152,1,0.0716145852100814,-0.00897210082850639,-0.142597386000026,-0.186776043205082,0.210487585913875,-0.123383100882281,-0.106796234171895,0.00190072388002399,0.12468993190438,-0.0483267840648301,0.0494000706616643,0.286917013993124
"secB",-0.157289327006538,0.322031098818293,-0.0123817487391321,0.132993057869055,-0.0278062975633412,0.00773192028596785,0.0408157109120408,0.0979885745185556,-0.0974794607784683,-0.173492678891274,0.39045379773712,0.261174545209309,0.179380638320636,0.0876876094591143,0.0226444570920704,-0.0812816291366611,-0.0894248280548242,-0.0556524138996586,-0.0447039556649382,-0.0209567806642944,0.0842258459910408,-0.0592474699325284,-0.0491982661414807,-0.0369847368362848,-0.118078410523882,-0.0157620086225682,-0.0301870177665574,-0.0369565145998188,-0.172020681605243,-0.103307028146739,0.0612628979033727,-0.0786731878201529,-0.167454170019259,-0.131181414428065,0.28091597923155,0.0716145852100814,1,0.140051865694049,0.0380352254404656,-0.187654941379289,-0.143769261229394,-0.0913065227242536,-0.0850904336357724,-0.0955822770709861,-0.0100602612320591,-0.208975537420992,0.0982587894158717,0.186778590802653
"sfsA",-0.0920289652393441,0.0195947871960102,-0.16057742403545,0.060345296433391,-0.24436074024637,-0.0787368108643708,0.0555081485336684,0.268071120022721,0.0696878978661189,0.0641999735219541,0.143465510892551,0.137643109658658,-0.172501255752631,-0.054596938049738,-0.0662245698633731,-0.111229574078647,-0.0259990068678431,-0.0954201977331953,-0.213764988940107,-0.145894538162852,-0.0357034712997739,0.346539178137745,-0.186678959724484,-0.142236010166454,-0.0180087097594081,0.399294653172977,0.0379662505790446,-0.0733669406898075,0.15359555084269,0.00625413979889764,-0.168966007357164,-0.0322298164471541,0.016167792813937,0.0528905525604712,-0.0236700699223497,-0.00897210082850639,0.140051865694049,1,-0.0206002072522192,0.166284791448576,-0.0324434997762564,-0.15981451619673,-0.00132784954172955,0.132967562625196,0.0937134951213708,-0.199163241864543,-0.192133651856478,-0.0657156175906869
"sxy",0.0189658420868833,0.340676374221571,0.389781446627011,0.0138943090959029,-0.118729007914584,0.1327872363761,0.174034053479188,0.105295970758183,0.092442336434686,0.374605214326114,-0.163344791223595,-0.0914282189446083,-0.0625866411093263,0.432816210599962,0.381135512483477,0.558351497406781,0.207049789551531,0.351517338031328,0.337667934491008,-0.217893463304681,-0.0622736962015476,-0.246891784255826,0.052182313300189,0.103001984813472,0.0671601342444969,0.0945233959604144,-0.0680017117614634,0.119680438912507,0.245599759985522,0.252675456730755,0.115684852801703,-0.287185088942307,-0.419128271088619,-0.0591118564051882,0.147933939783823,-0.142597386000026,0.0380352254404656,-0.0206002072522192,1,-0.0660744799618269,-0.293319524765087,0.279974740082945,0.141057211536386,-0.12543008198523,-0.025769751551446,0.124005310690718,-0.216288679523267,-0.108184217379582
"ubiG",-0.189140600649549,-0.0517863065445881,0.122791132889819,-0.2368182129515,-0.184578561363537,-0.0942902183588545,0.00115711193857472,0.242865124660488,-0.0260270332523583,0.00979964065316615,-0.201855133660973,0.260066204190823,0.325359619307566,-0.196300309635317,-0.259104651088473,-0.0105060848061321,-0.0887834084805818,-0.00109330810923081,-0.0495184648567512,-0.107360326326936,0.242289552720348,0.105744702989096,-0.171122269125901,-0.186147920002906,-0.113326562447239,0.168241038426511,-0.0209552524013749,-0.150593685754775,0.270265425557653,0.18858223809394,0.282446195898914,0.111697137955923,-0.109205438107898,0.238078555195623,0.113138576267692,-0.186776043205082,-0.187654941379289,0.166284791448576,-0.0660744799618269,1,-0.137627132846718,0.0156963234958258,0.066443445728614,-0.135022978265744,0.184218844365226,-0.132011640650766,0.08279133411808,-0.249996078612682
"uhpA",0.302298205716397,-0.455011751802466,-0.301393670741207,-0.00823400052630747,0.108098179509253,-0.170702037974616,0.0350760793301819,-0.145433320227829,0.0341578973627217,-0.0972849949839918,0.148328755128458,-0.173941146215956,-0.169407322687869,-0.145824991473286,-0.057090455036424,-0.165793004401332,-0.000463628011697384,-0.161927540372587,-0.135925437632769,0.115012471743615,0.00779812888817016,0.00559034914383834,0.126187428132823,0.136688806790418,0.125708779884476,-0.257193786072796,0.121181162569891,0.0474711652636938,-0.169117470561819,-0.148031949709862,-0.366745610000264,0.0748303915224243,0.561185399183823,0.0355171732896995,-0.285094798826075,0.210487585913875,-0.143769261229394,-0.0324434997762564,-0.293319524765087,-0.137627132846718,1,-0.151220532838399,-0.0474542738446389,0.106916924672266,0.0684912587679017,0.141323624007899,0.162361462760136,-0.0570257167947625
"uhpB",0.0626660756575469,0.214736788413065,0.400209943714806,-0.0315154534140528,0.11273641130286,0.138969098620721,-0.0195068262088856,-0.17340971327722,0.0648715868121949,0.229244585109761,-0.238559383008705,-0.17036268472845,-0.0646971019032143,0.255451995181846,0.114732171227777,0.24576604775787,0.100832887155548,0.234997440637241,0.165182000363924,-0.0221797052358558,0.0254366959444493,-0.0030413009801995,0.021921130970451,0.0449370141759727,-0.0570429344802073,-0.050256959575165,0.0493698346570835,0.101002003273828,0.179366016703069,0.412497940045611,0.0559567565539128,-0.111574591854339,-0.160587010015002,-0.0584693673057116,-0.0533829474981972,-0.123383100882281,-0.0913065227242536,-0.15981451619673,0.279974740082945,0.0156963234958258,-0.151220532838399,1,0.0743777823839192,-0.0514075883308912,-0.0467506733700138,0.0721729348631521,-0.141248412955597,-0.0993882818897811
"uhpC",0.323554489367824,0.00712665349571137,0.128062995726607,0.0426273119587397,-0.0793720274475364,-0.0406153021850716,-0.0351562935973142,0.0725575913226687,0.0981229222663903,0.264229118292292,-0.143857122282822,-0.100913831721572,0.0762999249157526,0.136579275065491,0.238331360254656,0.232931162131386,0.468574398992126,0.191255066362426,0.307157309457561,-0.0934554798070175,0.0137978267524328,-0.0032877290036139,0.182070719903785,0.0518621030563473,0.243401742975849,0.0290448361581897,0.188672467996931,0.30864740214141,0.227232501270064,0.184383829777108,0.0338619406628188,0.0648219515110794,-0.0593462285096132,-0.100825164446116,-0.0227622915450478,-0.106796234171895,-0.0850904336357724,-0.00132784954172955,0.141057211536386,0.066443445728614,-0.0474542738446389,0.0743777823839192,1,-0.234099699695378,0.0638824727759503,0.214962153607216,-0.0994316088375143,-0.200786866228647
"ychH",-0.0485065626533738,-0.055053886063995,-0.090676810435237,0.0163430149802615,0.0350333750352812,0.0147220613275091,-0.141118141933224,0.162996072497765,-0.0186678775916452,-0.127945497440815,0.0793199503422517,-0.0344332282877554,-0.146747341015243,-0.0686310272936204,-0.121652171833234,-0.126155615758857,-0.232677759512394,-0.0111336367833645,-0.097884586398121,-0.0562362588620293,-0.0706619110811445,0.161721130024349,-0.0672273218056531,0.00907779688455082,-0.0665917152821377,0.0867886332180967,0.0140971664618857,-0.0812585411188385,0.0193225164005489,-0.00762117479159155,-0.226548467743905,0.0351838459005962,0.135645982475077,0.0132766629328182,-0.129388254091499,0.00190072388002399,-0.0955822770709861,0.132967562625196,-0.12543008198523,-0.135022978265744,0.106916924672266,-0.0514075883308912,-0.234099699695378,1,-0.0641522431716839,-0.0596022047803091,-0.0682449246979721,0.21680447014937
"yeiP",0.123704864399358,-0.15533278863459,-0.00757266165531288,0.260854508099965,-0.143588684201171,0.0116900594916965,0.0160291279576519,0.174687966359409,-0.0320152470169,0.149360216365442,-0.0148267865235205,0.0406204896283195,0.0821926693523531,-0.0703822364125779,0.0572725725896251,0.0180629021540377,0.208600797328388,-0.0192269783541688,-0.00832797069252793,-0.0858188125870654,0.101637193319154,0.0979531580477091,0.107828170339975,-0.0386529913574419,0.194309298754202,0.0232734751105387,-0.0645955181575338,0.0871746155698378,0.0191231719442746,-0.0120298219442564,0.0379867436883443,0.068213605983488,0.124366287456068,0.00749669567018805,0.0731058258399018,0.12468993190438,-0.0100602612320591,0.0937134951213708,-0.025769751551446,0.184218844365226,0.0684912587679017,-0.0467506733700138,0.0638824727759503,-0.0641522431716839,1,0.120778888433059,0.0169548021167534,-0.144876847970255
"yfiP",0.57796723588035,-0.215496402843116,0.0107134056848991,0.0236797618846115,0.0116165107553226,-0.0312817196528589,-0.0168297497266583,-0.14441820485167,0.107512446138452,0.377605815346405,-0.0728439052951202,-0.227968881639195,-0.053877433905058,0.182521519257375,0.303572377161539,0.369903020428626,0.365881379313533,0.212177316040371,0.239069689733149,0.0173401954520617,0.0333804351286396,-0.0724371840897437,0.33602994115739,0.264758680118471,0.311502967699514,-0.136776270602996,0.028160235518613,0.348953938185282,0.0386551485565201,0.0430144427757902,-0.18119995559166,-0.00883532391312218,0.0942379252457923,-0.0574784327736819,-0.147991651394881,-0.0483267840648301,-0.208975537420992,-0.199163241864543,0.124005310690718,-0.132011640650766,0.141323624007899,0.0721729348631521,0.214962153607216,-0.0596022047803091,0.120778888433059,1,-0.0269959054319228,-0.127793888236389
"yibN",-0.043922000988246,-0.325902259248104,-0.257076327466981,-0.0595837424907397,0.0540905179861076,-0.117094553225068,-0.0278735294316626,-0.0496095790265208,-0.10794945967307,-0.220090474112474,0.207810453762221,0.290192087396464,0.506207827643853,-0.108929480566032,-0.22756007896403,-0.234193872449277,-0.234154909647755,-0.16749549829594,-0.0456798783208228,0.191336601233547,0.134563820875438,-0.211628954918424,-0.146911647935207,-0.0559330300770369,-0.169262689223606,-0.234378991030199,0.107941282725589,-0.176623315963407,-0.129789881031848,0.0165663750249614,0.190687427298266,0.179094642827366,0.189959749763728,0.188701265643793,0.041657803816,0.0494000706616643,0.0982587894158717,-0.192133651856478,-0.216288679523267,0.08279133411808,0.162361462760136,-0.141248412955597,-0.0994316088375143,-0.0682449246979721,0.0169548021167534,-0.0269959054319228,1,0.0665698399407628
"crp",-0.105574913754943,0.00956553695688854,-0.181684026248997,0.087395017353319,0.0255092896858162,-0.0343247581766446,-0.226325802706751,0.0372654245951914,-0.0998803538533004,-0.325393945981281,0.300520495450431,0.00832557117827877,0.068033196951719,-0.16538340204707,-0.139712181590258,-0.154125394744203,-0.213269671920725,-0.0629695501289085,-0.103425967708395,0.17871047242692,0.0126649699027629,0.100337242381851,-0.0464647263480193,0.053722347448978,-0.00859914045559335,-0.0617153333929331,-0.046503347826584,-0.144879698199123,-0.160128614519077,-0.0244999113388297,-0.107014147312866,0.126774901309745,0.0417974758062907,-0.00368372100763716,0.09008377646311,0.286917013993124,0.186778590802653,-0.0657156175906869,-0.108184217379582,-0.249996078612682,-0.0570257167947625,-0.0993882818897811,-0.200786866228647,0.21680447014937,-0.144876847970255,-0.127793888236389,0.0665698399407628,1
