"","borD","envY","mgrB","mgtA","ompT","pagP","phoP","rstA","ybjG","pval","z","inv_cof_var"
"T2138",0.086133399,0.051481911,0.119988916,0.132423737,0.100316649,0.051967663,0.070792058,0.086309408,0.074790913,0.0498833389379933,1.64598582285368,3.01303776977173
"T2139",0.104375346,0.037020038,0.09242818,0.093997059,0.029622565,0.038773877,0.128759004,0.104598917,0.089054243,0.212800049955209,0.796743353378538,2.2674282305883
"T2140",0.100082466,0.023318263,0.094100781,0.103996945,0.0211223,0.024849465,0.04699887,0.10034628,0.080862798,0.399946159596754,0.253486464840054,1.79046489811183
"T2142",0.090134006,0.059774881,0.132761784,0.11036428,0.060502425,0.059647022,0.080093731,0.090289304,0.080243054,0.0286304583424795,1.90131384500991,3.2372081519456
"T2108",0.08319702,0.10180211,0.197616413,0.13548309,0.177955958,0.084418134,0.152604746,0.117120018,0.065176749,0.131582847762034,1.11894009681853,2.55030735408664
"T2112",0.084887168,0.104350031,0.118027033,0.117940607,0.115578229,0.100566278,0.115111678,0.073492711,0.078041601,4.9177862448714e-06,4.42075701196664,5.44920404974196
"T2123",0.077523112,0.107479525,0.148176094,0.146248797,0.143930809,0.098390371,0.148006192,0.050917706,0.064397863,0.0972488063112386,1.29738831025011,2.70697955898362
"T2141",0.098246942,0.083336514,0.103813661,0.103447779,0.099747719,0.078055479,0.103902038,0.098472649,0.086872143,3.97387269359245e-20,9.11389331527053,9.56963763874288
"T6033",0.330150181,0.057335074,0.202410101,0.287875582,0.428328952,0.053888296,0.369696397,0.292514633,0.451529813,0.418998544599942,0.204456106735247,1.74741770720166
"T6048",0.35340036,0.052170654,0.202410101,0.362593941,0.242052769,0.051666839,0.345852741,0.292030279,0.505381046,0.462562936191468,0.0939789573042761,1.65042206763074
"T6052",0.425997286,0.076630117,0.202410101,0.086409226,0.235988339,0.075615941,0.260938006,0.259835509,0.398924893,0.494120826142153,0.0147374368818497,1.58085037797787
"T6057",0.412990174,0.064531755,0.202410101,0.363893586,0.356312781,0.060262089,0.385433787,0.312193694,0.504318128,0.412142350414548,0.222037487472332,1.76285363470266
"T6061",0.427170456,0.064169737,0.202410101,0.322537367,0.263661508,0.062649305,0.334416461,0.330306255,0.434126698,0.38986718960757,0.279665200627851,1.81344904672513
"T6076",0.413301178,0.061769046,0.202410101,0.229197932,0.178076215,0.060417576,0.232272468,0.286153845,0.381676809,0.426967259593469,0.184100621168093,1.72954619846404
"T6153",0.227866315,0.058128215,0.143697361,0.242955353,0.253163323,0.056911388,0.076096414,0.075733168,0.071729263,0.478346194869578,0.0543047191830633,1.61558927079559
"T6155",0.214243317,0.059370887,0.138698835,0.201900119,0.253417732,0.057593939,0.07292264,0.074130444,0.068621043,0.452578465243952,0.119149480071336,1.67252103530596
"T6125",0.398048933,0.060810109,0.202410101,0.323721812,0.458116175,0.052509765,0.140191174,0.154883284,0.230863161,0.495205531034228,0.0120182407805106,1.57846300496611
"T6133",0.330391222,0.052756967,0.202410101,0.254715844,0.249437127,0.047140582,0.30208194,0.435104387,0.491834074,0.483562145880596,0.0412152556445506,1.60409711251582
"T6154",0.42013161,0.050158398,0.202410101,0.251807545,0.267321283,0.049431341,0.347987253,0.389796293,0.412617044,0.438651404632736,0.154389275402793,1.70346052373527
"T6156",0.331468962,0.057790999,0.202410101,0.480359948,0.473146341,0.045518123,0.313217697,0.384227729,0.477457056,0.451838176510369,0.121018536598883,1.67416201114773
"T6159",0.448504831,0.054840898,0.202410101,0.267494824,0.245734597,0.050229058,0.36920894,0.433873119,0.465165199,0.477509681648957,0.05640476221531,1.61743304589377
"T6163",0.371458317,0.048223291,0.202410101,0.473470277,0.256801562,0.048139761,0.290338291,0.332140615,0.50513798,0.484210268914223,0.0395893254461782,1.602669594334
"T6168",0.492655306,0.056597404,0.202410101,0.346724487,0.314261793,0.044251407,0.393553244,0.399446343,0.495667991,0.461613103637567,0.0963706427425222,1.65252189605617
"T6178",0.560154107,0.066388327,0.202410101,0.329506874,0.411114119,0.062748717,0.210469076,0.246853765,0.366958424,0.468125688695736,0.0799822447118245,1.63813337176207
"T6180",0.478786423,0.059537078,0.202410101,0.351907435,0.319349255,0.056144789,0.354200949,0.363409798,0.326615411,0.400818403121774,0.251229334231347,1.78848320481042
"T6184",0.447483229,0.047841388,0.202410101,0.459991042,0.417256677,0.048102334,0.39046563,0.370918638,0.492776438,0.448035004543263,0.130627472421625,1.68259836998323
"T6218",0.524842799,0.067113541,0.202410101,0.478342342,0.424039056,0.062706649,0.073376572,0.241030245,0.558074114,0.491916301122859,0.0202642149611184,1.58570272416282
"T7321",0.281499457,0.074579813,0.082446516,0.074009965,0.126375208,0.076883558,0.248629747,0.07156636,0.122211416,0.488038749987648,0.0299869009827971,1.59423895227766
"T7450",0.170310133,0.086285926,0.083478146,0.086135234,0.269332756,0.08563572,0.253567995,0.079151848,0.107776871,0.393257709531294,0.270838276831529,1.80569927110658
"T7462",0.251845619,0.095707534,0.116539725,0.081454318,0.281551417,0.083254009,0.274453056,0.073376891,0.107920533,0.456422954420769,0.109449582420578,1.66400481470058
"T7470",0.190510314,0.088450603,0.094972905,0.084761724,0.257538861,0.084731539,0.261486764,0.079512747,0.118041264,0.342447225148838,0.405793343119191,1.92418579103698
"T7142",0.46788374,0.418328901,0.355615907,0.108984859,0.429957008,0.056935082,0.474817643,0.089167896,0.476760486,0.464872041384813,0.0881668270762136,1.64531919077662
"T7146",0.501654834,0.365370281,0.346880797,0.1107259,0.368264503,0.048717275,0.521826145,0.084060402,0.491573215,0.491401484803794,0.0215549503230499,1.58683595128347
"T7152",0.483857574,0.525054447,0.348958946,0.114285625,0.469611164,0.04672696,0.491926258,0.104025015,0.476512463,0.48317995996077,0.0421740867897672,1.6049389376412
"T7154",0.390090553,0.410966465,0.288925143,0.173215669,0.539404498,0.045165309,0.382313077,0.118076355,0.430800428,0.425243024710961,0.188498298230307,1.73340722765852
"T7156",0.515459959,0.425046374,0.334222441,0.148738652,0.458327608,0.051765703,0.192647888,0.10793831,0.442497129,0.432902179279512,0.168990188870227,1.7162796899374
"T7160",0.34385014,0.459219918,0.339552285,0.175468289,0.398050305,0.053520483,0.417055492,0.107634528,0.445424388,0.373311986694388,0.323094106577642,1.8515783298408
"T7162",0.419945459,0.433172637,0.393281527,0.141192633,0.481506459,0.044194859,0.415469481,0.114485689,0.419071249,0.415875892710625,0.212455379132817,1.75444082959666
"T7164",0.480461666,0.487271208,0.326252193,0.125727133,0.253302459,0.051397825,0.487981307,0.104076103,0.483190779,0.493769754880574,0.0156175434240928,1.58162308525169
"T7161",0.404719765,0.313523484,0.228195913,0.278994391,0.585411251,0.041927824,0.573652426,0.108528948,0.580982406,0.487714830214138,0.0307992225677041,1.59495214638224
"T7163",0.470601159,0.238885718,0.245184307,0.166414718,0.306057194,0.051946942,0.557617998,0.112692213,0.54871864,0.499888957190531,0.000278343049503401,1.56815572518218
"T5290",0.109603471,0.108869518,0.202410101,0.090175373,0.138096517,0.076217679,0.184108405,0.096841036,0.124844958,0.0481009470450517,1.66355248451325,3.02846077436202
"T5292",0.105983619,0.091509182,0.202410101,0.084602332,0.107760257,0.096364923,0.175738496,0.094985792,0.110397608,0.055598067116356,1.59283979923716,2.96637714739066
"T5294",0.081163065,0.125766343,0.202410101,0.097567793,0.092163844,0.066143096,0.196226049,0.09044875,0.138647277,0.125684689924421,1.14702961881474,2.57496911595592
"T5296",0.087671034,0.113568372,0.202410101,0.098115791,0.135469604,0.083774177,0.181591167,0.106420206,0.12810795,0.0370691155731179,1.78575934994949,3.13575475446558
"T5298",0.092119788,0.112498686,0.202410101,0.094969353,0.121714364,0.084677255,0.183096071,0.094651693,0.126261713,0.0442654240545419,1.70319892331676,3.06326916422601
"T5300",0.105579417,0.101030358,0.202410101,0.08749312,0.104096616,0.079018088,0.180223744,0.091108932,0.117607904,0.0704418369953958,1.4725082753397,2.86072966118113
"T5302",0.207487852,0.111160257,0.202410101,0.096061934,0.150634019,0.077948366,0.186880216,0.079154734,0.129580044,0.127472164488568,1.13842195911931,2.56741184767314
"T5304",0.081601064,0.123899348,0.202410101,0.100008845,0.133091198,0.062234194,0.194255105,0.068947372,0.13735936,0.150923664813773,1.03247996261889,2.47439793700559
"T5306",0.079427832,0.111686726,0.202410101,0.095076107,0.104798473,0.067772826,0.187104988,0.071752737,0.128752625,0.151390702469263,1.0304870996786,2.47264826282893
"T5308",0.109869191,0.11020278,0.202410101,0.092390593,0.113494137,0.115649924,0.184722602,0.086446654,0.126612775,0.0217883591581466,2.01813965913554,3.33977772961731
"T5310",0.10794251,0.105768216,0.202410101,0.087363584,0.143867739,0.075675944,0.18243921,0.090796193,0.119732639,0.0677481848556557,1.4927739450217,2.8785223142525
"T5312",0.092475005,0.126327198,0.202410101,0.101751605,0.138932116,0.067913441,0.193351441,0.060813831,0.138395897,0.13587936244244,1.09902141557566,2.53281934650758
"T5314",0.112427008,0.113278037,0.202410101,0.097785178,0.13176413,0.073095983,0.188553805,0.082305874,0.130634454,0.058307186256638,1.56914407204789,2.94557300621161
"T5316",0.116725359,0.108364242,0.202410101,0.092803301,0.161325966,0.115047033,0.184017538,0.07729997,0.125603797,0.0364788162490925,1.79309564118816,3.14219579919238
"T5318",0.106142993,0.101025459,0.202410101,0.083758472,0.133782975,0.076029472,0.177698243,0.091763238,0.115918771,0.0745267020971182,1.44288310154993,2.83471964287473
"T5545",0.2586363,0.115481067,0.318556768,0.100612035,0.270079282,0.068765745,0.21555213,0.070557764,0.104179458,0.479759856507775,0.0507563006222516,1.61247386521585
"T5555",0.196886489,0.14441775,0.23553989,0.097273579,0.223485939,0.089242458,0.169059899,0.064101696,0.08975815,0.268716323444889,0.616699961105458,2.10935550628293
"T5557",0.197130402,0.13316958,0.207731917,0.099892036,0.225664598,0.126095212,0.168320917,0.125831929,0.19381615,0.0155388022987262,2.15607762153965,3.46088314330157
"T5561",0.253118432,0.118452662,0.374372603,0.090025893,0.271895754,0.093169411,0.12430297,0.092934485,0.097491524,0.495600887194212,0.0110271640190224,1.57759286915215
"T5563",0.183803984,0.154464019,0.234954074,0.084862567,0.23448658,0.105865999,0.171812363,0.091812157,0.100902264,0.178758999346292,0.920104795344837,2.37573589442233
"T5569",0.192692951,0.122594209,0.219737148,0.092284572,0.21339075,0.193391543,0.170475669,0.233866174,0.11938264,0.0296295165965617,1.88626663370617,3.22399714956473
"T5565",0.196940573,0.144622539,0.263384469,0.114659033,0.212266243,0.088090814,0.169238354,0.14202284,0.057869608,0.223303500730967,0.76108382418963,2.23612022836077
"T5567",0.180486195,0.142559112,0.22226165,0.089953932,0.218207698,0.128069388,0.159680615,0.1037816,0.079084937,0.120090582462101,1.17453409182038,2.5991172222746
"T5571",0.137313446,0.121452639,0.250123971,0.093779749,0.209774992,0.147450036,0.111189859,0.151763282,0.1407504,0.0373938992906764,1.78176355024898,3.13224656159905
"T5577",0.118721842,0.121010667,0.250336256,0.093547721,0.187892138,0.275181879,0.089550355,0.100493408,0.071153524,0.313458199904575,0.486071602945088,1.99466770694049
"T5573",0.148602464,0.121829786,0.276952662,0.091732744,0.191825274,0.15647571,0.120149776,0.138763723,0.123348183,0.089621053073267,1.34309224567519,2.7471062500713
"T5575",0.194660647,0.152009903,0.244471158,0.088759657,0.229376801,0.136328964,0.19886496,0.190465157,0.091640842,0.0761574651720566,1.43140236726241,2.82463990085842
"T5774",0.253995222,0.11157799,0.394086682,0.113060859,0.314382482,0.075963585,0.069230545,0.116308031,0.137579615,0.470790611821529,0.0732826176091742,1.63225129914293
"T5776",0.191137894,0.135115698,0.395207313,0.116387223,0.299223145,0.063912628,0.048035089,0.116308031,0.140684299,0.464293051345865,0.0896238857660874,1.64659844481463
"T5778",0.170287408,0.148277678,0.4089732,0.122596651,0.300527818,0.078296639,0.072181025,0.116308031,0.141983065,0.454458559780934,0.114404534532342,1.66835511475448
"T5783",0.126825918,0.138097848,0.395784416,0.114550687,0.319611731,0.075337659,0.124423097,0.116308031,0.161030748,0.48848722640389,0.0288622504991366,1.59325154272267
"T5784",0.096686147,0.177753007,0.385970293,0.125410376,0.318550784,0.075975413,0.04928398,0.116308031,0.159147741,0.470032338969245,0.0751885706183552,1.63392466899425
"T5788",0.19749836,0.139431899,0.385306087,0.118105257,0.309197767,0.059076814,0.111489885,0.116308031,0.120340971,0.475531553674879,0.0613718037707116,1.62179396011833
"T5806",0.177081142,0.123873151,0.421335091,0.119799263,0.310073202,0.081754334,0.025885647,0.116308031,0.132933611,0.499145991287275,0.00214068402105377,1.56979080496623
"T5810",0.138502712,0.156527595,0.399517114,0.099930243,0.305288229,0.099522762,0.110855966,0.116308031,0.120964165,0.478804945036248,0.0531531419946102,1.61457822039752
"T1092",0.197684259,0,0.263558852,0.13392752,0.08796218,0.126861126,0.248748059,0.1825334,0.092177013,0.444656421076072,0.139173761291639,1.69010175651315
