"","bdcA","dkgB","grxD","mepH","mhpT","nsrR","pgpC","rfe","rffC","rffG","rffH","rffM","tadA","tehA","tehB","tsgA","wecB","wecC","wecE","wzxE","wzyE","wzzE","ydbD","yeaE","pval","z","inv_cof_var"
"T8191",0.040073243,0.039133865,0.047914274,0.137405536,0.04111054,0.141476773,0.044103651,0.143658954,0.07629148,0.13725013,0.084259174,0.044120497,0.041462636,0.044437206,0.079199699,0.047951362,0.098780539,0.156211386,0.043291501,0.040530553,0.046772908,0.14183399,0.049137221,0.039289314,0.43811235589653,0.155756814905136,1.73925201756837
"T0879",0.060105586,0.0538383,0.091906059,0.046418225,0.061261868,0.075412251,0.075049183,0.068334317,0.073106612,0.096069587,0.112298384,0.060583325,0.063154314,0.061047189,0.06187376,0.085116636,0.123349393,0.191109359,0.018747986,0.069500413,0.111249743,0.034404336,0.061883142,0.039688872,0.30042147487091,0.523188692117842,2.09425367175436
"T0880",0.074391478,0.074334962,0.079768962,0.225445945,0.074455543,0.052612535,0.073416084,0.191067671,0.106924473,0.095931077,0.10004322,0.078024015,0.073944983,0.078719007,0.074849616,0.085116636,0.108180882,0.048656166,0.07417432,0.073506395,0.07395166,0.234987502,0.074726435,0.073439638,0.344407227372213,0.400464460440348,1.97568120170981
"T0150",0.066891325,0.065001111,0.280034621,0.065506152,0.067576523,0.333939298,0.068229101,0.072955617,0.132507821,0.100098147,0.124014849,0.069233892,0.066698008,0.066570709,0.065666619,0.069681586,0.154813288,0.214973059,0.065602885,0.064785079,0.068384247,0.065838353,0.067804432,0.064465127,0.461241179405956,0.0973073001774636,1.68277985034081
"T0151",0.056010796,0.050739673,0.15335287,0.052284839,0.058938473,0.32900576,0.049109855,0.205404512,0.095023919,0.21081851,0.087486682,0.064887852,0.048853159,0.091661696,0.078253124,0.049282253,0.10224163,0.220542336,0.049055697,0.051013839,0.052738356,0.14624985,0.063195512,0.076880266,0.476303734087749,0.0594327000930404,1.64618654824737
"T0344",0.091214161,0.075547386,0.170204932,0.075181119,0.095071959,0.063276029,0.056294366,0.081105428,0.062048379,0.092006886,0.059205496,0.091643656,0.059128801,0.089593707,0.08455075,0.085116636,0.095057863,0.053106152,0.057351799,0.069031915,0.054784514,0.106455735,0.095728376,0.069203391,0.045064501056262,1.69471761673846,3.22614976449946
"T0345",0.096822744,0.076623233,0.181948185,0.076157712,0.101273519,0.054122985,0.052548632,0.101403828,0.059294096,0.097949612,0.055683403,0.097418991,0.056594366,0.094716893,0.087633334,0.085116636,0.082774598,0.062125486,0.053873245,0.065958078,0.0506377,0.117047997,0.102061682,0.068217782,0.0915461549624045,1.33129394459363,2.8750207177753
"T0346",0.090430999,0.072509874,0.177682835,0.072094277,0.094440311,0.055751173,0.050403567,0.072295836,0.056977564,0.100215363,0.05373442,0.090896681,0.05404559,0.088670362,0.082506792,0.085116636,0.082765276,0.045602503,0.051594413,0.063913016,0.048704231,0.107972849,0.095150309,0.064512038,0.114791203590201,1.20143525547428,2.74955514903504
"T0875",0.049280104,0.04944873,0.179572387,0.050418081,0.049286928,0.357749422,0.061743294,0.185899599,0.144494431,0.141279489,0.130410531,0.04984229,0.058601978,0.049229162,0.049199644,0.056982802,0.153955951,0.229005465,0.056284726,0.058617285,0.068100881,0.14474106,0.049288126,0.051698624,0.486091633094359,0.0348701710586496,1.6224549697454
"T0876",0.060679509,0.061274193,0.065436552,0.063831278,0.060708724,0.562081245,0.061746696,0.157912028,0.107982824,0.086325365,0.098931214,0.070492899,0.060631714,0.072407141,0.065699477,0.085116636,0.118361338,0.27347959,0.060718634,0.064027611,0.064164472,0.138092712,0.060837159,0.060582942,0.413918097543362,0.217477557374087,1.79888474687939
"T0877",0.054175645,0.038188662,0.090396238,0.058237387,0.053499861,0.179658527,0.061779709,0.046305298,0.067617203,0.031333558,0.109279336,0.052520233,0.040578806,0.043586382,0.054200712,0.045551054,0.125107965,0.187292544,0.01446507,0.063560889,0.071762631,0.052728548,0.054102766,0.055409536,0.420336513534116,0.20103267188756,1.78299619198616
"T1082",0.072952446,0.069512371,0.311990638,0.071142686,0.074094909,0.273831099,0.065535603,0.089045377,0.140933866,0.085037874,0.132907501,0.07689978,0.064894196,0.084660998,0.070949176,0.066322087,0.159968289,0.197999753,0.065695333,0.067397094,0.065575549,0.066936556,0.074435197,0.066933322,0.469904205558599,0.0755106665133693,1.66172059694903
"T0835",0.066096813,0.074177483,0.158792178,0.065942083,0.065655857,0.188500359,0.081102525,0.097583306,0.130678771,0.189484128,0.122055115,0.06560509,0.073997151,0.065452865,0.067422929,0.092888847,0.145665301,0.221949951,0.081945252,0.076019769,0.088820589,0.183686174,0.064987445,0.167448686,0.262915670919938,0.63438232476532,2.20168562301632
"T0832",0.054286286,0.050115318,0.226017682,0.059592156,0.060087571,0.210865622,0.050046408,0.185221873,0.112172827,0.190615616,0.115024558,0.064603097,0.050145692,0.068272698,0.055425011,0.060726328,0.147310204,0.215363736,0.049958118,0.049668997,0.055219238,0.185052524,0.064026183,0.194064083,0.493107052660346,0.0172789164602444,1.60545882741552
"T0824",0.092870522,0.053879427,0.24433802,0.05628094,0.109431666,0.21574209,0.051759853,0.062968626,0.127286235,0.085118649,0.088638847,0.051456427,0.053159484,0.051419708,0.054344432,0.063062345,0.136764067,0.211017036,0.057270038,0.056713846,0.077883255,0.184420482,0.054184687,0.054931077,0.480475298250565,0.0489607234802433,1.63606883867807
"T0829",0.065867838,0.055287532,0.078467325,0.055632677,0.10907177,0.226910944,0.055070319,0.20925284,0.204152609,0.081491964,0.102234618,0.059369142,0.067142268,0.060773066,0.05506569,0.064514338,0.149872237,0.209190083,0.056688509,0.055994363,0.069771542,0.200126692,0.055219649,0.208077454,0.467974916298742,0.0803613915987253,1.66640722197015
"T0816",0.071979323,0.057903121,0.093656447,0.053166136,0.060188657,0.261211152,0.059746339,0.183886344,0.154522358,0.121894535,0.101461577,0.058914668,0.055551917,0.054715091,0.053145535,0.065997891,0.144522829,0.24628042,0.058153416,0.053845723,0.054263657,0.195221661,0.055293885,0.081327455,0.462081196383025,0.0951919136844968,1.68073602738798
"T5127",0.070760916,0.079739455,0.305704983,0.087156496,0.146499263,0.05734616,0.175815744,0.136287516,0.072399427,0.064349517,0.119961797,0.26357736,0.140773102,0.127411858,0.077647122,0.059684126,0.071339877,0.077395094,0.326200309,0.254325856,0.14025123,0.055596636,0.08884261,0.273629056,0.480100813501161,0.0499005650740067,1.63697688542401
"T5129",0.1090747,0.080857603,0.357041736,0.068904369,0.097669161,0.073465836,0.168623153,0.158900696,0.073881741,0.093011785,0.123385186,0.267843114,0.121005632,0.078003599,0.082357429,0.069918382,0.089153928,0.092023111,0.312063311,0.262010107,0.132639871,0.103588794,0.092224491,0.268559994,0.470337161256942,0.0744223536105555,1.66066910167948
"T5135",0.131915398,0.101819023,0.063208487,0.06482407,0.129319533,0.32455284,0.113745894,0.16561502,0.095561778,0.092787418,0.136601,0.286962022,0.095979672,0.229366626,0.091380108,0.096066498,0.131516811,0.095801458,0.331748819,0.263248655,0.111233379,0.117591004,0.109064989,0.290194832,0.38435977004042,0.294050205157847,1.87286694144249
"T5137",0.094532629,0.095734886,0.100568415,0.086699509,0.101473841,0.085418647,0.101278871,0.15528797,0.092584136,0.085847952,0.135262576,0.121166266,0.090734739,0.0730035,0.08858537,0.090957868,0.123342141,0.094398745,0.318260657,0.256492919,0.085803969,0.121647466,0.109182073,0.241238273,0.337590641018148,0.41904768629463,1.9936357569009
"T1864",0.100629568,0.093102547,0.321173262,0.092943374,0.102251202,0.280480425,0.08863277,0.30407487,0.094038576,0.217773728,0.104742896,0.112298202,0.090699022,0.131130338,0.097043243,0.085116636,0.186847838,0.220921344,0.337002971,0.09486082,0.089031579,0.188017746,0.102512671,0.090625107,0.416739452317009,0.210241866913568,1.79189383987875
"T1868",0.109014992,0.096846946,0.306484837,0.096548829,0.111406862,0.294648027,0.083219004,0.274370541,0.08716117,0.249456348,0.089098629,0.109006314,0.095090388,0.11004759,0.103622634,0.085116636,0.187075452,0.234418191,0.345332351,0.09827401,0.082317991,0.177076889,0.111809671,0.091801867,0.412583147475827,0.220905140248608,1.80219637460082
"T1866",0.109070609,0.101652355,0.250435635,0.10148591,0.11048727,0.107130811,0.097009998,0.095573499,0.270538305,0.175489532,0.167604894,0.109049117,0.095771653,0.126294897,0.105753289,0.085116636,0.133632262,0.193413661,0.173521549,0.096775939,0.094974855,0.244757951,0.11065699,0.098931047,0.184860484936806,0.896996152888614,2.45541522346118
"T1870",0.106337767,0.100210101,0.23050989,0.308578937,0.107648495,0.113668825,0.168243735,0.104899245,0.311265725,0.170950596,0.163374643,0.106304083,0.095815321,0.121079061,0.103488276,0.085116636,0.131321462,0.194160142,0.170118492,0.096433554,0.095686694,0.214493552,0.107809909,0.098024605,0.252130266821623,0.667801148054855,2.23397388727561
"T0692",0.051043952,0.052951811,0.142011374,0.051372996,0.051255003,0.234741435,0.063253243,0.21518774,0.12473593,0.067196119,0.098955057,0.064400184,0.056661517,0.051672444,0.051506745,0.085116636,0.125816155,0.184041543,0.062761005,0.058294331,0.072136764,0.176832922,0.051205932,0.107048502,0.401923817252818,0.248370657274261,1.8287327329896
"T1865",0.103849967,0.108279507,0.188663959,0.256522843,0.105678668,0.344414901,0.077515341,0.174221749,0.094436146,0.086310838,0.090678836,0.1340779,0.079970069,0.130131873,0.098675056,0.085116636,0.1059701,0.091680022,0.078286984,0.088970662,0.085429574,0.148906822,0.105422782,0.109648795,0.130969336569333,1.12182072331964,2.67263397707102
"T1869",0.101091985,0.104907655,0.15721769,0.12795317,0.102675171,0.371841463,0.069921087,0.163161198,0.083352592,0.090264244,0.07967066,0.141744043,0.072525495,0.136176833,0.094548185,0.085116636,0.073475993,0.080144387,0.070954742,0.081343531,0.077423454,0.137610841,0.103337592,0.109368059,0.0207829510413731,2.0378403453227,3.55766464872846
"T0709",0.082068769,0.083239155,0.197744802,0.100112844,0.083523389,0.293641147,0.075091683,0.146399231,0.225594001,0.154525892,0.162605681,0.082003513,0.072959055,0.108835674,0.094616259,0.085116636,0.196955201,0.203133539,0.14247089,0.074189098,0.076907054,0.171165536,0.083271995,0.084129518,0.19758464622767,0.850280253274234,2.41027972306394
"T0711",0.090995796,0.087725112,0.211679319,0.087689982,0.092112183,0.24299942,0.092379066,0.195310399,0.234280218,0.220431505,0.221427804,0.091260523,0.090269061,0.090669159,0.09503235,0.085116636,0.181080431,0.201227075,0.091417952,0.08876526,0.094153736,0.215081456,0.092535202,0.087620529,0.250837483955314,0.671856637733247,2.23789217970926
"T1075",0.073307369,0.069566163,0.254207411,0.077996522,0.074705133,0.339312576,0.078379581,0.20902931,0.123972819,0.163548131,0.171699112,0.073428898,0.074925806,0.093534055,0.071041061,0.085116636,0.321529578,0.158119559,0.103260806,0.06965183,0.081226852,0.160705149,0.075002226,0.070054951,0.434910229912778,0.163886544480931,1.74710671833463
"T1077",0.085133761,0.078076696,0.179901105,0.088565234,0.086580325,0.082393164,0.081971791,0.33086286,0.192870038,0.19882814,0.179675677,0.085103596,0.07926789,0.106562028,0.081479602,0.085116636,0.317464125,0.164389013,0.08070555,0.076878003,0.084416214,0.173299859,0.087045951,0.076899626,0.439499443026043,0.15223842796649,1.73585265768495
"T2000",0.065369921,0.064386773,0.114708725,0.099204887,0.071448084,0.265381829,0.064493001,0.203839937,0.132677023,0.172588435,0.10291107,0.068600921,0.159097122,0.126652029,0.064744124,0.085116636,0.107902692,0.284587195,0.065011125,0.122633816,0.064820782,0.153159584,0.065411505,0.077064977,0.340113976273743,0.412152087544377,1.98697343630555
"T2335",0.086112187,0.073599722,0.263040517,0.095378397,0.087533315,0.268616043,0.06151049,0.160296979,0.1162573,0.079386657,0.110117092,0.096102202,0.065933394,0.095570829,0.080587784,0.085116636,0.148091483,0.062002012,0.061685785,0.072208018,0.06278697,0.179727116,0.088571606,0.075896092,0.295232938795229,0.53816103572671,2.10871950087215
"T2336",0.087119385,0.07136198,0.258342344,0.098672444,0.088615084,0.281241333,0.056421249,0.110366587,0.107874993,0.060944026,0.101763004,0.099273739,0.06214508,0.09864011,0.080017363,0.085116636,0.178807972,0.057825719,0.056726158,0.070767553,0.058193818,0.175696661,0.089715018,0.077458084,0.325291577171649,0.452952210101095,2.02639329042518
"T2337",0.084891675,0.063520669,0.256462861,0.094529078,0.086312867,0.345911614,0.040864381,0.18515214,0.091704258,0.043698471,0.08545889,0.101183422,0.052940906,0.100001081,0.07551086,0.085116636,0.052373875,0.04121479,0.041647216,0.060145937,0.045799513,0.159017637,0.085909514,0.083672803,0.448540999137292,0.129348371102856,1.71373697160827
"T4072",0.101747063,0.072751919,0.35760791,0.072296439,0.125215242,0.136781492,0.106975874,0.285973588,0.080318095,0.325421433,0.079314092,0.172462609,0.092556804,0.176769035,0.074070415,0.100395721,0.117972924,0.350675445,0.183004196,0.168517054,0.164199915,0.356926998,0.083167018,0.182272615,0.463187730285804,0.0924060150347185,1.6780443757094
"T4074",0.101747063,0.072751919,0.35760791,0.072296439,0.125215242,0.136781492,0.106975874,0.285973588,0.080318095,0.325421433,0.079314092,0.172462609,0.092556804,0.176769035,0.074070415,0.100395721,0.117972924,0.350675445,0.183004196,0.168517054,0.164199915,0.356926998,0.083167018,0.182272615,0.463187730285804,0.0924060150347185,1.6780443757094
"T5142",0.143413098,0.138948015,0.24505639,0.141490564,0.048737171,0.220882617,0.163448102,0.150574315,0.134504452,0.133078605,0.147237982,0.146352942,0.142587547,0.187247442,0.143413888,0.049257172,0.14330099,0.14126196,0.230830968,0.18950723,0.176204748,0.144460652,0.140743825,0.218865961,0.0345424443106873,1.81786421704594,3.34513031444023
"T5144",0.140053624,0.138684066,0.219326882,0.139319239,0.04854929,0.194876848,0.140762462,0.143531133,0.138820036,0.140240733,0.141606332,0.140480704,0.143228052,0.168554017,0.178045871,0.049651331,0.138865363,0.139298921,0.206775078,0.170904061,0.166012482,0.140433579,0.138559702,0.20204852,0.0133487935521669,2.2159111596249,3.72971132611277
"T5146",0.132579158,0.128347709,0.263775875,0.130484056,0.052291482,0.219502308,0.133554305,0.140900477,0.12540509,0.125169827,0.13599746,0.149021044,0.130759482,0.18233499,0.049247997,0.050961344,0.131921862,0.130552445,0.233915859,0.184374157,0.167498735,0.133563996,0.129861695,0.22751945,0.126464793114904,1.14326258060707,2.69335045617349
"T5148",0.134388359,0.131606692,0.237457641,0.133158094,0.053157863,0.21261587,0.134894931,0.140915426,0.130233594,0.131335487,0.137606408,0.147933047,0.133368703,0.177939038,0.147461612,0.05080982,0.131472107,0.133074015,0.225100636,0.18016723,0.163411521,0.135417273,0.132996658,0.21890529,0.0364200181392182,1.79383169568276,3.32191081344617
"T5150",0.137648787,0.134970228,0.243551447,0.136550915,0.048107844,0.211878087,0.154841856,0.142788056,0.134189749,0.134596399,0.14066324,0.157036611,0.143262157,0.177639405,0.137981294,0.050240085,0.136238436,0.136474966,0.223241785,0.180319163,0.160095007,0.138671652,0.136296554,0.233378995,0.0403455090289887,1.74669062159514,3.27636452223115
"T5152",0.143413098,0.138948015,0.24505639,0.141490564,0.048737171,0.220882617,0.163448102,0.150574315,0.134504452,0.133078605,0.147237982,0.146352942,0.142587547,0.187247442,0.143413888,0.049257172,0.14330099,0.14126196,0.230830968,0.18950723,0.176204748,0.144460652,0.140743825,0.218865961,0.0345424443106873,1.81786421704594,3.34513031444023
"T5530",0.053655669,0.098460934,0.118856721,0.094900341,0.197893976,0.220229231,0.205296966,0.151038943,0.125090825,0.075058522,0.094463751,0.292482734,0.13433979,0.268130336,0.079959343,0.061919144,0.08536325,0.079905008,0.29803963,0.09895532,0.268485929,0.10041436,0.08244806,0.290654295,0.431219460991955,0.173270358207366,1.75617307757577
"T5532",0.051126813,0.106553667,0.096196506,0.064010434,0.218656015,0.058103115,0.215647368,0.099732999,0.086638586,0.048695548,0.080625381,0.310010384,0.143041591,0.280909264,0.109320725,0.086541712,0.046971087,0.143972272,0.32260959,0.130904043,0.277911314,0.089055559,0.088450945,0.307870439,0.499142973774977,0.00214824782009192,1.59084002940338
"T5716",0.105515672,0.120494442,0.243171648,0.160737378,0.105970005,0.171044002,0.112007823,0.107344489,0.137001819,0.20574648,0.183452009,0.159650738,0.10499497,0.151536316,0.144953438,0.221961167,0.108547429,0.200181525,0.22045138,0.118386154,0.107851356,0.106130284,0.111706486,0.16931674,0.0379359611481912,1.77515727387514,3.30386814746149
"T5718",0.086164399,0.094675563,0.175163052,0.091535074,0.08505595,0.145273245,0.091783028,0.085800516,0.10407547,0.131014367,0.086354967,0.143630484,0.084945653,0.135524075,0.115963376,0.427846955,0.084672624,0.093399909,0.11460509,0.137231526,0.096436612,0.087621675,0.088514591,0.147241157,0.456567196445247,0.109085856408481,1.69415993793052
"T5719",0.116403517,0.110630147,0.215473375,0.114417662,0.239754604,0.210889966,0.136667316,0.198419792,0.10795974,0.081342631,0.225297916,0.163003454,0.121045866,0.169810365,0.109036768,0.109067436,0.241570805,0.197135645,0.23793515,0.151606514,0.126372967,0.116019072,0.109058328,0.151621176,0.06767401619665,1.49334067913678,3.03158541013311
"T5720",0.110697326,0.101108301,0.159392771,0.103570484,0.125333341,0.203148744,0.126384654,0.24127373,0.103424982,0.118538128,0.239504311,0.114587057,0.112074105,0.156309618,0.110007075,0.100948376,0.222391921,0.234579385,0.23209728,0.159857869,0.10105051,0.106269689,0.100882666,0.17747986,0.105490182913425,1.25087423372018,2.79732160629427
"T5721",0.117011083,0.110804546,0.263165277,0.11220476,0.115375601,0.180970049,0.127757414,0.122350926,0.114488645,0.131641046,0.112115495,0.176603387,0.120483859,0.15777066,0.122821527,0.314001143,0.116739623,0.112962963,0.364682344,0.123449071,0.156453541,0.116991402,0.114673461,0.207311566,0.260301993910958,0.642414653473215,2.20944621798673
"T5722",0.08357291,0.083041483,0.242305669,0.079112447,0.089524379,0.189286445,0.111099765,0.09983995,0.10258015,0.128895808,0.091835156,0.190904881,0.090765102,0.167440029,0.118016072,0.35046205,0.081592896,0.100719469,0.357548269,0.140035576,0.159591502,0.08200194,0.077969117,0.204673241,0.438834631862022,0.153924503019288,1.73748169280669
"T5723",0.098164309,0.08999091,0.288785297,0.09123663,0.111415563,0.164010112,0.131607866,0.496527113,0.093740184,0.219456345,0.133342216,0.158200332,0.106355708,0.160956519,0.096857845,0.218691095,0.091243723,0.102232126,0.117833642,0.16108885,0.157067792,0.096836667,0.091157593,0.164361529,0.470132942521022,0.0749356834889648,1.66116506560444
"T5724",0.101944253,0.101470922,0.37448365,0.140172307,0.111080264,0.115417566,0.109977065,0.324053548,0.126227261,0.18394989,0.105686407,0.139370675,0.101911657,0.135685129,0.106238104,0.43662524,0.103207942,0.189138939,0.15637401,0.132784622,0.122489828,0.102551993,0.10149278,0.146675419,0.443951516876285,0.140958111864547,1.72495395475719
"T5730",0.076276037,0.07519367,0.217707745,0.22339651,0.09748388,0.354323952,0.090237639,0.090685473,0.079856945,0.121937716,0.077455415,0.138155356,0.081633669,0.138537968,0.090946235,0.344866847,0.080580625,0.073401674,0.143649809,0.131734131,0.129077752,0.075485527,0.073390422,0.146619634,0.383761893193828,0.295615432896962,1.87437921751603
"T5732",0.102328981,0.106165564,0.158687838,0.101355916,0.107090562,0.238153456,0.111761133,0.242875898,0.109022128,0.174126858,0.102329002,0.181319879,0.102973759,0.186806059,0.10526944,0.10276207,0.245990544,0.109847046,0.182130514,0.177844362,0.107293639,0.102603964,0.109273918,0.229371453,0.0985155416006384,1.29005638063569,2.83517822090018
"T5734",0.078384614,0.071235506,0.257611098,0.070858787,0.070745401,0.29804611,0.105334237,0.106004625,0.076548263,0.08122569,0.08223478,0.167892415,0.081476526,0.193784423,0.077602649,0.253412137,0.220840866,0.104288273,0.109901241,0.174938902,0.135800872,0.073672507,0.070695677,0.23739722,0.358716086319784,0.361892757086551,1.93841437935558
"T5736",0.103357825,0.103484135,0.224218536,0.10269927,0.107151529,0.103981484,0.121348219,0.278567472,0.099018145,0.197136516,0.099018576,0.115577152,0.103887737,0.195340511,0.099027912,0.224423047,0.126873889,0.107717491,0.241800881,0.189652634,0.173627091,0.103599587,0.102976883,0.212343082,0.15112212705425,1.03163261799977,2.58549693599737
"T5740",0.079111538,0.086019943,0.371178462,0.102799678,0.080022644,0.339051988,0.087090567,0.082842171,0.088948902,0.108462437,0.079187582,0.174920069,0.078808758,0.152777035,0.100550612,0.332275172,0.079043791,0.087467175,0.177204476,0.151339309,0.135978867,0.079771708,0.08528022,0.193877761,0.475653771199033,0.0610648752706523,1.64776350692708
"T5744",0.105930223,0.106751201,0.194330644,0.106835911,0.141427083,0.236337383,0.106383022,0.196858407,0.116435722,0.1641906,0.143180075,0.149653979,0.105684143,0.193311465,0.118234839,0.196811114,0.170792299,0.121620803,0.20495376,0.173092733,0.162138539,0.105934325,0.105660192,0.210833253,0.00997624265807594,2.32724018549153,3.83727409024031
"T5746",0.088385731,0.096945522,0.173749528,0.092800143,0.090387491,0.359120146,0.095295967,0.089095688,0.188976284,0.13876619,0.087782273,0.168246868,0.087801074,0.159942557,0.122970175,0.173761798,0.090239201,0.092774193,0.205442474,0.163624774,0.153446796,0.088985986,0.091080639,0.184579107,0.065694025009851,1.50865077972009,3.04637756990449
"T5748",0.117538437,0.102703879,0.309767588,0.092709303,0.125903813,0.178336916,0.131510593,0.206298684,0.095475926,0.097083853,0.121098057,0.186198346,0.122074096,0.176898773,0.092679216,0.189007525,0.100042659,0.096726823,0.097057339,0.177040254,0.160860411,0.117369662,0.109337504,0.191140553,0.136877243892351,1.094457248034,2.64619620834946
"T5750",0.091494039,0.09217341,0.374670707,0.103869207,0.099917901,0.342325972,0.09125334,0.256264883,0.097271015,0.116336194,0.095072824,0.13338017,0.090816283,0.127685003,0.109539164,0.261891352,0.091494354,0.091469619,0.162754273,0.130135134,0.118198776,0.090899101,0.090741165,0.158471587,0.381790977260421,0.300780400965352,1.87936945467782
"T5752",0.097501409,0.087941585,0.358792282,0.113804583,0.104744775,0.151451991,0.130921125,0.16632887,0.095858406,0.114575426,0.108696393,0.167902442,0.095952579,0.160721528,0.183615679,0.355277001,0.096844298,0.287448693,0.358849958,0.161883046,0.146883474,0.094345489,0.089189427,0.173533019,0.403098504256193,0.245335058203445,1.825799828257
"T5754",0.071009386,0.070464714,0.193125755,0.214147712,0.076985745,0.071618574,0.082437434,0.077244099,0.076840983,0.089066258,0.070870073,0.116601072,0.073159985,0.123776148,0.084871753,0.19419725,0.071980331,0.070066157,0.115259923,0.114308663,0.108730339,0.07164515,0.070029842,0.148063145,0.215387532062551,0.78786604529442,2.34997698818524
"T5756",0.115326511,0.118456877,0.154714513,0.11689675,0.118323687,0.177634833,0.123898286,0.041147842,0.129896385,0.308859711,0.180729098,0.148082078,0.115029626,0.177653728,0.133005249,0.147871415,0.168168513,0.266449117,0.072767301,0.143706861,0.162946711,0.115156711,0.115962605,0.195472139,0.147883507083748,1.04555396215421,2.59894732097977
"T5758",0.073256291,0.076563854,0.137749621,0.079187785,0.087209647,0.160426756,0.107684758,0.096836842,0.240214973,0.200333945,0.120011727,0.192430665,0.074855768,0.196344256,0.115008548,0.085873542,0.245589334,0.109775437,0.143919983,0.122980892,0.140631029,0.072238006,0.071686228,0.237176893,0.246091479081312,0.686840955163864,2.25236957757433
"T5760",0.085868045,0.090796687,0.295050204,0.247283249,0.085786413,0.205429111,0.08915944,0.093796633,0.120128691,0.173644913,0.102504839,0.193569226,0.086223718,0.174344922,0.116363252,0.312413479,0.222145639,0.088223894,0.300570148,0.173319201,0.148799571,0.086198645,0.088661652,0.221652886,0.325721655904009,0.45175802483392,2.02523950445411
"T5767",0.091947219,0.062178823,0.091321819,0.116585729,0.111300887,0.299561745,0.145459171,0.118448182,0.060467671,0.053980714,0.117220949,0.286170776,0.111142574,0.082179994,0.130511417,0.173196634,0.101220707,0.082793364,0.331297898,0.251272374,0.24621105,0.092777557,0.150648806,0.174571857,0.390387373876303,0.278309547415075,1.85765879026342
"T5769",0.10300813,0.067434905,0.081333022,0.118628646,0.113832844,0.30043851,0.14262999,0.11941774,0.068908484,0.066623044,0.107543146,0.285686058,0.106658228,0.064260851,0.132369236,0.140204992,0.096442937,0.081466007,0.324969592,0.24574299,0.252720098,0.088778901,0.0956561,0.1542854,0.408213857000026,0.232142013476733,1.81305310432749
"T5771",0.100603768,0.068719377,0.090455556,0.115365599,0.112937078,0.301449877,0.144150266,0.114478862,0.07503396,0.071666441,0.112038724,0.28852211,0.108740403,0.071306297,0.115987043,0.12497279,0.102626962,0.089391787,0.329200562,0.253104383,0.255623238,0.097081889,0.068016682,0.101550677,0.42991904324791,0.176580278020972,1.75937102277848
"T8378",0.2643141,0.186963396,0.102336863,0.164636985,0.303776759,0.101403655,0.124875809,0.100641381,0.11075503,0.302217999,0.236260371,0.160042412,0.102320363,0.256879833,0.218322689,0.290971773,0.224846744,0.21157084,0.206261522,0.194536097,0.029320932,0.192267133,0.02838505,0.100857628,0.257580679679376,0.650822058203132,2.21756920015467
"T8379",0.229240402,0.221202726,0.137169735,0.239673317,0.247753122,0.146867995,0.164051666,0.182287853,0.188978092,0.091788691,0.250889997,0.232141719,0.151167844,0.247536414,0.220163418,0.195496507,0.112065335,0.059120204,0.199299384,0.101764658,0.059299935,0.168285857,0.038164122,0.156396735,0.15562441234689,1.01260509617222,2.56711311536895
"T2413",0.089781683,0.047763864,0.185478136,0.047897815,0.045851284,0.174713077,0.059718705,0.176840434,0.093345089,0.162192255,0.067101763,0.04715102,0.055741029,0.101025947,0.050150051,0.04796754,0.122072855,0.191926103,0.050550797,0.05125172,0.045633013,0.150703161,0.046394318,0.050658748,0.464776895873748,0.0884062527925521,1.67417992545241
"T2414",0.05083978,0.065193328,0.206862341,0.062845989,0.05161686,0.16961672,0.078537891,0.190842699,0.097634939,0.14751283,0.066194694,0.054162531,0.073539179,0.055618213,0.052392279,0.05565436,0.137183975,0.196386109,0.051321892,0.074393751,0.048172075,0.172939536,0.050311076,0.06957098,0.450701018484477,0.123890421607198,1.70846366458298
"T2425",0.120944288,0.063547034,0.117440766,0.031762576,0.068626445,0.202508808,0.075645778,0.208578937,0.11577536,0.100273934,0.113367514,0.038016713,0.075765912,0.050976216,0.055431066,0.086581445,0.110633545,0.206196834,0.04370927,0.071272543,0.076430218,0.190214093,0.035761456,0.064725144,0.412261700349836,0.221730865802614,1.80299416585344
"T5662",0.088442641,0.109648001,0.377850621,0.123055958,0.08716409,0.118949785,0.109704444,0.087952003,0.115999127,0.288201656,0.103359042,0.11741229,0.114645927,0.093092945,0.094326578,0.094172626,0.091573794,0.211441434,0.10262658,0.098033333,0.149413495,0.151084494,0.090674783,0.156816161,0.383943645900799,0.295139532072464,1.87391941641981
"T5670",0.064876966,0.065659029,0.154228796,0.060708638,0.063513528,0.216234841,0.06027357,0.068793404,0.11822918,0.210400175,0.106327475,0.061514544,0.064375252,0.064983626,0.060251731,0.079405812,0.156398793,0.259105728,0.065964905,0.065330294,0.096999651,0.159750837,0.061135773,0.057205452,0.431617730570466,0.172257034171038,1.75519403429882
"T2679",0.065291484,0.065151022,0.317972399,0.066564031,0.066004831,0.318636893,0.06798856,0.186728722,0.134760343,0.191494038,0.067568561,0.067650923,0.089048871,0.069122159,0.077732177,0.075781525,0.148949886,0.19257059,0.068142625,0.067479282,0.077257878,0.141097088,0.069235329,0.065120751,0.475875269638233,0.0605086342983459,1.64722608359084
"T2681",0.061101266,0.057650284,0.289684772,0.066989846,0.066950834,0.323587985,0.053596578,0.202249801,0.119700464,0.187916009,0.060902601,0.074587219,0.128978464,0.075334279,0.084248079,0.059157678,0.127942774,0.206958397,0.053710904,0.053866701,0.058968198,0.125991199,0.077566894,0.058685158,0.490720455919231,0.0232624654489206,1.61123995289923
