"","cra","crp","epd","fbaA","gapA","mpl","pgk","yeaD","pval","z","inv_cof_var"
"T5718",0.200606869,0.278340584,0.114859196,0.224195102,0.097409414,0.14890215,0.146067809,0.148856437,0.0796377278975325,1.40751255907059,3.3731980380102
"T5719",0.139451635,0.201522015,0.110157463,0.160524491,0.140617212,0.164040053,0.206806811,0.198255198,0.00563203956507316,2.5343977616372,4.54537443523913
"T5720",0.243903908,0.18972096,0.160827596,0.131049293,0.118913787,0.219198196,0.209659365,0.232165163,0.0421043370034299,1.72677169384457,3.705288672912
"T5721",0.115984852,0.122331495,0.13884575,0.169659975,0.118010566,0.117199086,0.116316138,0.225127789,0.0743732993434896,1.44397289941735,3.41112377373915
"T5722",0.079239623,0.078016791,0.141555634,0.27471257,0.128624817,0.079424583,0.082064364,0.217872607,0.471864631223435,0.0705834752500323,1.98253578310252
"T5723",0.092120293,0.153430005,0.154033045,0.220027317,0.207267712,0.160204768,0.151213387,0.097292461,0.0391859348068034,1.76021199108813,3.74007298550741
"T5724",0.143185895,0.107312472,0.121435861,0.192737576,0.173773142,0.150012584,0.109836267,0.111132066,0.0169626744904121,2.12095785802492,4.11531776612756
"T5732",0.202302577,0.143519686,0.240671644,0.303563049,0.149203637,0.282338869,0.293029642,0.103672855,0.210746120803348,0.803835054965592,2.74525783590418
"T5736",0.112200536,0.103988462,0.145410213,0.136595052,0.102927319,0.211401705,0.105767511,0.103855399,0.106923753449204,1.24305516225505,3.20213085347549
"T5738",0.135544839,0.268559649,0.106440086,0.333812755,0.240061887,0.180220974,0.40792716,0.16597614,0.421548620350912,0.197933311802587,2.11500399925966
"T5744",0.140544791,0.171889956,0.14846962,0.233662592,0.137047675,0.253234836,0.228909358,0.110437875,0.131001390075935,1.12166999161828,3.07586703204101
"T5746",0.1232445,0.193493321,0.127768872,0.233098279,0.135046572,0.178633357,0.179567976,0.189032418,0.00617897367361501,2.50175482158888,4.51141952681222
"T5748",0.199413738,0.104279867,0.121460424,0.182410248,0.095935947,0.192271869,0.143861883,0.182853896,0.0266494672415196,1.93249097852824,3.91927612204328
"T5750",0.091835359,0.094394669,0.114219815,0.311123472,0.225072386,0.195165239,0.31779594,0.161452107,0.219855999739606,0.772679639156733,2.71285023753141
"T5756",0.116348475,0.175061306,0.120548756,0.286173078,0.11501444,0.214378004,0.147721568,0.175880053,0.220025834300056,0.772105966672152,2.71225350829525
"T5758",0.070404884,0.188715744,0.137137961,0.186992863,0.21220676,0.267103549,0.261822129,0.228214823,0.00804797392975411,2.40673265843189,4.41257828139292
"T5760",0.087674126,0.106039076,0.106025262,0.257731522,0.162419206,0.108190255,0.088190042,0.090596032,0.440401713245272,0.149950807197219,2.06509300632955
"T5771",0.118547557,0.124303276,0.089969371,0.337798669,0.081293449,0.362185234,0.364131233,0.330962159,0.498904912789335,0.00274498001263321,1.91197075770358
"T8379",0.236536166,0.252227786,0.182413738,0.254716706,0.252108921,0.068190927,0.139256857,0.147882893,0.309986574992532,0.49588840114746,2.42493434741653
"T2823",0.150688798,0.034101785,0.378250785,0.240730284,0.266997053,0.163557631,0.174979751,0.120554325,0.309472833979206,0.497345163939962,2.42644965967535
"T2405",0.119105545,0.081291453,0.311335146,0.277503373,0.218862021,0.181272102,0.351668359,0.10212632,0.244821923560628,0.690875399330615,2.62775816346829
"T2406",0.123725163,0.070586614,0.312057696,0.27168604,0.228512825,0.172432038,0.33557792,0.101573708,0.229742919330759,0.739693754381907,2.67853860091864
"T2419",0.118013974,0.326683138,0.269783848,0.468793004,0.17352845,0.198845385,0.198727366,0.129749516,0.471803439729887,0.0707372429716988,1.98269573097794
"T0320",0.323935442,0.073045033,0.225868456,0.333323145,0.212632212,0.229935216,0.18467184,0.32485114,0.0189923446841495,2.07501991199452,4.06753350562669
"T5662",0.096195194,0.350484591,0.249936842,0.107113061,0.238756442,0.089893693,0.27861288,0.09898865,0.452831324149257,0.11851116594743,2.03238975907206
"T5664",0.053984412,0.431049659,0.261690193,0.252135529,0.136499766,0.066214084,0.345526701,0.135864796,0.493628757898546,0.0159710145332905,1.92572836625034
"T5666",0.072760979,0.042157787,0.112829755,0.170889893,0.365277849,0.231746572,0.114906707,0.336740791,0.453454111569842,0.116939213871457,2.0307546279009
"T5670",0.071756255,0.058456312,0.280584899,0.179546859,0.328803019,0.20357864,0.129322627,0.293446559,0.132216140476917,1.11597629656621,3.06994449890467
"T2677",0.106255275,0.247728986,0.234785364,0.121499585,0.336206707,0.163944113,0.198156565,0.13387062,0.287479491395095,0.560763191045744,2.49241655174467
"T2678",0.106017028,0.302354802,0.186334562,0.236368451,0.432610443,0.170316961,0.165308467,0.109743185,0.498234603298919,0.00442520772957238,1.91371851627498
"T2679",0.123955481,0.203515632,0.066621956,0.150995273,0.115681105,0.0666005,0.122379729,0.145492009,0.147125693148949,1.04884082078767,3.0001107483637
"T2681",0.103639741,0.322168409,0.120228448,0.133999528,0.099292898,0.081578193,0.181555199,0.135600401,0.0488886438276626,1.65572615727889,3.63138771041726
"T2683",0.08655694,0.203632221,0.092996117,0.166310284,0.103320009,0.199231647,0.156931482,0.132086334,0.0599708886041766,1.55501802209251,3.52663196528408
"T2684",0.127499312,0.142442435,0.073568301,0.207106135,0.080303618,0.295785293,0.170311462,0.156507017,0.475375214632805,0.0617644310847976,1.97336228841729
"T2686",0.112751628,0.245150951,0.100822662,0.204017841,0.073408585,0.307900885,0.22620207,0.140595976,0.461541614722,0.0965506745015764,2.00954664276726
"T2687",0.123545614,0.142174974,0.077639642,0.150070871,0.083208683,0.295608467,0.202231853,0.14768674,0.480812017235029,0.048115699293458,1.95916499376698
"T2649",0.10433332,0.321418449,0.315014702,0.320312554,0.314648554,0.326723222,0.229658481,0.086014859,0.197521110111348,0.850508889567636,2.7938075614344
"T2650",0.123373974,0.246754232,0.338858607,0.339966827,0.36735587,0.298078804,0.315649657,0.101767383,0.140571717262872,1.07775426510755,3.03018626707419
"T2651",0.076349109,0.298401827,0.311455142,0.325678289,0.299518357,0.307111334,0.180019851,0.071184452,0.304486201391999,0.511540834280845,2.44121587515012
"T2652",0.091059167,0.336171958,0.285079967,0.269858609,0.246264902,0.257650782,0.220207279,0.096212775,0.0854763547329869,1.36914898305157,3.33329257273265
"T2654",0.079811685,0.38425919,0.387114943,0.086695289,0.386419919,0.3392292,0.342630993,0.124665713,0.445634092036818,0.136699677985144,2.05130929449835
"T5731",0.094675649,0.23938331,0.092087252,0.295611941,0.207217587,0.286672861,0.303203714,0.249675006,0.152925503025505,1.02396669509575,2.97423689451296
"T5733",0.087065474,0.281351126,0.08724346,0.211934118,0.086978465,0.095372374,0.093910911,0.200982131,0.404356355725742,0.242087051233087,2.16093234323999
"T5735",0.086854242,0.110421701,0.162891977,0.09525277,0.131017565,0.178341622,0.167531053,0.162478873,0.00246742022845675,2.81125665159702,4.83336069633721
"T5772",0.105546626,0.098032836,0.130392433,0.418970063,0.092821671,0.390170707,0.400276195,0.326405737,0.454339015115276,0.114706161206244,2.02843182552319
"T2429",0.093234958,0.137831418,0.242213173,0.223931343,0.185804075,0.153407175,0.259700723,0.126955434,0.0340312741578865,1.82459248502437,3.80704102738259
"T2430",0.076920916,0.153401062,0.282107319,0.22519646,0.202330493,0.138554648,0.235965195,0.119707272,0.0963887038853485,1.30240665800541,3.26386777423756
"T5527",0.095127784,0.315267241,0.229143761,0.31521346,0.270980637,0.111926027,0.3495521,0.129761051,0.313282174190331,0.486568221460918,2.41523957582701
"T5533",0.058410504,0.311350847,0.237040846,0.335204502,0.25634123,0.129785869,0.349693227,0.074299144,0.428771188515756,0.179503490232758,2.09583345571175
"T5529",0.08777926,0.295149508,0.216801361,0.141286694,0.19351307,0.114308939,0.230488781,0.087649301,0.190207481080365,0.877131969187537,2.82150066227637
"T5531",0.147290432,0.309067998,0.207953542,0.266989764,0.203317418,0.146501409,0.316247726,0.248158025,0.025620017382776,1.94946402680137,3.93693134240599
"T0071",0.119689722,0.096874085,0.336983664,0.272321291,0.206527128,0.144565381,0.451704859,0.115943221,0.458131522608113,0.105142110377307,2.01848338124684
"T0065",0.112922606,0.410355912,0.316747112,0.415731627,0.250948452,0.173398175,0.05195798,0.361201801,0.478151763114779,0.0547928129601063,1.96611047057672
"T0589",0.136110967,0.453796823,0.405736888,0.292844587,0.107951542,0.241128328,0.135887482,0.145921014,0.48888200368793,0.0278722923258215,1.93810797412299
"T1096",0.165984669,0.265010492,0.207959154,0.315203339,0.164123734,0.189937376,0.171596087,0.126169798,0.140474551335402,1.07818971095593,3.03063921413976
"T1094",0.297780937,0.21575702,0.257359734,0.250043356,0.159509273,0.224565317,0.130938356,0.174926417,0.0310393110312342,1.86573377303982,3.84983584503878
"T0112",0.053171987,0.25662337,0.250618949,0.25101915,0.061051628,0.353353282,0.252435124,0.245140518,0.291965903128678,0.547650646576218,2.47877699458322
"T0116",0.041137649,0.196253236,0.194493016,0.131318856,0.126231473,0.301389235,0.219572858,0.158612845,0.181015636018461,0.911501354912232,2.85725140480275
"T0117",0.059519801,0.294511873,0.07067676,0.227646161,0.107253988,0.270996551,0.19468931,0.148396713,0.369805826525169,0.332367663122824,2.25484146738459
"T0118",0.121422882,0.226526025,0.084918793,0.0641279,0.204892913,0.191436146,0.285977585,0.146455084,0.472397350418121,0.0692448786246389,1.98114338628506
"T0094",0.178987879,0.176913743,0.039752597,0.35827598,0.313516961,0.36298643,0.356898002,0.236166295,0.389187493303074,0.281437333739689,2.20186417220844
"T0095",0.148177381,0.307522681,0.048655802,0.325615211,0.282290227,0.301892393,0.330113296,0.138068017,0.450601767154629,0.124141128327374,2.03824599802526
"T0110",0.18286909,0.24674782,0.237218833,0.248622334,0.13656381,0.320682791,0.255455109,0.156171626,0.08990510575033,1.34133962068081,3.30436551066924
"T0111",0.144103186,0.235386183,0.220856427,0.237728939,0.175549828,0.319734406,0.250458357,0.187310084,0.00665714204458141,2.47525026567973,4.48384971332547
"T4023",0.0638753,0.293147665,0.069295536,0.133929692,0.285228209,0.382707662,0.395269198,0.350991698,0.478110220712325,0.0548971010505376,1.96621895016083
"T4024",0.102891332,0.293524213,0.198233038,0.314222226,0.277942147,0.390329824,0.425240922,0.355156315,0.022886021823502,1.99748941075704,3.98688693807135
"T4026",0.130958973,0.270183141,0.189652667,0.071031322,0.276101986,0.407135906,0.423125462,0.360735946,0.429777211949848,0.176941393951703,2.0931683849652
"T4027",0.083192631,0.237640763,0.080105506,0.096854901,0.272240025,0.338725425,0.358521631,0.303570073,0.474998285137005,0.0627110849273788,1.97434698968774
"T4030",0.087514035,0.165388029,0.176386495,0.086775177,0.280469074,0.398089971,0.418143908,0.352042681,0.399498154752637,0.254646281815405,2.173996348005
"T4031",0.098399321,0.222367912,0.079031271,0.113747238,0.263949577,0.342195785,0.35502903,0.19788044,0.483367203199801,0.0417043246382656,1.95249593641536
"T4032",0.083463952,0.172492245,0.100991831,0.080028998,0.267040102,0.348024481,0.355528047,0.321047215,0.473917189047596,0.0654265593250954,1.97717160304591
"T4034",0.07215262,0.164534254,0.11184929,0.074665009,0.279230231,0.334901862,0.330301891,0.318515873,0.441456859393364,0.147276578167119,2.06231129605176
"T4087",0.094032134,0.110714126,0.200365172,0.25999777,0.263788614,0.302670681,0.375968012,0.325782436,0.00320153085272515,2.72639347532935,4.745086742621
"T4088",0.048544685,0.056562263,0.2550557,0.302092287,0.294850772,0.340957561,0.335427513,0.332166211,2.41721120850782e-13,7.2298740332476,9.4295688915994
"T4089",0.131263171,0.096795825,0.191917141,0.378261354,0.213929848,0.362466986,0.379592465,0.3359431,0.0468744910704243,1.67594491874817,3.6524190940236
"T4090",0.078669594,0.110643497,0.184130205,0.416796933,0.246771458,0.374474592,0.386763571,0.296441257,0.0629550839335465,1.53043064710499,3.50105638707563
"T4091",0.079683338,0.152772268,0.199278913,0.311380816,0.275245251,0.347332546,0.341631841,0.330442072,0.000461221696309985,3.31317167734023,5.3554484345121
"T4092",0.104424178,0.129589603,0.229330379,0.326267961,0.2643912,0.329987899,0.326453998,0.318008056,3.00611142450668e-07,4.99082410386441,7.10052821073647
"T4093",0.074823334,0.258655155,0.195757166,0.208123632,0.265431865,0.382179162,0.408762588,0.333725229,0.0853913287243368,1.3696933115138,3.3338587785665
"T4094",0.095668652,0.26846313,0.223110395,0.202584389,0.271607054,0.337715202,0.358915988,0.323392622,0.00692838265432544,2.46095523766562,4.4689801468446
"T4095",0.066715349,0.120044037,0.207376198,0.184134708,0.286731267,0.391367481,0.397931416,0.309226673,0.0896326978153704,1.34302031567863,3.30611375530223
"T4097",0.099393317,0.124787957,0.198879724,0.351505271,0.280830646,0.36161842,0.365868221,0.324190103,0.00225711234677046,2.83979702726597,4.86304815221203
"T4099",0.106526839,0.078523888,0.189426797,0.201131241,0.244298861,0.354381728,0.36245948,0.30416412,0.0466983904899896,1.67774556080598,3.65429210656757
"T4101",0.128570339,0.05372306,0.189487439,0.237018355,0.247894288,0.369468285,0.397021182,0.326625793,0.0530521527137724,1.61595378566616,3.59001682795285
"T5038",0.079727107,0.299491534,0.077845269,0.154163336,0.288258583,0.342453576,0.335779036,0.278022429,0.35098767039598,0.382655328260105,2.30715026868166
"T5043",0.09488343,0.248871765,0.160829207,0.271056585,0.260659706,0.360090165,0.370697245,0.319913656,0.0394341629388702,1.75729038472046,3.73703395542841
"T6958",0.069844138,0.283431667,0.234044916,0.249035802,0.265542878,0.34278896,0.341621642,0.302794456,2.1653486794272e-05,4.0890895046246,6.16255155491902
"T6959",0.082391291,0.281257843,0.199017837,0.071130615,0.279462353,0.321186983,0.311683371,0.314491782,0.274178447507444,0.600224098889382,2.53346345224721
"T6962",0.058383319,0.291438882,0.227486145,0.310039971,0.27536074,0.33716052,0.339818935,0.318302389,4.83866883656027e-07,4.8980886483293,7.00406557912418
"T6963",0.087898798,0.286169212,0.220518793,0.2419395,0.276718364,0.329501707,0.339665283,0.316924109,7.22334572724688e-05,3.80039278437843,5.86225168350424
"T6966",0.071391391,0.270311701,0.210487524,0.334699681,0.273088241,0.078921873,0.343078299,0.322994369,0.266285506036708,0.624086145521971,2.55828455007385
"T6967",0.073662244,0.291018049,0.200441129,0.337637276,0.276840796,0.072180635,0.350271704,0.330485338,0.311266399334504,0.49226389732179,2.42116416938381
"T6970",0.086227584,0.216762366,0.213963707,0.346285376,0.258733476,0.090752853,0.34733018,0.305753221,0.235077784162863,0.722225954893159,2.66036874455208
"T6971",0.092258191,0.250660416,0.209463059,0.352966122,0.274950711,0.094964198,0.358969344,0.32741849,0.242694104076702,0.697662623160189,2.63481817593239
"T6989",0.054000708,0.271555303,0.137307142,0.123735759,0.241029794,0.349143371,0.345593773,0.131868709,0.435309330369091,0.162872706710814,2.07853425623034
"T6993",0.106124648,0.285093883,0.098168958,0.205754412,0.266725315,0.342237601,0.257381277,0.250844149,0.164705265545897,0.975301894360071,2.92361618295486
"T4096",0.100519413,0.071908715,0.198951793,0.182816945,0.277072725,0.428099092,0.43294487,0.343447674,0.185314994704251,0.895293920353846,2.84039256931028
"T4098",0.07418798,0.054116498,0.240619288,0.344368146,0.247790177,0.354588795,0.361388504,0.311342891,0.000107841867910749,3.69990082707126,5.75772080476121
"T4100",0.098688715,0.115954894,0.2267961,0.343973609,0.269611464,0.3579619,0.362628096,0.120518463,0.160364504460748,0.992960900998052,2.94198493137076
"T4102",0.119386522,0.11454778,0.186814176,0.450426273,0.256150787,0.225081882,0.40428018,0.339161275,0.154872731948526,1.0157562721325,2.96569648242229
"T4834",0.097947018,0.294723796,0.207242615,0.314741324,0.26723801,0.348351443,0.347677823,0.318145198,0.000260420305951675,3.46980280145885,5.51837479679382
"T4836",0.106760866,0.273093128,0.201570054,0.167315244,0.271898046,0.402313956,0.421969822,0.29201955,0.185560121988936,0.894376944288737,2.83943873861138
"T4838",0.090237938,0.285992359,0.182910297,0.101782133,0.262633552,0.416001219,0.425155359,0.335667449,0.382788563874506,0.298165138505044,2.21926429236153
"T4840",0.076967815,0.281623809,0.199424493,0.288607799,0.267791474,0.378046993,0.378341065,0.321807616,0.00766539186660686,2.42446919947324,4.43102768043534
"T4842",0.084062949,0.287252587,0.199971136,0.092992786,0.263075126,0.419547917,0.427721902,0.340175873,0.383674776123613,0.295843563743352,2.21684941005244
"T4844",0.065425745,0.293858076,0.224566244,0.064535294,0.27767173,0.386997633,0.39051706,0.340884242,0.366056905341147,0.342315050054176,2.26518865461224
"T4845",0.096262703,0.218674453,0.213748365,0.412718459,0.285258254,0.398048389,0.419326454,0.309689121,0.0187619949258346,2.08001682303741,4.07273124996674
"T4847",0.140062463,0.204109393,0.199902546,0.060439941,0.271743925,0.42293066,0.432822227,0.344201972,0.457672482713475,0.106299201104017,2.01968697717321
"T4849",0.076274363,0.286519103,0.197807438,0.141962842,0.270877114,0.400928712,0.399859589,0.340548912,0.218250770489206,0.778114456412121,2.71850348818685
"T4851",0.108991082,0.253218823,0.188859867,0.150332614,0.258392132,0.356532548,0.376754904,0.322985418,0.14973805760057,1.03755749504517,2.98837392895434
"T4853",0.082318557,0.200419769,0.202188807,0.099974291,0.26385965,0.416653802,0.430506957,0.336528065,0.36391257517338,0.348020017450898,2.27112291314556
"T4855",0.089788331,0.218385021,0.192704153,0.080565383,0.263449498,0.365781549,0.390833195,0.322007285,0.352765613084421,0.377864539515308,2.30216693100186
"T5041",0.096728692,0.277605979,0.111789191,0.174440846,0.270278209,0.346264178,0.355459077,0.304059081,0.234994244311072,0.722497781844105,2.66065149663304
"T5044",0.106452423,0.256398883,0.202381405,0.291449926,0.261570775,0.340914631,0.35170087,0.30806114,0.00053218401120987,3.27293539634783,5.31359499745911
"T6957",0.079493704,0.307227536,0.237682011,0.049843677,0.295382537,0.356023095,0.354661745,0.342856457,0.351653352181871,0.380860580130963,2.30528338695213
"T6960",0.068109776,0.304842559,0.222448628,0.081449054,0.294037288,0.339531303,0.321074263,0.334741996,0.23578795186178,0.719917319406502,2.65796732156676
"T6961",0.081783126,0.307693495,0.218034232,0.258339578,0.294144542,0.166285959,0.364917869,0.346250821,0.0505399816763219,1.63964037339649,3.61465541492263
"T6964",0.084809635,0.300052736,0.223306175,0.268157705,0.282644994,0.339696443,0.334788387,0.330474844,9.0526597720544e-06,4.28706025464885,6.36847904424233
"T6965",0.066573836,0.261876198,0.199867306,0.340899233,0.28637854,0.334539352,0.344935163,0.332518236,0.000348961184694631,3.39039400711763,5.43577444473739
"T6968",0.05815336,0.288427689,0.231506178,0.345873973,0.290335866,0.343051449,0.341425169,0.332448798,7.4647607087e-07,4.81217676531262,6.91470076957278
"T6969",0.080113866,0.29921938,0.231108911,0.350982753,0.298512983,0.35270392,0.348190505,0.340763994,2.62903473107523e-06,4.55421845023942,6.64637472561634
"T6972",0.10266404,0.284998083,0.224078813,0.225353862,0.275921527,0.346529775,0.353556955,0.32925261,0.00173898847833208,2.92199448789878,4.94854925121173
"T4103",0.082764499,0.316094089,0.221597475,0.107829664,0.260240183,0.332169838,0.303705243,0.337334945,0.147452675350778,1.04742121630041,2.99863408785775
"T4105",0.066992165,0.302830591,0.209014887,0.094339594,0.288762207,0.323457349,0.292053803,0.327773614,0.183811368075151,0.900935271751088,2.84626065502234
"T4107",0.117821649,0.329792114,0.223780531,0.060392215,0.315611114,0.353309028,0.315414449,0.354940609,0.32375306883863,0.457229443078545,2.38472162824457
"T4109",0.075503929,0.312597811,0.225522544,0.075561811,0.297393054,0.323627894,0.289492644,0.334859101,0.23645866556436,0.717740459977635,2.65570297091525
"T4111",0.042225585,0.331134043,0.221914925,0.121154782,0.314295195,0.357511162,0.323808619,0.362471292,0.145489017314463,1.05597850661243,3.00753530841255
"T4113",0.066046549,0.055340013,0.223113039,0.307786298,0.317872006,0.354202065,0.321938506,0.357586619,6.82863721583162e-06,4.34930004761836,6.43322034719059
"T4115",0.077143802,0.269826881,0.217613238,0.082963276,0.302791873,0.354143318,0.335029091,0.350660927,0.260819847103639,0.640819912257806,2.5756908718179
"T4117",0.047120014,0.326176435,0.232183051,0.045352604,0.299725575,0.347512484,0.31935605,0.350748131,0.358773219990543,0.361739856541543,2.28539417300345
"T5051",0.0611904,0.294143037,0.135816673,0.228264881,0.277132078,0.347662649,0.339986956,0.290792662,0.0732510754035995,1.45199803790756,3.41947145449784
"T5052",0.06985825,0.291003029,0.147680897,0.244011532,0.236488636,0.342885553,0.340259272,0.245656964,0.0589901756801482,1.56330721805833,3.53525431638161
"T5054",0.06771307,0.316534236,0.133275962,0.146101213,0.301020484,0.345847781,0.32846277,0.327202925,0.219708286667306,0.773178795827719,2.71336945605244
"T6973",0.058152528,0.264389519,0.126694202,0.095909237,0.29182038,0.345150373,0.398630863,0.336525105,0.415807221580593,0.212631444400228,2.13029287169764
"T6976",0.037112972,0.046958417,0.218020985,0.106532084,0.294575273,0.351612132,0.347899654,0.330686521,0.181147947850251,0.910999009235996,2.8567288691056
"T6977",0.065417376,0.316013485,0.189427129,0.11971922,0.304826774,0.308651692,0.323879368,0.342203501,0.153846375585761,1.0200752976244,2.97018909598142
"T4106",0.070269664,0.311465247,0.209057024,0.127072035,0.281049771,0.382228829,0.382346082,0.346858794,0.199290038653915,0.844159867464709,2.78720336267699
"T4108",0.084575172,0.182965835,0.233953056,0.080569685,0.247373262,0.339966845,0.316620555,0.332523425,0.240652423159806,0.70420543582995,2.64162395398815
"T4110",0.066265317,0.28818073,0.197032566,0.221715661,0.268738644,0.326327042,0.318373889,0.320748322,0.00179834191392905,2.91152564378689,4.93765964866279
"T4112",0.075024979,0.304590144,0.206226466,0.281806171,0.273815902,0.336397848,0.333984901,0.328166317,9.39828895443739e-05,3.73466425661141,5.79388142831087
"T4114",0.052599884,0.250345242,0.232240283,0.092913874,0.296025577,0.359636349,0.352910579,0.344411719,0.221300740125419,0.76780763099433,2.70778241610464
"T4116",0.05188417,0.29907149,0.217013058,0.066972453,0.299766494,0.359993462,0.351541821,0.328974218,0.31538828248445,0.480634114562639,2.40906696833429
"T4118",0.072271012,0.303144497,0.166556997,0.116860589,0.259155103,0.343694524,0.343280707,0.214117492,0.255060971620527,0.658647826830304,2.59423531682978
"T4833",0.083976097,0.300018322,0.20446612,0.237967823,0.274080344,0.409056271,0.432853795,0.349912818,0.0757336539397119,1.43436788284967,3.40113271724999
"T4835",0.07833653,0.290224453,0.201646835,0.365893403,0.272703886,0.372968132,0.37998276,0.326035935,0.00567278682758005,2.53187095750673,4.54274607508727
"T4837",0.10267022,0.295625719,0.213545801,0.197086545,0.275522381,0.360494965,0.371624102,0.331580899,0.0281229809917264,1.90912504984869,3.89497108188913
"T4839",0.088969132,0.282005177,0.18612146,0.078322431,0.270083672,0.40629681,0.413924298,0.336257399,0.411683514036238,0.223216477741666,2.14130333329431
"T4841",0.050081943,0.310862073,0.223793398,0.049533496,0.287405268,0.371649109,0.371870008,0.342732928,0.385059044361039,0.292220434469509,2.21308066181683
"T4843",0.080732997,0.282745159,0.18860371,0.0796181,0.26223501,0.415055626,0.435404145,0.346091744,0.432543754743519,0.169901616926792,2.08584566881669
"T4846",0.13313512,0.201202995,0.204228746,0.303195843,0.275666709,0.445462629,0.4514202,0.34285603,0.0677623699019026,1.49266560950714,3.46177351636987
"T4848",0.152914113,0.279589831,0.195882096,0.154161449,0.269597068,0.454359612,0.453580313,0.330826987,0.306218878737459,0.5065967951865,2.43607312776097
"T4850",0.07394568,0.292562551,0.207497286,0.141160392,0.271561253,0.394270793,0.391048974,0.337597246,0.187673338209181,0.886502743534343,2.83124806200091
"T4852",0.112714741,0.27059825,0.197191216,0.139568384,0.264901023,0.397978055,0.406016059,0.325794676,0.231262683629971,0.734694833933707,2.67333876641229
"T4854",0.066050679,0.195181091,0.203623422,0.210943576,0.252900446,0.397208272,0.430037774,0.318090267,0.117079353265933,1.18971429088622,3.146646133041
"T4856",0.089508967,0.138059023,0.20373485,0.08724032,0.260588408,0.373785331,0.409880726,0.30892351,0.34571832848553,0.396906166160742,2.32197386898258
"T7010",0.104449946,0.16683504,0.142499566,0.123593464,0.152833247,0.170672175,0.173093492,0.198748597,3.00175549424204e-05,4.01267276785934,6.08306351568886
"T2768",0.047856791,0.106236301,0.288663457,0.266207339,0.257480559,0.368189888,0.151447312,0.150952429,0.160055013189285,0.994231806960064,2.94330691693626
"T2764",0.089230395,0.038089199,0.270898658,0.255974153,0.332249011,0.357136966,0.317966174,0.196015597,0.00210334980662119,2.86223116797205,4.88638395444628
"T2765",0.08261541,0.119583349,0.319949218,0.306405605,0.325121904,0.321196563,0.28613887,0.164892425,0.00407872323461594,2.64548267289392,4.66092401452798
"T2766",0.041662427,0.061381191,0.325288996,0.274657027,0.324202419,0.360978048,0.212198341,0.169799339,0.0375921755995329,1.77933808130859,3.75996778178003
"T2767",0.043827037,0.043935773,0.284915556,0.271886106,0.31386768,0.312996821,0.138162858,0.148238635,0.138287324408103,1.08804634426982,3.0408920002269
"T2763",0.217589432,0.229227824,0.316962998,0.307139144,0.343237431,0.369385342,0.340821284,0.184896449,0.00309042388627956,2.73802978526041,4.75719073317919
"T0413",0.175306551,0.374488903,0.218761882,0.333710344,0.102627185,0.21375086,0.252586712,0.075864566,0.435221437671307,0.163095966754967,2.07876648942819
"T0415",0.128613107,0.442706547,0.460089019,0.447061859,0.287773814,0.161815576,0.141380374,0.174948341,0.492846447795587,0.0179322572401988,1.92776843422269
"T0412",0.040459015,0.471919585,0.462664814,0.386529318,0.282894697,0.092565341,0.305211031,0.225351087,0.361822809498532,0.353590734698685,2.27691752581651
"T0411",0.041932465,0.272341613,0.406890698,0.244248758,0.189473605,0.069750911,0.269421779,0.155289372,0.487237322008955,0.0319967483426846,1.9423981981701
"T0408",0.569446705,0.355634629,0.400953194,0.594062304,0.328529249,0.106066287,0.414913801,0.609826493,0.390022651099137,0.279259998400178,2.19959932651873
"T0410",0.385823322,0.352844951,0.384053691,0.370028867,0.237474941,0.142899416,0.376594579,0.376964889,0.123381553656979,1.15824735755273,3.11391449679032
"T5994",0.074114678,0.318692851,0.216821845,0.28205399,0.295168293,0.074523734,0.122520563,0.301392732,0.379025385354845,0.308041478360242,2.22953757702523
"T5996",0.053511013,0.338886528,0.228513231,0.22099405,0.320477023,0.0570077,0.115648166,0.31869262,0.475696925293516,0.0609565024865508,1.97252188796536
"T5998",0.075012404,0.295808135,0.216680078,0.248433117,0.291490943,0.082903234,0.074776083,0.333566409,0.490620443369543,0.0235132283076259,1.93357371282956
"T6000",0.082288781,0.267156828,0.211307857,0.265220555,0.291760552,0.094469328,0.112234421,0.338840796,0.383460991281888,0.29640346095103,2.2174318103628
"T6002",0.078972383,0.299026287,0.212057998,0.28221452,0.298799513,0.085289638,0.215105278,0.311288282,0.201091867101266,0.837727554719487,2.78051252570232
"T6004",0.074748755,0.319359738,0.213775636,0.272308602,0.295756242,0.074186355,0.155064044,0.290870549,0.298792193703718,0.527877463675031,2.45820909801126
"T6006",0.071846255,0.315433285,0.216515316,0.240376598,0.29380213,0.075986968,0.131650353,0.28744405,0.325349456182027,0.452791461801076,2.38010527788968
"T6008",0.077391914,0.315231847,0.213234454,0.254718592,0.294143755,0.078385285,0.103392723,0.2931081,0.396172123291469,0.263267708892561,2.18296428307705
"T6010",0.078181845,0.305213556,0.206141953,0.310929711,0.292850358,0.08018877,0.080634775,0.316035689,0.492211359182611,0.019524467693143,1.92942463798516
"T6012",0.069554473,0.322434818,0.220268903,0.286808659,0.297129734,0.0718042,0.132363702,0.306423598,0.37236184337084,0.325604394727945,2.24780637315977
"T6014",0.052584627,0.341402123,0.240605225,0.237529633,0.32091789,0.057557615,0.102378327,0.315410055,0.487914382188294,0.0302987864823791,1.9406319926937
