"","acrZ","inaA","marA","nfo","nfsB","rob","soxS","pval","z","inv_cof_var"
"T4812",0.137570335,0.139484971,0.270954865,0.09823882,0.118134411,0.281382057,0.129100794,0.222016634650946,0.765400207746393,6.38340147825428
"T4801",0.136574505,0.13848152,0.105204093,0.085750244,0.11278595,0.365597309,0.088259678,0.335807035348912,0.423933830827036,4.79235152567172
"T4803",0.111389352,0.111512882,0.392341307,0.096104246,0.08831109,0.329292184,0.095857472,0.0991455197886526,1.28643571809136,8.81114716585963
"T4805",0.128597683,0.129709442,0.357352298,0.068889804,0.071056171,0.415145489,0.117007691,0.491810176636842,0.0205302849423435,2.91270762532056
"T5743",0.168987327,0.147188541,0.076623183,0.121583738,0.154233894,0.292497581,0.145031161,0.159029399774484,0.998454949333813,7.46931142610071
"T5747",0.158447397,0.117411627,0.306811811,0.105839594,0.1419358,0.200617811,0.138026968,0.281320713441585,0.578922560243223,5.51451577742964
"T5755",0.169849734,0.142677527,0.064832789,0.115555492,0.148766408,0.178290102,0.163627021,0.218040847203614,0.778826891635863,6.44596261519084
"T5757",0.187271192,0.211252557,0.049525417,0.099692504,0.170375615,0.234055178,0.18728066,0.443213161269368,0.1428276207166,3.48254753764247
"T6895",0.25496495,0.202032228,0.167737799,0.117890252,0.156308438,0.296256482,0.279263162,0.476563244744555,0.0587810660432019,3.09093572498245
"T6899",0.257930569,0.27781042,0.083234329,0.122872008,0.177011237,0.301756216,0.065052724,0.492918315237313,0.0177520836022681,2.89976269894078
"T0871",0.07426267,0.084945329,0.122688015,0.076418984,0.083839332,0.215950796,0.160097184,0.00442061264636223,2.61813332820321,15.0161429213368
"T0873",0.059421147,0.066519172,0.110415184,0.069322804,0.10563108,0.206143469,0.178185712,0.430344733271756,0.175496568927803,3.63476729342425
"T1660",0.047227322,0.049867146,0.185937391,0.055444707,0.053764427,0.279010534,0.255524391,0.00893287484303107,2.3683888085375,13.8524675698812
"T1651",0.037257665,0.078499769,0.102300997,0.074230173,0.096282607,0.13447188,0.071430119,0.49398246718857,0.0150842899051274,2.88733221288933
"T1652",0.049905566,0.062598818,0.072658447,0.058216542,0.099789295,0.160584826,0.054733929,0.478940027807393,0.0528140640930044,3.06313270011197
"T8315",0.067561223,0.068321058,0.093758114,0.064283581,0.067245784,0.184993672,0.137375988,3.30598774846929e-14,7.49535382486704,37.7413714195568
"T8317",0.07919916,0.093016274,0.104418309,0.088547123,0.108868123,0.176625843,0.123807922,0.159668566099513,0.995820985088936,7.45703856713074
"T6029",0.115749578,0.087410865,0.05711631,0.0888439,0.113655897,0.067910591,0.348585966,0.208753553528601,0.810753736651725,6.59472456858397
"T6079",0.115749578,0.069019156,0.041610105,0.0888439,0.072844908,0.381676852,0.045640668,0.393301261676785,0.270725031238171,4.07848079110547
"T6081",0.115749578,0.06379585,0.03783362,0.0888439,0.139353166,0.373113383,0.043065883,0.474685930874015,0.0634956014055814,3.11290292811511
"T6083",0.115749578,0.061557827,0.039362987,0.0888439,0.08057513,0.363999223,0.047897202,0.412000551962622,0.222401808717899,3.85332052322448
"T6085",0.115749578,0.065228365,0.043984514,0.0888439,0.131746546,0.266319184,0.052608351,0.448729875234169,0.128870966467317,3.4175170234177
"T6090",0.115749578,0.061185308,0.040558449,0.0888439,0.07792125,0.404408763,0.045542785,0.420558889837457,0.200463911353561,3.75110170192737
"T6092",0.115749578,0.066052279,0.042479382,0.0888439,0.062117433,0.353618873,0.044240559,0.452900056266311,0.118337667735607,3.36843750759883
"T6094",0.115749578,0.07705222,0.047764296,0.0888439,0.126904334,0.314696733,0.059258164,0.365719130542214,0.343212952602153,4.41623557940842
"T6098",0.115749578,0.065678739,0.047010948,0.0888439,0.123001266,0.276598125,0.056171311,0.421109461292909,0.199056021389241,3.74454169071577
"T6101",0.115749578,0.077096996,0.054212902,0.0888439,0.066648799,0.32042093,0.067141696,0.390108627533458,0.279035925024867,4.11720509328871
"T6103",0.115749578,0.071589547,0.045537888,0.0888439,0.088039942,0.362874643,0.06116468,0.321204187172264,0.464334130868004,4.9805952293254
"T6105",0.115749578,0.073996399,0.0466155,0.0888439,0.078147347,0.375346738,0.062445426,0.339258759862255,0.414486953552476,4.74833415044624
"T6107",0.115749578,0.071990583,0.043929652,0.0888439,0.081759905,0.372992621,0.056571063,0.337157621366984,0.420233009428179,4.77510768525531
"T6118",0.115749578,0.073073748,0.045768679,0.0888439,0.088509862,0.051999234,0.055655387,0.307397549397557,0.503240634789895,5.16187864521702
"T6125",0.115749578,0.106639272,0.056133467,0.0888439,0.094624512,0.073923783,0.051489901,0.115097040957375,1.19985906083081,8.40774643378204
"T6131",0.115749578,0.124690391,0.064026456,0.0888439,0.193807073,0.054423008,0.070487858,0.49070493633802,0.0233013778147505,2.92561943005818
"T6133",0.115749578,0.104686674,0.044662456,0.0888439,0.134423775,0.044466086,0.046508138,0.261877982324784,0.637566413762685,5.7877646436963
"T6142",0.115749578,0.092313867,0.046823046,0.0888439,0.050109363,0.058902774,0.07872844,0.468104395698427,0.0800357894487436,3.18997132248881
"T6150",0.115749578,0.093766873,0.204920596,0.0888439,0.04897351,0.053509685,0.085587914,0.473958898964254,0.0653217844150867,3.12141196029829
"T6157",0.115749578,0.105497725,0.047619234,0.0888439,0.070433418,0.047643218,0.062117478,0.335799330505034,0.423954959946628,4.7924499760229
"T6166",0.115749578,0.090679857,0.047394447,0.0888439,0.144493557,0.05055174,0.052714134,0.382303866210014,0.299435560931398,4.21225644222271
"T6190",0.115749578,0.089477554,0.047234756,0.0888439,0.084831366,0.061575525,0.078885058,0.20312670642479,0.83050483937349,6.68675410113247
"T6192",0.115749578,0.086788278,0.04912568,0.0888439,0.133254777,0.067549399,0.076243914,0.339466837005351,0.413918664934925,4.74568623065348
"T6194",0.115749578,0.089090138,0.049447841,0.0888439,0.098285948,0.068725025,0.0796586,0.144364471730555,1.06091409417027,7.76033750113318
"T6196",0.115749578,0.085613804,0.048464669,0.0888439,0.106054628,0.096770772,0.077645652,0.188559091625081,0.883218582755627,6.93237183856612
"T6197",0.115749578,0.10121868,0.050391622,0.0888439,0.045350806,0.054002402,0.245829604,0.493570691361641,0.0161165844905375,2.89214215132598
"T6199",0.115749578,0.1025593,0.050161293,0.0888439,0.077069745,0.04694689,0.050562519,0.265825601654191,0.625487418606355,5.73148301256146
"T6201",0.115749578,0.110223481,0.049179697,0.0888439,0.07551486,0.048704507,0.147256122,0.303916123882435,0.513170230885294,5.20814523093266
"T6203",0.115749578,0.118577982,0.05343338,0.0888439,0.079409547,0.058264786,0.051607265,0.307305083635256,0.503503717573168,5.16310446971438
"T6205",0.115749578,0.100237727,0.056469823,0.0888439,0.056600119,0.060654919,0.075363726,0.432817730824971,0.169204917891955,3.6054515781478
"T6207",0.115749578,0.087814086,0.053343971,0.0888439,0.149510053,0.132291623,0.067580782,0.416282075798711,0.211414104596403,3.80212372230013
"T6210",0.115749578,0.101272231,0.056522432,0.0888439,0.058296471,0.05134106,0.215982115,0.422769832886075,0.194812589951106,3.72476957889222
"T6212",0.115749578,0.104454876,0.044940348,0.0888439,0.08064609,0.040917151,0.045196187,0.233807022798053,0.726366625062332,6.20152594357091
"T6214",0.115749578,0.109134957,0.056422708,0.0888439,0.063618289,0.062022977,0.327386564,0.3980570888578,0.258379316638174,4.02095639058869
"T6216",0.115749578,0.121479428,0.055132083,0.0888439,0.100145223,0.057270771,0.052130441,0.174941471686951,0.934816366864662,7.17278980504553
"T6218",0.115749578,0.098264049,0.057977439,0.0888439,0.108131955,0.057205426,0.07711309,0.100565170270567,1.27833781312331,8.77341527719854
"T6220",0.115749578,0.085180249,0.051472236,0.0888439,0.158547045,0.122116158,0.063696548,0.457726396825384,0.1061632937636,3.31171146240036
"T6189",0.125375001,0.090768527,0.066169441,0.15435333,0.078178081,0.07765188,0.321772388,0.4627410916776,0.0935304207422024,3.25284905784092
"T6209",0.123332236,0.077446928,0.054564927,0.154830207,0.076216838,0.078056179,0.064669955,0.499062143048065,0.00235086091863529,2.82800127153004
"T6193",0.122109245,0.089980511,0.058033008,0.156420955,0.184378498,0.070719519,0.058341468,0.452814541437483,0.118553530533859,3.36944331232263
"T6217",0.123627482,0.077675229,0.056657492,0.152071889,0.081588483,0.07838479,0.064673548,0.479657369844493,0.0510135293933963,3.05474317528004
"T6200",0.117652279,0.085845991,0.052762311,0.153641619,0.071425945,0.057609894,0.073739073,0.490029021405438,0.02499613958741,2.93351610984948
"T6195",0.122934858,0.082334538,0.061142889,0.151664986,0.074381869,0.181545883,0.066817537,0.485743894201234,0.0357423666687067,2.98358775743714
"T6208",0.117622137,0.084648182,0.054253273,0.151759338,0.069179541,0.062300171,0.068698928,0.494356446161255,0.0141467634748927,2.88296384316629
"T6219",0.123206695,0.078070209,0.056155926,0.15291419,0.076800433,0.078276837,0.065517737,0.492179191000007,0.0196051168032256,2.90839683859785
"T7301",0.064547253,0.064444122,0.085385294,0.08478949,0.084524824,0.084860128,0.065272623,0.220546160619367,0.770349971495681,6.40646471935477
"T7302",0.07297455,0.063301518,0.117029543,0.091618783,0.084662973,0.108421681,0.039765406,0.231570927433828,0.733683175435055,6.23561713939701
"T7303",0.08689656,0.07285943,0.090392211,0.089137693,0.089488178,0.184618657,0.059092913,0.0453872314062804,1.69132649302955,10.6977207549737
"T7304",0.076511606,0.059483312,0.106498069,0.086481717,0.086487153,0.29959052,0.056061453,0.242951536053612,0.696839773359102,6.06394667024342
"T7306",0.091895212,0.07682492,0.087221925,0.088715528,0.089030408,0.151675209,0.071621249,0.0147343672645403,2.17715862029327,12.9614375812678
"T7307",0.035716785,0.07413005,0.085139105,0.083503112,0.085226919,0.076877339,0.062340327,0.483487009595555,0.0414037551476349,3.00996678764273
"T7309",0.076163508,0.086106732,0.082300558,0.083448339,0.079987305,0.082275518,0.063168786,0.000281539844691143,3.44880187230225,18.8866122765458
"T7311",0.037498424,0.095644806,0.089314311,0.085923704,0.079929294,0.330929597,0.078705743,0.491820783729928,0.0205036913062378,2.91258371325681
"T7312",0.051467731,0.08024585,0.099488401,0.092395579,0.088606648,0.367357575,0.089558437,0.381501104510671,0.301540713385857,4.22206532221571
"T7313",0.128092623,0.058516762,0.091367613,0.087052212,0.08292383,0.335533856,0.194348411,0.476702940855915,0.0584302979571737,3.08930133406034
"T7314",0.089060131,0.073408109,0.089677623,0.08008891,0.080788691,0.365601641,0.229509072,0.0178299494555581,2.10078437217116,12.6055745971887
"T7315",0.126744133,0.113213227,0.091002721,0.08795562,0.074130555,0.276365107,0.118461504,0.381795251265909,0.300769191901614,4.21847044639807
"T7316",0.068286107,0.097280866,0.087128898,0.085782882,0.085657341,0.309938422,0.177559418,0.182062937688759,0.907531356614061,7.04565630904196
"T7317",0.095654249,0.066327407,0.097864208,0.093328169,0.09079447,0.274287186,0.073104768,0.22370947938961,0.759725038630443,6.35695823768022
"T7318",0.086872891,0.06364949,0.087636527,0.084914574,0.087020125,0.318804038,0.088936411,0.178869878106802,0.919680479912232,7.10226469965969
"T7319",0.07248721,0.094006148,0.084158933,0.085002315,0.072536592,0.141402463,0.080176319,0.145735566471554,1.05489984549097,7.73231433187605
"T7320",0.106823271,0.103999541,0.089145224,0.088414167,0.086785116,0.23707833,0.120396578,0.0818393484173417,1.39280522875598,9.30677196624561
"T7321",0.115409772,0.115977144,0.074381606,0.077130388,0.083888802,0.336918716,0.168668637,0.336370861973126,0.422388152672877,4.78514949548629
"T7322",0.058719535,0.111442898,0.081625148,0.083760946,0.107732701,0.371333622,0.274313945,0.42481422742001,0.189592512645755,3.70044682177603
"T7323",0.096459996,0.080144007,0.090659414,0.088974881,0.086947799,0.291126811,0.085950809,0.013478226086623,2.21214783027934,13.1244685109642
"T7324",0.097709097,0.078927484,0.092635803,0.08789969,0.082745854,0.343915868,0.10052968,0.0459590762745781,1.68536510094819,10.6699438690796
"T7326",0.072362613,0.068310519,0.080765199,0.079343828,0.084273461,0.346429845,0.23324785,0.0455790968377505,1.68931962920638,10.6883698472226
"T7328",0.051502006,0.075581443,0.083686573,0.084207474,0.087023673,0.383298286,0.178684482,0.349253762040894,0.38733593690835,4.62182499269568
"T7330",0.059954414,0.091463552,0.087071489,0.085125402,0.085263628,0.360382325,0.282236653,0.264214635886086,0.63040556345717,5.75439892657408
"T7332",0.064896493,0.112807159,0.08396858,0.080014318,0.080140269,0.348286285,0.10269483,0.384914829111742,0.292597718025577,4.18039576613148
"T7334",0.073571448,0.074918357,0.08031261,0.079437685,0.088293978,0.343100663,0.257473607,0.0257910479622109,1.94660510658577,11.8871820122087
"T7336",0.069387729,0.058612151,0.088918981,0.08905461,0.091275018,0.358159028,0.16083687,0.328118022018105,0.445115837591407,4.8910483026783
"T7338",0.085004639,0.101004785,0.084734812,0.083328414,0.078350313,0.374775922,0.10245428,0.0971277799378069,1.29809247480132,8.86546139257199
"T7340",0.070799591,0.080888205,0.088575437,0.082842598,0.088635653,0.373001529,0.208911031,0.0418777754089068,1.72929924995102,10.8746534112557
"T7342",0.07992219,0.068613222,0.091520383,0.088881475,0.090623194,0.3809747,0.274280881,0.127075621017083,1.14032424149046,8.13034614522932
"T7344",0.085637814,0.079419607,0.087571429,0.08632289,0.08772103,0.334976341,0.086190453,6.89207647421117e-06,4.34727153574854,23.0729984394232
"T7346",0.069572107,0.093164676,0.085651425,0.087760132,0.085289113,0.344439243,0.087531337,0.120266144179782,1.17365737892475,8.28566066612804
"T7348",0.081645242,0.069671538,0.077914829,0.079363162,0.077711678,0.352362784,0.131040012,0.00503838752408199,2.57318355032642,14.80670109399
"T7350",0.072219591,0.067761701,0.092001634,0.087683222,0.091069438,0.356337663,0.091183908,0.186067488806735,0.89248136334272,6.97553142208598
"T7352",0.065001882,0.081232311,0.079985946,0.079887617,0.080514384,0.365936318,0.145742587,0.0658838460962829,1.50716764157774,9.83963939857922
"T7354",0.062084842,0.06826164,0.090486249,0.082319187,0.084741275,0.335225399,0.09093485,0.196512189439658,0.854145494817308,6.79690686071673
"T7356",0.077452173,0.074563072,0.07865702,0.085194074,0.072977781,0.361137969,0.088428522,0.00687688782516009,2.46363065778643,14.2962434435075
"T7358",0.067115992,0.092576511,0.083624797,0.088674424,0.088468764,0.259677348,0.064376799,0.168522286917415,0.960021143346191,7.29023052874894
"T7360",0.055517431,0.087888391,0.079387689,0.0786759,0.078870647,0.269443015,0.076075729,0.286775040030569,0.56283083673547,5.4395369869702
"T7362",0.092005849,0.067546958,0.083386957,0.084182309,0.083347185,0.33169053,0.084496143,0.134138549344071,1.10703892665165,7.9752544519453
"T7364",0.072421599,0.090793243,0.079167687,0.079487504,0.082968621,0.373827619,0.079790954,0.0461391829240453,1.68349986314452,10.6612528625276
"T7366",0.057964515,0.08057229,0.087460876,0.084217132,0.085652588,0.34598597,0.084725338,0.249972148068995,0.674577399056074,5.96021596065272
"T7368",0.059928101,0.066982661,0.092018721,0.084626177,0.084052068,0.322166017,0.088849527,0.249979430468955,0.674554481148163,5.96010917550853
"T7370",0.122370695,0.074922504,0.097328518,0.090870732,0.088362072,0.310304543,0.064954356,0.344138692339717,0.401193882079041,4.68639557561995
"T7372",0.117956054,0.073974909,0.08834077,0.088446411,0.088481723,0.345220576,0.081085089,0.32027958790047,0.466917120519095,4.99263057406114
"T7374",0.050073881,0.09621289,0.090566367,0.084807664,0.09038786,0.344804058,0.075498596,0.409985125984401,0.227583238250085,3.87746320247117
"T7376",0.058090949,0.09482111,0.086877402,0.085684262,0.086496491,0.322410405,0.084704367,0.313558789697895,0.485787864404249,5.08055810717449
"T7378",0.060147057,0.071646476,0.088930898,0.084883401,0.101389412,0.364274864,0.097809071,0.360438226436022,0.357287678956012,4.48181624623703
"T7380",0.053353516,0.086523462,0.082689307,0.082056109,0.070529925,0.179801651,0.063539032,0.324256066568262,0.455830133860569,4.94097116982792
"T7382",0.055504039,0.078222078,0.085577073,0.085273721,0.08562951,0.340289472,0.093867258,0.291964766970803,0.547653955266214,5.36882086914957
"T7384",0.042333449,0.089530354,0.073161112,0.086367719,0.089255674,0.231787089,0.0648023,0.455989560731047,0.110542531257915,3.33211635751929
"T7404",0.102014913,0.078348368,0.117508326,0.08915729,0.083150427,0.311951181,0.212618924,0.106741233406084,1.24404645293255,8.61363595281022
"T7406",0.066394801,0.06363506,0.089314025,0.084560752,0.075101295,0.313122509,0.087877086,0.149236708794695,1.03971265884239,7.66155019745355
"T7408",0.06560004,0.082170285,0.097531336,0.08012461,0.085995691,0.353297424,0.106139879,0.0996634220871659,1.28347176853452,8.79733675253457
"T7410",0.059022563,0.078218529,0.117457056,0.081246259,0.082569906,0.248126881,0.316897192,0.193093949794708,0.866551313140946,6.85471131231061
"T7386",0.063166262,0.065830267,0.084243239,0.091795263,0.088472541,0.375147575,0.194707686,0.305420496489472,0.508873361624604,5.18812412755156
"T7388",0.045455957,0.07617287,0.087570929,0.092933453,0.085727143,0.368099364,0.231098152,0.434007855782448,0.16617947482818,3.59135463810179
"T7392",0.064143894,0.043110787,0.091876931,0.090422714,0.090443674,0.224714826,0.071280504,0.472132369728275,0.0699106964120764,3.14279382600667
"T7394",0.060800425,0.078434693,0.092662297,0.092547237,0.093234496,0.315206222,0.121389983,0.294878837940117,0.539187222702865,5.32937044195092
"T7396",0.063798641,0.088743247,0.08141741,0.082126093,0.081157608,0.219753109,0.088506855,0.162031095649867,0.986144536932566,7.41195151487319
"T7398",0.099273522,0.078539386,0.087042879,0.083971398,0.084529083,0.316071097,0.071669429,0.0685211500241859,1.48689592746685,9.74518409652026
"T7400",0.068347399,0.073022408,0.081559541,0.082580733,0.084934074,0.217296854,0.080657707,0.0657487742860487,1.50822266408098,9.84455523690831
"T7412",0.056402342,0.063353618,0.146060308,0.085585889,0.109998786,0.293417522,0.349893491,0.462547504104099,0.0940178110822983,3.25512003510227
"T7414",0.099468594,0.07000583,0.114839465,0.085869481,0.083489192,0.244945561,0.089435185,0.183543440869644,0.901943500490534,7.01961990012643
"T7416",0.046537075,0.085344608,0.09834448,0.0795353,0.089178032,0.404113627,0.156597184,0.411664755949231,0.223264683654104,3.8573410570724
"T7418",0.102186831,0.060112988,0.087725793,0.077594646,0.081248322,0.401885013,0.154857358,0.347110825746971,0.393132458853912,4.64883367229053
"T7420",0.053544592,0.070419846,0.093073139,0.084689088,0.100065906,0.319685417,0.189419879,0.409424243064893,0.22902628554221,3.88418702795122
"T7422",0.047603163,0.074104871,0.089215587,0.090009132,0.073226636,0.339424264,0.126040801,0.394749191139268,0.266962047899351,4.06094730942915
"T7424",0.101491575,0.0895549,0.085676691,0.0849588,0.086353768,0.35331541,0.108120821,0.0237729568828367,1.98140464064355,12.0493291539332
"T7426",0.066419808,0.079435657,0.081821051,0.080368098,0.088034954,0.31018247,0.084080698,0.100997296556153,1.27588947225621,8.76200732349117
"T7428",0.063949759,0.069624441,0.081567315,0.081064042,0.078181383,0.353583736,0.166321469,0.0813493113069017,1.39605271112076,9.32190349020152
"T7430",0.059465306,0.055825927,0.099389703,0.08755931,0.078615742,0.384855118,0.265978082,0.348862344239087,0.38839372327732,4.6267537091549
"T7432",0.08935119,0.070631173,0.117802468,0.085554135,0.087077328,0.097097436,0.08304443,0.0672282562243287,1.49675694724543,9.79113115342432
"T7434",0.07292999,0.078155517,0.080029342,0.081976859,0.091603229,0.191932888,0.089400744,0.0542667820682046,1.60481935987245,10.2946439678845
"T7223",0.05869724,0.075513849,0.095961176,0.078786914,0.105663949,0.275142586,0.081554287,0.391667856350756,0.274974651973996,4.09828174173267
"T7224",0.053364967,0.077301224,0.08507287,0.082016681,0.082393104,0.165584016,0.072943447,0.293638633893001,0.542785834096391,5.34613803862818
"T7225",0.078503165,0.080133716,0.098046532,0.087521477,0.088197927,0.32098462,0.089711429,0.0013718278541557,2.99508811448176,16.7725498046297
"T7227",0.072179152,0.069553677,0.100353459,0.078221759,0.078084352,0.289085642,0.080738038,0.00104007334647342,3.07854420089599,17.1614103522773
"T7228",0.039985632,0.084047023,0.086792917,0.086004464,0.087120773,0.199000082,0.073692594,0.463542716693557,0.0915124256968497,3.24344628457174
"T7229",0.063834817,0.083829962,0.093985441,0.077824748,0.077125039,0.360887901,0.07779546,0.0933404511467109,1.3204617389543,8.96969015146473
"T7230",0.052309171,0.081794592,0.085095471,0.085802895,0.087376118,0.33539954,0.078014258,0.34676224936786,0.394076583497978,4.65323278614685
"T7231",0.058738496,0.092691407,0.084898477,0.079675629,0.081959977,0.228701761,0.207281386,0.281565761386078,0.578196409252268,5.51113230374725
"T7233",0.081166614,0.08090348,0.083938024,0.080094676,0.080121164,0.239146252,0.241553325,3.87333910774391e-212,31.0624516337703,147.551391924796
"T7436",0.052117421,0.053215594,0.090822403,0.084440259,0.083557812,0.431911679,0.399796223,0.418512283851688,0.205700884373066,3.7755031839987
"T7438",0.052533854,0.052079153,0.079344371,0.08003499,0.090839348,0.412354957,0.402601965,0.441027578919026,0.148364445545308,3.50834616812741
"T7440",0.061412062,0.057609066,0.079604028,0.079038904,0.089332349,0.401521817,0.383721333,0.33434403290429,0.427949254944723,4.81106124581952
"T7235",0.064989822,0.094654023,0.093968486,0.083595077,0.084319797,0.120231259,0.094894183,0.206442790126795,0.818826200450812,6.63233791505935
"T7237",0.07945876,0.096164903,0.084540858,0.082839966,0.08865074,0.067255919,0.096840111,0.0261857234158755,1.94006783155284,11.8567218210033
"T7239",0.062496871,0.074190128,0.09586045,0.091260408,0.095260836,0.104037923,0.07029594,0.297039864746538,0.532933333844441,5.30023067814336
"T7240",0.043433929,0.065096845,0.081430717,0.081255557,0.079362574,0.081084567,0.067430961,0.411987663693554,0.222434923872522,3.85347482206253
"T7442",0.065741561,0.077949842,0.096484808,0.080510215,0.091733238,0.409015043,0.38285162,0.16239522671372,0.984661329991105,7.40504056699255
"T7444",0.058357829,0.069916274,0.095909209,0.081747894,0.081732164,0.451637544,0.404656337,0.214051781250113,0.792441031612155,6.50939719683004
"T7446",0.084495196,0.065316164,0.098361015,0.082783747,0.103233971,0.469355471,0.418827185,0.288453292698799,0.557908912309631,5.41660346216756
"T7241",0.054439049,0.104515085,0.076359572,0.083342601,0.088805045,0.378993581,0.073252717,0.403294876945739,0.244827817662975,3.95781368237703
"T7243",0.065988804,0.07308547,0.082803508,0.081045011,0.080500767,0.452038299,0.081512379,0.0479943617794783,1.66461934415189,10.5732797826625
"T7245",0.070275259,0.069736777,0.081245019,0.089197648,0.08819486,0.251495845,0.072901415,0.165486376949243,0.972156386758164,7.34677424655035
"T7246",0.066380342,0.064534818,0.074808823,0.087737157,0.086531482,0.159415455,0.061081463,0.241832828927875,0.700419025902976,6.08062406507681
"T7247",0.056899141,0.074004554,0.077572465,0.084606765,0.084791193,0.338385094,0.08309236,0.266620700274002,0.623065620830542,5.72019873540617
"T7249",0.091947815,0.071558035,0.082152741,0.083169102,0.082342459,0.369038821,0.082340308,0.0656101278401217,1.50930735627862,9.84960932008101
"T7251",0.068724709,0.081922013,0.085789574,0.090191037,0.084003675,0.258990775,0.077467585,0.0926451368339572,1.32464093007978,8.98916293792769
"T7252",0.0658112,0.079052171,0.085086983,0.09102671,0.082462396,0.163400941,0.078248048,0.152442660473794,1.02601328737477,7.59771848283317
"T7253",0.063216781,0.064579989,0.097956888,0.10127748,0.094162294,0.10179779,0.078242289,0.392211268048644,0.273560313543718,4.09169168413247
"T7254",0.066257996,0.045903698,0.084480306,0.083804634,0.084342832,0.124666383,0.086014562,0.411786368553536,0.222952163850271,3.8558848826064
"T7255",0.075680698,0.064275637,0.08560878,0.089987756,0.08833058,0.151474769,0.087118403,0.207630337229513,0.81467097029132,6.61297677383112
"T7257",0.054660502,0.080003677,0.083632741,0.090939968,0.079297746,0.258439675,0.065017982,0.321909696868465,0.462365279382195,4.97142143865412
"T7448",0.067895075,0.072836462,0.078622021,0.078496322,0.079954049,0.473923266,0.42372081,0.0107833122566624,2.29791505052182,13.5240977011968
"T7450",0.063798896,0.066626097,0.092029285,0.085987399,0.085644725,0.454041541,0.384861024,0.22621384481376,0.751373860316737,6.31804623123349
"T7452",0.068956016,0.070495691,0.089731683,0.078284373,0.077939454,0.291194224,0.21611533,0.00410407499646054,2.64338559200484,15.1338049104517
"T7259",0.086857201,0.054959526,0.09323128,0.080880397,0.084015442,0.334459922,0.197612916,0.302869662375177,0.516164782799344,5.22209823480918
"T7260",0.060540013,0.06806225,0.092506239,0.086231223,0.086523712,0.285899123,0.145032882,0.264787512052543,0.628654878597288,5.74624167522643
"T7261",0.070162473,0.061554675,0.099477257,0.08887997,0.087557838,0.095149887,0.087293263,0.264291968108071,0.630169126805285,5.7532972587403
"T7262",0.052128493,0.08080865,0.102528041,0.093807261,0.091643271,0.093988107,0.087543405,0.387320371781627,0.286309942705509,4.15109810960933
"T7263",0.059296928,0.060730749,0.095668115,0.088284709,0.08739364,0.08712524,0.081429598,0.351188409039019,0.382113986209507,4.59749350657181
"T7264",0.063255877,0.072692912,0.095501155,0.091326679,0.091124847,0.091892026,0.076709021,0.268087495659461,0.618607452221587,5.69942606367821
"T7267",0.05672049,0.069664764,0.101235753,0.090519401,0.09311663,0.363324523,0.075083496,0.362309123647557,0.352293386703699,4.45854552622379
"T7269",0.061428927,0.068879836,0.104756027,0.086746025,0.086787825,0.252287797,0.075387855,0.253109725081821,0.664735864875633,5.91435969617246
"T7270",0.035496223,0.072276013,0.090686177,0.085423862,0.088444143,0.269694447,0.04964709,0.493223218095512,0.0169876901532778,2.89620103593975
"T7454",0.053808134,0.080458835,0.092852155,0.078420973,0.090929952,0.42721192,0.380227842,0.332912586508522,0.431884758233239,4.82939857782003
"T7456",0.05535776,0.055223631,0.078189981,0.075665537,0.076431528,0.463319854,0.165201417,0.283999562501625,0.571000763931874,5.47760446054026
"T7458",0.074077317,0.057648193,0.076282813,0.074764254,0.076342161,0.42516341,0.106166427,0.129632473852255,1.12813017380003,8.07352833787832
"T7460",0.062705724,0.069103057,0.077791459,0.078487591,0.079107443,0.415021742,0.225116782,0.0864806635454618,1.36274995833726,9.16673054545921
"T7462",0.06525689,0.081877872,0.081909844,0.081316906,0.095147673,0.392509947,0.319918512,0.207565954526629,0.814895884617918,6.61402475381643
"T7464",0.07547802,0.065744803,0.081584608,0.08050971,0.08035841,0.421022401,0.165547619,0.0412808157388455,1.7360124598178,10.9059333643116
"T7272",0.043363279,0.070045397,0.096247025,0.087943122,0.087734065,0.088928594,0.047825225,0.446951240911914,0.133367835324533,3.43847001752093
"T7273",0.060822549,0.061420118,0.100224594,0.096607732,0.110181915,0.220402205,0.052855854,0.459872792494352,0.100754199836466,3.28650798932661
"T7275",0.079270346,0.068786415,0.084016645,0.085936706,0.086380178,0.413596956,0.075223912,0.0682135496955062,1.48922891387917,9.75605456041248
"T7276",0.056250519,0.085553376,0.085859148,0.088444036,0.088635314,0.43234572,0.069714522,0.314024179473229,0.484475625198985,5.07444377713665
"T7466",0.066994238,0.0679261,0.07721277,0.076640637,0.078380507,0.418108413,0.204097146,0.0201382677430159,2.05090154688893,12.3731474179272
"T7468",0.069890588,0.069860812,0.100855845,0.082569209,0.081104853,0.403282625,0.364240003,0.0405753536513895,1.7440480744883,10.9433750136354
"T7277",0.086947263,0.05372709,0.108506497,0.07752011,0.077477667,0.378824863,0.283862494,0.303519880520536,0.514303577282318,5.21342601654767
"T7278",0.071912067,0.058366919,0.114116654,0.082958022,0.088268636,0.38754686,0.29119417,0.26819959742879,0.618267237135319,5.69784084406813
"T7279",0.105558061,0.088170154,0.101384738,0.081247247,0.081952148,0.367813137,0.182437127,0.138477447643192,1.08718536956832,7.88274753708882
"T7280",0.076412696,0.094547496,0.096116931,0.080502292,0.081254645,0.380376262,0.210442835,0.0481332143912701,1.66322987927491,10.5668056224639
