"","ibaG","mlrA","murA","obgE","rplU","rpmA","yhbE","pval","z","inv_cof_var"
"T2670",0.364966152,0.053521315,0.369638422,0.364171144,0.356735926,0.361017549,0.363620567,1.90447562356125e-225,32.0328196539816,84.6671324379641
"T2671",0.363076401,0.049188074,0.363072324,0.322586498,0.352287263,0.351263548,0.373191638,6.5604959839952e-13,7.09302692134118,20.2517529657092
"T2672",0.355474214,0.051037097,0.34460961,0.282554955,0.360145802,0.313743307,0.337396862,0.000138957747071076,3.63506042005906,11.3203946833723
"T2673",0.320278434,0.046907592,0.346624079,0.206510309,0.344352203,0.216554614,0.321841864,0.152510814030459,1.02572414905403,4.58090859905021
"T2677",0.471506119,0.039996405,0.331510557,0.230707759,0.567799063,0.20670489,0.215407073,0.454131469070001,0.1152298515621,2.22925169840935
"T2679",0.280564485,0.066613252,0.308287697,0.101680602,0.280080582,0.259924792,0.318533202,0.305402711644661,0.508924104649759,3.24609915101456
"T2680",0.287533856,0.060283611,0.300402388,0.211315417,0.280538551,0.251706175,0.341946865,0.0456513642591906,1.68856549118744,6.29291868033455
"T2681",0.252357773,0.054481351,0.294388452,0.209667494,0.231496628,0.336234384,0.306535657,0.0771533604273129,1.42448293739406,5.61083691257634
"T2682",0.313468164,0.084372857,0.308977599,0.327777932,0.271352861,0.324863954,0.322825886,2.71367629835618e-07,5.01055414167752,14.8730685563912
"T2683",0.299039958,0.055293223,0.3125345,0.246797731,0.289995442,0.258605567,0.310160725,0.000496917616486444,3.29226611437742,10.4350134166502
"T2684",0.316899117,0.073498962,0.330460804,0.333744813,0.295749651,0.301282875,0.287555194,1.17453241220035e-08,5.58410520432847,16.3544565431896
"T2685",0.342542434,0.06581946,0.329525708,0.342788361,0.282324494,0.343628242,0.319095315,2.47655126249913e-06,4.56676436717742,13.7268326178335
"T2686",0.304132876,0.071435434,0.298532734,0.302357532,0.246694181,0.300832628,0.258499588,0.000179051882142335,3.56917748743772,11.1502299129172
"T2687",0.296276691,0.077694376,0.294522112,0.294975528,0.249276222,0.296740136,0.26734753,1.28432988179075e-06,4.70260267390313,14.0776806047598
"T2652",0.255308397,0.045725257,0.295092426,0.092900168,0.292337304,0.060253427,0.276070599,0.490464641113776,0.0239038764250041,1.99337173712841
"T2428",0.415114323,0.029506704,0.345681017,0.21070277,0.270856421,0.522513724,0.202912325,0.39507471690973,0.26611657019945,2.61896725629479
"T5731",0.165817097,0.203951786,0.117438641,0.103735363,0.126230642,0.10405918,0.206448547,0.290010423443208,0.553354268981332,3.3608549521599
"T5733",0.183971301,0.161766493,0.095746103,0.086903036,0.094295769,0.087433217,0.091356266,0.368178496125889,0.336681524672123,2.80122491851869
"T5735",0.215168793,0.088175052,0.090634548,0.086892419,0.223243356,0.143473117,0.086867259,0.459555799170899,0.101552859809721,2.19392627998213
"T5764",0.080796367,0.342884672,0.130332413,0.106193356,0.064138291,0.20417863,0.099922911,0.441956194547295,0.146011399854678,2.30875537092443
"T5768",0.091345752,0.364188237,0.136915076,0.118086519,0.121625618,0.252893103,0.098497698,0.442939086165726,0.143521702789699,2.30232489321634
"T5770",0.082488103,0.356454776,0.126244712,0.104516623,0.074017886,0.109079693,0.099872995,0.0974222424112029,1.29638033166151,5.27996896799847
"T2431",0.442047672,0.227173386,0.342001472,0.200861423,0.618909863,0.551327004,0.188567916,0.460912791727049,0.0981343856988977,2.1850969240438
"T2432",0.440053284,0.223981657,0.320620162,0.169795532,0.521720951,0.554440791,0.150210918,0.480027469675214,0.0500846406649032,2.06099234173671
"T2429",0.437706316,0.059096675,0.335412319,0.1899808,0.386126777,0.579786968,0.186296088,0.438564445295886,0.154609867263684,2.33096379691131
"T2430",0.425491303,0.02593083,0.329577812,0.189593867,0.363034577,0.590404725,0.182126938,0.44979106962297,0.126189226443645,2.25755795978615
"T2433",0.437409115,0.206738548,0.315029452,0.17686206,0.467564171,0.540726009,0.149229564,0.464361815451192,0.0894508274045648,2.16266872230631
"T2434",0.461199614,0.22411933,0.309001481,0.177154233,0.45249479,0.576391357,0.148132504,0.478692911215228,0.0534343682283715,2.06964413665909
"T2339",0.385196012,0.132873354,0.362623805,0.067414793,0.153557068,0.349696286,0.234607718,0.488614563869918,0.0285429312983437,2.00535365226549
"T2340",0.355164576,0.132873354,0.374808345,0.061207763,0.183096082,0.325957885,0.177413071,0.493233188265003,0.0169626950435278,1.97544380815696
"T5527",0.060722571,0.278044844,0.096773045,0.133314697,0.097845433,0.09254219,0.068780473,0.261878749485862,0.637564057386887,3.57835497445651
"T5529",0.057000097,0.276071131,0.149975736,0.126960467,0.07538852,0.073390197,0.106074329,0.376828921207278,0.313819882798228,2.74217706064541
"T0070",0.297248486,0.132873354,0.295374011,0.180387926,0.058056738,0.35583554,0.176293886,0.476657623919662,0.0585440851234387,2.08284169432607
"T0064",0.340682289,0.132873354,0.156562264,0.124405278,0.164729019,0.313567566,0.120157923,0.477270778328931,0.0570045675791734,2.07886537391791
"T0065",0.304102848,0.132873354,0.195056428,0.141546537,0.279062256,0.418078907,0.160567376,0.430261700125042,0.175707936041424,2.38545663576603
"T0604",0.39675924,0.034509916,0.340655254,0.164226888,0.384167562,0.55583706,0.195096138,0.434490002645479,0.164954232958262,2.35768159079032
"T0605",0.402104122,0.031836308,0.335209197,0.155699359,0.37103227,0.557442226,0.185220507,0.449987088861315,0.125693966880373,2.25627878585526
"T0606",0.395987801,0.045475744,0.321341389,0.1672175,0.36465189,0.548875215,0.192021069,0.434669974328439,0.164496948646685,2.35650050068373
"T0584",0.435433375,0.035167457,0.342753778,0.16611198,0.168516481,0.527552756,0.178778208,0.498307141967279,0.00424337854428504,1.94259190727271
"T0587",0.410347549,0.061671163,0.309018007,0.166069952,0.225162939,0.526403657,0.165817928,0.478195545580204,0.0546829020582217,2.0728688940296
"T0595",0.460048218,0.080116702,0.357491321,0.161033559,0.245638987,0.556870495,0.156221968,0.494506786693126,0.0137698789313408,1.96719728968519
"T0577",0.230387519,0.02777479,0.276778189,0.163032963,0.341952879,0.347578131,0.159190313,0.334873442475667,0.426495419558553,3.03319942540458
"T0578",0.075594256,0.039159688,0.263689383,0.159350572,0.324614628,0.123945197,0.153697768,0.492774916911575,0.0181115876967882,1.97841120876954
"T0580",0.334641702,0.065008436,0.304404938,0.165354217,0.375916948,0.446502544,0.164815146,0.394592138867624,0.267370022971652,2.62220471848373
"T0581",0.339973472,0.157824598,0.29553983,0.157126747,0.390051779,0.436892655,0.15769263,0.409793808345409,0.228075409498244,2.52071319987971
"T0582",0.335474131,0.087675318,0.304544977,0.15476517,0.362209163,0.460470925,0.156468596,0.419619399114311,0.202867242931342,2.4556046549686
"T1947",0.43333124,0.132873354,0.330619809,0.162706747,0.308996977,0.570417388,0.139814145,0.491082046148343,0.0223558573214501,1.98937345859199
"T1096",0.224914428,0.132873354,0.141110642,0.095810409,0.118878478,0.307340743,0.296398689,0.466884804325043,0.0831030399867632,2.1462734322688
"T1094",0.287393131,0.132873354,0.232196672,0.180775534,0.154744979,0.202852377,0.209213789,0.148654575735328,1.04222116729694,4.6235176817186
"T0112",0.178378806,0.132873354,0.212798037,0.297116134,0.255079167,0.173671359,0.286672762,0.173390334833087,0.940852075965309,4.3616980044308
"T0113",0.211123487,0.132873354,0.208158931,0.092612565,0.252222164,0.357701743,0.236661825,0.390338444433659,0.278437040699699,2.65078900361475
"T0114",0.23860735,0.132873354,0.248570484,0.256713387,0.210839311,0.355022836,0.277798436,0.0929166080214061,1.32300650061003,5.34873997965435
"T0115",0.298367507,0.132873354,0.288007748,0.212255922,0.288535558,0.103210065,0.195417771,0.335280906409367,0.425377078305483,3.03031093402984
"T0116",0.19180271,0.132873354,0.197881913,0.217554624,0.251223519,0.496053614,0.242418005,0.441271041070666,0.147747450911696,2.31323930504609
"T0117",0.303686227,0.132873354,0.282350967,0.259215155,0.273758434,0.291973295,0.250166703,2.15234677121178e-06,4.59610136000923,13.8026052413711
"T0101",0.095005286,0.06419525,0.20151034,0.069704282,0.218114896,0.125532503,0.222419133,0.440287630725194,0.150240009050697,2.31967717243744
"T0118",0.141917464,0.132873354,0.259585738,0.206102067,0.291710796,0.069635141,0.211978484,0.42150468304735,0.198045626209984,2.44315121262826
"T0119",0.180864186,0.132873354,0.184593215,0.260553832,0.298131021,0.218407544,0.245189656,0.112184503630968,1.21499235485434,5.0697572205828
"T0094",0.354657301,0.037054195,0.198279366,0.357653198,0.349335156,0.358534384,0.280961156,0.128619929329495,1.13293902875031,4.8578269854516
"T0095",0.320158278,0.058967766,0.123182201,0.306946452,0.349286611,0.291347845,0.265390495,0.27808525291391,0.5885390872979,3.45173154635701
"T0110",0.171363378,0.132873354,0.224466605,0.232697024,0.248601896,0.104915115,0.249769479,0.258297890218876,0.64860181750858,3.6068636920062
"T0111",0.166201558,0.132873354,0.179648456,0.21336083,0.225215511,0.134265928,0.272977716,0.205713989293914,0.82138329003038,4.0531297952405
"T4090",0.111428758,0.324943386,0.132750294,0.134282927,0.191978365,0.319394278,0.110576033,0.478256455087489,0.0545299967633582,2.07247396482159
"T7010",0.104933213,0.24412925,0.095682261,0.098782905,0.203167297,0.197330947,0.10033215,0.402589161015368,0.246651012023869,2.56869092360986
"T2254",0.112080061,0.066928856,0.129649711,0.090516943,0.036074594,0.174098904,0.130165968,0.424938625844779,0.189275046675184,2.42049824935057
"T2258",0.378767219,0.074482827,0.470760379,0.470154556,0.450845387,0.372341513,0.118764062,0.36612765307303,0.342127017213832,2.81528972941138
"T2259",0.153396941,0.132873354,0.158705979,0.49226516,0.282049455,0.401773601,0.26899123,0.460802737188899,0.0984115868363251,2.18581288895373
"T2768",0.053491886,0.132873354,0.129205338,0.227265945,0.20002508,0.256336527,0.281824593,0.453193238667706,0.117597637025936,2.23536729851865
"T2764",0.15703898,0.132873354,0.268069392,0.263897443,0.065561792,0.29772546,0.290096371,0.425819784031269,0.187026866648734,2.41469157039865
"T2770",0.287820092,0.132873354,0.129194568,0.224038836,0.187922833,0.199114017,0.11904964,0.331306218694871,0.436309159197194,3.05854669952356
"T2765",0.282042699,0.132873354,0.324807937,0.301003914,0.304716834,0.275975636,0.326566526,6.88589436247038e-07,4.82827924547442,14.4022825024308
"T2771",0.204114975,0.132873354,0.203842557,0.265145025,0.179913227,0.239384767,0.068251122,0.363709591691051,0.348560637233987,2.83190671093248
"T2766",0.112178049,0.132873354,0.285108706,0.261377996,0.28112761,0.263043539,0.327671813,0.278637994617339,0.586892377839077,3.44747836687762
"T2767",0.316141532,0.132873354,0.293920461,0.250096135,0.298771176,0.261035499,0.288318678,9.91724401326248e-05,3.72111525682984,11.5426601618964
"T2773",0.185513337,0.132873354,0.185129509,0.245744405,0.183633175,0.220852279,0.199525127,0.0085144007405304,2.38608528515478,8.0944974945406
"T2763",0.334736234,0.132873354,0.339565065,0.322775907,0.338245327,0.300719041,0.169349745,0.154884696879305,1.01570603404988,4.55503345700284
"T2769",0.290147401,0.132873354,0.200035447,0.182889757,0.184934515,0.241747755,0.124127339,0.259133706040177,0.646018441956837,3.60019125818653
"T0413",0.340894564,0.132873354,0.088321909,0.397381452,0.218479791,0.341376389,0.14707076,0.477894666888012,0.0554382372079017,2.07481980039105
"T0408",0.261179353,0.132873354,0.045390175,0.119291883,0.135642943,0.182916252,0.116449937,0.493411043944264,0.0165168144975859,1.97429217209991
"T1772",0.328363035,0.132873354,0.250398435,0.102968605,0.09029644,0.180625905,0.196727042,0.469324607046999,0.0769677330491033,2.13042694433665
"T1773",0.269280387,0.132873354,0.332395101,0.07115848,0.092151743,0.236897856,0.245883722,0.488252695019009,0.0294503834383218,2.00769745177402
"T1774",0.271726906,0.132873354,0.326872886,0.068224258,0.086836965,0.26228621,0.259239241,0.493192638371576,0.017064353264899,1.97570637460955
"T1775",0.33218516,0.132873354,0.339939321,0.086998505,0.093686836,0.253123116,0.243658429,0.48667852171569,0.0333982020364689,2.0178940173916
"T1782",0.24494421,0.132873354,0.208187525,0.163599268,0.188112526,0.296147685,0.279598078,0.169998814292357,0.954169938756603,4.39609585186511
"T1783",0.207555875,0.132873354,0.215190594,0.263450087,0.17153559,0.320517515,0.258571233,0.1535489261086,1.02133056032263,4.56956068255338
"T1784",0.323716398,0.132873354,0.215650956,0.319357549,0.215216942,0.29262198,0.310011237,0.0829172137968883,1.38571342365127,5.51070164014371
"T1785",0.204380712,0.132873354,0.275946965,0.148331568,0.158123561,0.351439322,0.266639919,0.34049476990541,0.411113188454427,2.99346965441873
"T1786",0.129637996,0.132873354,0.226757099,0.103917373,0.162207538,0.31507197,0.272835833,0.425586794546831,0.187621221787583,2.41622669188987
"T1787",0.297844013,0.132873354,0.23916381,0.118116476,0.171311388,0.306916567,0.283333114,0.326834983108991,0.44866967128032,3.09047186766114
"T1794",0.137532632,0.132873354,0.282351975,0.237384569,0.12734302,0.319393605,0.263801911,0.354502761624442,0.373192035774813,2.89552555896979
"T1797",0.194186232,0.132873354,0.285065891,0.086024206,0.120684515,0.323786548,0.258064325,0.452435187957184,0.119511189144695,2.24030968866564
"T1798",0.230442855,0.132873354,0.275186342,0.099243214,0.118258733,0.320448275,0.258942018,0.422285906584412,0.196049000593974,2.43799425731199
"T1799",0.254241116,0.132873354,0.258955684,0.067807911,0.131682218,0.324675538,0.274485536,0.452232448878662,0.120023038549004,2.2416317114252
"T1800",0.299522424,0.132873354,0.320994336,0.19049534,0.133799915,0.183208922,0.253902668,0.318218587776106,0.472686056986646,3.15250223877968
"T1801",0.302634512,0.132873354,0.295063723,0.163436192,0.144700286,0.221846765,0.264632968,0.276677436827999,0.59274043899187,3.46258294622888
"T1802",0.317291336,0.132873354,0.178197188,0.231489301,0.166050209,0.243017105,0.278734387,0.203267083803008,0.830008164407256,4.07540642607873
"T1803",0.304129178,0.132873354,0.269218696,0.223841012,0.106987267,0.163830023,0.231328522,0.334980037636513,0.426202802895936,3.03244364473052
"T1804",0.305076778,0.132873354,0.234128651,0.119351778,0.139195596,0.247872416,0.223828773,0.336057955143287,0.423245832734176,3.02480627752784
"T1805",0.306652623,0.132873354,0.237659498,0.14903672,0.127625425,0.255900821,0.250914216,0.309022228022535,0.498623770445765,3.21949508322802
"T1806",0.330368875,0.132873354,0.295228457,0.038918438,0.164269206,0.329692228,0.295067471,0.478519268656742,0.0538702524890933,2.07076995395682
"T1807",0.332462515,0.132873354,0.296025942,0.07762073,0.187150366,0.32867652,0.287930582,0.41117553228846,0.224522110204791,2.51153561268722
"T1808",0.361059329,0.132873354,0.270342974,0.1794149,0.192142928,0.358770906,0.262701231,0.276099358479749,0.594468631236656,3.46704658233212
"T1809",0.316836092,0.132873354,0.356166439,0.133054597,0.124668664,0.315199531,0.272273473,0.407639112385018,0.233622285962334,2.53503986875585
"T1810",0.338407013,0.132873354,0.336866435,0.188024774,0.091896098,0.299506627,0.205117782,0.416984154842797,0.209614822861759,2.47303254325928
"T1811",0.328431229,0.132873354,0.346379339,0.140659647,0.121077244,0.325618125,0.210759326,0.423943271175309,0.191815738490324,2.42706043810445
"T1812",0.195881063,0.132873354,0.285497421,0.167231208,0.139766544,0.159645942,0.248679787,0.268895199390443,0.616157767394912,3.52306605093945
"T1813",0.095415672,0.132873354,0.273508724,0.144290563,0.134722902,0.166333935,0.247069087,0.403715645027283,0.243741164409215,2.56117526618986
"T1814",0.363981294,0.132873354,0.27174688,0.269852957,0.132420878,0.264123158,0.263835055,0.268149134117791,0.618420378220741,3.52891000227082
"T1815",0.355904467,0.132873354,0.331595179,0.243829873,0.115966219,0.319555425,0.239529012,0.334781261946366,0.426748495754232,3.033853079561
"T1816",0.069022702,0.132873354,0.298017294,0.163245791,0.109471309,0.308957326,0.237440243,0.491622211738407,0.0210015446738706,1.98587549194675
"T1817",0.351562316,0.132873354,0.337736712,0.177460269,0.109099645,0.319512918,0.227135762,0.401020032797898,0.250707753599772,2.57916881934998
"T1818",0.33662638,0.132873354,0.336353853,0.224664033,0.123274434,0.321313897,0.269076789,0.31063967790112,0.494037981679594,3.20765074567802
"T1819",0.352752631,0.132873354,0.31541207,0.197028562,0.124444775,0.362286651,0.280131813,0.353990623105734,0.374568711532398,2.89908128584714
"T1820",0.349473117,0.132873354,0.296323905,0.196662272,0.127972025,0.34734499,0.272050899,0.336201200535854,0.422853157392594,3.02379206175594
"T1821",0.219268791,0.132873354,0.267182556,0.206786457,0.128304828,0.262778281,0.261686895,0.189899022220618,0.878268466024608,4.20005484138247
"T1822",0.29408226,0.132873354,0.283289845,0.18770793,0.103446757,0.308710348,0.266910533,0.335812804203786,0.423918010925709,3.02654240315425
"T1823",0.335919958,0.132873354,0.282120047,0.192364657,0.12494009,0.214720117,0.276322858,0.318039185277738,0.473188964036549,3.15380116490974
"T1824",0.210541585,0.132873354,0.201689946,0.061992258,0.173846466,0.1398701,0.31633323,0.460886276646407,0.0982011701737862,2.18526941734954
"T1825",0.216109253,0.132873354,0.210590857,0.069643249,0.151102163,0.207049768,0.268243128,0.378420385439902,0.309632063152538,2.73136061182684
"T1826",0.209643829,0.132873354,0.169676339,0.085265164,0.130333539,0.238743901,0.246571803,0.364728576222725,0.345847730244771,2.82489971873104
"T1827",0.185788722,0.132873354,0.155050047,0.185991223,0.125037897,0.25581776,0.306400569,0.336688929797775,0.4215166446091,3.02034006922973
"T1828",0.206893672,0.132873354,0.139485041,0.231847196,0.131211492,0.222996175,0.310608242,0.321378535333545,0.463847413846086,3.12967347841176
"T1829",0.199069501,0.132873354,0.145737424,0.225158965,0.095220714,0.252344178,0.299229083,0.374981601437769,0.318687884363398,2.75475030740226
"T1714",0.178684425,0.132873354,0.266746988,0.232800595,0.041615848,0.103868882,0.22198,0.484694152700851,0.0383754866492267,2.03074952427208
"T1715",0.231816936,0.132873354,0.271743812,0.209530728,0.120785127,0.248780572,0.235022555,0.192358136207108,0.869239269684956,4.17673391346686
"T1716",0.257804165,0.132873354,0.259844161,0.198914668,0.07415959,0.242408043,0.221123015,0.341628871922037,0.408021699697436,2.98548484782669
"T1085",0.204841318,0.070183289,0.360176602,0.346295079,0.343522904,0.105356491,0.23590859,0.395803231595046,0.264225110301281,2.61408192671714
"T1086",0.252602968,0.066033632,0.153519666,0.25208065,0.335262359,0.207229906,0.234121999,0.212769234361979,0.796849455455823,3.98976293886879
"T1067",0.281880963,0.132873354,0.278495653,0.203942106,0.191976622,0.071613656,0.196918302,0.388217145564238,0.283968799565467,2.66507662622282
"T1068",0.24474644,0.132873354,0.293561977,0.198562126,0.236898807,0.137349765,0.201926216,0.195437641829343,0.858031112794238,4.14778508911054
"T1069",0.338181955,0.132873354,0.379589161,0.166074743,0.28489253,0.180622992,0.176077933,0.376923309186128,0.313571354993748,2.74153515423478
"T1070",0.33455658,0.132873354,0.371577455,0.18030789,0.297594923,0.151187802,0.179214298,0.38348696969383,0.296335419177097,2.69701756910121
"T4795",0.137632928,0.116919755,0.080905536,0.07151666,0.069902604,0.081101163,0.069376991,0.30679324232927,0.50496063520337,3.23586216183214
"T4797",0.156204913,0.126561673,0.10395271,0.06232188,0.094814918,0.095264083,0.071084243,0.346632559742363,0.394427939535077,2.95037440289636
"T4796",0.099377122,0.116365913,0.106903058,0.101073907,0.132761241,0.100889802,0.094112399,0.0131551024752261,2.22160214267874,7.66966461188733
"T4798",0.175773593,0.144447015,0.111306449,0.094873072,0.096051307,0.127731938,0.095030303,0.248167640033564,0.680267214155664,3.68865019933718
"T4800",0.118111198,0.165095966,0.093008115,0.099860729,0.245010967,0.124196306,0.08825093,0.463074225062011,0.0926917515311405,2.17103949586053
"T4807",0.090665578,0.111042965,0.070667792,0.068763604,0.070759346,0.113857855,0.068985028,0.169543080921165,0.955972433506706,4.4007513991092
"T4808",0.109147355,0.112435355,0.083293289,0.060650079,0.141799957,0.110717607,0.056790984,0.360941840809013,0.355942427017625,2.85097265888141
"T4809",0.148967098,0.155538269,0.07530578,0.07499719,0.159680621,0.148814742,0.068191676,0.402781625880859,0.246153704187184,2.5674064593259
"T4811",0.099312899,0.177917515,0.124485023,0.08862164,0.140248133,0.146644334,0.085973814,0.17846307394171,0.921238066881991,4.3110382474866
"T4812",0.116554521,0.180768402,0.137124299,0.097121026,0.220707122,0.100652981,0.097801486,0.385268270851975,0.291673148006908,2.68497569009083
"T4801",0.18766623,0.155051253,0.108780801,0.085195918,0.107439156,0.134207061,0.110179381,0.280588311105815,0.581094712274797,3.43250395103624
"T5743",0.158083917,0.12119745,0.130125956,0.121200998,0.161412215,0.158364763,0.1317269,0.00847057035652396,2.38798266788802,8.09939812182633
"T5745",0.189455665,0.152343911,0.089787982,0.088266535,0.231039915,0.146760236,0.087969386,0.44752943419269,0.131905714783465,2.27232270821873
"T5747",0.285596447,0.186290916,0.169670068,0.1129116,0.312753973,0.193766908,0.114370586,0.437347477243609,0.15769777418958,2.33893935222321
"T5755",0.217395741,0.189653753,0.124345845,0.149652691,0.114109827,0.145420741,0.158197134,0.191774751481077,0.871374869121878,4.18224981528709
"T5757",0.162686673,0.267410186,0.101278393,0.153200954,0.250877463,0.179647364,0.090078228,0.385391922702006,0.291349745417265,2.68414039443471
"T6894",0.133301239,0.317360729,0.114272035,0.142144235,0.297552993,0.229070075,0.119709575,0.438792629085324,0.154031043907569,2.32946879145832
"T6896",0.10945669,0.317581578,0.084419609,0.14017031,0.314326405,0.187887241,0.131752836,0.496347455277552,0.00915569978959552,1.95527962446821
"T6898",0.127881918,0.320331566,0.124401915,0.130419727,0.279194838,0.161488713,0.128431315,0.395329137939959,0.265455903017651,2.61726086171177
"T6902",0.127881918,0.320331566,0.124401915,0.130419727,0.279194838,0.161488713,0.128431315,0.395329137939959,0.265455903017651,2.61726086171177
"T0869",0.191801774,0.0476917,0.223172842,0.196951327,0.370590837,0.048872739,0.20005287,0.488660785128849,0.0284270247703602,2.00505428478223
"T0870",0.071457796,0.052986234,0.21562,0.195679072,0.260373377,0.194005205,0.193467358,0.339356560178596,0.414219830155139,3.00149359857019
"T0871",0.198674301,0.05063738,0.197103455,0.226028325,0.103879456,0.193055895,0.222561403,0.182363526648929,0.906394555910772,4.2726999019293
"T0872",0.285441144,0.030214607,0.28469895,0.227925133,0.294485933,0.223555334,0.233876895,0.0114155688380933,2.27624854857276,7.81080728336796
"T0873",0.177220119,0.047836172,0.198601337,0.16591792,0.316629957,0.203664038,0.198489138,0.225798122938842,0.752756508697425,3.87587811520805
"T0874",0.224433313,0.046104219,0.221299942,0.152525106,0.349561364,0.086822631,0.194843616,0.437284415598386,0.15785782609875,2.33935273995963
"T0896",0.114517845,0.064864726,0.397213611,0.41182812,0.592309556,0.410816116,0.58979836,0.427825869795023,0.181912060398769,2.40148086776569
"T0900",0.345864735,0.041546952,0.415386796,0.395284069,0.620110129,0.337938102,0.592640447,0.254291647693344,0.661045249394967,3.63900302834678
"T1658",0.329261925,0.069311663,0.301717485,0.19986657,0.1217154,0.089668052,0.218423217,0.456671902969591,0.108821833615403,2.21270084282981
"T1659",0.333596753,0.056725259,0.311577649,0.199064453,0.107370325,0.122718147,0.231814943,0.440091343338965,0.150737631585511,2.32096244953487
"T1660",0.3237139,0.079393045,0.282855075,0.196571308,0.07355293,0.213986901,0.231516113,0.40296510970488,0.245679659041944,2.56618207874483
"T2459",0.426162658,0.022608438,0.248753302,0.191050895,0.370440492,0.504540569,0.093894916,0.49280839204446,0.0180276642823225,1.978194448404
"T8308",0.303393646,0.049139656,0.415219844,0.238005495,0.360089988,0.238981007,0.155315102,0.3343100542033,0.42804259624552,3.03719552811762
"T8315",0.09950084,0.057889527,0.174727503,0.160606795,0.056051758,0.151147032,0.151826899,0.350199414446934,0.3847821448327,2.92546090290356
"T8317",0.358136499,0.069760298,0.188370446,0.138907467,0.109951851,0.325747276,0.13132487,0.496528701890961,0.00870136379066443,1.95410614936789
"T2215",0.397588179,0.023332677,0.301916535,0.193802459,0.628635842,0.499197038,0.149864177,0.493539423893059,0.0161949706404671,1.97346090239333
"T2216",0.39858288,0.029377237,0.301394243,0.176864196,0.630530084,0.502164718,0.187100589,0.483747855847352,0.040749358702542,2.03688084504014
"T2152",0.396921157,0.048040643,0.328523437,0.076568611,0.427413054,0.503571563,0.169428543,0.498194306035863,0.00452621900030709,1.94332243761432
"T2126",0.388884601,0.064514676,0.32207294,0.183546745,0.623299618,0.483168935,0.183463784,0.472591527814573,0.0687569879938899,2.10921994136949
"T2115",0.348713435,0.097733903,0.286990768,0.11665961,0.562082704,0.445944593,0.178042058,0.497793835174679,0.00553006331588112,1.94591520224601
"T2136",0.392791149,0.065615976,0.325733341,0.183911095,0.609772155,0.482318208,0.179532457,0.467615049100396,0.0812663953418184,2.1415296814675
"T2129",0.368257056,0.126921571,0.299026205,0.113643741,0.431153758,0.461160803,0.16930505,0.461905563983502,0.0956341673127786,2.17863927149505
"T2130",0.378977808,0.072661524,0.307003286,0.166414373,0.624489603,0.478634967,0.165828081,0.495086766435532,0.0123159615189531,1.96344206032767
"T2119",0.370199502,0.051119956,0.31872852,0.139999737,0.266909292,0.518084408,0.200350383,0.449269897456389,0.127506163904361,2.26095939247577
"T2124",0.359570754,0.057955663,0.28929907,0.172990197,0.614480603,0.461173929,0.169405066,0.491002815950417,0.0225545080531393,1.9898865407335
"T2108",0.340433205,0.162605306,0.274660652,0.199822477,0.23820098,0.417438801,0.16138589,0.355968439833325,0.369256052177927,2.88535956121239
"T5290",0.095267959,0.33639466,0.133068647,0.131157296,0.112695647,0.143477424,0.136599193,0.0253292004435383,1.95436217303797,6.97942775871435
"T5292",0.088034916,0.341710257,0.07147383,0.060216829,0.113442023,0.153226569,0.069482203,0.392023768383601,0.274048257226325,2.63945349830844
"T5294",0.105812807,0.337903596,0.094308172,0.027611323,0.140375825,0.151359293,0.102741661,0.431224754806051,0.173256887901977,2.37912598187087
"T5298",0.09959038,0.337645282,0.144882342,0.14981179,0.107489483,0.112125219,0.149290528,0.0845127475458819,1.3753418262205,5.48391351117252
"T5300",0.092491886,0.340040429,0.081505793,0.049263877,0.128350089,0.165321622,0.074671699,0.433001567344833,0.16873748253795,2.36745310172172
"T5302",0.101301071,0.328787074,0.099137059,0.01782178,0.116929434,0.173624024,0.096892791,0.486092746701978,0.034867377960852,2.02168865697402
"T5304",0.107243877,0.344238354,0.087818778,0.050131111,0.150454212,0.144458596,0.157294554,0.37520528635575,0.318098036862521,2.75322682839796
"T5306",0.100572782,0.340612414,0.103243991,0.104828364,0.065999925,0.182715178,0.175641382,0.393734195955592,0.269599491078596,2.62796306762759
"T5308",0.098342925,0.355983596,0.122277497,0.094829073,0.069328527,0.168475935,0.150588231,0.318036931734337,0.47319528200525,3.15381748318294
"T5310",0.093647746,0.346975507,0.120886475,0.10989834,0.081311192,0.152433423,0.146665019,0.195883012915685,0.856419059759087,4.14362142146896
"T5312",0.108835144,0.34209722,0.101584773,0.070818813,0.073009013,0.182996827,0.161698492,0.410605451374192,0.225987808151447,2.51532126922566
"T5314",0.102416388,0.340917182,0.103194047,0.088521975,0.076760161,0.159426214,0.155061001,0.299786848040117,0.525013658441266,3.28765582007471
"T5316",0.097418844,0.350853125,0.139196982,0.084537465,0.063824597,0.168536173,0.172439734,0.38985855366412,0.279687711107381,2.65401927941412
"T5318",0.088411346,0.346725848,0.105849989,0.099293867,0.081306554,0.165216164,0.16426366,0.322986652864772,0.459363289649639,3.11809172371109
"T5553",0.094197022,0.075910373,0.104663201,0.108143561,0.077718831,0.086794009,0.084802625,0.0114782776846997,2.27415688706834,7.80540486599509
"T5555",0.101209378,0.297025247,0.090051215,0.114774104,0.212885475,0.303356234,0.140175568,0.498490276164208,0.00378432548629126,1.94140624878526
"T5557",0.091208078,0.249347087,0.147377804,0.122921777,0.19325632,0.25549214,0.168944458,0.362517661550773,0.351737248544507,2.8401113750689
