"","asnB","clpP","clpX","gadX","glsA","lon","uspE","ybaT","pval","z","inv_cof_var"
"T2420",0.078352748,0.264924882,0.392273377,0.18779207,0.138763495,0.230200109,0.29564369,0.070333592,0.400876049553389,0.251080206045952,1.75571879172985
"T0320",0.038653777,0.221698406,0.240173503,0.185531234,0.08246867,0.247627012,0.199122161,0.108316806,0.295210508467144,0.538226022167577,1.92486484197168
"T4080",0.348582901,0.338948085,0.281281288,0.115232516,0.160417616,0.14536869,0.176778988,0.05840398,0.265391083492365,0.626812472216316,1.97704755643039
"T4082",0.166147372,0.307452421,0.147403945,0.118999323,0.160965291,0.146708991,0.176187331,0.134567446,0.00931482018294818,2.35286012662069,2.99379280180773
"T5662",0.20696245,0.103399654,0.227127153,0.141056463,0.087182269,0.170782049,0.130484796,0.180804637,0.00886000310050452,2.37141741564837,3.00472415433317
"T5668",0.071434566,0.157843928,0.152319541,0.180129518,0.096874214,0.11605285,0.24350131,0.100858863,0.104994558686437,1.25359536337134,2.34626014615211
"T5670",0.093152876,0.158691025,0.31648961,0.165730117,0.066485217,0.28465268,0.306121271,0.077374435,0.473498953664529,0.0664772024921888,1.64697658773176
"T2668",0.075848733,0.163901721,0.234811732,0.166466801,0.068120539,0.132158325,0.270858984,0.069131311,0.400409539925151,0.252287201666652,1.75642978430031
"T2669",0.080487772,0.20092924,0.323545476,0.168114648,0.072425224,0.286349775,0.270981759,0.07365531,0.44211877008834,0.145599528556064,1.69358436743203
"T2670",0.098900745,0.240413103,0.154698117,0.080972081,0.094645446,0.36413534,0.260220191,0.097448163,0.372494952339849,0.325252596252301,1.79941076332064
"T2671",0.102641715,0.258325694,0.21661152,0.159398454,0.093507764,0.328833837,0.271486628,0.096047517,0.249146925507465,0.677176697087594,2.00671509547215
"T2672",0.081930021,0.267902806,0.120753191,0.073500454,0.077735988,0.314011277,0.272096519,0.078824834,0.483661711183614,0.0409654716592831,1.63194865327149
"T2673",0.077116431,0.103967195,0.10392972,0.115277756,0.070599223,0.158931432,0.253459279,0.07195128,0.367037083566464,0.339711013230402,1.80792763519301
"T2649",0.082869222,0.118646932,0.110500802,0.334377325,0.057151343,0.273259344,0.174260129,0.058055477,0.488920230437902,0.0277764349744876,1.62417952227087
"T2661",0.071199415,0.08558533,0.082680396,0.076872625,0.068839605,0.115453176,0.152725014,0.071509363,0.00948989123161625,2.34592782339984,2.98970926082245
"T2662",0.064542915,0.094751807,0.130292042,0.062966921,0.062471696,0.150660955,0.139370957,0.064699029,0.0441488946185835,1.70444603791782,2.61183814369499
"T2436",0.074426934,0.202698305,0.122469715,0.113858673,0.061649658,0.184153599,0.206927386,0.066540388,0.255332561968098,0.657802381463455,1.99530246544249
"T5731",0.116599018,0.191109588,0.209116285,0.092759369,0.204606227,0.131712146,0.258786633,0.246679892,0.000306540392587158,3.42576046994855,3.62579523815921
"T5733",0.09582981,0.144342448,0.30022766,0.114933738,0.129616118,0.122836615,0.184450473,0.169574619,0.0773497979406097,1.42312612620854,2.44612389940369
"T5735",0.103277822,0.089720615,0.268983037,0.129378526,0.151471025,0.162755195,0.180157173,0.146460229,0.033760416674442,1.82819138607821,2.68473155081419
"T5762",0.147891669,0.138466058,0.121462048,0.149851069,0.227682326,0.176297583,0.123699353,0.307889359,0.0456918415625316,1.6881435143653,2.60223498281621
"T5764",0.119615604,0.21392797,0.057331842,0.154569878,0.222249021,0.143058658,0.075787011,0.298150341,0.336827809403488,0.421136213947869,1.85589194572182
"T5766",0.090520233,0.249751518,0.145605699,0.152430186,0.219401104,0.165585946,0.141812343,0.303217764,0.0505334841598909,1.63970283924838,2.57370052956267
"T5768",0.050984344,0.25336808,0.064312201,0.155238704,0.215920803,0.187758492,0.065944993,0.29344809,0.496583595918782,0.00856375974120262,1.6128621080937
"T5770",0.074357401,0.258845807,0.052873248,0.148340126,0.219112785,0.168964496,0.106915769,0.303533514,0.392924528233659,0.271704739874205,1.7678678750153
"T2431",0.110796103,0.096273246,0.429274541,0.325125369,0.265776572,0.28641417,0.327984989,0.26074294,0.173796870034799,0.939266877366283,2.16110187846651
"T2432",0.088167237,0.044046198,0.266211802,0.325786574,0.266782101,0.222863134,0.323949203,0.275192129,0.240041552079073,0.706168906677955,2.0237932399711
"T2433",0.083629259,0.072816123,0.1408113,0.290009459,0.167937751,0.089370952,0.292958447,0.147790994,0.324319456832039,0.455653849355292,1.87622489631714
"T2434",0.088332221,0.175459047,0.190987683,0.293142187,0.204680048,0.071165531,0.291272168,0.189009242,0.110601230820056,1.22333693666093,2.32843612407954
"T2435",0.09420213,0.274555227,0.113510824,0.291684001,0.143303465,0.27403589,0.30709379,0.058736366,0.383898304496375,0.295258247628453,1.7817422990267
"T5527",0.100653612,0.288491422,0.358618637,0.182008898,0.244756225,0.056136017,0.315518445,0.107783684,0.404889870342275,0.240710189995081,1.74961023239355
"T5533",0.052921347,0.290121153,0.35614314,0.176290462,0.243662551,0.07242392,0.327390998,0.314800485,0.304255548785842,0.512199922173079,1.90953391332808
"T5529",0.097932977,0.283840892,0.290104826,0.19200969,0.249536652,0.071230746,0.29470495,0.293634548,0.118646067172117,1.18178219507868,2.3039578972943
"T5531",0.1178292,0.277226654,0.336970436,0.171506976,0.197592389,0.141867346,0.309969255,0.074376934,0.230974903445773,0.735640009844174,2.04115348141276
"T0066",0.3886821,0.401240381,0.40112658,0.305154861,0.402527608,0.382530468,0.088162885,0.043905844,0.329918517620531,0.440138173823278,1.86708523595739
"T0067",0.378913828,0.407830528,0.413673727,0.269852536,0.399167288,0.399065026,0.087525164,0.040698046,0.343542898235229,0.402813000593595,1.84509847776023
"T0068",0.427943841,0.336168955,0.421905631,0.218121322,0.417509207,0.425877064,0.095546696,0.034786948,0.36398785410505,0.347819547788412,1.81270404674677
"T0070",0.057865843,0.145403287,0.253898751,0.344517384,0.082624768,0.106939266,0.152574085,0.082050149,0.308019732617418,0.501471308710505,1.90321411868062
"T0071",0.079082971,0.158905441,0.222377609,0.349994771,0.088113069,0.314760232,0.098795882,0.092040782,0.440539434619281,0.1496016970026,1.6959418838823
"T0064",0.361479808,0.263470333,0.233607217,0.322292189,0.331578053,0.294283908,0.078521977,0.063918656,0.268346357955899,0.617821945117068,1.97175159854749
"T0065",0.404492764,0.392032586,0.394704544,0.417958756,0.398562413,0.414909831,0.159368293,0.057429909,0.167969738641547,0.962219258173713,2.17462220277302
"T0257",0.097455488,0.265926807,0.129689157,0.116877906,0.090177064,0.070298355,0.154832897,0.04980512,0.440461438288824,0.14979940781955,1.69605834737193
"T0247",0.086520035,0.090378891,0.086785335,0.153256688,0.072226279,0.101511694,0.204603077,0.079178195,0.136245806045627,1.0973426986358,2.25421798639944
"T0248",0.105258125,0.089366493,0.08523734,0.162070518,0.090140306,0.171916603,0.204309904,0.094454651,0.0623443262774502,1.53538758055527,2.5122526066007
"T0604",0.091837167,0.071381719,0.075422195,0.156973768,0.159175378,0.071612637,0.126479188,0.026887238,0.212070149736553,0.799258909978284,2.07862881650124
"T0605",0.086015953,0.073702283,0.078307128,0.148007713,0.149326287,0.073491473,0.099914212,0.034342188,0.0767324433068607,1.42739911214867,2.44864094354619
"T0606",0.096926447,0.075315424,0.080754228,0.157156646,0.148302766,0.077726465,0.052545822,0.036012714,0.130719774328633,1.12299516325202,2.26932882147065
"T0601",0.046045217,0.100310595,0.119512169,0.104699135,0.202458242,0.09937054,0.188503623,0.042631872,0.357602373849068,0.364874958543745,1.82275070319289
"T0602",0.061443082,0.100688564,0.118568369,0.087951171,0.183056105,0.097383881,0.130882032,0.059477219,0.062275546716121,1.53594816677191,2.51258282539213
"T0603",0.059840356,0.089088634,0.104859024,0.099141145,0.197058491,0.086097258,0.154136759,0.055010288,0.220003730130379,0.77218061644108,2.06267808296464
"T0584",0.069649305,0.158685607,0.500775424,0.219436983,0.180132858,0.467090668,0.271987366,0.190443153,0.494916821453717,0.0127419838548749,1.6153233318559
"T0586",0,0.221062902,0.366117446,0.162919918,0.176259989,0.4119411,0.282383471,0.203456661,0.405841407509939,0.238255652688115,1.74816436319632
"T0588",0,0.160312027,0.265241833,0.25228174,0.172581555,0.415544054,0.289147673,0.24097381,0.430634653365648,0.174758616959551,1.71076081352732
"T0592",0.250779603,0.209487719,0.58782357,0.221783655,0.209787312,0.349155894,0.21354364,0.230996579,0.197614961050094,0.850171180294188,2.10861918707008
"T0593",0.120809281,0.232578573,0.39841739,0.184270595,0.181522039,0.341344966,0.199498955,0.234330427,0.0532818915845125,1.61383240713385,2.55846129860564
"T0594",0.146808161,0.218110065,0.425388352,0.196400548,0.175448721,0.373950135,0.220571168,0.240795242,0.0665248625650165,1.50218349903756,2.49269341776596
"T0589",0.043657345,0.209105142,0.263113532,0.323772006,0.272001955,0.152495915,0.304187507,0.323082781,0.127278671260353,1.13934966197494,2.27896259883168
"T0590",0.059094906,0.170983938,0.260303113,0.314149365,0.254411753,0.167270263,0.284050964,0.312241934,0.0760017104836052,1.43249075878789,2.45164022777705
"T0591",0.059075138,0.098694045,0.254947589,0.307116616,0.284792989,0.138071852,0.30775414,0.26472375,0.246190734844277,0.686526007770317,2.01222239833251
"T0572",0.33436515,0.189723366,0.123400439,0.226982232,0.067777803,0.337158073,0.225772722,0.07507994,0.428081768928224,0.181259953407703,1.71459048932184
"T1096",0.231402336,0.306618158,0.220790248,0.123682282,0.106089869,0.100894614,0.196457477,0.110264897,0.116741535225024,1.1914344628869,2.30964366001126
"T1094",0.25586479,0.221234392,0.138471982,0.07438528,0.116708634,0.251482968,0.151056989,0.123282457,0.0116135754814137,2.26967760842641,2.94479332623895
"T0112",0.146796271,0.248384033,0.246379978,0.209298707,0.077434008,0.255765391,0.361414197,0.08381262,0.280832213175937,0.580371045754595,1.94969078014266
"T0116",0.214912887,0.170849597,0.272836007,0.191258951,0.075228248,0.052242119,0.114159977,0.081141944,0.429831849132408,0.176802279775489,1.71196465308874
"T0100",0.250521548,0.227670729,0.239174834,0.200856816,0.074788149,0.17343055,0.18219802,0.047045072,0.192796742929002,0.867636267044272,2.11890716716608
"T0101",0.294390425,0.251429831,0.235182511,0.184407436,0.075960561,0.225795975,0.252097662,0.090674174,0.0909951713030982,1.33465177941204,2.39400722046168
"T0119",0.175675898,0.14032886,0.280537392,0.135456245,0.065802916,0.275422674,0.299023552,0.067232246,0.336824386729812,0.421145588889866,1.85589746812306
"T0122",0.257790424,0.211353612,0.332293742,0.327765603,0.237631084,0.113551816,0.26313157,0.056717634,0.147356659746827,1.04783785235607,2.22505667271866
"T0123",0.24763814,0.219224057,0.177565904,0.229732059,0.157811397,0.273463861,0.190669129,0.02574139,0.124692202885347,1.15184589220886,2.28632362541925
"T4023",0.092209201,0.282580642,0.377455561,0.153930735,0.210482816,0.22176995,0.318555703,0.106848038,0.166875230684373,0.966587149097557,2.17719515162401
"T4024",0.081964952,0.266502024,0.387406009,0.189132629,0.207375626,0.195402868,0.309715703,0.160053263,0.127186374591678,1.13979252375706,2.27922347089404
"T4025",0.094639876,0.262222066,0.384545076,0.114734921,0.215987937,0.208632968,0.311493544,0.17444471,0.0644750979724077,1.51825472697232,2.50216033169985
"T4026",0.099366904,0.26292075,0.373709974,0.13868789,0.206521814,0.213828938,0.324907785,0.076475252,0.234556676065609,0.723922440735146,2.03425113277332
"T4027",0.101371332,0.244417005,0.339652971,0.09819291,0.207680795,0.206298722,0.297931897,0.095638471,0.112127236801405,1.21529270404909,2.32369759021581
"T4028",0.093819867,0.268190921,0.369518604,0.130581671,0.214330355,0.208425434,0.316797504,0.085508031,0.208471182535646,0.811737337322014,2.0859793561223
"T4029",0.106954854,0.266509743,0.354186756,0.170013757,0.2124864,0.212362424,0.314168174,0.071564157,0.18846064311105,0.883583135332414,2.12830082583434
"T4030",0.085032574,0.262374714,0.382089817,0.124557084,0.207409124,0.204161368,0.315556964,0.07668428,0.285432052634592,0.566779345199265,1.9416844560525
"T4031",0.114539914,0.252268838,0.332018853,0.09348294,0.198357778,0.198975051,0.281748413,0.08096854,0.108706942716273,1.23343400279182,2.334383899597
"T4032",0.111171991,0.252734256,0.340562305,0.121911401,0.20115129,0.193949185,0.293773788,0.090220094,0.115168594670229,1.19949072435713,2.31438927959162
"T4033",0.096516896,0.26550808,0.3398767,0.065779273,0.223005811,0.21116351,0.303825624,0.09339524,0.122912713980755,1.16054882286487,2.29145017180559
"T4034",0.107652223,0.268367151,0.332935393,0.096451845,0.225183288,0.215713715,0.303057692,0.079048012,0.12137905378381,1.16812063580248,2.29591042224164
"T4087",0.100845712,0.23735059,0.334752647,0.082030871,0.195987628,0.171295819,0.260711049,0.287149618,0.0134913182735525,2.2117689068858,2.91068163945721
"T4088",0.08592578,0.267859583,0.341353911,0.126676906,0.210820831,0.240333,0.321673095,0.2784608,0.011775263563302,2.26438367544178,2.94167488325869
"T4089",0.136621014,0.23405308,0.345438983,0.133580696,0.079599584,0.199126548,0.305421241,0.296054976,0.0985333122981522,1.28995401550519,2.36767756564866
"T4090",0.080461323,0.072864186,0.140617003,0.145693984,0.193819424,0.203495773,0.108395281,0.252026313,0.154385884691568,1.01780261431781,2.20736412211541
"T4091",0.108599178,0.25337087,0.342370563,0.065475114,0.199847244,0.170680494,0.304627072,0.29485048,0.0157119523384469,2.15166302043834,2.87527567942552
"T4092",0.079141717,0.259525031,0.284089601,0.094692139,0.205885331,0.225765712,0.283671295,0.303289618,0.00689597317722912,2.46263701913453,3.05845795356698
"T4093",0.075203422,0.089826416,0.343960728,0.120163052,0.198224097,0.166549535,0.297861499,0.260882038,0.251679285188245,0.669214637337555,2.00202496633603
"T4094",0.089118474,0.239092738,0.304435688,0.140132677,0.213540024,0.232920891,0.305184791,0.063819682,0.176320566370378,0.929478557210387,2.15533597278404
"T4095",0.075220446,0.260368779,0.216237038,0.107610267,0.201979644,0.180900998,0.317119774,0.297810953,0.0302440451968134,1.87721895678094,2.71361172065029
"T4097",0.065986004,0.26758417,0.354486821,0.092121376,0.21660366,0.206834697,0.063725029,0.272796117,0.303002925011881,0.515783182010788,1.9116446675669
"T4099",0.116034519,0.238274698,0.328425062,0.131240427,0.182624381,0.159847496,0.269216807,0.206082729,0.00840838723190429,2.39068936406962,3.01607648396118
"T4101",0.090781765,0.203886707,0.364090504,0.132276565,0.188486874,0.177822919,0.267058804,0.263261157,0.0496313704839868,1.64843840300762,2.57884629879751
"T5038",0.097072466,0.268365571,0.338764201,0.123088908,0.229828859,0.193086159,0.311148614,0.148165799,0.0458164778392389,1.6868460625945,2.6014707061662
"T5039",0.08734929,0.288944946,0.363178596,0.157739225,0.237449647,0.194319455,0.33733891,0.176302515,0.0692241100603511,1.48159451215763,2.48056527375795
"T5042",0.101390722,0.265619191,0.324838461,0.169873261,0.236450609,0.194716418,0.298549067,0.112010442,0.0637697933711057,1.52387641245101,2.50547184049098
"T5043",0.125276187,0.225489223,0.332282575,0.119154694,0.210719846,0.174405523,0.285695063,0.210030952,0.00246348196615034,2.81177052779516,3.26411846011603
"T6958",0.104573278,0.264533349,0.337969858,0.162094444,0.205717094,0.249726634,0.304459832,0.134080262,0.0367555930918596,1.78964383892396,2.66202474130633
"T6959",0.100119094,0.265394169,0.320446908,0.156141328,0.235743579,0.221518776,0.283018139,0.070026376,0.12864290543793,1.13282961824733,2.27512190333131
"T6962",0.097119196,0.265517447,0.336397919,0.16047371,0.227719675,0.250277956,0.300561474,0.138537017,0.0323245311610954,1.84767714399644,2.6962098270167
"T6963",0.103496426,0.256472047,0.329168463,0.146401934,0.229823189,0.212476957,0.293862636,0.153183571,0.0151410800999455,2.16638001028967,2.88394486617677
"T6966",0.071075569,0.268190386,0.337598487,0.100170166,0.217864372,0.228642329,0.283970898,0.251663335,0.0174562962322007,2.10937074710199,2.85036300235011
"T6967",0.077240274,0.268080458,0.344967723,0.09833054,0.225902838,0.213031564,0.266886055,0.269878832,0.0150236991372317,2.16946500679739,2.88576211352984
"T6970",0.097501443,0.245563426,0.333106852,0.095551758,0.213256783,0.217379268,0.282280638,0.192189451,0.00717772988224228,2.44824351157726,3.04997931722353
"T6971",0.092401441,0.267935003,0.345608633,0.097272284,0.228659506,0.232334281,0.257446742,0.188928066,0.0104774440473003,2.30879628833743,2.96783656708081
"T6981",0.098482237,0.25698222,0.392581193,0.069718322,0.143992102,0.238765442,0.292949938,0.063329425,0.35769246587333,0.364633597717832,1.82260852723875
"T6984",0.114931835,0.270841944,0.360505613,0.058806337,0.231177143,0.237413063,0.302347357,0.085018104,0.112290454414494,1.21443696014077,2.32319350590051
"T6985",0.053302006,0.271365861,0.348997703,0.070622251,0.239468329,0.245022292,0.316749512,0.044314791,0.378763754534243,0.308729227220327,1.78967751125312
"T6988",0.093777662,0.272734382,0.381598768,0.044034209,0.227382394,0.215499952,0.318952745,0.096910613,0.184325031427841,0.899004877135215,2.13738515361256
"T6989",0.090492649,0.2744623,0.345010968,0.052284871,0.150763875,0.204129471,0.316487926,0.102391797,0.217893159235528,0.779328350326029,2.06688852548875
"T6992",0.096395502,0.273261252,0.347628671,0.105147225,0.112026162,0.200788926,0.318077347,0.086765554,0.329115731688706,0.44235620745923,1.86839179035506
"T6996",0.076793932,0.291531691,0.353201034,0.158459754,0.215089651,0.207293429,0.332128268,0.139239977,0.129406799521252,1.12919970290142,2.27298366620926
"T4096",0.080442047,0.254985759,0.3353939,0.082742069,0.196126786,0.205087796,0.30424072,0.274895956,0.0231682232250908,1.99231555144815,2.78141049497057
"T4098",0.063829825,0.273303603,0.335756271,0.100739765,0.225781563,0.234884715,0.322450109,0.292709713,0.0289972833462916,1.8957389913515,2.72452112807354
"T4100",0.072210499,0.260400512,0.343409903,0.118656605,0.213453302,0.240448017,0.315279485,0.11243011,0.145638731732347,1.05532335441355,2.22946608088696
"T4102",0.120799531,0.203351687,0.396162444,0.088736926,0.10580361,0.215712002,0.29725027,0.125875575,0.273559397560069,0.60208314245579,1.96248050297087
"T4834",0.068568376,0.248279368,0.340402482,0.121040513,0.195554349,0.203851375,0.292918445,0.205634235,0.0498526186827482,1.64628431423998,2.57757741174967
"T4836",0.106580425,0.222731922,0.368722673,0.125431662,0.207822526,0.215607805,0.30781597,0.15322407,0.0544055499776792,1.60355988087562,2.55241016658479
"T4838",0.09530859,0.246677357,0.364117397,0.083786672,0.198022009,0.202116457,0.291050775,0.279693796,0.0210473658733817,2.03258239384751,2.80513007215109
"T4840",0.057996291,0.242790759,0.357016375,0.07092272,0.205665516,0.22011743,0.212219916,0.198102154,0.0793925214975363,1.40916953746717,2.43790263436025
"T4842",0.089756487,0.237142316,0.365453789,0.087346578,0.083391149,0.195352417,0.285576031,0.222613347,0.20751423965886,0.815076575028669,2.08794636673916
"T4844",0.067310705,0.275418485,0.367447862,0.072662822,0.169111895,0.204090957,0.272754713,0.276714527,0.0839274736221944,1.37912911906598,2.42020703221356
"T4845",0.070617133,0.273973754,0.365915149,0.101181042,0.193305843,0.202386674,0.289279001,0.220981027,0.0666046926381351,1.50156539781647,2.49232931919886
"T4847",0.084984449,0.233842309,0.386464724,0.093920267,0.199073122,0.171177761,0.285453249,0.234673251,0.0826349252437039,1.38756399858568,2.42517568045749
"T4849",0.096743097,0.269086895,0.368695688,0.07312429,0.202766161,0.200727094,0.277627417,0.274161609,0.0184253255032011,2.08741484736197,2.83742966495836
"T4851",0.095724435,0.244675537,0.34046599,0.086924228,0.206171492,0.198381005,0.272025333,0.277836149,0.00838021810937359,2.39192129151737,3.0168021628681
"T4853",0.101902043,0.24670778,0.394039952,0.095758092,0.203117725,0.204081589,0.278312593,0.097539273,0.195680219421002,0.857152809341254,2.11273178391553
"T4855",0.102640234,0.259498382,0.36164779,0.089795352,0.204534489,0.201680002,0.290293499,0.084147703,0.172588382604448,0.943986072996907,2.16388176678952
"T5037",0.088447971,0.278963689,0.345914081,0.071049834,0.235012843,0.195529346,0.322383566,0.145310699,0.0753320844212673,1.43718945367307,2.45440803993554
"T5040",0.085808842,0.285989136,0.368946046,0.157410241,0.235271721,0.193799945,0.337364851,0.157773575,0.100454966600307,1.27896343266921,2.36120345538067
"T5041",0.10895263,0.249810854,0.333057937,0.155974277,0.21580676,0.154798881,0.293272836,0.122055744,0.0772843678137052,1.42357776680128,2.44638994271027
"T5044",0.130376379,0.237360507,0.320246773,0.146759129,0.221747301,0.172162894,0.28191142,0.121618655,0.019087906524625,2.0729620336309,2.82891609373343
"T6957",0.097128607,0.270789872,0.351539957,0.164667106,0.233520298,0.222843582,0.306389957,0.102503414,0.106899317382284,1.24318780697017,2.34012947330545
"T6960",0.079862364,0.274586129,0.34068946,0.140242496,0.228103879,0.176472209,0.316740902,0.166818792,0.0759751706652991,1.43267638453965,2.45174957244088
"T6961",0.063806598,0.269429325,0.360971237,0.10125191,0.235848642,0.234359229,0.319376761,0.10952779,0.190000509719214,0.877894416701861,2.12494983050976
"T6964",0.08556915,0.269555821,0.33964702,0.149664477,0.229037517,0.21228564,0.310865231,0.135528435,0.0708230014454207,1.46968900141027,2.47355221625906
"T6965",0.072575264,0.276367588,0.346329599,0.123318224,0.236369965,0.217982414,0.258415892,0.254936949,0.0174524076455188,2.10946092658041,2.85041612345351
"T6968",0.068927711,0.286182287,0.339177324,0.107604244,0.234967953,0.25965165,0.287768103,0.264547922,0.0138348540382363,2.20193772001431,2.90489048271684
"T6969",0.043837739,0.275628467,0.347616137,0.105445,0.236928613,0.199472684,0.297983104,0.30342495,0.0814125631472602,1.39563271260048,2.42992863533097
"T6972",0.112440022,0.276085695,0.350399587,0.119767572,0.202505466,0.225406082,0.31327825,0.122477645,0.0617031516082762,1.54063229547998,2.51534205720158
"T4103",0.089950465,0.278465817,0.342724456,0.071384338,0.231649173,0.198889499,0.08707858,0.285928759,0.156239751683151,1.01003295108863,2.20278732603085
"T4105",0.086540331,0.263989387,0.33000103,0.124797951,0.214548708,0.170185234,0.3110502,0.290145459,0.0272681977327558,1.92255153576104,2.74031531948842
"T4107",0.044581131,0.284389688,0.356320701,0.055147402,0.239563205,0.194405578,0.055252429,0.323055856,0.419634883770572,0.202827621835936,1.72729513526387
"T4109",0.086249326,0.090041665,0.326195012,0.114222286,0.232258565,0.186664362,0.321412038,0.300217765,0.185970533328919,0.892843352210137,2.13375564711784
"T4111",0.052938374,0.28478411,0.365107131,0.049444819,0.229642491,0.175046296,0.334489924,0.319871011,0.117121376295692,1.18950055539277,2.30850447289517
"T4115",0.070696354,0.223986236,0.326949828,0.096404129,0.227905876,0.183479643,0.326094891,0.312210324,0.0541112339031695,1.60623417185428,2.55398548383074
"T4117",0.052631266,0.27757122,0.354233136,0.145180961,0.237776653,0.198573327,0.334885754,0.315382761,0.0801870970446703,1.40381416733877,2.43474800122982
"T5049",0.095638895,0.256238338,0.364302789,0.148614229,0.215802781,0.165008969,0.312979941,0.116713651,0.164751452401587,0.975115633186373,2.18221893855449
"T5050",0.08664327,0.2731789,0.357345674,0.153355245,0.230713713,0.119756537,0.32112557,0.105190433,0.287400350694898,0.560995358430759,1.93827734209988
"T5052",0.123432717,0.262707098,0.340663795,0.145172054,0.211020992,0.089192987,0.305336994,0.126429582,0.192435254954856,0.868957257341161,2.119685309415
"T5053",0.096106917,0.258850142,0.355424223,0.154854776,0.227649559,0.174349817,0.311370841,0.102302004,0.161934555064663,0.986538137513894,2.1889474763997
"T5054",0.148018661,0.280183019,0.348497383,0.15591403,0.242018128,0.190598788,0.326604184,0.156289003,0.00876625988258754,2.37534572694025,3.00703816450443
"T5055",0.104651353,0.23405922,0.340681946,0.155935395,0.20423548,0.123634834,0.293373296,0.126725731,0.142907512731084,1.06734732436096,2.23654891793575
"T5056",0.101223819,0.233572117,0.331289954,0.159184588,0.185751642,0.133476259,0.283669456,0.101730873,0.174023508230003,0.938384173199306,2.16058191294727
"T6977",0.071129868,0.285130448,0.348124534,0.057639659,0.234257043,0.206959659,0.31729909,0.093007559,0.213146577450769,0.795550831202404,2.07644453644661
"T6979",0.088884216,0.291442077,0.328304796,0.108559239,0.255892782,0.236137247,0.312545351,0.039380944,0.274275348792906,0.599933286444863,1.96121410926976
"T4104",0.098004912,0.085075026,0.31423089,0.083899606,0.189381539,0.190278618,0.083332731,0.224877928,0.271632408232583,0.607883390304867,1.96589719567197
"T4106",0.040078195,0.229377171,0.36234541,0.042882032,0.213640244,0.22326276,0.298215845,0.174934903,0.163192729506729,0.981420422799142,2.1859328365141
"T4108",0.075887739,0.280458919,0.340593061,0.135879654,0.220061848,0.205104191,0.075901733,0.280846599,0.221472418550061,0.767229902416268,2.05976181646811
"T4110",0.071948061,0.250895,0.328862311,0.086167225,0.220043049,0.206192614,0.296362547,0.271788392,0.0200768800313853,2.05216365790601,2.81666460717923
"T4112",0.105818858,0.200057747,0.33540613,0.037486401,0.212280247,0.208385095,0.204673774,0.099947457,0.0702465857978578,1.47395699079297,2.47606631713055
"T4114",0.072613476,0.068435518,0.308854898,0.115102371,0.233814879,0.207635302,0.28878866,0.299525598,0.223770057835423,0.759522406578159,2.05522164069303
"T4116",0.054862846,0.099737128,0.232696711,0.135437043,0.22629535,0.214128057,0.112001321,0.302025402,0.257948444854597,0.649683181824002,1.99051977151824
"T4118",0.089745652,0.175851738,0.334538187,0.13048511,0.206813178,0.197337876,0.165503595,0.265062802,0.039714478238151,1.75400904981362,2.64103372040056
"T4833",0.069974011,0.25199995,0.380820193,0.073731995,0.205594868,0.195366285,0.312820774,0.274643129,0.0774086109158341,1.42272040902014,2.44588490772741
"T4835",0.088336756,0.243452548,0.354677324,0.07417973,0.20483286,0.196104722,0.305515545,0.158351447,0.0694071462753487,1.48022094511043,2.47975616066024
"T4837",0.057705961,0.262356675,0.357060821,0.053777817,0.218791649,0.208805006,0.266895212,0.281419102,0.0536308056907226,1.61062440433496,2.5565715931942
"T4839",0.095633848,0.243103215,0.370723723,0.080461663,0.203088521,0.188186308,0.299225218,0.17532545,0.0621619241054304,1.53687530393488,2.51312896460205
"T4841",0.055440757,0.271376015,0.362380629,0.093548357,0.199302329,0.2123825,0.269976883,0.291189638,0.0741009592736439,1.44591188294877,2.45954607217444
"T4843",0.092922014,0.242025082,0.379442294,0.101605042,0.190343194,0.17206419,0.299872587,0.255924245,0.0621789124352057,1.53673659865096,2.51304725889852
"T4846",0.091202675,0.247045186,0.408577995,0.144857677,0.207363955,0.229829328,0.300713415,0.254424192,0.047560669325682,1.66898002450837,2.59094654176585
"T4848",0.063040641,0.255765346,0.404071449,0.067194642,0.196129798,0.19644029,0.315014861,0.203986063,0.166365760333491,0.968626611941267,2.17839651715072
"T4850",0.098163239,0.257447198,0.36229281,0.07041316,0.214797433,0.214615657,0.283795665,0.269161718,0.00910879118674446,2.36116582777125,2.99868535627042
"T4852",0.092690127,0.269141435,0.358100495,0.081914528,0.195935247,0.203675962,0.286306346,0.270247927,0.0186506894758293,2.0824500710286,2.8345051149215
"T4854",0.110141425,0.243926599,0.381533031,0.066363506,0.197470783,0.197740658,0.289577719,0.065626623,0.255934980136929,0.655928763382364,1.99419879239456
"T4856",0.100297358,0.238811681,0.359400047,0.104552052,0.198715853,0.208543648,0.286049748,0.101829894,0.128199857115234,1.13494177679578,2.2763660909736
"T7010",0.118668276,0.1011824,0.273991636,0.175538455,0.12235996,0.111378236,0.097118452,0.171585414,0.134958550390129,1.10325348408837,2.25769979235654
"T2259",0.156333698,0.228585421,0.115688914,0.124499977,0.079067843,0.178156184,0.148950353,0.075167291,0.0548487447504923,1.59955431797335,2.55005065059718
"T2774",0.090134026,0.192933284,0.222693992,0.265805979,0.104512626,0.2202994,0.374837032,0.114010115,0.311393602142019,0.491904008711387,1.89757840708229
"T2766",0.127902642,0.249025506,0.326514795,0.23415956,0.076596423,0.280014835,0.365173891,0.084185927,0.359351949094756,0.360191543529155,1.81999189179156
