"","asnB","clpP","clpX","gadX","glsA","lon","uspE","ybaT","pval","z","inv_cof_var"
"T6154",0.047534078,0.290641633,0.367970965,0.171844103,0.122434856,0.217230547,0.349809798,0.080503672,0.492927761952104,0.0177284004734316,1.61826062931431
"T6159",0.093535074,0.303315488,0.406125149,0.171844103,0.122434856,0.217230547,0.331318171,0.088699962,0.398862736977948,0.256291870658685,1.75878877372136
"T6161",0.187948694,0.49261078,0.491125329,0.171844103,0.122434856,0.217230547,0.32727288,0.122904967,0.40497425832532,0.24049244861188,1.74948196970305
"T6170",0.20618405,0.358651394,0.398693464,0.171844103,0.122434856,0.217230547,0.319197663,0.11515824,0.155900038455402,1.0114521397071,2.20362331296113
"T6178",0.310204264,0.361799823,0.414496433,0.171844103,0.122434856,0.217230547,0.390513903,0.048212522,0.315423467809256,0.480535121635174,1.89088145300314
"T6180",0.174087555,0.361989312,0.334433249,0.171844103,0.122434856,0.217230547,0.409613224,0.068874281,0.331984673381816,0.434439462057573,1.86372835407886
"T6182",0.235935249,0.380475194,0.375622627,0.171844103,0.122434856,0.217230547,0.332048869,0.0768798,0.219064047251609,0.775358086760268,2.06454980292041
"T6197",0.172740048,0.297100968,0.399118473,0.171844103,0.122434856,0.217230547,0.483087858,0.084816393,0.418557533497066,0.205585036501256,1.7289194173301
"T6201",0.404572675,0.421319569,0.434932467,0.171844103,0.122434856,0.217230547,0.436464051,0.047362814,0.373758253007309,0.321915769826016,1.79744517309205
"T6203",0.34817582,0.400759778,0.400280259,0.171844103,0.122434856,0.217230547,0.403046761,0.08361085,0.237569738815635,0.714141837591522,2.02848977287238
"T6205",0.226627348,0.470298248,0.473137154,0.171844103,0.122434856,0.217230547,0.470743959,0.087491071,0.424171466657318,0.191233149473703,1.72046529796658
"T6207",0.261270097,0.427447173,0.459167696,0.171844103,0.122434856,0.217230547,0.553202942,0.075974246,0.45508181713747,0.112832143446782,1.674282418886
"T6210",0.244954372,0.373903942,0.450820437,0.171844103,0.122434856,0.217230547,0.543337524,0.095621087,0.413033842347739,0.219747659679167,1.73726204897266
"T6214",0.399458292,0.474441193,0.476128784,0.171844103,0.122434856,0.217230547,0.339651024,0.051284381,0.404675611578359,0.241263080669282,1.74993591805048
"T6216",0.443319034,0.460671058,0.44985383,0.171844103,0.122434856,0.217230547,0.458546638,0.081550633,0.337268246703538,0.419930133893225,1.8551814924745
"T6218",0.415974258,0.486956163,0.453457019,0.171844103,0.122434856,0.217230547,0.492716104,0.087744901,0.348677802409001,0.388892588743467,1.83689852306825
"T6220",0.319839524,0.437454885,0.51790528,0.171844103,0.122434856,0.217230547,0.566044626,0.071910076,0.462453019333704,0.0942557010060966,1.66333978385539
"T6189",0.46543312,0.358596794,0.369359207,0.161394123,0.166309877,0.169462578,0.387358002,0.066494381,0.298535553354874,0.528617083885026,1.91920460293541
"T6202",0.227738841,0.297476322,0.406243084,0.175094841,0.187786553,0.195439069,0.528554075,0.073517752,0.371806063448188,0.327073721500963,1.80048351495243
"T6198",0.221093358,0.294362344,0.395233758,0.175875946,0.187577833,0.19287469,0.504822654,0.073370118,0.341098164044358,0.409467887819737,1.8490186041417
"T6191",0.245008993,0.443887875,0.425339203,0.164399715,0.167337301,0.168339441,0.434781203,0.06332179,0.379479748583065,0.306847439816016,1.78856902598548
"T6204",0.228865865,0.29508731,0.351308551,0.169423065,0.182091582,0.190334943,0.533758381,0.077337487,0.367573605552802,0.338286612808027,1.80708857819869
"T6193",0.284204017,0.428809511,0.445765069,0.168502569,0.178681232,0.183347594,0.440079303,0.074245839,0.293234553996405,0.543959841393937,1.92824240424313
"T6206",0.214472201,0.288277195,0.457813155,0.168653039,0.180829661,0.188532599,0.555987729,0.075067833,0.469492226185161,0.0765463346372086,1.65290790846176
"T6200",0.223334586,0.314023388,0.425163177,0.170108418,0.186108351,0.19432752,0.501736187,0.071847682,0.350939371042075,0.382785596302694,1.83330113946655
"T6183",0.062981442,0.483881782,0.343458108,0.162040518,0.172520128,0.179551999,0.374762295,0.183740493,0.401462916439491,0.249562330428561,1.75482467225805
"T6208",0.235166729,0.401039961,0.456881913,0.162073718,0.173222202,0.181634014,0.497259855,0.07256324,0.390265538870425,0.278627015898176,1.77194550938223
"T7321",0.081260002,0.382810942,0.207593498,0.162920191,0.083671623,0.074063691,0.290034218,0.279731668,0.492299773221466,0.0193028047957747,1.61918804757241
"T7323",0.093965034,0.404504052,0.298472664,0.156956831,0.098266738,0.194113993,0.202608449,0.106325577,0.431528813018201,0.172483253232842,1.70942048827922
"T7446",0.08220572,0.135743528,0.071101719,0.153527668,0.07354077,0.082008473,0.082198452,0.072916987,0.000106266570242284,3.7036336338702,3.78947914196938
"T7450",0.086220312,0.151227804,0.080937161,0.154949679,0.074071984,0.086476711,0.083661417,0.06834055,0.00268135343350523,2.78439870472044,3.24799482013569
"T7454",0.078596892,0.219101677,0.24017091,0.153777827,0.070950705,0.204829547,0.078391955,0.080377448,0.382334881166684,0.299354254367489,1.78415509184057
"T7468",0.080978886,0.173625729,0.076092148,0.157798636,0.075220518,0.085913541,0.144477262,0.071356656,0.0689749882703345,1.48346851146481,2.48166917137083
"T7287",0.084517647,0.400299324,0.165600687,0.173148097,0.127266441,0.162013278,0.199763385,0.097541635,0.465357904280496,0.0869442722614507,1.65903291527382
"T7154",0.058858587,0.19966792,0.216719836,0.286335344,0.182893283,0.231509133,0.355127275,0.096036326,0.260882580329526,0.640626834503379,1.98518504159046
"T7157",0.069745582,0.255291438,0.366617378,0.29686456,0.105379093,0.27770252,0.335177711,0.085789972,0.425644410506932,0.187474237569074,1.71825107416049
"T5290",0.090588454,0.142647825,0.346650329,0.145330013,0.144173225,0.169907921,0.146187091,0.272906735,0.202205143380889,0.833770562304736,2.09895824270422
"T5292",0.083154442,0.153703986,0.347243951,0.155357046,0.193748635,0.15139197,0.155072145,0.275128747,0.162685908633135,0.98347885482691,2.18714537602413
"T5294",0.100309072,0.128967805,0.349022818,0.159735552,0.149437547,0.184515003,0.157818264,0.282170152,0.176270616522225,0.929671426524632,2.15544958433917
"T5296",0.098376394,0.12742774,0.341868802,0.150921671,0.171348556,0.167957287,0.136188808,0.266258683,0.172799975859097,0.943158275478106,2.16339414456818
"T5298",0.095677325,0.119108162,0.348984164,0.113618344,0.192161128,0.169570418,0.115027873,0.27153471,0.243936250461563,0.69369659642996,2.01644630368509
"T5300",0.086390054,0.159927116,0.347870012,0.161940195,0.193196998,0.16213135,0.154018207,0.2756315,0.134392045069924,1.10586699979097,2.25923930933196
"T5302",0.094855262,0.156972724,0.336466312,0.172882089,0.151318609,0.171206569,0.180000051,0.270382622,0.0933643274752882,1.3203186393115,2.38556414415879
"T5304",0.101874644,0.162302082,0.356461454,0.172948545,0.203163669,0.181593512,0.134789754,0.281489548,0.119319457622672,1.1783956396106,2.30196301368747
"T5306",0.094969839,0.143658568,0.349665721,0.169525729,0.19981863,0.17185996,0.119188648,0.277532522,0.187621691642854,0.886694531577303,2.13013362421068
"T5308",0.092493617,0.134236492,0.369764798,0.127648944,0.195598175,0.170256394,0.105859085,0.275747597,0.295823505224697,0.536450828925374,1.92381914703734
"T5310",0.084730169,0.155396053,0.35946386,0.151697413,0.180835354,0.166608948,0.151699158,0.276863606,0.180748392074167,0.912516696792253,2.14534442307863
"T5312",0.10390304,0.144626318,0.354875821,0.161977917,0.178726029,0.182050302,0.134026568,0.279807149,0.154322100129694,1.0180710328382,2.20752223666902
"T5314",0.097458923,0.145525562,0.350747913,0.150018209,0.199285163,0.1727005,0.132462853,0.2746765,0.150823007274603,1.03291000856458,2.21626328039256
"T5316",0.092383224,0.160968137,0.36328103,0.154513501,0.195150089,0.169112045,0.135001635,0.272867485,0.170942842365887,0.950445990583119,2.16768704439849
"T5318",0.084245513,0.167226594,0.359150522,0.163508572,0.183646224,0.162498956,0.151543771,0.274514821,0.166292868755512,0.968918734046458,2.17856859453269
"T5545",0.06662851,0.283562965,0.334805247,0.177277995,0.250279606,0.081947093,0.075862993,0.307213431,0.459400147130857,0.101945046496293,1.66786926799058
"T5547",0.086035085,0.286994383,0.373725426,0.142311922,0.235133384,0.168717108,0.337798382,0.32155148,0.0588718145055925,1.56431492407514,2.52929254110666
"T5549",0.067867656,0.22845561,0.372208789,0.172768678,0.231729503,0.090252359,0.333654553,0.322209897,0.266612928626536,0.623089274859478,1.97485437062784
"T5555",0.106297139,0.160452114,0.292571087,0.142047514,0.088245626,0.074660417,0.268593683,0.294672795,0.338393930505883,0.416850364459982,1.85336732418076
"T5557",0.103158407,0.110961595,0.254328263,0.087022081,0.136169905,0.132588572,0.242042051,0.251331601,0.0605604287814438,1.55008607612458,2.52091089911433
"T5561",0.088529826,0.283391246,0.32705851,0.164388098,0.115461774,0.095645029,0.095385383,0.311662916,0.4566511675069,0.108874118529614,1.67195090561326
"T5563",0.115792996,0.09416818,0.291408424,0.134250832,0.074633306,0.181121559,0.275247269,0.281258914,0.263970367429978,0.631152624971685,1.97960416584205
"T5569",0.100810418,0.173708769,0.277655244,0.07093303,0.162529838,0.15328005,0.264991771,0.265855497,0.0148177093022438,2.17492925001146,2.88898087941577
"T5565",0.116824307,0.149836678,0.2637359,0.121623668,0.118212948,0.179067698,0.246126652,0.238775924,0.00833894619997799,2.39373282802732,3.01786926615961
"T5567",0.115584664,0.182988912,0.27669167,0.128790561,0.165449682,0.147351486,0.093107823,0.264599482,0.0568364246330167,1.58189803650657,2.53965004538412
"T5571",0.108715842,0.147198625,0.281786876,0.12112135,0.127321248,0.110432818,0.267674038,0.270439465,0.116564375850326,1.19233797059844,2.31017588006181
"T5577",0.104157978,0.11453599,0.272336075,0.114288767,0.090192588,0.136234371,0.179142705,0.253477709,0.140788824794121,1.07678204266263,2.24210653098903
"T5573",0.093728424,0.134373181,0.173140204,0.114920595,0.091998557,0.145119544,0.265024264,0.271842235,0.134843483803399,1.1037837221933,2.25801213429607
"T5575",0.120923664,0.161180772,0.281526571,0.148640808,0.117103027,0.14284367,0.088689039,0.272849314,0.158806987201324,0.999373123645128,2.1965080504604
"T1708",0.059685702,0.247564095,0.233334533,0.352032835,0.275907195,0.293476415,0.271060522,0.325494837,0.0200502144653015,2.05271291302102,2.81698815127447
"T1709",0.066724062,0.113896124,0.190644015,0.245551738,0.271031557,0.301043892,0.288046584,0.247084626,0.112418904050875,1.21376412826675,2.32279716770724
"T5786",0.114240856,0.33578353,0.423050053,0.110867013,0.122434856,0.082023635,0.316039529,0.139619731,0.493629655313464,0.0159687647608138,1.61722409869487
"T5792",0.070882907,0.345491801,0.408863669,0.12030193,0.122434856,0.124021528,0.346237467,0.144724496,0.49165200086822,0.0209268579882758,1.62014471198287
"T5794",0.091604125,0.334284248,0.43642366,0.091585335,0.122434856,0.112163109,0.31495539,0.164785414,0.459324360113239,0.102136007965492,1.66798175571093
"T5796",0.088584037,0.326634701,0.424129968,0.133113527,0.122434856,0.125264885,0.325485326,0.215753498,0.364186959394914,0.347289392808882,1.81239175377306
"T5820",0.091824709,0.337054378,0.431832424,0.097137904,0.122434856,0.155289389,0.341565466,0.144697572,0.41857087448584,0.2055508815082,1.72889929799752
"T0153",0.209571716,0.253000228,0.223569769,0.216790224,0.055526384,0.057644949,0.210519296,0.068293339,0.414149963951188,0.216882484720172,1.73557428965194
