"","cho","dinB","dinD","dinG","dnaG","ftsK","hokE","insK","lexA","phr","polB","ptrA","recA","recB","recD","recN","recQ","recX","rpoD","rpsU","ruvA","ruvB","symE","umuC","umuD","uvrB","uvrD","uvrY","yafN","yafO","yafP","ybfE","ybgA","ybiB","ydjM","yebG","pval","z","inv_cof_var"
"T6993",0.111787256,0.113249688,0.073442318,0.129498283,0.151129116,0.081435689,0.079573395,0.136828393,0.141914182,0.14566849,0.263465785,0.118916955,0.188229359,0.077662504,0.093209938,0.115209421,0.098087624,0.087970224,0.160225912,0.318272617,0.136185111,0.13095594,0.111251964,0.213110975,0.11736617,0.102175853,0.154647143,0.084343159,0.056693871,0.07917733,0.095462344,0.113534158,0.120694071,0.155352136,0.062214642,0.04901514,0.0391979713249245,1.76006997620284,2.26210880059495
"T6996",0.070903403,0.102690609,0.060371815,0.103163356,0.094533039,0.107333152,0.079573395,0.111687884,0.090915401,0.129106123,0.300103696,0.065067529,0.19199887,0.056117774,0.072939507,0.089843695,0.090448168,0.0533525,0.08311134,0.350623538,0.284612591,0.14682918,0.079142042,0.188560925,0.060362868,0.092356014,0.137607399,0.064022556,0.053085799,0.053018984,0.062013835,0.060734373,0.138753543,0.145646407,0.08011637,0.076266724,0.302124985302958,0.51829856985405,1.57026880368841
"T4096",0.067493881,0.123522171,0.08828859,0.090343847,0.074946899,0.176383482,0.079573395,0.129710312,0.066399803,0.088073815,0.11737,0.272583245,0.165671244,0.126741272,0.093485338,0.096260487,0.125242944,0.068360583,0.089586409,0.300996672,0.235118478,0.098627129,0.107157391,0.178748479,0.121550283,0.107346894,0.067872134,0.098017786,0.08700042,0.08481368,0.118807323,0.143387715,0.111789491,0.124743109,0.067416969,0.095690811,0.0554380819727809,1.59426736480175,2.16973360370093
"T4098",0.054947712,0.094378271,0.126312446,0.13842342,0.06052959,0.246004418,0.079573395,0.175389973,0.096319002,0.085080953,0.274658655,0.154175084,0.175109617,0.116933546,0.141911713,0.128510604,0.128758044,0.05572696,0.141911743,0.077556593,0.053449573,0.127724009,0.133513118,0.221462332,0.113675468,0.115709717,0.067308784,0.066761929,0.100155407,0.081993558,0.180573202,0.107713499,0.164747305,0.171543409,0.05511897,0.100815449,0.0371716148410817,1.78449522709819,2.27571707456348
"T4100",0.116134991,0.127668891,0.098857733,0.17423316,0.097014115,0.205634843,0.079573395,0.063488967,0.110816063,0.149384722,0.081942033,0.201613865,0.183151723,0.139212068,0.098867967,0.115007788,0.0515275,0.096850601,0.136536449,0.204576441,0.087551924,0.116304112,0.11688621,0.226862678,0.14025954,0.100078641,0.13133473,0.078526969,0.087226931,0.116961234,0.13063927,0.0962335,0.171566259,0.182837841,0.066309386,0.088541265,0.00343557125801765,2.70302573999012,2.78746677660099
"T4102",0.059569434,0.104724154,0.075772062,0.057974491,0.058022799,0.191679679,0.079573395,0.131108806,0.090276011,0.101457828,0.101510148,0.305316196,0.124762863,0.071721268,0.123607077,0.13171695,0.093854959,0.105028597,0.096818243,0.33858688,0.090457646,0.075031182,0.05788263,0.176682115,0.073413715,0.09309478,0.104580789,0.122118556,0.11318374,0.138643454,0.158347538,0.123325868,0.135415213,0.161208469,0.076129574,0.116788796,0.109744922529779,1.22788578864958,1.96560792709429
"T4834",0.092056414,0.070468215,0.098190325,0.094463062,0.0943898,0.141135737,0.079573395,0.115221914,0.064469946,0.120333421,0.270086349,0.298484118,0.145216178,0.101726351,0.102217484,0.100821099,0.116486809,0.070544415,0.07096306,0.076422281,0.244984336,0.125474959,0.10145809,0.192341424,0.114133477,0.072459794,0.096786194,0.097949052,0.079493478,0.0737736,0.07308218,0.106114479,0.125416837,0.082585622,0.080240633,0.088790759,0.081773335018126,1.39324184452114,2.05773433022917
"T4836",0.102979604,0.097259889,0.109126911,0.078731122,0.137198531,0.152965981,0.079573395,0.075894655,0.079357369,0.134960399,0.192303957,0.284919369,0.173118513,0.123846381,0.109863156,0.101316099,0.108043901,0.083852784,0.112479655,0.334802773,0.238880127,0.071013715,0.101087094,0.103230526,0.109442744,0.10930704,0.106788505,0.120323598,0.073855808,0.079902807,0.077903417,0.133309215,0.069717592,0.078060138,0.069646054,0.090087547,0.0952704346865078,1.30898075628074,2.01078914311217
"T4838",0.121040337,0.133814384,0.086710257,0.102347284,0.12479695,0.16014023,0.079573395,0.125468804,0.111297536,0.112221605,0.258739847,0.264889567,0.158656338,0.113860361,0.103089563,0.125002612,0.117463091,0.085390937,0.083808048,0.343352681,0.217001464,0.079340077,0.086034148,0.17322956,0.134906829,0.088483835,0.091746995,0.1223165,0.083183945,0.09066711,0.089656854,0.082129862,0.119664668,0.143487975,0.08477638,0.089084421,0.0576470080210684,1.57483724903645,2.1589083172092
"T4840",0.060125732,0.125281407,0.072438656,0.110578269,0.150547936,0.144353585,0.079573395,0.084795444,0.113672983,0.074393442,0.131135954,0.151245412,0.19217587,0.135509572,0.101739027,0.117750035,0.058010227,0.071430525,0.067141087,0.321709319,0.255569505,0.077055869,0.103075693,0.149770399,0.132780778,0.21450052,0.142618291,0.107563265,0.082341836,0.107479056,0.075126285,0.145527974,0.097144747,0.163608939,0.081890841,0.086628267,0.0533813613396133,1.61291616524563,2.18012358850445
"T4842",0.083201183,0.089183167,0.097942338,0.12707863,0.12753761,0.163163507,0.079573395,0.081631934,0.142821009,0.080573776,0.089294464,0.282795471,0.169030509,0.120731969,0.10255304,0.129296151,0.144113719,0.082533056,0.081169868,0.342878134,0.256605396,0.082760328,0.097983104,0.213472348,0.10607186,0.119966221,0.124121989,0.105181877,0.084243868,0.105299859,0.092963681,0.117771947,0.098093327,0.165686807,0.082607989,0.088004651,0.0738879950878333,1.44743192341432,2.08792576789809
"T4844",0.074323379,0.066717145,0.096757719,0.111910449,0.098743523,0.172418473,0.079573395,0.085212613,0.056222131,0.085027196,0.064138642,0.267569825,0.182592885,0.101889605,0.098695227,0.123875251,0.121555056,0.065006947,0.069331494,0.302440167,0.251824172,0.076124311,0.076893839,0.184400922,0.11949544,0.251840929,0.132470021,0.096092637,0.073266918,0.126089822,0.088613105,0.112937416,0.12479663,0.150469249,0.076645883,0.085595351,0.118971681485675,1.18014295444682,1.93900850460939
"T4845",0.085422226,0.108146826,0.100235487,0.089874189,0.152086253,0.199318355,0.079573395,0.068065077,0.12430441,0.133002659,0.094996568,0.290515584,0.190336862,0.141330247,0.088150705,0.113643787,0.150394891,0.084145764,0.09640864,0.324944452,0.097638764,0.101138522,0.068066747,0.195135131,0.124721186,0.170233816,0.130534453,0.08835399,0.071028123,0.075849029,0.070522433,0.116895023,0.145062811,0.084521882,0.070681575,0.068071657,0.0791183167264288,1.41102706605786,2.06764318104506
"T4847",0.08142219,0.139500376,0.131402461,0.125081482,0.15772159,0.185068595,0.079573395,0.097641793,0.089441956,0.058558941,0.178813671,0.301055912,0.175847316,0.091449822,0.094946687,0.080658039,0.079921087,0.081013351,0.148253411,0.333717577,0.251820392,0.075290433,0.085207361,0.190672646,0.152999841,0.253414494,0.155236267,0.099457731,0.059430956,0.121337885,0.083441908,0.140136143,0.11588167,0.122539754,0.057271355,0.064458442,0.116418180207699,1.19308429785889,1.94621863921258
"T4849",0.079166952,0.145506996,0.089042653,0.111406662,0.117586138,0.200000016,0.079573395,0.089902768,0.097512467,0.113479319,0.088944538,0.259226294,0.17870845,0.113380985,0.100548526,0.128556993,0.148164671,0.069935266,0.094058171,0.329394104,0.234276802,0.085101991,0.112959632,0.200897208,0.149040236,0.28173977,0.073852408,0.107723664,0.07729256,0.07024956,0.109603726,0.070342436,0.136301285,0.158253804,0.07504216,0.084067221,0.0925391523817943,1.3252799854061,2.01987008874356
"T4851",0.098802495,0.151195416,0.091583136,0.139458434,0.119666268,0.188456043,0.079573395,0.086852145,0.089131937,0.108957083,0.087431739,0.240272936,0.173789127,0.118683209,0.099285896,0.108006002,0.094413543,0.094337184,0.10223234,0.30946422,0.220439428,0.121616233,0.086727688,0.156959825,0.090594819,0.103540303,0.093842115,0.102511276,0.086803468,0.086603102,0.088414007,0.141251268,0.130249944,0.15267691,0.085678101,0.087803247,0.0194714985140113,2.06478870513217,2.43187966454139
"T4853",0.15098241,0.03778948,0.085360709,0.124268354,0.150891308,0.171782555,0.079573395,0.102678318,0.06362853,0.103931038,0.172287237,0.212676156,0.170527281,0.148335307,0.113197156,0.140346671,0.048061843,0.082137447,0.134438455,0.329894803,0.228633284,0.081807489,0.082475627,0.164533378,0.151009764,0.105261172,0.110356727,0.123609131,0.084475573,0.088882653,0.103009958,0.082106623,0.126691924,0.152842595,0.081485373,0.086606897,0.0444350156695703,1.70138864908186,2.22941511078514
"T4855",0.084384336,0.07988833,0.090153303,0.107392895,0.104489726,0.184006112,0.079573395,0.10633457,0.157607532,0.129501262,0.173872863,0.282517723,0.17558608,0.091215685,0.092475094,0.135582932,0.063330177,0.080156285,0.085221257,0.323489057,0.22935503,0.084027436,0.088592794,0.189355435,0.130427635,0.089253039,0.08894357,0.094095012,0.083184251,0.086721748,0.089799882,0.102712131,0.115366544,0.150522014,0.08434875,0.091816638,0.0739884703368848,1.44671436075916,2.08752598534344
"T5037",0.082856025,0.080164653,0.054745956,0.098294208,0.062251956,0.19470674,0.079573395,0.115713554,0.103282707,0.125711961,0.291877535,0.310691101,0.185988134,0.053760848,0.07154267,0.091009631,0.066385941,0.046633222,0.138816385,0.342344725,0.272321643,0.050694587,0.08892365,0.223316747,0.044518428,0.117628738,0.053263819,0.062735635,0.111985832,0.064672808,0.0610747,0.103886642,0.100635744,0.146568149,0.092107283,0.098979845,0.337940874524355,0.418089407769588,1.51443831344515
"T5040",0.068311632,0.081270648,0.049390858,0.034010648,0.171717229,0.192023033,0.079573395,0.114281303,0.045114565,0.124345802,0.300683116,0.324278727,0.185799033,0.04875678,0.079501844,0.088392134,0.038429935,0.039684983,0.070955001,0.362728394,0.279826183,0.034080622,0.0624081,0.226918021,0.038307788,0.153304043,0.138612733,0.057696923,0.104966666,0.05980037,0.062002374,0.122185106,0.122634099,0.145687609,0.126102372,0.17912072,0.40672926249493,0.235966680850754,1.41297053428392
"T5041",0.107024349,0.096475079,0.079909081,0.116994156,0.09860461,0.181214545,0.079573395,0.130980599,0.106173383,0.13448784,0.26242206,0.270702997,0.173173746,0.076701873,0.069275245,0.109694676,0.112935131,0.076182032,0.096448833,0.323398207,0.243577767,0.072747419,0.103865899,0.202304275,0.108172316,0.123628187,0.131825769,0.088977839,0.083791912,0.088318026,0.06937455,0.105971729,0.131606744,0.148779711,0.121153001,0.088856579,0.0766732038363532,1.42781050735439,2.076993900441
"T5044",0.167127066,0.035546242,0.112379295,0.068988102,0.050553436,0.219427072,0.079573395,0.160024795,0.103223881,0.136507651,0.256901794,0.248884655,0.180908463,0.062904464,0.063661944,0.109870596,0.059759064,0.076383274,0.116133061,0.315429596,0.235978755,0.063618304,0.09555269,0.212455462,0.120932151,0.118412039,0.109846788,0.098301065,0.063662343,0.135978164,0.147220763,0.1185032,0.089689121,0.189446142,0.063257056,0.07789649,0.141875009851164,1.07193323825176,1.87872058902775
"T6957",0.095947187,0.096258828,0.049249978,0.120580489,0.132888167,0.077640092,0.079573395,0.127409415,0.137228372,0.060198512,0.290663792,0.052125277,0.064401242,0.054213926,0.08088666,0.110453893,0.092433012,0.050663258,0.137061294,0.3472637,0.280997149,0.095415284,0.131688879,0.243536337,0.091213319,0.091887062,0.055341046,0.086388946,0.048266673,0.084190426,0.065230393,0.087788482,0.102290206,0.17315511,0.107847386,0.060885562,0.294994307782596,0.538852527879608,1.5817202271824
"T6960",0.086226371,0.084851861,0.066119597,0.092787016,0.166258459,0.122040555,0.079573395,0.095743588,0.15064104,0.110727083,0.288316811,0.284061509,0.119920706,0.064824489,0.067995609,0.082515621,0.099085822,0.064566383,0.159668385,0.337737903,0.267776308,0.07427338,0.148944098,0.203103173,0.074086854,0.08910377,0.10999794,0.067611993,0.06483734,0.067492164,0.066643304,0.077849487,0.096797415,0.120640175,0.157649467,0.075931459,0.221902897010486,0.765782390134662,1.70815183480184
"T6961",0.102456237,0.102673608,0.058564789,0.111944207,0.13211781,0.101195571,0.079573395,0.111870662,0.132528293,0.136848535,0.286081458,0.051059258,0.184730161,0.066605303,0.066953844,0.102853101,0.101649824,0.053346029,0.080489894,0.349629095,0.265728414,0.120362905,0.130166758,0.215224563,0.071500455,0.110860408,0.051054913,0.084502833,0.053351036,0.051837105,0.062203003,0.093796077,0.073236147,0.141669686,0.126079269,0.064004091,0.243827096790728,0.694044673345958,1.66818391356656
"T6964",0.109097063,0.110467596,0.067223878,0.10620313,0.135005664,0.135498737,0.079573395,0.107763073,0.1318921,0.131230747,0.276968413,0.253464263,0.08171995,0.076604739,0.067407778,0.099308577,0.098710323,0.066362628,0.067218519,0.334054013,0.260816832,0.098623025,0.132338748,0.204964892,0.068135378,0.083714231,0.117560049,0.074042576,0.066964078,0.074533413,0.068804373,0.092366391,0.080669177,0.141371413,0.133599813,0.076530546,0.170247598163844,0.953187267623855,1.81256250910108
"T6965",0.081281141,0.09183371,0.069595708,0.065102271,0.002215678,0.15674993,0.079573395,0.059443575,0.092598747,0.149310835,0.259173636,0.171407164,0.215552543,0.070278886,0.107975768,0.113094826,0.065610735,0.069295377,0.072997227,0.263033256,0.262606632,0.062294695,0.125458947,0.212507605,0.065148271,0.063970202,0.082642038,0.104716042,0.066280739,0.092846194,0.148857376,0.07870455,0.16084638,0.174475099,0.072793661,0.087038838,0.186920791220674,0.889300538019622,1.77696868355011
"T6968",0.061332712,0.075113246,0.073879472,0.074154073,0,0.140121229,0.079573395,0.056803006,0.118909926,0.143835453,0.266873383,0.267410887,0.221447907,0.119871139,0.104779813,0.131192531,0.073603072,0.067498077,0.080615123,0.101182592,0.284795602,0.057637525,0.119126948,0.12593465,0.058774031,0.126305376,0.057459905,0.086531658,0.069374715,0.086088972,0.151380984,0.081701021,0.144892915,0.206605499,0.071169043,0.085894055,0.204015870911952,0.82736230041738,1.74246044001024
"T6969",0.076378753,0.141565832,0.086381641,0.118290515,0.051501316,0.201216234,0.079573395,0.078075608,0.099563107,0.141768134,0.074888174,0.284888468,0.194708499,0.097792197,0.086608822,0.074117532,0.081263261,0.049619343,0.043743471,0.103485664,0.104278826,0.054944462,0.104382972,0.21222675,0.079290948,0.065737948,0.08029941,0.071477577,0.045081978,0.072901944,0.068098596,0.070646721,0.15411878,0.156545493,0.053684673,0.077641222,0.139560962309951,1.08229396981348,1.88449296263449
"T6972",0.079791808,0.059196391,0.110589792,0.04962915,0.050593283,0.181274633,0.079573395,0.054644521,0.050074681,0.167666743,0.079645298,0.303086579,0.215998698,0.11828127,0.126651512,0.085317209,0.116982233,0.069060698,0.091983939,0.314583829,0.197018057,0.122480047,0.116465541,0.05571288,0.12200388,0.120239047,0.108456561,0.106838683,0.064012889,0.134039349,0.130060259,0.066441422,0.142884515,0.200344456,0.054903371,0.054957707,0.185887679589753,0.893152784155903,1.77911492233559
"T4103",0.113883339,0.142907104,0.054778352,0.093259686,0.116131229,0.19395161,0.079573395,0.096935574,0.089432112,0.09718478,0.252709578,0.08347751,0.186984384,0.107616633,0.07866408,0.094123588,0.206738691,0.047572246,0.076661729,0.342709068,0.064034087,0.054100714,0.080815851,0.224729816,0.226891917,0.104722719,0.138683011,0.058836146,0.043820645,0.043734742,0.065505251,0.118679596,0.127075436,0.14625849,0.047872889,0.052170853,0.236905416912892,0.716292375344075,1.68057898886211
"T4105",0.079214677,0.169591163,0.070949827,0.163163042,0.084605726,0.166303782,0.079573395,0.104043882,0.148089483,0.120646811,0.279156932,0.275536484,0.164729955,0.077326748,0.08550555,0.096453744,0.178482533,0.067293158,0.078702484,0.260638713,0.076820199,0.069476355,0.094684478,0.180857587,0.173074813,0.066911937,0.128804017,0.078086326,0.067485434,0.07615758,0.077144047,0.091309143,0.082907858,0.129418956,0.071224854,0.079190493,0.103218656204768,1.26342269461131,1.98540694387381
"T4107",0.116343018,0.142629352,0.034241131,0.132873154,0.137454379,0.193288859,0.079573395,0.058322747,0.067988336,0.10532364,0.271912887,0.242938268,0.184259263,0.131290315,0.040608138,0.072127635,0.143434588,0.04305492,0.103600637,0.270821607,0.076555329,0.034272815,0.083663963,0.123761549,0.117392961,0.069165993,0.142102359,0.059005779,0.039106721,0.038345184,0.05872046,0.043007544,0.124844078,0.140879901,0.046253377,0.052618772,0.259178941681643,0.645878748750918,1.64134877067918
"T4109",0.086903791,0.154895113,0.058427215,0.079284358,0.11916096,0.183378742,0.079573395,0.108106986,0.166296492,0.095932925,0.29176906,0.080869565,0.179864109,0.056112775,0.074911458,0.089938598,0.107778541,0.082884353,0.08124425,0.055689231,0.21134142,0.058658406,0.088123706,0.056689418,0.126180687,0.081725549,0.135938231,0.067502338,0.054599404,0.055930105,0.066564139,0.062136635,0.128572161,0.136866084,0.058237929,0.086779779,0.109954187236596,1.22677179526817,1.96498727729223
"T4111",0.073050278,0.169083212,0.03532274,0.108480136,0.189813544,0.175363105,0.079573395,0.095317761,0.087028972,0.095989393,0.298512596,0.270497181,0.167491233,0.195640714,0.063184125,0.077729704,0.049201508,0.037316477,0.130606485,0.039354039,0.267552155,0.04331799,0.07591499,0.195992628,0.06464913,0.034039435,0.118574021,0.053984618,0.036896127,0.046676185,0.052051441,0.069016168,0.043216455,0.119112755,0.042967011,0.055816525,0.395075254189827,0.266115174896391,1.42976745352415
"T4113",0.06946302,0.105250847,0.039555433,0.060009668,0.172495726,0.1749929,0.079573395,0.098011606,0.160345628,0.112695946,0.303804272,0.039790684,0.169852517,0.04200071,0.064370569,0.079000529,0.069083359,0.069297645,0.069081314,0.068383703,0.277413346,0.045042223,0.077388875,0.205656324,0.074777624,0.159326013,0.12419799,0.055176794,0.040029913,0.040199522,0.05368795,0.074907856,0.05629862,0.124047618,0.045680097,0.05552812,0.34320479078179,0.403732304475354,1.50643940297911
"T4115",0.078364702,0.094154719,0.053178103,0.08992553,0.079355611,0.172399584,0.079573395,0.092577034,0.079002345,0.085448314,0.291380283,0.077433168,0.174056351,0.079971537,0.06857719,0.084083898,0.080074414,0.077938675,0.312093364,0.313173215,0.070117367,0.057376757,0.079256425,0.185623038,0.091942949,0.060715487,0.12658999,0.062837805,0.053013089,0.062036067,0.063470325,0.071458382,0.058867016,0.129061667,0.055965466,0.057247069,0.353851242803918,0.374943501502503,1.49040002144895
"T4117",0.085162244,0.160917,0.041425064,0.129420112,0.082304659,0.195370733,0.079573395,0.105426505,0.17645763,0.042378154,0.298229265,0.282076726,0.183657841,0.083076395,0.069438554,0.085824755,0.060563331,0.1043358,0.083232537,0.065002568,0.269457204,0.052679379,0.079375234,0.222426237,0.079787113,0.043374661,0.131319163,0.060197061,0.044639226,0.044464989,0.059979909,0.077093052,0.061360872,0.140758948,0.046214874,0.058898919,0.33704889111372,0.42053073407923,1.51579847295428
"T5049",0.107260673,0.113497489,0.072164979,0.069400841,0.066350153,0.155242649,0.079573395,0.113979771,0.069708963,0.120734598,0.270859739,0.293766669,0.066693872,0.070107195,0.091854173,0.097244772,0.070817622,0.067044022,0.206644283,0.352096098,0.249674577,0.095196941,0.113771812,0.20103723,0.066662295,0.113731893,0.133381665,0.076008445,0.021561377,0.075148584,0.075587466,0.101832381,0.114168634,0.1348774,0.109081885,0.108963794,0.243341985489656,0.695592649147904,1.66904635215111
"T5050",0.128191997,0.128399839,0.059819697,0.09975878,0.080936435,0.188224736,0.079573395,0.109061879,0.105648192,0.119576766,0.28595501,0.306868929,0.084922548,0.058193873,0.086675918,0.089063048,0.05257158,0.054431068,0.132569202,0.349768685,0.266768882,0.050615278,0.127000035,0.217010459,0.052091703,0.123011584,0.1347674,0.065222347,0.133585485,0.066481615,0.059959856,0.07596217,0.063253906,0.13690374,0.127414809,0.12528937,0.266145421923153,0.624512834994434,1.62944497451217
"T5051",0.139493525,0.039006928,0.060128478,0.079244432,0.200721425,0.162951841,0.079573395,0.111159144,0.176901369,0.099025509,0.280231943,0.295517258,0.136030778,0.045928315,0.052845884,0.083959504,0.085440718,0.047311574,0.123787059,0.339176588,0.25886274,0.201839855,0.046381329,0.195829105,0.203955505,0.153057871,0.135922363,0.066257847,0.043081641,0.051856856,0.071599349,0.211976007,0.046733788,0.150205383,0.206294654,0.046794969,0.277159427718936,0.591300857055386,1.61094126714934
"T5052",0.131193191,0.080253909,0.062904892,0.127760803,0.127074215,0.147082751,0.079573395,0.124120499,0.128936605,0.095630952,0.272117881,0.270857374,0.063055821,0.062881204,0.082739818,0.097059906,0.081275069,0.063950926,0.192946912,0.330052137,0.257519172,0.136872603,0.085271177,0.195629115,0.096346222,0.123947019,0.165111652,0.071037197,0.055949057,0.068793707,0.08975881,0.124499937,0.097106915,0.172049263,0.126978379,0.117905733,0.127953911645494,1.13611646913667,1.91447960717702
"T5053",0.12656432,0.071220525,0.067254124,0.105806903,0.158135583,0.180168111,0.079573395,0.114281175,0.051824132,0.126529085,0.275789602,0.290474699,0.169179143,0.060057412,0.06711314,0.096570292,0.066008778,0.05702015,0.127183957,0.348471353,0.255741311,0.052498173,0.143341392,0.203107321,0.087185674,0.146572092,0.136671127,0.069749022,0.098365432,0.067494226,0.065311622,0.080796991,0.137101979,0.135425112,0.072871087,0.068747211,0.227186446390218,0.748144682864762,1.69832517002227
"T5054",0.140269409,0.070052782,0.051398432,0.106202002,0.042904982,0.185335608,0.079573395,0.118494137,0.042520422,0.122210213,0.298722226,0.310197773,0.105337835,0.053601482,0.04360424,0.096034322,0.065885885,0.045582572,0.092206954,0.345366897,0.276493198,0.097752423,0.139850838,0.229740113,0.050059802,0.156299056,0.137494235,0.059049135,0.113868547,0.066388405,0.062831404,0.051925225,0.085240934,0.15375687,0.07652265,0.081569909,0.373454342154948,0.322718177726468,1.46130322661624
"T5055",0.068114361,0.094729008,0.08438713,0.11001113,0.127577222,0.174575573,0.079573395,0.118949242,0.123063896,0.135835069,0.258048907,0.276743076,0.163721946,0.084437086,0.104683091,0.085149168,0.125972797,0.084117943,0.111441414,0.327118243,0.23908528,0.084402031,0.12414515,0.19407681,0.125568467,0.091319909,0.144951331,0.084954303,0.104533257,0.089610692,0.0871424,0.068586587,0.13603758,0.144000046,0.104583883,0.108149476,0.0616056918310771,1.54143322201763,2.14029761170317
"T5056",0.081025894,0.100014074,0.09246908,0.115789956,0.094382872,0.180378652,0.079573395,0.125858589,0.109729905,0.144150562,0.229779355,0.250997413,0.171910275,0.092515732,0.093421256,0.099463082,0.114561817,0.089994007,0.113154787,0.31369674,0.236812179,0.09789916,0.115802642,0.188353299,0.113380268,0.099347692,0.153223328,0.091423055,0.093182937,0.108586734,0.100272311,0.077075266,0.141694239,0.151675748,0.08714028,0.115232289,0.0261394000695774,1.94083083026448,2.36281782648767
"T6973",0.137157423,0.116150287,0.065045198,0.127643457,0.105936049,0.147245505,0.079573395,0.055075747,0.050575638,0.126268557,0.064595373,0.097213442,0.176590152,0.135153431,0.080133251,0.052396728,0.125348531,0.073924661,0.098143659,0.342928919,0.255288296,0.068482317,0.063646448,0.211679591,0.076124881,0.052185436,0.066002316,0.089560164,0.068593353,0.162168653,0.13215245,0.053705811,0.14660018,0.180283921,0.055008262,0.082249157,0.192009023189648,0.870516792455556,1.76650351547933
"T6976",0.114010682,0.071095991,0.088465196,0.161253202,0.086133045,0.192456943,0.079573395,0.093010035,0.046114462,0.134710228,0.070745561,0.291249766,0.204299478,0.117426014,0.098999891,0.054440408,0.113068495,0.056157024,0.100227576,0.33832976,0.281440673,0.041692,0.092136546,0.216400626,0.039701085,0.101151597,0.08680801,0.092561156,0.063962389,0.060366271,0.101396969,0.114344131,0.157086002,0.199640196,0.053222843,0.068158485,0.270464833515178,0.611407759357715,1.62214361820648
"T6977",0.08384682,0.080632495,0.063769673,0.132108886,0.095072702,0.192377732,0.079573395,0.104431745,0.072684135,0.12164936,0.294061119,0.301228562,0.181499878,0.075657762,0.057284152,0.066512119,0.051948024,0.048753877,0.043389037,0.325590109,0.280743423,0.050493912,0.047961294,0.219164871,0.10579973,0.099334505,0.043875583,0.069202811,0.043371483,0.086443893,0.078144932,0.073772504,0.152732896,0.152928985,0.118569161,0.055772517,0.379990120286523,0.305506735858815,1.45171405116285
"T6979",0.091491676,0.08073802,0.037837004,0.129752421,0.118642836,0.210962084,0.079573395,0.092169804,0.082771425,0.138757258,0.199917539,0.045501787,0.210558783,0.105447774,0.059635475,0.044565594,0.056782429,0.042775472,0.06645686,0.328460461,0.284091492,0.041064086,0.07493176,0.24936437,0.079567873,0.12624309,0.040999133,0.066359243,0.040171384,0.084895304,0.081993546,0.124897542,0.167040881,0.176218424,0.041293981,0.038574466,0.36632013950831,0.341615489275193,1.47183166679176
"T4104",0.06872181,0.086324616,0.085592766,0.096323485,0.084650749,0.156959236,0.079573395,0.10975364,0.213341173,0.085985368,0.229062303,0.113912808,0.14977443,0.084295863,0.090404715,0.104030048,0.084502105,0.084846964,0.104394366,0.237092219,0.07481011,0.083339193,0.108674142,0.20044312,0.090127585,0.085753711,0.120503385,0.086011939,0.086609892,0.086430414,0.086654524,0.081395357,0.085790221,0.138252283,0.082483161,0.082648654,0.018061033630679,2.0955506909076,2.44901838430487
"T4106",0.042520128,0.139825371,0.063850415,0.162778395,0.162195193,0.17270857,0.079573395,0.139218805,0.040757929,0.121599299,0.272576142,0.259679287,0.174900056,0.118996202,0.091653036,0.116920296,0.121301716,0.081524664,0.135554654,0.273855419,0.182788126,0.061574026,0.109752258,0.156839813,0.143811464,0.093424895,0.138303267,0.094251009,0.065795954,0.07669588,0.112143514,0.096316828,0.056035367,0.176188348,0.068732066,0.041497934,0.0868641979477734,1.36032090469734,2.03939277171895
"T4108",0.081251598,0.145264686,0.04555234,0.149458351,0.104267961,0.201747385,0.079573395,0.118641402,0.145012844,0.077421598,0.282214946,0.049436814,0.21248359,0.136905714,0.063804885,0.090441212,0.15395231,0.045784373,0.188042907,0.331630037,0.081471143,0.071391869,0.094615677,0.079143042,0.105610256,0.062426378,0.196714432,0.069510569,0.071921487,0.0792017,0.075062559,0.044032486,0.127456268,0.15554754,0.055348397,0.0481725,0.227935316146536,0.745663634107186,1.69694287956528
"T4110",0.065139691,0.149392133,0.060885417,0.133705429,0.094412691,0.182889996,0.079573395,0.13584282,0.145697543,0.088696804,0.272328307,0.282677149,0.192362816,0.062550007,0.080877598,0.13253612,0.141049491,0.073010816,0.122790645,0.0575205,0.084900296,0.07564323,0.111337331,0.064775013,0.140671405,0.07846302,0.172357183,0.094072238,0.070724999,0.101979154,0.107196272,0.075724376,0.066596941,0.166002318,0.071706481,0.059963382,0.0854968437136339,1.3690178751759,2.04423819817846
"T4112",0.039811483,0.077038223,0.059276793,0.098806646,0.122889817,0.187025599,0.079573395,0.13825944,0.142233916,0.045116788,0.267594127,0.13148535,0.159889749,0.048988913,0.098011275,0.119449018,0.10656743,0.126697908,0.053193712,0.107966603,0.223725312,0.162527413,0.120131425,0.036270298,0.082869277,0.07254454,0.151252844,0.0950125,0.082853109,0.078738928,0.103121078,0.114263669,0.049038032,0.160844715,0.082266941,0.07468799,0.0687090698757765,1.48547462732941,2.10912086389109
"T4114",0.053367788,0.110575508,0.098559281,0.123798724,0.165043219,0.181191611,0.079573395,0.152734868,0.127041311,0.174421947,0.265253872,0.039496336,0.198624354,0.043265672,0.072550178,0.092852008,0.155439433,0.089436418,0.244071297,0.037567151,0.260619307,0.07681906,0.117951357,0.162978908,0.170922297,0.118779337,0.19311146,0.067025117,0.062731735,0.066633814,0.096716992,0.115940468,0.102407282,0.195161507,0.056520294,0.061198811,0.110567988560823,1.22351305300571,1.96317170300437
