"","cho","dinB","dinD","dinG","dnaG","ftsK","hokE","insK","lexA","phr","polB","ptrA","recA","recB","recD","recN","recQ","recX","rpoD","rpsU","ruvA","ruvB","symE","umuC","umuD","uvrB","uvrD","uvrY","yafN","yafO","yafP","ybfE","ybgA","ybiB","ydjM","yebG","pval","z","inv_cof_var"
"T6900",0.113384516,0.140948278,0.083049193,0.082763231,0.219237767,0.077777262,0.069066045,0.131323631,0.150373699,0.150106955,0.077414078,0.317861282,0.20112579,0.090405719,0.083734801,0.061569655,0.071262678,0.069297517,0.326158907,0.320555534,0.085175136,0.040013905,0.10629743,0.0740044,0.107299683,0.29671675,0.194479559,0.102716277,0.076953183,0.074046896,0.069527238,0.088658447,0.1616003,0.157261936,0.07129702,0.084463367,0.268677516231734,0.616817614194383,1.62515766244549
"T6902",0.126630458,0.131194391,0.128865119,0.065462354,0.167595007,0.148743158,0.125096877,0.13320344,0.130139155,0.133346693,0.068116325,0.127471034,0.152397488,0.133268044,0.127434257,0.085831735,0.126692603,0.127673078,0.231376786,0.127761349,0.06678801,0.073684525,0.12700732,0.114798794,0.127498494,0.251819732,0.152749438,0.126742077,0.126949772,0.1269742,0.138487032,0.128193257,0.135198572,0.130723704,0.126597763,0.126695999,1.53015193006536e-05,4.16893191203226,3.60418112220901
"T6891",0.070938049,0.114856173,0.065571145,0.080251557,0.218598983,0.152441009,0.071763056,0.060166774,0.118924878,0.067697553,0.065864643,0.176889299,0.060472765,0.115219426,0.078841291,0.0870023,0.068681926,0.06220517,0.35224574,0.355846144,0.273405453,0.068913683,0.091765817,0.069093226,0.061527386,0.321977451,0.150712005,0.08335385,0.060289421,0.132833132,0.075974531,0.06799897,0.076612771,0.149136495,0.064272336,0.060280033,0.413700361641596,0.218036434964101,1.40298088466295
"T6893",0.128804159,0.121854135,0.068286585,0.097018554,0.178878727,0.169465056,0.094172579,0.108097131,0.129109354,0.12641944,0.092688018,0.12890546,0.14586304,0.084906998,0.07788766,0.086400311,0.099932141,0.065793713,0.326963367,0.287664923,0.129386826,0.093086216,0.103489898,0.114392135,0.075343649,0.30935961,0.160091092,0.067982424,0.065069654,0.119827047,0.111882784,0.06549262,0.127103138,0.103586092,0.072511149,0.080627385,0.126445367652043,1.14335618725735,1.91851314067328
"T6895",0.06030963,0.149701694,0.069800424,0.082051468,0.218160777,0.207619106,0.060546634,0.140889176,0.156719788,0.152909013,0.088272882,0.070191607,0.178665818,0.122433783,0.096247648,0.079960784,0.117767132,0.082695266,0.309258573,0.30935288,0.157963532,0,0.126105667,0.081169333,0.097310197,0.297005478,0.186025387,0.101569246,0.065967742,0.148833132,0.177480694,0.101056428,0.146175864,0.157695439,0.061300509,0.105557319,0.146665987990319,1.05084022876502,1.86696883863034
"T6897",0.08124244,0.122580088,0.095193954,0.076068829,0.185696831,0.084711182,0.084347966,0.080159146,0.109718753,0.122230181,0.079630469,0.08796009,0.086490358,0.119107093,0.084015475,0.088603443,0.108771993,0.086673457,0.322992355,0.299532819,0.225835788,0.108926529,0.089139921,0.105305973,0.101692061,0.293218766,0.160133831,0.107846821,0.085694423,0.086095562,0.118081742,0.082856502,0.07978603,0.159603863,0.091771193,0.09760471,0.13637631958999,1.09674554857236,1.892544509121
"T6899",0.078606811,0.138595844,0.06870218,0.071710306,0.173928541,0.14221051,0.065688912,0.12376009,0.138059619,0.119563351,0.064719782,0.313409829,0.094547319,0.069443971,0.085023088,0.105539765,0.065493242,0.078995982,0.093334127,0.329732608,0.237404817,0.038155904,0.101041421,0.201971525,0.114078843,0.314697321,0.151141833,0.117603378,0.067154445,0.140866135,0.091966228,0.081380596,0.113545897,0.182582294,0.075241559,0.090084397,0.209629669675389,0.807706884715896,1.73150963000722
"T6901",0.096599112,0.126818545,0.101573023,0.079311442,0.170780991,0.096501562,0.095875639,0.097308763,0.128566846,0.13120624,0.113324059,0.113934442,0.106743202,0.106961797,0.099365369,0.101010635,0.109936378,0.100370819,0.319687306,0.339531009,0.13879774,0.113098255,0.109151864,0.111257425,0.099365607,0.270912495,0.148351247,0.108261817,0.0975384,0.110896307,0.110370788,0.095870086,0.10075714,0.147681334,0.101018772,0.095764199,0.0584958010161713,1.56752682110789,2.15483538848044
"T0866",0.065449202,0.065109669,0.088863962,0.064739904,0.409223444,0.186278768,0.079573395,0.070752361,0.068875197,0.063856039,0.067569979,0.066364063,0.073513372,0.065998367,0.073546723,0.082036337,0.081705927,0.069544437,0.245343947,0.071263443,0.071612223,0.073789246,0.06613055,0.083327288,0.072591756,0.103981373,0.086207389,0.162149475,0.067109426,0.076816469,0.067237255,0.104687973,0.069571525,0.072916781,0.089343528,0.070136975,0.389111255988849,0.281636157943265,1.43841480746404
"T0869",0.056643329,0.044171068,0.135428364,0.044040497,0.214472675,0.222979904,0.079573395,0.069168752,0.124214402,0.053493215,0.049386876,0.045532798,0.139114087,0.046221902,0.073041108,0.123906269,0.125053596,0.060082721,0.214267457,0.172258028,0.110131057,0.092224074,0.046341082,0.097113418,0.077708121,0.150071962,0.068682065,0.411344725,0.059760219,0.079106532,0.063983563,0.159528727,0.060973386,0.059279999,0.105852578,0.046172378,0.396769296411197,0.261718349273357,1.4273178079534
"T0870",0.059331608,0.048517862,0.12088998,0.04850765,0.228973741,0.219576561,0.079573395,0.070092419,0.126861462,0.059522696,0.051581717,0.055855291,0.113613083,0.050006041,0.077376093,0.104414217,0.110533051,0.058282571,0.228333948,0.20054907,0.080764108,0.079266264,0.050256015,0.096856257,0.078947173,0.130613573,0.120475342,0.432541211,0.063024233,0.081192769,0.070189179,0.153048434,0.057081357,0.078651945,0.103618838,0.178430283,0.384988189555773,0.292405793527814,1.44441499768537
"T0871",0.053069592,0.04888296,0.142557578,0.049644326,0.220825904,0.22580324,0.079573395,0.055671922,0.152879981,0.05745537,0.052777311,0.055334996,0.165684064,0.052066571,0.062173025,0.126343884,0.132545923,0.064212029,0.204710961,0.225413089,0.056464293,0.095871309,0.054521248,0.081432019,0.067982582,0.154515086,0.154161006,0.494878684,0.054117797,0.062941091,0.05568262,0.171251858,0.060265511,0.073242769,0.077253642,0.153734795,0.481599477824208,0.0461396347766035,1.30721037400219
"T0873",0.057857707,0.041205152,0.124993219,0.041300079,0.199384123,0.206874458,0.079573395,0.049087354,0.071114828,0.068769945,0.042854815,0.04995148,0.14229583,0.044911656,0.075600465,0.104375821,0.120155597,0.056845083,0.199031019,0.204419986,0.064541213,0.096207232,0.045302497,0.097845227,0.078901552,0.091883233,0.103249976,0.059994761,0.055612231,0.062514323,0.067288916,0.154700441,0.043666082,0.050530693,0.078240876,0.171788681,0.182012621367577,0.90772176306843,1.78723187709413
"T1658",0.072407203,0.058826066,0.075215411,0.042546791,0.303118722,0.317230881,0.097592836,0.075296972,0.234518618,0.075458264,0.049437711,0.042243574,0.196238151,0.060132803,0.132329139,0.053298163,0.056715819,0.041233423,0.165526906,0.077919992,0.05368015,0.042168399,0.066238235,0.114108843,0.103395754,0.093946008,0.073515169,0.32232944,0.070824351,0.065642368,0.067624077,0.085473509,0.040900903,0.161766891,0.067737428,0.254328961,0.466266585431655,0.0846581463162723,1.32867056125421
"T1660",0.07745433,0.063653417,0.077459379,0.048014676,0.305095325,0.314914244,0.101694529,0.081145424,0.241429609,0.081551567,0.058648382,0.047256127,0.17353927,0.059825264,0.122327376,0.057910253,0.061024418,0.045697565,0.16145803,0.096431734,0.052497107,0.06675776,0.077940346,0.118243351,0.107435159,0.093188772,0.075826212,0.310051651,0.069883847,0.071987757,0.076531823,0.086231352,0.045527402,0.204073037,0.07419322,0.262071263,0.40257877603582,0.246677847391136,1.41893814908667
"T8307",0.065515687,0.047797516,0.073127415,0.049012005,0.175660432,0.064592379,0.079573395,0.063395027,0.15291027,0.050507231,0.050498144,0.238746439,0.071601944,0.051018414,0.055676167,0.078489486,0.065423085,0.052154044,0.164140381,0.09745242,0.276962423,0.076058703,0.049711005,0.081916423,0.058889239,0.306741185,0.106010934,0.093423821,0.065226896,0.053567643,0.070495348,0.100385414,0.053905969,0.110404469,0.056352963,0.083712921,0.364534746790879,0.346363577992762,1.47447701493464
"T2148",0.077994672,0.026782266,0.039432146,0.080298262,0.254838075,0.219321448,0.076454875,0.077557882,0.101797267,0.077646495,0.080423831,0.085161629,0.174141245,0.080781784,0.07748371,0.085844046,0.09534466,0.077295289,0.273409381,0.429948224,0.090106444,0.086956179,0.044616984,0.075513922,0.07610208,0.100555977,0.096220438,0.284658361,0.078416611,0.097172578,0.077994286,0.075729834,0.087537674,0.087818456,0.077961259,0.094222559,0.435637537549843,0.162039085114403,1.37178254481657
"T2151",0.063983053,0.095529175,0.025066407,0.0645108,0.26218198,0.232918252,0.063494571,0.063542004,0.152221951,0.063798646,0.064553377,0.070638516,0.194643286,0.064919344,0.06372241,0.071988066,0.12393569,0.064412652,0.279112524,0.421051556,0.079452169,0.073653912,0.120788704,0.063450388,0.063484697,0.100540904,0.091697041,0.226196589,0.064128407,0.151305701,0.064118262,0.141701283,0.029870814,0.075471386,0.064119949,0.132782149,0.444640627632101,0.139213734958084,1.35906563887011
"T2109",0.062194266,0.050064512,0.038125671,0.071669973,0.275730056,0.245211187,0.056780922,0.060574369,0.097082637,0.060984112,0.072173212,0.08942381,0.207105608,0.073644503,0.060383229,0.091667463,0.113614263,0.072555501,0.2920028,0.435024513,0.103168393,0.094849652,0.104620057,0.0546013,0.055697073,0.125493606,0.117456647,0.050507275,0.064118392,0.096548331,0.062193175,0.044311521,0.083610464,0.097628807,0.062098554,0.112826124,0.498320282079878,0.00421044087226643,1.28384996061792
"T2118",0.072794176,0.039982467,0.032277053,0.074861313,0.256959038,0.223937565,0.07149597,0.072397929,0.105083901,0.072499045,0.075031815,0.08160096,0.181029571,0.075389633,0.072289626,0.082653867,0.111253619,0.075181141,0.274519154,0.432455288,0.08903722,0.084320325,0.078930809,0.071064823,0.071359514,0.103424423,0.097674322,0.186863429,0.073174659,0.123997446,0.072793691,0.109293289,0.075371995,0.085662021,0.072755112,0.111699813,0.399744162668365,0.254009362118764,1.42302282610576
"T2112",0.081287354,0.097551275,0.029754279,0.072906079,0.237805484,0.202877874,0.094269915,0.084485736,0.117822835,0.08362712,0.072663093,0.073796731,0.168139546,0.072309012,0.08499791,0.074849534,0.091614975,0.072435753,0.246674102,0.394996199,0.080820073,0.076301076,0.115064224,0.100361251,0.096980502,0.093519245,0.089075044,0.283428072,0.078819527,0.091261213,0.081337483,0.110367211,0.036442478,0.077667717,0.081539098,0.107384064,0.325005219759545,0.453747687443728,1.53430495232355
"T6052",0.072857239,0.075406664,0.069777758,0.073003707,0.078896024,0.194520058,0.069305412,0.07353356,0.074759778,0.080143932,0.101390021,0.089144562,0.171514897,0.075305576,0.069283528,0.11047546,0.071283524,0.06927868,0.427040569,0.437299659,0.089061506,0.212942692,0.157048689,0.101746258,0.070381436,0.100223728,0.121863809,0.114881871,0.07591723,0.073546653,0.073432581,0.073533506,0.075401765,0.255000623,0.069433503,0.091806915,0.473070661602928,0.0675531849625505,1.31914071030938
"T5290",0.111761577,0.109960105,0.111667214,0.137376978,0.132349714,0.169397756,0.109671353,0.129173729,0.117940132,0.119968844,0.249678416,0.276050384,0.16154806,0.077163346,0.080109321,0.062457314,0.142979298,0.051047205,0.306567583,0.083927092,0.15218829,0.076017744,0.088905737,0.15108632,0.103644891,0.28805068,0.12275551,0.076510052,0.089178228,0.07745247,0.137946301,0.095071597,0.139633084,0.133742482,0.131966019,0.076451978,0.0674012465724743,1.49542909056253,2.11466688933281
"T5292",0.125008055,0.105394698,0.150801267,0.121088103,0.155284896,0.153534559,0.128324408,0.141304805,0.110060386,0.108805198,0.255265424,0.276959431,0.148686948,0.080276457,0.0779176,0.069711406,0.088883596,0.066757896,0.312048177,0.082893892,0.223041363,0.081964309,0.082654343,0.169886212,0.155648788,0.299781448,0.079385848,0.077637323,0.091524522,0.077502646,0.106221018,0.079591329,0.150757589,0.125267889,0.092941769,0.077909414,0.100906889425816,1.27640106814893,1.99263770942552
"T5294",0.094298038,0.118332666,0.117927469,0.119246544,0.097087505,0.182557955,0.143761196,0.095308389,0.128088807,0.130738327,0.258338797,0.285833302,0.172889102,0.068852566,0.085701986,0.089429417,0.089471,0.062155294,0.311739969,0.100042274,0.134969974,0.07615487,0.096922462,0.088299981,0.091154719,0.291564969,0.066820761,0.077447911,0.073284688,0.087863683,0.091695074,0.113045149,0.108927453,0.114752687,0.093899653,0.074476607,0.134097777977911,1.10722755724422,1.89838445100566
"T5296",0.121347863,0.115034839,0.111669949,0.103917414,0.0964646,0.167590703,0.149809188,0.097934935,0.122106187,0.123966396,0.244177402,0.269272855,0.161106534,0.083650261,0.087064714,0.078285572,0.126236275,0.076061737,0.299873599,0.113320623,0.141368187,0.084207469,0.097276639,0.124723315,0.152849988,0.28154015,0.132660855,0.083559063,0.146389913,0.084496789,0.121227089,0.102636982,0.13553104,0.113959448,0.099041458,0.083902979,0.0317753435205587,1.85531899664905,2.31517579962065
"T5298",0.099350141,0.113280351,0.101866095,0.124499241,0.140923702,0.169013541,0.112856711,0.141171572,0.120251605,0.122163295,0.248031264,0.2747822,0.160998931,0.084456945,0.087670143,0.051623568,0.113926468,0.044162513,0.306064088,0.084294123,0.137217696,0.084798291,0.093858224,0.164028449,0.105195131,0.286689797,0.114323793,0.084045287,0.108103819,0.0851728,0.137296825,0.09970857,0.115008964,0.139807297,0.149798779,0.083963815,0.0607233713258552,1.5487295690105,2.14436269538538
"T5300",0.156718686,0.107824894,0.114283729,0.110770705,0.150788631,0.16302319,0.160632485,0.159058944,0.113694073,0.113537452,0.253701836,0.278185875,0.156259264,0.079619027,0.080917407,0.071424761,0.083140805,0.06936518,0.310721982,0.080002357,0.217902759,0.07969202,0.085520762,0.173588457,0.164496827,0.295135419,0.123660549,0.079040085,0.086760814,0.079144296,0.104058735,0.087020661,0.138662253,0.107789467,0.103680968,0.0785759,0.0827761904921922,1.38663732448449,2.05405469072518
"T5302",0.098003799,0.119121737,0.102368095,0.101710361,0.098820891,0.171164177,0.10629572,0.10123349,0.125554121,0.126639765,0.250191826,0.272835464,0.165697267,0.064407958,0.082103611,0.074566633,0.091229906,0.064985258,0.302661947,0.072592017,0.136834603,0.064131145,0.093701676,0.186509766,0.070594889,0.288288751,0.139026128,0.070261477,0.071735584,0.073078574,0.103149484,0.095717917,0.09882713,0.156816598,0.099108087,0.074203275,0.131243539171638,1.12053210732353,1.90579694241805
"T5304",0.179784508,0.1198347,0.073907987,0.161765101,0.130682519,0.180175258,0.09457397,0.16568206,0.128206994,0.131510739,0.257217924,0.285110868,0.171497178,0.060064826,0.086693122,0.057359173,0.067299549,0.056189614,0.314225755,0.117441072,0.136655357,0.073508193,0.099178283,0.091744092,0.172444674,0.293323373,0.088816093,0.077667545,0.060471892,0.084737014,0.115505458,0.110837158,0.180773679,0.171178711,0.126085133,0.076409568,0.11204342723645,1.21573246051603,1.95883682699057
"T5306",0.174270821,0.115506016,0.082009063,0.162415389,0.111439467,0.171833505,0.087227079,0.180836079,0.123369182,0.124785708,0.255339262,0.280358748,0.164533297,0.063249332,0.080973484,0.07616629,0.069971712,0.082884901,0.311333638,0.134165349,0.144064379,0.063926136,0.092684049,0.177243073,0.179300785,0.294363682,0.138947354,0.072281544,0.06468031,0.064068,0.108195949,0.098161057,0.180995696,0.16880757,0.101626684,0.074253632,0.0940618695485572,1.31614988885786,2.01478335060851
"T5308",0.176322849,0.113285453,0.088676347,0.159182532,0.107117936,0.170112294,0.099243736,0.150162461,0.120720102,0.122394181,0.25126456,0.279049547,0.163255391,0.067674499,0.081032044,0.059882544,0.07097821,0.060517791,0.316247499,0.14473665,0.107538265,0.068196488,0.090496642,0.187161036,0.152218271,0.294797731,0.168053917,0.072087023,0.078231684,0.07558531,0.122424772,0.095802422,0.175368927,0.163204608,0.10620702,0.074115257,0.0946638956772145,1.31257027502835,2.01278900607129
"T5310",0.138869314,0.105378342,0.108023561,0.140395152,0.142185504,0.155264091,0.095924072,0.150470358,0.112482149,0.114657775,0.25184273,0.179377196,0.157222259,0.075280101,0.081549443,0.075275233,0.121729515,0.046078085,0.313384105,0.124653617,0.140565353,0.075482771,0.086757192,0.170124255,0.143828598,0.292312665,0.108058957,0.076790515,0.083849938,0.078195135,0.140907507,0.094354166,0.155413607,0.154525703,0.141166624,0.07679241,0.0407925291207776,1.74156232714733,2.25179745681633
"T5312",0.18232288,0.119843516,0.07700906,0.173408114,0.12239343,0.18031818,0.083296691,0.159452641,0.129137622,0.132409848,0.255162582,0.283624218,0.171196664,0.06592849,0.089639596,0.070870634,0.059380966,0.066621356,0.312205375,0.106778702,0.137712697,0.078970179,0.101188171,0.090000612,0.138595202,0.290556793,0.093384716,0.081319871,0.058514013,0.065689813,0.131563747,0.113683109,0.182976864,0.172897232,0.13320722,0.079060674,0.103185722745702,1.26360609322082,1.98550912249766
"T5314",0.135656204,0.117559416,0.086526115,0.151647165,0.132808319,0.172789707,0.091001365,0.158686869,0.125104382,0.126486973,0.252805203,0.277471141,0.166174526,0.071049914,0.083155455,0.064662161,0.080099807,0.064674141,0.309486887,0.094770265,0.154429222,0.071273094,0.095286657,0.079120009,0.14884784,0.292186779,0.108332906,0.07435399,0.077494694,0.075351593,0.126198112,0.100332606,0.156203864,0.150620066,0.12651724,0.076350699,0.0905865897451094,1.33715153062625,2.02648419643391
"T5316",0.147503613,0.113570711,0.084888266,0.171596345,0.134800111,0.169264053,0.098941285,0.16680998,0.120500111,0.121704499,0.249566429,0.275880439,0.162504705,0.063520753,0.07883756,0.05517678,0.063575552,0.049533318,0.312404586,0.118803292,0.134228985,0.063585251,0.090846568,0.067990554,0.126177096,0.29259657,0.144880128,0.068567912,0.070831989,0.07090963,0.131979057,0.094631791,0.152813127,0.156294783,0.130677813,0.070556713,0.121971480683678,1.16518785316622,1.93067642579777
"T5318",0.138628673,0.101723393,0.108591769,0.129567066,0.133740381,0.160235533,0.10667954,0.160157377,0.108894581,0.111222019,0.24929634,0.277661585,0.153237873,0.076209296,0.076615847,0.067884498,0.105662405,0.056111047,0.312063727,0.131754376,0.139479683,0.076144987,0.082745006,0.181994459,0.150492965,0.291047958,0.119423023,0.075254724,0.085504795,0.075382636,0.126129233,0.088402762,0.165541321,0.16468659,0.132496512,0.075106821,0.0677707799936977,1.49260138734844,2.11309146395831
