"","ahpC","perR","ahpF","btr","fur","efeB","efeO","efeU","fbpB","fecC","fecD","fecE","fecF","fhuB","fhuC","fhuD","fhuG","fpbN","fpbO","fpbP","fpbQ","hemA","hemB","hemC","hemD","hemL","hemX","hmoA","katA","mrgA","spx","ycgT","yfhA","yfhC","yfiY","yfiZ","yfkM","yfmB","yhfQ","yjbC","yoaJ","yusU","yusV","ywiE","ywjA","ywjB","yxeB","pval","z","inv_cof_var"
"GSM672742",16.30243048,12.66937435,15.56470372,10.50141338,12.58011896,12.95128178,12.81874535,11.84372045,11.05639108,13.72151636,10.30923346,12.35069814,12.51953383,10.46812714,11.33103457,13.24257695,10.96807138,12.93810186,13.19436877,13.34507323,14.07618625,12.57725279,12.34201004,12.11406171,12.20097844,12.59205613,11.21893048,14.74027026,11.64738439,11.05514201,14.45389294,12.36989182,11.03358048,13.54539665,13.3970368,11.07504796,8.133879926,8.986883643,12.55092639,12.67641636,10.04722045,10.98036283,13.18522751,8.797762082,11.36127584,11.47898253,13.74509665,0.446450664974035,0.134633909291807,7.47651203651438
"GSM672744",16.13048996,13.6049855,16.340529,10.8462368,13.97636729,12.07438996,12.39912119,11.57041264,12.72717732,13.08473941,11.11236022,12.16032193,12.18289145,11.23750149,11.10672639,13.06665372,11.35883048,13.19254647,13.41245242,13.38472454,13.81582714,13.10414349,13.50399368,12.86008625,13.09676506,13.24969777,12.58323271,15.07704164,14.66569628,12.49718067,13.23707546,12.47901264,10.97369777,13.50622305,11.65469554,11.23992454,9.076839777,8.556642751,12.81230186,12.05212268,10.76314907,12.0600619,13.55558736,9.893404089,11.68734461,11.70109888,12.8108052,0.256230444757093,0.655010661905008,8.2083957478462
"GSM672746",16.41206468,13.89762082,16.38425465,9.694850186,13.48706506,12.99247212,12.82796729,11.83088699,10.99658662,13.15227509,10.08529814,12.60530818,12.70161301,10.49246059,11.21239126,12.49886208,11.0569171,12.78984721,12.80614647,13.11192862,13.61170316,13.19072825,13.07957993,12.59782974,12.87304684,13.30585762,12.14450074,14.03156208,15.6989948,14.11600446,14.47455279,11.62187658,11.06334126,13.02672268,12.00305651,11.12871487,9.348395911,9.387413383,12.1503,12.76159257,9.871837546,11.40904461,13.09676506,10.15888587,11.49942454,11.51240149,12.42567472,0.403547085964296,0.244176441448347,7.63057809457867
"GSM672747",16.30243048,13.35045167,16.26199628,9.942540149,13.42815502,12.75065836,12.99767955,12.1644855,11.00960112,13.31143866,10.14765651,12.69099182,12.45691115,10.5828145,11.19393717,12.67568848,11.10549071,13.08627212,13.28852007,13.30389257,13.92068736,13.06405353,13.00986097,12.50635242,12.83257361,12.98724424,12.26155651,14.06186803,15.33721524,13.55356059,14.07618625,11.64227658,10.98619703,12.89065985,12.10715093,11.08792416,9.620627138,9.650143866,12.12215242,13.07116617,9.670372119,11.22958513,12.87134275,10.75600112,11.7049197,11.69219926,12.62922844,0.27800106321071,0.588790042424299,8.11525977951392
"GSM672748",16.26199628,13.11539071,16.41559814,9.559210037,13.45520892,12.48520074,12.60364461,11.85276729,10.97578959,13.08894033,10.15378364,12.70912007,12.61107732,10.04164182,10.97694387,12.27143792,10.75109331,12.49575204,12.7521803,12.99247212,13.49333755,13.23309777,13.2139171,12.60967212,12.95834721,13.13379517,12.13914164,13.82289926,15.61343941,14.14860818,14.10146097,11.26426877,10.76552491,12.55260149,11.85025242,10.83579108,9.524164684,9.246527881,11.98045539,12.86331896,9.643798885,11.36127584,12.78364684,10.48577063,11.37447026,11.48265204,11.86197993,0.419164768685536,0.204030662870397,7.57411507759648
"GSM672749",15.91022379,13.40092937,16.12363346,11.19995948,13.83229926,13.99478104,13.88999294,12.54641822,13.32318773,14.8536461,12.21495725,12.65290223,13.07116617,12.20774981,13.3702461,14.52588253,12.78208439,13.7522145,14.15794052,14.45737881,14.84428699,13.22169145,13.28452677,12.61945911,13.1633513,13.34864684,12.39153123,14.78927807,14.13440409,12.39590892,14.41536729,12.75695279,12.07855874,14.16357621,14.07336952,12.07309777,8.283497026,8.063084015,14.13691599,14.08497249,10.83943569,12.95128178,14.3837368,8.750019703,12.18289145,12.52685316,14.47455279,0.333908538570282,0.429145863790222,7.89072827735807
"GSM672750",16.07966952,13.18883978,16.10869665,11.02147063,13.83099145,13.55989331,13.57313309,12.73586952,12.74905093,14.45898476,12.24164052,12.52614926,12.4688316,12.41861375,12.62544387,14.26004424,12.82172268,14.03156208,14.19545279,14.177971,14.49293792,13.23309777,13.27297993,12.69711524,13.08627212,13.23499331,12.49575204,14.25402268,14.11871338,11.78200855,14.31325613,12.56626989,11.85680372,13.96283048,13.9054052,11.99779554,8.917146097,8.205537918,14.01388922,13.6722223,10.39021747,12.70161301,14.21655688,9.129148699,12.17875688,12.12371933,14.53674944,0.255664324803746,0.656770260062885,8.21087053409245
"GSM672751",16.12363346,12.87633978,15.98922119,11.60831896,14.06186803,13.75962305,13.9054052,12.35485911,13.15322658,14.84014647,12.20520706,12.47178253,12.6418026,12.01236766,13.16499442,14.7149948,12.80470855,14.12469963,14.32645576,14.68241227,15.07704164,13.31923978,13.34303457,12.57565725,13.00295056,13.33719963,12.32875093,14.12791078,14.47804424,12.34942305,14.46409554,12.42567472,11.79491301,13.82848513,14.01120595,11.94133643,9.146051859,8.604154275,14.23157435,14.35301933,10.40642565,12.99076729,13.81090595,9.200495539,12.26726022,12.56927323,14.5149171,0.241443702158223,0.701666123350758,8.27401430614139
"GSM672752",16.38425465,13.22730074,16.31574647,11.41760669,14.00300297,12.97950725,13.33429888,12.22879703,13.44091413,14.35976208,12.07855874,12.64667732,12.61667063,11.6522461,12.29315279,13.91563829,12.10021896,13.49777063,13.74743383,13.95716766,14.49293792,13.68413234,14.06484089,13.26519851,13.63154052,13.91315353,13.12605204,14.89277844,15.74199963,15.50683643,14.27893866,12.63451004,11.61378959,13.37626729,12.84514201,11.6026777,7.919,8.25673829,13.4367223,14.04280037,10.48220409,12.59710074,13.60618996,8.900716729,11.9427,12.19956989,14.34949888,0.453179993987423,0.117631066938499,7.45259839451897
"GSM672753",16.31574647,13.34864684,16.40455576,11.22958513,13.91315353,13.04114164,13.17423792,12.22607175,13.41130855,14.11600446,12.09294498,12.58246691,12.53648067,11.94402528,11.92414164,13.66754238,12.26928643,13.59152323,13.86138401,13.79092788,14.09040223,13.57092379,14.03459963,13.38884164,13.73822305,14.07336952,13.13379517,15.08293978,15.80265167,15.1469052,14.11328476,12.86961896,11.63374164,13.82567398,12.67875353,11.75807658,9.61009368,8.41797881,13.24083643,13.87172416,10.65360335,12.31592825,13.73361487,10.1266829,12.2903119,12.16308104,14.30353717,0.218774342691778,0.776339281335764,8.37903834445303
"GSM672754",16.21444944,13.49777063,16.42565242,11.21785428,13.92068736,13.04444907,13.15065688,12.35069814,13.18357249,13.92297026,12.01920743,12.69559926,12.68124554,11.49768086,11.81549405,13.55765056,11.85025242,13.23891599,13.40928959,13.59952639,14.00869331,13.6722223,14.12791078,13.45315651,13.79859108,14.02572788,13.03748513,15.22313234,15.75899182,15.42020595,14.12176357,12.79829665,11.53395353,13.64726729,12.29166617,11.62863903,9.674375465,8.331278067,12.91991375,13.83986822,10.7252513,12.59049108,13.75453086,10.2696368,12.08145093,12.1644855,13.9254487,0.236123502434694,0.718827835161489,8.29815139003257
"GSM672755",15.33721524,11.82570149,15.11127918,10.58034275,13.31923978,13.25572045,13.47196803,12.61107732,11.99510037,14.26946022,11.66334796,12.05938885,12.14178848,11.17486283,11.98183086,13.48236691,11.5375197,12.77562007,13.21045353,13.51256134,14.0958948,12.70310595,12.82483383,12.37427993,12.61245019,12.74220056,12.23710446,13.47410706,10.91817807,12.04223755,13.74509665,11.84372045,11.36612639,13.11192862,13.37626729,11.49468773,8.142416357,7.760930855,13.35631375,13.68882788,10.10077323,12.72872639,13.45315651,8.685659851,11.61025167,11.83606431,13.31340074,0.297903769711897,0.530439075771784,8.03319208179495
"GSM672756",15.22313234,12.28154684,15.10605167,10.20304461,13.4511197,13.04023067,13.0185829,12.10581004,10.99318253,14.05925799,11.38151115,11.84372045,12.0179461,10.72404349,11.46931636,13.00986097,11.28929814,12.2758855,12.72569926,12.84362528,13.4450803,12.73507807,12.83257361,12.19392119,12.60364461,12.81230186,11.83214907,13.15971115,11.64050967,11.32697918,13.91563829,11.44888067,11.36371152,13.29444201,13.1468632,11.52343123,9.037702974,7.756682156,13.05331524,13.4302974,10.0693658,12.22879703,13.41130855,9.06446803,11.37801599,11.54228885,12.65138587,0.208797427594066,0.810600977760524,8.42722569604003
"GSM672757",15.190129,12.23151078,15.02109257,10.19194089,13.44939033,12.90826059,13.01695428,11.91377249,10.94499814,13.75962305,11.53162528,11.9151855,11.92807175,11.2284513,11.48022454,12.86961896,11.52692491,12.77412974,13.05163569,13.01521004,13.51256134,12.61394312,12.82869368,12.34349182,12.44963011,12.83179981,12.14044424,13.17595502,10.77818476,11.12166803,13.95716766,11.50065985,11.4645171,13.33719963,13.11887398,11.59519071,9.904658736,7.953687361,12.75841524,13.38058216,10.07917026,12.06224721,13.24083643,9.490528996,11.62737993,11.72602565,12.59922416,0.112071532504225,1.21558496340212,8.99681528848987
"GSM672758",15.35256022,12.27279517,15.21045093,10.44625204,12.64338773,12.65290223,12.82172268,11.65711152,11.75678996,13.52997026,10.81962416,11.41517398,11.752071,10.76314907,11.61025167,13.62222788,11.173071,12.29753643,12.46005688,12.81874535,13.76194498,12.37568327,11.77321896,11.20221599,11.47898253,12.16591599,10.94269926,13.7935658,11.00848364,11.29289665,13.96823197,12.33753643,11.40274498,14.01974312,14.06780892,11.47189517,9.59425316,10.85929926,13.09676506,13.18693197,9.966738662,11.57153606,13.86138401,9.234037918,11.44062416,11.72986729,13.21222714,0.114858958792359,1.20108580802,8.97642295620571
"GSM672759",15.49114684,12.03291822,15.37522491,10.3635,12.55874387,12.83418104,12.93638178,11.74211264,11.81923755,13.56203011,10.77595948,11.55308104,11.89014201,10.65969257,11.68483494,13.59271896,11.00363941,12.13114796,12.4414474,12.89724424,13.72369888,12.49265874,11.97307472,11.46931636,11.81292007,12.21412955,10.60630929,13.76194498,11.30483197,11.51852045,13.85341561,12.39001859,11.40160372,13.80343717,14.11328476,11.36244796,9.697269517,10.72124554,12.97873309,12.90213346,10.18235576,11.50542677,13.91563829,9.341867472,11.47373086,11.85939182,13.14873532,0.103198625155372,1.26353423770309,9.0642535294467
"GSM672760",15.56470372,11.802529,15.38340149,10.89029628,12.82483383,12.63887881,12.91816022,11.74823048,12.86008625,14.19545279,11.35883048,11.9427,11.8646974,11.24241227,11.72854535,13.78598662,11.42984089,12.31870483,12.64667732,12.85502825,13.57540669,12.56473271,11.89799851,11.42134944,11.71235911,12.00844572,11.4102803,13.74743383,11.52343123,11.35503383,14.20445688,12.75389331,11.35058922,13.72151636,14.05925799,11.57396654,9.730959851,10.56183123,13.32130186,13.46987881,10.08403457,11.97239591,14.01388922,9.646335316,11.85025242,11.99907435,13.35442714,0.0664841168417238,1.50249920275781,9.4003457253879
"GSM672761",15.55620743,12.36067658,15.38340149,11.19509517,12.52544535,13.19254647,13.34708364,12.31169033,14.04552862,14.64447732,11.62863903,11.98045539,12.21495725,11.85276729,12.68502305,14.22852825,12.25424572,12.5312223,12.69237249,13.02025465,13.86533216,12.7521803,12.10452751,11.54940074,11.94133643,12.43471264,11.27385204,14.49691561,10.98619703,11.23750149,13.98711561,13.28071041,11.76571784,14.35301933,14.47120892,11.90059108,9.556072305,10.4978948,13.74295651,13.03570706,10.91080595,12.02055242,14.11328476,9.068281041,12.09219442,12.32441041,14.21958662,0.109211553170305,1.2307320247132,9.01811886785319
"GSM672762",15.73282862,11.85276729,15.16584238,11.32028439,12.32020335,13.24969777,13.17687955,12.05809554,13.15779442,14.60915242,11.79360967,11.87881301,12.13522082,11.53634684,12.19544498,13.97367398,12.13786729,12.3463026,12.4632171,12.95834721,13.66292007,12.44358959,12.25424572,11.59011673,11.95681487,12.29913829,11.30964275,13.58615465,11.2080881,10.95881636,13.79859108,12.79829665,11.45253383,13.93337732,14.29703011,11.68967509,9.295815242,10.26368476,13.76194498,13.04265836,10.69941338,11.86062565,14.06186803,9.167288104,11.94797546,12.16308104,13.78598662,0.0877402255274566,1.35480262187316,9.19261791812895
"GSM672763",15.41281338,12.09219442,15.15316729,10.88349665,12.75695279,12.9007197,12.92503755,12.00305651,13.11002677,14.177971,11.39223755,11.84500446,12.00707993,11.40649405,12.07309777,13.90293309,11.7543855,12.42432045,12.55718141,12.93473197,13.72151636,12.56009368,12.10021896,11.51240149,11.80505465,12.23010929,11.02773922,14.07896877,10.95418476,11.26915056,13.91315353,12.79503234,11.43453903,14.10146097,14.1456342,11.5136026,9.202943866,10.25985874,13.57959368,12.90368476,10.52265576,11.96150149,13.85627844,9.063291822,11.8077974,12.03818364,13.59032751,0.10208106465764,1.26978246268663,9.07304134340499
"GSM672764",15.4277855,11.98993309,15.25573643,10.82065651,12.66787807,12.90673086,12.9736632,12.14299442,12.65458104,14.17513717,11.47064201,11.78084387,11.93222788,11.37385112,11.92944684,13.79624275,11.73118327,12.47473234,12.64499628,12.89544572,13.5850487,12.48971413,12.16733941,11.66334796,11.98715093,12.33152714,11.31787472,13.95290353,11.03527658,11.12277175,13.85909405,12.5479145,11.41145911,13.92297026,14.04280037,11.51478885,9.181440892,10.09135651,13.4367223,12.77884796,10.32731338,11.74397416,13.74295651,8.815912639,11.79491301,11.78330967,13.3970368,0.105247152272735,1.25220738822466,9.04832288574991
"GSM672765",15.22980632,12.04472491,15.00514164,9.638676208,12.71507175,12.08289703,11.94006097,10.92505576,10.1464539,13.13379517,10.75825539,11.41145911,11.6522461,9.904658736,10.68093011,12.26996654,10.35158587,11.96963309,12.38852714,12.46461859,13.36020558,12.57565725,12.16032193,11.82952268,11.96415093,12.35069814,11.55055688,12.99596394,10.99780372,11.36849442,13.59734461,11.13814721,10.72286952,13.55136803,13.12992751,10.67029442,8.894226394,9.858397584,11.82700706,12.68944535,9.71651487,10.72635353,12.93473197,8.817110037,10.71943829,10.93189145,11.32697918,0.216190094894285,0.785125159401283,8.39139523974785
"GSM672767",15.11127918,11.71712751,14.65334089,9.216207063,12.43471264,11.26426877,11.16719814,10.17751747,9.213757621,12.95655428,10.21035353,10.68322677,10.85929926,8.740119703,9.696065428,11.08555204,9.461452788,11.05172937,11.4657,11.59898848,12.66280353,12.36528178,11.83279703,11.41517398,11.6998658,12.08541747,11.2363461,11.19026506,11.06917918,11.16042491,13.55356059,10.137871,9.627257249,12.92992751,11.67184201,9.851207435,8.650404461,9.870642007,11.36244796,13.19533104,9.088011896,10.11590446,12.18563792,8.60818829,10.01006208,10.25008439,9.819645353,0.46027416829116,0.0997430316057787,7.42743977315089
"GSM672768",15.59743048,11.8646974,15.15316729,10.78052045,12.37973866,13.0185829,12.82640149,11.91645465,11.86062565,13.82289926,11.30602491,11.81923755,11.95485762,10.92964758,11.77446952,13.77175465,11.66706952,12.40873197,12.62380409,12.90673086,13.69896357,12.36528178,12.11672937,11.31913494,11.87491115,12.34125223,11.24836134,13.39496283,11.30249071,10.98619703,13.99217212,12.39370818,11.52100074,14.03156208,14.42209108,11.63750186,9.857714498,11.09843086,13.58067881,13.28452677,10.24398885,11.73237063,14.14860818,9.207777695,11.7154526,11.7111632,13.60378104,0.0775710173503021,1.42160127411743,9.28656686045004
"GSM672769",15.74199963,11.82445613,14.96705799,11.10436394,12.78829182,12.62693755,13.18522751,11.77446952,12.07309777,13.92820372,10.84109368,11.45977212,11.79984164,10.6097052,11.63990818,13.90805539,11.2202,12.24736022,12.54327509,12.81874535,13.6246145,12.32742639,11.83474164,11.21668625,11.64349257,12.05809554,11.19509517,13.75689926,11.14142193,10.85929926,13.9789632,12.31169033,10.66260372,14.06056301,14.3805052,11.06917918,9.052309665,11.16389888,13.66069851,13.44724164,10.08529814,11.40649405,14.04280037,9.503286989,11.67839033,11.44644647,13.5255539,0.184271337785081,0.899206505992244,8.55184491186989
"GSM672770",15.60525576,12.10581004,15.43592342,11.30483197,12.88436691,13.1468632,13.00624349,12.25010112,13.81582714,14.3002197,11.54997881,11.97911264,12.09768922,11.7445632,12.27727844,13.97636729,12.15595799,12.58323271,12.77709554,13.07116617,13.64726729,12.65290223,12.17309703,11.4645171,11.8646974,12.2758855,11.27734684,14.14266803,11.65285409,11.11701859,14.27227695,13.14143123,11.76571784,14.25402268,14.37361413,11.86596059,10.47985502,10.85379126,13.73590855,13.36020558,10.55808699,11.802529,14.24942658,9.860341264,12.14178848,12.1574803,13.93337732,0.0367312183467222,1.78994697138703,9.80462654435597
"GSM672771",15.75899182,12.18422007,15.63036543,11.44532602,12.75841524,13.37237472,13.43859219,12.52835316,14.60551747,14.61874033,11.55800706,12.06361859,12.2344052,12.03818364,12.72717732,14.25115204,12.37973866,12.66502602,12.82640149,13.10047026,13.66754238,12.89381004,12.34201004,11.78707844,12.12968401,12.48666022,11.68967509,14.43247509,11.38041859,11.27734684,14.1456342,13.42601599,11.87491115,14.42564907,14.63204387,11.802529,10.246271,10.72878178,13.91563829,12.98028141,11.10436394,11.89925465,14.08764126,9.403698141,12.21705911,12.33529182,14.33275836,0.0644144569853693,1.51873618726668,9.42318222687171
"GSM672772",15.64881152,12.24736022,15.29518476,11.39588067,12.63741822,13.35045167,13.32523234,12.38281004,14.95131636,14.61673569,11.5375197,11.84635353,12.07589257,11.98183086,12.82796729,14.28199294,12.30054126,12.33457361,12.51075985,12.9007197,13.79859108,12.73823494,12.17600892,11.48741822,11.84240669,12.25706059,11.24112156,14.40469851,11.24358141,11.31335911,14.37361413,13.2786855,11.69730632,14.83115242,14.77594758,11.63435855,10.05844498,10.42782379,14.21958662,13.14508736,11.09626803,11.91238699,14.25115204,9.09434684,12.05679591,12.36528178,14.5149171,0.150580439168947,1.03394713420165,8.74135082378057
"GSM672773",15.47494981,11.7644632,15.05480706,11.48265204,12.40349591,13.29238922,13.43237621,12.41698625,14.05076654,14.70664796,11.79090335,11.99575,12.06628662,11.8179803,12.6418026,13.99478104,12.31733383,12.39912119,12.59637175,12.64667732,13.62670483,12.50189554,11.98320223,11.4108697,11.83996506,12.14178848,11.3876119,13.97636729,10.84973011,10.91329926,13.92820372,13.08300781,11.29645688,14.27893866,14.46736729,11.56802119,9.657711524,10.29234758,13.9974171,13.33142937,11.13061617,11.87618959,13.95159331,9.410388104,12.0179461,12.28434275,14.18383309,0.089357391806445,1.34472275436915,9.178441091817
"GSM672774",15.57326431,11.74274888,15.28884089,11.30904703,12.48356283,13.15065688,13.18693197,12.05679591,13.90030558,14.54790446,11.59397472,11.82046914,12.07040112,11.75678996,12.59489368,14.08764126,12.09511747,12.45691115,12.66205019,13.17423792,13.93337732,12.5479145,12.24736022,11.27490967,11.85680372,12.32584796,11.22608885,13.86400483,11.16389888,11.21184758,13.91054387,13.28255242,11.55800706,14.21958662,14.53674944,11.61507807,9.761062825,10.59594424,13.95421375,13.1468632,10.56183123,11.9427,14.03726022,9.396359108,12.06699851,12.39590892,13.92068736,0.0878129007133757,1.35434667569591,9.19197665277899
"GSM672775",15.42020595,11.67839033,15.28264684,11.19267138,12.63378309,13.04626283,13.14508736,12.05809554,13.40705576,14.35627175,11.37323197,11.86852528,12.03291822,11.21533234,12.2903119,13.89762082,11.63374164,12.19107955,12.47327881,13.06752156,13.77427435,12.49129033,12.12819442,11.44532602,11.85276729,12.12371933,11.27618439,13.77175465,11.23174721,11.36371152,14.05645093,12.7318948,11.40767807,13.86138401,14.39285335,11.36612639,9.782928996,10.26231375,13.6561342,13.0917539,10.49409517,11.86197993,13.83597807,9.150171375,11.74947844,12.16890595,13.73590855,0.0870407041291428,1.35920572311826,9.19881065841654
"GSM672776",15.25573643,12.24872342,14.88755316,9.961820446,12.59205613,12.24736022,12.18154349,11.09626803,10.14157732,13.81090595,10.89814201,11.34829926,11.78200855,9.520383643,10.70775019,12.39445725,10.46929405,11.89547138,12.18015093,12.34942305,13.50943309,12.58170112,12.37973866,11.65836766,12.11816134,12.28742007,11.44300781,12.36678959,11.32028439,11.26915056,13.64061375,10.94269926,10.61555799,13.33925093,12.90971413,10.52824498,9.079373606,10.07542639,12.55260149,12.66046617,9.587906691,10.8927461,13.06405353,8.903206691,10.73115465,10.87543271,11.53286245,0.203249312514395,0.830071030412198,8.45460934514229
"GSM672778",15.53897138,12.07931208,14.8074855,11.19086859,12.62237993,12.75695279,12.92992751,12.13645688,12.97208327,13.8509658,10.96004981,11.63001524,11.60009591,11.11460186,12.04601524,13.84114201,11.75931078,12.26996654,12.64667732,12.60364461,13.62670483,12.26440558,11.47189517,11.27618439,11.50890743,11.8064539,11.37209145,13.81311004,11.51118996,10.74634201,13.9054052,12.67961413,11.22259814,13.98711561,14.26004424,11.24241227,9.512559851,11.26294796,13.6940316,13.05512156,10.41518587,11.92279405,14.20152714,9.353508178,11.8179803,12.19250186,14.07067323,0.0809114157995365,1.39896715854849,9.25473311610594
"GSM672779",15.53897138,11.96150149,15.43592342,11.31439294,12.63150967,13.00110632,13.07116617,12.39590892,12.9007197,13.7935658,11.11351933,11.70220223,11.77836766,11.12340706,12.02735651,13.96823197,11.72602565,12.27143792,12.55260149,12.65458104,13.58176394,12.28742007,11.81170372,11.13242119,11.55933717,11.92544981,11.09151115,13.59734461,11.79491301,10.90037918,14.02274981,12.63741822,11.1592223,13.96283048,14.25402268,11.35290967,9.625894424,11.08324498,13.77175465,12.94794461,10.31343922,11.99779554,14.21381301,9.373756506,11.98850669,12.1644855,13.92297026,0.0867771144472909,1.36087172968152,9.20115381279555
"GSM672780",15.91022379,12.3463026,15.6989948,11.42134944,12.90213346,12.99432751,13.0185829,12.20908513,13.80104535,14.34949888,11.47313457,11.87618959,12.00844572,11.4102803,12.21330186,14.02274981,11.99639963,12.41256617,12.61245019,12.89065985,13.64276654,12.47610223,11.94006097,11.26426877,11.77321896,12.18289145,11.04938625,14.36693011,12.29753643,11.09506729,14.24448885,13.1844,11.42984089,14.22263903,14.02859517,11.61507807,10.05704498,10.77706283,13.85341561,13.10225725,10.35096729,12.10581004,14.30353717,9.816794796,12.21495725,12.18706394,13.95716766,0.0819601999676566,1.3920065981187,9.24494343819523
"GSM672781",15.70693346,12.19107955,15.61343941,11.6064513,12.64338773,13.18357249,13.11192862,12.20097844,14.18383309,14.48155167,11.52469963,12.06224721,12.11264312,11.65105948,12.63960818,14.05645093,12.30816375,12.58894312,12.73666097,12.988971,13.78598662,12.52395651,12.11406171,11.34454126,11.7644632,12.27727844,11.18252342,14.11600446,12.14741227,11.10905242,13.98155204,13.35631375,11.51852045,14.00869331,14.02859517,11.77574349,9.902143123,10.77076524,13.72616989,12.72717732,10.69380223,12.15447286,14.08902175,9.548863197,12.19392119,12.31592825,14.17215799,0.0560831878144514,1.58853074000013,9.5213447524434
"GSM672782",15.64881152,12.39153123,15.31526691,11.67839033,12.37568327,12.9836684,13.29824572,12.40940483,14.49293792,14.63204387,11.45741599,11.7599316,11.94797546,11.56802119,12.68201636,14.19849442,12.17875688,12.25010112,12.48971413,12.94134015,13.75689926,12.44507026,11.81292007,11.25086022,11.48383494,12.05132193,11.02024349,14.32280074,11.54819108,11.05060483,13.9054052,13.19629331,11.41278104,14.40469851,14.29400892,11.56299777,9.938826022,10.71350892,13.93093309,12.69864721,10.8617461,12.02055242,14.13440409,9.311478439,12.10151896,12.41414164,14.2410829,0.109456774045876,1.22942220774198,9.01627667620791
"GSM672783",15.73282862,12.14450074,15.32970632,11.77574349,12.37832454,12.86164312,13.25773792,12.17460074,14.58155874,14.67824238,11.49286375,11.9387881,12.12665576,11.66844684,12.90509033,13.97082379,12.16733941,12.42150967,12.6836,12.99339981,13.77767955,12.54170929,11.97097658,11.22958513,11.56554647,11.96963309,11.08555204,13.91831896,11.23992454,11.15301375,13.76680818,13.35442714,11.57153606,14.0958948,14.3392342,11.57506468,9.580311896,10.50936506,13.98155204,12.92673643,10.8438829,12.31870483,14.1456342,9.396359108,12.11607323,12.46461859,14.15506134,0.103916509804984,1.25954646127246,9.05864492260684
"GSM672784",15.68968439,12.18706394,15.6989948,11.85551673,12.13645688,13.17780409,13.07116617,11.99779554,14.52588253,14.77594758,11.67439108,11.99510037,12.12968401,11.82759758,12.72426729,14.48155167,12.37832454,12.36369665,12.37705167,13.12992751,13.84467528,12.44507026,12.18084721,11.08210335,11.66844684,12.34786914,10.9565684,13.93848699,11.36371152,11.08918216,14.37000297,13.47612974,11.36127584,14.49293792,14.57238123,11.64227658,9.876702974,10.42009851,14.14860818,13.20863941,10.8880052,12.28742007,14.3805052,9.476631227,12.45414126,12.65138587,14.08764126,0.143988778850141,1.0625687659588,8.78160570828415
"GSM672785",15.49940186,12.36528178,15.24369703,11.57153606,12.51732138,12.68201636,13.03748513,11.95681487,14.21067918,14.43977026,11.22137844,11.73722937,11.96415093,11.4102803,12.74905093,13.97082379,11.91107807,12.4688316,12.76756729,13.29444201,13.91831896,12.4661171,12.06224721,11.28562714,11.55308104,12.01652491,11.1493119,14.08209294,10.99658662,11.23868885,13.89249665,13.30781115,11.39588067,14.16068439,14.177971,11.42471599,9.763730112,10.21518253,13.7935658,13.29628699,10.50714535,12.23151078,14.07618625,9.277469145,11.88011524,12.35195651,14.02572788,0.119382885338424,1.17807735051559,8.94406271877045
"GSM672786",15.21045093,11.44763792,14.75811599,10.97143346,12.58745911,12.30598216,12.79829665,11.41145911,11.62122007,13.81090595,10.81843457,11.55933717,11.38931394,10.47153086,11.32936877,13.46152045,11.08210335,12.15180074,12.58472156,12.74293383,13.51256134,12.55092639,12.08812974,11.580029,11.83344498,12.23151078,11.38151115,12.83733197,11.33162788,10.38541896,13.60378104,12.10715093,10.26368476,13.63642639,13.69645948,10.64563569,8.359057249,10.24510112,13.19793569,12.92503755,9.804423792,11.18790892,13.61280632,9.082944981,11.45859368,11.30132639,12.79327175,0.178185137960096,0.922303524895791,8.58432970645562
"GSM672787",15.24369703,11.83742714,14.85846468,9.509933457,12.77562007,11.36968216,11.46338662,10.51658141,9.517847955,13.03570706,10.26669219,11.00246134,11.18360929,8.879577695,9.902143123,11.05744312,9.576361338,11.33991747,11.81923755,11.95485762,13.06929071,12.65290223,12.29315279,11.68608067,11.99510037,12.10021896,11.64050967,11.38512714,11.54416561,11.63132268,13.47612974,10.04106729,9.63347026,12.63887881,12.09369554,9.744597026,8.554138662,9.980197026,11.60768401,12.81230186,9.247679926,10.67507658,12.36000818,8.778329368,10.07056989,10.43317955,10.23546394,0.421275452397321,0.198631635917558,7.56652161792716
"GSM672789",15.35256022,12.33152714,15.26837881,9.542331227,12.63451004,12.49718067,12.30598216,11.34154777,10.74750632,13.55136803,10.55939517,11.36553513,11.6362881,9.777935316,10.73825836,12.37636747,10.28401264,11.58383606,11.78707844,12.20240781,13.14143123,12.94970781,12.34049442,11.79984164,12.09219442,12.62092416,11.5375197,12.60742379,11.03188587,11.45005353,13.89249665,11.35176059,10.68896989,13.44724164,13.12800297,10.65138476,10.07806877,10.26368476,12.24009331,13.2904829,9.557981784,10.96915539,12.90673086,9.425710781,10.79286914,10.94953011,11.9083223,0.159334880932301,0.997195217581551,8.68966110282474
"GSM672790",15.46632379,12.46749591,15.03851413,9.398832714,12.67092974,12.3683684,12.28023792,10.96915539,11.27143494,13.25369033,10.36110929,11.22958513,11.7195487,9.643798885,10.54498996,12.07722007,10.03374424,11.31557286,11.56050372,12.16890595,13.01324461,12.98028141,12.33457361,12.06628662,11.8123119,12.69021859,11.66706952,12.92992751,10.9612197,11.50417435,14.03459963,11.20221599,10.25863271,13.57540669,13.22356468,10.47503271,10.0326223,10.43819554,11.7445632,13.49133829,9.739531599,10.88007955,12.80153755,9.813261338,10.73234387,11.05850781,11.35768476,0.186784658341981,0.889807392084539,8.53862553122797
