"","birA","spx","bshA","bshB1","bshB2","bshC","cca","coaX","dapB","mgsA","msrA","msrB","tpx","trxB","yacC","yacD","yjbH","yjbI","ylaA","ylaB","ylaD","ylbQ","yojF","yoyC","ypjD","ytpP","ytpQ","ytpR","ytvA","ytxK","yugJ","yugT","pval","z","inv_cof_var"
"GSM672674",9.425710781,15.47494981,9.667862082,10.29977138,10.21035353,9.327350929,9.569156506,10.5828145,10.1452829,10.40149368,12.58472156,12.40504387,13.25369033,11.30249071,10.05844498,11.30014833,12.21495725,12.52835316,8.029918216,8.931406691,8.560181041,9.132736059,10.52767361,10.63088401,10.6414223,11.92944684,11.72211413,12.32441041,11.26785613,10.61090149,9.975315242,8.583566914,0.465843126145542,0.0857234601234911,7.89946492144939
"GSM672675",10.17751747,14.961471,10.29119926,10.76773309,10.629771,9.611350558,10.43461636,10.21896468,10.48109219,10.63199814,12.37136022,12.09511747,14.07067323,10.67379851,10.02628067,11.06212491,11.82952268,12.22945316,7.652220074,8.934030483,8.71819145,9.904658736,10.9612197,11.37447026,10.82065651,12.13645688,12.12819442,12.44216766,10.69941338,10.78990446,10.17489219,8.456971375,0.345238835574249,0.398206912263668,8.13758323582493
"GSM672676",9.623286617,14.73161599,9.853855762,10.39292119,10.45730818,9.577703346,9.940048699,10.25863271,10.13419145,10.2729855,12.31592825,12.07855874,13.66069851,10.74155985,9.927572862,11.10905242,11.7111632,12.18706394,7.516815242,8.965011896,8.470127138,10.16753123,10.76186208,11.14034721,10.76552491,11.99392119,12.04472491,12.27279517,10.8312829,10.47872528,9.892774349,8.246547955,0.422865489725483,0.194568226196932,7.982406696601
"GSM672677",9.691046468,14.69906245,10.03493197,10.3979829,10.91329926,10.27928476,10.00124461,10.32436914,10.26495056,10.20901524,12.34049442,12.08289703,13.71375353,10.91444461,10.14157732,10.92735539,11.9466974,12.45617305,7.830516357,8.980534201,8.316217472,11.2352461,11.40649405,11.752071,10.72635353,12.13241078,12.30054126,12.31870483,10.50714535,10.00393271,10.80522639,8.116236059,0.436616075565999,0.159554337890581,7.95572544994253
"GSM672679",9.857714498,14.87743532,10.11712491,10.53918104,11.22378216,10.75950632,10.22354126,10.13296468,10.26606654,10.29415223,12.71058885,12.08145093,13.94112825,11.20569219,9.904658736,10.5558368,11.9506539,12.45330743,7.71320855,8.7627,8.212000372,11.70353494,11.84897658,12.2344052,10.64676803,12.09219442,12.19956989,12.30598216,10.31526468,10.02391561,11.60389777,9.107285874,0.495291728172152,0.0118021612717703,7.84313549037563
"GSM672683",12.28581264,13.42922621,11.83742714,12.12968401,12.11942565,11.52100074,11.8646974,11.86852528,11.75077844,11.83088699,11.96003271,11.67069814,14.34210483,12.60212045,11.91107807,11.3353487,11.39810297,11.55933717,8.415459851,9.12855223,9.138475093,11.15552937,12.44072714,12.95834721,12.03546171,12.68047472,12.63887881,13.64514461,10.08906357,11.74586245,12.07438996,8.771788476,0.0988240078052438,1.28828142808744,8.81583689029847
"GSM672684",12.20774981,13.32734535,11.77321896,12.06978903,12.25424572,11.51478885,11.7195487,11.61880967,11.77574349,11.80980613,12.0179461,11.77697584,14.36693011,12.83102602,11.84121078,11.26665725,11.33414907,11.48741822,8.409305576,9.160485874,9.188394796,11.24960967,12.60212045,13.15417807,12.05132193,12.719671,12.5494855,13.6106,10.19560706,11.76822193,12.07309777,8.587512268,0.131476985224956,1.119436491422,8.68717384771411
"GSM672685",12.05679591,13.79624275,11.68967509,11.91889442,12.1644855,11.67839033,11.69867212,11.66571561,11.5304,11.74211264,11.95198364,11.72085651,14.57775836,12.66787807,11.84758067,11.15065874,11.57041264,11.46098476,8.32025855,9.2522,9.159348327,11.08324498,12.52685316,12.90971413,12.01652491,12.59489368,12.44577862,13.6561342,10.26107435,11.99639963,11.78586766,8.80037881,0.100302953947047,1.27982722162729,8.80939462470684
"GSM672686",12.35341599,13.8692948,12.03546171,12.24872342,12.27279517,11.52934052,12.34349182,11.76177175,11.91107807,12.02449777,11.96296022,11.68483494,14.23481264,12.68944535,12.12968401,11.34454126,11.47787249,11.79090335,8.41239368,9.043852416,9.02842026,11.21668625,12.65911338,12.95834721,12.03948625,12.80000632,12.80310595,13.86400483,10.26368476,11.89151413,12.48971413,8.77573197,0.153808101992853,1.02023672540363,8.61158174544769
"GSM672687",12.45691115,12.98548327,12.07438996,12.39153123,12.33601004,11.68734461,12.30746208,11.6026777,11.89799851,11.88511933,11.95349405,11.61378959,13.97636729,12.9736632,12.00305651,11.29765019,11.35290967,11.59268067,8.541937546,9.305324535,9.11569145,11.36612639,12.719671,12.95488401,11.94797546,12.8156342,13.04626283,13.78374796,10.26107435,11.90309033,12.27423903,8.847083271,0.0823244343783811,1.38960496005011,8.89304734247532
"GSM672688",12.2903119,12.97032825,12.03685651,12.24009331,12.29611413,11.57750409,12.20908513,11.59898848,11.88757881,12.00036022,11.65711152,11.5435829,13.98971487,12.8156342,11.94797546,11.40524758,11.3224881,11.6064513,8.503986617,9.27505948,9.120642751,11.33878662,12.68201636,12.81230186,11.85680372,12.84824535,13.05331524,13.81818216,10.36235093,11.90440112,12.04739517,8.783435688,0.0751293076727418,1.4386185935331,8.93039666035586
"GSM672698",10.69834424,14.78475056,11.33414907,11.57153606,12.09705074,11.50759814,10.91926171,11.19886617,10.99318253,10.82305316,13.0950171,12.27423903,14.84014647,11.40160372,10.70275725,10.39915502,12.5494855,13.06405353,8.139837361,8.883541264,9.01662119,12.04352379,12.43023309,12.54641822,11.32135353,11.85551673,12.04739517,12.62092416,10.50714535,11.69607844,12.64338773,11.18467807,0.132389348827701,1.11516738952498,8.6839207111379
"GSM672699",10.81730223,15.39060186,10.93087398,11.46510855,11.74586245,11.2654855,10.99430186,10.91700595,10.96807138,11.08324498,12.95571914,12.25706059,14.61295725,10.83237323,10.49189926,10.35158587,12.12215242,12.66937435,8.023792937,8.701155948,8.995851673,11.84897658,12.32160558,12.54170929,11.24592528,11.87109368,11.802529,12.4632171,10.35518699,11.28802677,12.49718067,11.31557286,0.101415353373584,1.27352810285446,8.80459457678762
"GSM672700",10.75712379,14.62074498,11.32135353,11.68608067,11.77384424,11.47787249,11.35058922,10.93586171,11.17064349,11.24241227,13.08807955,12.08289703,14.75366506,11.14697993,10.48633234,10.21896468,12.19107955,12.62842751,8.013526394,8.707036803,9.021356134,12.23849145,12.32020335,12.41414164,11.3353487,11.73408234,11.98850669,12.52395651,10.10964312,11.28802677,12.58894312,11.90059108,0.129976158474884,1.12650383804296,8.69255929981714
"GSM672704",12.07438996,13.39100595,11.9427,12.31870483,11.78647305,11.31787472,12.0407881,11.99639963,12.04992751,12.01920743,11.7644632,11.20930781,13.65857993,12.32742639,11.80914981,11.71601041,11.74700781,12.32090446,8.154679926,8.552971004,8.415459851,11.85680372,12.24317175,12.26289851,12.18154349,13.06929071,12.99432751,13.28950149,10.37092045,11.07504796,12.33457361,8.284689219,0.321102446286199,0.464618205456635,8.18818990021724
"GSM672705",12.06771041,13.42601599,11.98584164,12.30054126,11.85939182,11.32531543,12.04992751,12.06496617,12.01236766,12.09511747,11.65711152,11.32697918,13.65388439,12.34492491,11.74338513,11.67069814,11.78835316,12.34049442,8.121063569,8.465450186,8.344507435,11.87245242,12.22607175,12.32441041,12.10021896,13.11192862,13.02507807,13.37430892,10.40910855,11.20686022,12.39295911,8.239889591,0.380685120564275,0.303681910157926,8.06555339228087
"GSM672710",10.92375167,13.94646394,10.3865855,10.41267844,12.03818364,10.67147621,10.65138476,11.58383606,10.11953383,10.30703643,12.28434275,11.66844684,12.82942007,13.48706506,11.38992602,10.45131152,11.99392119,12.5077974,9.049861338,9.71651487,9.199481413,12.00036022,12.52544535,12.5655013,10.47872528,12.158871,12.10648048,12.67875353,10.22599703,11.18580558,12.10981524,8.499108178,0.0462422030827273,1.68243558365857,9.11618982894499
"GSM672711",10.83013309,14.99403494,9.989074349,10.21518253,12.06917695,10.64563569,10.4644316,11.74211264,9.711259851,10.15634833,12.55413048,11.6620948,13.19436877,13.51044907,11.3750842,10.45007435,12.13914164,12.74603086,9.157205948,9.808316357,9.129148699,11.91582007,12.51368253,13.16499442,10.14402862,12.00570595,11.92156208,12.62544387,10.3660829,11.24703346,12.03685651,8.148339963,0.262577309746557,0.635419858890659,8.31834399807334
"GSM672712",10.61440372,14.86847249,9.83934684,10.29722862,12.23849145,10.80278067,10.70775019,11.59151078,9.938826022,10.05097732,12.27727844,11.60009591,13.30973011,13.6744539,11.32936877,10.55470335,12.32441041,12.74756208,9.153733829,9.832570632,9.167288104,11.81549405,12.50924944,12.77884796,10.1464539,12.20653755,11.95485762,12.81874535,10.50820223,11.53286245,12.10151896,8.43369145,0.191337341199551,0.872978709628623,8.49936834581173
"GSM672716",11.57750409,14.07067323,11.5435829,11.86268123,11.96003271,11.27143494,11.66019684,11.40649405,11.65711152,11.7111632,11.80980613,11.580029,13.83099145,11.86852528,11.38041859,11.21893048,11.68286245,12.30338885,8.112798513,8.491805204,8.385220818,11.79619814,12.46461859,12.50329219,11.82298996,12.71058885,12.64667732,13.03394164,10.68484851,11.02258996,12.08812974,8.183118216,0.259247645895816,0.645666605820268,8.32615221348443
"GSM672717",11.50065985,14.36337323,11.56687732,11.92807175,11.94402528,11.21065762,11.66081524,11.29404387,11.64984052,11.58882602,11.83214907,11.50890743,14.18383309,11.87685836,11.2080881,11.18580558,11.7543855,12.5312223,8.015626766,8.550620446,8.424176208,11.79238513,12.40272138,12.52103866,11.71836989,12.54480855,12.65458104,13.08627212,10.45493383,11.23174721,12.03426766,8.269560223,0.31715799101848,0.475660898578527,8.19660464171585
"GSM672718",11.45741599,14.21381301,11.52100074,11.91238699,11.94006097,11.32936877,11.72602565,11.32028439,11.69607844,11.6834855,11.90059108,11.41760669,13.97636729,11.9083223,11.29289665,11.14480149,11.87109368,12.31169033,8.056952788,8.448307063,8.478445725,11.87245242,12.34492491,12.4776539,11.62122007,12.51075985,12.64033755,12.99767955,10.53730836,11.27025613,12.08414498,8.35422974,0.235640164450603,0.720397434902651,8.38309852194048
"GSM672722",13.10592714,14.74027026,12.70631673,13.2786855,12.66125818,12.00980706,12.9397052,12.45691115,12.75389331,12.70161301,12.25010112,11.92156208,15.37522491,13.20139963,12.69099182,12.24467361,12.52980595,12.94794461,8.833879926,9.289737175,9.35100632,11.19886617,12.98724424,13.33142937,12.78364684,13.36243383,13.59271896,14.06780892,11.27260967,13.07957993,13.54736245,8.9701171,0.271691530632684,0.607705128133818,8.29722484783997
"GSM672724",12.90368476,14.07896877,12.64667732,13.10503532,12.45830409,11.99639963,12.74603086,12.82026617,12.69711524,12.74293383,12.24467361,11.91889442,14.82197844,13.06665372,12.73666097,12.03685651,12.13522082,12.34201004,9.006797026,9.458850929,9.290828625,11.4039948,12.82326543,13.14322714,12.59350818,13.10225725,13.33719963,13.98436729,10.86057249,12.66502602,13.02854461,8.928771375,0.100368239458692,1.27945612960273,8.80911184554923
"GSM672726",12.98028141,14.85846468,12.7530368,13.2692461,12.56771524,11.72477063,12.97873309,12.13645688,12.29913829,12.65138587,12.10151896,11.7644632,14.95131636,12.3842197,12.233029,11.89014201,12.07172602,12.12819442,8.788727138,9.272632342,9.113410037,10.62734349,12.90368476,12.93638178,11.87881301,12.83102602,13.32318773,14.14860818,10.79346208,12.72122491,13.15227509,8.506366543,0.353266511529823,0.376516403347886,8.12105465683747
"GSM672737",12.77562007,14.54011041,12.59205613,12.99076729,12.32371208,11.63132268,12.6931303,12.1883777,12.55413048,12.83102602,11.86197993,11.65592045,14.71080558,12.48356283,12.35006059,11.99392119,11.8387684,12.01920743,9.000723048,9.41870539,9.260887361,10.91080595,12.75065836,12.87464238,12.52685316,13.19629331,13.40928959,14.07336952,10.83943569,12.75695279,13.06050818,8.811955762,0.137226689904415,1.09286431138488,8.66692534278884
"GSM672738",12.5479145,14.52588253,12.42003234,12.75551227,12.29753643,11.49590892,12.50329219,12.36067658,12.51217212,12.46749591,12.01652491,11.59458271,14.77223197,12.44963011,12.29315279,12.12010818,12.00036022,12.14044424,8.906881413,9.258460595,8.968894424,10.86344015,12.63887881,12.87304684,12.47178253,13.25773792,13.16499442,13.96823197,10.95418476,12.37427993,12.77412974,8.663332342,0.176262916285215,0.929701162212766,8.54259192998579
"GSM672739",12.67265651,14.43977026,12.52395651,12.79327175,12.4688316,11.55183606,12.64033755,12.08478123,12.42890074,12.47040149,11.9466974,11.75807658,14.70664796,12.29390316,12.14178848,11.99392119,11.63497546,12.06224721,9.096666171,9.318468401,9.270202602,11.20453309,12.76305799,13.36020558,12.42150967,12.95128178,12.98548327,13.68882788,10.53004981,12.2758855,12.75065836,8.849630483,0.0740760732021463,1.44608933593054,8.93608950768786
"GSM672749",13.06050818,14.41536729,12.44216766,12.82172268,13.23891599,12.4688316,12.65911338,13.15597175,12.25148216,12.19816729,12.23710446,11.94935167,14.31325613,13.66527955,12.8108052,11.62122007,12.58745911,13.05512156,9.529263569,9.898987918,10.16996877,11.79868662,13.47410706,13.75962305,12.47327881,13.03222825,13.52880929,14.16922491,10.67147621,12.71352639,13.15227509,9.877958736,0.0024320820799112,2.81589446890661,9.97990698683201
"GSM672750",12.86480892,14.31325613,12.57565725,12.90368476,13.03748513,12.37568327,12.76305799,13.00807138,12.58170112,12.54170929,12.23710446,11.75320818,14.16922491,13.68668848,12.72717732,11.62122007,12.45543494,12.82796729,9.305324535,9.784247584,9.486692565,11.97753792,13.36243383,13.56651933,12.80614647,13.42184944,13.38685874,14.09040223,10.62021264,12.58602528,13.17595502,9.474102974,0.0226556034068345,2.00175389488315,9.35951643551337
"GSM672751",13.01695428,14.46409554,12.74293383,13.00807138,13.42404535,12.24872342,12.75695279,12.89065985,12.97032825,12.92992751,12.10308439,11.86062565,14.53842993,13.65160669,12.73350074,11.81292007,12.56247602,12.84075093,9.650143866,9.90340855,9.374982156,11.5136026,13.60269331,13.68413234,12.86164312,13.63389182,13.59952639,13.83360706,10.94154387,12.86008625,13.23109554,9.763730112,0.0158324440846202,2.14861554788221,9.47142779920008
"GSM672752",13.58176394,14.27893866,13.53887881,13.94112825,14.01974312,13.07116617,13.47812268,13.48023494,13.53679182,13.48236691,12.36000818,12.17600892,15.02109257,14.77223197,13.04989703,12.08955204,13.23499331,13.65857993,9.38253829,9.788014126,10.38541896,12.27423903,14.50400372,14.61673569,13.66292007,14.3805052,14.16779758,14.46409554,11.71836989,13.35817584,14.46059071,9.832570632,0.138565413994063,1.08678728576861,8.66229453406521
"GSM672753",13.77875762,14.11328476,13.47812268,13.84114201,13.91831896,13.2786855,13.48706506,13.24435279,13.39986357,13.54925019,12.57725279,12.23849145,14.98879926,14.67824238,13.19629331,11.85426952,12.83257361,13.31143866,9.314887361,9.831281413,10.09716097,12.44648699,14.28826431,14.46736729,13.6106,14.35627175,14.10748848,14.57414535,11.62494535,13.08627212,14.48155167,9.38253829,0.217818104400975,0.77958326609849,8.42819924731567
"GSM672754",13.93848699,14.12176357,13.48916357,13.82973829,14.18104015,13.60378104,13.57750632,13.69168178,13.60618996,13.4450803,13.07616431,12.5327658,15.20407138,15.01087881,13.64935428,12.2344052,13.47092342,14.11029777,9.538414498,9.894023234,10.45193922,12.84514201,14.52763662,15.11127918,13.76194498,14.41869665,14.28826431,14.66175056,11.95198364,13.27106394,14.89745725,9.694850186,0.156556698147477,1.00871070499869,8.60279869939682
"GSM672755",12.92673643,13.74509665,12.43612565,12.75065836,12.71125335,11.97239591,12.86639294,12.84668736,12.38783736,12.25010112,11.92279405,11.49827212,14.09866691,13.39100595,12.76934647,12.06429238,11.96963309,12.25278848,9.266752045,9.667862082,9.70122342,11.55933717,13.12992751,13.65160669,12.48356283,13.35442714,13.23309777,13.94646394,10.56183123,12.34492491,12.71656803,9.362375836,0.0136749422509617,2.20648749999024,9.51552732380276
"GSM672756",12.93638178,13.91563829,12.26289851,12.8811052,12.77562007,11.97239591,12.71507175,12.82640149,12.43780892,12.37427993,12.04223755,11.63251747,14.35301933,13.45315651,12.74293383,11.73408234,12.26005576,12.86560093,9.02908513,9.508453903,9.354954647,11.57506468,13.11192862,13.59952639,12.5077974,13.31737249,13.41578699,14.07896877,10.72878178,12.36067658,13.06929071,9.496931227,0.0541992427549316,1.60543327924626,9.05751261322649
"GSM672757",12.67413941,13.95716766,12.48356283,12.82326543,12.71058885,11.95618216,12.70310595,12.85840781,12.36067658,12.46005688,11.78463792,11.35058922,14.22263903,13.28353959,12.70631673,11.74885446,11.99510037,12.58170112,9.153733829,9.582884758,9.383746097,11.62122007,12.86164312,13.14049257,12.44358959,13.32318773,13.30973011,14.03726022,10.80278067,12.44805874,12.91816022,9.312601859,0.0254391961004247,1.95250403639897,9.32198710970373
"GSM672758",11.64111115,13.96823197,11.55308104,11.92018364,11.92414164,11.35176059,11.69475316,11.35999851,11.63001524,11.54474833,11.93087695,11.82570149,14.10146097,12.00980706,11.50065985,11.38870186,11.87491115,12.40042639,8.077768773,8.431318959,8.656604089,11.8179803,12.17460074,12.20774981,11.7148948,12.69559926,12.73977435,13.06405353,10.67870929,11.05971004,12.1154171,8.217745725,0.247405018358495,0.682678470873154,8.35435595630002
"GSM672759",11.98320223,13.85341561,11.65105948,12.00437026,12.05679591,11.47373086,11.82298996,11.45388848,11.59652825,11.44420669,12.19250186,12.01652491,14.11871338,11.9097197,11.56434796,11.52222045,11.802529,12.52103866,8.161189963,8.471215242,8.599350558,11.91889442,12.28154684,12.61107732,11.77697584,12.64338773,12.72569926,13.06929071,10.69941338,11.05971004,12.26996654,8.177703717,0.284079455697054,0.570765058496679,8.26907581449223
"GSM672760",11.48741822,14.20445688,11.5375197,11.90186766,11.95349405,11.34454126,11.65346208,11.48984164,11.55682342,11.45388848,12.03291822,11.72986729,14.42909851,12.07655632,11.29171004,11.28562714,11.85551673,12.52835316,8.016636059,8.539452788,8.60055539,11.92279405,12.41256617,12.72569926,11.69730632,12.59350818,12.45414126,12.86961896,10.6097052,11.19267138,12.11942565,8.073602602,0.351921957668666,0.380136739041856,8.12381342126809
"GSM672761",11.83996506,13.98711561,11.68734461,12.00844572,11.99639963,11.36612639,11.82113197,11.47546394,11.73846877,11.69730632,11.9387881,11.78142621,13.97367398,12.03148699,11.54112342,11.3258513,11.77697584,12.40118662,8.184210409,8.613412268,8.637964684,11.9083223,12.28882454,12.36369665,11.90309033,12.80153755,12.85414851,13.18166543,10.30216766,11.04339219,12.1703171,8.434796283,0.20284607454308,0.83149836927643,8.46775954010781
"GSM672762",11.9097197,13.79859108,11.67314796,12.1154171,11.92414164,11.23992454,11.50648104,11.53991375,11.69346877,11.752071,12.18563792,11.60009591,14.29121375,12.10715093,11.53101264,11.42599665,11.7445632,12.4688316,8.175404461,8.596839033,8.62690223,11.78142621,12.32160558,12.54641822,11.87306245,12.67265651,12.73977435,13.12800297,10.1033316,11.24960967,11.8179803,8.382762082,0.271229489884076,0.60909875952968,8.29828682138312
"GSM672763",11.85426952,13.91315353,11.67069814,12.03426766,12.02192007,11.43817398,11.86197993,11.40904461,11.77574349,11.67439108,11.96838401,11.75931078,14.31325613,11.89681338,11.41994833,11.3258513,11.69346877,12.26005576,8.161189963,8.595686989,8.555434201,11.79619814,12.46461859,12.71058885,11.94797546,12.52180911,12.58323271,13.00465167,10.34221784,11.25578067,12.15180074,8.341881784,0.254833892078628,0.659355074108541,8.33658308581659
"GSM672764",11.94797546,13.85909405,11.7060368,12.2163461,12.0172355,11.38512714,11.93482268,11.43575836,11.7644632,11.78835316,12.06496617,11.61633606,14.54790446,11.85426952,11.41994833,11.25086022,11.74397416,12.35709721,8.143390706,8.56752974,8.503986617,11.83742714,12.46166171,12.66205019,11.74586245,12.51518699,12.63599665,13.07706859,10.29977138,11.38870186,12.16032193,8.227668216,0.361493027585555,0.354470837769431,8.10425551794213
"GSM672765",12.0179461,13.59734461,11.78955725,12.08414498,12.00166803,11.37801599,11.98183086,11.63497546,11.8697881,11.78586766,11.6834855,11.68483494,13.94393941,11.99907435,11.47432714,11.31557286,11.72211413,12.44072714,8.175404461,8.536673606,8.550620446,11.7644632,12.36528178,12.57407212,11.96003271,12.71058885,12.72717732,13.14508736,10.30923346,11.19638364,12.28581264,8.197505948,0.278076418310833,0.588565419999915,8.28264002740462
"GSM672766",12.09511747,13.24969777,11.59397472,12.05551227,12.11406171,11.34454126,11.92414164,11.63001524,11.65285409,11.61378959,11.59762937,11.23868885,14.01254758,11.78835316,11.58755948,11.32477955,11.7543855,12.50924944,8.04244052,8.513688848,8.91187026,11.89014201,12.45414126,12.80470855,11.77196952,12.5479145,12.76461152,13.15227509,10.17371152,11.05398736,11.98320223,8.42776171,0.234628626466016,0.723688079758942,8.38560605570273
"GSM672767",11.62372862,13.55356059,11.43328625,11.9097197,12.06917695,11.23069257,11.71356952,11.56299777,11.62494535,11.5136026,11.91107807,11.37927323,14.30353717,11.96150149,11.43100372,11.34937286,11.74338513,12.46461859,8.099323048,8.430050186,8.353608178,11.64867435,12.50487918,12.92314349,11.64169387,12.66937435,12.43925799,13.0743855,9.946295911,10.99196914,12.25010112,8.093958364,0.482212575371637,0.0446012444220113,7.8681290135184
"GSM672768",11.67702007,13.99217212,11.41145911,11.99907435,12.08541747,11.17657509,11.56165688,11.39931487,11.65836766,11.84897658,12.56166506,11.84758067,14.21958662,12.16890595,11.42134944,11.40767807,11.94797546,12.65458104,8.188528253,8.604154275,8.491805204,11.93357212,12.30054126,12.33017993,11.53162528,12.42890074,12.78678773,13.16865353,10.58518067,11.51543494,12.16173569,8.346910409,0.272332429306479,0.605773967549733,8.2957532668653
"GSM672769",11.76631543,13.9789632,11.39341227,11.89547138,11.95618216,11.46098476,11.87946413,11.50648104,11.7877158,11.78084387,12.18563792,11.03702119,14.58946431,12.30192082,11.39223755,11.56918327,11.90698848,12.20097844,8.378680297,8.737856134,8.458105948,11.94935167,12.44358959,12.64499628,11.91645465,12.77089368,12.75389331,12.97704498,10.41393086,11.05971004,12.06361859,8.278822677,0.302272348236326,0.517876131187439,8.22877344925096
"GSM672770",11.66706952,14.27227695,11.56918327,12.12529108,11.89151413,11.35058922,11.7111632,11.45513903,11.73118327,11.78955725,12.2850777,11.96150149,14.2410829,12.21777212,11.3876119,11.21893048,11.90186766,12.57097026,8.199758736,8.622026766,8.539452788,11.88011524,12.43612565,12.65458104,11.73846877,12.35195651,12.68502305,12.93473197,10.75950632,11.28675688,12.43471264,8.38036803,0.22923876182172,0.741356151564198,8.3990694613574
"GSM672771",12.00166803,14.1456342,11.68416022,12.12529108,12.19544498,11.44420669,12.06073494,11.65711152,11.78330967,11.71836989,12.30746208,12.07040112,14.18104015,12.26860632,11.53395353,11.36244796,11.84372045,12.64667732,8.375895167,8.705665428,8.674073234,11.89151413,12.45175539,12.81402342,11.88757881,12.79665613,12.97208327,13.22549963,10.71350892,11.33291115,12.43328327,8.419904089,0.214200511720833,0.791930805722452,8.43760830658523
"GSM672772",11.7631513,14.37361413,11.47787249,12.01111041,12.08414498,11.4622,11.76959033,11.73722937,11.88133755,11.75807658,12.13645688,11.9588368,14.49293792,12.07438996,11.52343123,11.34937286,11.79984164,12.44216766,8.30718513,8.684418216,8.831322305,11.8179803,12.38563941,12.68047472,12.18015093,12.72872639,12.96003271,13.32130186,10.69941338,11.35999851,12.1574803,8.611122677,0.182053221403222,0.907568122308609,8.52572613399599
"GSM672773",11.66706952,13.92820372,11.4622,12.01652491,11.98045539,11.28802677,11.80575428,11.69475316,11.8281881,11.83742714,12.233029,11.78835316,14.19545279,11.96693457,11.49468773,11.42249628,11.73237063,12.25010112,8.447001487,8.837883643,8.67227658,11.79491301,12.33911152,12.80614647,11.92018364,12.71656803,12.70912007,13.14508736,10.34576506,11.24592528,11.802529,8.508939033,0.125607904053564,1.1474012904751,8.70848355472985
"GSM672774",11.72211413,13.91054387,11.62612305,12.07589257,12.00166803,11.36494387,11.83088699,11.50759814,11.89799851,11.77836766,12.25278848,11.91238699,14.29400892,12.12819442,11.44420669,11.25086022,11.96963309,12.42890074,8.41797881,8.689369888,8.795147584,11.92414164,12.63451004,12.6836,11.802529,12.40805911,12.74679647,12.88276766,10.43017082,11.67184201,12.33753643,8.477389963,0.14023532222021,1.07926268050366,8.65656064220706
"GSM672775",11.84372045,14.05645093,11.69090818,12.07722007,12.07855874,11.41400037,11.85551673,11.73350112,11.79868662,11.4645171,12.25010112,11.95198364,14.58155874,11.92279405,11.48512491,11.35176059,11.7631513,12.49886208,8.248820818,8.621366914,8.721894796,11.9466974,12.54170929,13.08807955,12.03546171,12.5897171,12.63741822,12.96003271,10.43461636,11.48629777,12.26996654,8.442299257,0.269985601107912,0.61285653941924,8.30115032089635
"GSM672776",11.78330967,13.64061375,11.50178625,12.00437026,12.02055242,11.07026989,11.90698848,11.60519591,11.71235911,11.74211264,11.81046245,11.52100074,13.95716766,11.83742714,11.55055688,11.3224881,11.79491301,12.43612565,8.414241264,8.777693123,8.524420446,11.55183606,12.26726022,12.76461152,11.6834855,12.6482026,12.52395651,13.23891599,10.35158587,11.1661171,11.7195487,8.410509294,0.14102684386032,1.07571734515427,8.65385902946082
"GSM672777",11.35399554,13.96283048,11.33414907,11.83279703,11.62122007,10.97028662,11.54474833,10.92320428,11.44644647,11.38512714,11.89014201,11.26294796,14.09313569,11.1695632,10.98097379,11.26665725,11.71356952,12.61107732,7.8041171,8.313920074,8.231637918,11.47546394,12.14592454,12.48208364,11.48142862,12.24615948,12.45760762,12.63451004,9.627257249,10.75825539,12.03818364,8.21152881,0.471967172842583,0.0703258027959152,7.88773161466766
"GSM672778",11.38512714,13.9054052,11.23868885,11.56918327,11.7975223,11.04454907,11.64867435,11.3876119,11.25578067,11.43214164,12.36528178,11.91889442,14.05076654,11.93222788,11.2654855,11.18360929,11.70990037,12.24736022,8.290675465,8.620707063,8.436023792,11.57879851,12.1503,12.39912119,11.48265204,12.51953383,12.46749591,12.87947621,10.38428922,10.93189145,11.77196952,8.20664052,0.19824565990484,0.84790420989164,8.48026110166716
"GSM672779",11.34395781,14.02274981,11.28802677,11.76691301,11.79868662,11.2284513,11.39101301,11.33414907,11.47898253,11.50417435,12.29465353,11.83020483,14.177971,11.96296022,11.18683271,11.30904703,11.82700706,12.45414126,8.260122677,8.59803829,8.493020818,11.78707844,12.29166617,12.57565725,11.29705353,12.49718067,12.56626989,12.8811052,10.37459182,11.09330316,11.90059108,8.282275836,0.227116534153292,0.748376541116988,8.40441913128431
"GSM672780",11.42249628,14.24448885,11.25749758,11.97618699,11.84240669,11.14807026,11.50178625,11.19995948,11.44420669,11.46931636,12.37289182,11.90566059,14.11029777,11.99907435,11.19147212,11.05639108,11.85276729,12.56473271,8.182026394,8.516163569,8.369905204,11.77697584,12.28154684,12.69099182,11.32936877,12.42288327,12.52980595,12.94290967,10.43819554,10.93322082,12.17460074,8.175404461,0.339047435861305,0.415064246848414,8.15042884434817
"GSM672781",11.54940074,13.98155204,11.46931636,11.9466974,11.89411264,11.16042491,11.70353494,11.24836134,11.53567602,11.60389777,12.22743866,11.75320818,14.177971,11.94402528,11.32936877,11.13001301,11.88757881,12.4688316,8.221126022,8.543130112,8.48225948,11.83742714,12.35195651,12.66638996,11.50178625,12.59489368,12.70008885,13.04901599,10.39144312,11.08918216,12.02055242,8.362547955,0.27089388560261,0.61011176872473,8.29905875359367
"GSM672782",11.55433086,13.9054052,11.34097472,11.7975223,11.9151855,11.18032528,11.52583048,11.31787472,11.6620948,11.65836766,12.12371933,11.83214907,13.9974171,11.95618216,11.36494387,11.19761078,11.58188532,12.22743866,8.211057249,8.686794052,8.613412268,11.64349257,12.31169033,12.52544535,11.83344498,12.75065836,12.80310595,13.13574721,10.43819554,10.94499814,11.79868662,8.371118216,0.186394551430103,0.891261117824261,8.51329988744203
