"","ahpA","abrB","ahpT","antE","bdhA","bmrB","bmrC","bmrD","csn","ctaO","dacF","lip","mcpA","ntdR","pbpH","phy","ppsA","ppsB","ppsC","ppsD","ppsE","pspA","rpmGB","rsiW","secE","sivA","sivC","tlpA","xynC","xynD","ybaJ","ybdN","ybdO","ybfO","ybfP","ybfQ","ydeH","ydeJ","ydjG","ydjH","ydjI","yerI","yflB","yflD","yfmG","yhaP","yhaQ","yjcM","yjdG","yknW","yknX","yknY","yknZ","ylbA","ymaE","ymzB","yncM","ynzD","yoaW","yocD","yokI","yokJ","yokK","yokL","yolA","yolB","yomJ","yoqM","yorD","yphE","yphF","yqaP","yqzG","yrpD","yrzI","yscB","yvgO","yvqJ","ywbE","ywbF","yxaA","yxaB","yxeD","yxzE","pval","z","inv_cof_var"
"GSM672699",12.09898662,11.20930781,11.40038773,10.43697138,15.1410658,13.24606989,9.059653903,8.774426022,13.55356059,9.721840149,12.57407212,12.88760223,9.99890223,12.99432751,12.72872639,8.009399628,10.54498996,10.02511822,9.436229368,9.374982156,9.704783271,11.43328625,14.22852825,13.58176394,14.07896877,11.46338662,13.30389257,8.395334758,9.538414498,9.899647212,12.29682528,12.5327658,10.75600112,10.91210632,10.34221784,11.95814219,14.26634535,10.29415223,11.04339219,10.66670855,10.66433346,14.95131636,11.16841784,9.407636059,16.45100446,11.78084387,12.79137658,13.46367286,13.00807138,12.35006059,11.89274275,12.00639294,11.15065874,13.48236691,8.851008178,11.86596059,13.93337732,11.1695632,11.49590892,12.87464238,10.62261115,11.42728327,11.2080881,11.58120632,13.72616989,13.66754238,11.64867435,10.50502379,15.56470372,12.53408699,12.51800186,14.13993457,11.43453903,11.99510037,12.70008885,9.137415985,12.84075093,10.40452751,9.151350929,8.765206691,9.68903197,11.00017212,8.150184387,8.704256134,0.218053620477982,0.778783530551736,6.273441105743
"GSM672700",12.37427993,11.29765019,11.22497212,10.24201561,15.11127918,13.01324461,8.995851673,8.741252416,13.45721859,9.767536431,13.2139171,13.08300781,10.2401855,13.15065688,12.82483383,7.960021933,10.63380781,10.05959888,9.547546468,9.471579554,9.639908922,11.62612305,14.08209294,13.78598662,13.75689926,11.59397472,13.40275985,8.510088476,9.585373606,9.937569888,12.32160558,12.61808885,10.86634126,10.84505911,10.26606654,11.99907435,14.32645576,10.11953383,11.31970967,10.89029628,10.84732714,14.87297918,10.75363569,8.008369145,16.45100446,12.01236766,13.09848885,13.44939033,13.15971115,12.70778104,12.10021896,12.35640037,11.2520632,13.55558736,8.619519331,11.02712677,14.04023532,10.91817807,11.58256431,13.00110632,10.67684145,11.34829926,11.16841784,11.39696357,13.7935658,13.62914721,11.75320818,10.00255502,15.68112788,12.68431152,12.49129033,13.96823197,11.86726952,12.20908513,12.69559926,9.144256877,11.59268067,10.56115855,9.310286617,8.886296654,9.632133457,10.06448922,9.184917472,8.657939777,0.299744338326803,0.525135964051057,6.18133735223856
"GSM672701",11.01078959,14.55173829,10.38541896,8.137154275,12.95128178,12.44648699,9.394066171,9.302730483,9.576361338,10.3865855,8.788727138,13.20139963,9.392488104,13.2904829,10.34093643,8.001172491,9.918536803,9.856439033,9.784247584,9.617849071,9.464062082,11.88637695,13.92297026,14.00590855,13.37430892,11.46159238,12.48208364,8.080995167,9.38873197,9.441220446,12.63305613,10.9612197,10.40149368,10.53548253,9.194586989,11.94336264,12.56473271,9.278698513,11.67069814,11.66334796,12.00036022,13.04114164,9.885793309,8.449340892,14.19849442,10.22354126,10.88115093,13.11887398,11.79984164,13.9054052,13.46987881,13.71375353,12.86008625,13.63389182,9.632133457,10.57679554,12.20380818,12.26726022,9.987783271,12.58472156,11.41760669,12.1154171,11.98251654,12.30338885,12.13786729,12.24467361,11.65105948,9.006797026,14.42564907,13.7935658,13.84591078,13.17062045,8.311035874,11.4039948,11.05172937,8.689369888,10.87382398,10.53918104,9.457593309,9.680681413,10.09775465,10.10585762,7.595456877,9.884420446,0.182802492679764,0.904736526523434,6.31917678479628
"GSM672702",11.10672639,14.52939071,10.52022342,8.593413755,12.96154498,12.97704498,9.281081041,9.313763941,9.509933457,10.56290074,8.976527138,13.20139963,8.852436803,13.24606989,10.1464539,7.855413383,9.916043494,9.721840149,9.699892193,9.487980669,9.363718587,11.7060368,14.28505874,14.12469963,13.6940316,11.92944684,11.9387881,7.635680297,9.517847955,9.176684015,12.63305613,10.85811264,9.933688848,10.43697138,8.918543866,11.85813271,12.56166506,9.299215242,11.3594145,11.33878662,11.62737993,13.16149219,9.662597398,8.116738662,14.06484089,10.45615651,10.76186208,12.79915149,11.83474164,13.77660149,13.25572045,13.63843383,12.89065985,13.62670483,9.709953532,10.79346208,12.07589257,12.41698625,9.884420446,12.6938881,11.14255428,11.96003271,11.98320223,12.36678959,11.76822193,11.93357212,11.64867435,9.107285874,14.21067918,13.96540669,13.91563829,13.03394164,8.404481041,11.31787472,11.15065874,8.213257249,11.2363461,10.60271673,9.683708736,9.780388104,9.888286245,10.2401855,7.826556877,9.742029368,0.277750280160865,0.589537803743198,6.20472275762632
"GSM672703",11.28675688,14.5931777,10.60519108,8.398508922,13.0185829,12.29983978,9.465282156,9.416856134,9.887675836,10.62021264,8.414241264,13.87172416,9.291456506,13.25773792,10.33722862,8.067376208,10.03135093,9.943906691,9.819645353,9.711259851,9.59959145,12.03818364,14.18664647,14.18104015,13.59952639,11.92807175,12.23710446,7.994171375,9.678159108,9.509933457,12.64743996,11.03990446,10.42730372,10.79103494,9.167862082,11.78835316,12.45247361,9.421286617,11.88390743,11.68854647,12.04866431,13.07116617,9.748265056,8.452079554,14.26946022,10.40272268,10.86401599,13.1395539,11.95198364,13.84114201,13.43859219,13.96540669,13.19254647,13.4302974,10.01761338,10.80522639,12.31027584,12.21330186,9.887675836,12.74445799,11.2785487,12.05679591,12.09369554,12.40656468,12.00036022,12.20380818,11.53991375,9.127955762,14.43607286,13.7680039,13.81311004,13.12063532,8.212000372,11.55682342,11.20453309,8.650404461,10.81730223,10.70047807,9.486692565,9.83437119,10.0087881,10.24892193,7.699220446,10.04472379,0.168433397495723,0.960374444768386,6.33937986097096
"GSM672717",11.6026777,13.10047026,10.82198364,8.296347212,14.40846283,12.67413941,9.602318959,9.56301487,10.83366729,9.654058736,8.071515242,13.55356059,13.37626729,12.45691115,11.76571784,7.860385502,10.39695242,10.43317955,10.50141338,10.40089405,10.41393086,13.17595502,13.76680818,14.3837368,13.4367223,13.4345881,15.11127918,11.09271227,9.951659108,9.865482528,12.42890074,11.41517398,13.03394164,10.90736766,10.11712491,12.07722007,12.14881636,10.30703643,13.23707546,13.21581859,13.30005502,12.88356729,9.880541264,8.262543494,14.08209294,10.89925799,11.40160372,15.06617509,11.47898253,13.44091413,13.32734535,13.56203011,12.77166283,11.87881301,10.23660632,10.80762305,12.2829855,12.30338885,9.15257658,12.92150372,11.56434796,12.02449777,12.17600892,12.44805874,15.19678141,15.27586766,12.5327658,9.109746468,15.17188364,13.32318773,13.24606989,14.00869331,8.164482156,12.92992751,11.28802677,11.73589108,8.607624907,10.11590446,10.08403457,10.24892193,9.283654275,9.432344238,7.429003346,9.990411896,0.459712807999,0.101157270333242,6.02738346403039
"GSM672725",11.13479888,12.89897175,10.70220297,7.644156134,15.68968439,12.59782974,10.13052454,10.17127509,13.35442714,10.75950632,7.488922677,10.60049368,13.95989033,10.75546933,12.43471264,8.251615985,9.687145353,9.59959145,9.482872862,9.475285502,9.520383643,12.15595799,13.81090595,13.8509658,13.08133792,13.02854461,12.36067658,10.81609888,10.29002602,10.4428803,12.90368476,10.39144312,11.98850669,10.05217361,10.3481119,12.97545799,10.53330372,10.85811264,12.05809554,11.90059108,12.01111041,13.60378104,9.156086245,8.53545948,10.43080074,10.34093643,10.23424796,14.88252156,10.31526468,11.70990037,12.14881636,12.56473271,11.86852528,11.47787249,9.678159108,10.38173197,13.09419721,12.16591599,8.890312639,12.79137658,11.27676561,11.99907435,12.05292342,12.12529108,15.17188364,14.99943048,11.27490967,11.55308104,14.32280074,11.70737026,11.78084387,14.22564647,8.368715242,13.55989331,10.3697052,10.96575651,7.081839777,8.60055539,10.20304461,9.815632714,10.67743309,10.69610112,7.219695725,9.919852788,0.48333119179588,0.0417946705446612,6.00582789251934
"GSM672743",11.13599963,13.50622305,10.59934572,7.050248699,13.78122565,10.59003234,8.974035688,8.968894424,8.879577695,8.137154275,7.488408178,8.106679554,11.8217948,10.15257063,12.38714758,7.773863569,8.529390335,9.229935502,9.617849071,9.373756506,8.980534201,10.65467323,13.34507323,12.93638178,12.68502305,10.03721264,9.709953532,8.184210409,8.753835688,8.604154275,12.37705167,9.055330297,10.00507361,9.042649442,9.192094796,14.21958662,11.88637695,10.99318253,11.14697993,11.20998271,11.35999851,11.47432714,9.647648327,9.916043494,9.38253829,9.556754275,10.08403457,11.52934052,9.636028996,10.88912007,10.97694387,11.14584424,10.39144312,10.8426684,9.130303346,9.499448699,11.25086022,11.43575836,8.795147584,10.75245725,11.28319888,11.85276729,11.88390743,11.97097658,11.91770855,11.82445613,9.734589219,8.20314052,12.72426729,10.38428922,10.16372974,12.77089368,8.039165056,12.72569926,9.543722677,9.02275948,6.997829368,7.562291078,9.588551115,9.221593494,10.74038885,10.79858346,7.556651301,8.657939777,0.204038411399506,0.827282742685154,6.29105199608633
"GSM672744",11.2785487,12.68502305,10.72997732,7.324245353,14.04813494,11.41145911,9.129148699,9.053477323,9.346052788,7.838514126,7.472380669,8.890312639,12.03685651,10.14026543,12.00639294,7.615062082,8.228271004,8.699295911,9.309149814,9.369944238,9.377654647,10.629771,13.63154052,13.16149219,13.16680669,10.47381227,10.23297993,8.533185874,9.208952416,8.893053903,11.82445613,9.260887361,10.42834387,8.777056877,8.880969888,13.69168178,11.69607844,10.63703123,10.97806617,11.01554164,11.2329223,11.97097658,9.237713383,8.935267286,9.300388104,10.1489197,10.37459182,12.90509033,10.16502825,10.44045019,10.66550706,10.88115093,10.09954424,10.48220409,9.216207063,9.704783271,10.78880818,12.70778104,8.879577695,11.1518223,11.13121933,11.72211413,11.75807658,11.97753792,12.66355688,12.95128178,10.3261487,8.477389963,13.56651933,11.09626803,11.11823309,12.77884796,8.222346097,12.18706394,9.920510595,9.499448699,7.112858736,7.846815613,9.861586245,9.338898513,10.38541896,10.47985502,7.565977695,9.037702974,0.253715736906982,0.6628424332563,6.23134091769998
"GSM672746",10.64563569,14.02572788,10.43927658,7.65709368,12.78364684,10.46929405,9.089297398,9.06446803,9.200495539,8.05945316,7.45382974,9.079373606,13.16499442,9.477910781,11.92279405,7.313760595,8.079886245,8.309844052,8.165028996,8.192473234,8.338381041,12.1154171,13.59952639,15.03851413,12.56473271,10.7088684,10.27553494,8.761433086,9.410388104,8.737856134,11.5375197,8.966948885,10.71943829,9.623286617,9.353508178,13.99217212,11.48512491,10.83013309,11.97375353,11.94606766,12.25553011,11.56744926,10.11089517,10.1489197,8.955024349,9.90340855,9.884420446,11.57879851,9.411591822,11.25086022,11.34829926,11.66900595,11.13479888,10.45367881,8.796410037,9.126830483,10.09368364,11.10672639,8.401480855,11.51543494,10.51903086,10.78417695,10.69023643,10.77595948,12.50408569,12.61808885,10.12320297,7.370159108,12.06917695,10.95294498,10.99430186,12.02317361,7.986448699,11.35176059,9.138475093,10.33593941,7.376822677,7.523875465,10.46318996,9.193304461,10.32377435,10.63703123,8.001702602,9.904658736,0.342380156876436,0.405975892513018,6.13806829979732
"GSM672748",10.89532454,13.78598662,10.49409517,7.510571747,12.51075985,10.12797993,8.866158364,8.915866543,9.202943866,8.121606506,7.516815242,9.398832714,12.90591059,9.474102974,12.09219442,7.347610037,7.765909294,8.14140223,8.204286617,8.200952045,8.331278067,12.18706394,13.6106,14.99403494,12.67339796,10.46088141,10.28280446,8.847083271,9.310286617,8.740119703,11.72854535,9.223396654,10.66206617,9.428277695,9.410388104,14.35301933,11.73973234,11.13356654,12.07722007,11.99779554,12.13241078,11.43453903,10.27073271,10.43819554,9.080512639,10.06692714,10.28526989,11.86338253,9.655317472,11.01674572,11.47898253,11.6089539,10.92844275,10.33722862,8.462952416,8.976527138,10.39695242,11.32936877,8.398508922,11.69607844,10.79582193,11.06917918,10.99196914,11.05279405,12.65374164,12.55718141,10.01436599,7.257305576,12.2758855,10.98844647,11.05639108,12.27423903,8.284689219,11.24241227,9.147713011,10.17489219,7.885181041,7.544768401,9.864209294,9.107285874,10.4224948,10.53004981,8.415459851,9.624618587,0.384875442936955,0.29270076399397,6.09693617044463
"GSM672749",10.50936506,14.35301933,10.15257063,7.462750558,12.20240781,11.17905353,9.364313941,9.421905204,9.378251487,7.842649442,7.578592565,10.98396803,12.19544498,9.621913755,11.56165688,7.654683271,7.505216357,7.977637546,8.142903532,8.356076394,8.512473234,11.73784907,13.88486654,14.91167472,13.36243383,10.97578959,10.45007435,8.388984758,9.461452788,8.97785948,12.0286052,9.260278996,10.42599777,9.353508178,9.619292193,13.32734535,11.25937026,9.665223792,11.77321896,11.86852528,11.8697881,11.73293587,9.717949814,9.788014126,9.041450186,11.01917918,11.26785613,13.28644796,9.735805576,11.24112156,11.80381487,12.09294498,11.65711152,10.44105465,8.077768773,8.302290706,10.53004981,11.24532862,8.346910409,12.47901264,10.66789145,10.88115093,10.87208662,11.18137621,12.51664089,12.41567323,10.49409517,8.313920074,12.43176617,12.3463026,12.4776539,12.16173569,7.697311524,10.91210632,10.01882751,9.900917844,7.728157621,7.845779182,10.15378364,9.777935316,9.847455762,9.831281413,8.529390335,10.11953383,0.398860462221235,0.256297763010203,6.08371762048696
"GSM672754",10.59934572,13.81090595,10.1611948,7.047502974,11.7975223,10.10077323,9.323555762,9.260887361,9.10509368,7.968440892,7.641281413,10.28889442,11.78647305,10.60575019,11.50178625,7.392457621,7.769860967,8.085531599,8.398508922,8.377036059,8.595686989,12.03148699,13.59032751,14.45389294,13.13193197,9.782928996,10.38045316,8.016636059,8.576081413,8.221126022,12.49886208,8.540665428,10.51055874,9.480399628,9.292084387,13.97082379,11.04339219,9.844852788,11.89151413,11.93087695,11.94006097,11.41400037,9.781756506,9.765004461,8.946330112,10.73581636,11.18790892,12.76007472,9.145479182,11.32135353,11.64227658,11.78955725,11.19509517,9.846188848,8.730405576,9.48922119,10.9382052,11.03587156,8.849630483,11.73237063,10.95881636,11.37209145,11.27385204,11.4235684,11.90698848,11.90440112,9.798108922,7.841605948,14.08209294,11.55308104,11.58120632,12.48971413,7.837495167,10.94953011,9.800424907,9.326156134,7.678274349,7.693285502,10.3481119,9.830095911,10.09716097,10.36235093,8.213257249,10.10459219,0.42361993323551,0.192641340224937,6.06060288867985
"GSM672758",10.74380595,14.26946022,10.21035353,7.810275465,13.77427435,13.10225725,9.684353532,9.537186989,9.830095911,9.405123048,7.625234944,12.33017993,13.2786855,11.84240669,10.7968855,7.875115242,9.890813011,9.94911487,9.968082528,9.907265799,9.862247212,12.90673086,13.82848513,14.00869331,13.30781115,12.30746208,14.87297918,9.706761152,9.332309294,9.281081041,12.14044424,10.07542639,12.52835316,9.766249071,9.324801487,12.08006543,10.88583123,9.824746468,12.7318948,12.64667732,12.82026617,12.36989182,9.761062825,8.395967286,11.13919257,10.84505911,11.45005353,14.15506134,10.87208662,12.97545799,12.90509033,13.02672268,12.28023792,12.24086691,9.893404089,10.29234758,11.79868662,12.40194684,8.898016357,12.49718067,11.11124164,11.77446952,11.5727223,11.65957844,14.78045019,14.88252156,12.25278848,8.284689219,14.04023532,13.36243383,13.46367286,12.80470855,7.968440892,11.77964126,10.68777323,11.90503086,8.720728996,9.352210781,10.11216691,10.23424796,9.419314498,9.474102974,7.280977695,9.821001487,0.488622006622009,0.0285242674893337,6.00100918304472
"GSM672759",10.80403717,14.16068439,10.23297993,7.428592007,13.82056989,13.00295056,9.769912639,9.681794424,9.904658736,9.300388104,7.733788104,12.60967212,13.35442714,11.58755948,10.91210632,8.045720074,10.00012416,10.18349442,10.10459219,10.08529814,10.02011078,12.95128178,13.57313309,14.18104015,13.01151115,12.21031896,14.70664796,9.982824907,9.401242751,9.50463829,12.08812974,10.03850483,12.76305799,9.818199628,9.474102974,12.20380818,10.53548253,9.589195539,12.83902974,12.66046617,12.80924201,12.19107955,9.708602974,8.175404461,11.25578067,10.89479591,11.35503383,13.82289926,10.80641041,12.68798067,13.08300781,12.99076729,12.44963011,11.97832528,9.997590706,10.3261487,11.94543792,12.10648048,8.952258178,12.46461859,11.11406059,11.65469554,11.61762454,11.60768401,14.78927807,14.76762156,12.06361859,7.787331599,14.02572788,12.88760223,13.33142937,12.68201636,7.816307063,11.7060368,10.42834387,11.64984052,8.768348327,9.243945353,10.15011822,10.246271,9.691046468,9.524164684,7.805177323,9.74697658,0.36791053726695,0.337392451119409,6.11316448357803
"GSM672761",10.34696877,14.27893866,9.876147212,7.66687881,13.80583271,13.10225725,9.720425279,9.598244981,10.17985465,10.55114572,7.691536431,12.35709721,13.40928959,11.56918327,10.85811264,7.859383271,9.969993123,10.01006208,9.94515539,9.855135316,9.813261338,12.77412974,13.5115052,13.80343717,13.04265836,12.31733383,14.93051896,10.22716952,9.373756506,9.407636059,12.22038662,9.928841264,12.5479145,9.827327509,9.480399628,12.10021896,10.91817807,9.868152788,12.65458104,12.63451004,12.76756729,12.42288327,9.765004461,8.468954647,10.89814201,10.92964758,11.55055688,14.21381301,10.89689591,12.74293383,12.60967212,12.78051896,12.05809554,11.53991375,9.877958736,10.29234758,11.47432714,12.25278848,8.935267286,12.78364684,11.09271227,11.76246152,11.63001524,11.72085651,14.9356,15.17188364,12.30886543,8.80170855,14.10146097,13.25773792,13.28852007,12.79415204,8.024301487,11.35176059,10.80641041,11.9506539,8.630512268,9.313763941,10.19443086,10.32859814,9.582884758,9.505805576,7.34665948,9.657711524,0.339914795223824,0.412695679825726,6.14050836907451
"GSM672762",10.33111822,13.70401115,9.859710967,7.718559851,13.87172416,12.56009368,9.550201487,9.56301487,10.02884981,10.13176691,7.554816729,12.31318253,13.53887881,11.72986729,10.86459591,7.753662454,10.06692714,10.05582602,10.10459219,9.997590706,9.970596283,13.08300781,13.48706506,14.25115204,12.98986914,11.84180874,14.86360112,10.48817732,9.423149442,9.475285502,12.1503,9.986601859,12.40940483,9.655317472,9.564360967,12.17460074,11.35290967,9.781756506,13.03040297,12.60212045,12.81402342,12.13114796,9.543722677,8.43369145,11.2363461,10.93087398,11.44644647,14.51807323,10.8556171,12.55413048,12.53718401,12.80470855,12.02317361,10.8927461,9.790525651,10.30703643,11.48265204,12.09833792,9.06446803,12.89897175,11.11180093,11.8077974,11.8064539,12.18289145,15.18381933,14.99943048,12.34049442,8.633024164,14.04813494,13.23499331,13.19072825,13.13668476,8.099323048,11.21184758,10.69380223,12.09641227,8.404481041,9.22933197,9.908577323,10.25195558,9.403698141,9.348395911,7.343281784,9.552804833,0.469669141761561,0.076101579505939,6.01828531574662
"GSM672766",11.37864461,12.10151896,10.8370197,8.181464126,14.53294684,12.38714758,9.996260595,9.993965056,11.28929814,10.96915539,7.647143123,14.34949888,13.86138401,11.78084387,12.05292342,8.35060855,10.23424796,10.3563777,10.22716952,10.20527881,10.05959888,13.62914721,13.63389182,14.65737807,12.81725688,13.46987881,15.21045093,12.47541729,9.900917844,10.14026543,12.28581264,11.59268067,13.71375353,11.31089517,10.41638848,12.39153123,11.15677881,10.29585874,13.60160558,13.33340483,13.50622305,13.03394164,10.35757398,7.491115242,13.4345881,11.61762454,12.11117286,14.5931777,11.43817398,13.28255242,13.90805539,14.02572788,13.21222714,11.14034721,10.54747175,10.76314907,11.85025242,12.66937435,9.182578067,12.97545799,11.35883048,11.8141171,11.79868662,11.67314796,15.26197249,15.33721524,12.27279517,8.534192193,15.17188364,12.72426729,13.09848885,13.49133829,7.806252045,12.05809554,11.7148948,12.18706394,7.981871747,10.02137472,10.13595279,10.23546394,10.12073346,9.885793309,7.895319331,10.31645688,0.480376289481401,0.0492092008132588,6.00852023480211
"GSM672777",12.32946543,11.36244796,11.51967435,8.80799777,15.12831859,13.16149219,9.814483271,9.513952416,14.83115242,13.24788216,8.114809665,13.12800297,13.24969777,12.29166617,11.97375353,8.810766914,11.5375197,11.57506468,11.49590892,11.30014833,11.20118141,13.16963699,13.73114758,14.43247509,13.18883978,13.23309777,15.56470372,12.39912119,10.21518253,10.54625725,13.03040297,11.98320223,13.5084171,12.16173569,11.00480892,12.20908513,12.06628662,10.34696877,12.97032825,12.85683234,12.79327175,13.70401115,10.41824164,7.763843123,14.87297918,11.11013494,11.78200855,14.9356,11.41400037,13.54736245,13.66527955,14.02274981,13.30973011,12.21777212,10.66789145,11.19267138,13.76919963,12.1154171,9.835013011,12.89381004,11.65105948,12.39590892,12.19392119,12.34049442,15.09480297,15.15962193,12.12215242,14.46409554,14.961471,12.79829665,12.99247212,13.77660149,8.70822974,14.28199294,11.43100372,11.85025242,9.657711524,11.18252342,10.85440372,10.42009851,10.0633171,10.00124461,7.273359108,10.43317955,0.0432737219375815,1.71389809020461,6.61299713653365
"GSM672781",10.61440372,13.94646394,10.01882751,8.442299257,14.13102342,13.16149219,9.606279554,9.505221933,9.888286245,10.29357361,7.481363197,12.73350074,13.89762082,11.9387881,10.76431338,7.758813755,10.23182268,10.22252528,10.246271,10.17985465,10.13296468,13.04265836,13.90293309,14.38725613,13.23309777,12.70631673,15.16584238,11.24703346,9.628471004,9.585373606,12.09093494,10.69834424,13.25970781,10.13052454,9.333706691,12.16890595,11.49708959,9.889610409,12.9736632,12.84668736,13.04114164,12.56927323,9.780388104,8.47370632,11.96003271,10.8556171,11.26294796,14.52209926,11.00960112,12.80614647,12.8679223,13.26739145,12.50329219,11.48142862,10.06448922,10.78641524,11.89547138,12.73823494,8.750019703,12.79665613,10.91210632,11.65711152,11.56299777,11.70109888,14.99403494,15.0717881,12.4632171,8.42776171,14.48566134,13.33340483,13.38472454,13.27297993,8.25673829,11.6998658,10.90396134,12.45543494,9.193304461,9.589195539,10.15888587,10.5060777,9.430920818,9.498252045,7.146725093,9.831281413,0.482093829470439,0.0448991944419336,6.00695519804696
"GSM672782",10.66206617,14.19545279,10.04472379,8.361323792,13.85341561,14.06186803,9.59959145,9.42066803,10.03785874,10.41393086,7.450236803,12.85840781,13.76423197,12.09440651,11.00122007,7.803133086,10.30216766,10.26046654,10.18850149,10.0087881,9.892774349,13.04535595,13.8497329,13.80583271,13.2904829,12.83102602,15.22980632,11.34937286,9.575712268,9.595648699,12.17742788,10.71478104,13.33142937,9.847455762,9.157205948,12.1644855,11.55055688,9.965484758,12.76232528,12.66205019,12.79829665,12.75389331,10.18349442,8.641617844,11.92544981,10.80278067,11.36849442,14.86360112,11.33414907,12.60967212,12.54641822,12.70310595,11.88390743,11.40160372,9.986601859,10.69497435,11.84240669,12.99596394,8.893053903,12.9331223,11.30785019,11.88511933,11.8077974,11.91889442,15.07704164,15.24909405,12.66502602,8.784041078,14.50400372,13.31923978,13.27297993,13.3970368,8.182026394,11.44644647,11.04701784,12.53577732,9.127955762,9.535849814,10.40210818,10.50263755,9.50463829,9.529263569,7.20119777,9.769912639,0.452576519566714,0.119154391904552,6.03391852554059
"GSM672783",10.58518067,13.94779572,10.17617398,8.352986617,14.01388922,13.19966617,9.598244981,9.405123048,10.28401264,10.60167435,7.573260223,12.76007472,13.80343717,12.11816134,10.87889517,7.898386617,10.47153086,10.48817732,10.48335762,10.21035353,10.05336431,13.20777286,13.78598662,13.74743383,13.1395539,13.15417807,15.24369703,11.1649145,9.704783271,9.666511896,12.15306543,10.71840037,13.42404535,9.519147584,9.278083829,12.36678959,11.51009108,10.07542639,12.91816022,12.7318948,12.99944721,12.42432045,9.972934944,8.468954647,11.68223941,10.96004981,11.44763792,14.57775836,11.16270446,12.40349591,12.49886208,12.66502602,11.88757881,11.28217807,9.876702974,11.00960112,11.49708959,12.77166283,8.994675465,13.02507807,11.45005353,12.08541747,11.97375353,11.66956506,15.37522491,15.34516989,12.67875353,8.924918587,14.74947249,13.14873532,13.36438513,13.47812268,8.394123048,11.3281881,10.98036283,12.60891617,8.771788476,9.530714498,10.5828145,10.63199814,9.581556877,9.61657658,7.123569888,9.612678067,0.39841234049424,0.257458716253621,6.08413918239207
"GSM672784",10.80641041,13.74509665,10.5558368,8.584775836,14.09313569,12.91305019,9.352210781,9.387413383,10.52201952,10.14402862,7.373147584,13.53224944,14.17215799,11.52222045,11.25937026,7.942710037,10.70775019,10.84973011,10.8556171,10.63955428,10.697229,13.78840558,13.76919963,14.44320929,13.35045167,12.48971413,15.28264684,11.56434796,9.734589219,9.615347955,12.03685651,10.91329926,13.82289926,10.11651468,9.595648699,12.60364461,10.83819963,10.1353223,13.33719963,13.02590037,13.14873532,12.59710074,10.30703643,8.39470223,11.72348773,11.57506468,11.49942454,14.83115242,11.26785613,12.60212045,12.99944721,13.09676506,12.40940483,11.26048625,10.69610112,10.69258996,12.01236766,12.92992751,8.815912639,13.0393197,11.22137844,11.64111115,11.51009108,11.41637175,15.11720743,14.87297918,12.62092416,8.479710781,14.39777584,13.31550074,13.38058216,13.52764833,8.228271004,11.87817007,10.89689591,12.84075093,9.166684572,9.722469888,10.62139108,10.93026078,9.687145353,9.475285502,7.198866171,10.1464539,0.371273905148092,0.328481261320347,6.10992867871695
"GSM672785",10.93927732,13.47196803,10.49409517,8.164482156,14.21655688,12.86008625,9.487980669,9.282447212,10.34922342,10.51542156,7.730020074,13.14508736,13.8692948,12.10581004,11.14034721,7.983840149,10.75712379,11.08210335,11.02712677,10.75950632,10.67147621,13.61280632,13.80343717,14.15332565,13.17780409,13.17062045,15.24909405,11.38041859,9.74697658,9.765004461,12.2758855,11.07624796,13.73822305,10.04221636,9.730959851,12.46166171,11.49708959,10.14402862,13.2291658,13.05860929,13.28644796,12.51732138,9.852501115,9.70606803,12.1574803,11.18683271,11.58623978,14.76762156,11.23406803,12.86164312,13.15779442,13.27106394,12.62380409,11.47787249,9.987783271,11.27618439,11.61762454,12.76461152,8.9676171,13.03394164,11.63374164,12.27423903,12.03685651,11.65711152,15.32246357,15.31526691,12.63741822,8.796410037,14.99403494,13.00807138,13.26519851,13.65388439,8.362547955,11.5375197,11.08671896,12.51953383,8.707036803,9.767536431,10.58518067,10.4428803,9.648879926,9.630962082,7.305377323,9.961820446,0.300698097464834,0.522393766945378,6.18034161374295
"GSM672796",11.84635353,11.73846877,11.07680223,8.148954275,14.11328476,11.07504796,9.99455316,9.667862082,11.48022454,10.24892193,7.429891078,14.32986134,13.91831896,12.5312223,12.27279517,8.377036059,10.65360335,10.80995428,10.69258996,10.58034275,10.52265576,13.41777658,14.1456342,14.177971,12.87947621,13.49133829,15.31526691,12.43328327,10.12423866,10.42730372,12.09641227,12.17309703,14.07336952,11.73237063,10.7748487,12.03426766,11.58819275,10.3979829,13.3970368,13.23109554,13.35631375,12.96858699,10.15135502,8.47370632,15.03266691,10.83237323,11.96150149,15.19678141,11.72477063,13.67681933,13.75453086,14.10146097,13.02507807,11.50648104,10.44871636,10.88349665,12.45543494,11.47432714,10.46929405,13.29824572,11.79926413,12.34349182,12.25148216,12.29465353,15.60525576,15.49114684,12.54327509,8.962276952,15.41281338,13.23987621,13.08627212,13.97082379,8.257919703,12.84824535,12.03685651,12.33601004,8.254450186,10.49302193,10.62853197,10.20057955,9.744597026,9.585373606,7.553907435,9.67242026,0.42737761363994,0.18305453684512,6.05712175701527
