"","abf2","araR","ccpA","abfA","abnA","araA","araB","araD","araE","araL","araM","araN","araP","araQ","pval","z","inv_cof_var"
"GSM672804",7.71755316,10.60167435,12.92910465,7.531243866,7.133884387,7.758813755,7.54599777,7.597850743,7.469724535,7.48316171,7.511424907,7.72153197,7.442474721,7.379622677,0.183826839924884,0.900877078072841,43.9746063328916
"GSM672805",7.776724164,10.50141338,12.67568848,7.62020948,7.129661338,7.789472491,7.66315539,7.629038662,7.418300743,7.558060223,7.533066543,7.741947584,7.539566543,7.429003346,0.24247604913867,0.69835997876362,41.0287099731786
"GSM672806",8.019628996,10.21035353,12.14111636,7.813247212,7.264314126,7.988043866,7.745915242,7.798363941,7.47327658,7.759936803,7.706005204,7.997119703,7.803133086,7.684879182,0.369142805513228,0.334124502746154,35.7303921198312
"GSM672809",7.734865799,10.3660829,13.25369033,7.508754275,7.100415613,7.754774349,7.621493309,7.581318587,7.492813011,7.491978439,7.570474721,7.698256877,7.466259108,7.270249071,0.268795111740456,0.616461122324106,39.8373757901749
"GSM672811",7.720615985,10.5378948,12.94134015,7.46836487,7.133884387,7.714724907,7.569546468,7.508754275,7.356145725,7.420380112,7.357145725,7.605464312,7.456380669,7.257305576,0.21114226948449,0.802464113770509,42.5430511986551
"GSM672812",7.71755316,10.54389442,12.85079387,7.493678439,7.001856877,7.68679368,7.612225279,7.521367658,7.303552045,7.586930855,7.479533457,7.701094424,7.452099257,7.389852788,0.329705509132328,0.440726487858881,37.2810680921463
"GSM672813",7.783582528,10.59240297,12.92588699,7.565977695,7.161321933,7.809278067,7.687710037,7.633748327,7.388077695,7.626144981,7.507008178,7.708865056,7.477835316,7.373147584,0.265656554499892,0.626002793561687,39.9761728332901
"GSM672814",7.96097026,10.68212305,13.15779442,7.605464312,7.208010781,7.947747212,7.708865056,7.66315539,7.384224535,7.696285502,7.609332714,7.746923792,7.396921933,7.278232342,0.484490018475367,0.0388875572393645,31.4357550447996
"GSM672815",7.837495167,10.3979829,12.58472156,7.635680297,7.148817472,7.88627026,7.680215613,7.658371375,7.411239405,7.638374721,7.589801115,7.824440149,7.615062082,7.484497955,0.320793128830074,0.465482092906379,37.64117322421
"GSM672816",7.956737175,10.26368476,12.18289145,7.789472491,7.245731599,7.927261338,7.784542379,7.810275465,7.385176952,7.693808364,7.628094052,8.064017472,7.746923792,7.692402602,0.425411032020009,0.188069635063602,33.6058184196745
"GSM672817",7.966381413,10.09255093,12.29753643,7.779686989,7.329580297,7.891732156,7.750881041,7.671643494,7.358100372,7.6393,7.591762082,8.061564684,7.833525279,7.670251115,0.388763771993282,0.282542525006469,34.9800596246076
