"","amhX","codY","bacG","bcaP","bkdR","clpQ","clpY","codV","dppA","dppB","dppC","dppD","dppE","ilvA","ilvD","ispA","mpr","nupN","nupO","nupP","nupQ","trmFO","ybfJ","ybgE","ycgA","ykfA","ykfB","ykfC","ykfD","ylmA","ypmP","yuiC","ywaA","pval","z","inv_cof_var"
"GSM672780",11.71836989,12.81230186,12.89810799,12.06361859,9.829386989,12.56626989,13.04114164,12.92673643,13.16149219,12.60364461,11.64227658,12.26155651,12.29315279,13.54124015,13.89762082,8.681326208,12.25010112,11.91377249,10.8927461,10.7701803,10.76719275,10.92844275,12.1574803,11.73722937,10.55470335,11.27969628,11.65836766,11.81669368,11.49220149,11.78955725,12.77709554,10.90279405,13.91054387,0.0407824235602409,1.74167775486768,10.4825454481727
"GSM672781",10.95765093,13.00544758,12.62842751,11.6026777,9.804423792,12.63150967,13.16680669,13.07957993,12.4414474,11.72280093,10.64203271,11.15429703,11.14142193,13.51044907,13.7086368,8.830134572,12.18563792,11.20329851,10.2203197,10.08164275,9.986601859,11.12637026,12.04352379,11.55567323,9.906015985,10.38045316,10.71228216,11.04938625,10.84170743,11.52222045,12.52685316,10.52265576,13.91315353,0.146667165763606,1.05083510087618,9.11142656128908
"GSM672782",10.75245725,12.90826059,12.61945911,11.24241227,9.708602974,12.61107732,13.13193197,12.79503234,11.73846877,10.93927732,10.05336431,10.65031264,10.81497212,13.49333755,13.54336506,8.852436803,11.88637695,10.73878996,9.835013011,9.520383643,9.678159108,11.24473197,11.77697584,11.72728216,9.84866803,9.735197398,10.07917026,10.32126059,10.11953383,11.51240149,12.87947621,10.25257509,13.96136041,0.285307557397296,0.567145819824117,8.15144601463077
"GSM672783",10.10585762,12.89065985,12.30598216,10.89157584,9.460184387,12.56473271,13.30210743,12.88900186,11.31557286,10.66082342,9.522955019,9.907265799,9.887065428,13.22549963,13.2786855,8.593413755,12.07040112,10.11346208,9.195828996,9.174298141,9.281081041,11.36244796,11.7049197,11.61199442,9.35100632,9.446366171,9.499448699,9.698559851,9.576361338,11.40038773,13.11887398,10.31645688,13.7405171,0.489957630845916,0.0251751454970954,7.07579409387377
"GSM672784",10.33356431,12.96237379,12.63599665,10.81497212,10.01882751,12.55561822,12.99596394,12.76756729,11.35625651,10.56290074,9.617849071,10.08658401,10.17489219,13.27106394,13.23891599,8.587512268,12.06361859,10.0693658,9.282447212,9.032881413,8.990778439,11.21668625,11.64738439,11.45127844,9.164253346,9.571783086,9.685043494,9.740756506,9.720425279,11.29645688,13.13193197,10.2065,13.91831896,0.470091242535837,0.0750405041515251,7.17476212177026
"GSM672785",10.06210632,12.92150372,12.46005688,11.16389888,9.913620818,12.80153755,13.55136803,12.91816022,11.62253309,10.71119851,9.613957249,10.03850483,10.160029,13.12063532,13.25572045,9.038258922,11.87245242,10.54862454,9.529263569,9.460818587,9.395199628,11.36612639,11.53162528,11.57396654,9.284888476,9.745832714,9.819645353,9.925621561,9.800424907,11.51240149,13.24788216,10.19560706,13.67681933,0.395955644098617,0.263829517882829,7.54945262599367
"GSM672786",10.38173197,12.85683234,12.17742788,10.49189926,10.2294197,12.72266468,13.2692461,12.90509033,11.67184201,10.50714535,9.414117472,10.01256431,10.16625242,13.33719963,13.31923978,8.330175836,11.4682684,11.08792416,10.1266829,9.768094052,9.467850558,11.55183606,11.2329223,11.40767807,9.222212268,9.623286617,9.689711524,10.02762937,9.708602974,11.9427,13.33519294,10.27073271,13.49333755,0.391695710785689,0.274902141842875,7.57142851840747
"GSM672788",10.30645781,12.97873309,12.35779405,10.21271413,10.4978948,12.85165985,13.44724164,13.06224758,11.59268067,10.71228216,9.674375465,10.26606654,10.31773494,13.28644796,13.55136803,8.199758736,11.29171004,11.13121933,10.11346208,9.795699628,9.340096654,11.50890743,11.02599331,11.173071,9.035304089,9.564360967,9.71651487,9.851207435,9.692330112,11.75077844,13.42184944,10.20527881,13.58176394,0.439148356029058,0.153128790530572,7.32974433614291
"GSM672789",11.29894126,13.35817584,12.07589257,11.75678996,10.61326914,12.97704498,13.60160558,13.33142937,11.69867212,10.246271,9.34135316,9.816794796,10.13176691,13.52764833,13.8692948,9.059653903,11.53286245,10.41887398,9.605606134,9.329881041,9.267866914,11.10790929,11.46338662,12.16173569,10.5060777,9.503286989,9.697269517,9.860341264,9.795699628,11.77321896,12.55561822,10.82642677,13.98155204,0.442558249464628,0.144486268368244,7.31259147897839
"GSM672790",11.5304,13.27106394,12.2190777,11.78835316,10.61440372,13.0917539,13.64061375,12.63150967,11.93087695,10.495429,9.590351301,10.06085762,10.33973569,13.59734461,13.94912751,9.425091078,11.59898848,10.74750632,9.733342007,9.273874721,9.472736431,11.07735651,11.49220149,12.37136022,10.8225184,9.591734201,9.732179926,10.1390197,9.711259851,11.99392119,12.89984572,10.26368476,14.04813494,0.386418522506293,0.288665919761668,7.59874555760633
"GSM672791",10.9752671,13.24435279,11.89925465,11.02488141,10.5828145,12.96858699,13.54336506,13.11002677,11.49352602,10.20304461,9.272632342,9.842369888,10.09014535,13.15688309,13.5191461,8.826921004,11.46338662,10.05217361,9.479197398,9.2522,9.385126394,11.09506729,11.33991747,11.41400037,10.02884981,9.730959851,9.801787361,10.18109182,9.918536803,11.62612305,12.50635242,10.01006208,13.8485,0.404285651343779,0.242269555079753,7.5066624594789
"GSM672793",10.54747175,13.43237621,12.01111041,11.45859368,10.45615651,12.96701115,13.54124015,13.24435279,11.80120297,10.53918104,9.474102974,9.982824907,10.05336431,13.30389257,13.8509658,8.752569145,11.69346877,10.54287175,9.828678067,9.542331227,9.535849814,11.17905353,11.74211264,11.45388848,9.602318959,9.678159108,9.750860223,9.960652788,9.641176952,11.86596059,12.69711524,10.20901524,13.93093309,0.43665599686796,0.159452988961317,7.34229600454771
"GSM672794",10.94725613,13.37626729,12.07722007,11.83996506,10.5378948,12.97120576,13.4367223,12.73666097,11.8697881,10.33722862,9.288671004,9.762339033,10.21896468,13.63389182,14.05645093,8.876988848,11.67574201,10.79103494,9.724398885,9.522955019,9.493057993,11.18912454,11.49827212,12.06562639,9.89649461,9.508453903,9.691046468,10.07917026,9.698559851,11.92875929,13.04444907,10.09014535,14.01120595,0.45825361606147,0.104834376133621,7.23389416920829
"GSM672795",12.73028625,12.63305613,13.24083643,12.33017993,10.41029554,12.67875353,13.26519851,12.81874535,13.59952639,12.76007472,11.58256431,12.29166617,12.1503,13.28071041,14.15506134,9.309718216,12.39912119,12.61394312,11.61025167,11.51478885,11.61139071,10.83579108,11.83088699,12.61808885,11.07857138,11.60768401,11.93608848,11.66334796,12.07589257,12.46005688,12.84824535,10.98844647,14.27576691,0.00807509395290957,2.40550371152456,11.8000441600965
"GSM672796",10.40272268,12.56771524,12.45103717,10.14026543,10.30923346,12.65290223,13.22169145,12.63599665,12.02055242,11.20453309,10.2065,10.85317881,11.04339219,13.2786855,13.34708364,8.810766914,11.53286245,11.46338662,10.24510112,9.697269517,9.509933457,11.31439294,11.1661171,11.10672639,9.079373606,10.0766881,10.21761561,10.50502379,10.05336431,11.80120297,12.87794796,10.01882751,13.44308773,0.224011072136467,0.758716533707137,8.53165737312343
"GSM672797",11.28929814,13.2291658,11.97375353,11.58755948,10.76186208,13.13574721,13.6940316,13.17062045,11.64474981,10.16372974,9.232905204,9.752057249,9.921168401,13.36438513,13.88486654,9.156086245,11.79619814,10.51293717,9.688352416,9.482872862,9.490528996,11.1695632,11.5471777,12.07309777,10.39292119,9.589195539,9.721840149,9.859080669,9.697269517,12.13786729,12.84075093,10.84973011,14.03459963,0.436020947768795,0.161065394490564,7.345496153904
"GSM672798",11.37077807,13.24257695,12.00305651,11.88757881,10.57802751,13.08473941,13.6561342,13.21134033,11.72211413,10.22716952,9.286335316,9.707454275,9.897079554,13.4302974,13.91563829,8.64275539,11.73722937,10.36471933,9.650143866,9.646335316,9.632133457,10.98274721,11.58383606,12.09641227,10.72404349,9.407636059,9.681794424,9.895909665,9.667862082,11.86596059,12.75065836,10.88115093,13.94112825,0.453518890671482,0.116775724265836,7.25759422285196
"GSM672799",11.85813271,13.19436877,12.19956989,11.63497546,10.70275725,13.19629331,13.56877881,12.87633978,11.82952268,10.60049368,9.601017844,10.20170595,10.31645688,13.29824572,14.11328476,9.102701487,11.76822193,10.67870929,9.944531041,9.819645353,9.723099628,11.04339219,11.68967509,12.27143792,10.78767732,9.879227881,10.07917026,10.137871,10.00747918,12.04352379,12.66502602,10.59594424,14.25258736,0.318797287131288,0.471064641368097,7.96075321693808
"GSM672800",11.09506729,13.18522751,11.93752491,11.1661171,10.74634201,13.03222825,13.41578699,13.35442714,11.32028439,10.15257063,9.414117472,9.853855762,10.12925874,13.08894033,13.66527955,8.663332342,11.65469554,10.21655725,9.58410632,9.530714498,9.448824164,11.1518223,11.4682684,11.52100074,10.1489197,9.719139405,9.960652788,10.15135502,9.924944238,11.57506468,12.24164052,10.25133606,13.93093309,0.378051161106039,0.31060316314892,7.64228451479236
"GSM672802",10.74634201,13.42601599,12.00570595,11.46510855,10.87436729,13.08300781,13.58718829,13.16773011,11.67184201,10.23892602,9.480399628,9.869347584,10.27928476,13.42184944,13.9054052,8.913276952,11.78200855,10.63562082,9.789263569,9.519147584,9.429528625,11.18360929,11.4039948,11.59519071,9.684353532,9.611350558,9.75594052,10.01624201,9.831281413,11.7644632,12.62380409,10.25613717,13.92820372,0.424417003823093,0.190606359164801,7.40412625493726
"GSM672803",11.48383494,13.34303457,12.21031896,11.84372045,10.81242528,13.19254647,13.65160669,13.16060167,11.77321896,10.43461636,9.621270446,10.06570037,10.29119926,13.53887881,14.30661041,8.908124535,11.89274275,10.74038885,10.04221636,9.902143123,9.92234461,11.27260967,11.73973234,12.05132193,10.17872528,9.865482528,10.01496245,10.26908792,10.19692082,11.96415093,12.90368476,10.59934572,14.31970743,0.370367456506133,0.330880286662926,7.68252862372381
"GSM672804",11.173071,13.21222714,12.16733941,11.6620948,10.7748487,13.22169145,13.70401115,13.40495093,11.65711152,10.31040186,9.318468401,9.917216729,10.00068439,13.19629331,14.03459963,8.5885829,11.79926413,10.62853197,9.832570632,9.780388104,9.702426022,11.18360929,11.73118327,11.80505465,9.970596283,9.613957249,9.843672491,10.0484855,9.782928996,12.00036022,12.65748922,10.4644316,14.20445688,0.444138154465783,0.140485625647197,7.30465138326657
"GSM672805",11.03757584,13.25369033,12.52257955,11.95485762,10.65717695,13.02854461,13.51044907,13.40928959,11.89014201,10.5060777,9.546230855,10.06570037,10.27073271,13.21222714,14.09040223,8.500448327,11.77196952,10.87889517,10.1482881,9.944531041,9.865482528,11.27385204,11.6026777,11.85426952,9.866851301,9.752057249,9.984120446,10.09834833,9.907265799,11.88133755,12.11942565,10.52528401,14.2572026,0.38151107393312,0.301514561517263,7.6242463214635
"GSM672806",12.92503755,12.5479145,13.17780409,12.16032193,10.31281784,12.49420967,12.99682175,12.2758855,13.67563662,12.77562007,11.73466357,12.43023309,12.42288327,13.50188959,14.16637026,9.56301487,12.19747509,12.58323271,11.57153606,11.05398736,11.06557435,10.55470335,12.17600892,12.58011896,11.27143494,11.8077974,12.02449777,12.2829855,11.99779554,12.70161301,12.66205019,11.12529665,14.31640743,0.00830545639186932,2.39520858190116,11.7796113645996
"GSM672810",11.18580558,13.25369033,11.61259814,10.61090149,11.07624796,13.14322714,13.72863755,13.23707546,11.0313039,9.961820446,9.112163197,9.855135316,10.04785297,13.24606989,13.75962305,9.791836059,11.68967509,10.09603011,9.433663197,8.938842007,9.216207063,11.21727026,11.42728327,11.73589108,9.936259851,9.805604833,9.899647212,10.0087881,9.842369888,12.02602751,12.45691115,10.29977138,14.13102342,0.450351951127835,0.124772192800768,7.27346485413575
"GSM672814",11.22608885,13.29628699,12.10151896,11.40274498,10.75712379,13.49133829,13.70143383,13.30005502,11.59151078,10.13176691,9.232905204,9.711259851,9.795699628,13.20863941,14.16637026,9.071826022,11.86726952,10.20527881,9.704783271,9.480399628,9.453789963,11.32697918,11.8281881,12.09093494,10.03493197,9.645053532,9.719139405,9.831281413,9.70606803,11.91889442,12.49718067,10.57917807,14.29121375,0.495644660619036,0.0109174337095355,7.04749674164354
"GSM672815",10.8462368,13.06405353,12.1883777,11.76177175,10.62021264,12.80753569,13.54124015,13.3534684,11.90309033,10.46197286,9.434879926,9.904658736,10.06210632,13.40928959,14.01388922,8.388984758,11.83936673,10.45131152,9.816794796,9.721840149,9.530714498,11.2284513,11.53991375,11.87752714,9.885793309,9.61009368,9.750860223,9.995141264,9.758434201,12.07589257,12.55413048,10.41638848,14.03726022,0.44418662740465,0.140362918119213,7.30440784501917
"GSM672816",12.16173569,12.64667732,12.98028141,12.20774981,10.54986357,12.46005688,13.05679517,13.04265836,13.65388439,12.81725688,11.6026777,12.34201004,12.42360186,13.44939033,13.99217212,9.010486245,12.20653755,12.26996654,11.3084513,11.09506729,10.90858253,10.73234387,11.64474981,12.48971413,11.01436617,11.62253309,11.8496145,12.23579331,11.79090335,12.60530818,12.62092416,11.01917918,14.04023532,0.0135439820585171,2.21024787350883,11.4125189172198
"GSM672817",10.72878178,12.66937435,12.69237249,10.94725613,10.20783569,12.34492491,12.92150372,12.72872639,12.36989182,11.21893048,10.40392714,10.94154387,11.05279405,13.22169145,13.40092937,8.640388476,11.72085651,11.38151115,10.29415223,9.956937546,9.82232974,10.99430186,11.57879851,11.31614182,9.433663197,10.12191822,10.2401855,10.61782416,10.31892639,11.5435829,12.74679647,10.2294197,13.71644461,0.1611498827994,0.989742971453601,8.99017670503416
