"","ahpC","perR","ahpF","btr","fur","efeB","efeO","efeU","fbpB","fecC","fecD","fecE","fecF","fhuB","fhuC","fhuD","fhuG","fpbN","fpbO","fpbP","fpbQ","hemA","hemB","hemC","hemD","hemL","hemX","hmoA","katA","mrgA","spx","ycgT","yfhA","yfhC","yfiY","yfiZ","yfkM","yfmB","yhfQ","yjbC","yoaJ","yusU","yusV","ywiE","ywjA","ywjB","yxeB"
"yfiY",0.181085218251476,-0.135623912530184,0.0761920405147785,0.702627861867488,0.155719595746155,0.654658587355066,0.713051384398237,0.708484194911594,0.456460682186773,0.782819713197622,0.598341581589474,0.3640095870738,0.401406272793024,0.648176911066175,0.701825885585472,0.762949449925812,0.646868483210069,0.555979881981875,0.562798528446979,0.612611980641629,0.656567911111974,0.0114857897905256,-0.199177362138925,-0.153702928868482,-0.141574991222356,-0.218493007059546,-0.08571211168293,0.5787282139874,-0.128976776189674,-0.307980076504367,0.0201277738836456,0.663834275387071,0.669836727162868,0.769673175285474,1,0.698130183534974,-0.25777698633237,0.0133585484266892,0.838859781040071,-0.185571394569881,0.545888921751501,0.497779054575104,0.702478523239115,-0.422066625067037,0.459164168100543,0.479853467869455,0.731915932791719
"yfiZ",0.451603374050267,0.302000062584554,0.440441943576429,0.665317787222117,0.503576145260844,0.712358013985918,0.751452698167762,0.823288186545427,0.407150539751579,0.811359226954389,0.837371460320661,0.660114400182832,0.690547879030591,0.700272589800843,0.707992608332666,0.706738039346189,0.697785246368313,0.800963915661804,0.789890647338079,0.809646125531192,0.814877676262053,0.193679622413398,0.256923502443577,0.24561947277837,0.292642397696668,0.243074252605035,0.25397317182288,0.658141580442388,0.155908548248359,-0.12451403757076,-0.15195463008831,0.611286262966649,0.975336929820528,0.570646743600592,0.698130183534974,1,-0.331642785484889,-0.374328788079184,0.757159256096699,-0.225492523088818,0.745080325220935,0.557534551282905,0.691010584052622,-0.263839235584254,0.617899042596466,0.628586667455381,0.770279729310177
"yfkM",0.00331926121589548,0.05318059181047,0.130307942870041,-0.0374308287457981,-0.409783460357212,-0.265398069120221,-0.343837498671613,-0.380764462212168,0.170128982876374,-0.297508353943058,-0.282191030035282,-0.0686219012072143,-0.103246474239191,-0.115807345178822,-0.0884128700141267,-0.130566588459946,-0.104522310825195,-0.395854086833659,-0.44101071599006,-0.459675972672608,-0.47084979586669,0.033733763281466,-0.140806292787403,-0.181636162767322,-0.211502396200544,-0.0919342856096724,-0.184234340880169,-0.0668770825102416,0.0542608933103967,0.055726673958535,0.55020475523085,0.0799167268286944,-0.307722714054712,0.0313184944032806,-0.25777698633237,-0.331642785484889,1,0.478684369650001,-0.173269079348186,0.603724960208769,-0.10739288428235,-0.141413358827525,-0.125180368955942,0.820839350534224,0.200501220820728,0.164631919053217,-0.176038829036621
"yfmB",-0.157584570878083,-0.429688029017335,-0.170194886981701,-0.0859164395158723,-0.51242935259106,-0.40714560007129,-0.405759866549128,-0.380256558827765,-0.0181258588061817,-0.222765058643644,-0.433871995483703,-0.420932010698855,-0.422042470473568,-0.369103833329111,-0.308235106690011,-0.169015828788552,-0.377905273869097,-0.608224098267946,-0.621445869607178,-0.615043449166776,-0.551270095311755,-0.292437192712382,-0.586203305856361,-0.659225207728021,-0.631378838966221,-0.508186626893238,-0.575032674024746,-0.116215491675248,-0.199310794940864,-0.148368144454496,0.179951184984455,-0.0381297399556344,-0.416898847792877,0.201362759711108,0.0133585484266892,-0.374328788079184,0.478684369650001,1,-0.154737678740804,0.135890363709547,-0.32490129773564,-0.367169205257167,0.129075901151666,0.274750751772628,-0.157208599914848,-0.165454417248757,-0.203078165595992
"yhfQ",0.324721761963893,0.144825736719014,0.281360630203742,0.899539183484024,0.339370169283399,0.727904120388284,0.785485211276362,0.782196375560856,0.697096916461541,0.800673163933275,0.689817132669556,0.552043580300113,0.535611025220178,0.861493847322174,0.888460245430677,0.920010035181283,0.863544212656562,0.710191570402091,0.692132734499962,0.707376095364702,0.708952109664861,0.174716760532131,0.00937246240301934,0.0640783910610928,0.0756978786062504,-0.0277421930444335,0.122326488083625,0.749979037244756,0.1770574018379,-0.0645666596649515,0.189135573664268,0.847672982649845,0.731843746984557,0.749794746552202,0.838859781040071,0.757159256096699,-0.173269079348186,-0.154737678740804,1,0.0024742529343951,0.750842737303503,0.715291634720498,0.798134767164777,-0.232033552879106,0.735933538826641,0.741195654172334,0.895878805254989
"yjbC",-0.0486738168374777,0.125300422620936,0.0462171394109466,0.156471848541466,-0.194333986983483,0.0631427088600602,-0.0431317536798335,-0.151757264373928,0.340513693306981,-0.192543976158357,-0.178704783478721,-0.0109544107243066,-0.064966929320281,0.13034453110194,0.132888441860694,0.138158742669721,0.150374446982722,-0.0412410943002898,-0.0696115011557921,-0.0999194713863688,-0.134423943566948,0.202643343069487,0.0200447320409758,0.0666431914777907,-0.0135122119504273,0.100053402131162,0.0852332289287505,0.109389734689627,0.094310500838545,0.201683611207802,0.760543738422359,0.22789643856169,-0.186382355875658,-0.00635598795388442,-0.185571394569881,-0.225492523088818,0.603724960208769,0.135890363709547,0.0024742529343951,1,-0.0259601244794999,0.210444549435665,0.0378708600424988,0.570615534514576,0.302342986590757,0.252734733854953,0.0664203000501584
"yoaJ",0.367184708696808,0.438121407282256,0.380529314453505,0.775523237679913,0.331405878062864,0.613781912927072,0.629648862596314,0.630401078190068,0.70040179290665,0.63331463222901,0.639163587423557,0.586103609570534,0.579130088227631,0.840298639796148,0.861516702376205,0.75771745761035,0.848594552815788,0.633031875988753,0.595320870824657,0.585484823489076,0.569742200618569,0.276823307797524,0.246564169175367,0.297933281588551,0.293233639896879,0.244020439710056,0.29910648599529,0.674423360016358,0.204375100648416,0.00312306256366038,0.141637731845845,0.786016925219688,0.74325970317963,0.584766727942631,0.545888921751501,0.745080325220935,-0.10739288428235,-0.32490129773564,0.750842737303503,-0.0259601244794999,1,0.606901471006199,0.655738639506422,-0.10750676592524,0.701433966105424,0.745790340362107,0.78578961430813
"yusU",0.236298970663611,0.347671904154412,0.264595345143021,0.715289458095872,0.267996651698425,0.720402977406359,0.73080088256413,0.64267318897678,0.638981235887998,0.4418831248191,0.500392348470885,0.429005752023333,0.417360662446524,0.795593568966843,0.788162442162971,0.789202036074651,0.800005911014186,0.695118845279253,0.678806487605466,0.681212372274155,0.623524743053592,0.314654099990691,0.283885479068991,0.369299852750047,0.322292610375261,0.236090002482915,0.417458610555545,0.60226555186797,0.296346590630487,0.294453157099952,0.256185102666896,0.695793686705895,0.58681217092718,0.371814755560678,0.497779054575104,0.557534551282905,-0.141413358827525,-0.367169205257167,0.715291634720498,0.210444549435665,0.606901471006199,1,0.64884968733418,-0.0780287562453629,0.720723039352163,0.69427309131503,0.746252298504118
"yusV",0.285161073045583,0.0883256894900556,0.286499847807122,0.806067765438189,0.191072660253068,0.559449525330688,0.598927220072247,0.611616475433976,0.63617401727667,0.621672634152823,0.480317039141676,0.335808224349942,0.344534365826899,0.68500176447739,0.713429712863672,0.820299221121987,0.671928556552633,0.511375626084298,0.498996373828214,0.500158315457341,0.5198045610254,0.0632786345064545,-0.0571404251847083,-0.0438282560506423,-0.028576733000644,-0.0259650092065952,0.0329565120479805,0.779181487404496,0.121946054515949,-0.0162615013042723,0.167929454152896,0.791328424855107,0.651093020138709,0.751341243603312,0.702478523239115,0.691010584052622,-0.125180368955942,0.129075901151666,0.798134767164777,0.0378708600424988,0.655738639506422,0.64884968733418,1,-0.150459992826794,0.692163133865739,0.692041680004386,0.830607380360384
"ywiE",0.0482557385823512,0.159805810936056,0.197016755890187,-0.0746539748511077,-0.368961482883777,-0.139445493137809,-0.234803904402741,-0.268200280081764,0.194429183655106,-0.359753454767291,-0.273264796824209,-0.00283834811142314,-0.0265361438394518,-0.14263463265378,-0.134535396976367,-0.120441787616766,-0.128593187825556,-0.278492469712021,-0.324753183019246,-0.350187231951181,-0.387278935266796,0.245657126412511,0.131169527593012,0.0770402605311964,0.0777760651811557,0.207430587023996,0.0667459889687959,-0.107359563758674,0.192508153440987,0.226283525510469,0.454403128305015,0.00656049772248222,-0.226160938733142,-0.191563952456591,-0.422066625067037,-0.263839235584254,0.820839350534224,0.274750751772628,-0.232033552879106,0.570615534514576,-0.10750676592524,-0.0780287562453629,-0.150459992826794,1,0.245263459182425,0.151960338473151,-0.122719624280575
"ywjA",0.448244282245891,0.378615256559691,0.474699240443786,0.81536344102959,0.247073489768051,0.627887073039163,0.643499755370451,0.598614916480387,0.705774990373726,0.506322401532015,0.499731250196829,0.535484647665477,0.497555065377396,0.80223919696459,0.791912644492869,0.79605141382625,0.806578648043924,0.610706566437407,0.576237988980629,0.559909877702098,0.513439413268389,0.236043192285473,0.206843156369048,0.259071761167883,0.239002104608111,0.207623856382668,0.265087425757563,0.763353008954219,0.36303072422916,0.123488305264067,0.429593232622548,0.839294783152237,0.624425295314756,0.574105970139211,0.459164168100543,0.617899042596466,0.200501220820728,-0.157208599914848,0.735933538826641,0.302342986590757,0.701433966105424,0.720723039352163,0.692163133865739,0.245263459182425,1,0.952004187957054,0.783606943003942
"ywjB",0.438281054549974,0.409144769085464,0.469300862205377,0.806626530029145,0.270340931217287,0.599620134631059,0.622374188480537,0.566726222584681,0.704920292810907,0.535010747400351,0.490261112372674,0.49859147948438,0.485318605206712,0.781000741454047,0.812512472332618,0.778694646917877,0.791802271675518,0.55732410773185,0.531336481306638,0.532710418501552,0.524560278976728,0.193295971355635,0.191635994683296,0.214501280473179,0.205778881042334,0.183878565984676,0.208107022642079,0.781994906869047,0.339918524330598,0.0963529721783798,0.398420555023177,0.821761402097835,0.645215026460597,0.638064003160966,0.479853467869455,0.628586667455381,0.164631919053217,-0.165454417248757,0.741195654172334,0.252734733854953,0.745790340362107,0.69427309131503,0.692041680004386,0.151960338473151,0.952004187957054,1,0.774748955284396
"yxeB",0.34611940050622,0.230642124874905,0.336894056861795,0.914797445243154,0.274322492389249,0.793484697306539,0.830528225812382,0.801374912902135,0.769010036145034,0.736551898011648,0.590873403889465,0.574144232789399,0.577959570970792,0.85256099017785,0.89276284348773,0.949583910780305,0.864317582407781,0.733364032811421,0.713113710730289,0.714878037871772,0.726271209936043,0.25862953419681,0.115748141342167,0.1752107570566,0.167826656661957,0.124629688834218,0.209769424609738,0.838574946041756,0.234692236603055,0.0281897766526849,0.283507795624944,0.89540953513753,0.774063486012871,0.72354588117173,0.731915932791719,0.770279729310177,-0.176038829036621,-0.203078165595992,0.895878805254989,0.0664203000501584,0.78578961430813,0.746252298504118,0.830607380360384,-0.122719624280575,0.783606943003942,0.774748955284396,1
