"","cheA","swrA","codY","degU","spo0A","cheB","cheC","cheD","cheW","cheY","flgB","flgC","flgD","flgE","flhA","flhB","flhF","flhG","fliE","fliF","fliG","fliH","fliI","fliJ","fliK","fliL","fliM","fliP","fliQ","fliR","fliY","fliZ","swrB","swrD","ylxF","pval","z","inv_cof_var"
"GSM672773",13.15597175,13.98971487,12.98724424,13.01151115,12.87947621,13.09848885,12.67092974,12.7521803,13.17595502,13.94912751,14.00300297,13.76423197,14.21958662,13.6561342,12.75841524,12.87134275,12.8811052,12.96154498,14.23157435,13.86533216,13.64276654,13.96540669,13.67938253,14.98879926,14.26004424,14.55987026,13.81582714,13.71375353,13.06929071,12.99596394,13.66527955,14.01692193,13.57092379,14.22852825,13.8485,0.307976248730459,0.501594914417791,23.2289657354961
"GSM672774",13.4593829,14.01388922,13.14049257,13.20505651,12.94463234,13.41578699,12.97208327,13.22169145,13.31340074,14.2410829,13.78122565,13.69168178,14.26634535,14.20152714,12.90749572,13.11699257,13.07957993,12.85326877,14.10748848,14.01692193,13.90293309,14.01120595,13.78840558,14.77223197,14.27576691,14.41536729,14.06780892,13.70641859,12.82483383,12.8108052,13.87665688,14.00869331,13.45315651,14.25115204,13.76919963,0.198622427716896,0.846552040663642,25.6088045971378
"GSM672775",13.44724164,13.98971487,13.17966803,13.17423792,12.99596394,13.38058216,12.92503755,13.40928959,13.30210743,14.17513717,13.97082379,13.74743383,14.32645576,14.04023532,13.01422732,13.13574721,13.31143866,12.82026617,14.30353717,14.12469963,13.81090595,14.01692193,13.79092788,15.02706357,14.41536729,14.5931777,14.24942658,13.80827249,12.92150372,12.85683234,13.8509658,14.00300297,13.68668848,14.31325613,13.8692948,0.236305958320948,0.71823578524717,24.7235583216258
"GSM672776",13.37237472,13.8485,13.22169145,13.33340483,12.95128178,13.34507323,12.83102602,13.04265836,13.35442714,14.16068439,13.96823197,13.57750632,14.09313569,13.79624275,12.97545799,13.16149219,13.36020558,13.18166543,14.13993457,13.97636729,13.7405171,14.19545279,13.56877881,14.77594758,14.11328476,14.68655279,13.95989033,13.93337732,13.04114164,13.04813494,13.76919963,13.96283048,13.98971487,14.23481264,13.92068736,0.13320899038212,1.11134940621078,27.4356259991119
"GSM672777",12.27143792,14.06186803,13.82056989,13.44724164,12.8156342,12.28434275,11.88133755,12.29611413,12.27279517,13.27671636,13.04444907,12.95488401,13.33340483,13.11975465,12.00166803,12.13645688,12.1644855,12.07589257,13.38472454,13.42184944,13.13193197,13.34708364,13.06929071,13.75962305,13.47196803,13.52997026,13.19793569,12.83733197,12.04739517,12.04352379,12.99767955,13.00295056,12.49886208,13.38058216,12.9632026,0.336107522282334,0.423109948080346,22.6875025833147
"GSM672778",13.2291658,13.78598662,12.85840781,13.31550074,13.08980112,13.19436877,12.70778104,13.24969777,13.19629331,14.19545279,14.15506134,14.01388922,14.28199294,13.94112825,12.84824535,12.94628513,13.06405353,12.96154498,14.52209926,14.07336952,14.10748848,14.22852825,13.48460855,14.79863755,14.31325613,14.65334089,13.98155204,13.78122565,13.12063532,13.32523234,13.83859442,13.94779572,13.67681933,14.14266803,13.90805539,0.264841682130652,0.628489436924199,24.1044035595432
"GSM672779",13.27297993,13.82567398,12.89065985,13.1468632,13.19254647,13.23707546,12.83902974,13.11887398,13.28852007,14.07618625,14.04023532,13.8485,14.21958662,14.04813494,12.80924201,12.99596394,13.10225725,12.92150372,14.3392342,14.05355316,13.8692948,14.23797286,13.9254487,14.84428699,14.49293792,14.63629591,13.98971487,13.90416914,13.13379517,13.1633513,13.89762082,14.09040223,13.59952639,14.24770112,13.95716766,0.250404200251222,0.673218331511249,24.4129855643129
"GSM672780",13.29238922,13.59271896,12.81230186,13.30210743,13.05163569,13.38472454,12.93638178,13.28255242,13.32130186,14.06484089,13.7935658,13.65160669,14.10461152,13.89249665,12.87464238,13.08807955,13.17966803,13.06050818,14.10748848,14.06186803,13.83479257,14.19217844,13.62914721,14.67824238,14.30992379,14.37361413,13.96540669,13.68668848,12.8811052,12.9632026,13.73590855,13.79859108,13.64935428,14.02572788,13.81090595,0.106795342518736,1.2437524516683,28.3490667979982
"GSM672781",13.2206868,13.79859108,13.00544758,13.2786855,13.0393197,13.18883978,12.75551227,13.07284758,13.22549963,13.96540669,13.84591078,13.61981078,14.08209294,13.88212491,12.8811052,13.07616431,13.17966803,12.9397052,14.02572788,13.96823197,13.82056989,14.13440409,13.65963922,14.56878476,14.2077948,14.40126208,13.97367398,13.62914721,12.88900186,12.90673086,13.76423197,13.79624275,13.48236691,14.05925799,13.81311004,0.134850678997122,1.10375055693978,27.3832019863203
"GSM672782",13.10225725,13.89762082,12.90826059,13.20139963,12.84824535,13.10414349,12.52835316,13.02196208,13.09848885,14.11328476,14.08630688,13.79092788,14.19084758,13.8692948,12.77089368,12.87794796,13.01324461,12.71656803,14.15158996,14.07336952,13.98711561,14.16922491,13.70143383,14.65334089,14.12791078,14.3837368,13.89516245,13.59271896,12.78208439,12.74830651,13.6722223,13.78840558,13.34507323,14.10461152,13.84591078,0.317418017796559,0.474931167319407,23.0450141174144
"GSM672783",13.15971115,14.19849442,12.89065985,13.18357249,13.05331524,13.10802045,12.82172268,12.89544572,13.09848885,14.12791078,13.94393941,13.93621227,14.13102342,13.87933941,12.89221561,12.99767955,13.04114164,12.83584424,14.23797286,14.19217844,14.01692193,14.2077948,13.64514461,14.65737807,14.04552862,14.47804424,14.08497249,13.79092788,12.87633978,13.0185829,13.88212491,13.95421375,13.49133829,14.11029777,13.71644461,0.2479723715039,0.680884236900785,24.46587219331
"GSM672784",13.43237621,13.79859108,12.96237379,13.02354647,13.19629331,13.08133792,13.11002677,13.24083643,13.15779442,14.19849442,13.87933941,13.91315353,14.19217844,13.99478104,12.89381004,12.94134015,13.15227509,13.02025465,13.98155204,14.10461152,13.98971487,14.08497249,13.87415316,14.41536729,14.26634535,14.2077948,14.01120595,13.36243383,12.55092639,12.61467677,13.89249665,14.11600446,13.64276654,14.04280037,14.27576691,0.21910759552008,0.775210658541375,25.1166246109884
"GSM672785",13.48460855,14.08497249,12.92150372,12.99432751,12.99944721,13.35631375,12.97208327,13.24083643,13.34864684,14.49691561,14.06780892,14.09040223,14.35301933,14.04023532,13.15971115,13.39100595,13.19793569,12.79503234,14.39110335,14.39460335,14.3002197,14.38725613,13.81582714,14.82635502,14.18383309,14.55602639,14.30992379,13.93848699,12.91305019,13.22356468,14.10146097,14.20445688,13.74509665,14.18104015,14.03726022,0.228432810107753,0.744017942669519,24.9014279045459
"GSM672786",13.64276654,13.90805539,12.85683234,12.80310595,12.58011896,13.55558736,12.99432751,13.3970368,13.36438513,14.32645576,14.16357621,13.96283048,14.69494015,14.30507379,13.06578587,13.27297993,13.35045167,13.10225725,14.44658587,14.34949888,14.11871338,14.25402268,13.77175465,15.26197249,14.43607286,15.04395688,14.3805052,13.89516245,13.15227509,13.11539071,14.02859517,14.36693011,13.85341561,14.50030743,14.13102342,0.304969349405622,0.51016096235688,23.2880623948345
"GSM672787",13.59734461,14.11600446,13.39100595,13.18522751,12.92314349,13.45520892,12.83733197,13.02507807,13.41130855,14.2572026,14.32986134,14.01692193,14.5076632,13.86400483,13.12063532,13.27671636,13.6106,13.11887398,14.53294684,14.20445688,13.94393941,14.3392342,13.48023494,15.23706097,14.37361413,14.75366506,14.13440409,14.177971,13.10592714,13.14508736,13.93337732,14.21958662,14.32280074,14.43607286,14.30661041,0.29298595437649,0.544682491360607,23.5262243866752
"GSM672788",13.35442714,13.62670483,12.97873309,12.66502602,12.61808885,13.29824572,12.71656803,13.17780409,13.21045353,14.01388922,14.03459963,13.67938253,14.44320929,13.93848699,12.75065836,13.0743855,13.17256729,13.11002677,14.0958948,13.96823197,13.62914721,13.96540669,13.50399368,14.90230818,14.35301933,14.71898885,14.08497249,13.8485,12.90509033,12.86164312,13.77660149,13.93621227,13.76423197,14.27227695,13.82056989,0.263970291699554,0.631152856637391,24.1227783350038
"GSM672789",12.93810186,13.16865353,13.35817584,13.21968216,12.72122491,12.94794461,12.45543494,12.86331896,13.00624349,13.83859442,13.40275985,13.31737249,13.84591078,13.6744539,12.58472156,12.72872639,12.8156342,12.62693755,13.65857993,13.69645948,13.59734461,13.82289926,13.37237472,14.36337323,13.91054387,14.27576691,13.72151636,13.20315836,12.55336599,12.51518699,13.4450803,13.52997026,13.34708364,13.88738959,13.57750632,0.216992015086763,0.782392346739004,25.1661706541472
"GSM672790",13.11002677,13.32318773,13.27106394,13.31923978,12.77709554,12.88900186,12.49498086,13.12992751,13.06752156,13.89516245,13.46987881,13.50732007,13.93848699,13.78374796,12.53873903,12.62842751,12.83022305,12.76007472,13.71375353,13.76919963,13.78840558,13.86400483,13.55246431,14.40126208,13.93337732,14.2410829,13.67938253,13.51256134,12.78984721,12.66355688,13.64726729,13.78122565,13.55765056,13.88738959,13.69896357,0.198665790789834,0.846396515722761,25.6077316397465
"GSM672791",13.12992751,13.19254647,13.24435279,13.2786855,12.72569926,13.12800297,12.70778104,13.04355372,13.03748513,14.00014721,13.47812268,13.53224944,13.90030558,13.80104535,12.75841524,12.91651264,13.02507807,12.90826059,13.8692948,13.77175465,13.49133829,13.91315353,13.4367223,14.32280074,14.04280037,14.3002197,13.89516245,13.62222788,12.94628513,12.9397052,13.69645948,13.82289926,13.42601599,14.14860818,13.60618996,0.0988491243701654,1.28813708288628,28.6552737500961
"GSM672792",13.02854461,13.33142937,13.24435279,13.20315836,12.76305799,13.02354647,12.56009368,12.95128178,13.02507807,13.84343978,13.66527955,13.32734535,13.9054052,13.64514461,12.64743996,12.84075093,12.87947621,12.72872639,13.89516245,13.69896357,13.57313309,13.84114201,13.32938104,14.46409554,13.9974171,14.34949888,13.75689926,13.68176245,12.87464238,12.94134015,13.51044907,13.63154052,13.49133829,13.95716766,13.56426171,0.152943507597501,1.02389046326314,26.8322519117578
"GSM672793",13.15417807,13.32734535,13.43237621,13.28255242,12.85502825,13.11192862,12.6418026,12.96154498,13.0950171,13.9254487,13.57313309,13.34303457,14.11600446,13.72369888,12.76007472,13.00110632,12.98202045,12.75389331,13.86665948,13.77175465,13.58822193,13.95159331,13.37237472,14.52209926,13.9974171,14.35627175,13.89762082,13.71375353,12.79137658,12.79503234,13.52354052,13.78374796,13.63642639,14.13691599,13.71644461,0.173859214780594,0.93902398582698,26.2467630910129
"GSM672794",12.93810186,13.22730074,13.37626729,13.21968216,12.59350818,12.68502305,12.42890074,12.83902974,12.98548327,14.05076654,13.49333755,13.33925093,14.08209294,13.63843383,12.53577732,12.60364461,12.80310595,12.51953383,13.62222788,13.77875762,13.35631375,13.80104535,13.2904829,14.52209926,13.83597807,14.23157435,13.65160669,13.45520892,12.76600149,12.57565725,13.51044907,13.73590855,13.35817584,14.08764126,13.88738959,0.316909673296372,0.476358006413659,23.0548577961427
"GSM672795",12.75695279,13.36438513,12.63305613,14.15158996,13.39879777,12.95128178,12.35485911,12.47610223,12.70161301,13.84343978,13.79092788,13.60160558,13.98971487,13.57092379,12.54092193,12.54480855,12.87134275,12.25148216,14.00590855,13.91831896,13.70401115,14.11029777,13.24788216,14.3392342,13.96823197,14.07067323,13.68413234,13.41992007,12.0286052,12.48208364,13.6561342,13.69896357,13.40495093,13.7086368,13.66527955,0.462053737899412,0.0952610546744292,20.425692410657
"GSM672796",13.12992751,13.5191461,12.56771524,13.39100595,12.71058885,13.18357249,12.41414164,12.93638178,12.91816022,13.91054387,13.85341561,13.71904721,14.17513717,13.93093309,12.58323271,12.77709554,12.8811052,12.70912007,14.09728086,14.00869331,13.95716766,13.97636729,13.47812268,14.79863755,14.18664647,14.5439829,13.93848699,13.72369888,12.68047472,12.63305613,13.68176245,13.83597807,13.41130855,14.2410829,13.80583271,0.410143544823693,0.227175742027354,21.3357640557926
"GSM672797",12.8156342,13.05860929,13.2291658,13.49777063,12.77884796,12.75065836,12.39153123,12.59637175,12.76007472,13.78840558,13.28852007,13.16149219,13.76919963,13.52142082,12.33317249,12.57565725,12.5479145,12.25424572,13.61745502,13.4511197,13.30005502,13.43859219,13.12605204,14.25402268,13.78374796,13.99217212,13.51702342,13.07116617,12.15595799,12.28742007,13.34118773,13.2786855,12.99076729,13.66987732,13.22169145,0.294913933261937,0.539085490858034,23.4876110104287
"GSM672798",12.75695279,12.92828178,13.24257695,13.46152045,12.87304684,12.67714424,12.35069814,12.64033755,12.62237993,13.60160558,13.03570706,13.06578587,13.59499257,13.28071041,12.43612565,12.55561822,12.69559926,12.49420967,13.62222788,13.34708364,13.07284758,13.50399368,12.96154498,13.84114201,13.6722223,13.77427435,13.4270855,13.16149219,12.31733383,12.44072714,13.20863941,13.16590056,13.00110632,13.6106,13.06224758,0.105811961978737,1.2491125146501,28.3860455562681
"GSM672799",12.74445799,12.99247212,13.19436877,13.5084171,12.94463234,12.6482026,12.35195651,12.75551227,12.56771524,13.47196803,13.07116617,13.00624349,13.65857993,13.34864684,12.41698625,12.43176617,12.62842751,12.47901264,13.57540669,13.40928959,13.24083643,13.54925019,13.24788216,14.00869331,13.71644461,13.87415316,13.63154052,13.26519851,12.29315279,12.18154349,13.37430892,13.27297993,13.30210743,13.63843383,13.21679535,0.204917561617565,0.824183812705345,25.4544875121697
"GSM672800",12.77709554,12.92503755,13.18522751,13.30585762,12.72426729,12.87134275,12.37136022,12.76600149,12.82796729,13.59271896,13.22356468,13.00295056,13.5084171,13.34303457,12.42432045,12.63002937,12.68798067,12.55718141,13.56651933,13.44091413,13.40928959,13.63389182,13.19966617,13.98155204,13.7405171,13.8485,13.55989331,13.25572045,12.44805874,12.57565725,13.31143866,13.38685874,13.03748513,13.59734461,13.27671636,0.0933115258576994,1.32063513510833,28.8794758950043
"GSM672801",12.88436691,13.0185829,13.22169145,13.30210743,12.62544387,12.85165985,12.48520074,12.93392714,12.8156342,13.49133829,13.52354052,13.44939033,13.31550074,13.64276654,12.31592825,12.57407212,12.64979145,12.65605019,13.54124015,13.61981078,13.77427435,13.49333755,13.11887398,14.15794052,13.68882788,14.10146097,13.57313309,13.4345881,12.72569926,12.75389331,13.39100595,13.49977695,13.16680669,14.00590855,13.46987881,0.146117230834829,1.05323246710449,27.0346806650931
"GSM672802",12.90673086,13.05860929,13.42601599,13.59032751,12.65748922,12.81402342,12.43780892,12.92673643,13.01695428,13.78122565,13.10592714,13.21679535,13.81582714,13.64935428,12.52395651,12.66355688,12.72426729,12.52544535,13.33925093,13.50622305,13.48023494,13.61280632,13.31923978,14.18104015,13.78374796,14.11600446,13.74295651,13.23499331,12.47178253,12.36369665,13.40092937,13.40705576,13.19072825,13.84343978,13.43859219,0.185482633464558,0.894666733281443,25.9407450227609
"GSM672803",12.78753978,12.75695279,13.34303457,13.60160558,12.84824535,12.70469665,12.46816375,12.90509033,12.79829665,13.52997026,13.03040297,13.01324461,13.6246145,13.41578699,12.34786914,12.45247361,12.51664089,12.51518699,13.42815502,13.36832156,13.39100595,13.48460855,13.30585762,13.9254487,13.6561342,13.84591078,13.62222788,13.10225725,12.37832454,12.31027584,13.35817584,13.32938104,13.07797286,13.40275985,13.24788216,0.122320590675452,1.1634642829583,27.7951634590368
"GSM672804",12.84668736,13.17062045,13.21222714,13.39496283,12.87304684,12.81230186,12.43023309,12.80000632,12.74293383,13.64276654,13.40092937,13.1376223,13.82056989,13.45520892,12.50924944,12.63741822,12.80614647,12.43780892,13.83597807,13.6106,13.34118773,13.69896357,13.29628699,14.3837368,13.86138401,13.97082379,13.83859442,13.35045167,12.55561822,12.47040149,13.45830074,13.57750632,13.2692461,13.73114758,13.52142082,0.232786172880195,0.729702020591525,24.8026632027633
"GSM672805",13.00807138,13.27297993,13.25369033,13.46152045,12.86331896,13.11192862,12.49718067,13.0185829,13.04265836,13.90030558,13.47812268,13.29238922,13.93337732,13.72151636,12.74146729,12.85502825,12.96003271,12.71191784,13.80104535,13.66987732,13.66292007,13.98711561,13.41992007,14.29703011,13.97367398,14.13691599,13.78598662,13.43237621,12.70469665,12.69559926,13.61280632,13.63389182,13.45721859,13.85627844,13.58822193,0.132714307634425,1.11365175223698,27.4515097485092
"GSM672806",12.65214405,13.28852007,12.5479145,14.07896877,13.24788216,12.62092416,12.0542368,12.60530818,12.58894312,13.60378104,13.53224944,13.28644796,13.79859108,13.42088476,12.26860632,12.41932305,12.45103717,12.27423903,13.87665688,13.68668848,13.57959368,13.77875762,13.16865353,14.3837368,13.8485,14.24448885,13.63642639,13.39100595,12.39295911,12.39912119,13.4302974,13.49333755,13.12800297,13.93621227,13.38884164,0.46435301365437,0.0894729787034285,20.3857608160272
"GSM672807",12.16173569,12.58602528,13.39100595,13.41469164,12.54013457,12.05809554,11.65592045,11.97911264,12.04352379,13.10225725,12.73823494,12.66638996,13.12800297,12.72569926,11.62737993,11.96415093,11.95349405,11.91889442,13.05860929,13.04989703,12.6583013,12.97873309,12.55561822,13.60378104,13.08133792,13.47812268,13.00715743,12.67714424,11.7929974,11.81549405,12.73977435,12.76159257,12.54327509,13.11192862,12.79327175,0.335546507804367,0.424648384858283,22.6981161678786
"GSM672809",12.12819442,12.87549108,13.71644461,13.56426171,12.81725688,12.05292342,11.41637175,11.6386974,11.9466974,13.12800297,12.9836684,12.73507807,13.0393197,12.85840781,11.57879851,11.74338513,12.02449777,11.72602565,13.31923978,12.94463234,12.66502602,13.14322714,12.17875688,13.58822193,13.00295056,13.4450803,12.71191784,12.6938881,11.64227658,11.72986729,12.57097026,12.71507175,12.76934647,13.21581859,12.72872639,0.486096387412082,0.0348582465063947,20.0089770008466
"GSM672811",12.30338885,12.71058885,13.4511197,13.46569219,12.82172268,12.23579331,11.70353494,12.1967829,12.24872342,13.37237472,12.83102602,12.63002937,13.25572045,12.93810186,11.79491301,11.9387881,12.08414498,11.8697881,13.11887398,13.06405353,12.91142379,13.13574721,12.73507807,13.57540669,13.27106394,13.58176394,13.05331524,12.80924201,11.8217948,11.81170372,12.80684108,12.92673643,12.60967212,13.0743855,12.90971413,0.343047186904944,0.404160941195095,22.556774502797
"GSM672812",12.4632171,12.74445799,13.49333755,13.56203011,12.46166171,12.35069814,11.96296022,12.33457361,12.41698625,13.25970781,13.12063532,12.69099182,13.26346171,12.99767955,11.88390743,12.23579331,12.31733383,12.08541747,13.40092937,13.16149219,12.61245019,13.21222714,12.6583013,14.01120595,13.63154052,13.70641859,13.18166543,13.03222825,12.14881636,12.16591599,12.94463234,13.06929071,12.87947621,13.57959368,13.02507807,0.317834860913537,0.473761878703788,23.0369472642428
"GSM672813",12.37289182,12.65911338,13.36832156,13.49977695,12.72872639,12.2829855,11.92156208,12.25424572,12.31733383,13.19436877,12.95655428,12.73350074,13.46045167,13.05860929,11.97753792,12.20520706,12.24736022,12.11406171,13.28071041,13.09848885,12.90213346,13.28452677,12.76934647,13.76680818,13.51044907,13.65500929,13.17780409,12.93810186,12.01045874,12.03685651,13.02196208,13.06050818,12.72426729,13.54336506,12.94628513,0.303857108727865,0.513338985883557,23.309987391643
"GSM672814",12.42288327,12.97456059,13.29628699,13.71375353,12.85326877,12.54641822,11.6834855,12.30598216,12.23849145,13.40092937,12.8679223,12.92503755,13.51480558,13.22262807,12.0542368,11.85813271,12.21842491,12.08955204,13.34708364,13.1633513,13.15065688,13.48706506,12.87304684,13.41578699,13.40705576,13.59499257,13.08627212,12.96154498,11.79619814,11.88872416,12.99432751,13.14873532,12.78510967,13.16149219,12.98548327,0.367528474250938,0.33840640443291,22.1031378331653
"GSM672815",12.96507435,13.09676506,13.06405353,13.49977695,12.76159257,12.86008625,12.52395651,12.89897175,12.91651264,13.80827249,13.65857993,13.4345881,13.99217212,13.65388439,12.57880929,12.70912007,12.78364684,12.64499628,13.82289926,13.63743011,13.55765056,13.74743383,13.30781115,14.42909851,13.91054387,14.15506134,13.75689926,13.50943309,12.83102602,12.80232175,13.51480558,13.70143383,13.07616431,14.05076654,13.57092379,0.201372809921897,0.836727745202407,25.5410273623801
"GSM672817",12.83902974,13.68541041,12.66937435,13.82567398,12.79327175,12.7318948,12.42003234,12.70469665,12.84992788,13.84114201,13.59271896,13.43237621,13.7935658,13.68882788,12.36528178,12.58745911,12.62544387,12.48666022,13.76423197,13.7522145,13.4302974,13.66987732,13.20139963,14.30661041,13.86138401,14.14266803,13.58615465,13.4511197,12.50635242,12.50924944,13.32318773,13.62670483,12.94794461,14.06484089,13.50188959,0.318603869970301,0.471606424853017,23.0220769152972
