"","aprX","lexA","bstG","corA","cwlD","dnaE","hbs","ligA","parC","parE","pcrA","pcrB","polY2","ruvA","ruvB","sbcE","sipV","tagC","uvrA","uvrB","uvrC","uvrX","xkdA","ybaK","ydgG","ydgH","ydiO","ydiP","yerH","yhaM","yhaO","yhaZ","yhjD","yhjE","ykvR","yneA","yneB","ynzC","yorB","yorC","yozL","ypuD","yqhB","yqjX","yqjY","yqjZ","yqkA","yqkB","yqkC","yqzH","ytsJ","pval","z","inv_cof_var"
"GSM672689",7.845779182,13.78374796,11.4682684,10.25985874,7.70747974,11.51967435,16.13048996,10.7968855,10.3697052,10.15506803,10.51542156,10.13176691,7.981871747,10.93586171,10.64447546,9.730959851,11.34699628,8.910728996,11.85813271,11.05797546,12.03148699,8.489474349,8.460543123,7.649154647,7.650818216,7.797822305,11.6386974,11.42599665,11.00363941,13.34118773,9.460184387,10.97260186,9.662003532,11.02488141,11.45859368,10.86981041,10.34978606,13.84591078,13.76078401,9.696065428,8.511257993,11.21065762,10.8312829,8.088671747,11.88011524,11.30964275,11.1778052,13.6246145,13.45721859,10.56761375,14.40126208,0.105935259700101,1.24843849411203,5.6296671222531
"GSM672690",7.848711896,13.78122565,11.21785428,10.87084572,7.623303717,11.5769119,16.05140074,10.86634126,10.50383271,10.35404907,10.6408119,10.0484855,7.855413383,11.02599331,10.75109331,9.900917844,11.2284513,8.656604089,11.92807175,11.27025613,12.02735651,8.488292565,8.485988104,7.761926022,7.629038662,7.823384758,11.78586766,11.70990037,11.01789926,13.30877063,9.507092565,10.53229405,9.292084387,11.08792416,11.65897305,10.5558368,10.18850149,13.02590037,13.55558736,9.49563197,8.338381041,11.16389888,11.6386974,7.963007807,11.79984164,11.32697918,11.25023494,13.50399368,13.33340483,10.4224948,14.32645576,0.0684487874101785,1.48744403175576,5.67116678484626
"GSM672691",7.821365799,13.58822193,11.27385204,10.25133606,7.523875465,11.67069814,15.68968439,10.91210632,10.52943309,10.24135167,10.80995428,10.15378364,7.700126394,10.92964758,10.8438829,9.803089219,11.46098476,8.59803829,11.93087695,11.11582156,12.30338885,8.133879926,8.428883643,7.826556877,7.445059851,7.852455762,11.90698848,11.78707844,10.95534349,13.30781115,9.524164684,10.50502379,9.103892193,11.44888067,11.37927323,10.44395465,9.986601859,12.97873309,13.1468632,9.453789963,8.481003346,10.56871487,11.40524758,7.845779182,11.62433699,11.27143494,11.25578067,13.41029907,13.1395539,10.34576506,14.48155167,0.091017199749873,1.33451724350974,5.64461338287812
"GSM672696",7.874073978,13.05512156,10.39292119,8.558926394,7.520542007,11.02488141,16.24893309,13.09848885,12.22743866,11.76571784,12.06361859,11.41400037,7.510571747,11.8646974,11.88325576,11.20453309,10.28045836,8.285950558,11.45253383,11.21893048,10.41638848,8.158015613,9.012932342,7.626144981,8.931406691,9.545039405,11.98045539,11.86062565,13.11192862,12.85326877,10.69023643,10.34922342,8.299976952,10.64806134,8.002749628,10.08286914,9.980197026,12.84668736,10.7748487,9.720425279,7.566876952,12.02055242,8.71819145,7.634766543,12.44648699,12.1154171,12.07040112,12.82326543,12.57725279,10.41518587,12.78984721,0.383927246628967,0.295182469139004,5.46414876735941
"GSM672697",7.967410409,13.12605204,10.61555799,8.298687732,7.667759108,10.90279405,16.42565242,12.56927323,12.15180074,11.72728216,11.47898253,11.35625651,7.501630112,11.69219926,11.68223941,11.07137844,9.936259851,8.437373606,11.23750149,11.05514201,10.44165911,8.384555762,9.047397026,7.746923792,9.004359108,9.367478067,12.08541747,12.00166803,12.9836684,12.87947621,10.66433346,10.3979829,8.326605204,10.2696368,8.229425651,10.23297993,10.1033316,13.54925019,10.90858253,9.894642379,7.680215613,12.8108052,8.646530112,7.55573197,12.56771524,12.10913086,11.95349405,12.88900186,12.56626989,10.17489219,12.83733197,0.374693250210385,0.319448417797462,5.46836217886341
"GSM672698",7.846815613,12.29913829,12.1574803,9.844852788,12.66638996,9.669020446,15.27586766,11.38636171,11.95618216,11.55567323,10.12073346,10.12423866,7.410212639,11.64474981,11.24112156,10.78767732,10.80032714,7.938524535,11.79868662,11.79491301,10.26731784,8.610542193,8.126315242,8.505152788,7.927261338,8.010395911,11.07082416,10.81364758,11.31557286,13.68668848,10.11089517,8.362547955,7.484089591,11.32477955,8.844527881,9.898328625,9.448202974,12.2344052,12.47327881,10.37092045,7.88676171,10.02695502,9.009402602,7.487576952,11.75678996,11.3353487,11.14480149,13.17062045,12.99432751,8.067376208,14.13102342,0.439325903787921,0.152678511282568,5.43940513075779
"GSM672699",7.621493309,12.28226617,12.01371413,12.63305613,12.70631673,9.542331227,15.58944684,11.17175985,11.76691301,11.1493119,9.698559851,9.906015985,7.526581784,11.61259814,10.93927732,10.90858253,10.47442249,7.986987732,11.85025242,12.82640149,10.53004981,8.67227658,9.424471375,8.408137918,7.851584015,8.000223048,11.17905353,10.76898067,11.05971004,13.52354052,9.780388104,8.758811152,7.525672491,11.12277175,8.764030483,9.748265056,9.421905204,12.39750149,12.94628513,10.79346208,7.862260595,11.43945204,11.28319888,7.469724535,11.78835316,11.16154387,11.11013494,13.21222714,13.00624349,7.832513011,13.94112825,0.46766284256094,0.0811461992405031,5.42698463689174
"GSM672700",7.994655204,12.00707993,12.01517881,9.961820446,12.82640149,9.477910781,15.37522491,11.49708959,11.82570149,11.43575836,10.00124461,10.05462639,7.579540892,11.71712751,11.13356654,10.89430967,10.97474461,7.900626766,11.79868662,12.05938885,10.20901524,8.856034201,8.051954647,8.702976208,7.901559108,7.994655204,11.00720223,10.54287175,11.16154387,13.52354052,9.735805576,8.35422974,7.600991078,11.51608104,8.815912639,9.377654647,9.331000743,12.06361859,12.6482026,10.29473086,7.871095539,10.27803457,9.096666171,7.515874349,11.97753792,11.35999851,11.13814721,13.12992751,13.07284758,7.83154052,14.00590855,0.460134621214721,0.100094574744686,5.43027473300359
"GSM672701",8.195326022,13.04444907,11.20569219,8.301184758,8.821174721,10.43198662,16.16017398,11.97753792,11.65957844,11.44763792,11.32028439,11.24358141,7.422115613,11.75077844,11.45127844,10.07193197,9.899647212,10.47263569,11.55933717,11.31214572,9.83625948,8.368715242,7.99810855,7.979769517,8.444594424,8.660651673,12.11672937,12.12893922,12.11942565,12.56626989,9.862908178,9.557981784,7.640334201,10.40512788,8.511257993,10.72286952,10.32988178,13.38265911,11.63001524,9.937569888,7.624310781,11.03410706,8.786026394,7.404819331,12.24009331,11.78586766,11.61259814,13.2139171,12.94628513,10.08788327,13.27297993,0.157981322702844,1.00278906615899,5.58701384954337
"GSM672703",8.262543494,13.19436877,11.20221599,8.08659145,8.474837918,10.45256691,16.18697584,11.8387684,11.68608067,11.27025613,11.26048625,11.20686022,7.296479182,11.6620948,11.45127844,9.982824907,10.03614498,11.04281654,11.41278104,11.20569219,9.851207435,8.443499628,7.997119703,8.004321933,8.423582714,8.726693309,12.04223755,11.98454572,11.98045539,12.59922416,9.877958736,9.636655762,7.593509294,10.48109219,8.495996097,10.64806134,10.40512788,13.63843383,11.64603123,10.05704498,7.536569888,10.9612197,8.541937546,7.401328996,12.14881636,11.4682684,11.51118996,13.07284758,12.66787807,9.804423792,13.28852007,0.198381396064078,0.84741689245231,5.56003584372493
"GSM672705",7.660233829,12.42890074,10.03007658,8.070405204,7.937469888,10.50820223,15.77650855,12.43780892,12.10452751,11.88872416,11.92414164,11.85025242,7.437034201,12.06917695,11.77082305,10.38775948,10.02264535,8.511257993,11.31089517,11.19995948,10.18579145,7.881148327,8.984360223,8.262543494,9.202943866,9.59959145,12.31592825,12.21330186,12.41094461,12.13786729,10.32126059,9.554050186,7.885181041,10.37931041,8.619519331,9.687145353,9.560557621,12.63741822,10.41760929,9.946295911,7.922072862,9.416856134,8.045720074,7.516815242,12.49129033,12.08414498,12.08145093,13.00544758,12.76756729,9.57370223,13.97367398,0.464157501055091,0.089965032531414,5.42851589265111
"GSM672707",7.871095539,12.5494855,9.855135316,10.32316896,7.683959851,10.78990446,16.0724342,13.10592714,12.09093494,11.58256431,11.88011524,11.66706952,7.336424164,11.8697881,11.62494535,11.33991747,10.3081487,8.329036803,11.92544981,11.4622,10.73581636,8.084459108,9.782928996,7.865181413,9.519147584,9.727094424,12.94628513,12.75065836,13.16865353,12.4547881,10.44625204,10.21655725,8.083214498,10.40910855,8.673456134,9.728449442,9.49563197,13.95036041,10.45007435,9.941332342,8.239889591,11.97502342,11.04821115,7.271315613,12.2163461,11.63132268,12.03948625,13.32318773,12.96154498,9.466457621,13.64935428,0.271392915104032,0.608605692774148,5.51856992495244
"GSM672708",7.779686989,12.37832454,9.75460855,10.73466766,7.684879182,10.97369777,16.07966952,13.29444201,12.18289145,11.60519591,12.07040112,11.63374164,7.365495911,12.06917695,11.99250855,11.45977212,10.30216766,8.263677323,12.17460074,11.78330967,10.76314907,8.098244981,10.19320037,8.074126022,10.1353223,10.53004981,13.16060167,12.90971413,13.20598141,12.39831134,10.63199814,10.2401855,8.018659851,10.52022342,8.730405576,9.665867844,9.525447955,13.63642639,10.71943829,9.828678067,7.944688476,12.43328327,11.24960967,7.416600743,12.29465353,11.60205929,11.90566059,13.68668848,12.89381004,9.555390335,13.6561342,0.258688773709586,0.647393120185455,5.5253047695351
"GSM672709",7.8193171,12.47040149,9.539726022,10.85811264,7.683043494,10.81843457,15.98063123,12.91305019,12.1644855,11.67839033,11.86726952,11.56860223,7.340946468,12.03075,11.64349257,11.44062416,10.00450316,8.368715242,11.99843494,11.67574201,10.588729,8.117284944,9.975315242,8.007326394,10.69941338,10.97578959,13.4593829,12.89381004,13.1136368,12.57880929,10.3979829,10.3563777,8.1188829,10.08044907,8.584775836,9.82032342,9.412865428,13.97082379,10.72345651,10.137871,8.127392193,12.52835316,11.58256431,7.34665948,11.89411264,11.49097026,12.09768922,13.39496283,13.07284758,9.218575465,13.47410706,0.228877267129249,0.742549397893146,5.54182720435992
"GSM672710",7.696798513,13.1376223,11.12404238,7.540397398,8.544313755,11.20930781,15.47494981,12.57725279,11.97911264,11.7631513,11.74823048,11.74086617,7.913758364,12.75065836,12.50189554,10.0326223,11.28929814,9.2174171,11.76116208,11.76691301,11.2329223,8.861024164,10.24135167,8.629306691,8.217745725,8.675210595,11.75559182,11.70109888,12.42432045,13.09256561,9.546888662,8.811955762,7.650413941,11.66706952,8.735318587,10.95765093,10.65251152,12.18289145,11.05060483,10.41518587,8.483455019,8.594514498,7.492813011,8.099323048,11.13814721,10.67507658,10.64806134,12.06628662,12.05551227,9.415497026,13.46569219,0.0268448004738179,1.92933247246949,5.74789396604141
"GSM672711",7.597465056,13.52997026,11.41760669,7.580478067,8.546823048,10.97927509,15.32246357,12.45103717,11.76571784,11.26785613,11.56687732,11.12813011,7.703069517,12.72426729,12.30598216,10.01882751,11.13479888,9.484101859,11.76822193,11.4682684,11.19267138,8.833879926,9.824746468,8.62324461,8.154679926,8.59803829,11.97030483,11.72085651,12.28882454,13.22169145,9.374982156,9.154847584,7.803133086,11.34699628,8.705665428,11.14142193,10.62853197,12.94794461,11.36127584,10.58402416,8.23403829,8.813281784,7.382328253,7.795259851,10.94269926,10.09368364,10.49909703,12.09369554,11.92684275,9.284888476,13.30585762,0.0358778334704543,1.80066519276854,5.72555285734991
"GSM672712",7.618860967,13.66987732,11.63251747,7.611296654,8.548211524,10.98158476,15.82913494,12.15447286,11.78955725,11.2785487,11.51300204,11.14088457,7.64566803,12.80924201,12.1703171,9.958141264,11.21065762,9.620627138,11.62612305,11.31787472,11.15065874,8.791343494,9.821001487,8.595686989,8.444594424,8.721311896,12.01920743,11.78463792,12.57880929,13.59032751,9.342381784,9.25350855,7.837495167,11.09734126,8.968894424,10.83579108,10.66206617,13.04813494,11.28675688,10.56404164,8.295108922,8.938842007,7.27630855,7.581318587,10.73702082,10.09135651,10.53120149,12.32742639,12.40940483,9.190372491,13.37838364,0.139079407347376,1.08446468996533,5.6011955746342
"GSM672729",7.754774349,13.21486784,10.69497435,7.981871747,7.742886245,11.74086617,16.19371115,11.01674572,11.91238699,11.6026777,10.58157807,10.38305279,7.456380669,11.1649145,11.38389442,10.91817807,11.63435855,8.375343494,11.40274498,11.05744312,10.51055874,8.344507435,9.190962082,8.139266914,7.898386617,8.29409368,11.25685576,11.37801599,11.28319888,12.92992751,10.40149368,10.19560706,7.764849442,11.67314796,8.190704833,10.53548253,10.60737249,12.27143792,12.35562974,10.25749294,8.156835688,10.53672193,7.960021933,7.567879926,11.48512491,11.35290967,11.22723903,12.9632026,13.03222825,10.25501375,13.6081974,0.214657967185623,0.790362776669521,5.55012926759335
"GSM672733",8.454589219,14.86360112,14.58543234,7.560884387,9.305324535,12.64338773,16.38425465,13.07797286,13.32130186,13.00295056,12.41256617,11.69346877,10.16625242,13.04114164,13.07957993,13.24969777,10.77818476,11.94543792,14.54011041,14.13102342,11.90440112,11.66956506,11.10190223,9.864209294,8.827584758,9.204114126,13.60378104,13.61520669,12.94794461,13.98155204,12.8156342,13.41578699,11.34212082,11.03410706,8.590889591,14.67824238,14.5149171,15.02706357,14.5931777,14.26004424,8.213257249,10.93087398,7.45293829,9.860963755,11.19026506,11.10436394,10.92375167,12.93473197,12.56166506,9.38253829,14.58155874,0.270646639284807,0.610858473331153,5.51896108590182
"GSM672749",8.276495167,13.05679517,10.17872528,7.631891822,8.959613011,11.38870186,16.28248513,13.49977695,12.233029,11.85813271,12.45414126,12.04223755,7.879058736,12.57407212,12.38852714,11.7543855,10.72404349,9.121938662,11.81292007,11.53693327,11.2202,7.798838848,9.008102974,8.631756506,10.31645688,10.63316877,12.6836,13.16149219,13.65857993,12.84075093,11.43453903,10.50016952,8.337769517,10.97806617,8.791343494,10.75950632,10.71840037,13.17256729,10.22252528,9.446366171,8.237660223,10.59594424,7.232099628,7.406658364,10.33233123,10.26495056,10.15506803,12.91816022,12.89221561,9.441816729,13.6186329,0.417672758120396,0.207850735686392,5.4489849451832
"GSM672752",9.645053532,13.7935658,13.75453086,7.981871747,9.972934944,12.02449777,16.10869665,14.16779758,14.05645093,13.59734461,13.50399368,12.06496617,10.17872528,13.57750632,13.11887398,13.38884164,11.33935204,11.21184758,14.97813903,14.78475056,12.30123104,11.02488141,10.84170743,10.05217361,10.59128327,10.80762305,14.07067323,14.03726022,14.40469851,13.51256134,12.88276766,12.59922416,11.22378216,11.44062416,10.45853197,14.47455279,14.2572026,15.21045093,13.24788216,12.94970781,8.912573606,11.01674572,7.237405204,9.877958736,9.958141264,9.502141264,9.655317472,13.05512156,13.07284758,9.231700743,14.78927807,0.00705824417987782,2.45428542711655,5.83904403189305
"GSM672753",9.636028996,13.80827249,13.4511197,8.156835688,9.970596283,12.12968401,15.98922119,14.26634535,14.05925799,13.56426171,13.36243383,12.23579331,10.1611948,13.46775725,13.12605204,13.29238922,11.20686022,11.15301375,15.00801022,14.56330743,12.00570595,11.08095762,10.7748487,10.06570037,10.51167881,10.67985911,14.16922491,14.07896877,14.29703011,13.42601599,12.9331223,12.55874387,11.09734126,11.59762937,10.42009851,14.16357621,14.04813494,15.08894944,13.3702461,12.8679223,8.47370632,10.97694387,7.852455762,9.623286617,9.943906691,9.493057993,9.592969888,13.01521004,12.58011896,9.234037918,14.7149948,0.0012714533545882,3.01818850809984,5.93695719251166
"GSM672754",10.07311375,13.72369888,13.35631375,8.505152788,10.2065,12.14741227,16.00569294,14.25862342,13.93621227,13.68413234,13.50399368,12.28434275,10.01256431,13.54539665,13.10802045,13.52880929,11.32421004,11.06334126,15.09480297,14.77223197,12.52685316,11.1518223,10.49189926,10.37459182,10.68654312,10.84218792,14.19849442,14.22263903,14.37000297,13.50188959,13.07957993,12.47901264,11.10436394,11.47898253,10.8370197,14.19217844,13.85627844,15.49114684,13.11002677,12.41094461,7.984951301,11.16042491,7.94674684,9.568403717,9.859080669,9.398832714,9.377654647,13.57092379,12.59637175,9.362375836,14.91633309,0.00222700445966395,2.84407838410799,5.90672562770798
"GSM672755",8.068419703,12.87464238,10.08286914,7.806252045,8.632390335,11.43100372,16.27558253,13.54539665,12.6836,12.37136022,12.59127361,12.05292342,7.978186617,12.85502825,12.4632171,11.70353494,10.14765651,9.35735539,11.67702007,11.38870186,10.73581636,8.04517658,9.091635688,8.42776171,10.78417695,11.01078959,12.64033755,12.63305613,13.75453086,12.53577732,11.04454907,10.28280446,8.252212268,10.25133606,8.576081413,10.86752045,10.7246474,13.56877881,10.76898067,9.984120446,8.479710781,10.29722862,7.376822677,7.566427323,10.41760929,10.23182268,10.20419591,12.43925799,12.40042639,9.263217472,13.58822193,0.318218490814335,0.472686328760809,5.49496960254134
"GSM672760",7.926234201,12.79503234,10.31164684,8.527501673,7.79415316,10.27928476,16.3698197,12.13645688,11.73722937,11.4657,11.50759814,11.48022454,7.658371375,11.94133643,11.5763197,10.12191822,10.27803457,8.388984758,11.23174721,10.98499331,9.965484758,8.130766914,8.854895539,7.748886989,9.132736059,9.432344238,11.85151487,11.76571784,12.29315279,12.47178253,9.661409665,9.235304461,7.519544981,10.54862454,8.317332714,9.694850186,9.645053532,13.34786524,10.6237948,9.813261338,7.787331599,10.62734349,8.522198513,7.680215613,12.32584796,12.14178848,12.0179461,13.24606989,12.81725688,9.926935874,13.48916357,0.463957056365275,0.0904695217503151,5.42860348950168
"GSM672769",7.996134572,12.32160558,10.77135019,8.676886989,7.909552788,10.28526989,16.31574647,12.48055799,12.01173903,11.61025167,11.545929,11.65592045,7.448477695,11.99639963,11.4235684,10.44625204,10.01624201,8.7627,11.24473197,10.89925799,10.33111822,8.297544238,8.772384387,7.747397026,9.260887361,9.520383643,11.88325576,11.88325576,12.35069814,12.19250186,10.00747918,9.42066803,7.841605948,10.50263755,8.590303903,10.19081859,9.991480297,13.34708364,10.59758736,9.773924535,7.997119703,10.91574907,8.501655019,7.609332714,12.59127361,12.04601524,12.13114796,13.19533104,11.19638364,10.18109182,13.63154052,0.113150508033344,1.20994234757306,5.62298285414679
"GSM672770",7.926234201,12.97873309,10.46563457,8.719429368,7.669763569,10.51167881,16.05834275,12.38124796,11.68098401,11.33291115,11.752071,11.56687732,7.600063197,11.94543792,11.78463792,10.29585874,10.25133606,8.414241264,11.51009108,11.22958513,10.1254855,7.890224164,8.992026022,7.720615985,9.075482156,9.466457621,11.84240669,11.83214907,12.25553011,12.67714424,9.969389963,9.223396654,7.65925316,10.79461747,8.441049442,9.735805576,9.650143866,13.11002677,10.27803457,9.392488104,7.649154647,10.6408119,8.884842007,7.734865799,12.26726022,12.04866431,12.0179461,13.17423792,12.73900465,9.894642379,13.74509665,0.362139231858639,0.352746542234642,5.47414388979258
"GSM672771",7.94874052,12.92673643,10.4644316,8.512473234,7.762834201,10.3481119,15.98063123,12.33317249,11.71712751,11.55183606,11.83279703,11.57506468,7.528486617,11.84635353,11.77321896,10.31406059,10.38901375,8.554138662,11.41145911,11.10315688,10.11590446,8.035083271,8.954337175,7.627140892,9.060899257,9.533196654,11.85151487,11.7543855,12.4661171,12.60530818,10.04221636,9.208952416,7.739739777,10.85317881,8.533185874,9.956937546,9.787371747,12.91991375,10.12925874,9.228699814,7.577777323,10.57562602,8.645266171,7.682583643,12.38281004,12.33529182,12.06496617,13.24435279,12.99514572,10.15378364,13.7109197,0.39665952262538,0.262003109014963,5.45838767803997
"GSM672772",7.826556877,12.97545799,10.42367732,8.361323792,7.68679368,10.23788662,16.34839145,12.21251822,11.78955725,11.33658364,11.68483494,11.6620948,7.47143829,11.82570149,11.48142862,10.1576368,10.25257509,8.664556134,11.33044126,11.15552937,10.13419145,8.116738662,9.002004089,7.641281413,9.1897829,9.447581784,11.64603123,11.81292007,12.31733383,12.66787807,9.876702974,9.342381784,7.855413383,10.51903086,8.767733086,10.02762937,9.803089219,13.01521004,10.23297993,9.397619331,7.849694796,10.82065651,8.404481041,7.673636059,12.37705167,12.10844647,11.91107807,13.22549963,13.00465167,10.41887398,13.74509665,0.386198934148811,0.289239811125223,5.46311691552488
"GSM672773",7.88725316,12.90213346,10.36235093,8.461734572,7.693285502,10.21518253,16.30918699,12.20240781,11.78200855,11.36724349,11.5763197,11.53991375,7.377762825,11.96296022,11.52343123,10.246271,10.25501375,8.541937546,11.22553048,10.87773792,10.13052454,8.221126022,9.166081041,7.682123792,9.161527881,9.334962454,11.71423216,11.67069814,12.44727286,12.41567323,9.89214461,9.409023792,7.844722677,10.50714535,8.495408178,9.978907063,9.899647212,13.06137788,9.926298885,9.54563513,7.89222119,10.61201561,8.546823048,7.607456506,12.26155651,11.75678996,11.83474164,12.94463234,12.56166506,10.09014535,13.64831078,0.208125405212799,0.812942875986518,5.55404995709793
"GSM672777",7.797280669,12.40940483,10.21896468,7.881148327,8.180901859,10.47734089,16.05834275,12.05551227,11.8697881,11.55308104,11.42134944,11.3281881,8.235281784,11.5136026,11.38870186,10.5060777,9.870642007,8.538096654,11.35883048,11.25331078,9.937569888,7.933356506,8.676886989,8.132902602,8.647807807,9.070645725,11.77836766,11.61139071,11.94006097,12.26996654,9.992781041,9.572453532,7.406658364,10.37459182,8.001172491,9.913620818,9.732179926,12.84668736,9.846188848,9.624618587,7.475986245,10.23660632,7.824440149,8.214330483,12.10151896,12.00437026,11.84897658,12.82172268,12.54404182,9.785500743,13.91831896,0.283966099066257,0.571099499082693,5.51205754704399
"GSM672778",7.900626766,12.87633978,10.5733777,8.408137918,7.754774349,10.12191822,16.24241784,11.83742714,11.61378959,11.2329223,11.20569219,11.14752509,7.462750558,11.69346877,11.35768476,10.1260842,10.04722045,8.335963569,11.20686022,11.01078959,10.14026543,8.239889591,9.036495167,7.750881041,8.975872119,9.239005576,12.06628662,11.95349405,12.19392119,12.47610223,9.711259851,9.45124052,7.703069517,10.42308606,8.517363569,9.842369888,9.734589219,13.02672268,10.65467323,9.63347026,7.763843123,10.52649517,8.393543866,7.649154647,12.63599665,12.13388587,12.11264312,13.11699257,12.65605019,9.908577323,13.61280632,0.33196784795216,0.434485811480269,5.48833666594224
"GSM672779",7.950685502,12.82483383,10.47263569,8.333586989,7.730020074,10.28889442,16.24241784,12.01652491,11.67439108,11.24241227,11.39341227,11.15677881,7.451171004,11.72085651,11.44644647,10.22599703,10.21271413,8.281063941,11.26294796,10.86286431,10.05217361,8.032024535,9.10509368,7.755745725,8.944990335,9.290828625,12.07589257,11.86197993,12.31733383,12.48208364,9.75460855,9.396359108,7.739739777,10.3660829,8.403292565,9.796913383,9.604932714,13.07797286,10.25371375,9.611350558,7.87012342,10.47985502,8.48225948,7.586930855,12.44507026,12.14955818,12.22607175,13.24083643,12.67265651,9.947730112,13.69168178,0.451420487779794,0.122073289471801,5.43409100125578
"GSM672783",7.980865428,12.98724424,10.39144312,8.288367658,7.87012342,10.26368476,16.340529,12.01517881,11.55567323,11.15861859,11.67702007,11.39162528,7.620645725,11.96415093,11.6386974,10.20527881,10.02628067,8.71195948,11.20686022,11.13479888,9.855135316,8.112798513,9.112163197,7.756682156,9.02908513,9.333706691,11.76822193,11.82239238,12.33457361,12.42890074,9.786729368,9.582884758,7.688179926,10.2294197,8.296347212,10.03374424,9.806930483,13.52660112,10.1464539,9.721132714,7.692402602,10.72404349,8.476780297,7.776724164,12.11264312,12.08006543,12.05292342,13.16680669,13.18883978,10.2729855,13.52142082,0.374328651565665,0.32041032031602,5.4685291985499
"GSM672784",8.039165056,13.11192862,10.77360446,8.357856506,7.848711896,10.15570818,16.30918699,12.2190777,11.7148948,11.06445836,11.85151487,11.5435829,7.419965056,11.73589108,11.27025613,10.24267955,10.13722714,8.928771375,11.31026896,11.26665725,10.29585874,8.023273234,9.430920818,7.82287658,9.006225279,9.02908513,11.24241227,11.45253383,12.40042639,12.47040149,9.860341264,9.636028996,7.86312974,10.21035353,8.464214126,9.975315242,10.17985465,12.82796729,9.914948327,9.822942565,7.815310781,10.35518699,8.424176208,7.512286617,12.24317175,12.1883777,12.20908513,13.52142082,13.47410706,10.50016952,14.13440409,0.431891321432141,0.171561034842392,5.44268379268489
"GSM672785",7.943737175,12.82026617,10.53447063,8.186486989,8.117831227,10.45493383,16.340529,12.1703171,11.7644632,11.3876119,11.64984052,11.61570706,8.009399628,12.00437026,11.66844684,10.31892639,10.06692714,8.859812268,11.29289665,11.15065874,9.900917844,8.180901859,9.369321375,7.625234944,8.913276952,9.474102974,11.96838401,12.12215242,12.37136022,12.43612565,9.794347955,9.650143866,7.670738662,9.914948327,8.285950558,10.25613717,10.01761338,13.31340074,10.3081487,9.866851301,7.598236431,10.51230799,8.152455019,8.01508197,12.20380818,12.17600892,12.20653755,13.12800297,13.26739145,9.868152788,13.69168178,0.370647066842016,0.33014006179358,5.47021861960859
"GSM672786",8.064017472,12.14450074,10.78880818,8.045720074,7.892718773,10.18850149,16.26861673,12.28434275,12.08289703,11.39162528,11.56554647,11.40336989,7.380094981,12.03948625,11.44644647,10.3660829,9.926298885,9.74697658,11.08095762,11.11582156,10.10459219,8.393543866,9.400000372,8.056952788,9.195828996,9.516484387,12.25859294,11.96963309,12.22177807,11.94006097,9.913620818,9.857714498,7.827565799,10.27670223,8.303515613,10.83579108,10.59704647,13.17780409,11.04117175,10.2401855,8.244885874,10.18469814,7.937469888,7.706005204,12.83989033,12.16032193,12.35195651,12.89544572,11.23750149,9.843672491,13.5255539,0.0471741926475292,1.67289288211052,5.70336714636877
"GSM672787",7.968440892,12.89381004,10.90396134,7.842649442,7.908544238,10.18109182,16.06489257,12.18015093,11.9083223,11.5471777,11.46760836,11.19509517,7.495428625,12.10844647,11.45005353,10.42834387,9.806930483,9.964272119,11.18032528,10.80641041,9.864209294,8.556642751,9.459517658,8.106679554,9.151963755,9.378848327,12.20774981,12.04739517,12.50189554,12.26860632,9.733342007,9.955614126,7.770391636,9.900917844,8.109748699,11.13242119,10.55808699,13.49977695,11.29765019,10.19443086,7.847688476,10.36471933,7.816307063,7.595456877,12.40940483,12.19250186,12.43612565,12.96003271,12.86480892,9.898987918,13.51702342,0.217974806515217,0.779051101511313,5.54816516790321
"GSM672788",7.967410409,12.30746208,10.91444461,7.706968401,7.871095539,10.01376952,16.10096283,12.32512918,11.96150149,11.58256431,11.61507807,11.36371152,7.499016357,11.84121078,11.27490967,10.53229405,9.800424907,9.964272119,11.30542844,10.94389777,10.06085762,8.228271004,9.282447212,7.866197398,9.10020223,9.329881041,12.12293587,11.87367249,12.20097844,12.06361859,10.08658401,10.0169277,7.766921933,10.246271,8.161189963,10.70275725,10.54862454,13.34864684,11.69475316,10.48882156,7.919492937,10.50502379,7.753662454,7.614147955,12.84075093,12.2829855,12.3463026,13.26739145,11.16841784,9.869347584,13.68882788,0.240962104871286,0.703211088824193,5.534996707588
"GSM672790",11.53991375,12.63451004,10.47046803,8.459275093,7.72549145,10.20304461,16.28248513,12.53577732,11.76571784,11.66844684,11.66956506,11.71836989,7.536569888,11.78707844,11.52813271,10.42834387,10.07806877,8.651625279,11.4235684,11.18032528,10.20783569,7.999137918,9.034703346,7.605464312,8.942527509,9.271420074,11.67574201,11.8064539,12.65138587,12.45103717,10.04221636,9.310286617,7.583214498,10.50820223,8.631756506,10.05336431,10.0766881,12.89724424,10.44165911,9.394066171,7.482725836,10.8617461,8.615913383,7.535639777,12.49265874,12.34492491,12.01111041,13.28644796,12.8811052,9.860341264,13.72616989,0.324742535352095,0.454477655701017,5.49180794446555
