"","abn2","acoR","acuA","acuB","acuC","amyC","amyD","bglH","bglP","bglS","cimH","crh","csbX","cstA","dctP","dprA","drm","galK","galT","glmR","hbuT","ldt","melA","mmgA","mmgB","mmgC","mmgD","mmgE","mmgF","msmE","msmR","msmX","mtlR","odhA","odhB","pupG","rsbR","rsbS","rsbT","rsbU","rsbV","rsbX","sacA","sacP","scoA","scoB","sspH","sucC","sucD","topA","whiA","yesL","yesM","yesN","yhaR","ylbP","yopL","ypiF","ysfE","yvcI","yvcJ","yvcN","ywdA","yxiE","yxjF","yxkF","ccpA"
"mmgA",0.195400115435233,0.0267997203022331,-0.263332354075864,-0.351049541946791,-0.644891562292687,0.272101835656505,0.0658134752574111,-0.51121499853727,-0.5468952519414,-0.0928134222221527,-0.725611183969141,-0.646300213730438,-0.546480560482411,-0.0427187531304244,-0.721696045693947,-0.337395040918729,-0.309336152355778,-0.779010999983655,-0.726498281721693,-0.739828712203038,0.941495235919566,0.621262791194947,0.278640127155667,1,0.998028191329756,0.997889186485974,0.99751400456531,0.995739743614601,0.97765671011262,0.0545691073470275,-0.463925625357757,-0.0716288286649761,-0.246140997185059,-0.752624383627694,-0.747399019724831,-0.301600815666493,-0.794807203093478,-0.840256564538042,-0.863002696635891,-0.862965442741716,-0.517944818895457,-0.56134602829944,-0.710843523840787,-0.720388570812548,0.972737323503618,0.976171928997282,0.718404674018957,-0.712320314263451,-0.755047202580082,-0.476900127484773,-0.696459168838463,0.112608822509697,0.268966164571358,0.338322368044304,0.14355678806785,0.142184354740342,-0.494627877257699,-0.112860221525502,-0.069751202674611,-0.626441702438907,-0.70435612864067,-0.574371048186443,-0.297313359026341,-0.448721280610001,0.965060985735272,-0.628728634170988,-0.545266668403461
"mmgB",0.201567728437253,0.0564569874476967,-0.252523406294705,-0.338201650922579,-0.648202451031395,0.299894057398806,0.0989188533517707,-0.485486997771755,-0.52502089137182,-0.0764542826968839,-0.731027984976331,-0.634462519677369,-0.534115767717972,-0.013203983960409,-0.71424941791393,-0.359302364199147,-0.289167178849136,-0.780515848981221,-0.721764683400872,-0.726116847181918,0.946860352665355,0.635449515035983,0.308314725408994,0.998028191329756,1,0.997791836247885,0.998684328514331,0.996967766771923,0.981850810456549,0.0887794818057556,-0.435382969792103,-0.0478373540413235,-0.220895225958003,-0.761322192744816,-0.755101646964179,-0.283970416227188,-0.793026184409354,-0.844282301594219,-0.863788563635093,-0.867215807683248,-0.523866586947211,-0.568329719030346,-0.688579269260645,-0.701429084609618,0.97444255321639,0.980488972783518,0.732712115851742,-0.726693581353593,-0.768739016087813,-0.500963879227452,-0.682790564502718,0.141288234072672,0.298124814945942,0.362310110478519,0.163276398114477,0.147744763841255,-0.509909205000478,-0.116838274431963,-0.0479480966195821,-0.605818298306487,-0.688439155461416,-0.559024969656248,-0.278724726563587,-0.432610867019991,0.971926740344803,-0.6214317002369,-0.531157324938331
"mmgC",0.198730902927733,0.0378409801557765,-0.253652225588482,-0.340236331682101,-0.631649168480742,0.275836712931361,0.0669570072858406,-0.494989818243325,-0.535550828822893,-0.07754577926104,-0.71579629007019,-0.640669795319491,-0.53620593671838,-0.0348861150918758,-0.728971623416331,-0.343877810421114,-0.302256689706135,-0.774686031372876,-0.721527689576399,-0.733452384723284,0.940236425304628,0.618984169142472,0.285493870434055,0.997889186485974,0.997791836247885,1,0.998217721486818,0.996814866773027,0.978563610721299,0.0548674425719689,-0.470949605730474,-0.0712129263311658,-0.237032055404826,-0.747755685528894,-0.737448308871052,-0.295443211369128,-0.787582203487924,-0.835849222749037,-0.855710295381623,-0.85380444254467,-0.508818700657285,-0.551611005140779,-0.707786025057067,-0.720672018620237,0.972089570325996,0.977138566008361,0.728410521981604,-0.715939561644308,-0.758954747027018,-0.470056202841254,-0.691070979757133,0.115574987558898,0.272029139826679,0.342466552128023,0.150532353318035,0.157927986819374,-0.506337742237297,-0.119980290066902,-0.0668548706457619,-0.627121027489589,-0.700701257843867,-0.568431632976842,-0.295703273022337,-0.441014618080432,0.966384694985799,-0.622722733349553,-0.55326784592499
"mmgD",0.186185676409385,0.045361846676484,-0.260320724957777,-0.345173158999074,-0.648702401670627,0.285839790664551,0.0810220553414459,-0.480645135368699,-0.520070692090023,-0.0803393816843579,-0.721711780734902,-0.640372558790235,-0.539679066893103,-0.0271797004374757,-0.715813258148416,-0.366929171694878,-0.299513030726406,-0.788585210628814,-0.73103764375538,-0.732090205471384,0.944256378431946,0.634837487238968,0.295711771658087,0.99751400456531,0.998684328514331,0.998217721486818,1,0.998840256175945,0.983587166751026,0.0693969724704058,-0.453098903673506,-0.0590824110530833,-0.230679666185549,-0.761673311767237,-0.752436868251012,-0.291057870705161,-0.801827191593572,-0.848315602518248,-0.869661727969835,-0.87001491295201,-0.522426482417682,-0.566520652634557,-0.692116485850278,-0.706612149129331,0.973884049779578,0.980709542027676,0.732632581784483,-0.731195447202802,-0.772666437920176,-0.49960456384205,-0.691148731846817,0.122201912441405,0.276777537282838,0.343788534956203,0.151999363547923,0.148156684586373,-0.518525308677336,-0.1313124076514,-0.0627186121889348,-0.620996884524813,-0.698818080721852,-0.563428162569429,-0.284622222495579,-0.436872808517761,0.9724443424025,-0.633602892556915,-0.54119725625535
"mmgE",0.182377127507409,0.0554448136694842,-0.251911914533175,-0.336693173224498,-0.644586028864464,0.288740595814479,0.0849713624056215,-0.470614682179905,-0.511134237941419,-0.072838782019947,-0.711430135367246,-0.636529799836524,-0.53686109146236,-0.0237004081108525,-0.711613932790321,-0.379887279665495,-0.307133187915931,-0.792533972981926,-0.733112553976369,-0.730108789901901,0.940419315078494,0.642020489486985,0.302117346691295,0.995739743614601,0.996967766771923,0.996814866773027,0.998840256175945,1,0.986032579144255,0.0724366262863944,-0.453615716632511,-0.0524163241320828,-0.223837613309132,-0.767066607863841,-0.754661998542886,-0.296979838449637,-0.806093708145332,-0.853264959000475,-0.873325095696375,-0.873418716010855,-0.51907213720654,-0.565171035747448,-0.689900918654783,-0.707364318109282,0.971499712438366,0.979417699952707,0.739752140398004,-0.740794270375281,-0.781819013801003,-0.509874544536457,-0.689956909256108,0.123921118083197,0.277113549789342,0.343193804544886,0.158825512616206,0.15956306102435,-0.528839020380987,-0.144662085183294,-0.0600652349440842,-0.621640331333458,-0.697248859082951,-0.556291282651047,-0.283040400654871,-0.431458050175088,0.971727557726503,-0.633001603594526,-0.542337867642287
"mmgF",0.166599741689944,0.127575755183384,-0.207156736590026,-0.276296738292358,-0.609390070034685,0.348076889144347,0.146346059001295,-0.450385270491088,-0.501549751065529,-0.0330531997043036,-0.720554490988423,-0.545890498824312,-0.476447278111423,0.0328982799344358,-0.678767458539367,-0.432969784300088,-0.217005809249077,-0.764982235670789,-0.688405672408377,-0.653693347310531,0.935940957783711,0.683322505690044,0.370780069506339,0.97765671011262,0.981850810456549,0.978563610721299,0.983587166751026,0.986032579144255,1,0.129971276937872,-0.387306901607123,-0.00166642480221047,-0.191118848804626,-0.771398452660737,-0.753300718194832,-0.197873997806129,-0.810732173068755,-0.848727406523119,-0.86922886683028,-0.86806114007217,-0.532636393682935,-0.55895841473872,-0.66758387407581,-0.693281408286084,0.963671642050119,0.972205491075102,0.800724883790478,-0.74701181861042,-0.784432597552631,-0.553785580605281,-0.603892791387063,0.175631866793816,0.321285993468219,0.3855974653956,0.214736024207118,0.17869361316035,-0.541870689562716,-0.151640043109404,0.00159243231686873,-0.546457165892263,-0.613477144762833,-0.459824630018199,-0.26490397524128,-0.379737188749441,0.974119500956082,-0.58117500107236,-0.493157721680225
"msmE",0.336627156738753,0.688627595700458,0.484426885633556,0.421435803952781,0.078407675646104,0.882299124729799,0.97863667624773,0.356001771685744,0.300033580534613,0.244439694245971,-0.0377277187677363,0.0445687582357512,0.228569745667532,0.699327483078033,0.0928998996008333,-0.197585870036363,0.18757006998286,0.00113432223573432,0.0533672524424981,0.0476721652717147,0.14909981680975,0.137321234361083,0.840018460541691,0.0545691073470275,0.0887794818057556,0.0548674425719689,0.0693969724704058,0.0724366262863944,0.129971276937872,1,0.75859418188482,0.678654928384371,0.245413600203639,-0.0669322481445395,-0.0608026044120222,0.0400280290861015,0.0186557718685851,-0.120566871400308,-0.113325676345003,-0.19997678232695,-0.219715034155892,-0.290442660115958,0.209582867260139,0.150643781628964,0.0705571564918586,0.0834162984276791,0.391386473030784,-0.107615732882631,-0.117618846310932,-0.465993650326507,0.0537228135227341,0.71707382994459,0.697212125645492,0.526863364338438,0.50312250240032,0.49392736294662,-0.0665123163728204,0.317690548236807,0.565613841336098,0.323915042359971,0.137549170012637,0.0729497740634219,0.0276216507811518,0.259094722146115,0.100645590485995,0.345358879674613,0.183946195996966
"msmR",-0.00666384732748131,0.466686215560056,0.331672178836741,0.356587488087169,0.252875326002535,0.524642127597052,0.713384962843578,0.527639206521898,0.524637602607661,0.187603388458937,0.251224288400483,0.446797699563169,0.384611035885009,0.519052357111113,0.553969321884882,-0.0399367540984971,0.468939876088707,0.40731255049264,0.445380196038458,0.487202476609736,-0.333830168380422,-0.165491135071504,0.493696206358486,-0.463925625357757,-0.435382969792103,-0.470949605730474,-0.453098903673506,-0.453615716632511,-0.387306901607123,0.75859418188482,1,0.567285724912027,0.286690041294853,0.365570059913309,0.338910673923203,0.36023309978476,0.471138841218568,0.369725961917807,0.401075333340215,0.326223694650437,0.0992628203076112,0.0789279878552104,0.578851051635558,0.572902160679534,-0.411756416272302,-0.407512367495275,-0.0835583920112626,0.306953648597792,0.338700954677176,-0.165792178186929,0.470652862230436,0.500491415834325,0.377690506739495,0.197193947073331,0.205842448025232,0.119930962010782,0.217594337985333,0.213946761957705,0.426956960398944,0.64673287752614,0.531472937453193,0.405969743446205,0.241430331818162,0.34608474655016,-0.378324111946634,0.558884229491053,0.571143049638361
"msmX",0.405283026141381,0.749752641685024,0.597704309002276,0.594292743575188,0.271613520002697,0.568308184110014,0.675363771519422,0.580627564997656,0.536735078940521,0.536519455746352,0.280977567921204,0.241302398243425,0.409898584783604,0.685737119274954,0.329416576287409,-0.397753453030846,0.0982562885737654,0.212488520350341,0.366822445723906,0.280209933634827,-0.0800748227101852,0.0489582287962964,0.569452314133155,-0.0716288286649761,-0.0478373540413235,-0.0712129263311658,-0.0590824110530833,-0.0524163241320828,-0.00166642480221047,0.678654928384371,0.567285724912027,1,0.598707586343863,-0.0312682847668485,0.0567800360050892,0.100205400499674,0.154113407590174,0.118625159694439,0.0859574312367564,-0.0202148974215028,0.301658326940146,0.21071271087492,0.312745238944515,0.250268946658124,-0.106261217408597,-0.0888725958299702,0.319324392849549,-0.222302943720711,-0.16769677183027,-0.486372824065407,0.260645025447011,0.699111316278228,0.562930350509158,0.352738422366087,0.700603758281044,0.64946551804318,-0.276201065635573,0.173188959412853,0.672284384822586,0.484977145797244,0.366502658034611,0.295698819950269,0.280312772373695,0.516121108042027,-0.0653942896357133,0.418969772247674,0.143616187599954
"mtlR",0.418189806015829,0.669103619527657,0.52607485040573,0.608705123929971,0.399183191183337,0.0852617727855776,0.275382185279442,0.509328595076373,0.413576107292266,0.748394976720735,0.207806139727926,0.451970397323882,0.534066167851749,0.631903427120147,0.435441092715318,-0.208673858740991,0.18426690055574,0.319785404839281,0.518298318612325,0.443727779434058,-0.240066276174358,0.0132270157624124,0.151008114420581,-0.246140997185059,-0.220895225958003,-0.237032055404826,-0.230679666185549,-0.223837613309132,-0.191118848804626,0.245413600203639,0.286690041294853,0.598707586343863,1,0.0474658149271842,0.167321161593597,0.315791916343201,0.276136460784638,0.252217326888971,0.275116863800836,0.207665417176246,0.369733979180848,0.4102388186819,0.465448709852682,0.375538693278496,-0.301498836290617,-0.265949881046102,0.0580814805562972,-0.145374072250723,-0.0657229550752105,-0.0659044099550262,0.429140937073789,0.513920202084741,0.460837950439529,0.419641974521353,0.681240411403445,0.372758788475098,-0.295744013522398,-0.057762552493919,0.734309344631,0.518671857615055,0.507066770596518,0.520673881205161,0.661319490930518,0.359705642462659,-0.237680291709091,0.375847024466301,0.440265252462299
"odhA",-0.059229273004908,-0.0430115726182925,0.199852011405587,0.246268203614733,0.700256247777642,-0.259382554167858,-0.0958514500426808,0.355270355092065,0.33094679622613,0.0676214232985803,0.613534476988796,0.403585488495995,0.515842871658649,0.137543443868329,0.541547440531378,0.560216838720569,0.416950478546263,0.863088360970303,0.725361635395689,0.469701962491685,-0.617163497572577,-0.836850357065374,-0.312594563975827,-0.752624383627694,-0.761322192744816,-0.747755685528894,-0.761673311767237,-0.767066607863841,-0.771398452660737,-0.0669322481445395,0.365570059913309,-0.0312682847668485,0.0474658149271842,1,0.975107787254747,0.279815806013886,0.741488279194943,0.735651401023587,0.762423151466077,0.832154741273661,0.374806463593983,0.411837187393362,0.560789428574438,0.590758470286853,-0.68024829435133,-0.71201133186748,-0.572246118082211,0.917788077157153,0.909962201321592,0.717537259161967,0.449392248708122,0.000654364819737128,-0.141680518384877,-0.15974691288407,-0.109986186950674,-0.0543316684057268,0.674360199606763,0.424602649480417,0.0985372091563618,0.36911836358912,0.420242619374741,0.284611750919148,0.0977018761802871,0.272065969755084,-0.719517591096312,0.760000716690454,0.395548654778245
"odhB",-0.0104446040833562,0.0707980802807044,0.303003861249947,0.358467789760552,0.783068349575192,-0.242165099032603,-0.0771993590573497,0.429240367590652,0.384294561963687,0.216209242652017,0.665495542884568,0.452091152546292,0.571623190372605,0.219836238751474,0.556378509188388,0.463750116103634,0.410120634949401,0.87777576892583,0.775676575930998,0.506031599518871,-0.634362563864025,-0.819268930949635,-0.266050515096325,-0.747399019724831,-0.755101646964179,-0.737448308871052,-0.752436868251012,-0.754661998542886,-0.753300718194832,-0.0608026044120222,0.338910673923203,0.0567800360050892,0.167321161593597,0.975107787254747,1,0.30513560878956,0.742328114032861,0.747548623219084,0.770486716365097,0.834704550343544,0.462108970926379,0.495442799152897,0.584399464954805,0.593741296269609,-0.691243704083026,-0.715831874700588,-0.505305406339184,0.835451412168464,0.839580870532191,0.6980287184025,0.477665629735374,0.0392428000869031,-0.112769695800899,-0.127018759781751,0.0135025959894393,0.0702560649643501,0.557661471358939,0.350183243378982,0.192671728093831,0.402592441945731,0.467757626731951,0.349515614867749,0.168330990794304,0.334137332866059,-0.724103160127531,0.790270380535062,0.404872899004972
"pupG",-0.11901787273701,0.273161239230778,0.0806935378123633,0.232318199468278,0.310511021655177,-0.0349557231715552,0.0426494309562044,0.149605027140064,0.0653507445646872,0.393400432782389,-0.0430191641335018,0.747269622700763,0.333152555853531,0.265048881791923,0.337998056472169,-0.219835830653924,0.911952981896078,0.434017259001654,0.533114880535766,0.641753139015931,-0.215683050275335,-0.0335910822783293,0.0466665870272681,-0.301600815666493,-0.283970416227188,-0.295443211369128,-0.291057870705161,-0.296979838449637,-0.197873997806129,0.0400280290861015,0.36023309978476,0.100205400499674,0.315791916343201,0.279815806013886,0.30513560878956,1,0.357304314662444,0.409421868027483,0.433709182798209,0.444825444370266,0.131750351222241,0.283294826859234,0.415653799491994,0.411579460464198,-0.245945158116368,-0.234702569003444,0.000450338839031271,0.18321320673817,0.221277157862155,0.16700347978678,0.708368808486895,0.184505814908322,0.139284336682735,0.197463001918929,0.193444705927892,-0.19338542522871,-0.0210390005238514,-0.154038637729762,0.295928324454573,0.571590036931361,0.66823819637134,0.734271887548937,0.437148053047341,0.204637588433052,-0.178982701406333,0.363496962048197,0.602750502146043
"rsbR",-0.0246931322938268,0.158890578823634,0.343972472899926,0.376372809947195,0.617232106912511,-0.221303872938438,-0.0214963386638273,0.462579043838327,0.467097418551564,0.21509149453286,0.614672328462731,0.605603266073792,0.462060219924231,0.174586502822399,0.584100194347525,0.253480547510264,0.444911911128976,0.744368958034412,0.685391727602796,0.668120652554888,-0.779179356392247,-0.630075141660551,-0.235636335850141,-0.794807203093478,-0.793026184409354,-0.787582203487924,-0.801827191593572,-0.806093708145332,-0.810732173068755,0.0186557718685851,0.471138841218568,0.154113407590174,0.276136460784638,0.741488279194943,0.742328114032861,0.357304314662444,1,0.925097858325094,0.938665985852794,0.891477900665549,0.480602056498962,0.524246859779356,0.553928793151521,0.565420947811236,-0.813305029662242,-0.818788846518815,-0.622789775136528,0.612285693632806,0.624248990946149,0.44577361639626,0.634980461606101,0.126358449621677,-0.0240220781088169,-0.165976454261117,-0.0510136547679684,0.0237265169690054,0.411705682092871,0.164620156108736,0.10133077026028,0.67760208393736,0.65227649681171,0.515245681928068,0.314669221652797,0.280124126773479,-0.813410930716312,0.722843456268107,0.551261234073658
"rsbS",-0.108923882272618,0.0315928047721482,0.226248821515073,0.298721072668696,0.635560437678701,-0.311390775161047,-0.149385130272808,0.467597183544242,0.47559965219815,0.18128600181768,0.690784060405605,0.674428472882704,0.471269683837496,0.0218836857847006,0.612581288444912,0.252693070534341,0.435430860133546,0.795938882937792,0.746136493167939,0.732694403135946,-0.850795060655585,-0.698097549551323,-0.317916878821038,-0.840256564538042,-0.844282301594219,-0.835849222749037,-0.848315602518248,-0.853264959000475,-0.848727406523119,-0.120566871400308,0.369725961917807,0.118625159694439,0.252217326888971,0.735651401023587,0.747548623219084,0.409421868027483,0.925097858325094,1,0.969442812466105,0.932516594174076,0.608442199609691,0.659466795525744,0.551357275246753,0.563089649657721,-0.853794843816802,-0.857740772683295,-0.668053520531737,0.625021810229682,0.655786140067569,0.505123045691954,0.706538524691373,-0.0595488103114996,-0.22242492636579,-0.321739810618425,-0.0867519115184442,-0.0221184359145004,0.424713050661217,0.123666663945203,0.0355948155919362,0.627121962258399,0.71104480904412,0.570455689112493,0.288457688380443,0.378641721853709,-0.859931487883477,0.660377203952143,0.49409339865193
"rsbT",-0.107003421324676,0.0265260124102991,0.229042448330239,0.316668433211497,0.644345736313628,-0.324295804433444,-0.138022272483668,0.461581844171227,0.483210675684113,0.188050750617915,0.687028037543556,0.715026068721229,0.512206041338326,0.0430070446750851,0.61869309943691,0.301643807436923,0.460789952573049,0.823873831735898,0.782897614806172,0.771025762157241,-0.846519524834451,-0.659730461606498,-0.326597049991119,-0.863002696635891,-0.863788563635093,-0.855710295381623,-0.869661727969835,-0.873325095696375,-0.86922886683028,-0.113325676345003,0.401075333340215,0.0859574312367564,0.275116863800836,0.762423151466077,0.770486716365097,0.433709182798209,0.938665985852794,0.969442812466105,1,0.968721978949785,0.60442415841424,0.667283237289563,0.588903939399292,0.602737559472249,-0.860769352218808,-0.864655684706295,-0.688231876509126,0.6582703226105,0.694493384017589,0.544712852573801,0.741055380091815,-0.0257972276407056,-0.192686862356055,-0.27327412386425,-0.101049460851943,-0.0689947906181121,0.442555886161821,0.104063526305049,0.0595219424928773,0.646297386869946,0.733499402877165,0.612114131433592,0.305097048235264,0.350898691881397,-0.864831402015269,0.682945803487378,0.516043889993872
"rsbU",-0.121899751302968,-0.0524791569602852,0.195094060373846,0.289195573774855,0.690017059611938,-0.389851810728862,-0.222872883107272,0.381478374723051,0.397501428079547,0.182721912970139,0.699739073519167,0.711740818282766,0.512224963181133,-0.0117815883566482,0.592597999638075,0.364612883874095,0.457523284522014,0.869861186938455,0.805232509738652,0.763345483804223,-0.823158480677892,-0.688371679300657,-0.395118764937737,-0.862965442741716,-0.867215807683248,-0.85380444254467,-0.87001491295201,-0.873418716010855,-0.86806114007217,-0.19997678232695,0.326223694650437,-0.0202148974215028,0.207665417176246,0.832154741273661,0.834704550343544,0.444825444370266,0.891477900665549,0.932516594174076,0.968721978949785,1,0.580270744487501,0.661009111088216,0.553065408481516,0.586298521605707,-0.841042402447881,-0.849682059444544,-0.674434157960293,0.743573522044948,0.769399292080291,0.651949863502952,0.740711185673812,-0.0822088517548056,-0.240887358716905,-0.278820542371051,-0.130410913330829,-0.117102061264428,0.498368318250768,0.132336783261531,0.0209428613634553,0.584217914383557,0.704963603748839,0.593663865741659,0.275426699638559,0.350066569848135,-0.849171632016171,0.689832151279516,0.462540059384249
"rsbV",-0.132539846096241,0.0142085347318174,0.141198617570973,0.248793861631289,0.482947316102124,-0.239177947495299,-0.206955804767391,0.506445898348774,0.549343701727134,0.288860012550783,0.72088862599327,0.495161186304833,0.47574571948972,-0.0926896027996451,0.340748130088917,-0.0165635804079268,0.0234014658438785,0.610199307320025,0.664483181370331,0.579756907161789,-0.554168973826105,-0.462572857562768,-0.184508006018304,-0.517944818895457,-0.523866586947211,-0.508818700657285,-0.522426482417682,-0.51907213720654,-0.532636393682935,-0.219715034155892,0.0992628203076112,0.301658326940146,0.369733979180848,0.374806463593983,0.462108970926379,0.131750351222241,0.480602056498962,0.608442199609691,0.60442415841424,0.580270744487501,1,0.954382063789081,0.400819884729261,0.393297921716047,-0.506236651798684,-0.517655905490518,-0.441027817785448,0.199392928024398,0.3010238289563,0.305462727981013,0.518539333616529,-0.161291618389919,-0.336923239661527,-0.347286052613815,0.065625314969663,0.122001107924329,-0.0462126631040104,-0.225306618157512,0.00941424919726013,0.43694328497554,0.570278864520119,0.418393576308212,0.302833032383496,0.596110975455853,-0.532965723457495,0.374479950681754,0.0286273799738537
"rsbX",-0.134161284232896,0.0223276982599959,0.148721749700594,0.280799387441596,0.544648063716336,-0.327151779400633,-0.285882764329151,0.406425596681988,0.437105603644579,0.329605679703945,0.66579677808922,0.623126278643141,0.539377655943448,-0.100035692734016,0.360667115164215,0.0253805093850727,0.138830550938685,0.669219798188337,0.730129050163005,0.668346750397345,-0.582983483568075,-0.429507014793129,-0.269063159083143,-0.56134602829944,-0.568329719030346,-0.551611005140779,-0.566520652634557,-0.565171035747448,-0.55895841473872,-0.290442660115958,0.0789279878552104,0.21071271087492,0.4102388186819,0.411837187393362,0.495442799152897,0.283294826859234,0.524246859779356,0.659466795525744,0.667283237289563,0.661009111088216,0.954382063789081,1,0.366461456178821,0.368583653888622,-0.54754050797446,-0.559841199629453,-0.443657537943328,0.253212338272857,0.351602549535671,0.402562945810882,0.629103088058296,-0.172738114955393,-0.323408356129558,-0.292931028392924,0.0565889466216214,0.0627765278994553,-0.00918010922724791,-0.24483186743689,0.0475455897024593,0.483027800819317,0.651034359954717,0.547741303106319,0.361375804300948,0.520533487504224,-0.563679097700125,0.41998105884535,0.132438106540012
"sacA",-0.107366760003739,0.264859926048905,0.242669839678752,0.330082190331902,0.457826749788266,-0.0342498700358885,0.211036329567578,0.749098289441484,0.721368002393302,0.298244003806645,0.459719506917895,0.469491771121442,0.487775204639015,0.392073769951551,0.720790574482931,0.0682410478420941,0.460202381519086,0.616833893356789,0.644065500420211,0.53642443711369,-0.569392854605683,-0.442630739826582,-0.00121774903777355,-0.710843523840787,-0.688579269260645,-0.707786025057067,-0.692116485850278,-0.689900918654783,-0.66758387407581,0.209582867260139,0.578851051635558,0.312745238944515,0.465448709852682,0.560789428574438,0.584399464954805,0.415653799491994,0.553928793151521,0.551357275246753,0.588903939399292,0.553065408481516,0.400819884729261,0.366461456178821,1,0.971409992517333,-0.638651676484986,-0.62950433951252,-0.439199201464342,0.411159577966166,0.459844886090749,0.236584979730049,0.507897045593925,0.163452321743296,0.0312570116702431,-0.0115093647002441,0.0999417288238778,-0.0791187351103019,0.214882809749556,-0.0157333079766798,0.357165599214841,0.57792814760266,0.565583395826908,0.440190053114461,0.566456613016124,0.46355411718497,-0.598198681050284,0.543538059088667,0.613323557501117
"sacP",-0.144695393008355,0.154860754805405,0.155440681822481,0.249548343594722,0.417244200184967,-0.107463403479978,0.133238853741924,0.677699426321344,0.674776527081165,0.241040749971573,0.44769609224543,0.454428922044777,0.408590309934249,0.294713636775719,0.74202726894008,0.113619202682096,0.445391470766466,0.632610924996054,0.643888533639885,0.527984413870776,-0.576660337055385,-0.441330295647079,-0.0854016818813718,-0.720388570812548,-0.701429084609618,-0.720672018620237,-0.706612149129331,-0.707364318109282,-0.693281408286084,0.150643781628964,0.572902160679534,0.250268946658124,0.375538693278496,0.590758470286853,0.593741296269609,0.411579460464198,0.565420947811236,0.563089649657721,0.602737559472249,0.586298521605707,0.393297921716047,0.368583653888622,0.971409992517333,1,-0.640023616033545,-0.638043997815051,-0.476209874541928,0.467068232168247,0.51255690659663,0.277339227811995,0.504155489129927,0.0938406752612055,-0.0405422589689759,-0.0825364216061108,-0.00305561867191351,-0.168378647819637,0.294519362619811,-0.00874233892923594,0.282575310489319,0.551820343884762,0.545959243634528,0.403394745880963,0.567416436766243,0.425114104483473,-0.606516897228384,0.514415752486667,0.600847170151218
"scoA",0.11082744567051,-0.0106405223133049,-0.333157878556224,-0.403252784015596,-0.644092905697626,0.280794970901042,0.0734426382453214,-0.489040627320501,-0.522341495374608,-0.153586207221316,-0.722153569816163,-0.623787128536596,-0.495655291464365,-0.0505333646721374,-0.716598920043203,-0.307075275928891,-0.232658136803725,-0.71910964141653,-0.681888368023615,-0.714790881174361,0.979819184255925,0.5866528696032,0.288466783622908,0.972737323503618,0.97444255321639,0.972089570325996,0.973884049779578,0.971499712438366,0.963671642050119,0.0705571564918586,-0.411756416272302,-0.106261217408597,-0.301498836290617,-0.68024829435133,-0.691243704083026,-0.245945158116368,-0.813305029662242,-0.853794843816802,-0.860769352218808,-0.841042402447881,-0.506236651798684,-0.54754050797446,-0.638651676484986,-0.640023616033545,1,0.995640607465869,0.69984695886619,-0.636906218865415,-0.679679078441764,-0.436039335411841,-0.663978545869738,0.0961049093677513,0.248256792098851,0.34743809311375,0.0913750314160552,0.0600615880978936,-0.424358632930987,-0.110718052458234,-0.0947015504413327,-0.62055409076449,-0.684397363288597,-0.565822456977069,-0.316422105443961,-0.408724188828567,0.989257420191492,-0.593319436476346,-0.545560492071003
"scoB",0.11964131487575,0.0139010821040509,-0.32453202432245,-0.394191065117318,-0.658534644477411,0.29000575531499,0.0884457271874561,-0.465813077220586,-0.500509589899992,-0.126656252757393,-0.727528826614744,-0.611851198437598,-0.510907927952754,-0.0349168285203002,-0.705017940640735,-0.349648517061653,-0.234083348613561,-0.745739065785915,-0.694893547848991,-0.70603264417631,0.974933795123788,0.618990512615329,0.303824865791193,0.976171928997282,0.980488972783518,0.977138566008361,0.980709542027676,0.979417699952707,0.972205491075102,0.0834162984276791,-0.407512367495275,-0.0888725958299702,-0.265949881046102,-0.71201133186748,-0.715831874700588,-0.234702569003444,-0.818788846518815,-0.857740772683295,-0.864655684706295,-0.849682059444544,-0.517655905490518,-0.559841199629453,-0.62950433951252,-0.638043997815051,0.995640607465869,1,0.717566198022392,-0.676718794448065,-0.71685801987724,-0.470773374717857,-0.657446500262272,0.110826086527665,0.26400099223367,0.357761025207815,0.11392887735947,0.0703438831537497,-0.462764938437279,-0.139712585480989,-0.0774646266384389,-0.613678680516177,-0.676078011034928,-0.543856989302441,-0.290254603956166,-0.409361886234635,0.994557237892524,-0.616401165910989,-0.528083769729108
