"","abn2","ccpA","acoR","acuA","acuB","acuC","amyC","amyD","bglH","bglP","bglS","cimH","crh","csbX","cstA","dctP","dprA","drm","galK","galT","glmR","hbuT","ldt","melA","mmgA","mmgB","mmgC","mmgD","mmgE","mmgF","msmE","msmR","msmX","mtlR","odhA","odhB","pupG","rsbR","rsbS","rsbT","rsbU","rsbV","rsbX","sacA","sacP","scoA","scoB","sspH","sucC","sucD","topA","whiA","yesL","yesM","yesN","yhaR","ylbP","yopL","ypiF","ysfE","yvcI","yvcJ","yvcN","ywdA","yxiE","yxjF","yxkF","pval","z","inv_cof_var"
"GSM672679",11.8077974,11.92684275,12.7521803,13.73822305,13.12800297,12.98724424,11.74029926,11.04224089,12.11672937,11.38512714,11.26048625,10.71350892,12.70550669,10.97369777,12.65138587,9.832570632,11.1655158,12.66787807,11.52813271,11.20453309,12.88900186,9.034102602,8.644084015,11.71356952,10.19560706,9.971773978,10.67258401,10.31773494,10.54045279,11.12529665,11.8387684,9.730959851,12.9836684,10.61555799,15.45057695,15.46632379,12.05809554,12.49802138,12.36678959,12.719671,11.90698848,12.45760762,11.78835316,9.211330855,8.533185874,9.604932714,9.7712,12.82561766,14.70664796,13.98436729,12.49265874,12.86331896,11.2720223,11.10672639,10.05959888,11.98850669,15.80265167,13.07706859,13.32523234,12.50189554,12.88276766,13.18522751,11.70737026,9.310286617,13.35250967,9.650143866,11.53860669,0.00115716869619465,3.04661524820186,7.34752851736374
"GSM672680",11.59151078,11.79491301,12.72266468,13.63154052,13.04989703,12.81230186,11.51852045,10.92964758,12.03291822,11.49827212,11.11236022,10.92735539,12.86331896,10.71840037,12.54641822,9.507773234,11.545929,12.66355688,11.35768476,11.03646654,13.03570706,9.411591822,8.707036803,11.49708959,10.87268364,10.7218171,11.34454126,10.97694387,11.30964275,11.72728216,11.7111632,9.302730483,12.8679223,10.65589554,15.190129,15.17188364,12.10021896,12.51292732,12.60967212,12.71816097,12.06496617,12.72717732,12.06771041,8.94377881,8.335963569,10.08286914,10.22716952,12.68047472,14.47804424,13.86665948,12.75695279,13.02354647,11.20118141,10.97474461,9.981542379,11.82445613,15.71599665,13.13379517,13.15597175,12.35933978,12.80753569,13.34303457,11.83088699,9.065098885,13.15779442,9.965484758,11.34337435,0.000262050655277398,3.46812609164407,7.68533633569885
"GSM672681",11.3281881,11.68854647,12.45830409,13.33142937,12.76305799,12.56771524,11.21668625,10.60049368,11.88511933,11.27734684,11.24241227,10.62853197,12.80310595,10.58764238,12.20908513,9.437442007,11.28929814,12.71058885,10.99838327,10.8058184,13.08807955,9.419314498,8.833879926,11.10018662,11.20511264,10.88470892,11.65469554,11.19995948,11.55800706,11.96150149,11.21293494,8.961608736,12.69237249,10.58402416,14.94886468,15.06041338,12.32441041,12.57097026,12.65748922,12.68201636,12.09898662,12.66355688,12.02192007,8.676886989,8.209816357,10.15135502,10.44512714,12.73350074,14.25402268,13.72989257,12.87304684,13.10225725,10.93087398,10.82892454,9.719782342,11.44888067,15.79347546,12.89065985,13.14322714,12.07172602,12.89381004,13.46152045,11.74211264,8.956904089,13.04626283,10.25613717,11.23069257,0.000344519067429481,3.39390411442878,7.62585325338746
"GSM672682",11.30724907,11.52813271,11.92018364,13.00807138,12.40042639,12.10981524,10.24568606,9.429528625,11.62737993,10.75109331,10.87084572,10.09716097,12.90591059,10.17872528,11.74086617,9.041450186,11.39341227,12.82640149,11.05514201,10.73932156,13.08133792,9.684353532,8.852436803,10.33356431,11.80914981,11.43214164,12.13786729,11.68967509,12.02317361,12.24872342,10.20304461,8.366150929,12.22466394,10.51419851,14.8536461,14.86360112,12.39912119,12.52980595,12.49575204,12.73977435,12.00980706,12.68124554,12.17875688,8.530658364,8.392362082,10.72878178,10.72067398,12.80614647,14.13993457,13.59385576,12.8811052,13.15417807,10.41518587,10.34093643,9.410388104,11.31439294,15.42020595,13.29238922,13.12605204,11.65836766,12.94794461,13.42601599,12.00707993,8.719429368,12.83418104,10.50502379,10.90396134,0.00137150739347728,2.99515937382577,7.30629067749806
"GSM672723",10.09716097,13.04444907,13.21968216,13.36438513,13.1109777,12.68047472,11.86726952,11.33991747,12.49420967,11.90698848,11.00122007,10.22539145,14.02859517,11.06212491,12.55092639,15.19678141,11.14367621,13.61745502,12.92150372,12.89810799,14.19545279,7.277204089,9.433663197,12.1644855,7.265292565,7.195415613,7.330529368,7.291402602,7.503384387,9.912310037,12.37568327,12.66937435,14.27576691,11.29289665,16.18018922,15.98063123,13.37430892,13.24083643,13.22169145,13.25369033,13.04989703,13.47410706,13.35631375,9.744597026,9.734589219,7.876136059,7.874073978,13.48236691,15.96520669,15.4277855,12.11672937,14.30353717,11.58120632,11.18137621,9.569909294,11.37801599,13.88486654,13.32130186,13.07797286,12.9397052,13.98711561,14.71080558,13.09419721,10.06692714,13.79859108,8.108623048,12.64338773,0.41715209982981,0.209184515770782,5.07355075306223
"GSM672730",10.63088401,12.77412974,13.09676506,14.5439829,14.35301933,14.20152714,13.77660149,13.36438513,11.90566059,11.32135353,11.87491115,10.86752045,13.82056989,11.91770855,12.89544572,12.12665576,10.99896283,13.63843383,12.58170112,12.50924944,13.98711561,7.40575539,9.464672119,13.50083327,7.464571004,7.376822677,7.450236803,7.551989219,7.661118587,9.90340855,14.03459963,13.87172416,13.33340483,10.61201561,15.83757435,15.66552974,13.55356059,12.41698625,12.61808885,12.63599665,12.25010112,12.70469665,12.56626989,9.329881041,9.089297398,7.646154275,7.675954461,13.24969777,16.35571933,16.05834275,12.85502825,14.06186803,11.40274498,11.09151115,9.926298885,13.00986097,15.93357807,13.49133829,13.62222788,12.94628513,13.77427435,14.39460335,12.87794796,9.652842007,15.39813309,7.845779182,12.48971413,0.467107176432089,0.0825437206698652,4.9720581073312
"GSM672732",9.77656171,13.12800297,13.18522751,13.28548736,12.95128178,12.67568848,11.95744758,11.39223755,12.44216766,11.92684275,11.19393717,10.59128327,13.9789632,11.45005353,12.71058885,15.62225242,10.89925799,13.53339257,12.90673086,12.86639294,14.17513717,7.502536431,9.132736059,12.09898662,7.295992007,7.221266543,7.344720818,7.423486245,7.588915242,9.847455762,12.36369665,12.65290223,14.08497249,11.18580558,16.23596914,16.04441561,13.36243383,12.99767955,13.48236691,13.48706506,12.95571914,13.55558736,13.55136803,9.856439033,9.445009665,7.952664312,7.811251301,13.15417807,15.98063123,15.24909405,11.89274275,14.25115204,11.19509517,10.91700595,9.212445725,11.6362881,13.92068736,14.32986134,13.01151115,12.97873309,13.88999294,14.51807323,13.14508736,10.35158587,13.93093309,8.295108922,12.56166506,0.422122403407587,0.196466811746965,5.06335851265523
"GSM672737",8.349314126,13.32734535,10.69380223,11.72728216,11.59652825,11.38992602,8.264835316,8.191301487,13.25369033,12.84514201,10.19194089,8.313920074,13.15065688,10.26046654,11.24960967,13.91831896,10.1489197,14.33275836,11.67069814,11.50648104,13.21777212,7.72549145,9.269001115,9.113410037,7.257773234,7.213489591,7.406206877,7.630018959,7.753662454,9.293330483,8.699295911,9.761062825,11.52934052,10.47263569,15.57326431,15.28884089,14.13993457,12.719671,12.85840781,13.16149219,12.49886208,12.46461859,12.12215242,13.16499442,12.72426729,8.321381413,8.397209294,10.96463569,14.90736059,14.46059071,13.16865353,13.35631375,9.071826022,9.112163197,8.79387881,9.455064684,10.58764238,12.75389331,10.31164684,11.48022454,13.17256729,13.6561342,12.26155651,12.65374164,13.32938104,9.043852416,10.45493383,0.485859587137604,0.0354521836854359,4.93431794093157
"GSM672738",8.62324461,13.34708364,10.49909703,11.91582007,11.60009591,11.36968216,8.405745725,8.025824907,12.53051413,12.02602751,10.11462639,8.379783271,12.90368476,10.28045836,11.19761078,14.1456342,10.36471933,14.07896877,11.52934052,11.32697918,13.19254647,7.470170446,9.231700743,9.071826022,7.212406691,7.188427509,7.266283271,7.506061338,7.710728625,9.081620818,8.438575465,9.232905204,11.40160372,10.38173197,15.67325911,15.24369703,13.77660149,12.72872639,12.86639294,12.86877063,12.36989182,12.68729888,12.23710446,11.57153606,11.06334126,7.996134572,8.167665428,10.89689591,15.31526691,14.53294684,13.12992751,13.2692461,8.97785948,8.825094796,8.695480297,9.352210781,11.19026506,12.68729888,10.59240297,11.3281881,13.11192862,13.56877881,11.83474164,11.25459517,12.69559926,8.753835688,10.52265576,0.497597175774382,0.00602302355872049,4.91073278165867
"GSM672766",8.468954647,13.32734535,8.789441078,11.04170632,10.33593941,10.18850149,7.775827509,7.945713755,9.371142751,9.343478439,8.091320074,9.63347026,12.86331896,9.004359108,8.767125465,10.15888587,11.13814721,11.97618699,10.69941338,10.22599703,12.82483383,7.736437361,8.778986803,9.002004089,8.219970632,7.740816729,7.764346283,7.917357993,8.282886431,9.508453903,8.613412268,8.972713011,9.908577323,9.452549814,14.82197844,14.46409554,11.85276729,12.08812974,12.30054126,12.74756208,11.9466974,12.5327658,12.25859294,8.893053903,8.459275093,8.584171375,8.501655019,8.823742007,14.78475056,14.18664647,12.9331223,12.95834721,7.59084052,8.034003346,8.262543494,8.660651673,10.37321041,14.49293792,10.45966691,10.40149368,12.71816097,13.28644796,11.85939182,9.911007435,11.27385204,8.121063569,9.984120446,0.463431514512488,0.0917923414319207,4.97947015010743
