"","comZ","spo0A","divIVA","dnaA","dnaG","dnaN","ftsE","ftsX","med","metS","parA","parB","pdeH","pdxS","pdxT","pit","sacT","sepF","tagV","tkt","tsaC","yabD","ykaA","ylmD","ylmE","ylmG","ylmH","yqxD","yqzC","yqzD","yrrL","yvyE","ywcI","yydA","pval","z","inv_cof_var"
"GSM672625",12.11816134,12.73350074,13.15227509,13.21045353,14.12469963,12.60065019,13.56426171,12.57097026,11.73589108,12.97032825,12.5327658,12.57725279,10.90858253,14.78475056,14.8536461,13.34708364,10.43080074,13.10225725,13.11539071,14.04552862,10.2696368,11.13711487,14.42909851,13.37237472,13.50399368,13.6246145,12.70912007,14.26946022,12.1967829,13.86138401,11.36849442,13.12422305,8.333586989,11.53395353,0.443124830614236,0.143051306339744,9.10754672816892
"GSM672626",12.25706059,12.74293383,13.02196208,13.31143866,13.99478104,12.75768401,13.57959368,12.72122491,11.92018364,12.99076729,12.62380409,12.63741822,11.08388067,14.95131636,14.81200037,13.39298996,10.23892602,13.13193197,13.23891599,13.98711561,10.32256357,11.05172937,14.37716803,13.26739145,13.33925093,13.65857993,12.78051896,13.98436729,12.05132193,13.84114201,11.56802119,13.18607974,8.292988848,11.67184201,0.410675739522644,0.22580706868903,9.22570637241247
"GSM672627",12.0542368,12.86331896,13.1136368,13.04265836,14.09866691,12.34786914,12.52103866,11.5435829,12.03948625,12.76934647,12.88760223,12.86164312,10.42133532,14.64045799,14.76273346,12.61808885,10.26853903,12.89221561,12.25010112,14.00300297,9.980869703,10.74508104,13.64935428,13.30005502,13.31058439,13.70401115,12.20520706,14.177971,11.5350052,13.29628699,11.15065874,12.44648699,9.358621933,11.47898253,0.343980505530485,0.401623664770772,9.47673936220536
"GSM672628",12.34420836,12.96154498,13.0743855,13.16149219,14.16922491,12.64033755,12.40042639,11.81923755,11.90059108,12.79665613,12.95315316,12.88276766,10.48109219,14.84911041,14.86847249,12.66937435,10.42954089,12.89724424,12.50924944,13.66987732,10.14026543,10.79461747,13.58394275,13.28644796,13.05860929,13.28852007,12.49129033,14.08497249,11.92544981,13.37430892,11.23750149,12.51217212,9.447581784,11.71836989,0.231177937158888,0.734973104283394,9.95269958616358
"GSM672629",11.8179803,13.12244907,12.91991375,13.07116617,13.94646394,12.32301375,12.56771524,11.68967509,11.53634684,12.80000632,12.87633978,12.91142379,10.17489219,14.76273346,14.66569628,12.78051896,11.57506468,12.98284442,12.1154171,13.76423197,10.07056989,10.69497435,13.70641859,13.45520892,13.33925093,13.78598662,12.50635242,14.09040223,11.44476636,13.30210743,10.99896283,12.07309777,11.02313662,11.36244796,0.14172380028542,1.07260673739315,10.4347768317882
"GSM672633",12.25706059,12.54327509,13.36832156,13.20139963,14.05925799,12.94290967,12.57565725,12.08006543,11.44062416,13.10047026,12.67265651,12.83902974,10.66670855,14.88755316,14.96705799,12.84075093,9.748265056,12.95834721,12.68502305,13.9789632,9.470976394,10.79744665,14.05645093,13.24606989,13.22730074,13.66527955,12.54480855,13.99217212,11.61633606,13.31923978,11.73784907,12.56927323,9.121938662,11.47898253,0.481478958429348,0.0464420559474788,8.96960691185974
"GSM672636",12.30192082,12.72717732,13.52142082,13.17595502,13.91563829,12.51953383,13.12605204,12.38281004,11.93608848,12.94970781,12.71352639,12.63599665,11.06917918,14.79863755,14.91167472,13.12800297,10.32005799,13.32318773,12.64338773,13.93337732,10.18850149,10.93927732,14.21655688,13.4511197,13.47612974,13.92297026,12.72872639,14.06186803,11.53860669,13.0393197,11.24703346,12.82249405,8.836514498,11.52100074,0.353921644357543,0.3747541869948,9.43837480794485
"GSM672637",11.85151487,12.84514201,13.49333755,13.18607974,13.97082379,12.78829182,13.11699257,12.66638996,11.76959033,12.87464238,12.65748922,12.69237249,11.21293494,14.92148885,15.15962193,13.23891599,10.04722045,13.48236691,12.8679223,14.13993457,10.3081487,11.07978216,14.10461152,13.55136803,13.38472454,13.87665688,13.08980112,13.90030558,11.70220223,12.92828178,11.03527658,12.85326877,8.886296654,11.19026506,0.418803143045791,0.204956276489294,9.19593536772861
"GSM672638",11.98850669,12.97704498,13.53679182,13.18357249,14.07336952,12.66046617,13.15227509,12.63002937,11.61378959,12.93638178,12.50487918,12.78906952,11.01078959,14.98346506,15.03266691,13.30210743,10.50383271,13.37838364,12.72872639,14.08764126,10.39856896,11.06212491,14.13102342,13.47410706,13.60160558,13.83597807,13.09337732,14.09040223,11.69219926,13.17780409,11.17542156,12.80614647,9.458850929,11.50065985,0.278818391296722,0.586355290618623,9.74050133564459
"GSM672640",11.72986729,12.91142379,13.58176394,12.99767955,14.07896877,12.2758855,12.78208439,12.49886208,11.50004219,12.76756729,12.719671,12.85502825,10.63955428,14.69906245,14.9356,12.94628513,10.92265688,13.30781115,12.44358959,14.25115204,10.0693658,10.69258996,13.63843383,13.42404535,13.54736245,14.12176357,12.97032825,13.78122565,11.73722937,12.89634498,10.79346208,12.34049442,10.31281784,11.19886617,0.242060690554855,0.699689266427789,9.90232091028396
"GSM672641",12.06917695,12.7521803,13.29238922,13.07116617,14.03459963,12.59782974,13.0393197,12.36989182,11.64227658,12.85840781,12.57407212,12.77709554,10.90097342,14.85846468,14.97813903,13.35817584,10.43986338,13.1376223,12.70631673,14.08764126,10.12925874,10.81364758,14.19217844,13.54124015,13.45721859,13.76194498,12.88597286,14.02274981,11.79619814,13.16865353,11.08792416,12.9736632,9.369944238,11.41278104,0.322414947936822,0.460956386575496,9.56145531552904
"GSM672645",12.18972751,12.78364684,13.40184461,13.18357249,14.00014721,12.67265651,13.3970368,13.01521004,11.99250855,13.01324461,12.59205613,12.65748922,11.49827212,14.82197844,15.08293978,13.91054387,10.26669219,13.51480558,13.24969777,14.35627175,10.65251152,11.13121933,14.55602639,13.60378104,13.6940316,14.23797286,12.91816022,14.3002197,12.29753643,13.70143383,11.05971004,13.36649851,8.168211524,11.64738439,0.498130024420802,0.00468735082412939,8.9099890561019
"GSM672651",12.30192082,12.75841524,12.82026617,11.91645465,13.5084171,11.87752714,12.1574803,12.34201004,12.55561822,12.58472156,12.81725688,12.77089368,11.79360967,14.11600446,14.82635502,12.75389331,10.287729,13.39298996,12.69635725,14.24448885,9.424471375,11.53286245,12.90826059,13.53679182,13.3970368,13.91563829,12.0407881,13.6246145,11.97618699,13.13574721,11.00784294,12.31454387,9.236433086,11.1661171,0.213662000664441,0.79377916958847,10.0366635731846
"GSM672652",11.78647305,12.57725279,12.84668736,11.83214907,13.60160558,11.99392119,12.02317361,12.45247361,12.11117286,12.96154498,12.85165985,12.85683234,11.31557286,14.09866691,14.9261052,12.7906119,10.69834424,13.51044907,12.43612565,14.31640743,9.321043123,11.63001524,12.99596394,13.43237621,13.33340483,14.19545279,12.04601524,13.69896357,11.83474164,12.94463234,10.8370197,12.05132193,10.29234758,10.88912007,0.17970991597924,0.916471150850978,10.2118446173314
"GSM672654",12.17384888,13.16865353,13.59734461,12.86164312,14.06186803,12.3463026,12.67413941,12.18563792,11.55055688,12.75065836,12.51217212,12.64979145,10.81242528,14.87297918,14.90736059,12.8811052,13.77660149,13.3702461,12.48356283,13.79092788,9.638676208,10.61900669,13.65857993,13.58615465,13.81582714,13.98436729,12.73350074,13.95159331,11.49220149,12.88276766,10.36729665,12.65290223,13.51480558,11.33162788,0.157103446337254,1.00643390130049,10.3402944833773
"GSM672655",12.31169033,13.18357249,13.67681933,12.97545799,13.96283048,12.49129033,12.94463234,12.58323271,11.62737993,12.81402342,12.48819219,12.78510967,11.24592528,14.8536461,15.03266691,13.06752156,13.03222825,13.77875762,12.96701115,13.7109197,9.844852788,10.87773792,13.87050948,13.52142082,13.76680818,14.12791078,13.17423792,13.85909405,11.94543792,13.14322714,10.64325093,12.83102602,12.70161301,11.04117175,0.062876267480799,1.5310682127124,11.0893734820426
"GSM672656",12.7521803,13.38685874,13.5191461,13.19072825,14.53674944,12.72717732,13.18166543,12.80753569,12.08684164,13.00465167,12.8156342,12.8811052,11.59954219,15.31526691,15.4060026,13.58615465,9.853855762,13.83360706,13.33925093,14.19217844,10.68212305,10.83819963,14.04023532,13.93621227,13.95989033,13.85627844,13.28071041,14.05355316,12.55336599,13.30210743,10.79227621,13.31550074,9.043852416,11.91582007,0.438440160362187,0.154925156935916,9.12450035076166
"GSM672661",11.34454126,12.80310595,12.85165985,13.12992751,14.08764126,12.5077974,12.62544387,11.94402528,11.30483197,12.55874387,12.54327509,12.59637175,9.866851301,14.23797286,14.39777584,11.94543792,10.60049368,13.00110632,12.51518699,13.31058439,9.729824164,10.34922342,12.64338773,13.15417807,13.08627212,13.73114758,12.49718067,14.49293792,11.98993309,13.1376223,10.53229405,12.38852714,9.730959851,11.04821115,0.357732950558655,0.36452514423461,9.42376966119513
"GSM672662",11.20329851,12.77089368,12.50189554,12.95834721,14.18951673,12.41567323,12.45247361,11.32364052,11.49158587,12.3842197,12.4661171,12.58472156,9.585373606,13.97502063,14.32645576,11.84897658,10.8252368,13.00110632,12.1967829,13.15779442,9.338222119,10.2401855,12.67265651,13.18522751,13.12422305,13.81311004,12.11117286,14.51807323,11.5375197,12.82026617,10.29977138,12.02602751,10.28526989,11.03410706,0.40061621874877,0.25175241840399,9.26275144583171
"GSM672664",10.92205149,12.67015204,12.80310595,13.00295056,14.35464554,12.78829182,12.5479145,11.73237063,10.79915911,12.50487918,12.65605019,12.54641822,10.18349442,14.32645576,14.62074498,12.13645688,10.30587918,12.91305019,12.33152714,13.18522751,9.969389963,10.42480074,12.68201636,13.10802045,13.15597175,13.74743383,12.39295911,14.68655279,11.83151803,13.21045353,10.73825836,12.13522082,10.05704498,11.41278104,0.367340342285849,0.33890581382333,9.38719008194628
"GSM672666",11.7445632,13.00295056,12.87304684,13.04719888,14.07067323,11.93608848,13.13193197,11.87245242,11.5727223,12.52103866,12.67092974,12.75695279,10.41153829,14.35627175,14.42909851,12.54170929,12.26584201,13.24257695,12.36528178,13.52142082,10.23892602,10.71228216,13.4345881,13.7086368,13.51256134,13.70641859,12.74293383,14.27227695,10.91210632,12.58472156,10.88583123,12.42288327,12.00980706,11.47656617,0.0554083200071078,1.5945332929071,11.1799896649502
"GSM672667",11.6834855,12.87794796,12.97873309,13.08980112,14.03156208,12.09898662,13.07797286,12.04866431,11.70165056,12.41094461,12.49197454,12.56473271,10.45730818,14.32986134,14.3805052,12.65748922,11.69219926,13.25168253,12.45543494,13.70641859,10.30341896,10.55341784,13.38884164,13.56426171,13.54925019,13.80343717,12.63305613,14.19545279,11.34212082,12.66046617,10.87084572,12.33152714,11.2202,11.52469963,0.0580476908752341,1.57137580857582,11.1469251382939
"GSM672668",11.65105948,12.91651264,12.91816022,13.06840613,13.92820372,12.10581004,12.96858699,11.83344498,11.70048234,12.41567323,12.69237249,12.71816097,10.20304461,14.3837368,14.49691561,12.43925799,11.16389888,13.00986097,12.17875688,13.68176245,10.18292509,10.52649517,13.14873532,13.44724164,13.2692461,13.8485,12.71656803,14.18383309,11.1778052,12.7318948,10.91817807,12.13114796,10.68212305,11.28091301,0.132176921176631,1.11615955755804,10.4969620572081
"GSM672669",11.78463792,12.98724424,12.87947621,13.10592714,14.1456342,12.08748569,12.79665613,11.65592045,11.70353494,12.50924944,12.91488662,13.00624349,10.14402862,14.42564907,14.46736729,12.39153123,10.77818476,13.11539071,12.09898662,13.62670483,10.08529814,10.52397398,13.25773792,13.53224944,13.41992007,13.68413234,12.61107732,14.08497249,11.3281881,12.78510967,10.99021691,12.20908513,10.06692714,11.32697918,0.221919227367518,0.765727509825036,9.99661108567203
"GSM672670",11.78955725,12.9331223,12.76600149,12.97032825,14.02572788,11.8281881,12.91488662,11.83088699,11.68608067,12.44963011,12.96507435,13.00465167,10.14402862,14.25402268,14.2410829,11.96963309,10.44395465,13.10592714,12.17875688,13.46987881,10.2203197,10.32988178,13.07957993,13.40092937,13.23499331,13.7109197,12.2829855,14.21655688,11.52469963,13.00986097,11.0609684,12.41414164,9.467850558,11.05398736,0.276971423571109,0.591862230818898,9.74836420919518
"GSM672671",11.43697807,12.81874535,12.91488662,12.98724424,14.07067323,11.87881301,12.92992751,12.10452751,11.65105948,12.36217918,13.06929071,12.92503755,10.11346208,14.15794052,13.94646394,12.11816134,10.09014535,13.12422305,12.29166617,13.60160558,10.21655725,10.37321041,12.97704498,13.25168253,13.14322714,13.58176394,12.45830409,14.16068439,11.76571784,13.04444907,10.98274721,12.61945911,9.142003346,11.17430409,0.310045436696895,0.49572156027108,9.6110934366619
"GSM672672",11.28217807,12.99247212,12.79327175,13.10047026,13.65388439,12.11942565,12.95655428,12.05809554,11.42471599,12.1967829,12.86164312,12.79503234,10.32126059,13.68176245,13.71774591,12.06361859,9.904658736,12.8811052,12.5312223,13.26165428,10.37321041,9.993965056,12.8156342,13.06752156,12.88760223,13.59032751,12.32875093,14.00869331,11.58623978,13.08473941,11.14142193,12.56166506,8.765206691,10.85440372,0.296493981630494,0.534511112452948,9.66647761241067
"GSM672673",11.60768401,12.97704498,12.6418026,12.98548327,13.8509658,12.04601524,12.54170929,11.79238513,11.45859368,12.31523606,12.94628513,12.9397052,10.15888587,13.88738959,13.89516245,11.73237063,9.842369888,12.87464238,12.22305651,13.52248067,9.914948327,10.21334517,12.70469665,13.1376223,13.08980112,13.58615465,12.33085353,14.04023532,11.63497546,13.04626283,10.87948736,12.32020335,8.815912639,11.07273717,0.377715612949487,0.311485945253226,9.34803967328019
"GSM672674",11.70866914,13.37626729,12.9007197,12.98548327,13.48460855,12.13914164,12.25278848,11.29765019,12.25706059,12.24615948,13.61745502,13.66292007,11.32697918,12.61541041,12.75551227,11.67967361,8.983071375,13.2749487,12.62092416,12.56328699,10.11462639,10.45966691,12.75065836,12.97545799,13.01068606,13.56426171,11.21668625,13.5423026,13.1633513,14.45737881,11.40767807,12.8156342,8.383890706,11.9588368,0.393402040227838,0.270462997139748,9.28946662872951
"GSM672675",11.37569814,13.10592714,12.92150372,12.9632026,13.91315353,12.01371413,12.43780892,11.42134944,10.93322082,12.17460074,13.03394164,13.06752156,10.56048587,12.59489368,12.55413048,11.58383606,10.38428922,13.21222714,12.6567697,13.31923978,9.925621561,10.42954089,12.59922416,13.40275985,13.59271896,13.80583271,12.08955204,14.00014721,13.01324461,14.55173829,10.97806617,13.06578587,9.99890223,11.6064513,0.199932519153054,0.841862293832244,10.1053172196918
"GSM672676",11.08153048,13.45520892,13.0542184,12.98028141,14.30507379,12.09369554,12.03948625,11.18360929,11.31214572,11.95744758,12.92673643,12.88597286,10.56517138,12.52835316,12.43541914,11.28929814,13.10592714,13.29824572,12.60065019,12.93473197,9.885793309,10.63088401,12.40194684,13.6561342,13.72863755,13.64514461,11.69730632,14.40469851,13.06578587,14.5706171,10.90965465,12.97032825,13.20690632,11.42728327,0.106689213057709,1.24432920634,10.6799641790299
"GSM672677",11.53634684,13.6561342,12.88900186,13.13574721,14.46059071,11.96223086,12.21777212,10.72286952,11.47432714,11.83214907,12.83418104,12.90971413,10.50936506,12.72266468,12.77709554,11.56918327,14.90230818,13.38472454,12.54327509,12.78984721,9.909817472,10.24135167,12.52395651,14.19217844,13.95716766,13.63154052,11.77082305,14.54790446,12.76600149,14.13691599,10.8426684,12.87134275,14.91167472,11.40904461,0.34954108834176,0.386559728249842,9.45523089766234
"GSM672683",13.27106394,12.04866431,13.18522751,13.5115052,13.52354052,13.28071041,13.26346171,12.99767955,12.10021896,13.15065688,12.29166617,12.31592825,11.66571561,14.43247509,14.73557435,14.03156208,10.04591561,13.39496283,13.23109554,14.20445688,10.74634201,11.48629777,14.55173829,13.31340074,12.93810186,13.81311004,12.66502602,14.02859517,12.81230186,13.9254487,11.93087695,12.60530818,7.994171375,11.12277175,0.397169791859511,0.260679619959711,9.27549780850144
"GSM672684",13.18883978,12.03546171,13.1395539,13.37237472,13.63843383,13.10592714,13.28255242,13.23891599,12.04992751,12.98028141,12.29611413,12.37568327,11.7631513,14.44320929,14.82197844,13.90293309,10.04980929,13.19436877,13.31550074,13.94112825,10.56347119,11.4562539,14.78045019,13.19966617,12.93638178,13.73822305,12.67714424,14.13102342,12.71507175,14.15158996,12.00437026,12.7521803,8.032024535,11.2352461,0.404459485604327,0.24182086437242,9.24857105696401
"GSM672685",13.42815502,12.18972751,13.5084171,13.2291658,13.51044907,12.97873309,13.24788216,13.41359628,12.15180074,12.75695279,12.233029,12.19544498,11.91645465,14.32986134,14.5706171,13.96823197,9.942540149,13.07284758,13.31737249,14.16068439,10.53672193,11.24836134,14.83115242,13.02854461,12.68798067,13.83597807,12.49718067,14.2572026,12.9916197,14.26317249,11.85813271,12.70310595,7.855413383,10.98965576,0.493712548772403,0.0157609555219799,8.92580007825247
"GSM672686",13.30389257,12.17309703,13.10225725,13.2904829,13.7405171,13.29444201,13.07116617,13.00807138,11.97753792,13.1395539,12.20027416,12.32742639,11.57750409,14.51143346,14.78045019,14.04280037,10.57679554,13.24257695,13.28071041,14.21381301,10.98499331,11.54112342,14.84014647,13.32318773,13.27106394,13.92682621,12.90213346,14.01388922,12.60364461,14.09040223,12.00844572,12.62237993,7.94674684,11.14255428,0.37108258963554,0.328987442993761,9.3730285162084
"GSM672687",13.13574721,12.05938885,13.04989703,13.45315651,13.9789632,13.38058216,13.36243383,12.96858699,12.09093494,13.2904829,12.30338885,12.43176617,11.70165056,14.61673569,14.96705799,14.11328476,10.137871,13.39298996,13.27106394,14.61295725,10.99077807,11.58566431,14.77594758,13.28452677,13.28255242,13.88738959,13.03748513,14.15794052,12.6418026,13.93093309,12.03426766,12.75551227,8.123189219,11.46037844,0.396695019714543,0.261911025127324,9.27725602318516
"GSM672688",13.14508736,12.08145093,13.21581859,13.41777658,13.81311004,13.38472454,13.32130186,13.12605204,12.13241078,13.16499442,12.24872342,12.41256617,11.75559182,14.66993086,14.88252156,14.04813494,10.11590446,13.15065688,13.19793569,14.6242052,10.94499814,11.53860669,14.82635502,13.24878996,13.31737249,13.8692948,12.84362528,14.08209294,12.80753569,14.17513717,12.10308439,12.6418026,7.986987732,11.41517398,0.424345936657042,0.19078776680414,9.17570540408217
"GSM672689",13.48236691,12.79137658,13.53679182,13.61745502,13.51702342,13.21777212,12.01920743,12.18289145,11.34829926,12.73977435,12.47253067,12.8108052,10.34221784,13.62222788,14.07618625,12.36369665,10.90512491,14.06484089,11.45253383,13.45520892,10.65589554,11.24703346,13.73361487,13.07957993,13.14322714,14.48155167,11.77196952,13.7497,11.73350112,12.97545799,12.07722007,11.5350052,9.081620818,10.35867472,0.269437829357588,0.614514099760675,9.78070681229168
"GSM672690",13.39298996,12.61945911,13.56877881,13.61280632,13.40275985,13.19533104,12.03685651,12.11816134,11.38389442,12.84992788,12.42432045,12.70778104,10.32377435,13.69896357,14.01120595,12.69099182,10.56517138,14.19217844,11.41637175,13.81818216,10.73466766,11.51478885,13.49133829,13.10414349,13.25970781,14.55173829,11.70866914,13.63389182,11.72348773,12.77884796,11.95349405,11.48512491,8.560181041,10.36854833,0.37634083650812,0.315105341522008,9.35320748955491
"GSM672691",13.29341561,12.79665613,13.52764833,13.81582714,13.54925019,13.55136803,12.30886543,12.24317175,11.05850781,12.92150372,12.14741227,12.77884796,10.20901524,13.67938253,14.08209294,12.69021859,10.34978606,14.11871338,11.47313457,14.17513717,10.75005539,11.52343123,13.36438513,13.10225725,13.38579164,14.58946431,11.85680372,13.61745502,11.67439108,12.62842751,12.02317361,11.48512491,8.557764684,10.37802602,0.45646651755219,0.109339730496724,9.05941294635819
