"","cgeC","gerE","cgeD","cgeE","cotQ","cotS","cotSA","cwlH","ftsY","spoVIF","gerR","spsA","spsB","spsC","spsD","spsE","spsF","spsG","spsI","spsJ","spsK","spsL","sscA","sspG","yeeK","yfnD","yfnE","yfnF","yfnG","yfnH","yjzB","ykzQ","ylbD","ylbE","ymaG","yodU","yppG","ytxO","yurS","yxeE","spoIIID","pval","z","inv_cof_var"
"GSM672628",7.211828067,10.08906357,8.872554647,10.23892602,8.274050558,7.726288476,7.400432342,7.228956877,11.98045539,7.45293829,8.368715242,7.500678067,7.461993309,7.436165428,7.783582528,7.694830855,7.715651301,8.024810037,8.519863197,8.332564684,8.49786803,8.425394052,7.156690706,7.61314684,9.961820446,7.845779182,7.630018959,7.271315613,7.371171004,7.239541264,8.30718513,9.11569145,7.760433829,7.243178253,7.18144684,8.194155019,7.74390632,8.147725651,7.697784201,7.117533829,7.164477323,0.39297737312867,0.271567299152235,8.17326854754662
"GSM672629",8.577357993,10.60271673,8.994675465,10.22599703,8.08659145,7.695330483,7.61314684,7.872061338,11.88260409,10.33973569,8.438575465,8.230542007,8.114809665,8.079886245,8.218820074,8.223567658,8.270647955,8.360233086,8.848271747,8.692872119,8.772980297,8.589718216,8.710594424,11.1695632,9.507092565,8.311623048,8.207724907,8.161189963,8.184210409,8.211057249,8.308172862,9.448202974,7.782479554,7.263282528,7.282736059,8.479710781,7.771924164,7.94874052,10.46929405,7.595456877,7.22019777,0.328251296429493,0.444747009458984,8.34806680068138
"GSM672634",7.458304089,10.05336431,9.35100632,10.90512491,8.222346097,7.526581784,7.389022677,7.40222974,12.03883494,8.431318959,8.629306691,7.742886245,7.650818216,7.810275465,7.848711896,7.914788104,7.956737175,8.125818401,8.70822974,8.67227658,8.746243494,8.628068773,7.671643494,9.571112639,9.192094796,7.997119703,7.716571004,7.565977695,7.421697026,7.494581413,8.052826022,9.224525279,8.084459108,7.564085874,7.144603717,8.355411152,7.754774349,7.798363941,9.159348327,7.282736059,7.085886989,0.371330897842862,0.328330486594543,8.23056224546136
"GSM672635",8.009399628,9.805604833,9.2174171,10.96359368,8.200952045,7.45382974,7.375370446,7.379622677,11.91377249,8.946330112,8.542533829,7.928262825,7.750881041,7.835530855,8.040285502,7.989667658,8.082105948,8.168757621,8.760095167,8.631756506,8.778329368,8.71195948,8.305863941,9.971773978,9.242672119,8.129672119,7.788498141,7.581318587,7.564531041,7.564531041,8.152455019,9.069464312,7.824440149,7.365495911,7.275465799,8.501655019,7.757776208,7.653642379,9.773924535,7.251828625,7.114518587,0.36483508612982,0.345564309402725,8.2479571361005
"GSM672638",7.791298513,10.68152658,9.494378067,10.95881636,8.198600743,7.730965428,7.702029368,7.282736059,12.00305651,9.106116729,8.516163569,7.673636059,7.645181784,7.750407621,7.827565799,7.88627026,7.945713755,8.073602602,8.678208922,8.669790335,8.787394052,8.573867658,8.41797881,8.867563197,9.266752045,8.184210409,7.963007807,7.740816729,7.712718216,7.735995539,8.032024535,9.45124052,8.065120818,7.570474721,7.746923792,8.010395911,7.711727881,8.140407807,8.508939033,7.992124907,7.332940706,0.155538829015002,1.01296336908681,8.92159372764995
"GSM672640",7.344720818,10.84505911,9.339497584,11.08671896,8.107589591,7.47327658,7.298382528,7.557595911,11.6089539,8.410509294,8.465450186,7.624310781,7.571387732,7.695330483,7.8573171,7.811251301,7.891243123,8.074649442,8.436023792,8.455767286,8.533185874,8.477389963,7.940559851,8.664556134,9.140726766,8.091864684,7.691536431,7.583214498,7.455511152,7.528486617,8.04244052,9.283654275,7.765909294,7.475075093,7.112084572,8.061049071,7.622386245,7.732360781,8.490633829,7.273359108,7.728157621,0.227075992890215,0.748511011351992,8.65466979015441
"GSM672641",7.520542007,10.66670855,9.456306691,11.25937026,8.154679926,7.570474721,7.461993309,7.392457621,11.85276729,8.556038476,8.506366543,7.754218401,7.683043494,7.817295911,7.89677342,7.952664312,8.078779554,8.248820818,8.714569888,8.631756506,8.736597398,8.62990948,8.049933457,9.290828625,9.220974721,8.187467286,7.900626766,7.670738662,7.577777323,7.598236431,8.08659145,9.347269517,7.858394796,7.427298885,7.03734461,8.219970632,7.74390632,7.86312974,9.158375465,7.244227881,7.237405204,0.343314931883552,0.403432796735147,8.30636646407166
"GSM672642",7.715651301,10.50502379,9.010486245,10.23788662,7.872061338,7.571387732,7.404819331,7.441605204,12.39445725,8.845825279,8.320828996,7.71755316,7.574069517,7.70978513,7.797280669,7.919,7.934310781,8.077768773,8.467777323,8.499108178,8.786710223,8.528750929,8.064017472,9.565701487,9.377654647,7.890224164,7.802120446,7.582311152,7.599091078,7.628094052,7.936460595,8.93649368,7.800219703,7.445059851,7.277204089,8.08659145,7.445860967,7.728157621,9.158375465,7.503384387,7.163301115,0.315122155445441,0.481383008190276,8.38504520056861
"GSM672646",13.4367223,13.73114758,10.09834833,10.50383271,10.97578959,11.68483494,11.66844684,9.744597026,11.5375197,14.99943048,13.35817584,11.54474833,11.13479888,10.9612197,11.02488141,11.47064201,11.37077807,11.6522461,11.545929,11.81923755,12.18772082,12.17600892,15.06617509,14.65334089,14.13440409,11.76822193,11.77446952,11.18467807,11.25685576,11.24112156,11.21893048,11.04117175,10.51658141,9.784247584,13.7522145,11.50759814,10.02391561,11.88637695,14.52939071,13.76423197,13.91831896,0.336577218006436,0.421822699190177,8.32492823911312
"GSM672647",14.05645093,14.37361413,10.54498996,10.61326914,11.80120297,12.68798067,12.75551227,10.49409517,11.36724349,16.09371152,13.4302974,12.36678959,11.90566059,11.83742714,12.00437026,12.35195651,12.18706394,12.48208364,12.52835316,12.63741822,12.72266468,12.74146729,15.68968439,15.22313234,15.02706357,12.57254721,12.71191784,12.09093494,12.07309777,12.10452751,11.81669368,11.41760669,11.39223755,10.50820223,14.21381301,12.22607175,11.02368327,12.74905093,15.0717881,14.71898885,14.66569628,0.215082643769637,0.788908841859094,8.69544518001138
"GSM672649",13.84114201,14.57775836,10.98619703,11.29404387,11.22723903,12.41094461,12.54249219,11.02948476,10.55690632,16.09371152,13.18883978,12.90509033,12.59782974,12.55561822,12.69237249,12.82942007,12.82172268,13.09848885,13.07706859,13.08473941,13.03570706,13.09676506,15.86955019,15.24909405,14.5931777,13.05163569,13.07284758,12.83902974,12.72872639,12.79137658,11.90566059,12.1883777,11.25631822,10.75600112,14.00300297,12.86961896,11.07385093,12.50924944,15.12831859,14.28505874,14.36693011,0.055264477750052,1.59582013958189,9.50989789521003
"GSM672650",13.87415316,14.42564907,10.99658662,11.26048625,11.28562714,12.5312223,12.66787807,10.75600112,10.70654424,15.96520669,13.2692461,12.95315316,12.61394312,12.51518699,12.6482026,12.84075093,12.78510967,13.11192862,13.16499442,13.2005329,13.20863941,13.12800297,15.26197249,15.92557398,14.89745725,12.89897175,13.17256729,12.90213346,12.80924201,12.95128178,12.31027584,12.05809554,11.23069257,10.47872528,13.72151636,13.05860929,11.28929814,12.66429145,15.43592342,14.5706171,14.25402268,0.0779234588639588,1.41917872202411,9.33160558160322
"GSM672654",12.10308439,12.19107955,10.23892602,10.97474461,9.612678067,10.43317955,10.65031264,8.96094052,11.72854535,13.98155204,11.02599331,10.64563569,10.3433171,10.15135502,10.22478587,10.5828145,10.68536877,10.90858253,11.01436617,10.88349665,10.97201766,10.69023643,13.27297993,14.57414535,12.40656468,10.74269703,10.75005539,10.54625725,10.62673755,10.56048587,10.74380595,10.33593941,8.992026022,8.129672119,11.11823309,11.07857138,8.988291822,11.02835167,13.9789632,12.67568848,11.78463792,0.452410523976345,0.119573455898121,8.0198541652209
"GSM672655",12.40940483,12.41414164,10.01256431,11.34212082,9.489875093,10.36729665,10.27553494,9.108434572,11.64603123,14.01692193,10.46088141,10.52265576,10.16625242,10.10144089,10.08906357,10.43927658,10.35158587,10.81124015,10.77991506,10.61782416,10.78417695,10.71597138,13.10414349,14.6242052,12.00570595,10.63955428,10.41153829,10.65360335,10.62853197,10.51167881,10.44395465,10.37931041,9.250950186,8.213257249,11.43100372,10.85379126,8.946330112,10.68595595,14.08764126,12.25010112,11.18790892,0.477583013610459,0.056220654564386,7.95590926668333
"GSM672657",9.415497026,11.19026506,8.710594424,10.01436599,8.849630483,9.031537918,9.119518959,7.301544238,12.20240781,11.93482268,9.054672491,9.202943866,8.918543866,8.822447584,9.130303346,9.024053532,9.134895911,9.213101673,9.708602974,9.50463829,9.749528253,9.613957249,11.57153606,10.25371375,12.20653755,9.235304461,9.101403346,8.123189219,8.187467286,8.230542007,8.629306691,9.234037918,9.316182528,8.651625279,10.91210632,8.568848327,8.992026022,9.169653903,9.75460855,11.56299777,9.036495167,0.339560029421182,0.413664186384654,8.31669347659933
"GSM672658",7.561339777,10.19081859,8.836514498,10.1039619,8.231637918,7.94874052,7.691536431,7.168733457,12.49575204,9.218575465,8.79387881,7.929290335,7.803133086,7.787331599,8.012508922,7.981871747,8.098244981,8.261359108,9.080512639,8.818431227,8.874475465,8.566478067,9.047397026,7.840681041,10.48689405,8.290154833,7.865181413,7.443320074,7.412204089,7.464967472,8.599350558,9.076839777,8.059950186,7.836457993,9.011796654,7.848711896,7.970501487,8.092948327,7.862260595,9.745832714,8.013526394,0.333055461837826,0.431491648686503,8.33468755490486
"GSM672661",7.640334201,9.795699628,8.690523792,10.1897539,8.633024164,7.622386245,7.542924907,7.641281413,11.56554647,10.18716803,9.946295911,8.904501115,8.5885829,8.395967286,8.640388476,8.453284015,8.552971004,8.664556134,8.9701171,9.088011896,9.29452974,9.248227881,9.353508178,8.14140223,11.1518223,8.037214126,7.933356506,7.267130483,7.176684387,7.210253903,8.070405204,8.755100372,8.166616729,7.710728625,9.154847584,8.039165056,8.298687732,7.883198141,8.004321933,10.46563457,11.71836989,0.325695013134846,0.451831984188825,8.35521799180005
"GSM672662",7.582311152,9.986601859,8.680669517,9.955614126,9.193304461,7.515012639,7.372210409,7.969496654,11.67069814,10.31406059,11.46931636,9.047397026,8.955711524,8.831322305,9.081620818,8.815912639,8.944990335,9.11824461,9.373756506,9.57370223,9.778504089,9.765004461,9.216812082,8.083214498,11.36908829,8.019628996,7.979769517,7.259799814,7.186222677,7.163301115,8.352986617,8.784646468,8.092948327,7.61314684,8.959613011,7.982855019,8.828901487,8.114809665,7.945713755,10.46318996,13.6744539,0.444481762496125,0.139615839625788,8.04008386567511
"GSM672664",7.730020074,10.18716803,8.665247026,9.852501115,8.583566914,7.634766543,7.501630112,7.605464312,11.94606766,9.833729368,9.976483271,8.714569888,8.481003346,8.375895167,8.667276208,8.500448327,8.538096654,8.602923048,8.932741636,9.071826022,9.35100632,9.139572491,9.000723048,8.377036059,11.03188587,7.88012342,7.79415316,7.361776952,7.243707063,7.340946468,8.096063197,8.972713011,8.105169517,7.471027323,8.906299257,8.177703717,8.222346097,7.925253903,8.25673829,10.31645688,11.48142862,0.268700947026986,0.616746577269994,8.52167388167282
"GSM672665",7.782479554,9.798108922,8.503986617,9.555390335,9.322251301,7.464571004,7.35901487,8.297544238,11.73237063,9.586006691,11.50648104,8.450677695,8.487209294,8.530658364,8.741884015,8.590889591,8.705665428,8.786026394,9.131537546,9.319698513,9.45124052,9.543722677,8.757617844,8.162204833,10.28045836,7.931394796,7.796198141,7.289504089,7.267130483,7.235277695,8.379198513,8.410509294,7.978735688,7.640334201,7.89222119,8.021720446,8.61233197,8.20664052,8.158015613,9.017775465,13.44308773,0.0667680032471249,1.5003027150263,9.41348776190587
"GSM672667",7.168089591,9.843672491,9.147713011,10.79103494,8.322487361,7.55006171,7.377762825,7.384224535,11.71356952,7.416600743,9.545039405,7.277204089,7.283749814,7.491115242,7.688649814,7.599091078,7.782479554,7.841605948,8.555434201,8.656604089,8.750019703,8.724292565,7.369321561,7.748886989,9.366164684,7.931394796,7.423486245,7.209154275,7.267130483,7.187255019,8.20664052,9.206534201,7.840681041,7.37402119,7.132457993,7.754774349,7.853407063,7.769860967,7.741947584,7.159424535,10.90736766,0.438891202320399,0.153781013674251,8.0543814278701
"GSM672668",7.139126022,9.799172862,9.283654275,10.48109219,8.200952045,7.636548699,7.395085502,7.221266543,11.66514257,7.345710781,8.919800372,7.336424164,7.372210409,7.428180669,7.683043494,7.642252045,7.690520446,7.821365799,8.579858364,8.541937546,8.717047212,8.584775836,7.326832714,7.607456506,9.300388104,7.932447212,7.518624907,7.277204089,7.185085502,7.228956877,8.251019703,9.269001115,7.701094424,7.390745353,7.015959108,7.838514126,7.829472119,7.924209665,7.571387732,7.206927881,9.740756506,0.374325979802857,0.32041737018852,8.22257517282926
"GSM672669",7.077814498,9.869347584,9.10509368,10.53548253,8.263110409,7.710728625,7.46360223,7.386197398,11.77446952,7.378700743,8.665937918,7.286697026,7.379622677,7.60192119,7.724405948,7.713698885,7.850618216,7.879058736,8.663332342,8.524420446,8.62324461,8.502789963,7.116789405,7.632760595,9.316182528,7.949688476,7.640334201,7.334518587,7.193237918,7.246217844,8.243787175,9.163631227,7.668779182,7.147453903,7.028367658,8.211057249,7.801209294,7.875115242,7.544768401,7.148817472,8.93649368,0.385850426559015,0.290150826944864,8.19202575755395
"GSM672670",7.159424535,9.733342007,8.864891078,10.31281784,8.202060967,7.773863569,7.448477695,7.248299442,11.64984052,7.098571004,8.458105948,7.225685502,7.418300743,7.582311152,7.753662454,7.676433829,7.861327881,7.868198885,8.657939777,8.519863197,8.651625279,8.593413755,7.351365799,7.499016357,9.136124535,7.902054089,7.640334201,7.429003346,7.330529368,7.198866171,8.195326022,9.217996283,7.764849442,7.283749814,7.161321933,8.369905204,7.726288476,7.900626766,7.48490632,7.034201115,8.004321933,0.26744670534084,0.620553548849461,8.5255164333242
"GSM672671",7.092382714,9.847455762,8.861024164,10.20304461,8.223567658,7.770922305,7.47327658,7.274337546,11.54819108,6.983714126,8.406797398,7.296479182,7.488408178,7.683959851,7.842649442,7.815808922,7.882130855,7.94874052,8.647807807,8.64275539,8.651625279,8.572614126,7.354395539,7.365978625,8.976527138,7.935463197,7.59084052,7.480480297,7.204681041,7.260295911,8.140407807,9.290828625,7.792295911,7.45382974,7.031287732,8.42776171,7.691536431,7.787331599,7.34665948,7.042702602,7.832513011,0.228960988252106,0.742272951473833,8.64837342917932
"GSM672672",7.125717844,9.691046468,8.734165056,10.29119926,8.184210409,7.787331599,7.450236803,7.45293829,11.07385093,7.089604089,8.30718513,7.292366914,7.519544981,7.622386245,7.790382156,7.779686989,7.776724164,8.023792937,8.468954647,8.613412268,8.825094796,8.614675465,7.327780297,7.526581784,9.103892193,7.883198141,7.669763569,7.403137175,7.261334201,7.238387361,8.173079926,9.409023792,8.00784777,7.439755019,7.174337918,8.618287732,7.648112639,7.879058736,7.487576952,7.122063197,7.688649814,0.107135176310268,1.24190842133698,9.15267850730624
"GSM672673",7.147453903,9.750860223,8.9752171,10.37321041,8.096063197,7.729094424,7.439755019,7.46099777,11.36968216,7.137790335,8.227065428,7.293344238,7.442474721,7.706968401,7.852455762,7.821365799,7.80720632,7.996134572,8.586149442,8.513688848,8.602923048,8.506366543,7.317484015,7.498145353,9.079373606,7.834514126,7.605025465,7.386197398,7.264314126,7.185085502,8.132902602,9.177965799,7.739739777,7.514108178,7.053049071,8.686794052,7.547315613,7.806252045,7.407572119,7.193237918,7.552445725,0.179615002610775,0.916833290078893,8.82456521400636
"GSM672674",7.185085502,9.557981784,8.474837918,10.15506803,8.279827881,7.69967342,7.423486245,7.366461338,10.51658141,7.246704089,8.368715242,7.467951301,7.735995539,7.815310781,7.846815613,7.933356506,7.927261338,8.275239405,8.663332342,8.806852788,8.965011896,8.917146097,7.311718959,7.206927881,9.694850186,7.610263941,7.607456506,7.587933086,7.258240892,7.171866543,8.346910409,9.581556877,8.171969145,7.764849442,7.162046097,9.486692565,7.584669703,7.930322305,7.303552045,7.085886989,7.889139777,0.124669487907615,1.1519564348343,9.06188582680794
"GSM672675",7.111310409,10.59812825,8.699295911,10.18469814,8.312154647,7.748886989,7.467078439,7.569546468,10.87773792,7.343718587,8.470127138,7.480006877,7.669763569,7.843720446,8.068934758,8.055976952,8.105662082,8.268340892,8.372318216,8.827584758,9.023406506,8.77573197,7.340946468,7.208010781,9.386327138,7.865181413,7.800219703,7.553907435,7.182083086,7.429003346,8.009399628,8.924918587,7.919985874,7.296479182,7.195415613,8.856034201,7.606418959,7.982855019,7.17857881,7.122063197,8.028432528,0.0633733964240871,1.52705718233838,9.44049227728137
"GSM672676",7.429003346,10.0326223,8.899360595,10.46088141,8.438575465,7.735995539,7.496405204,7.375808178,10.76665242,7.141876952,8.778329368,7.281887361,7.63522342,7.67214368,7.910605948,7.74787026,7.917928996,8.092948327,8.523357993,8.720728996,8.94377881,8.719429368,7.335875836,7.179195167,9.809530483,7.665922677,7.667759108,7.356145725,7.302495911,7.140640149,8.278822677,9.198179926,7.742886245,7.297434572,7.108245353,8.938842007,7.750407621,7.94874052,7.317484015,7.123569888,8.176603717,0.186293121035363,0.891639404804956,8.7991358659161
"GSM672677",7.325028996,10.18850149,9.199481413,10.44395465,8.412957249,7.884095539,7.462371933,7.488408178,10.86517584,7.465811524,9.768651673,7.452518773,7.417859294,7.649154647,7.774867658,7.63522342,7.788498141,7.836457993,8.416739033,8.674690335,8.654175465,8.599350558,7.156690706,7.592651673,9.866851301,7.605941636,7.557123606,7.429003346,7.301054461,7.297434572,8.146702602,9.052309665,7.493678439,7.398257435,7.098571004,8.847083271,7.729094424,8.001702602,7.436165428,6.978382528,8.30718513,0.17080680595129,0.950981805928493,8.8590328829214
"GSM672678",7.325028996,10.08286914,9.010486245,10.37684833,8.228271004,7.72153197,7.357145725,7.336424164,11.06557435,7.293344238,12.05292342,7.324245353,7.524751673,7.635680297,7.689120818,7.699220446,7.735995539,7.830516357,8.180901859,8.583566914,8.661983643,8.523357993,7.350514126,7.411721747,9.512559851,7.700126394,7.72343197,7.438816357,7.288125651,7.308666914,8.229425651,9.060899257,7.540792937,7.506534758,7.366461338,8.582377695,7.694331227,7.905511896,7.334923048,7.284734201,10.0087881,0.106747067045608,1.24401475074511,9.15480452253294
"GSM672679",7.247768401,9.951659108,9.243945353,10.24135167,8.099323048,7.667318959,7.527495539,7.283749814,11.07624796,7.303552045,13.23891599,7.437914498,7.39422342,7.610263941,7.620645725,7.571387732,7.731850929,7.813247212,8.152455019,8.783435688,8.986883643,8.768963569,7.364559851,7.631891822,9.531951673,7.80720632,7.706005204,7.410212639,7.324245353,7.249794424,7.89222119,8.782315242,7.603724535,7.332940706,6.965320818,8.236467658,7.912741264,7.982855019,7.352536803,7.163301115,12.29315279,0.145465566662338,1.05608116802795,8.96511450684849
"GSM672680",7.403137175,9.913620818,9.410388104,10.2294197,8.112798513,7.648112639,7.515012639,7.382328253,11.08792416,7.547315613,13.68413234,7.491115242,7.423972305,7.541188476,7.711727881,7.722443123,7.806252045,7.866197398,8.243223048,9.347269517,9.429528625,9.191528439,7.35901487,7.539566543,9.581556877,7.825005019,7.629038662,7.282736059,7.289504089,7.19487026,8.204286617,8.811955762,7.695330483,7.383236059,7.015959108,7.94874052,7.968968773,7.912212454,7.502536431,7.034201115,13.30005502,0.248891906157135,0.677980886221875,8.58348048833444
"GSM672681",7.46360223,10.03493197,9.424471375,10.26107435,8.34812974,7.719550558,7.567879926,7.437914498,10.87773792,7.706005204,13.95989033,7.572286989,7.525672491,7.605464312,7.805177323,7.774867658,7.876136059,8.010395911,8.320828996,9.961820446,10.0326223,9.674375465,7.715651301,7.542924907,9.647648327,7.860385502,7.710728625,7.306538662,7.215920818,7.248830483,8.087730855,8.802977323,7.598236431,7.271315613,7.156690706,8.001172491,8.194155019,7.848711896,7.564976208,7.133884387,14.11600446,0.335714991040842,0.424186257819095,8.32731388763271
"GSM672689",7.385687175,9.699892193,8.909420074,10.11346208,8.444047026,7.691969517,7.549137175,7.591762082,11.26177993,7.721987546,9.679448327,7.372210409,7.18144684,7.40575539,7.414878439,7.507008178,7.533066543,7.65925316,8.582377695,8.60996171,9.030392193,8.806852788,7.779686989,7.248299442,9.955614126,7.879058736,7.688649814,7.356145725,7.493678439,7.646154275,9.130303346,10.10585762,8.218820074,8.00638513,7.311718959,9.10020223,7.626144981,9.000723048,7.308159108,7.153590335,7.670738662,0.361079791761978,0.355574045656791,8.25806042365336
"GSM672690",7.357145725,9.758434201,8.950156134,10.00507361,8.483455019,7.685833086,7.518624907,7.464086617,11.24592528,7.610780297,9.651572119,7.289504089,7.284242007,7.361776952,7.482725836,7.547315613,7.687710037,7.706005204,8.391205576,8.62324461,9.250950186,8.968894424,7.996134572,7.284242007,9.938826022,7.89222119,7.636548699,7.517272677,7.270249071,7.318360967,9.182578067,9.936259851,8.282275836,7.884095539,7.156690706,8.723092565,7.741947584,8.481003346,7.193237918,7.189788476,7.291402602,0.336069043614562,0.423215433829953,8.3263339902931
"GSM672691",7.244748699,10.0742026,8.83260855,10.00255502,8.543130112,7.645181784,7.409369888,7.535173606,11.24176691,7.736879182,9.712572491,7.271315613,7.319405948,7.421697026,7.525672491,7.629038662,7.569546468,7.775827509,8.444594424,8.760095167,9.362375836,9.067066543,7.822368401,7.214134015,9.956937546,7.916786989,7.560428996,7.466259108,7.321295167,7.334518587,8.859812268,9.775313755,8.30718513,7.874073978,7.173804089,8.792524907,7.670738662,8.730405576,7.326832714,7.103652416,7.491978439,0.331083266678825,0.436923907006823,8.34017058327629
"GSM672692",9.308546468,11.02488141,8.974035688,10.32731338,8.371118216,8.251019703,8.272876208,7.927261338,11.72085651,11.75931078,10.75363569,9.096666171,8.948910409,8.6819829,8.924918587,8.930201115,8.870406691,9.22933197,9.555390335,9.602318959,9.853855762,9.796913383,10.85440372,11.14034721,12.23151078,8.804210781,8.853779182,8.091864684,8.160166543,8.039165056,7.94674684,8.998344981,9.035304089,8.465450186,10.60397212,8.835132714,8.670428625,8.318478067,10.78052045,11.40767807,12.52685316,0.482274227906271,0.0444465511811086,7.94402512217252
"GSM672693",9.835013011,10.90279405,8.861024164,10.17246059,8.505152788,8.452079554,8.416739033,7.799313755,11.84436245,11.7445632,10.4428803,9.199481413,8.900716729,8.757617844,8.947592565,8.9676171,8.930201115,9.309149814,9.429528625,9.472736431,9.571112639,9.579008178,11.09626803,10.51293717,12.11816134,8.743839777,8.887666543,8.169930112,8.246547955,8.132902602,8.129672119,9.014144981,8.854895539,8.165575836,10.56517138,8.940002974,8.586149442,8.516163569,10.38775948,11.40038773,11.86338253,0.357277146066927,0.365746436280211,8.26832788574825
"GSM672694",10.45853197,11.54879591,9.11569145,10.51776357,8.896774721,9.242672119,9.322251301,8.018659851,12.08145093,12.70631673,9.805604833,9.502141264,9.237713383,9.070645725,9.159348327,9.176684015,9.306693309,9.496931227,9.757262825,9.61009368,9.780388104,9.74697658,11.8387684,11.38992602,12.59205613,9.342381784,9.321043123,8.466633086,8.48225948,8.405745725,8.375895167,9.524164684,9.180263569,8.508939033,11.27260967,9.393277138,8.824418401,9.389882528,11.31214572,11.98850669,11.35451468,0.499762484431479,0.000595363274891175,7.89976409973338
"GSM672695",7.352536803,11.27490967,7.720615985,8.470127138,8.660651673,7.900626766,7.494129926,7.313760595,12.61541041,7.578592565,8.231637918,7.319405948,7.363712268,7.567879926,7.773863569,7.971537918,8.047924535,8.408137918,8.895476208,8.959613011,9.359849442,9.374982156,7.45382974,7.746923792,9.070645725,7.868198885,7.781533457,7.544337732,7.379622677,7.364559851,8.303515613,9.386327138,7.881148327,7.464571004,7.001856877,7.950685502,7.846815613,8.184210409,7.759375279,7.101850929,7.234244238,0.41147549766098,0.223751082576939,8.12500543916013
"GSM672696",7.159424535,10.87328067,8.478445725,9.472736431,8.753835688,7.88725316,7.661118587,7.213489591,12.12293587,7.256120446,8.257919703,7.383236059,7.448477695,7.678274349,7.875625651,8.054964684,8.184210409,8.251019703,8.965011896,8.974035688,9.175440149,8.980534201,7.180258364,7.249794424,8.882200743,7.958960223,7.782479554,7.565977695,7.490282156,7.433513383,8.236467658,9.150761152,7.853407063,7.538505576,7.117533829,8.145573978,8.298115985,8.132902602,7.324637175,7.042702602,6.993476952,0.276730715063755,0.592581250356453,8.4972827048806
"GSM672697",7.40222974,10.71009108,8.614675465,9.686439405,8.723092565,7.847688476,7.59643829,7.194324907,11.74586245,7.470616357,8.239889591,7.349563197,7.336424164,7.545562825,7.818343866,7.873057621,7.969496654,8.132902602,8.818431227,8.770366914,8.917146097,8.941266543,7.248830483,7.642252045,8.937742751,7.964062082,7.770922305,7.532095911,7.364559851,7.295504833,8.362547955,9.131537546,7.897266914,7.400432342,7.163301115,8.04244052,8.411830112,8.128590706,7.793164312,7.182719331,7.221266543,0.119957999518735,1.17519677787692,9.08534337480191
